wavelength,Back_ButExif,Belly_ButExif,Breast_ButExif,Crissum_ButExif,Crown_ButExif,DorTail_ButExif,Patch10_ButExif,Patch11_ButExif,Patch12_ButExif,Patch13_ButExif,Rump_ButExif,Throat_ButExif,WingTip_ButExif
549.64,13.5820666667,43.0936666667,37.2862666667,16.5756,7.30193333333,5.77093333333,13.3893666667,9.578,17.8488,7.0032,13.1243333333,3.69183333333,7.13573333333
549.98,13.5661,43.2651333333,37.4152,16.6552,7.2964,5.74846666667,13.3901,9.57659999999,17.8524,6.99633333333,13.106,3.69076666667,7.14073333333
550.32,13.6374,43.4246,37.5634,16.7914666667,7.3792,5.8486,13.4731,9.64853333333,17.9081333333,7.03953333333,13.1803333333,3.81813333333,7.22553333333
550.66,13.6564666667,43.6180666667,37.6587333333,16.8923333333,7.42086666667,5.88733333333,13.4874333333,9.67573333333,17.9334,7.1134,13.2038666667,3.8726,7.28586666667
551.01,13.634,43.6643333333,37.7920666667,16.9870666667,7.42266666667,5.90726666667,13.4870333333,9.65413333334,17.9384,7.10213333333,13.2014666667,3.89263333333,7.31713333333
551.35,13.6016666667,43.7411333333,37.8707333333,17.0513333333,7.40546666667,5.91153333333,13.4398666667,9.62279999999,17.9116,7.07233333334,13.1534,3.8951,7.31646666666
551.69,13.5756,43.8252,37.9521333333,17.1228,7.38626666667,5.89726666667,13.4151,9.60539999999,17.9006,7.05613333333,13.1233333333,3.87466666667,7.30433333333
552.03,13.5857666667,43.9760666667,38.0852666667,17.2402666667,7.41006666667,5.93746666667,13.4639666667,9.6568,17.9224,7.1022,13.1689333333,3.90883333333,7.3564
552.38,13.5494666667,44.0743333333,38.1733333333,17.2841333333,7.38493333333,5.942,13.4469,9.62306666667,17.8892,7.06846666667,13.1616666667,3.88496666667,7.35266666667
552.72,13.6034666667,44.1498666667,38.2950666667,17.3849333333,7.46266666667,6.025,13.5091333333,9.686,17.9389333333,7.1524,13.2170666667,3.97386666667,7.43266666667
553.06,13.6111666667,44.3492,38.4648666667,17.5106,7.48406666667,6.04926666667,13.5358,9.71546666666,17.9906666667,7.17193333333,13.2706,4.0174,7.4848
553.40,13.6161333333,44.4229333333,38.5247333333,17.5947333333,7.50506666667,6.1078,13.5518666667,9.7428,17.9907333333,7.19233333333,13.3109333333,4.0759,7.5412
553.74,13.6205333333,44.4853333333,38.6116,17.6833333333,7.51453333333,6.1432,13.5592666667,9.73433333333,17.9920666667,7.20026666667,13.3333333333,4.10456666667,7.57846666667
554.09,13.5183,44.5202666667,38.6182,17.6712666667,7.41606666667,6.0528,13.4379666667,9.64246666667,17.8924,7.14746666667,13.2338666667,4.01646666667,7.51493333333
554.43,13.5011333333,44.5525333333,38.6738666667,17.7133333333,7.41833333333,6.0802,13.4567666667,9.64626666666,17.849,7.13146666667,13.2354,4.03173333333,7.52
554.77,13.5154333333,44.7094,38.7767333333,17.8188666667,7.42973333333,6.10713333333,13.4653333333,9.67233333333,17.8590666667,7.14046666667,13.2483333333,4.06583333333,7.531
555.11,13.5308666667,44.8139333333,38.8894666667,17.8772666666,7.43993333333,6.13826666667,13.4872333333,9.70226666666,17.885,7.17966666667,13.2624666667,4.0961,7.57393333333
555.45,13.5226,44.9486666667,39.0202,17.9428666667,7.4296,6.15,13.4784333333,9.6882,17.8509333333,7.1566,13.2620666667,4.10326666667,7.59133333333
555.80,13.4568333333,45.0376,39.1332666667,17.9669333333,7.39926666667,6.12326666666,13.4180333333,9.64079999999,17.785,7.10653333333,13.2194666667,4.08073333333,7.56333333333
556.14,13.4423666667,45.1015333333,39.2038,18.0326,7.36153333334,6.1006,13.3973666667,9.63206666666,17.7674,7.0804,13.1812666667,4.08536666667,7.573
556.48,13.3807,45.1390666667,39.205,18.054,7.302,6.06133333333,13.3459333333,9.5626,17.7124,7.0128,13.1192666667,4.01756666667,7.53446666667
556.82,13.3638666667,45.2166,39.2712,18.0943333333,7.27746666667,6.0786,13.3236,9.5512,17.6706666667,7.00026666667,13.1000666667,3.99133333333,7.54
557.16,13.3681,45.3084,39.3227333333,18.1546,7.28686666667,6.0798,13.3216666667,9.55313333333,17.6880666666,6.98473333333,13.0685333333,4.0016,7.51606666667
557.50,13.3153666667,45.3834666667,39.3594666667,18.1732,7.23293333333,6.06253333333,13.2721,9.50026666667,17.6648,6.94366666667,13.0176666667,3.98006666667,7.501
557.85,13.3951666667,45.5502666667,39.4925333333,18.336,7.32553333333,6.1534,13.3879,9.56613333333,17.725,7.02066666667,13.0954,4.04386666667,7.6172
558.19,13.3958,45.6677333333,39.5759333333,18.3866,7.31346666667,6.1538,13.356,9.54133333333,17.7411333333,7.00626666667,13.066,4.05523333333,7.62913333333
558.53,13.3547333333,45.7712666667,39.6317333333,18.4045333333,7.264,6.13806666667,13.3026666667,9.50026666667,17.6979333333,6.95866666667,13.0185333333,4.01033333333,7.60486666667
558.87,13.3297,45.9005333333,39.7169333333,18.4948,7.26433333333,6.13913333333,13.3122,9.49813333333,17.6777333333,6.93013333333,13.0141333333,4.01193333333,7.5912
559.21,13.3328,45.9976666667,39.7909333333,18.5864666667,7.25786666667,6.1662,13.3410333333,9.54353333333,17.6902666667,6.95333333333,13.0173333333,4.04813333333,7.59993333333
559.55,13.3085333333,46.0302666667,39.7956,18.6401333333,7.25886666666,6.17346666667,13.3491,9.54786666666,17.6564666667,6.9628,12.993,4.0394,7.59533333333
559.89,13.2689666667,46.0438,39.8457333333,18.6682,7.2598,6.16046666667,13.3235,9.54493333333,17.6345333333,6.94973333333,12.9723333333,4.02726666667,7.5526
560.23,13.2197333333,46.1586,39.9193333333,18.7099333333,7.23093333333,6.128,13.2775,9.5114,17.5959333333,6.9352,12.9311333334,4.02266666667,7.51993333333
560.58,13.2239,46.17,39.9841333333,18.7924,7.2532,6.1244,13.2893,9.51433333334,17.5784666666,6.95973333333,12.9162,4.05093333333,7.54446666667
560.92,13.2678666667,46.2902,40.1222,18.9128,7.31113333333,6.23166666667,13.3584666667,9.58946666666,17.6256666667,7.0456,12.9534666667,4.1108,7.63646666667
561.26,13.2415333333,46.3022,40.1395333333,18.9558,7.34226666667,6.24986666667,13.3599333333,9.59246666667,17.5862,7.04613333333,12.9276,4.13763333333,7.65333333333
561.60,13.1736666667,46.2980666667,40.1164666667,18.9527333333,7.31146666667,6.23753333333,13.2832,9.5518,17.5426666667,7.01673333333,12.8595333333,4.14096666667,7.61713333333
561.94,13.1209333333,46.3042,40.1595333333,18.9980666667,7.31666666667,6.2552,13.2800333333,9.56226666666,17.4874666667,7.0248,12.8682,4.1427,7.63526666667
562.28,13.1438666667,46.344,40.2112,19.0957333333,7.38553333334,6.31566666667,13.3467666667,9.63713333333,17.4771333333,7.10546666667,12.8964666667,4.2393,7.71226666667
562.62,13.1787,46.4061333333,40.2644,19.1908,7.41766666667,6.3684,13.3572,9.65019999999,17.4946,7.15646666667,12.9113333333,4.2872,7.76686666667
562.96,13.1684666667,46.4675333333,40.2875333333,19.2497333333,7.42006666667,6.37373333333,13.3482666667,9.62013333333,17.4511333333,7.16446666667,12.9030666667,4.26616666667,7.78173333333
563.30,13.1642,46.5236666667,40.3556666667,19.3389333333,7.42526666667,6.3704,13.3295666667,9.60573333334,17.4458,7.14893333333,12.8860666667,4.28483333333,7.79206666667
563.64,13.1782,46.6326666667,40.4016,19.4557333333,7.46806666667,6.44566666667,13.4014,9.63999999999,17.4548666667,7.19286666667,12.9093333333,4.34986666667,7.8666
563.99,13.1411666667,46.7056,40.4464666667,19.5071333333,7.45186666667,6.4332,13.4090666667,9.62373333333,17.4104666667,7.16266666667,12.8956,4.33616666666,7.885
564.33,13.1104333333,46.8312,40.5135333333,19.5411333333,7.44106666667,6.4586,13.428,9.6182,17.3918666667,7.16046666667,12.8654666667,4.34413333333,7.8872
564.67,13.0570666667,46.8492666667,40.5392666667,19.5548,7.4104,6.42066666667,13.3837,9.58386666666,17.3268,7.12526666667,12.8278666667,4.33386666667,7.85926666667
565.01,13.0778333333,46.9724,40.6074666667,19.6369333333,7.41113333334,6.45626666667,13.4374333333,9.6096,17.3410666667,7.17186666667,12.8384,4.3482,7.86726666667
565.35,13.0819,47.0816,40.7222,19.699,7.4432,6.49366666667,13.4469,9.65573333334,17.3180666667,7.19666666667,12.8492,4.38003333333,7.91813333333
565.69,13.0908666667,47.2197333333,40.8129333333,19.7814666667,7.4596,6.5234,13.4673666667,9.66233333334,17.3249333333,7.22653333333,12.8478,4.4013,7.93853333333
566.03,13.0839333333,47.3152,40.8617333333,19.8208,7.4576,6.52073333333,13.446,9.63766666667,17.3422666667,7.20906666667,12.8365333333,4.38856666667,7.93233333333
566.37,13.0387666667,47.3757333333,40.8680666667,19.8376,7.43246666667,6.51006666667,13.4253,9.61546666667,17.2654666667,7.1694,12.7995333333,4.37303333333,7.926
566.71,12.9878,47.3546666667,40.8666666667,19.8420666667,7.4112,6.51013333333,13.3876333333,9.61319999999,17.2304666667,7.1644,12.7726666667,4.39836666667,7.9348
567.05,12.9925,47.4811333333,40.9517333333,19.9138,7.427,6.55446666667,13.4255333333,9.64553333333,17.2250666667,7.21066666667,12.7877333333,4.4453,7.98426666666
567.39,12.9523666667,47.5362666667,40.9798666667,19.9266666667,7.42146666667,6.5484,13.3867333333,9.61826666666,17.1608666667,7.2222,12.7435333333,4.45316666667,7.99586666666
567.73,12.9623,47.5836,41.0467333333,19.9845333333,7.4242,6.59513333334,13.3667,9.61946666667,17.1532,7.2544,12.7260666667,4.48943333333,8.00146666667
568.07,12.9407333334,47.5956666667,41.0418,20.0246,7.42313333333,6.5892,13.3019333333,9.60973333333,17.1027333333,7.2478,12.6856,4.4913,8.00173333333
568.41,12.9007333333,47.6576,41.0578666667,20.0775333333,7.38073333333,6.57073333333,13.2568333333,9.567,17.0552666667,7.21113333333,12.6318,4.45996666667,7.99013333333
568.75,12.8373,47.694,41.0776666667,20.1215333333,7.3574,6.54293333333,13.1777333333,9.52646666667,16.9596666666,7.1672,12.5912666667,4.43553333333,7.98813333333
569.09,12.7919,47.6996,41.0885333333,20.1576666667,7.328,6.539,13.1642,9.48826666667,16.9259333333,7.15353333333,12.5619333333,4.44036666667,7.96866666667
569.43,12.7131333333,47.6542,41.0619333333,20.1630666667,7.27133333333,6.49646666667,13.1153666667,9.43713333332,16.8486666667,7.09153333333,12.4713333333,4.39913333333,7.94806666667
569.77,12.6540666667,47.6653333333,41.0789333333,20.1924,7.21906666667,6.45673333333,13.0733333333,9.39146666667,16.7657333333,7.07133333333,12.4105333333,4.36823333333,7.92526666666
570.11,12.6244,47.7202,41.1717333333,20.2362666667,7.20413333333,6.4336,13.039,9.36506666666,16.7438,7.06606666667,12.3869333333,4.342,7.91973333333
570.45,12.6496666667,47.8128666667,41.2622,20.3267333333,7.266,6.4636,13.0756,9.38773333333,16.7150666667,7.08093333333,12.3796,4.38533333333,7.95726666667
570.79,12.5998666667,47.8391333333,41.2561333333,20.3410666667,7.2396,6.44333333333,13.014,9.36533333333,16.6503333333,7.0336,12.3347333333,4.35296666667,7.92880000001
571.13,12.5771,47.8515333333,41.2902666667,20.3807333333,7.2176,6.4568,12.9787,9.36506666667,16.6101333333,7.00353333333,12.3222666667,4.34593333333,7.90873333334
571.47,12.5413,47.8552,41.3114666667,20.4221333333,7.20273333333,6.43786666667,12.9661666667,9.3612,16.5848666667,6.98466666667,12.2888,4.33903333334,7.89826666666
571.81,12.5353666666,47.9134,41.3594,20.4892,7.21093333334,6.47833333333,12.9815666667,9.37606666667,16.5815333333,6.99933333333,12.3131333333,4.39303333333,7.92499999999
572.15,12.5396333333,47.9466666667,41.4326,20.5431333333,7.25,6.50526666667,12.9861666667,9.40526666666,16.5675333333,7.03946666667,12.3289333333,4.4464,7.95853333333
572.49,12.5638,48.0124,41.5078666667,20.6224666667,7.2892,6.55393333334,13.0488666667,9.45413333334,16.5904,7.08126666667,12.3523333333,4.5142,7.99573333333
572.83,12.5814333333,48.1480666667,41.6228,20.7102666666,7.29506666667,6.57426666667,13.0439666667,9.46519999999,16.6078666667,7.09753333333,12.3432666667,4.5291,8.0052
573.17,12.5987,48.2372,41.7116,20.7976,7.33126666667,6.6014,13.0383333333,9.48413333333,16.6054,7.1258,12.3589333333,4.56726666667,8.02133333334
573.51,12.6133666667,48.3224666667,41.8214666667,20.8713333333,7.36506666667,6.65766666667,13.0594,9.49186666667,16.6161333333,7.15213333333,12.3736666667,4.61756666667,8.05153333333
573.85,12.6406666667,48.4057333333,41.8877333333,20.9722,7.40593333333,6.722,13.0946666667,9.55293333334,16.638,7.19766666667,12.3996666667,4.67456666667,8.10200000001
574.19,12.6224,48.4678666667,41.9515333333,21.0504666667,7.40546666667,6.742,13.097,9.555,16.6410666667,7.21773333333,12.4094,4.6947,8.12359999999
574.53,12.6335666667,48.482,41.9926666667,21.1076,7.4398,6.7954,13.1116,9.55546666666,16.6360666667,7.25846666667,12.4143333333,4.7392,8.17426666667
574.87,12.6245666667,48.5941333333,42.0415333333,21.1896,7.45326666667,6.8026,13.1154666667,9.55253333334,16.6324666667,7.2966,12.4024,4.74566666667,8.20606666667
575.21,12.6499666666,48.7099333333,42.1416,21.2930666667,7.50593333333,6.86433333333,13.1310666667,9.60126666667,16.6565333333,7.33606666667,12.4443333333,4.81106666667,8.26493333333
575.55,12.6107666667,48.7416666667,42.1748,21.3294666667,7.48373333333,6.83566666667,13.1002,9.56433333333,16.6068666667,7.32553333333,12.401,4.78506666667,8.25079999999
575.89,12.5726,48.7817333333,42.2085333333,21.3382666667,7.4598,6.8244,13.0663,9.5266,16.5514,7.29766666667,12.3504666667,4.76273333334,8.22953333333
576.22,12.5101333333,48.7830666667,42.2596,21.3311333333,7.40766666667,6.78093333333,12.96,9.45413333334,16.4877333333,7.23526666667,12.2655333333,4.69973333333,8.19146666666
576.56,12.4226333333,48.7576,42.2029333333,21.3101333333,7.353,6.7176,12.8873333333,9.3906,16.3677333333,7.1856,12.1840666667,4.63473333333,8.15653333334
576.90,12.4068333333,48.7966,42.2401333333,21.351,7.34806666667,6.74506666667,12.8628,9.39199999999,16.3326666667,7.195,12.185,4.64403333333,8.15706666667
577.24,12.3786333334,48.8071333333,42.23,21.4038,7.35033333333,6.76746666667,12.8297,9.41553333333,16.294,7.19573333333,12.1671333333,4.6415,8.1688
577.58,12.2876,48.7552,42.2068666667,21.3835333333,7.29046666667,6.70286666667,12.7437333333,9.32913333333,16.1744,7.15313333333,12.0583333333,4.6003,8.11360000001
577.92,12.2639666666,48.8687333333,42.2414,21.4147333333,7.2606,6.72333333333,12.6920333333,9.30986666667,16.1428,7.13333333333,12.0339333333,4.5857,8.09580000001
578.26,12.2532333333,49.0041333333,42.3376666667,21.4983333334,7.2666,6.7404,12.6945666667,9.32866666666,16.1335333333,7.15033333333,12.0117333333,4.6049,8.10753333333
578.60,12.1948333333,48.977,42.3402666667,21.4860666667,7.22573333333,6.6902,12.6446666667,9.30806666666,16.0674666667,7.09313333333,11.945,4.56323333333,8.07626666667
578.94,12.1293333333,48.9752666667,42.3023333333,21.5019333334,7.203,6.65266666667,12.6174333333,9.27580000001,15.9558,7.0818,11.8716666667,4.502,8.06006666666
579.28,12.1303666667,49.1521333333,42.4335333333,21.5906,7.22666666666,6.68246666667,12.6174333333,9.29973333332,15.9796666667,7.10106666667,11.8718666667,4.4953,8.07873333333
579.61,12.0381333333,49.2275333333,42.4606,21.6094666667,7.15053333333,6.6008,12.5368,9.20666666666,15.8863333333,7.01713333333,11.7949333333,4.4057,8.01553333333
579.95,12.0241333333,49.2942666667,42.4528666667,21.6629333333,7.17913333333,6.62453333333,12.5501333333,9.22846666667,15.8538,7.04666666667,11.7956,4.4185,8.04206666667
580.29,12.0298666667,49.359,42.5216,21.7797333333,7.22,6.6818,12.5774,9.23566666667,15.8586666667,7.0692,11.8069333333,4.44896666667,8.06246666666
580.63,11.9417666666,49.3928666667,42.5028666667,21.7872,7.1738,6.59746666667,12.4902666667,9.16859999999,15.7589333333,7.025,11.7114666667,4.39273333333,8.01146666667
580.97,11.8734666666,49.4567333333,42.5498666667,21.8049333333,7.13793333333,6.55653333334,12.4268666667,9.094,15.6620666667,6.96846666667,11.6515333333,4.34833333333,7.99493333333
581.31,11.8362666667,49.4868666667,42.5011333333,21.8404666667,7.1578,6.5936,12.4053333333,9.08546666667,15.6152,6.96273333333,11.6614666667,4.36636666667,7.9926
581.65,11.7276,49.3562,42.4864,21.7848,7.07406666667,6.50773333333,12.3114333333,9.00086666666,15.5152,6.90853333333,11.5492,4.29363333333,7.89806666666
581.98,11.6346666667,49.2776666667,42.4536666667,21.7644,7.01853333333,6.4518,12.2320333333,8.9248,15.3987333333,6.84786666667,11.4892666667,4.22813333333,7.82873333333
582.32,11.6129,49.2895333333,42.4695333333,21.7954,7.01726666667,6.47966666667,12.1953666667,8.87086666667,15.3791333333,6.83986666667,11.4712666667,4.2403,7.80646666667
582.66,11.5680666667,49.2684666667,42.4892666667,21.7933333333,6.99986666667,6.48093333333,12.1438333333,8.83606666667,15.3634,6.81726666667,11.4457333333,4.2522,7.79066666667
583.00,11.4685666667,49.1032,42.3044666667,21.7436666666,6.97493333333,6.45806666667,12.0786,8.78166666667,15.2260666667,6.7922,11.3677333333,4.23636666667,7.7476
583.34,11.5668333333,49.1552666667,42.3699333333,21.8962,7.103,6.62873333333,12.2069666667,8.91346666667,15.3358666666,6.9494,11.4777333333,4.3999,7.88353333333
583.68,11.5324666667,49.1193333333,42.374,21.9442,7.0836,6.6088,12.1718333333,8.8876,15.2914666667,6.95066666667,11.4456666667,4.40516666667,7.87
584.01,11.4606333333,49.0292,42.3096666667,21.9126,7.02766666667,6.55073333333,12.0918,8.8326,15.1841333333,6.91773333333,11.388,4.37126666667,7.83806666667
584.35,11.5228333333,49.1246,42.4324666667,22.0261333333,7.10553333333,6.64066666667,12.1652666667,8.91386666667,15.2446,6.9942,11.4693333333,4.4534,7.93993333333
584.69,11.5025333333,49.1295333333,42.4326,22.0348,7.1194,6.6192,12.1790666667,8.91406666667,15.2422666667,7.004,11.4496,4.46523333333,7.94406666667
585.03,11.4515,49.1808,42.5703333333,22.0267333333,7.088,6.56653333333,12.1335333333,8.8946,15.2152666667,6.94093333333,11.3876,4.4089,7.90153333333
585.37,11.4530666667,49.2463333333,42.5980666667,22.0864,7.13026666667,6.5778,12.1235666667,8.90213333334,15.1881333333,6.9606,11.3762,4.41266666667,7.94933333333
585.70,11.4158666667,49.283,42.601,22.0900666667,7.0932,6.54806666667,12.0751666667,8.86506666667,15.1416666667,6.96073333333,11.326,4.3957,7.93553333333
586.04,11.4688333334,49.4290666667,42.7662,22.2343333333,7.15746666667,6.60553333333,12.1267666667,8.93773333333,15.1128,7.03093333333,11.3496666667,4.45696666667,8.02833333334
586.38,11.4619,49.5602666667,42.8547333333,22.3108666667,7.13806666667,6.5998,12.0926,8.9094,15.0864,7.03346666667,11.3346,4.4578,8.05120000001
586.72,11.4918333333,49.6988,43.0009333333,22.4202,7.1352,6.60953333333,12.1136666667,8.92506666667,15.1173333333,7.00493333333,11.3556666666,4.44526666667,8.09353333333
587.06,11.408,49.8240666667,43.0612666667,22.4428666667,7.09393333334,6.545,12.0305666667,8.87526666667,15.0028666667,6.9356,11.3056,4.40813333333,8.04753333333
587.39,11.4098666667,49.9064,43.1181333333,22.5197333333,7.13193333333,6.60213333333,12.0291333333,8.90973333333,15.0027333333,6.969,11.3276666667,4.45716666667,8.08993333333
587.73,11.4313333333,50.0125333333,43.1928,22.5789333333,7.17513333334,6.65066666667,12.0680333333,8.97433333333,15.0028666667,6.98453333333,11.3548,4.54033333333,8.14053333333
588.07,11.3036666667,49.9742666667,43.1467333333,22.5558,7.06226666667,6.58646666667,11.9584666667,8.86593333333,14.8770666667,6.86766666667,11.2388666667,4.45133333333,8.05166666667
588.41,11.2942,50.011,43.1836666667,22.6333333333,7.04353333333,6.6088,11.9313,8.8702,14.8370666667,6.8516,11.2052,4.44766666667,8.06240000001
588.74,11.3522,50.1372,43.1734,22.7672,7.10106666667,6.6836,11.9707333333,8.91606666667,14.8846,6.94146666667,11.246,4.5157,8.13366666667
589.08,11.3165,50.1744,43.2132,22.8218666667,7.09146666667,6.67026666667,11.9776333333,8.91866666667,14.8382,6.9056,11.2269333333,4.50716666667,8.13033333333
589.42,11.3006333333,50.2036666667,43.2554,22.8920666667,7.11126666667,6.7018,11.9774666667,8.9408,14.8199333333,6.8962,11.2016666667,4.51693333333,8.14846666667
589.76,11.2034333333,50.1419333333,43.2065333333,22.8774666667,7.0472,6.64373333333,11.8757666667,8.8632,14.768,6.81626666667,11.1338666667,4.45276666667,8.08486666666
590.09,11.2060333333,50.1714,43.2286666667,22.9517333333,7.08673333333,6.67806666667,11.9268666667,8.88273333333,14.7384666666,6.82146666667,11.1370666667,4.4963,8.11599999999
590.43,11.1229,50.1405333333,43.1910666667,22.905,7.04806666667,6.644,11.8394666667,8.8288,14.6082,6.78306666667,11.0558666666,4.46606666667,8.07719999999
590.77,11.0658666667,49.9962,43.0966,22.8943333333,7.00213333333,6.61553333334,11.8082333333,8.78413333333,14.5457333333,6.7488,10.9728666667,4.40476666667,8.0574
591.11,11.0053,50.0656666667,43.0776,22.8823333333,6.938,6.55986666667,11.7616333333,8.75853333333,14.4818666667,6.68593333333,10.9135333334,4.35083333333,7.9992
591.44,10.9234,50.0468666667,43.0644,22.8702666667,6.84113333333,6.47653333333,11.6526666667,8.6824,14.4138666667,6.607,10.807,4.25293333333,7.94153333334
591.78,10.9716333333,50.1778,43.1284,22.9417333333,6.88986666667,6.50686666667,11.6987333333,8.73193333333,14.4494666667,6.65313333333,10.8179333333,4.2958,8.01206666667
592.12,10.9576333333,50.1559333333,43.1430666667,23.0106666667,6.94366666667,6.581,11.7009,8.7718,14.4560666667,6.70613333333,10.8476666667,4.3461,8.0636
592.46,10.9158333333,50.1211333333,43.2114,23.0093333333,6.9188,6.56073333333,11.6795,8.7646,14.3621333333,6.69913333333,10.8092666666,4.32636666667,8.09726666666
592.79,10.9705666667,50.2654,43.2969333333,23.0802666667,6.9748,6.63853333334,11.7197333333,8.7998,14.3764666667,6.76746666666,10.8462666667,4.4145,8.14580000001
593.13,10.9518333333,50.2745333333,43.3073333333,23.1171333334,6.95826666667,6.61566666667,11.6833666667,8.78353333333,14.331,6.76593333333,10.8385333333,4.42423333333,8.13626666666
593.47,10.9053666667,50.3383333333,43.341,23.116,6.9116,6.57246666667,11.6287333333,8.7706,14.2752,6.71666666667,10.8102,4.39693333333,8.10466666666
593.80,10.8851666667,50.2965333333,43.3526,23.1202,6.89306666667,6.56726666667,11.5882,8.77786666667,14.2372,6.705,10.7947333333,4.37976666667,8.06946666667
594.14,10.9802,50.3984666667,43.4973333333,23.2634666667,6.95526666667,6.65513333333,11.6777333333,8.86033333333,14.3408666667,6.78333333333,10.8681333333,4.49246666667,8.133
594.48,10.9581333333,50.5022666667,43.5648666667,23.3066,6.961,6.6588,11.6309666667,8.8744,14.3102,6.76353333333,10.8624,4.5299,8.13679999999
594.81,11.0179333333,50.6058666667,43.7045333333,23.4318666667,7.01586666667,6.71973333333,11.6852,8.904,14.3437333333,6.82466666667,10.8906666667,4.58483333333,8.22879999999
595.15,11.0295333333,50.7044,43.8358,23.5360666667,7.08513333334,6.77406666667,11.6974,8.93906666667,14.3443333333,6.87173333333,10.9146666667,4.6427,8.25593333333
595.49,10.9829,50.6992666667,43.8951333333,23.5795333333,7.0736,6.7634,11.7019333333,8.9284,14.2794666667,6.8806,10.9033333333,4.6597,8.25780000001
595.82,10.9270666667,50.7621333333,44.0118666667,23.5816666667,7.00546666667,6.69246666667,11.6386666667,8.8606,14.1961333333,6.83573333333,10.8470666667,4.6125,8.21973333334
596.16,10.8773666667,50.7872,44.0377333333,23.6,6.95093333333,6.65253333333,11.5696,8.8076,14.1464666667,6.81586666667,10.818,4.59606666667,8.16446666667
596.50,10.7553333333,50.7950666667,44.0758,23.6012666667,6.8698,6.57173333333,11.4728666667,8.73626666667,14.0748,6.74793333333,10.7442,4.51853333333,8.09666666667
596.83,10.7369,50.8160666667,44.0973333333,23.6379333333,6.8608,6.58006666667,11.4708666667,8.74186666667,14.0768666666,6.75513333333,10.7275333333,4.51283333333,8.09759999999
597.17,10.6251666667,50.7721333333,44.0544,23.6266,6.8126,6.5274,11.4106666667,8.68233333333,13.963,6.73733333333,10.6233333333,4.46303333333,8.05306666667
597.51,10.5412333333,50.8461333333,44.0494,23.6242666667,6.788,6.4712,11.3320333333,8.64406666667,13.8848,6.69993333333,10.544,4.4145,8.03559999999
597.84,10.4314,50.8447333333,44.0404,23.5964,6.7328,6.38433333333,11.2609666667,8.54846666667,13.7413333333,6.6256,10.4375333333,4.33536666667,7.99986666666
598.18,10.4265333333,50.8663333333,44.0192,23.6278,6.7346,6.38126666667,11.2695666667,8.5262,13.7174666667,6.66853333333,10.3918,4.32253333333,8.0078
598.52,10.3394666667,50.9099333333,44.0207333333,23.6523333333,6.6798,6.3226,11.2007666667,8.46653333333,13.6306,6.61733333333,10.3356666667,4.257,7.94940000001
598.85,10.3003666667,50.9221333333,43.9462,23.6406666667,6.64413333334,6.3202,11.1760666667,8.44533333333,13.5748666667,6.6156,10.3030666667,4.22856666667,7.95486666666
599.19,10.2706333333,50.9381333333,43.9076666667,23.6608,6.64913333333,6.319,11.1077666667,8.45293333333,13.5322666667,6.5886,10.2420666667,4.22626666667,7.93353333334
599.53,10.2232666667,50.9606666667,43.8684,23.6846,6.63426666667,6.29926666667,11.0749,8.44566666667,13.4695333333,6.5834,10.1956666667,4.23146666667,7.91546666667
599.86,10.2264,51.0602,43.9245333333,23.7794,6.6818,6.32873333334,11.1231666667,8.45486666667,13.4811333333,6.56553333333,10.1933333333,4.25333333333,7.96886666666
600.20,10.2687,50.9759333333,43.8638666667,23.8372,6.7382,6.4116,11.1507333333,8.49193333334,13.4931333333,6.59626666667,10.1993333333,4.33143333333,8.04793333333
600.53,10.2303666667,50.9881333333,43.8833333333,23.8196666667,6.71846666666,6.36486666667,11.1128666667,8.45433333333,13.4278,6.55693333333,10.1436666667,4.29083333333,8.02706666667
600.87,10.3313,51.1053333333,44.0533333333,23.9389333334,6.78166666667,6.46593333333,11.1824333333,8.5078,13.5055333333,6.60853333333,10.227,4.369,8.10946666667
601.21,10.3058666667,51.1646,44.1707333333,24.0077333333,6.7474,6.50106666667,11.1868333333,8.50813333333,13.5095333333,6.6116,10.2155333333,4.36593333334,8.13293333334
601.54,10.2842333333,51.1403333333,44.1746,24.0636,6.73286666667,6.5186,11.1411666667,8.51713333333,13.5004,6.60753333333,10.2084666667,4.35533333333,8.16373333334
601.88,10.2102333333,51.1241333333,44.1697333333,24.0625333333,6.68073333333,6.50913333333,11.0638,8.48493333333,13.4425333333,6.52773333333,10.1652666667,4.334,8.1272
602.21,10.1679,51.0756666667,44.1617333333,24.0366,6.68686666667,6.5168,11.0407666667,8.4752,13.4225333333,6.493,10.1336,4.3244,8.14760000001
602.55,10.2352333333,51.1391333333,44.2636666667,24.1249333333,6.7542,6.58146666667,11.1056,8.5424,13.4629333333,6.56986666667,10.1823333333,4.40563333333,8.22086666667
602.88,10.2536,51.251,44.3448666667,24.1598,6.73493333333,6.6222,11.1255,8.55166666667,13.4663333333,6.59286666666,10.2024,4.40636666667,8.23246666667
603.22,10.2179666667,51.249,44.3091333333,24.1750666667,6.7152,6.62033333333,11.1034333333,8.52986666667,13.4276,6.56226666667,10.1611333333,4.39283333333,8.21899999999
603.56,10.2192333333,51.2513333333,44.29,24.1983333333,6.70253333333,6.64346666667,11.0850333333,8.54766666667,13.4128666667,6.56926666667,10.1424,4.4278,8.23386666667
