wavelength,Back_TanVirm,Belly_TanVirm,Breast_TanVirm,Crissum_TanVirm,Crown_TanVirm,DorTail_TanVirm,Patch10_TanVirm,Patch11_TanVirm,Patch12_TanVirm,Rump_TanVirm,Throat_TanVirm,WingTip_TanVirm
578.94,36.6703333333,6.109,6.96416666667,10.321,6.06533333333,8.72079166667,10.0796666667,17.6413333333,27.5004166667,27.2557314815,25.7073333333,8.6525
579.28,36.629,6.11466666667,6.96091666667,10.3330833333,6.0605,8.72541666668,10.0826666667,17.6413333333,27.4539166666,27.2248703704,25.7570833333,8.66733333333
579.61,36.5756666667,6.07258333333,6.92008333333,10.2693333333,5.991,8.68674999999,10.0145833333,17.5670833333,27.4085,27.1587592593,25.7426666666,8.62083333333
579.95,36.60025,6.08958333333,6.95175,10.26875,6.02875,8.71925000001,10.0365,17.5733333333,27.4595,27.2171666667,25.8256666667,8.66933333333
580.29,36.54625,6.08825,6.99375,10.2763333333,6.03608333333,8.71204166667,10.0415833333,17.5790833333,27.4015833334,27.1648888889,25.8318333333,8.69733333333
580.63,36.5065833333,6.05591666667,6.96016666667,10.2555,6.01316666667,8.6915,10.0026666667,17.5585,27.3606666667,27.1036203704,25.8621666667,8.68991666667
580.97,36.4535,6.037,6.92741666667,10.2394166667,5.98,8.66949999999,9.97383333333,17.5654166667,27.3048333334,27.0661388889,25.9004166666,8.69691666667
581.31,36.3931666667,6.0205,6.90283333333,10.2235,5.94266666666,8.652875,9.92683333331,17.5344166666,27.2066666667,27.0291481481,25.89525,8.67791666667
581.65,36.375,6.01833333333,6.89766666667,10.2083333333,5.9455,8.66883333333,9.94191666668,17.5435833333,27.2053333333,27.0573888889,25.95725,8.684
581.98,36.4149166667,6.09425,6.97325,10.2439166667,6.03583333333,8.74074999999,10.0228333333,17.5875833333,27.2335,27.0768055555,26.031,8.76
582.32,36.37125,6.085,6.986,10.2813333333,6.04325,8.75287499999,9.99849999999,17.542,27.1944166667,27.0285925926,26.0285,8.77566666667
582.66,36.3685833334,6.08375,7.01983333333,10.285,6.057,8.77845833333,10.0114166667,17.5594166667,27.23825,27.0778240741,26.0775,8.8075
583.00,36.49125,6.10958333334,7.08258333333,10.305,6.13258333333,8.81766666667,10.05125,17.56675,27.3049166667,27.1594166666,26.1751666667,8.8305
583.34,36.57475,6.14366666667,7.12441666667,10.3455833333,6.19883333333,8.86012500001,10.1201666667,17.6395,27.3580833333,27.2336944445,26.2934166667,8.90091666667
583.68,36.505,6.12083333333,7.09483333333,10.3168333333,6.169,8.82345833333,10.0875833334,17.59725,27.2931666667,27.1536481482,26.30225,8.86283333334
584.01,36.4880833334,6.11983333333,7.10033333333,10.3069166667,6.18325,8.82491666666,10.07425,17.5675,27.3045,27.1466851852,26.3359166667,8.87141666667
584.35,36.49075,6.16766666666,7.13608333333,10.3423333333,6.21808333334,8.84420833334,10.0970833333,17.5635833333,27.3505833333,27.1615740741,26.4073333333,8.94633333333
584.69,36.4953333333,6.19383333333,7.14925,10.3466666667,6.23366666667,8.86279166666,10.0955,17.574,27.3775833333,27.1675277778,26.4699166667,8.96466666666
585.03,36.52925,6.25491666667,7.17341666667,10.372,6.26833333333,8.911875,10.11775,17.5913333333,27.4266666667,27.1819166667,26.5576666667,9.02233333332
585.37,36.5580833333,6.29791666667,7.23066666667,10.4086666667,6.31283333333,8.95458333332,10.1193333333,17.6135833334,27.4670833334,27.1914814815,26.6101666667,9.07008333332
585.70,36.5075,6.24166666667,7.17391666667,10.35675,6.27708333333,8.8975,10.0608333333,17.5483333334,27.444,27.1529166667,26.6030833333,9.02666666666
586.04,36.45575,6.22433333333,7.12616666667,10.2771666667,6.24158333333,8.84625,10.0180833333,17.5139166667,27.435,27.1076018518,26.589,8.99458333333
586.38,36.3778333333,6.1935,7.09525,10.2556666667,6.235,8.84054166667,9.97799999999,17.4525833333,27.31275,27.006287037,26.53875,8.97233333333
586.72,36.30775,6.2075,7.083,10.2793333333,6.21466666666,8.87870833334,9.99783333333,17.4885833333,27.318,26.9716481482,26.5680833333,9.01725
587.06,36.1641666667,6.237,7.06358333333,10.258,6.2045,8.86083333333,9.96483333335,17.4006666667,27.2299166666,26.8614351852,26.483,9.00216666667
587.39,36.1581666667,6.236,7.06825,10.26175,6.19733333333,8.85195833334,9.93966666666,17.3863333333,27.2295,26.8646111111,26.49025,8.99625
587.73,36.1985,6.30066666667,7.07016666667,10.3035833333,6.2025,8.90037499999,9.97641666666,17.4144166666,27.29725,26.9191944444,26.5556666667,9.01391666667
588.07,36.1928333333,6.29708333334,7.06433333333,10.2765,6.20383333333,8.91625,9.98750000001,17.4599166666,27.2610833334,26.9235370371,26.5675,9.01591666667
588.41,36.16125,6.29066666667,7.08966666666,10.2783333333,6.21725,8.90995833334,9.99066666668,17.44875,27.2648333333,26.8962407407,26.6023333333,8.99925
588.74,36.1115,6.20025,7.0315,10.2061666667,6.167,8.83091666667,9.91908333333,17.4194166667,27.2218333333,26.8342314815,26.5671666667,8.94025
589.08,36.0285833333,6.19258333333,6.995,10.1475833333,6.13341666667,8.78245833334,9.88466666666,17.382,27.13775,26.7916481482,26.5425833333,8.904
589.42,36.0309166667,6.26241666667,7.06525,10.20225,6.18383333334,8.83612500001,9.94158333332,17.4155833333,27.1725,26.7861574074,26.6111666667,8.97683333333
589.76,36.06075,6.26141666667,7.10233333333,10.229,6.21158333333,8.86408333333,9.96150000001,17.4375833333,27.1710833333,26.8028518518,26.6365,8.99941666667
590.09,36.0824166666,6.31416666667,7.14366666667,10.2409166667,6.21816666667,8.88262500001,9.99083333332,17.4631666667,27.23275,26.8308518518,26.7101666667,9.05
590.43,35.9930833333,6.257,7.09608333333,10.1749166667,6.18041666666,8.79125000001,9.89091666667,17.3663333333,27.1314166667,26.7442592593,26.6580833333,9.01375000001
590.77,36.0034166666,6.194,7.0505,10.1349166666,6.11058333333,8.744625,9.83950000001,17.3445,27.1243333333,26.7425925926,26.6549166667,8.962
591.11,35.9359166667,6.15816666667,6.99358333333,10.0821666667,6.04966666667,8.70766666667,9.81791666666,17.3021666667,27.05925,26.6967685185,26.6100833333,8.91966666666
591.44,35.90675,6.09783333333,6.96708333333,10.0323333333,6.01841666667,8.65508333333,9.76024999998,17.2715833334,26.9931666667,26.64675,26.58775,8.88333333333
591.78,35.8924166667,6.08741666667,6.94766666667,10.0046666667,6.00775,8.63537499999,9.73541666666,17.2239166667,26.9838333333,26.6387037037,26.5751666667,8.86066666667
592.12,35.9313333334,6.102,6.93058333333,9.99850000001,6.00708333333,8.66212500001,9.753,17.2379166667,27.01875,26.6533518519,26.5570833334,8.90766666666
592.46,35.8319166667,6.10708333333,6.93341666667,9.99841666667,6.00916666667,8.69874999999,9.77099999998,17.1873333334,26.9626666667,26.5990277778,26.5131666667,8.89216666667
592.79,35.8594166667,6.11225,6.94566666667,10.0154166667,6.00991666667,8.73595833334,9.78483333333,17.21125,26.9944166667,26.5980462963,26.5196666667,8.91283333333
593.13,35.8271666667,6.09191666666,6.90233333334,9.97958333335,5.95875,8.70979166667,9.72366666668,17.1968333333,26.984,26.5962314815,26.4800833333,8.89275
593.47,35.80575,6.1425,6.91116666667,10.0259166667,5.98216666666,8.7385,9.7595,17.2224166667,27.0070833333,26.6067962963,26.4691666667,8.90916666667
593.80,35.80625,6.14741666667,6.90791666667,10.0525,6.01966666667,8.74183333333,9.756,17.2131666667,27.01925,26.6454722222,26.4931666667,8.90441666667
594.14,35.8293333333,6.15258333333,6.92316666667,10.0545,6.01316666667,8.75958333334,9.76350000001,17.2169166667,27.0121666666,26.6687870371,26.4705,8.8975
594.48,35.8761666667,6.24066666667,7.02016666667,10.1273333333,6.11133333333,8.85345833334,9.84458333333,17.2905,27.0945,26.7290092593,26.5758333333,9.00333333334
594.81,35.9110833333,6.27641666667,7.08975,10.1755833333,6.17316666667,8.904625,9.86691666667,17.3354166667,27.1576666667,26.7525648148,26.6360833333,9.07441666667
595.15,35.8539166667,6.28875,7.08441666667,10.1803333333,6.18191666667,8.90650000001,9.86591666666,17.3084166667,27.1470833333,26.7202592592,26.6443333333,9.07866666667
595.49,35.8215,6.27675,7.098,10.1698333333,6.16625,8.89966666666,9.83641666667,17.306,27.1645,26.687462963,26.622,9.06825
595.82,35.7814166667,6.239,7.07683333333,10.1390833333,6.141,8.86974999999,9.80166666665,17.2545833333,27.1145833333,26.6458796296,26.5881666667,9.01525
596.16,35.8018333334,6.27925,7.12908333333,10.1556666667,6.18275,8.86491666666,9.80491666667,17.28625,27.13825,26.6849444444,26.6155833333,9.05675
596.50,35.7320833333,6.27433333333,7.14175,10.1505,6.20141666667,8.85841666666,9.80808333334,17.2513333333,27.12275,26.6367777778,26.5780833333,9.06058333333
596.83,35.73025,6.2855,7.16991666667,10.1938333333,6.23308333333,8.90983333333,9.84016666667,17.2703333333,27.11775,26.649962963,26.5871666667,9.07075
597.17,35.7481666667,6.27616666667,7.19466666667,10.1803333333,6.22883333333,8.91999999999,9.83050000001,17.2535833333,27.14425,26.6567222222,26.6005,9.07941666667
597.51,35.69675,6.2475,7.19908333333,10.137,6.2075,8.91395833333,9.82266666666,17.23725,27.0988333334,26.5974351852,26.5330833333,9.0785
597.84,35.6483333333,6.24525,7.19541666667,10.1209166667,6.21058333333,8.91291666666,9.82483333334,17.2364166667,27.098,26.5310462963,26.4954166667,9.08191666667
598.18,35.556,6.21625,7.16641666666,10.1028333333,6.1845,8.87891666667,9.79716666667,17.1925,27.00725,26.4457685185,26.3919166667,9.05108333333
598.52,35.5199166667,6.22375,7.13283333333,10.1005,6.17741666666,8.88754166667,9.80983333332,17.1586666666,26.9724166667,26.4160555556,26.3369166666,9.04941666667
598.85,35.5384166667,6.21566666667,7.14058333333,10.10625,6.18733333333,8.90370833334,9.81024999998,17.1333333333,26.9889166667,26.4361111111,26.2938333333,9.08066666667
599.19,35.4955,6.23375,7.13133333333,10.1325833333,6.20175,8.911625,9.82225000001,17.0939166666,26.9483333333,26.4189722222,26.2630833333,9.083
599.53,35.4254166667,6.23341666666,7.12516666667,10.1275833333,6.18975,8.869625,9.81224999999,17.0379166666,26.9196666667,26.3621481481,26.1745833334,9.08291666668
599.86,35.4358333333,6.21866666667,7.09141666667,10.1026666667,6.13091666667,8.85908333334,9.83333333333,17.0166666667,26.9678333333,26.3673796296,26.15075,9.08291666667
600.20,35.4428333333,6.21408333333,7.06083333333,10.1295,6.10716666666,8.85925,9.82616666666,17.0059166667,26.9660833333,26.3893425926,26.111,9.0915
600.53,35.3865,6.18066666667,7.03991666667,10.0759166667,6.06391666667,8.80808333332,9.80124999999,16.9425,26.9384166667,26.3502592593,26.0335,9.07508333334
600.87,35.334,6.1635,7.01258333333,10.0693333333,6.0425,8.79416666666,9.78208333335,16.93375,26.90125,26.312962963,25.9673333333,9.05808333333
601.21,35.2941666667,6.17025,6.9925,10.04925,6.03091666667,8.77095833333,9.75816666668,16.9053333333,26.9150833333,26.3263240741,25.9448333333,9.03891666667
601.54,35.2853333333,6.1785,6.99791666666,10.0343333333,6.03008333333,8.76483333333,9.73191666666,16.8888333333,26.9249166667,26.3535277778,25.9455,9.0365
601.88,35.2971666667,6.15625,6.98875,10.0101666667,6.01433333334,8.77083333332,9.70383333333,16.9129166667,26.9666666667,26.3973425926,25.942,9.04916666666
602.21,35.2936666667,6.12941666667,6.97283333334,9.96375000001,5.98941666667,8.71945833333,9.67866666667,16.9033333333,26.9676666667,26.4084814815,25.9213333333,9.02741666668
602.55,35.2721666667,6.1415,7.00808333333,9.96325,6.00783333333,8.71575,9.70391666667,16.9300833333,26.9458333333,26.3939166667,25.8816666667,9.03149999999
602.88,35.27825,6.14525,7.02858333333,9.98566666666,6.00591666667,8.74729166668,9.72800000001,16.95875,26.956,26.4045462963,25.8759166666,9.06866666667
603.22,35.2619166667,6.13858333333,7.04441666667,9.96791666667,6.00683333333,8.78062500001,9.71300000001,16.9855833334,26.9538333333,26.4178055556,25.8725,9.10599999999
603.56,35.2296666667,6.13975,7.07041666667,9.98116666666,6.02508333333,8.79858333334,9.69224999999,16.9634166667,26.917,26.3773611111,25.8306666666,9.12875000001
603.89,35.1815833333,6.12225,7.03841666667,9.93450000001,6.00891666667,8.77204166667,9.65591666666,16.9366666666,26.8766666667,26.34075,25.8050833333,9.10650000001
604.23,35.16125,6.11066666667,7.02391666667,9.93091666667,5.98825,8.73529166667,9.62608333332,16.9354166666,26.8593333334,26.3092222222,25.75625,9.09591666667
604.56,35.1285,6.09066666667,6.98925,9.89041666666,5.95816666666,8.71354166666,9.58158333332,16.8759166666,26.8209166667,26.2634722222,25.6988333333,9.06941666668
604.90,35.13625,6.09816666667,7.00891666667,9.91900000001,5.98866666667,8.732375,9.59933333332,16.8966666666,26.8413333334,26.2610277778,25.6819166667,9.09191666668
605.23,35.1055833333,6.08425,6.99958333333,9.92024999999,5.95783333333,8.71633333334,9.60016666665,16.8858333333,26.8160833333,26.2531944444,25.6278333334,9.10925000001
605.57,35.1106666666,6.09225,6.999,9.90725000001,5.95541666667,8.707875,9.60058333334,16.8648333333,26.7783333333,26.2307592593,25.5351666667,9.10983333332
605.90,35.1060833333,6.1185,7.04783333333,9.94066666667,5.99841666667,8.76833333334,9.62016666666,16.8851666667,26.8023333333,26.20275,25.5025833333,9.14241666668
606.24,35.1041666667,6.13491666667,7.02308333334,9.955,5.98008333333,8.77704166668,9.60466666669,16.8885,26.8149166667,26.2002777778,25.4783333333,9.14625
606.58,35.0546666667,6.07741666667,6.96275,9.86958333331,5.93625,8.70924999999,9.54341666668,16.8093333334,26.7653333333,26.1374351852,25.37875,9.10975
606.91,35.063,6.10091666667,6.93333333333,9.88483333335,5.93258333333,8.69658333334,9.55441666668,16.8138333334,26.79,26.1458055555,25.3565833333,9.08591666667
607.25,35.04925,6.12125,6.89166666666,9.89383333333,5.94825,8.67783333333,9.55625,16.8379166666,26.7770833333,26.1434166667,25.2906666667,9.08600000001
607.58,35.0455,6.13375,6.95016666666,9.91766666666,5.96975,8.7065,9.57816666667,16.8540833333,26.7869166667,26.1451944445,25.2456666667,9.13150000001
607.92,35.0788333334,6.13925,6.98433333333,9.95116666666,6.01025,8.74754166667,9.59791666667,16.8671666667,26.8153333333,26.175287037,25.2506666667,9.17583333333
608.25,35.0298333333,6.139,7.00366666666,9.96716666667,6.01566666667,8.76541666667,9.6075,16.888,26.8193333333,26.1702037037,25.1950833333,9.21941666666
608.59,34.9735,6.14908333333,6.99308333333,9.94783333331,5.9925,8.76820833332,9.59708333334,16.8399166667,26.7735833333,26.1246203704,25.1049166666,9.21608333333
608.92,34.99,6.1945,7.02308333334,9.99541666668,6.05591666667,8.81820833334,9.65316666666,16.8624166667,26.7720833333,26.1472314815,25.08475,9.24933333333
609.26,34.9520833333,6.21625,7.038,10.0346666667,6.0895,8.83883333333,9.66624999999,16.832,26.767,26.1265740741,25.0680833333,9.28883333333
609.59,34.8805,6.209,7.01466666667,10.024,6.07758333333,8.83050000001,9.63749999999,16.77,26.6961666667,26.1104166667,24.98325,9.30875
609.93,34.8365833333,6.18475,7.01158333333,9.99658333335,6.06208333333,8.82449999999,9.62533333334,16.7389166667,26.6658333334,26.0831759259,24.922,9.32508333333
610.26,34.7555833334,6.18508333333,7.01758333333,10.0171666667,6.076,8.82029166668,9.61374999999,16.7124166667,26.60725,26.0195277777,24.8153333333,9.32858333334
610.60,34.7080833333,6.19425,7.065,10.02125,6.11725,8.85962500001,9.60658333333,16.6844166666,26.56375,25.9555555555,24.7205833333,9.38125000001
610.93,34.6675833334,6.17591666666,7.10525,10.0261666667,6.11275,8.88458333333,9.59674999999,16.64875,26.5435833333,25.9482962963,24.6796666667,9.39824999999
611.27,34.6915833333,6.19866666666,7.10433333334,10.0595,6.13658333333,8.90704166667,9.61216666667,16.649,26.5525,25.9707314815,24.6381666667,9.41108333334
611.60,34.5636666667,6.16575,7.04683333333,10.0178333333,6.10591666667,8.86108333333,9.59375000001,16.5543333333,26.4403333333,25.8907592592,24.4765833333,9.38266666667
611.93,34.5825,6.15683333333,7.04258333333,10.0221666667,6.13141666667,8.84320833333,9.58033333332,16.52875,26.3865,25.8921666667,24.43725,9.37108333333
612.27,34.5804166667,6.11791666667,7.00433333333,10.0161666667,6.11033333334,8.82891666667,9.55225000001,16.5091666666,26.3408333333,25.8475833333,24.3900833333,9.36733333334
612.60,34.589,6.16766666667,7.04275,10.0871666667,6.14125,8.89345833333,9.57925,16.5136666667,26.3986666667,25.8605648148,24.38,9.39899999999
612.94,34.6629166667,6.19183333333,7.05633333334,10.0841666667,6.13275,8.91383333332,9.57616666669,16.5578333333,26.4661666667,25.8855185185,24.358,9.39100000001
613.27,34.662,6.23375,7.09783333334,10.1254166667,6.17183333333,8.944,9.62166666666,16.6115,26.5009166667,25.8908796296,24.31175,9.42500000001
613.61,34.68025,6.25041666667,7.1065,10.1505,6.21525,8.95983333332,9.64,16.62675,26.5095,25.9064351852,24.2679166667,9.42183333333
613.94,34.7918333333,6.33966666667,7.20825,10.2415,6.28233333333,9.04904166668,9.72791666667,16.7499166667,26.6196666667,26.000787037,24.3135833333,9.50416666667
614.28,34.8595833333,6.37258333334,7.26175,10.3199166667,6.333,9.08620833333,9.77316666669,16.8148333333,26.69725,26.1214629629,24.3395833333,9.56058333334
614.61,34.93075,6.3605,7.22216666667,10.2980833333,6.32416666667,9.05079166667,9.75816666667,16.8236666667,26.7325,26.1073981482,24.3050833333,9.54733333333
614.94,34.887,6.31,7.15516666667,10.22875,6.27525,8.97516666666,9.71041666666,16.7794166667,26.6945,26.0474814815,24.2139166667,9.46916666666
615.28,34.9959166666,6.37566666667,7.19666666667,10.2658333333,6.31833333333,9.02941666667,9.72641666668,16.854,26.8019166667,26.1171759259,24.2288333333,9.52741666668
615.61,34.9831666667,6.48858333333,7.28275,10.3166666667,6.39225,9.10991666667,9.82208333332,16.92625,26.8905,26.139425926,24.2051666667,9.59483333334
615.95,35.084,6.56783333333,7.34141666667,10.35725,6.43483333333,9.15212499999,9.87683333332,17.00275,26.956,26.2658240741,24.2181666667,9.65783333333
616.28,35.1185,6.54383333333,7.32433333333,10.2914166667,6.43166666667,9.12250000001,9.84783333332,17.00925,26.921,26.2578333333,24.1656666667,9.66441666666
616.61,35.0739166666,6.53091666667,7.30108333334,10.2918333333,6.43441666667,9.126625,9.86983333332,16.9955,26.8670833333,26.2494351852,24.1006666667,9.67408333333
616.95,35.1195,6.52283333333,7.30133333333,10.28875,6.41658333333,9.11858333334,9.86474999999,17.0325833333,26.8955833334,26.2482962963,24.0791666667,9.64858333332
617.28,35.1165833333,6.52258333333,7.32816666667,10.3068333333,6.41025,9.13579166667,9.87216666667,17.0431666667,26.8995833334,26.2246666667,24.0340833334,9.66741666668
617.62,35.0013333333,6.44208333333,7.23358333333,10.2035833333,6.35091666667,9.08941666667,9.76383333334,16.9570833333,26.8449166667,26.1681574074,23.903,9.60266666666
617.95,34.94425,6.40458333334,7.15283333333,10.1360833333,6.27508333334,9.01529166667,9.68366666668,16.9045,26.7755833333,26.0796388889,23.80325,9.52991666668
618.28,34.92325,6.46841666667,7.21966666667,10.19,6.3075,9.07000000001,9.75816666666,16.9296666667,26.76725,26.1327592593,23.75475,9.56300000001
618.62,34.9346666667,6.53158333333,7.27333333333,10.2275833333,6.31883333333,9.1185,9.77608333334,16.9438333333,26.7975,26.1366666667,23.7135,9.64075
618.95,34.94225,6.571,7.325,10.2235833333,6.364,9.18229166666,9.81891666667,16.9860833333,26.8199166667,26.1579814815,23.7259166667,9.676
619.28,34.9773333333,6.53941666667,7.289,10.2151666667,6.33583333333,9.17504166667,9.77883333334,16.99175,26.801,26.1738611111,23.6513333333,9.66166666666
619.62,34.8875833334,6.50575,7.29758333333,10.2189166667,6.35208333333,9.19791666666,9.75408333332,16.9788333333,26.78525,26.0921944444,23.5419166667,9.66575
619.95,34.8544166666,6.47683333333,7.30191666666,10.217,6.3405,9.15291666668,9.72683333333,16.9554166667,26.8000833334,26.0377407408,23.44,9.64041666667
620.28,34.7824166667,6.43866666667,7.28516666667,10.1915833333,6.33008333333,9.10591666668,9.70025000001,16.9215833333,26.7711666667,25.9830185186,23.3568333333,9.60449999999
620.62,34.73325,6.41366666666,7.24516666667,10.1676666667,6.31633333333,9.07162500001,9.68216666668,16.8848333333,26.7148333333,25.9458518519,23.2850833333,9.58291666667
620.95,34.72375,6.41933333334,7.23241666667,10.1691666666,6.3345,9.07612499999,9.67208333332,16.8588333333,26.7225833333,25.9515,23.2283333333,9.57166666666
621.28,34.8291666667,6.50316666667,7.30633333334,10.2370833333,6.38166666667,9.12337499999,9.7495,16.8980833333,26.7619166667,26.0172314815,23.2776666666,9.63825
621.62,34.774,6.53783333333,7.32141666667,10.2355,6.39158333333,9.15112500001,9.79783333333,16.92375,26.6954166667,25.9918425926,23.1735,9.65916666667
621.95,34.7025,6.48033333333,7.26725,10.1846666667,6.363,9.11595833334,9.74941666667,16.908,26.6769166667,25.9437037037,23.0673333333,9.64416666667
622.28,34.6856666667,6.48141666666,7.277,10.1966666667,6.40775,9.1345,9.76558333334,16.912,26.6345,25.9118888889,23.011,9.657
622.62,34.5846666667,6.35225,7.15441666667,10.0960833333,6.26341666667,9.00154166667,9.65449999999,16.8071666667,26.5035,25.7856481482,22.8404166667,9.54158333333
622.95,34.5256666667,6.31166666666,7.09641666667,10.0359166667,6.18275,8.93179166668,9.59741666666,16.72325,26.478,25.7380740741,22.7694166667,9.51583333333
623.28,34.61825,6.3285,7.10675,10.0631666667,6.16458333333,8.93020833333,9.61250000001,16.7569166667,26.5406666667,25.7831666667,22.7916666667,9.50924999999
623.62,34.5778333333,6.33033333333,7.11683333333,10.047,6.14841666667,8.93479166666,9.63725,16.7505833334,26.5305833333,25.7943148148,22.7439166667,9.52233333333
623.95,34.6661666667,6.37158333333,7.1805,10.1091666667,6.16433333333,8.97016666668,9.64866666667,16.81225,26.6206666667,25.8992037037,22.76075,9.61216666667
624.28,34.7016666667,6.37775,7.2095,10.0679166667,6.16641666667,8.95187499999,9.61266666666,16.7595,26.57575,25.9185185185,22.70225,9.61883333333
624.62,34.6843333333,6.37175,7.21225,10.0379166667,6.15625,8.92195833332,9.60066666668,16.7758333333,26.5824166667,25.8853796297,22.6055833333,9.61725
624.95,34.6210833334,6.33766666667,7.21908333333,10.04975,6.17508333333,8.91195833332,9.57650000001,16.76725,26.5593333333,25.8421851852,22.5015833334,9.64199999999
625.28,34.721,6.33283333333,7.24325,10.0770833333,6.17866666667,8.93383333332,9.57491666668,16.7704166667,26.6453333334,25.9041481481,22.5124166667,9.64424999999
625.61,34.73275,6.34791666667,7.22308333333,10.0955,6.16616666667,8.95025000001,9.55725000001,16.7354166666,26.6445833333,25.9053703704,22.4695833334,9.64466666667
625.95,34.7178333333,6.34066666667,7.20016666666,10.0565,6.12141666667,8.94462500001,9.53091666668,16.7105,26.6038333333,25.8945277778,22.40625,9.63500000001
626.28,34.7795,6.43191666667,7.28333333333,10.144,6.186,9.024375,9.58891666666,16.7758333333,26.6713333333,25.9562685185,22.3990833333,9.70583333333
626.61,34.8400833333,6.48625,7.35675,10.2146666667,6.26883333333,9.10062500001,9.67433333333,16.8478333333,26.69125,26.0190462963,22.4021666667,9.78883333333
626.94,34.7825833333,6.46116666667,7.3305,10.1790833333,6.24375,9.06216666668,9.64641666666,16.7989166667,26.65875,25.9921759259,22.287,9.77058333332
627.28,34.7510833333,6.40558333333,7.27975,10.11525,6.1965,9.05099999999,9.59258333333,16.79225,26.6199166666,25.9537407407,22.197,9.73024999999
627.61,34.6596666667,6.398,7.25441666666,10.0515,6.198,9.03904166668,9.58283333333,16.7546666667,26.5233333333,25.858537037,22.0974166667,9.66616666668
627.94,34.6610833333,6.41641666667,7.25316666666,10.0888333333,6.2065,9.069625,9.62766666668,16.7986666667,26.5926666667,25.8569444445,22.0278333333,9.70424999999
628.27,34.7001666666,6.49591666667,7.31483333333,10.1534166667,6.25658333333,9.15262499999,9.7075,16.851,26.6395833333,25.9329166667,22.06775,9.79808333334
628.61,34.7821666667,6.52833333333,7.31925,10.154,6.24875,9.15833333333,9.73925,16.8908333333,26.6503333333,25.9705555556,22.0334166667,9.81250000001
628.94,34.6825833333,6.48875,7.2815,10.1181666667,6.2125,9.10991666667,9.69391666667,16.8144166667,26.5963333333,25.9066388889,21.9210833333,9.77541666667
629.27,34.7630833333,6.53116666667,7.3305,10.13325,6.23783333333,9.10225,9.71274999999,16.8336666667,26.60975,25.8996574074,21.9104166667,9.79691666667
629.60,34.7845833333,6.51025,7.33633333333,10.1193333333,6.24808333333,9.08354166667,9.69250000002,16.8661666667,26.6661666667,25.9401111111,21.8960833333,9.78608333333
629.94,34.7860833333,6.52066666666,7.339,10.1345833333,6.29641666667,9.089625,9.70891666667,16.8596666667,26.66225,25.9256851852,21.85175,9.80616666667
630.27,34.8080833333,6.55958333333,7.37775,10.1605833333,6.33383333333,9.09124999999,9.70649999998,16.84025,26.7071666667,25.9138981482,21.8340833333,9.82425
630.60,34.8369166667,6.62708333333,7.42625,10.1768333333,6.38958333333,9.13554166667,9.76516666667,16.8928333334,26.7586666667,25.9646481481,21.8128333333,9.89524999999
630.93,34.8684166667,6.6855,7.45066666667,10.20925,6.41966666666,9.15304166667,9.77700000002,16.8820833333,26.7875833333,26.0339907407,21.7931666666,9.93966666666
631.26,34.9404166667,6.69333333333,7.44183333333,10.246,6.4345,9.18650000001,9.79675000001,16.8970833334,26.9093333333,26.1196111111,21.74325,9.9905
631.60,34.8940833333,6.621,7.405,10.23575,6.40066666667,9.17662500001,9.74116666667,16.8735833333,26.9133333333,26.1271111111,21.706,9.97058333334
631.93,34.74625,6.4725,7.26991666666,10.0795,6.27825,9.04925000001,9.58458333334,16.7734166667,26.7461666667,25.9979351852,21.5071666667,9.84416666667
632.26,34.67925,6.455,7.257,10.0525,6.27708333333,9.02850000001,9.55591666665,16.7286666667,26.7648333333,26.001212963,21.45175,9.80033333332
632.59,34.69125,6.479,7.28508333333,10.0426666667,6.32175,9.05391666667,9.56800000002,16.7794166667,26.7455,26.0172777778,21.4205833333,9.84450000001
632.92,34.59225,6.43791666667,7.26083333333,10.0216666667,6.3085,9.06208333333,9.56016666666,16.7855833334,26.6885,26.0036018519,21.3088333333,9.85850000001
633.26,34.548,6.34641666667,7.18441666667,9.93758333334,6.23275,9.00845833334,9.51133333332,16.6876666666,26.6164166667,25.9574351852,21.15,9.80974999999
633.59,34.4426666666,6.30091666667,7.14633333333,9.86933333333,6.16833333333,8.95112500001,9.46541666666,16.60825,26.5686666666,25.9105277778,21.0534166667,9.77249999999
633.92,34.3083333333,6.26716666667,7.10916666666,9.8245,6.14816666667,8.94941666667,9.42149999999,16.57925,26.5070833333,25.8429166667,20.93225,9.71625000001
634.25,34.1998333333,6.20008333333,7.03491666667,9.77333333335,6.07133333333,8.89045833334,9.33883333334,16.5088333334,26.3931666667,25.7404722222,20.8165833333,9.63766666666
634.58,34.1945,6.23258333333,7.05233333333,9.81924999999,6.13191666667,8.91475,9.39783333332,16.5595,26.4224166667,25.7237314814,20.79825,9.66591666666
634.91,34.192,6.23933333333,7.07425,9.81816666667,6.11225,8.91470833332,9.42500000001,16.5691666666,26.38725,25.6685277778,20.805,9.66491666667
635.25,34.2026666667,6.27866666666,7.07416666667,9.78341666667,6.1015,8.91104166667,9.41333333332,16.5909166667,26.34025,25.6504074074,20.7440833333,9.64666666667
635.58,34.2615,6.31291666667,7.09216666667,9.82075,6.11083333333,8.92104166666,9.44874999999,16.56275,26.3955833334,25.6671111111,20.7194166667,9.66116666666
635.91,34.28975,6.338,7.09525,9.85525,6.11683333333,8.95829166668,9.5,16.6195833334,26.4120833333,25.6791481482,20.7200833333,9.68058333334
