wavelength,Back_SpoSimf,Belly_SpoSimf,Breast_SpoSimf,Crissum_SpoSimf,Crown_SpoSimf,DorTail_SpoSimf,Patch10_SpoSimf,Patch11_SpoSimf,Rump_SpoSimf,Throat_SpoSimf,WingTip_SpoSimf
311.12,5.73888541667,13.4272083333,7.88691666666,9.91616666668,5.372,8.67558333333,15.4910833333,7.36775,7.46430555556,9.72666666666,8.26825
311.49,5.87460416667,13.5250416667,8.04766666667,10.1903333333,5.43366666667,8.71925,15.6149166667,7.454,7.701375,9.90091666668,8.37233333333
311.85,6.02817708333,13.6157916667,8.2055,10.39625,5.48833333333,8.83741666667,15.8066666667,7.54183333333,7.81722222223,10.0664166667,8.34066666666
312.22,6.14148958333,13.7878333333,8.4865,10.6709166667,5.59133333334,8.88875,16.0128333333,7.70608333333,7.95575,10.23625,8.45066666667
312.59,6.21460416667,13.84625,8.64816666667,10.8206666667,5.62125,8.83233333334,16.1159166667,7.6845,7.95395833333,10.1835,8.389
312.96,6.30147916666,14.07075,8.69741666667,11.02,5.71566666667,8.87675,16.2670833334,7.73291666667,7.91041666667,10.3449166667,8.44933333333
313.33,6.248,14.1352916667,8.68566666667,10.9673333333,5.49583333333,8.74625,16.2075833333,7.52383333333,7.85913888889,10.2565,8.31316666667
313.70,6.1515625,14.159375,8.61041666667,10.9625,5.2625,8.6375,16.2270833334,7.27708333333,7.82569444444,10.2041666667,8.12708333333
314.07,6.38864583333,14.5523333333,8.73591666667,11.2518333333,5.38066666667,8.81283333333,16.5295833333,7.45975,8.06769444444,10.4659166667,8.20925
314.43,6.83616666667,14.9232916667,9.07566666667,11.7871666666,5.7855,9.11716666666,16.9416666667,7.83125,8.31002777777,10.9773333333,8.37483333334
314.80,7.06632291667,15.1847916667,9.28491666666,12.0164166667,5.977,9.34741666668,17.22725,8.08983333332,8.457375,11.362,8.42941666666
315.17,7.05827083333,15.3357083333,9.34058333333,12.1120833333,5.99891666667,9.23750000001,17.28225,8.10666666666,8.40973611112,11.45975,8.30141666666
315.54,7.11809375,15.549125,9.45183333333,12.1740833333,6.08708333334,9.41258333334,17.5078333333,8.21075,8.41226388889,11.4761666667,8.26633333334
315.91,7.20408333334,15.8907083333,9.48533333334,12.3636666667,6.19833333333,9.47841666666,17.6355,8.27450000001,8.49830555557,11.5451666667,8.37091666666
316.28,7.22689583333,16.0747916667,9.40158333333,12.3749166667,6.13066666667,9.47966666667,17.709,8.15366666667,8.49620833333,11.54975,8.26716666666
316.64,7.05735416667,16.1446666667,9.30616666668,12.1053333333,5.94325,9.41316666666,17.65375,7.917,8.40352777778,11.4465833333,8.14075000001
317.01,7.22116666667,16.3169166667,9.42283333333,12.21575,6.09,9.58933333333,17.81325,8.15016666667,8.64058333334,11.6256666667,8.29525000001
317.38,7.416,16.4957083333,9.53450000001,12.4821666667,6.37633333333,9.74258333334,18.0185,8.43866666667,8.81372222222,11.7881666667,8.40758333334
317.75,7.77372916667,16.805125,9.82324999999,12.9418333333,6.7955,10.0263333333,18.3405,8.94216666666,9.15234722222,12.2374166667,8.73933333334
318.12,7.50739583333,16.6117083333,9.82766666667,12.8951666667,6.68591666667,9.74391666667,18.11775,8.85533333332,9.01344444445,12.081,8.64958333333
318.49,7.18036458333,16.4232916667,9.66775000001,12.7070833333,6.39458333333,9.53541666667,17.8805,8.57658333333,8.88963888888,11.81125,8.58383333334
318.85,7.03633333334,16.4169166667,9.60216666666,12.7146666666,6.31241666667,9.39833333334,17.9280833333,8.42541666667,8.80305555557,11.6521666667,8.47408333332
319.22,6.97160416667,16.589875,9.68416666667,12.7999166667,6.38525,9.49391666667,18.1026666666,8.54308333334,8.89766666668,11.7831666667,8.50891666667
319.59,7.215375,16.98275,9.99091666668,13.25025,6.7345,9.70583333332,18.42775,8.75383333332,9.20830555556,12.2615833333,8.85975
319.96,7.25083333333,16.960875,10.0605833333,13.2713333334,6.82516666666,9.75791666668,18.5291666666,8.94599999999,9.41424999999,12.4421666667,8.93124999999
320.32,7.26146875,17.0030833333,10.2006666667,13.36575,6.89,9.86558333334,18.57575,9.17799999999,9.5161111111,12.59475,9.03783333334
320.69,7.3873125,17.1037916667,10.4831666667,13.68225,7.11933333333,10.0915,18.66625,9.49808333332,9.67202777777,12.94075,9.25925
321.06,7.12223958334,16.92125,10.34775,13.5428333333,6.84766666666,9.76974999999,18.4720833333,9.29499999999,9.42826388889,12.7705,9.01950000001
321.43,6.83153125,17.0186666667,10.2634166667,13.3265,6.62408333334,9.62825000002,18.4985833333,9.13283333332,9.26901388888,12.7305,8.81408333334
321.80,6.87472916667,17.155125,10.2965,13.2093333333,6.58541666667,9.64124999999,18.58625,9.02958333333,9.30558333333,12.7188333333,8.74208333334
322.16,7.18010416667,17.5090416667,10.57825,13.53375,6.79933333333,10.0183333333,18.96175,9.19250000001,9.5855,13.02175,8.95083333333
322.53,7.17867708333,17.626125,10.6395833333,13.6659166667,6.83883333333,10.0436666667,18.98925,9.17324999999,9.53843055555,13.1686666667,8.95733333333
322.90,7.40646875,17.885,10.8963333333,13.872,6.93366666667,10.279,19.1468333333,9.37958333334,9.78186111111,13.43625,9.19608333332
323.27,7.54501041667,18.0709166667,10.9778333333,14.0491666667,6.94258333333,10.3084166667,19.2615833333,9.40499999999,9.75927777778,13.5526666667,9.35125
323.63,6.8530625,17.3202916667,10.2251666667,13.3515833333,6.17441666667,9.60991666667,18.6000833333,8.73174999999,8.98577777778,12.8349166667,8.67266666667
324.00,6.59627083333,17.198125,10.0123333333,13.15375,5.90266666667,9.32533333333,18.44675,8.38291666667,8.53981944443,12.5718333333,8.40633333334
324.37,6.27028125,17.0002083333,9.70599999999,12.8345833333,5.53166666667,9.03833333333,18.1945,8.0185,8.14504166666,12.356,8.03541666667
324.74,6.14663541667,17.0586666667,9.59191666666,12.8356666667,5.44158333334,8.90641666667,18.1810833333,7.87491666667,8.09562499999,12.2995,7.90766666667
325.10,6.27529166667,17.2710416667,9.72025,13.1215833333,5.50541666667,9.01491666667,18.3314166667,7.95758333333,8.18509722224,12.398,8.04175
325.47,6.35302083333,17.21625,9.77616666666,13.3239166667,5.51391666667,8.99333333334,18.3985833334,7.90566666667,8.26404166667,12.4649166667,8.03841666667
325.84,6.25033333333,17.1535,9.76575,13.382,5.38975,8.88858333333,18.3686666667,7.79358333333,8.10068055555,12.48,7.97866666667
326.21,6.19729166666,17.057125,9.65608333334,13.3714166667,5.3345,8.74008333334,18.2743333334,7.71958333333,7.96393055556,12.40775,7.85241666667
326.57,6.25851041666,17.1615,9.61466666666,13.39425,5.37691666667,8.7155,18.4096666667,7.78633333333,7.99829166667,12.2625833334,7.75608333333
326.94,6.18794791666,17.1777916667,9.60116666667,13.4178333333,5.39958333333,8.65216666666,18.3948333333,7.77483333333,7.98734722222,12.22375,7.67308333333
327.31,6.18741666666,17.230125,9.64058333333,13.3649166667,5.40908333333,8.71275,18.4395,7.84125,8.08441666667,12.2998333333,7.55758333333
327.67,6.65508333333,17.866625,10.1951666667,13.8739166667,5.85666666667,9.17391666667,18.9255,8.352,8.6105138889,12.8150833333,7.96841666667
328.04,7.03519791667,18.3509166667,10.51225,14.3609166667,6.09766666666,9.46808333333,19.20675,8.69258333333,8.96694444443,13.2090833333,8.18016666667
328.41,7.41470833333,18.6639583333,10.8196666667,14.7861666667,6.409,9.68199999999,19.4913333333,9.03408333334,9.31712499999,13.5400833334,8.48333333333
328.78,7.61817708333,18.911625,10.8889166667,14.89325,6.46608333333,9.69075000001,19.6074166667,9.16516666666,9.36790277778,13.62625,8.552
329.14,7.661375,19.014375,10.9739166667,14.7943333334,6.51916666667,9.74983333333,19.7399166667,9.251,9.44227777778,13.66125,8.51766666667
329.51,7.92063541667,19.3201666666,11.1090833333,14.93425,6.75558333333,10.0970833333,19.86925,9.51375000002,9.59977777778,13.8400833333,8.70133333334
329.88,7.87583333333,19.39525,11.0185,14.9061666667,6.71275,10.0345,19.7716666667,9.49066666668,9.62431944445,13.7410833333,8.56208333332
330.24,8.02913541666,19.6694166667,11.1905,15.0249166667,6.81258333334,10.13775,19.9085,9.63391666666,9.7767638889,13.8989166667,8.67233333332
330.61,7.90320833333,19.68325,11.1930833333,14.99375,6.65233333333,9.98858333332,19.8221666667,9.49425,9.7103611111,13.9676666667,8.63683333334
330.98,7.77965625,19.6366666667,11.0735,14.8979166667,6.41608333333,9.72116666666,19.726,9.27508333334,9.50134722222,13.8711666667,8.46016666667
331.34,7.50564583334,19.5305833333,10.8416666667,14.80975,6.11491666666,9.38391666668,19.5066666667,8.97675,9.13954166667,13.5445833333,8.21016666667
331.71,7.325125,19.3725,10.717,14.7143333333,5.89641666667,9.18641666667,19.3401666666,8.757,8.83990277778,13.359,7.9885
332.08,7.00153125,19.1289166667,10.55,14.4538333333,5.67633333334,8.96641666667,19.1853333333,8.49883333333,8.65356944444,13.1680833333,7.77425
332.44,7.07778125,19.4380833333,10.8391666667,14.7215833333,5.9085,9.14416666667,19.4554166667,8.64716666667,8.88724999999,13.3945833333,7.95791666667
332.81,7.13478125,19.5320416667,11.0116666667,14.8844166667,5.98783333333,9.2935,19.5583333333,8.66791666666,9.03959722222,13.5574166667,8.03458333333
333.18,7.16216666667,19.5859166667,11.0288333333,15.0976666667,6.02458333333,9.39283333334,19.5498333333,8.66791666667,9.10081944444,13.6700833333,8.00066666666
333.54,7.05772916667,19.5950833334,11.0261666667,15.1221666667,5.97433333334,9.18991666667,19.64925,8.64516666666,9.08755555557,13.6583333333,7.93525
333.91,7.09801041666,19.7347083333,11.143,15.2091666667,6.05283333333,9.24141666668,19.7774166667,8.65608333333,9.18622222223,13.8205833333,8.04141666667
334.28,6.86826041667,19.5945416666,10.9163333333,15.0711666667,5.78983333333,9.02891666667,19.6911666667,8.38874999999,9.00662499999,13.7083333333,7.94866666667
334.64,7.00773958333,19.8356666666,11.1236666667,15.3513333333,5.906,9.18666666668,19.8993333333,8.46958333332,9.13686111111,13.89775,8.14033333333
335.01,7.13709375,20.0239583333,11.29675,15.60425,6.14566666666,9.42366666667,20.0176666667,8.71950000001,9.32093055557,14.1328333333,8.34725
335.38,7.28304166666,20.1980833333,11.4831666667,15.656,6.39075,9.57658333334,20.2219166667,8.88050000001,9.51447222223,14.29975,8.54183333333
335.74,7.3981875,20.433625,11.6581666667,15.9061666667,6.54308333333,9.68158333332,20.4318333333,9.07508333332,9.75354166666,14.4868333333,8.68225
336.11,7.51176041666,20.6987083333,11.8303333333,16.1300833333,6.7335,9.87641666666,20.6603333333,9.25933333334,9.87381944444,14.6923333333,8.87
336.47,7.28078125,20.5684583334,11.625,15.9214166667,6.48233333333,9.65625000001,20.4616666667,9.00900000001,9.63197222221,14.4793333333,8.605
336.84,7.23133333333,20.6000833333,11.65125,16.0075833333,6.45491666666,9.62500000001,20.4873333333,9.07608333333,9.60534722223,14.514,8.60283333333
337.21,7.25210416667,20.6989583333,11.7179166667,16.0131666667,6.53125,9.62366666666,20.6019166667,9.09424999999,9.60873611112,14.6314166667,8.69999999999
337.57,7.29540625,20.782375,11.8135,16.06,6.57466666667,9.68375,20.5195,9.10616666666,9.5149861111,14.6919166667,8.74966666666
337.94,7.27569791666,20.83425,11.8945833333,16.134,6.58641666667,9.71441666667,20.5340833333,9.20583333334,9.4507638889,14.6855833333,8.72783333334
338.31,7.37920833333,21.0580833333,12.1001666667,16.3065833333,6.76708333333,9.87258333333,20.6325833333,9.42791666668,9.53484722222,14.84375,8.79550000001
338.67,7.39698958333,21.0462083333,12.1545833333,16.39525,6.877,10.0010833333,20.6535,9.58591666666,9.59095833333,14.816,8.81283333334
339.04,7.196125,20.977,12.04425,16.34025,6.66158333333,9.88216666666,20.581,9.42000000001,9.46594444445,14.6293333333,8.61725
339.40,7.24246875,21.0241666667,12.066,16.5239166667,6.58941666667,9.86541666666,20.6330833334,9.47283333334,9.55345833333,14.7156666667,8.58291666667
339.77,7.31986458333,21.0139166667,12.1038333333,16.4939166667,6.60441666667,9.88808333332,20.6768333333,9.49433333334,9.56074999999,14.7603333333,8.59333333333
340.14,7.2069375,20.9122083334,11.9473333333,16.42675,6.41491666667,9.65875000001,20.52225,9.35058333332,9.43423611111,14.6383333333,8.39825
340.50,7.30296875,20.9195833333,11.95475,16.483,6.42475,9.71583333332,20.5313333333,9.41158333332,9.51290277778,14.6341666667,8.45258333333
340.87,7.27340625,20.8909166667,11.9023333333,16.4669166667,6.37783333334,9.67108333333,20.5031666667,9.26716666667,9.43276388888,14.5325,8.37116666667
341.23,7.2141875,20.9874166666,11.9070833333,16.5539166667,6.3225,9.61966666668,20.55,9.27400000001,9.39329166668,14.5535,8.30783333333
341.60,7.20539583333,21.0680833333,11.8940833333,16.6965,6.33683333334,9.58583333333,20.6433333334,9.328,9.45849999999,14.5866666667,8.33483333333
341.96,7.15546875,21.1455,11.8468333333,16.7433333333,6.25033333333,9.49866666667,20.7104166667,9.26583333334,9.46030555556,14.60575,8.28908333333
342.33,7.0438125,21.0795833333,11.8016666667,16.7088333333,6.1515,9.35375,20.6551666667,9.18074999999,9.41691666668,14.5008333333,8.16908333333
342.70,6.90698958333,21.0336666667,11.609,16.5145,6.0025,9.09016666667,20.5065833333,8.99541666668,9.25879166667,14.3833333333,7.95575
343.06,7.01089583333,21.1501666667,11.6596666667,16.45225,6.12208333333,9.08541666667,20.58,9.09250000001,9.29351388889,14.4256666666,8.01733333333
343.43,7.13097916667,21.307125,11.7605,16.5763333333,6.28266666667,9.2145,20.6820833333,9.18950000001,9.3213888889,14.5075,8.17116666667
343.79,7.13707291667,21.4351666667,11.7885833333,16.6734166667,6.32383333333,9.20191666666,20.7184166667,9.14725000001,9.30025,14.6203333333,8.21725
344.16,7.27330208333,21.6335,11.99375,16.8079166667,6.45475,9.34466666667,20.9053333334,9.23958333334,9.44615277778,14.7760833333,8.35091666667
344.52,7.28025,21.8151666667,12.00525,16.9235,6.47866666667,9.36641666666,21.03775,9.25725000001,9.43515277778,14.9025833333,8.33458333333
344.89,7.22692708334,21.8277083333,11.9186666667,16.9095833333,6.4185,9.32441666667,21.0675,9.28200000001,9.40729166666,14.9010833333,8.29908333333
345.25,7.29111458334,21.9098333334,11.9901666667,16.943,6.45758333334,9.34908333334,21.0579166667,9.31508333334,9.49649999999,14.9311666667,8.26658333333
345.62,7.35842708333,22.0240416667,12.04725,17.0183333333,6.47825,9.37158333334,21.1063333333,9.29858333333,9.53258333334,15.03575,8.18091666667
345.99,7.35166666667,21.9729166667,12.0583333333,16.9425833333,6.49491666666,9.30883333332,21.0355833334,9.31283333332,9.46651388889,15.0303333334,8.113
346.35,7.30304166667,22.0275833334,12.0324166667,16.90175,6.45533333334,9.28541666668,21.0215833333,9.26316666667,9.41301388889,15.0768333333,7.99716666667
346.72,7.21698958333,21.9811666667,11.9315,16.8894166666,6.30683333333,9.18775,21.0046666667,9.13941666666,9.32145833333,15.0438333333,7.86983333333
347.08,7.38844791667,22.158875,12.0713333333,17.10075,6.37216666666,9.30733333334,21.1588333333,9.25375000001,9.38655555555,15.2403333333,8.00525
347.45,7.35378125,22.302375,12.1910833333,17.2020833333,6.41375,9.33566666667,21.2184166667,9.31733333332,9.45816666666,15.3335833333,8.04991666667
347.81,7.18945833334,22.2890833333,12.0451666667,17.0926666666,6.2975,9.214,21.1406666666,9.251,9.35044444443,15.1689166667,7.87841666667
348.18,7.05063541667,22.1959583333,11.9364166667,16.9438333333,6.244,9.09341666667,20.9705833333,9.20575000001,9.19131944445,14.97725,7.75141666667
348.54,7.06046875,22.251625,12.0698333334,17.0268333333,6.39775,9.08808333333,20.9599166666,9.32816666668,9.24319444445,14.9895833333,7.78425
348.91,7.17841666667,22.4339583333,12.27275,17.1984166667,6.559,9.143,21.0973333333,9.4285,9.36769444443,15.1174166667,7.82533333333
349.27,7.21085416667,22.5455,12.3543333333,17.3345,6.56183333334,9.14058333333,21.2290833334,9.47658333334,9.39558333333,15.181,7.88141666667
349.64,7.00613541666,22.4625416667,12.2180833333,17.1255,6.39483333333,9.02533333333,21.1125833333,9.36091666666,9.21440277779,14.9995833333,7.78925
350.00,7.02663541667,22.5410416667,12.2213333333,17.1903333333,6.43383333333,9.06841666667,21.1565833333,9.36991666667,9.26541666667,15.0215833334,7.7915
350.37,7.06984375,22.646375,12.2650833333,17.29325,6.46508333333,9.08425,21.2483333334,9.42199999999,9.32848611111,15.0406666667,7.93083333333
350.73,7.20680208333,22.8505833334,12.5096666667,17.49375,6.64583333333,9.29058333332,21.4071666667,9.64983333332,9.48333333333,15.2820833334,8.10533333333
351.10,7.15020833333,22.8340416667,12.5184166667,17.518,6.67541666667,9.27149999999,21.31125,9.62375000001,9.51201388889,15.2459166667,8.06141666667
351.46,7.241,22.903375,12.5140833333,17.5538333333,6.69541666667,9.31525,21.3185833333,9.68033333333,9.55719444445,15.3003333333,8.00983333333
351.83,7.36601041667,23.0259166666,12.6713333333,17.6956666667,6.78041666667,9.45875,21.4819166667,9.77458333332,9.71280555555,15.48975,8.164
352.19,7.46973958333,23.16975,12.7344166667,17.8846666667,6.78616666667,9.53391666667,21.6514166667,9.88433333335,9.83265277777,15.6830833333,8.26716666667
352.55,7.35653125,23.08475,12.61,17.7913333333,6.59733333333,9.46399999999,21.5649166667,9.79391666666,9.72929166666,15.6323333333,8.1715
352.92,7.35010416667,23.1257916667,12.585,17.7393333333,6.52833333333,9.55541666668,21.46225,9.81999999999,9.71869444445,15.6809166667,8.20966666667
353.28,7.25984375,23.13175,12.4155,17.6493333333,6.45133333333,9.52391666667,21.416,9.75616666666,9.64852777777,15.621,8.14833333333
353.65,7.32329166667,23.2389166667,12.519,17.8616666667,6.52233333334,9.55241666667,21.5389166666,9.81008333335,9.75570833332,15.7844166667,8.24983333333
354.01,7.26386458333,23.2469583334,12.50025,17.9126666667,6.47275,9.51575,21.5585833333,9.79183333332,9.69737500001,15.7356666666,8.22775
354.38,7.2754375,23.307,12.5276666666,18.006,6.5225,9.60291666667,21.6488333333,9.81791666666,9.70193055555,15.835,8.18241666667
354.74,7.3300625,23.4574166667,12.5921666667,18.0908333333,6.5605,9.59350000001,21.7608333333,9.86666666665,9.74030555554,15.8565833333,8.209
355.11,7.39608333333,23.670875,12.7495833333,18.2545833333,6.64266666667,9.63575,22.0045833333,9.96158333333,9.86031944443,16.0374166667,8.31983333333
355.47,7.2333125,23.5352083333,12.6999166667,18.1874166667,6.4885,9.46408333334,21.9398333333,9.81683333333,9.72658333332,15.9569166667,8.23116666667
355.83,7.14807291666,23.493,12.6018333333,18.1963333333,6.37508333334,9.34324999999,21.89975,9.706,9.59191666668,15.8766666667,8.09858333333
356.20,7.18257291667,23.6087083333,12.687,18.2640833334,6.40741666667,9.36125000001,21.9330833333,9.69516666668,9.59194444445,15.8933333333,8.10733333333
356.56,7.33988541667,23.8414166667,12.8185,18.4550833333,6.5,9.43966666667,22.1478333333,9.74425,9.67430555556,16.0731666667,8.18733333333
356.93,7.34254166667,23.9332083333,12.8494166667,18.5903333333,6.54533333333,9.38899999999,22.2746666666,9.74266666666,9.68638888888,16.0951666667,8.16266666667
357.29,7.378875,24.0209583333,13.0540833333,18.7646666667,6.6565,9.40416666667,22.2869166667,9.82041666667,9.73958333332,16.1875833333,8.20333333333
357.66,7.39234375,24.083875,13.0965833334,18.7881666667,6.6785,9.43616666667,22.2614166667,9.88791666667,9.76062499998,16.15575,8.20208333333
358.02,7.40625,24.299125,13.1829166667,18.8736666667,6.68491666666,9.49683333334,22.3306666666,9.93525,9.82558333332,16.263,8.21925
358.38,7.54390625,24.462625,13.2869166667,19.0451666667,6.81075,9.56416666666,22.3870833333,10.08625,9.92744444445,16.3290833333,8.31866666667
358.75,7.53602083333,24.4993333333,13.2845,19.0801666667,6.8255,9.58150000001,22.3483333333,10.0881666667,9.9564861111,16.3689166667,8.31133333333
359.11,7.47883333333,24.4662083333,13.1918333333,19.0648333333,6.73458333333,9.52916666667,22.3046666667,10.0175,9.89009722223,16.2956666667,8.23033333334
359.48,7.62248958333,24.7135833333,13.3425833333,19.2481666667,6.82258333333,9.64966666667,22.4925833333,10.1729166667,9.99731944446,16.38625,8.32408333334
359.84,7.67727083333,24.8257083333,13.3933333333,19.25525,6.875,9.68616666666,22.5385,10.2795833333,10.0966527778,16.461,8.34741666666
360.20,7.67641666667,24.85275,13.3915,19.3421666667,6.8695,9.65775,22.5735,10.3109166667,10.132,16.5098333333,8.34033333333
360.57,7.64909375,24.88025,13.4049166667,19.3554166667,6.83533333333,9.63875,22.56825,10.3186666667,10.0993888889,16.4884166667,8.35525
360.93,7.63438541667,24.961875,13.4541666666,19.4160833333,6.83758333333,9.64825000001,22.578,10.343,10.0914027778,16.5485833333,8.39616666667
361.29,7.61463541667,24.9380833333,13.4279166667,19.3938333333,6.75225,9.65050000001,22.58225,10.33075,10.0465833333,16.5355,8.3725
361.66,7.659,25.0155833333,13.4955,19.472,6.75366666666,9.65966666667,22.6816666667,10.3543333333,10.0885138889,16.6060833333,8.375
362.02,7.66366666667,24.99025,13.5021666667,19.4806666666,6.7825,9.643,22.70975,10.3803333333,10.0754444444,16.6216666667,8.40091666667
362.39,7.60145833334,24.9623333333,13.5055833333,19.43,6.74175,9.61633333334,22.7028333334,10.3340833333,10.0529305555,16.5995,8.389
362.75,7.61282291667,24.9955833333,13.5811666667,19.439,6.73641666667,9.63383333335,22.7705833333,10.3544166667,10.0955833333,16.6065,8.41358333333
363.11,7.68472916667,25.13675,13.6918333333,19.5396666667,6.79941666667,9.68816666668,22.8918333333,10.422,10.1667916667,16.7216666667,8.46041666667
363.48,7.59054166667,25.0801666667,13.605,19.483,6.76116666667,9.56316666667,22.7815,10.3145,10.0948611111,16.69425,8.35858333333
363.84,7.56521875,25.0880416667,13.6333333333,19.568,6.78033333333,9.54658333335,22.7405,10.3299166667,10.0542916667,16.7153333333,8.37658333333
364.20,7.485,25.105625,13.6000833333,19.5330833333,6.73933333333,9.45233333333,22.6893333333,10.2538333333,9.93983333332,16.6920833333,8.30475
364.57,7.49265625,25.1885,13.6608333333,19.6326666667,6.81683333334,9.45141666666,22.725,10.29275,9.98423611111,16.758,8.34
364.93,7.43963541667,25.1435833334,13.60475,19.6325,6.79575,9.39116666666,22.6918333333,10.2760833333,9.94406944444,16.7045,8.25766666667
365.29,7.44366666667,25.2237083333,13.5903333333,19.6620833333,6.84475,9.34116666667,22.73425,10.2474166667,9.95683333334,16.7656666667,8.28216666667
365.66,7.40847916666,25.23525,13.58825,19.6925833333,6.84933333333,9.305,22.726,10.242,9.92872222223,16.8106666667,8.26358333333
366.02,7.43748958333,25.2780416667,13.62725,19.8035833333,6.86941666667,9.29724999999,22.7809166667,10.26275,9.98070833334,16.8838333333,8.27891666666
366.38,7.47813541667,25.3880416667,13.6531666666,19.92275,6.89975,9.29274999999,22.8424166666,10.3234166667,10.0340694444,17.0325,8.29
366.75,7.49919791667,25.4210833334,13.61625,19.9950833333,6.89783333333,9.22558333333,22.8566666667,10.315,10.0026388889,17.04775,8.2965
367.11,7.46088541667,25.4245416667,13.6059166667,20.0254166667,6.88683333333,9.17816666667,22.82975,10.3024166667,9.94941666666,17.0170833333,8.28158333333
367.47,7.4749375,25.43275,13.6588333333,20.0776666666,6.88183333333,9.24116666667,22.8349166666,10.3788333333,9.96009722221,17.1144166667,8.336
367.84,7.6028125,25.6397083334,13.7655,20.2780833334,6.98766666667,9.36583333333,23.0136666667,10.4999166667,10.1186111111,17.2461666667,8.44316666667
368.20,7.61214583333,25.6765,13.7749166667,20.3318333333,7.00058333333,9.41600000001,23.0053333333,10.579,10.180625,17.2801666667,8.44483333333
368.56,7.58030208334,25.6890833333,13.7673333333,20.3238333333,6.983,9.46341666667,23.0199166667,10.6430833333,10.2153194444,17.3126666667,8.40316666667
368.93,7.72430208333,25.848125,13.9254166667,20.4210833333,7.09241666666,9.53983333332,23.196,10.8019166667,10.4040416667,17.475,8.54083333333
369.29,7.7879375,25.9836666667,14.0331666667,20.5425833333,7.17341666667,9.61441666666,23.3015833333,10.945,10.4995138889,17.5421666667,8.55725
369.65,7.86642708333,26.1422083333,14.125,20.6361666667,7.26575,9.71833333334,23.4183333333,11.0254166667,10.5687361111,17.6195833333,8.56766666668
370.01,7.94886458333,26.2255,14.1655,20.6831666666,7.28325,9.80425,23.4465833333,11.0724166667,10.6078194444,17.6871666667,8.59033333333
370.38,7.98119791666,26.3449583333,14.2225833333,20.76925,7.27708333333,9.84649999999,23.52975,11.112,10.6399722222,17.7049166667,8.64291666667
370.74,7.910125,26.4524166667,14.22575,20.83725,7.25616666667,9.8835,23.58225,11.1286666667,10.6305972222,17.7999166667,8.60408333333
371.10,7.76644791667,26.3642916667,14.1056666667,20.70125,7.10783333333,9.78225,23.4214166666,11.0375,10.5085694444,17.722,8.44766666667
371.46,7.74714583333,26.45975,14.0579166667,20.6789166667,7.05358333334,9.74991666666,23.406,10.9909166667,10.5020416667,17.6574166667,8.38391666666
371.83,7.68479166667,26.4414166666,14.0920833334,20.63625,6.98008333334,9.68591666667,23.4154166666,10.9461666667,10.4435416667,17.6363333333,8.3075
372.19,7.73146875,26.560375,14.2166666667,20.6955,6.9915,9.73833333333,23.53075,10.9795833333,10.5013611111,17.7295833333,8.33416666667
372.55,7.71411458334,26.5470416667,14.2076666666,20.6854166666,6.95608333333,9.67241666667,23.4999166667,10.9043333333,10.4526388889,17.7018333333,8.26108333333
372.92,7.70255208333,26.57475,14.22475,20.7313333333,6.93758333333,9.65524999999,23.4989166667,10.8505833333,10.3830277778,17.7170833333,8.19083333334
373.28,7.69371875,26.5373333333,14.2288333333,20.7169166667,6.91491666667,9.64991666667,23.4495,10.82975,10.3646111111,17.7008333333,8.197
373.64,7.64582291667,26.552875,14.1995833334,20.7400833333,6.87933333333,9.60525,23.4109166666,10.8104166667,10.3675,17.6989166667,8.21883333333
374.00,7.62317708333,26.6492083333,14.2319166666,20.80875,6.89608333333,9.55349999999,23.4274166667,10.8263333333,10.3748055556,17.6839166667,8.23716666667
374.37,7.58854166666,26.6251666667,14.2365,20.7953333333,6.86258333333,9.51966666666,23.3589166667,10.7961666667,10.3397638889,17.677,8.17591666667
374.73,7.64544791667,26.6482083333,14.3178333333,20.8381666667,6.89441666667,9.55483333333,23.3448333333,10.8335833333,10.3809583333,17.6753333333,8.19658333334
375.09,7.71608333333,26.763125,14.4099166667,21.0058333333,6.96183333333,9.63233333334,23.4975,10.9129166667,10.4931944444,17.7533333333,8.25908333334
375.45,7.80820833333,26.958875,14.55675,21.2376666667,7.05933333333,9.69708333334,23.6914166667,11.0089166667,10.5936388889,17.9509166667,8.34283333333
375.81,7.78425,27.0424583333,14.5519166666,21.2808333333,7.04558333333,9.66991666668,23.6706666667,10.9876666667,10.5574305555,17.9458333333,8.31966666667
376.18,7.75726041667,27.0239166667,14.5319166667,21.3271666667,7.03208333333,9.64966666665,23.66725,10.9811666667,10.5504444445,17.9156666667,8.32641666667
376.54,7.77996875,27.13175,14.5909166666,21.4229166667,7.05541666667,9.64708333334,23.7355,11.0148333333,10.5686111111,17.9698333333,8.37641666666
376.90,7.75807291667,27.171,14.61725,21.4266666667,7.03191666666,9.63766666667,23.6796666667,11.0358333333,10.5513888889,17.9555833333,8.39541666666
377.26,7.74511458333,27.2617083333,14.64825,21.4774166667,7.01041666666,9.62566666668,23.701,11.0166666667,10.5117916667,18.0414166667,8.37949999999
377.63,7.77530208333,27.3125,14.741,21.4925,7.0255,9.65541666665,23.74125,11.05175,10.4768472222,18.0664166667,8.39608333333
377.99,7.83920833333,27.3995,14.8135,21.58725,7.07891666667,9.74333333333,23.8409166667,11.10975,10.5335277778,18.1330833334,8.43916666667
