wavelength,Back_SpoSimf,Belly_SpoSimf,Breast_SpoSimf,Crissum_SpoSimf,Crown_SpoSimf,DorTail_SpoSimf,Patch10_SpoSimf,Patch11_SpoSimf,Rump_SpoSimf,Throat_SpoSimf,WingTip_SpoSimf
194.37,15.1230104167,45.4165833334,57.3485833334,48.106,41.1365,54.01525,32.8788333334,38.7878333333,50.3283611111,62.8786666666,35.8335
194.75,4.84011458334,45.37025,56.5655833333,46.1279166667,34.4276666667,45.3704166667,24.3265,32.9123333333,44.2198611111,58.7540833333,24.8318333333
195.13,-6.70184375,40.4116666667,54.6184166666,40.36125,26.8073333334,34.6385833333,12.6505,29.8193333333,39.3072361111,55.5220000001,12.249
195.51,-20.8474375,32.6577916667,59.4594166667,37.5,16.77925,26.464,4.27925,26.57675,30.7807916667,51.23875,3.15324999997
195.89,-22.8794375,26.9345833333,57.34125,32.2421666667,14.1863333333,21.9245,2.77775000001,21.4284166667,26.7194444444,46.6269166668,1.28958333333
196.27,-9.4513125,37.7032083333,70.3252500001,43.9025,21.6463333333,27.8456666667,11.0773333333,30.9958333333,36.0941388889,58.0284999999,8.43508333334
196.65,-33.4548854167,33.8887916667,72.3611666667,41.2501666667,16.9444166667,12.4999166667,-4.30558333334,23.8889166666,28.9815138889,55.2776666666,-10.27775
197.03,-59.09075,13.4847916667,53.0303333333,13.6363333333,-1.21216666667,-12.12125,-29.2425,15.3030833333,11.5907916667,35.3030000001,-32.7273333334
197.40,-59.0451145833,9.51404166667,49.4444999999,4.02783333331,0.555583333342,-13.1944166667,-29.3055,18.1945,8.6806388889,35.5555833334,-23.611
197.78,-54.6727395833,6.19041666668,38.3333333334,2.26199999999,0.595333333333,-17.14275,-26.6666666667,11.4285833333,3.78972222222,25.9522499999,-26.7856666667
198.16,-102.122708333,-23.8207916667,11.6351666667,-27.2011666667,-24.2138333334,-54.4024166666,-74.2137500001,-12.1068333333,-25.9695416668,3.77366666657,-75.4718333333
198.54,-144.736791667,-44.8465833333,8.99125000008,-37.7193333333,-46.4911666667,-90.3509166665,-105.921,-21.7105,-42.6534722223,2.63166666675,-111.403333333
198.92,-197.772979167,-76.5802916667,-2.01133333332,-49.4253333333,-65.8045833332,-114.655083333,-132.758666667,-23.27575,-51.3409722223,-2.29883333317,-143.1035
199.30,-186.62109375,-62.109375,-4.68749999983,-33.0729166667,-51.0416666666,-85.9375,-118.75,-23.4375,-45.3993055555,-5.98958333343,-119.270833334
199.68,-177.42040625,-59.8037916667,-8.57858333325,-31.61775,-43.1373333333,-79.902,-116.1765,-19.1175833333,-39.3381805556,-5.63724999993,-115.196
200.06,-169.6876875,-47.4999999999,15.8331666667,-14.7221666667,-31.3888333334,-63.8888333334,-114.444416667,9.99999999997,-21.4814444443,6.38899999992,-109.166583333
200.44,-294.479166666,-123.958333333,-10.8333333335,-71.2500000001,-103.75,-112.916666667,-205.416666667,-12.9166666666,-66.8749999999,-29.1666666667,-195.833333333
200.82,-237.01909375,-119.070625,-23.718,-56.41025,-107.37175,-104.487166667,-154.487083333,-19.5512499999,-54.861,-18.9102499999,-144.871666667
201.19,-307.565760416,-140.131666666,-6.57883333325,-52.6315833334,-143.421,-135.087666667,-204.824666667,-31.1403333334,-67.9093611111,4.38600000007,-181.140583333
201.57,-328.860291667,-119.362666667,17.6470833333,-22.0589166668,-137.745,-136.764833333,-227.450833333,-19.6078333333,-71.8954027777,18.6275000001,-187.745166667
201.95,-662.708333333,-290.0,-18.3333333333,-83.3333333334,-315.0,-325.833333333,-469.166666667,-72.4999999998,-196.111111111,-9.99999999975,-368.333333333
202.33,-527.60403125,-236.805541667,20.8335000001,-41.6665833334,-285.416583333,-297.22225,-360.416583333,-72.22225,-165.509319444,-2.08341666675,-242.361083333
202.71,9.31319667262e+15,4.67525671544e+15,5.65082339607e+14,1.99378108503e+15,5.48023250111e+15,6.06663870259e+15,6.83429772998e+15,2.42025832247e+15,3.78853945926e+15,1.19413626484e+15,5.10706491835e+15
203.09,-1448.54166666,-761.666666667,-25.0,-281.666666667,-888.333333332,-979.999999999,-1175.0,-450.0,-638.611111111,-186.666666667,-830.000000001
203.47,-533.24646875,-244.097166667,68.0556666665,-52.0832500001,-320.138916667,-331.250166666,-434.02775,-111.8055,-200.463013889,11.1110833335,-286.805583334
203.85,1699.73958334,778.125000001,-83.3333333333,260.416666667,1070.83333333,1187.5,1393.75,493.75,739.236111111,8.33333333325,927.083333332
204.22,593.269208333,273.077,27.5641666666,143.589916667,358.333416667,426.923166667,476.282166667,216.02575,275.534305556,36.5385,325.641083333
204.60,2248.26401042,844.444458333,-141.666666667,216.66675,1030.5555,1455.55541667,1780.55558333,694.444500001,893.05551389,-113.888916666,1113.88883333
204.98,453.515625,190.625,-4.68749999998,68.7500000001,219.270833334,294.270833333,384.375,154.166666667,204.861111111,21.8750000001,263.541666667
205.36,596.96171875,252.777791667,-17.3609166667,63.1944166668,289.58325,379.16675,492.36125,179.861,262.152638889,37.5,356.9445
205.74,334.239052083,171.920375,36.5941666667,58.33325,180.797,211.23175,279.71,124.637666667,160.265777778,44.5652500002,219.202833333
206.12,266.331854167,143.601208333,16.6665833333,52.6785833333,155.357333333,165.178583333,218.750083333,122.3215,125.347291667,30.0595,183.9285
206.50,320.166666667,163.5,35.0,75.6666666666,171.666666667,178.333333333,256.666666667,153.333333333,153.666666667,38.9999999999,240.0
206.87,8005.20833333,3733.33333333,566.666666666,1633.33333333,3641.66666667,3783.33333333,5983.33333334,3558.33333334,3569.44444444,691.666666667,5533.33333333
207.25,575.763833333,273.333166667,79.4444166666,172.77775,263.889,291.111,408.888833334,261.66675,278.425958333,72.2221666667,412.22225
207.63,489.364125,257.455958333,82.0174166666,180.70175,239.473666667,274.122916667,343.859583333,249.561416667,247.076,102.192916666,363.157833333
208.01,980.208343751,459.722125,114.814833334,327.777916667,416.66675,486.111166667,674.073916667,457.4075,464.197541667,181.481416667,706.481583334
208.39,-1411.631875,-650.694375001,-138.888916667,-413.888916666,-591.6665,-697.22225,-986.111083335,-626.388749999,-717.824166666,-288.889083332,-1044.4445
208.77,-4576.04166667,-2131.25,-716.666666666,-1812.5,-2162.5,-2470.83333334,-3325.0,-2283.33333334,-2659.72222222,-1200.0,-3495.83333333
209.14,-665.064010417,-283.974291667,-79.48725,-258.333166667,-289.743583333,-343.58975,-455.12825,-326.92325,-382.478694444,-165.384583333,-489.102583334
209.52,-579.985125,-232.440541667,-55.9523333333,-232.14275,-214.881083333,-291.071333333,-382.738083333,-305.952416666,-328.869097222,-152.976,-430.357083333
209.90,-389.1368125,-165.0795,-29.3649999999,-179.762,-147.22225,-213.095166667,-239.6825,-215.476,-224.801583333,-115.476333333,-297.222166667
210.28,-437.916666667,-203.125,-89.1666666667,-227.083333333,-176.666666667,-243.333333334,-289.583333334,-239.166666667,-270.972222222,-180.416666667,-341.666666667
210.66,-288.467197917,-133.482166667,-47.0238333333,-142.262,-109.226166667,-159.821333333,-185.416666667,-140.77375,-180.357180556,-119.04775,-214.880833333
211.03,-235.349395833,-110.61825,-23.3871666667,-107.527,-98.3871666667,-125.806416667,-149.99975,-108.064583333,-148.162958334,-106.98925,-172.580583333
211.41,-199.690322917,-95.8332916666,-13.9639166667,-100.450416667,-88.2882499999,-104.729666667,-128.378333333,-97.5225000001,-127.477527778,-99.0989999997,-141.892
211.79,-304.487333334,-154.006333334,-42.6284166666,-164.74375,-140.064,-171.153833333,-202.564083333,-170.512833333,-214.26275,-160.8975,-216.346083333
212.17,-604.097197917,-392.777791667,-183.888916667,-379.999916666,-354.444333333,-414.444416667,-460.555666666,-405.5555,-487.77775,-388.888833333,-500.555583333
212.55,-1565.79866666,-1072.91670833,-518.0555,-1066.66666667,-975.000083333,-1102.77775,-1184.72216667,-1109.72225,-1229.62951389,-1030.55541666,-1330.55566666
212.92,-1257.68229167,-928.645833332,-461.458333333,-873.958333332,-816.666666666,-914.583333333,-925.000000001,-897.916666665,-980.034722223,-846.875,-1085.41666666
213.30,-697.47025,-485.714375,-238.095166667,-490.476166667,-461.3095,-507.738166666,-513.095083333,-516.666666666,-543.452347222,-462.499916667,-622.619083333
213.68,-1741.49311458,-1247.22216667,-673.610916666,-1212.5,-1218.05558333,-1291.66666667,-1290.27783333,-1305.55566667,-1338.19459722,-1195.83333333,-1529.16658334
214.06,-3449.65276042,-2381.94445833,-1283.33308334,-2252.77783334,-2433.33316667,-2516.66666667,-2611.11108333,-2575.0,-2643.05556944,-2338.88908334,-2991.66666667
214.44,-925.000000001,-627.916666667,-269.166666667,-587.5,-676.666666666,-696.666666666,-706.666666667,-722.5,-709.583333333,-586.666666667,-808.333333333
214.81,2371.61458333,1542.70833334,800.000000001,1622.91666667,1806.25,1831.25,1900.0,1887.5,1895.83333334,1556.25,2106.25
215.19,614.460760417,408.823625,266.666666666,436.764583333,492.15675,503.921583333,517.156833333,508.33325,511.683069445,384.313916667,569.607833334
215.57,481.7956875,330.952583333,238.09525,338.888833333,415.07925,413.095333333,418.650833333,410.317583334,419.312208333,306.349416667,466.66675
215.95,402.163520833,286.698708333,212.5,302.8845,374.358916667,362.820583333,368.26925,350.000083334,363.194541667,275.3205,402.564166667
216.32,367.299052083,252.083166667,174.404583333,283.928666667,345.535833334,325.59525,316.96425,311.90475,318.650902778,248.214416667,353.571416666
216.70,252.489875,178.048791667,126.016166666,198.98375,245.32525,222.76425,222.561,210.975666666,222.696625,167.276416667,244.91875
217.08,192.948708334,128.92625,94.5514166666,149.19875,185.096166667,167.467916667,165.064166667,156.41025,168.402861111,124.198833333,180.448666667
217.46,143.887947916,102.879958333,72.4264166667,110.049083333,138.725333333,122.05875,122.548833333,119.362666667,127.675569444,95.2207500001,130.024416667
217.83,141.28515625,103.697125,68.5446666667,108.098583333,138.732416667,115.140666667,118.54475,115.845,126.760541667,93.5445833334,127.347416667
218.21,149.456552084,107.004708333,71.98075,116.425166667,144.4445,121.497416667,123.671333333,118.236666667,135.346069444,101.449416667,138.0435
218.59,139.567552083,94.6969583333,60.606,103.914083334,126.1365,106.439416667,111.363583334,101.01,126.515055555,90.4040833333,128.03025
218.97,194.161802083,132.945875,66.473,138.566,172.4805,148.643416667,145.348916667,130.4265,178.520708333,121.124083333,175.581333333
219.34,204.427083333,130.833333333,52.2916666667,143.958333333,169.375,150.833333333,144.166666666,124.375,188.194444444,133.75,172.916666667
219.72,266.307458333,160.344791667,54.3103333334,175.862083333,197.126416667,190.804666667,180.45975,155.747,230.076597222,166.953916667,220.115
220.10,316.85603125,184.280416667,39.0150833333,190.909083333,222.727333333,218.560666666,198.863666667,162.121333333,256.692,181.439416666,259.848333333
220.47,487.66028125,269.230666667,41.0256666667,228.205166666,333.333416667,317.948666667,305.128166667,232.69225,381.730791667,275.640833333,397.436
220.85,-5345.83333334,-2554.16666666,391.666666667,-1850.0,-3333.33333333,-3083.33333333,-2808.33333333,-2333.33333333,-4019.44444445,-2966.66666666,-4058.33333333
221.23,-360.416802083,-139.930708333,135.416833333,-88.8886666666,-243.750083333,-209.722166667,-195.138916667,-156.25,-268.287069444,-196.527833333,-277.777666667
221.61,-267.997520833,-103.935166667,66.2038333334,-80.0924166668,-193.9815,-175.926,-156.481416667,-117.129583333,-197.916680555,-164.351833333,-218.9815
221.98,-161.498270833,-63.3012916667,50.3205,-44.23075,-124.359,-121.794833333,-108.012833333,-67.6281666666,-131.089819444,-107.05125,-144.871833334
222.36,-116.731770833,-57.03125,38.5416666667,-26.8229166666,-96.3541666666,-90.6249999999,-83.8541666666,-47.6562500001,-98.2204861111,-78.90625,-105.46875
222.74,-155.20825,-74.5191666667,47.1153333333,-47.1155,-125.0,-111.538416667,-93.9103333332,-56.41025,-114.369694444,-100.3205,-128.84625
223.11,-410.22728125,-226.136416667,31.8181666667,-170.4545,-335.606083334,-276.515083333,-256.818166667,-198.48475,-280.302930555,-296.969833333,-353.030333333
223.49,-670.48615625,-393.055666667,-51.3889166668,-279.166583334,-595.833250001,-472.222166667,-387.499916667,-375.000083333,-406.018444445,-493.0555,-633.333333334
223.87,499.088541667,291.666666667,86.4583333334,217.708333333,510.416666667,363.541666667,326.041666666,273.958333333,329.861111111,405.208333333,498.958333333
224.24,273.71784375,122.756416667,68.5899166668,107.05125,280.128166667,165.384583333,177.564166667,139.743666667,177.564069445,230.12825,263.461416666
224.62,347.91671875,149.621166667,75.7575000001,196.212083333,319.696916667,202.272666667,222.72725,167.42425,235.479916667,264.393916667,322.727416667
225.00,340.705083333,180.44875,107.05125,230.12825,305.769166666,248.076916667,260.256416667,195.512833333,253.525555556,254.487083333,346.794833333
225.38,261.174114583,164.772708333,154.92425,190.1515,234.090916667,193.560666667,211.742416667,174.242416667,195.012736111,206.81825,268.181833333
225.75,330.975864583,210.307125,188.15775,238.158,282.89475,235.526416667,247.368416667,217.54375,242.763027778,234.64925,321.491333333
226.13,485.97746875,281.730833333,257.692333333,332.692333333,376.923,318.58975,324.358916667,291.66675,325.427347222,292.307666666,450.0
226.51,410.342270834,196.428666667,177.381,262.5,320.833333334,236.309583333,241.071333333,241.666666667,246.329291667,202.976166667,357.14275
226.88,450.372020833,242.55975,249.40475,299.404583333,400.0,292.857083333,287.5,319.047583333,309.325402778,236.3095,385.119166667
227.26,934.548552083,456.249958333,468.055416667,609.722083333,894.444333334,620.833166667,611.111083333,716.666583333,701.620388889,422.22225,801.388833332
227.64,-448.784666667,-189.930541667,-188.1945,-299.305666667,-425.0,-268.750083334,-312.500083334,-368.749916666,-366.088083333,-210.416833333,-391.666666667
228.01,-99.0469583333,-31.5602916667,-27.8369166667,-61.1701666667,-87.5885833332,-47.87225,-56.5602499999,-83.156,-80.1121805556,-38.1205,-78.1914166666
228.39,-73.1306666667,-31.8492916667,-27.73975,-49.7715833333,-64.3835833333,-40.18275,-43.4930833333,-63.81275,-65.3729583333,-32.0775833333,-59.01825
228.76,-43.5566979167,-13.9175,-16.495,-29.4673333333,-40.2061666666,-16.4089166667,-22.1649166667,-39.8625833333,-42.3396388889,-14.4330833333,-33.4193333333
229.14,-25.5410520833,-0.516666666667,-7.68725,-12.726,-23.7080833333,-2.5195,-7.36441666667,-21.5761666667,-25.5812222222,-4.32825,-12.6615
229.52,-17.7489479167,5.05954166667,-2.81391666667,-5.46533333333,-16.2879166667,2.27275,-0.865666666676,-13.6363333333,-20.1930138889,0.649416666668,-4.81600000001
229.89,-6.72984374999,12.1488333333,3.46433333332,2.94933333333,-5.61800000001,9.92508333335,5.52441666667,-3.97941666668,-10.2294166667,6.78849999998,3.08991666667
230.27,-2.68707291667,12.9915833333,4.95708333334,4.61541666667,-3.97425,10.5554166667,5.17091666667,-0.769333333336,-7.71365277777,7.6925,6.19658333335
230.65,-0.489447916665,11.279,3.64358333335,3.75974999999,-1.82175,10.3875833333,4.49608333333,1.39533333333,-6.76356944443,6.16275,6.70533333335
231.02,-0.205635416665,10.4079166667,3.96991666666,4.32758333333,-0.42925,10.193,2.89691666667,1.78808333333,-5.04290277777,4.36341666666,5.4005
231.40,-0.662927083335,9.10829166667,3.03025000001,5.06208333334,-0.723083333335,10.1928333333,2.30716666667,0.998750000002,-3.64433333333,4.06333333334,4.20108333334
231.78,0.44471875,8.418,3.48925000001,5.35241666667,-0.643666666667,10.6031666667,3.82791666666,3.25208333333,-2.23006944445,5.11533333332,5.28449999999
232.15,-0.795145833332,8.02720833333,1.93883333334,3.57141666667,-2.04066666666,9.25191666666,2.34691666667,3.29933333333,-2.47733333333,5.54416666668,3.87766666668
232.53,2.53579166667,10.9459166667,6.14758333332,6.69399999999,0.785499999992,12.0218333333,5.22541666667,6.79649999998,1.44022222222,7.27458333332,6.65975000001
232.90,6.34717708334,14.786125,10.0193333333,10.9924166667,4.47483333334,14.5590833333,8.62516666668,11.8029166667,7.00390277778,11.2840833333,11.41375
233.28,6.27916666666,15.0833333333,11.2666666666,9.76666666668,4.56666666667,15.1666666667,8.89999999999,13.2,7.85,11.1666666667,11.8666666667
233.66,8.74025000001,15.722625,12.6300833333,10.3840833334,6.41275000001,17.448,10.3515833333,14.5183333334,10.4872777778,12.9556666667,13.021
234.03,7.61434374999,14.75475,11.1765,8.95425,5.26133333333,15.9803333333,9.05233333333,14.4771666667,10.0980277778,12.0915,12.3529166667
234.41,7.98481250001,17.2792916666,11.97925,10.723,7.69,17.3406666667,11.826,15.2269166667,11.6473888889,13.0821666667,13.8785
234.78,7.63378125001,18.5789166667,12.9043333333,10.7898333333,7.46275000001,17.2265,12.62425,14.5521666667,11.676125,14.4591666667,12.9975
235.16,6.46464583334,17.05675,11.3609166667,8.39583333333,5.39958333333,16.3859166666,12.0475833334,13.4520833333,9.80008333335,12.1723333333,11.0175
235.54,5.94051041667,14.8852916666,10.0543333333,7.94099999998,5.46491666666,14.5834166667,12.8321666667,13.8286666667,9.16865277777,10.6885833333,11.8659166667
235.91,6.45129166666,14.7255,11.2058333333,7.79674999999,5.80808333332,14.5203333333,12.1211666666,14.7726666667,9.22761111112,11.61625,12.5315
236.29,6.59733333333,12.2474583333,9.6275,7.38633333334,4.04033333332,14.2045833333,11.9003333333,14.1415,8.12288888889,9.94316666666,11.20575
236.66,4.6040625,10.2460416667,6.25725000001,6.73199999999,2.58008333333,12.0699166667,11.15075,11.1506666667,7.17677777777,9.40091666667,8.27399999999
237.04,-2.81529166666,2.57383333333,-3.12099999998,0.611333333333,-4.76191666667,4.24708333333,4.95516666667,2.31666666667,-1.41559722222,1.73741666667,-0.0966666666643
237.41,-6.5391875,-0.901249999998,-7.14274999999,0.306166666668,-7.38099999999,1.59866666667,3.02716666666,-1.12241666667,-4.37081944444,-1.08833333333,-3.40133333333
237.79,-10.4643229167,-4.87841666666,-8.50708333334,-2.63891666666,-10.382,-1.00683333333,0.381916666658,-2.77775,-7.89922222223,-5.13891666667,-6.007
238.17,-8.8540625,-4.38158333333,-7.17575,-2.38091666667,-10.51575,0.264666666668,0.595166666657,-2.67841666667,-7.59472222222,-4.76191666666,-5.02649999999
238.54,-7.79187499999,-5.90291666666,-8.30025000001,-2.44700000001,-11.9378333333,0.56225,0.628333333335,-3.47225,-7.57830555556,-5.22483333333,-5.32416666667
238.92,-9.91908333333,-8.50308333333,-11.9751666667,-3.673,-13.9815833334,-2.09883333333,-1.17275,-5.21591666666,-9.09976388889,-7.34575,-6.38900000001
239.29,-9.06871875,-6.74275,-10.6136666667,-2.81525,-11.5146666667,-2.13975,-0.365916666668,-3.491,-8.21597222223,-5.26458333333,-4.3075
239.67,-8.92584374999,-5.27529166667,-8.66474999999,-4.28133333332,-10.2191666667,-0.382083333334,-0.509666666665,-3.13466666667,-6.71087499999,-3.79725,-3.77166666667
240.04,-9.02063541667,-5.21654166667,-9.04758333333,-5.02158333334,-8.85275000001,-0.865833333332,-0.476166666666,-3.91783333332,-6.7352638889,-4.65366666667,-3.87441666667
240.42,-7.03927083334,-3.42066666667,-6.67749999999,-4.02108333334,-6.16816666666,-0.363999999998,0.309499999998,-3.12966666667,-5.28574999999,-2.89308333333,-1.83775
240.79,-4.16273958334,-1.10720833333,-3.27341666666,-1.92933333333,-3.77925,2.41933333333,2.34033333333,-0.268749999998,-3.0307638889,-0.711749999999,1.42308333333
241.17,-0.882416666669,2.047125,1.31258333333,1.27308333333,-0.590666666665,5.748,5.62991666667,2.76908333333,0.472319444443,2.25708333333,4.64575
241.54,1.268375,3.3545,3.38225,2.31416666666,0.867916666667,7.09833333333,6.84233333333,4.32783333333,2.14540277778,3.79408333333,5.69633333333
241.92,2.84202083333,4.730375,4.71558333334,4.13725,2.57841666667,8.12741666667,7.89216666667,5.55883333333,3.40675,5.34325,7.19616666667
242.29,2.11847916667,4.32079166667,3.80841666666,3.4185,2.35766666667,7.41741666667,7.53541666667,4.84233333333,2.98943055556,4.82391666667,6.89141666667
242.67,2.37247916667,4.579,4.677,3.41833333333,2.89108333333,7.57658333333,7.55958333333,4.82141666667,3.11947222222,5.19558333333,7.30441666667
243.05,3.27502083333,5.39975,5.3915,3.81191666667,3.67508333333,8.13983333333,8.0835,5.67375,3.94244444444,5.577,7.97066666666
243.42,3.70923958333,5.88370833333,5.47291666667,4.0775,3.87608333333,8.69766666667,8.44958333333,5.876,4.36686111111,5.89916666667,8.28666666668
243.80,4.56311458333,6.45916666667,6.08258333333,4.90416666666,4.258,9.10125000001,8.88075000001,6.45533333334,4.82941666667,6.03708333333,9.06333333332
244.17,5.0435625,7.02691666667,6.80125,5.6245,4.55158333333,9.88008333334,9.35458333334,6.89758333333,5.48038888889,6.59433333333,9.5395
244.55,5.15708333333,7.395125,6.92616666667,6.31766666667,4.72741666667,10.2900833333,9.90908333334,7.35116666667,5.82188888889,6.66958333333,9.92366666667
244.92,3.73976041666,6.33841666667,5.7115,4.854,3.387,9.01358333334,8.50333333333,5.88866666667,4.524625,5.64783333333,8.69474999999
245.30,3.66932291667,6.06004166667,5.095,4.42775,3.34366666666,8.829,8.15500000001,5.53133333333,4.35411111111,5.5115,8.41258333334
245.67,3.20209375,5.65358333333,4.12116666667,4.06641666667,2.96791666667,8.2605,7.31966666667,4.70975,3.77706944444,4.995,8.18750000001
