wavelength,Back_RamFlaf,Belly_RamFlaf,Breast_RamFlaf,Crissum_RamFlaf,Crown_RamFlaf,DorTail_RamFlaf,Rump_RamFlaf,Throat_RamFlaf,WingTip_RamFlaf
318.12,-0.281666666667,6.1752,3.54573333333,3.5472,-1.7864,0.0080666666672,3.86693333333,2.6708,-0.640866666667
318.49,0.0474000000013,6.62233333333,3.88593333333,3.88406666667,-1.4632,0.347266666667,4.26313333333,2.97906666667,-0.345599999999
318.85,0.0857333333326,6.72693333333,4.08433333333,4.01453333333,-1.35453333333,0.461599999999,4.419,3.0248,-0.1934
319.22,0.352266666666,7.05386666667,4.29253333333,4.29093333333,-1.18386666667,0.724933333333,4.6448,3.33026666667,0.0208666666666
319.59,0.240400000001,7.05606666667,4.24366666667,4.2724,-1.26933333333,0.692333333334,4.60573333333,3.3398,-0.0831333333328
319.96,0.2654,7.1072,4.28526666667,4.4196,-1.26273333333,0.743133333334,4.724,3.4272,-0.0744666666668
320.32,0.351133333334,7.1084,4.3316,4.56313333333,-1.23626666667,0.864199999999,4.75886666667,3.4174,-0.0274666666667
320.69,0.335933333333,7.08846666667,4.35093333333,4.51473333333,-1.32253333333,0.845533333333,4.70293333333,3.37706666667,-0.0746000000002
321.06,0.316733333334,7.05613333333,4.38146666666,4.48646666667,-1.322,0.864733333334,4.73373333333,3.28086666667,-0.137199999999
321.43,0.3726,7.23486666667,4.51773333333,4.67333333333,-1.22133333334,1.0302,4.8388,3.4618,-0.00813333333346
321.80,0.384333333334,7.30406666667,4.44446666667,4.7086,-1.24326666666,1.05326666667,4.87313333333,3.456,0.0206666666668
322.16,0.446000000001,7.4708,4.5874,4.82913333333,-1.12773333333,1.13253333333,5.01466666667,3.58546666667,0.219733333333
322.53,0.411000000001,7.38366666667,4.49133333333,4.75406666667,-1.168,1.06446666667,4.95173333333,3.60766666667,0.205466666667
322.90,0.347000000001,7.2972,4.41413333333,4.6612,-1.24313333334,0.974733333333,4.8416,3.6062,0.0728666666667
323.27,0.494933333334,7.41486666667,4.57793333334,4.86073333333,-1.07233333333,1.1444,5.00226666667,3.76333333333,0.235666666667
323.63,0.787266666668,7.67533333333,4.85926666667,5.11353333333,-0.804266666667,1.41873333333,5.27206666667,4.02333333333,0.544266666667
324.00,1.04733333333,7.97126666667,5.16586666667,5.40926666667,-0.541199999999,1.67606666667,5.5456,4.3174,0.854066666667
324.37,1.1028,8.1564,5.3262,5.49333333333,-0.417,1.7058,5.67666666667,4.4788,0.931600000001
324.74,1.51273333333,8.6406,5.829,5.95053333334,0.00386666666613,2.09946666667,6.11853333333,4.89633333333,1.31586666667
325.10,1.58706666667,8.86606666667,6.01680000001,6.1552,0.091933333334,2.16313333333,6.2874,5.07053333333,1.44333333333
325.47,1.70286666667,8.94553333334,6.12233333333,6.30586666667,0.216400000001,2.2028,6.44386666667,5.20193333333,1.47113333333
325.84,1.61213333333,8.88386666667,6.04906666667,6.28106666667,0.164733333333,2.07873333333,6.29253333333,5.17806666667,1.3936
326.21,1.54273333333,8.86680000001,6.02033333333,6.27673333333,0.139799999999,2.03333333333,6.18226666667,5.16306666667,1.33926666667
326.57,1.5792,8.96346666666,6.11286666667,6.3794,0.167466666667,2.06453333333,6.24006666667,5.2366,1.36413333333
326.94,1.70753333334,9.13833333333,6.26153333333,6.508,0.269733333333,2.1944,6.3836,5.41446666667,1.44146666667
327.31,1.79306666667,9.28053333333,6.39219999999,6.64093333333,0.353866666667,2.2646,6.45593333333,5.5508,1.4844
327.67,1.7806,9.32019999999,6.4474,6.6532,0.364466666667,2.2066,6.38466666667,5.55706666667,1.4406
328.04,1.82773333333,9.3016,6.42226666666,6.5852,0.365333333334,2.20786666667,6.3186,5.53626666667,1.43026666667
328.41,1.84726666667,9.31926666667,6.39660000001,6.54846666667,0.336000000001,2.21933333333,6.29073333333,5.56393333333,1.42646666667
328.78,1.55333333333,9.00033333334,6.06353333333,6.20793333333,0.0188666666665,1.9102,5.9906,5.36226666667,1.12973333333
329.14,1.63333333333,9.05126666667,6.08546666667,6.239,0.0685333333327,1.99373333333,5.9954,5.48646666667,1.12433333333
329.51,1.656,9.10913333334,6.04880000001,6.226,0.0359999999993,1.95026666667,5.8984,5.4782,1.15106666667
329.88,1.59853333333,9.12999999999,6.02533333334,6.13033333333,-0.0519333333328,1.86726666667,5.89793333333,5.36686666667,1.05706666667
330.24,1.6474,9.2242,6.07786666666,6.1486,-0.0105333333327,1.823,5.94,5.35913333333,1.0638
330.61,1.61666666667,9.15846666666,6.07873333334,6.08773333333,-0.0351999999999,1.77593333333,5.86613333333,5.25066666667,0.994933333333
330.98,1.6578,9.21006666666,6.12060000001,6.1582,-0.0248666666667,1.73846666667,5.8656,5.25846666667,1.02453333333
331.34,1.51033333333,9.10766666667,6.04846666667,5.99993333333,-0.0862,1.60286666667,5.76653333333,5.19246666667,0.869066666667
331.71,1.62793333333,9.25439999999,6.1594,6.14433333333,0.0279999999999,1.74346666667,5.916,5.34046666667,1.00026666667
332.08,1.6676,9.37526666667,6.22820000001,6.25953333333,0.0814,1.7654,5.99273333333,5.41633333334,1.04993333333
332.44,1.70693333333,9.41533333334,6.25520000001,6.35646666667,0.165599999999,1.8168,6.01393333333,5.3986,1.1494
332.81,1.89086666667,9.65033333333,6.38173333334,6.61293333333,0.327666666667,1.9956,6.14766666667,5.5312,1.33653333333
333.18,2.0466,9.83626666667,6.56033333334,6.81846666667,0.4994,2.1328,6.24853333333,5.6272,1.57586666667
333.54,2.07613333333,9.86180000001,6.71233333333,6.88533333333,0.559666666667,2.21133333333,6.2964,5.66393333333,1.6094
333.91,2.26733333333,10.0456666667,6.9616,7.14206666667,0.793466666667,2.44553333333,6.45386666667,5.9298,1.85313333333
334.28,2.3426,10.1263333333,7.01859999999,7.24746666667,0.8746,2.54413333333,6.49586666667,5.9992,1.9304
334.64,2.35633333333,10.2102666667,7.00260000001,7.2282,0.884000000001,2.5716,6.45806666667,6.02746666667,1.96633333333
335.01,2.31826666666,10.2952666667,7.02053333334,7.21293333333,0.872133333333,2.5796,6.3252,5.9758,1.95226666667
335.38,2.41433333333,10.4411333333,7.08853333333,7.26126666667,0.927266666667,2.6554,6.33746666667,5.97506666667,2.04506666667
335.74,2.36873333333,10.3761333333,7.02666666667,7.16053333333,0.891866666667,2.59146666667,6.2512,5.9054,1.97713333333
336.11,2.25093333334,10.2525333333,6.92673333333,7.0622,0.790000000001,2.49806666667,6.10233333334,5.79706666667,1.9016
336.47,2.18246666667,10.2043333333,6.88599999999,6.985,0.731466666667,2.40913333333,5.97046666667,5.75966666667,1.7854
336.84,2.2106,10.1856666667,6.92333333333,6.93906666667,0.790866666667,2.44,5.9578,5.8,1.84266666667
337.21,1.8974,9.88233333335,6.57299999999,6.5942,0.453133333333,2.13386666667,5.66273333333,5.5292,1.4918
337.57,1.7414,9.73766666667,6.39646666667,6.3974,0.270066666667,1.9884,5.46366666667,5.33593333333,1.31713333333
337.94,1.71566666667,9.6822,6.33426666666,6.26553333333,0.1978,1.92493333333,5.38953333333,5.2208,1.23546666667
338.31,1.69286666667,9.58873333333,6.27133333334,6.1688,0.125533333334,1.87026666667,5.2466,5.1648,1.13073333333
338.67,1.662,9.56640000001,6.23413333334,6.16586666667,0.105599999999,1.84826666666,5.22826666667,5.13193333333,1.096
339.04,1.54793333333,9.40166666667,6.11333333334,6.05026666667,0.0185333333339,1.7324,5.14346666667,5.01666666666,1.0388
339.40,1.5612,9.36213333334,6.08006666667,6.0556,0.00713333333346,1.74253333333,5.1166,4.98573333333,1.0482
339.77,1.46086666667,9.24059999999,5.93273333334,5.93673333334,-0.132466666666,1.6248,4.9144,4.8432,0.937933333335
340.14,1.52066666667,9.29453333334,6.024,5.9634,-0.101133333333,1.71073333333,4.90146666667,4.87406666667,0.951800000001
340.50,1.60893333333,9.40453333334,6.11733333333,6.06606666667,0.00399999999926,1.8284,4.98646666667,4.9794,1.11366666667
340.87,1.59186666667,9.39720000001,6.12020000001,6.0496,0.0217999999992,1.78286666667,4.94253333333,4.91753333333,1.04926666667
341.23,1.9268,9.71706666668,6.47566666666,6.33473333333,0.376,2.0814,5.17513333333,5.19766666667,1.3716
341.60,1.98533333333,9.76506666667,6.47246666667,6.3922,0.450066666667,2.09646666667,5.195,5.27213333333,1.42286666667
341.96,1.81086666667,9.64006666667,6.27133333333,6.2512,0.259666666667,1.91046666667,4.9498,5.16693333333,1.27393333333
342.33,1.80486666667,9.65473333334,6.24553333333,6.18533333333,0.268266666666,1.89,4.92493333333,5.1378,1.32073333333
342.70,1.77166666667,9.67893333334,6.25546666666,6.1594,0.218733333333,1.814,4.79693333333,5.11753333333,1.25866666667
343.06,1.79173333333,9.71733333333,6.25673333334,6.12666666667,0.222133333334,1.84553333333,4.76626666667,5.12306666667,1.20533333333
343.43,1.81806666667,9.77286666667,6.31133333334,6.17033333333,0.316933333333,1.9154,4.73293333333,5.19733333333,1.2734
343.79,1.84513333333,9.80366666669,6.3402,6.20273333333,0.353666666667,1.99273333333,4.73913333333,5.25013333333,1.32966666667
344.16,1.81013333333,9.74613333334,6.2118,6.14633333333,0.330999999999,1.9008,4.71206666667,5.2028,1.34273333333
344.52,1.95826666667,9.86719999998,6.32946666667,6.233,0.443466666667,2.02833333333,4.8332,5.3244,1.38833333333
344.89,2.14146666667,10.0402666667,6.50486666666,6.4462,0.595466666667,2.2254,4.97553333333,5.50186666667,1.60013333333
345.25,2.12893333333,10.016,6.49013333333,6.43126666667,0.583333333333,2.24753333333,4.96526666667,5.48013333333,1.61253333333
345.62,2.299,10.2037333333,6.67266666667,6.56693333333,0.754933333334,2.44953333333,5.1122,5.61426666667,1.8382
345.99,2.4956,10.3218666667,6.8662,6.73233333333,0.950666666666,2.66793333333,5.27006666667,5.72453333333,2.04793333334
346.35,2.60693333333,10.4484,7.03233333333,6.9012,1.05146666667,2.8182,5.31933333333,5.83633333333,2.18893333334
346.72,2.72233333334,10.4456,7.06913333333,6.9642,1.13906666667,2.9398,5.3972,5.9334,2.33513333333
347.08,2.91073333333,10.56,7.18426666666,7.10666666667,1.32446666667,3.06766666667,5.5554,6.10893333333,2.53053333333
347.45,2.91173333333,10.5227333334,7.13586666666,7.06653333333,1.27226666667,2.98446666667,5.58113333333,6.09386666667,2.50153333333
347.81,2.9584,10.5870666667,7.20273333333,7.0772,1.31593333333,2.98066666667,5.64873333333,6.16673333333,2.5512
348.18,3.09886666667,10.7420666667,7.35519999999,7.18126666667,1.45946666667,3.15786666667,5.7466,6.3134,2.67873333333
348.54,2.94493333333,10.6241333333,7.21013333333,7.00786666667,1.32126666667,2.99206666667,5.5692,6.13433333333,2.60466666667
348.91,2.8348,10.561,7.1112,6.8576,1.22466666667,2.90173333333,5.4608,6.03973333333,2.52153333333
349.27,2.8034,10.4965333333,7.02959999999,6.80753333333,1.205,2.85393333333,5.41306666666,5.9724,2.5106
349.64,2.74326666667,10.4616666667,6.99686666666,6.74066666667,1.17933333333,2.81986666667,5.33753333333,5.90506666667,2.42853333333
350.00,2.67213333333,10.444,6.96013333333,6.67426666667,1.1494,2.75426666667,5.26706666667,5.83953333333,2.35073333334
350.37,2.56446666667,10.322,6.8368,6.541,1.07486666667,2.64706666667,5.19973333333,5.7486,2.2256
350.73,2.5624,10.3423333333,6.84926666667,6.526,1.10993333333,2.64846666667,5.22346666667,5.7032,2.19326666667
351.10,2.40906666667,10.1945333333,6.72666666666,6.35126666667,0.915933333333,2.4808,5.04173333333,5.50886666667,2.02873333333
351.46,2.33973333333,10.0786,6.67246666666,6.2522,0.840533333334,2.41833333333,4.9442,5.41573333333,1.95666666667
351.83,2.37213333333,10.0791333333,6.68966666666,6.29786666666,0.879600000001,2.44593333333,4.9238,5.36653333333,1.98173333334
352.19,2.41306666667,10.0844,6.69519999999,6.2756,0.890333333333,2.42306666667,4.8892,5.3692,1.9708
352.55,2.56573333333,10.0837333333,6.76686666667,6.35673333333,1.018,2.5318,4.93973333333,5.44886666667,2.00506666667
352.92,2.68393333334,10.1210666667,6.78,6.4142,1.12493333333,2.62846666667,4.95566666667,5.484,2.07453333333
353.28,2.65113333333,10.0556,6.71119999999,6.361,1.1318,2.57486666667,4.87026666667,5.42646666667,2.03033333333
353.65,2.66793333333,10.0172666667,6.63986666666,6.3402,1.1216,2.5452,4.81826666667,5.41453333333,2.09146666667
354.01,2.6754,9.98946666665,6.57486666667,6.3316,1.1168,2.5464,4.76766666667,5.3748,2.1826
354.38,2.66646666666,9.95059999999,6.5048,6.30533333333,1.1228,2.55306666667,4.73326666667,5.3076,2.19413333333
354.74,2.6962,9.9164,6.51226666667,6.32246666667,1.15,2.5892,4.69586666666,5.31486666667,2.2452
355.11,2.692,9.84919999999,6.43346666667,6.29653333333,1.15353333333,2.6036,4.611,5.30206666667,2.29233333333
355.47,2.73606666667,9.83253333333,6.38193333333,6.2838,1.17206666667,2.64846666667,4.58173333333,5.25526666667,2.3198
355.83,2.7764,9.79933333334,6.32233333333,6.23493333333,1.20253333333,2.70033333333,4.53566666667,5.22353333333,2.31993333333
356.20,2.677,9.64306666666,6.16019999999,6.1498,1.1188,2.65453333333,4.393,5.0552,2.24186666667
356.56,2.63453333333,9.64273333333,6.14673333334,6.14666666667,1.12293333333,2.69233333334,4.34733333333,5.04293333333,2.30013333333
356.93,2.49026666667,9.43486666667,6.02553333333,5.96986666667,1.03173333333,2.57993333333,4.18986666667,4.87713333333,2.2216
357.29,2.43546666667,9.37840000001,5.95193333333,5.8704,0.959666666667,2.55086666667,4.10373333333,4.803,2.1444
357.66,2.41566666666,9.29626666667,5.90206666667,5.8208,0.952866666667,2.55533333333,4.05893333333,4.7598,2.0846
358.02,2.45986666667,9.27733333334,5.87466666667,5.77973333333,0.994266666667,2.60073333333,4.04913333333,4.7752,2.0698
358.38,2.5746,9.27099999999,5.8812,5.77566666667,1.05833333333,2.6496,4.06086666667,4.78086666666,2.13306666667
358.75,2.54373333333,9.19273333333,5.7698,5.69486666667,1.0398,2.61613333333,3.9762,4.72626666666,2.08533333333
359.11,2.64846666666,9.23839999999,5.8486,5.76873333333,1.17906666667,2.74766666667,4.07386666667,4.8108,2.17773333333
359.48,2.76993333333,9.31846666668,5.95046666666,5.85013333333,1.30113333333,2.89053333333,4.1372,4.93586666667,2.3026
359.84,2.8042,9.27346666667,5.95,5.8378,1.332,2.9008,4.12313333333,4.96973333333,2.34666666667
360.20,2.846,9.20946666667,5.95706666667,5.79726666667,1.38073333333,2.89253333333,4.12726666667,4.97166666667,2.3978
360.57,2.8818,9.14773333333,5.90346666667,5.71673333333,1.39253333333,2.87733333333,4.0918,4.9238,2.39626666667
360.93,2.9714,9.2118,5.93213333334,5.7314,1.43033333333,2.93173333333,4.0872,4.97266666667,2.43033333333
361.29,3.072,9.27493333333,5.99373333333,5.79893333333,1.50446666667,3.0108,4.13393333333,5.06233333333,2.53906666667
361.66,3.09886666667,9.26973333333,6.00773333333,5.8332,1.54353333333,3.02093333333,4.13046666667,5.0744,2.57366666667
362.02,2.99766666667,9.12279999999,5.88113333333,5.72513333333,1.44326666667,2.878,4.0124,4.94166666667,2.446
362.39,2.93893333333,9.06159999999,5.80653333333,5.6672,1.38953333333,2.82486666667,3.93693333333,4.8918,2.37973333333
362.75,2.98753333333,9.08080000001,5.8388,5.68266666667,1.4332,2.87146666667,3.96746666667,4.90493333333,2.42546666667
363.11,2.99946666667,9.11046666667,5.82866666667,5.6742,1.41746666667,2.87906666667,3.9624,4.9014,2.42646666667
363.48,2.9198,9.017,5.73826666667,5.6084,1.3692,2.79633333333,3.87853333333,4.8146,2.374
363.84,2.85126666667,8.97133333334,5.68366666667,5.54886666666,1.32633333333,2.7438,3.827,4.73733333333,2.34386666667
364.20,2.86633333333,9.01173333333,5.69033333333,5.58586666667,1.35066666667,2.75946666667,3.82486666667,4.74406666667,2.34453333333
364.57,2.82526666667,8.97913333333,5.64133333333,5.5648,1.2938,2.7068,3.7896,4.70006666667,2.30773333333
364.93,2.71833333334,8.86973333334,5.52626666666,5.4902,1.22233333333,2.62006666666,3.72446666667,4.608,2.20753333334
365.29,2.69426666667,8.83880000001,5.51180000001,5.46853333333,1.21666666667,2.61113333333,3.70186666666,4.56566666667,2.1834
365.66,2.69806666667,8.86900000001,5.4774,5.43166666667,1.18353333333,2.6064,3.68466666667,4.54406666667,2.16446666667
366.02,2.76726666667,8.9514,5.56406666666,5.50166666667,1.26673333333,2.70066666667,3.74033333333,4.6246,2.2648
366.38,2.7128,8.93406666666,5.57053333333,5.473,1.24686666667,2.6826,3.70146666667,4.6172,2.26973333333
366.75,2.69393333333,8.95633333333,5.57359999999,5.43846666667,1.2202,2.656,3.67213333333,4.61826666667,2.25706666667
367.11,2.6634,8.91679999999,5.56186666667,5.39,1.23293333333,2.62886666667,3.62306666667,4.57453333334,2.2368
367.47,2.6336,8.9224,5.55693333333,5.35253333333,1.19853333333,2.62126666666,3.58886666667,4.54266666667,2.20193333333
367.84,2.638,8.94886666667,5.59373333334,5.39186666667,1.2144,2.65713333333,3.58693333333,4.57473333333,2.20613333333
368.20,2.64066666667,8.98373333333,5.61726666666,5.3844,1.20966666667,2.68286666667,3.59366666666,4.62046666667,2.2342
368.56,2.59706666667,8.97740000001,5.58173333333,5.34693333333,1.19313333333,2.644,3.5532,4.59526666667,2.1824
368.93,2.6748,9.06246666667,5.6576,5.44473333333,1.25726666667,2.68706666667,3.62466666667,4.64806666667,2.27506666667
369.29,2.68826666667,9.07299999999,5.65726666667,5.477,1.26473333333,2.67553333333,3.6318,4.6544,2.28666666667
369.65,2.69213333333,9.01906666667,5.67006666667,5.47873333333,1.27886666667,2.67386666667,3.62273333333,4.65506666667,2.2784
370.01,2.73373333333,9.05486666667,5.70273333333,5.52066666667,1.29686666667,2.72233333334,3.65313333333,4.66706666667,2.28066666667
370.38,2.81806666667,9.10626666668,5.75546666667,5.57506666667,1.36733333333,2.7836,3.74193333333,4.7288,2.32426666667
370.74,2.86726666667,9.19733333333,5.80593333333,5.65453333333,1.44493333333,2.8408,3.78733333333,4.79606666667,2.37233333333
371.10,2.92993333333,9.23120000001,5.86273333333,5.7216,1.5166,2.87573333333,3.8164,4.84506666667,2.4246
371.46,3.0272,9.28673333334,5.9496,5.81273333333,1.60906666667,2.95413333333,3.89433333333,4.94846666667,2.50186666667
371.83,3.092,9.31380000001,5.97033333333,5.842,1.64173333333,2.9804,3.9594,4.9712,2.5438
372.19,3.05806666667,9.29986666667,5.9352,5.80933333333,1.629,2.93806666667,3.94113333333,4.9506,2.50813333333
372.55,3.06986666667,9.28613333334,5.93926666666,5.8222,1.64006666667,2.9692,3.94313333333,4.9558,2.52566666667
372.92,3.06126666667,9.23966666667,5.91126666667,5.77766666666,1.63373333333,2.98486666667,3.92166666667,4.94906666667,2.50486666667
373.28,3.07613333333,9.19059999999,5.91120000001,5.74813333333,1.66046666667,3.02486666667,3.918,4.95506666666,2.52913333333
373.64,3.09333333333,9.18986666667,5.91040000001,5.73573333333,1.68606666666,3.05286666667,3.91046666667,4.96,2.55873333333
374.00,3.09573333333,9.13513333333,5.86439999999,5.71413333333,1.69673333333,3.03986666667,3.9066,4.9554,2.5942
374.37,3.07113333334,9.04793333333,5.80459999999,5.66366666667,1.67386666667,3.0334,3.83566666667,4.9092,2.5906
374.73,3.01406666667,8.8378,5.66446666666,5.5398,1.5788,2.96633333333,3.72626666667,4.75486666667,2.53
375.09,2.96326666666,8.72839999999,5.54586666666,5.45373333333,1.49126666667,2.94433333333,3.67406666667,4.66846666667,2.504
375.45,2.95273333334,8.63653333333,5.46133333333,5.3646,1.48493333333,2.91253333333,3.64406666667,4.5846,2.5274
375.81,2.88613333333,8.45900000001,5.3402,5.22366666667,1.4282,2.87346666667,3.51473333333,4.47046666667,2.44546666667
376.18,2.93126666667,8.38066666666,5.3144,5.2,1.4592,2.94913333333,3.49646666667,4.427,2.4892
376.54,2.9826,8.33813333333,5.32333333333,5.196,1.51913333333,3.0068,3.49646666666,4.41406666667,2.5594
376.90,3.01773333333,8.28726666667,5.33673333333,5.20673333333,1.58693333333,3.0562,3.51333333333,4.399,2.6206
377.26,2.99733333333,8.21386666666,5.2674,5.1306,1.58946666667,3.0342,3.48253333333,4.33566666667,2.61313333333
377.63,3.01693333333,8.15146666667,5.2324,5.07933333333,1.6206,3.0494,3.47513333333,4.31506666667,2.645
377.99,3.09493333334,8.12513333334,5.26173333333,5.06113333333,1.712,3.1214,3.47706666666,4.35066666667,2.72606666667
378.35,3.1714,8.10720000001,5.25966666667,5.07213333333,1.79573333333,3.18333333333,3.50773333333,4.38426666667,2.8124
378.71,3.197,8.10253333333,5.26326666667,5.06033333333,1.86733333333,3.2484,3.54693333333,4.40386666667,2.8654
379.07,3.19406666667,8.00733333334,5.21653333333,4.9862,1.89853333333,3.2656,3.5214,4.36293333333,2.86713333333
379.44,3.18866666667,7.91493333333,5.16246666667,4.9408,1.89346666667,3.24693333333,3.4596,4.3068,2.82666666667
379.80,3.20253333333,7.87280000001,5.12106666667,4.8966,1.9136,3.22446666667,3.4484,4.2942,2.83513333333
380.16,3.17246666667,7.78699999999,5.04786666667,4.81666666667,1.88873333333,3.163,3.414,4.24793333333,2.8022
380.52,3.15033333333,7.68573333334,4.9718,4.74826666667,1.86146666667,3.1318,3.3824,4.21706666667,2.7654
380.88,3.1644,7.64626666667,4.92993333333,4.69853333333,1.8612,3.13346666667,3.35593333333,4.21366666667,2.77293333334
381.24,3.0914,7.49486666667,4.8122,4.5966,1.7734,3.0668,3.24706666667,4.09806666667,2.683
381.61,3.06993333333,7.44360000001,4.78666666667,4.57746666667,1.75546666667,3.05473333333,3.23113333333,4.04346666667,2.6716
381.97,2.9976,7.36960000001,4.70526666666,4.5102,1.68753333333,3.00946666666,3.18146666667,3.97046666667,2.58986666667
382.33,2.90726666667,7.25246666667,4.61526666667,4.38773333333,1.59413333333,2.9214,3.08493333333,3.859,2.5038
382.69,2.935,7.21473333333,4.60906666667,4.35666666667,1.59453333333,2.9178,3.0638,3.8566,2.51533333333
383.05,2.97113333333,7.23026666667,4.63173333333,4.36466666667,1.60893333333,2.93053333333,3.05853333333,3.86,2.536
383.41,2.98926666667,7.21546666667,4.6254,4.35026666667,1.608,2.98026666667,3.07766666667,3.87013333333,2.5716
383.77,3.03513333333,7.25173333333,4.64373333333,4.38433333333,1.63386666667,3.01933333334,3.1078,3.86233333333,2.62613333333
384.14,3.04946666667,7.24359999999,4.66346666667,4.3906,1.64873333333,3.04826666667,3.0998,3.8486,2.6368
384.50,3.0734,7.2902,4.6768,4.40093333333,1.68373333333,3.09213333333,3.11193333333,3.87606666667,2.65366666667
384.86,3.0514,7.2564,4.6278,4.36686666667,1.651,3.06313333333,3.09026666667,3.84386666667,2.61053333333
385.22,3.0814,7.30886666666,4.666,4.40686666667,1.66846666667,3.0806,3.11853333333,3.8772,2.63713333333
385.58,3.08393333333,7.31319999999,4.6726,4.4142,1.67526666667,3.07973333333,3.10733333333,3.90113333333,2.64626666667
385.94,3.12366666667,7.31946666667,4.71633333333,4.43553333333,1.70093333334,3.10046666667,3.14566666667,3.9176,2.68066666667
386.30,3.18466666667,7.41346666667,4.80573333333,4.547,1.77313333333,3.201,3.23506666667,3.995,2.746
386.66,3.14886666667,7.42853333333,4.79233333333,4.54453333333,1.74553333333,3.1784,3.2164,3.97746666667,2.73173333333
387.03,3.14073333333,7.44726666668,4.78266666667,4.54253333333,1.73553333333,3.17046666667,3.22913333333,3.98813333333,2.71633333333
387.39,3.11153333333,7.46533333333,4.7748,4.5376,1.71233333333,3.12533333333,3.21693333333,3.98066666667,2.66773333333
387.75,3.12666666667,7.5306,4.82606666667,4.58033333333,1.72133333333,3.15613333333,3.2452,4.03593333334,2.66933333334
388.11,3.12173333333,7.54146666667,4.82273333333,4.58953333333,1.70273333333,3.13606666667,3.24186666667,4.04386666667,2.66786666667
388.47,3.10846666667,7.56326666667,4.84786666667,4.61286666667,1.683,3.1002,3.26113333333,4.03746666667,2.67186666667
388.83,3.14833333333,7.6722,4.922,4.68133333333,1.7216,3.13273333333,3.3288,4.09306666666,2.7452
389.19,3.1816,7.7482,4.97506666667,4.7426,1.75873333333,3.15693333333,3.38446666667,4.1408,2.7702
389.55,3.1904,7.83173333333,5.0,4.78,1.77033333333,3.15946666667,3.42093333333,4.1744,2.76246666667
389.91,3.2078,7.94879999999,5.05246666667,4.84966666667,1.7946,3.18273333333,3.45173333333,4.23553333333,2.78233333333
390.27,3.1834,7.98366666667,5.0504,4.8564,1.75573333333,3.1284,3.43666666667,4.23506666667,2.7392
390.63,3.21513333333,8.0478,5.10406666667,4.92166666667,1.7624,3.13053333333,3.48453333333,4.28573333333,2.74093333333
391.00,3.25126666667,8.15893333333,5.1802,5.01906666667,1.79933333333,3.14353333333,3.53893333333,4.35213333333,2.776
391.36,3.30046666666,8.28939999999,5.27033333333,5.12426666667,1.85946666667,3.194,3.59373333333,4.43133333333,2.82613333333
391.72,3.31206666667,8.34053333334,5.3148,5.1688,1.86766666667,3.19506666667,3.61346666667,4.4654,2.834
392.08,3.34453333333,8.4554,5.41173333333,5.26486666667,1.90866666667,3.24246666667,3.67966666667,4.53126666667,2.87346666667
392.44,3.37993333333,8.52973333333,5.4838,5.31953333333,1.9326,3.2642,3.70153333333,4.5752,2.89786666667
392.80,3.42473333333,8.59193333333,5.5496,5.39146666667,1.95913333333,3.2886,3.73553333333,4.6228,2.89813333333
393.16,3.4522,8.65166666666,5.60793333333,5.44086666667,1.98106666667,3.31,3.74713333333,4.66133333333,2.9312
393.52,3.46713333333,8.68026666667,5.63606666667,5.463,1.98606666667,3.3082,3.75066666667,4.67293333334,2.92706666667
393.88,3.479,8.72026666667,5.65186666667,5.49473333333,1.98766666667,3.29513333333,3.76266666667,4.69493333333,2.91546666667
394.24,3.52506666667,8.78933333333,5.68813333334,5.52653333333,2.02233333333,3.30093333333,3.80806666667,4.739,2.9474
394.60,3.50513333333,8.77646666667,5.66786666667,5.52213333333,2.00493333333,3.2766,3.78426666667,4.7186,2.92033333333
394.96,3.50433333333,8.74253333333,5.67,5.5188,1.99753333333,3.27,3.77206666667,4.71246666667,2.89593333333
395.32,3.49226666667,8.70740000001,5.64346666667,5.50386666667,1.99433333333,3.24513333333,3.75133333333,4.6908,2.88233333333
395.68,3.4668,8.67806666667,5.6104,5.47406666666,1.9828,3.23133333333,3.73126666667,4.6552,2.8644
396.04,3.453,8.64806666667,5.5638,5.45006666666,1.9678,3.222,3.70753333333,4.6364,2.83146666667
396.40,3.4838,8.63700000001,5.56253333333,5.48366666667,2.0138,3.26506666667,3.7442,4.67193333334,2.8538
396.76,3.45353333333,8.59026666666,5.52906666667,5.45746666667,2.03226666667,3.26653333333,3.71953333333,4.65093333333,2.87073333333
397.12,3.50666666667,8.59373333334,5.53753333333,5.46193333333,2.0916,3.31193333333,3.7592,4.686,2.92953333333
397.48,3.51733333334,8.53113333333,5.49686666667,5.4258,2.0958,3.32986666667,3.75166666667,4.66366666667,2.95593333334
397.84,3.5214,8.43913333333,5.45993333333,5.36653333333,2.10373333334,3.33873333333,3.72546666667,4.61613333333,2.973
398.20,3.53106666667,8.34046666666,5.4294,5.32706666667,2.12346666667,3.37213333333,3.6942,4.5774,2.97873333333
398.56,3.57646666667,8.29586666667,5.44793333333,5.3184,2.19633333333,3.43533333333,3.70646666667,4.57353333333,3.03733333333
398.92,3.57746666667,8.238,5.39986666667,5.26813333333,2.20873333333,3.4582,3.67966666667,4.54566666667,3.05766666667
399.28,3.58326666667,8.16560000001,5.3702,5.2074,2.21286666666,3.4818,3.68126666667,4.52013333333,3.08266666667
399.64,3.5774,8.05946666667,5.31973333333,5.1558,2.21013333333,3.49366666667,3.6762,4.50653333333,3.09646666667
