wavelength,Back_LanLeuf,Belly_LanLeuf,Breast_LanLeuf,Crissum_LanLeuf,Crown_LanLeuf,DorTail_LanLeuf,Patch10_LanLeuf,Rump_LanLeuf,Throat_LanLeuf,WingTip_LanLeuf
197.40,39.0410333333,26.622210101,-7.94526666665,21.0958666667,5.79899999998,43.1507333333,22.5572,-1.18726666665,0.45653333332,8.85840000001
197.78,36.3333666667,23.4462588103,-18.8887333334,19.3332666667,-2.05566666666,44.8888666667,19.3332,-2.88893333333,-14.1112666667,2.33333333334
198.16,49.0802666667,42.5962011223,-2.87360000001,32.9884666667,6.5517333333,56.3791,40.115,18.9656,-0.22986666666,18.046
198.54,44.2709666667,34.9523503928,-3.54173333335,28.2292666666,-0.41679999998,45.6771666667,32.0832666667,12.8124,-2.8126,16.6664666667
198.92,36.5039333333,31.0013169473,1.21946666665,30.5691333333,5.08133333334,39.6749666667,30.5691333334,18.6178666667,1.13820000002,19.5935333333
199.30,37.0037666667,27.479884624,1.42306666668,34.6816,6.5168,41.3858,30.1874,20.5992666667,4.11993333336,21.1235333333
199.68,26.7078,12.5472929293,-16.7076666667,19.3415333333,-9.79416666668,23.6626333333,12.4280666667,4.11513333334,-11.9341333333,5.26753333334
200.06,3.02626666667,-10.5254219977,-50.7017999999,-0.789400000006,-36.9297666667,-0.48253333336,-11.6666,-21.2280666667,-33.3332666666,-17.0176
200.44,5.60449999999,-9.46215690236,-40.6594,6.66666666667,-30.6226,-2.49080000001,-7.25286666665,-12.6741333333,-20.7326666667,-14.2124666667
200.82,7.88883333334,-14.8722998878,-39.6296666667,6.59266666666,-32.7037333333,-0.22239999998,-7.11106666667,-12.0740666667,-16.7408666667,-15.3332666667
201.19,0.156833333326,-21.3849259259,-51.5294666667,-1.96079999999,-44.3528333333,-9.41183333333,-13.1763333333,-21.7255333333,-24.6274,-24.0784
201.57,-5.47623333336,-21.6283645342,-58.5714,-4.44433333335,-52.5793333333,-15.3174666667,-16.4285333333,-24.0477333333,-31.2698666667,-21.9841333333
201.95,-6.20253333332,-23.8920325477,-64.8101333334,-1.26586666667,-58.0592,-17.0885666667,-15.7805333333,-24.1350666667,-30.6329333333,-19.578
202.33,-13.4147666667,-33.4530828283,-73.9838,-7.47953333334,-64.1463666667,-25.2439,-30.1626,-38.7804,-37.4796666667,-29.2682
202.71,-7.45516666667,-26.7919075196,-61.7921333334,-1.2186,-52.2579666667,-19.7848666667,-19.2830666667,-25.233,-27.3119333333,-22.0072
203.09,-0.034366666652,-21.8970924804,-53.2646666667,4.94839999999,-46.3230333333,-16.9071333333,-13.8832666667,-19.0377333333,-20.2061333333,-12.9208
203.47,-12.902,-37.330138945,-71.3724666666,-10.3529333333,-60.7450333334,-33.0196333333,-26.8234,-30.9019333333,-33.4116666667,-29.7255333333
203.85,-13.6286,-39.5860444444,-74.0084000001,-7.84820000001,-64.3038333333,-37.6370666667,-24.8102666667,-28.3544,-35.5274666667,-31.8143333333
204.22,4.58333333333,-19.1445005612,-48.8333333333,8.41666666667,-44.1666666666,-24.2916666667,-6.08333333332,-7.50000000002,-18.8333333333,-15.3333333333
204.60,-9.32366666664,-32.5093189674,-69.9516666667,-5.79706666667,-65.2175333333,-40.2414333333,-19.517,-23.1883333334,-41.2559333333,-29.8552
204.98,-21.6426,-34.4232083053,-73.1401333334,-3.09186666665,-70.3381666667,-43.4782666667,-20.1933333333,-24.4444666667,-48.599,-36.9082
205.36,-22.4762333333,-33.7441149271,-68.5714000001,1.80939999999,-69.762,-39.5714666667,-19.1429333333,-23.2380666667,-47.5238,-33.3334
205.74,-25.2583,-41.3515851852,-68.2630666668,-5.63379999998,-71.6433,-38.6386,-24.6008666667,-27.7934666667,-49.8592,-38.4978
206.12,-42.7178666667,-57.1982410774,-85.7436666665,-23.3845333333,-93.3846333332,-54.3588333333,-42.5641333333,-45.5385333333,-68.6154,-56.4102666667
206.50,-47.083,-56.3469966329,-80.4163999999,-18.2290666667,-98.8539000001,-58.2810333333,-36.2498666667,-38.6456666667,-68.2289333333,-53.4373333333
206.87,-71.1111000001,-84.8769762064,-116.296266667,-36.889,-152.5185,-94.0740666666,-63.8518666667,-68.4444666667,-104.7408,-82.8147333333
207.25,-148.965633333,-160.807264647,-214.712666667,-88.0460666667,-273.333366666,-185.632266667,-125.977066667,-125.0576,-194.942533333,-163.908
207.63,-187.4713,-189.833217508,-244.8276,-116.321666667,-308.046033333,-220.8046,-154.942466667,-144.5976,-231.264466667,-187.816066667
208.01,-339.824666667,-338.735942088,-412.280733333,-236.491333333,-508.771866667,-369.999933333,-286.315866667,-262.105266666,-394.035,-324.9122
208.39,-249.4047,-263.960222447,-315.238,-190.238066667,-369.523866667,-264.642966667,-219.523733333,-202.380933333,-289.285666667,-247.618933333
208.77,-301.866666667,-330.106397306,-375.2,-235.466666667,-434.266666667,-322.4,-264.8,-253.6,-341.6,-305.866666667
209.14,-304.933333334,-349.779573513,-382.4,-262.666666667,-436.4,-332.0,-281.066666667,-269.6,-356.0,-323.466666667
209.52,-394.5,-462.514029181,-485.333333333,-367.333333333,-554.833333333,-420.833333333,-381.333333333,-343.333333333,-472.666666667,-441.333333333
209.90,-359.710133333,-414.106251403,-429.2754,-317.971,-477.681033333,-372.318933333,-341.159333333,-303.478333333,-422.3188,-405.5074
210.28,-235.9596,-268.908060606,-281.414,-204.242266667,-316.565633333,-259.191966667,-225.2526,-193.7374,-268.888733333,-284.646333333
210.66,-188.547,-217.849692256,-236.068333333,-174.017133333,-255.470133333,-216.324766667,-186.837733333,-153.504333333,-223.4188,-238.290533333
211.03,-189.756033333,-202.709545903,-226.178866667,-164.5528,-238.2113,-194.796666666,-180.975533333,-141.463333333,-221.7886,-231.869866667
211.41,-161.944433333,-170.72747991,-194.027666667,-143.611,-196.875066666,-161.805466667,-158.611266667,-126.527866667,-190.9722,-198.194466667
211.79,-162.1429,-163.403422896,-208.5714,-141.4286,-203.968266667,-164.444466667,-164.920466667,-127.936466667,-196.825533333,-209.5238
212.17,-79.5024333333,-78.3235257015,-114.7264,-68.0596666667,-106.169066667,-76.7662,-80.6966666667,-53.4328666667,-105.870666667,-117.711333333
212.55,-84.4445333332,-85.0236159371,-123.391733333,-71.6958666667,-112.5146,-87.4269333333,-89.5906666667,-54.3858666667,-114.970666667,-135.088
212.92,-80.8045999999,-79.0958558923,-115.8622,-67.4712666667,-101.206833333,-81.8965999999,-88.5059333333,-55.8622666668,-107.816,-126.321866667
213.30,-76.3276333333,-67.2449542087,-109.7174,-59.3219333333,-93.3897666666,-77.6836999999,-82.0338000001,-48.9265333334,-94.1243333333,-122.485866667
213.68,-82.8656333333,-68.845453872,-120.468,-61.7543999999,-104.210533333,-91.8127666667,-88.6547999999,-59.4151333334,-93.8010666667,-133.4502
214.06,-104.933333333,-82.3429854097,-152.133333333,-83.4666666666,-131.8,-125.333333333,-119.2,-79.0666666667,-118.933333334,-160.0
214.44,-92.1333333334,-77.9286195285,-139.466666667,-70.5333333333,-110.133333333,-112.866666667,-101.333333333,-66.2666666666,-106.666666667,-137.6
214.81,-128.4211,-110.733592368,-185.087733333,-107.017666667,-144.385966667,-145.350866667,-129.999933333,-87.0176000001,-146.8422,-188.771933333
215.19,-156.4197,-145.896913131,-255.3088,-151.358066667,-191.3581,-205.432033333,-163.2098,-117.283933333,-179.259333333,-241.975466667
215.57,-91.0568999999,-92.6029607184,-167.642333333,-90.8944,-120.4065,-129.024366667,-96.9105999999,-79.3495333334,-107.967533333,-155.121933333
215.95,-55.2083000001,-64.5703295173,-114.305533333,-58.7499333333,-91.0416333332,-92.2915666666,-59.3055333333,-56.1111333334,-69.7222666667,-112.222133333
216.32,-92.7957333334,-111.286964759,-177.4194,-92.4731999999,-150.430066667,-160.430166667,-108.172066667,-107.526866667,-110.5376,-156.128866667
216.70,-169.2,-192.196632997,-270.133333333,-166.933333333,-249.2,-253.466666667,-185.333333333,-178.933333333,-194.666666667,-222.4
217.08,-167.500033333,-197.495409203,-289.166666667,-169.1668,-258.0554,-243.472233333,-190.277666667,-163.333266667,-205.0,-226.111266667
217.46,-393.055666667,-480.746445342,-627.777733333,-392.7778,-564.4444,-553.888866667,-410.5556,-383.333266667,-495.0,-461.6668
217.83,-346.666666667,-439.814858137,-583.333266667,-349.444333333,-481.9446,-511.6667,-313.333533333,-308.888933334,-484.4446,-385.555466667
218.21,-629.4444,-880.632176879,-1151.11113333,-736.666599999,-971.666633331,-972.777933335,-523.333266667,-567.777666667,-950.0,-812.222199999
218.59,-360.605966667,-490.886719641,-685.4546,-426.060533333,-613.0303,-550.9091,-316.9696,-327.8788,-606.0606,-498.787866667
218.97,-158.472266667,-222.14728844,-309.722266667,-173.3332,-289.305533333,-241.250033333,-143.888866667,-150.8334,-267.222266667,-225.833266667
219.34,-203.827233333,-256.234778002,-328.148133333,-209.8766,-310.864233333,-264.567866667,-178.518466666,-183.950466667,-290.1234,-260.987733333
219.72,-392.666833333,-476.389142312,-594.666666667,-393.7778,-569.111233333,-496.000133333,-344.000066667,-314.222133333,-539.111133333,-485.3332
220.10,-442.0001,-518.404862626,-654.666733333,-429.333333333,-572.888933333,-541.111133333,-378.6666,-337.7778,-587.999933333,-520.4444
220.47,-310.634966667,-358.011862402,-460.9524,-305.396733333,-391.111066667,-378.5714,-258.412733333,-217.460333333,-404.761933334,-366.031733334
220.85,-169.0625,-206.266133558,-272.291666667,-175.833333333,-218.020833333,-207.604166667,-132.708333333,-104.375,-234.375,-211.458333333
221.23,-123.162366667,-138.581966779,-194.187866667,-121.538466667,-162.991533333,-160.341866667,-91.4529999999,-66.8376,-168.0342,-152.136733333
221.61,-102.583333333,-105.77328844,-161.666666667,-99.5,-139.166666667,-138.833333333,-85.1666666667,-46.0,-136.166666667,-133.0
221.98,-123.703733333,-124.052846465,-177.037133334,-123.3334,-169.5371,-151.111133333,-113.889,-63.3333999999,-150.740666667,-150.000066667
222.36,-54.2948333333,-57.1298042648,-86.1537999999,-52.4359333333,-79.4871666667,-73.6539333333,-44.4871333333,-12.5640666667,-64.2307333333,-58.9744666667
222.74,-58.75,-61.3591470257,-87.6666666666,-66.4999999999,-81.2500000001,-81.4166666667,-56.1666666667,-11.1666666667,-57.6666666667,-66.6666666666
223.11,-197.962966667,-218.260295847,-265.925933333,-242.592666667,-252.037,-273.148133333,-221.1112,-119.6296,-207.777866667,-213.333333333
223.49,-104.938333333,-117.644695398,-140.740933333,-124.1976,-132.2223,-138.642166667,-117.777933333,-37.0370000001,-91.1110666667,-113.086466667
223.87,-157.878766667,-175.668668462,-193.333333333,-182.424133333,-191.060666667,-197.272633333,-170.606066667,-80.6060666666,-135.151533333,-172.7274
224.24,-124.4928,-149.314387205,-168.406,-155.362466667,-171.449366667,-159.1305,-154.203,-73.0435999999,-110.144933333,-142.608666667
224.62,-151.746033333,-179.773545006,-191.428466667,-179.999933333,-203.650933333,-196.0318,-166.984333333,-93.9683333333,-141.9048,-176.825266667
225.00,-126.1111,-130.224360269,-150.5556,-128.333266667,-161.3888,-151.250066667,-118.611,-71.1110666665,-109.722266667,-139.444466667
225.38,-1197.7777,-1401.10739461,-1560.00013333,-1328.8888,-1619.99996666,-1590.00006667,-1246.66666667,-882.222266668,-1142.22226667,-1360.00006667
225.75,-168.627366667,-207.798280359,-263.137133333,-202.745066667,-251.568633333,-255.293933333,-168.627333333,-125.097866667,-176.8628,-215.2942
226.13,-35.6666333333,-72.989904826,-109.3334,-62.2222666667,-90.4443666667,-103.5556,-41.3333999999,-18.6666,-51.7777333333,-82.6666666668
226.51,-39.9999666667,-62.5477582491,-92.7451999999,-42.3529999999,-83.9214666666,-91.8629,-44.7059333333,-20.7844666667,-57.647,-88.2352
226.88,-37.5886333333,-52.0624848485,-66.5249333334,-32.4822666667,-61.3476666667,-66.6666333333,-27.3758,-11.3474666667,-52.0566,-59.8581333333
227.26,-13.1283333333,-22.3607173962,-30.1538666667,-6.97453333334,-28.8719333333,-28.0513,-2.35893333334,9.94880000001,-11.9998666667,-21.1282666667
227.64,8.11600000001,-4.9573450056,-15.4588666667,8.01926666666,-8.50236666667,-16.6666666667,14.4927333333,19.1304,-1.54593333335,-6.08706666666
228.01,19.0195666667,10.8714327722,-0.784266666653,19.8432666667,7.01963333333,1.33339999999,26.0390666666,29.2549333333,10.2744666667,14.4314
228.39,18.4376,14.9605362514,3.26393333331,21.1806,8.5068,4.3402,27.0834,33.9583333333,13.6805333333,16.5972
228.76,23.0528333333,21.224047587,9.09646666667,26.2304666667,12.8037666667,13.3022333333,31.2148,36.1371333333,21.6199333333,22.9283333333
229.14,22.3372333333,15.6309991021,4.13793333335,20.7662666667,4.94243333334,1.53253333334,25.0573333333,32.567,19.6936666667,20.2298
229.52,20.034,16.9255189674,13.1974666667,22.4491333333,11.0544333333,8.33326666668,34.8978666667,37.4830666667,21.4967333333,21.4966
229.89,17.8754666667,9.37442267114,8.13186666667,16.5568,6.26363333335,7.94883333334,32.6007333333,34.5787333333,16.7032666667,19.7803333333
230.27,6.43140000001,-2.03949225589,1.09813333333,1.01960000001,-5.84323333332,-2.86276666668,19.0588,22.6666,5.72553333334,9.5686
230.65,7.22810000001,-2.14429921438,-2.31573333334,-4.70166666667,-4.28069999998,-2.73686666667,22.1754666667,20.7718,6.38599999999,11.0876666667
231.02,0.59526666668,-8.50169494949,-15.7936666667,-13.0159333333,-14.1666666667,-14.0874333333,13.0951333333,8.33333333333,2.77773333335,1.42853333334
231.40,1.49309999999,-0.472365881044,-12.014,-4.58340000002,-7.81243333335,-10.2431,14.7916666667,10.1389333333,2.77780000001,3.26386666667
231.78,-11.9298333333,-13.2780413019,-24.842,-17.4738666667,-26.0701,-20.8421666667,-3.36846666667,-3.08766666667,-10.1755333333,-3.92993333333
232.15,-23.4407333333,-25.4932094276,-37.3476,-29.3189333333,-39.1038333333,-29.8566,-19.4982666667,-17.061,-21.4335333333,-19.8566666666
232.53,-45.0813333333,-47.0722956229,-57.0730666667,-54.2277333333,-59.1462,-49.1869666667,-36.0162,-36.1788,-43.1706,-38.7806
232.90,-86.4517333333,-88.0403369249,-101.828,-104.623666667,-106.827966667,-90.5915333334,-72.1505333333,-75.2686666666,-88.8171333334,-80.5378000001
233.28,-66.4034666667,-60.3168482604,-75.7019333333,-74.3859333333,-76.6227333333,-55.4825,-50.7894,-49.6491333333,-60.7017333334,-53.5965333333
233.66,-63.6708333333,-57.1155016835,-78.2278666667,-70.5484666667,-77.7636333333,-52.5317,-54.6834666667,-55.8649333333,-59.4936,-48.3545333333
234.03,-65.1948333333,-59.469186532,-77.5756,-71.9480666667,-78.9176666667,-57.3591666667,-54.5454,-58.7878666666,-58.7012666667,-45.0216
234.41,-54.5782666667,-42.6898639731,-68.032,-54.1365333334,-64.5382333333,-40.9638333333,-39.5985333333,-45.0603333333,-43.3735333333,-29.9598
234.78,-39.663,-26.5021762065,-52.0599333333,-35.9549333333,-47.9777333333,-26.1798,-29.2134666667,-31.3108666667,-29.6629333333,-17.2285333333
235.16,-16.7708,-7.51718630751,-24.1668,-14.1666,-22.6301,-5.07829999999,-7.65626666668,-9.06246666666,-10.5728,1.40633333333
235.54,-19.8941333333,-13.299186532,-28.1481333333,-20.0,-27.4603666667,-7.96303333333,-12.7514666667,-13.4920666667,-16.9842,-1.69320000001
235.91,-7.26033333332,-0.712963636364,-11.9634666666,-6.84939999999,-12.1916333333,4.81736666666,0.77626666668,-0.68486666666,-4.52046666667,7.80819999999
236.29,5.55563333334,11.3162956229,0.726466666666,2.22213333333,-0.171133333346,15.6622666666,13.1195333333,11.7520666667,7.17953333334,19.1879333333
236.66,11.4569666667,14.3122049383,7.62473333333,8.14366666667,4.09176666667,19.441,16.6467333333,16.5668666667,13.8124,23.5129333333
237.04,18.4043,19.7590435466,14.3262666667,16.9148,12.2164666667,24.1843333333,21.4893333333,23.8298,20.7445333333,29.6455333333
237.41,22.6156666666,20.3727939394,17.0654,19.2982666667,15.5981333333,24.6410666667,24.8166,23.9873333333,21.9139333333,30.3988
237.79,24.963,22.0187643098,20.0,21.0372,18.2667,26.1925666667,24.6815333333,26.874,23.2889333333,31.4962
238.17,24.1667,23.1838749719,20.1112,21.1945333333,18.8889666667,26.611,23.0000666667,27.5834,23.3888,31.4444
238.54,23.5646666667,21.5695694725,18.9659333333,20.5713333333,18.4353,23.8231,21.7688,26.0951333333,21.2789333333,30.1224
238.92,18.6266666667,17.2035914703,14.8533333333,15.7066666667,14.3866666667,20.44,18.1066666667,20.6666666667,17.36,26.5866666667
239.29,18.0794333333,15.749640404,13.3606666667,15.3634,13.5938,19.9724666667,17.2838,19.5884666667,17.0918,26.8038
239.67,19.1169,17.7541106622,14.204,15.5722,14.0298333333,21.8035333333,20.0248666667,20.3979333333,17.0896,26.5421333333
240.04,16.1503333333,14.9957196408,11.7841333333,13.8497333333,11.1855666667,20.3051333333,18.0752,17.3476,14.9999333333,24.2958
240.42,12.3461333333,11.5710305275,9.32053333333,11.6136666667,8.14230000001,15.3291333333,14.5860666667,12.6966,12.4204,21.9746
240.79,10.4668666667,9.97562648708,7.58260000001,10.4212666667,6.1263,13.6081666667,11.9414666667,9.17586666668,9.21246666665,20.4396666666
241.17,7.89383333334,6.82233984287,5.12420000001,7.52906666667,3.53236666667,10.7047333333,8.62333333333,5.45593333333,6.23560000001,16.9652666667
241.54,6.33486666667,5.61617777778,4.41926666667,6.38013333333,2.4434,10.2867,7.49633333333,4.69086666667,5.0528,16.0786
241.92,7.22530000001,6.0286671156,4.59419999999,6.68006666667,3.6672,11.4107666667,8.76593333334,5.2896,5.71226666667,16.8505333333
242.29,8.49866666667,7.06374769922,6.22540000001,8.0638,4.71203333333,13.4131,10.0981333333,6.27460000001,6.78926666666,17.6102666667
242.67,7.73616666668,6.04762805836,6.23439999999,7.1446,4.2889,13.2764333333,8.74853333333,6.12046666667,6.00686666666,16.2571333334
243.05,7.30126666667,5.18116228956,6.24726666667,6.46806666667,3.49353333333,13.0352666667,8.0352,6.18093333334,5.18766666667,16.5672666667
243.42,8.21586666667,6.77246217732,7.30773333333,7.2436,4.4978,13.6593,9.30553333334,7.86326666666,6.31413333333,17.6388
243.80,8.06213333333,6.23719034793,7.59353333333,7.44606666667,4.67083333333,13.1912666667,9.06786666667,7.95153333333,6.88786666667,17.5565333333
244.17,7.55226666667,6.0648983165,7.26706666667,6.7174,5.1551,12.6209333333,9.07886666666,7.67426666667,6.54453333333,17.4149333334
244.55,7.20823333333,5.61132906846,6.86526666667,6.43813333333,5.08186666667,12.8863,9.02120000001,7.77933333333,5.9312,16.8007333333
244.92,7.2055,6.01530864198,7.02906666667,6.39953333333,5.89426666667,13.4286,9.58520000001,8.269,6.3712,16.5760666667
245.30,7.30423333333,6.75127362514,7.61653333334,7.06226666667,6.86453333333,13.9226,9.95619999999,8.76879999999,6.60499999999,16.9834
245.67,5.93263333333,5.91877755331,6.29753333333,5.9124,6.17323333333,12.8159,8.75260000001,7.67753333333,5.69593333333,15.9566
246.05,5.11123333333,5.25387811448,5.9184,4.8964,5.30746666667,11.8814333333,7.80733333333,6.55546666667,5.0962,14.9999333333
246.42,4.26376666667,4.48737979798,5.0668,3.934,4.3495,10.8788333333,7.1954,5.49946666667,4.09886666667,13.9238
246.79,5.09503333333,5.4560298541,5.55146666667,4.49313333333,4.9778,11.4069666667,8.35866666667,5.99493333333,5.15213333333,14.9175333333
247.17,5.6219,6.01308327722,5.791,4.99113333333,5.28306666667,11.6637,8.72733333334,6.24073333333,5.61593333334,14.8978666667
247.54,4.74506666667,4.54701279461,4.54913333333,3.9944,4.03643333333,10.6836666667,7.255,4.5378,4.409,13.9608
247.92,4.4606,4.25677755331,4.02046666667,3.47713333333,3.84926666667,10.2768,6.6774,3.8738,4.053,13.6265333333
248.29,4.64943333333,3.86982693603,3.82886666667,3.13026666667,3.36313333333,9.92703333334,6.1684,3.4932,3.6556,13.0788666667
248.67,4.58603333333,3.70665903479,3.513,2.76146666667,3.20816666667,9.68416666666,6.27993333333,3.2462,3.54033333333,13.1754666667
249.04,4.87253333333,3.99000942761,3.8324,2.98953333333,3.41923333333,9.76153333334,6.50586666667,3.44426666667,3.8992,13.4664
249.42,5.48966666667,4.07132480359,4.2662,2.9004,3.47283333333,10.2557666667,6.89913333333,3.7604,4.365,13.8041333333
249.79,7.11633333333,5.11108439955,5.92246666666,4.2046,4.58303333333,11.5814333333,8.31613333333,5.22773333333,5.66193333333,14.8280666667
250.17,7.2931,5.01192570146,5.80933333333,4.33886666667,4.70816666667,11.1639,8.10413333333,5.19606666667,5.47313333333,14.6126
250.54,7.42836666667,4.99397598204,6.0516,4.5074,4.94413333333,11.3171333333,8.00846666667,5.262,5.77926666667,14.8286666667
250.92,6.14026666667,3.40864219977,4.77026666667,3.38186666667,3.5237,9.99636666667,6.68913333333,3.83726666667,4.53893333333,13.4154
251.29,5.0415,2.3100312009,3.8988,2.26173333333,2.8825,8.7782,5.71753333333,2.75993333333,3.64566666667,12.2104
