wavelength,Back_LanLeuf,Belly_LanLeuf,Breast_LanLeuf,Crissum_LanLeuf,Crown_LanLeuf,DorTail_LanLeuf,Patch10_LanLeuf,Rump_LanLeuf,Throat_LanLeuf,WingTip_LanLeuf
583.68,8.44436666667,25.0429705948,16.3051333333,14.5232,6.90423333333,10.4834,9.341,8.98253333333,15.2837333333,10.5738666667
584.01,8.4952,25.120698092,16.3702,14.576,6.96246666667,10.5726666667,9.38833333333,9.058,15.3193333333,10.6686666666
584.35,8.5354,25.1485207632,16.416,14.5886,6.97413333333,10.6033,9.42826666667,9.05553333333,15.3464,10.6895333333
584.69,8.49273333333,25.1309649832,16.3936,14.5458666667,6.91193333333,10.557,9.36659999999,8.99586666667,15.3165333333,10.6627333333
585.03,8.49083333333,25.1028038159,16.3569333333,14.5254666667,6.88593333333,10.518,9.3412,9.00266666667,15.2998,10.6512
585.37,8.5096,25.1780713805,16.4003333333,14.5969333333,6.8927,10.5096333333,9.30193333333,8.98833333333,15.3574666667,10.6668
585.70,8.45823333333,25.1298143659,16.3673333333,14.5563333333,6.88653333333,10.4677333333,9.2754,8.99106666667,15.3368666667,10.6952666667
586.04,8.42576666667,25.1442857463,16.3927333333,14.5470666667,6.87556666667,10.4664,9.27706666666,8.9862,15.3404666666,10.705
586.38,8.3458,25.0696974186,16.349,14.5022666667,6.774,10.3735333333,9.19306666667,8.92033333333,15.2882666667,10.6519333333
586.72,8.41516666667,25.1083185185,16.4014666667,14.5679333333,6.80333333333,10.415,9.2388,8.956,15.3557333333,10.7355333333
587.06,8.46636666667,25.1278013468,16.3835333333,14.66,6.8655,10.4527333333,9.28206666666,9.04106666667,15.3711333333,10.7788666667
587.39,8.4239,25.1477521886,16.3302666667,14.6404666666,6.83393333334,10.3780333333,9.2396,9.01866666667,15.3308,10.7205333333
587.73,8.38586666667,25.1233708193,16.3261333333,14.5981333333,6.8148,10.3364333333,9.20713333333,8.98573333333,15.3522,10.6726
588.07,8.3286,25.1406855219,16.3014666667,14.6065333333,6.79673333333,10.3238333333,9.1794,8.9836,15.3518666667,10.6388
588.41,8.38076666667,25.175769248,16.3555333333,14.655,6.8204,10.3502333333,9.21686666667,9.0184,15.4127333333,10.6688
588.74,8.449,25.3022971942,16.4436,14.7384666667,6.89166666667,10.4306,9.26866666666,9.08533333333,15.5344,10.7478666667
589.08,8.48566666667,25.3370826038,16.4954666667,14.7592,6.92976666667,10.5087666667,9.30406666667,9.10993333334,15.5469333333,10.7528
589.42,8.56733333333,25.4626145903,16.6240666667,14.8541333333,7.0046,10.6105666667,9.39433333333,9.18019999999,15.6471333333,10.7986
589.76,8.5518,25.454810101,16.6027333333,14.8530666667,6.96626666667,10.6049,9.35946666667,9.15866666667,15.6734666667,10.7732666667
590.09,8.7253,25.6168462402,16.7499333333,15.0136,7.1235,10.7977333333,9.5294,9.31473333334,15.7866666667,10.9067333333
590.43,8.7733,25.6852049383,16.7768,15.0748666667,7.1717,10.8656333333,9.58493333333,9.38366666667,15.8330666667,10.9616
590.77,8.7699,25.6938915825,16.8242,15.0545333333,7.13363333333,10.8569333333,9.56633333333,9.36453333333,15.8356,10.9314
591.11,8.8451,25.7535308642,16.9504,15.1608666667,7.19536666667,10.9652666667,9.64613333333,9.45833333334,15.9568666667,11.0308
591.44,8.9166,25.8504008979,17.0578,15.2959333333,7.2418,11.0280333333,9.7234,9.55273333333,16.019,11.1214666667
591.78,8.91683333333,25.815674523,17.0572,15.2841333333,7.2099,10.9999,9.712,9.55353333333,15.9760666667,11.1218
592.12,8.93276666667,25.8782491583,17.0844,15.3254,7.2747,11.0569333333,9.77386666666,9.6116,16.0073333333,11.1658666667
592.46,8.93103333333,25.907342312,17.1348666667,15.3624666667,7.29443333333,11.0659333333,9.81359999999,9.65333333334,15.9995333333,11.2060666667
592.79,8.84906666667,25.8987398429,17.0780666666,15.2928666667,7.23156666667,10.9904666667,9.75833333333,9.63866666667,15.9617333333,11.1729333333
593.13,8.83603333333,25.8751429854,17.063,15.2893333333,7.18386666667,10.9823333333,9.75166666667,9.64466666667,15.9444666667,11.145
593.47,8.8312,25.8477699215,17.0789333334,15.2873333333,7.1728,10.9434333333,9.73713333334,9.64446666667,15.9096,11.1225333333
593.80,8.77143333333,25.8133225589,17.0418,15.2423333333,7.12506666667,10.8904,9.68559999999,9.61466666666,15.9032666667,11.0822666667
594.14,8.6896,25.738769697,17.0269333333,15.1694,7.04836666667,10.7882,9.60906666667,9.53899999999,15.8543333333,10.996
594.48,8.69933333333,25.7885571268,17.0626666667,15.2252666667,7.05463333333,10.7884333333,9.60613333333,9.54419999999,15.896,11.0346666667
594.81,8.72756666667,25.846027385,17.0671333333,15.2375333333,7.0659,10.819,9.60286666667,9.56806666666,15.9186666667,11.0634
595.15,8.6476,25.7559771044,16.9801333333,15.1501333333,6.96013333333,10.7506666667,9.53586666666,9.50539999999,15.8456,10.9606
595.49,8.66183333333,25.8244738496,17.0414666667,15.1946,6.96636666667,10.7943333333,9.5466,9.52173333334,15.9329333333,10.9728666667
595.82,8.66083333333,25.871162963,17.0665333333,15.2066666667,6.95493333333,10.8248333333,9.52766666667,9.54066666667,15.9522,10.9507333333
596.16,8.6544,25.8521324355,17.069,15.2142666667,6.9514,10.8432,9.5386,9.52646666666,15.9557333333,10.8974666667
596.50,8.7432,25.8882592593,17.1550666667,15.3055333333,7.03213333333,10.9053666667,9.58646666667,9.58073333333,16.0556,10.9583333333
596.83,8.7761,25.9074895623,17.166,15.3336666667,7.05826666667,10.9194,9.58753333334,9.60093333333,16.0634666667,10.9739333333
597.17,8.82806666667,25.9564148148,17.2162,15.3947333333,7.1228,10.9814666667,9.63706666668,9.654,16.1295333333,11.0371333333
597.51,8.8062,25.9496545455,17.2112,15.3900666667,7.0928,10.9715666667,9.62646666666,9.62646666666,16.1224666667,11.0209333333
597.84,8.83186666667,25.9834271605,17.2250666667,15.4492666667,7.11773333333,11.0259666666,9.68293333333,9.6848,16.1344666667,11.0605333333
598.18,8.84513333333,26.0374709315,17.2687333333,15.4672666666,7.15016666667,11.0769666667,9.73053333334,9.73399999999,16.1837333333,11.0789333333
598.52,8.89613333333,26.0727856341,17.3395333333,15.5418,7.1989,11.1226666667,9.80666666667,9.80033333334,16.2301333333,11.1007333333
598.85,8.93586666667,26.1272190797,17.3647333333,15.5522,7.26216666667,11.1448333333,9.82726666667,9.83326666667,16.2732,11.1252666667
599.19,8.986,26.1652444444,17.3825333333,15.608,7.307,11.1778666667,9.87626666667,9.8592,16.3256,11.1459333333
599.53,9.05123333333,26.1881849607,17.4507333333,15.6652,7.36136666667,11.2022666667,9.94233333332,9.897,16.3877333333,11.2289333333
599.86,9.12246666667,26.2918619528,17.5604666667,15.7323333333,7.43823333333,11.25,9.98526666669,9.98220000001,16.4773333333,11.3216
600.20,9.0565,26.2404662177,17.4952666667,15.6722,7.36756666667,11.2068333333,9.9726,9.95353333334,16.3798666667,11.2524666667
600.53,9.04773333333,26.2442666666,17.5355333334,15.6836666667,7.359,11.1991,9.99106666667,9.96313333333,16.4251333333,11.2449333333
600.87,9.07976666667,26.3346092032,17.5551333333,15.7136666667,7.37686666667,11.2190333333,10.0058666667,10.0071333333,16.4313333333,11.2607333333
601.21,9.1174,26.3754534231,17.6102,15.7598,7.4217,11.2228,10.05,10.0752666667,16.5027333333,11.2866666667
601.54,9.11743333334,26.3982608305,17.6376666667,15.7556,7.4208,11.215,10.0545333333,10.0553333333,16.5094666667,11.2930666667
601.88,9.07786666667,26.4069766554,17.6578,15.7725333333,7.41153333333,11.202,10.0458,10.0377333333,16.4868666667,11.2913333333
602.21,9.0452,26.379908642,17.6482666667,15.7582,7.3778,11.1895,10.0126,10.005,16.468,11.2722
602.55,9.1133,26.475495174,17.7648,15.8796666667,7.43146666667,11.2967333333,10.1092,10.1131333333,16.5394,11.3918666667
602.88,9.18306666666,26.5469739618,17.8575333333,15.9431333333,7.4769,11.3796666666,10.1600666667,10.2034666667,16.6021333333,11.4442
603.22,9.18813333333,26.5434309764,17.8688666667,15.9606,7.46393333333,11.3560333333,10.1584,10.2230666667,16.6104,11.4579333333
603.56,9.11103333333,26.4578065096,17.7682,15.9434,7.3903,11.2889,10.1042,10.1596,16.5572,11.3766666666
603.89,9.12436666667,26.485864422,17.8147333333,15.9764666667,7.36066666667,11.2930666667,10.0787333333,10.1713333333,16.5794,11.3844666667
604.23,9.08686666667,26.515701459,17.7928666667,15.9797333334,7.31046666667,11.2711333333,10.0553333333,10.1506,16.5517333333,11.3417333333
604.56,9.06943333333,26.4958327722,17.8057333333,15.9954,7.31383333333,11.2813,10.0824,10.1592,16.5730666666,11.3337333333
604.90,9.05436666666,26.5012581369,17.8023333333,16.0084,7.28793333334,11.2717333333,10.0678666667,10.1348,16.5642,11.3424666667
605.23,9.05229999999,26.5533578002,17.8364,16.046,7.27643333333,11.3010333333,10.048,10.1689333333,16.6045333333,11.3501333333
605.57,9.11606666667,26.5713041526,17.8665333333,16.0858666667,7.28553333333,11.3513,10.0673333333,10.2215333333,16.6724666667,11.3924
605.90,9.16103333333,26.6610621773,17.9069333333,16.1246666667,7.3111,11.3839333333,10.1184666667,10.2694,16.7308,11.4348666667
606.24,9.11913333333,26.6325578002,17.8714,16.0908,7.28306666667,11.3467333333,10.0786,10.2269333333,16.7089333333,11.3868
606.58,9.11186666666,26.6232491582,17.8943333333,16.1018666667,7.29253333333,11.3367333333,10.0914,10.2211333333,16.694,11.4271333333
606.91,9.03446666666,26.5787333333,17.8436,16.0793333334,7.22236666667,11.3086,10.0463333333,10.1685333333,16.6444,11.3802666667
607.25,9.11316666666,26.6595324355,17.9492,16.1419333333,7.282,11.4041666667,10.1161333333,10.2544,16.7286,11.4602
607.58,9.12866666666,26.7022350169,17.9922666667,16.1906,7.31963333333,11.4401333334,10.1503333333,10.2663333333,16.8089333333,11.4984666667
607.92,9.17656666666,26.6985582492,18.04,16.2408666666,7.36853333333,11.4889666667,10.1886,10.328,16.8912,11.5528
608.25,9.196,26.7020278339,18.0297333333,16.2835333333,7.34443333333,11.4768333333,10.1725333333,10.2992666667,16.8848666667,11.571
608.59,9.1573,26.67752211,18.0028666667,16.3029333334,7.33346666667,11.4744666667,10.1238666667,10.2900666667,16.8582666667,11.5422
608.92,9.1708,26.6275652076,17.9821333333,16.3286,7.35596666667,11.449,10.1244666667,10.2846666667,16.848,11.5476
609.26,9.16549999999,26.5843645342,17.9362,16.3371333333,7.33793333334,11.4618666667,10.124,10.2852666667,16.7853333333,11.5512666667
609.59,9.12253333333,26.5048217733,17.9102666667,16.3410666667,7.3277,11.4524333333,10.0984,10.2737333333,16.7709333333,11.5332
609.93,9.23856666667,26.5666419753,17.9826,16.5032666667,7.4138,11.5500666667,10.175,10.3472,16.8885333333,11.6234
610.26,9.204,26.5103434343,17.9156,16.4899333333,7.3872,11.4954666667,10.1166,10.3344666667,16.8540666667,11.5913333333
610.60,9.27050000001,26.5388722783,17.9584,16.5375333333,7.43036666667,11.5690333333,10.1493333333,10.385,16.8948666667,11.6074666667
610.93,9.27976666667,26.5383681257,17.9507333333,16.5988,7.4496,11.5981,10.1549333333,10.4165333333,16.9182666667,11.6402666667
611.27,9.34593333333,26.5656271605,17.9978,16.6741333333,7.5173,11.6506,10.2162,10.474,16.9341333333,11.6904666667
611.60,9.36503333333,26.5922758698,18.0065333333,16.7326,7.53766666667,11.6607333333,10.2221333333,10.4660666667,16.9106,11.7386666667
611.93,9.45110000001,26.6554601571,18.1006666667,16.8357333333,7.63253333333,11.7761,10.2937333333,10.5642,17.0174,11.8380666667
612.27,9.59436666667,26.8009378227,18.2565333333,17.0012,7.78853333333,11.9383666667,10.4648,10.694,17.1782,11.9447333333
612.60,9.63346666667,26.9015436588,18.3416,17.0590666667,7.8385,12.0115,10.5253333333,10.7598666667,17.2428,11.9824
612.94,9.67123333334,26.9972489338,18.4245333333,17.1233333333,7.9088,12.0233666667,10.5771333333,10.8154666667,17.3440666667,12.0018666667
613.27,9.6806,27.0650217733,18.462,17.1458,7.89343333333,12.0141333333,10.5736666667,10.8420666667,17.358,11.9888
613.61,9.51766666667,26.9459050505,18.3867333333,16.9959333333,7.76353333333,11.8843666667,10.4304666667,10.7123333333,17.2624666667,11.8275333333
613.94,9.48930000001,26.9552098765,18.3604,16.9868666667,7.7158,11.8982,10.3912666667,10.6812,17.2479333333,11.7498
614.28,9.51143333333,27.0150897868,18.4122666667,17.0294,7.77323333334,11.9181,10.394,10.7218666667,17.3179333333,11.7692666667
614.61,9.52156666667,27.0361425365,18.4602666667,16.9748,7.76173333333,11.8933333333,10.4066,10.739,17.3166,11.7589333333
614.94,9.44023333333,27.0262998878,18.4086,16.9464666667,7.67683333333,11.8343,10.3338,10.7193333333,17.3216666667,11.6904666667
615.28,9.39833333333,26.9892453423,18.3445333333,16.8969333333,7.61886666667,11.8177333333,10.2878666667,10.7005333333,17.3288,11.5748
615.61,9.28133333333,26.9342942761,18.2654,16.8093333333,7.50176666666,11.7111,10.1950666667,10.627,17.2834,11.4339333333
615.95,9.23423333334,26.8682107744,18.1968666667,16.6996666667,7.37403333333,11.6331666667,10.0860666667,10.5656,17.1952,11.3848
616.28,9.3118,26.9001845118,18.2376,16.7680666667,7.44566666667,11.6748666667,10.1152,10.6240666667,17.3065333333,11.4397333333
616.61,9.33886666667,26.9482632997,18.3076666667,16.8569333333,7.47693333333,11.7158,10.1136,10.6284,17.3767333333,11.4834666667
616.95,9.44023333333,27.0773227834,18.4054666667,16.9656666667,7.59253333333,11.8135333333,10.1825333333,10.6930666667,17.4774,11.6124
617.28,9.56030000001,27.2293856341,18.528,17.0584666667,7.7076,11.9126,10.2924,10.8402666667,17.5484666667,11.7301333333
617.62,9.62256666667,27.386314927,18.6542666667,17.2017333333,7.8262,12.0220333333,10.4417333333,10.9594,17.6610666667,11.8846666667
617.95,9.63296666666,27.4442998877,18.6484666667,17.2533333333,7.8238,11.9995333333,10.5113333334,10.9828666666,17.6892,11.9343333333
618.28,9.65903333334,27.4514900112,18.6402,17.2902666667,7.79983333333,12.0201,10.5102666667,10.9406,17.6875333333,11.9304666667
618.62,9.78543333334,27.555525477,18.7594666667,17.3563333333,7.93293333333,12.1218,10.6396,11.0225333333,17.7826,12.0742666667
618.95,9.93749999999,27.665505275,18.9480666667,17.4706,8.11896666667,12.2324666667,10.8033333333,11.1817333333,17.8864666667,12.2754666667
619.28,9.97566666667,27.7219095399,18.9944666667,17.4882666667,8.1511,12.2507666667,10.8256,11.2142,17.9042666667,12.2801333333
619.62,10.0134,27.7769701459,19.0265333333,17.5534,8.1873,12.2795333333,10.8916,11.2528,17.9396666667,12.2914666666
619.95,9.96143333333,27.7990289562,19.0372666667,17.5316,8.11466666667,12.2722333333,10.8597333333,11.2064,17.8785333333,12.2017333333
620.28,9.97303333333,27.8127079686,19.0005333333,17.5264,8.13213333333,12.2974333333,10.894,11.208,17.8405333333,12.1772666667
620.62,9.97323333334,27.783287991,19.0355333333,17.5552666667,8.1024,12.3230333333,10.8924,11.2004666667,17.8427333333,12.1655333333
620.95,9.97273333334,27.8155979798,19.0916666667,17.6,8.0758,12.3138333333,10.9389333333,11.2008,17.8959333333,12.1904
621.28,9.99753333333,27.7595955107,19.0930666667,17.5793333333,8.04383333333,12.3065666667,10.9012666667,11.1505333333,17.8844666667,12.1426666667
621.62,9.94220000001,27.6905144781,19.0941333333,17.5522666667,7.96136666667,12.2865,10.8036,11.0852666667,17.843,12.0793333333
621.95,9.92193333334,27.7599286195,19.1278,17.5535333333,7.967,12.2714333333,10.7931333333,11.1000666667,17.8774666667,12.083
622.28,9.84389999999,27.7137883277,19.0891333333,17.4981333333,7.88043333333,12.2613,10.6978,11.0174666667,17.8473333333,11.9913333333
622.62,9.71460000001,27.7058556678,19.0067333333,17.4514666667,7.76473333333,12.2303,10.5738,10.9238,17.8082,11.8807333333
622.95,9.70850000001,27.7351003367,19.0338666667,17.4572666667,7.7307,12.2362666667,10.5788,10.9313333333,17.8017333333,11.9108666667
623.28,9.70626666667,27.7465257015,19.0716666666,17.4442,7.74746666667,12.2492,10.5706,10.9585333333,17.8163333333,11.9306
623.62,9.64346666667,27.6933025814,19.0159333333,17.4286666667,7.71356666667,12.1881333333,10.5489333333,10.9254,17.8023333333,11.9116666667
623.95,9.66436666667,27.7228635241,19.0624666667,17.4508,7.7125,12.2279666667,10.6038,10.9966,17.8546,11.9515333333
624.28,9.56536666667,27.6782920314,18.9603333333,17.3641333333,7.62273333334,12.1406333333,10.5236,10.9418,17.774,11.8711333334
624.62,9.61610000001,27.675135578,18.9474,17.3885333334,7.65703333333,12.1708,10.5298666667,10.9734,17.7530666667,11.9064
624.95,9.59359999999,27.6830790123,18.9652,17.3308,7.60933333333,12.1330333333,10.5153333333,10.9608,17.7424,11.8816666667
625.28,9.72776666667,27.8752765432,19.0802666667,17.478,7.75396666667,12.2637666667,10.6943333334,11.135,17.8794,12.0148666667
625.61,9.74413333333,27.8700365881,19.1162666667,17.5416666667,7.77446666667,12.2681,10.7428,11.1524666667,17.9187333333,12.0162
625.95,9.74459999999,27.8395703704,19.103,17.5464666667,7.71943333333,12.211,10.7386,11.1536666667,17.8993333333,11.957
626.28,9.70090000001,27.7899566779,19.0906666667,17.5146,7.64226666667,12.1308666667,10.6882666667,11.1228666667,17.8882,11.9336
626.61,9.76226666666,27.8291766554,19.1416666667,17.5779333333,7.7306,12.2254,10.7600666667,11.2057333333,17.947,11.9981333333
626.94,9.81839999999,27.9452996633,19.2522,17.6635333334,7.77996666666,12.2865,10.8271333333,11.2613333333,18.0272,12.0838666667
627.28,9.98059999999,28.0825714927,19.3930666667,17.7544,7.9079,12.4129333333,10.9652,11.3974666666,18.1356666667,12.2341333333
627.61,10.0288,28.1351391695,19.4420666667,17.795,7.94263333333,12.4105666667,10.9668666667,11.4168,18.1944666667,12.2682
627.94,10.1426333333,28.206043771,19.5451333333,17.8664,8.01946666667,12.4860333333,11.0823333333,11.4931333333,18.3194666667,12.3404
628.27,10.1103333333,28.2390056117,19.5396,17.8467333333,7.99363333333,12.5002666667,11.0782666667,11.4705333333,18.3429333333,12.2882666667
628.61,10.1242666667,28.2481719416,19.5844666666,17.9283333333,8.04126666666,12.5598333333,11.1452,11.5488,18.3909333333,12.3296666667
628.94,10.0605666667,28.2328177329,19.5973333333,17.9188666667,7.9988,12.5635333333,11.0903333333,11.4836666667,18.4124666667,12.3056
629.27,10.0050666667,28.1944186308,19.5441333333,17.8666,7.98543333333,12.5339,11.0631333333,11.4694,18.3592,12.2634
629.60,10.0998666667,28.3390956229,19.6727333333,17.9914,8.10706666667,12.6748,11.1605333333,11.6008,18.4620666667,12.3966666667
629.94,10.1576666667,28.3959959596,19.7044666667,17.9974666667,8.19976666667,12.7224,11.2181333333,11.6398666666,18.4402,12.4542666667
630.27,10.187,28.4225205387,19.7826666667,18.0278,8.21523333333,12.7041666667,11.2249333333,11.6655333333,18.4794666666,12.4341333333
630.60,10.2328666667,28.4373712682,19.8215333333,18.0811333333,8.25633333333,12.7462666667,11.2837333333,11.7540666667,18.5424,12.4194
630.93,10.1167,28.4060460157,19.7540666667,18.0529333333,8.13916666667,12.6670333333,11.1814666667,11.7111333333,18.4804666666,12.3290666667
631.26,10.0283666667,28.3320868687,19.7152,17.9734666667,8.06843333333,12.6425333334,11.1256,11.6814666667,18.4129333333,12.2398
631.60,9.93999999999,28.3053741863,19.6653333333,17.9969333333,8.00243333333,12.6034333333,11.0464666667,11.6648666667,18.3707333333,12.1914
631.93,10.0252,28.3724092031,19.7568,18.0858666667,8.04006666667,12.6192666667,11.0804,11.7216666667,18.4240666667,12.3067333333
632.26,10.0593,28.41184422,19.7500666667,18.0725333333,8.01476666667,12.6267333333,11.0332666667,11.7366,18.4850666667,12.2995333333
632.59,10.1090666667,28.4174749719,19.7635333333,18.0258666667,8.0435,12.6168,11.0516666667,11.7678666667,18.4492666667,12.2724666667
632.92,10.1260666667,28.4286597082,19.8003333333,18.0649333333,8.02793333333,12.6514,11.0658,11.8042666667,18.4667333333,12.2966666667
633.26,10.1403666667,28.403043771,19.8064,18.0783333333,8.0647,12.6453333333,11.1274666667,11.8216,18.4842666667,12.3174
633.59,10.2159666667,28.4824112234,19.8868666667,18.2116666667,8.08903333333,12.7072,11.2072666667,11.8940666667,18.6102666667,12.3348
633.92,10.237,28.4444190797,19.8422,18.2281333333,8.10106666667,12.7369666667,11.2456,11.8856,18.6176,12.4012
634.25,10.0795666667,28.309742312,19.6898,18.1124,7.9609,12.5714666667,11.0837333333,11.7368,18.503,12.3193333333
634.58,10.1106,28.3085037037,19.7436,18.0892,8.00416666667,12.5914666667,11.1416,11.7650666667,18.5438666667,12.3592666667
634.91,10.1264333333,28.3312884399,19.7353333333,18.1020666667,8.00776666666,12.612,11.1334,11.7467333333,18.5639333333,12.4066666667
635.25,10.1621,28.4056554433,19.7845333333,18.1030666667,8.06676666667,12.6423666667,11.2198666667,11.83,18.5763333333,12.4772
635.58,10.0387333333,28.2400787879,19.6562666667,18.0176,8.00103333334,12.5982666667,11.0955333333,11.7441333333,18.4918,12.3357333333
635.91,10.0656666667,28.3534390572,19.7578,18.1144,8.0676,12.6404666667,11.2040666667,11.8038,18.5242666667,12.3656666667
636.24,10.0373333333,28.3709342312,19.7326,18.1650666667,8.04223333333,12.6129333333,11.2341333333,11.8214,18.5398,12.389
636.57,10.0887666667,28.4760125702,19.8021333333,18.2604,8.03316666667,12.6280666667,11.2131333333,11.8483333333,18.6184666667,12.4406
636.90,10.1086,28.5164922559,19.8101333333,18.2908,8.0402,12.6801,11.1825333333,11.8608,18.6648,12.4745333333
637.23,10.1510666667,28.6303158249,19.9003333333,18.3816666667,8.0769,12.7824,11.2367333333,11.9208666667,18.7372666667,12.5724666667
637.56,10.0364333333,28.6391800225,19.8338666667,18.3506,7.99286666667,12.6929,11.1433333333,11.8902666667,18.6992666667,12.4573333333
637.90,10.1093333333,28.6670574635,19.8490666667,18.3883333333,8.02403333334,12.7575666667,11.1554,11.9566,18.7257333333,12.4336
638.23,9.95773333333,28.5240426487,19.6938,18.3435333333,7.81006666667,12.6398,10.9746666667,11.7348,18.5698666667,12.2528
638.56,9.99196666667,28.6184709315,19.7577333333,18.4372,7.84203333334,12.651,11.0367333333,11.7893333333,18.6027333333,12.2566
638.89,10.1007,28.7025564534,19.8638666667,18.5629333333,7.94163333333,12.7246,11.0882,11.8049333333,18.7360666667,12.3171333333
639.22,10.1873,28.8528289563,19.9646666667,18.638,8.00976666667,12.8042333333,11.2040666667,11.9103333333,18.8122666667,12.3860666667
639.55,10.1383666667,28.7604927048,19.8881333333,18.5851333334,7.95136666667,12.7664666667,11.163,11.8676,18.7872666667,12.433
639.88,10.1649,28.7626994388,19.9688666667,18.6064666667,7.93946666667,12.7624,11.1382,11.8864,18.7847333333,12.4354666667
640.21,10.232,28.7848359147,20.0030666667,18.6158666667,8.00593333333,12.8426,11.2309333333,11.9124,18.8120666667,12.4678
640.54,10.1024,28.7526078563,19.9214666667,18.5342,7.925,12.681,11.1593333333,11.8277333333,18.7033333334,12.3535333333
640.87,9.95356666666,28.6015943883,19.7993333333,18.3494666667,7.78926666666,12.4840333333,11.038,11.7194666667,18.5621333333,12.1718
641.20,10.0706,28.7206060606,19.9902,18.4311333333,7.87453333333,12.6436,11.1534,11.8296666667,18.671,12.335
641.53,10.1382333333,28.8068343434,20.1250666667,18.4773333333,7.94033333333,12.7514333333,11.2887333333,11.8655333333,18.7257333333,12.4497333333
641.87,10.426,29.0467703704,20.3722666667,18.6878,8.2497,12.9943333333,11.5684,12.1590666667,18.9904,12.6952
642.20,10.4504333334,29.0162664422,20.443,18.6756666667,8.25843333333,12.9884,11.5650666667,12.2072666667,19.066,12.7122
642.53,10.3319,28.8883483726,20.3179333333,18.5648666667,8.1075,12.8735666667,11.4102,12.1276,18.9031333333,12.5575333333
642.86,10.3921333333,28.9569676767,20.4457333333,18.6388,8.17666666667,12.9229333333,11.4614,12.2532,19.0226,12.6589333333
643.19,10.466,29.0092381594,20.4872666667,18.7044,8.2286,12.8945333333,11.4424,12.3162,19.0459333333,12.6016
643.52,10.5163333333,29.0515158249,20.5457333333,18.791,8.31253333333,13.0159,11.4846,12.3456666667,19.119,12.6674666667
643.85,10.4893,29.0278327722,20.5110666667,18.7686666667,8.31393333333,12.9687,11.4439333333,12.3214666667,19.0993333333,12.6075333333
644.18,10.5739,29.0895364759,20.6630666667,18.8872,8.33336666667,13.0532666667,11.5070666667,12.3948,19.1827333333,12.6660666667
644.51,10.7013333333,29.1471674523,20.729,19.037,8.44086666667,13.2047333333,11.6289333333,12.491,19.2978,12.815
644.84,10.7654666667,29.1564267116,20.7268666667,19.0744,8.46046666667,13.2188666667,11.6110666667,12.536,19.4282666667,12.8255333333
645.17,10.8533666667,29.2728193042,20.809,19.1903333333,8.56423333333,13.2815,11.6325333333,12.6184,19.5176,12.879
645.50,10.7979333333,29.2277773288,20.7376666667,19.1574666667,8.49093333333,13.1941,11.5568,12.6166666667,19.4605333333,12.8324666667
645.83,10.8992333333,29.378687991,20.806,19.3441333333,8.60663333333,13.3424333333,11.6575333333,12.7072,19.5491333333,12.9428666667
646.16,10.8282333333,29.3617362514,20.792,19.3316,8.57916666667,13.3015333333,11.633,12.7172666667,19.5657333333,12.9602666667
646.49,10.8709,29.4524219977,20.7915333333,19.3618,8.5749,13.3411,11.6868666667,12.6960666667,19.5515333333,12.9430666667
646.82,10.7649666667,29.423769248,20.7502666667,19.2787333333,8.4961,13.3016,11.6086666667,12.6154666667,19.4744,12.8611333333
647.15,10.8534,29.5680103255,20.8790666667,19.3734666667,8.56433333333,13.3540666667,11.7012666667,12.7215333333,19.6136666667,12.9307333333
647.48,10.7861,29.6218641975,20.9099333333,19.2952,8.52893333333,13.3158666667,11.6453333333,12.7172,19.6116666667,12.8874666667
647.81,10.8816333333,29.7240253647,20.9351333333,19.3763333333,8.66026666667,13.4046,11.7506666667,12.8291333333,19.7219333333,12.9885333333
648.14,11.0101333333,29.8380617284,21.0386,19.516,8.79506666667,13.4868333333,11.8078,12.9370666667,19.8644,13.0839333333
648.47,11.0623666667,29.9924639731,21.1449333333,19.6120666667,8.89666666667,13.5297666667,11.9186,13.0228,19.8398,13.1122
648.80,10.9421666667,29.9011690236,21.0368666667,19.5552666667,8.79696666667,13.4239,11.8532,12.9073333334,19.7516666667,13.0550666667
649.13,10.967,29.9586891133,21.1222,19.5792,8.82103333333,13.457,11.8567333334,12.9236666667,19.8248666667,13.0812666667
649.46,10.9545666667,29.932545679,21.1274,19.5031333333,8.79543333333,13.3830333333,11.8588666667,12.9028666667,19.8032666667,13.0776666667
649.79,11.1577,30.0606148148,21.3010666667,19.7222666667,8.99796666667,13.5651666667,12.067,13.0266666667,19.9597333333,13.227
650.11,11.0263666667,29.8553295174,21.1879333333,19.6142,8.89576666666,13.4498,11.9808666667,12.9475333333,19.8684666667,13.1672666667
650.44,11.0607,29.8471780022,21.2042666667,19.6825333333,8.8612,13.4852,12.0100666667,12.9615333333,19.9135333333,13.227
650.77,10.9237666667,29.6066590348,20.9813333333,19.5435333333,8.69516666667,13.3182333333,11.8098,12.8094,19.7183333333,13.0476666667
651.10,11.0010666667,29.5895851852,20.9637333333,19.5836,8.72446666667,13.3683333333,11.8207333333,12.8305333333,19.7707333333,13.1683333333
651.43,10.9380333333,29.5494334456,20.956,19.5288,8.65686666667,13.4165666667,11.8023333333,12.7829333333,19.7307333333,13.1418
651.76,10.8705333333,29.5365281706,20.9481333333,19.4674666667,8.60966666667,13.3488666667,11.7462666667,12.7356,19.6026,13.1043333333
