wavelength,Back_SalOref,Belly_SalOref,Breast_SalOref,Crissum_SalOref,Crown_SalOref,DorTail_SalOref,Patch10_SalOref,Patch11_SalOref,Rump_SalOref,Throat_SalOref,WingTip_SalOref
328.78,7.93873333333,9.54086666666,12.7585666667,5.36566666667,7.2123,7.82093333333,14.7788666667,4.82113333333,8.47068,20.3350666667,9.68680000001
329.14,7.95686666667,9.55283333333,12.9386666667,5.62566666667,7.3642,8.00326666667,14.8704,4.8288,8.61525333333,20.6526,9.97559999999
329.51,8.20746666667,9.7312,13.0434,5.84913333333,7.57216666667,8.148,14.914,5.10093333333,8.76848,20.9834666667,10.0471333333
329.88,8.026,9.57146666668,12.9111,5.6972,7.3187,7.75366666667,14.7925333334,4.83013333333,8.46777333333,20.9371333333,9.76009999999
330.24,8.0702,9.71339999999,12.9432333333,5.80086666667,7.36346666667,7.75973333333,14.9488666667,4.97026666667,8.64766666667,21.3730666667,9.79416666667
330.61,8.1204,9.78386666666,13.0677666667,5.8424,7.4036,7.64746666667,14.9160666667,4.85913333333,8.65625333333,21.4435333333,9.64209999999
330.98,7.71306666667,9.55296666667,12.7339666667,5.3308,7.05643333333,7.22033333333,14.6743333333,4.47493333333,8.28696,21.2672666667,9.27603333332
331.34,7.62433333333,9.48443333333,12.8039666667,5.15186666667,6.95136666667,7.13793333333,14.818,4.441,8.17844,21.4190666667,9.30060000001
331.71,7.17553333333,9.04889999999,12.5825333333,4.70426666667,6.47236666667,6.7118,14.4862666667,4.09526666667,7.79505333333,21.3909333333,8.99393333334
332.08,7.01886666666,8.94223333333,12.5360333333,4.62053333333,6.25726666667,6.5824,14.3352,3.86166666666,7.66070666667,21.4336,8.82940000001
332.44,7.12973333333,8.96973333333,12.5211333333,4.5766,6.32366666667,6.63973333334,14.5952,3.9178,7.75029333333,21.6416666667,8.77253333333
332.81,6.8352,8.8996,12.5160333333,4.4516,6.0081,6.60886666667,14.3229333333,3.70293333333,7.38608,21.488,8.51090000001
333.18,6.87733333333,8.88823333333,12.5007666667,4.34106666667,5.93016666667,6.49606666667,14.3636666667,3.66613333333,7.31325333333,21.3664,8.32683333333
333.54,6.9756,8.96043333334,12.7699666667,4.4088,5.94996666667,6.60866666667,14.5901333333,3.6238,7.43174666667,21.4215333333,8.40063333333
333.91,7.09226666667,9.02226666666,12.8478666667,4.456,6.1019,6.70353333333,14.6814,3.8464,7.54581333333,21.6448,8.38513333334
334.28,6.97186666667,8.82376666666,12.7886333333,4.17173333333,5.80566666667,6.513,14.5491333333,3.57506666667,7.20006666667,21.3401333333,8.25093333334
334.64,6.73146666667,8.64306666666,12.5902,3.9238,5.48376666667,6.33413333333,14.4246666667,3.45733333334,6.90149333333,21.0691333333,8.06823333334
335.01,6.90646666667,8.74206666666,12.7993333333,4.2578,5.6911,6.59473333334,14.5955333333,3.61253333333,7.1244,21.1771333333,8.18716666666
335.38,7.19593333333,9.13843333333,13.1289,4.54766666667,6.02993333333,6.87113333333,14.8091333333,3.92593333333,7.43498666667,21.4520666667,8.40273333333
335.74,7.7816,9.74036666665,13.6786,5.03433333333,6.66556666667,7.35713333333,15.3098,4.39453333333,7.93358666667,21.9386,8.9198
336.11,7.96666666667,9.83046666667,13.6568333333,5.11086666667,6.72163333333,7.39246666667,15.4175333333,4.50326666667,7.95094666667,21.9843333333,9.10760000001
336.47,7.82453333333,9.70436666666,13.6022,4.92573333333,6.53186666667,7.26006666667,15.3274666667,4.3388,7.73338666667,21.9818,9.00076666666
336.84,7.96673333333,9.86880000001,13.6415333333,4.93853333333,6.6104,7.1394,15.5139333333,4.3426,7.9026,22.0618666667,9.07143333335
337.21,8.05753333333,9.91893333333,13.6045333333,4.95193333334,6.73453333333,7.20926666666,15.6047333333,4.51873333333,7.97894666667,22.142,9.18106666666
337.57,7.88806666667,9.76543333333,13.3929333333,4.73566666667,6.50793333333,6.8932,15.4625333333,4.3434,7.75222666667,22.3113333333,9.02853333333
337.94,7.8718,9.74716666667,13.3793,4.7162,6.38103333333,6.8486,15.5215333333,4.3706,7.78574666667,22.2880666667,9.08476666667
338.31,7.94653333333,9.97003333335,13.5107333333,4.8544,6.55196666667,6.89393333333,15.7296,4.52333333333,7.95289333333,22.5698,9.13386666666
338.67,8.06053333333,10.1274,13.5784333333,4.90446666667,6.7065,7.02313333333,15.896,4.61566666667,8.13101333333,23.0087333333,9.25833333335
339.04,8.07833333333,10.1600333333,13.5699333333,4.71813333333,6.68936666667,6.95093333333,15.8306,4.63666666667,8.07122666667,23.0440666667,9.23266666668
339.40,7.95666666667,9.97539999999,13.4221666667,4.76726666667,6.5572,6.81473333333,15.8343333333,4.56806666667,8.03377333333,22.9900666667,9.16863333334
339.77,7.63953333333,9.65623333332,13.1515666667,4.55373333333,6.3276,6.58406666667,15.6308,4.41246666667,7.78446666667,22.8910666667,8.86900000001
340.14,7.27353333333,9.39983333335,13.0044666667,4.1978,6.0215,6.232,15.4988,4.0626,7.52465333333,22.6216,8.49053333333
340.50,7.2496,9.44136666667,13.1189,4.25266666667,6.08653333333,6.25933333333,15.4918666667,4.1318,7.53397333333,22.603,8.49560000001
340.87,7.0312,9.34963333332,13.0543,4.18526666667,6.0328,6.21886666667,15.4657333333,4.0012,7.39817333333,22.5899333333,8.49576666667
341.23,6.8244,9.28086666667,13.0544333333,4.11506666667,5.9052,6.07246666667,15.3484666667,3.8264,7.19232,22.6094,8.35590000001
341.60,6.79006666667,9.36526666666,13.1663,4.156,6.03673333333,6.2454,15.5421333333,3.96253333333,7.34654666667,22.5563333333,8.47793333334
341.96,6.98073333333,9.61513333333,13.5083333333,4.25526666667,6.30083333333,6.4436,15.8204666667,4.0246,7.48750666667,22.9994,8.6885
342.33,6.689,9.30043333334,13.2021,3.93213333334,5.94213333333,6.23266666667,15.5182666666,3.76273333333,7.15054666667,22.8128,8.42410000001
342.70,6.62266666667,9.26759999999,13.2127,3.93833333333,5.91056666667,6.16493333333,15.5708,3.66746666667,7.10938666667,22.7885333333,8.44993333333
343.06,6.79193333333,9.40620000001,13.3828,4.19486666667,6.0389,6.3712,15.8231333333,3.808,7.28737333333,23.0395333333,8.65563333334
343.43,6.75913333333,9.44286666667,13.447,4.0586,6.01603333333,6.38753333333,16.0106666667,3.64093333333,7.2872,23.3190666667,8.63119999999
343.79,6.83386666667,9.49013333333,13.4464,4.0802,5.92943333333,6.4266,16.1322666667,3.60146666667,7.31142666667,23.1574666666,8.66496666667
344.16,7.38413333333,10.0469666667,14.0067666667,4.6382,6.48176666667,6.9632,16.6386666667,4.26653333333,7.83852,23.8457333333,9.19269999999
344.52,7.56753333333,10.2013666667,14.1225333333,4.70053333334,6.5727,6.95006666667,16.863,4.32326666667,7.94897333333,23.8968666667,9.29556666668
344.89,7.81026666667,10.3181666667,14.2814333333,4.83946666667,6.6766,7.06546666666,17.0934666666,4.46033333333,8.17764,24.0222,9.33186666667
345.25,7.9558,10.4030333333,14.4712666667,4.9842,6.78283333333,7.13973333333,17.2949333333,4.5632,8.35440000001,24.2722666667,9.49110000001
345.62,8.1512,10.5678666667,14.6918666667,5.12906666667,6.9853,7.27,17.4828,4.62726666667,8.40853333333,24.5918,9.5466
345.99,8.08133333333,10.5897333333,14.6743,5.105,6.9754,7.1626,17.4523333333,4.5466,8.35414666667,24.588,9.49513333333
346.35,8.3956,10.8436666667,14.9944666667,5.41586666667,7.36253333334,7.40226666667,17.8616,4.76953333333,8.7654,24.8657333333,9.74493333333
346.72,8.61806666667,11.0305666667,15.2203333333,5.57693333333,7.52096666667,7.64173333333,18.0691333333,4.93866666667,8.93048000001,25.0454,9.95530000001
347.08,8.294,10.8031666667,15.0249333333,5.242,7.22626666667,7.35473333333,17.9401333333,4.60686666667,8.68735999999,24.8659333334,9.57803333333
347.45,8.248,10.7698333333,14.9194666667,5.16553333333,7.11973333333,7.14786666666,17.7436666667,4.5402,8.58626666667,24.6075333333,9.42003333333
347.81,8.18726666666,10.7627666667,14.9324333333,5.1492,7.0889,6.98033333333,17.6816,4.41153333333,8.53570666667,24.7026666667,9.28906666666
348.18,8.24673333334,10.7466666667,15.0249333333,5.13233333333,7.15456666667,7.01046666667,17.7817333333,4.32773333333,8.52744000001,24.7986666667,9.30286666667
348.54,8.14266666667,10.7013333333,15.0427666667,5.13046666667,7.14743333333,6.98886666667,17.6471333333,4.29893333333,8.50025333333,25.036,9.19683333333
348.91,8.20593333333,10.8262666667,15.2099333333,5.26173333333,7.25736666667,7.18306666667,17.7908,4.44286666667,8.54621333333,25.2602,9.3202
349.27,8.18053333334,10.84,15.1566333333,5.14946666667,7.227,7.158,17.7320666667,4.42286666667,8.55486666667,25.1235333333,9.08026666666
349.64,8.14366666667,10.8323,15.2120333333,5.2346,7.30183333333,7.089,17.6955333333,4.45533333333,8.673,25.1080666667,9.13346666667
350.00,7.96646666667,10.6522333333,15.0837666667,5.0558,7.09636666667,6.98246666667,17.5885333333,4.31253333333,8.49850666667,24.9426,8.88836666667
350.37,8.0838,10.8423333333,15.3291333333,5.19286666667,7.19086666667,7.18313333333,17.5578666667,4.46853333333,8.52406666666,25.0197333333,8.97263333333
350.73,8.03913333333,10.8149666667,15.3757,5.16713333333,7.19216666667,7.07913333333,17.6439333333,4.39373333333,8.49234666667,25.2092666667,8.91379999999
351.10,8.1794,10.9311333333,15.5278,5.32486666667,7.33513333333,7.15166666666,17.7627333333,4.53646666667,8.57492,25.3435333333,9.03909999999
351.46,8.21440000001,10.9139333333,15.7358,5.32146666667,7.37713333333,7.19606666667,17.8716,4.5956,8.53113333333,25.5398666667,9.03036666667
351.83,8.20713333333,10.9652666667,15.8228,5.25993333333,7.39983333333,7.27633333333,17.9252666667,4.6702,8.50391999999,25.7358,9.04636666667
352.19,7.85406666667,10.6997,15.6051,4.94293333333,7.1003,6.94406666667,17.6801333333,4.38506666667,8.25944,25.5876,8.65030000001
352.55,7.9594,10.8778333333,15.7602,5.0844,7.27076666667,7.04373333333,17.9713333333,4.49486666667,8.42209333334,25.7133333333,8.79269999999
352.92,8.0086,10.9609666667,15.9943,5.0928,7.38803333333,7.04653333333,18.1094666666,4.52286666667,8.49217333334,26.0002666667,8.75160000001
353.28,7.9638,10.9945,16.0511,5.10613333333,7.38183333333,6.9842,18.1936,4.41393333333,8.43512000001,26.1993333333,8.77613333334
353.65,7.78206666667,10.8895333333,15.9054333333,4.87413333333,7.16576666667,6.7884,18.1734666667,4.24153333333,8.24538666667,26.2404666667,8.50673333334
354.01,7.89273333333,10.9755,15.9886333333,4.9348,7.2973,6.8478,18.296,4.34453333333,8.40854666666,26.4342666667,8.56070000001
354.38,7.69566666667,10.8287666667,15.7424,4.79806666667,7.07793333333,6.5684,18.2932666667,4.1246,8.24797333333,26.4311333333,8.34373333333
354.74,7.5536,10.7148666667,15.6429,4.6872,6.9592,6.42846666667,18.1480666667,4.0296,8.15830666666,26.3080666667,8.10143333334
355.11,7.64946666667,10.8459666667,15.8784666667,4.75526666667,7.08373333333,6.4748,18.3151333333,4.09946666667,8.25025333334,26.5721333333,8.29096666666
355.47,7.57946666667,10.9601333333,15.8013,4.78713333333,7.07306666667,6.43006666667,18.2595333333,4.05286666667,8.26713333333,26.526,8.35230000001
355.83,7.6418,11.0394,15.9898,4.89753333333,7.16746666667,6.484,18.4412,4.07953333333,8.37616,26.7103333333,8.51863333333
356.20,7.92893333333,11.2895,16.2442,5.16793333333,7.4224,6.7622,18.7223333333,4.28026666667,8.56658666667,26.8938666667,8.79070000001
356.56,8.12553333333,11.4089,16.3958666667,5.33326666667,7.55286666667,6.95266666667,18.8612,4.4132,8.72753333333,26.9741333333,8.90246666666
356.93,8.27226666667,11.4274,16.4233,5.44726666667,7.6379,6.96506666667,18.9688,4.4766,8.80549333333,26.9997333333,9.02759999999
357.29,8.40546666667,11.5402666667,16.5051333333,5.54706666666,7.69216666667,7.04306666667,19.0466666667,4.60586666667,8.89222666666,27.0053333333,9.10263333333
357.66,8.50879999999,11.5972666667,16.5918333333,5.6342,7.72963333333,7.07873333333,19.1424,4.682,8.94442666666,26.9794,9.21123333333
358.02,8.50940000001,11.7125,16.7009666667,5.72346666667,7.74723333333,7.06306666667,19.2378,4.65353333333,8.93054666667,27.0986666667,9.18993333333
358.38,8.60840000001,11.8326,16.9196333334,5.772,7.83533333333,7.09646666666,19.3898,4.72873333333,9.06284,27.2651333333,9.28153333334
358.75,8.60966666666,11.8962,16.9734666667,5.80706666667,7.81873333334,7.10613333333,19.5522666667,4.70413333333,9.09096000001,27.396,9.31406666667
359.11,8.72286666666,12.0518,17.0206,5.90213333333,7.88273333333,7.20633333333,19.6465333333,4.747,9.18387999999,27.4876,9.29763333334
359.48,8.96939999999,12.2479,17.3439666667,6.09026666667,8.09516666667,7.4124,20.0232666667,4.92406666667,9.33818666666,27.9149333333,9.40740000001
359.84,9.01966666667,12.2560333333,17.2760333334,6.09906666667,8.10343333333,7.40346666667,20.0214,4.9628,9.37543999999,27.8127333333,9.31406666666
360.20,9.05993333333,12.3583333333,17.3731,6.11406666667,8.13853333333,7.38006666667,20.1197333333,5.0264,9.44896000001,27.9659333333,9.38846666667
360.57,8.8104,12.2574666667,17.2278,5.84706666667,7.88573333333,7.07286666667,20.0121333333,4.8154,9.16306666667,27.9512,9.17696666666
360.93,8.63333333334,12.2184666667,17.1375,5.713,7.68643333333,6.91293333333,19.9336666667,4.69106666667,9.03437333333,27.8963333333,8.99086666666
361.29,8.65646666666,12.2975666667,17.3098333333,5.6922,7.7208,6.9034,20.0796666667,4.6786,9.02402666667,28.0702,9.02643333333
361.66,8.82993333334,12.4940666667,17.5104333333,5.83966666667,7.87813333333,7.0522,20.2178,4.78046666667,9.15686666666,28.2959333333,9.11290000001
362.02,8.78133333333,12.4699,17.5546,5.79686666667,7.84326666667,6.99406666667,20.2774666667,4.73786666667,9.12993333334,28.3008666667,9.06599999999
362.39,8.71186666667,12.3998333333,17.4974666667,5.73913333333,7.83503333333,6.93493333333,20.1855333333,4.6446,9.02869333334,28.2654,8.97683333333
362.75,8.81613333334,12.5387666667,17.5981,5.80593333333,7.9389,7.017,20.3189333333,4.75946666667,9.12472,28.3548,9.03896666667
363.11,8.79393333333,12.5787666667,17.6798666667,5.8398,7.98563333333,7.00226666667,20.4523333333,4.8006,9.19712,28.4611333333,9.04796666667
363.48,8.66079999999,12.5077666667,17.5714666667,5.755,7.84976666667,6.84906666666,20.314,4.695,9.15414666667,28.3399333333,8.96649999999
363.84,8.69433333333,12.6253,17.7499333333,5.779,7.9068,6.8924,20.5192,4.7172,9.17535999999,28.5276666667,9.0851
364.20,8.586,12.5293,17.7197333333,5.71953333333,7.8015,6.81666666667,20.4422,4.60506666667,9.07319999999,28.4283333333,8.95786666667
364.57,8.68619999999,12.6474,17.9267333333,5.88006666667,7.9572,6.8992,20.5174666667,4.65806666667,9.21362666666,28.5608,9.05876666667
364.93,8.85326666667,12.8311,18.1024,5.98066666666,8.1395,7.00713333333,20.7390666667,4.7484,9.37401333333,28.7828,9.18193333334
