wavelength,Back_SalOref,Belly_SalOref,Breast_SalOref,Crissum_SalOref,Crown_SalOref,DorTail_SalOref,Patch10_SalOref,Patch11_SalOref,Rump_SalOref,Throat_SalOref,WingTip_SalOref
187.91,-132.5,-198.125,41.6666666666,-9.99999999994,-17.0833333334,-32.9166666667,-18.3333333332,-150.833333333,-96.0,-132.5,6.0416666668
188.29,-22.0634666667,-37.9365999999,49.2857666667,26.9841999999,25.2381666667,16.0316666667,21.4286,-33.3333999999,-9.93649333334,-21.5872666667,40.7937000001
188.67,1.50226666666,-1.83089999999,42.3944333333,29.0142666667,35.5868666667,30.0469333333,29.014,-2.72300000002,12.20648,5.07046666674,46.1031
189.05,16.1798,13.0710333333,43.1835666667,35.8052,43.7827333333,40.2996,39.4757333333,10.7863333333,20.5692133333,20.9738000001,52.8839
189.43,6.74066666666,5.55560000001,35.2222666667,25.6297333333,34.1110666667,30.7406666667,31.1112666667,1.70373333332,14.0444666667,15.1852000001,47.4814666667
189.81,3.57893333333,3.5087,25.9299333333,20.7719333333,32.1755666667,30.6666,27.1579333333,1.33346666666,5.69825333332,7.08766666674,39.9649333333
190.19,-3.48146666668,-7.48143333334,17.8518333333,11.0371333333,29.852,25.5556,19.1852666667,-7.11113333332,-6.14817333331,0.592599999994,32.0741
190.57,3.9716,0.95733333332,26.3475,14.8227333333,32.0922333333,29.9290666667,22.4112666667,1.84406666666,4.46804000001,7.5177333334,36.3476
190.95,2.05679999999,0.8865,27.3759333333,14.539,31.8794,30.0000666667,24.6808666667,4.82266666668,8.8228,12.1278000001,36.1348333333
191.33,10.4402,6.91833333334,30.5974333333,14.6541333333,31.6665666667,30.566,26.7924666667,11.6352666667,16.1760666667,17.1068000001,36.8553666667
191.71,25.0666666667,21.9466666667,40.4,27.0933333333,42.8266666667,39.9466666667,39.4666666667,24.1066666667,28.064,29.5466666667,44.16
192.09,32.9066666667,33.36,49.4133333333,35.8933333333,53.2266666667,50.1333333333,51.0933333333,33.6,34.0266666667,39.8933333334,53.8133333333
192.47,22.3637333333,24.9394,41.9696666666,26.6666,43.5152333333,41.697,46.9696666667,23.0302666667,22.2788533333,30.1213333333,45.9697666667
192.85,21.0526666667,18.6317,44.2455999999,27.3683333333,40.7718666667,40.8422,47.2281333333,21.2632,19.70528,32.2808,46.1401666667
193.23,12.6016,15.1625666667,44.3902000001,26.1788666667,37.8862666667,37.8047333333,43.1708,16.5853333333,12.66664,23.2521333334,42.5608666667
193.61,26.7460666667,26.2304999999,54.7222666667,39.2063333333,51.0318333334,48.7302,50.4763333333,30.7144,22.2064133333,35.7143333333,51.6269333333
193.99,28.2667333334,24.5777666667,58.9778999999,35.7333333333,51.5999666667,48.1778,50.8446,32.3555333333,24.7645466667,38.5777333334,52.7554666667
194.37,39.7261333333,42.2376333333,71.5069,43.9269333333,59.2238333333,61.5524666667,62.9222,45.2055333333,34.5388133333,47.854,66.4383666667
194.75,47.3528666668,48.1373333334,78.4313000001,50.098,66.7647666667,69.4117333333,81.0785333333,51.6666,36.5882533333,56.8629333333,77.7450333334
195.13,49.3826666668,52.2839000001,84.7532000001,51.2346,71.0493666667,77.9010666667,93.8272666667,53.7036666667,27.4074933333,54.6914000001,90.3086666667
195.51,50.6172666666,64.4444666666,88.2097000001,58.5185333333,83.5184666667,90.4938666666,105.8024,57.1606,29.25932,54.6913333333,102.592533333
195.89,35.7723999999,55.0405666665,87.2357666667,50.4065333334,84.4714666667,95.7723999999,115.122133333,55.1218,14.1788933334,39.6748666667,102.439066667
196.27,47.1796000001,56.4103333333,88.5470333333,62.0513333333,95.4701333332,109.7436,117.6068,60.6838,27.24792,42.9058,111.3675
196.65,68.6869333333,64.4444000001,101.4139,82.0201333335,123.6363,144.242533333,129.495,72.7272666667,36.1616266666,64.4446,134.343433333
197.03,80.3418666669,72.0513666668,94.1880999999,87.0085333334,119.829033333,141.8802,130.2564,78.9742666667,36.17092,65.9829333334,124.7008
197.40,79.9999333335,68.3606666666,81.9126,80.0001333333,102.677533333,116.174866667,109.726866667,77.0491333334,51.3661066667,70.9288000001,104.0985
