wavelength,Back_IncPulm,Belly_IncPulm,Breast_IncPulm,Crissum_IncPulm,Crown_IncPulm,DorTail_IncPulm,Patch10_IncPulm,Patch11_IncPulm,Rump_IncPulm,Throat_IncPulm,WingTip_IncPulm
556.82,10.5732,42.8237333333,19.842,28.4128666667,11.7501333333,6.661,11.9364666667,35.7297333333,13.0544,4.29033333333,10.873
557.16,10.6336,42.8947333333,19.8970666667,28.4673333333,11.7712,6.70633333333,12.0056,35.7735333333,13.0982,4.323,10.9254666667
557.50,10.6384,42.9179333333,19.8972666667,28.4962666667,11.7646666667,6.7108,12.0520666667,35.7697333333,13.1103333333,4.34013333333,10.9204
557.85,10.7214666667,43.0282,19.9508,28.5802666667,11.8254666667,6.75993333333,12.1240666667,35.8693333333,13.1664666667,4.37486666667,10.9646666667
558.19,10.6936666667,43.0377333334,19.9196,28.5807333333,11.8007333333,6.72873333334,12.1213333333,35.8310666667,13.1299333333,4.34333333333,10.9284666667
558.53,10.7051333333,43.0911333333,19.9101333333,28.6159333333,11.7902666667,6.70866666667,12.1378,35.8515333333,13.1228666667,4.30926666667,10.9164666667
558.87,10.7073333333,43.1208,19.9102666667,28.6318666667,11.7799333333,6.69746666667,12.1585333333,35.8602,13.1263333333,4.2868,10.9190666667
559.21,10.6984,43.128,19.8911333333,28.6187333333,11.7762,6.6636,12.1776666667,35.8428,13.0887333333,4.2614,10.8829333333
559.55,10.7342666667,43.1808,19.9247333333,28.6716,11.7991333333,6.6962,12.2208,35.8548666667,13.1164666667,4.29046666667,10.9182666667
559.89,10.7198,43.2097333333,19.9114,28.6906666667,11.8102,6.69226666667,12.2468666667,35.868,13.1136666667,4.29166666667,10.9236666667
560.23,10.7711333333,43.2942,19.9526,28.7562666667,11.8472,6.716,12.3150666667,35.9178666667,13.1602666667,4.30606666667,10.9450666667
560.58,10.7760666667,43.3508,19.9715333333,28.7981333333,11.8622,6.70646666667,12.3406666667,35.9235333333,13.1670666667,4.29926666667,10.9582666667
560.92,10.7726,43.3718,19.9362,28.8146,11.8628666666,6.68453333333,12.3431333333,35.9174666667,13.1585333333,4.27593333334,10.9351333333
561.26,10.762,43.4150666667,19.9046,28.7966,11.8498,6.636,12.3056,35.9242666667,13.1144,4.218,10.8916
561.60,10.7044666667,43.353,19.8512,28.7278666667,11.8182666667,6.57686666667,12.2641333334,35.8288666667,13.0586666667,4.17306666666,10.8499333333
561.94,10.7682,43.4308,19.8944,28.7870666667,11.855,6.61533333333,12.3341333333,35.8836,13.0985333333,4.20873333333,10.9091333333
562.28,10.8196666667,43.4722666667,19.9446,28.8266,11.9256,6.685,12.4060666667,35.9042,13.1454666666,4.27486666667,10.9851333333
562.62,10.8410666667,43.5246,19.9836666667,28.8770666667,11.9636666667,6.71213333333,12.4512666667,35.9259333333,13.1794666667,4.30026666667,11.0118
562.96,10.8963333333,43.5761333333,20.0221333333,28.9236,12.0111333333,6.74913333333,12.5066666667,35.9693333333,13.2272666666,4.3308,11.0596666667
563.30,10.8811333333,43.5846,19.9814666667,28.9015333333,11.9926,6.7242,12.5156666667,35.9675333334,13.2154666667,4.30246666667,11.0298
563.64,10.8961333333,43.6647333333,19.9998,28.9504,12.0137333333,6.71473333333,12.5550666667,36.0122666667,13.2357333333,4.28866666667,11.0502
563.99,10.8573333333,43.6448,19.9491333333,28.9204,11.974,6.65046666667,12.5215333333,35.9693333333,13.1746,4.2388,11.0062666667
564.33,10.8554,43.6428666667,19.9337333333,28.9212666667,11.9585333333,6.6338,12.5355333333,35.946,13.1734,4.22293333333,10.9877333333
564.67,10.8696666667,43.6706,19.9744666667,28.9649333333,11.99,6.64873333333,12.585,35.9808,13.1854,4.23613333333,11.0176666667
565.01,10.8881333333,43.7099333333,19.9937333333,29.0318666667,12.0200666667,6.66653333333,12.6301333333,35.9852,13.2196666667,4.24893333333,11.0639333333
565.35,10.9116,43.8012666667,20.0221333333,29.1010666667,12.0266666667,6.69253333333,12.6921333333,36.0386666666,13.2360666667,4.24933333333,11.076
565.69,10.9107333333,43.8308,20.0138,29.1140666667,12.022,6.67886666667,12.7004666667,36.056,13.2414,4.2344,11.0638
566.03,10.8743333333,43.8036666666,19.9402,29.0904666667,11.9652666667,6.62226666667,12.6835333333,36.0134666667,13.2100666667,4.18673333333,11.0252
566.37,10.8804666667,43.8215333333,19.9184,29.0754,11.947,6.60746666667,12.6942666667,36.0057333333,13.1962,4.1656,11.0108666667
566.71,10.8496666667,43.7997333333,19.8695333333,29.0588,11.9176666667,6.5768,12.6814,35.952,13.1645333333,4.136,10.9881333333
567.05,10.8636,43.8517333333,19.8863333333,29.1094,11.9264,6.5756,12.7108,35.9970666667,13.1814666667,4.14,11.0154
567.39,10.8994,43.8734,19.8964,29.1440666667,11.9293333333,6.58726666667,12.7416666667,36.0016,13.1950666667,4.1592,11.0376666666
567.73,10.9342666667,43.8794666666,19.9250666667,29.1708,11.9566666667,6.62846666667,12.8022666667,36.0009333333,13.2395333333,4.1884,11.0704666667
568.07,10.9455333333,43.8884,19.9041333333,29.1664,11.9513333334,6.62373333333,12.8333333333,35.9827333333,13.2355333334,4.1932,11.0791333333
568.41,10.9551333333,43.8771333333,19.8633333333,29.1486666667,11.9148666667,6.6092,12.8374,35.9303333333,13.2151333333,4.1734,11.0654666667
568.75,10.9675333333,43.8405333333,19.8695333333,29.1262,11.9109333333,6.61766666667,12.8744,35.9193333333,13.2254666667,4.1858,11.0616666667
569.09,10.9886666667,43.875,19.8693333333,29.1625333333,11.9370666667,6.62846666667,12.9204666667,35.9267333333,13.2478,4.20233333333,11.0768666667
569.43,10.9944666667,43.8725333333,19.8612666667,29.1663333333,11.9457333333,6.6276,12.9576666667,35.8868,13.2392666667,4.18926666667,11.0816
569.77,11.0213333333,43.9154,19.9075333333,29.1888,11.9882666667,6.66413333333,13.0186666667,35.9083333333,13.2637333333,4.21753333333,11.0981333333
570.11,11.038,43.9268666667,19.9231333333,29.2092,12.0180666667,6.686,13.0697333333,35.8943333333,13.2854666667,4.236,11.1218
570.45,11.0735333333,44.0047333333,19.9710666667,29.266,12.0651333333,6.72533333333,13.1552,35.9744666667,13.3289333333,4.2576,11.1457333333
570.79,11.0829333333,44.0428,19.9798666667,29.2753333333,12.0795333333,6.7212,13.1817333334,35.9916,13.3262666667,4.2518,11.1322
571.13,11.1012666667,44.0618,19.9930666667,29.2845333333,12.0997333333,6.74253333333,13.2241333333,35.9994,13.3430666667,4.2752,11.1353333333
571.47,11.1194,44.1358666667,20.0050666667,29.3299333333,12.1332666667,6.7492,13.2659333333,36.0378666667,13.3505333333,4.29173333333,11.1547333333
571.81,11.1412666667,44.1843333333,20.0310666667,29.3770666667,12.1764,6.77813333333,13.3039333333,36.0653333333,13.3742666667,4.3138,11.1726666666
572.15,11.1570666667,44.2358666667,20.0576,29.4051333334,12.1989333333,6.76746666667,13.3362,36.0704,13.3784,4.31146666667,11.1693333333
572.49,11.1593333333,44.302,20.0595333333,29.4368666667,12.2117333333,6.76086666667,13.3532666667,36.1004,13.3766666667,4.2962,11.1702666667
572.83,11.1756,44.2656,20.0441333333,29.4324,12.2036666667,6.75566666667,13.364,36.0614,13.381,4.29553333333,11.1752
573.17,11.1978666667,44.2812,20.0514666667,29.4695333333,12.2316666667,6.77073333333,13.4132666667,36.0785333333,13.3966,4.32313333333,11.2016
573.51,11.2165333333,44.3337333333,20.0668666667,29.5178666667,12.2420666667,6.76453333333,13.4493333333,36.1164666667,13.4063333333,4.30853333333,11.2022
573.85,11.2501333333,44.3843333333,20.0736,29.5767333333,12.2619333333,6.77453333333,13.475,36.1370666667,13.4088666667,4.31626666667,11.2076666667
574.19,11.2616,44.3944,20.0772,29.599,12.2608,6.7698,13.4778666667,36.0952666667,13.4142666667,4.31073333333,11.2104
574.53,11.2828,44.389,20.0899333333,29.6244,12.2734,6.78593333333,13.5213333333,36.0634,13.4240666667,4.3188,11.2278
574.87,11.2760666667,44.3933333333,20.0928,29.6424,12.2833333333,6.7764,13.5468666666,36.0438,13.4150666667,4.3064,11.2291333333
575.21,11.2629333333,44.3709333333,20.0646666667,29.6272,12.2498666667,6.7622,13.5553333333,35.9844666667,13.3942,4.2892,11.2126666667
575.55,11.2868,44.411,20.0662666667,29.6474666667,12.2466,6.7464,13.5859333333,35.9895333333,13.3814,4.27226666667,11.2134666667
575.89,11.3098,44.4554,20.0978,29.7176,12.2694,6.7802,13.6453333333,36.0335333333,13.4169333333,4.29033333334,11.2615333333
576.22,11.3557333333,44.5114,20.1245333333,29.8005333333,12.3048,6.80753333333,13.7161333333,36.0482666667,13.4559333334,4.32773333333,11.2994
576.56,11.3722666667,44.5805333333,20.1413333333,29.8320666667,12.3389333333,6.81386666667,13.7616666667,36.0728,13.4658666667,4.33573333333,11.3024666667
576.90,11.3865333333,44.6452666667,20.1559333333,29.8625333333,12.3439333333,6.80106666667,13.7698,36.0732,13.4638,4.3196,11.2854
577.24,11.3892666666,44.6570666667,20.1496666667,29.8904666667,12.3388666667,6.8064,13.7821333333,36.0550666667,13.4646,4.32406666667,11.2914
577.58,11.3948666667,44.7131333333,20.1586,29.9384666667,12.3439333333,6.80266666667,13.8287333333,36.0812,13.4853333333,4.31,11.2995333333
577.92,11.3908,44.7554,20.1434666667,29.9716,12.3504666667,6.7902,13.8573333333,36.1103333333,13.4690666667,4.30386666667,11.2892666667
578.26,11.4206666667,44.8060666667,20.144,30.0051333333,12.3648,6.80726666667,13.8818666667,36.1213333333,13.493,4.3138,11.2942666667
578.60,11.4588666667,44.8711333333,20.1448666667,30.0751333333,12.3822666667,6.8208,13.9312,36.1516,13.5042,4.31066666667,11.3094666667
578.94,11.5177333333,44.9663333333,20.2201333333,30.1789333333,12.4355333333,6.8636,14.0072666667,36.2441333333,13.5794666667,4.3512,11.3614666667
579.28,11.5339333333,44.9963333333,20.2427333333,30.2226,12.4512,6.89973333333,14.0638666667,36.2524,13.6238,4.3746,11.3922666667
579.61,11.5327333334,45.0154,20.2166666666,30.2303333333,12.4586,6.89,14.0632,36.253,13.6087333334,4.368,11.3685333333
579.95,11.5202666667,45.0048666667,20.2117333333,30.2280666667,12.4262,6.87506666667,14.0672666667,36.2184,13.5616,4.32506666667,11.3487333333
580.29,11.507,44.9961333333,20.2142666667,30.2504,12.4050666667,6.853,14.0841333334,36.1912,13.5465333333,4.30526666667,11.333
580.63,11.5250666666,45.0350666667,20.2408666667,30.2854,12.416,6.8638,14.1172666667,36.2218,13.5615333333,4.3126,11.3490666667
580.97,11.5384666667,45.0762666667,20.2316,30.3168,12.4279333333,6.8494,14.1554,36.2259333333,13.5430666667,4.29653333333,11.3316
581.31,11.5176,45.0108,20.2175333333,30.2930666667,12.4006,6.81606666667,14.1539333333,36.1877333333,13.5058,4.28246666667,11.3026666667
581.65,11.5938,45.0689333334,20.2827333333,30.3592,12.4465333333,6.8564,14.2303333333,36.2010666667,13.5687333333,4.3332,11.3476
581.98,11.6434,45.1646666667,20.3444666667,30.4572666667,12.5128,6.89733333333,14.3207333334,36.2663333334,13.6309333333,4.3792,11.4135333333
582.32,11.6690666667,45.1984666666,20.3825333333,30.4941333333,12.5506666667,6.93686666667,14.3692666667,36.2988666667,13.6893333333,4.42506666667,11.4571333333
582.66,11.6747333333,45.2338666667,20.3611333333,30.5205333333,12.5632666667,6.93046666667,14.3992,36.2992,13.6839333333,4.40393333334,11.4484
583.00,11.6585333334,45.2763333333,20.3444666667,30.5542,12.5502,6.897,14.4073333333,36.3248,13.6736666667,4.3746,11.4170666666
583.34,11.7064666667,45.3091333333,20.3993333333,30.6042666667,12.6088666667,6.94513333333,14.4969333333,36.3336666667,13.7294,4.41426666667,11.4667333333
583.68,11.7639333334,45.3386,20.3984666667,30.6376666667,12.6605333334,6.97433333333,14.5516666667,36.339,13.7758666667,4.45286666667,11.4951333333
584.01,11.7804666667,45.3666,20.393,30.6594666667,12.6734666667,6.9816,14.5876666667,36.3546666666,13.7820666667,4.44973333333,11.5215333333
584.35,11.7724,45.3371333333,20.3596,30.6728,12.6484666667,6.96786666666,14.6243333333,36.3310666667,13.7648,4.4098,11.5020666667
584.69,11.7952666667,45.3767333333,20.3938666667,30.7057333333,12.6766666667,6.968,14.657,36.3088,13.7975333333,4.43273333333,11.5431333333
585.03,11.8372,45.4324666667,20.4187333333,30.7610666667,12.721,7.01053333333,14.7302,36.3272,13.8207333334,4.4666,11.5697333333
585.37,11.853,45.4517333333,20.4329333333,30.775,12.7298666667,7.022,14.7737333333,36.3318666667,13.8372,4.47386666667,11.5978666667
585.70,11.8407333333,45.4534666667,20.4012,30.7575333333,12.7032,6.99766666667,14.7839333333,36.2953333333,13.7991333333,4.44806666667,11.594
586.04,11.8657333333,45.4745333333,20.42,30.7902666667,12.7206666667,6.98746666667,14.8182666667,36.3195333333,13.7946,4.43293333333,11.5885333333
586.38,11.8729333333,45.4240666667,20.4190666667,30.7759333333,12.7292666667,7.0026,14.8488666667,36.2882666667,13.7947333333,4.43746666667,11.613
586.72,12.0136666667,45.554,20.5428,30.8983333333,12.8738,7.1274,15.0312,36.3604666667,13.9204666667,4.5412,11.7526
587.06,11.9463333333,45.5545333333,20.4806666667,30.8738,12.7967333333,7.0776,14.9922,36.3494666667,13.8639333333,4.48646666666,11.6900666666
587.39,11.9369333333,45.61,20.4746666667,30.9048666667,12.7948,7.06226666667,15.0304,36.391,13.8697333333,4.4792,11.6796666667
587.73,11.9787333334,45.6516666667,20.5098666667,30.9212,12.8172,7.0848,15.0884666667,36.4308,13.8996666667,4.4908,11.6960666667
588.07,12.0277333333,45.7088,20.5393333333,30.9693333333,12.8716,7.1236,15.1478666667,36.4645333333,13.957,4.53973333333,11.7527333333
588.41,12.027,45.7559333333,20.533,30.9926666667,12.8583333333,7.1334,15.1804666667,36.5052,13.9432,4.52346666667,11.7424666666
588.74,12.0043333333,45.7562666667,20.4980666667,30.9626666667,12.8468666667,7.10153333333,15.1648,36.4904,13.9444,4.47413333333,11.7475333333
589.08,11.9613333333,45.7180666667,20.4446,30.9318,12.8172666667,7.07533333333,15.1632,36.4615333333,13.8877333333,4.4296,11.6951333333
589.42,12.0069333333,45.7859333333,20.4992666667,31.004,12.8714,7.1176,15.2230666666,36.5332666667,13.9161333333,4.456,11.7335333333
589.76,11.9763333333,45.7524,20.4502,30.9629333333,12.8189333333,7.0884,15.2205333333,36.4814666667,13.8926666667,4.42646666666,11.7098666667
590.09,12.0044666667,45.8667333333,20.4804,31.0085333333,12.8311333333,7.08166666667,15.2817333333,36.5588,13.9023333333,4.4014,11.728
590.43,11.883,45.724,20.3412,30.8845333333,12.7132,6.97206666667,15.1516666667,36.4524666667,13.782,4.31173333333,11.606
590.77,11.9466,45.8208,20.4006666667,30.9716,12.7732666667,6.99526666667,15.2462,36.5392666667,13.8178666667,4.3312,11.6571333333
591.11,11.9599333333,45.8766,20.4414666667,31.0082,12.7984666667,7.00493333333,15.2950666667,36.5676,13.8284666667,4.32386666667,11.6862
591.44,11.952,45.8852,20.4230666667,31.0302,12.8221333333,7.01886666667,15.3146666667,36.5426666667,13.8186,4.32506666667,11.6937333333
591.78,11.9272666666,45.841,20.4082666667,30.9637333333,12.8075333333,6.9908,15.2968666667,36.4797333333,13.7880666667,4.3096,11.6510666667
592.12,11.9378666667,45.8428,20.4176666667,30.9654666667,12.812,7.00693333333,15.335,36.4535333333,13.8128666666,4.32006666667,11.6551333333
592.46,11.978,45.857,20.4469333333,30.9962666667,12.8302666667,7.0258,15.3868,36.4403333333,13.8227333333,4.35166666667,11.6636666667
592.79,12.0318666667,45.9292,20.4908,31.0695333333,12.8825333333,7.04373333333,15.4503333333,36.494,13.8666,4.3866,11.7037333333
593.13,12.0384,45.9535333333,20.4895333334,31.0734,12.8952666667,7.0474,15.4759333333,36.4602666667,13.887,4.38546666667,11.6967333333
593.47,12.0934,46.0552666667,20.5491333333,31.1348,12.9595333333,7.08053333334,15.552,36.5052666667,13.9214666667,4.41413333333,11.7511333333
593.80,12.104,46.0566666667,20.5542,31.1758666667,12.9816666667,7.10153333333,15.584,36.4963333333,13.9211333333,4.455,11.7536666667
594.14,12.1658,46.1789333333,20.6212,31.2465333333,13.0361333333,7.13546666667,15.6741333333,36.5496666667,13.9676666667,4.46393333333,11.7965333333
594.48,12.1782666667,46.1446,20.5985333333,31.2056,13.0391333333,7.13026666667,15.6930666667,36.4680666667,13.9614666667,4.47346666666,11.7994666667
594.81,12.2009333333,46.1323333333,20.5741333333,31.18,13.0456,7.1436,15.7260666667,36.4451333333,13.9764,4.478,11.8066
595.15,12.211,46.1554,20.5832666667,31.191,13.0189333333,7.14606666667,15.7740666667,36.4518,13.9770666667,4.48626666667,11.8104
595.49,12.2494666667,46.2056,20.6158,31.2449333333,13.0552,7.19093333333,15.8487333334,36.5212,14.0262,4.52186666667,11.8612
595.82,12.2676,46.2323333333,20.6204666667,31.2718,13.0776666667,7.1944,15.8896666667,36.5667333333,14.0285333333,4.5068,11.8754
596.16,12.2932,46.3236666667,20.6283333333,31.3246,13.1053333333,7.23753333333,15.9602,36.6407333333,14.0591333333,4.5322,11.9286
596.50,12.2726,46.3351333333,20.603,31.3240666667,13.0813333333,7.23053333333,15.9656666667,36.6206,14.065,4.50493333333,11.9401333334
596.83,12.2607333333,46.3568,20.5852,31.3176,13.0674666667,7.2114,15.9884666666,36.6258666667,14.0378666667,4.47126666667,11.9233333333
597.17,12.2822666666,46.3978666667,20.5904,31.3591333333,13.0844,7.2338,16.029,36.663,14.0622666667,4.48913333333,11.9348
597.51,12.2858666667,46.3932666667,20.5682666667,31.353,13.0626,7.21346666667,16.0346,36.6386666667,14.0703333333,4.46973333333,11.9273333333
597.84,12.2981333333,46.375,20.58,31.3848666667,13.0758666667,7.225,16.0639333333,36.6468666667,14.0829333333,4.4878,11.9382666667
598.18,12.2978,46.3946,20.5762666667,31.4076,13.0612,7.22926666667,16.0935333333,36.6557333333,14.098,4.46993333333,11.9419333333
598.52,12.3494666667,46.4359333333,20.6121333333,31.4833333333,13.0866666667,7.25886666667,16.1522,36.6951333333,14.1494666667,4.5004,11.9912666667
598.85,12.3859333333,46.4615333333,20.604,31.5079333333,13.1212,7.256,16.1833333333,36.7040666667,14.1731333333,4.4896,11.9852666667
599.19,12.4017333333,46.5292666667,20.6086,31.5984666667,13.1383333333,7.27413333333,16.2501333333,36.7396,14.1712666667,4.4698,11.9874
599.53,12.4222666667,46.5206,20.5928,31.6319333333,13.1355333333,7.27933333333,16.2708666667,36.7044666667,14.1776,4.483,11.9908
599.86,12.444,46.5058666667,20.6094666667,31.6428666667,13.138,7.25973333334,16.3129333333,36.6897333333,14.1698,4.46593333333,11.9620666667
600.20,12.4752,46.5676666667,20.6252,31.7044,13.1791333333,7.26853333333,16.3546666667,36.7188,14.1648666667,4.45773333334,11.961
600.53,12.4912666667,46.5525333333,20.6411333333,31.7467333333,13.2086,7.27773333333,16.4124666667,36.7297333333,14.2030666667,4.47593333333,11.9692
600.87,12.4836,46.5469333333,20.6383333333,31.7468,13.2074666667,7.26213333333,16.4475333333,36.7024,14.1894,4.45673333333,11.9496666667
601.21,12.4992,46.5772,20.6668666667,31.7601333334,13.2406666667,7.2788,16.4946666667,36.7129333333,14.2001333333,4.4696,11.9621333333
601.54,12.4829333333,46.5538,20.6190666667,31.7066,13.2172666666,7.25066666667,16.491,36.6760666667,14.18,4.4276,11.9592
601.88,12.4992666667,46.5663333333,20.6176,31.6996666667,13.261,7.2584,16.5204,36.6778666667,14.1822666667,4.43993333333,11.9753333333
602.21,12.4704,46.6033333333,20.6064666667,31.6662666667,13.2551333333,7.2428,16.5372666667,36.6451333333,14.1344,4.40846666667,11.9293333333
602.55,12.4922,46.6560666667,20.6285333334,31.6876,13.2792,7.26753333333,16.6058,36.6786666667,14.1692,4.43146666667,11.9562
602.88,12.5102,46.7044666667,20.6316666667,31.6729333333,13.2731333333,7.24433333333,16.6348666667,36.6795333333,14.1715333333,4.41993333333,11.9746666667
603.22,12.5434,46.7848666667,20.6697333333,31.6669333333,13.3053333333,7.2796,16.7033333333,36.7214,14.2145333333,4.44166666667,11.9992
603.56,12.536,46.774,20.6536666667,31.6614,13.3068666667,7.25886666667,16.6963333334,36.7267333333,14.2142666666,4.42946666667,11.9814666667
603.89,12.5650666667,46.7387333334,20.6752,31.6430666667,13.3221333333,7.30193333333,16.7542,36.721,14.2397333333,4.47086666667,12.016
604.23,12.5994,46.8082666667,20.6999333333,31.6684666667,13.3176666667,7.31313333333,16.7792666667,36.7528666666,14.2590666666,4.49306666667,12.0524666667
604.56,12.5912666667,46.7788,20.6783333333,31.6795333333,13.3046,7.30626666667,16.7732,36.7328666667,14.2501333333,4.48506666666,12.0596
604.90,12.6679333333,46.8762666667,20.7255333333,31.7697333333,13.3670666667,7.35486666667,16.8514,36.8116,14.3038666667,4.5358,12.0945333333
605.23,12.7040666667,46.9303333333,20.7580666666,31.8321333333,13.3908,7.38153333333,16.9118,36.8832,14.3312666667,4.57866666667,12.1265333333
605.57,12.7191333334,46.9456,20.7805333333,31.8743333333,13.3803333333,7.37713333333,16.9558666667,36.9024,14.3350666667,4.58266666667,12.1220666667
605.90,12.711,46.9712666667,20.7856666667,31.909,13.3720666667,7.3692,16.9696666667,36.9472,14.3552666666,4.58926666667,12.1336666667
606.24,12.7646,47.0138,20.8356,31.9739333333,13.426,7.41533333333,17.0276,36.9831333333,14.39,4.63293333333,12.1927333333
606.58,12.8078666667,47.0385333333,20.8884,32.0114666667,13.4691333333,7.46826666667,17.0786,36.9955333333,14.4464,4.67886666667,12.2531333333
606.91,12.7820666667,47.0237333333,20.8668,32.0494,13.4630666667,7.4336,17.0955333333,36.98,14.4228,4.6646,12.2560666667
607.25,12.8027333334,47.0909333333,20.8829333333,32.0988666667,13.4707333333,7.46686666667,17.1692666667,37.0108,14.4624,4.67453333333,12.2976666667
607.58,12.7972,47.1280666667,20.8792,32.116,13.4549333333,7.43786666667,17.1874,37.0299333333,14.4482,4.6512,12.2937333333
607.92,12.8125333333,47.0505333333,20.8433333333,32.0885333333,13.4660666667,7.4502,17.2362,36.9818666666,14.4355333333,4.6606,12.2805333333
608.25,12.827,47.0309333333,20.8227333333,32.0719333333,13.4602,7.43133333333,17.2558666667,36.9546666666,14.4253333333,4.6466,12.2668
608.59,12.7668,46.9015333333,20.7558666667,31.9941333333,13.4119333334,7.3966,17.2178,36.8417333333,14.3588,4.59126666667,12.2191333333
608.92,12.7944,46.9271333333,20.7645333333,32.0594666667,13.4540666667,7.43906666667,17.2794,36.8309333334,14.3835333333,4.59406666667,12.2278666667
609.26,12.8061333333,46.9352666667,20.7457333333,32.1176,13.4612,7.45353333333,17.2927333333,36.8256,14.4039333333,4.6016,12.2502666667
609.59,12.8274,46.8535333333,20.7297333333,32.1311333333,13.4764666667,7.47113333333,17.3304666667,36.7966,14.4080666667,4.62193333333,12.2756666667
609.93,12.8057333333,46.8456666667,20.7047333333,32.1498666667,13.4496,7.448,17.3462666667,36.7896666666,14.3826,4.5944,12.2443333333
610.26,12.7368,46.7466,20.6134,32.1250666667,13.3876,7.39266666667,17.3155333333,36.7107333333,14.2994,4.55786666667,12.1606
610.60,12.7446,46.7368,20.6256666667,32.1772666667,13.4037333333,7.39446666667,17.3247333333,36.7311333333,14.3206,4.55946666667,12.1598
610.93,12.7564666667,46.7260666667,20.6378666666,32.2435333333,13.4376666667,7.39,17.3463333333,36.7345333334,14.3162,4.5704,12.1526666667
611.27,12.8137333333,46.7672,20.6612666667,32.3564,13.4744,7.4382,17.4117333333,36.7609333333,14.3724,4.60726666667,12.1819333333
611.60,12.7856666667,46.7557333333,20.6382666667,32.3871333333,13.4709333334,7.41566666667,17.4094666667,36.7386,14.3589333333,4.57773333333,12.1579333333
611.93,12.8348,46.7960666667,20.6640666667,32.4402666667,13.5132666667,7.4696,17.4952,36.7856666667,14.3855333333,4.614,12.1930666667
612.27,12.8693333333,46.883,20.6986,32.5208,13.5357333333,7.4918,17.5815333333,36.8675333333,14.4498,4.637,12.2249333334
612.60,12.8662,46.9133333333,20.7294666667,32.5519333333,13.5326,7.4612,17.6117333333,36.8966,14.4542,4.63366666666,12.2308666667
612.94,12.8774,46.9818,20.7382,32.5550666667,13.5321333333,7.4632,17.6504666667,36.9340666667,14.4638,4.62173333333,12.2289333333
613.27,12.8980666667,47.0840666667,20.75,32.5939333333,13.5360666667,7.4594,17.6801333333,36.9661333333,14.4563333333,4.59833333333,12.2136
613.61,12.8596666667,47.0768666667,20.7432666667,32.578,13.5146666667,7.41226666667,17.6728,36.9486,14.4534,4.56466666667,12.21
613.94,12.9326,47.1833333333,20.7972,32.6607333333,13.5930666667,7.45293333333,17.7556666667,37.0277333333,14.5132,4.57906666667,12.2812
614.28,13.0336,47.2098666667,20.8292,32.6878666667,13.6534,7.5414,17.8636666667,37.034,14.5452,4.6416,12.3546666666
614.61,13.0826666667,47.2895333333,20.8906,32.7181333333,13.6908666667,7.58246666667,17.9408666667,37.0602,14.6024666667,4.6864,12.4314666667
614.94,13.0609333333,47.2908666666,20.8684666667,32.6658666667,13.6850666667,7.54566666667,17.9554666667,37.0476666667,14.5734666667,4.6748,12.3978666667
615.28,13.1444,47.4242,20.9566666667,32.7606666667,13.7366666667,7.5952,18.0672,37.1598666667,14.6348,4.72053333333,12.4737333333
615.61,13.0793333333,47.4522666667,20.9309333333,32.7340666667,13.7069333333,7.54333333333,18.0658,37.12,14.6061333333,4.6638,12.4466
615.95,13.1049333333,47.5095333333,20.9712,32.7949333333,13.7593333333,7.56926666667,18.1116,37.1200666667,14.6033333333,4.67893333333,12.5065333334
616.28,13.1138,47.5409333333,20.9451333334,32.7820666667,13.7642,7.57026666667,18.1541333333,37.1052666667,14.5972,4.68173333333,12.5021333333
616.61,13.1469333333,47.5118,20.9738,32.7854666667,13.8206666667,7.6008,18.2089333333,37.0964,14.6122666667,4.71453333333,12.5270666667
616.95,13.1692666667,47.5133333334,20.9988,32.7916,13.8711333333,7.64553333333,18.2717333333,37.0775333333,14.6307333334,4.75826666667,12.5503333333
617.28,13.2864,47.6229333333,21.0664666667,32.9092666667,13.9614,7.7466,18.3916666666,37.1616,14.7153333333,4.8486,12.6430666667
617.62,13.2970666667,47.6667333333,21.0771333333,32.8922666667,13.9436,7.75126666667,18.4365333333,37.182,14.7140666667,4.84753333333,12.6289333333
617.95,13.2874666667,47.7430666667,21.0897333333,32.9448666667,13.9462,7.723,18.4764,37.2214,14.7234,4.83513333333,12.6166
618.28,13.2892666667,47.742,21.0728,32.9422,13.9442666667,7.72686666667,18.4984,37.2230666667,14.7126666667,4.81413333333,12.6108666667
618.62,13.2974666667,47.7917333333,21.0507333333,32.955,13.9739333333,7.7296,18.5414666667,37.2329333334,14.7200666667,4.80346666666,12.6280666667
618.95,13.2547333333,47.7186666667,20.9793333333,32.9086666667,13.9585333333,7.71986666667,18.4939333333,37.1654666667,14.6982,4.75866666667,12.5809333333
619.28,13.3286666667,47.7521333333,21.0341333333,33.0022666667,13.9929333333,7.763,18.5748,37.2201333333,14.7543333333,4.79666666667,12.6206666667
619.62,13.3124666667,47.7799333333,20.9956666667,33.0080666667,13.9788666667,7.7564,18.5868666667,37.2272666667,14.7454,4.77986666667,12.5944
619.95,13.3166666667,47.7227333333,20.9686666667,32.9694,13.9746666667,7.7492,18.5723333333,37.1951333333,14.7275333333,4.76126666667,12.5849333333
620.28,13.3442,47.7450666667,20.9621333333,33.0038,13.9746666667,7.7644,18.6162666667,37.208,14.7443333333,4.75866666667,12.5705333333
620.62,13.3868,47.7894666667,21.0065333333,33.0517333333,14.003,7.773,18.6793333333,37.265,14.8008666667,4.74793333334,12.6269333333
