wavelength,Back_NemPilm,Belly_NemPilm,Breast_NemPilm,Crissum_NemPilm,Crown_NemPilm,DorTail_NemPilm,Patch10_NemPilm,Rump_NemPilm,Throat_NemPilm,WingTip_NemPilm
370.74,17.94,29.2074,30.9367333333,28.2440666667,5.75653333333,13.2287333333,19.4886666667,18.8076,28.5095333333,7.92719999999
371.10,18.2485333333,29.4859333333,31.1878,28.5918,6.08446666667,13.542,19.7981333333,19.0969333333,28.8795333333,8.26493333334
371.46,18.2795333333,29.5132666667,31.1855333333,28.5878,6.09346666667,13.5794,19.809,19.1498,28.9372,8.34366666667
371.83,18.429,29.6994666667,31.2994,28.7945333333,6.18933333333,13.6754666667,19.8726,19.3079333333,29.1416666667,8.48613333333
372.19,18.4757333333,29.7504666667,31.3394,28.7558,6.19986666667,13.7086666667,19.8113333333,19.3856,29.1988,8.49573333333
372.55,18.3952666667,29.6819333333,31.2200666667,28.6363333333,6.09333333333,13.5424666667,19.6406,19.2319333333,29.0735333333,8.37213333333
372.92,18.3850666667,29.7627333334,31.1350666667,28.6252666667,6.0624,13.4347333333,19.5454,19.1882,29.0883333333,8.33626666666
373.28,18.5986666666,30.0188666667,31.4256666667,28.9175333333,6.29033333333,13.6642666667,19.7436,19.3814,29.4136,8.54120000001
373.64,18.4534666667,29.9084,31.3731333333,28.8348,6.16366666667,13.5043333333,19.5411333334,19.2065333334,29.3347333333,8.4164
374.00,18.3084666667,29.8976666667,31.3538666667,28.778,6.019,13.4054,19.4093333333,19.1570666667,29.2920666667,8.30873333333
374.37,18.3798,30.0013333333,31.3937333333,28.8379333333,5.98306666667,13.4147333333,19.3348666667,19.146,29.2685333333,8.26826666666
374.73,18.5094666667,30.1471333333,31.5393333333,28.8761333334,6.11246666667,13.5655333334,19.4133333334,19.2622,29.3854666667,8.30566666667
375.09,18.3257333333,30.0536666667,31.4942666667,28.7064,5.90786666667,13.3756,19.2196666667,19.1391333333,29.2019333333,8.11886666666
375.45,18.2742666667,30.1912,31.5062666667,28.7749333333,5.8972,13.3589333334,19.204,19.1565333333,29.1918,8.05573333334
375.81,18.2293333333,30.1072,31.4496,28.6755333333,5.86986666667,13.2668,19.1254,19.1047333333,29.09,7.99266666666
376.18,18.0935333333,30.0956,31.3843333333,28.6308,5.64786666667,13.0682666667,18.9636,18.9006,28.9478,7.7694
376.54,18.0928,30.1680666667,31.4738666667,28.7124666667,5.62286666667,13.0644666667,18.9645333333,18.8894666667,29.0480666667,7.75219999999
376.90,18.0962,30.2542666666,31.6028,28.7520666667,5.69506666667,13.1929333333,19.0514,18.9808,29.1059333333,7.84846666666
377.26,17.8739333333,30.1167333333,31.4745333333,28.5776666667,5.53806666667,13.0160666667,18.8778,18.7398666667,28.9476,7.71906666667
377.63,17.9899333333,30.2202,31.6213333333,28.7472,5.6828,13.175,19.0178,18.8634,29.1171333333,7.87833333333
377.99,17.993,30.3091333333,31.6822,28.8934,5.7356,13.2021333333,19.0166666667,18.8712,29.208,7.95586666667
378.35,18.0974666667,30.3654,31.8242666667,29.0134,5.83913333333,13.2474666667,19.1247333333,19.0111333333,29.3523333333,8.09039999999
378.71,17.8256,30.1849333333,31.6348666667,28.8829333334,5.5612,13.0046,18.8323333333,18.8091333333,29.1356666666,7.8684
379.07,17.7409333333,30.1133333333,31.55,28.8514666667,5.49613333333,12.9480666667,18.7127333334,18.701,29.0418666667,7.73353333334
379.44,17.6456,29.9935333333,31.5073333333,28.8154,5.35073333333,12.8294666667,18.526,18.5176666667,28.9610666667,7.66359999999
379.80,17.5709333333,30.0922666667,31.6074,28.9372,5.35726666667,12.8614,18.5117333333,18.5507333333,29.0610666667,7.6842
380.16,17.6202,30.1796,31.7392,29.0204,5.53346666666,12.9811333333,18.5796,18.7017333333,29.2696,7.90460000001
380.52,17.6113333333,30.2174666667,31.7447333333,29.053,5.55306666667,13.0098666667,18.5468666667,18.7316666667,29.3053333334,7.9394
380.88,17.6055333333,30.2450666667,31.7753333334,29.0596,5.4818,12.9376,18.4285333333,18.6042,29.3591333333,7.85599999999
381.24,17.6848,30.3620666667,31.8473333333,29.1799333333,5.4602,12.9484,18.4442,18.7312666667,29.42,7.88873333333
381.61,17.5414,30.3591333333,31.8528666667,29.181,5.24586666667,12.7895333333,18.2707333333,18.6063333334,29.3797333333,7.71446666666
381.97,17.6219333333,30.4094666667,31.8689333333,29.1812666667,5.21526666667,12.7832,18.2776666667,18.6358666667,29.4117333333,7.65793333333
382.33,17.4440666667,30.4148,31.793,29.1252,5.04086666667,12.6896666667,18.1106,18.5019333334,29.424,7.48446666667
382.69,17.5651333333,30.6420666667,31.9150666667,29.2490666666,5.18193333333,12.7516,18.235,18.5661333333,29.5838,7.60706666667
383.05,17.6309333333,30.8360666667,32.0283333333,29.4342,5.2286,12.8187333333,18.3209333333,18.6142,29.8088,7.71680000001
383.41,17.7952666666,31.1278666667,32.2833333333,29.6577333333,5.35493333333,12.9993333333,18.5422666667,18.8522,30.1266,7.82206666667
383.77,17.8546,31.2144,32.3766666667,29.71,5.37173333333,13.0696666667,18.6025333333,18.8601333333,30.1795333333,7.8708
384.14,17.9093333333,31.3544666667,32.4573333333,29.8529333333,5.41666666667,13.1323333333,18.6842,18.863,30.2210666667,7.88139999999
384.50,18.0465333333,31.5044,32.6390666667,30.0621333333,5.53653333333,13.2776,18.7780666667,18.9624666667,30.3717333333,8.01733333332
384.86,18.0172666667,31.6121333333,32.6963333333,30.1854,5.4918,13.3409333334,18.7875333333,18.9992,30.4158666667,7.971
385.22,18.0655333333,31.7078,32.7866,30.3284666667,5.49753333333,13.3955333333,18.7917333333,18.9806666667,30.4938666667,7.92613333334
385.58,18.1776666666,31.8482,32.8524,30.3706,5.61306666667,13.4624,18.8520666666,19.0369333333,30.5778,7.95286666667
385.94,18.1604,31.9448666666,32.8769333334,30.3988666667,5.61973333334,13.4783333333,18.8532666667,19.0059333333,30.6008666667,7.95460000001
386.30,18.1972,32.0056,32.9632666667,30.4648,5.64593333333,13.4832666667,18.8547333333,19.0192666667,30.6362,7.97393333333
386.66,18.2530666667,32.0206666667,33.0069333333,30.5575333333,5.72686666666,13.5548,18.8998666667,19.0537333333,30.6781333333,8.02213333333
387.03,18.2248666667,32.0232,33.0625333333,30.5472,5.716,13.5453333333,18.8723333334,19.0104,30.6702666667,7.98973333333
387.39,18.0621333333,31.9306666667,32.9131333333,30.4518666667,5.61606666667,13.3990666667,18.6891333333,18.8611333333,30.5302,7.90773333333
387.75,18.1052666667,32.0144,32.9619333333,30.589,5.73553333333,13.471,18.7646666667,18.9450666667,30.6578666667,7.97026666667
388.11,17.9599333333,31.9545333333,32.8547333333,30.5122666667,5.5434,13.3135333333,18.5888,18.8516,30.6126666667,7.8114
388.47,17.9174,32.0514666667,32.8505333333,30.4985333334,5.49786666667,13.2676,18.5392,18.8132666667,30.6396666667,7.74693333333
388.83,17.8909333333,32.0344,32.838,30.4557333334,5.4756,13.1697333333,18.4556666667,18.7319333333,30.6570666667,7.73646666667
389.19,17.9150666667,32.133,32.9212666667,30.4742666667,5.5552,13.2574,18.5394666667,18.8189333333,30.791,7.87286666667
389.55,17.8785333333,32.1905333333,32.9462,30.558,5.57513333333,13.2636666667,18.5346666667,18.8117333334,30.8276666667,7.95226666666
389.91,17.8306666667,32.2622,33.0576666666,30.6712666667,5.5022,13.2347333333,18.5302666667,18.8116666667,30.8889333333,7.90453333333
390.27,17.8753333333,32.3244,33.0980666667,30.7902666667,5.5678,13.2917333333,18.5916666667,18.8404666667,30.9526,7.97613333333
390.63,17.8433333333,32.3856666666,33.1834666667,30.8081333333,5.49706666667,13.239,18.557,18.817,31.0301333333,7.94626666666
391.00,17.8967333333,32.4986666667,33.2568666667,30.8851333333,5.54533333333,13.2574,18.5428,18.8766,31.0896666667,7.97946666667
391.36,17.9712,32.5788666666,33.3776666667,30.9764666667,5.5594,13.3172,18.5647333333,18.8852666667,31.1708666666,7.98826666667
391.72,17.9688666667,32.6469333333,33.4414666667,30.9724666666,5.53293333333,13.2992666667,18.4880666667,18.839,31.1544,7.9604
392.08,18.0636,32.7308666667,33.5471333333,31.0539333334,5.647,13.409,18.557,18.8690666667,31.2537333333,8.0612
392.44,18.0839333333,32.7788,33.6017333333,31.0573333333,5.64066666667,13.3762666667,18.563,18.8578,31.2694,8.05453333333
392.80,18.0891333333,32.8364666667,33.6524666667,31.1413333333,5.6624,13.4079333333,18.5836,18.9006,31.3102,8.0594
393.16,18.0834,32.8260666667,33.6662666667,31.1503333333,5.6668,13.3834666667,18.5135333333,18.8464666667,31.2712666667,8.03313333333
393.52,18.1476666667,32.9052666667,33.7252,31.2317333334,5.71166666667,13.4118,18.5818666666,18.8854666667,31.3199333334,8.0696
393.88,18.2092,32.9632666667,33.7871333333,31.2708666667,5.7996,13.4628,18.6042666667,18.9193333333,31.3917333333,8.11733333333
394.24,18.2326,33.0872666667,33.8983333333,31.3504,5.85046666666,13.5068,18.6408666666,18.9621333333,31.4984666666,8.13773333334
394.60,18.1731333333,33.1442666666,33.9192,31.3656666667,5.87426666667,13.5054666667,18.5742666667,18.9527333333,31.5198,8.1242
394.96,18.1692666667,33.2117333333,33.9452,31.4078,5.84413333333,13.5169333333,18.5964,18.9570666667,31.5888666667,8.1136
395.32,18.1990666667,33.3296666667,34.0008666667,31.5206666667,5.924,13.5976,18.6927333333,19.0078,31.6813333333,8.20693333332
395.68,18.1822,33.3520666667,34.0072666667,31.5290666667,5.90173333333,13.5422,18.6625333333,18.9406666667,31.7104,8.15660000001
396.04,18.1410666667,33.3638666667,34.0002,31.547,5.85986666667,13.4921333333,18.6178,18.9064,31.6940666667,8.08613333333
396.40,18.1161333333,33.3968666667,34.0193333333,31.6248,5.87233333333,13.5238666667,18.6301333334,18.8836,31.7728666667,8.0952
396.76,18.1528,33.4610666667,34.0666,31.6638,5.9062,13.5458666667,18.6808,18.8808666667,31.7926666667,8.1278
397.12,18.145,33.5669333333,34.0901333333,31.7323333333,5.90993333333,13.5243333333,18.7241333333,18.8948666667,31.8839333334,8.10326666667
397.48,18.0114666667,33.515,34.0572666667,31.6504666667,5.77206666667,13.4153333333,18.5941333333,18.7527333333,31.8262666666,7.96886666667
397.84,18.0818666667,33.6212,34.1272666666,31.7011333333,5.82906666666,13.4508,18.6034666667,18.7731333333,31.878,8.01053333333
398.20,18.049,33.6366666667,34.1135333333,31.6618,5.77693333333,13.399,18.5466,18.7038666667,31.8506666667,7.9518
398.56,18.0727333333,33.6146,34.0931333333,31.66,5.76106666667,13.4222,18.5538666667,18.6544,31.8062,7.92933333333
398.92,18.0492,33.6004666667,34.0876666667,31.6788,5.7644,13.3950666667,18.5478666666,18.5933333333,31.794,7.9148
399.28,18.0114666667,33.6188,34.0959333333,31.6656666667,5.67453333333,13.2868,18.4230666666,18.5044,31.7940666667,7.77566666667
399.64,17.9618,33.6499333333,34.0648666667,31.6686666667,5.62613333333,13.2602,18.3833333333,18.4846666667,31.8076666667,7.7294
400.00,17.8562,33.5974666667,34.0233333333,31.625,5.52293333333,13.1778,18.2856,18.3646666667,31.7662,7.65933333333
400.36,17.8932,33.7175333333,34.1505333333,31.7503333333,5.5644,13.2516,18.3237333333,18.4118666667,31.8464666667,7.70866666667
400.72,17.9532666667,33.8444666667,34.2755333333,31.9027333333,5.65293333333,13.3288,18.378,18.5042666667,32.0045333333,7.7838
401.08,17.9906,33.8989333333,34.339,31.9904666667,5.6776,13.3827333333,18.3833333333,18.5063333333,32.0270666667,7.81646666666
401.44,17.9941333333,33.9387333333,34.3731333333,32.0372,5.71766666667,13.3929333333,18.3888,18.5688666667,32.0654666667,7.8204
401.80,17.8323333333,33.8434,34.2880666667,31.9877333333,5.603,13.2784,18.3032666667,18.4583333333,31.9999333333,7.7074
402.16,17.909,33.9398,34.3759333333,32.1091333333,5.66593333333,13.3476666667,18.3713333333,18.5430666667,32.1117333333,7.7966
402.52,17.9447333333,34.0873333334,34.4560666667,32.1882,5.66493333334,13.3752,18.4099333333,18.5792,32.2333333333,7.8356
402.88,17.9490666667,34.1962666667,34.5495333333,32.2484,5.641,13.3511333333,18.4048666667,18.5664666667,32.2757333334,7.80913333333
403.24,17.991,34.2156,34.6288,32.2545333333,5.6986,13.4188,18.4786,18.6319333333,32.3209333333,7.8802
403.60,18.0446666667,34.3222666667,34.7522,32.3971333333,5.74406666667,13.4677333333,18.5384666667,18.6988666667,32.4384666667,7.93913333333
403.95,18.0768666667,34.3755333333,34.7943333333,32.4484666667,5.75013333333,13.4574,18.5751333334,18.7141333333,32.4930666667,7.94486666667
404.31,18.1207333333,34.4151333333,34.84,32.4933333333,5.77333333333,13.4734666667,18.6260666667,18.7512666666,32.5322666666,7.973
404.67,18.0994666667,34.4323333333,34.8467333333,32.4765333333,5.72446666667,13.4327333333,18.6020666667,18.7138666667,32.516,7.92126666667
405.03,18.045,34.4388,34.8861333333,32.4805333333,5.6982,13.4146,18.591,18.6906666667,32.5468,7.8904
405.39,18.1807333333,34.6059333333,35.0562666667,32.6378666667,5.79466666667,13.5337333333,18.6878,18.7633333333,32.7129333333,8.01913333333
405.75,18.2718,34.7613333333,35.2094,32.7694,5.8332,13.6027333333,18.7884,18.8228666667,32.8374666667,8.09186666667
406.11,18.1742666667,34.7326666667,35.2163333333,32.7305333333,5.72346666666,13.5122,18.7028,18.7098,32.7961333333,7.99053333333
406.47,18.2170666667,34.7986666667,35.3299333333,32.8516666667,5.78726666667,13.5611333333,18.7677333333,18.7707333333,32.8835333333,8.0492
406.83,18.1858666667,34.7942666667,35.3224,32.8930666667,5.76433333333,13.5723333333,18.7453333333,18.7677333334,32.9089333334,8.04946666667
407.19,18.2192,34.8837333333,35.3943333333,32.989,5.8164,13.5884,18.7852,18.8064,32.9950666667,8.09153333333
407.55,18.2002,34.9242,35.4324,32.9987333333,5.76066666667,13.5405333333,18.7328,18.7323333333,32.9988,8.0522
407.90,18.2750666667,35.1114,35.603,33.1260666667,5.83693333333,13.6157333333,18.8017333333,18.8104666667,33.1066,8.11646666667
408.26,18.2512,35.1145333333,35.6290666667,33.1281333333,5.80726666667,13.5737333333,18.756,18.7864,33.1214,8.106
408.62,18.2377333334,35.1485333333,35.6586666667,33.1672,5.75246666667,13.5329333333,18.7374666667,18.7498666667,33.1840666667,8.08886666667
408.98,18.1902,35.1605333333,35.6351333333,33.1546,5.6742,13.456,18.6757333333,18.6643333333,33.1914666667,8.0266
409.34,18.1106666667,35.1644666667,35.6359333333,33.1511333333,5.5426,13.3744,18.6111333333,18.5908,33.2272,7.89893333334
409.70,18.0932,35.1472666667,35.6735333333,33.1799333333,5.525,13.3582,18.5574,18.5746,33.2602666667,7.8746
410.06,18.1366666667,35.2312,35.7397333333,33.2341333334,5.5348,13.3809333333,18.5951333333,18.5976666667,33.3246666667,7.88613333333
410.42,18.1662,35.2603333333,35.7773333333,33.2408,5.55146666667,13.3717333333,18.5936,18.6087333333,33.3652,7.89646666667
410.77,18.1998666667,35.2862666667,35.8242,33.2436666667,5.56853333333,13.3762,18.5799333333,18.5979333333,33.406,7.92146666667
411.13,18.249,35.3877333333,35.9116,33.3148,5.5862,13.422,18.6155333333,18.6141333333,33.4608,7.96093333333
411.49,18.2783333333,35.4559333333,36.0006666667,33.3773333333,5.6592,13.4978666667,18.7129333333,18.7004666667,33.5348,8.04206666667
411.85,18.3890666667,35.5579333333,36.1700666667,33.5418666667,5.7544,13.6291333333,18.848,18.8172666667,33.7182,8.1628
412.21,18.366,35.6603333333,36.2366,33.589,5.72706666667,13.6183333333,18.8332666667,18.8164,33.7771333333,8.11226666667
412.57,18.4293333333,35.7838,36.3846666667,33.7001333333,5.78806666667,13.7098666667,18.9165333333,18.8858666667,33.8654666666,8.17506666667
412.92,18.5649333333,35.9478666667,36.5672,33.8563333333,5.90573333333,13.8365333333,19.0352,19.0381333333,34.0412666667,8.29473333333
413.28,18.6327333334,36.0336666667,36.6584666667,33.9136,6.01493333333,13.8801333333,19.1066,19.1117333333,34.1004666667,8.40646666666
413.64,18.6828,36.1492666666,36.7108666667,33.9624666667,6.0352,13.9216666667,19.1764,19.147,34.1724666667,8.45900000001
414.00,18.7108,36.1950666667,36.7534666667,33.9952,6.06046666667,13.9327333333,19.1967333333,19.1642666667,34.2709333333,8.46699999999
414.36,18.683,36.2346666667,36.7870666667,34.0298,6.01673333333,13.9152666667,19.1860666667,19.1282,34.2786666667,8.43613333333
414.72,18.6960666667,36.3326,36.8916,34.0978,6.05206666667,13.9545333333,19.2756666667,19.1760666667,34.3864666667,8.45020000001
415.07,18.5936666667,36.2900666667,36.837,34.0580666667,5.93433333333,13.873,19.1899333333,19.0522,34.3555333333,8.34213333333
415.43,18.5986,36.2749333333,36.8102666667,34.0259333333,5.90546666667,13.8382,19.1612,18.9972666667,34.3836666667,8.31646666667
415.79,18.4731333333,36.2356,36.7156,33.9268666666,5.7762,13.6813333333,19.0371333333,18.8594,34.2976,8.18226666667
416.15,18.4251333333,36.2268666667,36.6832,33.8844666666,5.7168,13.6294666667,18.9863333333,18.7837333333,34.2785333333,8.12173333334
416.51,18.3856666667,36.227,36.6741333333,33.8758666667,5.7366,13.6095333333,18.9544,18.76,34.2847333333,8.12833333333
416.86,18.3485333333,36.2518666667,36.6842666667,33.894,5.69593333333,13.5472,18.938,18.7228,34.2808666666,8.1124
417.22,18.286,36.2530666667,36.6368,33.8537333334,5.6476,13.5082,18.8976666666,18.6676666667,34.2511333333,8.04200000001
417.58,18.2186666667,36.2314666667,36.5950666667,33.8417333333,5.60273333333,13.4454,18.8382,18.6002666667,34.2177333333,7.97066666667
417.94,18.234,36.2818666667,36.6553333333,33.9088666667,5.6114,13.4556,18.8579333333,18.6056,34.2461333333,7.99906666667
418.29,18.2946666667,36.3782666667,36.7407333333,33.9880666667,5.6478,13.5003333333,18.926,18.6436666667,34.3348666667,8.02639999999
418.65,18.2482,36.3716,36.7073333333,33.9762666667,5.5838,13.417,18.8692666667,18.596,34.3046666667,7.95946666667
419.01,18.2833333333,36.4423333333,36.7879333333,34.0496666667,5.62066666667,13.4480666667,18.9303333333,18.645,34.3773333333,7.99826666667
419.37,18.2423333333,36.4694666667,36.7944666667,34.0571333333,5.55353333333,13.3890666667,18.9013333333,18.6154666667,34.3745333333,7.94753333333
419.73,18.2845333333,36.5183333333,36.8370666667,34.0981333334,5.5902,13.4316666667,18.9421333333,18.6409333333,34.432,7.97173333333
420.08,18.3029333333,36.5312,36.8850666667,34.1299333333,5.60413333333,13.4316,18.9712666667,18.6269333333,34.4755333333,7.9794
420.44,18.3449333333,36.6078,36.9348666667,34.1797333333,5.5956,13.4426666667,19.0118,18.6402666667,34.526,7.978
420.80,18.3582666667,36.6682,36.9744,34.1920666667,5.59446666667,13.4430666667,19.0224,18.6432666667,34.5584666667,7.9534
421.16,18.4098,36.7038666667,37.0301333333,34.2570666667,5.6082,13.4498,19.0545333333,18.6634,34.593,7.97106666667
421.51,18.4630666667,36.7792666667,37.0955333333,34.3054666667,5.64553333333,13.4791333333,19.0917333333,18.7159333333,34.6640666667,8.01466666667
421.87,18.4595333333,36.8370666667,37.1133333333,34.3056666667,5.64633333333,13.4794666667,19.0998666667,18.7252666667,34.6983333333,7.99713333333
422.23,18.4087333333,36.8334,37.079,34.2746666667,5.60666666667,13.4332666667,19.045,18.6824,34.6831333333,7.94419999999
422.58,18.4719333333,36.9173333333,37.1561333333,34.3182,5.64606666666,13.4894666667,19.1035333333,18.7294,34.7557333333,7.9932
422.94,18.4757333333,36.954,37.183,34.3334666667,5.60826666667,13.4535333333,19.0864666667,18.7238666667,34.7666,7.95933333334
423.30,18.5400666667,37.0723333333,37.2912666667,34.4226666667,5.6676,13.5218,19.1498666667,18.7964666667,34.8776,8.01573333333
423.66,18.544,37.1286,37.3284666667,34.4395333333,5.6582,13.5145333333,19.1552,18.8045333333,34.8938666667,8.02366666666
424.01,18.5826666667,37.2344666667,37.4162666667,34.5368,5.68466666667,13.557,19.2010666667,18.8664,34.971,8.0564
424.37,18.6006,37.2706666667,37.4615333333,34.5714666667,5.70766666667,13.5782,19.2059333333,18.8908666667,35.019,8.06413333333
424.73,18.6336,37.3029333333,37.5045333333,34.6396,5.71513333333,13.5918666667,19.2285333333,18.9178,35.07,8.08366666666
425.08,18.6406666667,37.364,37.5444666667,34.6754,5.72273333333,13.6123333333,19.2474666667,18.9318666667,35.1182666667,8.09586666667
425.44,18.6918,37.4235333333,37.6218666667,34.7408666667,5.73453333333,13.6384,19.2830666667,18.949,35.1755333333,8.10960000001
425.80,18.7091333333,37.4684666667,37.6772,34.8057333333,5.72233333333,13.6396,19.2971333333,18.9536,35.2043333333,8.11373333334
426.16,18.7874,37.5698,37.8086666667,34.9148,5.75826666667,13.6883333334,19.3544666667,19.0057333333,35.3087333334,8.16666666667
426.51,18.7546,37.5634666667,37.8184666667,34.9125333333,5.71433333333,13.6716666667,19.3144,18.9743333333,35.2958666667,8.13300000001
426.87,18.8012,37.6297333333,37.8891333333,34.9636666667,5.76606666667,13.7192666667,19.3558,19.0111333333,35.3756666667,8.18786666666
427.23,18.8311333333,37.6726666667,37.9404666667,35.0068,5.77733333333,13.7351333334,19.367,19.0145333333,35.4037333333,8.18826666667
427.58,18.8696,37.7549333333,38.0173333333,35.0958666667,5.7794,13.7667333333,19.3904666667,19.0374,35.4934666667,8.1856
427.94,18.9108666667,37.8006,38.0446,35.1382,5.78866666667,13.7763333333,19.4057333333,19.0554,35.5282,8.17953333333
428.30,18.9157333333,37.8585333333,38.0695333333,35.1837333333,5.775,13.7531333333,19.4058666667,19.0390666667,35.5482,8.17493333334
428.65,18.9118666667,37.8869333333,38.0956666667,35.1652,5.7806,13.7668,19.4049333333,19.0272,35.585,8.18186666666
429.01,18.9164,37.9755333333,38.187,35.2401333333,5.76946666667,13.7700666667,19.4172,19.0409333333,35.6588666667,8.16953333333
429.37,18.912,38.0861333333,38.2646,35.2971333333,5.75973333333,13.7778666667,19.4366,19.0762,35.7301333333,8.17306666667
429.72,18.9796,38.2190666667,38.3656666667,35.3931333333,5.8108,13.8314666667,19.4764666667,19.1362,35.8485333333,8.21053333333
430.08,18.9828666667,38.2826666667,38.3782,35.4274666667,5.82813333333,13.8164666667,19.4993333333,19.17,35.8738666667,8.22373333333
430.44,19.0724666667,38.4257333334,38.5061333333,35.5940666667,5.9042,13.8689333333,19.5796,19.2546,36.0242,8.29939999999
430.79,19.0701333333,38.5148,38.5869333333,35.6788666667,5.91786666667,13.8917333333,19.6064,19.2802,36.1023333333,8.29186666667
431.15,19.0369333333,38.5326666667,38.593,35.7061333333,5.8516,13.8515333333,19.5838666667,19.2334,36.1202,8.24893333333
431.50,19.0189333333,38.5626,38.6197333333,35.7160666667,5.83886666667,13.839,19.5784,19.2274,36.123,8.23426666667
431.86,19.0019333333,38.5851333333,38.6392666666,35.7257333333,5.788,13.8075333333,19.5553333333,19.2046666667,36.1438,8.21913333333
432.22,18.9888666667,38.6494666667,38.7125333333,35.7622,5.7504,13.7944666667,19.5454,19.2154666667,36.1789333333,8.18880000001
432.57,19.0148666667,38.7354666667,38.7839333333,35.8533333333,5.76753333333,13.8232666667,19.5683333333,19.2531333333,36.2289333334,8.19659999999
432.93,19.0636,38.7806666667,38.8338,35.8880666666,5.78686666667,13.848,19.5773333333,19.2914,36.2812,8.21926666667
433.29,19.0533333333,38.7765333333,38.8451333333,35.9007333334,5.76493333333,13.8269333333,19.5621333333,19.2643333333,36.2858666667,8.17779999999
433.64,19.0196666667,38.7395333333,38.8232666667,35.8724666667,5.72433333333,13.799,19.545,19.2296666667,36.2756666667,8.14293333333
434.00,19.0420666667,38.7678,38.8801333333,35.9068666667,5.72133333333,13.8355333333,19.5714666667,19.2380666667,36.3298666667,8.14653333333
434.35,19.028,38.7992666667,38.889,35.9178666666,5.70593333333,13.8355333333,19.5662,19.224,36.3274,8.11433333333
434.71,19.0748,38.8372666667,38.9050666667,35.9329333333,5.72626666667,13.8548666667,19.5885333333,19.2553333333,36.3676666667,8.13913333334
435.07,19.0948,38.891,38.9354,35.971,5.76033333333,13.8876666667,19.6112666667,19.2876,36.4102666667,8.15253333334
435.42,19.1674666667,38.9562,39.0004,36.0602,5.81793333333,13.9419333333,19.6574,19.3414,36.5096,8.2164
435.78,19.1886666667,39.0106,39.0575333333,36.0942666667,5.84926666666,13.9629333333,19.6756,19.3583333334,36.568,8.22079999999
436.13,19.2485333333,39.0876,39.1084,36.1736,5.90093333333,14.034,19.7428666667,19.4170666667,36.6730666667,8.26853333334
436.49,19.2776666667,39.1602666667,39.1473333333,36.2192666666,5.90666666667,14.0489333333,19.787,19.43,36.7324,8.27206666667
436.84,19.2775333333,39.2134,39.1688666667,36.2587333333,5.91866666667,14.0702,19.8184,19.432,36.7846666667,8.27513333334
437.20,19.2980666667,39.285,39.2004,36.3032666667,5.93066666667,14.0846,19.8512666667,19.4428,36.8492,8.2894
437.56,19.3620666667,39.3752666667,39.2707333333,36.4034666667,5.99006666667,14.1594,19.9219333333,19.5136666667,36.9286,8.36519999999
437.91,19.3620666667,39.4586666667,39.3056,36.4518666667,5.96953333333,14.1624666667,19.9308666667,19.5256666667,36.9822,8.33806666666
438.27,19.4306,39.5404,39.3812,36.5135333333,6.03973333333,14.21,19.9866,19.5876666666,37.0622,8.41013333334
438.62,19.4224666667,39.5888,39.4080666667,36.5419333333,6.0202,14.1906,19.9832,19.5784,37.0758666667,8.38780000001
438.98,19.4298666667,39.6246666667,39.4371333334,36.5721333333,6.00693333333,14.1822,19.9924666667,19.5866666667,37.0900666667,8.37113333333
439.33,19.4012666667,39.6435333333,39.4624,36.5886,5.98773333333,14.1508,19.9891333333,19.5734666667,37.1005333333,8.31926666667
439.69,19.4474,39.7221333333,39.5022,36.6551333333,6.01046666667,14.1969333333,20.0368,19.6205333333,37.1703333333,8.36886666667
440.04,19.3981333333,39.6739333333,39.4626,36.6028,5.95446666667,14.1346666667,19.9836,19.5586666667,37.103,8.31586666666
440.40,19.3834,39.6842,39.4764666667,36.6112,5.91573333333,14.1095333333,19.9616,19.5337333333,37.1141333333,8.28360000001
440.75,19.3742,39.6984666667,39.4701333333,36.6190666667,5.88766666667,14.0820666667,19.9365333333,19.5246666667,37.1194666667,8.25473333334
441.11,19.4076666667,39.728,39.5231333333,36.6488666666,5.92046666667,14.1172,19.9544,19.5573333333,37.1566,8.28540000001
441.47,19.3813333333,39.7574,39.5472,36.6518,5.8756,14.0694666667,19.9248666666,19.5200666667,37.1620666667,8.22179999999
441.82,19.3779333333,39.7935333333,39.5877333333,36.6732666667,5.8564,14.0427333333,19.9148,19.5076,37.1768666667,8.19426666666
442.18,19.34,39.8166,39.6356666667,36.6936666667,5.80293333333,14.0176666667,19.8904,19.4748,37.2082,8.13706666667
442.53,19.353,39.8588666667,39.6747333333,36.7166,5.78733333333,14.0183333333,19.8898,19.4748,37.2511333333,8.13233333334
442.89,19.3823333333,39.9069333333,39.7419333333,36.7505333333,5.81306666667,14.0292666667,19.9133333334,19.5000666667,37.317,8.15733333333
443.24,19.3908666667,39.946,39.7622,36.7594,5.81973333333,14.0501333333,19.9312,19.5007333333,37.3378,8.17453333333
443.60,19.3458666667,39.9596666667,39.7889333334,36.7523333334,5.80466666667,14.0248666667,19.9154,19.4912,37.3438,8.13706666666
443.95,19.3614666667,40.0233333333,39.843,36.8117333333,5.8258,14.0512,19.9478,19.5264,37.4227333333,8.149
444.31,19.3761333334,40.0798,39.8846666667,36.8264666667,5.8494,14.0746666667,19.9742666667,19.5455333333,37.4639333333,8.16633333333
444.66,19.4085333333,40.1318666667,39.9539333333,36.8633333333,5.86606666667,14.1109333333,20.0098666667,19.5748,37.5087333333,8.1774
