wavelength,Back_IncPerf,Belly_IncPerf,Breast_IncPerf,Crissum_IncPerf,Crown_IncPerf,DorTail_IncPerf,Patch10_IncPerf,Patch11_IncPerf,Rump_IncPerf,Throat_IncPerf,WingTip_IncPerf
203.09,40.9836666667,-112.568333333,51.9126666667,-78.6886666667,-23.4973333333,-57.9236666667,-93.989,-195.902,27.3223333333,-43.7156666667,-54.6446666667
203.47,39.3443333333,-102.185666667,45.9016666667,-88.5246666667,-38.7976666667,-62.8413333333,-103.825,-201.6395,16.3936666667,-56.8306666667,-59.563
203.85,63.7426666667,-98.2456666667,64.912,-84.7953333333,-26.9006666667,-53.2163333333,-111.696,-185.0875,30.4093333333,-63.7426666667,-45.6143333333
204.22,81.3333333333,-105.333333333,88.6666666667,-81.3333333333,-19.3333333333,-58.0,-122.0,-192.0,36.6666666667,-64.0,-29.3333333333
204.60,80.1803333333,-188.288666667,105.405,-153.153,-45.045,-103.603666667,-202.702666667,-266.2165,-0.901,-116.216,-70.27
204.98,64.1976666667,-258.025,120.987666667,-234.567666667,-93.827,-182.716,-291.358,-390.741,-45.679,-197.531,-137.037333333
205.36,93.651,-365.079333333,138.095333333,-352.380666667,-169.841333333,-253.968333333,-387.302,-554.762,-87.3016666667,-296.825333333,-193.650666667
205.74,203.703666667,-796.296333333,333.333333333,-870.370333333,-366.666666667,-600.0,-866.666666667,-1294.4445,-225.926,-700.0,-407.407666667
206.12,172.222333333,-597.222333333,266.666666667,-608.333666667,-258.333,-369.444333333,-633.333333333,-954.1665,-188.889,-522.222333333,-294.444333333
206.50,127.451,-443.137333333,200.0,-449.019666667,-190.196,-270.588333333,-462.745333333,-697.0585,-190.196333333,-409.804,-231.372333333
206.87,-56.6666666667,880.0,-173.333333333,970.0,523.333333333,653.333333333,906.666666667,1410.0,486.666666667,896.666666667,560.0
207.25,-91.6663333333,672.222333333,-133.333333333,813.888666667,441.666666667,583.333333333,738.888666667,1179.1665,411.111,730.555666667,486.111
207.63,-626.666666667,1533.33333333,-666.666666667,1546.66666667,713.333333333,1100.0,1380.0,2440.0,620.0,1426.66666667,846.666666667
