wavelength,Back_IncPerf,Belly_IncPerf,Breast_IncPerf,Crissum_IncPerf,Crown_IncPerf,DorTail_IncPerf,Patch10_IncPerf,Patch11_IncPerf,Rump_IncPerf,Throat_IncPerf,WingTip_IncPerf
332.08,3.15666666667,7.444,4.688,5.81266666667,5.60666666667,3.23933333333,2.26166666667,10.071,5.13566666667,5.45966666667,3.70433333333
332.44,3.24866666667,7.59533333333,4.916,5.90966666667,5.82833333333,3.39966666667,2.307,10.2075,5.13133333333,5.579,3.917
332.81,3.55466666667,8.02,5.19766666667,6.108,6.108,3.78366666667,2.63333333333,10.424,5.46133333333,5.69033333333,4.23033333333
333.18,3.67633333333,8.30933333333,5.26966666667,6.277,6.37266666667,3.91833333333,2.60066666667,10.5215,5.47766666667,5.686,4.408
333.54,3.57666666667,8.36933333333,5.13566666667,6.324,6.36266666667,3.875,2.50433333333,10.4145,5.30666666667,5.52766666667,4.54366666667
333.91,3.53066666667,8.385,5.165,6.54366666667,6.45666666667,3.84666666667,2.43566666667,10.412,5.165,5.57366666667,4.57133333333
334.28,3.469,8.35333333333,5.313,6.65933333333,6.64333333333,4.016,2.547,10.592,5.17366666667,5.66733333333,4.70733333333
334.64,3.55533333333,8.45133333333,5.36233333333,6.76633333333,6.80866666667,4.096,2.649,10.722,5.235,5.72233333333,4.85866666667
335.01,3.29733333333,8.344,5.17733333333,6.57433333333,6.64266666667,3.84333333333,2.368,10.523,5.10366666667,5.57166666667,4.72066666667
335.38,3.36066666667,8.23066666667,5.26433333333,6.52466666667,6.67,3.89533333333,2.339,10.4015,5.15533333333,5.731,4.875
335.74,3.31033333333,8.19833333333,5.19666666667,6.48133333333,6.61,3.85,2.303,10.339,5.11933333333,5.74666666667,4.837
336.11,3.35133333333,8.23566666667,5.28033333333,6.484,6.60566666667,3.95533333333,2.39133333333,10.396,5.16366666667,5.834,4.88966666667
336.47,3.38433333333,8.297,5.28466666667,6.537,6.67766666667,3.96233333333,2.58966666667,10.4015,5.35533333333,5.843,4.903
336.84,3.21766666667,8.19866666667,5.225,6.52033333333,6.64466666667,3.91,2.46066666667,10.408,5.245,5.828,4.78166666667
337.21,2.992,8.05466666667,5.147,6.40533333333,6.43966666667,3.78433333333,2.333,10.2985,5.122,5.816,4.59233333333
337.57,3.227,8.24466666667,5.38166666667,6.49866666667,6.53766666667,3.911,2.49433333333,10.6185,5.15033333333,6.085,4.61433333333
337.94,3.475,8.44566666667,5.601,6.52966666667,6.73033333333,4.06633333333,2.76633333333,10.858,5.30266666667,6.261,4.78533333333
338.31,3.54633333333,8.59133333333,5.663,6.51866666667,6.762,4.07166666667,2.83133333333,10.8945,5.34166666667,6.251,4.782
338.67,3.48966666667,8.62933333333,5.77066666667,6.58133333333,6.664,4.09666666667,2.87333333333,11.0005,5.34366666667,6.24166666667,4.74666666667
339.04,3.54933333333,8.73166666667,5.96733333333,6.64633333333,6.613,4.195,2.93766666667,11.068,5.36033333333,6.30933333333,4.71
339.40,3.532,8.88733333333,6.02533333333,6.638,6.51366666667,4.17766666667,2.98633333333,11.1345,5.25966666667,6.22166666667,4.65666666667
339.77,3.44333333333,8.73266666667,5.99766666667,6.39733333333,6.426,4.019,2.95866666667,10.966,5.066,6.107,4.45233333333
340.14,3.25966666667,8.57833333333,5.83666666667,6.32666666667,6.34066666667,3.81133333333,2.93933333333,10.7615,5.04966666667,6.06266666667,4.24933333333
340.50,3.229,8.61533333333,6.004,6.42533333333,6.29866666667,3.87,2.92033333333,10.901,4.98866666667,6.177,4.22566666667
340.87,3.33133333333,8.655,6.10933333333,6.518,6.286,3.80033333333,2.91766666667,10.934,4.906,6.25333333333,4.29266666667
341.23,3.39266666667,8.639,6.15833333333,6.57833333333,6.366,3.81233333333,2.92233333333,10.877,4.83133333333,6.22766666667,4.31033333333
341.60,3.381,8.62133333333,6.161,6.59366666667,6.316,3.84633333333,2.862,10.6355,4.87566666667,6.13333333333,4.33366666667
341.96,3.335,8.704,6.17766666667,6.67033333333,6.21833333333,3.83666666667,2.80633333333,10.5685,4.91233333333,6.09166666667,4.35666666667
342.33,3.45066666667,8.79733333333,6.34433333333,6.625,6.21533333333,3.93133333333,2.80466666667,10.565,4.91533333333,6.22833333333,4.47
342.70,3.541,8.90933333333,6.36966666667,6.588,6.35633333333,3.97366666667,2.82833333333,10.577,4.966,6.33033333333,4.54633333333
343.06,3.47266666667,8.858,6.17833333333,6.49266666667,6.43266666667,3.91166666667,2.81766666667,10.5145,4.929,6.35466666667,4.51533333333
343.43,3.40833333333,8.77633333333,6.067,6.412,6.43733333333,3.83866666667,2.688,10.5385,4.912,6.30533333333,4.337
343.79,3.521,9.01866666667,6.31166666667,6.68533333333,6.64766666667,4.079,2.79933333333,10.7575,5.141,6.47533333333,4.58266666667
344.16,3.673,9.29533333333,6.51933333333,6.86433333333,6.78133333333,4.326,2.892,11.026,5.26466666667,6.586,4.716
344.52,3.68533333333,9.33266666667,6.386,6.79633333333,6.65266666667,4.19866666667,2.766,10.884,5.097,6.48033333333,4.74033333333
344.89,3.63166666667,9.26266666667,6.28066666667,6.65866666667,6.60166666667,4.152,2.64866666667,10.756,5.017,6.289,4.63166666667
345.25,3.64966666667,9.43166666667,6.35366666667,6.69966666667,6.63933333333,4.12033333333,2.65966666667,10.979,5.11833333333,6.28533333333,4.724
345.62,3.41233333333,9.25466666667,6.25533333333,6.584,6.57233333333,3.91733333333,2.542,11.043,5.00833333333,6.20733333333,4.59533333333
345.99,3.276,9.049,6.12666666667,6.44466666667,6.52833333333,3.82066666667,2.34566666667,10.896,4.938,6.075,4.433
346.35,3.122,8.89,5.912,6.39133333333,6.44733333333,3.66533333333,2.23466666667,10.8705,4.91666666667,5.852,4.285
346.72,3.07033333333,8.75766666667,5.78766666667,6.29733333333,6.34166666667,3.56033333333,2.10733333333,10.7825,4.77633333333,5.74733333333,4.22233333333
347.08,3.11,8.793,5.881,6.35266666667,6.34866666667,3.63,2.07766666667,10.8905,4.83633333333,5.73966666667,4.26333333333
347.45,3.02533333333,8.78966666667,5.853,6.273,6.28933333333,3.63533333333,2.01566666667,10.731,4.82666666667,5.748,4.30633333333
347.81,2.87733333333,8.68033333333,5.76633333333,6.10333333333,6.13166666667,3.482,1.91133333333,10.5855,4.752,5.70566666667,4.17166666667
348.18,2.88933333333,8.59833333333,5.78266666667,6.10366666667,6.12766666667,3.42566666667,1.93833333333,10.5935,4.734,5.72533333333,4.29133333333
348.54,2.93333333333,8.582,5.859,6.15533333333,6.196,3.49366666667,2.061,10.779,4.865,5.74966666667,4.289
348.91,2.97066666667,8.624,5.97366666667,6.16433333333,6.21666666667,3.47733333333,2.20866666667,10.8815,5.03366666667,5.856,4.28366666667
349.27,3.01366666667,8.61233333333,5.95466666667,6.12466666667,6.092,3.402,2.233,10.8135,4.988,5.86966666667,4.195
349.64,3.129,8.79966666667,6.101,6.32233333333,6.16966666667,3.53966666667,2.33566666667,10.8975,5.14266666667,6.033,4.30533333333
350.00,3.197,8.87766666667,6.221,6.491,6.18033333333,3.548,2.48733333333,10.994,5.16833333333,6.16833333333,4.39866666667
350.37,3.25966666667,8.98833333333,6.35933333333,6.66666666667,6.25166666667,3.591,2.54166666667,10.9875,5.17466666667,6.28766666667,4.36866666667
350.73,3.23766666667,9.082,6.47533333333,6.74933333333,6.25333333333,3.61066666667,2.599,11.118,5.265,6.34466666667,4.33266666667
351.10,3.38133333333,9.16366666667,6.55,6.84533333333,6.31,3.645,2.67266666667,11.3075,5.361,6.471,4.39266666667
351.46,3.48766666667,9.16866666667,6.65333333333,6.96666666667,6.31266666667,3.593,2.67633333333,11.4905,5.35633333333,6.54733333333,4.44333333333
351.83,3.55666666667,9.18033333333,6.73533333333,7.086,6.30266666667,3.584,2.656,11.7175,5.37433333333,6.50533333333,4.43433333333
352.19,3.53733333333,9.17333333333,6.68466666667,7.006,6.189,3.50666666667,2.51566666667,11.7335,5.28733333333,6.433,4.33866666667
352.55,3.41033333333,9.187,6.62033333333,6.867,6.16966666667,3.47966666667,2.393,11.653,5.19833333333,6.42,4.25833333333
352.92,3.30666666667,9.162,6.59,6.81966666667,6.09266666667,3.41,2.25033333333,11.5615,5.07466666667,6.45966666667,4.22866666667
353.28,3.256,9.06766666667,6.51966666667,6.75433333333,6.08433333333,3.396,2.249,11.5005,5.009,6.463,4.214
353.65,3.32033333333,9.02633333333,6.509,6.678,6.15266666667,3.369,2.22833333333,11.4805,4.95233333333,6.33666666667,4.20566666667
354.01,3.269,9.01166666667,6.46766666667,6.57133333333,6.23466666667,3.369,2.13,11.399,4.88133333333,6.30133333333,4.06766666667
354.38,3.13966666667,8.90733333333,6.286,6.39566666667,6.089,3.19066666667,1.95333333333,11.2635,4.69833333333,6.217,3.99
354.74,3.16233333333,8.876,6.267,6.35333333333,6.084,3.058,1.82933333333,11.174,4.61033333333,6.17733333333,3.949
355.11,3.06833333333,8.89866666667,6.218,6.299,6.02766666667,2.99433333333,1.74366666667,10.928,4.386,6.07,3.875
355.47,2.95266666667,8.92366666667,6.246,6.332,6.15666666667,3.06633333333,1.82733333333,10.8715,4.357,6.05333333333,3.882
355.83,3.008,9.06466666667,6.24466666667,6.39633333333,6.27833333333,3.186,1.94466666667,10.8305,4.37033333333,6.117,4.068
356.20,2.92,9.08666666667,6.22266666667,6.368,6.30466666667,3.18066666667,1.94,10.67,4.319,6.11666666667,3.923
356.56,3.03466666667,9.15833333333,6.27266666667,6.47666666667,6.36966666667,3.21566666667,2.02166666667,10.6755,4.39966666667,6.101,3.966
356.93,3.096,9.24366666667,6.28133333333,6.59233333333,6.405,3.27733333333,2.05766666667,10.794,4.468,6.06533333333,4.049
357.29,3.19966666667,9.36466666667,6.38466666667,6.739,6.54133333333,3.42266666667,2.13966666667,10.927,4.63033333333,6.08966666667,4.13466666667
357.66,3.30166666667,9.46966666667,6.511,6.83566666667,6.653,3.577,2.26933333333,11.032,4.75833333333,6.25766666667,4.24766666667
358.02,3.33633333333,9.49633333333,6.54766666667,6.91366666667,6.578,3.626,2.34433333333,11.1355,4.844,6.30633333333,4.35566666667
358.38,3.47333333333,9.61233333333,6.75633333333,7.03933333333,6.729,3.79166666667,2.546,11.308,5.014,6.43133333333,4.466
358.75,3.428,9.65866666667,6.74733333333,7.06033333333,6.806,3.90933333333,2.61333333333,11.3385,5.04033333333,6.484,4.547
359.11,3.453,9.63633333333,6.80533333333,7.08833333333,6.78466666667,3.97933333333,2.64933333333,11.4695,5.136,6.46666666667,4.61866666667
359.48,3.64533333333,9.84933333333,6.90933333333,7.22233333333,6.83066666667,4.06533333333,2.77066666667,11.7055,5.30933333333,6.63566666667,4.709
359.84,3.661,9.81866666667,6.87166666667,7.157,6.748,3.996,2.73533333333,11.7285,5.29266666667,6.597,4.61133333333
360.20,3.72433333333,9.85066666667,6.92,7.23233333333,6.82666666667,4.013,2.808,11.875,5.41033333333,6.67166666667,4.732
360.57,3.68,9.816,6.88866666667,7.196,6.81566666667,3.914,2.78133333333,11.993,5.41466666667,6.75566666667,4.69566666667
360.93,3.70833333333,9.819,6.905,7.25833333333,6.85633333333,3.87333333333,2.813,12.085,5.397,6.854,4.66433333333
361.29,3.69166666667,9.822,6.96633333333,7.294,6.852,3.86533333333,2.82833333333,12.057,5.35366666667,6.96133333333,4.68666666667
361.66,3.54666666667,9.80433333333,6.86333333333,7.23,6.75366666667,3.69066666667,2.71133333333,12.0355,5.23433333333,6.866,4.521
362.02,3.586,9.80866666667,6.87966666667,7.21766666667,6.73966666667,3.65333333333,2.695,12.0255,5.27366666667,6.87733333333,4.494
362.39,3.64333333333,9.84966666667,6.85066666667,7.22666666667,6.75,3.64333333333,2.642,12.0405,5.315,6.87933333333,4.50566666667
362.75,3.69566666667,9.886,6.866,7.21233333333,6.742,3.65966666667,2.61633333333,12.04,5.32166666667,6.933,4.42866666667
363.11,3.74966666667,10.0946666667,7.01,7.31433333333,6.88733333333,3.71866666667,2.72966666667,12.2525,5.44566666667,7.12,4.47366666667
363.48,3.668,10.0026666667,7.02966666667,7.31433333333,6.87666666667,3.712,2.66166666667,12.2075,5.406,7.06366666667,4.43133333333
363.84,3.67533333333,10.0183333333,7.05766666667,7.39066666667,6.944,3.762,2.64266666667,12.254,5.431,7.14666666667,4.425
364.20,3.68666666667,10.106,7.104,7.39866666667,6.94533333333,3.78,2.63233333333,12.3435,5.43566666667,7.142,4.45666666667
364.57,3.73566666667,10.1433333333,7.20766666667,7.43,6.98033333333,3.84066666667,2.693,12.333,5.42433333333,7.121,4.49966666667
364.93,3.70966666667,10.1866666667,7.26633333333,7.39133333333,6.97033333333,3.90966666667,2.75966666667,12.2855,5.457,7.126,4.525
365.29,3.67533333333,10.249,7.243,7.383,6.969,3.889,2.695,12.364,5.50533333333,7.06133333333,4.498
365.66,3.74433333333,10.2846666667,7.335,7.518,6.99466666667,4.01,2.772,12.389,5.578,7.109,4.61366666667
366.02,3.75833333333,10.4836666667,7.42066666667,7.63966666667,7.11866666667,4.13,2.83366666667,12.486,5.549,7.204,4.69666666667
366.38,3.72366666667,10.626,7.50133333333,7.75066666667,7.21366666667,4.24966666667,2.953,12.657,5.603,7.24066666667,4.74933333333
366.75,3.699,10.6786666667,7.566,7.79,7.22533333333,4.15333333333,3.00733333333,12.7795,5.591,7.185,4.79633333333
367.11,3.58766666667,10.479,7.44133333333,7.71566666667,7.104,4.07166666667,2.834,12.59,5.429,7.041,4.72433333333
367.47,3.666,10.627,7.498,7.743,7.138,4.159,2.91666666667,12.645,5.50566666667,7.05366666667,4.81066666667
367.84,3.66866666667,10.7243333333,7.61666666667,7.75033333333,7.15966666667,4.21566666667,3.00666666667,12.6765,5.56466666667,7.08266666667,4.90533333333
368.20,3.68,10.7686666667,7.69133333333,7.83966666667,7.15966666667,4.25533333333,3.05833333333,12.709,5.59533333333,7.11066666667,4.913
368.56,3.65066666667,10.9053333333,7.77633333333,7.92733333333,7.17733333333,4.32366666667,3.03533333333,12.637,5.61166666667,7.15566666667,4.98833333333
368.93,3.65566666667,10.9773333333,7.855,7.921,7.21233333333,4.37833333333,2.99833333333,12.6815,5.63433333333,7.146,5.01633333333
369.29,3.66666666667,11.0363333333,7.88733333333,7.89833333333,7.213,4.37933333333,3.00366666667,12.698,5.66766666667,7.15833333333,4.97433333333
369.65,3.57133333333,10.991,7.88633333333,7.766,7.19266666667,4.249,2.94066666667,12.718,5.64133333333,7.12433333333,4.87433333333
370.01,3.54233333333,10.9173333333,7.891,7.70066666667,7.123,4.19366666667,2.93433333333,12.7645,5.665,7.05233333333,4.859
370.38,3.54,10.954,7.963,7.721,7.01566666667,4.17033333333,2.90733333333,12.708,5.656,7.16066666667,4.86733333333
370.74,3.624,11.0213333333,8.06133333333,7.79733333333,6.96533333333,4.304,2.97866666667,12.732,5.78933333333,7.22133333333,4.96266666667
371.10,3.72533333333,11.0643333333,8.15466666667,7.81966666667,6.944,4.33433333333,3.08933333333,12.7465,5.886,7.23666666667,4.97566666667
371.46,3.685,10.948,8.051,7.76566666667,6.84633333333,4.17533333333,3.04333333333,12.7175,5.74633333333,7.22866666667,4.82166666667
371.83,3.73533333333,10.9953333333,8.11,7.823,6.91033333333,4.15766666667,3.08633333333,12.849,5.761,7.23866666667,4.77833333333
372.19,3.73933333333,10.949,8.07966666667,7.75833333333,6.90666666667,4.12266666667,3.02466666667,12.8455,5.713,7.24566666667,4.682
372.55,3.71233333333,10.939,8.03,7.748,6.84666666667,4.06166666667,3.015,12.9245,5.74033333333,7.25466666667,4.64266666667
372.92,3.706,10.9736666667,8.03533333333,7.811,6.82966666667,4.00233333333,3.02833333333,12.9605,5.75333333333,7.296,4.61
373.28,3.634,10.9383333333,8.08133333333,7.83,6.827,3.92666666667,3.05733333333,12.907,5.696,7.361,4.578
373.64,3.66233333333,11.036,8.069,7.85666666667,6.816,3.97666666667,3.09266666667,12.962,5.69933333333,7.504,4.63133333333
374.00,3.596,11.0056666667,8.069,7.82966666667,6.77266666667,3.89933333333,3.02866666667,12.9175,5.64166666667,7.49333333333,4.58966666667
374.37,3.63766666667,10.9663333333,8.06366666667,7.748,6.815,3.87933333333,3.101,12.9565,5.62033333333,7.48366666667,4.58066666667
374.73,3.62766666667,10.9836666667,8.083,7.78633333333,6.90833333333,3.882,3.087,13.019,5.64533333333,7.52666666667,4.50066666667
375.09,3.64733333333,11.074,8.12133333333,7.826,6.99733333333,3.95,3.06933333333,13.0605,5.61766666667,7.553,4.568
375.45,3.67966666667,11.197,8.26166666667,7.925,7.108,3.99166666667,3.08433333333,13.1635,5.61566666667,7.57866666667,4.66966666667
375.81,3.62566666667,11.1816666667,8.20133333333,7.92633333333,7.06766666667,3.95333333333,2.98,13.109,5.56566666667,7.62,4.66166666667
376.18,3.56666666667,11.2746666667,8.257,7.97766666667,7.10266666667,3.97966666667,2.98666666667,13.1,5.587,7.64233333333,4.735
376.54,3.587,11.286,8.31866666667,8.02866666667,7.14633333333,4.00166666667,3.04566666667,13.1525,5.57066666667,7.73633333333,4.77366666667
376.90,3.621,11.304,8.317,8.05433333333,7.14466666667,4.03033333333,3.08033333333,13.151,5.56933333333,7.72166666667,4.85
377.26,3.688,11.325,8.368,8.084,7.19466666667,4.08766666667,3.12233333333,13.236,5.57666666667,7.72866666667,4.935
377.63,3.75533333333,11.3563333333,8.411,8.111,7.241,4.08833333333,3.117,13.2525,5.623,7.707,4.943
377.99,3.86733333333,11.4693333333,8.47833333333,8.21866666667,7.39933333333,4.21366666667,3.21333333333,13.378,5.714,7.818,5.00533333333
378.35,3.87533333333,11.566,8.57133333333,8.321,7.45766666667,4.22733333333,3.21033333333,13.4595,5.756,7.81366666667,5.07766666667
378.71,3.839,11.5983333333,8.6,8.36733333333,7.476,4.241,3.22866666667,13.5185,5.73933333333,7.82133333333,5.154
379.07,3.80333333333,11.6063333333,8.593,8.40433333333,7.45,4.17333333333,3.22533333333,13.5605,5.802,7.89933333333,5.09366666667
379.44,3.78566666667,11.6133333333,8.63433333333,8.39766666667,7.465,4.18266666667,3.22866666667,13.5085,5.89633333333,7.92166666667,5.11533333333
379.80,3.805,11.6853333333,8.70566666667,8.43333333333,7.50166666667,4.18366666667,3.25,13.5245,5.90866666667,7.86733333333,5.11066666667
380.16,3.89033333333,11.6786666667,8.67566666667,8.459,7.48033333333,4.09633333333,3.26733333333,13.5435,5.913,7.83966666667,5.107
380.52,3.941,11.7036666667,8.716,8.45766666667,7.496,4.108,3.25633333333,13.634,5.95533333333,7.818,5.06366666667
380.88,3.959,11.8143333333,8.81233333333,8.52366666667,7.57033333333,4.13233333333,3.25466666667,13.6935,5.961,7.86333333333,5.035
381.24,3.937,11.836,8.78533333333,8.50666666667,7.54266666667,4.12566666667,3.17433333333,13.656,5.93366666667,7.83,4.97433333333
381.61,3.92166666667,11.894,8.82,8.55,7.51266666667,4.14433333333,3.19033333333,13.664,5.923,7.827,4.967
381.97,3.9,11.8706666667,8.82066666667,8.54466666667,7.43966666667,4.07266666667,3.161,13.691,5.87366666667,7.79166666667,4.91033333333
382.33,3.86833333333,11.78,8.787,8.566,7.36933333333,4.01,3.10233333333,13.624,5.798,7.811,4.79333333333
382.69,3.845,11.7836666667,8.792,8.546,7.32433333333,3.955,3.05566666667,13.578,5.779,7.84,4.715
383.05,3.895,11.8763333333,8.82033333333,8.55466666667,7.33866666667,4.00133333333,3.07166666667,13.6,5.76266666667,7.861,4.71466666667
383.41,3.90166666667,11.87,8.75833333333,8.548,7.29533333333,4.007,3.04966666667,13.651,5.74333333333,7.875,4.64066666667
383.77,3.889,11.852,8.79633333333,8.55066666667,7.30033333333,4.014,3.06333333333,13.658,5.79033333333,7.92033333333,4.669
384.14,3.88433333333,11.914,8.928,8.59366666667,7.36866666667,4.11833333333,3.088,13.7595,5.83433333333,8.05033333333,4.71866666667
384.50,3.92033333333,11.996,8.96366666667,8.663,7.40633333333,4.12666666667,3.103,13.8025,5.83533333333,8.07566666667,4.789
384.86,3.91333333333,11.957,8.94533333333,8.63566666667,7.423,4.08866666667,3.11033333333,13.8685,5.84366666667,8.088,4.765
385.22,3.962,12.0556666667,8.98866666667,8.71166666667,7.465,4.12633333333,3.185,13.9815,5.887,8.16066666667,4.837
385.58,4.03066666667,12.0903333333,9.07966666667,8.82466666667,7.53866666667,4.2,3.25666666667,14.0475,5.92133333333,8.26466666667,4.92966666667
385.94,4.016,12.1186666667,9.10866666667,8.82566666667,7.537,4.20533333333,3.279,14.1,5.91266666667,8.29033333333,4.953
386.30,4.01033333333,12.1916666667,9.09033333333,8.80933333333,7.53966666667,4.23966666667,3.277,14.1615,5.89766666667,8.273,4.96266666667
386.66,3.995,12.2326666667,9.11933333333,8.812,7.54666666667,4.25666666667,3.274,14.1945,5.87133333333,8.224,4.974
387.03,3.94766666667,12.2606666667,9.16533333333,8.84166666667,7.57366666667,4.247,3.27633333333,14.2465,5.86833333333,8.22433333333,4.99666666667
387.39,3.991,12.4063333333,9.26733333333,8.887,7.65166666667,4.35733333333,3.33933333333,14.334,5.937,8.30666666667,5.104
387.75,4.02266666667,12.533,9.32166666667,8.96866666667,7.68666666667,4.38266666667,3.35233333333,14.4245,5.91066666667,8.34133333333,5.12333333333
388.11,3.99666666667,12.528,9.26733333333,8.967,7.67033333333,4.35866666667,3.35,14.323,5.83833333333,8.305,5.07166666667
388.47,3.97266666667,12.54,9.29266666667,9.02066666667,7.71466666667,4.41466666667,3.38066666667,14.2855,5.86933333333,8.348,5.09533333333
388.83,3.934,12.6016666667,9.31433333333,9.03733333333,7.68733333333,4.443,3.37866666667,14.2685,5.84533333333,8.35466666667,5.105
389.19,3.96433333333,12.6513333333,9.42633333333,9.08366666667,7.75066666667,4.49566666667,3.43233333333,14.3145,5.886,8.34633333333,5.115
389.55,3.92733333333,12.7003333333,9.40133333333,9.01,7.71066666667,4.43533333333,3.394,14.3625,5.848,8.29533333333,5.073
389.91,3.90466666667,12.7736666667,9.41433333333,9.04666666667,7.716,4.452,3.386,14.329,5.865,8.322,5.07633333333
390.27,3.95433333333,12.835,9.51833333333,9.09566666667,7.793,4.484,3.44866666667,14.341,5.97366666667,8.421,5.14766666667
390.63,4.08333333333,12.9093333333,9.54366666667,9.17533333333,7.85433333333,4.533,3.54833333333,14.3895,6.02566666667,8.48366666667,5.19633333333
391.00,4.12733333333,12.942,9.59333333333,9.193,7.85266666667,4.51033333333,3.58,14.421,6.05766666667,8.53333333333,5.19166666667
391.36,4.09066666667,12.937,9.59433333333,9.21166666667,7.82,4.409,3.564,14.49,6.03166666667,8.52433333333,5.126
391.72,4.10333333333,12.9326666667,9.62966666667,9.19233333333,7.85633333333,4.39766666667,3.59566666667,14.5305,6.11433333333,8.52766666667,5.112
392.08,4.161,13.0433333333,9.699,9.23833333333,7.89933333333,4.41366666667,3.63466666667,14.679,6.20733333333,8.567,5.13166666667
392.44,4.15533333333,13.097,9.71366666667,9.22633333333,7.88066666667,4.37566666667,3.63366666667,14.7795,6.215,8.59533333333,5.09233333333
392.80,4.16533333333,13.1253333333,9.783,9.23966666667,7.87933333333,4.36166666667,3.613,14.788,6.22633333333,8.60833333333,5.12333333333
393.16,4.11633333333,13.123,9.72,9.18033333333,7.816,4.25766666667,3.51066666667,14.792,6.15,8.635,5.089
393.52,4.059,13.0386666667,9.72466666667,9.15566666667,7.83266666667,4.22366666667,3.45333333333,14.737,6.14633333333,8.62833333333,5.03633333333
393.88,4.07966666667,13.0233333333,9.74433333333,9.151,7.87633333333,4.19266666667,3.39333333333,14.782,6.14766666667,8.61533333333,5.025
394.24,4.02966666667,13.0083333333,9.701,9.137,7.817,4.135,3.34433333333,14.8065,6.091,8.561,4.97866666667
394.60,3.96966666667,13.031,9.737,9.10033333333,7.816,4.09166666667,3.30733333333,14.845,6.06666666667,8.61333333333,4.96233333333
394.96,3.92233333333,13.0153333333,9.69633333333,9.09633333333,7.811,4.087,3.26333333333,14.916,6.04566666667,8.57566666667,4.958
395.32,3.90066666667,12.986,9.67866666667,9.05966666667,7.82233333333,4.05,3.20666666667,14.882,6.03433333333,8.58466666667,4.92066666667
395.68,3.891,12.997,9.65933333333,9.08,7.77566666667,4.06833333333,3.17066666667,14.912,5.97433333333,8.63866666667,4.904
396.04,3.87833333333,12.991,9.68933333333,9.07433333333,7.75233333333,4.10366666667,3.13033333333,14.9125,5.96666666667,8.68233333333,4.92666666667
396.40,3.87766666667,12.971,9.704,9.055,7.769,4.10133333333,3.08066666667,14.947,5.95766666667,8.668,4.918
396.76,3.95333333333,13.0503333333,9.74133333333,9.11233333333,7.839,4.15933333333,3.13866666667,15.039,6.0,8.76366666667,4.93366666667
397.12,4.04233333333,13.178,9.87466666667,9.20866666667,7.90633333333,4.27766666667,3.23066666667,15.148,6.09033333333,8.83166666667,4.98733333333
397.48,4.123,13.2996666667,9.93733333333,9.28733333333,7.973,4.35666666667,3.281,15.252,6.11366666667,8.888,5.04266666667
397.84,4.159,13.3626666667,9.989,9.35366666667,7.97466666667,4.4,3.333,15.3135,6.16266666667,8.91433333333,5.07033333333
398.20,4.13466666667,13.3816666667,10.0206666667,9.337,7.99766666667,4.382,3.311,15.362,6.15,8.87433333333,5.02666666667
398.56,4.09366666667,13.3476666667,10.019,9.36266666667,7.98333333333,4.36466666667,3.27433333333,15.3285,6.139,8.81933333333,5.01366666667
398.92,4.095,13.3826666667,10.0513333333,9.37533333333,7.99033333333,4.362,3.288,15.246,6.12733333333,8.81566666667,4.98733333333
399.28,4.11533333333,13.4503333333,10.1103333333,9.414,7.946,4.41566666667,3.36433333333,15.2225,6.11733333333,8.798,5.02766666667
399.64,4.10966666667,13.5203333333,10.1826666667,9.476,7.95933333333,4.423,3.417,15.2555,6.10966666667,8.825,5.04866666667
400.00,4.09333333333,13.5603333333,10.195,9.49766666667,7.96066666667,4.375,3.45366666667,15.258,6.094,8.771,5.02066666667
400.36,4.09733333333,13.633,10.2423333333,9.551,7.914,4.352,3.46033333333,15.2335,6.06633333333,8.76533333333,5.02166666667
400.72,4.07266666667,13.6253333333,10.2376666667,9.58033333333,7.90366666667,4.326,3.418,15.2795,6.067,8.721,4.968
401.08,3.97433333333,13.557,10.1843333333,9.55733333333,7.81933333333,4.27733333333,3.35333333333,15.2335,5.99866666667,8.668,4.91133333333
401.44,3.975,13.623,10.2673333333,9.60766666667,7.78066666667,4.27233333333,3.369,15.283,6.03233333333,8.687,4.926
401.80,3.995,13.684,10.3093333333,9.62333333333,7.789,4.265,3.395,15.311,5.98566666667,8.728,4.982
402.16,4.06466666667,13.797,10.38,9.712,7.86433333333,4.345,3.45433333333,15.4405,6.055,8.82166666667,5.06566666667
402.52,4.05266666667,13.8676666667,10.385,9.71266666667,7.88933333333,4.342,3.44133333333,15.5275,6.05166666667,8.84566666667,5.05133333333
402.88,4.073,13.9073333333,10.415,9.723,7.90933333333,4.37666666667,3.43633333333,15.608,6.07633333333,8.90633333333,5.09566666667
403.24,4.10633333333,13.9443333333,10.4996666667,9.754,7.97533333333,4.37533333333,3.442,15.6795,6.091,8.91933333333,5.107
403.60,4.136,13.936,10.4803333333,9.71466666667,7.97866666667,4.35566666667,3.45033333333,15.656,6.113,8.935,5.09633333333
403.95,4.13933333333,13.9853333333,10.5146666667,9.72433333333,8.0,4.37066666667,3.417,15.749,6.09133333333,8.955,5.083
404.31,4.15166666667,14.008,10.5326666667,9.70666666667,8.05166666667,4.38133333333,3.43066666667,15.783,6.09433333333,8.983,5.10466666667
404.67,4.16933333333,14.061,10.598,9.702,8.072,4.386,3.48166666667,15.797,6.09233333333,9.046,5.141
405.03,4.22933333333,14.1323333333,10.6596666667,9.73466666667,8.14933333333,4.422,3.54166666667,15.888,6.18466666667,9.117,5.20066666667
