wavelength,Back_MelNigf,Belly_MelNigf,Breast_MelNigf,Crissum_MelNigf,Crown_MelNigf,DorTail_MelNigf,Patch10_MelNigf,Rump_MelNigf,Throat_MelNigf,WingTip_MelNigf
193.23,38.9475333333,66.9736333334,33.6842,18.7720666667,26.7542,50.7018,79.0350666667,68.1579999999,21.3158,5.614
193.61,32.4786666667,59.8290666667,32.1366666667,15.1281333333,23.5043333333,45.1282,73.4187333333,68.0340000001,17.9486666667,0.85466666666
193.99,29.2444,58.3999,27.7333333333,12.0889333333,19.9112666667,38.6666,66.5777333333,66.9334000001,17.3333333333,-5.59993333334
194.37,35.6141333333,67.6755,36.2281333334,22.807,31.6667333333,50.0,79.2106,73.9474666667,30.2632,7.8948
194.75,36.6666,70.7576333333,38.0303333333,30.9848,37.4243333333,47.2726666667,77.5756666667,71.0606666666,37.7272666667,12.3484
195.13,36.6025333333,72.7243333333,44.1666666667,38.9102666667,44.2948,52.3718666667,80.0640666667,71.6666,42.4358,21.7307333333
195.51,36.4972,66.4689,44.9717333333,40.0000666667,44.0678666667,49.096,74.9152,67.3444666667,41.6383333333,22.9944
195.89,35.5914666666,59.4625666667,43.7097333334,34.5160666667,42.6881333333,42.6344,71.0752666667,65.3764,41.2365333333,21.559
196.27,38.8451333333,59.3964,46.6142666667,37.5328666666,47.7165333333,44.6193333333,73.491,66.2993333333,47.6116,25.6693333333
196.65,42.8726,60.0273,50.1897333333,39.3495333333,50.7316666667,46.2871333333,76.748,65.8536,51.7072666667,25.2032666667
197.03,46.4078,61.7152333333,55.3398666667,41.4240666667,52.9449333334,52.1684,84.9838666666,70.7444,58.576,22.2654
197.40,48.7333333333,63.7333333333,58.6666666667,46.2,51.4,57.0,90.7333333335,72.3333333333,64.9333333333,23.8
197.78,52.0986,65.679,60.5555333333,48.0246666667,52.6544,57.5308,90.8024000001,70.432,66.9134666667,29.0124666667
198.16,57.2277333333,68.977,68.1848000001,49.7028666667,55.3794666667,61.3860666666,98.6797999999,75.1155333333,72.4752,32.4753333333
198.54,62.8570666667,72.3808,71.2925333333,51.1565333333,60.6802666666,60.9522666667,101.2244,78.7753999999,76.9388,34.3536
198.92,61.2794,68.0133333333,69.5622000001,49.6297333333,61.2794666667,61.2794666667,100.1348,81.2121333334,74.7475333333,33.6028
199.30,66.148,68.2961999999,69.5555333333,49.6297333334,61.9259333334,60.8147333333,102.814933333,86.1481333334,80.2962666667,32.2222666667
199.68,78.4211333333,74.2543666666,75.0878666667,50.9648666667,64.4736666667,65.7016666667,114.9124,98.5964666668,89.7367999999,33.2457333333
200.06,85.6275999999,80.8657333333,79.7402,59.5671333334,68.3982666667,74.7186,119.220733333,99.2208666667,94.5456000001,40.5195333333
200.44,92.1738000001,82.6570666667,84.7342666667,63.0918,67.6329333335,80.9662000001,128.2126,106.3768,97.2945333332,41.9323333333
200.82,96.0215333333,88.8172,90.1076,69.1398666666,71.1826666667,81.7204666667,136.666666667,118.387133333,104.731,43.2257333333
201.19,81.1495333333,79.4252333333,76.9349333332,64.8274,64.8275333334,71.7240666667,112.567066667,98.2376,89.1188666667,44.9808
201.57,88.1568666667,86.0391000001,82.1177999999,68.5490666667,71.8430666666,76.2352666668,116.235266667,103.372466667,90.4312666666,48.7844
201.95,92.4199999999,88.5387666666,78.2648666667,66.758,74.3378666665,69.7718000001,118.904066667,107.214533333,88.3105333332,40.0
202.33,94.6667333334,87.5237666667,73.9999333334,63.6191333333,75.8096,68.0953333333,120.285733333,106.095066667,83.5238000001,37.8095333333
202.71,83.2889333333,73.0667333333,58.0445333334,53.5999333333,61.1556,56.1778,104.088933333,89.511,65.3333333334,27.0222
203.09,94.3588666668,79.2308333333,63.4872,58.6666666667,64.8204666667,58.0512,110.4614,93.0255333333,69.0257333333,29.0257333333
203.47,86.1376666667,71.8518333333,57.3545333334,54.6031333334,54.0741999999,44.6560666667,103.597866667,80.6348,53.5449333334,20.635
203.85,68.3076666666,54.8206,44.3076,43.3846,41.8461333333,28.1024666667,88.7177999999,60.6153333334,40.0,6.6666
204.22,66.7677333333,54.8484,41.6161333332,46.5656666667,41.1111333333,23.1314666667,86.9697333333,60.9090666667,37.7777333334,8.58579999999
204.60,63.568,55.0233666667,40.2815999999,42.4414,41.0328000001,21.7840666667,84.2253333333,57.0892,38.2160666667,13.0516666667
204.98,54.6067333333,46.4045666667,36.4044666667,34.4568666667,35.3558666667,22.6965333333,74.3071333333,48.7640666667,34.2322,17.3782666667
205.36,51.2437333333,44.9751,26.7661333333,25.6716,26.0696666666,6.8656,78.8059999999,45.2736,26.1691333333,5.37320000002
205.74,50.8642666667,37.7778333333,14.4446000001,17.6543333333,14.6913333333,-11.4814666667,85.6790666666,42.0987333333,17.284,-5.30853333333
206.12,49.1228,34.0352333333,15.4386666667,17.6607333333,13.0994666667,-5.38013333328,89.1226666667,42.3390666666,19.9999333333,6.66666666667
206.50,62.1164,50.6350333333,30.8994,41.3756666667,30.2645333333,14.3914,104.5502,56.9311333334,44.2329333334,27.6189333333
206.87,67.9781333334,59.8360666667,44.4807333333,52.1311333333,38.7978,18.5791999999,116.94,65.2458666666,54.2075999999,39.5628666666
207.25,59.0626,53.5938333334,37.1873999999,42.2916666667,26.9791333333,13.7499333333,108.020933333,59.0625333334,41.9789999999,34.2708000001
207.63,58.4314,50.9314666667,32.8431333333,40.6862666667,25.2940666667,17.8431333333,99.5098,57.9411999999,42.9411333334,37.549
208.01,70.2565333334,66.7179,45.2308,56.6154,34.9742,30.5641333333,114.974533333,74.8718666667,55.7948666667,54.1539333333
208.39,73.2075999999,67.4844,45.4087333333,54.3397333334,27.6729333333,27.1698,129.811266667,76.2264666667,58.6163333333,55.7232
208.77,66.1437333334,56.6665333333,38.0392000001,58.1698666667,14.3791333333,21.1766,120.2614,69.6731333334,50.1959333333,46.7975333335
209.14,76.3441333332,43.2256000001,16.1290666667,67.0968000001,-15.2688666667,-15.2688666666,147.957,72.0429333334,39.9998666667,43.4409333333
209.52,100.869466667,32.6087666666,11.3044666667,89.2754666665,-29.8552666667,-39.1304,187.536133333,73.9130666667,23.1884,44.0579333334
209.90,128.0,65.3333333334,50.6666666667,117.066666666,21.3333333333,2.93333333332,201.333333333,107.2,56.7999999998,73.5999999999
210.28,151.212066667,90.9091,71.2122000001,155.1516,43.3334000001,16.9696666667,235.454733333,151.515133333,76.9696666667,90.0001333331
210.66,114.7126,84.8275666665,62.7585999999,120.000133333,46.6668000001,16.7816,170.8046,131.494266667,64.8275333333,73.7931333335
211.03,119.710133333,81.1594,52.7534666667,120.2898,29.5651333333,2.31893333346,188.695733333,136.8116,62.029,57.3913333333
211.41,132.381133333,96.9841333333,80.6347999999,159.0476,52.6984,8.88880000006,218.412666666,162.222133333,98.7300666665,73.6508666667
211.79,133.0,79.8333333333,84.3333333333,151.0,56.6666666667,-7.0,229.666666667,172.0,100.0,66.3333333333
212.17,87.647,53.7255,55.4902,89.2155333333,43.7254000001,6.27446666668,141.568666667,116.078466667,63.5294,47.6470666667
212.55,68.9794666667,41.0885666667,41.3605333334,66.9386666666,28.7075333333,8.70733333333,98.0952666667,85.8504000001,46.2583999999,35.3740666666
212.92,57.3563333333,32.7012,32.5288,51.8390666667,23.5632,4.71253333333,80.9196000001,72.0690000001,37.931,27.1265333333
213.30,63.7736,41.3837,38.7420666667,63.5219333334,23.0189333333,6.91813333333,92.9560666667,75.7232000001,41.6352666667,30.1885333334
213.68,68.8888666667,49.4074333333,43.4074666666,64.5926,17.7778666667,7.85173333335,98.8147333332,86.9629333333,46.8147333333,32.2962666667
214.06,47.6388,37.9167333333,33.4721999999,48.4721999999,-4.30546666672,-11.1111333333,75.9721999999,66.2499999999,32.0834000001,20.1389333333
214.44,43.0064666667,41.9607666667,35.9476666667,45.0980000001,-5.49020000008,-9.54253333333,72.6798666667,57.7777333334,36.9934666667,19.7386
214.81,2.53973333334,0.000133333326668,4.44453333326,18.7302000001,-128.571333333,-120.0,76.1903333333,41.2699333333,-17.7777333333,-29.5238666666
215.19,1.40333333326,10.5264333333,5.26313333314,27.7192000001,-148.421133333,-127.719333333,80.3508000001,67.0176,-13.3335333333,-10.5263333332
215.57,29.8989999999,28.1818333334,31.9192000001,38.7878,-59.1920666666,-44.6464666667,75.5555999999,64.8484666668,12.9293333333,23.8384000001
215.95,18.1333333334,18.4,35.1999999999,30.1333333334,-100.533333333,-71.9999999999,72.7999999999,59.4666666667,-5.60000000009,20.8
216.32,7.4074,7.22216666661,45.1852666667,28.1481333333,-154.8148,-123.333333333,73.3333333333,46.2964000001,-22.2223333334,16.2964000001
216.70,-1.33333333334,3.33329999994,78.6666666667,37.7777999999,-158.6666,-138.2222,83.5555333333,39.5554666668,-32.8888666667,47.1111999999
217.08,2.77766666674,-9.16676666674,105.000066667,22.7778666666,-178.3334,-171.1112,88.8887333333,30.0000666668,-30.5555333334,87.7777999999
217.46,11.6666666666,4.83333333326,79.3333333334,-5.33333333339,-86.0000000001,-74.3333333333,64.6666666666,35.6666666668,-4.3333333334,61.0000000001
217.83,13.4884,5.27136666668,46.8217333333,1.8604,-27.2868666666,-24.031,40.9302666667,24.031,11.9380666667,42.4806666667
218.21,-0.7576,-17.0454,25.4544,-15.9089333333,-37.7272666667,-30.6060666667,31.5151333333,8.6364,-4.09086666668,26.9697333333
218.59,-16.7568666667,-48.5586333333,2.88280000006,-36.5765333333,-65.2250666667,-53.8738666666,20.9009333333,-13.5134,-32.0720666667,19.2793333333
218.97,3.82986666666,-28.9362,9.07793333332,-19.0071333333,-40.8511333333,-34.6099333333,32.9077333333,-1.70213333333,-12.3404,27.5178
219.34,-4.96126666667,-43.1006666667,-3.25566666666,-34.8837333334,-56.5891333334,-52.5579333333,23.7208666667,-21.2402,-30.2325999999,14.5736666666
219.72,-87.6666666667,-178.833333333,-93.3333333332,-166.0,-207.666666667,-205.0,-36.9999999999,-140.333333333,-143.0,-64.3333333336
220.10,-77.3913333334,-153.0435,-87.2464000001,-145.507266667,-178.260933333,-173.623333333,-30.145,-115.942,-112.753533333,-57.6811333335
220.47,-96.2500000001,-226.041666667,-137.916666667,-207.5,-260.0,-222.083333334,-31.2499999999,-157.5,-139.166666667,-84.5833333333
220.85,1016.66666667,2195.0,1610.0,1996.66666667,2520.0,2110.0,476.666666667,1443.33333334,1400.0,1230.0
221.23,140.000066667,248.3332,210.7406,254.814733333,307.037,274.074066667,62.2222666666,171.111066667,194.444333333,167.037
221.61,155.6864,274.705966667,226.2744,254.901866667,324.7058,308.235266667,78.4314000001,190.5882,212.9412,188.627466667
221.98,114.736866667,231.2282,196.4912,200.350866667,279.298133333,275.0876,54.7369333333,155.789466666,194.386066667,167.719266667
222.36,92.0634666666,199.8414,193.3334,157.777733333,254.2856,256.825466667,47.3014666666,136.825466667,171.111066667,133.968266667
222.74,60.0,228.333333333,209.523866667,164.285733333,320.0,314.761933333,24.2856666667,135.2382,181.428466667,148.0952
223.11,166.666733333,489.0476,453.333466667,380.9524,632.380933333,599.047666667,131.4286,329.523866667,406.666733334,387.619066667
223.49,-75.5556666665,-427.777733333,-386.6666,-290.000066667,-565.555599999,-539.999933333,-26.6666666666,-239.999933333,-351.111066667,-327.777666667
223.87,-23.5294,-130.0,-153.333333333,-102.352933333,-187.450933333,-174.901933333,-12.5490666667,-80.7843333333,-124.7058,-103.5294
224.24,-63.3334,-158.8889,-233.889,-120.0,-256.6666,-263.888933333,-1.11106666666,-104.999933333,-185.555466667,-142.7778
224.62,-27.1999999999,-48.8,-109.866666666,-41.6,-104.266666667,-123.466666667,4.26666666674,-44.2666666667,-92.5333333333,-68.0000000001
225.00,-18.0953333334,-21.5873,-58.4126,-15.3968666666,-47.3016,-71.746,1.2698,-23.9682666667,-53.1744666667,-36.1906
225.38,-30.2666666666,-35.4666666667,-59.0666666667,-18.2666666667,-54.1333333333,-70.9333333333,-13.8666666667,-31.8666666667,-54.0,-38.9333333333
225.75,-22.9091333333,-22.4849333333,-52.3636666667,-10.7879333333,-48.9696666667,-57.4546666667,-7.51519999998,-17.4545333333,-40.8484666667,-28.2424
226.13,-39.6296666667,-30.5556,-67.6542666667,-29.7532,-62.8394666667,-69.7529333333,-20.8641333334,-28.0246666667,-54.0742000001,-38.5186
226.51,-22.5,-9.76853333334,-39.3519333333,-20.1852666667,-37.5,-43.7036666667,-7.03706666665,-11.5741333334,-33.4260666667,-22.1295333333
226.88,-13.4654,-3.1024,-24.4224666667,-12.4092666667,-19.2078666667,-27.6566666667,-0.0001333333386,-2.44226666666,-22.5082666667,-11.4852
227.26,-0.100266666666,6.94233333333,-9.57406666668,-0.75193333332,-7.26826666667,-13.3334,12.5814,9.22306666667,-8.07019999999,2.40593333333
227.64,1.78573333333,5.63493333333,-5.7936,0.8334,-6.19059999999,-6.90480000001,12.9365333333,9.80173333332,-5.11920000001,5.47606666668
228.01,7.94993333334,10.2659666667,2.59766666666,8.35686666667,1.7216,3.75586666666,17.59,15.4929333333,2.53520000001,12.4569333333
228.39,12.9686666667,12.6039333333,7.65620000001,11.3280666667,6.14573333334,9.66133333334,19.3227333333,17.1094,6.30200000001,15.2604
228.76,11.2440666667,10.3873333333,6.69006666667,8.77926666667,3.52106666667,8.49766666665,17.8168666667,15.5868,5.7982,14.507
229.14,11.4876,10.4341333333,5.95006666667,7.23133333333,2.063,8.16513333334,16.9815333333,14.5928666667,6.31913333332,14.2452666667
229.52,13.8904666666,12.3682,8.07960000001,9.53213333335,4.61693333333,11.4626666667,18.0099333333,15.8607333333,9.1344,14.9850666667
229.89,14.2270666666,11.7597333333,9.23646666667,10.1862,5.54946666667,11.9553333333,18.119,15.4748666667,9.40413333334,14.581
230.27,14.9254666667,11.5136333333,10.9885333333,11.9859333333,7.08653333333,13.4908,18.2852,15.6954666667,10.5686,15.5555333333
230.65,14.9489333334,10.4846666667,11.3775333333,12.3639333333,7.44899999999,14.0644666667,18.0614,15.2722666667,10.4761333333,15.6972
231.02,15.5958666667,10.5612666667,11.2609333333,12.4524666667,6.87393333333,14.836,18.4456,15.0433333333,10.6564,15.6995333333
231.40,14.1440666667,8.54056666666,9.27926666667,10.901,4.95493333334,13.6576666667,16.1622,12.7926666667,8.77486666667,13.8917333334
231.78,11.7102,5.36233333333,6.3768,7.98053333332,2.3382,10.7826666667,13.2366,9.89380000001,6.57013333335,11.517
232.15,11.3497333333,4.16136666667,6.33926666667,6.80966666667,1.61553333333,9.22293333333,12.9037333333,9.55006666667,5.90993333334,11.3700666667
232.53,8.11966666667,0.982933333333,3.22653333333,2.58533333335,-2.94886666667,5.64099999999,9.59393333334,5.64113333333,2.56393333333,7.52140000001
232.90,6.16546666667,-0.969566666667,1.721,1.35080000001,-4.00873333333,3.57293333333,7.88673333333,3.769,0.762600000001,5.99126666667
233.28,3.15306666666,-3.07443333333,-7.99943444818e-13,-0.292733333334,-5.76573333333,1.17113333333,6.10353333334,1.0134,-1.62166666667,4.527
233.66,1.33326666667,-4.3564,-1.7702,-2.68960000001,-7.37933333334,-1.63206666667,5.26426666667,-0.528800000001,-4.27586666667,4.20686666666
234.03,-3.43653333333,-7.4686,-6.73526666667,-7.12473333335,-10.4238,-5.13180000001,0.5956,-5.15453333334,-8.7972,1.53506666666
234.41,-5.18526666667,-8.06706666666,-9.16673333333,-9.74553333333,-11.6204666667,-6.08793333333,0.393466666666,-6.99066666666,-9.90746666665,-0.208266666666
234.78,-6.36673333333,-7.5433,-9.34246666667,-10.6344,-13.3564666667,-5.85926666666,-0.415199999998,-7.98153333333,-10.4498666667,-1.43026666667
235.16,-11.0352,-10.5802666667,-12.6961333333,-13.8339333333,-17.0876,-9.62466666666,-4.4142,-11.9682,-14.016,-4.34573333333
235.54,-10.2696,-9.68703333333,-10.3776,-12.9234666667,-14.9513333333,-8.78079999999,-3.62453333333,-10.2048,-13.1174666667,-3.5382
235.91,-5.57906666667,-5.20633333333,-5.6596,-8.96266666667,-9.7886,-3.565,0.5236,-5.80066666667,-8.05633333333,-0.120999999999
236.29,-4.47726666667,-3.8364,-5.26633333333,-8.30366666667,-9.54633333334,-2.70213333333,1.282,-5.99613333333,-8.0276,-0.138133333334
236.66,-4.09666666667,-3.5363,-5.60386666667,-7.40099999999,-8.11586666667,-2.66666666667,1.97093333334,-4.5024,-7.53613333334,0.811666666666
237.04,-0.390066666666,-0.872966666667,-2.0242,-3.89986666667,-4.86540000001,0.817200000008,4.88386666666,-0.8914,-4.34539999999,4.3082
237.41,1.96606666667,1.04563333333,-0.160733333334,-2.5202,-2.8596,3.66399999999,6.52379999999,2.0912,-2.50206666666,6.30913333333
237.79,4.16873333333,3.13933333333,2.4304,0.3714,-0.135,7.32486666667,8.79333333333,4.86073333333,0.236399999999,8.3376
238.17,6.07373333333,4.87966666667,4.375,2.11526666667,1.60273333334,9.21473333332,11.1698666667,7.11553333334,2.88466666667,9.66346666666
238.54,7.8628,6.44786666667,6.18533333334,4.1138,3.5158,10.401,12.3850666667,8.94240000001,5.26626666667,11.5535333333
238.92,6.33066666667,5.5309,5.13446666667,3.25266666667,3.70966666666,8.93820000001,11.3844666667,8.05106666666,5.2554,11.2635333333
239.29,8.0244,6.8318,7.11926666667,5.052,5.52893333333,10.581,12.7095333333,9.87146666667,7.0458,12.6360666667
239.67,7.81133333333,6.62176666667,6.39726666666,5.34213333333,5.14026666667,10.1459333333,12.0314,9.29286666667,6.64426666667,12.2334666667
240.04,7.91126666666,7.274,6.38013333333,6.0148,5.363,9.91613333333,11.8322,9.34319999999,6.50866666667,12.3852666667
240.42,7.30446666667,7.13013333333,6.0886,6.131,5.50173333333,9.65986666667,11.4201333333,9.03073333332,6.68366666667,12.0918666667
240.79,6.9758,6.46803333333,5.78366666666,5.93093333333,5.2538,9.66153333333,10.8242666667,8.40333333333,6.3798,11.56
241.17,5.6534,5.41796666667,4.73053333333,4.6726,4.34986666667,8.719,9.60960000001,6.97646666666,5.1824,9.97740000001
241.54,5.34813333333,5.0228,4.612,4.50913333333,4.18946666666,8.35053333333,9.32073333333,6.32413333333,4.93726666667,9.64033333333
241.92,4.87206666667,4.38573333333,4.11153333333,3.8324,3.61,7.7114,8.46146666667,5.4254,4.31333333333,8.88013333334
242.29,5.13746666667,4.2079,4.27233333333,4.0192,3.82793333333,7.80413333333,8.40619999999,5.30946666667,4.2054,9.05619999999
242.67,5.09553333333,3.87246666667,4.3584,3.92993333333,3.57993333333,7.81846666667,8.16873333334,5.19233333333,3.8978,9.07626666666
243.05,5.84386666667,4.0454,4.7866,4.54326666666,4.008,8.13093333333,8.48926666667,5.6006,4.37946666667,9.31653333334
243.42,5.88966666667,4.1167,4.744,4.61806666667,4.10593333333,8.112,8.44173333333,5.5902,4.4662,9.41406666667
243.80,6.04506666667,4.54236666667,5.0404,4.93833333333,4.40193333334,8.527,8.83773333333,6.03226666667,4.89153333333,9.9148
244.17,5.21433333333,3.85986666667,4.39913333333,4.3864,3.74093333334,7.91933333333,8.26326666666,5.38006666667,4.1316,9.47766666666
244.55,5.0366,3.60076666667,4.20886666666,4.1254,3.4692,7.7742,7.98340000001,5.25813333333,3.9498,9.33753333332
244.92,5.431,4.261,4.57506666667,4.43106666667,3.82306666667,7.79846666667,8.21033333333,5.6428,4.37533333333,9.6342
245.30,5.93786666667,4.8282,5.0056,4.83166666667,4.23233333333,7.96893333333,8.68293333334,6.1598,4.77986666667,10.2071333333
245.67,5.70486666667,4.86626666667,4.8114,4.70593333333,4.16706666667,7.75466666667,8.532,6.09373333333,4.56273333333,10.1756
246.05,5.3512,4.88143333333,4.4858,4.6316,3.90573333333,7.4174,8.36373333333,5.9408,4.3184,9.98593333333
246.42,4.70426666667,4.55353333333,4.03853333334,3.98173333333,3.29353333333,6.74906666667,7.86673333333,5.47773333333,3.78833333333,9.42273333335
246.79,4.41846666666,4.4092,3.66286666667,3.70193333333,3.04793333333,6.40613333334,7.65926666667,5.19993333333,3.57173333333,9.09213333333
247.17,3.8988,4.04303333333,3.22706666667,3.19993333333,2.49426666667,5.9948,7.20893333333,4.815,2.99986666667,8.79199999999
247.54,3.7664,3.8627,3.02326666666,3.0256,2.2478,5.80973333333,7.09606666667,4.57913333333,2.76093333333,8.57533333334
247.92,3.93273333333,3.96996666667,3.07333333333,3.1408,2.36233333333,5.90166666667,7.21553333333,4.59646666667,2.7674,8.5432
248.29,4.19926666667,4.16273333333,3.31353333333,3.28913333333,2.60226666667,6.03506666667,7.45746666667,4.7338,3.01293333333,8.58633333333
248.67,3.82193333333,3.8273,3.02426666666,2.89346666667,2.3396,5.56773333333,7.0966,4.37346666666,2.681,8.2486
249.04,3.66913333333,3.66116666667,2.9266,2.83533333333,2.2596,5.46493333333,7.0026,4.22446666667,2.59313333333,8.20206666667
249.42,3.60293333333,3.6912,2.88473333333,2.90173333333,2.2416,5.48186666667,6.95186666667,4.1904,2.58973333333,8.1296
249.79,3.93753333333,3.89786666667,3.02013333333,3.07686666667,2.48933333333,5.757,7.24653333333,4.4738,2.87086666667,8.23853333334
250.17,4.2154,4.09836666667,3.24973333333,3.14906666667,2.78046666667,5.93513333333,7.50966666667,4.66233333333,3.07653333333,8.55379999999
250.54,4.9512,4.74573333333,3.79653333333,3.8418,3.425,6.64266666667,8.22293333333,5.32606666667,3.68566666667,9.30266666667
250.92,5.49406666667,5.28746666667,4.3628,4.49946666667,3.98153333333,7.1466,8.91633333333,5.99613333333,4.061,9.76493333333
251.29,6.2398,5.96523333333,4.93633333333,5.23066666667,4.6782,8.0132,9.60453333334,6.5476,4.67833333333,10.1042666667
251.66,6.5578,6.33683333333,5.22446666667,5.54753333333,5.1632,8.52719999999,10.1021333333,6.9966,5.09533333333,10.4149333333
252.04,6.1026,5.97726666667,4.94346666667,5.02706666667,4.72413333333,8.25066666666,9.68153333333,6.59706666667,4.80753333333,10.1027333333
252.41,6.40826666667,6.27366666667,5.19733333333,5.155,5.063,8.51126666667,9.92733333335,6.90393333333,5.14413333333,10.4974666667
252.79,6.99013333333,6.75926666667,5.63426666667,5.62346666667,5.5688,9.21480000001,10.5378666667,7.4082,5.54346666667,11.1376666667
253.16,6.97413333333,6.79853333334,5.57566666667,5.517,5.6232,9.29520000001,10.6351333333,7.505,5.42186666667,11.0781333333
