wavelength,Back_MelNigf,Belly_MelNigf,Breast_MelNigf,Crissum_MelNigf,Crown_MelNigf,DorTail_MelNigf,Patch10_MelNigf,Rump_MelNigf,Throat_MelNigf,WingTip_MelNigf
554.43,11.3196666667,12.32,8.98186666666,15.9194666667,7.2478,7.73913333333,36.562,14.5010666667,9.47333333333,11.9806
554.77,11.3612666667,12.3520333333,9.01066666667,15.9387333333,7.27313333333,7.7546,36.6431333333,14.5223333333,9.4858,12.0168666667
555.11,11.3635333333,12.3679333333,9.00559999999,15.9425333333,7.2574,7.75753333333,36.6892666667,14.5305333333,9.48100000001,12.0299333333
555.45,11.4038,12.4027666667,9.0432,15.974,7.28993333333,7.78973333333,36.7502666667,14.5779333333,9.49726666667,12.068
555.80,11.3948,12.3889666667,9.0484,15.9568666667,7.26886666666,7.7952,36.7583333333,14.5814666667,9.48979999999,12.0586666667
556.14,11.4132,12.4027,9.04106666667,15.9927333333,7.2586,7.81653333333,36.7972666667,14.6070666667,9.49439999999,12.0674
556.48,11.4256666667,12.4072,9.06940000001,15.9968,7.2604,7.84566666666,36.8193333334,14.6188666667,9.50900000001,12.0946
556.82,11.4326666667,12.3983333333,9.0638,16.0119333333,7.27373333333,7.8542,36.8232666667,14.6262666667,9.51353333333,12.0933333333
557.16,11.4104666667,12.3929666667,9.07373333333,15.9979333333,7.2546,7.85273333333,36.8339333333,14.6070666667,9.5014,12.0946666667
557.50,11.4598666667,12.4269,9.09993333333,16.0258,7.26686666667,7.862,36.884,14.6322,9.51400000001,12.1362
557.85,11.5141333333,12.5026666667,9.17139999999,16.0812,7.3122,7.92233333333,36.9256666667,14.6815333333,9.56199999999,12.2034
558.19,11.5444666667,12.5012,9.18966666667,16.0866,7.35906666667,7.94606666667,36.9394,14.711,9.58926666667,12.2294
558.53,11.5332,12.4944666666,9.195,16.0903333333,7.36113333333,7.93313333333,36.9032666667,14.7114666667,9.58246666667,12.2299333333
558.87,11.5549333333,12.5109,9.21813333333,16.0962666666,7.3768,7.94460000001,36.9293333334,14.7524,9.60940000001,12.2501333333
559.21,11.5347333333,12.4965,9.18886666667,16.0694,7.35526666667,7.93693333333,36.8775333333,14.7126666667,9.58446666668,12.2368666667
559.55,11.561,12.5335,9.19673333333,16.105,7.38606666667,7.94819999999,36.9280666667,14.7656,9.5992,12.2830666667
559.89,11.6177333333,12.5797666667,9.25726666666,16.1619333333,7.43893333333,7.98280000001,37.0294666667,14.8116666667,9.65246666665,12.3474
560.23,11.6470666667,12.6182333333,9.25486666666,16.2147333333,7.46666666667,8.01479999999,37.0734,14.8440666667,9.67193333334,12.3811333333
560.58,11.6302666667,12.6315333333,9.26460000001,16.2154,7.4566,8.0184,37.1053333333,14.8508666667,9.6694,12.3907333333
560.92,11.6359333333,12.6135,9.22466666667,16.1938666667,7.45313333333,8.00020000001,37.0874666667,14.8476,9.65386666666,12.3708
561.26,11.61,12.5866,9.20659999999,16.1738,7.4442,8.00193333333,37.0822666667,14.829,9.63059999999,12.3687333333
561.60,11.5328666667,12.4981,9.12033333333,16.1122666667,7.39653333333,7.92333333333,36.9988666667,14.7837333333,9.56226666667,12.3058
561.94,11.5322,12.5028333333,9.13493333333,16.1234,7.3876,7.91186666667,37.0271333333,14.7842666667,9.54493333333,12.3102
562.28,11.5534666667,12.5217,9.14033333333,16.1418,7.40446666667,7.93353333334,37.0427333333,14.8075333333,9.57026666667,12.3396666667
562.62,11.5546,12.5232,9.15433333333,16.1748,7.42626666667,7.9374,37.0108,14.8041333333,9.5704,12.3583333333
562.96,11.6021333333,12.5689333333,9.20680000001,16.2268666667,7.45473333333,7.9786,37.0950666667,14.8799333333,9.6254,12.417
563.30,11.6097333333,12.5666666667,9.22673333334,16.2315333333,7.46706666666,8.00379999999,37.1222,14.8741333333,9.63066666667,12.4263333333
563.64,11.5937333333,12.5254333333,9.21466666667,16.2028666667,7.4376,7.99979999999,37.0829333333,14.8487333333,9.61019999999,12.416
563.99,11.6138,12.5443666667,9.23246666667,16.2110666667,7.4452,8.01293333333,37.1246666667,14.8817333333,9.63466666666,12.4506666667
564.33,11.6222666667,12.5497333333,9.23013333334,16.2241333333,7.43833333333,8.02493333334,37.1352666667,14.8871333334,9.63126666667,12.4577333333
564.67,11.6540666667,12.5947666666,9.26406666666,16.2782,7.456,8.05699999999,37.2022,14.9358,9.66939999999,12.5212
565.01,11.6476666667,12.6032333333,9.25260000001,16.2763333333,7.44793333333,8.04853333333,37.2078,14.9350666666,9.67613333333,12.5228
565.35,11.6647333333,12.6082,9.27366666667,16.2893333333,7.44773333333,8.0712,37.2542666667,14.9494,9.69246666665,12.5361333333
565.69,11.6652666667,12.6051666667,9.26066666667,16.284,7.4336,8.0774,37.284,14.9585333333,9.6942,12.5436666667
566.03,11.6885333333,12.6208,9.26326666667,16.3026666667,7.4312,8.11220000001,37.324,14.9664666667,9.71446666668,12.5535333333
566.37,11.7006,12.6392666667,9.26499999999,16.3123333333,7.43166666667,8.13726666666,37.3801333333,14.9834,9.7304,12.5728
566.71,11.6730666667,12.6280333333,9.25486666667,16.3026666667,7.42646666667,8.13153333333,37.3550666667,14.9688,9.72166666667,12.5496
567.05,11.6964666667,12.6569,9.27713333334,16.3323333333,7.44653333333,8.15306666667,37.3580666667,14.9962,9.74020000001,12.5845333333
567.39,11.6920666667,12.6879333333,9.27806666667,16.3440666667,7.4674,8.15793333333,37.3609333333,15.0042,9.75406666666,12.587
567.73,11.6763333333,12.6768,9.27473333333,16.331,7.45246666667,8.15606666666,37.3205333333,14.9783333333,9.74073333332,12.5817333333
568.07,11.6837333333,12.6963666667,9.28773333333,16.3224,7.46613333333,8.15613333333,37.3209333333,14.9903333333,9.76360000001,12.6014666667
568.41,11.6876,12.6883333333,9.29159999999,16.3331333333,7.4802,8.17360000001,37.2918666667,14.986,9.77066666666,12.591
568.75,11.7014666667,12.6977333333,9.31013333334,16.3587333333,7.48886666667,8.18180000001,37.3041333333,15.0108,9.7754,12.6126666667
569.09,11.7554666667,12.7622333333,9.35006666667,16.4142,7.53486666667,8.23606666667,37.3990666667,15.0684,9.81326666667,12.6821333333
569.43,11.7822666667,12.8178333333,9.39693333333,16.4684,7.57453333333,8.30026666667,37.4328666667,15.1181333333,9.86113333334,12.7322666667
569.77,11.7693333333,12.8135666667,9.40973333333,16.4535333333,7.57566666667,8.29033333333,37.4444666667,15.1252,9.83946666665,12.7547333333
570.11,11.7644666667,12.8068666667,9.41686666667,16.4528666667,7.5778,8.28646666667,37.4335333333,15.1225333333,9.84306666666,12.7679333333
570.45,11.7820666667,12.8089666667,9.40519999999,16.455,7.58006666667,8.28453333333,37.4395333334,15.1193333333,9.83046666667,12.7911333333
570.79,11.773,12.8089,9.40159999999,16.4637333333,7.5726,8.28466666667,37.4441333333,15.1218,9.84326666668,12.7915333333
571.13,11.8042,12.8267,9.41786666667,16.5046666667,7.5848,8.32400000001,37.508,15.1548,9.86073333333,12.8336666666
571.47,11.8250666667,12.8506,9.44526666666,16.5375333333,7.62333333333,8.34180000001,37.5417333334,15.1940666667,9.88099999999,12.8595333333
571.81,11.8553333333,12.8613,9.46113333333,16.5738666667,7.649,8.37699999999,37.5761333333,15.2245333333,9.88466666667,12.8779333333
572.15,11.8704666667,12.8832666667,9.48533333334,16.5874666667,7.6672,8.39453333333,37.6099333333,15.2426,9.90680000001,12.9147333333
572.49,11.8796,12.8943666667,9.49733333333,16.5954,7.68913333333,8.41666666667,37.6321333333,15.2467333333,9.90720000001,12.9222666667
572.83,11.8478666667,12.8651333333,9.48039999999,16.5846666667,7.67026666667,8.40386666667,37.5699333333,15.2184,9.89359999999,12.9052
573.17,11.8562666667,12.8625,9.47246666667,16.5923333333,7.66873333333,8.39573333334,37.6014,15.2171333333,9.88546666667,12.9063333333
573.51,11.8538,12.8655666667,9.45486666666,16.5927333333,7.65666666667,8.37686666667,37.5896666667,15.2189333333,9.87659999999,12.8941333333
573.85,11.8604,12.8607666667,9.4526,16.5997333333,7.6484,8.38046666666,37.6190666667,15.2182,9.8824,12.8875333333
574.19,11.8386,12.8617,9.46699999999,16.6004666666,7.65526666667,8.38119999999,37.6274666667,15.2305333333,9.88573333333,12.8802
574.53,11.852,12.8783333333,9.47746666667,16.6166666667,7.66286666667,8.39173333333,37.6662,15.2524666667,9.88173333334,12.8868
574.87,11.8526666667,12.8862333333,9.48106666667,16.6018666667,7.68066666667,8.39619999999,37.6167333333,15.2378,9.88026666666,12.8846666666
575.21,11.8477333333,12.8872333333,9.46793333333,16.59,7.66493333333,8.38033333333,37.6070666667,15.2243333333,9.86853333334,12.888
575.55,11.8733333333,12.9268333333,9.49960000001,16.6348666667,7.68626666667,8.3976,37.6626,15.2556666667,9.91846666667,12.9380666667
575.89,11.9144,12.9597666667,9.52786666668,16.6721333333,7.70653333333,8.42426666667,37.7108666667,15.2896666667,9.9432,12.9809333334
576.22,11.9450666667,12.9712666667,9.54400000001,16.6832,7.71253333333,8.44653333333,37.7080666667,15.303,9.97566666667,12.9935333333
576.56,11.965,12.9970333333,9.55839999999,16.6947333333,7.72913333333,8.46746666667,37.7334666667,15.3014666667,9.99039999999,12.9968
576.90,11.9622,12.969,9.54099999999,16.67,7.70886666667,8.46173333334,37.7006,15.282,9.97086666667,12.9868
577.24,11.9388666667,12.9339666667,9.53346666667,16.6675333333,7.70526666667,8.46953333333,37.6970666667,15.2614,9.97286666667,12.9697333333
577.58,11.9922666667,12.9839666667,9.53833333333,16.6954,7.7288,8.49046666666,37.7476666667,15.3016666667,9.98820000001,13.0096666667
577.92,12.0468,13.0024666667,9.5648,16.7356,7.73133333333,8.52419999999,37.7955333333,15.3206,10.0142,13.0528
578.26,12.0598,13.0026,9.56626666665,16.7244666667,7.7418,8.52993333333,37.8031333333,15.3064666667,10.019,13.06
578.60,12.0703333333,13.0074,9.56079999999,16.7459333333,7.7364,8.5064,37.8595333333,15.3207333333,10.0189333333,13.0624
578.94,12.1216666666,13.0567,9.60926666666,16.8066666667,7.78226666667,8.56613333332,37.9728666667,15.3774666667,10.0741333333,13.1197333333
579.28,12.1421333333,13.0622666667,9.62939999999,16.8242,7.80866666667,8.59606666667,37.967,15.3986,10.0688666667,13.1336
579.61,12.1304666667,13.0415,9.60206666666,16.8209333333,7.79193333333,8.59613333333,37.9659333333,15.3746,10.0449333333,13.0890666667
579.95,12.1456,13.0592,9.6074,16.8613333333,7.82106666667,8.62613333333,38.0069333333,15.3946,10.0663333333,13.1292
580.29,12.151,13.0846,9.63533333333,16.8705333333,7.849,8.63766666667,38.0285333333,15.4124,10.0695333333,13.1636666667
580.63,12.1573333333,13.1206333333,9.66006666667,16.8968666667,7.87073333334,8.66166666666,38.035,15.4387333333,10.0914,13.1768666667
580.97,12.2139333333,13.1930333333,9.71173333332,16.9437333333,7.91166666667,8.69606666666,38.1044666667,15.4812,10.1030666667,13.2354
581.31,12.1545333333,13.1803333333,9.72200000001,16.9205333333,7.90406666667,8.70166666668,38.0350666667,15.4466,10.0806,13.209
581.65,12.1776666667,13.2225333333,9.75173333333,16.9458666667,7.93406666667,8.71900000001,38.0488666667,15.4742,10.1017333333,13.2249333333
581.98,12.1784666667,13.2245,9.76093333333,16.9629333333,7.9192,8.71166666668,38.0363333333,15.4712,10.1030666667,13.2334
582.32,12.1618,13.1907333333,9.74353333333,16.908,7.88573333333,8.72026666667,38.0162,15.4653333333,10.0852,13.2266666667
582.66,12.1323333333,13.1560666667,9.7136,16.8880666667,7.85033333333,8.68426666668,37.9494,15.4250666667,10.0559333333,13.1900666667
583.00,12.1012666667,13.1459333333,9.67920000001,16.857,7.8068,8.65533333335,37.9662,15.3848666667,10.0384666667,13.1712
583.34,12.0884666667,13.1486,9.67933333333,16.8509333333,7.79893333333,8.63133333334,37.9648666667,15.3833333333,10.0311333333,13.1904
583.68,12.0900666667,13.1642333333,9.69033333333,16.8566,7.7788,8.62706666665,38.0286666666,15.4174,10.0319333333,13.1898666667
584.01,12.1510666667,13.1987,9.73073333333,16.9017333333,7.8082,8.67040000001,38.0835333333,15.4822666667,10.0868666667,13.2296
584.35,12.1519333333,13.1990666667,9.7394,16.9142,7.82113333333,8.68386666667,38.097,15.4914,10.1014666667,13.259
584.69,12.1556,13.2022666667,9.73560000001,16.9326,7.84093333333,8.69939999999,38.0789333333,15.5089333333,10.1356666667,13.2862
585.03,12.1913333333,13.2241666667,9.75306666665,16.966,7.87393333333,8.74573333333,38.1516,15.5503333333,10.1574,13.3254
585.37,12.2281333333,13.2695666667,9.78233333332,17.0027333333,7.91533333333,8.80280000001,38.1595333333,15.5733333333,10.1842,13.3662666667
585.70,12.2858666667,13.3146666667,9.86013333335,17.0546,7.979,8.88893333335,38.2234,15.6392,10.2465333333,13.4438
586.04,12.3333333333,13.383,9.9164,17.1238666667,8.04273333333,8.94006666667,38.2430666667,15.6781333333,10.2904,13.51
586.38,12.3080666667,13.3653,9.90673333335,17.1102,8.03413333333,8.91946666666,38.2446,15.6557333333,10.2741333333,13.5066666667
586.72,12.3282666667,13.3842,9.92893333334,17.1214666667,8.0386,8.93640000001,38.2811333333,15.6743333333,10.2670666667,13.5126666667
587.06,12.2547333333,13.3559666667,9.86639999999,17.0697333333,7.9856,8.88540000001,38.2802,15.6347333333,10.2227333333,13.4490666667
587.39,12.2362666667,13.3544333333,9.85626666666,17.0617333333,7.98513333333,8.88206666666,38.2898,15.6094666667,10.1972,13.4530666667
587.73,12.1989333333,13.3140333333,9.80733333334,17.0322,7.93506666667,8.86879999999,38.2601333333,15.573,10.1382666667,13.4224666667
588.07,12.2289333333,13.3082333333,9.80566666667,17.0344666667,7.9344,8.87960000001,38.3130666667,15.5946666667,10.1300666667,13.4283333333
588.41,12.2517333333,13.3282,9.85173333333,17.0507333334,7.9536,8.91486666665,38.3327333333,15.6087333333,10.159,13.4748666667
588.74,12.2848666667,13.3526666667,9.85366666667,17.0898666667,7.96213333333,8.91046666667,38.4038666667,15.6280666667,10.1913333333,13.5124666667
589.08,12.2194666667,13.2901666667,9.78573333335,17.0248666667,7.91326666667,8.84906666667,38.4374666667,15.5915333333,10.1478666667,13.4724666667
589.42,12.1994,13.2641333333,9.73006666666,17.0005333333,7.87453333333,8.8228,38.4294666666,15.5863333333,10.1226666667,13.4416666667
589.76,12.1774666667,13.2287,9.69706666666,16.9865333333,7.85926666667,8.79660000001,38.4382,15.5808666667,10.093,13.3968
590.09,12.2583333333,13.3028,9.74453333333,17.045,7.92266666667,8.87193333333,38.5172666667,15.661,10.1588666667,13.4548
590.43,12.2165333333,13.2377,9.69113333333,17.0094,7.8892,8.8266,38.4767333333,15.6191333333,10.1192,13.4258
590.77,12.2990666666,13.3009333333,9.74006666666,17.0755333333,7.9358,8.90700000001,38.5094666667,15.6797333333,10.1608,13.5158
591.11,12.3187333333,13.3076666667,9.75133333334,17.0996666667,7.95806666667,8.9038,38.5132666667,15.7142666667,10.1803333333,13.5483333333
591.44,12.3099333333,13.3086333333,9.74173333333,17.1048,7.96453333333,8.8812,38.5072,15.7081333333,10.1800666667,13.5438666667
591.78,12.3031333333,13.3205333333,9.758,17.1264666667,7.95273333333,8.87666666666,38.4457333333,15.6877333334,10.1864,13.5657333333
592.12,12.2730666667,13.2982,9.70560000001,17.1010666667,7.90766666667,8.82900000001,38.4781333333,15.6796666667,10.1617333333,13.5258666667
592.46,12.2516,13.2895333333,9.72926666668,17.0808,7.9034,8.83460000001,38.3688666667,15.6681333333,10.1599333333,13.507
592.79,12.2219333333,13.2719,9.70219999999,17.0615333333,7.87666666667,8.81733333333,38.3070666667,15.6461333333,10.1370666667,13.4844
593.13,12.2113333333,13.2939666667,9.70846666667,17.0480666667,7.87153333333,8.79939999999,38.3160666667,15.6290666667,10.1017333333,13.4834666667
593.47,12.1864666667,13.3148333333,9.71306666665,17.0430666667,7.88213333333,8.80533333333,38.315,15.6334666667,10.1172,13.5194666667
593.80,12.1093333333,13.2286,9.65286666667,16.9691333333,7.80386666666,8.75526666667,38.2423333334,15.5815333333,10.0177333333,13.458
594.14,12.1061333333,13.2535,9.66853333335,16.981,7.80706666667,8.77193333333,38.2188666667,15.6137333333,10.0458666667,13.4711333333
594.48,12.1012,13.2148666667,9.67740000001,16.9776666667,7.80046666667,8.74473333334,38.2118,15.6148666666,10.0536666667,13.4683333333
594.81,12.104,13.2369666667,9.67333333334,16.9766,7.79526666667,8.77606666666,38.23,15.6040666667,10.0636666667,13.4898
595.15,12.1516666667,13.2681666667,9.70573333334,17.0165333333,7.81586666667,8.8088,38.3173333333,15.6595333333,10.1127333333,13.5498666667
595.49,12.1387333333,13.2631333333,9.67786666666,17.0044666667,7.82993333333,8.79399999999,38.3755333333,15.6817333333,10.1135333333,13.5442666667
595.82,12.147,13.2582666667,9.68213333332,17.0174666667,7.83333333333,8.83166666667,38.3880666667,15.7014666667,10.0898,13.5652
596.16,12.1494666667,13.2397333333,9.66026666667,17.0145333333,7.8022,8.81366666668,38.4416,15.7124,10.0608666667,13.5579333333
596.50,12.1646,13.2484,9.70386666666,17.0272,7.81413333333,8.83726666667,38.4937333333,15.7227333333,10.0873333333,13.5851333333
596.83,12.1507333333,13.2277333333,9.69300000001,17.0370666666,7.8106,8.84686666667,38.515,15.6942666667,10.1037333333,13.5968
597.17,12.1704666667,13.2259666667,9.6966,17.05,7.7926,8.84393333334,38.5568,15.7081333333,10.0988666667,13.5936
597.51,12.2221333333,13.2625666667,9.73100000001,17.0902666667,7.8378,8.87413333332,38.5961333333,15.7265333333,10.1381333333,13.6366
597.84,12.2610666666,13.2931333333,9.76186666665,17.1098,7.873,8.91459999999,38.6600666667,15.7435333333,10.1546666667,13.6758
598.18,12.2812,13.3257666667,9.79486666667,17.1487333333,7.91253333333,8.97493333333,38.7226,15.7726,10.1652666667,13.7021333333
598.52,12.3104,13.3162,9.81840000001,17.1665333333,7.90986666667,8.97959999999,38.7441333334,15.7846666667,10.1646,13.7078666667
598.85,12.2752,13.2801333333,9.77773333333,17.0973333333,7.87853333333,8.96293333333,38.69,15.7338666667,10.119,13.6546666667
599.19,12.2981333333,13.3043333333,9.80446666665,17.1376666666,7.89433333333,8.99953333333,38.7003333333,15.7478666667,10.138,13.6879333333
599.53,12.3114,13.3396,9.81326666667,17.1505333333,7.9068,9.01033333334,38.7065333333,15.7567333333,10.1580666667,13.6927333333
599.86,12.3782,13.4004333333,9.86980000001,17.2043333333,7.98053333333,9.09733333334,38.7599333333,15.8064666667,10.206,13.7784666667
600.20,12.4437333334,13.4555,9.87493333334,17.2476,8.0148,9.13806666666,38.8,15.8489333333,10.2168666667,13.8413333333
600.53,12.4465333333,13.4566333333,9.86406666667,17.2264,8.00553333333,9.1314,38.7715333333,15.8698666667,10.2002666667,13.8377333333
600.87,12.4531333333,13.4444333333,9.84546666667,17.2275333333,7.99406666667,9.144,38.747,15.8603333333,10.1869333333,13.8698
601.21,12.4285333333,13.4566,9.83333333334,17.2454666667,7.96,9.15886666667,38.7830666667,15.8757333333,10.2024,13.8816
601.54,12.392,13.4255666667,9.78720000001,17.2662,7.9198,9.11593333333,38.7984,15.8702666667,10.1731333333,13.8662
601.88,12.4097333333,13.4612,9.81293333333,17.294,7.92166666667,9.13313333333,38.8162,15.9099333333,10.2041333333,13.9213333333
602.21,12.3802,13.4534,9.79666666667,17.2806666667,7.9074,9.11013333334,38.8122,15.9169333333,10.1924666667,13.915
602.55,12.3919333333,13.4702333333,9.8236,17.3326,7.9236,9.13386666666,38.8629333333,15.9532666667,10.2229333333,13.9544
602.88,12.3735333333,13.4509666667,9.81560000001,17.2957333333,7.8842,9.12279999999,38.9217333333,15.9486666667,10.2068,13.9556666667
603.22,12.4096,13.4675,9.8374,17.3326,7.9072,9.16626666666,38.9638666667,15.9627333333,10.2418666667,13.9791333333
603.56,12.3648,13.4456,9.8096,17.3040666667,7.8816,9.12833333333,38.9416666667,15.9345333333,10.2284,13.9546666667
603.89,12.3403333333,13.4303,9.81139999999,17.3217333333,7.86813333333,9.11340000001,38.9380666667,15.926,10.235,13.9493333333
604.23,12.3569333333,13.4460666667,9.82820000001,17.351,7.8932,9.13900000001,38.9412,15.9283333333,10.2649333333,13.9713333333
604.56,12.3522,13.4605666667,9.85993333334,17.3592,7.90453333333,9.14866666667,38.9774,15.932,10.2866,13.9660666667
604.90,12.3737333334,13.4861666667,9.89973333333,17.3798666667,7.93473333334,9.17866666667,38.9957333333,15.9566,10.3044,13.9812666667
605.23,12.4221333333,13.5280333334,9.95333333334,17.4088,7.98473333333,9.24966666665,39.0017333333,15.9709333333,10.3655333333,14.0290666667
605.57,12.4165333333,13.5077666667,9.93979999999,17.3970666666,7.98446666666,9.24226666665,39.0148666667,15.9486,10.3563333333,14.0068666667
605.90,12.4104666667,13.4935666667,9.93606666667,17.3806666667,7.9794,9.25133333334,38.9836,15.923,10.3428666667,13.9846666667
606.24,12.4678,13.5515333333,9.97460000001,17.4409333333,8.0234,9.27906666666,39.0572,15.9668666667,10.3844666667,14.0327333333
606.58,12.5242666666,13.6232,10.0174,17.4847333333,8.09,9.3104,39.0498666667,15.9888666667,10.4125333333,14.0633333333
606.91,12.5087333333,13.6173333333,10.0311333333,17.4826,8.0816,9.2746,39.0431333333,15.9988,10.3972666667,14.0630666667
607.25,12.5231333333,13.6174,10.0566666667,17.5084,8.09033333333,9.29613333333,39.0464,15.9967333333,10.3909333333,14.0832
607.58,12.5992,13.6939333333,10.1388666667,17.5540666667,8.16346666667,9.38100000001,39.0982,16.0687333333,10.4427333333,14.1583333333
607.92,12.6784,13.7538666667,10.1849333333,17.6062,8.20146666667,9.4324,39.2116,16.1446666667,10.4892,14.2171333333
608.25,12.7170666667,13.7762666667,10.1994,17.6348666667,8.20726666667,9.44526666667,39.2353333333,16.1593333333,10.5164666667,14.2482666667
608.59,12.7389333333,13.7682666667,10.1959333333,17.6342666667,8.20913333333,9.43066666668,39.2244,16.1580666667,10.5257333333,14.2715333333
608.92,12.6940666667,13.7232333333,10.1468666667,17.5688666667,8.16266666666,9.37173333333,39.1835333333,16.1231333333,10.4575333333,14.2138666667
609.26,12.6938666667,13.7147666667,10.1309333333,17.5256,8.146,9.37800000001,39.1591333333,16.0952,10.4408,14.2114
609.59,12.7142666667,13.7427333333,10.1612666667,17.549,8.16413333333,9.41813333333,39.1908,16.1192,10.4798666667,14.2486666667
609.93,12.6913333333,13.7131666667,10.153,17.522,8.13266666667,9.41846666666,39.1284666667,16.0952,10.4587333333,14.237
610.26,12.6578,13.6275,10.1028,17.483,8.07693333333,9.3974,39.0724666667,16.0346,10.4248666667,14.1838
610.60,12.691,13.6427,10.1105333333,17.4954666667,8.1026,9.42379999999,39.0680666667,16.0245333333,10.433,14.1915333333
610.93,12.6790666667,13.6273333333,10.0693333334,17.4712,8.08573333333,9.39379999999,39.0630666667,15.9985333333,10.4164666667,14.1518
611.27,12.6584,13.56,10.0065333333,17.4279333333,8.0426,9.34586666666,38.9882,15.9386,10.3734666667,14.0995333333
611.60,12.6099333333,13.5210333333,9.97319999999,17.3942666667,8.00226666667,9.31613333332,38.9418666667,15.8939333333,10.3292,14.0656
611.93,12.6012,13.5062666667,9.94286666666,17.3784666667,7.99253333333,9.33566666666,38.9688666667,15.8984,10.3039333333,14.0526
612.27,12.5722666667,13.4966666667,9.91406666667,17.3571333334,7.96473333333,9.32633333335,38.9544666667,15.8676,10.2756,14.0287333333
612.60,12.6791333333,13.5715333333,10.0024,17.4453333333,8.03073333333,9.40073333334,39.0378666667,15.9548666667,10.3546,14.1401333334
612.94,12.6372,13.5573,9.97826666667,17.4364,8.00573333333,9.34920000001,39.0182,15.9402,10.3204666667,14.0778666667
613.27,12.6245333333,13.5430333333,9.95646666668,17.4352666667,8.01506666667,9.32526666665,39.0447333334,15.9308666667,10.2899333333,14.08
613.61,12.6141333333,13.5303333333,9.92859999999,17.399,8.0082,9.29833333334,39.0252,15.897,10.2687333333,14.0556
613.94,12.6366666667,13.5775333333,9.97740000001,17.4309333333,8.05233333333,9.34200000001,39.0382666667,15.9477333333,10.2952,14.0974666667
614.28,12.5699333333,13.5219333333,9.90033333334,17.3886666667,7.9704,9.28439999999,39.0195333333,15.8915333333,10.24,14.0592
614.61,12.6369333333,13.5865666667,9.97633333335,17.4370666667,8.03246666667,9.36233333333,39.0775333333,15.9524,10.3103333333,14.1448666667
614.94,12.6254666667,13.5853333333,9.9706,17.4507333333,8.0174,9.37113333333,39.1498,15.9664666666,10.3092666667,14.1219333333
615.28,12.655,13.6158,10.0137333334,17.5080666667,8.07193333333,9.43426666667,39.1534666666,16.0108666667,10.3376666667,14.1688666667
615.61,12.6863333333,13.6673333333,10.0785333333,17.5584,8.13026666667,9.48233333335,39.1152666667,16.0354,10.3794666667,14.2044
615.95,12.6651333333,13.6425333334,10.0425333333,17.5722666667,8.1224,9.46980000001,39.128,16.0132666666,10.3584666667,14.1935333333
616.28,12.616,13.6094333333,9.99713333335,17.5814666667,8.1002,9.43980000001,39.1567333334,15.9917333333,10.333,14.1754
616.61,12.6874,13.6519333333,10.0520666667,17.6341333333,8.1588,9.5218,39.182,16.0460666667,10.4066666667,14.2666666667
616.95,12.7640666667,13.7440333333,10.1259333333,17.7154,8.21073333333,9.60166666667,39.2773333333,16.1337333333,10.4796,14.3372
617.28,12.8005333333,13.7778666667,10.1807333333,17.7861333333,8.26573333333,9.68806666667,39.3224666667,16.1738666667,10.5274,14.3958666667
617.62,12.8173333333,13.8007333333,10.1712,17.7882666667,8.2444,9.68406666667,39.4228666667,16.1811333333,10.5498,14.4215333333
617.95,12.8859333333,13.8751666667,10.2520666667,17.8546666667,8.31786666667,9.77426666668,39.56,16.2895333333,10.6404,14.5151333333
618.28,12.8362666667,13.8343333333,10.1818666667,17.8245333333,8.26033333333,9.73406666666,39.5502,16.2624,10.5846,14.4852666667
618.62,12.8457333333,13.8874,10.2085333333,17.8571333333,8.294,9.76153333333,39.5874,16.29,10.6144,14.5581333333
618.95,12.8075333333,13.8581333333,10.1752,17.8032666667,8.26873333333,9.72033333334,39.5458666667,16.2729333333,10.6043333333,14.5207333333
619.28,12.8024,13.8502333333,10.1368666667,17.7939333333,8.25393333333,9.71140000001,39.5216666667,16.2551333333,10.5927333333,14.5342666667
619.62,12.9241333333,13.9737,10.2645333333,17.8974666667,8.35626666667,9.82886666667,39.6392,16.3781333333,10.7148,14.6647333333
619.95,12.9445333334,13.9964,10.2901333333,17.8875333333,8.3828,9.87286666666,39.6068,16.3801333333,10.7356666667,14.6944666667
620.28,12.9626666667,14.0403,10.2983333333,17.8986,8.37713333334,9.85986666667,39.6816,16.4164666667,10.7335333333,14.7022666667
620.62,12.9323333333,13.9928,10.2493333333,17.8508,8.33726666666,9.79913333333,39.5930666667,16.3633333333,10.7069333333,14.7014
620.95,12.8552666667,13.9336,10.2120666667,17.7888666667,8.27953333333,9.74026666666,39.5167333333,16.342,10.6488666667,14.6610666667
621.28,12.8688,13.9749,10.26,17.8308,8.33093333333,9.80480000001,39.4935333333,16.3814666667,10.6852666667,14.6886
621.62,12.8358,13.9384333333,10.2259333333,17.7749333333,8.28473333333,9.78313333335,39.3874,16.3112,10.6497333333,14.637
621.95,12.8954,13.9677333333,10.3104,17.8305333333,8.31486666667,9.81519999999,39.4458,16.3723333333,10.7143333333,14.6900666667
622.28,12.9478,14.0197666667,10.3978666667,17.8878666667,8.36546666667,9.87333333334,39.4456666667,16.43,10.7947333333,14.7342
622.62,12.9957333333,14.0588333333,10.4304,17.9522,8.39706666666,9.91133333333,39.5281333333,16.4643333333,10.8136666667,14.7834666667
622.95,13.0198,14.0787333333,10.4662666667,17.9716666667,8.41033333333,9.92826666666,39.6398666667,16.5101333334,10.8334,14.8226666667
