wavelength,Back_LoxNocm,Belly_LoxNocm,Breast_LoxNocm,Crissum_LoxNocm,Crown_LoxNocm,DorTail_LoxNocm,Rump_LoxNocm,Throat_LoxNocm,WingTip_LoxNocm
348.91,3.91013333333,4.79893333333,4.4128,3.66913333333,3.6286,6.22273333333,4.23403333333,2.70613333333,6.05586666667
349.27,3.9034,4.80846666667,4.403,3.6944,3.674,6.23093333334,4.22663333333,2.75686666667,6.07886666667
349.64,3.86066666667,4.80533333333,4.39646666667,3.669,3.642,6.21566666667,4.21023333333,2.75393333333,6.0022
350.00,3.74713333333,4.64666666667,4.28673333333,3.56666666667,3.5498,6.05986666667,4.11683333333,2.69233333333,5.88366666667
350.37,3.66643333333,4.63146666667,4.20593333333,3.48406666667,3.509,5.9872,4.0686,2.65146666667,5.7548
350.73,3.636,4.6866,4.2272,3.4872,3.52346666667,6.00193333333,4.10956666667,2.67293333333,5.73913333333
351.10,3.63066666667,4.74553333333,4.24553333333,3.51646666667,3.53866666667,6.02206666667,4.1117,2.68806666667,5.7734
351.46,3.614,4.7958,4.29233333333,3.58433333333,3.59646666667,6.00506666667,4.14636666667,2.73926666667,5.78586666667
351.83,3.52416666667,4.77033333333,4.2536,3.559,3.57586666667,5.9656,4.10846666667,2.73413333333,5.69226666667
352.19,3.39953333333,4.6422,4.118,3.42513333333,3.50066666667,5.87906666667,3.99593333333,2.63866666667,5.55013333333
352.55,3.3139,4.5366,4.0254,3.32026666667,3.42826666667,5.78973333333,3.92686666667,2.53866666667,5.4326
352.92,3.18056666667,4.39566666667,3.87473333333,3.1656,3.25266666667,5.60046666667,3.83996666667,2.3558,5.3202
353.28,3.2066,4.39853333333,3.9406,3.18313333333,3.29106666667,5.59893333333,3.8965,2.33313333333,5.35573333333
353.65,3.26366666667,4.41493333333,3.98393333333,3.2336,3.355,5.61453333333,3.91996666667,2.341,5.42966666667
354.01,3.3029,4.42706666667,3.98673333333,3.28833333334,3.3592,5.627,3.93033333333,2.341,5.4878
354.38,3.3694,4.45626666667,4.02533333333,3.3404,3.38093333334,5.67713333333,3.96316666666,2.35926666667,5.55906666667
354.74,3.3533,4.3966,3.976,3.2514,3.3416,5.61166666667,3.88593333333,2.2946,5.52146666667
355.11,3.31636666667,4.3286,3.9444,3.199,3.28306666667,5.5886,3.84856666667,2.25553333333,5.45673333333
355.47,3.25786666667,4.229,3.87533333333,3.15593333333,3.1878,5.553,3.76116666667,2.1954,5.40213333333
355.83,3.22976666667,4.1846,3.86046666667,3.12186666667,3.1282,5.48026666667,3.71763333333,2.14193333333,5.3828
356.20,3.24543333333,4.16626666667,3.858,3.12493333333,3.08066666666,5.44,3.71616666666,2.12466666667,5.39353333333
356.56,3.28363333333,4.20333333333,3.9254,3.18753333333,3.1064,5.50106666667,3.767,2.174,5.44146666667
356.93,3.29893333333,4.2128,3.97526666667,3.2442,3.17493333333,5.53186666666,3.76793333333,2.19386666667,5.47186666667
357.29,3.29083333333,4.18986666667,3.94493333333,3.22846666667,3.16073333333,5.51713333333,3.72096666667,2.19293333333,5.45793333333
357.66,3.3928,4.31326666667,4.06353333333,3.3454,3.2448,5.62006666667,3.84703333333,2.3084,5.5776
358.02,3.46863333333,4.41533333333,4.1712,3.43313333333,3.32853333333,5.7164,3.92773333333,2.33826666667,5.63393333333
358.38,3.50626666667,4.43566666667,4.24,3.47473333333,3.3646,5.71626666667,3.96013333333,2.37853333333,5.6346
358.75,3.56493333333,4.47366666667,4.27453333333,3.54306666667,3.41393333333,5.738,4.00993333333,2.4216,5.67906666667
359.11,3.55576666667,4.44566666667,4.24286666667,3.51886666667,3.37933333333,5.728,3.9992,2.393,5.6572
359.48,3.61546666667,4.4932,4.28773333333,3.54246666667,3.44493333333,5.76606666667,4.0687,2.43373333333,5.71053333333
359.84,3.65566666667,4.49886666666,4.293,3.57126666667,3.48306666667,5.80546666667,4.0952,2.4514,5.73606666667
360.20,3.6315,4.4758,4.279,3.58246666667,3.48646666667,5.7988,4.06663333333,2.45566666667,5.73406666667
360.57,3.6218,4.4822,4.25853333333,3.57966666667,3.49233333333,5.77946666667,4.06076666667,2.43986666667,5.74093333333
360.93,3.7187,4.5718,4.34733333333,3.6758,3.56806666667,5.87173333333,4.14866666667,2.53493333333,5.8058
361.29,3.77426666667,4.62086666667,4.40546666667,3.73906666667,3.6024,5.94053333333,4.21463333333,2.57666666667,5.83206666667
361.66,3.70193333334,4.56886666667,4.32966666667,3.68473333333,3.55266666667,5.90786666667,4.15166666667,2.52626666667,5.75406666666
362.02,3.66226666667,4.4952,4.25266666667,3.582,3.50373333333,5.83513333333,4.0905,2.47553333333,5.70493333333
362.39,3.59513333333,4.46493333333,4.16526666667,3.52433333333,3.46126666667,5.8108,4.05673333333,2.42613333333,5.66033333334
362.75,3.5863,4.46486666667,4.20286666667,3.51986666667,3.47373333333,5.8284,4.0645,2.43433333333,5.62266666667
363.11,3.6661,4.55306666667,4.3244,3.62546666667,3.5814,5.92146666667,4.15356666667,2.5308,5.69573333333
363.48,3.6611,4.53613333333,4.32146666667,3.64253333333,3.5596,5.93386666667,4.13176666667,2.51986666667,5.66733333333
363.84,3.6815,4.5656,4.37953333333,3.69353333333,3.5802,5.9502,4.15293333333,2.58093333333,5.69813333334
364.20,3.70466666667,4.5764,4.38773333333,3.67906666667,3.5882,5.9846,4.17456666667,2.58733333333,5.7072
364.57,3.67943333333,4.55493333333,4.3668,3.6462,3.5564,5.9894,4.12973333333,2.568,5.658
364.93,3.6279,4.51746666667,4.32413333333,3.57526666666,3.51146666667,5.9412,4.0955,2.52726666667,5.59046666667
365.29,3.59196666667,4.4938,4.28046666667,3.53933333333,3.45093333333,5.88886666666,4.04423333333,2.4806,5.55033333333
365.66,3.54646666667,4.42806666667,4.22533333333,3.44333333333,3.39113333333,5.77933333333,3.98096666667,2.428,5.47086666667
366.02,3.55816666667,4.44413333334,4.25213333333,3.48866666667,3.40253333333,5.78433333333,3.9939,2.5,5.47166666667
366.38,3.6144,4.4834,4.33566666667,3.54133333333,3.454,5.8298,4.02336666667,2.56633333333,5.52133333333
366.75,3.7192,4.5572,4.40706666666,3.63526666667,3.51693333333,5.89946666667,4.10213333333,2.68153333333,5.64806666667
367.11,3.5785,4.442,4.25793333333,3.48433333333,3.37553333333,5.73146666667,3.95016666667,2.56426666667,5.54333333333
367.47,3.5357,4.44573333333,4.25473333333,3.45413333333,3.36366666667,5.65426666666,3.9328,2.55846666667,5.5396
367.84,3.45556666667,4.36286666667,4.16626666667,3.3466,3.2778,5.57533333333,3.82406666667,2.44586666667,5.42666666666
368.20,3.46486666667,4.38926666666,4.19913333333,3.39586666666,3.30246666667,5.5674,3.8425,2.45566666667,5.42753333333
368.56,3.52796666667,4.4294,4.2592,3.45153333333,3.3574,5.58433333333,3.87296666667,2.49466666667,5.48193333333
368.93,3.64483333333,4.54073333333,4.3722,3.5772,3.4878,5.6688,3.9653,2.60233333333,5.61453333333
369.29,3.71873333333,4.62906666667,4.45706666667,3.64213333333,3.62466666667,5.73086666667,4.04333333333,2.68773333333,5.69046666667
369.65,3.77586666667,4.65086666667,4.49553333333,3.70886666667,3.6764,5.78433333333,4.06076666667,2.73746666667,5.72653333333
370.01,3.8228,4.70406666667,4.533,3.7774,3.74386666667,5.8426,4.11306666667,2.7742,5.7826
370.38,3.82913333333,4.6802,4.48353333333,3.79846666667,3.745,5.84953333333,4.1113,2.76993333333,5.79533333333
370.74,3.7497,4.61953333333,4.39433333333,3.73766666667,3.7004,5.8114,4.05006666667,2.6746,5.72106666667
371.10,3.79056666667,4.65613333333,4.415,3.77546666667,3.74826666667,5.8534,4.12493333333,2.71113333333,5.739
371.46,3.84486666667,4.68246666667,4.41553333333,3.79726666667,3.78266666667,5.92393333333,4.1644,2.73733333333,5.74633333333
371.83,3.9645,4.79513333333,4.50733333333,3.9078,3.92133333333,6.0242,4.29703333333,2.85713333333,5.8776
372.19,3.94906666667,4.779,4.509,3.86986666667,3.90453333333,6.02153333333,4.28746666667,2.83786666666,5.8642
372.55,3.95326666667,4.80013333333,4.49133333333,3.88826666667,3.93246666667,6.02033333333,4.3343,2.86093333334,5.88113333334
372.92,3.8367,4.69813333333,4.35746666667,3.78093333333,3.79986666667,5.93406666667,4.22156666667,2.751,5.769
373.28,3.69866666667,4.56373333333,4.23153333333,3.66793333333,3.64293333333,5.81593333333,4.10646666667,2.62993333333,5.64206666667
373.64,3.6114,4.51993333333,4.20113333333,3.62466666667,3.56793333333,5.74926666667,4.06766666667,2.5774,5.60593333334
374.00,3.59326666667,4.4864,4.1882,3.58326666667,3.51146666666,5.71086666667,4.03996666667,2.54873333333,5.56053333333
374.37,3.5647,4.4766,4.1998,3.54453333333,3.50193333333,5.64833333333,4.0392,2.523,5.51646666667
374.73,3.5407,4.44373333333,4.19433333333,3.5036,3.42646666667,5.59893333334,4.0062,2.48786666667,5.46786666667
375.09,3.60273333333,4.46393333333,4.234,3.53153333333,3.45206666667,5.63086666666,4.03986666667,2.52793333334,5.51786666667
375.45,3.63163333333,4.506,4.27286666667,3.543,3.47106666667,5.65526666667,4.0452,2.564,5.5272
375.81,3.71213333333,4.596,4.35633333333,3.63086666667,3.53653333333,5.7466,4.1216,2.64273333333,5.5928
376.18,3.7743,4.67,4.40053333333,3.7118,3.6148,5.7928,4.18606666667,2.701,5.63973333333
376.54,3.76526666667,4.64006666667,4.4094,3.69093333333,3.58753333333,5.7896,4.13526666667,2.6824,5.62493333333
376.90,3.81406666667,4.69253333333,4.46946666667,3.7286,3.61606666667,5.81813333333,4.1745,2.71686666667,5.66846666667
377.26,3.8536,4.70646666667,4.51066666667,3.74453333333,3.66473333333,5.85406666666,4.20303333333,2.77013333333,5.7082
377.63,3.89696666667,4.71773333333,4.52126666667,3.76973333333,3.71526666667,5.90033333333,4.23903333333,2.8,5.725
377.99,3.84626666667,4.699,4.49886666667,3.74753333333,3.71,5.88153333333,4.20346666667,2.76353333333,5.72646666667
378.35,3.8603,4.71926666667,4.53013333334,3.7696,3.73013333333,5.91773333333,4.19893333333,2.7776,5.76066666667
378.71,3.9027,4.78066666667,4.58753333333,3.84733333333,3.80386666667,5.98226666667,4.2593,2.84233333333,5.82253333333
379.07,3.86653333333,4.765,4.549,3.84493333333,3.77746666667,5.9442,4.20566666667,2.8082,5.80166666667
379.44,3.8687,4.75453333333,4.53246666667,3.89133333333,3.78686666666,5.9242,4.22266666667,2.785,5.83213333333
379.80,3.85933333334,4.7586,4.5342,3.88373333333,3.79853333333,5.9246,4.22666666667,2.77486666667,5.84906666667
380.16,3.87506666667,4.75966666666,4.55386666667,3.89646666667,3.79453333333,5.95266666667,4.22143333333,2.79393333334,5.86946666667
380.52,3.9528,4.8342,4.6234,3.976,3.86546666667,6.01386666667,4.2936,2.86173333333,5.92613333334
380.88,3.97123333333,4.8332,4.62953333333,3.99933333333,3.90666666667,6.01953333334,4.28946666667,2.8692,5.92893333333
381.24,4.01453333333,4.90526666667,4.6704,4.04726666667,3.94793333333,6.0454,4.32493333333,2.91393333333,5.95426666667
381.61,4.06326666667,4.97193333333,4.72666666667,4.08993333333,3.99506666666,6.10846666667,4.3966,2.9516,6.00366666667
381.97,4.06173333333,4.94553333333,4.70786666667,4.08253333333,3.96593333333,6.06453333333,4.37776666667,2.91453333333,5.97153333333
382.33,4.07426666667,4.96226666667,4.7154,4.10386666667,3.96626666666,6.08106666667,4.40586666667,2.92666666667,5.96573333333
382.69,4.11226666667,4.9956,4.74906666667,4.11493333334,3.9984,6.08,4.4295,2.93933333333,6.00066666667
383.05,4.14103333333,5.0496,4.80406666667,4.12946666667,4.0452,6.13046666667,4.45403333333,2.9708,6.00593333333
383.41,4.02133333333,4.9502,4.7328,4.01993333333,3.96193333333,6.05753333333,4.3579,2.87893333333,5.89366666667
383.77,3.9554,4.90226666667,4.68093333333,3.98313333333,3.90173333333,5.9986,4.3194,2.822,5.83926666666
384.14,3.9474,4.90766666667,4.67093333333,3.96846666666,3.8998,5.98706666667,4.32406666667,2.82546666667,5.84813333333
384.50,3.8594,4.85766666667,4.61866666667,3.89173333333,3.8454,5.93326666667,4.28293333333,2.77373333333,5.78273333333
384.86,3.808,4.81753333333,4.59126666667,3.8462,3.7972,5.8926,4.27323333333,2.7424,5.75093333333
385.22,3.7867,4.78953333333,4.5904,3.82053333333,3.7742,5.86386666667,4.24716666667,2.70266666667,5.7306
385.58,3.75176666667,4.7434,4.5718,3.77913333333,3.73466666667,5.8312,4.1886,2.67473333333,5.71193333333
385.94,3.76573333334,4.77393333333,4.59153333333,3.77066666667,3.762,5.8494,4.20573333333,2.714,5.73346666667
386.30,3.7164,4.71866666667,4.53833333333,3.69913333333,3.70666666667,5.7952,4.1473,2.6734,5.68933333333
386.66,3.62446666667,4.6572,4.45973333333,3.6162,3.64173333333,5.73733333333,4.0656,2.6176,5.61893333333
387.03,3.58823333333,4.63826666667,4.4442,3.60253333333,3.6064,5.70533333333,4.05633333333,2.6032,5.61166666667
387.39,3.66553333333,4.6982,4.50593333333,3.65726666667,3.66613333333,5.76846666667,4.12833333334,2.6902,5.68033333333
387.75,3.63193333333,4.65773333333,4.46206666667,3.59626666667,3.614,5.725,4.06646666667,2.64886666667,5.6256
388.11,3.5645,4.6068,4.41453333333,3.5488,3.55193333333,5.6582,4.01553333333,2.592,5.54926666667
388.47,3.56843333333,4.6198,4.4208,3.56506666667,3.5534,5.6534,4.01596666667,2.60813333333,5.56926666667
388.83,3.5916,4.6694,4.456,3.60166666667,3.592,5.70366666667,4.04223333333,2.65613333333,5.60106666667
389.19,3.573,4.66566666667,4.44166666667,3.6122,3.58533333333,5.70266666667,4.04366666667,2.66633333333,5.60273333333
389.55,3.5006,4.61326666667,4.3672,3.55913333333,3.51926666667,5.62713333333,3.97466666667,2.60466666667,5.5144
389.91,3.4744,4.5872,4.3372,3.55673333333,3.47233333333,5.61046666667,3.9562,2.56733333333,5.478
390.27,3.49036666667,4.6194,4.35593333333,3.60513333333,3.5022,5.62493333333,3.97376666667,2.58913333333,5.50013333333
390.63,3.54863333333,4.64993333333,4.40466666667,3.66733333333,3.5408,5.67446666667,4.018,2.631,5.53046666667
391.00,3.56283333333,4.64266666666,4.40333333333,3.67973333333,3.56766666667,5.68733333333,4.0357,2.64326666667,5.54406666667
391.36,3.5444,4.6284,4.3952,3.6756,3.541,5.65806666667,4.0008,2.6086,5.51173333333
391.72,3.5848,4.66066666667,4.4248,3.72926666667,3.58153333334,5.69646666667,4.03496666667,2.64713333333,5.53893333333
392.08,3.64006666666,4.69753333334,4.4644,3.77486666667,3.63686666667,5.75333333333,4.06916666667,2.70273333333,5.58813333333
392.44,3.67926666667,4.7246,4.49073333333,3.7934,3.6706,5.7892,4.10766666667,2.72553333333,5.59553333333
392.80,3.69773333333,4.72246666667,4.5082,3.80706666667,3.6762,5.78726666667,4.12753333333,2.7414,5.5868
393.16,3.71656666667,4.73126666667,4.49853333333,3.82873333333,3.68673333333,5.798,4.13203333333,2.735,5.58766666667
393.52,3.77,4.7914,4.5356,3.88133333333,3.7258,5.8354,4.18773333333,2.77126666667,5.644
393.88,3.8069,4.82453333333,4.57073333333,3.9052,3.7776,5.86853333333,4.2119,2.80413333333,5.66326666667
394.24,3.8025,4.83473333333,4.56666666667,3.88866666667,3.77886666667,5.8608,4.2077,2.77826666667,5.6444
394.60,3.81346666667,4.84046666667,4.55553333333,3.8788,3.76886666667,5.84426666667,4.2143,2.77186666667,5.64453333333
394.96,3.7951,4.82533333333,4.549,3.8622,3.7608,5.83273333333,4.19326666667,2.74866666667,5.61553333333
395.32,3.8063,4.85253333333,4.547,3.85433333333,3.7744,5.84326666667,4.2262,2.7714,5.65
395.68,3.75306666667,4.8018,4.5028,3.7864,3.71906666667,5.78613333333,4.1756,2.7338,5.604
396.04,3.67416666667,4.75146666667,4.44866666667,3.7156,3.64553333333,5.7032,4.11613333333,2.6596,5.529
396.40,3.6197,4.6764,4.38233333333,3.6582,3.5824,5.6282,4.0312,2.59686666667,5.46846666667
396.76,3.56456666667,4.6172,4.30493333334,3.5986,3.51453333333,5.57493333333,3.9462,2.52366666667,5.421
397.12,3.51313333334,4.57426666667,4.26553333333,3.5438,3.4716,5.54626666667,3.90623333333,2.48066666667,5.37393333333
397.48,3.5055,4.54793333333,4.25086666667,3.5192,3.46646666667,5.53066666667,3.88713333333,2.47113333333,5.35066666667
397.84,3.51023333333,4.55533333334,4.25213333333,3.517,3.45406666667,5.52546666667,3.88173333333,2.47273333333,5.34886666667
398.20,3.55363333333,4.55726666667,4.27786666667,3.53373333333,3.467,5.56233333333,3.91913333333,2.51306666667,5.379
398.56,3.5445,4.55793333333,4.28206666666,3.55666666666,3.484,5.5658,3.92886666667,2.51413333333,5.37266666667
398.92,3.60493333333,4.62133333333,4.33246666667,3.60766666667,3.521,5.599,3.9799,2.56146666667,5.4284
399.28,3.5955,4.6098,4.3232,3.60486666667,3.51393333333,5.58386666667,3.95346666667,2.54393333334,5.41246666667
399.64,3.59956666666,4.62113333333,4.33826666667,3.62246666666,3.5388,5.59553333333,3.96923333333,2.54653333333,5.43153333334
400.00,3.62866666667,4.63966666667,4.36546666667,3.6546,3.57473333333,5.6376,3.99183333333,2.57266666667,5.4636
400.36,3.63106666666,4.6702,4.38073333333,3.66606666667,3.58946666667,5.64686666667,4.0169,2.59,5.4788
400.72,3.6838,4.7276,4.43286666667,3.71226666667,3.64786666667,5.70086666667,4.08446666667,2.6578,5.5328
401.08,3.7594,4.78613333333,4.50426666667,3.7688,3.70266666667,5.7596,4.14406666667,2.7396,5.60626666667
401.44,3.785,4.82873333333,4.54793333333,3.8214,3.73926666667,5.81446666666,4.18203333334,2.78933333333,5.6476
401.80,3.7889,4.85093333333,4.5528,3.8512,3.76013333333,5.839,4.2108,2.81166666667,5.6656
402.16,3.7717,4.85413333333,4.54873333333,3.87393333333,3.76433333333,5.81106666667,4.20286666667,2.81193333333,5.67606666667
402.52,3.75316666667,4.85066666667,4.54406666667,3.85766666667,3.75153333333,5.8092,4.18906666667,2.82173333333,5.67866666667
402.88,3.7057,4.80866666666,4.50546666667,3.81746666667,3.70386666667,5.77493333333,4.143,2.78686666667,5.642
403.24,3.71833333333,4.80566666667,4.5114,3.83773333333,3.7194,5.76933333334,4.15906666667,2.80306666667,5.62933333333
403.60,3.72433333333,4.80133333333,4.5226,3.84586666667,3.71533333333,5.78406666667,4.1585,2.81466666667,5.6208
403.95,3.72476666667,4.81273333333,4.50773333333,3.85193333333,3.71446666667,5.78373333333,4.16866666667,2.80806666666,5.62106666667
404.31,3.739,4.81833333333,4.51873333333,3.8702,3.71466666667,5.7878,4.17423333333,2.83446666667,5.63473333333
404.67,3.71796666667,4.80486666667,4.50506666667,3.8604,3.70593333333,5.76466666667,4.15673333333,2.8058,5.63613333333
405.03,3.69453333333,4.7974,4.49526666667,3.8528,3.69273333333,5.7356,4.1512,2.7852,5.61013333333
405.39,3.6974,4.807,4.5062,3.8532,3.7068,5.73713333333,4.1694,2.78373333333,5.6222
405.75,3.7244,4.8288,4.5444,3.89066666667,3.741,5.76506666667,4.20203333333,2.82193333333,5.64646666667
406.11,3.71716666666,4.8222,4.54233333333,3.87813333333,3.73046666667,5.77046666667,4.20063333333,2.82586666667,5.6192
406.47,3.74523333333,4.83613333333,4.56313333333,3.89786666667,3.7644,5.7938,4.223,2.83313333333,5.6422
406.83,3.7671,4.83033333333,4.5646,3.8946,3.77753333333,5.80546666667,4.2274,2.84666666667,5.6466
407.19,3.76183333333,4.81426666667,4.57493333333,3.8782,3.756,5.81086666667,4.2184,2.83366666666,5.65573333333
407.55,3.79393333333,4.83893333333,4.60093333334,3.90553333333,3.79186666667,5.8234,4.248,2.8614,5.691
407.90,3.80633333333,4.82786666667,4.61593333333,3.90386666666,3.7884,5.81286666667,4.24293333333,2.87406666667,5.70326666667
408.26,3.79076666667,4.79673333333,4.58746666667,3.8864,3.76713333333,5.80966666667,4.22473333333,2.82666666667,5.68453333333
408.62,3.762,4.762,4.5588,3.86086666667,3.72006666667,5.79246666667,4.18563333333,2.79513333333,5.6424
408.98,3.7135,4.72433333333,4.5066,3.81666666667,3.67686666667,5.74793333333,4.14076666667,2.74973333334,5.61233333333
409.34,3.71666666666,4.70726666667,4.49566666667,3.81233333333,3.66786666667,5.72446666667,4.1174,2.7392,5.5886
409.70,3.64943333333,4.62693333333,4.42066666667,3.7344,3.59793333333,5.64653333333,4.04596666667,2.66253333333,5.52406666667
410.06,3.65393333333,4.6294,4.43046666667,3.7356,3.60026666667,5.646,4.04293333333,2.65186666667,5.54213333333
410.42,3.6184,4.61526666667,4.40206666667,3.70806666666,3.56553333333,5.60366666667,4.01383333333,2.63093333333,5.50853333333
410.77,3.60443333333,4.6172,4.40426666666,3.7166,3.57613333333,5.59113333333,4.02173333333,2.63213333333,5.50533333333
411.13,3.60053333333,4.6124,4.37986666667,3.7166,3.57926666667,5.5888,4.02203333333,2.64606666667,5.49593333333
411.49,3.57946666667,4.6194,4.3798,3.71166666667,3.56713333333,5.58313333334,4.01933333333,2.63946666667,5.48066666667
411.85,3.60263333333,4.64613333333,4.3938,3.7374,3.59366666667,5.61133333333,4.04893333333,2.669,5.5026
412.21,3.61566666667,4.66586666667,4.42066666667,3.76086666667,3.62526666666,5.62873333333,4.06153333333,2.69226666666,5.51113333333
412.57,3.6498,4.71006666667,4.47553333333,3.80266666667,3.68213333333,5.65053333333,4.10866666667,2.73506666666,5.55133333333
412.92,3.69683333333,4.73126666667,4.52293333333,3.83306666667,3.72986666667,5.69046666667,4.15096666666,2.774,5.5786
413.28,3.68856666667,4.72946666667,4.52506666667,3.82473333333,3.71226666667,5.68986666667,4.14713333333,2.781,5.57813333333
413.64,3.6916,4.74833333333,4.5332,3.82973333333,3.7122,5.7018,4.15893333333,2.79153333333,5.58213333333
414.00,3.6865,4.7462,4.5296,3.81906666667,3.70453333333,5.69766666667,4.15016666667,2.79033333333,5.5738
414.36,3.69913333333,4.74406666667,4.5374,3.83126666667,3.70826666667,5.7154,4.15596666667,2.8018,5.56833333334
414.72,3.7139,4.75333333333,4.5284,3.83713333334,3.70146666667,5.70453333333,4.15196666667,2.80486666667,5.56826666666
415.07,3.71786666667,4.78553333333,4.55073333333,3.849,3.7128,5.7146,4.16973333333,2.80846666667,5.594
415.43,3.68966666667,4.75973333333,4.51633333333,3.83446666667,3.68813333333,5.6882,4.1365,2.793,5.56426666667
415.79,3.6606,4.74673333333,4.50686666667,3.81226666667,3.65986666666,5.6688,4.12086666667,2.78186666667,5.53013333333
416.15,3.63313333333,4.73573333333,4.47853333333,3.7872,3.63406666667,5.638,4.10873333333,2.78226666667,5.51926666667
416.51,3.64016666666,4.74846666667,4.48426666667,3.7776,3.6306,5.6568,4.10966666667,2.78926666667,5.5194
416.86,3.65436666667,4.78233333333,4.50166666667,3.8016,3.6466,5.67653333333,4.123,2.81566666667,5.55093333333
417.22,3.655,4.78146666667,4.49926666667,3.798,3.651,5.6798,4.12146666667,2.81633333333,5.54406666667
417.58,3.66783333333,4.79633333333,4.51973333333,3.82206666667,3.66626666667,5.69166666667,4.12456666667,2.83273333333,5.566
417.94,3.66983333334,4.79926666667,4.5202,3.8338,3.671,5.69506666667,4.1354,2.84506666666,5.5674
418.29,3.6552,4.7848,4.506,3.82686666667,3.6514,5.66786666667,4.11926666667,2.8288,5.56146666667
418.65,3.65536666667,4.785,4.51266666667,3.83533333333,3.64686666667,5.674,4.11853333333,2.8288,5.56586666667
419.01,3.63903333333,4.7722,4.502,3.81986666667,3.63133333333,5.65866666667,4.09976666667,2.81333333333,5.5404
419.37,3.64053333333,4.77073333333,4.4936,3.81486666667,3.62973333333,5.66333333333,4.10163333333,2.8092,5.5326
419.73,3.6335,4.75946666666,4.47826666667,3.80826666667,3.63226666667,5.6472,4.08643333333,2.79413333333,5.5304
420.08,3.64156666667,4.7564,4.47773333334,3.807,3.63546666667,5.64586666667,4.0876,2.78246666667,5.53353333333
420.44,3.6373,4.74333333333,4.461,3.8,3.625,5.61306666667,4.07386666667,2.77593333333,5.5232
420.80,3.60756666667,4.70333333333,4.42373333333,3.774,3.59166666667,5.58253333333,4.03816666666,2.74293333333,5.47853333333
421.16,3.6,4.6976,4.413,3.7748,3.58433333333,5.56586666667,4.02953333333,2.7288,5.47466666666
421.51,3.58893333333,4.68333333333,4.4068,3.76693333333,3.58313333333,5.5598,4.02203333333,2.72113333333,5.46193333333
421.87,3.5734,4.66813333333,4.3894,3.7542,3.5774,5.55186666667,4.00533333333,2.70686666667,5.44986666667
422.23,3.5618,4.6644,4.3834,3.74726666667,3.56786666667,5.555,3.99783333334,2.70713333333,5.43673333333
422.58,3.5475,4.6584,4.3826,3.7404,3.56566666667,5.55513333333,3.99983333333,2.70326666667,5.43253333334
422.94,3.54643333333,4.6554,4.38033333333,3.74453333333,3.56846666667,5.56213333333,3.99496666667,2.7024,5.43953333333
423.30,3.5549,4.66773333333,4.39433333333,3.7546,3.57013333333,5.56173333333,4.0004,2.7038,5.454
423.66,3.5715,4.67953333333,4.4072,3.7732,3.57893333333,5.57933333333,4.01363333333,2.71673333333,5.4658
424.01,3.5736,4.69133333333,4.4172,3.78673333333,3.58486666667,5.58326666667,4.0175,2.7292,5.461
424.37,3.5679,4.6902,4.42113333333,3.79273333333,3.59033333333,5.59313333333,4.02183333333,2.73253333333,5.4632
424.73,3.57296666667,4.71033333333,4.439,3.80486666667,3.60346666667,5.6038,4.04126666667,2.74733333333,5.48953333333
425.08,3.57543333333,4.7172,4.44066666667,3.80726666666,3.6084,5.60186666667,4.0423,2.75946666667,5.49533333333
425.44,3.58946666667,4.7266,4.44626666667,3.8184,3.61193333333,5.6006,4.04993333333,2.76353333333,5.51113333333
425.80,3.61643333333,4.755,4.47173333333,3.84273333333,3.6342,5.617,4.07366666667,2.78766666667,5.53073333333
426.16,3.62936666667,4.76573333333,4.48306666667,3.8514,3.6586,5.6196,4.0832,2.794,5.5508
426.51,3.6391,4.76546666667,4.478,3.8552,3.6638,5.6096,4.07753333333,2.7984,5.55366666667
426.87,3.67103333333,4.78546666667,4.50066666667,3.8782,3.69086666667,5.6172,4.09733333333,2.82506666667,5.56786666667
427.23,3.68753333333,4.79453333333,4.5148,3.89033333333,3.7128,5.62693333333,4.10966666667,2.84106666667,5.58133333333
427.58,3.70863333333,4.81733333333,4.53406666667,3.90686666667,3.735,5.64093333333,4.13516666667,2.8704,5.60066666667
427.94,3.7044,4.7996,4.52226666667,3.8874,3.72826666667,5.62673333333,4.12456666667,2.85513333333,5.5952
428.30,3.69516666667,4.77613333333,4.5076,3.87533333333,3.7132,5.6168,4.11046666667,2.8462,5.5736
428.65,3.69146666666,4.75733333333,4.48893333334,3.859,3.70213333333,5.5958,4.08713333333,2.83653333333,5.5444
429.01,3.68586666667,4.75806666667,4.49293333334,3.861,3.70406666667,5.60546666667,4.09443333333,2.8344,5.547
429.37,3.69023333333,4.77293333333,4.49133333333,3.8658,3.70453333333,5.62046666667,4.09903333333,2.84333333333,5.53446666667
429.72,3.66103333333,4.758,4.47546666667,3.85713333333,3.679,5.601,4.08293333333,2.82686666667,5.5234
430.08,3.6645,4.75526666667,4.477,3.8612,3.67573333333,5.6046,4.08703333333,2.83313333333,5.52033333333
430.44,3.6739,4.7642,4.49413333334,3.87906666667,3.68606666667,5.62353333333,4.09996666667,2.83773333333,5.5314
430.79,3.64963333333,4.76046666667,4.4762,3.8678,3.66526666667,5.61493333333,4.0954,2.82333333333,5.52013333333
431.15,3.652,4.76286666667,4.47273333333,3.8656,3.66946666667,5.611,4.106,2.83913333334,5.52033333333
431.50,3.6101,4.72053333333,4.44993333333,3.84326666667,3.62806666667,5.58466666667,4.06826666667,2.79513333333,5.4804
