wavelength,Back_SalAtem,Belly_SalAtem,Breast_SalAtem,Crissum_SalAtem,Crown_SalAtem,DorTail_SalAtem,Patch10_SalAtem,Rump_SalAtem,Throat_SalAtem,WingTip_SalAtem
191.33,-1.71713333336,-16.441374359,-15.8587333333,-9.4949333334,-32.4242666667,-18.6869333333,-60.3029333334,-22.9630222222,-14.6464666667,-50.3031333333
191.71,-8.19053333334,-15.6117435897,-15.5239333332,-10.7617999999,-31.1428666667,-20.6667333333,-59.7142666667,-23.9047555556,-12.7618666667,-49.1429333333
192.09,-8.18186666666,-13.9860923077,-14.3433333333,-14.4444666665,-30.8079999999,-14.8484,-62.6263333332,-23.3333555555,-11.3132,-48.3839333334
192.47,-36.4102666667,-41.9591282051,-41.3674666666,-38.1197333335,-76.9231333333,-41.1965999999,-126.495733333,-48.9458222223,-38.8034,-97.0939999999
192.85,-48.9744000001,-56.6468717949,-59.7437333333,-52.0512666667,-114.871733333,-48.9743999999,-167.948733333,-75.8973555555,-59.7436000001,-132.0512
193.23,-82.8205333335,-73.1753897435,-106.923,-83.5896666667,-151.538466667,-81.0256666667,-207.948533333,-117.179555556,-103.333333333,-158.974333333
193.61,-78.3333333333,-65.7692256409,-108.611133334,-83.8889333332,-148.8888,-86.1112666667,-222.7778,-115.463044444,-111.111066667,-170.833333333
193.99,-87.6666666669,-69.7948717949,-129.0,-106.666666667,-174.333333333,-107.0,-262.333333333,-138.777777778,-134.333333333,-210.333333333
194.37,-293.333266667,-249.515574359,-361.481533333,-275.555533333,-449.629599999,-314.8148,-649.6296,-385.185111111,-387.4074,-534.814866667
194.75,241.111133334,221.196646154,300.370466667,207.777733333,327.777933333,265.555466667,423.7038,294.567911111,289.999933333,360.000066667
195.13,186.4,189.641025641,230.4,160.266666667,244.266666667,220.533333333,314.933333333,227.555555556,226.4,273.6
195.51,262.5926,245.213594872,320.370266667,219.259266667,324.444333333,300.3702,416.296333333,298.889,316.666533333,388.1482
195.89,271.5152,249.580394872,315.1516,221.515066667,318.181866667,292.424266667,378.787866667,276.464644444,322.1212,372.727333333
196.27,547.272733333,493.892728205,651.515266667,398.787866667,667.878733332,598.787933333,744.242533334,550.707155555,687.272666667,783.6364
196.65,449.333333333,422.735025641,541.333466667,325.333333333,546.222266666,508.444533333,628.000066666,492.592644444,578.222266667,642.222266667
197.03,308.095466667,298.80945641,353.0952,235.476266667,350.2382,340.952333333,408.0952,319.761866667,375.7144,409.047733333
197.40,242.222133333,243.561389744,268.703533333,177.5926,267.962866667,267.037066667,314.444466667,238.703711111,295.555533333,319.074066667
197.78,312.1428,304.633666667,337.1428,213.8094,331.6668,338.571466667,383.809533333,295.000022222,362.381,387.8572
198.16,399.230733333,372.248492308,398.461533333,264.871733333,386.410266667,389.230866667,451.025533333,342.734911111,429.487133333,453.846133333
198.54,349.4118,327.858164102,341.568666667,245.686333333,343.529466667,340.3922,392.156866667,294.705933333,367.450866667,389.6078
198.92,427.816066667,417.435933333,405.057533333,309.1954,419.7702,410.344866667,472.183933333,358.237555555,449.655266667,487.126466667
199.30,380.392133333,359.230774359,353.5294,269.411666667,365.6864,355.686333333,404.705866667,312.418355556,378.2354,421.3726
199.68,286.950333333,279.268958974,264.539,200.4256,278.581333333,265.531933333,301.276666667,240.047222222,287.517866667,303.546066667
200.06,287.272666667,285.233133334,274.2424,203.939466667,286.666733333,269.848533333,312.878733333,237.525311111,295.4546,302.424266667
200.44,222.711866667,218.765717949,205.423866667,161.242933333,219.886866667,213.446266667,241.581866667,178.681888889,220.451866667,223.841866667
200.82,221.666533334,211.959769231,198.690466666,153.4522,211.309533333,211.1904,229.404733333,170.476088889,213.3332,217.261866667
201.19,325.523733333,301.523723077,291.047533333,211.047533333,307.4286,307.047733333,335.619066667,245.587333333,305.3332,319.999933333
201.57,406.1904,359.743589744,360.4762,261.9046,367.143,370.238,409.285666667,309.126977778,374.285666667,392.619
201.95,330.740733333,297.493051282,305.1852,227.963,304.6296,304.999933333,339.814933333,268.271555556,315.740866667,331.296333333
202.33,258.963,237.04854359,246.666466667,180.296333333,249.185,251.4074,267.407333333,219.259222222,252.889066667,260.888866667
202.71,282.342266667,251.753266667,275.675666667,201.261133333,265.405333333,274.4144,283.243266667,237.897933333,282.3422,290.090133333
203.09,252.4562,212.118846154,250.000066667,177.543866667,238.420866667,253.333333333,256.315866667,209.239755555,257.193066667,253.508866667
203.47,280.6452,234.706430769,279.784866667,193.3334,266.021333333,289.032333334,287.526933333,232.401466667,300.6452,282.7958
203.85,292.888933333,237.846210257,282.888866667,205.3334,261.5556,293.777666667,291.3334,240.444444445,306.6668,290.889066667
204.22,313.095133333,266.062282051,301.428466667,218.095266667,271.190533333,312.380933333,305.476066667,271.507888889,313.571333333,304.0476
204.60,244.561466667,205.492666667,238.596466667,175.614066667,204.210466667,228.947266667,231.4034,219.532288889,244.0352,233.508666667
204.98,229.3332,197.458682051,222.222333333,175.7038,194.518466667,209.333266667,217.777733333,204.296333334,227.851933333,221.333133334
205.36,216.944466666,189.732815384,200.6944,167.5,184.0278,192.777733333,198.888933333,190.370488889,216.250066666,206.388733333
205.74,240.8696,216.198389744,216.376866667,191.449333333,211.594266667,217.971,221.1594,211.0628,232.7536,227.681266667
206.12,247.777866667,226.656138462,222.0832,195.555733333,211.3888,222.361133333,227.361133333,212.268555556,232.499933333,229.027733333
206.50,305.585533333,281.094902564,272.4324,240.360466667,258.198066667,272.432533333,279.099066667,253.873844445,284.8648,290.991066667
206.87,289.918733333,270.931758975,259.674866667,224.878,250.894266667,266.341533333,265.691066667,239.295288889,270.081333333,274.796733333
207.25,319.1452,298.9086,276.9232,245.470066667,267.1794,285.470133333,279.829066667,254.7578,287.350333333,292.9914
207.63,393.333333333,371.598635897,333.9216,301.960733333,319.803866666,348.039133333,337.254866667,308.8234,350.392266667,356.470733333
208.01,672.333333333,655.58974359,580.333333333,525.333333333,543.666666666,611.666666667,581.666666667,529.666666667,607.0,629.666666667
208.39,640.579866667,604.057917949,548.4058,502.898666667,520.869666667,572.7536,543.1884,495.652133334,568.4058,591.014533333
208.77,665.151600001,646.130584616,563.333466667,526.3636,553.333333333,600.606,557.878733333,503.737333333,573.333466667,623.0302
209.14,739.333333333,696.743589743,614.0,575.666666667,591.333333333,665.666666666,597.0,543.555555555,619.333333334,666.333333333
209.52,609.743600001,565.286082051,511.794866667,486.410333333,483.589666667,557.948666667,486.6666,445.213733333,496.153866667,559.743666667
209.90,403.666666667,368.858974359,342.833333333,328.666666667,310.166666667,370.166666667,321.166666667,290.166666667,330.0,371.833333333
210.28,408.617933333,364.890620513,341.4634,330.569133333,309.756066667,367.8048,319.512133334,290.243844444,329.756266667,373.8212
210.66,449.7436,388.218215385,376.923133333,362.393133333,330.2564,395.726466667,352.478533333,321.0258,356.0684,402.393133334
211.03,476.036,412.141415385,401.081066667,383.243266667,341.982,410.090133333,376.216066666,343.183155555,372.7928,419.4594
211.41,561.075333333,481.571625641,477.419333333,457.634466667,386.4516,485.8064,447.957,398.781466667,433.978533333,494.408733333
211.79,394.492666667,342.396917949,347.826133333,330.0,285.5072,351.0146,326.9564,287.004933333,309.130466667,351.884066667
212.17,332.969666667,283.692420513,299.7576,281.697,250.666533333,296.1214,278.181733333,245.7374,259.636266667,297.212066667
212.55,445.044933333,378.697246154,401.981933333,383.4234,332.252333333,401.441333333,369.909933333,328.228288889,344.504466667,402.7028
212.92,638.717866667,543.569815385,596.923066667,556.666533333,475.384733333,578.9744,539.743666667,483.5898,502.8206,578.461533333
213.30,623.456799999,549.173825641,595.555533333,561.481466667,478.024733333,567.407466667,538.5184,488.4774,495.802533333,575.061733333
213.68,406.825466667,362.820482051,391.111133333,368.7302,306.6666,371.111,357.777666667,327.830644444,322.380933333,368.571533333
214.06,471.296266667,433.048394872,455.925866667,426.851866667,352.037,429.2592,418.148066667,386.666755556,369.2592,423.5186
214.44,506.666533333,473.286630769,494.747266667,463.838333333,379.393933333,472.929333333,455.555466667,414.612755556,401.8182,453.9394
214.81,750.476200001,728.913241026,755.238,706.984066667,563.492133334,710.158733333,685.3968,614.8148,592.381,669.841266667
215.19,757.460266667,731.526297436,763.809533334,740.635,570.793533333,733.333333333,687.9366,612.486733333,587.619,672.063533333
215.57,483.518466667,464.772194872,482.963,470.555733333,373.518466667,465.5556,434.8148,401.049466666,381.8518,434.814933333
215.95,576.2222,549.111194872,569.555533333,562.666666667,440.6666,548.888933333,512.444466667,483.555644444,455.999933333,514.666733333
216.32,693.6,671.774358974,690.933333333,677.066666667,532.266666667,666.133333334,624.533333333,592.355555556,562.133333333,627.733333333
216.70,444.6512,425.18785641,439.0698,426.821733333,338.914733333,421.860533334,394.1086,373.281777778,361.5504,406.821733333
217.08,360.350933333,338.8664,346.081866667,337.894733333,270.2924,339.064266667,315.3216,296.998088889,288.771866667,327.485333334
217.46,440.8694,403.400348718,417.101466667,403.913133333,317.391266667,410.7246,385.507333333,355.265688889,349.420266667,392.318866667
217.83,600.000133333,543.076882051,560.0,539.798,421.8182,550.707,520.000133333,477.508333333,476.767733333,525.454533333
218.21,695.5556,626.761482051,656.5432,617.777733333,488.642,640.987733333,611.111,559.917666667,563.4568,611.852
218.59,687.654333333,618.024728205,660.4938,609.876466666,489.382733333,626.419733333,607.901133333,558.024733333,558.518466667,607.654466667
218.97,517.117133333,467.248846154,493.873866667,464.5046,373.333333333,484.1442,451.711733333,421.501555555,432.432333333,462.702666667
219.34,546.078533333,491.297287179,524.117733333,480.196133333,389.019466667,496.666533333,471.568466667,446.143733333,461.568666667,484.5098
219.72,655.641066666,595.996025641,638.7178,572.051333333,471.025666667,592.564266667,582.051266666,532.051222222,556.410266667,581.538533333
220.10,804.127133333,738.510384615,798.412600001,705.714333333,575.555533333,735.872866667,715.5556,656.1904,679.682466667,726.031733333
220.47,914.814866667,811.082635897,877.407400001,801.111133333,623.703733333,832.2222,802.963066667,710.7408,724.074066667,800.740733333
220.85,1750.37046667,1545.0142718,1681.48153333,1556.29626667,1206.66666666,1597.77773334,1558.51846666,1388.39502222,1371.11126667,1541.48153333
221.23,2540.00006667,2246.32478974,2488.88886667,2302.22213333,1797.77773333,2304.44433333,2277.77786667,2058.14817778,2005.5556,2272.22213333
221.61,1041.77773333,963.384712821,1051.1112,980.888866668,793.333399999,981.333266666,970.222333334,877.185066667,852.444533333,969.333266666
221.98,959.999999999,906.730769233,1004.16666667,914.583333333,771.250000001,924.166666667,919.583333333,806.249999999,790.833333334,919.583333333
222.36,1970.0,1845.76923077,2066.66666667,1891.66666667,1616.66666666,1919.16666666,1851.66666667,1649.16666667,1590.83333333,1849.16666667
222.74,2705.55546667,2529.82905641,2820.00006667,2630.0,2230.0,2616.66666667,2486.66673333,2318.88882222,2183.33326667,2551.1112
223.11,-16313.3333333,-14992.3076923,-16540.0,-15520.0,-13166.6666667,-15453.3333333,-15093.3333333,-13948.8888889,-12766.6666667,-14953.3333333
223.49,-1453.33333333,-1347.83224615,-1445.45466667,-1370.303,-1175.75753333,-1378.788,-1389.69693333,-1251.91917778,-1107.2728,-1347.87873333
223.87,-1433.3332,-1352.7272,-1441.21213333,-1354.5454,-1149.69706666,-1398.18173333,-1386.0606,-1264.44442222,-1085.45453333,-1343.63646667
224.24,-3185.33333333,-3031.07692308,-3228.0,-3036.0,-2566.66666667,-3082.66666667,-3153.33333333,-2833.77777778,-2457.33333333,-3040.0
224.62,-5428.889,-5261.02577436,-5675.5556,-5299.99993333,-4451.11106667,-5331.11113333,-5426.6668,-4942.22231111,-4317.7778,-5273.33326667
225.00,-2255.238,-2163.44318974,-2390.47626666,-2161.90473333,-1812.381,-2182.85713333,-2247.61913333,-2017.14268889,-1802.8572,-2140.95246667
225.38,-835.925866667,-810.598348719,-901.481466667,-805.5556,-644.444666667,-816.666666667,-843.703733333,-754.197644445,-662.592533333,-791.111133333
225.75,-539.999866667,-527.996189744,-588.641933333,-528.888933333,-406.1728,-524.444466667,-551.358,-499.341488889,-426.913533333,-508.1482
226.13,-384.210533333,-373.171364102,-419.824466667,-386.842066667,-279.649133333,-377.543866666,-398.596466667,-369.590622222,-304.035133333,-365.087666667
226.51,-340.620133333,-336.732153846,-377.8294,-352.093133333,-253.953466667,-342.9458,-363.1008,-332.403,-278.1396,-337.8294
226.88,-178.703666667,-178.532810256,-200.8332,-188.703666666,-128.796266667,-187.1298,-197.962933333,-173.456688889,-142.5,-179.073933333
227.26,-191.690866667,-189.520605128,-213.429933333,-204.4444,-140.966266667,-200.869666667,-215.072533333,-189.597444444,-153.236733333,-190.338133333
227.64,-178.75,-170.442307692,-197.0,-187.416666667,-132.0,-183.666666667,-194.833333333,-173.75,-142.083333333,-171.833333333
228.01,-134.128333334,-123.222825641,-146.238533333,-139.143733333,-98.5320000001,-133.639133334,-142.3242,-128.317955556,-106.483266667,-125.626933333
228.39,-94.8785999999,-85.5051692309,-102.384133333,-98.3222666665,-68.4326666667,-93.5099333334,-98.1457333334,-88.4916222222,-72.7151999999,-84.0176666667
228.76,-80.1904000001,-71.8006358975,-85.1808666667,-81.5617333333,-55.6571333333,-76.4191333334,-83.4667333333,-74.2604,-60.7237333333,-68.457
229.14,-72.1607999999,-66.223251282,-75.1422666667,-73.9028666667,-49.5476,-68.4757333333,-75.8458666667,-68.3975555555,-55.9128666667,-60.7036
229.52,-65.2536,-59.6621128205,-67.4962,-66.1751333333,-45.4072,-61.659,-69.5853333333,-61.1981777778,-50.6912666667,-53.9478
229.89,-64.4640666667,-58.0774615385,-64.229,-62.4376666667,-45.7268,-59.5889333333,-67.1952666667,-58.9817777778,-49.2804666667,-52.2174
230.27,-63.5498,-57.9775076923,-63.1456666667,-59.6538,-46.5222666667,-57.7488666667,-65.3968666667,-56.7869777778,-47.7344666667,-51.342
230.65,-58.3332666667,-52.1858717949,-56.5556,-54.0556,-41.9445333333,-51.9166666667,-59.8888,-51.2777777778,-42.1944666667,-44.5277333333
231.02,-64.6491333333,-58.0746,-63.7134,-58.7718666667,-48.655,-58.0408666667,-66.8422,-56.9006,-47.076,-49.2688666667
231.40,-55.3741333333,-50.8675538461,-56.7076666667,-50.2857333333,-42.0954,-49.7142666667,-57.5782,-48.8888888889,-39.4828,-43.2924
231.78,-49.8024,-46.7335230769,-51.4096666667,-44.9275333333,-37.5757333333,-43.6890666667,-51.9104,-45.0241555556,-35.2569333333,-39.7891333333
232.15,-52.981,-50.5462461539,-54.6610666667,-48.9430666667,-41.3008666667,-47.1815333333,-56.1788,-49.4760222222,-38.6723333333,-43.3604
232.53,-51.4655333333,-48.8683179487,-51.7817333333,-46.5518666667,-40.2584666667,-44.5976666667,-55.4022666667,-48.4674,-36.2069333333,-41.6666666667
232.90,-47.7162,-45.996774359,-48.7090666667,-43.1204666667,-37.9008,-42.2410666667,-52.0566,-44.2175111111,-32.454,-38.61
233.28,-44.1944,-44.4444,-45.9722,-41.3889333333,-36.2777333333,-40.3610666667,-49.8610666667,-40.4908,-29.1944,-36.5276666667
233.66,-42.2745333333,-43.1796102564,-43.6863333333,-40.1830666667,-35.085,-39.3725333333,-47.5555333333,-38.6318444445,-27.4248666667,-35.2157333333
234.03,-35.5312,-36.6713282051,-38.4372,-35.3358,-29.8412,-34.1147333333,-42.0269333333,-32.3239111111,-21.7826666667,-29.5727333334
234.41,-32.5204,-33.4136871795,-36.2834,-33.3567333333,-27.5494666667,-32.1022666667,-39.5122666667,-30.0426222222,-21.6260666667,-26.2484666667
234.78,-34.8326666667,-35.4308153846,-40.2306,-35.1324666667,-29.9423333333,-34.0254,-41.4301333333,-32.2336888889,-24.2905333333,-28.7658666667
235.16,-33.7098,-32.9466307692,-37.0543333333,-34.485,-27.1097333333,-30.9856,-39.557,-30.7271777778,-22.9016,-26.6887333333
235.54,-33.9311333333,-32.5224153846,-36.4341333333,-34.8837333333,-26.9544666667,-30.7642,-39.7342,-30.5572888889,-23.3223333333,-26.2458
235.91,-37.6092,-36.8451897436,-40.6206,-40.0459333333,-31.1954,-36.4368666667,-44.1608666667,-33.8008444445,-28.207,-28.9425333333
236.29,-37.9153333333,-36.5476564102,-41.1226,-40.3207333333,-31.6608666667,-37.2279333334,-44.1237333333,-33.0584666667,-28.9576,-28.6826666667
236.66,-40.3615333333,-38.5415948718,-44.1129333333,-42.6667333333,-34.1244666667,-40.6553333333,-46.3955333333,-35.8718222222,-32.1356666667,-31.1186
237.04,-39.2444666667,-37.4872307692,-43.2666666667,-41.7999333333,-34.4000666667,-40.0001333333,-45.7556,-36.7628888889,-32.3334666667,-31.1778
237.41,-43.1333333333,-39.9316974359,-46.5556,-44.3555333333,-38.5111333333,-44.8222,-48.7334,-40.9482,-35.7777333333,-34.9334
237.79,-39.6356,-36.0573897436,-42.8724666667,-40.9002,-35.2841333333,-42.2295333333,-45.5519333333,-37.7492222222,-33.5906,-32.1971333333
238.17,-40.4168666667,-36.5754666667,-42.9792666667,-40.7919333333,-35.4168,-42.1044666667,-44.896,-37.4932222222,-33.9794666667,-31.896
238.54,-39.0729333333,-35.4150461539,-40.5325333333,-39.3293333333,-34.2011333333,-39.5858666667,-42.5246666667,-35.6279777778,-32.1103333333,-30.4734666667
238.92,-34.5552666667,-31.1259282051,-34.4654,-34.7350666667,-29.5776,-34.3936,-37.5202666667,-30.8895555555,-27.6729333333,-25.8580666667
239.29,-32.4916666666,-29.3513538461,-32.8548666667,-33.1519333333,-28.7293333333,-32.6733333333,-34.9174666667,-29.2849555556,-26.6831333333,-24.5709333333
239.67,-31.5056666667,-28.3801538462,-31.2808,-31.4306666667,-28.1498,-30.9514,-33.4982,-27.9550666667,-25.2884,-23.4607333333
240.04,-26.9817333333,-24.4265230769,-27.3753333334,-26.7846666667,-23.9500666667,-26.2466666667,-28.8582,-24.1601777778,-20.8136,-19.2915333333
240.42,-21.2424,-19.6057641026,-20.965,-20.7654,-19.3343333333,-20.3993333333,-22.7731333333,-19.0422888889,-15.5408,-14.1653333333
240.79,-15.4330666667,-14.5299230769,-15.2730666667,-15.4613333333,-14.0583333333,-14.5291333333,-17.2504666667,-13.8669111111,-10.5836666667,-9.29373333332
241.17,-14.0133333333,-12.7771589743,-13.383,-13.9053333333,-12.7280666667,-12.6366666667,-15.3400666667,-12.2886222222,-9.403,-7.10613333333
241.54,-9.94873333333,-8.95918461539,-9.7436,-10.3808666667,-9.24553333333,-8.16840000001,-11.4798666667,-8.58119999998,-6.2124,-3.3406
241.92,-8.73360000001,-7.80478974359,-8.39239999999,-8.94366666667,-8.22159999999,-6.62060000001,-9.82946666666,-7.48033333333,-4.9998,-2.0736
242.29,-7.06633333333,-6.20547692307,-6.69086666667,-7.22373333333,-6.75753333333,-4.80773333333,-8.01086666667,-5.96617777778,-3.5302,-0.896133333333
242.67,-6.34753333333,-5.19736923077,-5.88333333333,-6.30693333333,-5.93553333334,-3.94533333333,-7.22353333333,-5.14451111111,-2.698,0.185666666666
243.05,-6.12193333333,-5.00567179487,-5.651,-5.88926666667,-5.50926666667,-3.90933333333,-6.88226666666,-5.01364444445,-2.64966666667,0.209866666665
243.42,-5.59273333333,-4.4710974359,-4.99726666667,-5.01953333333,-4.9806,-3.4836,-6.35493333334,-4.6262,-1.99786666667,0.873666666666
243.80,-4.48273333333,-3.76273333333,-4.35166666667,-4.2642,-4.32986666667,-2.7136,-5.50913333333,-3.80388888889,-1.5124,1.56706666667
244.17,-3.74226666667,-2.92570769231,-3.37873333333,-3.57646666667,-3.82246666667,-2.12246666667,-4.8596,-3.03653333333,-0.914266666666,1.78566666666
244.55,-4.19653333333,-3.02915897436,-4.12746666667,-3.92573333333,-4.14873333333,-2.4436,-5.48213333333,-3.38568888889,-1.12093333333,1.33333333333
244.92,-4.38973333333,-2.95025128205,-4.4052,-3.99493333333,-4.51786666667,-2.6462,-5.69726666667,-3.29224444444,-1.2154,1.41033333333
245.30,-3.59566666666,-2.25878461538,-3.70053333333,-3.2856,-3.8436,-1.87413333333,-4.8878,-2.56077777778,-0.5104,1.98366666667
245.67,-3.64826666667,-2.16796410256,-3.6044,-3.15053333333,-3.7762,-1.92106666667,-4.77193333333,-2.79946666667,-0.325999999999,2.1194
246.05,-2.8766,-1.55851794872,-3.01753333333,-2.6756,-3.05773333333,-1.25546666667,-3.9952,-2.38186666667,0.076533333334,2.78013333333
246.42,-2.23806666667,-1.08236410256,-2.30433333333,-2.24926666667,-2.41113333334,-0.813466666666,-3.41626666667,-2.02353333333,0.390266666668,3.48246666667
246.79,-1.572,-0.73544102564,-1.5452,-1.8334,-1.9808,-0.351999999999,-2.82213333333,-1.59653333333,0.827866666667,3.8144
247.17,-0.869333333331,-0.115348717949,-0.822866666666,-1.32406666667,-1.5746,0.426866666667,-2.20586666667,-0.970488888888,1.50966666667,4.60326666667
247.54,-0.448133333333,0.151805128206,-0.495066666666,-0.875933333333,-1.1804,0.878733333333,-1.82486666667,-0.496000000001,1.8922,4.99406666667
247.92,-0.463666666667,0.303087179487,-0.381133333332,-0.7764,-1.1348,0.941400000001,-1.85153333333,-0.516644444446,2.0392,5.0968
248.29,-0.760533333335,-0.014271794874,-0.4956,-1.0168,-1.2956,0.664733333334,-2.0364,-0.848733333335,1.8026,5.07533333333
248.67,-0.769466666667,-0.219415384615,-0.437066666666,-1.12473333333,-1.13033333333,0.462133333333,-1.9846,-0.922777777778,1.6546,5.0062
249.04,-1.4654,-1.05344615385,-1.04506666667,-1.8242,-1.731,-0.283133333335,-2.62126666667,-1.75037777778,0.811399999999,4.16233333333
249.42,-2.46813333333,-2.15146666667,-2.17233333333,-2.8322,-2.7014,-1.4192,-3.68806666667,-2.75644444444,-0.202333333333,3.08753333334
249.79,-3.2384,-2.90755897436,-2.9186,-3.56826666667,-3.27833333333,-2.28206666667,-4.50446666667,-3.4006,-1.00286666667,2.20553333333
250.17,-4.0094,-3.48681538462,-3.37673333333,-4.09253333333,-3.92266666667,-2.91753333334,-5.37233333333,-3.99122222222,-1.51846666666,1.67393333333
250.54,-4.46393333333,-4.02434358974,-3.98906666667,-4.60393333333,-4.59626666667,-3.66613333334,-6.1024,-4.48086666667,-1.86413333333,1.0196
250.92,-5.2674,-4.8952,-4.98333333333,-5.34266666667,-5.29646666667,-4.56966666667,-7.04266666667,-5.26731111111,-2.6734,0.070866666668
251.29,-6.02993333333,-5.86774358974,-5.78826666667,-6.02553333333,-6.07820000001,-5.31833333333,-7.91826666667,-5.99184444445,-3.38593333333,-0.799400000001
