wavelength,Back_SalAtem,Belly_SalAtem,Breast_SalAtem,Crissum_SalAtem,Crown_SalAtem,DorTail_SalAtem,Patch10_SalAtem,Rump_SalAtem,Throat_SalAtem,WingTip_SalAtem
584.69,10.6540666667,20.4740871795,18.5790666667,17.5358666667,4.05673333333,9.502,5.225,14.2517777778,50.841,9.85500000001
585.03,10.6716666667,20.5048102564,18.5846666667,17.6126666667,4.0806,9.51906666666,5.248,14.3029333333,50.8786666667,9.89133333334
585.37,10.6890666667,20.5694666667,18.5903333333,17.6418,4.08426666667,9.59073333334,5.25073333333,14.3174888889,50.8834666667,9.92613333334
585.70,10.7086,20.5655076923,18.5812666667,17.662,4.079,9.616,5.257,14.3035555555,50.8660666667,9.90773333333
586.04,10.6949333334,20.6023230769,18.5418666667,17.6834,4.05846666667,9.59580000001,5.25693333333,14.3439777778,50.8806,9.91293333334
586.38,10.747,20.6857230769,18.5916666667,17.7779333333,4.11573333333,9.63626666667,5.3016,14.4124888889,51.0054666667,9.98253333333
586.72,10.8499333333,20.7977282051,18.7102666667,17.8886,4.18766666667,9.75826666666,5.38306666667,14.5340666667,51.0587333333,10.0866
587.06,10.8711333333,20.8282615385,18.7518666667,17.9368666667,4.19986666667,9.76286666667,5.4028,14.5814,51.144,10.0908
587.39,10.8592666667,20.8024564102,18.7458666667,17.9468,4.202,9.77166666667,5.41506666667,14.5945555555,51.1068666667,10.1066666667
587.73,10.9066,20.8416871795,18.8036666667,18.0128,4.23546666667,9.83746666667,5.45893333333,14.6443555555,51.1627333333,10.1612
588.07,10.9326,20.8906358974,18.8295333333,18.0761333333,4.233,9.86466666667,5.4716,14.6632,51.2088666667,10.1935333333
588.41,10.9323333333,20.8608769231,18.8388666667,18.0842,4.2066,9.84273333333,5.44773333333,14.6265333334,51.1807333333,10.196
588.74,10.9412,20.8701282051,18.8878,18.102,4.20833333333,9.86033333333,5.4704,14.6226,51.1842,10.2059333333
589.08,10.9753333333,20.8566871795,18.9031333333,18.1354,4.2356,9.84393333333,5.484,14.6374,51.2016666667,10.2148666667
589.42,11.0294666667,20.9136820513,18.9847333333,18.2153333334,4.30773333333,9.9198,5.53273333333,14.7094666667,51.2748666667,10.3010666667
589.76,11.0680666667,20.9198153846,19.018,18.2715333333,4.32586666667,9.9418,5.5372,14.7340666667,51.2809333333,10.3280666667
590.09,11.0402,20.8707333333,18.9878666667,18.2584,4.28746666667,9.90533333333,5.49466666667,14.7102666667,51.2647333334,10.2994666667
590.43,10.9246,20.7548769231,18.8644666667,18.1814666667,4.18786666667,9.80133333333,5.41333333333,14.6048666667,51.197,10.2034
590.77,10.9212666667,20.7567076923,18.8634,18.2024,4.17186666667,9.80819999999,5.3986,14.5858888889,51.2076666667,10.2195333333
591.11,10.9714,20.8212461538,18.9138666667,18.2930666667,4.18753333333,9.83726666667,5.41073333333,14.6186,51.31,10.2528
591.44,10.9432666667,20.8059282051,18.8759333333,18.3349333333,4.15833333333,9.82273333333,5.38813333333,14.6077111111,51.2877333333,10.2529333333
591.78,10.8971333333,20.7643948718,18.8212666667,18.3336,4.11553333333,9.80673333334,5.3302,14.5698888889,51.2496666667,10.2116
592.12,10.8957333333,20.7874820513,18.8158666667,18.3625333333,4.10806666667,9.79906666666,5.3066,14.5602666667,51.2433333333,10.2093333333
592.46,10.9426,20.8245846154,18.8327333333,18.4065333333,4.13313333333,9.82620000001,5.30393333333,14.5860444444,51.2868,10.2389333333
592.79,10.9226,20.8037076923,18.8206666667,18.4346,4.12106666667,9.82319999999,5.3074,14.5612444444,51.2012666667,10.2470666667
593.13,10.9755333333,20.8549128205,18.8645333333,18.5086666667,4.16353333333,9.85873333334,5.37106666666,14.6204888889,51.2329333333,10.2982
593.47,11.0098666667,20.8619897436,18.9174666667,18.5426666667,4.181,9.90413333334,5.396,14.6360444445,51.22,10.3396666667
593.80,11.0577333333,20.9057641026,18.9772666667,18.6106666667,4.21846666667,9.974,5.47133333333,14.6609777778,51.2148,10.4006
594.14,11.1149333334,20.9888102564,19.0337333333,18.7054,4.2674,10.0253333333,5.5132,14.7064888889,51.297,10.4622666667
594.48,11.1275333333,20.9841230769,19.04,18.7510666667,4.2482,10.0308666667,5.5104,14.7214666667,51.2892,10.4645333333
594.81,11.1,20.9791794872,19.0428666667,18.7492666667,4.22206666667,10.0148,5.471,14.6846888889,51.2462,10.4588666667
595.15,11.1430666667,21.0212461538,19.1235333334,18.8120666667,4.26053333334,10.0427333333,5.50293333333,14.7403333333,51.3496,10.4907333333
595.49,11.1792666667,21.0852102564,19.196,18.8833333333,4.3124,10.0712,5.55326666667,14.7971111111,51.4608666667,10.5622666667
595.82,11.2304,21.1330666667,19.2544666667,18.955,4.38026666666,10.1477333333,5.62253333333,14.8708888889,51.5391333334,10.6158666667
596.16,11.2452,21.1751794872,19.2966,19.0107333333,4.41053333333,10.1952666667,5.6516,14.9077333333,51.6120666667,10.6439333333
596.50,11.2597333333,21.2084051282,19.3112,19.0264666667,4.4214,10.2186,5.65486666667,14.9032444444,51.6754666667,10.6423333333
596.83,11.2665333333,21.1904820513,19.295,19.0362,4.4178,10.2241333333,5.64066666667,14.8942888889,51.6876,10.6365333333
597.17,11.2516,21.1967692308,19.2823333333,19.0491333333,4.429,10.2244,5.633,14.8959555556,51.7290666667,10.6325333333
597.51,11.2448666667,21.2192974359,19.2933333333,19.1019333333,4.43293333333,10.2276,5.6324,14.8902444444,51.7764,10.6342666667
597.84,11.2239333333,21.1898769231,19.2873333334,19.0924,4.4348,10.2274,5.6144,14.8894,51.7142666667,10.6172
598.18,11.2076666667,21.1954205128,19.2763333333,19.0902,4.4506,10.2495333333,5.6062,14.8879111111,51.691,10.6360666667
598.52,11.2285333333,21.2020358974,19.3136666667,19.1519333333,4.51626666667,10.3041333333,5.66913333333,14.9530888889,51.6926,10.6859333333
598.85,11.2058666667,21.1744102564,19.2668,19.1418666667,4.49366666667,10.2907333333,5.64326666667,14.9305333333,51.6572666667,10.6602666667
599.19,11.203,21.1512,19.2389333333,19.1351333333,4.49893333333,10.3202,5.65333333334,14.9142444444,51.5694,10.6555333333
599.53,11.1747333333,21.1208,19.2013333333,19.1381333333,4.46186666667,10.2924666667,5.6134,14.8936666667,51.5525333334,10.6297333333
599.86,11.1347333333,21.0656,19.1494666667,19.1141333333,4.4338,10.2494,5.59106666667,14.8497777778,51.4218666667,10.6224
600.20,11.1752666667,21.1091897436,19.2256,19.2002,4.47333333333,10.3119333333,5.6364,14.9328888889,51.4787333333,10.6966
600.53,11.159,21.1283435897,19.2559333333,19.2474666667,4.4562,10.3210666667,5.6084,14.9406888889,51.5132,10.7161333333
600.87,11.1528666667,21.1197025641,19.2412,19.278,4.4298,10.2928666667,5.58566666667,14.9436444444,51.4821333334,10.7254
601.21,11.1531333333,21.1283538462,19.2264666667,19.299,4.4132,10.2994,5.57273333333,14.9639555555,51.4435333333,10.7455333333
601.54,11.2114666667,21.2083589744,19.299,19.4132666667,4.43493333334,10.3456,5.61466666667,15.0027333334,51.5059333333,10.8250666667
601.88,11.2916666667,21.2665589744,19.4004666666,19.5382,4.49633333333,10.4015333333,5.68993333333,15.0691111111,51.5671333333,10.9028666667
602.21,11.3334,21.3104,19.4204,19.5892666667,4.5102,10.4270666667,5.72793333333,15.0893555556,51.6065333333,10.959
602.55,11.3394666666,21.3198051282,19.4437333333,19.6183333333,4.49213333333,10.4429333333,5.7184,15.0813111111,51.6146666667,10.9907333333
602.88,11.3404,21.3258820513,19.4662666667,19.6658,4.4928,10.4180666667,5.708,15.0799777778,51.5940666667,11.0062
603.22,11.3208666667,21.3441025641,19.468,19.6764,4.46253333333,10.4084,5.6892,15.0774888889,51.5978666667,11.003
603.56,11.3334,21.3624666667,19.4700666667,19.7319333333,4.46373333334,10.4054666667,5.69593333334,15.0817111111,51.6674666667,11.0062
603.89,11.3331333333,21.3484,19.437,19.7278,4.46773333333,10.401,5.68066666667,15.0736222222,51.6388666666,10.9903333333
604.23,11.3378,21.3563897436,19.4486,19.7523333333,4.47653333333,10.4252,5.70826666667,15.0789555555,51.6427333333,10.9947333333
604.56,11.3980666667,21.3979641026,19.5134666667,19.8218666667,4.5406,10.5008666667,5.76873333334,15.1303777778,51.7119333333,11.0515333333
604.90,11.3665333333,21.3535948718,19.4940666667,19.8046666667,4.533,10.4808,5.74233333333,15.1217777778,51.6979333333,11.0203333333
605.23,11.3616666667,21.3209948718,19.4922666667,19.8125333333,4.5574,10.5007333333,5.75366666667,15.1410888889,51.7142666667,11.0353333333
605.57,11.3486,21.296,19.4564,19.8048666667,4.54106666667,10.4976666667,5.73613333333,15.117,51.6719333333,11.0290666667
605.90,11.3273333333,21.261025641,19.4144,19.8056,4.522,10.4958,5.70506666667,15.0988,51.6495333333,11.0045333333
606.24,11.3861333334,21.3246974359,19.471,19.8813333333,4.57986666667,10.554,5.7742,15.1522444444,51.7368,11.0746
606.58,11.4377333333,21.3686615385,19.5266666667,19.9604,4.61926666667,10.6258,5.82973333333,15.2144222222,51.8342666667,11.128
606.91,11.5201333333,21.3902871795,19.5784,20.0351333333,4.66473333333,10.6858666667,5.8954,15.2445555555,51.8662,11.1965333333
607.25,11.5462666667,21.3882923077,19.6225333333,20.0939333333,4.68746666666,10.7491333333,5.91733333333,15.2764444444,51.8438666667,11.233
607.58,11.5322,21.3687435898,19.6256666667,20.1213333333,4.67553333333,10.7540666667,5.92593333333,15.2888,51.814,11.2556666667
607.92,11.5209333333,21.3579384615,19.6220666667,20.1338,4.65726666667,10.7447333333,5.9006,15.2773333333,51.8275333333,11.2565333333
608.25,11.4924666667,21.3468051282,19.5802,20.1311333333,4.60646666667,10.7226666667,5.88006666667,15.2486,51.7595333333,11.2318
608.59,11.5087333333,21.3693692308,19.5927333333,20.1874,4.63373333333,10.7831333333,5.90393333333,15.2412222222,51.7372666667,11.2741333333
608.92,11.4935333333,21.3470461539,19.5614,20.1680666667,4.6204,10.7746666667,5.899,15.2053333333,51.6769333333,11.2442
609.26,11.4796,21.3633282051,19.5622,20.1892,4.6338,10.785,5.8936,15.2202666667,51.6966,11.2394
609.59,11.4417333333,21.3363076923,19.5587333333,20.2008666667,4.60066666667,10.774,5.88266666667,15.2234222222,51.6603333333,11.2090666667
609.93,11.3857333333,21.261348718,19.5036,20.1732666667,4.5822,10.7718666667,5.8452,15.1788888889,51.4972,11.1503333333
610.26,11.3496666667,21.2220307692,19.4442666667,20.1696,4.56946666667,10.7558666667,5.8142,15.1435555556,51.4268666667,11.1274666667
610.60,11.3082,21.1964410256,19.4082666667,20.1793333334,4.57693333333,10.7665333333,5.80866666667,15.1307111111,51.3816,11.0940666667
610.93,11.3062,21.1895589744,19.4012666667,20.1665333333,4.59526666667,10.8016666667,5.82973333333,15.1528222222,51.3798,11.1063333333
611.27,11.3486,21.2154820513,19.4406666667,20.2463333333,4.6382,10.8630666667,5.865,15.1828888889,51.4192,11.1424
611.60,11.3612666667,21.195374359,19.4544666667,20.3007333333,4.6808,10.9037333333,5.89153333333,15.2316444444,51.401,11.1708
611.93,11.3498666667,21.1819128205,19.4657333334,20.3527333333,4.70426666667,10.9148666667,5.87993333333,15.2354,51.4526666667,11.1594666667
612.27,11.3878,21.2306615385,19.5309333334,20.3954666667,4.71053333333,10.9229333333,5.90346666667,15.2711333333,51.5005333333,11.1914666667
612.60,11.4023333333,21.2855641026,19.5784666667,20.4648666667,4.71613333333,10.9602666667,5.89973333333,15.3079333333,51.5400666667,11.2012666667
612.94,11.382,21.2624410256,19.5586666667,20.4623333333,4.70293333333,10.9570666667,5.8964,15.2962,51.5455333333,11.1933333333
613.27,11.4497333333,21.3208512821,19.6232666667,20.5283333333,4.75113333334,10.9823333333,5.925,15.3147111111,51.6574666667,11.2453333333
613.61,11.5114666667,21.3781384615,19.6924,20.5968,4.81406666667,11.0255333333,5.98906666667,15.4051777778,51.7422666667,11.3261333333
613.94,11.5028,21.3924,19.6972,20.5942,4.77066666667,10.9962,5.947,15.4062666667,51.7714666667,11.305
614.28,11.4782,21.3762205128,19.6984666667,20.5702,4.75573333333,10.9620666667,5.9072,15.3841333333,51.7676,11.3184
614.61,11.465,21.3712,19.7071333333,20.6264,4.7266,10.9406,5.8788,15.3975333333,51.7626,11.3302666667
614.94,11.4564,21.3674923077,19.6732,20.6264,4.68506666667,10.9132666667,5.8462,15.3584666667,51.7875333333,11.2906666667
615.28,11.4982666667,21.4114820513,19.6886666667,20.6505333333,4.68746666667,10.9416,5.8784,15.3919555555,51.8613333333,11.3209333333
615.61,11.5052,21.3797128205,19.6494,20.6136,4.67686666667,10.9242666667,5.87873333333,15.3748888889,51.7623333333,11.3358666667
615.95,11.5174666667,21.325451282,19.6219333333,20.6369333333,4.67826666667,10.9246666667,5.88333333333,15.3929111111,51.729,11.3152
616.28,11.5364666667,21.3084666667,19.6084,20.62,4.66873333333,10.9167333333,5.90126666667,15.3918666667,51.6915333333,11.3386666667
616.61,11.6224,21.3769282051,19.671,20.7226,4.70233333333,10.9955333333,5.94046666667,15.4721333333,51.7662,11.4052
616.95,11.6623333333,21.4369230769,19.7077333333,20.8018666667,4.74913333333,11.063,6.00546666667,15.5518,51.7980666667,11.4659333333
617.28,11.648,21.4236769231,19.6625333333,20.8332666667,4.7158,11.0143333333,5.9592,15.5054,51.8098,11.4432666667
617.62,11.6768,21.4102974359,19.6733333333,20.8659333333,4.7606,11.0529333333,6.01813333333,15.5379333333,51.7522,11.4588666667
617.95,11.6815333333,21.4181641026,19.6416,20.9104666667,4.75286666667,11.0696666667,6.01226666667,15.5682666667,51.7853333333,11.4452666667
618.28,11.6366,21.3812307692,19.5878666667,20.8710666667,4.69026666667,10.9954,5.9502,15.4962,51.7602,11.3839333333
618.62,11.5970666667,21.3699538462,19.5926666667,20.8904,4.68473333333,10.9918666667,5.92093333333,15.5206222222,51.7344,11.4109333333
618.95,11.5213333333,21.3212,19.5273333334,20.8553333333,4.6132,10.9171333333,5.846,15.4442888889,51.6258666667,11.3379333333
619.28,11.5848666667,21.396625641,19.6004,20.9864666667,4.65913333333,10.9980666667,5.90906666667,15.5336444445,51.7505333333,11.4118
619.62,11.5351333333,21.407825641,19.5852,20.9799333333,4.61846666667,10.9514,5.88406666667,15.4932444444,51.7605333333,11.3846
619.95,11.5104666667,21.4095538461,19.5679333333,21.0278666667,4.58933333334,10.9248666667,5.844,15.5195333333,51.8519333333,11.3509333334
620.28,11.4328666667,21.3180051282,19.4943333333,20.9796,4.53913333333,10.8290666667,5.78226666667,15.4459333333,51.7617333333,11.2607333333
620.62,11.3508,21.2097384615,19.4048,20.9170666667,4.46266666667,10.7434666667,5.67313333334,15.356,51.6798666667,11.1469333333
620.95,11.2958,21.1799692308,19.3857333333,20.8684666667,4.39513333333,10.7108666667,5.62613333333,15.3112222222,51.6806666667,11.0783333333
621.28,11.3018666667,21.1998205128,19.4170666667,20.9022,4.40493333333,10.7336,5.62646666667,15.3068,51.7546,11.0819333333
621.62,11.349,21.2364051282,19.5024666667,20.9526,4.4182,10.7421333333,5.649,15.3305333333,51.8090666667,11.1148
621.95,11.3739333333,21.322025641,19.5549333333,21.0566666667,4.46313333334,10.7915333333,5.69033333333,15.4032,51.8973333333,11.1453333333
622.28,11.379,21.3022461538,19.5574,21.0374666667,4.44613333334,10.7644666667,5.6904,15.3898666667,51.9123333333,11.1346666667
622.62,11.432,21.3499897436,19.6018666667,21.1499333333,4.50713333333,10.7982666667,5.73906666667,15.4298888889,51.9887333333,11.1840666667
622.95,11.3575333333,21.3102769231,19.5785333333,21.1094,4.424,10.7098666667,5.64686666667,15.3654444444,51.957,11.0981333333
623.28,11.3474,21.2824769231,19.5359333333,21.1216666667,4.40613333333,10.7026,5.61793333333,15.3816,51.9219333333,11.0865333333
623.62,11.3576666667,21.2775179487,19.5542,21.1875333333,4.41526666667,10.7054,5.637,15.3800666667,51.9312,11.1162
623.95,11.3957333333,21.3634923077,19.6445333333,21.2784666666,4.45153333333,10.7662,5.67006666667,15.4454222222,51.9937333333,11.1896
624.28,11.4577333333,21.4513179487,19.7050666667,21.3683333333,4.50313333333,10.808,5.6882,15.4948222222,52.1170666667,11.2274
624.62,11.4942,21.4847589743,19.7324,21.4334666667,4.5232,10.8343333333,5.70593333333,15.5215555555,52.0916,11.269
624.95,11.4920666667,21.4952666667,19.7224,21.4689333333,4.49753333333,10.8158,5.672,15.5112666667,52.1016,11.2839333333
625.28,11.5064,21.5110410257,19.724,21.5,4.5322,10.8483333333,5.70453333333,15.5450444444,52.0101333333,11.3247333333
625.61,11.5412,21.5051641026,19.7498666667,21.5243333333,4.5502,10.8514666667,5.71113333333,15.5355555556,52.0174,11.3531333333
625.95,11.5303333333,21.5079897436,19.7471333333,21.5586,4.54466666667,10.8408,5.69473333333,15.5187111111,51.9965333333,11.3606666667
626.28,11.4607333333,21.4505846154,19.6789333333,21.4893333333,4.4774,10.7917333333,5.61286666667,15.4924,51.9220666667,11.3129333333
626.61,11.4898,21.4719538461,19.6834666667,21.5369333334,4.5288,10.8231333333,5.64073333333,15.5252222222,51.9277333333,11.3726
626.94,11.5635333333,21.5110153846,19.7501333334,21.6034,4.58233333333,10.8855333333,5.70126666666,15.5610222222,51.9796666667,11.4336
627.28,11.5822666667,21.5248769231,19.7456666667,21.6276,4.5902,10.9126,5.69513333333,15.5560666667,51.9465333333,11.4435333333
627.61,11.5653333333,21.4737025641,19.7056,21.5985333333,4.53873333334,10.8697333333,5.65446666667,15.5122888889,51.9116666667,11.4159333333
627.94,11.5320666667,21.4386666667,19.6607333333,21.5838,4.49373333333,10.8589333333,5.64233333333,15.5136222222,51.8321333333,11.4307333333
628.27,11.5033333333,21.4134512821,19.6468666667,21.5644,4.4632,10.8137333333,5.58866666667,15.5154444444,51.8614666667,11.4014
628.61,11.4691333333,21.3590102564,19.5953333333,21.5289333333,4.44226666667,10.808,5.56933333333,15.5236666667,51.8112,11.3786666667
628.94,11.4048666667,21.3054769231,19.5350666667,21.5334666667,4.38866666667,10.7503333333,5.48766666667,15.4819777778,51.8222,11.3414666667
629.27,11.3348,21.249,19.4569333333,21.5008666667,4.3354,10.7041333333,5.4332,15.4458666666,51.7365333333,11.2824666666
629.60,11.3264,21.2637435898,19.4502666667,21.543,4.30313333333,10.6892,5.4002,15.4764222222,51.7818666667,11.2446666667
629.94,11.3682,21.2611897436,19.4470666667,21.5832666667,4.3338,10.7164666667,5.4332,15.4625555555,51.7322,11.2858
630.27,11.3033333333,21.2064769231,19.3838666667,21.5107333334,4.26593333333,10.6703333333,5.35906666667,15.3915333333,51.6630666667,11.1952666667
630.60,11.2409333333,21.1668410256,19.3679333333,21.498,4.2152,10.6169333333,5.25986666667,15.3775333333,51.6569333333,11.1501333333
630.93,11.2226,21.1374871795,19.3135333333,21.4568,4.17766666667,10.5658666667,5.20446666667,15.3438666667,51.6391333333,11.1349333333
631.26,11.2083333333,21.1065641026,19.297,21.4632,4.19426666667,10.5632666667,5.20886666667,15.3431555556,51.6050666667,11.1348666667
631.60,11.1962,21.0865846154,19.3076666667,21.4813333333,4.18746666667,10.5462,5.19133333333,15.3340222222,51.6570666667,11.1143333333
631.93,11.2414666667,21.1641897436,19.3742666667,21.5946,4.2408,10.6121333333,5.2698,15.4132666667,51.7262,11.1809333333
632.26,11.2284666667,21.1286666666,19.3569333333,21.6028666667,4.19126666667,10.5592666667,5.23833333333,15.3687555555,51.6853333334,11.1787333333
632.59,11.2028666667,21.1232820513,19.3408666667,21.5860666667,4.16593333333,10.5408,5.2002,15.3162666667,51.7332,11.1284
632.92,11.2070666667,21.0984871795,19.3456,21.5996,4.1628,10.5584,5.21293333333,15.3169555556,51.7737333333,11.1670666667
633.26,11.2058666666,21.0667692307,19.3474,21.5852666667,4.17066666667,10.5566,5.20906666667,15.2896222222,51.7656666667,11.1935333333
633.59,11.2626,21.1396820513,19.4378,21.651,4.21453333333,10.6017333333,5.2558,15.3736666667,51.8804666667,11.2358666667
633.92,11.285,21.1415846154,19.4519333333,21.699,4.24173333333,10.6341333333,5.27713333333,15.4220666667,51.9282,11.2544666667
634.25,11.297,21.1565487179,19.4607333333,21.7479333333,4.2758,10.6645333333,5.30613333333,15.4423777778,51.9830666667,11.2978
634.58,11.2936666666,21.1438564102,19.4682,21.7754666667,4.28253333333,10.6590666667,5.3226,15.4304222222,51.9784666667,11.2584666667
634.91,11.2643333333,21.114625641,19.4260666667,21.7649333333,4.179,10.5956666667,5.24546666667,15.3895111111,52.0152666667,11.22
635.25,11.2414,21.1042051282,19.4029333333,21.7415333333,4.15066666667,10.5638,5.23113333333,15.3284666667,52.0146,11.2189333333
635.58,11.1886666667,21.022225641,19.3163333333,21.6922,4.0984,10.4952,5.16466666667,15.2328888889,51.947,11.1779333333
635.91,11.1721333333,21.0567076923,19.3583333333,21.7476,4.1134,10.5254,5.14806666667,15.2377333333,52.0304,11.1684
636.24,11.1815333333,21.070625641,19.3494666667,21.7472,4.06366666667,10.506,5.13993333333,15.2407111111,52.0134666667,11.1723333333
636.57,11.1686,21.1126666667,19.364,21.7690666667,4.012,10.4458666667,5.05266666667,15.211,52.116,11.1387333333
636.90,11.1056,21.062174359,19.2978666667,21.7349333333,3.95573333333,10.4108666667,5.03193333334,15.1541111111,52.0760666667,11.0926666666
637.23,11.0116666667,20.9878564103,19.201,21.6963333333,3.84526666667,10.3148,4.91273333334,15.0450444444,52.0808,11.0115333333
637.56,10.9348,20.9162153846,19.152,21.643,3.7262,10.2223333333,4.815,14.9124888889,52.0620666666,10.9684666667
637.90,10.9184666667,20.8890410256,19.1086,21.6254666667,3.68326666667,10.165,4.74573333333,14.8476666667,52.0266666667,10.9446
638.23,10.8701333333,20.8731128205,19.1039333333,21.6246666667,3.65926666667,10.1334666667,4.703,14.8468888889,52.0518,10.95
638.56,10.8740666667,20.9047025641,19.1108666667,21.678,3.7006,10.1414,4.7264,14.8706444445,52.0741333333,10.9873333333
638.89,10.8519333333,20.8244358974,19.071,21.6911333333,3.68326666667,10.1137333333,4.68326666667,14.8334666667,51.9742,10.957
639.22,10.8273333333,20.8195128205,19.0996,21.7159333333,3.65186666667,10.1170666667,4.64013333333,14.8138888889,51.9958,10.9205333333
639.55,10.8698666667,20.8144923077,19.126,21.7522666667,3.66926666667,10.1435333333,4.67393333333,14.8343555556,52.0366,10.9649333333
639.88,10.83,20.7400615385,19.1061333333,21.7808,3.63913333333,10.1340666667,4.62,14.7847777778,52.0609333333,10.9528666667
640.21,10.8727333333,20.7689692308,19.1451333333,21.8408,3.71293333333,10.1898666667,4.67926666667,14.8534,52.1096,10.986
640.54,10.8626666666,20.7540820513,19.1162666667,21.8200666666,3.7056,10.1722666667,4.64806666667,14.7919555556,52.0074666667,10.99
640.87,10.8968666667,20.8234871795,19.165,21.8923333333,3.7368,10.2408,4.7022,14.8839333333,52.0897333333,11.0340666667
641.20,10.89,20.8283692308,19.1536,21.9299333333,3.73073333333,10.2318,4.72486666667,14.8954444444,52.1113333333,11.0154666667
641.53,10.8228666667,20.7692615384,19.1218666667,21.9137333333,3.6882,10.2315333333,4.71926666667,14.8647111111,52.0670666667,10.9466666667
641.87,10.8518666667,20.7600820513,19.1624666667,21.9604666667,3.70493333333,10.2866,4.76073333333,14.8928,52.0914666667,11.0156
642.20,10.8654,20.7898,19.2194,21.987,3.72233333333,10.3382,4.76093333333,14.8815777778,52.1557333333,11.0312
642.53,10.8758,20.8833435897,19.259,22.0494,3.70433333333,10.3404666667,4.74506666667,14.9057111111,52.3184,11.072
642.86,10.9263333333,20.868948718,19.2743333334,22.0522666667,3.73066666667,10.3937333333,4.784,14.8698666667,52.3884666667,11.1296
643.19,10.9219333334,20.8783641026,19.2231333333,22.0070666667,3.71106666667,10.3183333333,4.76793333334,14.8231333333,52.3356,11.1332666667
643.52,10.9934666667,20.9266,19.2754,22.0688666666,3.78613333333,10.336,4.87473333333,14.9082222222,52.3402,11.2109333333
643.85,10.8724666667,20.7799641026,19.1354,21.9816,3.65126666667,10.2403333333,4.77873333334,14.7677111111,52.1347333333,11.1212
644.18,10.9982,20.8920871795,19.2616,22.1430666667,3.78546666667,10.3427333333,4.88853333334,14.9315777778,52.2212666667,11.2345333333
644.51,11.0016,20.8428410256,19.2212666667,22.1520666667,3.7754,10.3331333333,4.8706,14.8616444445,52.1279333333,11.2634666667
644.84,10.9924,20.8599538462,19.2356,22.1737333333,3.75326666667,10.3157333333,4.84846666667,14.8834,52.096,11.3100666667
645.17,11.0211333333,20.8636871795,19.2214,22.1816666667,3.71346666667,10.2684666667,4.84553333333,14.8850888889,52.1615333333,11.3716
645.50,11.0124,20.9020410257,19.1943333333,22.1743333333,3.6552,10.2592,4.81486666667,14.8663111111,52.1807333333,11.3935333333
645.83,11.0687333333,20.9277076923,19.2014,22.2532,3.69553333333,10.287,4.8974,14.9242,52.2238666667,11.4673333333
646.16,11.0436666667,20.900174359,19.2068,22.218,3.71246666667,10.2834666667,4.88726666667,14.9104222222,52.12,11.449
646.49,11.0318666667,20.9071230769,19.1926666667,22.2298,3.7284,10.2544666667,4.89593333333,14.9575111111,52.0331333333,11.4806666667
646.82,11.0840666667,20.9198461538,19.2275333333,22.3075333333,3.7846,10.3483333333,4.92986666667,15.0308,52.0728666667,11.5057333333
647.15,11.0764,20.9265487179,19.2331333333,22.319,3.75366666666,10.3703333333,4.88846666667,15.0034,52.1032666666,11.4978666667
647.48,11.238,21.0604102564,19.3913333333,22.4482,3.85033333333,10.5176666667,5.001,15.1210222222,52.266,11.658
647.81,11.143,20.9847589744,19.315,22.4045333333,3.72246666667,10.4332666667,4.90413333333,15.0259333333,52.358,11.5836
648.14,11.1278,21.0216769231,19.3947333333,22.3996,3.74666666667,10.4258666667,4.92853333333,15.0410888889,52.407,11.611
648.47,11.2286,21.1031179487,19.4743333333,22.5084666667,3.86486666667,10.5278666667,5.01526666667,15.1420666667,52.4798666667,11.7314
648.80,11.2362,21.1441333333,19.4926666667,22.5237333333,3.90053333333,10.5646,5.01606666667,15.1502444445,52.4373333334,11.7261333333
649.13,11.2536,21.1653333333,19.5064,22.5624666667,3.97246666667,10.6115333333,5.03746666667,15.1676222222,52.3922666667,11.734
649.46,11.2374666667,21.1383948718,19.5206,22.5262,3.96373333333,10.622,4.9988,15.1351333333,52.3328666667,11.6912
649.79,11.305,21.1771230769,19.5785333333,22.6230666667,3.98893333333,10.705,5.06913333333,15.2003111111,52.4238666667,11.7720666667
650.11,11.2515333333,21.1397333333,19.5388,22.6212666667,3.86926666667,10.6383333333,4.98653333333,15.1293333334,52.5096666667,11.6644666667
650.44,11.2328,21.1434,19.5459333334,22.65,3.8624,10.6026,4.9728,15.1038666667,52.4759333333,11.6958666667
650.77,11.2142666667,21.1434871795,19.4962666667,22.6776,3.84133333333,10.6168,4.95173333333,15.0999555555,52.4624666667,11.6848
651.10,11.1956,21.1684205128,19.4788,22.6802666667,3.84213333333,10.5964,4.9216,15.0716,52.4063333333,11.6344666667
651.43,11.1948,21.1835641026,19.486,22.6996666667,3.847,10.6082666667,4.918,15.0814666667,52.3687333333,11.6349333333
651.76,11.3235333333,21.2664820513,19.5314,22.8172666667,3.90213333333,10.7010666667,4.98926666667,15.1528666667,52.3731333333,11.7133333333
652.09,11.3734666667,21.3330820513,19.5874666667,22.8357333333,3.9252,10.7657333333,5.02193333333,15.1941333333,52.4075333333,11.7316666666
652.42,11.4133333333,21.3827794872,19.6368,22.9394,3.9666,10.7992,5.05833333333,15.2258888889,52.4575333333,11.7539333333
652.75,11.4091333334,21.3558153846,19.6560666667,22.9626666667,3.92353333333,10.7698666667,5.04646666667,15.2096,52.4981333333,11.7560666667
653.08,11.4729333334,21.4836974359,19.7013333333,23.0869333333,3.9544,10.8370666667,5.10333333333,15.2766666667,52.6054666666,11.8616
