wavelength,Back_SpoFrof,Belly_SpoFrof,Breast_SpoFrof,Crissum_SpoFrof,Crown_SpoFrof,DorTail_SpoFrof,Rump_SpoFrof,Throat_SpoFrof,WingTip_SpoFrof
212.92,-67.6708333334,-7.4296666667,-41.7668333334,-38.9558333334,10.241,-2.61033333332,5.82316666665,-48.7951666667,0.803
213.30,-46.1803333333,0.17366666665,-32.2916666667,-22.2221666666,14.757,6.24999999998,11.4583333334,-27.257,11.8056666667
213.68,-58.4336666666,-0.20066666665,-47.992,-26.1045,9.43766666665,6.82733333335,4.819,-34.9398333333,10.04
214.06,-58.7836666666,9.6846666667,-42.3425,-17.3423333333,14.4145,17.7928333333,8.3333333333,-33.3331666667,16.2163333334
214.44,-58.6756666667,16.4383333334,-37.8996666666,-8.4475,10.5023333334,24.2008333333,9.36083333335,-32.42,14.3836666667
214.81,-66.3978333333,16.129,-46.5055,-3.7635,-1.344,21.7745,6.45166666665,-38.441,24.7313333333
215.19,-87.5,11.3636666666,-69.318,-12.879,-13.2576666667,19.697,-5.68183333335,-64.3938333333,24.2423333334
215.57,-141.0255,23.7178333334,-114.743666667,-14.7435,-23.7183333333,50.641,-19.8716666667,-105.128166667,42.9488333332
215.95,-268.6275,1.9608333333,-248.039333333,-57.8431666667,-82.3529999998,50.0000000001,-76.4705,-217.646833333,-16.6665
216.32,-131.333333334,32.0,-133.333333333,-11.3333333333,-13.3333333333,74.6666666665,-33.3333333333,-106.0,10.6666666667
216.70,-148.0,9.33333333335,-129.333333333,-32.0,-14.0,45.3333333333,-50.6666666667,-123.333333333,1.33333333335
217.08,-154.348,-16.6666666667,-156.521833334,-60.145,-15.942,23.913,-88.4058333334,-155.797166667,-18.8406666665
217.46,-102.688166666,-9.6775,-122.580666667,-48.387,-10.7528333333,15.5915,-75.8065,-126.344166667,-3.76366666665
217.83,-216.666666666,-79.6294999998,-229.629833334,-140.740833334,-81.4815,-36.1111666666,-180.5555,-277.778,-78.7036666665
218.21,-165.1515,-66.6666666669,-207.575666667,-116.666666666,-71.2120000001,-48.4848333333,-125.0,-215.909,-80.3028333335
218.59,-200.877166667,-105.263,-301.754,-169.298333334,-119.298166666,-107.0175,-159.649166667,-261.403666666,-104.386
218.97,-158.666666667,-84.0,-240.0,-137.333333333,-73.3333333335,-84.6666666667,-114.0,-194.0,-82.6666666667
219.34,-107.657833333,-44.1441666665,-165.765666667,-81.5315000002,-34.2341666666,-53.1531666666,-58.1081666666,-119.8195,-17.1171666667
219.72,-57.9095,-20.6213333334,-94.9153333333,-31.0735,-7.6271666667,-15.5368333333,-20.9038333334,-64.4066666666,1.9775
220.10,-34.0688333333,-2.20566666665,-65.6863333334,-8.08833333332,3.1863333333,7.843,-6.12749999998,-35.539,13.4803333333
220.47,-26.7931666666,-0.422,-48.9448333334,-3.7975,-0.6326666667,10.5486666666,-4.85250000001,-28.27,13.502
