wavelength,Back_SpoFrof,Belly_SpoFrof,Breast_SpoFrof,Crissum_SpoFrof,Crown_SpoFrof,DorTail_SpoFrof,Rump_SpoFrof,Throat_SpoFrof,WingTip_SpoFrof
368.93,5.46483333334,9.38633333333,8.88833333333,8.66283333333,4.2825,7.806,5.08816666666,8.27266666666,6.6415
369.29,5.41033333333,9.32333333333,8.95216666667,8.69833333332,4.30533333333,7.72216666667,5.00633333334,8.28666666666,6.57033333334
369.65,5.34716666667,9.23633333333,8.8885,8.66733333335,4.23066666667,7.55866666667,4.90633333333,8.18966666666,6.4695
370.01,5.3695,9.2795,8.85016666667,8.65200000002,4.22216666667,7.599,4.90533333333,8.18233333333,6.52266666667
370.38,5.42466666667,9.32916666666,8.91366666666,8.68483333335,4.38266666667,7.61033333333,4.95983333333,8.2485,6.47666666667
370.74,5.54916666667,9.50316666666,8.88583333334,8.77816666668,4.4315,7.679,5.07166666666,8.33066666666,6.54616666667
371.10,5.4945,9.4585,8.8135,8.73883333334,4.3285,7.569,5.01433333334,8.307,6.468
371.46,5.43066666667,9.41233333333,8.79233333333,8.72766666668,4.31933333333,7.55683333333,5.0355,8.33216666666,6.51433333333
371.83,5.3955,9.3605,8.71266666667,8.65533333333,4.3,7.59333333333,5.0605,8.328,6.53116666667
372.19,5.296,9.25333333333,8.5565,8.59316666667,4.15483333333,7.534,4.95583333334,8.1945,6.40583333333
372.55,5.22833333333,9.2295,8.557,8.48049999998,4.12133333334,7.50966666667,4.92083333333,8.257,6.34616666666
372.92,5.33533333334,9.39283333334,8.75116666667,8.59366666667,4.229,7.64083333333,5.0915,8.45283333334,6.4455
373.28,5.4205,9.48716666667,8.77416666666,8.61916666666,4.233,7.7605,5.19633333333,8.57216666666,6.52283333333
373.64,5.51933333333,9.53333333333,8.817,8.67616666665,4.321,7.88016666666,5.283,8.67799999998,6.6475
374.00,5.5455,9.53466666667,8.85883333333,8.74583333333,4.41866666667,7.93533333334,5.33716666667,8.74399999999,6.63783333333
374.37,5.53883333333,9.536,8.86266666666,8.68500000002,4.32483333334,7.96533333333,5.35433333333,8.77833333334,6.72633333333
374.73,5.4175,9.43816666667,8.94,8.61983333335,4.28416666666,7.88666666666,5.25933333334,8.69966666669,6.63783333333
375.09,5.40016666666,9.45383333333,8.9495,8.58033333332,4.26983333334,7.86666666667,5.23666666667,8.63816666665,6.61833333334
375.45,5.392,9.452,8.792,8.52266666665,4.15666666667,7.8075,5.18816666666,8.62266666666,6.6205
375.81,5.36266666666,9.50916666666,8.83716666666,8.54383333335,4.10916666666,7.70916666667,5.16766666667,8.61833333332,6.55016666667
376.18,5.45783333333,9.577,8.92866666666,8.62866666665,4.32183333334,7.71,5.26716666667,8.72333333334,6.61833333334
376.54,5.53883333333,9.70466666667,9.02033333333,8.77366666667,4.411,7.83966666667,5.3585,8.79799999998,6.71183333333
376.90,5.448,9.65883333334,8.925,8.69083333334,4.36066666666,7.80716666667,5.3045,8.71616666668,6.71616666666
377.26,5.46316666666,9.72733333334,8.92733333333,8.75616666665,4.39783333333,7.80533333333,5.33583333333,8.73566666665,6.74133333333
377.63,5.47516666667,9.82799999998,9.0035,8.78283333332,4.42366666666,7.83133333333,5.37333333333,8.75800000001,6.7335
