wavelength,Back_SpoLucf,Belly_SpoLucf,Breast_SpoLucf,Crissum_SpoLucf,Crown_SpoLucf,DorTail_SpoLucf,Patch10_SpoLucf,Rump_SpoLucf,Throat_SpoLucf,WingTip_SpoLucf
344.16,5.69741666667,20.8566666667,8.57233333333,9.73608333333,4.17866666667,7.11866666666,6.30691666666,5.40325,8.75466666667,6.21366666667
344.52,5.68683333334,20.9901666667,8.55608333333,9.733,4.16108333334,7.12841666667,6.26125,5.38983333333,8.85591666668,6.17708333333
344.89,5.79291666667,21.0633333334,8.60141666666,9.82475,4.25158333333,7.20825,6.39283333334,5.46391666667,8.97475,6.25991666667
345.25,5.85683333333,21.2105833333,8.70016666666,9.90091666666,4.37008333333,7.29291666667,6.47566666667,5.57483333334,9.13424999999,6.39341666666
345.62,5.79508333334,21.2815833333,8.71825,9.882,4.40625,7.25941666666,6.45566666667,5.57141666667,9.11383333333,6.40666666667
345.99,5.921,21.4750833333,8.88133333334,10.0700833333,4.57366666667,7.351,6.60341666667,5.69441666667,9.35758333332,6.5655
346.35,5.86541666667,21.53975,8.82416666667,10.0315833333,4.5535,7.34075,6.529,5.58808333333,9.34783333332,6.51816666667
346.72,6.17825,21.8261666667,9.06166666667,10.2661666667,4.80275,7.57241666667,6.69891666667,5.91091666666,9.50908333332,6.77225
347.08,6.31925,22.0195833333,9.21275,10.31625,4.95533333333,7.67383333333,6.78466666667,6.04241666667,9.64041666667,6.91366666666
347.45,6.47716666667,22.22175,9.4115,10.4544166667,5.12183333334,7.911,7.0135,6.25041666667,9.71841666666,7.11808333333
347.81,6.37033333333,22.1589166667,9.30808333334,10.3671666667,5.05716666667,7.82358333333,6.91283333334,6.222,9.64108333332,7.01466666666
348.18,6.378,22.2318333333,9.36675000001,10.2790833333,5.05166666667,7.79683333333,6.85466666667,6.16433333333,9.714,6.95808333333
348.54,6.32066666666,22.1333333333,9.32866666667,10.1909166667,4.96225,7.72133333334,6.78308333333,6.07733333333,9.57624999999,6.86333333333
348.91,6.358,22.3096666667,9.47858333334,10.3019166667,5.04733333333,7.83516666667,6.76683333333,6.20366666667,9.65466666665,6.95108333334
349.27,6.38858333334,22.3926666666,9.51541666666,10.309,5.05375,7.85325,6.72525,6.21683333333,9.62341666668,6.96616666667
349.64,6.47283333333,22.4980833333,9.546,10.32075,5.039,7.89275,6.76508333334,6.27591666667,9.69008333332,6.93758333333
350.00,6.435,22.4461666667,9.48491666667,10.2705833333,4.912,7.80241666667,6.6845,6.18016666667,9.57066666668,6.76083333333
350.37,6.40116666667,22.4589166667,9.52316666667,10.21075,4.83975,7.76941666667,6.65316666667,6.19858333333,9.56325,6.70908333333
350.73,6.29191666667,22.50825,9.57383333334,10.2141666667,4.74458333333,7.74625,6.60266666667,6.11108333333,9.60183333332,6.65316666667
351.10,6.26816666667,22.6114166667,9.62216666667,10.3009166667,4.72725,7.74183333333,6.601,6.12833333334,9.59958333334,6.65641666666
351.46,6.25283333333,22.7115833333,9.58500000001,10.3626666667,4.75383333333,7.74008333333,6.62075,6.14025,9.67274999999,6.62608333333
351.83,6.22116666667,22.7020833333,9.57916666666,10.4014166667,4.69983333333,7.67458333333,6.57691666667,6.07308333333,9.691,6.59525
352.19,6.268,22.82775,9.59341666667,10.481,4.789,7.69566666666,6.64808333333,6.26158333334,9.76333333333,6.63516666667
352.55,6.33508333333,22.9838333333,9.67233333334,10.6465833333,4.8565,7.74441666667,6.7165,6.41575,9.86816666667,6.6935
352.92,6.22241666667,22.8418333333,9.48508333334,10.49025,4.6795,7.55358333334,6.56375,6.22741666667,9.74241666667,6.5
353.28,6.007,22.76575,9.30541666666,10.3566666667,4.45808333333,7.30458333333,6.40841666667,6.02341666667,9.57408333335,6.27333333333
353.65,5.9195,22.8418333333,9.24258333334,10.3493333333,4.42483333334,7.21683333333,6.29983333333,5.98558333333,9.54449999998,6.22883333334
354.01,6.07816666667,23.0965833333,9.43041666666,10.56525,4.62558333333,7.414,6.49725,6.24833333334,9.77966666666,6.49483333334
354.38,6.1755,23.3035,9.48108333334,10.7544166667,4.70991666667,7.41875,6.57916666667,6.36041666666,9.87874999999,6.59958333333
354.74,6.25625,23.4285,9.49425000001,10.795,4.76183333333,7.43366666667,6.67866666667,6.40458333333,9.93224999999,6.66216666666
355.11,6.30425,23.4806666667,9.49208333333,10.85325,4.77791666667,7.43283333334,6.75675,6.45216666667,9.96424999999,6.68358333333
355.47,6.24766666666,23.4603333333,9.45616666667,10.7593333333,4.7195,7.33858333334,6.68175,6.34025,9.92091666667,6.6075
355.83,6.17341666667,23.56575,9.39874999999,10.6614166667,4.64383333333,7.30491666667,6.60733333333,6.288,9.8965,6.57158333333
356.20,6.06533333334,23.57325,9.3485,10.5925833333,4.56133333333,7.23,6.52433333333,6.14341666666,9.85491666667,6.52108333334
356.56,6.11375,23.7011666667,9.42458333333,10.6209166667,4.653,7.2755,6.59883333333,6.12025,9.96291666669,6.58833333334
356.93,6.24916666667,23.9323333333,9.57,10.729,4.79141666667,7.39025,6.76175,6.262,10.1283333333,6.73316666667
357.29,6.40033333333,24.08075,9.6945,10.8708333333,4.91958333333,7.501,6.87258333333,6.43491666666,10.2716666666,6.87133333333
357.66,6.37358333333,24.1371666667,9.67266666667,10.8814166667,4.87258333333,7.49216666667,6.8675,6.43158333334,10.27875,6.84691666666
358.02,6.30016666667,24.137,9.62124999999,10.8119166667,4.8085,7.45691666667,6.84383333333,6.34933333334,10.1923333333,6.74533333334
358.38,6.23325,24.1465833333,9.61841666667,10.7245,4.7855,7.46175,6.83083333333,6.27683333333,10.1563333333,6.66091666667
358.75,6.08166666667,24.0996666667,9.52075,10.6408333333,4.67058333334,7.34558333333,6.66891666666,6.14008333333,10.0385833333,6.54458333333
359.11,5.9115,24.1221666667,9.39150000001,10.47225,4.474,7.18041666666,6.49775,5.93316666667,9.87341666666,6.35533333334
359.48,5.7635,24.1158333334,9.33224999999,10.4150833333,4.339,7.054,6.36766666667,5.80258333333,9.76725000002,6.25258333333
359.84,5.89508333333,24.2594166667,9.49083333334,10.59575,4.4575,7.17666666666,6.47575,5.8805,9.88299999999,6.387
360.20,5.90091666667,24.2719166667,9.51508333333,10.5754166667,4.39958333333,7.14441666667,6.4835,5.83633333333,9.84533333332,6.34441666666
360.57,5.97841666667,24.39425,9.61316666667,10.6210833333,4.43341666667,7.21466666667,6.55108333333,5.92341666667,9.92183333333,6.40908333333
360.93,5.91541666667,24.4653333333,9.64966666667,10.6395833334,4.33725,7.20108333333,6.484,5.88041666666,9.87058333335,6.37325
361.29,5.94466666667,24.5798333333,9.66141666666,10.6245833333,4.31891666667,7.24608333333,6.47241666667,5.85366666667,9.90574999999,6.38241666667
361.66,5.985,24.6385833333,9.79291666668,10.6316666667,4.4015,7.31041666667,6.52525,5.89891666667,9.96933333334,6.4645
362.02,5.95816666666,24.6805,9.78425,10.6501666667,4.36616666667,7.27658333334,6.49016666666,5.87366666667,9.95516666667,6.43483333333
362.39,6.00683333333,24.741,9.84366666668,10.7589166667,4.42891666666,7.33608333333,6.5865,5.9215,10.01575,6.53108333333
362.75,6.24991666667,24.9559166667,10.1,10.9935833333,4.69091666667,7.56491666666,6.87308333333,6.16316666667,10.2950833333,6.74316666667
363.11,6.4395,25.181,10.318,11.2310833333,4.93725,7.79058333334,7.06425,6.38725,10.5663333333,6.93475
363.48,6.54791666667,25.2741666667,10.3948333333,11.2936666667,5.0095,7.88916666667,7.12333333333,6.48908333333,10.6748333333,6.96566666667
363.84,6.52241666667,25.3428333334,10.3563333333,11.2608333333,4.97591666667,7.85466666667,7.12308333333,6.505,10.6735,6.92183333333
364.20,6.61725,25.5189166667,10.4290833333,11.37825,5.118,7.97158333333,7.22533333333,6.64591666667,10.79775,7.04841666667
364.57,6.57725,25.6138333333,10.3859166667,11.43825,5.13083333333,7.98583333334,7.21708333333,6.66491666667,10.7936666667,7.0495
364.93,6.664,25.6520833333,10.43475,11.5233333333,5.28691666667,8.04983333333,7.29866666667,6.738,10.9104166667,7.11958333334
365.29,6.68925,25.7165833333,10.525,11.5986666667,5.38216666667,8.1555,7.38883333333,6.82283333333,11.002,7.15133333333
365.66,6.72675,25.79975,10.5333333333,11.6804166667,5.41583333333,8.18091666667,7.45475,6.85591666667,11.0550833333,7.15283333333
366.02,6.80966666667,25.9915833334,10.62825,11.7654166667,5.4805,8.30475,7.555,6.97933333333,11.17625,7.25683333333
366.38,6.80233333333,26.0048333333,10.5874166667,11.705,5.42791666667,8.27858333333,7.49233333333,6.94991666667,11.177,7.196
366.75,6.68533333333,25.9611666667,10.4840833333,11.5756666667,5.28533333334,8.20833333333,7.3505,6.86766666667,10.9995,7.10516666667
367.11,6.59616666667,25.935,10.3969166667,11.485,5.18083333333,8.12991666667,7.29175,6.79691666667,10.8800833334,7.033
367.47,6.65358333333,26.14825,10.4884166667,11.5235,5.26275,8.14758333333,7.39158333333,6.88441666667,10.9303333333,7.11633333333
367.84,6.706,26.1808333333,10.5188333333,11.5558333333,5.3525,8.17791666667,7.42966666667,6.92141666667,10.9640833334,7.13525
368.20,6.68341666666,26.2993333333,10.5391666667,11.5390833333,5.32008333333,8.14716666667,7.39291666667,6.87241666667,10.9254166667,7.10891666667
368.56,6.73741666667,26.3003333333,10.6155,11.52625,5.36116666667,8.14091666667,7.39891666667,6.87333333333,10.99975,7.11783333333
368.93,6.60775,26.31875,10.545,11.4235,5.204,8.02575,7.28375,6.732,10.8670833333,6.96533333333
369.29,6.51541666667,26.2811666667,10.4264166666,11.2984166667,5.10125,7.8285,7.12875,6.58816666667,10.72075,6.81533333334
369.65,6.468,26.2953333333,10.3385,11.241,5.02883333333,7.76233333333,7.00716666667,6.47683333333,10.6355,6.7775
370.01,6.4175,26.2440833333,10.3339166667,11.1928333333,5.0175,7.66908333334,6.87841666667,6.39591666667,10.5975833333,6.71816666667
370.38,6.39925,26.3110833333,10.3200833334,11.1830833333,5.00075,7.63083333333,6.80166666667,6.38758333333,10.5771666667,6.72166666666
370.74,6.36033333334,26.378,10.2874166667,11.1743333333,4.90975,7.55625,6.74541666667,6.33825,10.5406666667,6.67358333334
371.10,6.36475,26.3763333333,10.3106666667,11.2060833333,4.91916666667,7.53966666667,6.69333333333,6.3155,10.577,6.67141666667
371.46,6.2595,26.2331666667,10.2209166666,11.133,4.81683333333,7.46583333333,6.56641666667,6.17691666667,10.474,6.53933333333
371.83,6.21158333333,26.31075,10.2555,11.09675,4.78583333333,7.438,6.54316666666,6.152,10.4680833333,6.50508333333
372.19,6.19125,26.2723333333,10.2200833333,11.1000833333,4.77658333333,7.42266666667,6.4595,6.13408333333,10.4565,6.47758333333
372.55,6.1675,26.3181666667,10.1848333333,11.0804166667,4.7215,7.41566666667,6.42016666667,6.08391666666,10.4016666667,6.41341666667
372.92,6.1625,26.3775833333,10.1625833333,11.12425,4.74566666667,7.45908333333,6.42525,6.15483333333,10.44475,6.40816666667
373.28,6.23058333333,26.5505833333,10.3019166667,11.2574166667,4.8195,7.57866666667,6.57308333333,6.23558333333,10.5831666667,6.53225
373.64,6.43475,26.7688333333,10.5445833333,11.4606666667,4.99375,7.72783333333,6.79633333333,6.43383333334,10.8230833333,6.71891666667
374.00,6.47091666667,26.865,10.5466666667,11.4968333333,5.0235,7.76183333333,6.8885,6.45383333333,10.8434166667,6.76341666667
374.37,6.55683333333,27.0668333333,10.6641666667,11.614,5.09241666667,7.81458333333,6.99225,6.49866666666,10.933,6.83525
374.73,6.6715,27.18775,10.756,11.737,5.23783333333,7.952,7.09941666667,6.63825,11.0808333333,6.93633333333
375.09,6.84025,27.3490833333,10.8703333333,11.84025,5.34375,8.04641666666,7.27883333333,6.78608333334,11.1820833333,7.05333333333
375.45,7.03458333333,27.6424166667,11.06375,12.0626666666,5.52733333333,8.22458333333,7.48941666666,7.0105,11.4275833333,7.31008333333
375.81,7.07541666666,27.665,11.0918333333,12.0863333333,5.50858333333,8.25458333333,7.46341666667,7.03816666667,11.45025,7.335
376.18,7.06283333333,27.7945833334,11.1573333333,12.1420833333,5.5125,8.2955,7.51791666667,7.08083333333,11.497,7.3795
376.54,6.97266666667,27.7815833333,11.1021666667,12.1174166667,5.48716666666,8.24833333333,7.4765,7.06133333333,11.4685,7.36641666667
376.90,6.988,27.8654166666,11.154,12.1221666667,5.50366666666,8.21791666666,7.47625,7.04941666667,11.4939166667,7.398
377.26,6.96616666667,27.8891666667,11.1344166667,12.1126666667,5.4985,8.17166666667,7.4485,7.05441666667,11.48725,7.38591666667
377.63,6.80425,27.8520833334,11.0365,11.9664166667,5.38733333334,8.06716666667,7.29883333333,6.94183333333,11.3694166667,7.27191666667
377.99,6.86991666667,28.0250833334,11.149,12.0308333333,5.45158333333,8.124,7.32075,6.99741666667,11.49175,7.34283333333
378.35,6.84,28.0044166667,11.139,12.0079166667,5.433,8.1005,7.28575,6.969,11.4936666667,7.31283333333
378.71,6.77383333333,28.0334166667,11.1194166667,11.9499166667,5.37933333333,8.00958333333,7.235,6.90216666667,11.5111666667,7.28541666667
379.07,6.74733333333,28.1385,11.1326666666,11.9629166666,5.37675,8.01483333333,7.22091666666,6.87358333333,11.498,7.32225
379.44,6.64875,28.1079166667,11.0698333333,11.884,5.31225,7.96058333334,7.12108333333,6.77175,11.3885,7.1995
379.80,6.60391666667,28.1454166667,11.0554166667,11.8780833333,5.30216666667,7.90791666667,7.12266666666,6.738,11.3258333333,7.176
380.16,6.63183333333,28.0895,11.0528333333,11.85875,5.30991666667,7.89383333333,7.11116666667,6.73583333333,11.3285833334,7.12825
380.52,6.6705,28.1855833333,11.1334166666,11.90875,5.33166666667,7.90758333333,7.12858333333,6.78375,11.4010833333,7.19875
380.88,6.7065,28.25875,11.1706666667,11.9714166667,5.33358333333,7.9295,7.19841666667,6.796,11.42675,7.24475
381.24,6.68608333333,28.2688333334,11.13925,11.9635833333,5.31208333333,7.91883333333,7.17008333333,6.7825,11.3835,7.19725
381.61,6.72008333333,28.3108333333,11.1348333333,11.9899166667,5.31916666667,7.92783333333,7.18391666667,6.80041666666,11.3763333334,7.17441666667
381.97,6.70291666667,28.3009166666,11.107,11.9701666666,5.27891666667,7.89775,7.18741666666,6.78291666667,11.3076666667,7.11683333333
382.33,6.67875,28.33375,11.0863333333,11.95675,5.24983333334,7.90258333333,7.17333333333,6.808,11.2578333333,7.10025
382.69,6.70391666667,28.3855,11.0944166667,12.0035,5.2455,7.91458333333,7.203,6.82091666667,11.2501666667,7.104
383.05,6.65191666667,28.4070833333,11.0685,11.9795833333,5.19883333333,7.88666666667,7.16508333333,6.79033333333,11.2604166667,7.02908333333
383.41,6.65408333333,28.4473333333,11.0471666667,11.98425,5.16133333333,7.84791666667,7.14258333333,6.801,11.2585,7.02441666667
383.77,6.7045,28.5426666667,11.0401666667,12.03175,5.17891666667,7.85766666667,7.11558333333,6.84508333333,11.3430833333,7.04075
384.14,6.6725,28.69975,11.0139166667,12.0311666667,5.12766666667,7.82258333334,7.08275,6.82041666667,11.32175,7.02075
384.50,6.70808333333,28.778,11.0284166667,12.0279166667,5.14566666666,7.82316666667,7.10525,6.8275,11.3106666667,6.99725
384.86,6.706,28.8468333333,11.0270833333,12.0015833333,5.15733333333,7.80341666667,7.04758333333,6.81983333333,11.3335833333,6.95741666667
385.22,6.71108333333,28.9445833333,11.0876666667,12.032,5.16708333333,7.81908333333,7.03441666667,6.82466666667,11.4116666667,6.9815
385.58,6.73141666667,29.025,11.1556666666,12.0964166667,5.20766666667,7.85733333333,7.07325,6.85441666667,11.4375833334,7.00341666667
385.94,6.69216666666,28.9936666667,11.134,12.0865833333,5.16825,7.81016666666,7.05191666667,6.8205,11.421,6.98633333333
386.30,6.692,29.0909166667,11.1700833334,12.09275,5.1705,7.79308333333,7.07158333333,6.84075,11.46075,6.96183333333
386.66,6.66575,29.1025833333,11.188,12.0813333333,5.161,7.79158333333,7.01383333333,6.82408333333,11.4413333333,6.9375
387.03,6.64383333333,29.1006666666,11.2045833333,12.0759166667,5.14283333334,7.74658333333,6.97275,6.79658333333,11.4278333333,6.91808333333
387.39,6.64083333333,29.1854166667,11.2493333333,12.1061666667,5.15625,7.76275,7.00316666667,6.79833333333,11.4544166667,6.94066666667
387.75,6.65258333333,29.3025,11.3495833333,12.12575,5.17941666667,7.8115,7.06775,6.7915,11.5135833333,6.97616666666
388.11,6.66633333333,29.2865,11.368,12.136,5.22808333333,7.82666666667,7.09283333334,6.7905,11.5279166667,6.98358333333
388.47,6.63641666667,29.3183333334,11.3524166666,12.14225,5.15766666667,7.79716666667,7.02883333334,6.73908333333,11.5010833333,6.94933333333
388.83,6.66483333333,29.3616666666,11.4091666667,12.1925833333,5.18708333333,7.84608333333,7.065,6.75341666667,11.5368333333,6.99833333333
389.19,6.72191666667,29.413,11.4524166667,12.2643333333,5.20966666667,7.85991666666,7.08591666667,6.76925,11.5413333333,7.04516666666
389.55,6.743,29.4516666667,11.4185833333,12.2700833333,5.18933333334,7.84216666667,7.06366666667,6.75841666667,11.55725,7.03708333334
389.91,6.782,29.611,11.47475,12.32325,5.23125,7.904,7.08108333333,6.79775,11.6203333333,7.071
390.27,6.83766666667,29.6610833333,11.55625,12.4013333333,5.24808333333,7.96875,7.11675,6.8275,11.6755,7.14708333333
390.63,6.81766666667,29.74325,11.55675,12.3866666667,5.23791666666,7.93866666667,7.11166666667,6.79533333333,11.6629166667,7.13041666666
391.00,6.79383333333,29.77525,11.543,12.3624166666,5.21733333333,7.93308333334,7.09733333333,6.79758333333,11.6541666667,7.11991666667
391.36,6.80133333334,29.7755833333,11.5675,12.3924166667,5.24116666667,7.96575,7.09908333333,6.80991666667,11.6878333333,7.13783333333
391.72,6.78258333333,29.77125,11.576,12.4304166667,5.23516666667,7.98366666667,7.11241666667,6.82675,11.6788333333,7.1225
392.08,6.786,29.8461666667,11.6010833333,12.4581666667,5.23041666666,7.98816666667,7.11916666667,6.85183333333,11.7130833333,7.14408333333
392.44,6.84541666666,29.93225,11.68275,12.52925,5.29116666667,8.04266666666,7.20916666667,6.91825,11.7728333333,7.19841666667
392.80,6.84041666666,29.9576666667,11.7111666666,12.5389166667,5.26958333333,8.047,7.20425,6.94008333333,11.7775,7.20283333333
393.16,6.86683333333,30.0178333333,11.7301666667,12.538,5.29791666667,8.09508333334,7.24683333333,6.97383333333,11.8126666667,7.21375
393.52,6.904,30.0764166667,11.8133333333,12.60175,5.354,8.16475,7.32066666667,7.02258333333,11.9019166667,7.282
393.88,6.9225,30.0914166666,11.8316666667,12.63275,5.39558333333,8.18533333334,7.36425,7.04358333334,11.9281666667,7.27825
394.24,6.93008333333,30.11025,11.8230833334,12.61175,5.43858333333,8.18441666667,7.37816666666,7.04483333333,11.93825,7.2455
394.60,7.01658333333,30.1523333334,11.9284166666,12.6811666667,5.50683333333,8.2715,7.47766666667,7.1385,12.0538333333,7.312
394.96,7.08408333333,30.1878333333,11.9736666667,12.7428333333,5.57225,8.34225,7.52283333333,7.204,12.10975,7.35925
395.32,7.13341666667,30.1913333333,11.9833333333,12.72625,5.58158333333,8.359,7.55908333333,7.24191666667,12.1184166667,7.37025
395.68,7.11366666666,30.1809166666,11.9481666667,12.7030833333,5.56966666667,8.31483333334,7.51833333334,7.21908333333,12.0996666667,7.35916666667
396.04,7.13283333334,30.142,11.9624166667,12.7146666667,5.54425,8.32225,7.5285,7.215,12.10475,7.36141666667
396.40,7.1265,30.1671666667,11.9836666667,12.7314166667,5.54933333333,8.34775,7.53433333333,7.22016666667,12.15575,7.38825
396.76,7.16208333333,30.1960833333,11.9799166667,12.763,5.57016666667,8.36416666667,7.56683333333,7.2455,12.189,7.41483333333
397.12,7.15041666667,30.1241666667,11.9571666667,12.7723333333,5.55766666667,8.33641666667,7.56708333334,7.2575,12.1793333333,7.39558333333
397.48,7.05633333334,30.03175,11.8734166667,12.6835833333,5.46791666667,8.26591666666,7.48241666667,7.20416666667,12.0805,7.31066666667
397.84,7.0265,29.968,11.8558333334,12.6395833333,5.406,8.22708333334,7.41991666667,7.14716666667,12.062,7.2885
398.20,7.03958333333,29.9448333334,11.8784166667,12.6479166667,5.37633333334,8.21358333333,7.41491666667,7.15291666667,12.0680833333,7.34116666666
398.56,7.03291666667,29.96625,11.8359166667,12.6699166667,5.38741666667,8.19625,7.39375,7.14825,12.0469166667,7.35275
398.92,6.97683333333,29.9035833333,11.80025,12.6276666667,5.32041666667,8.12625,7.32,7.09625,12.0065,7.30991666667
399.28,6.92091666666,29.9371666667,11.7740833333,12.6159166667,5.256,8.0765,7.26083333333,7.025,11.9934166667,7.26333333333
399.64,6.97425,29.9425833333,11.79075,12.6269166667,5.2595,8.08625,7.31558333333,7.04758333333,12.0095,7.27166666667
400.00,7.0005,30.0316666667,11.83625,12.6741666666,5.32591666666,8.13708333333,7.35416666667,7.07375,12.0545,7.32875
400.36,7.01066666667,30.014,11.8164166667,12.6848333333,5.35358333333,8.1545,7.33116666667,7.06741666667,12.0426666667,7.30175
400.72,6.99483333334,29.96725,11.8064166667,12.6788333333,5.34983333333,8.13316666666,7.31,7.00908333333,12.0000833333,7.2545
401.08,6.96866666666,29.991,11.8284166666,12.6435833333,5.32283333333,8.10583333333,7.27233333333,6.95216666667,11.9951666667,7.23875
401.44,6.99341666667,30.0945833333,11.9016666667,12.68775,5.35316666667,8.1145,7.29958333334,6.95033333334,12.0274166667,7.26233333334
401.80,6.9925,30.1651666667,11.92775,12.7184166667,5.34808333333,8.1105,7.30741666667,6.96266666667,12.01625,7.25625
402.16,6.97525,30.2005833333,11.9459166667,12.7669166666,5.37733333333,8.14683333333,7.32508333333,6.96191666667,12.04125,7.23566666667
402.52,6.94925,30.19175,11.9840833333,12.7443333333,5.34608333334,8.13608333333,7.30425,6.92633333334,12.0405833333,7.22358333333
402.88,6.95275,30.2159166667,11.9775833333,12.7573333333,5.35933333333,8.14675,7.32616666667,6.91066666666,12.0364166667,7.217
403.24,6.94441666667,30.2585833333,11.9856666666,12.7973333333,5.36875,8.13658333334,7.32008333333,6.91683333333,12.0504166667,7.21891666667
403.60,6.92391666667,30.2529166667,11.9975,12.8084166667,5.36825,8.12558333333,7.29916666667,6.91716666667,12.0498333333,7.24591666667
403.95,6.90125,30.2703333333,12.02225,12.8266666666,5.34258333333,8.09983333333,7.28783333333,6.91716666667,12.0401666667,7.224
404.31,6.92216666666,30.2998333333,12.0294166667,12.8506666667,5.34516666667,8.06283333333,7.31208333333,6.94466666667,12.0424166667,7.2495
404.67,6.93741666666,30.3744166667,12.04525,12.86675,5.33941666667,8.05616666667,7.32241666666,6.98375,12.07775,7.27541666667
405.03,6.95483333333,30.46575,12.0694166667,12.92625,5.36441666667,8.09141666667,7.3535,7.04116666667,12.112,7.29891666667
405.39,6.94433333333,30.4465833333,12.0425,12.9291666667,5.35458333333,8.07525,7.34458333334,7.02616666667,12.1199166667,7.29716666667
405.75,6.90775,30.4170833333,11.9939166666,12.9029166667,5.32216666667,8.03025,7.30533333333,6.99958333333,12.1063333333,7.26125
406.11,6.86375,30.4209166667,11.9393333333,12.8456666667,5.27258333333,7.96516666666,7.2625,6.954,12.0735833333,7.21758333333
406.47,6.90341666667,30.50025,11.9309166667,12.8914166667,5.30225,7.9805,7.2925,6.98966666667,12.1068333333,7.23966666667
406.83,6.93683333333,30.5856666667,11.96825,12.9468333333,5.34483333333,8.0035,7.326,7.034,12.1451666667,7.2885
407.19,7.00166666666,30.6044166667,12.0200833333,12.9784166667,5.39641666667,8.06616666667,7.40125,7.09283333333,12.168,7.33358333333
407.55,6.98133333333,30.6635,12.0149166667,12.9713333333,5.40416666666,8.05266666667,7.388,7.06775,12.1655833333,7.30383333333
407.90,7.02025,30.7235,12.0380833333,12.9974166667,5.42525,8.06825,7.42366666667,7.093,12.2188333333,7.32475
408.26,6.98091666667,30.7049166667,12.0306666667,12.9609166667,5.38841666666,8.04608333333,7.39283333334,7.03775,12.1923333333,7.29716666667
408.62,6.98525,30.7569166667,12.0568333333,12.9858333334,5.4095,8.05766666666,7.42208333333,7.0595,12.1951666667,7.30575
408.98,6.98391666667,30.7423333334,12.067,12.9888333333,5.39866666667,8.04975,7.39558333333,7.01541666667,12.1824166667,7.30041666666
409.34,7.0395,30.805,12.1235833333,13.0440833333,5.44541666667,8.1095,7.414,7.07133333333,12.2179166666,7.33741666667
409.70,7.09366666667,30.8920833333,12.2063333333,13.11325,5.49616666667,8.17283333333,7.46275,7.1265,12.2565833333,7.40583333333
410.06,7.15075,30.9610833333,12.2766666667,13.1963333334,5.55616666667,8.23291666666,7.49816666666,7.20058333333,12.31875,7.48316666667
410.42,7.18091666667,31.0261666667,12.3599166667,13.236,5.5995,8.27641666667,7.54575,7.25066666666,12.36125,7.53175
410.77,7.225,31.08275,12.4400833333,13.2948333333,5.64225,8.32333333333,7.59608333333,7.29433333333,12.416,7.58
411.13,7.22091666667,31.0894166667,12.45475,13.3173333334,5.65183333333,8.31125,7.58016666667,7.3005,12.4325,7.594
411.49,7.2575,31.1610833333,12.50675,13.379,5.67583333333,8.36475,7.59808333333,7.33783333333,12.4924166667,7.63975
411.85,7.28741666667,31.203,12.5373333334,13.3958333333,5.69116666667,8.39416666667,7.62225,7.35475,12.5003333333,7.67958333333
412.21,7.3565,31.3223333333,12.6284166667,13.4793333333,5.76775,8.47816666667,7.71116666667,7.45616666667,12.5949166667,7.73925
412.57,7.38208333333,31.3485833333,12.664,13.49725,5.80225,8.50341666667,7.71766666667,7.47008333334,12.6486666667,7.76741666666
412.92,7.42983333333,31.3639166666,12.6964166667,13.51925,5.8435,8.52983333333,7.77658333334,7.52808333333,12.7228333333,7.80108333333
413.28,7.36808333333,31.3615,12.6805,13.4823333334,5.79516666666,8.47175,7.73591666667,7.47308333333,12.7005,7.75
413.64,7.36841666667,31.3905,12.6950833333,13.4825,5.80308333333,8.47975,7.76308333333,7.48058333333,12.7205,7.769
414.00,7.3155,31.34125,12.6718333333,13.4595,5.76033333333,8.43483333333,7.74183333333,7.42575,12.6780833333,7.71808333333
414.36,7.25258333333,31.266,12.59775,13.4323333333,5.67858333334,8.36291666667,7.67841666667,7.35441666667,12.6314166667,7.62791666667
414.72,7.21866666667,31.2609166667,12.5756666667,13.41925,5.62858333334,8.33225,7.65141666667,7.33425,12.61575,7.59233333333
415.07,7.181,31.25,12.5605,13.3980833333,5.58475,8.32083333334,7.6335,7.29475,12.60925,7.55625
415.43,7.14716666667,31.17325,12.54425,13.3940833333,5.57666666667,8.30825,7.62191666667,7.28733333333,12.58025,7.526
415.79,7.10691666667,31.1559166667,12.5309166667,13.4005,5.54466666666,8.277,7.59283333333,7.26533333333,12.5916666667,7.48525
416.15,7.06833333333,31.0745,12.5064166667,13.3903333333,5.50666666667,8.25558333333,7.55208333334,7.21991666667,12.58225,7.46225
416.51,7.06416666667,31.0460833333,12.5075833333,13.4194166667,5.50275,8.26491666667,7.5595,7.23,12.5733333333,7.468
416.86,7.06983333333,31.0793333334,12.5126666667,13.44125,5.50125,8.287,7.57466666667,7.24108333333,12.5821666667,7.47233333333
417.22,7.12125,31.1085,12.5504166666,13.5131666667,5.53466666667,8.33941666667,7.62325,7.29216666667,12.61975,7.52358333333
417.58,7.12158333333,31.0748333333,12.5589166667,13.5135,5.52866666666,8.35033333333,7.60925,7.29391666666,12.6381666667,7.51975
417.94,7.15266666667,31.1031666667,12.5908333333,13.53525,5.54675,8.37866666667,7.62858333333,7.33408333334,12.66525,7.54416666666
418.29,7.165,31.0915,12.622,13.5505,5.563,8.41275,7.64525,7.35625,12.688,7.57275
418.65,7.16916666667,31.0659166667,12.6356666666,13.5429166667,5.5785,8.424,7.65708333334,7.37583333333,12.7169166667,7.58591666667
