wavelength,Back_ConFerm,Belly_ConFerm,Breast_ConFerm,Crissum_ConFerm,Crown_ConFerm,DorTail_ConFerm,Patch10_ConFerm,Rump_ConFerm,Throat_ConFerm,WingTip_ConFerm
375.81,9.31859999999,4.6288,5.34841333333,3.5278,6.68853333333,7.03780000001,15.8196666667,12.0008,6.75416666667,7.73893333333
376.18,9.24730000001,4.49626666667,5.20848666667,3.43913333333,6.6236,6.90940000001,15.7572666667,11.9280666667,6.65686666667,7.60266666667
376.54,9.19623333334,4.43373333333,5.14474,3.41753333333,6.59473333333,6.88053333333,15.7822666667,11.8702666667,6.5737,7.5414
376.90,9.24883333333,4.51026666667,5.18490666667,3.51266666667,6.6582,6.92433333334,15.8588,11.9816666666,6.61696666667,7.5544
377.26,9.35223333332,4.59773333333,5.26454666667,3.6052,6.76586666667,6.97873333334,15.9666666667,12.0315333333,6.69243333333,7.70153333333
377.63,9.42516666667,4.654,5.28528,3.64666666667,6.83133333333,6.97313333334,16.0496666667,12.0942,6.72286666667,7.78233333333
377.99,9.53049999999,4.73853333333,5.36647333333,3.73786666667,6.95946666667,7.04153333334,16.2218666667,12.1749333333,6.8281,7.8232
378.35,9.57963333333,4.78106666667,5.42896,3.7482,7.01126666667,7.0666,16.2895333333,12.1856,6.85883333333,7.84426666667
378.71,9.52456666667,4.76086666667,5.42746,3.7754,7.0014,7.02546666666,16.2632666667,12.1677333333,6.8125,7.85373333334
379.07,9.53523333334,4.722,5.3957,3.74073333333,6.9858,7.00619999999,16.3027333333,12.1592666667,6.8008,7.8216
379.44,9.50739999999,4.6724,5.33616666667,3.71913333333,6.98680000001,6.9642,16.2968666667,12.1495333333,6.7337,7.77586666667
379.80,9.54013333333,4.7004,5.33725333333,3.73386666667,6.99980000001,6.97940000001,16.3792,12.1608,6.75453333333,7.7866
380.16,9.67093333332,4.84753333333,5.47904,3.883,7.11746666667,7.11506666667,16.577,12.3137333333,6.89633333333,7.94693333333
380.52,9.7368,4.9774,5.58668666667,3.9966,7.22980000001,7.20226666667,16.6846666667,12.3982666667,6.984,8.04746666667
380.88,9.76753333333,4.98533333333,5.56048,3.99653333333,7.20753333333,7.18273333334,16.738,12.3885333333,6.98213333333,8.01466666667
381.24,9.66386666666,4.87093333333,5.45347333334,3.92246666666,7.09959999999,7.07446666667,16.7023333333,12.2874,6.885,7.85266666667
381.61,9.67683333334,4.90513333333,5.49916,3.93693333333,7.11926666667,7.08706666667,16.782,12.3078666667,6.9114,7.8576
381.97,9.67889999999,4.9436,5.5235,3.96273333333,7.12153333334,7.09806666667,16.7959333333,12.3096666667,6.87143333333,7.896
382.33,9.69966666668,4.96006666667,5.49956,3.9872,7.11720000001,7.07266666667,16.8694666667,12.3506666667,6.8554,7.89253333333
382.69,9.81086666667,5.07373333333,5.58841333334,4.05433333333,7.21786666667,7.15206666666,17.0028666667,12.4475333333,6.95973333333,7.96286666667
383.05,9.86756666667,5.16926666667,5.68020666667,4.14173333333,7.2828,7.22213333333,17.1036666667,12.5449333333,7.049,7.9976
383.41,9.90046666665,5.21413333333,5.68003333333,4.1214,7.27566666667,7.19686666666,17.1534,12.5382,7.06086666667,7.99086666667
383.77,9.83723333333,5.1548,5.64288,4.07713333333,7.23646666666,7.12833333334,17.1354,12.4896,6.9827,7.93086666667
384.14,9.77146666665,5.06593333333,5.54686666667,3.982,7.16626666667,7.03226666666,17.1062666667,12.3919333333,6.87433333333,7.82293333333
384.50,9.75626666665,5.02426666667,5.52364,3.92206666667,7.14513333333,6.98213333333,17.1329333333,12.3882,6.86406666667,7.78873333333
384.86,9.75796666666,5.0278,5.54715333333,3.92866666667,7.2042,7.01,17.2194,12.4132666667,6.86663333333,7.82846666667
385.22,9.81893333335,5.06046666667,5.59399333333,3.94886666667,7.26846666667,7.06673333333,17.3158666667,12.4849333333,6.92766666667,7.87213333333
385.58,9.83703333332,5.03966666667,5.56529333333,3.98353333333,7.28273333334,7.08393333334,17.3616,12.5090666667,6.92373333333,7.86626666667
385.94,9.77170000001,4.9474,5.50949333333,3.9174,7.23993333334,7.03373333334,17.3682,12.4417333333,6.88083333333,7.80713333333
386.30,9.73726666667,4.8746,5.47755333333,3.88466666667,7.21239999999,7.02626666667,17.3749333333,12.3972,6.86523333333,7.74786666667
386.66,9.79096666667,4.91753333333,5.52362,3.94633333334,7.27839999999,7.07253333333,17.46,12.4745333333,6.92113333333,7.7956
387.03,9.81616666667,4.93946666667,5.56508,3.95906666667,7.34653333333,7.10133333333,17.5688,12.5057333333,6.95326666667,7.83673333333
387.39,9.81716666667,4.9832,5.62072,3.99986666667,7.3942,7.13786666667,17.6402,12.5101333333,6.98613333333,7.86346666667
387.75,9.94456666667,5.111,5.74721333333,4.13873333333,7.52673333334,7.29159999999,17.8032,12.6857333333,7.14616666666,7.97433333333
388.11,9.98049999999,5.181,5.84482,4.18886666667,7.59120000001,7.3708,17.9032,12.7364,7.20223333333,8.03553333333
388.47,9.93329999999,5.129,5.77459333333,4.1446,7.53493333334,7.30559999999,17.9092,12.6934,7.13796666667,7.9552
388.83,9.84566666667,5.09253333333,5.73325333333,4.07853333333,7.50146666667,7.23899999999,17.8979333333,12.6744666667,7.09883333333,7.88346666667
389.19,9.84803333333,5.11406666667,5.73262666667,4.0976,7.51033333333,7.24206666667,17.9436666667,12.6954,7.10586666667,7.9014
389.55,9.82903333333,5.09566666667,5.73080666666,4.06633333333,7.5078,7.24593333333,18.0076,12.7194,7.08706666667,7.86946666667
389.91,9.86953333334,5.1496,5.7916,4.1204,7.5928,7.3032,18.1092,12.8096,7.13516666666,7.90013333333
390.27,9.95336666666,5.23473333333,5.86048,4.17813333333,7.69006666667,7.37353333334,18.2322,12.9091333333,7.19133333334,7.9518
390.63,9.86923333333,5.15186666667,5.79089333333,4.10033333333,7.62506666667,7.31373333333,18.2346,12.8638666667,7.10646666667,7.88766666667
391.00,9.8472,5.1076,5.7329,4.04293333333,7.56000000001,7.26373333334,18.2304,12.8432,7.05616666667,7.82786666666
391.36,9.8747,5.12866666667,5.74905333333,4.05893333333,7.59153333333,7.32073333333,18.3439333333,12.9162666667,7.09126666667,7.8596
391.72,9.81559999999,5.04513333334,5.67797333333,3.9538,7.49673333333,7.23453333333,18.3092,12.7989333334,7.0073,7.7614
392.08,9.82363333333,5.01086666667,5.64516,3.94206666667,7.48146666667,7.20553333333,18.3478,12.8130666667,7.0086,7.732
392.44,9.91843333333,5.07066666667,5.73218,4.02373333333,7.58586666667,7.29300000001,18.4945333333,12.9029333333,7.07546666667,7.81593333333
392.80,10.003,5.1196,5.79768666667,4.08453333333,7.63266666665,7.35379999999,18.6004,12.9459333333,7.14236666667,7.88213333334
393.16,10.0093666667,5.12733333333,5.80099333333,4.0924,7.64806666666,7.34186666666,18.6750666667,12.9422666666,7.12773333333,7.8806
393.52,10.0301,5.15086666667,5.81998,4.0988,7.66833333332,7.34899999999,18.7069333333,12.9139333333,7.1365,7.86773333333
393.88,10.0361666667,5.138,5.80365333333,4.0864,7.61653333333,7.3442,18.7322666666,12.8968666666,7.13126666667,7.85553333333
394.24,10.0181,5.14666666667,5.80688,4.09253333333,7.6004,7.31726666667,18.7326,12.8538666667,7.12723333333,7.8566
394.60,10.0082666667,5.13473333333,5.77608,4.05,7.576,7.29493333333,18.7675333333,12.801,7.10053333333,7.8138
394.96,9.9535,5.09733333333,5.75056,4.00686666667,7.53953333332,7.26373333333,18.766,12.7363333333,7.028,7.75866666667
395.32,9.9027,5.00386666667,5.69587333333,3.93753333333,7.48026666666,7.17379999999,18.7470666667,12.6514,6.93616666667,7.68893333333
395.68,9.92636666667,5.0042,5.69906666667,3.95713333333,7.51786666667,7.16733333333,18.7724,12.6526666667,6.90786666667,7.7084
396.04,9.95516666667,5.02866666667,5.71134666667,3.96053333333,7.54633333333,7.18213333333,18.846,12.6384666667,6.9002,7.7122
396.40,9.96903333332,5.04973333333,5.72985333333,3.9658,7.50553333333,7.15853333333,18.8658666667,12.6310666667,6.92413333333,7.70813333333
396.76,9.99919999999,5.0528,5.71773333333,3.9884,7.53726666667,7.18226666666,18.9214666667,12.6342666667,6.90133333333,7.7044
397.12,10.0309,5.04173333334,5.71862666667,3.9802,7.53773333334,7.19833333333,18.9590666667,12.6156,6.87063333333,7.69046666667
397.48,10.0489,5.04426666667,5.73470666667,3.98986666667,7.54533333333,7.20253333333,19.0088666667,12.6261333333,6.86173333333,7.70686666666
397.84,10.0463333333,5.0524,5.73035333333,4.00566666667,7.57346666666,7.19293333334,19.0567333333,12.6308,6.8588,7.71206666667
398.20,10.0290333333,5.0016,5.69303333333,3.96786666667,7.55486666666,7.18086666667,19.0973333333,12.6152666667,6.8139,7.65293333334
398.56,9.98599999999,4.98093333334,5.67251333333,3.96686666667,7.53026666667,7.16559999999,19.095,12.5835333333,6.80773333333,7.6132
398.92,10.0199666667,5.00693333333,5.67984,3.98633333333,7.58693333333,7.17446666667,19.1879333333,12.6093333333,6.8536,7.64653333333
399.28,10.0936666667,5.0948,5.76516666667,4.0796,7.68966666667,7.24253333333,19.2966,12.7044,6.94433333333,7.71686666667
399.64,10.09,5.12613333333,5.77688,4.11386666667,7.73220000001,7.26946666666,19.3966666667,12.7426666667,6.97203333333,7.73886666667
400.00,10.0913666667,5.15293333333,5.79542666667,4.149,7.75900000001,7.30746666667,19.4614666667,12.7773333333,6.99073333333,7.7786
400.36,10.0824666667,5.16993333333,5.82270666667,4.17153333333,7.83906666667,7.3546,19.5468,12.7977333333,7.01016666667,7.77273333334
400.72,10.0976333333,5.19426666667,5.85846666667,4.15946666667,7.85166666668,7.34606666666,19.6036666667,12.7860666667,7.01503333333,7.7978
401.08,10.0809333333,5.20673333333,5.89384,4.16546666667,7.88286666666,7.36853333333,19.6874,12.8265333333,7.06986666667,7.80473333333
401.44,10.0487666667,5.1998,5.86408666667,4.1478,7.89140000001,7.36460000001,19.8006666667,12.8455333333,7.0478,7.7958
401.80,10.1300666667,5.29386666666,5.93048,4.1912,7.96480000001,7.42373333334,19.9508,12.9281333333,7.08913333333,7.8444
402.16,10.1646,5.34393333333,5.97024,4.2208,8.01273333333,7.46913333333,20.0608,12.9688,7.14433333333,7.88946666667
402.52,10.3171,5.49546666667,6.13036666667,4.33746666667,8.16966666666,7.61453333333,20.2502,13.1168,7.30276666667,8.02173333333
402.88,10.3671333333,5.55446666667,6.19785333333,4.41366666667,8.231,7.66113333333,20.3292,13.1732,7.3511,8.0832
403.24,10.3319,5.53413333333,6.14510666667,4.37226666667,8.18419999999,7.59006666666,20.3481333333,13.1099333334,7.29013333333,8.01553333333
403.60,10.3093666667,5.50506666667,6.12873333333,4.34813333333,8.16226666668,7.57326666667,20.3902,13.1014666667,7.26673333333,7.97446666667
