wavelength,Back_EmbHerm,Belly_EmbHerm,Breast_EmbHerm,Crissum_EmbHerm,Crown_EmbHerm,DorTail_EmbHerm,Patch10_EmbHerm,Patch11_EmbHerm,Rump_EmbHerm,Throat_EmbHerm,WingTip_EmbHerm
365.66,6.50858333334,20.3613333333,17.6189166667,13.0283333333,5.29941666667,5.54250793651,8.00591666667,4.89183333333,5.79816666667,19.4825,6.085
366.02,6.49025,20.4355,17.6319166666,13.0669166667,5.28033333333,5.4910515873,7.93341666666,4.87316666667,5.77225,19.4945,6.06108333333
366.38,6.49833333333,20.5831666667,17.6577916667,13.0891666667,5.31325,5.51243650793,7.98208333333,4.91141666666,5.7965,19.58175,6.08
366.75,6.54891666666,20.7714166667,17.7307083334,13.1364166667,5.34841666667,5.52146031746,8.05241666667,5.00116666667,5.82841666667,19.7235,6.11225
367.11,6.60666666667,20.9939166667,17.831625,13.227,5.41941666666,5.55095634921,8.11991666667,5.078,5.93841666667,19.8180833333,6.22158333333
367.47,6.62008333333,21.0788333333,17.9012083333,13.2975,5.48116666666,5.61149206349,8.14816666667,5.12316666667,5.96825,19.9535,6.19808333333
367.84,6.66375,21.1484166667,17.929375,13.2799166667,5.46275,5.61887698413,8.11641666666,5.09625,5.88966666667,19.9998333333,6.15133333333
368.20,6.59925,21.1144166667,17.8425416667,13.2435833333,5.36191666667,5.51105555556,7.95566666666,4.92775,5.683,20.0556666667,6.00508333334
368.56,6.62841666667,21.1845833333,17.905,13.22925,5.30741666667,5.52878571428,7.93466666667,4.88158333334,5.6875,20.1303333333,5.99625
368.93,6.62658333334,21.20125,17.910375,13.1946666667,5.30658333333,5.57403174603,7.90433333333,4.81341666666,5.68291666667,20.1535,6.00866666667
369.29,6.51333333333,21.2099166666,17.8645,13.1051666666,5.26508333333,5.50338095239,7.78191666667,4.66816666666,5.6305,20.06825,5.90766666666
369.65,6.4665,21.2110833334,17.85325,13.0391666667,5.18216666667,5.44843650793,7.65408333333,4.55908333333,5.53766666667,20.0719166667,5.83925
370.01,6.46233333333,21.1975833333,17.889125,13.02675,5.12966666667,5.4035,7.55208333334,4.47016666667,5.48308333334,20.1115833334,5.80416666667
370.38,6.41633333333,21.1810833333,17.9105833333,13.0418333333,5.09941666667,5.31730555556,7.4705,4.39091666667,5.42958333333,20.1345,5.78175
370.74,6.43941666667,21.2171666667,18.0425416667,13.1158333333,5.11783333333,5.37716666667,7.49858333333,4.4225,5.46066666667,20.2495833333,5.83475
371.10,6.385,21.19725,18.0906666667,13.1161666667,5.01075,5.35983730159,7.48,4.35616666667,5.40366666666,20.3150833333,5.73233333333
371.46,6.29516666667,21.1485,18.087375,13.06975,4.90258333333,5.27298015873,7.36291666667,4.23008333334,5.30641666667,20.2451666667,5.6545
371.83,6.14916666667,21.0479166667,18.054375,13.0325833333,4.821,5.20799206349,7.24816666667,4.15516666667,5.23391666667,20.2159166667,5.56075
372.19,6.18808333333,21.1734166666,18.2335416667,13.0741666667,4.8815,5.22307936508,7.32916666667,4.20525,5.32241666667,20.3418333333,5.611
372.55,6.20016666667,21.2120833333,18.2239166667,13.1449166667,4.90758333333,5.31244444444,7.3455,4.23616666667,5.30275,20.3741666667,5.63575
372.92,6.30975,21.3603333333,18.3738333333,13.2624166667,5.0275,5.48406349207,7.40225,4.34716666667,5.41425,20.5643333333,5.73158333333
373.28,6.371,21.51475,18.5715,13.3614166667,5.08108333333,5.53582142857,7.42975,4.43708333333,5.48491666667,20.7685833333,5.82375
373.64,6.34208333333,21.4925,18.6137083333,13.365,5.03166666667,5.51705952381,7.45175,4.44225,5.48425,20.83375,5.823
374.00,6.35083333334,21.6271666667,18.7205416667,13.4706666667,5.06758333333,5.58503571428,7.57008333333,4.51025,5.56766666667,20.9935,5.87641666666
374.37,6.42916666667,21.7500833333,18.8816666667,13.6141666667,5.12958333333,5.65824603175,7.64991666666,4.59916666667,5.66991666667,21.1165833334,5.91625
374.73,6.44775,21.9145833333,18.95225,13.6789166667,5.14766666667,5.67934523809,7.65141666667,4.59108333333,5.69766666667,21.2020833334,5.94875
375.09,6.569,22.0665,19.1170416666,13.7649166667,5.22341666666,5.76923015873,7.67816666667,4.689,5.80083333333,21.3645,6.05941666667
375.45,6.53983333333,22.2143333334,19.2090416667,13.8671666667,5.19966666667,5.75183730158,7.68316666667,4.68883333333,5.814,21.5304166667,6.05433333333
375.81,6.61991666667,22.4379166667,19.4041666666,14.0028333333,5.243,5.79819047619,7.75125,4.756,5.91733333333,21.7378333333,6.11216666666
376.18,6.66125,22.5463333333,19.4415416667,14.0824166667,5.26141666667,5.88438095239,7.78883333333,4.8015,5.94925,21.8059166667,6.17891666667
376.54,6.72225,22.6106666667,19.6016666667,14.1794166667,5.33058333333,5.86876190476,7.84383333333,4.80916666667,6.02633333333,21.9246666667,6.18916666667
376.90,6.67508333333,22.6425833333,19.5743333333,14.197,5.23083333333,5.7476031746,7.79425,4.75508333333,5.9575,21.9494166667,6.09408333333
377.26,6.62566666667,22.5880833333,19.480125,14.191,5.17183333333,5.70659920635,7.77541666667,4.71891666667,5.903,21.94975,6.044
377.63,6.65141666667,22.7490833333,19.585375,14.25825,5.19875,5.74786507936,7.78458333333,4.745,5.92091666666,22.0233333333,6.08391666666
377.99,6.71433333333,22.8283333333,19.6750416666,14.3195,5.25408333333,5.78963095238,7.79625,4.76133333334,5.9295,22.1305833333,6.12125
378.35,6.6835,22.82,19.7099166667,14.29125,5.23258333333,5.80516666667,7.76008333333,4.71458333333,5.90491666666,22.19075,6.10408333333
378.71,6.694,22.8095833333,19.7735833333,14.3381666667,5.26233333333,5.79244047619,7.73416666667,4.73691666666,5.928,22.2324166667,6.07875
379.07,6.64125,22.8645833334,19.7325833333,14.3723333333,5.22291666667,5.70227380952,7.67858333334,4.66325,5.86791666666,22.2386666667,6.03441666667
379.44,6.64933333333,22.87775,19.783875,14.40125,5.25316666667,5.71653174603,7.6755,4.67241666667,5.86058333334,22.3218333333,6.04908333334
379.80,6.61158333333,22.9210833333,19.751625,14.4179166667,5.23816666667,5.72833730159,7.619,4.63333333333,5.82266666667,22.345,6.02583333334
380.16,6.55508333333,22.9109166667,19.7585833333,14.42125,5.21541666666,5.66372222223,7.55358333333,4.59641666667,5.78233333333,22.3674166666,5.93933333333
380.52,6.42383333333,22.9533333333,19.6906666667,14.3118333334,5.15225,5.61381349207,7.4385,4.54216666667,5.67441666666,22.3735,5.82875
380.88,6.40316666666,23.0098333333,19.78325,14.2979166667,5.20525,5.59944444444,7.42233333334,4.51508333333,5.67008333333,22.47125,5.828
381.24,6.39416666667,23.0600833334,19.848,14.3270833333,5.21875,5.60571428571,7.37183333333,4.51916666666,5.64225,22.5433333333,5.81616666667
381.61,6.38491666667,23.1150833333,19.8722083333,14.3566666667,5.22966666667,5.58423015873,7.33,4.50066666667,5.65766666667,22.6340833333,5.76408333333
381.97,6.29816666667,23.0723333334,19.814375,14.32475,5.1605,5.48765476191,7.25541666666,4.43458333333,5.59,22.5865833333,5.65483333333
382.33,6.266,23.16425,19.832,14.3624166667,5.13858333333,5.41125793651,7.22983333333,4.39475,5.54191666667,22.6455833334,5.59533333333
382.69,6.33958333333,23.3334166667,19.980875,14.4493333333,5.16891666667,5.50571825397,7.29308333333,4.43025,5.57375,22.8319166666,5.64275
383.05,6.35341666667,23.37875,20.106625,14.4970833333,5.2375,5.56277777777,7.32925,4.44491666666,5.60358333334,22.92225,5.66391666667
383.41,6.35075,23.4194166667,20.113125,14.5211666667,5.21633333333,5.56457936508,7.3305,4.42775,5.64783333333,22.9423333333,5.65475
383.77,6.39258333334,23.4648333333,20.2219583333,14.56525,5.25583333333,5.59170634921,7.41116666667,4.46825,5.68616666666,23.0463333333,5.6795
384.14,6.34425,23.5454166667,20.3065,14.6044166667,5.21083333333,5.56042460317,7.36691666667,4.41866666667,5.6595,23.1465833333,5.63875
384.50,6.481,23.7323333333,20.5570833333,14.79125,5.32658333333,5.6670515873,7.481,4.56341666667,5.79933333333,23.3535,5.80258333333
384.86,6.457,23.8279166666,20.594375,14.88,5.28983333334,5.67308730158,7.472,4.54508333333,5.78383333333,23.4061666667,5.79566666667
385.22,6.42891666667,23.8923333333,20.68175,14.9306666667,5.26833333333,5.65859523809,7.47591666667,4.49583333333,5.77425,23.5104166667,5.78066666667
385.58,6.43991666667,23.9634166667,20.7973333333,14.98725,5.30066666667,5.68914285714,7.50575,4.53041666667,5.79008333333,23.63675,5.80291666667
385.94,6.51508333334,24.1585833333,21.0095,15.0984166666,5.373,5.79129365079,7.54516666667,4.59675,5.85683333333,23.8403333333,5.89158333333
386.30,6.52358333333,24.2540833333,21.0629583334,15.14725,5.39666666667,5.83421428572,7.54533333333,4.6275,5.90416666667,23.9511666667,5.944
386.66,6.4485,24.2800833333,21.085625,15.1365,5.36583333333,5.75308333333,7.49141666667,4.5835,5.87041666667,23.9759166667,5.93633333333
387.03,6.4585,24.3626666667,21.1385416667,15.1949166667,5.36366666666,5.74728571428,7.48991666666,4.63766666666,5.88791666667,24.0763333333,5.95183333333
387.39,6.56191666666,24.5496666667,21.2982916667,15.32825,5.42833333333,5.85096825397,7.554,4.73708333333,5.95925,24.24975,6.05525
387.75,6.584,24.7080833334,21.4493333333,15.4255833333,5.45583333333,5.8616468254,7.53308333334,4.74758333334,5.97158333333,24.3935833333,6.07133333333
388.11,6.57841666667,24.7429166667,21.4939583333,15.4046666666,5.46583333334,5.83647222223,7.50225,4.71891666666,5.96641666667,24.45775,6.05691666666
388.47,6.60875,24.8095833333,21.5437916667,15.4871666667,5.46333333334,5.84226190476,7.48108333333,4.70483333333,5.97416666666,24.5376666667,6.04683333333
388.83,6.72275,24.9665,21.7135,15.599,5.56883333333,5.95433730158,7.58016666667,4.83008333333,6.07716666667,24.7303333333,6.16316666667
389.19,6.84841666666,25.12325,21.82675,15.7224166667,5.64566666667,6.04204761905,7.62191666667,4.95358333333,6.16991666667,24.90075,6.26858333333
389.55,6.87208333333,25.2060833333,21.8915416666,15.7619166667,5.65808333334,6.02911507937,7.6155,4.93475,6.155,24.99225,6.27275
389.91,6.89858333333,25.2919166667,21.9189166666,15.8158333333,5.638,5.99294444444,7.61058333334,4.91566666667,6.16575,25.0523333333,6.25491666667
390.27,6.96358333334,25.3925,22.0628333333,15.8873333333,5.66466666667,6.00758333333,7.6225,4.95108333333,6.18508333333,25.1856666667,6.27175
390.63,7.02816666666,25.4445,22.1128333333,15.9364166667,5.68941666667,6.01781349206,7.60825,4.96216666667,6.20475,25.2664166667,6.248
391.00,7.10483333333,25.6015833333,22.29025,16.059,5.752,6.1018968254,7.65558333333,4.99708333334,6.25575,25.4604166667,6.25725
391.36,7.13816666667,25.6541666667,22.3518333333,16.1124166667,5.7895,6.07225396825,7.653,5.01183333333,6.26025,25.5575833333,6.23591666667
391.72,7.13116666666,25.6423333333,22.3280416666,16.1231666667,5.7845,6.05606746031,7.651,5.00616666667,6.27816666667,25.5928333334,6.24716666667
392.08,7.24158333333,25.8208333333,22.487875,16.2995833333,5.86933333333,6.15709920635,7.75475,5.13025,6.38883333333,25.7553333333,6.33183333334
392.44,7.23033333333,25.8986666667,22.5510833334,16.3195833333,5.89016666666,6.13107539682,7.78716666667,5.12491666667,6.389,25.8566666666,6.32016666667
392.80,7.2315,25.99175,22.6790416667,16.3664166667,5.89733333333,6.11833333333,7.79016666667,5.09841666666,6.41675,25.9841666667,6.31683333334
393.16,7.20358333333,26.0484166666,22.7294583333,16.3934166667,5.8935,6.09430555556,7.794,5.0825,6.42333333333,26.0463333333,6.276
393.52,7.18775,26.1095833333,22.7974166667,16.4613333333,5.88308333333,6.10428174603,7.81833333333,5.09775,6.42416666667,26.1114166667,6.30691666667
393.88,7.14141666667,26.1391666667,22.891375,16.4736666667,5.889,6.08417460317,7.79966666667,5.0985,6.41491666667,26.2013333333,6.28891666667
394.24,7.1395,26.1984166667,22.9366666667,16.5061666667,5.90716666666,6.11467857143,7.804,5.08566666667,6.43741666667,26.2764166667,6.29516666667
394.60,7.11233333333,26.3096666667,23.041375,16.5814166667,5.9225,6.13151587302,7.81975,5.1005,6.43833333334,26.40425,6.3125
394.96,7.0305,26.2779166667,22.9974166667,16.5663333333,5.86716666666,6.06626984127,7.75408333333,5.04166666667,6.405,26.3501666667,6.30883333333
395.32,6.96016666666,26.3270833334,23.0875833334,16.59025,5.84475,6.06723412698,7.72066666667,5.01366666667,6.39258333333,26.4383333334,6.29908333334
395.68,6.929,26.3974166667,23.1479583333,16.6140833333,5.84308333333,6.05382936508,7.65533333334,4.99141666667,6.37525,26.5018333333,6.23533333333
396.04,6.887,26.4636666666,23.2175,16.6443333333,5.81825,5.98946031746,7.60483333333,4.92375,6.3265,26.6463333333,6.19441666667
396.40,6.84808333333,26.4999166667,23.282625,16.6305,5.781,5.97778968254,7.52808333333,4.888,6.29283333334,26.6999166666,6.17741666666
396.76,6.80858333333,26.4934166666,23.2675416667,16.6166666667,5.75116666667,5.95461507936,7.44408333333,4.869,6.22933333333,26.7075833333,6.10975
397.12,6.82041666667,26.57275,23.3415833333,16.6319166667,5.76991666666,5.93486111111,7.40591666667,4.84016666666,6.2285,26.7626666666,6.08958333333
397.48,6.90233333333,26.7255,23.4655,16.75375,5.87316666666,5.99163492063,7.39016666666,4.88683333333,6.33758333333,26.9573333334,6.13191666667
397.84,6.9355,26.8395833333,23.5361666667,16.82525,5.90825,6.05253174603,7.41208333333,4.911,6.387,27.08975,6.17858333333
398.20,6.91775,26.90975,23.610875,16.87475,5.88083333333,5.99945238095,7.37,4.908,6.3545,27.1615,6.15583333333
398.56,6.94241666667,26.9624166667,23.6747916667,16.9225833334,5.88733333333,6.03306349206,7.31625,4.88958333333,6.36691666667,27.2220833333,6.15141666667
398.92,6.95341666666,27.0311666667,23.7347916667,16.95,5.86541666667,5.97497619048,7.26875,4.86066666667,6.32316666667,27.3359166667,6.08541666667
399.28,6.96516666667,27.1116666667,23.8055833333,16.975,5.86091666667,5.94499206349,7.23566666667,4.85133333333,6.29625,27.3984166667,6.0645
399.64,7.00925,27.25475,23.9162916667,17.01975,5.88108333333,5.9791031746,7.24841666666,4.87225,6.31366666667,27.521,6.12275
400.00,7.049,27.34575,24.00275,17.0920833333,5.92641666667,6.06036111111,7.26233333334,4.936,6.36233333333,27.5705,6.208
400.36,7.04466666666,27.3946666667,24.0210833333,17.16325,5.87333333333,6.02723809524,7.22016666667,4.92175,6.34225,27.6081666667,6.15416666667
400.72,7.03066666666,27.5153333333,24.0970416667,17.2590833333,5.859,6.00375793651,7.1885,4.8945,6.32466666667,27.69575,6.14158333334
401.08,7.06266666667,27.6545,24.2459583333,17.3850833333,5.90891666667,6.08348015874,7.22191666667,4.94008333334,6.36683333333,27.87475,6.18333333333
401.44,7.03241666667,27.6765,24.2827083333,17.3690833333,5.85833333333,6.05965873016,7.16708333333,4.90841666667,6.33325,27.9188333333,6.15216666667
401.80,7.05091666667,27.721,24.3758333333,17.4001666667,5.871,6.06555952381,7.14075,4.90366666666,6.33425,28.0138333333,6.158
402.16,7.13925,27.8685833333,24.5422083334,17.5285,5.96616666666,6.19521031746,7.22416666666,5.01283333334,6.443,28.2019166667,6.25966666667
402.52,7.18375,27.9838333333,24.6281666667,17.596,5.97825,6.20576190476,7.28008333333,5.09241666667,6.48558333333,28.3144166667,6.29083333333
402.88,7.23066666667,28.13675,24.8175833333,17.7145833333,6.05166666667,6.30519047619,7.33666666667,5.16583333333,6.56058333333,28.5045,6.39016666666
403.24,7.24241666667,28.277,24.92325,17.8170833333,6.07233333333,6.32356746032,7.34725,5.17691666666,6.57483333333,28.6385,6.40133333333
403.60,7.2185,28.3135833333,24.975,17.85475,6.05208333334,6.30770238095,7.30175,5.15908333333,6.56325,28.7228333333,6.36633333333
403.95,7.23,28.3656666667,25.0457916667,17.872,6.07083333333,6.31334920635,7.30325,5.17041666667,6.59125,28.8355,6.34425
404.31,7.26433333334,28.4440833333,25.13025,17.9231666667,6.13991666667,6.37448412699,7.3205,5.21475,6.65025,29.0036666666,6.393
404.67,7.27441666667,28.50275,25.1789583333,17.92775,6.15533333333,6.38612698413,7.33041666667,5.19691666667,6.655,29.1178333333,6.40108333333
405.03,7.2125,28.4939166667,25.190625,17.9170833333,6.09291666666,6.31194047619,7.26791666667,5.13875,6.60416666667,29.13425,6.37758333334
405.39,7.21516666667,28.56575,25.3033333334,17.9616666667,6.09733333333,6.33211111111,7.283,5.14208333333,6.59416666667,29.2393333334,6.36816666667
405.75,7.20708333333,28.6703333333,25.3644583334,18.0175833333,6.099,6.33428174603,7.2895,5.1725,6.59083333333,29.33525,6.343
406.11,7.18808333333,28.70275,25.4084583333,18.0475,6.06508333333,6.30384126984,7.23258333333,5.14008333333,6.59425,29.3923333334,6.30558333333
406.47,7.2,28.8055833334,25.5030416667,18.1320833333,6.10983333333,6.34290079365,7.2425,5.15041666667,6.63941666667,29.5275833333,6.33083333333
406.83,7.17625,28.8281666667,25.510375,18.1060833333,6.05666666667,6.29912301587,7.18925,5.11616666667,6.61891666667,29.55275,6.255
407.19,7.22666666667,28.88525,25.5634166666,18.17175,6.10608333334,6.34978968254,7.22283333333,5.17075,6.68616666667,29.6408333333,6.30083333334
407.55,7.30983333333,28.98375,25.7020416667,18.2944166667,6.21008333333,6.41757539683,7.34083333334,5.25691666667,6.76475,29.8059166667,6.38875
407.90,7.33475,29.0818333333,25.7461666667,18.38325,6.21033333333,6.40848809524,7.33616666667,5.248,6.76108333333,29.9345833333,6.406
408.26,7.34958333334,29.1771666667,25.8212083333,18.4314166667,6.21816666666,6.39113492063,7.32475,5.22383333333,6.76641666667,30.0059166666,6.39316666667
408.62,7.31775,29.1870833333,25.8815833334,18.4736666667,6.19358333333,6.37424603175,7.2795,5.2285,6.77408333333,30.0654166667,6.36541666667
408.98,7.35316666667,29.317,26.0086666667,18.535,6.26775,6.41924206349,7.30525,5.28658333333,6.84075,30.2350833333,6.37875
409.34,7.3785,29.3650833334,26.031375,18.599,6.30966666667,6.41367460318,7.32633333334,5.30133333334,6.86325,30.30425,6.38583333333
409.70,7.39233333333,29.4343333334,26.134875,18.6499166666,6.30958333333,6.41951190476,7.31141666667,5.30525,6.8805,30.3559166667,6.40241666667
410.06,7.34108333333,29.4605833333,26.1472083333,18.6601666667,6.30366666667,6.38652380952,7.30033333333,5.25225,6.83558333333,30.4004166667,6.37683333334
410.42,7.34216666666,29.5354166667,26.2267083334,18.7125,6.32233333334,6.38978174603,7.29508333333,5.25025,6.83516666666,30.4804166667,6.37791666667
410.77,7.34825,29.6226666666,26.288625,18.75925,6.3505,6.38890476191,7.28333333334,5.23233333333,6.819,30.5755,6.37433333333
411.13,7.34241666667,29.69875,26.3641666667,18.77625,6.32241666667,6.35380952381,7.24591666667,5.19716666667,6.79225,30.65525,6.32241666667
411.49,7.313,29.7893333334,26.4248333333,18.7913333333,6.29641666667,6.33042460318,7.18325,5.15875,6.76391666667,30.7079166667,6.28558333333
411.85,7.31333333333,29.81075,26.4874166666,18.7910833333,6.33083333333,6.34417063492,7.17,5.1735,6.7805,30.7364166667,6.29483333333
412.21,7.32516666666,29.8545,26.52975,18.8440833333,6.34516666666,6.38571428572,7.189,5.19325,6.79283333333,30.8203333333,6.33916666667
412.57,7.34516666667,29.9485,26.5599166667,18.8760833333,6.36708333334,6.38832936508,7.18516666667,5.2025,6.79091666666,30.8910833334,6.35508333333
412.92,7.31708333333,29.9915833333,26.61175,18.9035833333,6.32383333333,6.3826984127,7.13725,5.16125,6.75883333333,30.9324166667,6.31991666667
413.28,7.31708333333,30.1358333333,26.71875,18.9581666667,6.31316666667,6.39438095239,7.1135,5.13983333333,6.76441666667,31.0526666666,6.31091666667
413.64,7.32241666667,30.1688333334,26.7705833333,19.0309166667,6.34241666667,6.39259920635,7.12216666667,5.12025,6.77641666667,31.2019166666,6.31633333333
414.00,7.3745,30.2701666667,26.876375,19.1086666667,6.37275,6.42053571429,7.14716666667,5.16925,6.80566666667,31.31625,6.35533333333
414.36,7.3875,30.334,26.951375,19.1438333333,6.38,6.42813888889,7.12766666667,5.18466666667,6.81633333333,31.4055,6.33791666667
414.72,7.43558333333,30.4378333333,27.0586666666,19.24,6.44658333333,6.49763492063,7.16,5.25716666667,6.88116666667,31.5160833333,6.407
415.07,7.46316666666,30.5028333333,27.1320416667,19.30275,6.47933333333,6.56267063492,7.17633333333,5.29033333333,6.92333333334,31.6156666667,6.45291666667
415.43,7.50475,30.57625,27.2083333333,19.3815,6.497,6.57256349207,7.20408333333,5.32058333333,6.9725,31.7219166667,6.46866666667
415.79,7.48708333333,30.63475,27.27375,19.4295833333,6.46908333333,6.56598015874,7.187,5.30841666667,6.97983333333,31.7919166667,6.44075
416.15,7.47691666667,30.6903333334,27.3706666667,19.4605833333,6.45933333333,6.54263492063,7.15241666667,5.306,6.97616666667,31.831,6.41441666667
416.51,7.47333333333,30.7110833334,27.4538333333,19.4778333333,6.43908333333,6.55459920635,7.12166666667,5.29658333333,6.98475,31.8826666667,6.40941666667
416.86,7.52866666667,30.7865,27.5389583333,19.5713333333,6.46133333333,6.58213888889,7.1595,5.327,7.03033333333,32.0208333333,6.45541666667
417.22,7.51808333333,30.8263333333,27.5977083333,19.5953333333,6.46741666667,6.56995634921,7.11241666667,5.33383333333,7.0295,32.0790833333,6.44491666666
417.58,7.52433333333,30.8945,27.6567916667,19.63775,6.47041666667,6.57800000001,7.08991666667,5.33566666667,7.038,32.1280833334,6.43466666667
417.94,7.53308333333,30.9216666667,27.6965416667,19.6425833333,6.4695,6.56769047619,7.0435,5.33375,7.05133333334,32.1938333333,6.42466666667
418.29,7.50433333333,30.8975833333,27.70525,19.6526666666,6.44708333333,6.5456468254,7.0095,5.30458333333,7.0265,32.2315,6.422
418.65,7.48041666666,30.91675,27.7489166667,19.6635833333,6.41775,6.53209523809,6.97766666666,5.28433333333,7.01866666667,32.2965833333,6.40525
419.01,7.43716666667,30.9165833334,27.7531666666,19.6575833333,6.39366666667,6.49968253968,6.93166666667,5.25558333334,7.00258333334,32.3226666667,6.36583333333
419.37,7.43858333333,30.9715,27.80375,19.6875833333,6.38925,6.51383333333,6.89075,5.26183333333,7.00933333333,32.4111666666,6.3775
419.73,7.429,31.0094166667,27.852,19.7188333333,6.39391666666,6.51621031746,6.86583333333,5.251,6.999,32.4674166667,6.372
420.08,7.43625,31.057,27.9062083334,19.752,6.40466666666,6.51921428572,6.85908333333,5.25975,7.02366666667,32.5264166667,6.368
420.44,7.46366666667,31.1335,27.9869166666,19.83375,6.42633333334,6.53153174603,6.84766666667,5.27908333333,7.04708333333,32.63,6.38458333333
420.80,7.47891666667,31.1651666667,28.0128333333,19.8441666667,6.42533333333,6.52540476191,6.80016666666,5.28408333334,7.03775,32.6603333333,6.37508333333
421.16,7.4875,31.20525,28.061,19.8794166667,6.42441666666,6.54126587302,6.79466666666,5.28533333334,7.04675,32.717,6.38408333333
421.51,7.48866666667,31.237,28.0957083333,19.8983333333,6.4275,6.54342857142,6.78158333333,5.28291666667,7.0505,32.769,6.38316666667
421.87,7.464,31.3020833333,28.1571666667,19.93875,6.42825,6.53892063491,6.7415,5.26675,7.03141666667,32.8450833333,6.36508333333
422.23,7.47041666667,31.3716666667,28.209625,19.9554166667,6.42316666667,6.53652777778,6.72433333334,5.26475,7.03758333334,32.9125,6.357
422.58,7.46891666667,31.4053333334,28.2429166667,19.9815833333,6.42891666667,6.53553571427,6.70366666667,5.26225,7.051,32.9594166667,6.346
422.94,7.47625,31.4593333333,28.3125416666,20.0273333333,6.43,6.53227380952,6.68608333334,5.26383333333,7.0655,33.03575,6.36175
423.30,7.46483333334,31.4691666667,28.363125,20.0485833333,6.4315,6.52182539682,6.6585,5.24841666666,7.05933333334,33.07875,6.34
423.66,7.46141666667,31.5210833333,28.4414583333,20.0845833333,6.43341666667,6.51969444444,6.64,5.259,7.06366666667,33.1585,6.34108333333
424.01,7.47441666667,31.607,28.5174166666,20.1358333333,6.44383333333,6.52752777777,6.61866666667,5.26,7.0635,33.2905,6.34775
424.37,7.47458333334,31.67425,28.5955,20.16325,6.45841666667,6.53595238095,6.61675,5.2665,7.07625,33.3734166667,6.35008333333
424.73,7.45983333334,31.7268333333,28.655875,20.20575,6.471,6.54139682539,6.62016666667,5.27375,7.08508333333,33.44,6.353
425.08,7.44908333333,31.76875,28.6932916667,20.24825,6.46733333333,6.52510317461,6.59666666667,5.27258333333,7.08708333334,33.5230833333,6.34941666667
425.44,7.46925,31.8386666667,28.765625,20.3068333333,6.48225,6.54026587302,6.59008333333,5.29841666667,7.10958333333,33.62125,6.36816666667
425.80,7.48333333333,31.8825833333,28.8362916666,20.3500833333,6.4855,6.55321428572,6.58741666666,5.30916666667,7.13541666667,33.6985833334,6.36616666667
426.16,7.49175,31.95575,28.9270833333,20.4190833334,6.50558333333,6.57367857143,6.57575,5.31391666667,7.163,33.7945833333,6.36183333333
426.51,7.51466666666,32.0541666667,29.0408333333,20.4926666667,6.52658333334,6.59634920635,6.58441666667,5.33358333333,7.176,33.9225,6.39116666667
426.87,7.54925,32.1715,29.1469583333,20.5706666667,6.57033333334,6.63096031746,6.59558333334,5.354,7.18883333334,34.0745833333,6.39816666667
427.23,7.57925,32.2903333333,29.2217083334,20.6435,6.57975,6.65064285714,6.60608333334,5.37033333333,7.20741666666,34.1905,6.42725
427.58,7.59316666667,32.3396666666,29.2549166667,20.64825,6.56725,6.64768650794,6.57958333333,5.35808333334,7.21433333333,34.2468333333,6.39966666667
427.94,7.6015,32.4186666667,29.314625,20.6999166667,6.57866666667,6.65792460317,6.57841666667,5.37058333333,7.22858333333,34.3060833333,6.40316666666
428.30,7.61825,32.5235,29.3650833334,20.78325,6.59108333333,6.66916666666,6.58041666667,5.37408333333,7.23908333333,34.40825,6.40441666667
428.65,7.65391666667,32.6269166667,29.4303333333,20.838,6.63533333333,6.69262301587,6.59533333333,5.3845,7.27641666666,34.5313333333,6.42233333334
429.01,7.69683333334,32.7280833333,29.5358333334,20.9055,6.67975,6.73622619047,6.63458333333,5.42458333333,7.31725,34.6574166667,6.43933333334
429.37,7.69983333333,32.82225,29.6096666667,20.9524166667,6.69983333334,6.74092460318,6.63325,5.42775,7.32083333333,34.7611666666,6.43658333334
429.72,7.74633333333,32.9431666667,29.6959166666,21.0210833333,6.74191666667,6.76929761906,6.66858333333,5.46116666667,7.34358333333,34.90625,6.4845
430.08,7.76433333333,33.02275,29.7327916667,21.0589166666,6.76866666667,6.76484920634,6.67658333333,5.48591666667,7.35591666667,34.974,6.50841666667
430.44,7.80658333334,33.1013333333,29.8042083334,21.11825,6.79183333334,6.75552777777,6.6975,5.50675,7.37941666667,35.0675,6.51433333333
430.79,7.81566666667,33.1479166667,29.855,21.1438333333,6.782,6.76072619048,6.68808333333,5.521,7.39183333333,35.0868333334,6.512
431.15,7.80575,33.1778333333,29.9035833333,21.182,6.80891666667,6.76743253968,6.7065,5.53258333333,7.40716666667,35.12725,6.4935
431.50,7.85791666667,33.2845833333,30.0107916667,21.29375,6.84958333333,6.8210952381,6.7545,5.57083333333,7.46508333334,35.27275,6.54041666667
431.86,7.87766666667,33.3420833333,30.067125,21.3474166667,6.88216666667,6.85382142857,6.776,5.59125,7.49966666667,35.358,6.57033333333
432.22,7.89533333333,33.3880833333,30.14,21.4005833333,6.90466666667,6.87006746032,6.81025,5.61258333334,7.52058333333,35.423,6.58683333333
432.57,7.88958333334,33.4109166667,30.186625,21.4355833333,6.88158333333,6.86587301588,6.799,5.599,7.52283333333,35.4556666667,6.58091666667
432.93,7.87275,33.43175,30.2035833333,21.439,6.86558333333,6.84227777778,6.78833333334,5.57966666667,7.52741666667,35.47125,6.57258333333
