wavelength,Back_EmbHerm,Belly_EmbHerm,Breast_EmbHerm,Crissum_EmbHerm,Crown_EmbHerm,DorTail_EmbHerm,Patch10_EmbHerm,Patch11_EmbHerm,Rump_EmbHerm,Throat_EmbHerm,WingTip_EmbHerm
189.43,73.0619166668,118.410916667,46.6084166667,129.45725,151.550333333,109.957666667,119.186166667,121.705333333,165.31,94.7674999998,135.659
189.81,123.245666667,251.315916667,98.0265,296.929666666,342.105166667,221.303321428,250.438666667,259.210666667,361.403583333,218.85975,302.193
190.19,237.037083333,483.33325,120.370458333,612.963,725.000083333,411.331511904,530.555666667,571.296166667,722.22225,487.962916667,636.111083334
190.57,113.541666667,208.333333333,8.33333333333,305.208333334,365.625,169.543650794,257.8125,291.666666667,355.208333333,262.5,356.770833333
190.95,202.083333333,328.125,-59.8958333335,513.541666667,700.000000001,230.109126984,469.791666667,591.666666667,625.0,477.083333333,702.083333332
191.33,-1725.0,-2283.33333333,395.833333335,-3650.0,-5150.0,-1715.87301587,-3708.33333334,-5000.0,-4716.66666667,-3600.0,-5900.0
191.71,-128.47225,-127.083416667,61.4583333332,-231.944416667,-379.166666667,-100.430039683,-267.361166667,-339.583333333,-331.250000001,-245.833416667,-444.4445
192.09,-92.1568333334,-82.8431666664,49.7548333333,-171.5685,-259.313666667,-60.2007341271,-171.078333333,-221.078416667,-237.255083333,-175.490166667,-286.76475
192.47,-158.928666667,-135.119,13.0952500002,-238.095166667,-356.54775,-116.496615079,-238.095166667,-307.738166667,-330.952416667,-257.738083334,-361.3095
192.85,-126.78575,-114.28575,59.5238333333,-198.809583333,-300.000083333,-79.2800595237,-209.523916667,-232.738,-279.761833333,-207.142833333,-310.119166667
193.23,-37.3333333333,-16.9999999999,73.3333333334,-69.6666666667,-133.0,5.55555555548,-85.6666666668,-73.0000000001,-116.333333333,-93.9999999999,-131.666666667
193.61,-36.9045833333,-5.95225,109.126791667,-54.3649999998,-144.04775,23.4127857143,-96.4285833334,-63.4920833334,-121.03175,-95.2381666668,-131.746083333
193.99,-163.09525,-44.0476666667,333.928625,-83.33325,-385.714333334,11.1109880951,-299.999916667,-208.3335,-311.904750001,-257.142833333,-353.5715
194.37,-220.833333333,-33.3333333335,567.708333333,16.6666666666,-577.083333334,5.25793650717,-443.75,-237.5,-447.916666665,-277.083333334,-516.666666666
194.75,19.0475833333,61.9048333332,208.035666666,92.85725,-88.6905,45.3231984127,-55.9523333334,-11.3095833333,-83.3332500002,-7.73824999982,-49.4049166668
195.13,-112.500000001,-12.4999999992,1131.25,258.333333332,-795.833333333,-321.626984129,-650.0,-354.166666666,-1058.33333333,-279.166666667,-579.166666667
195.51,247.916666667,218.750000001,802.083333332,291.666666666,-179.166666668,115.277777778,-137.5,87.5000000002,-312.499999998,154.166666666,7.49889039753e-11
195.89,516.666750001,330.555666666,1175.0,513.888833334,-155.555749999,346.82538889,-38.8889999993,158.333333334,-391.666583333,344.444583334,97.2223333333
196.27,-120.833333333,-51.0416666667,-388.541666667,-146.875,105.208333333,-61.7063492062,107.291666667,39.5833333333,239.583333333,-94.7916666667,11.4583333335
196.65,-71.4286666666,-10.71425,-416.666625,-169.047583333,123.8095,-29.3083333328,176.190416667,60.7144166668,329.761749999,-72.619,67.8572500001
197.03,-35.8333333334,5.83333333325,-271.666666667,-134.166666667,75.8333333332,-40.0793650793,125.833333333,57.5,255.833333333,-28.3333333334,51.6666666666
197.40,17.5,34.4445000001,-56.5277916667,-14.1665000002,50.2778333333,26.0978531747,68.8889166665,66.9445000001,116.666666667,24.72225,55.2779166666
197.78,1.1495,31.8964999999,-53.8792499999,-18.3908333335,37.069,15.1068055558,62.0689166666,72.1264999999,118.391,21.55175,60.6321666667
198.16,-3.88883333333,32.2220833333,-53.4721250001,-20.2776666665,23.3332499998,2.53959127008,55.5555833334,53.8889166666,122.222416667,10.5555,50.0000000001
198.54,-50.6409166666,30.7693333333,-183.012666667,-117.30775,-14.7435833332,-70.940079365,52.5641666667,79.4873333332,245.512833333,-46.7949166666,59.6153333335
198.92,-2.07907653252e+14,7.83651923797e+14,-1.21012916124e+15,-7.67659027395e+14,3.67836617293e+14,-2.72640805362e+14,9.1159509503e+14,7.78320958328e+14,2.16970294548e+15,1.59928964032e+13,1.03953826626e+15
199.30,38.8889166666,-49.0740833333,128.009208333,121.75925,6.94450000018,67.9233015875,-50.9259166665,-15.7406666668,-136.574083333,12.0370833333,-37.9629166668
199.68,-27.7778333334,-120.23825,77.7777499999,68.6508333335,-53.9681666666,11.7347539683,-79.3650833333,-67.8570833333,-167.857083333,-58.73025,-84.1270000001
200.06,1.80183333332,-48.1981666666,75.6756666668,62.1620833333,0.675666666675,33.5372777778,-18.0179166668,-20.2702499999,-68.0180833333,-20.7206666667,-26.8018333334
200.44,3.01416666668,-32.6240833333,63.475125,53.1914166668,7.62408333332,28.0817063491,-7.09216666666,-14.3618333333,-44.5035833333,-17.5530833333,-17.5531666667
200.82,1.41525000001,-29.0879166667,56.210625,44.4969166667,7.07541666667,30.3533452382,-5.03133333334,-14.4654166666,-36.1635833333,-11.7923333333,-16.1949166667
201.19,1.46199999998,-30.99425,57.090625,42.9825833332,7.01758333334,25.7450555555,-2.63166666667,-15.7895833334,-33.7718333333,-4.38600000001,-14.91225
201.57,17.8570833333,-5.35725,53.2737916667,47.123,24.9009166667,37.99125,20.03975,8.631,-2.57933333334,20.63475,10.119
201.95,30.117,15.7164166667,57.638875,52.193,36.7689166667,44.3086984127,35.4533333333,25.4385833333,18.421,36.54975,28.7279166667
202.33,27.86875,18.1010833333,54.4399583333,50.1366666667,34.4261666666,41.832468254,33.1284166666,23.15575,20.0820833334,35.51925,23.9755833333
202.71,27.0305833334,16.5265833333,52.1009583334,52.9410833333,34.6639166667,37.4083531746,31.9326666667,25.7001666667,19.6078333334,33.7534166667,22.549
203.09,28.5518333333,22.541,55.0545833333,54.84975,41.9399166666,41.8422539682,38.0465,31.694,22.746,38.4563333333,29.235
203.47,33.5256666666,28.07675,57.467875,59.8076666667,45.0640833333,46.3188849206,43.01275,36.2820833333,25.8975,41.41025,34.1665833333
203.85,38.96725,37.7348333333,59.2429583333,64.7886666667,50.8803333334,49.8492103175,47.0069166667,42.6056666667,33.4508333333,47.71125,41.4320833334
204.22,36.4583333333,35.8004166667,54.851875,63.7610833333,47.25875,45.3921428572,44.5175833333,43.6404166667,32.84,49.45175,41.2828333333
204.60,40.6186666667,37.7744166666,57.0110416667,67.3154166666,48.2036666667,48.1204642857,47.2555,48.9519166667,36.92625,53.3930833333,44.3113333333
204.98,47.5655833333,42.9305833334,62.6404583334,71.86325,53.8389166667,51.6117936508,55.4776666667,55.94575,42.60325,57.9588333334,49.8128333333
205.36,48.2639166667,47.4393333333,63.3896666667,71.2239166667,55.9460833334,53.4598134921,57.9861666667,58.1596666667,44.7050833333,59.0278333333,52.4740833333
205.74,50.90675,48.6615,64.961125,71.5026666667,56.00175,53.8779047619,58.20375,58.8514166667,45.1640833333,58.33325,54.361
206.12,43.3608333334,41.575,57.9441666666,67.5366666667,48.90125,46.7469880953,51.1446666667,52.74725,37.3626666667,50.91575,48.4434166667
206.50,43.23975,41.0714166667,54.931875,66.5816666666,49.4896666666,45.416281746,52.2959166667,53.3161666666,36.7346666667,50.3826666666,48.6820833333
206.87,44.5913333333,43.3894166667,56.8309166667,66.4663333333,52.40375,48.2200277778,54.7275833333,54.20675,39.4230833333,54.5674166667,50.8413333333
207.25,45.97375,41.573,57.3970416667,71.1609166666,54.1198333333,48.2744325397,56.3201666667,54.3071666667,38.7641666667,57.8653333333,51.8726666667
207.63,44.62525,40.5325,55.6706666667,67.7515,52.5149166667,44.946718254,55.5225833333,52.564,36.0454166667,58.8264166667,49.2604166666
208.01,47.5433333333,43.6896666667,58.261125,68.97875,55.0096666667,45.6693055556,59.5375833333,55.58775,38.4874166667,62.5240833333,50.9633333333
208.39,47.1506666667,41.5054166667,57.8765416667,69.35475,56.72025,44.7490912698,59.6236666667,55.0000833333,35.8065833333,61.2365833333,50.1075833334
208.77,43.8595,41.9956666666,55.4276666667,68.4211666667,57.07225,45.1597738095,58.9911666666,52.0833333333,34.5394166667,61.6775833333,50.8225
209.14,45.5849166667,44.92275,56.374125,71.3575833334,60.1545,46.2891349206,58.5540833333,55.1875833333,35.81675,63.6864166667,54.63575
209.52,45.2004166667,42.0885833333,51.8723333333,66.87775,57.5421666667,41.8273134921,53.00625,53.4284166667,33.9661666667,59.441,50.7383333333
209.90,35.87975,35.243,46.4409166666,63.5415833333,53.2409166667,31.7681309524,46.7591666666,51.273,27.9515,56.2499166667,43.6920833333
210.28,30.6409166667,32.8203333333,42.916625,60.0641666667,52.8845,27.5609920635,42.9485833333,50.38475,24.80775,56.7948333333,42.62825
210.66,20.2685,25.28225,34.8869166667,50.6355833333,45.12725,20.3557619047,31.5678333333,41.94925,14.5480833333,47.2456666667,37.1468333333
211.03,10.8414166667,19.4175,24.3527916667,42.4759166667,38.1068333333,14.3050595238,23.4628333333,34.3040833333,6.55341666668,39.4014166667,30.0160833333
211.41,13.4145833333,24.11925,27.5745416666,40.10825,34.3496666667,16.5086904762,25.4741666666,34.14625,10.8401666667,39.9729166667,30.5555
211.79,13.0118333333,23.465,27.5219166667,38.962,32.8945833333,16.363968254,23.09925,37.5,8.77191666668,37.35375,29.7514166667
212.17,4.71699999999,17.5315,20.1651666667,35.3770833333,29.4811666667,8.71898412698,16.2735,32.7830833333,3.85224999998,29.7169166667,23.5064166667
212.55,12.7084166667,25.9723333334,26.8750833333,39.9305,35.06925,16.7097142857,27.0833333333,36.5970833333,12.6388333333,36.0415833333,29.09725
212.92,12.2464166667,25.65225,27.8985416667,38.913,34.2754166667,14.7479642857,26.2318333333,39.1304166666,11.6665833333,35.3624166666,24.78275
213.30,7.23149999998,20.66125,21.7630416667,31.47375,30.0965,7.84798809523,20.3856666667,30.0964166667,8.60875,30.9228333333,16.5289166666
213.68,2.92033333334,19.302,20.4415416667,31.5528333333,29.4871666667,7.45161904761,22.22225,25.7121666667,6.90891666665,32.9773333333,14.7435
214.06,7.78691666667,23.2923333333,20.6284583334,31.2840833333,30.806,14.8874960317,24.4535833334,24.72675,8.67483333332,35.99725,17.28125
214.44,15.1234166667,26.5431666667,26.6664583333,35.0,34.568,18.724234127,30.7408333333,27.7778333333,15.2469166667,38.20975,18.0864166667
214.81,22.5718333333,33.3885833333,34.740625,42.7150833334,40.3973333333,25.8462103175,39.0726666667,34.8785,24.5585,45.9713333333,25.0000833333
215.19,23.6841666667,34.8370833333,38.189125,41.8545,42.2306666667,26.5335674603,40.1001666667,38.2831666667,23.1829166667,47.7443333333,23.9975
215.57,17.95875,27.06725,32.0413333333,35.52975,37.8554166667,20.598,32.9458333333,34.3669166667,17.9586666667,40.11625,17.05425
215.95,16.7800833333,24.3763333333,29.8185833333,35.4308333333,35.2040833333,19.6684047619,28.8549166667,33.2765833333,18.82075,38.2086666666,17.3469166666
216.32,16.9013333333,22.65275,28.550375,32.8638333334,35.0939166666,19.7323333333,28.0515833333,31.162,15.02325,39.7298333333,16.4905833333
216.70,12.53125,17.5438333333,23.1515833334,28.0074166666,30.8270833333,14.2588452381,20.30075,28.1329166667,11.5914166666,39.1605833333,10.5889166667
217.08,14.1845,15.5438333333,20.6559583333,26.3001666667,31.7376666667,13.5738214286,19.91725,26.59575,9.63383333333,38.1206666667,12.1749166667
217.46,8.20208333334,7.28349999999,11.975,22.8346666667,24.2125833333,9.16440079367,14.37,22.1129166667,3.93699999998,33.8580833333,7.02108333333
217.83,6.15616666667,1.35133333334,7.13216666667,18.994,18.9940833333,1.8090436508,6.60658333333,18.994,-2.25233333332,29.5795,1.87683333333
218.21,4.95700000001,-3.66375,6.32170833333,18.3190833334,16.8103333333,-1.95670634921,4.02283333332,15.661,-4.45400000001,26.2931666667,2.22691666667
218.59,7.53616666666,-1.81158333332,7.64495833334,17.53625,17.1739166667,1.37696031747,5.50725,17.826,-3.55075,30.8696666667,4.85508333333
218.97,16.894,3.71208333334,15.6061666667,22.0455,24.2423333333,6.88687698411,10.3788333333,24.9999166667,1.894,39.62125,12.57575
219.34,23.85075,13.9081666667,23.8792916667,32.5861666667,28.4483333333,16.1576507936,19.9425833333,28.5631666667,12.5861666667,41.4368333333,22.4138333333
219.72,23.12925,15.3628333334,27.5792916667,34.4671666667,28.5714166667,18.383531746,22.0520833333,28.85475,13.6621666667,41.26975,23.753
220.10,22.519,17.7481666667,32.0927916667,35.4963333334,31.8065833333,19.0052539683,25.89075,24.61825,14.4401666667,44.7836666667,22.5190833333
220.47,19.2746666667,16.66675,32.0292083333,32.3790833334,28.1806666666,19.7745952381,22.32825,22.32825,14.3765833334,42.3664166666,19.4655833334
220.85,14.6358333333,13.5154166667,31.3375,28.1511666667,23.9496666667,16.0363452381,18.4175,17.2269166667,8.40333333332,39.3558333333,14.3558333334
221.23,4.77283333335,3.03041666666,23.901625,19.3181666667,12.2728333333,3.3658769841,7.42433333334,7.42433333332,0.530333333357,28.3333333333,5.30291666667
221.61,9.62633333333,7.18375,29.2744583334,20.25875,16.7385833333,8.04590873016,12.2126666667,11.9970833333,4.023,31.32175,9.41091666667
221.98,9.14633333332,6.57191666665,30.3184166667,17.3440833333,18.4281666667,11.140047619,14.0244166667,10.50125,6.09758333332,30.5555833334,8.73983333333
222.36,16.0760833333,16.0105,36.9423333333,21.52225,26.3123333333,18.2446150794,22.5720833333,17.5196666667,14.9605,34.5143333334,15.1576666667
222.74,11.6530833333,16.3279166666,34.5190416667,22.3575833333,23.17075,16.6602261905,21.748,15.4471666667,11.3820833333,29.5391666667,14.0920833333
223.11,-7.09074999997,0.877166666675,17.6901666667,6.28658333333,5.92108333333,2.15122222222,6.35966666667,-3.21641666668,-4.23991666665,12.0615,-2.5585
223.49,-17.17675,-10.96925,9.94887499998,-6.71766666667,-4.67683333334,-12.613265873,-3.40133333333,-15.3061666667,-15.9014166667,4.59183333334,-14.6258333333
223.87,-10.0628333333,-3.695,11.5565833333,-1.3365,-2.43716666667,-9.88692063493,3.30191666667,-10.8490833333,-12.42125,8.80508333333,-11.94975
224.24,0.215583333318,1.93966666667,14.9065416667,7.25575,5.45983333334,0.472273809507,13.1466666667,1.22125000001,-2.87366666667,15.6609166667,-0.28741666665
224.62,3.24858333333,3.67225,15.642625,9.32208333332,6.77958333333,3.04339285714,17.3728333333,5.79108333333,-1.27116666668,16.45475,3.24866666668
225.00,5.90533333333,5.38050000002,15.87925,14.37,11.35175,4.64949603172,19.22575,9.97366666667,1.44358333334,15.2230833333,5.64291666666
225.38,8.39699999999,11.2595,16.094,19.8473333334,16.4121666667,12.3743849206,24.3639166667,11.83225,5.47083333332,21.3105833333,9.79650000001
225.75,0.95408333335,9.28741666667,14.6946666667,17.30275,14.631,8.91801984127,20.2926666666,9.16033333334,3.88033333334,17.5570833333,6.99733333333
226.13,3.10358333333,13.2758333333,15.1437916667,23.2185833333,15.5171666667,11.3517539683,24.0229166667,14.2529166667,7.64375,20.5171666667,11.8965833333
226.51,-1.20625,8.71708333333,11.156875,21.2170833333,10.8554166667,6.51880952379,19.353,11.9516666667,4.38591666666,20.1753333334,10.3618333333
226.88,3.68775,7.08825000001,11.2787083333,21.6474166667,11.92525,8.14618253968,17.385,14.9903333334,7.32758333333,20.7854166667,11.3983333333
227.26,10.4891666667,13.4326666667,16.3349166667,27.4045,17.786,11.8929722222,23.13425,21.68325,12.43775,24.9998333333,16.9568333333
227.64,6.80116666667,11.7714166667,13.6024583333,22.9446666667,16.6291666667,9.41364682539,19.843,18.2360833333,10.725,21.4125833333,14.94775
228.01,4.79691666667,10.0139166667,9.96145833333,20.028,15.196,7.1561111111,14.6009166667,15.6511666667,10.0490833333,19.9930833333,15.3010833333
228.39,2.7565,8.10900000001,6.61858333333,16.25,11.6665833333,4.05059523809,9.39116666667,11.6986666667,6.25008333333,16.3460833333,11.4103333333
228.76,0.61841666667,5.35933333333,4.09295833335,13.1625833333,9.45216666667,0.563670634921,5.62433333334,9.12833333335,4.18133333333,12.75025,8.42166666667
229.14,1.44691666667,5.78775000001,4.07287499999,11.9773333333,8.49408333334,1.48008333333,5.54658333332,9.32466666666,4.76958333332,11.7363333333,9.53925000001
229.52,2.609,5.69916666666,5.77516666665,11.8540833333,8.71324999999,2.24832936508,6.00308333334,11.0940833333,5.62308333332,10.8408333333,9.296
229.89,5.83083333333,6.79883333333,6.23224999998,13.3379166667,8.87641666668,4.05044444444,7.38900000002,11.61475,6.185,11.5910833333,10.1983333333
230.27,5.30308333333,4.38475,4.60279166667,10.3535,6.29016666666,1.62329365079,5.05058333333,10.078,4.77491666667,8.72350000001,8.01200000001
230.65,6.74041666667,4.50124999999,4.63983333334,9.32583333333,6.78666666666,2.34900793651,4.73216666667,10.0183333333,4.84749999999,8.54091666666,7.22516666667
231.02,6.86966666668,4.62699999999,5.25262499999,7.43624999999,7.81400000002,1.63783730159,4.01325000001,7.93199999998,4.08408333334,7.95558333332,7.67241666666
231.40,4.89091666667,2.77758333333,3.50183333333,4.01233333333,5.62674999999,0.42723809524,1.02108333334,4.34475,1.80433333334,5.76908333333,5.24683333332
231.78,4.63775,2.29466666667,3.15208333333,3.84066666667,4.85516666666,0.905146825395,0.265666666666,4.95183333333,0.62791666666,5.67616666666,5.19333333333
232.15,4.00299999999,0.981916666668,3.562375,2.76933333334,4.53175000001,0.785317460317,0.32725,5.74025,0.075583333335,5.33716666666,4.80866666668
232.53,2.58008333334,0.1805,4.73420833333,2.6575,4.20533333334,0.0614365079358,1.08358333334,5.39208333333,0.49025000001,5.31458333333,4.79874999999
232.90,4.45675000001,2.26783333333,7.29162499999,4.56225,6.14441666666,1.79693650794,2.84816666667,6.80366666667,2.08333333334,7.38383333333,6.69833333333
233.28,4.96224999999,2.616,7.87491666668,4.44991666667,6.31058333332,2.56204761905,3.31725,5.20491666667,2.75083333333,8.63,6.95791666667
233.66,3.98658333334,0.968833333334,6.96287499999,2.29783333333,5.45391666667,-0.11080952381,1.93808333333,2.8515,2.35316666666,8.02874999999,6.34
234.03,1.735,-1.30841666667,5.09108333334,-0.08525,3.49816666667,-2.62479761905,-0.0283333333325,-0.199166666668,0.256083333333,6.45600000001,3.612
234.41,1.295,8.33333324999e-05,4.98304166667,-0.281499999998,4.72983333333,-1.58736904762,-0.478583333334,-0.8445,-0.50675,8.58675,4.19491666667
234.78,1.651,1.93908333333,6.80016666666,2.69908333333,7.02300000001,0.821095238095,2.93491666667,1.022,1.96524999999,10.4823333333,6.63
235.16,1.83525,3.17466666667,7.60158333334,4.68750000001,7.68866666666,2.65959920635,4.29074999999,2.08341666667,4.53883333332,12.0536666667,6.02683333334
235.54,4.64883333333,4.40150000001,9.43362500001,7.93766666667,9.94066666667,4.52512698413,6.87441666666,4.42625,6.89908333333,14.7131666666,7.83899999999
235.91,4.05416666667,3.57841666667,8.55870833333,6.43141666666,9.18416666666,3.71325396826,6.88200000001,2.95308333333,6.53150000001,13.1381666667,6.35641666667
236.29,5.9455,5.87383333334,10.0525,8.978,11.36575,6.60373412698,9.12141666667,4.32175,7.87966666665,15.0669166667,8.23783333334
236.66,7.91658333332,7.19916666667,10.2776666667,9.67583333332,11.9444166667,7.82076984128,10.3934166667,5.90266666666,8.68058333332,16.52775,9.42124999998
237.04,7.62791666666,7.01058333333,9.70004166667,9.19308333333,11.4199166667,7.34950000001,10.2954166667,5.82016666667,7.76008333333,16.49025,9.63408333331
237.41,7.19408333333,6.16049999999,10.1476666667,8.71291666667,10.9493333333,6.06084126983,10.1896666667,6.22366666667,6.94091666668,15.7173333333,9.32491666666
237.79,8.02933333333,8.53616666667,11.1921666667,9.79308333333,11.7398333333,8.0503095238,11.0096666667,7.66433333334,7.48183333333,16.88975,10.19875
238.17,7.8845,8.52849999998,11.329,8.43083333332,11.45575,7.49576587301,10.10925,7.96258333334,7.27941666667,16.8031666667,10.77275
238.54,8.86858333334,8.81108333335,12.2992083333,9.15499999998,11.0283333333,7.87658333335,10.9518333333,8.83024999999,7.87458333333,15.864,11.1621666667
238.92,8.93258333334,8.67841666668,11.9099166667,8.85991666667,9.5135,7.44205952381,10.3666666667,8.51499999999,7.15324999999,14.0159166666,10.857
239.29,8.62483333333,8.09325000001,11.102625,8.05891666667,8.522,6.74600793652,9.85924999998,7.93908333334,5.62416666666,12.1055833333,10.974
239.67,4.393,4.393,7.41108333333,3.9905,4.52708333333,3.2394047619,5.95233333333,3.89008333333,1.91141666667,7.49499999999,7.81366666667
240.04,5.34866666667,4.935,7.14395833333,5.11241666668,4.89075,3.84578968254,5.79208333333,3.97458333333,2.91083333334,7.624,8.17091666666
240.42,6.32441666666,5.39125,7.16691666667,5.05458333333,5.31358333333,4.11833333334,5.72833333333,4.12125,3.99175,7.05033333333,8.28149999999
240.79,5.87358333334,4.20683333333,6.05179166667,3.81608333333,4.68958333333,3.34853968254,4.21825,3.115,3.52866666667,5.52875,7.1265
241.17,5.97891666667,3.93425,6.3145,3.97575,4.61591666667,4.04979761905,4.399,2.81891666667,4.24416666667,4.843,7.12516666667
241.54,6.33325,4.39825,6.20370833333,4.3055,5.11108333333,5.13931746032,4.6945,3.36116666667,4.78716666667,4.62041666667,7.34258333333
241.92,5.86016666667,3.78933333333,5.90616666667,3.88158333334,4.72008333333,4.58053571429,4.32591666667,2.6325,4.25041666667,4.07458333333,6.75716666667
242.29,5.97016666666,4.39458333333,5.99329166667,4.464,5.05883333333,5.06575,4.8965,2.99658333333,4.61858333333,4.30966666667,6.70366666666
242.67,5.65483333333,4.31908333333,5.60033333333,4.18841666667,5.15383333333,4.84940079365,4.72558333333,2.83825,4.515,4.28283333333,6.28625
243.05,5.18691666667,3.59583333333,5.083375,3.496,4.59466666667,4.28670634921,4.03816666667,2.34033333333,3.83841666667,3.83841666667,5.55791666667
243.42,5.09341666667,3.73525,5.11816666667,3.68541666667,4.46375,4.45553571429,4.103,2.59625,4.188,4.1595,5.43991666667
243.80,6.37608333333,5.01883333333,6.290875,5.00525,5.96691666667,5.70806349206,5.31241666667,4.14608333333,5.742,5.85108333333,6.45116666667
244.17,6.13441666667,5.16241666667,6.53975,5.12883333333,5.83258333334,5.73934920635,5.216,4.22358333333,5.66516666667,6.0405,6.51666666667
244.55,5.68658333334,4.82175,6.174625,4.79566666666,5.30658333333,5.09883730159,4.9725,4.0355,4.966,5.74558333333,5.8765
244.92,5.46808333333,4.925,6.12058333333,4.94383333334,5.231,5.20647222222,5.16866666667,4.31341666666,4.844,5.718,5.93633333333
245.30,4.68816666667,4.31883333333,5.04270833333,4.15483333333,4.41858333333,4.37466269841,4.57683333334,3.604,3.91475,5.16883333333,4.88158333333
245.67,4.08208333334,3.87466666667,4.5295,3.53108333333,3.69458333333,3.74132936508,4.224,2.88691666667,3.42733333334,4.95533333334,4.47491666667
246.05,3.98958333333,3.7065,4.12120833333,3.15533333333,3.40316666666,3.60419444445,4.17675,3.00366666667,3.35758333333,4.67241666667,4.33858333333
246.42,3.93341666667,3.56475,4.06166666667,3.005,3.1775,3.62736904762,4.17591666667,3.00491666667,3.20091666667,4.40908333333,4.41841666667
246.79,3.75591666667,3.48791666667,3.866375,3.04725,3.04291666667,3.66911507937,4.27475,2.80933333333,3.177,4.49933333333,4.5815
