wavelength,Back_ConMarm,Belly_ConMarm,Breast_ConMarm,Crissum_ConMarm,Crown_ConMarm,DorTail_ConMarm,Rump_ConMarm,Throat_ConMarm,WingTip_ConMarm
321.06,10.0438,17.4527333333,13.4068666667,18.6606666667,7.44273333333,7.67366666666,12.5816933333,14.5770666667,7.94033333333
321.43,9.97413333333,17.4940666667,13.5641333334,18.9796666667,7.4086,7.60166666666,12.5653666667,14.6878666667,7.95146666667
321.80,10.1628666667,17.7000666667,13.8486,19.384,7.61633333333,7.81360000001,12.7841,14.9422666666,8.0802
322.16,10.1556,17.7929333333,13.9282666667,19.452,7.67426666666,7.7488,12.86246,15.0375333333,8.10686666667
322.53,10.3979333333,18.107,14.4108666667,19.9864,7.93433333333,8.0198,13.1479,15.5076,8.3032
322.90,10.3688666667,18.2320666667,14.5278,20.1758666667,7.93586666666,8.02173333333,13.1460733333,15.541,8.2262
323.27,10.6146,18.5195333333,14.8659333333,20.4395333333,8.1714,8.28313333333,13.4081666667,15.9145333333,8.45260000001
323.63,11.0368,18.9724,15.2547333333,20.9588666667,8.70393333333,8.64053333333,13.7911466667,16.3656666667,8.84720000001
324.00,11.4033333333,19.2692,15.6754,21.3787333333,9.03326666667,9.03146666666,14.22068,16.7089333333,9.17406666667
324.37,11.3212666667,19.3453333333,15.7342666667,21.4583333333,8.88253333335,8.90326666667,14.10116,16.6495333333,9.11573333333
324.74,11.1878666667,19.2398,15.5672,21.4487333333,8.80873333333,8.63213333333,13.9311266667,16.5591333333,8.97226666665
325.10,10.845,19.0369333333,15.354,21.1863333333,8.47393333334,8.19186666667,13.6649,16.361,8.60593333333
325.47,10.9142,19.1942666667,15.4053333333,21.1244,8.50446666666,8.07933333333,13.50482,16.3911333333,8.49180000001
325.84,10.7527333333,19.1247333333,15.2336,20.9063333334,8.40933333333,7.78526666667,13.2586266667,16.2899333333,8.26113333333
326.21,10.7434,19.0643333333,15.1477333333,20.9726666667,8.35486666667,7.66073333334,13.1554733333,16.2434666667,8.0732
326.57,10.7481333333,18.9978666667,15.0896,20.9199333333,8.29213333333,7.53646666666,13.1027333333,16.1845333333,8.03533333333
326.94,10.7692,19.0365333333,15.1448666667,21.0378,8.337,7.48286666667,13.1632933333,16.2433333333,8.0382
327.31,10.7274666667,19.1263333333,15.0975333333,21.0774666667,8.26786666667,7.29359999999,13.1692733334,16.172,7.90413333333
327.67,10.7406,19.2456666667,15.105,21.1846,8.28926666667,7.30993333333,13.2576533333,16.2652666667,7.94546666667
328.04,10.8024666667,19.5277333333,15.1967333333,21.4246,8.44519999999,7.38819999999,13.3042733333,16.4736,7.98226666667
328.41,10.9017333333,19.7366,15.3331333333,21.7115333333,8.59773333334,7.63913333333,13.4910666667,16.7234666667,8.06026666667
328.78,11.1537333333,20.1434,15.6975333333,22.0423333333,8.87313333333,7.9316,13.7762666667,17.0870666667,8.22480000001
329.14,11.6187333333,20.6999333333,16.1586,22.579,9.30646666667,8.37013333333,14.1535666667,17.5007333333,8.59533333333
329.51,11.3865333333,20.5739333334,16.0354666667,22.4124666667,9.02579999999,8.31106666667,14.0865333333,17.3126666667,8.40973333333
329.88,11.3716,20.7227333333,16.0750666667,22.5827333333,8.89693333333,8.34159999999,14.1139133333,17.3582666667,8.41693333333
330.24,11.6798,21.1819333333,16.4342666667,22.9129333333,9.15593333334,8.73713333333,14.5429666667,17.7580666667,8.74053333334
330.61,11.8656666667,21.5053333333,16.557,23.1279333333,9.30993333334,8.90913333333,14.7261,18.069,8.75746666666
330.98,11.9322666667,21.7474,16.7659333333,23.2258666667,9.41500000001,9.07046666667,14.80698,18.2870666667,8.7702
331.34,12.0464666667,21.9644666667,16.9452666666,23.3163333333,9.59953333333,9.2696,14.9428066667,18.5213333333,8.91053333335
331.71,12.0389333333,22.0738,17.0046666667,23.3261333333,9.50373333332,9.173,14.8919333333,18.5701333333,8.75166666667
332.08,11.731,21.9381333333,16.8544666666,23.1470666667,9.17093333334,8.83666666666,14.6987533333,18.3368,8.39366666666
332.44,11.7824,21.9304666667,16.8572666667,23.1256,9.16386666667,8.73873333333,14.6117466667,18.3248,8.31673333333
332.81,11.9606,22.0817333333,17.1075333333,23.4018666667,9.33059999999,8.95986666667,14.78694,18.482,8.45646666667
333.18,11.9957333333,22.1177333333,17.1476,23.4916,9.41606666667,8.98146666667,14.8365,18.5958,8.47226666667
333.54,12.2526,22.4126666667,17.4276,23.861,9.71746666667,9.06433333333,15.0962,18.9178666667,8.60980000001
333.91,12.4557333333,22.5799333333,17.6318666667,24.0572666667,9.96260000001,9.19660000001,15.2608866667,19.1342,8.69833333333
334.28,12.3107333333,22.4806666667,17.5976666667,24.0232,9.82566666667,8.89033333333,15.0179066667,19.0676666667,8.4778
334.64,12.0942666667,22.3722,17.5134,23.9480666667,9.71066666667,8.69793333333,14.86426,18.9384666667,8.31120000001
335.01,12.2567333333,22.6198666667,17.5900666667,24.1475333333,9.80146666666,8.66673333333,15.0373,19.1306,8.37153333333
335.38,12.3974,22.7882,17.7646,24.4539333333,9.8912,8.74060000001,15.1610066667,19.3334,8.49653333334
335.74,12.3675333333,22.885,17.8656666666,24.5837333333,9.96086666668,8.86066666666,15.26674,19.5046,8.479
336.11,12.5810666667,23.0782666667,18.1142,24.7246666667,10.1743333333,8.99566666666,15.4644,19.7826666667,8.71666666666
336.47,12.7012666667,23.2603333333,18.2582,24.8762,10.3235333333,9.09459999999,15.6589066667,19.9580666667,8.88633333333
336.84,12.5318666667,23.1979333333,18.106,24.7174,10.1516,8.81260000001,15.5476933333,19.8962,8.7222
337.21,12.4114,23.2022666667,18.0596,24.7154,10.045,8.65273333333,15.5434866667,19.906,8.55593333333
337.57,12.1892,23.0817333333,17.8992,24.6367333333,9.87286666667,8.48653333333,15.37984,19.8166666667,8.35926666667
337.94,12.2526666667,23.174,18.0812666667,24.8784666667,9.98193333334,8.60273333334,15.49064,19.9588,8.45093333333
338.31,12.3912666667,23.4115333333,18.2565333333,25.0662666667,10.1576666667,8.85119999999,15.6842733333,20.0741333333,8.60226666667
338.67,12.7666,23.9310666667,18.6348666667,25.5253333333,10.4614,9.18093333333,16.1000533333,20.4448666667,8.91879999999
339.04,12.7303333333,23.9264666667,18.7200666667,25.5711333333,10.4852666667,9.20666666666,16.0399733333,20.4491333333,8.94713333334
339.40,12.7138,23.8824,18.7620666667,25.5503333333,10.5124,9.13326666667,16.0090533333,20.3922,8.80906666667
339.77,12.6881333333,23.8676,18.7237333333,25.5241333333,10.3888666667,8.92820000001,15.8867066667,20.2076666667,8.76340000001
340.14,12.6943333333,23.8986666667,18.7180666667,25.5745333333,10.4222,8.90913333333,15.82908,20.2012666667,8.64060000001
340.50,12.5114666667,23.8828,18.6612,25.5152666667,10.266,8.71059999999,15.7073333333,20.1603333333,8.40293333334
340.87,12.5747333333,23.9012666666,18.7316,25.6894666667,10.3101333333,8.81686666667,15.6933066667,20.2288,8.40639999999
341.23,12.5062,23.849,18.7146,25.6669333333,10.1718,8.74646666667,15.57966,20.0918666667,8.2254
341.60,12.781,24.1028,18.9936666667,25.8332,10.3825333333,9.01286666667,15.7870666667,20.3556666667,8.4034
341.96,12.8085333333,24.1882666667,19.04,25.8012666667,10.3865333333,8.99006666666,15.8636333333,20.3959333333,8.29926666667
342.33,12.8731333333,24.2918666666,19.1829333333,25.96,10.4740666667,8.93580000001,15.9763866667,20.5377333333,8.29366666666
342.70,12.8424666667,24.2084,19.1208666667,25.8710666666,10.3982666667,8.78813333333,15.8229666667,20.5290666667,8.17873333333
343.06,13.0137333333,24.439,19.3091333333,26.0427333333,10.5298666666,8.85566666667,16.0266066667,20.7460666667,8.21173333333
343.43,13.1023333333,24.6464666667,19.3996666667,26.1454666666,10.5491333333,8.89586666667,16.0867666667,20.8776666667,8.21533333333
343.79,13.1654,24.7954666667,19.5546666667,26.2891333333,10.6335333333,8.90033333333,16.1794933333,21.0599333333,8.19833333333
344.16,13.1373333333,24.8780666667,19.5294,26.4354,10.5923333333,8.90406666666,16.1904733334,21.1288666667,8.10886666667
344.52,13.3491333333,25.0514,19.6928666667,26.6554,10.7147333333,9.02313333333,16.3501133333,21.3024,8.22453333333
344.89,13.4047333333,25.2672,19.912,26.8174,10.8146,9.0348,16.4782066667,21.4205333333,8.22673333333
345.25,13.4295333333,25.3556666667,19.9724,26.9362666667,10.8682666667,9.02006666666,16.4535733333,21.6040666667,8.338
345.62,13.4236,25.5012,20.0407333333,27.0344666667,10.912,8.95240000001,16.5508466667,21.6677333333,8.34433333332
345.99,13.4649333333,25.6176666667,20.1635333333,27.1659333333,10.9720666667,8.9566,16.5790333333,21.7917333333,8.39139999999
346.35,13.6136666667,25.8246,20.3518,27.3195333333,11.0832666667,9.09813333333,16.7294,21.9840666667,8.5132
346.72,13.5295333333,25.8571333333,20.3936666667,27.3881333333,11.0779333333,9.05206666668,16.7611066667,21.9289333333,8.43346666666
347.08,13.3942666667,25.7567333333,20.3087333333,27.3594,10.9900666667,8.99666666667,16.6561466667,21.7931333333,8.28700000001
347.45,13.2877333333,25.7587333333,20.2493333333,27.3765333333,10.8942,8.86326666667,16.6201333333,21.7025333333,8.11879999999
347.81,13.2384666667,25.6931333333,20.2252,27.3581333333,10.8107333333,8.78226666666,16.5274133333,21.6327333333,7.9726
348.18,13.2952666667,25.7639333333,20.3681333333,27.4256,10.8337333334,8.74119999999,16.5414266667,21.6828,7.99786666667
348.54,13.3723333333,25.8805333333,20.5274,27.5309333333,10.9906666667,8.85099999999,16.65398,21.8152666667,8.1028
348.91,13.5374666667,26.0293333333,20.6608666667,27.6272666667,11.12,8.9512,16.79484,22.0000666666,8.23140000001
349.27,13.7898,26.2756,20.9218666667,27.8769333333,11.3496,9.21533333334,17.10296,22.1984666667,8.36866666667
349.64,13.8347333333,26.2767333333,20.9531333333,27.9589333333,11.3174666667,9.18806666667,17.0801933333,22.2222,8.30126666666
350.00,13.8178,26.4012,20.9324666667,28.0892666667,11.2570666667,9.16333333332,17.0801133333,22.241,8.25733333334
350.37,13.6008,26.2342,20.6811333333,27.9718,10.9618,8.93146666667,16.7919933333,22.0160666667,7.98833333333
350.73,13.6376,26.3240666667,20.6960666667,27.9974666667,11.0295333333,8.91706666667,16.7819733333,22.0904,7.99986666667
351.10,13.6032,26.337,20.6560666667,27.9506666667,10.932,8.80913333333,16.70538,22.1238666667,7.9364
351.46,13.777,26.5327333333,20.8462,28.1249333333,11.0772,8.89793333332,16.77668,22.3511333333,8.12053333333
351.83,13.971,26.8450666667,21.0903333334,28.4042666667,11.2881333333,9.08399999999,17.0178,22.6826666667,8.35933333333
352.19,14.2025333333,27.1560666667,21.3192,28.6238,11.4946666667,9.26566666667,17.2556066667,22.9253333333,8.54799999999
352.55,14.1862666667,27.2163333333,21.3242666667,28.6524666667,11.4732666666,9.19140000001,17.25034,22.9432666667,8.54253333334
352.92,14.2537333333,27.3677333333,21.3844,28.7826666667,11.4892666667,9.28626666668,17.28534,23.0689333333,8.56533333334
353.28,14.2246,27.4585333333,21.4326666667,28.8085333333,11.5165333333,9.21833333333,17.2822533333,23.1893333333,8.499
353.65,14.4252666667,27.8045333333,21.7253333333,29.0888666667,11.7911333333,9.4932,17.49408,23.4926666667,8.78433333333
354.01,14.5996,28.0017333333,21.9304666667,29.1964666667,12.0062,9.63206666667,17.6524733333,23.6165333333,8.91906666668
354.38,14.7997333333,28.2243333333,22.1812,29.4497333333,12.2708,9.80726666667,17.8395,23.8592666667,9.07600000001
354.74,14.9199333333,28.3965333334,22.3328,29.6446666666,12.3141333333,9.91973333333,17.9454266667,24.0079333333,9.13406666667
355.11,15.2366666667,28.6811333334,22.6516666667,29.9745333333,12.6141333333,10.1374,18.18826,24.3255333333,9.3608
355.47,15.2968666667,28.784,22.78,30.0124,12.6929333333,10.2215333333,18.2933133333,24.4882666667,9.3572
355.83,15.4315333333,28.9302666667,22.8591333333,30.1240666667,12.8644666667,10.3421333333,18.4169333334,24.5817333333,9.40546666667
356.20,15.4714666667,29.0255333333,22.9349333333,30.2083333333,12.9110666667,10.395,18.46602,24.6772666667,9.4336
356.56,15.6066,29.1605333333,23.114,30.3862666667,13.0271333333,10.5228,18.5353533333,24.8362,9.48393333333
356.93,15.5870666667,29.2064666667,23.1301333333,30.4514666667,13.0466666667,10.4172,18.53884,24.8472666667,9.43593333333
357.29,15.6982,29.2908,23.2557333333,30.5572666667,13.1078666667,10.5141333333,18.6006866667,24.8996,9.52660000001
357.66,15.7101333333,29.2694,23.3132,30.5663333333,13.1007333333,10.4512,18.5857,24.8660666667,9.45466666667
358.02,15.7928,29.4174,23.4516666667,30.7658,13.1602,10.4903333333,18.67342,25.0344,9.48180000001
358.38,15.6798,29.4693333333,23.4405333333,30.7206,13.0506666667,10.3581333333,18.67194,25.0471333333,9.36980000001
358.75,15.6982666667,29.5472666667,23.5752,30.8568,13.1168666667,10.3444,18.7540666666,25.1647333333,9.36279999999
359.11,15.6389333333,29.6501333333,23.6526666667,30.9321333333,13.1372,10.3907333333,18.8028466667,25.2176666667,9.36233333335
359.48,15.6480666667,29.6974,23.6978,31.0301333333,13.1132,10.3851333333,18.81108,25.2498,9.33353333334
359.84,15.6386666667,29.7633333333,23.7598666667,31.0712,13.066,10.3601333333,18.8017066667,25.2910666667,9.30239999999
360.20,15.6025333333,29.7636,23.7620666667,31.1133333333,13.0638,10.3622,18.7643466667,25.2939333333,9.27499999999
360.57,15.6608666667,29.9644,23.8166666666,31.2680666667,13.1218,10.379,18.83168,25.3862,9.27546666667
360.93,15.7372,30.0543333333,23.9002666667,31.3958,13.1785333333,10.461,18.8693533334,25.4674666667,9.29833333334
361.29,15.6553333333,30.1416666667,23.8652,31.4448,13.1323333333,10.3370666667,18.79712,25.4152,9.17006666667
361.66,15.6675333333,30.2560666667,23.8768666667,31.5639333334,13.1411333333,10.3398666667,18.8105333333,25.4753333333,9.17593333334
362.02,15.586,30.2387333333,23.8092666667,31.49,13.0465333333,10.232,18.7526533333,25.4449333333,9.05713333333
362.39,15.746,30.351,23.9516666667,31.6766666667,13.223,10.4022,18.87186,25.5815333333,9.21000000001
362.75,15.8112666667,30.4627333333,24.0708,31.7748666667,13.2942,10.4436666667,18.8782533333,25.6218666667,9.28079999999
363.11,15.7817333333,30.5077333333,24.0333333333,31.7819333333,13.2201333333,10.3076,18.8158333333,25.5773333333,9.1718
363.48,15.7356,30.5706,24.0536666666,31.8403333333,13.2204666667,10.2571333333,18.7967733333,25.5696,9.17133333333
363.84,15.6698,30.5800666667,24.0488666667,31.8774,13.1352,10.1376666667,18.7222933333,25.5082666667,9.07260000001
364.20,15.6435333333,30.6222666667,24.0744,31.8915333333,13.0942,10.0486,18.6764133333,25.5182,8.99613333334
364.57,15.6193333333,30.5953333334,24.0849333334,31.9006666667,13.0398,10.0162666667,18.6729133333,25.5396,8.93639999999
364.93,15.5795333333,30.6597333333,24.1566666667,31.8876,13.0293333333,9.9756,18.65936,25.5292666667,8.89619999999
365.29,15.7355333334,30.8344,24.353,32.0336,13.1364,10.0983333333,18.80228,25.7570666667,9.02613333334
365.66,15.7286666667,30.8524,24.4459333333,32.0820666667,13.139,10.0597333333,18.78526,25.7813333333,8.9882
366.02,15.7869333333,30.9640666667,24.5518,32.2074,13.2488,10.1,18.7762933333,25.8414,9.03073333334
366.38,15.7553333333,30.9823333333,24.5409333333,32.1453333334,13.1804,9.9376,18.6698333333,25.8148,8.95200000001
366.75,15.8282666667,31.0528666667,24.5752,32.1500666667,13.2466666667,9.96599999999,18.70408,25.9066666667,8.97466666667
367.11,15.9291333334,31.1659333334,24.7083333333,32.2593333333,13.3889333333,10.0755333333,18.8165666667,26.0546666667,9.09580000001
367.47,16.0601333334,31.332,24.8796,32.4168,13.5341333333,10.1646,18.8815666667,26.2300666667,9.148
367.84,16.0707333333,31.2783333333,24.9170666667,32.4470666666,13.574,10.1804666667,18.85338,26.3267333333,9.17453333334
368.20,16.0972666667,31.385,25.04,32.4587333333,13.6401333333,10.2117333333,18.9297933333,26.3658,9.18373333333
368.56,16.0360666667,31.4429333333,25.0796,32.4612,13.6616,10.1348,18.9258333333,26.3631333333,9.16206666667
368.93,15.9824,31.4988666667,25.0846,32.5322666667,13.5745333333,10.0042,18.8834266667,26.4014,9.07066666667
369.29,15.9313333333,31.4651333333,25.1113333333,32.5386,13.5653333333,9.94440000001,18.8325333333,26.3672,8.99953333333
369.65,15.8822,31.5136,25.0910666667,32.5209333333,13.5597333333,9.93939999999,18.8527333333,26.4686,8.97653333334
370.01,15.9396,31.5978666667,25.1956666667,32.6308,13.5755333333,10.0413333333,18.9252133333,26.5449333333,9.0228
370.38,15.8766666667,31.7358666667,25.2105333333,32.7182666667,13.542,10.0563333333,18.906,26.5538,8.96399999999
370.74,15.7111333333,31.733,25.1456666667,32.7162666667,13.3929333333,9.9454,18.8429933333,26.5137333333,8.79186666667
371.10,15.7462666667,31.8019333333,25.2566666667,32.8057333333,13.3839333333,9.96206666665,18.8472666667,26.5799333333,8.77486666667
371.46,15.7216,31.8166,25.2266666667,32.8296,13.3448,9.90893333332,18.8501933333,26.5347333333,8.73073333333
371.83,15.8070666667,32.0416,25.3780666666,32.9882,13.4204666666,9.9968,18.9751333333,26.6353333333,8.79160000001
372.19,15.9057333333,32.0935333333,25.4127333333,33.1228666667,13.4498,10.0338,18.9827733333,26.7356666667,8.829
372.55,16.0280666666,32.2184666667,25.5674666667,33.3326666667,13.5503333333,10.1478666667,19.0374466667,26.8686666667,8.90259999999
372.92,16.2041333333,32.3805333333,25.7706,33.4994,13.7390666667,10.2886666667,19.1842933333,27.03,9.00879999999
373.28,16.2462,32.4932666667,25.8132,33.6182,13.7802,10.3318666667,19.2246866667,27.1064666667,9.08553333333
373.64,16.3583333333,32.6193333333,25.9357333333,33.759,13.7774666667,10.3407333333,19.2553,27.165,9.07153333333
374.00,16.3324666667,32.608,25.9428666667,33.7449333333,13.7659333334,10.2867333333,19.2321066667,27.1834,9.05953333333
374.37,16.4511333333,32.7515333333,26.149,33.9277333333,13.9068,10.3878,19.3820666667,27.3692,9.15033333333
374.73,16.5008666667,32.8347333333,26.1769333333,33.994,13.9387333333,10.4003333333,19.3924466667,27.3968666667,9.16106666667
375.09,16.4588666667,32.8994666667,26.1357333333,34.0713333333,13.9018,10.3571333333,19.3761933333,27.3884,9.14306666667
375.45,16.5001333333,33.0138666667,26.2546,34.1794,13.9496666667,10.4106666667,19.4397066667,27.5072666667,9.18066666667
375.81,16.5146,33.0429333333,26.2824666667,34.1896666667,13.9142,10.4182,19.43718,27.5476666667,9.1552
376.18,16.4763333333,33.1379333333,26.3173333333,34.2698,13.9044666667,10.4049333333,19.4694533333,27.5523333333,9.1378
376.54,16.4995333333,33.2160666667,26.3390666667,34.2846666667,13.9139333333,10.4184,19.4833333334,27.5816666667,9.154
376.90,16.4941333333,33.2215333333,26.3308,34.3142,13.8972,10.4390666667,19.4895333333,27.5886666667,9.19606666667
377.26,16.4965333333,33.2407333333,26.3646666667,34.3091333333,13.9394666667,10.4710666667,19.5233733333,27.6176666666,9.19553333333
377.63,16.4924666667,33.3398666667,26.3666666667,34.3464666667,13.9686,10.4874666667,19.5547,27.6271333333,9.2258
377.99,16.553,33.5298,26.5266666667,34.5254666667,14.0223333333,10.5371333333,19.6486333333,27.7558,9.25566666667
378.35,16.5512666667,33.5801333333,26.5557333333,34.5939333333,14.0162666667,10.5462666667,19.65216,27.7648,9.27193333333
378.71,16.6038666667,33.7054666667,26.6918666667,34.7538666667,14.0475333333,10.5945333333,19.7326733333,27.8407333333,9.34546666666
379.07,16.6565333333,33.7621333333,26.7998666667,34.785,14.1102666667,10.6738666667,19.7694666667,27.8780666667,9.37713333333
379.44,16.6772,33.7554666667,26.8251333334,34.802,14.0942,10.6670666667,19.7363933333,27.8822,9.37046666667
379.80,16.7102666667,33.9072666667,26.9341333333,34.9408,14.1862,10.6997333333,19.7821,27.9537333333,9.39993333333
380.16,16.7879333333,34.0247333334,27.0772666667,35.0782,14.2570666667,10.7687333333,19.8527066666,28.0762666667,9.46826666667
380.52,16.8068,34.1232,27.1425333333,35.1657333333,14.2962666667,10.7588,19.9213933333,28.1107333333,9.48180000001
380.88,16.8793333334,34.295,27.2491333333,35.3105333333,14.3664,10.8158666667,19.9886,28.2671333333,9.51966666667
381.24,16.8851333333,34.3940666667,27.2862,35.4214,14.3507333333,10.8653333333,19.9916533333,28.3134666667,9.51253333334
381.61,16.9484666667,34.5146,27.4242,35.5373333334,14.3994666667,10.9326,20.0629866667,28.4057333333,9.53906666666
381.97,16.9714666667,34.5938666667,27.4644,35.6031333333,14.4203333334,10.9643333333,20.09372,28.4228,9.56626666667
382.33,16.9949333333,34.6212,27.5030666667,35.6337333333,14.4006666667,10.9258666667,20.11026,28.4438,9.52779999999
382.69,17.0382666666,34.6648,27.5646,35.6640666667,14.4326,10.9524666667,20.1083933333,28.4816,9.51533333334
383.05,17.0598,34.7582,27.6502,35.8075333333,14.4696,10.9696666667,20.1985333333,28.5514666667,9.53506666666
383.41,17.093,34.9456,27.7729333333,35.9787333333,14.5498,11.0068666667,20.3343333333,28.6719333333,9.58000000001
383.77,17.1386666667,34.994,27.8336,36.0332,14.6000666667,11.0310666667,20.38836,28.7183333333,9.62653333332
384.14,17.1531333333,35.0392666667,27.8496,36.0508,14.5701333333,11.0112666667,20.4078866667,28.7001333333,9.59933333333
384.50,17.0922,35.0126,27.8305333333,36.0594,14.507,11.0008666667,20.3481,28.6758,9.54233333333
384.86,17.0632,35.0112,27.8402666667,36.0566666667,14.4560666667,10.9964,20.32264,28.6198,9.51740000001
385.22,17.1004666667,35.1113333334,27.965,36.1664666667,14.486,10.9709333333,20.3928733334,28.7239333333,9.53459999999
385.58,17.1447333333,35.1832666667,28.0155333333,36.2454666667,14.5004,10.9940666667,20.4245733333,28.8018,9.56999999999
385.94,17.1285333334,35.1676666667,28.0004666667,36.2343333333,14.4946,10.9770666667,20.4060733333,28.8006,9.57226666667
386.30,17.1955333333,35.2496666667,28.0614666667,36.2862666667,14.5380666667,11.0853333333,20.4303133333,28.8796666667,9.62059999999
386.66,17.2116,35.3083333334,28.1389333334,36.4020666667,14.5532,11.1366,20.5059,28.9735333334,9.64200000001
387.03,17.2308,35.3522,28.1633333333,36.4596666667,14.508,11.09,20.4845066667,29.0318666667,9.58913333333
387.39,17.2725333333,35.3734,28.2134666667,36.4618,14.5162666667,11.1369333333,20.4551866667,29.0298666667,9.62333333333
387.75,17.2806,35.424,28.2636,36.5106,14.5118,11.174,20.4620333333,29.0571333333,9.60593333335
388.11,17.2978,35.4760666666,28.3318,36.625,14.5526666667,11.2009333333,20.4870066667,29.136,9.6346
388.47,17.4435333333,35.6438666667,28.5258,36.7683333334,14.654,11.2856666667,20.6160933333,29.3077333333,9.75533333333
388.83,17.434,35.6680666667,28.5595333333,36.8198666667,14.6368,11.2306666667,20.6234066667,29.3466,9.71826666665
389.19,17.5028666666,35.7942,28.6152666667,36.8754666667,14.6972,11.3034,20.62998,29.4352666666,9.74246666667
389.55,17.4884666667,35.8112,28.626,36.8952,14.6756666667,11.2606,20.6143733333,29.4641333333,9.68973333333
389.91,17.5383333333,35.9082666667,28.7260666667,37.0062666667,14.6818666667,11.2796,20.6506933333,29.5308,9.66706666667
390.27,17.5062,35.9867333333,28.8186,37.1027333333,14.7015333333,11.2458666667,20.6931466667,29.5710666667,9.65833333334
390.63,17.4934,36.0836,28.838,37.1554,14.7250666667,11.2248,20.6862866667,29.5814,9.65599999999
391.00,17.5106,36.2402666667,28.923,37.2489333334,14.7850666667,11.2639333333,20.72808,29.6526666667,9.70500000001
391.36,17.4393333333,36.2502,28.8912,37.3186666667,14.7326,11.1982666667,20.7334866667,29.6588,9.64526666667
391.72,17.437,36.3074,28.9253333333,37.3542,14.7479333333,11.2186,20.7792866667,29.7348,9.68026666667
392.08,17.4492666667,36.3923333333,28.9775333333,37.428,14.7694666667,11.2376666667,20.7666733333,29.7718666667,9.67893333333
392.44,17.3948,36.3808666667,28.9402666667,37.4214666667,14.7274666667,11.2122,20.6937533333,29.7528,9.58679999999
392.80,17.4364,36.4648666667,28.9891333333,37.4644666667,14.814,11.2793333333,20.7387533333,29.7592666667,9.64593333333
393.16,17.4147333333,36.4246,29.0129333333,37.4994,14.7849333333,11.2762,20.7563333333,29.7112666667,9.62933333333
393.52,17.3224,36.3854666667,28.9791333333,37.4676666667,14.7476666667,11.2200666667,20.6875,29.6026666667,9.58973333334
393.88,17.3087333333,36.3873333333,29.0071333333,37.5162666667,14.7371333333,11.2004666667,20.6626333333,29.6116,9.59113333334
394.24,17.3139333333,36.4132666667,28.9828,37.5874,14.686,11.1585333333,20.6282733333,29.6306666667,9.5352
394.60,17.3158666667,36.3994,28.998,37.5858666666,14.6767333333,11.1420666667,20.5868466667,29.6263333333,9.50326666667
394.96,17.3282666667,36.353,29.0054,37.546,14.7084,11.1846,20.5793066666,29.5995333333,9.5302
395.32,17.3892,36.4508666667,29.0767333333,37.6278,14.7247333333,11.2098,20.61988,29.6724666667,9.52486666667
395.68,17.4226666667,36.5109333333,29.07,37.7008,14.7314666667,11.1518666667,20.5740866667,29.6538,9.50313333334
396.04,17.4420666666,36.5683333333,29.1050666667,37.7498666667,14.7412,11.1532666667,20.6244266666,29.7,9.49819999999
396.40,17.4456666667,36.6221333333,29.1758666667,37.8262,14.7474,11.1596,20.63996,29.7247333333,9.52933333333
396.76,17.4544,36.7047333334,29.2337333333,37.9461333333,14.7229333333,11.1602,20.64792,29.7966666667,9.52973333333
397.12,17.439,36.7860666667,29.2652666667,38.0062666667,14.685,11.0916666667,20.61748,29.7938666667,9.50253333334
397.48,17.5397333333,36.948,29.384,38.2325333333,14.7716666667,11.1725333333,20.7096333333,29.9446,9.56006666667
397.84,17.5556,37.0426,29.451,38.3197333333,14.7981333333,11.1838666667,20.7526733333,30.0264,9.56786666668
398.20,17.5869333334,37.0982,29.5033333333,38.3574666666,14.8650666667,11.2572,20.8184133333,30.0575333333,9.65866666665
398.56,17.6604,37.2132666667,29.5813333333,38.4620666667,14.8976,11.3090666667,20.89268,30.179,9.70886666667
398.92,17.6299333333,37.2565333333,29.5933333333,38.5348666667,14.8718666667,11.2602,20.8723933333,30.2188,9.66986666667
399.28,17.5959333333,37.2691333333,29.6047333333,38.5330666667,14.8690666667,11.2334666667,20.8277666667,30.1918,9.66473333333
399.64,17.5638666667,37.2612,29.6374666667,38.5747333333,14.8065333333,11.2466,20.83828,30.1837333333,9.61766666667
400.00,17.6041333333,37.3519333333,29.7079333333,38.693,14.8505333333,11.2863333333,20.8563733333,30.2193333333,9.65846666666
400.36,17.6018666667,37.4251333333,29.7254,38.7091333333,14.8275333333,11.2558,20.86758,30.2421333333,9.6408
400.72,17.5678,37.4329333333,29.7368666667,38.6991333333,14.7970666667,11.2186,20.8381333333,30.2458666666,9.58913333333
401.08,17.5384666667,37.4664666667,29.7124,38.7225333333,14.7886666667,11.2298666667,20.86184,30.272,9.57913333333
401.44,17.5062,37.4699333333,29.7146,38.7070666667,14.7288,11.1969333333,20.80628,30.2258,9.52793333334
401.80,17.5518,37.5742666667,29.7673333333,38.7733333333,14.7785333333,11.2354,20.86746,30.2604,9.55173333334
402.16,17.5622666667,37.6859333333,29.84,38.8478,14.8069333333,11.2522666667,20.88304,30.3380666667,9.55093333334
402.52,17.5596,37.6759333333,29.8769333333,38.9100666667,14.7947333333,11.2468666667,20.88924,30.3154666667,9.56486666666
402.88,17.6184,37.7859333333,29.9565333334,39.0323333333,14.7998666667,11.3155333333,20.93234,30.365,9.60979999999
403.24,17.6482,37.8393333333,29.994,39.0978,14.7979333333,11.3391333333,20.95942,30.4351333333,9.62166666667
