wavelength,Back_HemRucf,Belly_HemRucf,Breast_HemRucf,Crissum_HemRucf,Crown_HemRucf,DorTail_HemRucf,Patch10_HemRucf,Patch11_HemRucf,Rump_HemRucf,Throat_HemRucf,WingTip_HemRucf
563.99,13.44,46.5763333333,31.6746666667,30.6283333333,13.0846666667,12.911,13.9063333333,27.799,20.2793333333,38.3946666667,12.617
564.33,13.4673333333,46.6606666667,31.7813333333,30.681,13.11,12.9983333333,13.9776666667,27.8493333333,20.3033333333,38.4906666667,12.6676666667
564.67,13.432,46.723,31.76,30.615,13.0646666667,12.948,13.9573333333,27.8173333333,20.193,38.4863333333,12.6623333333
565.01,13.3786666667,46.6753333333,31.698,30.5626666667,13.039,12.8633333333,13.8766666667,27.8383333333,20.2093333333,38.4156666667,12.6683333333
565.35,13.5203333333,46.7616666667,31.7833333333,30.5396666667,13.1136666667,13.023,13.984,27.9033333333,20.324,38.5506666667,12.7486666667
565.69,13.449,46.6753333333,31.6766666667,30.3586666667,13.008,12.9306666667,13.9233333333,27.7976666667,20.208,38.503,12.6433333333
566.03,13.391,46.5933333333,31.658,30.2716666667,12.9146666667,12.8426666667,13.858,27.743,20.1216666667,38.4503333333,12.5983333333
566.37,13.424,46.6313333333,31.6743333333,30.301,12.985,12.8796666667,13.9323333333,27.7473333333,20.19,38.5196666667,12.5976666667
566.71,13.452,46.7173333333,31.663,30.363,13.0153333333,12.8213333333,13.8983333333,27.871,20.1773333333,38.566,12.6676666667
567.05,13.4766666667,46.683,31.6076666667,30.3703333333,13.0143333333,12.8546666667,13.9183333333,27.8586666667,20.1576666667,38.5586666667,12.6996666667
567.39,13.4186666667,46.6556666667,31.607,30.3536666667,12.9876666667,12.852,13.8456666667,27.811,20.1466666667,38.5723333333,12.678
567.73,13.453,46.5676666667,31.5736666667,30.362,13.048,12.859,13.8063333333,27.753,20.157,38.4946666667,12.67
568.07,13.4413333333,46.5213333333,31.575,30.3633333333,12.9976666667,12.862,13.7483333333,27.7326666667,20.158,38.4223333333,12.6826666667
568.41,13.4203333333,46.4326666667,31.5663333333,30.4,13.0286666667,12.8986666667,13.803,27.7336666667,20.232,38.443,12.706
568.75,13.4903333333,46.5656666667,31.659,30.4453333333,13.08,12.971,13.8673333333,27.7826666667,20.2356666667,38.5656666667,12.7646666667
569.09,13.407,46.6013333333,31.619,30.454,13.0203333333,12.9093333333,13.846,27.7183333333,20.1776666667,38.5076666667,12.769
569.43,13.367,46.6596666667,31.66,30.5523333333,13.0283333333,12.9393333333,13.818,27.7506666667,20.1793333333,38.504,12.8326666667
569.77,13.3626666667,46.7223333333,31.6673333333,30.5883333333,13.0656666667,12.9603333333,13.832,27.7213333333,20.1826666667,38.537,12.8876666667
570.11,13.3553333333,46.7396666667,31.644,30.5656666667,12.9926666667,12.893,13.806,27.6486666667,20.143,38.4893333333,12.8686666667
570.45,13.3533333333,46.6733333333,31.5916666667,30.502,12.9866666667,12.9183333333,13.7626666667,27.545,20.1073333333,38.4596666667,12.8046666667
570.79,13.3703333333,46.7366666667,31.6806666667,30.5626666667,13.0233333333,12.9346666667,13.821,27.549,20.152,38.5286666667,12.819
571.13,13.468,46.9,31.7823333333,30.6663333333,13.098,13.037,13.9093333333,27.6493333333,20.1826666667,38.6253333333,12.931
571.47,13.421,46.9203333333,31.772,30.6033333333,13.0623333333,13.052,13.9116666667,27.6406666667,20.17,38.6233333333,12.968
571.81,13.3963333333,46.9503333333,31.7413333333,30.6156666667,13.0833333333,13.0506666667,13.9363333333,27.576,20.1983333333,38.692,12.9773333333
572.15,13.4483333333,46.9016666667,31.8043333333,30.6073333333,13.0796666667,13.0813333333,13.908,27.6063333333,20.2246666667,38.7063333333,13.0183333333
572.49,13.4266666667,46.951,31.8136666667,30.6933333333,13.0856666667,13.1406666667,13.9183333333,27.6056666667,20.232,38.756,13.062
572.83,13.427,46.9476666667,31.872,30.7356666667,13.107,13.132,13.8933333333,27.6523333333,20.216,38.852,13.094
573.17,13.5086666667,46.971,31.9136666667,30.7446666667,13.1796666667,13.1546666667,13.936,27.685,20.3086666667,38.872,13.1223333333
573.51,13.5136666667,47.021,31.9196666667,30.7413333333,13.193,13.153,13.916,27.6976666667,20.3186666667,38.898,13.125
573.85,13.513,47.0806666667,31.9806666667,30.7463333333,13.2176666667,13.1806666667,13.931,27.7513333333,20.3546666667,38.966,13.1803333333
574.19,13.487,47.1193333333,32.056,30.8116666667,13.2193333333,13.2313333333,14.006,27.789,20.4533333333,39.0553333333,13.2283333333
574.53,13.54,47.13,32.0296666667,30.8146666667,13.2093333333,13.2756666667,13.9973333333,27.8376666667,20.4663333333,39.042,13.2593333333
574.87,13.4823333333,47.0063333333,31.9563333333,30.7636666667,13.1976666667,13.234,13.9446666667,27.758,20.444,39.0033333333,13.234
575.21,13.502,47.0906666667,31.9996666667,30.7846666667,13.148,13.2036666667,13.938,27.763,20.4076666667,39.0243333333,13.2056666667
575.55,13.542,47.065,32.0046666667,30.7686666667,13.1953333333,13.2503333333,13.9326666667,27.7926666667,20.3386666667,38.9943333333,13.1686666667
575.89,13.5386666667,47.1366666667,31.9993333333,30.8003333333,13.2163333333,13.2593333333,13.939,27.7603333333,20.275,39.0003333333,13.1363333333
576.22,13.5733333333,47.1316666667,32.013,30.7866666667,13.2213333333,13.2356666667,13.9403333333,27.7743333333,20.308,39.0,13.1233333333
576.56,13.6083333333,47.0246666667,31.9243333333,30.7776666667,13.255,13.26,13.9603333333,27.7646666667,20.339,38.8806666667,13.127
576.90,13.6133333333,46.9636666667,31.9346666667,30.8096666667,13.2513333333,13.294,13.9876666667,27.796,20.3556666667,38.896,13.1683333333
577.24,13.7296666667,46.9483333333,32.03,30.862,13.311,13.3906666667,14.0963333333,27.8433333333,20.41,38.9,13.2343333333
577.58,13.773,47.008,32.1143333333,30.949,13.3646666667,13.4626666667,14.11,27.9176666667,20.446,38.9786666667,13.306
577.92,13.785,47.0376666667,32.0903333333,30.979,13.357,13.4703333333,14.0516666667,27.8966666667,20.415,38.9306666667,13.2803333333
578.26,13.734,47.0036666667,32.1073333333,30.9893333333,13.3526666667,13.478,14.0726666667,27.799,20.403,38.8866666667,13.276
578.60,13.7523333333,47.0916666667,32.1196666667,30.9973333333,13.34,13.4586666667,14.1206666667,27.774,20.4036666667,38.7606666667,13.258
578.94,13.69,47.0486666667,32.0983333333,31.0206666667,13.361,13.421,14.0753333333,27.705,20.4403333333,38.7453333333,13.2533333333
579.28,13.6606666667,47.0796666667,32.187,31.0206666667,13.3706666667,13.3943333333,14.1516666667,27.7863333333,20.5326666667,38.7433333333,13.349
579.61,13.7586666667,47.1503333333,32.2753333333,31.112,13.4983333333,13.494,14.217,27.8586666667,20.6833333333,38.7856666667,13.498
579.95,13.775,47.1696666667,32.316,31.155,13.5286666667,13.621,14.3056666667,27.892,20.7113333333,38.7933333333,13.5593333333
580.29,13.8356666667,47.3383333333,32.4153333333,31.232,13.5646666667,13.6586666667,14.2906666667,27.9283333333,20.806,38.8946666667,13.5583333333
580.63,13.8036666667,47.3803333333,32.3593333333,31.132,13.572,13.652,14.3086666667,27.9183333333,20.816,38.9043333333,13.614
580.97,13.7026666667,47.307,32.188,31.119,13.5186666667,13.6633333333,14.1936666667,27.8213333333,20.7913333333,38.8666666667,13.5996666667
581.31,13.622,47.218,32.1483333333,31.1286666667,13.5613333333,13.6433333333,14.1796666667,27.7756666667,20.7893333333,38.7533333333,13.585
581.65,13.6646666667,47.216,32.2273333333,31.1686666667,13.6216666667,13.6563333333,14.204,27.7776666667,20.792,38.741,13.5976666667
581.98,13.7253333333,47.2213333333,32.2666666667,31.2093333333,13.7933333333,13.7253333333,14.171,27.8596666667,20.7683333333,38.838,13.6773333333
582.32,13.766,47.155,32.3503333333,31.2856666667,13.837,13.826,14.2456666667,27.9346666667,20.8393333333,38.9996666667,13.7993333333
582.66,13.8316666667,47.1473333333,32.3306666667,31.266,13.8563333333,13.9723333333,14.2683333333,28.0093333333,20.7756666667,38.994,13.8273333333
583.00,13.8723333333,47.1766666667,32.3063333333,31.326,13.9083333333,14.0496666667,14.1773333333,27.9823333333,20.7256666667,39.081,13.8363333333
583.34,13.7313333333,47.155,32.282,31.2353333333,13.7923333333,14.0296666667,14.145,27.9396666667,20.6443333333,39.028,13.733
583.68,13.7063333333,47.1306666667,32.2913333333,31.2373333333,13.7566666667,13.984,14.0706666667,27.8906666667,20.6576666667,38.9693333333,13.7793333333
584.01,13.695,47.0856666667,32.295,31.263,13.7273333333,14.0403333333,14.107,27.839,20.576,38.9716666667,13.8346666667
584.35,13.8103333333,47.1026666667,32.363,31.3976666667,13.801,14.1716666667,14.222,27.83,20.619,39.0153333333,13.8816666667
584.69,13.8026666667,47.2703333333,32.5973333333,31.445,13.8976666667,14.1383333333,14.2516666667,27.934,20.725,39.0866666667,13.93
585.03,13.9833333333,47.3916666667,32.7106666667,31.6066666667,14.0066666667,14.318,14.3393333333,28.0023333333,20.872,39.19,14.081
585.37,13.9203333333,47.391,32.6893333333,31.5553333333,13.9973333333,14.2746666667,14.331,27.9773333333,20.9136666667,39.1976666667,14.184
585.70,14.0116666667,47.497,32.7516666667,31.6496666667,13.9813333333,14.3576666667,14.4203333333,28.0003333333,21.033,39.2313333333,14.3153333333
586.04,14.0143333333,47.6026666667,32.7973333333,31.671,14.0023333333,14.288,14.375,27.93,21.0143333333,39.2963333333,14.2743333333
586.38,14.068,47.6393333333,32.8803333333,31.7566666667,14.063,14.2523333333,14.3903333333,27.923,21.1133333333,39.372,14.3316666667
586.72,14.0543333333,47.667,32.828,31.7213333333,14.0493333333,14.1916666667,14.4266666667,27.88,21.18,39.3016666667,14.2916666667
587.06,14.0893333333,47.7076666667,32.7753333333,31.7103333333,14.101,14.2333333333,14.4576666667,27.8713333333,21.1796666667,39.319,14.3906666667
587.39,14.1146666667,47.6556666667,32.7523333333,31.6733333333,14.117,14.1816666667,14.426,27.863,21.1753333333,39.3406666667,14.3316666667
587.73,14.103,47.6633333333,32.776,31.5996666667,14.0983333333,14.151,14.4216666667,27.8823333333,21.2253333333,39.337,14.3003333333
588.07,14.0406666667,47.6963333333,32.8076666667,31.5876666667,14.043,14.0866666667,14.3333333333,27.8716666667,21.1916666667,39.291,14.235
588.41,14.134,47.631,32.7153333333,31.5973333333,13.9886666667,14.1613333333,14.3886666667,27.8206666667,21.1443333333,39.2846666667,14.3183333333
588.74,14.0386666667,47.5173333333,32.6723333333,31.3883333333,13.935,14.0453333333,14.4193333333,27.729,21.0266666667,39.37,14.22
589.08,14.019,47.5803333333,32.6746666667,31.4316666667,13.94,14.0213333333,14.4523333333,27.7293333333,20.9613333333,39.375,14.177
589.42,13.9556666667,47.4603333333,32.597,31.343,13.906,13.9333333333,14.4486666667,27.7043333333,20.92,39.3273333333,14.039
589.76,14.0536666667,47.4973333333,32.606,31.3766666667,13.9616666667,14.0516666667,14.5763333333,27.8196666667,21.0246666667,39.3246666667,14.0536666667
590.09,14.0546666667,47.5456666667,32.636,31.3713333333,13.953,14.077,14.6073333333,27.8133333333,21.0286666667,39.3073333333,14.0953333333
590.43,14.0536666667,47.48,32.6803333333,31.364,13.9036666667,14.076,14.627,27.8103333333,20.984,39.346,14.162
590.77,14.0716666667,47.4386666667,32.7116666667,31.418,13.8733333333,14.0373333333,14.591,27.795,21.038,39.416,14.1103333333
591.11,14.0303333333,47.4213333333,32.7093333333,31.3946666667,13.818,13.9963333333,14.5933333333,27.7846666667,21.008,39.4283333333,14.058
591.44,14.0903333333,47.3436666667,32.7546666667,31.3733333333,13.8433333333,14.0146666667,14.6733333333,27.778,21.0403333333,39.419,14.111
591.78,14.1183333333,47.351,32.7496666667,31.353,13.899,13.9946666667,14.6266666667,27.763,21.003,39.3726666667,14.1576666667
592.12,14.1153333333,47.412,32.768,31.367,13.8853333333,13.9453333333,14.63,27.799,21.012,39.3663333333,14.06
592.46,14.1546666667,47.5386666667,32.777,31.3866666667,13.8513333333,13.966,14.5866666667,27.875,21.0333333333,39.2166666667,14.0603333333
592.79,14.2433333333,47.5583333333,32.789,31.4026666667,13.9173333333,14.078,14.7116666667,27.9173333333,21.1376666667,39.243,14.094
593.13,14.272,47.743,32.9273333333,31.519,13.8936666667,14.1713333333,14.7333333333,28.0143333333,21.169,39.3176666667,14.2076666667
593.47,14.162,47.6863333333,32.855,31.4263333333,13.811,14.116,14.583,27.8723333333,21.0556666667,39.2793333333,14.1753333333
593.80,14.1953333333,47.6676666667,32.81,31.3826666667,13.791,14.1146666667,14.5993333333,27.8743333333,21.0863333333,39.277,14.1036666667
594.14,14.183,47.7413333333,32.8063333333,31.3503333333,13.797,14.099,14.5846666667,27.8676666667,21.096,39.2643333333,14.0483333333
594.48,14.228,47.7903333333,32.8643333333,31.3593333333,13.8563333333,14.1176666667,14.6713333333,27.911,21.142,39.255,14.1286666667
594.81,14.2633333333,47.8373333333,32.9126666667,31.376,13.887,14.2186666667,14.7623333333,27.9433333333,21.154,39.288,14.1513333333
595.15,14.2506666667,47.957,32.9576666667,31.4686666667,14.016,14.288,14.8123333333,28.0363333333,21.1486666667,39.3313333333,14.23
595.49,14.148,47.8926666667,32.8226666667,31.3706666667,13.92,14.2336666667,14.7976666667,27.948,21.1193333333,39.3253333333,14.0893333333
595.82,14.073,47.7953333333,32.8383333333,31.311,13.9226666667,14.2173333333,14.8063333333,27.9593333333,21.0723333333,39.3563333333,14.099
596.16,14.0783333333,47.767,32.8626666667,31.3526666667,13.9533333333,14.233,14.793,27.9583333333,21.061,39.413,14.1343333333
596.50,14.102,47.8216666667,32.904,31.3353333333,13.8806666667,14.231,14.8003333333,27.985,20.9973333333,39.4293333333,14.1046666667
596.83,14.046,47.6736666667,32.8006666667,31.2443333333,13.8586666667,14.1663333333,14.7563333333,27.842,20.958,39.2666666667,14.0186666667
597.17,14.0706666667,47.6986666667,32.8573333333,31.2433333333,13.887,14.197,14.8173333333,27.991,21.025,39.276,14.0943333333
597.51,14.0603333333,47.7566666667,32.8586666667,31.2863333333,13.9223333333,14.234,14.8843333333,27.995,21.0106666667,39.308,14.144
597.84,14.1716666667,47.756,32.925,31.3723333333,13.994,14.372,15.0453333333,28.0746666667,21.084,39.3823333333,14.2243333333
598.18,14.1333333333,47.7806666667,32.924,31.356,13.9246666667,14.2986666667,15.0403333333,28.0563333333,21.0413333333,39.433,14.1726666667
598.52,14.1246666667,47.8303333333,32.9226666667,31.3226666667,13.9126666667,14.2663333333,15.0073333333,27.9593333333,21.082,39.4143333333,14.1836666667
598.85,14.026,47.804,32.8016666667,31.2066666667,13.7283333333,14.1406666667,14.909,27.8113333333,20.9546666667,39.2983333333,13.9933333333
599.19,14.208,47.8506666667,33.026,31.3343333333,13.7916666667,14.2433333333,15.005,27.928,21.0,39.4286666667,14.1586666667
599.53,14.2646666667,47.9296666667,33.0653333333,31.4153333333,13.858,14.3143333333,15.0643333333,27.8996666667,21.0436666667,39.3986666667,14.1306666667
599.86,14.1556666667,47.842,32.9663333333,31.2906666667,13.712,14.1973333333,15.0023333333,27.771,20.9113333333,39.2696666667,13.9963333333
600.20,14.153,47.7863333333,32.973,31.3043333333,13.7083333333,14.12,14.96,27.8216666667,20.9863333333,39.2756666667,14.0176666667
600.53,14.109,47.837,32.9713333333,31.2273333333,13.642,14.0413333333,14.9586666667,27.8023333333,20.9943333333,39.3406666667,14.018
600.87,14.176,47.8693333333,33.0156666667,31.324,13.66,14.085,14.9963333333,27.8643333333,21.0706666667,39.438,14.0153333333
601.21,14.1143333333,47.771,33.0653333333,31.2616666667,13.6033333333,14.059,14.9763333333,27.9233333333,21.0756666667,39.455,13.9963333333
601.54,14.0283333333,47.7786666667,32.9713333333,31.178,13.4933333333,13.926,14.7896666667,27.8383333333,20.9703333333,39.377,13.9263333333
601.88,14.0786666667,47.6496666667,32.9336666667,31.098,13.5373333333,13.9876666667,14.8246666667,27.8733333333,20.955,39.2126666667,13.9276666667
602.21,14.169,47.658,32.946,31.1493333333,13.643,13.9783333333,14.9003333333,28.039,20.989,39.2663333333,13.9696666667
602.55,14.2026666667,47.652,32.9636666667,31.1786666667,13.6573333333,13.947,14.8506666667,28.073,21.03,39.4066666667,13.9806666667
602.88,14.1693333333,47.7833333333,32.9973333333,31.2246666667,13.6623333333,13.945,14.852,28.1103333333,21.019,39.4923333333,13.9796666667
603.22,14.24,47.7846666667,32.9753333333,31.15,13.618,13.922,14.8496666667,28.158,21.0166666667,39.5026666667,14.0066666667
603.56,14.328,47.8153333333,33.0116666667,31.2066666667,13.6826666667,14.016,14.9433333333,28.2276666667,21.1616666667,39.567,14.123
603.89,14.3096666667,47.7593333333,32.985,31.1996666667,13.701,14.082,14.9553333333,28.1503333333,21.0776666667,39.52,14.125
604.23,14.3946666667,47.7666666667,33.1036666667,31.218,13.768,14.2153333333,15.008,28.2093333333,21.1006666667,39.6166666667,14.1823333333
604.56,14.2836666667,47.667,32.947,31.0803333333,13.7183333333,14.13,14.8796666667,28.0153333333,20.9396666667,39.4836666667,14.0433333333
604.90,14.3756666667,47.7593333333,32.9796666667,31.079,13.753,14.1653333333,14.9113333333,28.0033333333,20.9953333333,39.5276666667,14.045
605.23,14.3843333333,47.7413333333,33.0166666667,31.096,13.7476666667,14.234,14.9083333333,28.05,21.0823333333,39.5913333333,14.113
605.57,14.3203333333,47.8566666667,33.0906666667,31.0816666667,13.7256666667,14.2566666667,14.915,28.0243333333,21.0936666667,39.7086666667,14.1296666667
605.90,14.2573333333,47.8006666667,33.0533333333,31.021,13.6186666667,14.2556666667,14.8986666667,27.9443333333,21.0373333333,39.6676666667,14.1183333333
606.24,14.2746666667,47.7673333333,33.0246666667,31.0473333333,13.614,14.354,14.9226666667,27.97,21.079,39.5616666667,14.174
606.58,14.2223333333,47.6756666667,33.015,30.9526666667,13.587,14.3046666667,14.948,27.921,21.1296666667,39.434,14.181
606.91,14.1553333333,47.7523333333,33.0196666667,30.9976666667,13.6536666667,14.2996666667,14.9083333333,27.918,21.185,39.462,14.1843333333
607.25,14.0893333333,47.8036666667,32.984,30.9753333333,13.612,14.245,14.8676666667,27.88,21.1036666667,39.3546666667,14.0853333333
607.58,14.1276666667,47.855,33.0093333333,30.9543333333,13.6413333333,14.235,14.8626666667,27.9103333333,21.178,39.3856666667,14.1343333333
607.92,14.0226666667,47.818,32.897,30.9656666667,13.5463333333,14.086,14.805,27.8473333333,21.1003333333,39.34,13.9973333333
608.25,14.0716666667,47.8273333333,32.915,30.9863333333,13.55,14.0756666667,14.8516666667,27.8843333333,21.1543333333,39.363,14.082
608.59,13.9926666667,47.7596666667,32.9266666667,31.047,13.6133333333,14.0826666667,14.86,27.891,21.126,39.3836666667,14.0806666667
608.92,14.0643333333,47.7933333333,33.0153333333,31.0616666667,13.635,14.0413333333,14.9856666667,27.9173333333,21.128,39.2913333333,14.1063333333
609.26,14.0406666667,47.7186666667,32.9276666667,31.114,13.5573333333,13.961,14.877,27.8756666667,21.109,39.2406666667,14.0696666667
609.59,14.0546666667,47.6936666667,32.9476666667,31.123,13.5236666667,13.9346666667,14.8026666667,27.802,21.1076666667,39.2626666667,14.025
609.93,14.12,47.6973333333,33.0256666667,31.0953333333,13.5656666667,13.9393333333,14.8416666667,27.8363333333,21.1243333333,39.2936666667,14.1133333333
610.26,14.171,47.6483333333,32.9413333333,31.081,13.5356666667,13.9663333333,14.802,27.8336666667,21.1176666667,39.2783333333,14.046
610.60,14.2073333333,47.4533333333,32.9,31.033,13.505,14.0126666667,14.8203333333,27.7716666667,21.1463333333,39.278,14.0586666667
610.93,14.2866666667,47.2873333333,32.8956666667,30.991,13.5543333333,14.0923333333,14.771,27.8076666667,21.188,39.3233333333,14.146
611.27,14.3346666667,47.244,32.8886666667,30.9533333333,13.4916666667,14.1353333333,14.7493333333,27.8716666667,21.205,39.3403333333,14.087
611.60,14.3373333333,47.2556666667,32.8336666667,30.8623333333,13.4973333333,14.178,14.7223333333,27.929,21.227,39.369,14.169
611.93,14.3636666667,47.2933333333,32.879,30.8406666667,13.4813333333,14.239,14.7626666667,27.977,21.263,39.322,14.1833333333
612.27,14.41,47.4096666667,32.9903333333,30.8873333333,13.4303333333,14.3286666667,14.728,28.01,21.3223333333,39.345,14.274
612.60,14.244,47.277,32.8363333333,30.733,13.3356666667,14.3296666667,14.5113333333,27.857,21.2486666667,39.3746666667,14.0823333333
612.94,14.407,47.369,32.9643333333,30.8133333333,13.5043333333,14.4666666667,14.5903333333,27.992,21.358,39.4923333333,14.229
613.27,14.4266666667,47.4946666667,33.073,30.923,13.6013333333,14.6346666667,14.7056666667,28.1256666667,21.404,39.5503333333,14.356
613.61,14.4096666667,47.5823333333,33.0623333333,30.953,13.6613333333,14.638,14.692,28.1433333333,21.5046666667,39.7143333333,14.2973333333
613.94,14.4113333333,47.6303333333,33.0636666667,30.9746666667,13.6843333333,14.6976666667,14.7083333333,28.169,21.4986666667,39.682,14.4033333333
614.28,14.382,47.6653333333,33.0433333333,30.9796666667,13.6193333333,14.636,14.6693333333,28.256,21.4873333333,39.582,14.343
614.61,14.3883333333,47.8506666667,33.1116666667,31.0873333333,13.6173333333,14.6883333333,14.7556666667,28.241,21.4773333333,39.6933333333,14.301
614.94,14.481,47.9636666667,33.1953333333,31.1476666667,13.8143333333,14.7603333333,14.803,28.1883333333,21.552,39.738,14.4106666667
615.28,14.5616666667,47.915,33.353,31.1883333333,13.8136666667,14.7833333333,14.7523333333,28.176,21.6476666667,39.5886666667,14.4053333333
615.61,14.61,47.8833333333,33.422,31.3,13.9226666667,14.874,14.788,28.2323333333,21.6763333333,39.643,14.5216666667
615.95,14.6153333333,47.779,33.2673333333,31.2676666667,13.952,14.776,14.7933333333,28.2193333333,21.6226666667,39.4356666667,14.469
616.28,14.8106666667,47.8503333333,33.3823333333,31.453,14.148,14.9026666667,14.9056666667,28.3683333333,21.725,39.5333333333,14.6466666667
616.61,14.7676666667,47.7413333333,33.3303333333,31.4456666667,14.051,14.9543333333,14.8653333333,28.3553333333,21.711,39.4483333333,14.595
616.95,14.7553333333,47.6476666667,33.215,31.442,14.043,14.8736666667,14.761,28.2763333333,21.7406666667,39.399,14.5246666667
617.28,14.721,47.5166666667,33.161,31.381,13.9793333333,14.911,14.7096666667,28.1856666667,21.6516666667,39.2546666667,14.5226666667
617.62,14.756,47.49,33.2643333333,31.3253333333,14.1133333333,14.9453333333,14.7016666667,28.1816666667,21.7126666667,39.3003333333,14.5666666667
617.95,14.8426666667,47.615,33.4256666667,31.4116666667,14.2443333333,15.136,14.759,28.1776666667,21.7416666667,39.4843333333,14.716
618.28,14.7296666667,47.5826666667,33.339,31.3833333333,14.2696666667,15.049,14.635,28.1223333333,21.7093333333,39.3606666667,14.707
618.62,14.683,47.6176666667,33.44,31.443,14.2383333333,15.046,14.6246666667,28.1246666667,21.7096666667,39.405,14.6536666667
618.95,14.762,47.7283333333,33.478,31.55,14.3923333333,15.103,14.8316666667,28.2323333333,21.785,39.5756666667,14.8083333333
619.28,14.8743333333,47.892,33.62,31.68,14.4516666667,15.1293333333,14.8773333333,28.269,21.7773333333,39.608,14.863
619.62,14.9176666667,47.937,33.7023333333,31.677,14.476,15.089,14.8273333333,28.2716666667,21.8183333333,39.688,14.9436666667
619.95,14.875,47.9576666667,33.7293333333,31.728,14.479,15.079,14.8663333333,28.2523333333,21.823,39.725,14.9713333333
620.28,14.8223333333,47.895,33.711,31.665,14.5213333333,14.9453333333,14.793,28.138,21.8153333333,39.6583333333,14.963
620.62,14.8773333333,47.9206666667,33.846,31.5983333333,14.608,15.097,14.8653333333,28.219,21.8883333333,39.667,15.0766666667
620.95,14.9683333333,48.016,33.9426666667,31.6966666667,14.6413333333,15.139,14.8886666667,28.2113333333,21.906,39.659,15.036
621.28,14.895,48.074,33.8903333333,31.8046666667,14.6103333333,15.117,14.859,28.1776666667,21.8133333333,39.763,14.9806666667
621.62,14.9,48.1,33.95,31.7533333333,14.6033333333,15.0183333333,14.8523333333,28.1663333333,21.816,39.6656666667,14.977
621.95,14.978,48.0833333333,34.0213333333,31.7203333333,14.6313333333,15.1116666667,15.014,28.21,21.8833333333,39.7376666667,15.0436666667
622.28,14.9313333333,47.9066666667,33.9303333333,31.6626666667,14.659,15.1263333333,15.014,28.1886666667,21.891,39.578,15.1556666667
622.62,14.8596666667,47.8526666667,33.8806666667,31.6296666667,14.6143333333,14.9896666667,14.901,28.107,21.8843333333,39.5206666667,15.0813333333
622.95,14.8043333333,47.893,33.9286666667,31.48,14.601,15.0606666667,14.8456666667,28.097,21.9916666667,39.5896666667,15.1076666667
623.28,14.8326666667,47.8826666667,33.9296666667,31.477,14.6573333333,15.195,14.929,28.184,22.0576666667,39.6463333333,15.1746666667
623.62,14.8893333333,47.8933333333,33.9866666667,31.3996666667,14.687,15.138,14.9386666667,28.1863333333,22.0766666667,39.5296666667,15.1723333333
623.95,14.9813333333,48.086,34.0846666667,31.4936666667,14.7156666667,15.1956666667,15.0643333333,28.369,22.1306666667,39.5773333333,15.1586666667
624.28,14.9546666667,48.2343333333,34.076,31.541,14.8053333333,15.1093333333,15.1006666667,28.415,22.132,39.6836666667,15.216
624.62,14.9093333333,48.107,34.0956666667,31.508,14.7793333333,15.0663333333,15.1273333333,28.4896666667,22.0556666667,39.676,15.3093333333
624.95,14.9723333333,48.078,34.1613333333,31.609,14.8016666667,15.091,15.178,28.5743333333,22.205,39.73,15.4836666667
625.28,14.9643333333,48.0003333333,34.0583333333,31.623,14.7996666667,15.121,15.1343333333,28.654,22.169,39.728,15.5696666667
625.61,15.0983333333,48.17,34.2476666667,31.8636666667,14.991,15.164,15.266,28.8763333333,22.3463333333,39.955,15.725
625.95,15.108,48.3043333333,34.3336666667,31.96,15.0173333333,15.1156666667,15.2403333333,28.9133333333,22.4043333333,40.119,15.691
626.28,15.0663333333,48.3023333333,34.318,32.0283333333,15.005,15.2533333333,15.2326666667,28.9253333333,22.3063333333,40.075,15.688
626.61,15.0483333333,48.0976666667,34.232,32.0133333333,15.008,15.1703333333,15.2083333333,28.9193333333,22.2976666667,40.034,15.6123333333
626.94,15.0253333333,48.0983333333,34.2436666667,32.0133333333,15.013,15.167,15.2103333333,28.7336666667,22.298,40.0243333333,15.65
627.28,14.9253333333,48.039,34.188,32.0206666667,15.0166666667,15.2493333333,15.1963333333,28.7206666667,22.2746666667,40.0906666667,15.6663333333
627.61,14.7656666667,47.8836666667,34.0563333333,31.842,14.9356666667,15.2553333333,15.0646666667,28.497,22.1283333333,40.0873333333,15.6713333333
627.94,14.8493333333,47.751,34.115,31.9026666667,14.9433333333,15.281,15.1096666667,28.554,22.2036666667,40.1513333333,15.6893333333
628.27,14.794,47.8016666667,34.1523333333,31.954,14.99,15.3,15.0986666667,28.565,22.311,40.1813333333,15.7806666667
628.61,14.8123333333,47.8126666667,34.1403333333,31.9073333333,15.0376666667,15.326,15.1476666667,28.5786666667,22.288,40.1483333333,15.7533333333
628.94,14.668,47.844,34.164,31.9956666667,14.9113333333,15.2773333333,15.074,28.4073333333,22.248,40.1546666667,15.5893333333
629.27,14.6063333333,47.7066666667,34.0483333333,31.838,14.769,15.143,14.9016666667,28.3246666667,22.0993333333,40.0,15.5953333333
629.60,14.5943333333,47.584,33.9683333333,31.6926666667,14.671,15.1906666667,14.839,28.3036666667,21.966,39.916,15.6196666667
629.94,14.6113333333,47.6486666667,34.051,31.599,14.6923333333,15.086,14.7896666667,28.3123333333,22.0086666667,39.938,15.625
630.27,14.6566666667,47.7803333333,34.0806666667,31.6713333333,14.7666666667,15.1293333333,14.8433333333,28.3393333333,22.097,39.964,15.806
630.60,14.6486666667,47.7233333333,34.0476666667,31.6636666667,14.654,15.0873333333,14.7543333333,28.442,22.0586666667,39.963,15.6643333333
