wavelength,Back_TanFasm,Belly_TanFasm,Breast_TanFasm,Crissum_TanFasm,Crown_TanFasm,DorTail_TanFasm,Patch10_TanFasm,Patch11_TanFasm,Patch12_TanFasm,Rump_TanFasm,Throat_TanFasm,WingTip_TanFasm
308.90,22.7898888889,29.6405555556,36.6154444444,25.5637777778,5.42311111111,2.77388888889,37.1073333333,6.56388888889,61.6814444445,12.3332222222,5.37444444444,3.69288888889
309.27,22.7226666667,30.2461111111,36.9792222222,25.4361111111,5.51611111111,2.658,37.4426666667,6.48011111111,61.9988888889,12.3018888889,5.379,3.58788888889
309.64,22.9976666667,30.3833333333,37.1956666667,25.3295555556,5.49455555556,3.13772222222,37.7484444445,6.48322222222,62.1704444444,12.657,5.74322222222,3.76622222222
310.01,23.377,30.8773333333,37.854,25.7987777778,5.98844444444,3.46372222222,38.5977777778,7.06966666667,62.4786666667,13.3615555555,6.37988888889,4.10466666667
310.38,23.6075555556,31.1225555556,38.424,26.4207777778,6.26233333333,3.68877777778,39.0453333333,7.38222222222,62.8191111111,13.8248888889,6.77011111111,4.52122222222
310.75,23.8768888889,31.426,38.7837777778,26.733,6.16544444444,3.71616666667,39.3865555556,7.46511111111,63.231,13.7053333333,6.82455555556,4.43144444445
311.12,23.9281111111,31.5504444444,38.823,26.7502222222,6.42433333333,4.55038888889,39.4221111111,8.076,62.7966666667,13.8741111111,7.03255555556,4.99511111111
311.49,24.172,31.5357777778,39.0568888889,26.8476666667,6.7591111111,4.993,39.6888888889,8.29177777777,62.7448888889,14.2397777778,7.41333333334,5.217
311.85,24.5732222222,32.0103333334,39.6441111111,27.3175555556,7.43711111111,5.855,40.3503333333,8.90322222221,62.9883333333,14.691,8.11655555556,5.84166666666
312.22,24.6526666666,32.2555555556,40.0476666667,27.5794444444,7.82822222222,6.06511111111,40.6385555555,9.36588888888,63.1178888889,15.2055555556,8.26577777778,6.33122222222
312.59,24.5445555556,32.37,40.1818888889,27.7117777778,7.84377777777,6.24844444445,40.9541111111,9.58411111111,62.8357777778,15.5147777778,8.40266666667,6.60288888889
312.96,25.2824444445,33.004,41.0135555556,28.4113333334,8.6501111111,7.11777777778,41.7455555556,10.3745555555,62.9341111111,16.3807777778,9.29511111111,7.63466666667
313.33,25.4046666667,33.0427777778,41.1374444444,28.7117777778,8.74955555555,7.49038888889,41.8245555555,10.7283333333,62.7046666666,16.632,9.63977777778,7.90555555556
313.70,24.9941111111,32.6926666666,41.1316666667,28.3592222222,8.33933333333,6.799,41.44,10.4704444444,62.3807777778,15.9191111111,9.22677777778,7.39455555556
314.07,24.9232222222,32.6495555556,41.211,28.2001111111,8.08299999999,6.54455555555,41.4457777778,10.1782222222,62.2515555556,15.6677777778,8.89366666667,7.14044444445
314.43,24.7003333333,32.4092222222,40.8624444444,27.8726666667,7.59377777779,6.22494444444,41.4017777778,9.76222222223,61.8954444444,15.0578888889,8.49822222222,6.63966666667
314.80,24.5842222222,32.3178888889,40.8631111111,27.5685555555,7.59611111111,5.89994444445,41.71,9.45311111111,61.7692222222,15.1718888889,8.15244444445,6.50955555556
315.17,24.0714444444,31.8978888889,40.4473333333,27.1726666666,6.93088888889,5.03427777778,41.4061111111,8.60177777778,61.3075555555,14.6105555556,7.62744444444,5.75722222222
315.54,23.9123333333,31.947,40.6538888889,27.266,6.766,4.93444444444,41.4641111111,8.39177777778,61.4523333333,14.4541111111,7.523,5.66755555556
315.91,23.5445555556,31.6831111111,40.2515555556,26.8825555556,6.20866666667,4.365,40.9342222222,8.13855555556,60.8397777778,14.1267777778,7.05822222222,5.10677777778
316.28,23.3796666667,31.6681111111,40.1692222222,26.7377777778,5.815,4.07838888889,41.1738888889,7.66588888889,61.0373333333,13.9066666666,6.68833333333,4.64644444444
316.64,23.6542222222,31.657,40.4706666666,26.4402222222,5.711,3.88766666667,41.3586666667,7.33722222222,61.8047777778,13.5532222222,6.23822222222,4.22888888889
317.01,23.2434444444,31.0621111111,39.9351111111,26.0115555555,5.17333333333,3.19783333333,40.7946666667,6.76933333333,61.538,13.1703333333,5.50244444445,3.49344444444
317.38,23.2333333333,30.7656666667,40.2011111111,25.8863333333,4.98177777778,2.87716666667,40.9963333334,6.31111111111,62.2018888889,13.0311111111,4.99311111111,2.84033333333
317.75,23.3024444444,31.0357777778,40.438,26.0288888889,5.144,3.02927777778,41.5866666667,6.44711111111,62.4484444444,13.4258888889,5.04122222222,3.01777777778
318.12,23.5747777778,31.3474444445,40.8775555556,26.2967777778,5.37577777778,3.43255555555,41.8135555556,6.93955555556,62.8145555556,13.5878888889,5.40422222222,3.601
318.49,23.9916666666,31.6094444444,41.2926666667,26.6597777778,5.94522222222,3.79183333333,42.0434444444,7.58377777778,62.8721111111,14.2402222222,5.82555555556,4.11344444444
318.85,23.8752222222,31.7768888889,41.7235555555,26.7494444445,5.834,4.14666666667,41.928,7.91866666667,62.7242222222,14.3376666667,6.37922222222,4.38522222222
319.22,23.7151111111,31.5705555556,41.9407777778,26.5001111111,5.78822222222,3.83266666667,41.9236666667,8.04488888889,62.9742222222,14.2174444445,6.37966666666,4.27811111111
319.59,23.23,30.8018888889,41.3742222222,25.8835555555,5.19633333333,3.27588888889,41.4436666667,7.53688888889,62.623,13.6022222222,5.63655555556,4.00288888889
319.96,22.7643333333,30.2027777778,40.7544444444,25.3935555555,4.71633333333,2.65822222222,41.0575555556,6.77377777778,62.3818888889,13.1338888889,5.10666666667,3.71344444444
320.32,23.1402222222,30.4858888889,41.3587777778,25.7961111111,5.21266666667,3.10627777778,41.1088888889,7.38033333333,62.5987777778,13.3194444444,5.63688888889,4.05044444444
320.69,23.5358888889,30.7233333333,41.933,26.5162222222,5.53811111111,3.4375,41.331,7.68522222222,62.7661111111,13.8137777778,5.96044444444,4.62366666667
321.06,23.8485555556,30.7485555556,42.2896666667,26.6943333333,5.58744444444,3.90033333333,41.7727777778,7.98622222222,63.1411111111,13.8235555556,6.32511111111,4.81477777778
321.43,23.323,30.4773333334,41.8317777778,26.289,5.09811111111,3.65555555555,41.4842222222,7.39211111111,62.6926666666,13.2777777778,5.932,4.55322222222
321.80,23.139,30.2638888889,41.5683333333,26.283,4.92066666667,3.52222222222,41.238,7.00488888889,62.2131111111,12.9335555556,5.58677777778,4.55588888889
322.16,22.5118888889,29.6106666667,41.1652222222,25.5243333334,4.05788888889,2.37855555556,40.7103333333,5.85977777778,62.012,12.1285555556,4.51822222222,3.61455555556
322.53,22.2894444444,29.4934444444,41.3824444444,25.2783333333,3.97455555556,2.36488888889,40.5428888889,5.54733333333,62.0207777778,11.6652222222,4.42211111111,3.25222222222
322.90,23.0983333333,30.1134444444,41.8925555555,26.0335555555,4.43577777778,2.98461111111,41.2188888889,5.95811111111,62.8334444445,12.272,4.73144444444,3.658
323.27,23.4372222222,30.3735555556,42.2715555556,26.2628888889,4.33,2.82844444444,41.6505555556,5.76955555556,63.4233333333,12.3848888889,4.56555555556,3.37722222222
323.63,24.1886666667,31.2127777778,42.8271111111,27.0282222222,5.08322222222,3.56855555556,42.2058888889,6.65422222222,63.6116666667,12.9132222222,5.571,3.81488888889
324.00,24.9255555556,31.7263333333,43.77,27.6585555556,5.85311111111,4.38011111111,42.8967777778,7.64388888889,64.1765555556,13.4871111111,6.27977777778,4.40466666667
324.37,24.6966666667,31.468,43.5621111111,27.2093333333,5.53888888889,3.88894444445,42.9097777778,7.32266666667,63.9812222222,13.3408888889,6.023,4.12888888889
324.74,24.4781111111,31.495,43.4972222222,27.0717777778,5.12644444444,3.51294444444,43.0562222222,7.25111111111,64.087,12.9306666667,6.02211111111,3.78511111111
325.10,24.4875555556,31.5907777778,43.7565555556,26.9728888889,4.99388888889,3.10438888889,43.298,7.04366666667,64.4837777778,12.8765555556,5.63566666667,3.59055555555
325.47,24.9532222222,32.0481111111,44.3016666667,27.171,5.45288888889,3.22861111111,43.7528888889,7.52355555555,64.8193333334,13.5161111111,5.97066666667,4.00711111111
325.84,25.2167777778,32.4833333333,44.6144444444,27.4137777778,5.83666666667,3.73788888889,44.2088888889,7.79822222222,65.106,14.062,6.32044444444,4.28055555555
326.21,25.4147777778,32.5406666667,44.8882222222,27.4696666667,5.94977777778,3.83422222222,44.5348888889,7.95744444444,65.3871111111,14.239,6.49266666667,4.10144444444
326.57,25.272,32.6565555556,44.967,27.4136666667,5.85533333334,3.49961111111,44.7443333333,7.83,65.6556666666,14.4007777778,6.41666666666,4.035
326.94,24.9532222222,32.308,44.572,26.9396666667,5.65755555556,2.93111111111,44.4701111111,7.53366666667,65.2925555556,14.0847777778,6.12966666667,3.86255555556
327.31,25.2292222222,32.5562222222,44.7991111111,27.2984444444,6.19522222222,3.50527777778,44.6515555555,7.96066666667,65.3236666667,14.553,6.54166666667,4.61166666667
327.67,25.1478888889,32.3651111111,45.1342222222,27.1737777778,6.138,3.05411111111,44.9413333333,7.56866666667,65.7714444444,14.5762222222,6.21955555555,4.48922222222
328.04,25.1656666667,32.3623333333,45.2116666667,26.978,5.72666666667,2.61844444444,44.8824444445,7.06633333333,66.025,14.3277777778,5.92166666667,4.04911111111
328.41,25.7135555556,32.9331111111,45.7546666667,27.4326666667,6.07655555555,3.091,45.2798888889,7.32988888889,66.8336666666,14.6902222222,6.25688888889,4.40144444444
328.78,25.6262222222,32.7432222222,45.6072222222,27.1238888889,6.16977777778,3.16194444445,44.9907777778,7.30611111111,66.5565555556,14.9514444444,6.12144444444,4.61533333333
329.14,25.7481111111,32.9913333333,45.8301111111,27.3957777778,6.346,3.35516666667,45.1636666667,7.78955555556,66.5955555556,15.339,6.49266666667,4.96944444445
329.51,25.7074444444,32.8084444445,45.826,27.6362222222,6.02444444444,3.29261111111,44.9693333333,7.67944444444,66.68,15.0315555556,6.36955555555,4.71
329.88,25.7032222222,32.7606666667,45.976,27.5755555556,5.69411111111,3.02194444444,44.8443333333,7.72566666667,67.0028888889,14.8421111111,6.34866666667,4.44433333333
330.24,26.0323333334,33.1876666667,46.3198888889,28.0167777778,6.03577777778,3.35233333333,45.1772222222,8.04777777778,67.5862222222,15.2351111111,6.69122222222,4.94777777778
330.61,26.3498888889,33.356,46.404,27.9837777778,5.96066666666,3.66155555556,45.2908888889,8.34122222222,67.712,15.3427777778,6.84777777778,5.20011111111
330.98,26.5428888889,33.4815555556,46.874,28.2492222222,6.20233333333,4.24861111111,45.729,8.61855555556,67.9287777778,15.7775555555,7.17255555556,5.22766666667
331.34,26.3948888889,33.5782222222,46.8716666667,28.1495555555,5.88277777778,3.97466666667,45.5756666667,8.68422222222,67.8688888889,15.529,7.18777777778,4.80955555555
331.71,26.0158888889,33.4988888889,46.2912222222,27.6841111111,5.67944444444,3.87,45.089,8.65033333333,67.3157777778,15.4187777778,6.96877777778,4.56011111111
332.08,25.8386666667,33.5395555555,46.4202222222,27.6767777778,5.57077777778,3.78827777778,45.1015555556,8.68433333333,67.4782222222,15.3418888889,7.00522222222,4.557
332.44,25.6557777778,33.2398888889,46.329,27.6544444444,5.28822222222,3.40605555555,45.1108888889,8.61133333333,67.3882222222,15.0242222222,6.78622222222,4.26133333333
332.81,25.8245555556,33.7295555556,46.4748888889,28.1134444445,5.516,3.59183333333,45.6035555556,8.7681111111,67.5673333333,15.2386666667,7.13377777778,4.25666666667
333.18,25.9436666667,33.8975555556,46.8696666667,28.2542222222,5.64755555556,3.5435,45.7693333333,8.60422222222,67.8361111111,15.3192222222,7.18922222222,4.36355555556
333.54,26.1153333334,34.2014444444,47.1411111111,28.432,5.99355555556,3.83311111111,46.105,9.01844444446,67.8871111111,15.6084444445,7.406,4.73722222222
333.91,26.5311111111,34.4204444444,47.6032222222,28.7094444444,6.29811111111,4.00366666667,46.3978888889,9.21266666667,68.3761111111,15.8533333333,7.54255555556,4.94688888889
334.28,26.6727777778,34.4207777778,47.7342222222,28.8441111111,6.44455555556,4.18066666667,46.4615555555,9.25611111111,68.4947777778,15.9242222222,7.59,5.087
334.64,26.8653333333,34.5283333333,47.8435555556,29.1375555555,6.83588888889,4.42494444444,46.5195555556,9.35099999999,68.7721111111,15.9972222222,7.68177777778,5.26544444444
335.01,27.1284444444,34.8254444444,48.0075555555,29.0723333333,6.83511111111,4.4755,46.4741111111,9.35011111112,69.0321111111,15.9502222222,7.72333333333,5.36522222222
335.38,27.1372222222,34.9127777778,48.1113333333,29.1805555556,6.75955555555,4.71072222222,46.694,9.21144444446,69.3063333333,16.0518888889,7.53633333334,5.493
335.74,27.413,35.1062222222,48.5664444444,29.412,6.73366666667,4.75305555555,46.8885555556,9.1268888889,69.8692222222,16.0427777778,7.56933333333,5.46444444445
336.11,27.895,35.6608888889,49.0816666666,29.7717777778,7.13433333333,5.16244444445,47.4903333333,9.38599999999,70.3907777778,16.3905555556,7.89233333334,5.75222222222
336.47,28.1351111111,35.8613333333,49.3333333333,29.9164444445,7.232,5.30666666667,47.6728888889,9.42577777777,70.656,16.6613333334,7.92177777778,5.792
336.84,28.5367777778,35.977,49.9541111111,29.9908888889,7.44722222222,5.40016666667,47.8962222222,9.61466666668,71.2762222222,16.7477777778,7.86744444445,5.93311111111
337.21,28.6998888889,35.9451111111,49.7207777778,29.9356666667,7.60177777778,5.59922222222,47.7267777778,9.69322222222,71.2901111111,16.5618888889,7.85322222222,5.79322222222
337.57,28.669,35.8718888889,49.8126666667,29.6815555556,7.75411111111,5.54683333333,47.6415555556,9.52977777779,71.4556666667,16.5417777778,7.82022222222,5.81211111111
337.94,28.614,35.8705555556,49.7225555556,29.6893333333,7.75322222222,5.428,47.6195555556,9.4701111111,71.6001111111,16.558,7.90855555556,5.809
338.31,28.37,35.5823333333,49.3461111111,29.4447777778,7.49644444444,5.0575,47.2888888889,9.3071111111,71.346,16.362,7.71544444445,5.62388888889
338.67,28.3752222222,35.7677777778,49.7904444444,29.6076666667,7.31011111111,4.78477777778,47.6481111111,9.23300000001,71.8203333333,16.313,7.59866666667,5.44555555556
339.04,28.2708888889,35.8201111111,49.9005555556,29.7265555556,7.42566666667,4.6325,47.7634444444,9.43966666667,72.0921111111,16.4886666667,7.525,5.54855555556
339.40,28.4397777778,35.7937777778,50.0901111111,29.7361111111,7.61611111111,4.43094444445,47.7217777778,9.41622222221,72.3294444444,16.3928888889,7.45933333333,5.506
339.77,28.6181111111,36.0097777778,50.3037777778,30.0053333333,7.91488888889,4.73372222222,47.9984444444,9.805,72.5464444445,16.6262222222,7.66166666667,5.75811111111
340.14,28.2132222222,35.5703333333,49.933,29.6128888889,7.548,4.37861111111,47.7731111111,9.41977777778,72.5101111111,16.3351111111,7.21644444445,5.31788888889
340.50,28.0033333333,35.3267777778,49.8706666667,29.2636666667,7.234,4.11766666667,47.4693333333,9.15422222223,72.504,15.9767777778,6.94522222222,5.101
340.87,27.8304444445,35.3344444445,49.6873333333,29.2093333333,7.10244444444,4.03827777778,47.4197777778,8.86988888889,72.5776666666,15.6463333333,6.71077777778,4.92033333333
341.23,27.8573333333,35.2625555555,49.7481111111,29.3094444445,7.07733333333,3.89611111111,47.3903333333,8.857,72.581,15.6192222222,6.70688888889,5.04711111111
341.60,28.1223333333,35.4422222222,49.9213333333,29.5773333333,7.27811111111,4.17255555556,47.5691111111,9.14333333332,72.8487777778,15.7067777778,6.83277777778,5.256
341.96,28.2796666667,35.6524444444,50.1023333333,29.7522222222,7.43266666667,4.37688888889,47.6413333333,9.38655555556,72.8248888889,15.7997777778,6.98888888889,5.406
342.33,28.4294444445,35.8503333333,50.3358888889,29.9062222222,7.59411111111,4.69344444444,47.7943333334,9.47655555556,72.9203333333,15.7952222222,7.08322222222,5.40544444444
342.70,28.6646666667,35.9345555556,50.4894444445,30.0013333333,7.85511111111,4.88238888889,47.7733333333,9.67411111112,72.9028888889,15.9677777778,7.15488888889,5.62677777778
343.06,28.5888888889,35.6772222222,50.3666666667,29.901,7.49088888889,4.652,47.5517777778,9.2651111111,73.0183333333,15.5513333334,6.85555555556,5.30211111111
343.43,28.849,35.9772222222,50.5701111111,30.0567777778,7.67322222222,4.85066666667,47.8445555555,9.4961111111,73.2232222222,15.8122222222,7.18366666667,5.45155555556
343.79,28.7907777778,35.9355555555,50.5671111111,29.9338888889,7.54755555556,4.70638888889,47.8843333333,9.30355555555,73.244,15.6936666667,7.12722222222,5.39433333334
344.16,29.1344444444,36.1487777778,50.8813333333,30.2124444445,7.79233333334,4.84661111111,47.9756666667,9.58600000001,73.5137777778,15.887,7.19233333333,5.85977777778
344.52,29.2395555555,36.4815555556,51.1446666667,30.3843333334,7.90677777778,4.84961111111,48.3531111111,9.68844444443,74.0067777778,16.1138888889,7.21933333333,5.99866666667
344.89,29.425,36.5944444444,51.625,30.5444444445,8.02777777778,4.95972222222,48.6222222222,9.81111111111,74.4861111111,16.3361111111,7.36944444445,6.19166666667
345.25,29.5274444444,36.9543333333,52.0121111111,30.7508888889,7.96822222222,5.12888888889,48.9683333333,9.86833333332,74.9994444444,16.5823333333,7.50977777778,6.15355555556
345.62,29.3921111111,36.899,52.0618888889,30.6958888889,7.50122222222,4.70077777778,48.9213333333,9.40977777777,75.2313333333,16.309,7.19466666667,5.637
345.99,29.2195555556,36.7325555555,52.0487777778,30.4086666667,7.27611111111,4.41616666667,48.9032222222,9.04455555557,75.3414444444,15.9672222222,6.815,5.35566666667
346.35,29.2278888889,36.8514444444,52.4168888889,30.5215555556,7.11933333333,4.29938888889,49.1482222222,8.98088888889,75.7638888889,15.9811111111,6.65122222222,5.21633333333
346.72,29.1972222222,36.7151111111,52.4522222222,30.4441111111,6.78566666667,4.12922222222,49.1956666667,8.65055555556,76.0186666667,15.8343333333,6.43233333333,4.85122222222
347.08,29.3132222222,36.8272222222,52.5263333334,30.3712222222,6.95733333333,4.15511111111,49.3025555555,8.7,76.0014444444,15.9803333333,6.44233333333,4.93322222222
347.45,29.351,36.6997777778,52.61,30.2817777778,6.84177777778,4.07577777778,49.2072222222,8.56666666667,76.1864444444,15.9098888889,6.29555555555,4.941
347.81,29.5572222222,36.8953333333,53.1676666667,30.4471111111,6.696,4.02644444444,49.4058888889,8.53755555556,76.7752222222,15.8754444444,6.24255555556,4.89377777778
348.18,29.4418888889,36.9275555556,53.3453333333,30.455,6.48666666667,3.897,49.5188888889,8.28366666667,76.9372222222,15.7213333333,6.20077777778,4.53688888889
348.54,29.5167777778,36.7973333333,53.4285555556,30.3375555556,6.43422222222,3.9785,49.3016666666,8.17188888889,77.0303333333,15.5143333334,6.20855555556,4.38922222222
348.91,29.4873333333,36.9098888889,53.3687777778,30.2678888889,6.26577777778,3.89505555556,49.0793333333,8.18055555556,76.93,15.4257777778,6.17877777778,4.22222222222
349.27,29.4948888889,36.9106666667,53.5717777778,30.1851111111,6.32422222222,3.77655555556,49.1665555556,8.06122222222,77.2054444444,15.3565555556,6.03533333333,4.147
349.64,29.6928888889,37.1658888889,53.7882222222,30.294,6.63555555556,3.84233333333,49.2791111111,8.28588888889,77.4551111111,15.4558888889,6.24577777778,4.35044444444
350.00,30.1163333333,37.6218888889,54.362,30.7713333333,6.89766666667,4.122,49.6155555556,8.649,78.1247777778,15.8825555556,6.56177777778,4.58288888889
350.37,30.3596666667,37.7926666667,54.5542222222,30.8134444444,7.092,4.21722222222,49.7208888889,8.84177777779,78.4243333333,16.016,6.76188888889,4.78944444444
350.73,30.405,37.9073333333,54.4926666667,30.7817777778,7.35855555556,4.467,49.71,9.05866666667,78.3252222222,16.1868888889,7.04144444445,4.98366666667
351.10,30.6251111111,38.2455555555,55.0268888889,31.1105555556,7.43711111111,4.67183333333,50.0606666667,9.34155555557,78.9487777778,16.3794444444,7.30211111111,5.082
351.46,30.5301111111,38.4658888889,55.2102222222,31.1914444444,7.38166666667,4.63316666667,50.0991111111,9.31977777779,78.9986666667,16.3052222222,7.277,5.01488888889
351.83,30.6386666666,38.5642222222,55.0806666666,31.259,7.66711111111,4.87222222222,50.1846666666,9.51966666666,78.9575555556,16.5321111111,7.41633333333,5.11233333333
352.19,30.8214444444,38.8835555556,55.3677777778,31.6275555556,7.97077777778,5.06522222222,50.4042222222,9.83033333333,79.0584444444,16.7527777778,7.57944444444,5.44855555555
352.55,30.9958888889,39.1498888889,55.4631111111,31.9523333333,8.29811111111,5.28805555556,50.5076666667,10.1574444445,78.9272222222,17.023,7.81977777778,5.87311111111
352.92,30.9807777778,39.1471111111,55.4156666667,31.9804444444,8.37722222222,5.15238888889,50.5733333333,10.1142222222,79.0137777778,17.0241111111,7.76422222222,5.93322222222
353.28,31.0855555555,39.2262222222,55.5127777778,31.9661111111,8.36411111111,5.0865,50.5505555556,10.0975555555,79.1273333334,16.9587777778,7.72433333333,5.94077777778
353.65,31.2603333334,39.3714444445,55.709,32.1338888889,8.46922222222,5.36144444444,50.8136666667,10.2478888889,79.3582222222,17.2305555556,7.79411111111,6.18888888889
354.01,31.0483333334,39.0991111111,55.36,31.9322222222,8.53855555556,5.372,50.6497777778,10.1255555556,78.9155555556,17.0097777778,7.69077777778,6.169
354.38,31.1643333333,39.2695555555,55.4414444444,32.0537777778,8.61633333333,5.34761111111,50.5968888889,10.1671111111,79.107,16.9378888889,7.70322222222,6.19511111111
354.74,30.9998888889,39.1882222222,55.5416666667,32.1174444444,8.43633333333,5.09144444444,50.5052222222,10.0378888889,79.1761111111,16.772,7.48,5.98566666667
355.11,30.9553333333,39.1798888889,55.4202222222,32.1124444444,8.38722222222,5.04144444444,50.2038888889,9.90833333331,79.1111111111,16.5748888889,7.33122222222,5.867
355.47,31.0427777778,39.3681111111,55.7198888889,32.2037777778,8.40666666667,5.08183333333,50.3937777778,9.93433333333,79.5487777778,16.5946666667,7.26344444444,5.74244444445
355.83,30.957,39.4251111111,55.787,32.166,8.30088888889,4.79777777778,50.2147777778,9.81155555553,79.5574444444,16.3923333333,7.12922222222,5.559
356.20,30.7493333333,39.2311111111,55.6526666667,31.915,8.02,4.42544444445,49.8996666667,9.47055555557,79.5307777778,16.1086666667,6.813,5.20033333333
356.56,30.5997777778,39.281,55.7404444445,31.9111111111,7.85022222222,4.23433333333,49.8757777778,9.18099999999,79.7802222222,15.8472222222,6.60677777778,4.79988888889
356.93,30.6585555556,39.4055555556,56.0396666667,31.9435555556,7.78877777778,4.17961111111,49.9884444445,9.10511111112,80.1315555556,15.7978888889,6.44766666667,4.64477777778
357.29,30.691,39.4917777778,56.2904444445,32.0173333333,7.73188888889,3.99861111111,50.0984444445,9.00833333333,80.3807777778,15.7127777778,6.33077777778,4.48966666667
357.66,30.5818888889,39.4115555556,56.3544444445,31.816,7.49711111111,3.70661111111,50.0442222222,8.799,80.5232222222,15.5054444445,6.09044444444,4.15811111111
358.02,30.7765555556,39.6775555556,56.7248888889,31.9785555555,7.30733333333,3.50377777778,50.1846666667,8.66855555555,81.1408888889,15.4412222222,5.89333333333,4.02
358.38,30.9464444444,39.8838888889,57.1187777778,32.1166666666,7.38455555556,3.53411111111,50.3887777778,8.68177777778,81.4841111111,15.591,5.86777777778,4.069
358.75,31.081,40.1102222222,57.3395555556,32.1447777778,7.32866666667,3.35288888889,50.4634444444,8.53311111111,81.8577777778,15.4352222222,5.751,4.08211111111
359.11,31.1347777778,40.2763333333,57.6453333333,32.3728888889,7.41255555556,3.32977777778,50.7876666667,8.54188888889,82.1126666667,15.5236666667,5.71866666667,4.12166666667
359.48,31.233,40.3456666667,57.7615555556,32.486,7.50866666667,3.23833333333,50.8018888889,8.56166666667,82.2386666667,15.4985555556,5.68377777778,4.17422222222
359.84,31.406,40.4777777778,58.077,32.7062222222,7.67644444444,3.35244444444,51.0664444444,8.64111111111,82.5861111111,15.6004444444,5.72888888889,4.291
360.20,31.6645555556,40.8841111111,58.4682222222,32.9622222222,7.91311111111,3.54683333333,51.3385555556,8.79111111111,83.1548888889,15.7688888889,5.90888888889,4.43122222222
360.57,31.906,41.1072222222,58.912,33.1145555555,8.07055555556,3.55083333333,51.6295555555,8.86766666667,83.5582222222,15.9261111111,5.94888888889,4.58233333333
360.93,32.1964444444,41.4607777778,59.2897777778,33.457,8.23588888889,3.74677777778,51.8842222222,9.01522222222,83.9145555556,16.0585555556,6.218,4.68988888889
361.29,32.2811111111,41.5483333333,59.4345555555,33.6235555555,8.37,3.91372222222,52.0013333333,9.155,83.9855555555,16.2237777778,6.39244444444,4.90488888889
361.66,32.3882222222,41.7968888889,59.7507777778,33.9001111111,8.47677777778,3.93527777778,52.148,9.19633333333,84.2534444445,16.2108888889,6.45444444444,4.97977777778
362.02,32.3981111111,41.9176666667,59.8981111111,34.0297777778,8.60344444444,4.0335,52.2202222222,9.31111111111,84.2467777778,16.2895555555,6.59877777778,5.04388888889
362.39,32.5896666667,42.2103333333,60.1806666667,34.3663333333,8.82166666665,4.33694444445,52.4953333333,9.5142222222,84.478,16.5102222222,6.84333333333,5.21644444444
362.75,32.8426666667,42.5005555556,60.4773333333,34.6441111111,9.17977777777,4.654,52.6918888889,9.87644444446,84.6354444444,16.8272222222,7.13933333333,5.52611111111
363.11,32.8783333333,42.6132222222,60.6448888889,34.7302222222,9.21477777779,4.62955555556,52.765,9.77466666664,84.727,16.8162222222,7.148,5.48555555555
363.48,32.8512222222,42.688,60.6065555556,34.6897777778,9.18266666668,4.75911111111,52.74,9.73377777779,84.6351111111,16.8193333334,7.182,5.50555555555
363.84,33.0063333333,43.038,60.8886666667,34.9048888889,9.2581111111,4.83288888889,52.9846666667,9.75355555558,84.9458888889,16.9576666666,7.28577777778,5.59
364.20,33.0708888889,43.0761111111,60.8544444444,34.9955555556,9.40911111112,4.95761111111,53.0431111111,9.88222222222,84.8105555556,17.101,7.40955555556,5.71077777778
364.57,32.9373333333,43.0016666667,60.7316666667,34.9634444444,9.42377777777,4.89655555556,52.8113333333,9.87722222221,84.567,17.0205555555,7.36244444444,5.66844444445
364.93,32.8468888889,42.9366666666,60.6064444444,35.0034444445,9.48388888889,4.82655555555,52.709,9.856,84.4322222222,17.0091111111,7.27088888889,5.68633333333
365.29,32.8854444445,43.1071111111,60.5756666667,35.174,9.60788888888,4.89733333333,52.7134444444,9.88977777778,84.4656666667,17.0204444444,7.24488888889,5.66522222222
365.66,32.8821111111,43.2173333333,60.6842222222,35.2061111111,9.68100000001,5.09472222222,52.6848888889,10.0525555556,84.333,17.0882222222,7.32922222222,5.73622222222
366.02,32.78,43.2143333333,60.657,35.2073333333,9.71033333334,5.07083333333,52.6028888889,9.97666666666,84.2103333333,17.0633333333,7.273,5.78177777778
366.38,32.5156666667,43.1121111111,60.4744444445,34.958,9.57200000001,4.78933333333,52.3377777778,9.77711111111,83.8361111111,16.7954444445,7.07755555555,5.632
366.75,32.4084444445,43.1503333334,60.4603333333,34.88,9.55899999999,4.82927777778,52.3643333333,9.74222222221,83.7523333333,16.7145555556,6.99,5.506
367.11,32.4881111111,43.3058888889,60.6021111111,34.8785555555,9.62666666668,4.92316666667,52.2987777778,9.908,83.7375555556,16.6955555556,7.11233333333,5.56522222222
367.47,32.6698888889,43.4605555556,60.8887777778,35.2242222222,9.93988888888,4.97605555556,52.4337777778,10.1271111111,83.9723333333,16.8243333333,7.21366666667,5.694
367.84,32.5391111111,43.3277777778,60.836,35.1566666667,9.89433333332,4.97266666667,52.2018888889,10.0906666667,83.7611111111,16.7032222222,7.10877777778,5.55033333334
368.20,32.5891111111,43.4651111111,61.1014444445,35.2375555555,9.9721111111,4.98344444444,52.1683333333,10.1158888889,83.7975555556,16.6325555556,7.03944444445,5.60044444445
368.56,32.6494444444,43.6763333333,61.1973333333,35.4107777778,9.98455555556,5.0785,52.3197777778,10.132,83.9431111111,16.6928888889,7.03177777778,5.69255555555
368.93,32.6092222222,43.7135555556,61.2522222222,35.4157777778,10.0015555556,5.11733333333,52.2848888889,10.1365555556,83.8582222222,16.636,7.00955555555,5.65288888889
