wavelength,Back_VolJacm,Belly_VolJacm,Breast_VolJacm,Crissum_VolJacm,Crown_VolJacm,DorTail_VolJacm,Patch10_VolJacm,Rump_VolJacm,Throat_VolJacm,WingTip_VolJacm
344.89,7.69806666667,5.18813333333,7.9086,4.48433333333,5.75353333333,5.34326666667,35.6162,6.1366,5.50886666667,6.1842
345.25,7.7546,5.29606666667,8.02799999999,4.56326666667,5.78913333333,5.42873333333,35.6122666667,6.24993333333,5.6016,6.2326
345.62,7.6324,5.206,8.02046666666,4.4178,5.67433333333,5.366,35.6302,6.1238,5.47813333333,6.0704
345.99,7.43533333333,5.0496,7.88793333333,4.2348,5.52093333333,5.1468,35.5992666667,6.02693333333,5.27293333333,5.8676
346.35,7.5612,5.13713333333,7.90846666666,4.2678,5.59846666667,5.169,35.6686666667,6.12733333333,5.28426666667,5.98946666667
346.72,7.62580000001,5.16486666667,7.95953333334,4.26706666667,5.6252,5.23826666667,35.6958,6.16386666667,5.3166,6.0082
347.08,7.63166666666,5.17286666666,7.96593333333,4.25873333333,5.58626666667,5.26413333333,35.9386,6.15006666667,5.29226666667,6.06133333333
347.45,7.76233333333,5.3826,8.11359999999,4.48206666667,5.75413333334,5.4944,36.0428,6.37993333333,5.4378,6.26826666667
347.81,7.67800000001,5.2276,8.00980000001,4.42873333333,5.5956,5.42386666667,36.0207333333,6.27946666667,5.2884,6.08453333333
348.18,7.63073333333,5.21373333334,7.99293333334,4.41166666667,5.542,5.3948,36.1273333333,6.25546666667,5.32273333333,6.13006666667
348.54,7.60520000001,5.12446666667,7.94646666667,4.42286666667,5.53106666667,5.3406,36.0601333333,6.20706666667,5.32146666667,6.18126666667
348.91,7.64686666667,5.15306666666,8.03286666666,4.541,5.6538,5.371,36.1266,6.2862,5.41973333333,6.33346666667
349.27,7.70233333333,5.0842,8.03240000001,4.52526666666,5.64713333333,5.38306666667,36.1239333333,6.23153333333,5.363,6.44033333333
349.64,7.60553333334,4.958,7.97499999999,4.5134,5.56786666667,5.3544,36.0332,6.14006666667,5.2482,6.2838
350.00,7.53439999999,4.89613333333,7.86653333333,4.43953333333,5.51486666667,5.1558,36.0988666667,6.04653333333,5.1386,6.20326666667
350.37,7.52600000001,4.89626666667,7.8838,4.45466666667,5.46033333333,5.004,36.1131333333,6.0802,5.13166666667,6.17726666667
350.73,7.483,4.81346666667,7.83820000001,4.41846666667,5.41566666667,4.8212,36.1906666667,6.084,5.09886666667,6.06693333334
351.10,7.56866666667,4.8928,7.90526666667,4.50233333333,5.48306666667,4.78626666667,36.271,6.1366,5.17306666667,6.09466666667
351.46,7.65033333333,4.94713333333,7.96086666666,4.54406666667,5.5538,4.8428,36.2871333333,6.21786666666,5.2394,6.0862
351.83,7.63493333334,4.9284,7.92013333333,4.4474,5.59466666667,4.88573333333,36.3290666667,6.19873333333,5.2226,6.01333333333
352.19,7.62893333333,4.94066666667,7.76453333333,4.31886666666,5.46566666667,4.795,36.3971333333,6.13266666667,5.0954,5.8798
352.55,7.7342,5.1646,7.84433333333,4.4676,5.61433333333,4.893,36.6487333333,6.25653333333,5.26213333333,5.9284
352.92,8.031,5.48886666667,8.08766666666,4.73486666667,5.90886666667,5.20893333333,36.8326666667,6.586,5.67433333333,6.21266666667
353.28,8.18873333333,5.6024,8.21853333334,4.9144,6.07253333333,5.43033333333,36.8108666667,6.7446,5.89946666667,6.36093333333
353.65,8.21586666667,5.66386666666,8.13213333333,4.8648,6.17853333333,5.4878,36.8518666667,6.7018,5.90793333333,6.37653333333
354.01,8.28673333333,5.77753333333,8.16399999999,4.94553333333,6.26786666667,5.6666,36.7696,6.69406666667,6.00833333333,6.4988
354.38,8.3518,5.88253333334,8.25706666666,5.05413333333,6.36533333333,5.80553333333,36.8682666667,6.8128,6.09173333333,6.6258
354.74,8.26166666666,5.8092,8.17213333334,4.92566666667,6.32066666667,5.74513333333,36.7880666667,6.76093333333,5.984,6.58853333333
355.11,8.45293333334,5.96926666667,8.32393333334,5.11113333333,6.429,5.8392,37.0465333333,6.91120000001,6.11766666667,6.78213333333
355.47,8.51133333333,5.98166666667,8.47033333333,5.24933333333,6.5848,5.9396,37.1132,6.96546666667,6.19299999999,6.88346666667
355.83,8.53093333333,5.94893333333,8.47779999999,5.203,6.55086666667,5.92086666667,37.0553333333,6.94059999999,6.17526666666,6.854
356.20,8.16553333333,5.56293333333,8.12073333333,4.8578,6.1958,5.58006666667,36.9298,6.57500000001,5.742,6.53246666667
356.56,8.05046666666,5.54133333333,8.08900000001,4.78926666667,6.0882,5.44713333333,36.9500666667,6.5088,5.63546666667,6.424
356.93,8.10860000001,5.56686666667,8.21380000001,4.9042,6.0812,5.5164,37.1015333333,6.61106666667,5.71646666667,6.48426666667
357.29,8.14960000001,5.55673333333,8.23079999999,4.91033333333,6.09546666667,5.57093333333,37.1581333333,6.69306666666,5.7204,6.447
357.66,8.09593333334,5.4816,8.12,4.75993333333,5.99026666667,5.48973333333,37.1555333333,6.57426666667,5.6334,6.38446666667
358.02,7.99086666666,5.3932,8.02459999999,4.632,5.816,5.39626666667,37.1717333333,6.43,5.54933333334,6.30146666667
358.38,7.796,5.25586666667,7.86660000001,4.467,5.6246,5.25266666667,36.9782,6.2272,5.3882,6.11926666667
358.75,7.61766666667,5.08573333333,7.64600000001,4.29713333333,5.37873333333,5.12753333333,36.8135333333,6.06106666667,5.22106666667,5.9346
359.11,7.54860000001,4.95366666667,7.54293333334,4.22153333333,5.28133333333,5.02466666667,36.8699333333,5.95753333333,5.09673333333,5.85786666667
359.48,7.6564,5.1234,7.67993333333,4.32913333333,5.46366666667,5.13666666667,36.9585333333,6.07366666667,5.21066666667,5.97113333333
359.84,7.59706666667,5.03726666667,7.65566666667,4.27146666667,5.43353333333,5.11773333333,37.003,6.04353333333,5.1268,5.92473333333
360.20,7.54460000001,5.03473333333,7.59766666666,4.24093333333,5.3914,5.0906,36.9749333333,6.00466666667,5.079,5.817
360.57,7.53126666667,5.0418,7.58079999999,4.23553333333,5.37186666667,5.0212,37.0221333333,5.9568,5.07786666667,5.81233333333
360.93,7.61386666667,5.12273333333,7.6742,4.3748,5.50126666667,5.0822,37.1163333333,6.0988,5.18806666667,5.88406666667
361.29,7.80079999999,5.31553333333,7.88373333333,4.6162,5.7576,5.2754,37.3563333333,6.33313333333,5.42953333333,6.06153333334
361.66,7.89113333333,5.4296,7.95093333333,4.73153333334,5.875,5.3416,37.4608,6.4758,5.52466666667,6.1444
362.02,7.98066666667,5.53026666667,8.12666666667,4.84446666667,6.04253333333,5.4128,37.6384,6.61100000001,5.6532,6.23413333333
362.39,7.98313333334,5.60693333333,8.20166666666,4.85953333333,6.06953333334,5.45213333333,37.6093333333,6.69586666667,5.73966666666,6.28006666667
362.75,8.08533333333,5.66073333333,8.27979999999,4.94453333334,6.11506666667,5.5056,37.7154,6.77646666666,5.82293333333,6.35773333333
363.11,8.1586,5.73286666667,8.32413333334,5.00073333333,6.16453333333,5.56986666667,37.7091333333,6.8498,5.9144,6.43286666667
363.48,8.20393333333,5.7548,8.35466666667,5.0102,6.21386666667,5.6002,37.7796,6.89926666666,5.91986666667,6.47566666667
363.84,8.12753333334,5.6688,8.29233333334,4.92313333333,6.12526666667,5.50473333333,37.7464666667,6.86133333333,5.8054,6.405
364.20,8.12506666667,5.6604,8.28399999999,4.91513333333,6.0704,5.4966,37.7108,6.86513333334,5.77,6.39426666667
364.57,8.07226666666,5.5882,8.17713333334,4.7956,5.96986666667,5.4086,37.6507333333,6.74226666667,5.64006666667,6.29026666667
364.93,8.10066666667,5.549,8.2054,4.77246666667,5.97773333333,5.46413333333,37.5996666667,6.72273333334,5.6214,6.2976
365.29,8.18233333333,5.61506666667,8.2046,4.78893333333,5.99146666667,5.52413333333,37.611,6.76526666666,5.6572,6.38006666667
365.66,8.30926666667,5.70813333333,8.28780000001,4.93333333333,6.13246666667,5.60986666667,37.7730666667,6.85133333334,5.74346666667,6.45186666666
366.02,8.16320000001,5.60586666667,8.16486666667,4.788,6.00446666667,5.5036,37.6130666667,6.69593333333,5.62833333333,6.30613333333
366.38,8.21986666667,5.64826666666,8.19133333333,4.8014,6.02426666667,5.513,37.6909333333,6.71693333334,5.69926666667,6.3546
366.75,8.25173333333,5.687,8.26293333333,4.8498,6.0688,5.52313333333,37.5335333333,6.7412,5.76606666667,6.41173333333
367.11,8.27793333334,5.7216,8.27633333333,4.85753333333,6.0788,5.53606666667,37.6605333333,6.72066666667,5.76346666667,6.36713333333
367.47,8.2126,5.63993333333,8.201,4.7676,6.01246666667,5.4478,37.6474,6.60873333334,5.7284,6.22206666667
367.84,8.16806666667,5.61526666667,8.21206666667,4.73206666667,5.95,5.3836,37.7228,6.59179999999,5.66106666667,6.15773333333
368.20,8.07326666666,5.54366666667,8.15366666668,4.69633333333,5.86886666667,5.22626666667,37.6152666666,6.54733333334,5.5824,6.07193333333
368.56,8.06233333333,5.52406666667,8.13073333334,4.69173333333,5.86526666667,5.15986666667,37.6260666667,6.50413333333,5.51873333333,6.02153333333
368.93,7.98006666666,5.4564,8.09406666666,4.6246,5.81253333333,5.09866666667,37.5939333333,6.4388,5.461,5.9388
369.29,8.01500000001,5.43386666667,8.11126666667,4.6782,5.82633333333,5.07686666667,37.6751333333,6.48506666666,5.49253333333,5.92706666667
369.65,7.97059999999,5.38293333333,8.07759999999,4.74526666667,5.78833333333,5.07333333333,37.6485333333,6.46760000001,5.47853333333,5.8484
370.01,7.86060000001,5.2474,7.9196,4.57806666667,5.65926666667,4.9474,37.7379333333,6.31566666667,5.4022,5.72713333333
370.38,7.8508,5.22266666667,7.88379999999,4.56093333333,5.67813333333,4.9278,37.6446,6.3398,5.46426666667,5.74506666667
370.74,7.92133333334,5.3334,7.93406666666,4.64026666667,5.76393333334,4.9884,37.6962666667,6.46813333333,5.52673333333,5.91273333334
371.10,7.95366666667,5.35833333333,7.94873333333,4.7308,5.81746666667,5.03413333333,37.5562666667,6.531,5.62393333333,5.99026666667
371.46,7.92773333333,5.30693333334,7.89426666667,4.64666666667,5.76373333334,5.0182,37.7558,6.44566666666,5.61473333333,5.9312
371.83,7.92479999999,5.32126666667,7.89246666666,4.642,5.7228,5.04033333333,37.7423333333,6.4402,5.66473333333,5.93093333333
372.19,7.95813333333,5.37,7.89079999999,4.6974,5.7432,5.12006666667,37.7445333333,6.49913333333,5.73246666667,5.9992
372.55,8.02040000001,5.4808,7.92486666667,4.7344,5.82733333333,5.18366666667,37.8496,6.57953333333,5.80166666667,6.09553333333
372.92,8.00526666666,5.45833333333,7.85793333333,4.6258,5.83613333333,5.1058,37.8751333333,6.54393333333,5.70773333333,6.07886666667
373.28,8.16486666667,5.62053333333,8.04246666666,4.8142,6.029,5.258,37.9560666667,6.78833333333,5.8572,6.2862
373.64,8.21900000001,5.70006666667,8.15506666667,4.89566666667,6.0728,5.31593333333,37.9854,6.87966666666,5.92946666667,6.34473333333
374.00,8.1998,5.63893333333,8.14899999999,4.82913333333,6.03253333333,5.32126666667,37.9672666667,6.82160000001,5.9102,6.2558
374.37,8.096,5.53806666667,8.03553333334,4.72346666667,5.9478,5.18573333333,37.9739333333,6.70686666666,5.7782,6.1266
374.73,8.13953333334,5.62193333333,8.107,4.78753333333,6.02026666667,5.31026666667,38.0239333333,6.77973333333,5.80193333333,6.17726666667
375.09,8.07026666666,5.5714,8.08800000001,4.74426666667,6.00826666667,5.28466666667,38.0921333334,6.75506666667,5.77293333334,6.1398
375.45,7.92373333333,5.37726666667,7.97026666667,4.57186666667,5.83113333333,5.10633333333,38.1057333333,6.56166666667,5.56133333333,6.01286666667
375.81,7.92093333333,5.37293333333,8.02246666666,4.60693333333,5.7868,5.10386666667,38.2186666667,6.55419999999,5.55746666667,6.038
376.18,7.89260000001,5.34986666667,8.03873333333,4.57933333334,5.7112,5.0892,38.1648,6.54160000001,5.54533333333,6.01946666667
376.54,7.7658,5.17033333333,7.87346666667,4.4736,5.55706666667,4.97413333333,38.1213333333,6.34733333334,5.4026,5.8022
376.90,7.76039999999,5.13693333333,7.90120000001,4.49806666667,5.59106666667,5.0078,38.2323333333,6.32833333333,5.40893333333,5.82813333333
377.26,7.7204,5.10373333333,7.84766666667,4.50853333333,5.5902,4.98713333333,38.2403333333,6.30239999999,5.354,5.8334
377.63,7.7816,5.15226666667,7.90686666666,4.549,5.59833333333,5.04493333333,38.2572,6.32213333334,5.42913333333,5.94
377.99,7.80459999999,5.1646,7.95680000001,4.57853333333,5.6504,5.02906666667,38.2706,6.37053333333,5.49053333333,6.0056
378.35,7.78226666666,5.12026666667,7.92133333334,4.5608,5.61773333333,4.955,38.1169333333,6.36946666666,5.4664,5.95653333333
378.71,7.83733333333,5.19853333333,7.96893333333,4.6002,5.66606666667,5.00166666667,38.1015333333,6.47606666666,5.53306666667,5.9792
379.07,7.88813333333,5.23766666667,7.97533333334,4.67606666666,5.76273333333,5.0976,38.0064666667,6.54760000001,5.58333333333,6.0054
379.44,7.87200000001,5.2566,7.95706666667,4.6992,5.81746666667,5.1398,38.1407333333,6.5688,5.60266666666,5.9888
379.80,7.93106666667,5.3664,8.04426666667,4.76913333333,5.9054,5.18533333333,38.2123333333,6.66133333334,5.6788,6.08293333333
380.16,7.87233333333,5.36106666666,7.96773333333,4.72466666667,5.83806666667,5.1004,38.1801333333,6.6154,5.60673333333,6.0202
380.52,7.80606666667,5.31446666667,7.91073333334,4.67246666667,5.75033333333,5.0306,38.2002666667,6.54093333333,5.538,5.96326666667
380.88,7.82066666667,5.3014,7.90326666666,4.67766666667,5.7576,5.0364,38.246,6.56973333333,5.50326666667,5.9064
381.24,7.86266666666,5.314,7.88533333334,4.71733333333,5.766,5.048,38.2066666667,6.58933333334,5.50333333333,5.88533333333
381.61,7.89286666667,5.38813333333,7.91206666667,4.7902,5.81646666667,5.14313333333,38.2930666667,6.6144,5.549,5.9808
381.97,7.95993333333,5.42973333333,7.93180000001,4.8558,5.88533333333,5.2022,38.3348666666,6.63786666666,5.61213333333,6.02653333333
382.33,7.93379999999,5.40213333333,7.91759999999,4.78546666667,5.82933333333,5.14793333333,38.3698,6.5954,5.57946666667,5.96
382.69,8.06346666666,5.49906666666,7.98386666667,4.87006666667,5.8752,5.20446666667,38.4474,6.66653333333,5.6578,6.04646666667
383.05,8.04986666667,5.47506666666,7.96846666666,4.87,5.8524,5.1938,38.4006666667,6.62780000001,5.62806666667,6.039
383.41,8.05906666667,5.46286666667,7.94773333334,4.8768,5.85886666667,5.18646666667,38.482,6.63146666668,5.62526666666,6.04933333333
383.77,8.1368,5.53533333333,8.03486666667,4.89753333333,5.93286666666,5.20846666667,38.5849333333,6.71286666667,5.7232,6.10766666667
384.14,8.12073333334,5.55426666667,8.04646666667,4.89086666667,5.9476,5.1928,38.7142666667,6.71826666666,5.7384,6.09766666667
384.50,8.11980000001,5.5848,8.06286666666,4.88853333333,5.97866666667,5.19033333333,38.846,6.72819999999,5.74486666667,6.12846666667
384.86,8.18526666667,5.62266666667,8.0838,4.901,6.00446666667,5.19513333333,38.9227333333,6.76293333333,5.7616,6.133
385.22,8.12566666667,5.5856,8.0388,4.84866666667,5.94066666667,5.12026666667,38.933,6.72006666667,5.69913333333,6.08146666667
385.58,8.10306666667,5.57366666666,8.02853333334,4.8688,5.93513333333,5.07613333333,38.8982666667,6.70873333333,5.68786666667,6.0796
385.94,8.08746666666,5.5708,8.05713333334,4.87733333333,5.9298,5.0852,38.9352666667,6.70600000001,5.68193333333,6.057
386.30,8.10186666667,5.6008,8.05893333334,4.86133333333,5.9114,5.10433333334,39.0762666667,6.72566666666,5.68293333333,6.0494
386.66,8.17153333333,5.6452,8.13166666666,4.88193333333,5.9462,5.14233333333,39.1448,6.77239999999,5.7248,6.0902
387.03,8.21433333333,5.68806666667,8.17119999999,4.9682,6.00573333333,5.21526666667,39.1334,6.80366666667,5.7576,6.12313333333
387.39,8.273,5.70926666667,8.17473333333,4.99653333333,6.02806666667,5.25833333333,39.1635333333,6.84320000001,5.75746666667,6.1652
387.75,8.2164,5.65606666667,8.1016,4.93193333333,5.92606666667,5.21646666667,39.1074666667,6.77866666667,5.70653333333,6.0828
388.11,8.20080000001,5.66346666667,8.12640000001,4.906,5.91846666667,5.2216,39.1552666667,6.77393333333,5.69506666667,6.07753333333
388.47,8.22180000001,5.689,8.12113333334,4.9262,5.96086666667,5.24993333333,39.2185333333,6.79813333333,5.697,6.1056
388.83,8.23859999999,5.6924,8.1324,4.9176,5.96453333333,5.2822,39.2392,6.82066666668,5.6892,6.1178
389.19,8.23279999999,5.68393333333,8.13859999999,4.92873333333,5.9952,5.27946666666,39.2577333333,6.85153333334,5.70446666667,6.1634
389.55,8.22740000001,5.66573333333,8.13546666666,4.92886666667,6.01593333333,5.2696,39.1695333333,6.83459999999,5.70486666667,6.14866666667
389.91,8.21453333333,5.6758,8.12806666667,4.94346666667,6.02966666667,5.27786666667,39.1205333333,6.85133333334,5.71426666667,6.14026666667
390.27,8.21986666666,5.69046666667,8.12766666667,4.91913333333,6.00333333333,5.26413333333,39.2091333333,6.85619999999,5.71773333333,6.13953333333
390.63,8.22413333334,5.749,8.1306,4.9514,6.01746666667,5.27833333333,39.2077333333,6.8554,5.7662,6.15086666667
391.00,8.25520000001,5.77453333333,8.13113333334,4.9536,6.033,5.27866666667,39.2401333333,6.87773333334,5.77493333333,6.16106666667
391.36,8.20426666666,5.73573333333,8.05366666667,4.9284,6.0136,5.19626666667,39.1892,6.83746666666,5.7372,6.10953333333
391.72,8.25333333334,5.78053333333,8.09760000001,4.955,6.04713333333,5.2488,39.2399333333,6.87993333333,5.80473333333,6.13406666667
392.08,8.28953333333,5.82713333333,8.12939999999,4.9662,6.07893333333,5.2544,39.4046,6.90686666666,5.846,6.17426666666
392.44,8.25066666667,5.79126666667,8.06666666667,4.91226666667,6.04886666667,5.21166666667,39.3564666667,6.81759999999,5.78086666667,6.10833333333
392.80,8.21719999999,5.7334,8.02239999999,4.88146666666,6.01806666667,5.15833333333,39.3964,6.79633333333,5.76086666667,6.0944
393.16,8.2176,5.69086666667,7.99673333333,4.85573333333,6.00693333333,5.15913333333,39.4121333333,6.7536,5.7572,6.07706666666
393.52,8.15960000001,5.59353333333,7.90819999999,4.80346666667,5.9506,5.09333333333,39.332,6.69553333333,5.68826666667,6.0112
393.88,8.11006666667,5.52346666666,7.86426666667,4.74966666667,5.9418,5.05573333333,39.3048,6.66539999999,5.64433333333,5.95553333333
394.24,8.07173333333,5.5014,7.85006666667,4.73786666667,5.94926666667,5.035,39.3076666667,6.6588,5.64013333333,5.94466666667
394.60,8.12413333333,5.54213333333,7.92013333334,4.79633333333,5.98813333333,5.09793333333,39.3964,6.71400000001,5.67833333333,6.00593333333
394.96,8.08093333334,5.495,7.88173333333,4.74686666667,5.9524,5.03206666667,39.3614,6.67033333333,5.6316,5.96686666667
395.32,8.05413333333,5.46086666667,7.84299999999,4.71653333333,5.9166,5.02693333333,39.2447333333,6.62546666667,5.59526666667,5.91086666667
395.68,8.13266666667,5.5388,7.91286666666,4.805,5.9688,5.11006666667,39.3401333333,6.72020000001,5.68393333333,5.9814
396.04,8.16586666666,5.59146666667,7.97999999999,4.84426666667,5.99666666667,5.15426666667,39.2980666667,6.77833333334,5.73406666667,6.0248
396.40,8.08253333333,5.54386666667,7.88206666667,4.7452,5.9022,5.0388,39.2532,6.72366666667,5.64433333333,5.946
396.76,8.09113333333,5.572,7.92859999999,4.74966666667,5.9068,5.0562,39.2872666667,6.74093333334,5.6556,5.96026666667
397.12,8.09853333333,5.56333333333,7.95086666667,4.73553333333,5.86613333333,5.00846666667,39.274,6.73626666667,5.6714,5.95686666667
397.48,8.08920000001,5.52126666667,7.90933333333,4.69873333333,5.80646666667,4.9876,39.2588666667,6.66966666667,5.62853333333,5.91033333333
397.84,8.04646666667,5.46013333333,7.8392,4.6102,5.73173333333,4.9568,39.2334,6.60493333333,5.57613333333,5.82513333333
398.20,8.07146666667,5.50493333333,7.87353333334,4.65366666667,5.75593333334,5.001,39.2938,6.64166666667,5.5966,5.8428
398.56,8.07553333333,5.51866666667,7.89546666666,4.66286666667,5.75853333333,4.97466666667,39.3156,6.6618,5.6222,5.8738
398.92,7.94906666667,5.38766666667,7.80886666667,4.55313333333,5.6698,4.85326666667,39.1601333333,6.57346666667,5.51613333333,5.79493333333
399.28,7.97080000001,5.42826666667,7.79433333333,4.5516,5.68413333333,4.8936,39.2514,6.57566666666,5.51573333333,5.80306666667
399.64,8.06393333334,5.518,7.89419999999,4.69233333333,5.79793333333,5.0636,39.2632666667,6.68673333333,5.64453333333,5.9252
400.00,8.14413333334,5.61133333333,7.94919999999,4.77326666667,5.908,5.14306666667,39.3592,6.77080000001,5.72766666667,6.00266666667
400.36,8.17653333333,5.66373333333,7.99093333333,4.83306666667,5.98753333333,5.22673333333,39.4696666667,6.82313333333,5.73273333333,6.0898
400.72,8.22306666667,5.71333333333,8.06986666666,4.89473333333,6.0314,5.291,39.5416666667,6.89433333333,5.79613333333,6.14726666666
401.08,8.28626666666,5.741,8.10606666666,4.96006666667,6.0992,5.33953333333,39.5361333333,6.9398,5.86226666667,6.20033333333
401.44,8.27419999999,5.72333333333,8.10113333334,4.95006666667,6.08346666667,5.3142,39.551,6.8944,5.84526666667,6.1956
401.80,8.26453333333,5.7258,8.07506666666,4.98253333333,6.12186666667,5.35566666667,39.5976,6.90946666666,5.84306666667,6.2098
402.16,8.33693333334,5.78273333333,8.12066666666,5.01633333333,6.16866666667,5.3832,39.8392,6.96213333333,5.90086666667,6.25046666666
402.52,8.317,5.7546,8.10100000001,5.00646666667,6.154,5.35913333334,39.7876,6.92906666667,5.86293333333,6.221
402.88,8.26040000001,5.67593333333,8.04239999999,4.91933333333,6.10353333333,5.25553333333,39.7745333333,6.85193333334,5.76946666667,6.14746666667
403.24,8.18319999999,5.60533333333,7.9818,4.86893333333,6.01993333333,5.1806,39.7255333333,6.77846666667,5.69926666667,6.06606666667
403.60,8.16286666667,5.5636,7.95506666666,4.83213333333,5.98093333333,5.12613333333,39.6698,6.75946666667,5.68466666667,5.998
403.95,8.15173333334,5.59006666667,7.94880000001,4.85406666667,5.9936,5.12433333333,39.7014,6.75420000001,5.67473333333,5.997
404.31,8.14920000001,5.62246666667,7.9754,4.87206666667,6.00226666667,5.10686666666,39.7438,6.77793333333,5.69426666667,6.0224
404.67,8.14626666666,5.63093333333,7.97873333334,4.88193333334,6.01126666667,5.118,39.7297333333,6.8192,5.71273333333,6.0344
405.03,8.11540000001,5.5952,7.94886666666,4.82406666666,5.95626666667,5.06833333333,39.7368666667,6.77533333333,5.66766666667,5.96946666667
405.39,8.12626666666,5.6174,7.96740000001,4.842,5.9574,5.08653333333,39.6817333333,6.75246666667,5.6784,5.963
405.75,8.1084,5.58746666667,7.93226666667,4.829,5.91613333333,5.05693333333,39.7605333333,6.74166666667,5.64753333333,5.92373333333
406.11,8.1144,5.6098,7.95766666667,4.84846666666,5.89313333333,5.07906666667,39.8176,6.75133333334,5.6474,5.90206666667
406.47,8.11606666667,5.5838,7.92820000001,4.83773333333,5.88173333333,5.0878,39.7848,6.74573333333,5.62853333333,5.89713333333
406.83,8.13853333333,5.59053333333,7.94413333333,4.8484,5.8954,5.1224,39.8648,6.74726666666,5.6212,5.90646666667
407.19,8.17526666667,5.61346666667,7.97166666666,4.87506666667,5.92793333333,5.13626666667,39.8593333333,6.78946666667,5.6622,5.94406666667
407.55,8.17993333333,5.62033333333,7.97973333334,4.88826666667,5.92986666667,5.18206666667,39.8361333333,6.79893333333,5.64386666667,5.94993333333
407.90,8.21346666667,5.6284,7.99986666667,4.93113333333,5.94446666667,5.20586666667,39.8777333333,6.81006666667,5.64853333333,5.97193333333
408.26,8.27420000001,5.669,8.05613333334,4.97793333333,5.98726666667,5.258,39.9651333333,6.88080000001,5.69213333333,6.02793333333
408.62,8.29720000001,5.6846,8.04953333333,4.9962,6.009,5.28933333333,40.0161333333,6.9264,5.7124,6.0376
408.98,8.33599999999,5.73553333333,8.10133333333,5.033,6.058,5.33466666667,40.038,6.96326666667,5.76193333333,6.07673333333
409.34,8.35440000001,5.76006666667,8.09506666666,5.0602,6.09813333333,5.33873333333,40.0058,6.99213333333,5.7844,6.12353333333
409.70,8.35193333334,5.78953333333,8.11486666667,5.08093333334,6.10373333333,5.3306,40.0354,7.01293333333,5.81706666667,6.13726666667
410.06,8.30999999999,5.76946666667,8.07640000001,5.05453333333,6.07213333333,5.30606666667,39.9557333333,7.00453333334,5.8164,6.11266666667
410.42,8.23299999999,5.68033333333,8.02179999999,4.98346666667,5.9942,5.24993333333,39.9386,6.93333333334,5.73546666667,6.04966666667
410.77,8.19079999999,5.6198,7.96953333334,4.93186666667,5.93313333333,5.175,40.0088,6.8794,5.6692,5.99213333333
411.13,8.18106666666,5.5844,7.95513333334,4.89073333333,5.91313333333,5.1536,40.0561333333,6.85573333333,5.6526,5.97746666667
411.49,8.17693333334,5.5962,7.94926666666,4.91353333333,5.92286666667,5.15046666667,40.0302666667,6.82106666666,5.6678,5.98513333333
411.85,8.15873333333,5.57693333333,7.93746666667,4.88906666667,5.90906666667,5.13013333333,39.9992,6.81453333333,5.63513333333,5.97106666667
412.21,8.16126666666,5.57006666667,7.93400000001,4.9042,5.9368,5.1436,40.0488666667,6.85353333333,5.64,6.00493333334
412.57,8.16633333333,5.58073333334,7.96246666667,4.92006666667,5.92793333333,5.14993333333,40.1986666667,6.84633333333,5.66513333333,6.01766666666
412.92,8.14593333333,5.5212,7.91679999999,4.8702,5.881,5.09766666667,40.2216666667,6.79326666667,5.62126666667,5.95853333333
413.28,8.14666666667,5.53386666667,7.9076,4.88886666667,5.8824,5.10433333333,40.2723333333,6.77333333333,5.60973333333,5.97406666667
413.64,8.17453333334,5.54726666667,7.89780000001,4.89686666667,5.89466666667,5.09293333333,40.2608666667,6.77886666666,5.6244,5.98093333333
414.00,8.14433333333,5.52273333333,7.85513333334,4.8646,5.88493333333,5.05306666667,40.2482,6.7484,5.6344,5.94666666667
414.36,8.10266666666,5.50533333333,7.80173333333,4.82846666667,5.87013333333,4.99753333333,40.2162,6.72273333333,5.61,5.8984
414.72,8.07233333333,5.4698,7.75553333333,4.79193333333,5.84873333333,4.9412,40.2730666667,6.69706666667,5.575,5.874
415.07,8.08913333334,5.48613333333,7.76893333334,4.81826666667,5.85453333333,4.945,40.3206666667,6.68999999999,5.59126666667,5.89433333333
415.43,8.07413333333,5.47413333333,7.77266666666,4.77846666667,5.82133333333,4.8924,40.3137333333,6.6454,5.57453333333,5.8876
415.79,8.08486666667,5.48866666667,7.76940000001,4.76326666667,5.8344,4.90566666667,40.3385333333,6.65886666666,5.56366666667,5.88806666667
416.15,8.0982,5.52006666667,7.80486666666,4.75846666667,5.86146666667,4.94346666666,40.4081333333,6.6952,5.56606666667,5.92793333333
416.51,8.1396,5.54313333333,7.85680000001,4.79766666667,5.88426666667,4.9652,40.5000666667,6.74613333334,5.59773333333,5.95953333333
416.86,8.20220000001,5.59566666667,7.90213333333,4.84313333333,5.9244,5.02353333333,40.5837333333,6.79706666666,5.6406,6.00213333333
417.22,8.296,5.67266666667,7.99813333334,4.9352,6.00293333333,5.1148,40.6161333333,6.90233333333,5.71353333333,6.10986666667
417.58,8.31599999999,5.71506666667,8.04299999999,4.9686,6.02406666667,5.16953333333,40.631,6.94713333333,5.74513333333,6.14666666667
417.94,8.32613333333,5.7126,8.06413333333,4.9742,6.02026666667,5.19146666667,40.5912,6.96213333334,5.75026666667,6.13906666667
418.29,8.28240000001,5.66786666667,8.04086666668,4.9404,5.96026666667,5.15333333333,40.5497333334,6.93113333333,5.708,6.0986
