wavelength,Back_VolJacm,Belly_VolJacm,Breast_VolJacm,Crissum_VolJacm,Crown_VolJacm,DorTail_VolJacm,Patch10_VolJacm,Rump_VolJacm,Throat_VolJacm,WingTip_VolJacm
186.01,368.666666667,558.666666667,343.333333333,324.0,452.666666667,114.666666667,312.666666667,342.666666667,509.333333333,429.333333333
186.39,-466.666666667,-809.333333333,-429.333333334,-422.666666667,-648.0,70.6666666666,-418.666666667,-441.333333333,-766.666666666,-571.999999999
186.77,-59.9999333332,-120.4938,-66.1728,-63.7037333333,-93.8271333333,35.5555333335,-71.3581333333,-58.5184,-119.259333333,-101.4814
187.15,-27.1929333333,-57.8946000001,-38.0702,-29.4736666666,-48.0700666666,35.0876,-32.9824666667,-22.6314,-72.2805999999,-64.5613333333
187.53,-7.13466666667,-18.9473333333,-12.0467333333,-0.467933333326,-15.3216,29.1227333333,-3.15786666669,3.39186666666,-34.3859333333,-30.4092666666
187.91,2.25106666667,-5.02166666668,-0.173133333354,7.09953333332,0.952333333348,28.0518,2.94366666666,17.5758666666,-19.1342,-15.5844
188.29,8.63240000001,1.19660000001,5.47013333334,13.2478666667,9.40173333334,36.0683333333,10.8545333333,22.9915333333,-15.1281333333,-12.0512666667
188.67,12.0512666667,3.84613333332,8.37606666667,13.9315333333,12.3078,41.9656666666,14.1026666667,29.8290666667,-14.7008666667,-8.88893333333
189.05,25.4945333333,19.2674666667,21.3188,26.3736666667,31.7216666667,51.6485333333,29.011,43.2234666667,-2.1978,4.76186666667
189.43,28.9411333333,23.2941333333,27.8431333333,29.1765333333,40.3138666667,53.8823333333,36.157,52.6274666667,-1.1764,6.74506666666
189.81,35.7265333333,26.4103333333,32.1368,38.2050666667,48.376,58.7180000001,46.5812,62.1368,2.05133333334,11.5384
190.19,49.4253333333,42.0691333333,43.9079333334,52.9501333333,57.1648666667,71.0345333333,61.2260666667,74.4829333334,24.2145333333,29.042
190.57,58.6324666667,47.9488,52.3930666667,61.2820666667,69.0598666667,85.2137333333,72.2224,85.983,35.8118666667,35.1283333333
190.95,63.0304,48.1818666667,56.6666666667,65.3535333333,75.2526,96.4648,80.6060666666,95.2526,37.3737333333,33.8383333334
191.33,65.2459333333,46.6665999999,56.2841333333,63.0601333333,77.2676666667,98.9070666666,89.3988000001,99.3442000001,39.6720666667,33.8798666667
191.71,59.3846666667,39.6922666667,49.7434666667,60.0000666667,70.7692666667,83.5898666667,77.6409333333,92.4102666668,33.9488666667,32.1027333333
192.09,44.797,33.2520666667,40.5691333333,47.0731333333,52.8455333333,58.4552666667,55.2032666667,71.87,29.5933333333,22.6829333333
192.47,44.496,35.2713333333,40.5426666667,45.814,44.4186666667,54.7286,54.5737333333,71.5505333333,33.411,26.8216
192.85,42.9772666667,37.152,38.2524666667,45.3074,39.4174,52.2978666667,49.6439333333,65.1132666667,37.2815333333,29.3206
193.23,37.0696,33.3332,32.1611333333,39.1208666667,36.1172,47.7655333333,40.586,63.8828000001,32.8937333333,18.315
193.61,21.0078,16.5116666667,18.1396666667,22.403,26.8994666667,29.8451333333,23.4108666667,52.2479333333,18.4495333333,4.80599999999
193.99,5.14059999997,7.5502,8.4338,12.9316666666,19.5180666667,17.51,15.3415333333,45.0601333333,3.53419999999,-4.97973333332
194.37,18.4091333333,18.5605333333,21.3636666667,23.7879333333,31.5151333333,28.788,25.6060666667,54.9244,16.2878666667,11.0606
194.75,17.6706,18.9558,21.2048666667,24.4177333333,31.0844,31.0039333333,23.1326,54.9398666667,16.4658666667,8.67473333334
195.13,21.8604666667,24.4187333333,23.9533333333,25.2712666667,33.6434666667,31.5504666667,31.3177333333,55.8140666667,22.5581333333,11.0076666667
195.51,42.8204666667,40.1708666667,39.2307333333,44.7865333334,55.9828666667,46.5812666667,54.1880666667,74.0170666667,39.0598666667,28.2052
195.89,36.3296666667,34.8314666667,37.0787333333,43.5956,57.4530666667,43.8950666667,51.3108,65.9924,37.8277333333,27.8651333333
196.27,42.5582,41.8604666666,43.4882666667,52.2482666667,65.8914666667,48.8372666667,56.2014,75.7363999999,41.3953333333,31.2403333333
196.65,45.2526,46.0606,46.1279333334,55.2862666667,63.5018,53.1984666667,58.0472,74.6802,41.9527333333,38.5186
197.03,48.6747333333,52.9316666667,50.4417333333,61.2049333333,70.7629333333,58.1527333333,64.8996666667,86.9879333335,42.6504666667,42.4096
197.40,59.5304666667,60.1877333334,53.0516,68.2627999999,79.3425999999,63.3804,65.4459999999,98.9672666667,50.1407333333,52.4883333333
197.78,54.1772666666,55.7805999999,47.5950666667,61.6878,70.2109333333,59.3249333333,56.8778,89.7889999999,46.1602666667,50.0422
198.16,56.5942,57.8984666667,50.7970666667,66.4492666667,70.4348,55.9419333333,56.5942,85.2174,45.5796666667,51.5943333333
198.54,58.2022666667,56.9288666667,52.6592,71.6853999999,71.6854,59.176,60.899,87.2660000001,46.6666666666,53.0336666667
198.92,50.3876,49.3798,43.9535333333,63.5659333334,61.1627333334,50.7753333333,53.3332666667,82.4806666668,37.7519333333,43.6436
199.30,56.5765333333,49.1892666667,43.7836666667,67.7477333333,63.1531333333,48.2884,50.2704,86.2162666665,38.3783333333,44.3244
199.68,47.4283333333,33.2380666667,33.0474666667,56.8572,55.5238,38.2856,41.5238666667,74.4762,31.0477333333,36.381
200.06,58.4474666667,41.0046,44.8402666666,66.4840666668,64.2922,46.21,52.2375333333,78.1734666666,45.7534666667,42.7397333333
200.44,63.2577333333,44.3939333333,52.803,72.0455333333,66.9696666667,54.1666666667,58.6362,73.9394,53.7121333334,48.2575333333
200.82,62.2436,44.8076,56.1538666667,72.6921999999,64.1026666667,56.7948,62.6281333333,66.1536666666,53.5896666667,49.3588666667
201.19,61.0204666667,42.2448666667,53.5374666667,73.4014666666,62.4489333333,54.8299333333,63.6735333333,64.3538,49.5918,48.1633333333
201.57,65.647,42.0392,55.3725333333,77.5687333334,66.4314666667,57.3333333333,66.9803333333,73.0197333333,52.3137333333,52.0785333333
201.95,72.1368,45.1282,60.3418666666,80.3418666667,73.6753333333,61.6239333333,66.1537333333,79.1452666667,54.0170666667,58.9743333333
202.33,71.3008666667,46.9917333333,61.3008,81.3821333333,78.9430666667,65.2846,62.6017333333,79.6748666667,54.878,62.9268666667
202.71,66.7440666667,50.31,58.9148666666,78.7597333333,75.0388666667,61.2402666667,62.0155333333,79.5348,52.9457333333,58.9923333333
203.09,68.35,56.8351333333,61.2795333333,76.835,75.0842666667,62.2896666667,62.761,78.9224666667,54.0740666667,59.7307333333
203.47,59.2831333333,45.1612666667,51.6129333333,66.7382666666,68.172,51.8996666667,55.6272666667,71.6845333333,45.0896,52.7597333333
203.85,58.25,51.5833333334,51.0833333333,67.2499999999,74.8333333333,53.6666666667,64.1666666667,76.75,45.4166666667,52.5833333333
204.22,58.0087333334,58.3550666667,52.4675333333,66.1472666667,75.4979333333,49.6969333333,65.9739999999,81.2987333333,47.7058,49.6969333333
204.60,56.5432666667,57.6954666667,51.4404,60.8229333333,73.4979333333,45.7612,66.4199333333,79.3414000001,46.9958666667,44.6914
204.98,56.1445333333,57.3493333333,51.5663333333,60.9638,79.0360666667,50.9236,74.3775333334,73.8954666666,52.6104,48.0322
205.36,52.9502666667,59.0038,47.8927333333,59.9234,74.9423333333,46.9731333333,71.7242666666,70.1149333334,51.8774,45.5938666667
205.74,52.8204666667,65.3847333334,51.3676,64.6153999999,77.094,45.7265333333,82.9059333333,71.8801333333,56.3248,44.1024
206.12,59.7101333333,74.3960666667,63.2850000001,73.5266000001,86.8599333334,53.4299333333,95.6521333333,80.9661333334,64.3478666667,47.8262
206.50,50.1694666667,65.9887333334,54.3503333333,70.9603999999,77.5140666666,45.3107333333,88.9266666667,75.7061999999,53.8983333333,37.0621333333
206.87,48.5898,65.0000666667,47.3076666667,72.3076666667,74.8718,38.3334,83.8461999999,74.4870666666,48.2051333333,25.1281333334
207.25,43.7737333333,45.5346666667,32.8301333334,66.5410666666,58.9936666667,17.8617333334,54.717,62.5158,38.7420666667,12.956
207.63,49.2,46.1333333333,32.2666666667,75.3333333334,69.2,20.0,55.0666666667,72.8000000001,46.6666666667,15.3333333333
208.01,66.6665333334,62.8570666666,38.8571333334,103.2382,95.8094666665,22.857,67.9999333333,100.3808,67.6189999999,16.1904666667
208.39,12.9412666666,27.8430666667,-29.4117333331,81.5685333333,51.3725333332,-95.2941999999,16.0784666665,103.921466667,1.56853333326,-102.745133333
208.77,-62.1052666668,-38.2455999999,-99.9999333333,15.7894666667,-25.9650000001,-152.9824,-51.9297999999,35.7895333335,-63.1578666668,-148.772
209.14,-42.6086000001,-43.7680666667,-76.2318666667,9.56520000001,-18.2609333333,-123.188333333,-50.1448666667,37.6810666667,-48.9857333333,-106.956533333
209.52,-51.1905333333,-63.5714,-90.9523333333,-7.85706666668,-44.7618666666,-130.238066667,-53.5714,14.2856,-65.9523333334,-99.7618666667
209.90,-96.9999999999,-101.666666667,-133.0,-36.3333333334,-92.3333333335,-206.666666667,-75.6666666667,-7.66666666666,-121.666666667,-162.0
210.28,-222.424333333,-180.000066667,-243.0304,-96.9696666667,-176.3636,-390.3028,-132.727133333,-38.7878666666,-246.0604,-277.5758
210.66,-1356.66666667,-923.333333333,-1300.0,-586.666666666,-936.666666667,-2190.0,-679.999999999,-186.666666667,-1476.66666667,-1396.66666667
211.03,-353.333333333,-229.166666667,-343.333333333,-175.0,-284.166666667,-544.166666667,-180.833333333,-80.0,-399.166666667,-364.166666667
211.41,-450.833333333,-333.333333333,-445.0,-302.5,-425.833333333,-668.333333333,-322.5,-250.833333333,-526.666666667,-450.0
211.79,-59.9999333333,-28.4848000001,-68.1818666665,-21.2122666667,-48.1819333333,-144.848666667,-42.4242666666,-6.36360000007,-96.9697999999,-56.9697333334
212.17,-4.84846666667,14.8484666667,-4.2424,18.7878666667,8.18180000002,-98.7879333332,9.09086666666,36.0606666667,-46.0607333333,-19.6969999999
212.55,-42.2221333332,-13.3332666668,-47.4073333332,-21.1111333333,-28.5184666667,-145.926066667,-17.4075333333,7.7778,-85.1851999999,-74.8146666667
212.92,-75.8974666666,-28.2051333333,-84.1025333333,-71.2821333333,-27.6922,-180.512933333,-50.7691333333,-7.17933333334,-114.358933333,-132.3078
213.30,-73.8889333333,-31.1110666668,-95.5554666668,-70.5555333335,14.4443333334,-183.3334,-39.4445999999,20.5555333332,-84.4444666666,-122.7778
213.68,-36.9230666667,-15.8974666667,-67.1795333333,-35.8974666667,20.5128000001,-144.615333333,-9.23073333328,41.0255333333,-44.1024666667,-120.000066667
214.06,-75.7576,-58.1819333335,-109.697066667,-82.4242,-53.9393333333,-173.333333333,4.84860000014,-17.5756666667,-71.5150666667,-192.121266667
214.44,214.444466667,262.222333333,261.1112,215.555466667,165.555666667,371.111066667,74.4444,155.5556,216.666666667,443.333466667
214.81,333.333200001,291.111066667,282.222133334,60.0000000002,64.4445999998,393.333266667,20.0000666668,31.1110666668,257.777733333,719.999933333
215.19,-326.666666667,-274.666666667,-354.666666667,-90.6666666667,-232.0,-340.0,-150.666666667,-146.666666667,-253.333333333,-597.333333333
215.57,715.000000001,614.999999999,796.666666666,423.333333333,626.666666667,696.666666667,535.0,496.666666666,624.999999999,1018.33333333
215.95,368.888866667,318.518533333,396.296333333,208.148133333,319.2592,320.740666667,310.3704,298.5186,348.888933333,505.185066666
216.32,223.589666667,194.3588,244.615466667,102.564066667,202.051266667,241.0256,220.5128,212.3076,213.846333333,333.846133333
216.70,180.0,152.916666667,203.333333333,87.0833333334,173.75,214.583333333,202.083333333,185.416666667,159.166666667,270.833333333
217.08,397.777866667,330.0,458.888933333,148.8888,376.666666667,474.444533333,415.555666667,402.2222,290.0,588.888933333
217.46,-230.0,-174.166666667,-271.666666667,-47.5,-186.666666667,-298.333333333,-240.833333333,-205.0,-143.333333333,-329.166666667
217.83,-116.190533333,-66.6667333333,-137.619,-3.80959999986,-86.1905333333,-148.571333333,-83.3332666667,-69.5238000001,-56.6667333335,-144.761933334
218.21,-6.87499999999,13.5416666667,-8.95833333326,41.6666666666,4.37499999999,-22.0833333334,15.0000000001,12.9166666667,28.125,-21.6666666667
218.59,7.91666666666,29.5833333333,22.5000000001,66.0416666666,29.1666666667,16.4583333333,41.0416666668,36.25,59.5833333333,5.83333333334
218.97,26.6667333333,51.0345333333,45.5172666668,104.827733333,62.0688666667,32.6435333333,76.3218666668,69.4253999999,88.7355333333,29.8852
219.34,51.1111333333,81.7283333333,65.1851333333,139.5062,90.1235333334,41.4814,111.358133333,104.197466667,122.716133333,61.2346
219.72,37.1013333333,78.2607333333,46.0868666669,143.768133333,78.8406666667,49.5651999999,130.4348,110.724666667,127.826133333,59.9999333333
220.10,33.9682,85.3968666667,38.0952000001,147.936466667,71.4284,59.6825999999,144.127,111.746066667,137.142933334,60.9524
220.47,60.6666666666,107.666666667,54.6666666665,162.333333333,93.6666666668,75.3333333333,159.0,138.0,146.666666667,85.3333333333
220.85,65.6142000001,105.263066667,57.8947333333,152.9824,85.9649333332,71.5789333334,156.491333333,137.543866667,128.771866667,82.1052666667
221.23,67.2222666666,88.6112666667,47.5001333333,116.1112,66.1110666667,48.0557333333,108.611066667,103.611066667,87.7778000001,56.9444666667
221.61,76.6666666666,74.6666666666,-34.6666666667,134.0,28.0000000001,-8.00000000014,166.666666667,145.333333333,56.0,26.0
221.98,-105.333333333,-59.9999999999,178.666666667,-118.666666667,18.6666666664,220.0,-297.333333333,-226.666666667,61.3333333334,27.9999999999
222.36,-65.4545333332,-32.1213333333,69.0908666665,-37.5757999999,16.3636666665,48.4847333334,-171.515266667,-86.0605333333,20.0001333333,25.4544666667
222.74,388.888800001,322.222066667,-2.2222666666,206.666666667,64.4445333332,-15.5554000006,848.888866668,477.777733333,122.222133333,84.4444000001
223.11,112.888866667,105.777733333,63.5554666666,99.1112000002,92.0000000001,54.2223333333,231.555533333,145.3334,82.6666,76.4443999999
223.49,58.0952666667,49.7143333333,44.9524,58.4761333333,59.0476,35.4285333334,115.238133333,74.8571333333,43.4285333334,44.9524
223.87,10.9523333333,15.2381333333,10.4761333333,23.8094666667,32.1427999999,-5.23806666664,95.9524000001,38.0953333333,-0.714399999974,1.19033333333
224.24,44.0858666666,37.6344,30.9676,54.8386666666,57.8495333333,24.0860666666,108.602066667,56.9892,31.828,19.1398
224.62,22.353,18.6274,20.5882,35.6862000001,41.7647333334,12.7451999999,97.2548666667,39.4118,30.5882666667,9.41179999999
225.00,-6.66666666668,-9.44459999998,2.50006666667,23.6111333334,32.4998666667,-20.5555999999,109.722333333,18.3334,28.0554666667,-7.50019999998
225.38,-15.6756666667,-14.5946666667,-0.720599999993,9.36926666667,14.4145333333,-15.3152,62.1623333333,0.180133333328,21.6216,-16.5766666667
225.75,-9.23079999998,-12.4358666667,2.17953333332,3.71800000001,14.1026,-17.4357333333,40.2563333333,1.28206666666,19.3589333333,-12.5640666667
226.13,5.18526666668,-2.32793333333,11.9576666666,12.6984666667,27.3014666667,-1.05826666665,39.471,13.9681333333,25.7142666667,7.3016
226.51,12.1738,2.80193333334,13.4298666667,10.4348,26.8598666667,-7.24646666667,37.0049333333,14.1063333333,22.8019333333,7.92273333333
226.88,19.0476,6.24326666666,18.4126,12.6984,29.2064,-8.67700000001,41.1642,19.0477333333,26.9841333333,9.20633333333
227.26,23.6213333333,13.9094666667,25.1849333333,19.5062,30.6172666667,3.53906666667,41.6461333333,25.5143333333,33.3333333333,16.461
227.64,7.08333333334,2.22213333333,10.7638666667,6.52779999999,14.7222666667,-10.7638666667,25.0694,11.1111333333,20.1389333333,7.22219999999
228.01,8.23193333333,4.5218,10.8404666667,7.88413333334,13.7972,-6.95646666667,19.942,9.91306666667,18.8986666667,8.23199999999
228.39,10.8586,7.62626666666,13.5858,8.13133333333,14.5454,-4.04033333333,17.8281333333,12.6768666667,17.6262666667,8.78780000001
228.76,14.5236666667,9.38093333334,16.9999333333,10.762,18.4286,-1.71426666667,21.4286,16.2381333333,17.1428666667,11.1904
229.14,12.2144666666,6.48033333333,14.3124,9.74366666668,15.7576,-4.66199999999,18.4616,13.1934666667,11.2354666667,9.27746666666
229.52,11.8710666667,7.2258,14.5377333333,10.7527333333,14.1936,-3.09666666667,16.7742666666,11.6559333333,8.73113333334,6.45159999999
229.89,13.8378666667,9.69380000001,17.3694666667,14.054,15.5675333333,3.78373333333,16.8289333333,15.4595333333,12.2163333333,10.5586666667
230.27,10.8967333333,8.12179999999,13.2656666667,10.9306666667,13.2655333333,5.82066666666,15.1606666667,13.0626666666,8.697,9.5092
230.65,9.83966666667,4.9196,9.87513333332,9.55440000001,10.1248,6.239,12.8342,11.4794666667,5.73973333334,8.66293333333
231.02,14.2028666667,8.18846666666,13.2246666667,12.8623333333,14.4564666667,12.9346666667,17.7898,16.8115333333,7.86233333335,10.3624
231.40,17.2222666667,10.3703333333,14.8518,14.8148666667,17.5185333334,16.7777333333,20.3704666667,20.0742666667,9.11106666667,12.4442666667
231.78,23.0716,16.0209333333,18.4992,19.2320666667,23.665,22.3734,26.0384,24.6770666667,13.9966,17.2774
232.15,19.9637333333,14.6014,14.8188,15.9419333333,20.1812666667,20.616,22.4274666667,22.7175333333,11.7752666667,14.6376666667
232.53,22.2950666667,18.0327333333,17.9236666667,19.0529333333,21.8215333333,23.9709333333,26.3024666667,27.5410666667,16.3933333333,17.8140666666
232.90,18.8024666667,12.9342,13.9320666667,13.493,17.3653333333,19.2815333333,26.1876,23.7923333333,13.5728666667,14.5309333333
233.28,13.0302666667,4.14146666667,5.90919999999,6.56566666667,9.39393333334,12.6768,22.9292666666,16.414,5.80793333333,7.62626666666
233.66,13.4359333333,1.12833333333,5.53853333333,7.02566666667,9.43593333334,6.46146666666,22.6666666666,14.7179333333,6.41026666667,4.76926666668
234.03,14.941,3.68786666667,8.65253333333,6.99753333333,12.766,4.53886666666,27.1395333334,15.8864,8.32153333332,5.76833333333
234.41,12.8704666667,4.53693333333,10.6018666667,6.66659999999,13.889,3.70366666667,24.8148666667,15.6019333333,8.88893333335,6.89826666667
234.78,10.4167333333,3.42586666666,9.16659999999,4.62966666667,10.5558,1.11086666668,24.1666666667,13.9352,6.43513333333,4.58339999999
235.16,4.22533333332,-1.59626666667,5.49300000001,-0.516333333346,3.42720000001,-3.84966666667,19.3425333333,8.216,3.38026666667,0.657333333334
235.54,9.57493333333,0.402666666674,9.88813333333,3.22146666667,6.26393333333,-1.16326666666,24.0268666667,9.44066666669,7.65106666666,4.29526666666
235.91,7.88253333334,-1.80293333334,9.05660000001,-1.25799999999,5.70239999999,-0.79673333332,20.2934666667,6.03779999999,5.87013333333,3.14473333332
236.29,2.42006666666,-9.31499999999,4.06393333334,-8.85846666665,0.410866666659,-5.89039999999,15.0685333333,1.82653333333,0.547866666667,-3.65306666665
236.66,4.21506666666,-6.75259999999,5.84966666667,-9.11840000001,2.66660000001,-3.56993333334,16.7742666667,4.64513333333,1.84939999999,-1.24726666666
237.04,9.78033333333,1.87626666667,11.9360666667,-5.38913333333,6.22753333333,3.39326666667,20.6386666667,10.2194666667,7.94406666667,4.95
237.41,17.2983333333,9.50873333333,19.4385333333,3.96486666666,11.614,10.5614666667,21.7192,15.6491333333,15.4737333333,11.8244666667
237.79,20.7370666667,12.4038,21.186,8.49366666667,14.6794,14.0064,23.6217333333,18.2372666667,18.8141333333,15.0640666666
238.17,24.2346666667,16.2518666667,24.8926666667,13.0472,20.0858,17.3391333333,26.7238,22.2032,22.6324,19.6853333333
238.54,24.5501333333,16.0582,23.5979333333,14.418,21.455,17.7249333333,27.0107333333,22.6719333333,21.799,20.0528
238.92,21.9899333333,14.9752,21.2935333333,12.0646666667,20.1492,16.7661333333,24.6517333333,21.2438666667,20.2488666667,18.7064
239.29,23.5772,17.863,21.9279333333,13.6120666667,20.4181333333,18.1415333333,25.5981333333,23.0894666667,22.5552,20.5576666667
239.67,25.114,20.6419333333,23.292,16.2526666667,21.6976,19.1304666667,26.8529333333,24.1822666666,24.617,22.7122666667
240.04,25.5133333333,21.6217333333,23.5316,17.5314666667,22.1622,20.4865333333,27.2612666667,25.2072,26.036,23.2073333333
240.42,23.2222666667,19.3651333333,22.1428666667,16.7778,20.6348666667,18.8888666667,25.8728666667,24.0953333333,23.3809333333,22.3491333333
240.79,20.4148,16.7852,19.2296666667,13.3185333334,18.6222666667,16.326,24.6074666667,21.5407333333,20.6372,19.9852
241.17,17.5068666667,14.2683333333,16.599,10.5826666667,15.3929333333,13.6992,22.4526,18.13,17.6694,17.5203333333
241.54,15.7588,12.3010666667,15.0124,9.21653333333,13.3086,12.04,20.2737333333,16.3058666667,15.7960666667,15.9079333333
241.92,15.0646,12.0741333333,15.177,9.06113333333,11.8716666667,11.5457333333,19.7188666667,15.2332666667,14.9073333333,15.0983333333
242.29,15.4646666667,12.7578,15.5859333333,9.89900000001,12.2929333333,12.01,19.8181333333,15.5960666667,14.9899333333,15.2728
242.67,14.5727333333,11.9718666667,15.0140666667,9.66193333334,12.0001333333,11.7184666667,19.183,14.7792666667,13.5963333333,14.8166666667
243.05,15.1717333333,12.6461333333,15.5108666667,10.7094666667,12.5122666667,12.7802,19.7590666667,15.6358666667,13.5118,15.2789333333
243.42,13.9178,11.4032666667,14.6258,9.72106666667,11.5537333333,11.6953333333,18.8401333333,14.2364,11.5449333333,14.0237333333
243.80,14.2617333333,11.5208,14.5622666667,9.99106666668,11.7596,11.8744,18.7620666667,13.9700666667,11.68,13.4924
244.17,14.4663333334,12.1211333333,14.8002,10.6016666667,11.9017333333,12.3583333333,19.1216,14.2995333333,11.9895333333,13.6932666667
244.55,14.3008,11.4336,14.5559333333,10.4398,11.6095333333,11.7237333333,19.1998666667,14.2480666667,11.8558,13.2893333333
244.92,14.2010666667,11.4209333333,14.2276,9.80973333334,11.2351333333,11.0668666667,19.6812,13.9442,11.5537333333,12.8554
245.30,13.8658,10.8677333333,13.4364666666,8.88306666667,11.4176,10.3952666667,19.0378666666,13.7542666667,10.8506,12.1822
245.67,11.7031333333,8.49060000001,11.1218,6.92486666667,8.83793333332,8.04693333333,17.2559333333,11.5416666667,8.46646666667,10.1129333333
246.05,12.0662,8.56713333333,10.8422666667,6.97626666667,8.86246666667,8.1064,17.3650666667,11.2885333333,8.4378,9.9494
246.42,10.9212,7.52139999999,9.61693333334,5.5524,8.0658,7.07833333333,16.3089333333,9.83846666667,7.53393333333,8.7812
246.79,11.1830666667,7.75620000001,9.57733333333,5.45233333333,8.14193333333,6.95046666667,16.5505333333,9.90073333334,7.7504,8.91906666667
247.17,11.0406666667,7.63006666667,9.53626666666,5.183,7.88246666667,6.713,16.7388,9.51579999999,7.56306666666,9.06233333333
247.54,10.8213333333,7.06539999999,9.2218,4.9568,7.62253333333,6.3352,16.6666,9.21706666667,7.0316,8.80879999999
247.92,11.5227333333,7.80520000001,9.94973333334,5.61506666667,8.32179999999,7.0188,17.4943333333,9.81253333334,7.43466666667,9.41013333334
248.29,11.7495333333,8.14313333334,10.4294666667,5.99559999999,8.774,7.5572,17.9014666667,10.1520666667,7.79866666667,9.61519999999
248.67,11.6127333333,8.21166666667,10.3468,5.91446666667,8.62620000001,7.56306666667,18.009,10.1712,7.92800000001,9.59906666667
249.04,12.1954666667,8.99393333332,10.8368666667,6.39853333334,9.24779999999,8.4956,18.8856666667,10.7662666667,8.55660000001,10.2585333333
249.42,11.2714666667,8.19639999999,10.3146,5.69459999999,8.22213333333,7.56226666666,18.4906,10.197,7.89966666667,9.72126666667
249.79,11.8280666667,8.5144,10.9857333333,6.36886666667,8.57626666666,8.19993333333,19.2698,10.7274,8.40219999999,10.5196666667
250.17,11.8944666666,8.86206666667,11.5784,6.77213333333,8.6574,8.67593333334,19.8699333333,11.0325333333,8.47133333334,11.014
250.54,11.8891333333,9.17880000001,11.9094666667,7.0636,8.6516,9.11013333334,20.5201333333,11.3279333333,8.33686666667,11.2662666667
250.92,12.2052666666,9.57786666665,12.4746,7.4528,8.72633333333,9.49779999999,21.0262,11.1935333333,8.46440000001,11.7176666667
251.29,10.7744666667,8.40539999999,11.306,6.05166666667,7.27406666667,8.45093333333,19.8557333333,9.73419999999,7.0842,10.7212666667
251.66,9.4484,7.32579999999,10.1148,5.14166666667,5.8084,7.46346666667,18.8736666667,8.6284,5.67826666667,9.92333333333
252.04,9.0938,6.48466666667,9.7308,4.9072,5.14233333333,7.3568,18.339,7.83479999999,5.05873333333,9.65506666667
252.41,10.3942,7.52839999999,10.8877333333,6.23926666667,6.54873333333,8.05166666666,19.0940666667,8.64813333333,6.16579999999,10.9540666667
252.79,12.1585333333,8.96559999999,12.2738,7.63973333333,8.61266666667,9.88120000001,20.5693333333,9.95313333332,7.67560000001,12.3676
253.16,12.4934666667,9.39559999999,12.5299333333,7.94800000001,9.07720000001,10.0544666667,21.4694,10.351,7.99853333333,12.5152
253.54,12.0470666667,8.54833333333,11.6868666667,7.1518,8.49693333334,9.38626666667,20.8820666666,9.64339999999,7.54873333333,11.5252666667
