wavelength,Back_CyaNitf,Belly_CyaNitf,Breast_CyaNitf,Crissum_CyaNitf,Crown_CyaNitf,DorTail_CyaNitf,Patch10_CyaNitf,Rump_CyaNitf,Throat_CyaNitf,WingTip_CyaNitf
382.69,12.9441111111,28.6724444445,20.364,25.0067777778,9.77549999999,9.21755555555,17.4136666667,15.3367777778,16.1666666667,7.60722222222
383.05,12.9253333333,28.7547777778,20.361,25.0304444444,9.79733333333,9.25500000001,17.48,15.3055555555,16.2137777778,7.58155555555
383.41,12.8687777778,28.7511111111,20.2604444444,25.0258888889,9.72311111112,9.25666666666,17.4855555555,15.2238888889,16.2324444445,7.58388888889
383.77,12.7676666667,28.6785555556,20.1576666667,24.9688888889,9.66100000001,9.21855555554,17.3614444444,15.0393333333,16.1574444444,7.50266666666
384.14,12.6806666667,28.6517777778,20.0375555556,24.9211111111,9.57327777779,9.19355555555,17.2823333333,15.0106666667,16.1474444444,7.45011111111
384.50,12.6105555556,28.6367777778,19.9486666667,24.9086666666,9.4905,9.17888888889,17.2684444444,14.9632222222,16.153,7.43355555556
384.86,12.5345555556,28.6516666667,19.9224444444,24.9063333333,9.46005555557,9.16777777778,17.3186666667,14.8712222222,16.1162222222,7.40822222222
385.22,12.5491111111,28.761,19.9214444444,24.9684444444,9.43544444444,9.15466666667,17.3304444444,14.8004444444,16.1607777778,7.39155555556
385.58,12.6525555556,28.8776666667,19.9212222222,25.1074444445,9.49872222223,9.26355555554,17.4188888889,14.7694444444,16.2828888889,7.48277777778
385.94,12.6126666667,28.9075555555,19.8775555556,25.1786666667,9.51322222221,9.28955555555,17.4542222222,14.7271111111,16.2803333333,7.48622222222
386.30,12.6431111111,28.9857777778,19.9005555555,25.285,9.55622222223,9.317,17.505,14.7886666667,16.3676666667,7.57111111111
386.66,12.6913333333,29.0933333333,19.9353333333,25.373,9.6163888889,9.44788888888,17.5873333333,14.8333333334,16.5045555556,7.63088888889
387.03,12.7091111111,29.1712222222,19.933,25.4776666667,9.65616666668,9.49200000001,17.6325555556,14.8608888889,16.6187777778,7.66188888889
387.39,12.6154444444,29.1824444445,19.8285555555,25.5038888889,9.68655555556,9.45188888889,17.5928888889,14.7752222222,16.5992222222,7.63844444444
387.75,12.6525555555,29.3891111111,19.8558888889,25.6847777778,9.78444444444,9.54355555557,17.7655555556,14.8624444444,16.7531111111,7.78066666667
388.11,12.5206666667,29.3925555555,19.7718888889,25.7088888889,9.75288888888,9.47411111112,17.7671111111,14.7355555556,16.7421111111,7.71333333334
388.47,12.4395555556,29.4102222222,19.7067777778,25.7005555556,9.67816666668,9.41111111112,17.6928888889,14.607,16.7026666667,7.64311111111
388.83,12.3408888889,29.4583333333,19.6142222222,25.7374444445,9.60500000001,9.35200000001,17.6003333333,14.5154444445,16.719,7.65477777778
389.19,12.1581111111,29.4201111111,19.4214444444,25.6822222222,9.5263888889,9.28688888889,17.5602222222,14.3914444444,16.7135555556,7.61633333333
389.55,12.0193333333,29.3231111111,19.2836666667,25.6155555556,9.42522222221,9.22388888889,17.4557777778,14.2023333334,16.6872222222,7.59477777778
389.91,11.8504444444,29.2898888889,19.1536666667,25.5481111111,9.32216666667,9.13122222222,17.38,14.0684444445,16.6817777778,7.54488888889
390.27,11.7251111111,29.2525555556,19.0182222222,25.4825555556,9.24144444445,9.09966666667,17.3415555556,13.9285555556,16.6961111111,7.49977777778
390.63,11.5576666667,29.1516666667,18.8257777778,25.4587777778,9.11122222222,8.97011111111,17.2895555555,13.7925555556,16.5891111111,7.42311111111
391.00,11.3826666667,29.0335555555,18.668,25.3853333334,9.00144444443,8.89055555556,17.1993333333,13.624,16.535,7.42666666667
391.36,11.2976666667,28.9258888889,18.5528888889,25.3478888889,8.90061111112,8.85866666667,17.1544444444,13.4954444445,16.5233333333,7.44822222222
391.72,11.1446666667,28.8115555556,18.3677777778,25.2405555556,8.75655555556,8.76111111111,17.0687777778,13.3156666667,16.4465555556,7.39655555555
392.08,11.0874444444,28.833,18.2922222222,25.284,8.70083333335,8.79044444444,17.1066666667,13.1954444444,16.4488888889,7.44577777778
392.44,11.0306666667,28.8083333333,18.2082222222,25.3126666667,8.723,8.82444444444,17.1622222222,13.126,16.4944444444,7.48755555555
392.80,10.9352222222,28.6606666667,18.0421111111,25.2577777778,8.65844444445,8.79011111111,17.1321111111,12.9865555556,16.4551111111,7.44488888889
393.16,10.9566666667,28.6353333334,18.0405555556,25.3273333333,8.67977777778,8.84922222222,17.171,12.9731111111,16.539,7.54211111111
393.52,10.8301111111,28.6095555555,17.939,25.2787777778,8.60538888888,8.77544444445,17.1298888889,12.8866666667,16.492,7.49466666667
393.88,10.7338888889,28.562,17.824,25.2515555556,8.57455555554,8.763,17.1137777778,12.7783333334,16.4888888889,7.50777777778
394.24,10.6027777778,28.4421111111,17.6657777778,25.1975555556,8.46483333332,8.67788888889,17.026,12.5976666667,16.3662222222,7.43055555555
394.60,10.5485555556,28.4476666667,17.6204444445,25.245,8.46772222221,8.64866666667,16.9933333333,12.4545555556,16.406,7.43588888889
394.96,10.5008888889,28.4098888889,17.4897777778,25.1867777778,8.416,8.60333333333,16.9816666667,12.3332222222,16.3537777778,7.422
395.32,10.4263333333,28.39,17.4158888889,25.1497777778,8.35505555557,8.56655555556,16.944,12.2402222222,16.3465555556,7.40588888889
395.68,10.2957777778,28.3068888889,17.274,25.1358888889,8.26561111112,8.49844444444,16.8807777778,12.1054444445,16.3486666667,7.31744444445
396.04,10.2122222222,28.2241111111,17.1688888889,25.0544444445,8.24927777777,8.444,16.8451111111,12.0263333333,16.3355555556,7.29088888889
396.40,10.0757777778,28.1352222222,17.0523333333,24.9963333333,8.14366666668,8.38311111111,16.7724444444,11.93,16.3021111111,7.25466666666
396.76,9.998,28.1291111111,17.0016666667,24.9723333333,8.07244444443,8.36722222222,16.7998888889,11.8617777778,16.3403333333,7.24622222222
397.12,9.80466666665,28.0252222222,16.8296666667,24.8407777778,7.94488888889,8.22777777778,16.7038888889,11.6682222222,16.186,7.10155555556
397.48,9.69544444446,27.9337777778,16.6841111111,24.8256666667,7.87849999999,8.17544444444,16.6333333333,11.5558888889,16.169,7.05177777778
397.84,9.57777777779,27.8597777778,16.5595555556,24.7755555556,7.74577777777,8.11711111111,16.5435555555,11.4054444444,16.1331111111,6.92966666667
398.20,9.53911111111,27.872,16.5662222222,24.8427777778,7.73755555555,8.13311111111,16.5765555556,11.4156666667,16.2632222222,6.98288888889
398.56,9.46777777778,27.8123333333,16.4864444445,24.7794444444,7.69977777777,8.11988888889,16.5597777778,11.3818888889,16.2414444445,6.96488888889
398.92,9.352,27.7672222222,16.4143333333,24.7691111111,7.65749999999,8.02677777778,16.5013333334,11.3002222222,16.2347777778,6.89222222222
399.28,9.34633333333,27.7893333333,16.4256666667,24.8123333333,7.72627777777,8.05644444444,16.5275555556,11.3097777778,16.2912222222,6.89711111111
399.64,9.35111111111,27.7707777778,16.4107777778,24.7908888889,7.73033333335,8.05588888889,16.5352222222,11.2984444445,16.2728888889,6.92533333333
400.00,9.34766666668,27.722,16.3507777778,24.8351111111,7.72933333333,8.05922222222,16.5055555556,11.2426666667,16.2935555556,6.95511111111
400.36,9.3201111111,27.7642222222,16.3216666667,24.8451111111,7.71477777777,8.01488888889,16.52,11.1788888889,16.3053333333,6.94622222222
400.72,9.21355555556,27.7037777778,16.2654444444,24.8342222222,7.67216666668,7.96166666667,16.4766666667,11.0458888889,16.2517777778,6.91533333334
401.08,9.23477777778,27.7618888889,16.2782222222,24.8964444444,7.68416666667,7.99266666667,16.5424444445,11.0578888889,16.3301111111,6.97022222222
401.44,9.203,27.7892222222,16.2867777778,24.9262222222,7.68761111112,7.98955555555,16.5955555555,11.0068888889,16.3436666667,6.98088888889
401.80,9.19911111111,27.7856666667,16.2948888889,24.9728888889,7.69194444443,7.96877777778,16.6668888889,11.0023333333,16.35,7.03611111111
402.16,9.23644444446,27.832,16.2785555556,24.9898888889,7.75249999999,7.98833333333,16.7806666667,11.0025555556,16.3653333333,7.09044444444
402.52,9.26711111112,27.8913333333,16.2957777778,25.0782222222,7.8026111111,8.03711111111,16.8821111111,11.0321111111,16.4532222222,7.19266666667
402.88,9.32544444443,28.0012222222,16.3583333333,25.1847777778,7.87311111112,8.16044444444,17.0425555555,11.1001111111,16.5916666667,7.31388888889
403.24,9.21488888889,27.9213333334,16.2251111111,25.1586666667,7.77349999999,8.08566666667,17.0046666667,10.9693333333,16.5511111111,7.23911111111
403.60,9.18277777778,27.8957777778,16.2302222222,25.1921111111,7.7763888889,8.08744444444,17.0247777778,10.9388888889,16.5712222222,7.21755555556
403.95,9.17722222222,27.9881111111,16.2951111111,25.2458888889,7.77038888888,8.09255555555,17.116,10.983,16.6275555556,7.26455555556
404.31,9.12422222222,27.9292222222,16.2141111111,25.2106666667,7.73077777777,8.06833333334,17.1051111111,10.916,16.5713333333,7.23522222222
404.67,9.19022222222,28.0096666667,16.2635555556,25.3083333333,7.76322222223,8.09577777778,17.1926666667,11.0121111111,16.7026666667,7.27644444444
405.03,9.17755555555,28.0158888889,16.2397777778,25.3493333333,7.77155555554,8.09366666667,17.1881111111,11.0175555555,16.7353333334,7.27877777778
405.39,9.14955555555,27.9961111111,16.1982222222,25.3451111111,7.73566666666,8.08588888889,17.1983333333,10.9997777778,16.7455555556,7.25866666667
405.75,9.16444444444,28.008,16.1744444445,25.359,7.78377777777,8.10833333333,17.2237777778,11.0083333333,16.7745555556,7.27433333333
406.11,9.09088888889,27.9952222222,16.1057777778,25.3513333333,7.72327777777,8.08588888889,17.1798888889,10.9427777778,16.7468888889,7.23288888889
406.47,9.03211111111,27.9492222222,16.0432222222,25.351,7.63266666666,8.01133333333,17.1253333333,10.8447777778,16.6835555556,7.17555555556
406.83,8.97133333333,27.8777777778,15.9725555555,25.3403333333,7.52927777778,7.92422222222,17.0232222222,10.7574444445,16.5858888889,7.09855555556
407.19,8.93622222222,27.8654444444,15.918,25.3188888889,7.48427777777,7.86988888889,17.0642222222,10.7432222222,16.5983333333,7.08422222222
407.55,8.89544444444,27.8644444444,15.8505555556,25.3062222222,7.4653888889,7.85477777778,17.0598888889,10.6848888889,16.5812222222,7.124
407.90,8.86077777778,27.8758888889,15.7836666667,25.3276666667,7.42916666668,7.81244444444,17.0465555556,10.6275555555,16.6043333333,7.08811111111
408.26,8.84411111111,27.8777777778,15.7586666666,25.3634444444,7.41455555557,7.78455555556,17.0526666667,10.6042222222,16.6353333333,7.06622222222
408.62,8.80122222222,27.8418888889,15.676,25.3402222222,7.40811111111,7.75577777778,17.0282222222,10.5195555556,16.5564444444,7.06411111111
408.98,8.79588888889,27.8234444445,15.6307777778,25.3196666667,7.41233333333,7.76611111111,17.0493333333,10.5018888889,16.5434444444,7.08922222222
409.34,8.822,27.866,15.6516666667,25.379,7.44577777777,7.78977777778,17.1038888889,10.5296666667,16.6,7.15533333334
409.70,8.79633333333,27.857,15.6512222222,25.4255555556,7.42027777777,7.76855555556,17.123,10.501,16.631,7.16466666667
410.06,8.787,27.812,15.6476666667,25.4561111111,7.40422222221,7.74544444445,17.1363333333,10.4393333333,16.6691111111,7.18111111111
410.42,8.79866666667,27.86,15.6816666667,25.4554444444,7.45105555557,7.82088888889,17.2253333333,10.4941111111,16.7501111111,7.24755555556
410.77,8.78633333333,27.8586666667,15.6664444444,25.4856666667,7.49761111111,7.83622222222,17.323,10.489,16.8116666666,7.28833333333
411.13,8.82611111111,27.9465555555,15.722,25.585,7.52777777777,7.88688888889,17.3711111111,10.5004444444,16.8464444445,7.38766666667
411.49,8.80244444444,27.965,15.6986666667,25.6231111111,7.53583333332,7.88344444444,17.4193333333,10.4766666667,16.8964444444,7.37255555556
411.85,8.73955555556,27.8843333333,15.6377777778,25.6023333333,7.55005555555,7.89177777778,17.4071111111,10.4378888889,16.8634444444,7.37622222222
412.21,8.72988888889,27.8894444445,15.6255555556,25.6153333333,7.57311111112,7.90588888889,17.4265555555,10.4256666667,16.9105555555,7.45877777778
412.57,8.70433333334,27.9316666666,15.6541111111,25.6548888889,7.60377777778,7.92777777778,17.502,10.4216666667,17.0041111111,7.48688888889
412.92,8.61977777778,27.8495555556,15.5895555556,25.6615555556,7.53666666667,7.871,17.4926666667,10.3518888889,17.0078888889,7.45144444445
413.28,8.56966666667,27.8438888889,15.5726666667,25.7003333333,7.52405555557,7.86966666667,17.5271111111,10.3044444444,17.0412222222,7.48211111111
413.64,8.53811111111,27.835,15.5548888889,25.6963333333,7.51650000001,7.87311111111,17.5456666667,10.2594444445,17.0307777778,7.50011111111
414.00,8.48544444444,27.8395555556,15.4721111111,25.6881111111,7.48188888888,7.85977777778,17.5445555556,10.2476666667,16.9984444445,7.49511111111
414.36,8.36844444444,27.712,15.3695555556,25.6771111111,7.38255555555,7.78233333333,17.4766666667,10.1466666667,16.9695555556,7.43733333334
414.72,8.26822222222,27.6402222222,15.3024444444,25.6531111111,7.31966666667,7.74333333334,17.4091111111,10.0657777778,16.9305555556,7.44477777778
415.07,8.18411111111,27.577,15.2046666667,25.6046666667,7.30205555554,7.69911111111,17.3821111111,10.0066666667,16.9138888889,7.40555555555
415.43,8.12322222222,27.5144444445,15.1265555556,25.5731111111,7.2465,7.66188888889,17.322,9.95722222222,16.8953333333,7.41466666666
415.79,8.05822222222,27.4721111111,15.0725555555,25.5511111111,7.16916666668,7.59311111111,17.288,9.88422222221,16.913,7.38377777778
416.15,8.01988888889,27.4126666666,15.0052222222,25.5512222222,7.15255555557,7.579,17.3161111111,9.84522222222,16.9403333333,7.37255555556
416.51,7.93088888889,27.2766666667,14.882,25.4583333333,7.08672222222,7.50466666667,17.2298888889,9.76055555554,16.8695555556,7.33588888889
416.86,7.88822222222,27.2531111111,14.855,25.4333333333,7.05627777778,7.48122222222,17.2304444444,9.69633333332,16.8651111111,7.35144444444
417.22,7.81833333333,27.1352222222,14.7318888889,25.3426666667,6.97672222222,7.40644444445,17.132,9.60277777779,16.7514444445,7.28955555556
417.58,7.72111111111,27.0488888889,14.6135555556,25.2796666667,6.89305555556,7.35133333333,17.0666666667,9.53433333334,16.7008888889,7.23977777778
417.94,7.67855555556,27.0012222222,14.5712222222,25.2588888889,6.88799999999,7.34822222222,17.0602222222,9.52933333332,16.7403333333,7.24922222222
418.29,7.60411111111,26.9172222222,14.4502222222,25.1867777778,6.83772222221,7.28988888889,17.0075555555,9.43755555557,16.6724444444,7.18833333333
418.65,7.56544444445,26.8726666667,14.3983333333,25.1533333333,6.82922222222,7.26722222222,16.9972222222,9.39400000001,16.6546666666,7.15311111111
419.01,7.51677777778,26.8196666667,14.3476666667,25.1416666667,6.79850000001,7.269,16.9933333333,9.35144444445,16.6393333333,7.15566666667
419.37,7.43988888889,26.7622222222,14.2952222222,25.1042222222,6.75583333332,7.22966666667,16.9785555555,9.31144444443,16.6198888889,7.12555555556
419.73,7.45311111111,26.7518888889,14.2548888889,25.1045555556,6.76738888889,7.24855555555,17.0113333334,9.30244444444,16.6231111111,7.14066666667
420.08,7.41933333333,26.7315555556,14.2321111111,25.1056666667,6.74711111112,7.21411111111,16.9982222222,9.25266666668,16.6186666666,7.122
420.44,7.39333333333,26.7262222222,14.1912222222,25.0912222222,6.71477777779,7.20088888889,17.0025555556,9.23444444443,16.6248888889,7.127
420.80,7.41755555556,26.7636666667,14.2054444445,25.1426666667,6.7476111111,7.22822222222,17.047,9.26577777777,16.6523333333,7.15833333333
421.16,7.40466666667,26.7592222222,14.1906666667,25.157,6.77649999999,7.24966666667,17.0997777778,9.2608888889,16.6947777778,7.171
421.51,7.39366666667,26.7394444444,14.1694444445,25.1713333333,6.78372222223,7.24877777778,17.1224444444,9.23099999999,16.7065555556,7.18311111111
421.87,7.374,26.7396666667,14.1386666667,25.1655555556,6.77155555554,7.22077777778,17.1364444444,9.19244444444,16.6888888889,7.17244444444
422.23,7.36522222222,26.7628888889,14.1347777778,25.1583333333,6.79166666667,7.23244444444,17.1604444444,9.20611111112,16.7242222222,7.19355555556
422.58,7.338,26.7466666667,14.0793333333,25.1413333333,6.75472222221,7.20177777778,17.1616666667,9.169,16.7233333333,7.18244444445
422.94,7.32044444444,26.7622222222,14.0657777778,25.1494444444,6.75894444445,7.18477777778,17.1763333334,9.16666666668,16.7302222222,7.16344444445
423.30,7.36277777778,26.8111111111,14.0705555555,25.2248888889,6.79777777779,7.22577777778,17.2483333333,9.18611111111,16.7806666667,7.197
423.66,7.32033333333,26.7987777778,14.0498888889,25.224,6.77911111111,7.20788888889,17.2428888889,9.16477777779,16.7751111111,7.19022222222
424.01,7.29911111111,26.8154444444,14.0206666666,25.2131111111,6.77116666667,7.21077777778,17.267,9.16433333334,16.7804444444,7.18433333333
424.37,7.31022222222,26.847,14.0293333333,25.2783333333,6.78183333332,7.235,17.3092222222,9.18244444445,16.8067777778,7.20522222222
424.73,7.26122222222,26.8016666666,13.9663333333,25.2361111111,6.74983333332,7.19344444444,17.2945555556,9.14177777779,16.8027777778,7.16744444445
425.08,7.24166666667,26.7966666667,13.9374444444,25.2253333333,6.72422222221,7.17088888889,17.2808888889,9.14044444446,16.7882222222,7.15055555556
425.44,7.23633333333,26.8387777778,13.9254444444,25.2604444444,6.73877777778,7.18144444444,17.3108888889,9.15922222221,16.8285555555,7.16533333333
425.80,7.23511111111,26.8716666667,13.9441111111,25.3086666667,6.75,7.20533333334,17.3392222222,9.16011111112,16.8744444444,7.17855555556
426.16,7.28188888889,26.9632222222,13.9836666667,25.4196666667,6.77277777779,7.23488888889,17.4257777778,9.19677777777,16.9168888889,7.22211111111
426.51,7.31722222222,27.076,14.0572222222,25.5275555556,6.82833333333,7.29766666667,17.5191111111,9.2618888889,16.9955555555,7.27933333333
426.87,7.33444444445,27.0888888889,14.058,25.5678888889,6.82672222221,7.30944444444,17.5527777778,9.27244444443,17.0564444445,7.29644444444
427.23,7.31877777778,27.1084444444,14.0544444444,25.5713333333,6.8065,7.29033333333,17.556,9.25877777779,17.0663333333,7.28088888889
427.58,7.34244444444,27.1885555556,14.0636666667,25.6352222222,6.82844444445,7.29066666667,17.6283333334,9.27922222223,17.1286666667,7.31011111111
427.94,7.36933333333,27.2302222222,14.0835555555,25.7274444445,6.86188888888,7.31922222222,17.7026666667,9.307,17.1794444444,7.32177777778
428.30,7.37444444444,27.2881111111,14.0967777778,25.7791111111,6.89283333332,7.327,17.7658888889,9.31144444444,17.2331111111,7.31533333333
428.65,7.37788888889,27.358,14.1075555556,25.849,6.90761111111,7.358,17.8163333333,9.32533333334,17.2727777778,7.33722222222
429.01,7.39944444444,27.4925555555,14.1695555556,25.9715555555,6.94238888888,7.39633333333,17.9543333333,9.36244444443,17.3923333333,7.37555555556
429.37,7.43922222222,27.6084444444,14.2223333333,26.0984444445,6.98683333335,7.40555555556,18.0495555556,9.40222222221,17.4693333333,7.38888888889
429.72,7.44644444444,27.674,14.2308888889,26.169,6.99083333334,7.40377777778,18.1242222222,9.426,17.4982222222,7.39022222222
430.08,7.44088888889,27.7044444445,14.2323333333,26.1973333333,6.98733333334,7.40133333333,18.162,9.41944444443,17.5441111111,7.36055555556
430.44,7.429,27.7252222222,14.2035555555,26.213,6.95522222222,7.35955555555,18.2038888889,9.39988888888,17.5788888889,7.30155555555
430.79,7.42388888889,27.8422222222,14.2332222222,26.2583333333,6.93949999999,7.35044444445,18.2826666667,9.4171111111,17.6188888889,7.31966666667
431.15,7.43911111111,27.9218888889,14.2705555556,26.3136666667,6.96183333334,7.34455555556,18.3592222222,9.44666666666,17.6497777778,7.34011111111
431.50,7.441,27.9598888889,14.2995555555,26.3275555556,6.95527777778,7.36244444444,18.4113333333,9.4658888889,17.6544444444,7.31711111111
431.86,7.41577777778,28.0033333333,14.311,26.3252222222,6.90466666668,7.326,18.4248888889,9.45499999999,17.6564444444,7.30211111111
432.22,7.40677777778,28.0298888889,14.2961111111,26.3385555555,6.86688888889,7.31311111111,18.4664444445,9.44933333334,17.6444444444,7.29144444444
432.57,7.45544444444,28.1431111111,14.3508888889,26.4314444445,6.9105,7.33677777778,18.5626666667,9.4988888889,17.7045555556,7.31811111111
432.93,7.45888888889,28.1886666667,14.3491111111,26.4435555556,6.9245,7.33144444445,18.6023333333,9.51099999999,17.7254444445,7.34388888889
433.29,7.46322222222,28.2091111111,14.3546666667,26.4194444444,6.91438888889,7.34211111111,18.6402222222,9.51077777778,17.7597777778,7.34666666667
433.64,7.48766666667,28.2491111111,14.3583333333,26.4392222222,6.94055555555,7.35511111111,18.7137777778,9.53333333333,17.8036666667,7.35355555556
434.00,7.47444444445,28.2981111111,14.3691111111,26.4506666667,6.96561111111,7.36744444444,18.7605555556,9.54888888888,17.8302222222,7.37255555555
434.35,7.46033333333,28.3705555555,14.3742222222,26.4811111111,6.98988888889,7.39111111111,18.8164444444,9.5641111111,17.8453333333,7.37188888889
434.71,7.475,28.3942222222,14.3793333333,26.5235555555,7.02972222223,7.41733333333,18.8752222222,9.5621111111,17.8832222222,7.36266666667
435.07,7.49266666667,28.464,14.4028888889,26.5864444444,7.06522222222,7.46066666667,18.9567777778,9.60844444443,17.9504444444,7.39177777778
435.42,7.48088888889,28.532,14.4027777778,26.6417777778,7.07916666668,7.44488888889,19.0103333333,9.59755555557,17.9823333333,7.384
435.78,7.50733333333,28.6171111111,14.4026666667,26.7201111111,7.11549999999,7.47755555555,19.0887777778,9.62133333334,18.029,7.40522222222
436.13,7.52222222222,28.6826666666,14.4354444444,26.7667777778,7.17183333332,7.50888888889,19.1517777778,9.64277777777,18.1264444445,7.39855555556
436.49,7.48566666666,28.6927777778,14.399,26.7808888889,7.14133333334,7.493,19.1595555555,9.613,18.1462222222,7.35866666667
436.84,7.473,28.7098888889,14.3986666667,26.8038888889,7.12238888889,7.484,19.1745555556,9.61055555556,18.1727777778,7.32733333333
437.20,7.46511111111,28.7635555556,14.3923333333,26.8342222222,7.10794444444,7.48277777778,19.2293333333,9.62177777777,18.1887777778,7.30555555555
437.56,7.43422222222,28.7768888889,14.3906666667,26.8462222222,7.08977777778,7.46955555555,19.2203333333,9.59599999999,18.1997777778,7.29055555556
437.91,7.41488888889,28.7775555556,14.3544444444,26.854,7.04177777777,7.43688888889,19.236,9.56699999999,18.2194444444,7.25677777778
438.27,7.42088888889,28.762,14.3596666667,26.892,7.03638888888,7.42877777778,19.2421111111,9.5648888889,18.2236666667,7.259
438.62,7.378,28.7433333333,14.3307777778,26.883,6.98755555556,7.39022222222,19.2268888889,9.54388888889,18.2044444444,7.22766666667
438.98,7.33766666667,28.6978888889,14.2864444444,26.8476666667,6.95183333333,7.35344444445,19.2257777778,9.50333333333,18.1928888889,7.20966666667
439.33,7.31888888889,28.6654444444,14.2542222222,26.832,6.92205555555,7.35777777778,19.2251111111,9.50977777778,18.2121111111,7.21033333333
439.69,7.28744444444,28.6246666667,14.2125555556,26.8001111111,6.91394444444,7.34866666667,19.2147777778,9.48344444445,18.1965555556,7.21922222222
440.04,7.22666666666,28.5966666667,14.1748888889,26.7706666667,6.87816666667,7.30955555556,19.2068888889,9.456,18.1627777778,7.21555555555
440.40,7.19844444444,28.5617777778,14.1412222222,26.7206666667,6.848,7.27122222222,19.2024444445,9.40699999999,18.1343333333,7.19022222222
440.75,7.166,28.5298888889,14.1124444444,26.6976666667,6.82661111111,7.25477777778,19.1903333333,9.37199999999,18.1181111111,7.16233333333
441.11,7.12955555555,28.4883333333,14.0758888889,26.6917777778,6.80794444443,7.24333333333,19.1624444445,9.33766666666,18.102,7.16211111111
441.47,7.09544444444,28.4486666667,14.0394444444,26.6592222222,6.7935,7.22688888889,19.1361111111,9.3098888889,18.0852222222,7.15677777778
441.82,7.05844444444,28.3985555556,14.0158888889,26.6336666667,6.80144444444,7.212,19.1212222222,9.29544444446,18.0676666667,7.17288888889
442.18,7.02766666667,28.3407777778,13.9537777778,26.5687777778,6.77633333333,7.18177777778,19.0898888889,9.26811111112,18.0717777778,7.17755555555
442.53,7.02311111111,28.3342222222,13.9573333333,26.5772222222,6.79849999999,7.20277777778,19.1066666667,9.27588888888,18.0972222222,7.221
442.89,6.99733333333,28.3083333333,13.9251111111,26.5782222222,6.79150000001,7.18433333333,19.0592222222,9.23522222222,18.1072222222,7.19877777778
443.24,6.95944444444,28.2342222222,13.8814444444,26.5326666667,6.7688888889,7.16411111111,19.0188888889,9.17155555554,18.0918888889,7.19133333333
443.60,6.92066666666,28.2164444445,13.8644444445,26.516,6.72872222222,7.14411111111,19.0043333333,9.14566666667,18.1104444445,7.15622222222
443.95,6.90077777778,28.1433333333,13.7962222222,26.4858888889,6.70872222221,7.101,18.9592222222,9.09555555557,18.0988888889,7.14466666667
444.31,6.86655555556,28.0853333333,13.7743333333,26.4566666667,6.69827777778,7.129,18.9442222222,9.08555555557,18.1053333333,7.15355555555
444.66,6.86033333333,28.073,13.7597777778,26.4505555555,6.70033333332,7.142,18.9633333333,9.08099999999,18.1166666666,7.17644444444
445.02,6.82577777778,27.9983333333,13.7328888889,26.3826666667,6.67338888889,7.10877777778,18.9224444444,9.05066666666,18.1106666667,7.151
445.37,6.80788888889,27.9633333333,13.6953333334,26.3917777778,6.6371111111,7.09388888889,18.918,9.0308888889,18.1186666667,7.146
445.72,6.78433333333,27.9532222222,13.6777777778,26.3867777778,6.61127777779,7.07066666667,18.8831111111,9.00155555555,18.1255555556,7.12777777778
446.08,6.72722222222,27.9115555556,13.6411111111,26.3754444444,6.56538888888,7.03788888889,18.8565555556,8.93977777779,18.0897777778,7.107
446.43,6.70044444445,27.8618888889,13.611,26.35,6.55155555555,7.03677777778,18.8254444444,8.90911111111,18.0852222222,7.09755555556
446.79,6.67511111111,27.8228888889,13.5797777778,26.2894444444,6.515,7.02422222222,18.8028888889,8.87888888889,18.0506666667,7.08611111111
447.14,6.63833333334,27.8047777778,13.5582222222,26.2688888889,6.49927777779,6.99844444444,18.7825555555,8.86766666668,18.0371111111,7.06622222222
447.50,6.63733333333,27.7917777778,13.5557777778,26.2564444444,6.5081111111,6.993,18.7827777778,8.86122222222,18.0387777778,7.06566666667
447.85,6.61277777778,27.8273333333,13.5758888889,26.2768888889,6.50866666666,7.00777777778,18.7964444444,8.85733333333,18.0536666667,7.055
448.21,6.60644444444,27.8451111111,13.5664444444,26.3067777778,6.5153888889,6.99577777778,18.7977777778,8.84833333334,18.0808888889,7.05155555556
448.56,6.57955555556,27.846,13.5448888889,26.3266666667,6.50461111111,6.969,18.7733333333,8.81611111111,18.1014444444,7.02533333333
448.92,6.56344444444,27.8602222222,13.5106666667,26.3694444444,6.49977777777,6.953,18.7982222222,8.77611111112,18.1086666666,7.02555555556
449.27,6.56433333333,27.8948888889,13.5347777778,26.371,6.53400000001,6.97088888889,18.848,8.77755555557,18.1345555556,7.02611111111
449.62,6.55977777778,27.9141111111,13.5345555555,26.3788888889,6.53138888889,6.99266666667,18.8802222222,8.76177777777,18.1492222222,7.00644444444
449.98,6.59977777778,27.9866666667,13.5773333334,26.4024444445,6.58949999999,7.03322222222,18.9303333334,8.80311111111,18.2216666667,7.01944444444
450.33,6.6,28.0622222222,13.5881111111,26.4425555556,6.591,7.00955555556,18.9791111111,8.79422222223,18.2498888889,6.99811111111
450.69,6.576,28.083,13.5678888889,26.4831111111,6.57194444443,6.99844444444,18.9995555556,8.77877777778,18.265,6.96855555556
451.04,6.60666666667,28.1888888889,13.6151111111,26.594,6.60399999999,7.02811111111,19.0812222222,8.80133333332,18.3513333333,6.95911111111
451.40,6.59422222222,28.2547777778,13.6428888889,26.6565555556,6.615,7.04155555555,19.1301111111,8.8241111111,18.3951111111,6.99755555555
451.75,6.59744444444,28.2741111111,13.6358888889,26.6891111111,6.58905555557,7.02922222222,19.1385555555,8.81933333333,18.4081111111,6.98955555556
