wavelength,Back_CyaNitf,Belly_CyaNitf,Breast_CyaNitf,Crissum_CyaNitf,Crown_CyaNitf,DorTail_CyaNitf,Patch10_CyaNitf,Rump_CyaNitf,Throat_CyaNitf,WingTip_CyaNitf
185.63,400.0,781.481444443,396.296444445,570.370333332,2322.22222222,-233.333222222,37.037,355.555555556,377.777777777,44.4445555553
186.01,-277.777777778,-435.555555556,-224.444444444,-384.444444445,-1328.88888889,151.111111111,-33.3333333333,-222.222222222,-362.222222223,-51.1111111113
186.39,-49.3055555557,-118.055555556,-38.1944444442,-78.4722222222,-353.819444444,64.5833333334,7.63888888877,-48.6111111111,-106.25,18.75
186.77,-11.6402222221,-51.8518888889,-4.23277777777,-24.3385555556,-207.407333333,73.5449999999,35.978888889,-20.6349999999,-48.148111111,58.2011111112
187.15,-236.111111111,-319.444444444,-113.888888889,-133.333333333,-1145.83333334,333.333333333,3.33320334297e-10,-247.222222222,-366.666666668,133.333333334
187.53,322.222222223,438.888888891,383.333333333,144.444444444,2113.88888889,-644.444444445,72.2222222223,477.777777779,433.333333331,-416.666666667
187.91,385.18511111,451.851888889,429.629555556,307.407555556,1488.88894445,-366.666888889,200.0,600.000222222,385.185111112,-140.740555556
188.29,92.7536666663,92.7535555556,71.0146666667,78.7441111111,244.685944444,1.93244444443,63.768111111,126.570111111,87.9226666667,17.3912222222
188.67,94.4444444443,102.222222222,42.2222222223,22.2222222223,442.777777778,-151.111111111,13.3333333334,212.222222222,58.8888888887,-75.5555555555
189.05,138.888888889,102.777777778,88.8888888887,47.2222222224,538.194444445,-191.666666667,30.5555555553,288.888888889,73.611111111,-81.9444444446
189.43,877.777777777,211.11111111,600.0,-33.3333333333,3766.66666667,-1877.77777778,-177.777777776,2200.0,411.11111111,-1277.77777778
189.81,212.345666667,107.407444444,183.950666667,100.000222222,480.246833333,-58.0246666667,111.111111111,383.950666667,197.531111111,13.5804444443
190.19,77.7777777777,52.4444444444,78.6666666667,37.3333333332,186.666666666,-12.0,62.6666666667,164.0,71.5555555555,20.4444444445
190.57,75.0678888887,53.6586666667,70.1896666667,49.0515555554,136.449944445,19.2412222222,60.7046666667,126.016222222,62.6014444445,42.8184444444
190.95,79.3652222224,66.2131111111,71.8821111111,60.9975555554,143.083777778,32.4263333333,63.2651111111,125.850555556,71.6551111112,67.3470000001
191.33,95.622888889,92.5924444445,93.6027777779,79.7978888888,199.663388889,42.0874444445,84.5117777778,174.074111111,79.1245555557,78.1146666667
191.71,139.869,113.071888889,102.614333333,94.7712222223,314.379111111,26.7974444442,75.1633333331,273.856111111,86.9281111112,69.2810000001
192.09,527.777777777,250.000000001,238.888888888,66.6666666644,1911.11111111,-283.333333332,105.555555557,1450.0,-72.2222222223,-183.333333332
192.47,-104.166666667,-76.3888888887,-56.9444444443,8.33333333344,-388.888888889,108.333333333,-51.388888889,-281.944444445,115.277777778,102.777777778
192.85,-1155.55555556,-1100.0,-900.000000002,-344.444444447,-3700.0,-44.4444444423,-1177.77777778,-2522.22222222,700.000000001,655.555555554
193.23,477.777777779,525.000000001,419.444444443,133.333333333,1090.27777778,183.333333333,488.888888889,844.444444443,-38.8888888887,-13.888888889
193.61,-75.5555555556,-78.5186666666,-38.5184444444,30.3702222224,-222.592666666,7.40722222233,-73.3334444443,-148.148111111,107.407333333,70.3703333334
193.99,-78.7877777777,-72.7272222223,-24.2424444444,81.8181111111,-256.0605,41.4142222222,-78.7876666666,-144.444444445,276.767666667,153.535222222
194.37,-75.817,-66.013111111,-10.4575555556,32.6796666667,-157.843055555,-1.9608888889,-77.7778888889,-97.3854444442,161.437666667,70.5883333335
194.75,-123.148111111,-107.407333333,-12.036888889,72.2221111113,-189.351833333,19.4444444443,-107.407555556,-119.444444445,229.629777778,73.1479999999
195.13,-2366.66666667,-1633.33333333,-1066.66666667,366.666666669,-2450.0,-66.6666666667,-2100.0,-2000.0,2122.22222222,488.88888889
195.51,1344.44444444,783.333333333,688.88888889,-300.000000001,1222.22222222,55.5555555557,1066.66666667,1066.66666667,-955.555555556,-122.222222222
195.89,156.565777778,106.060666667,82.3232222222,4.54555555544,158.080777778,33.8384444447,160.101222222,133.333444444,-50.5052222222,24.2424444444
196.27,133.968333333,109.523777778,83.4921111111,42.5397777778,124.603333333,59.9999999999,140.634666667,123.491888889,15.2378888889,61.5872222222
196.65,113.675222222,94.302,60.9687777777,35.6124444444,106.410333333,52.4216666665,117.948777778,113.675222222,22.2222222222,48.4331111111
197.03,158.781333333,131.899777778,79.2115555555,59.8564444444,137.992888889,77.7779999999,160.573666667,143.727555556,49.820888889,84.587888889
197.40,108.585888889,94.1917777777,51.5150000001,47.7273333333,98.6111111111,61.1110000001,119.697111111,103.535333333,35.606,52.7778888889
197.78,98.4933333333,92.6553333334,52.5425555557,54.614,95.3860000001,64.7834444444,112.806111111,97.9284444445,43.8794444445,59.8868888889
198.16,131.111111111,126.444444445,76.2222222222,81.3333333333,137.888888889,101.111111111,151.555555555,131.333333333,80.2222222221,92.888888889
198.54,120.666666667,122.888888889,77.7777777778,75.1111111111,137.777777778,102.222222222,149.111111111,133.555555556,78.888888889,88.6666666667
198.92,115.839222222,130.023777778,84.8700000001,94.5626666664,147.990444445,126.477666667,164.538888889,145.390111111,82.7423333335,79.1962222223
199.30,144.444444444,171.717333333,113.468,129.966333333,201.178388889,181.818111111,226.936,189.225555555,108.080777778,99.3264444447
199.68,153.333333333,178.888888889,109.629666667,144.444555555,206.296277778,212.963111111,258.518666667,204.444444444,117.037111111,89.9998888889
200.06,157.056888889,162.762777778,129.129222222,148.648777778,179.129166667,195.795777778,248.048111111,187.387555555,123.423444445,102.102111111
200.44,124.501555555,115.669333333,98.0057777777,111.111111111,140.598222222,163.817666667,212.250666667,149.572555556,80.6267777777,66.3818888889
200.82,151.307111111,124.509777778,133.66,122.548777778,155.065333333,186.274444445,246.405111111,166.339888889,89.2157777779,81.046
201.19,181.111111111,145.555555556,178.518666667,142.592555555,179.074055556,225.925888889,290.000111111,211.111111111,90.7406666668,100.740666667
201.57,251.207777778,188.405777778,240.096555556,199.033777778,214.251388889,306.763222222,402.415555556,257.004666667,129.951666667,149.275222222
201.95,1216.66666667,875.0,1208.33333333,1016.66666667,1004.16666667,1708.33333333,2258.33333334,1211.11111111,663.888888889,661.111111111
202.33,440.740777778,276.543,465.431888889,376.543111111,311.7285,650.617333333,935.802555557,454.320888889,245.679111111,203.703666667
202.71,-657.407333335,-353.703777778,-681.481666667,-542.592666667,-390.740722222,-927.777777779,-1411.111,-646.296222223,-290.740888888,-233.333333333
203.09,-465.555555556,-212.222222222,-435.555555556,-286.666666667,-226.111111111,-514.444444444,-842.222222222,-382.222222222,-152.222222222,-224.444444445
203.47,1855.55555556,840.740666666,1644.44444445,1133.33333333,814.814833336,1948.14811111,2948.14822222,1492.59255555,699.999888889,877.777777777
203.85,371.345111111,221.052777778,357.894888889,267.836222222,207.309777778,387.719333333,543.274555555,318.128555556,209.356888889,266.666666666
204.22,1600.0,941.666666666,1541.66666666,1022.22222222,890.277777776,1733.33333333,2380.55555556,1397.22222222,972.222222221,1163.88888889
204.60,-6288.88888889,-3877.77777778,-6488.88888889,-4588.88888889,-3705.55555556,-6877.77777778,-9488.88888889,-5433.33333334,-4111.11111111,-5011.11111111
204.98,-345.751666667,-198.039333333,-349.019777778,-247.058888889,-199.346388889,-397.385555556,-541.829888889,-296.078333333,-213.725555556,-296.732111111
205.36,-148.028555556,-55.1972222222,-141.577222222,-92.4731111112,-51.612888889,-176.702555556,-254.838777778,-112.903222222,-94.2651111111,-116.129111111
205.74,-127.026888889,-47.7477777777,-128.228333333,-79.8798888889,-46.6966666667,-155.555444444,-211.110888889,-107.807666667,-80.4806666667,-114.114
206.12,-147.137888889,-49.1582222223,-153.535444445,-76.7676666666,-43.6026666667,-170.707111111,-217.171666667,-133.333222222,-104.040333333,-132.660111111
206.50,-87.1979999999,-15.2172222222,-91.0628888889,-37.1978888889,-14.6135555556,-108.212444444,-137.439444445,-78.9853333334,-56.7634444445,-77.777888889
206.87,-135.016888889,-31.6497777779,-133.333444444,-51.1783333333,-24.4107222222,-157.912555556,-195.286111111,-101.01,-89.2257777777,-122.559
207.25,-171.481444444,-54.8147777779,-155.555555556,-79.6295555555,-43.7036666665,-195.555555556,-245.185333333,-127.407444444,-140.740777778,-151.111111111
207.63,-182.963,-73.7035555555,-154.074111111,-89.6296666667,-55.7406666667,-201.851777778,-269.259222222,-138.518444444,-154.444444444,-168.518555555
208.01,-182.963111111,-63.7037777777,-146.666666667,-79.6296666667,-51.296388889,-200.740777778,-258.148222222,-131.481666667,-134.444555555,-151.111
208.39,-394.771333333,-190.196111111,-329.411888889,-207.843222222,-157.189611111,-455.555666667,-532.026222222,-313.071888889,-290.196222222,-360.784222222
208.77,-324.537,-166.666666667,-251.388888889,-168.518444445,-150.6945,-381.944444445,-409.722333333,-265.740777778,-251.852,-286.111222222
209.14,-1457.40744444,-868.518555557,-1201.85166667,-905.555555557,-806.481444443,-1781.48144444,-1846.29633333,-1235.18511111,-1259.25922222,-1288.88888889
209.52,1287.30155555,865.079444446,1147.61911111,893.650777777,788.88888889,1611.11111111,1671.42855556,1103.17444444,1192.06344444,1226.98411111
209.90,8588.88888889,6022.22222222,7500.0,6300.0,5211.11111111,10833.3333333,11366.6666667,7577.77777779,8322.22222221,8688.88888889
210.28,-1622.22222222,-1100.0,-1453.33333333,-1206.66666667,-981.111111112,-2100.0,-2304.44444444,-1440.0,-1595.55555556,-1715.55555555
210.66,9566.66666668,6755.55555556,8400.0,7333.33333333,5988.88888889,11555.5555556,12911.1111111,8522.22222222,8922.22222223,9822.22222221
211.03,-9555.55555556,-7188.88888889,-8466.66666667,-7722.22222222,-6011.11111111,-11933.3333333,-13111.1111111,-9011.1111111,-8944.44444444,-10111.1111111
211.41,1957.77777778,1446.66666667,1768.88888889,1582.22222222,1276.66666667,2491.11111111,2615.55555555,1937.77777778,1797.77777778,2071.11111111
211.79,-970.370444445,-677.777666667,-920.987666666,-751.851888889,-617.284055556,-1293.82711111,-1296.29644444,-974.074000001,-869.135777777,-1098.76533333
212.17,-1505.55555556,-1024.07411111,-1461.11111111,-1212.963,-943.518444446,-1992.59266667,-1987.037,-1529.62955556,-1409.25922222,-1672.22222222
212.55,-562.222222222,-373.333222222,-538.518555555,-459.259111111,-333.703666667,-755.555555556,-750.370444443,-554.074111111,-537.037,-600.0
212.92,-1351.85188889,-933.333333334,-1309.25933334,-1114.81477778,-791.666611112,-1848.14822222,-1827.77766667,-1337.03711111,-1270.37033333,-1451.852
213.30,-247.863222222,-157.692333333,-238.461444445,-192.735222222,-109.829,-359.401777778,-365.812111111,-254.273666667,-212.820555556,-275.213666667
213.68,-159.259444444,-95.7265555554,-139.601111111,-115.099777778,-61.9656666667,-235.042777778,-232.763555556,-168.945888889,-127.065444445,-171.509888889
214.06,-115.061777778,-50.3703333333,-93.827111111,-66.6665555556,-33.3335,-184.938222222,-174.073888889,-115.061666667,-86.6665555555,-114.074222222
214.44,-225.396888889,-120.634888889,-191.269777778,-150.793555556,-96.2301666666,-330.158666667,-311.508,-223.015777778,-182.142777778,-234.127
214.81,-311.111333333,-184.848555556,-271.212111111,-220.707,-151.009944445,-461.111,-412.121111111,-313.131444445,-268.181777778,-346.464666667
215.19,-230.864222222,-124.691333333,-201.234444444,-159.259333333,-109.465111111,-360.493888889,-304.526666667,-230.041111111,-208.230555555,-268.724333333
215.57,-129.166666667,-66.1111111111,-120.833333333,-87.5000000001,-54.7222222222,-224.166666667,-184.444444445,-127.777777778,-125.0,-143.888888889
215.95,-213.675333333,-106.410111111,-199.145333333,-144.017111111,-88.4615555557,-362.393222222,-313.675222222,-197.436,-219.658111111,-214.529888889
216.32,-84.0580000001,-29.9515555555,-76.8115555555,-44.4444444445,-17.7536111111,-175.362444444,-147.826111111,-75.8453333333,-93.7198888889,-91.5457777778
216.70,-112.912888889,-41.1412222222,-105.105222222,-62.1622222222,-31.5315555556,-229.729888889,-192.492555556,-95.7958888889,-124.324333333,-127.928111111
217.08,-148.366,-70.2613333333,-149.019555555,-85.294111111,-68.3008333335,-279.738666667,-234.967444444,-133.333333333,-166.013,-167.647222222
217.46,-391.503333333,-223.529333333,-387.581666667,-259.477222222,-234.967277778,-650.980333334,-524.183,-347.058888889,-435.947666667,-411.111111111
217.83,8022.22222221,4966.66666667,8266.66666666,5577.77777778,5466.66666667,11988.8888889,10055.5555556,6944.44444444,8588.8888889,8155.55555557
218.21,823.232333334,536.363666667,837.373666667,579.797888889,572.222166667,1170.707,991.919,715.151444444,858.585777779,813.131333333
218.59,2837.037,1822.22211111,2696.29633333,1788.88888889,1820.37044444,4085.18522222,3396.29611111,2374.074,2862.96311111,2692.59266667
218.97,-829.629666668,-483.950666667,-787.654333332,-466.666666667,-427.777833333,-1230.86422222,-1002.46911111,-643.209888889,-808.641888888,-758.024888889
219.34,-762.222222223,-444.444444445,-706.666666666,-368.888888889,-399.444444444,-1096.66666667,-899.999999999,-571.111111111,-710.0,-636.666666667
219.72,-1279.62977778,-862.963,-1179.62966667,-622.222222223,-712.036999999,-1746.29622222,-1529.62955556,-994.444444444,-1198.14788889,-1179.62966666
220.10,-1560.0,-1244.44444444,-1417.77777778,-873.333333335,-955.555555553,-2120.0,-1775.55555556,-1288.88888889,-1464.44444445,-1551.11111111
220.47,8366.66666668,7000.0,7744.44444445,5044.44444444,5544.44444444,10788.8888889,9455.55555554,7055.55555555,7911.11111111,8655.55555555
220.85,-528.571333333,-464.285888889,-494.444444445,-320.634777778,-356.349111111,-698.412555555,-637.301444445,-492.063333333,-515.079333333,-575.396777778
221.23,-223.045333333,-187.654222222,-206.995888889,-119.341444444,-111.522666667,-296.707777778,-283.950555556,-198.765444444,-211.934111111,-246.913777778
221.61,-169.097222222,-155.208333333,-169.097222222,-80.2083333335,-89.0625000001,-248.611111111,-240.277777778,-164.583333333,-168.055555556,-211.805555556
221.98,-85.0242222221,-77.7778888889,-83.3333333333,-24.8793333333,-31.6425555556,-144.202777778,-132.850111111,-88.4058888889,-89.8551111112,-119.082222222
222.36,-75.5992222221,-69.9345555557,-71.6776666668,-28.7581111112,-33.9868888889,-124.618777778,-119.607888889,-84.7494444445,-79.5206666664,-111.546777778
222.74,-67.6123333335,-63.1204444443,-72.5770000001,-28.1323333333,-29.0780555556,-124.113444444,-116.075666667,-78.2506666668,-73.5224444444,-103.546111111
223.11,-62.3093333333,-56.6451111111,-67.1024444445,-26.7973333333,-34.8585,-112.636222222,-110.457555556,-76.0347777778,-75.3813333332,-97.6034444442
223.49,-66.6666666666,-53.8784444445,-64.779888889,-37.9453333333,-37.6308888889,-112.788222222,-107.966333333,-79.4548888889,-75.4716666668,-106.289444444
223.87,-27.9412222223,-12.2548888889,-30.2286666667,-7.18955555557,-10.2941111111,-74.6732222222,-63.7256666668,-36.9281111111,-33.6602222222,-60.7843333333
224.24,-2.40555555556,15.3492222222,-3.32177777777,16.6093333333,10.3091666667,-31.7296666667,-26.0022222222,-4.00911111112,-1.48911111111,-20.2748888889
224.62,2.2222222222,16.852,6.75922222223,17.037,15.4167222222,-21.0185555556,-12.6852222222,2.037,6.66655555556,-9.16666666666
225.00,4.78766666667,23.7577777778,7.67844444443,19.6025555555,23.6222777778,-18.2474444444,-3.9748888889,9.84644444443,12.195,-8.03966666667
225.38,3.33333333336,20.94,2.05122222221,13.2478888889,17.1797222222,-18.889,-5.4698888889,5.38466666667,9.14511111112,-12.6494444444
225.75,12.6461111111,28.0703333334,11.6228888889,20.3948888889,26.0965555556,-1.09666666666,6.5788888889,15.1316666667,17.6171111111,0.146111111113
226.13,14.2277777778,26.4903333333,15.6503333333,19.4445555556,26.9649444444,3.65866666668,9.21411111111,15.6505555556,18.767,2.64233333333
226.51,17.8252222222,27.748,17.7065555555,24.0047777778,29.8871111111,8.97200000001,14.1415555556,19.7267777778,23.2916666667,10.814
226.88,16.6931111111,26.5931111111,19.1153333333,23.96,29.7261111111,10.5318888889,15.1131111111,18.1147777778,22.9067777778,12.7435555556
227.26,17.8162222222,27.251,21.6955555556,26.0058888889,30.2203333333,14.5594444444,16.954,19.5881111111,25.1438888889,16.4272222222
227.64,17.655,24.8572222222,20.7291111111,23.7591111111,29.0952777778,14.8441111111,15.5906666667,18.5771111111,22.925,18.4012222222
228.01,14.0605555556,19.8385555556,15.4344444445,18.1413333333,23.9595555556,11.7576666667,11.4747777778,13.6968888889,17.2524444444,14.5456666667
228.39,8.38266666668,12.0206666667,8.06655555554,11.8228888889,16.9433333333,4.82399999999,5.14033333333,7.03822222223,8.97577777778,9.21322222221
228.76,8.78822222223,13.3178888889,6.504,12.35,16.6085555555,5.96211111112,5.53622222221,7.58811111111,8.82700000001,10.8013333334
229.14,6.29277777778,10.3921111111,4.89033333333,9.67300000001,13.3045555556,4.135,4.06322222222,4.24311111111,5.64533333335,10.2122222222
229.52,8.08999999999,12.6735555556,8.68033333333,12.986,15.1040555555,6.94433333333,6.56211111111,6.24977777778,7.01377777777,14.5136666667
229.89,6.65999999999,13.7548888889,10.241,12.8848888889,13.4705,7.09522222221,7.32933333332,5.58911111111,7.26222222221,15.7964444445
230.27,5.44144444445,13.9131111111,8.73244444446,12.4795555555,11.0133333333,5.53944444446,5.70233333335,4.98533333333,5.24611111111,15.5424444444
230.65,6.46577777778,14.9403333334,10.4833333333,12.9628888889,12.3195555555,8.00388888888,7.03077777777,6.46577777778,6.49733333332,17.0431111111
231.02,5.23988888888,12.8788888889,8.71222222221,10.7323333333,10.1166666667,6.78677777778,5.65044444443,5.36611111111,5.80811111111,15.9405555556
231.40,8.78977777778,14.7014444445,10.3374444445,11.5136666667,11.8231111111,8.35644444445,9.8731111111,7.55188888889,8.20166666667,18.4772222222
231.78,10.7753333333,15.812,11.3246666666,13.4005555555,12.9577222222,9.12688888889,12.3016666667,8.57766666665,9.8901111111,19.0475555556
232.15,11.1762222222,17.0088888889,13.9783333333,15.412,15.2493333333,10.5246666667,14.9235555556,9.41677777778,11.0783333333,20.9514444444
232.53,13.2401111111,19.6273333333,16.9661111111,17.0326666667,17.8642777778,12.9741111111,16.5336666667,9.8801111111,14.2381111111,22.8877777778
232.90,12.396,18.3683333333,15.7987777778,15.5903333333,15.7813888889,10.5556666667,14.3752222222,7.18766666666,13.1252222222,21.8753333333
233.28,13.8351111111,19.2114444445,15.9856666667,15.5556666667,13.2796666667,11.4337777778,13.656,6.66655555557,15.4481111111,24.2293333334
233.66,12.8617777778,17.7564444444,14.6837777778,13.7906666667,10.8788888889,9.14622222222,13.7193333333,5.68055555556,15.1485555556,22.1152222222
234.03,12.3373333333,14.7528888889,11.8171111111,11.5571111111,9.43900000001,6.94900000001,12.9321111111,6.09433333332,14.4927777778,19.7696666667
234.41,11.4792222222,11.2583333333,10.2282222222,9.12422222223,8.49888888889,5.29811111111,12.1045555555,3.93666666666,13.7235555556,15.4526666667
234.78,6.49744444444,6.22833333334,5.075,2.80666666667,3.21027777778,-1.34555555556,7.65111111112,-1.73011111111,9.18866666666,8.22766666665
235.16,5.66666666667,5.9998888889,4.1851111111,1.88877777778,2.62955555554,-2.55544444445,6.77766666666,-2.88888888889,7.926,5.77777777778
235.54,2.67411111111,3.31455555554,1.58199999999,-0.263555555557,-0.433166666667,-4.18088888889,3.42733333333,-5.08500000001,5.31077777777,3.01322222223
235.91,2.92988888889,5.175,2.24511111111,0.837111111113,-0.228222222223,-1.63633333333,2.43533333333,-3.61488888889,6.01200000001,3.88144444444
236.29,2.20077777778,5.30288888889,-0.50488888889,-1.55122222222,-2.27272222222,-1.76777777778,0.180222222223,-3.96833333334,4.65344444445,3.49933333333
236.66,3.42922222222,7.06455555557,-0.171444444443,-0.925888888889,-1.38883333333,-0.171444444443,1.30322222222,-2.67488888889,5.8301111111,5.41833333333
237.04,4.85911111111,7.80688888888,1.49011111111,-0.0324444444467,0.291611111111,1.84644444445,3.49844444444,-0.712666666668,7.5801111111,5.53922222222
237.41,4.51477777779,6.78833333332,1.985,0.03188888889,0.5765,1.76111111111,3.52222222222,0.288222222223,6.27600000001,2.75388888889
237.79,5.98777777778,7.71688888888,2.94577777778,0.416333333334,1.64911111111,4.00255555556,3.93866666667,0.896666666666,7.01233333332,2.722
238.17,4.159,7.55911111112,0.576555555557,-0.971444444443,0.591888888889,3.09655555556,0.27322222222,-1.7,3.88566666667,0.455333333334
238.54,2.53455555556,7.368,-1.11988888889,-1.88633333333,-0.648388888889,1.59144444444,-1.44422222222,-2.18122222222,2.32844444445,0.736777777777
238.92,5.259,9.51977777777,1.32133333333,1.18677777778,1.65861111111,4.53066666667,0.970666666667,0.242555555554,4.2071111111,4.12622222222
239.29,7.08911111111,9.80388888888,2.76522222222,2.765,1.785,6.68677777777,2.58911111111,1.35733333334,4.87666666665,4.77622222222
239.67,5.59111111111,7.29677777777,0.995,1.46877777778,-0.521222222222,3.45877777778,-9.9997787828e-13,-1.58744444444,1.87155555555,2.08466666667
240.04,5.16844444444,6.00544444444,1.19266666667,0.920555555557,-1.44372222222,2.84566666667,1.00444444444,-1.82022222222,1.067,1.56944444444
240.42,5.83433333333,6.22433333334,2.564,2.61988888889,-0.529499999999,3.92033333333,2.73122222222,-0.947555555556,2.28533333333,2.63844444444
240.79,5.20733333333,5.38977777777,2.47111111111,2.57033333334,-0.248777777778,3.39966666667,2.83566666667,-0.746333333333,2.156,1.65822222222
241.17,4.49522222222,5.19722222223,2.41922222222,3.00166666667,-0.447944444444,3.52455555556,2.19522222222,-0.746777777778,1.74733333333,2.61333333333
241.54,5.27844444444,5.89866666667,3.72122222222,4.06433333333,1.05561111111,4.65822222222,2.89,0.132111111111,3.20666666667,4.51333333333
241.92,5.38355555556,5.46677777778,3.96066666667,4.09122222222,1.60072222222,4.88544444444,2.917,0.853888888889,3.24922222222,5.35977777778
242.29,5.90655555555,5.30488888889,4.88122222222,3.98977777778,1.98377777778,4.89255555556,3.32111111111,1.19244444445,4.20155555555,6.174
242.67,7.36177777778,6.435,5.91866666667,5.10788888889,3.05944444444,6.10833333333,4.50766666667,2.59066666667,5.78188888888,7.45644444445
243.05,8.01888888889,7.22822222221,6.24488888889,5.77844444445,3.83216666667,6.56933333333,5.069,3.447,6.50844444445,8.12022222222
243.42,8.03933333333,7.41744444446,5.97522222222,5.79766666667,4.07405555556,5.99511111111,5.09644444444,3.64444444444,6.78544444444,8.54322222222
243.80,8.26777777778,7.63455555555,5.94022222222,5.91111111111,4.35783333333,6.34922222222,5.26822222222,4.21644444444,7.42022222222,8.94933333334
244.17,8.32388888889,7.904,5.80377777778,5.92777777778,4.76805555555,6.472,5.28844444445,4.26677777778,7.88477777778,9.08722222223
244.55,8.13755555555,7.74599999999,5.74211111111,5.602,4.66527777778,5.70455555555,4.97755555556,4.26911111111,7.90455555556,8.557
244.92,8.197,7.99133333332,5.88177777778,5.81033333333,4.532,5.64055555556,5.05944444445,4.51411111111,7.82155555556,8.921
245.30,8.36455555556,8.02444444443,6.041,5.9,4.82538888889,5.60122222222,5.63422222222,5.012,7.92466666667,8.67133333333
245.67,7.576,7.23877777778,5.09177777778,5.32166666667,4.17527777778,4.89233333333,5.22955555556,4.76944444445,7.07755555555,7.69866666667
246.05,7.16411111111,7.07188888889,4.89655555555,5.09488888889,3.56811111111,4.45733333333,4.939,4.30122222222,6.78855555556,7.157
246.42,7.44588888889,7.53600000001,5.52344444445,5.91566666667,3.99294444445,5.09911111111,5.91555555556,5.16322222222,6.95722222222,7.51677777778
246.79,6.36511111111,6.73177777778,4.82288888889,5.31333333334,3.27994444445,4.49188888889,5.30722222222,4.39122222222,5.804,6.67255555556
247.17,6.04544444445,6.034,4.53966666667,4.88655555556,2.88544444444,3.92388888889,4.797,3.90733333333,4.99288888889,5.98366666667
247.54,6.14611111111,6.17288888889,4.94377777778,5.06177777778,2.93344444445,4.27788888889,4.84722222222,4.12255555556,4.96488888889,6.03877777778
247.92,6.48111111111,6.55888888889,5.42844444444,5.54244444444,3.26905555556,4.72855555556,5.30933333333,4.63011111111,5.45944444445,6.43944444444
248.29,6.66777777778,6.57488888889,5.49111111111,5.625,3.49122222222,4.64455555555,5.24322222222,4.77388888889,5.62544444444,6.50766666667
248.67,6.429,6.14222222222,5.19322222222,5.54255555556,3.27711111111,4.40588888889,4.93255555556,4.32766666667,5.26622222222,6.361
249.04,6.189,5.79555555555,4.81955555555,5.36411111111,3.00822222222,4.259,4.47455555556,3.96233333333,5.154,6.092
249.42,5.93766666667,5.363,4.46644444444,5.13888888889,2.48894444444,4.02955555556,4.018,3.48333333333,4.79366666667,5.679
249.79,6.15644444444,5.67211111111,4.72166666667,5.50044444444,2.72266666667,4.15133333333,4.30477777778,3.64866666667,4.99133333333,6.00311111111
250.17,6.10977777778,5.47633333333,4.29544444444,5.44333333333,2.86022222222,3.96555555555,4.38122222222,3.51022222222,5.041,5.73366666667
