wavelength,Back_RamCarf,Belly_RamCarf,Breast_RamCarf,Crissum_RamCarf,Crown_RamCarf,DorTail_RamCarf,Rump_RamCarf,Throat_RamCarf,WingTip_RamCarf
336.47,2.5138,3.14926666667,3.5902,2.7648,2.75053333333,5.02533333333,2.42146666667,3.43626666667,4.0683
336.84,2.6532,3.293,3.71033333333,2.94393333333,2.89713333334,5.12486666667,2.5246,3.59393333333,4.20683333333
337.21,2.5528,3.2244,3.63073333333,2.8322,2.8292,5.0752,2.488,3.50406666667,4.13466666667
337.57,2.59066666667,3.2966,3.71193333333,2.92866666667,2.88526666667,5.1682,2.57453333333,3.556,4.1644
337.94,2.52626666667,3.22473333333,3.68506666667,2.9034,2.85346666667,5.11186666667,2.5632,3.49786666667,4.05126666667
338.31,2.48353333333,3.21113333333,3.70613333333,2.93906666667,2.86213333333,5.142,2.5914,3.5692,4.05306666667
338.67,2.2616,3.03893333334,3.49366666667,2.7164,2.6752,4.94286666667,2.459,3.39046666667,3.86073333333
339.04,2.29766666667,3.11026666667,3.52646666667,2.75773333333,2.64713333333,4.9528,2.52266666667,3.4238,3.89463333333
339.40,2.15673333333,2.96446666667,3.39533333333,2.604,2.52486666667,4.85466666667,2.40806666667,3.34066666666,3.75063333333
339.77,2.0668,2.8776,3.2314,2.4886,2.41266666667,4.7436,2.31526666667,3.20973333333,3.61066666667
340.14,2.05866666667,2.895,3.227,2.53166666667,2.419,4.7344,2.3222,3.234,3.65016666667
340.50,1.97773333333,2.83893333333,3.13966666666,2.43113333333,2.33186666667,4.65866666667,2.2472,3.16893333333,3.59173333333
340.87,1.80893333333,2.66653333333,2.9716,2.21253333333,2.12666666667,4.47353333333,2.08806666667,2.9756,3.43913333333
341.23,1.80266666667,2.64953333333,2.96713333333,2.1952,2.10993333333,4.3844,2.04486666667,2.9548,3.40926666667
341.60,1.77446666667,2.54613333333,2.9028,2.10146666667,2.0702,4.27306666667,1.9696,2.8942,3.3627
341.96,1.8468,2.59173333333,2.94126666667,2.11666666667,2.1382,4.328,2.039,2.97406666667,3.458
342.33,1.86426666667,2.52106666667,2.90766666667,2.09486666667,2.15206666667,4.33466666667,2.03866666667,2.9768,3.4104
342.70,2.0786,2.67313333333,3.08606666667,2.3596,2.33613333333,4.47226666667,2.21853333333,3.16753333333,3.5719
343.06,2.1002,2.69293333333,3.1294,2.4312,2.42326666667,4.4996,2.25426666667,3.2436,3.64643333333
343.43,2.18106666667,2.76973333333,3.15313333333,2.47393333333,2.4608,4.51113333333,2.30806666666,3.28726666667,3.712
343.79,2.22026666666,2.77293333333,3.18146666667,2.46273333333,2.49913333333,4.51133333333,2.31426666667,3.32813333333,3.73226666667
344.16,2.14653333333,2.67526666667,3.08193333333,2.34533333333,2.41866666667,4.3964,2.21813333333,3.23366666667,3.60926666667
344.52,2.18833333333,2.73833333333,3.10886666667,2.37593333333,2.4718,4.4616,2.29006666667,3.3158,3.65813333333
344.89,2.1236,2.651,3.0586,2.3298,2.44133333333,4.43593333333,2.2374,3.31253333333,3.5701
345.25,2.2524,2.7292,3.16993333333,2.4526,2.54393333333,4.57233333333,2.3364,3.46633333333,3.66856666667
345.62,2.22213333333,2.76186666667,3.1536,2.455,2.53173333333,4.5852,2.3164,3.5006,3.6786
345.99,2.35466666667,2.90793333333,3.26746666667,2.60566666667,2.6498,4.7356,2.3842,3.61693333333,3.78986666667
346.35,2.42846666667,3.0328,3.3724,2.72986666667,2.73793333333,4.82126666667,2.50666666667,3.7268,3.9252
346.72,2.41093333333,3.03726666666,3.38573333333,2.67246666667,2.734,4.80453333333,2.49506666667,3.75126666667,3.94846666667
347.08,2.54153333333,3.1468,3.5116,2.78673333333,2.8784,4.9634,2.61613333333,3.87326666667,4.06193333333
347.45,2.6412,3.25433333333,3.6764,2.92406666667,3.0002,5.10053333333,2.7494,4.0148,4.1831
347.81,2.79306666667,3.45613333333,3.87613333333,3.10793333333,3.17273333333,5.28766666667,2.91133333333,4.19086666667,4.33796666667
348.18,2.87553333333,3.50973333333,3.974,3.18173333333,3.22186666667,5.3552,2.9808,4.2594,4.37826666667
348.54,2.8486,3.46773333333,3.92286666667,3.14046666667,3.1536,5.2972,2.93913333333,4.1802,4.30416666667
348.91,2.9232,3.57366666667,4.032,3.2324,3.22066666667,5.3518,3.013,4.21006666667,4.3539
349.27,2.75466666667,3.46346666666,3.86406666667,3.10993333333,3.1016,5.23653333334,2.8858,4.03973333333,4.20376666667
349.64,2.727,3.39973333334,3.8348,3.10973333333,3.07773333333,5.20326666667,2.87293333333,3.9838,4.16293333333
350.00,2.60753333333,3.25973333333,3.6816,2.95486666667,2.93506666667,5.03893333333,2.79613333333,3.79046666667,4.0181
350.37,2.4478,3.1384,3.52806666667,2.79826666667,2.78853333333,4.89533333333,2.6218,3.62906666667,3.8911
350.73,2.48793333333,3.12313333333,3.51026666667,2.80066666667,2.75606666667,4.92726666667,2.5948,3.6294,3.88786666667
351.10,2.29266666667,2.92886666667,3.30433333333,2.59633333333,2.55833333333,4.71226666667,2.40973333333,3.46493333333,3.66086666667
351.46,2.24226666667,2.89253333333,3.26146666666,2.54373333333,2.5438,4.651,2.33726666667,3.3924,3.597
351.83,2.09986666667,2.7574,3.13173333333,2.41266666667,2.40946666667,4.51766666667,2.18066666667,3.2252,3.47186666667
352.19,2.07066666667,2.79046666667,3.13926666667,2.4036,2.45373333333,4.541,2.17233333333,3.23686666667,3.52176666667
352.55,1.989,2.72113333333,3.1016,2.3784,2.443,4.47513333333,2.071,3.189,3.47016666667
352.92,1.8924,2.65346666667,2.97433333333,2.25913333333,2.3414,4.39873333333,1.99626666666,3.1418,3.39386666667
353.28,1.97953333333,2.76113333333,3.09286666667,2.33833333333,2.41473333333,4.45186666667,2.052,3.26806666667,3.48673333333
353.65,2.04766666667,2.90733333333,3.19086666667,2.4218,2.5172,4.54046666667,2.12553333333,3.3744,3.57006666667
354.01,1.981,2.889,3.1672,2.4106,2.4842,4.5086,2.07926666667,3.37266666667,3.55033333333
354.38,1.98586666667,2.91433333333,3.1632,2.40386666667,2.492,4.50693333333,2.08066666667,3.37833333333,3.52613333333
354.74,1.79906666667,2.79273333333,3.01033333333,2.27666666667,2.37333333333,4.35293333333,1.93993333333,3.20553333333,3.4081
355.11,1.82433333333,2.83506666667,3.04053333333,2.33753333333,2.41646666666,4.36813333333,1.9546,3.20813333333,3.4766
355.47,1.77753333333,2.7766,2.9792,2.33553333333,2.3718,4.33946666667,1.9574,3.16446666667,3.4688
355.83,1.80233333333,2.80993333333,3.003,2.3856,2.40193333333,4.33906666667,2.01146666667,3.23113333333,3.4741
356.20,1.82493333333,2.81773333333,2.99866666667,2.43593333333,2.39286666667,4.3518,2.03606666667,3.24273333333,3.4706
356.56,2.0078,3.01133333333,3.1722,2.59853333333,2.53026666667,4.542,2.22246666667,3.43606666667,3.6424
356.93,2.0866,3.0632,3.24833333333,2.67773333333,2.58886666667,4.56533333333,2.253,3.48886666667,3.71526666667
357.29,2.05986666667,3.0118,3.1956,2.665,2.5534,4.5304,2.2396,3.41813333333,3.68723333333
357.66,2.05873333333,3.00386666667,3.21313333333,2.63693333333,2.49006666667,4.497,2.22273333333,3.41626666667,3.68193333333
358.02,2.1048,3.05426666667,3.26386666667,2.67026666667,2.51986666666,4.5226,2.2288,3.4982,3.7098
358.38,2.24286666667,3.1772,3.42073333333,2.81893333333,2.65653333333,4.63886666667,2.32253333333,3.6272,3.8271
358.75,2.3918,3.29633333333,3.57526666667,2.95126666667,2.81226666667,4.77166666667,2.48586666667,3.80626666667,3.9461
359.11,2.40906666667,3.28906666667,3.64073333333,2.93686666667,2.78273333333,4.77626666667,2.4864,3.8196,3.93
359.48,2.4258,3.274,3.63693333333,2.9024,2.74106666667,4.75793333333,2.44473333333,3.82886666667,3.8853
359.84,2.3564,3.172,3.552,2.81066666667,2.6662,4.6594,2.36913333333,3.75286666666,3.78736666667
360.20,2.28373333333,3.12953333333,3.5126,2.76306666667,2.61766666667,4.58886666666,2.31766666667,3.72073333333,3.7174
360.57,2.255,3.07366666667,3.48593333333,2.726,2.60533333333,4.55073333333,2.289,3.68773333333,3.654
360.93,2.25993333333,3.0742,3.49366666667,2.7404,2.62486666666,4.56553333333,2.30346666667,3.6996,3.65243333333
361.29,2.31786666667,3.1552,3.55413333333,2.803,2.6526,4.60333333333,2.3506,3.76086666667,3.69983333333
361.66,2.3442,3.17986666667,3.57453333333,2.8724,2.71393333333,4.63793333333,2.3916,3.77993333333,3.72786666667
362.02,2.32173333333,3.13926666667,3.55446666667,2.85446666667,2.72466666667,4.61173333333,2.39173333333,3.75213333333,3.7066
362.39,2.23473333333,3.0528,3.45246666667,2.74926666667,2.64413333333,4.53846666667,2.314,3.66426666666,3.62146666667
362.75,2.2102,3.02733333333,3.38493333333,2.6954,2.5864,4.48366666667,2.25593333333,3.599,3.5656
363.11,2.27366666667,3.07773333333,3.3864,2.7518,2.65193333333,4.52966666667,2.29953333333,3.64266666667,3.6082
363.48,2.2904,3.13293333334,3.4204,2.8036,2.72173333333,4.55666666667,2.35346666667,3.70973333333,3.66156666667
363.84,2.29346666667,3.15986666667,3.40573333333,2.82526666667,2.737,4.5632,2.36266666667,3.70653333333,3.65873333334
364.20,2.32946666667,3.16473333333,3.38966666667,2.82033333333,2.75673333333,4.58333333333,2.37393333333,3.72186666667,3.66316666666
364.57,2.319,3.16133333333,3.374,2.80713333333,2.75246666667,4.54153333333,2.38246666667,3.70946666667,3.68166666667
364.93,2.3396,3.19206666667,3.38466666667,2.82666666667,2.76426666667,4.55646666667,2.41213333333,3.72033333333,3.69926666667
365.29,2.28233333333,3.13673333333,3.349,2.7582,2.73233333333,4.52546666667,2.36613333333,3.66293333333,3.6519
365.66,2.20646666667,3.03706666667,3.23213333333,2.61306666667,2.5968,4.42046666667,2.28233333333,3.57006666667,3.53763333333
366.02,2.27986666667,3.12,3.31,2.6792,2.64453333333,4.48046666667,2.36166666667,3.63593333334,3.59366666667
366.38,2.3342,3.16366666667,3.3784,2.77193333333,2.697,4.5232,2.44393333333,3.72326666667,3.65356666667
366.75,2.35653333333,3.18153333333,3.44026666667,2.84226666667,2.7306,4.56753333333,2.51253333333,3.77226666667,3.71056666667
367.11,2.36586666667,3.23386666667,3.49286666667,2.86826666667,2.77546666667,4.6016,2.56273333333,3.8232,3.74566666667
367.47,2.35666666667,3.22166666667,3.48706666667,2.8386,2.73333333333,4.56973333333,2.5128,3.76886666667,3.72473333333
367.84,2.42613333333,3.30633333334,3.59326666667,2.9272,2.80386666667,4.64906666667,2.56233333334,3.83633333333,3.81346666667
368.20,2.4814,3.4006,3.68473333333,3.02466666667,2.8756,4.71386666667,2.6338,3.88726666667,3.88493333333
368.56,2.51273333333,3.46553333333,3.7422,3.08693333333,2.87773333333,4.77433333333,2.66533333333,3.9596,3.90306666667
368.93,2.51906666666,3.48373333333,3.75853333333,3.10193333333,2.90713333333,4.80413333333,2.67833333333,4.00866666667,3.90223333333
369.29,2.56146666667,3.4956,3.7884,3.12893333333,2.94573333333,4.8154,2.705,4.0534,3.9166
369.65,2.6306,3.5618,3.88293333333,3.21693333333,3.0422,4.86953333333,2.75453333333,4.1196,3.97356666667
370.01,2.6462,3.55153333334,3.89086666667,3.22193333333,3.0354,4.88086666667,2.73873333333,4.1052,3.95613333333
370.38,2.63153333333,3.54853333333,3.89753333333,3.175,2.97866666667,4.85193333333,2.71766666667,4.0736,3.95576666667
370.74,2.65313333333,3.59553333333,3.94373333333,3.1668,3.0034,4.87446666667,2.72926666667,4.07546666667,3.9395
371.10,2.64526666667,3.5528,3.92193333333,3.1218,2.9374,4.82886666666,2.69326666666,4.03246666667,3.90286666667
371.46,2.56473333333,3.47946666667,3.83033333334,3.0546,2.85166666667,4.77473333333,2.61573333333,3.974,3.78156666666
371.83,2.49053333333,3.3786,3.74586666667,2.93986666667,2.7658,4.70953333333,2.5412,3.89513333333,3.7117
372.19,2.47746666667,3.33086666667,3.74733333333,2.9004,2.733,4.67786666667,2.52593333333,3.86753333333,3.69823333333
372.55,2.4398,3.29406666667,3.72326666667,2.85493333333,2.72273333333,4.63286666667,2.50626666667,3.82053333333,3.67943333333
372.92,2.4142,3.2768,3.6908,2.81213333333,2.68733333333,4.57873333333,2.49106666667,3.7882,3.63486666667
373.28,2.3368,3.2288,3.65113333333,2.7608,2.64326666667,4.52013333333,2.44413333333,3.73613333333,3.58973333333
373.64,2.29226666667,3.2388,3.62466666667,2.7562,2.6292,4.51013333333,2.448,3.72653333333,3.57756666667
374.00,2.32293333333,3.3044,3.68166666667,2.8144,2.68366666667,4.56133333333,2.50893333333,3.79806666667,3.63153333333
374.37,2.321,3.30353333333,3.6444,2.8358,2.69166666667,4.5362,2.49866666666,3.79313333333,3.60493333333
374.73,2.33826666667,3.30433333333,3.657,2.85946666667,2.7124,4.54673333333,2.50873333333,3.82546666667,3.63753333333
375.09,2.281,3.265,3.60293333334,2.8438,2.65946666667,4.50273333333,2.46933333333,3.80733333333,3.60033333333
375.45,2.38746666667,3.36386666667,3.72706666667,2.96033333333,2.76433333333,4.58826666666,2.59273333333,3.90413333333,3.74066666667
375.81,2.48646666667,3.44786666667,3.81093333333,3.065,2.83206666667,4.64593333334,2.6832,3.99133333333,3.79916666667
376.18,2.53293333333,3.5032,3.83053333333,3.12933333333,2.86646666667,4.65933333333,2.70893333333,4.0334,3.84686666667
376.54,2.5764,3.54293333333,3.83666666667,3.17546666667,2.88293333333,4.6616,2.73473333333,4.06293333333,3.88653333333
376.90,2.58326666667,3.54893333333,3.86486666667,3.2038,2.90213333333,4.6752,2.73206666667,4.05926666667,3.92133333333
377.26,2.636,3.60373333333,3.8848,3.26133333333,2.9336,4.71873333333,2.77773333333,4.10646666667,3.94526666667
377.63,2.66373333333,3.59833333333,3.88046666667,3.27866666667,2.94146666667,4.72026666667,2.75506666667,4.12293333333,3.9442
377.99,2.5926,3.52133333333,3.81493333333,3.21013333334,2.87253333333,4.663,2.66313333333,4.03753333333,3.88216666667
378.35,2.61553333333,3.49273333333,3.85893333333,3.21893333333,2.8842,4.68886666667,2.67233333333,4.0416,3.88323333333
378.71,2.61953333333,3.50826666667,3.87426666667,3.2162,2.8932,4.71126666667,2.67593333333,4.0496,3.88306666667
379.07,2.7408,3.5938,3.97846666667,3.32653333333,3.01166666667,4.80246666667,2.78833333333,4.13866666667,3.9706
379.44,2.74633333333,3.57033333333,3.97673333333,3.2926,3.0154,4.78886666667,2.77566666667,4.12346666667,3.95113333333
379.80,2.7164,3.56053333333,3.98173333333,3.28726666667,3.02066666667,4.7948,2.77346666667,4.12426666667,3.9662
380.16,2.68913333333,3.5356,3.9792,3.2632,2.99866666667,4.78666666667,2.76273333333,4.12693333333,3.9348
380.52,2.67493333333,3.52466666667,4.0016,3.2572,3.00673333333,4.81026666667,2.75893333333,4.11886666667,3.91656666667
380.88,2.64393333333,3.48473333333,3.96826666667,3.1994,2.93793333333,4.76253333333,2.71246666667,4.08386666666,3.87943333333
381.24,2.56373333333,3.39706666667,3.89626666667,3.12286666667,2.86126666667,4.69326666667,2.63933333333,4.00173333333,3.79876666666
381.61,2.53473333334,3.3788,3.8888,3.08253333334,2.82746666667,4.6794,2.6214,3.97293333333,3.79376666667
381.97,2.54626666667,3.4084,3.892,3.08226666667,2.839,4.6614,2.65893333333,3.99773333333,3.82373333333
382.33,2.53286666667,3.43906666667,3.87793333333,3.08526666667,2.85453333334,4.64666666666,2.6522,4.00406666667,3.81286666667
382.69,2.49673333333,3.41353333333,3.83366666667,3.07026666667,2.81613333333,4.6032,2.62353333333,3.9858,3.7852
383.05,2.4318,3.38866666667,3.7912,3.01086666667,2.7794,4.5662,2.58006666667,3.9396,3.74466666667
383.41,2.412,3.39406666667,3.7756,3.01993333333,2.76473333333,4.57433333333,2.56073333333,3.938,3.7296
383.77,2.392,3.38886666667,3.7422,2.9988,2.7356,4.53666666667,2.51913333333,3.905,3.69623333333
384.14,2.3916,3.39566666667,3.71593333333,2.992,2.74066666667,4.543,2.50206666667,3.8862,3.6955
384.50,2.32693333334,3.29673333333,3.61606666666,2.90186666667,2.65013333333,4.45346666667,2.40693333333,3.8184,3.60836666667
384.86,2.36706666667,3.35046666667,3.66246666667,2.97426666667,2.7224,4.4938,2.48093333334,3.87406666667,3.66063333333
385.22,2.37486666667,3.37846666667,3.682,2.98046666667,2.74046666667,4.48606666667,2.49493333333,3.894,3.69106666667
385.58,2.39526666667,3.3868,3.691,2.98706666667,2.75333333333,4.47473333333,2.50166666667,3.91126666667,3.66713333333
385.94,2.41506666667,3.3874,3.701,3.00966666667,2.75793333333,4.49686666667,2.49346666667,3.91406666667,3.659
386.30,2.41493333334,3.38053333333,3.69246666667,2.99933333333,2.7514,4.51606666667,2.49806666667,3.9204,3.67406666667
386.66,2.41166666667,3.37526666667,3.66213333333,2.99806666667,2.74113333334,4.5052,2.487,3.91346666667,3.6636
387.03,2.35393333333,3.32186666667,3.59286666667,2.95986666667,2.68053333333,4.43086666667,2.4178,3.8738,3.6088
387.39,2.39753333333,3.36793333333,3.62706666667,3.01853333333,2.70906666667,4.43826666667,2.4842,3.92606666667,3.6513
387.75,2.42926666667,3.41046666667,3.6614,3.06,2.75273333334,4.47126666667,2.53406666667,3.97826666667,3.6897
388.11,2.49306666667,3.46126666667,3.72973333333,3.11966666667,2.81173333333,4.5056,2.6018,4.05193333333,3.7421
388.47,2.54993333333,3.5396,3.7914,3.18193333333,2.85993333333,4.56026666667,2.66373333333,4.10333333333,3.7827
388.83,2.52613333333,3.5198,3.76966666667,3.14786666667,2.83513333333,4.5526,2.62293333333,4.06386666667,3.72766666667
389.19,2.52446666667,3.4994,3.76126666667,3.1472,2.82733333333,4.55713333333,2.59813333333,4.05153333333,3.71373333333
389.55,2.5268,3.49613333334,3.77006666666,3.15273333333,2.83386666667,4.56166666666,2.61566666666,4.03793333334,3.73
389.91,2.49786666667,3.46873333333,3.7406,3.116,2.79513333333,4.5016,2.5906,4.0076,3.6971
390.27,2.46866666667,3.45006666667,3.70993333334,3.09453333333,2.76973333333,4.44826666667,2.572,3.97606666666,3.65276666667
390.63,2.46726666667,3.44986666667,3.74086666667,3.1006,2.78506666667,4.44506666667,2.577,3.9678,3.65806666667
391.00,2.48693333333,3.46633333333,3.79086666667,3.12153333333,2.82326666667,4.47106666667,2.602,3.97353333333,3.6861
391.36,2.3936,3.38206666667,3.7258,3.01573333333,2.74646666667,4.38706666667,2.50126666667,3.86666666667,3.59776666667
391.72,2.3596,3.3264,3.69873333333,2.96673333333,2.68833333333,4.34786666666,2.4548,3.8072,3.5476
392.08,2.2688,3.2364,3.60513333333,2.879,2.5932,4.2498,2.36393333333,3.70273333333,3.4413
392.44,2.232,3.1988,3.57446666667,2.86066666667,2.5716,4.20633333333,2.32073333333,3.67313333333,3.42213333334
392.80,2.25486666667,3.20806666666,3.59353333333,2.88213333333,2.5836,4.2098,2.33273333333,3.6984,3.45053333333
393.16,2.32453333333,3.27566666667,3.66606666667,2.9606,2.6436,4.26713333333,2.4022,3.77386666667,3.51263333333
393.52,2.31046666667,3.27433333334,3.66206666667,2.94546666667,2.638,4.26793333333,2.40473333333,3.77613333334,3.4953
393.88,2.31213333333,3.28273333333,3.66693333334,2.95953333333,2.6628,4.27526666667,2.40106666667,3.77873333333,3.49586666667
394.24,2.29993333333,3.27673333333,3.65646666667,2.94393333334,2.6478,4.26586666667,2.38613333333,3.75233333333,3.4837
394.60,2.29233333333,3.259,3.6242,2.93113333333,2.628,4.23966666667,2.37386666667,3.73873333333,3.4576
394.96,2.31893333333,3.28766666667,3.63206666667,2.93193333333,2.6338,4.27453333333,2.39226666667,3.7618,3.46456666667
395.32,2.35346666667,3.31033333333,3.65366666667,2.957,2.65713333333,4.30706666667,2.41913333333,3.7914,3.503
395.68,2.33186666667,3.31826666667,3.63186666667,2.94153333333,2.65013333333,4.28813333333,2.41466666667,3.79426666667,3.49433333333
396.04,2.36453333333,3.35953333333,3.67273333333,2.96106666667,2.68053333333,4.33886666667,2.45493333333,3.82866666667,3.54153333333
396.40,2.36746666667,3.37686666667,3.6806,2.97046666667,2.6954,4.3592,2.47373333333,3.8346,3.55243333333
396.76,2.331,3.3332,3.6304,2.9362,2.66573333333,4.32173333333,2.4492,3.80366666667,3.51543333333
397.12,2.37033333333,3.35586666667,3.64873333333,2.94526666667,2.696,4.35086666667,2.487,3.83073333333,3.53663333333
397.48,2.4066,3.38433333333,3.66433333333,2.98593333333,2.73226666667,4.37606666667,2.4972,3.8674,3.5745
397.84,2.48073333333,3.45273333333,3.7378,3.05786666667,2.80386666667,4.45693333333,2.57053333333,3.9588,3.6585
398.20,2.57173333333,3.5398,3.82586666667,3.13573333333,2.89873333333,4.55273333333,2.64686666667,4.056,3.75673333333
398.56,2.5976,3.58573333333,3.86813333333,3.16526666667,2.93893333333,4.59113333333,2.67266666667,4.09,3.79876666667
398.92,2.6382,3.62133333333,3.91853333333,3.22333333333,2.99186666667,4.61633333333,2.7126,4.12166666666,3.85073333333
399.28,2.6724,3.6528,3.95013333333,3.2802,3.04146666667,4.63873333333,2.75466666667,4.15566666667,3.877
399.64,2.76053333333,3.72793333333,4.043,3.37393333333,3.12633333333,4.722,2.8426,4.231,3.9756
400.00,2.79813333334,3.75726666667,4.06733333333,3.42373333333,3.1652,4.74653333333,2.87646666667,4.26946666667,4.0037
400.36,2.81166666666,3.77893333333,4.07466666667,3.43426666667,3.17906666667,4.74506666667,2.888,4.2786,4.0024
400.72,2.85753333333,3.8422,4.14146666667,3.4928,3.23193333333,4.78773333333,2.94453333333,4.30926666667,4.0339
401.08,2.82586666667,3.82493333333,4.13346666667,3.4716,3.20813333333,4.7698,2.9276,4.26893333333,4.0107
401.44,2.8052,3.82046666667,4.1272,3.47493333333,3.19053333333,4.761,2.921,4.25146666667,4.01416666667
401.80,2.71606666667,3.74386666667,4.03586666667,3.3938,3.0848,4.6872,2.8528,4.15386666667,3.9182
402.16,2.66473333333,3.6806,3.98106666667,3.3516,3.0156,4.61613333333,2.8032,4.09973333333,3.8565
402.52,2.65786666667,3.6628,3.952,3.3372,2.98106666667,4.6032,2.78893333333,4.06233333334,3.8226
402.88,2.63873333333,3.64086666666,3.91933333333,3.30766666667,2.94586666667,4.57533333333,2.7562,4.04386666667,3.79096666667
403.24,2.5914,3.60673333333,3.87366666667,3.24366666667,2.90006666667,4.5314,2.70766666667,3.99846666667,3.7307
403.60,2.50546666667,3.52433333333,3.7824,3.16073333333,2.81986666667,4.4532,2.62353333333,3.91133333333,3.62463333333
403.95,2.4846,3.50986666667,3.77193333333,3.13446666667,2.79286666667,4.44373333333,2.61053333333,3.8894,3.61416666666
404.31,2.50146666667,3.51573333333,3.7862,3.14273333334,2.79746666667,4.45193333333,2.62213333333,3.90366666667,3.64296666667
404.67,2.45733333333,3.4724,3.73513333333,3.10326666667,2.76673333333,4.42306666667,2.57353333333,3.88113333334,3.61426666667
405.03,2.42233333333,3.4386,3.6906,3.07053333334,2.73686666667,4.37426666667,2.52166666667,3.84973333333,3.5754
405.39,2.40953333333,3.4166,3.66526666666,3.04486666667,2.71513333333,4.3534,2.505,3.8268,3.54763333333
405.75,2.43546666667,3.4332,3.68493333333,3.06673333333,2.74246666667,4.37586666667,2.51806666666,3.8422,3.57103333333
406.11,2.43746666667,3.44333333333,3.69493333333,3.0712,2.76206666667,4.38366666667,2.52666666667,3.85033333333,3.5762
406.47,2.43053333333,3.43353333333,3.71513333333,3.07826666667,2.77533333333,4.37353333333,2.52893333333,3.87366666667,3.58996666667
406.83,2.439,3.45493333333,3.731,3.0926,2.77886666667,4.38766666667,2.54566666667,3.88573333333,3.60713333333
407.19,2.47533333333,3.49446666667,3.76906666667,3.13946666667,2.82526666667,4.42866666666,2.58666666667,3.9348,3.6561
407.55,2.51553333333,3.52346666667,3.79366666667,3.17113333333,2.87106666667,4.45046666667,2.62733333333,3.97613333333,3.6994
407.90,2.51973333333,3.53006666667,3.7832,3.1828,2.88613333333,4.4502,2.6154,3.97826666667,3.69436666667
408.26,2.50066666667,3.51126666667,3.76446666667,3.156,2.88006666667,4.438,2.6038,3.94393333333,3.6761
408.62,2.512,3.52573333333,3.78293333333,3.1634,2.886,4.4342,2.62426666667,3.95186666667,3.6981
408.98,2.4852,3.50306666667,3.7622,3.14586666667,2.8582,4.41106666667,2.607,3.942,3.69206666667
409.34,2.48273333333,3.51893333333,3.784,3.1542,2.87153333333,4.4152,2.61253333333,3.963,3.7058
409.70,2.4904,3.537,3.79373333333,3.17526666667,2.88293333333,4.409,2.62646666667,3.9792,3.7255
410.06,2.52946666667,3.57126666667,3.82486666667,3.2252,2.9022,4.4444,2.66353333333,4.0032,3.76496666667
410.42,2.5752,3.62806666667,3.871,3.25653333333,2.93446666667,4.49833333333,2.69546666667,4.0306,3.80743333333
410.77,2.54106666667,3.59733333333,3.85013333333,3.23866666667,2.91633333334,4.46406666667,2.67333333333,4.0086,3.77526666667
411.13,2.55346666667,3.5896,3.8526,3.2448,2.89786666667,4.46033333333,2.66886666667,3.99466666667,3.7844
411.49,2.56526666667,3.59066666667,3.8586,3.25566666667,2.88926666667,4.4666,2.66566666667,3.99773333333,3.7912
411.85,2.53986666667,3.5818,3.8438,3.24206666667,2.87353333333,4.452,2.6548,3.97766666667,3.7867
412.21,2.52846666667,3.57946666667,3.84726666667,3.24373333333,2.85093333333,4.45066666667,2.64493333333,3.98726666666,3.76533333333
412.57,2.57573333333,3.62213333333,3.88033333333,3.2864,2.88953333333,4.50666666667,2.67886666667,4.02513333333,3.79726666667
412.92,2.6444,3.68773333333,3.93866666667,3.34846666667,2.9566,4.5676,2.7492,4.07566666667,3.83233333333
413.28,2.65646666666,3.68673333333,3.94413333333,3.36106666667,2.9558,4.57746666667,2.76113333333,4.0652,3.82366666667
413.64,2.65626666667,3.67833333333,3.95286666667,3.35046666667,2.9564,4.56973333334,2.75733333333,4.0646,3.8067
414.00,2.6286,3.6538,3.91813333333,3.30646666667,2.93666666666,4.5338,2.72966666667,4.04013333333,3.77313333333
414.36,2.5848,3.59846666667,3.85653333333,3.28333333333,2.90613333333,4.4822,2.693,3.99266666667,3.72053333334
414.72,2.60906666667,3.60786666667,3.85993333333,3.29713333333,2.91933333333,4.50913333333,2.716,3.99273333333,3.73323333333
415.07,2.5784,3.592,3.82933333333,3.28046666667,2.90293333333,4.49006666666,2.70453333333,3.9842,3.6994
415.43,2.55326666667,3.59293333333,3.8256,3.269,2.891,4.46686666667,2.688,3.95913333333,3.6885
415.79,2.56193333333,3.59673333333,3.83106666667,3.26626666667,2.89313333333,4.47086666667,2.6906,3.966,3.68823333333
416.15,2.56766666667,3.60673333333,3.8248,3.28033333333,2.9056,4.46766666667,2.6918,3.97386666667,3.69556666667
416.51,2.5356,3.58246666667,3.79366666667,3.2516,2.87026666667,4.43026666667,2.6564,3.95273333333,3.66313333333
416.86,2.51426666667,3.56886666667,3.77413333333,3.23086666667,2.8402,4.42386666667,2.6466,3.9382,3.65753333333
417.22,2.51366666667,3.5806,3.77693333333,3.22493333333,2.84493333333,4.42286666667,2.647,3.9478,3.66286666667
417.58,2.5234,3.58633333333,3.77993333333,3.23266666667,2.84773333333,4.42853333333,2.65206666667,3.94493333333,3.6725
417.94,2.52566666667,3.59873333333,3.7888,3.24146666667,2.84893333333,4.43713333333,2.6558,3.9426,3.67806666667
418.29,2.517,3.59573333334,3.78553333333,3.2302,2.83453333333,4.42273333333,2.65173333333,3.9354,3.67556666667
418.65,2.5036,3.59826666667,3.77586666667,3.21746666667,2.831,4.40633333333,2.6384,3.92933333334,3.6657
419.01,2.51046666667,3.601,3.78746666667,3.2218,2.844,4.4132,2.64206666667,3.9274,3.67193333333
