wavelength,Back_TiaOlif,Belly_TiaOlif,Breast_TiaOlif,Crissum_TiaOlif,Crown_TiaOlif,DorTail_TiaOlif,Patch10_TiaOlif,Rump_TiaOlif,Throat_TiaOlif,WingTip_TiaOlif
347.45,5.46483333334,17.4853333333,9.24808333332,9.81158333334,4.86433333333,6.22333333333,3.40066666667,6.29041666667,4.50775,8.195
347.81,5.50216666667,17.5645,9.32458333333,9.89175,4.80575,6.12458333333,3.41783333333,6.23933333333,4.55666666667,8.20725
348.18,5.38066666667,17.53,9.20166666668,9.76900000001,4.54883333333,5.96966666667,3.35283333333,6.19291666666,4.39166666666,8.1215
348.54,5.1795,17.4910833334,9.07508333335,9.51791666666,4.29183333334,5.82483333333,3.15725,5.97741666667,4.29875,7.93675
348.91,5.10966666667,17.52625,9.03758333334,9.50208333333,4.15925,5.74308333333,3.04683333333,5.85866666667,4.25183333333,7.76458333333
349.27,5.11208333333,17.5974166667,9.12416666665,9.65850000001,4.313,5.79291666666,3.10591666667,5.97375,4.36566666666,7.78575
349.64,4.96208333333,17.5554166667,9.07625000002,9.58691666666,4.24858333334,5.60366666667,3.09633333334,5.85058333333,4.41375,7.60833333334
350.00,4.9355,17.5294166667,9.09575000001,9.53441666667,4.251,5.64966666667,3.12758333333,5.79341666667,4.49858333333,7.53683333334
350.37,4.87825,17.5759166667,9.15733333333,9.54133333333,4.29991666667,5.58341666667,3.023,5.78575,4.48941666666,7.572
350.73,4.75241666667,17.4548333333,9.07858333332,9.43125000001,4.2225,5.46866666666,2.89325,5.7705,4.37408333333,7.4205
351.10,4.74166666667,17.5605833333,9.06675,9.44358333332,4.26466666667,5.54175,2.90775,5.79791666667,4.38375,7.44416666666
351.46,4.83666666667,17.7219166667,9.22725,9.57541666668,4.43491666667,5.6865,2.97775,5.90766666666,4.55033333333,7.47566666667
351.83,4.8445,17.7331666667,9.25233333332,9.6245,4.48791666667,5.65008333333,2.994,5.97541666667,4.61816666667,7.4835
352.19,4.90416666667,17.788,9.33458333333,9.73499999998,4.6705,5.67333333333,3.05541666667,6.08291666666,4.73733333333,7.65425
352.55,4.91875,17.9428333333,9.34583333333,9.71808333334,4.72333333333,5.69425,3.05016666667,6.09425,4.73741666667,7.6945
352.92,4.90383333334,17.9326666667,9.30383333333,9.73416666667,4.665,5.71991666667,2.92883333334,6.07358333333,4.63891666667,7.68091666667
353.28,4.89291666667,17.96275,9.29683333334,9.77675,4.66658333333,5.633,2.85525,6.054,4.56333333333,7.66166666666
353.65,4.99716666667,18.06525,9.33150000001,9.86566666666,4.69716666667,5.72658333333,2.95475,6.13325,4.63141666667,7.6835
354.01,5.16733333333,18.2171666667,9.34799999999,9.99925000001,4.79791666666,5.96158333333,3.13808333333,6.21858333333,4.81858333333,7.81366666667
354.38,5.13208333334,18.2418333333,9.31166666668,9.92741666668,4.71383333333,5.89566666667,3.17358333333,6.19333333333,4.8375,7.7745
354.74,5.15883333334,18.23475,9.32033333333,9.94541666665,4.68725,5.85341666667,3.24833333333,6.18008333333,4.852,7.7935
355.11,5.09208333333,18.11275,9.18616666667,9.81850000001,4.59658333333,5.751,3.13516666667,5.97566666667,4.64958333334,7.59891666667
355.47,4.96316666666,18.11025,9.062,9.74266666667,4.47608333333,5.6755,3.06275,5.82641666667,4.48566666667,7.46333333333
355.83,4.81983333333,17.915,8.81441666667,9.60708333332,4.25125,5.454,2.83916666667,5.57075,4.33191666667,7.3015
356.20,4.98608333333,18.1823333333,9.00308333334,9.76933333333,4.41425,5.51791666667,2.93841666667,5.6915,4.45916666667,7.41741666667
356.56,5.02616666666,18.3155833333,9.01766666666,9.78058333333,4.47266666667,5.61858333333,3.04983333334,5.76583333334,4.585,7.4345
356.93,5.19125,18.5469166666,9.12175,9.90383333334,4.6555,5.73833333333,3.26033333333,5.91858333333,4.71516666667,7.59316666667
357.29,5.29008333333,18.7175833333,9.28566666666,9.97358333332,4.73075,5.71316666667,3.35783333333,6.01275,4.76325,7.6855
357.66,5.2455,18.7391666667,9.30675,9.97958333333,4.79316666666,5.72358333333,3.3355,6.01941666667,4.7465,7.65808333333
358.02,5.22583333333,18.8304166666,9.27933333334,9.96475000002,4.79991666667,5.67258333333,3.25433333333,5.96883333333,4.74008333333,7.64541666667
358.38,5.38866666667,19.1845833333,9.48500000001,10.15675,4.94866666666,5.88708333334,3.4285,6.19241666667,4.96166666667,7.84708333333
358.75,5.58466666667,19.3481666667,9.69316666665,10.3275833333,5.0775,6.10041666667,3.53516666667,6.40741666667,5.12558333333,7.96283333333
359.11,5.664,19.4786666667,9.87733333333,10.4294166667,5.15933333334,6.22666666667,3.67308333333,6.54525,5.171,8.00908333333
359.48,5.71866666667,19.5075833333,9.90833333334,10.42175,5.1915,6.28033333334,3.75075,6.60091666667,5.21783333333,8.05875
359.84,5.68908333333,19.5995,9.92916666666,10.4606666667,5.1575,6.21375,3.6815,6.57875,5.12166666666,8.02658333333
360.20,5.69833333333,19.6965833333,10.0143333333,10.5601666667,5.10375,6.20191666667,3.67666666667,6.59275,5.12883333333,8.04366666667
360.57,5.80258333333,19.80825,10.1265833333,10.6773333333,5.20341666667,6.30508333333,3.77633333334,6.686,5.20241666667,8.10875
360.93,5.81241666667,19.8448333333,10.1685833333,10.6495833333,5.16533333333,6.2925,3.75841666667,6.6745,5.24325,8.09225
361.29,5.84175,19.9655,10.2481666667,10.74025,5.17725,6.35841666666,3.80883333333,6.78883333333,5.2905,8.07541666667
361.66,5.84708333333,20.011,10.32725,10.7869166667,5.16316666667,6.32883333333,3.8655,6.79716666666,5.29875,8.08716666667
362.02,5.81683333333,20.1416666667,10.3675833333,10.7864166667,5.18441666667,6.30191666666,3.89483333333,6.7885,5.33375,8.11408333333
362.39,5.86425,20.2725,10.4255,10.8258333333,5.21558333333,6.38508333334,3.95466666667,6.83283333333,5.39708333333,8.16116666667
362.75,5.77208333333,20.2620833333,10.4063333333,10.7719166667,5.11466666667,6.333,3.89075,6.76383333334,5.33966666667,8.07466666667
363.11,5.85283333333,20.312,10.4816666667,10.8759166667,5.174,6.39416666667,3.97,6.84491666667,5.40991666667,8.13758333333
363.48,5.92016666667,20.4655833333,10.5836666667,10.9556666666,5.29216666667,6.48133333333,4.03241666667,6.93875,5.50258333333,8.13858333333
363.84,5.67541666667,20.3085833333,10.3934166667,10.7335,5.08791666667,6.29316666666,3.79483333334,6.72758333333,5.35683333334,7.91583333333
364.20,5.69708333333,20.3721666667,10.3735,10.8155833333,5.11025,6.32958333334,3.80566666667,6.76641666667,5.38491666666,7.93008333334
364.57,5.63733333333,20.2874166667,10.3631666667,10.76575,5.06666666667,6.29025,3.79183333333,6.67425,5.36558333333,7.91925
364.93,5.61,20.2423333333,10.2813333333,10.7654166667,5.071,6.25716666667,3.71241666667,6.61283333333,5.29516666667,7.8355
365.29,5.61591666667,20.24875,10.18925,10.7348333333,4.96883333333,6.20125,3.66141666666,6.49525,5.22358333333,7.7425
365.66,5.53091666667,20.2105,10.07225,10.7296666667,4.9385,6.06075,3.579,6.44741666667,5.15275,7.74308333333
366.02,5.67041666666,20.4029166667,10.1705,10.93825,5.12275,6.20783333334,3.67858333333,6.56775,5.32025,7.905
366.38,5.66516666666,20.40525,10.1956666667,10.8839166667,5.12358333333,6.242,3.65091666667,6.55666666667,5.41883333333,7.88483333333
366.75,5.5815,20.3423333333,10.0949166667,10.8239166666,5.00708333333,6.17158333334,3.54658333333,6.49533333334,5.39325,7.84408333333
367.11,5.80316666666,20.6788333333,10.3701666667,11.125,5.25075,6.39125,3.79783333333,6.74675,5.62125,8.12
367.47,5.85841666667,20.729,10.4276666667,11.2068333333,5.29433333333,6.41933333333,3.869,6.82033333333,5.66183333333,8.15391666667
367.84,5.8505,20.7985833333,10.3558333333,11.132,5.20558333333,6.38916666667,3.81175,6.78408333333,5.54766666667,8.08908333333
368.20,5.854,20.8588333333,10.3829166667,11.1736666666,5.17691666667,6.38383333333,3.84208333333,6.82108333333,5.64025,8.14791666666
368.56,5.76783333334,20.76775,10.3428333333,11.1350833333,5.166,6.29875,3.82525,6.84366666667,5.59833333333,8.13191666667
368.93,5.8565,20.8409166667,10.481,11.1634166667,5.20883333333,6.35575,3.9235,6.96291666667,5.67116666667,8.16875
369.29,5.67608333333,20.7205,10.3885833333,11.0134166667,5.04275,6.21141666667,3.80516666666,6.85608333333,5.50391666667,8.01716666667
369.65,5.5955,20.83075,10.3325833334,11.03325,4.96775,6.14033333333,3.77133333333,6.79741666667,5.47575,7.99291666666
370.01,5.48816666667,20.765,10.2834166667,10.947,4.92241666667,6.08383333333,3.72341666666,6.68058333333,5.40625,7.91758333333
370.38,5.45583333333,20.78225,10.2646666667,10.968,4.84841666667,6.0535,3.65433333333,6.68208333334,5.40566666667,7.86683333334
370.74,5.49275,20.92125,10.3586666667,11.0350833333,4.86358333333,6.07558333333,3.68433333333,6.70691666667,5.47491666666,7.91675
371.10,5.58191666667,21.0494166667,10.4489166667,11.1855833333,4.976,6.11691666667,3.77075,6.7955,5.59233333334,7.99758333333
371.46,5.63225,21.0965833334,10.5048333333,11.2171666667,5.02233333333,6.12283333334,3.78416666667,6.83958333333,5.62083333333,7.98533333333
371.83,5.69933333333,21.2300833333,10.62125,11.3245833333,5.11166666667,6.22525,3.838,6.88391666667,5.69933333333,8.03475
372.19,5.72366666667,21.41025,10.68425,11.37625,5.16758333333,6.25316666666,3.86675,6.90891666667,5.76125,8.01675
372.55,5.8,21.573,10.7259166667,11.4663333334,5.20625,6.25091666667,3.9265,6.98683333334,5.82241666667,8.03741666667
372.92,5.826,21.5939166667,10.74025,11.4523333333,5.179,6.22575,3.92625,7.02191666666,5.74516666666,8.00666666667
373.28,5.82383333333,21.6459166667,10.7705833334,11.49725,5.16425,6.21108333333,3.9295,7.07316666667,5.71491666667,7.98475
373.64,5.71191666667,21.6215,10.6159166667,11.3638333333,5.05866666667,6.04558333333,3.83941666667,6.92591666666,5.57866666667,7.80625
374.00,5.65533333333,21.63625,10.6485,11.33025,5.03883333333,5.99575,3.77333333333,6.86291666666,5.52583333334,7.77791666667
374.37,5.68266666666,21.7511666667,10.7611666667,11.4131666666,5.0815,6.01833333333,3.76883333333,6.88041666666,5.60841666667,7.82358333333
374.73,5.79833333333,21.9260833333,10.89175,11.51025,5.1825,6.151,3.84625,6.96666666667,5.70625,7.90691666667
375.09,5.82616666667,21.986,10.9195,11.5371666667,5.13058333333,6.10775,3.80041666667,6.95625,5.74325,7.91258333333
375.45,5.76941666667,21.9108333333,10.8716666667,11.5723333333,5.066,5.98616666667,3.68108333333,6.875,5.68316666667,7.85891666666
375.81,5.77025,21.95,10.9365,11.58725,5.05641666667,5.99633333334,3.7015,6.851,5.71083333333,7.85616666667
376.18,5.85158333333,22.05325,11.1080833333,11.6743333334,5.14683333333,6.10641666667,3.78475,6.8815,5.81425,7.92241666667
376.54,5.91616666667,22.1595833333,11.1700833333,11.735,5.18608333333,6.15708333333,3.83683333333,6.87591666667,5.91425,7.93475
376.90,6.11725,22.344,11.4014166667,11.9351666666,5.33166666667,6.33408333333,4.00416666667,7.03725,6.146,8.15691666666
377.26,6.20458333334,22.49875,11.4180833333,12.0585,5.39108333333,6.39441666667,4.10475,7.13833333333,6.22566666667,8.1875
377.63,6.1675,22.46775,11.3526666667,12.0395,5.36425,6.38483333334,4.09941666667,7.12133333333,6.184,8.13833333333
377.99,6.196,22.5411666667,11.3604166667,12.10725,5.38616666666,6.39358333334,4.13841666666,7.19191666666,6.2045,8.19583333333
378.35,6.19041666667,22.5944166666,11.3453333333,12.083,5.387,6.38475,4.171,7.20083333333,6.20066666667,8.19083333334
378.71,6.2695,22.6996666666,11.38375,12.13975,5.422,6.47633333333,4.27933333333,7.2595,6.27958333333,8.25791666667
379.07,6.30825,22.7091666667,11.4545,12.2099166667,5.50391666667,6.5645,4.34033333333,7.3215,6.35625,8.33666666666
379.44,6.28966666667,22.78575,11.429,12.2489166667,5.50933333334,6.5395,4.37566666667,7.35958333333,6.40491666666,8.37366666667
379.80,6.29175,22.8335833333,11.4196666667,12.2549166667,5.547,6.508,4.411,7.43283333334,6.41233333333,8.41383333333
380.16,6.24233333333,22.8036666667,11.3039166667,12.2319166667,5.52575,6.45716666666,4.35433333333,7.39441666667,6.32166666667,8.29908333334
380.52,6.23908333333,22.8105833333,11.33,12.2060833333,5.52091666667,6.46116666667,4.33366666667,7.39391666666,6.33766666667,8.32241666666
380.88,6.31675,22.98,11.4440833333,12.3265,5.60258333333,6.47191666667,4.43133333333,7.49066666667,6.42641666667,8.39533333333
381.24,6.2205,22.9675,11.4074166667,12.24775,5.51891666666,6.38733333333,4.34716666667,7.41158333333,6.37083333333,8.31916666666
381.61,6.23316666667,23.0258333334,11.4373333333,12.33775,5.57908333333,6.43583333333,4.40466666667,7.51916666666,6.42283333334,8.32366666666
381.97,6.10625,23.0395,11.3871666667,12.23925,5.4885,6.359,4.2895,7.46375,6.30666666667,8.201
382.33,6.08925,23.1801666667,11.3531666667,12.25375,5.43791666667,6.29841666667,4.21,7.44625,6.27366666667,8.16958333333
382.69,6.04558333333,23.182,11.33575,12.2674166666,5.38,6.2305,4.14025,7.39516666667,6.20541666667,8.12641666667
383.05,6.15991666666,23.359,11.47825,12.4193333333,5.42975,6.37391666667,4.20591666667,7.45141666667,6.30083333333,8.23841666666
383.41,6.24175,23.4681666667,11.637,12.5118333333,5.5245,6.47716666667,4.30091666667,7.56258333334,6.3915,8.36783333333
383.77,6.22316666666,23.5196666667,11.6500833333,12.5373333334,5.50658333333,6.4135,4.30475,7.5575,6.34208333334,8.37258333334
384.14,6.14458333333,23.46775,11.6088333333,12.4413333333,5.40108333334,6.34,4.16725,7.42716666667,6.22858333333,8.28658333334
384.50,6.21225,23.5790833333,11.6831666667,12.5611666666,5.48775,6.41683333333,4.23733333334,7.48325,6.29791666667,8.3305
384.86,6.29291666667,23.7166666666,11.7859166667,12.6015833333,5.52975,6.45141666667,4.2345,7.45283333333,6.35208333333,8.37525
385.22,6.48958333333,23.877,11.9641666667,12.7988333333,5.67308333334,6.59591666667,4.40541666667,7.592,6.59100000001,8.52141666666
385.58,6.50025,23.8943333333,11.9955,12.8293333333,5.71316666667,6.65283333333,4.50175,7.61225,6.62475000001,8.53633333333
385.94,6.55791666667,24.0000833333,12.0719166667,12.8900833333,5.77091666667,6.7225,4.56933333333,7.69241666667,6.67808333333,8.54758333333
386.30,6.53375,23.9918333333,12.0561666667,12.86025,5.78266666667,6.67166666667,4.55941666667,7.69316666667,6.65725,8.50566666667
386.66,6.438,23.9700833334,11.9253333333,12.7694166667,5.66408333333,6.56575,4.4655,7.57583333333,6.55141666667,8.41666666667
387.03,6.48216666667,24.11975,11.9910833333,12.8691666666,5.71841666667,6.66125,4.54166666667,7.62108333334,6.59591666666,8.42183333333
387.39,6.49183333333,24.2148333333,12.0088333333,12.8885,5.74508333333,6.67025,4.59233333333,7.64475,6.62574999999,8.42991666667
387.75,6.46316666666,24.2019166667,11.9796666667,12.8331666666,5.67658333333,6.58725,4.55833333333,7.581,6.56241666667,8.35975
388.11,6.43591666667,24.175,11.9454166666,12.8505,5.65783333333,6.56416666667,4.57225,7.59291666666,6.57033333334,8.367
388.47,6.37983333334,24.209,11.8875833333,12.8319166667,5.63508333334,6.51441666667,4.538,7.57791666667,6.49633333333,8.35475
388.83,6.41858333333,24.35375,11.95275,12.8753333333,5.65141666667,6.50733333333,4.50258333334,7.61358333333,6.49433333334,8.3835
389.19,6.45175,24.3691666667,11.93225,12.8575833333,5.659,6.49533333333,4.47641666667,7.58775,6.51083333332,8.41166666666
389.55,6.49341666667,24.4294166667,11.95025,12.8795,5.66825,6.50716666667,4.48275,7.60583333333,6.52350000001,8.42633333334
389.91,6.53175,24.60475,12.0401666667,12.954,5.67516666666,6.55916666666,4.52066666667,7.654,6.57841666667,8.47741666667
390.27,6.57625,24.6333333334,12.0629166667,12.9644166666,5.66516666667,6.536,4.50933333333,7.65791666667,6.61125000001,8.51608333334
390.63,6.64258333333,24.711,12.1425833333,13.0730833334,5.72508333333,6.60575,4.5755,7.75616666666,6.68200000001,8.583
391.00,6.74375,24.86025,12.2841666667,13.2411666666,5.86558333333,6.7425,4.69891666667,7.88366666666,6.78700000001,8.73683333333
391.36,6.7735,24.9578333333,12.327,13.3099166667,5.86383333333,6.76141666667,4.69975,7.91533333333,6.81825000001,8.74533333333
391.72,6.76475,24.956,12.3485,13.30325,5.80866666667,6.75458333333,4.67716666667,7.86816666666,6.82791666666,8.712
392.08,6.77025,24.9795833333,12.3424166666,13.3604166667,5.79325,6.74508333333,4.68033333333,7.8845,6.833,8.71891666667
392.44,6.76308333333,25.0949166667,12.3875833334,13.4439166667,5.78766666667,6.77991666667,4.71116666667,7.893,6.84875000001,8.73108333334
392.80,6.74116666667,25.16725,12.40825,13.494,5.78008333333,6.77691666666,4.70625,7.88008333333,6.84174999999,8.71691666667
393.16,6.75483333333,25.1445,12.4586666667,13.5540833334,5.819,6.79183333334,4.70525,7.915,6.89416666666,8.74725
393.52,6.76816666667,25.1906666667,12.49625,13.60475,5.8625,6.83091666667,4.69975,7.94133333333,6.95833333333,8.75391666667
393.88,6.73425,25.2063333334,12.4836666667,13.6159166666,5.81833333333,6.8235,4.66141666667,7.88075,6.96266666667,8.73841666667
394.24,6.59883333333,25.1661666667,12.35775,13.504,5.64275,6.673,4.50508333333,7.74625,6.85416666667,8.59016666667
394.60,6.50816666666,25.155,12.3160833333,13.436,5.56208333333,6.59958333333,4.44375,7.67625,6.74183333332,8.52658333333
394.96,6.45783333333,25.14625,12.304,13.4375,5.56266666666,6.55558333333,4.39125,7.667,6.68041666667,8.53083333333
395.32,6.46333333334,25.14575,12.317,13.4421666667,5.58608333333,6.5715,4.39391666667,7.6825,6.71775,8.53916666667
395.68,6.44525,25.1606666667,12.3068333333,13.4173333334,5.59666666667,6.53291666667,4.34741666666,7.69808333333,6.71333333333,8.52241666667
396.04,6.48716666667,25.2628333334,12.4045,13.4626666667,5.639,6.56325,4.39166666667,7.75233333333,6.77650000001,8.58716666667
396.40,6.47391666667,25.3203333333,12.4020833333,13.4435833333,5.61933333333,6.51225,4.35925,7.71708333333,6.74516666667,8.52083333333
396.76,6.37675,25.3106666667,12.3500833333,13.39925,5.53708333333,6.45558333333,4.3355,7.6665,6.64816666667,8.4785
397.12,6.43875,25.3739166667,12.41375,13.44525,5.60725,6.4865,4.41175,7.74625,6.70458333333,8.53375
397.48,6.4875,25.4336666667,12.47125,13.5154166667,5.6595,6.54783333334,4.46083333333,7.79191666667,6.80133333334,8.59891666667
397.84,6.60708333333,25.5414166667,12.5823333333,13.6291666667,5.79233333333,6.6295,4.53266666666,7.88766666667,6.93475,8.67358333333
398.20,6.64333333333,25.6296666667,12.6285833333,13.6475833334,5.7985,6.62566666667,4.55941666667,7.90566666666,6.95366666667,8.69566666667
398.56,6.6215,25.6486666667,12.6161666667,13.6089166666,5.75208333334,6.59566666667,4.52775,7.85983333333,6.89291666667,8.6535
398.92,6.61266666667,25.6404166667,12.59125,13.6023333333,5.70933333333,6.60741666667,4.521,7.86658333333,6.88625000001,8.65166666667
399.28,6.53558333333,25.54775,12.527,13.5498333333,5.61525,6.53616666667,4.42608333333,7.76416666667,6.81908333334,8.58475
399.64,6.54975,25.5798333333,12.559,13.6169166667,5.64291666667,6.57741666667,4.47041666667,7.80491666667,6.87183333334,8.65133333333
400.00,6.56866666667,25.63375,12.60525,13.6566666667,5.66608333333,6.56341666667,4.462,7.81708333333,6.92975000001,8.66841666666
400.36,6.58483333333,25.6935833333,12.64675,13.6968333333,5.68283333333,6.56291666667,4.46333333334,7.83275,6.95633333333,8.65675
400.72,6.66591666667,25.7905,12.7594166667,13.7605833333,5.77983333334,6.62233333333,4.56583333334,7.945,7.01133333333,8.7315
401.08,6.5875,25.7575,12.674,13.7263333333,5.69291666667,6.54441666666,4.52466666667,7.89341666667,6.95175000001,8.68691666667
401.44,6.60816666667,25.7658333333,12.6756666667,13.74525,5.708,6.52816666667,4.53183333333,7.91566666667,6.93616666667,8.68091666667
401.80,6.5645,25.8311666667,12.6681666667,13.78875,5.66466666667,6.48766666666,4.50916666667,7.90358333333,6.95650000001,8.66191666667
402.16,6.53658333333,25.8564166667,12.6801666667,13.817,5.61766666667,6.42233333334,4.46908333333,7.84475,6.92958333333,8.63683333333
402.52,6.54225,25.9275833334,12.6766666667,13.8576666667,5.64708333333,6.42508333334,4.49291666667,7.90033333333,6.92250000001,8.64325
402.88,6.60016666667,26.0441666667,12.7324166667,13.90325,5.68591666667,6.45058333334,4.53575,7.9555,6.95183333333,8.66741666666
403.24,6.677,26.1443333333,12.7828333334,13.96525,5.75166666667,6.51866666667,4.595,8.01841666667,6.98466666666,8.71216666667
403.60,6.635,26.157,12.7211666667,13.9403333333,5.70966666667,6.51441666667,4.53466666667,7.99416666667,6.94208333334,8.70241666667
403.95,6.62966666666,26.2461666667,12.715,13.9883333333,5.70391666667,6.50308333333,4.48766666667,7.98491666666,6.96550000001,8.71883333333
404.31,6.68883333333,26.4131666667,12.8775833333,14.1085833333,5.77683333334,6.6055,4.55725,8.06808333333,7.07116666667,8.83358333333
404.67,6.75091666666,26.5225,12.9463333333,14.2033333333,5.81866666666,6.711,4.61958333333,8.1305,7.17083333332,8.9175
405.03,6.81633333333,26.5848333333,12.9770833333,14.2196666666,5.85966666667,6.74091666667,4.67416666667,8.17975,7.20908333333,8.95966666666
405.39,6.85258333333,26.63825,13.0355,14.2566666667,5.91375,6.78766666667,4.73058333333,8.26183333333,7.23324999999,8.9875
405.75,6.84333333333,26.6815,13.046,14.26125,5.89266666667,6.77966666667,4.72533333333,8.25341666667,7.23216666666,8.99025
406.11,6.829,26.6916666667,13.0425,14.2885,5.88058333334,6.76166666667,4.71141666667,8.235,7.22075,8.98391666666
406.47,6.79125,26.6928333333,13.0361666667,14.2976666667,5.85591666667,6.73158333334,4.67825,8.21066666667,7.19466666667,8.96033333333
406.83,6.81066666666,26.717,13.0853333333,14.3488333333,5.8885,6.71,4.71916666667,8.244,7.24391666666,8.98383333333
407.19,6.79133333333,26.6824166666,13.0708333333,14.3143333334,5.86775,6.684,4.72983333333,8.23575,7.20274999999,8.93725
407.55,6.79175,26.6736666666,12.9971666667,14.2673333333,5.85841666667,6.65016666667,4.7295,8.21683333333,7.16441666666,8.90283333333
407.90,6.77283333333,26.7505833333,13.0100833333,14.2745833333,5.83591666667,6.60675,4.70983333333,8.19441666667,7.13258333332,8.86983333333
408.26,6.75725,26.7785833333,13.0556666667,14.3188333333,5.8275,6.60133333333,4.70716666666,8.18416666667,7.125,8.86516666667
408.62,6.76116666666,26.84275,13.08275,14.3503333333,5.82583333333,6.55591666667,4.69633333333,8.12808333333,7.15091666668,8.87083333333
408.98,6.77091666667,26.8766666666,13.1,14.3700833333,5.834,6.55325,4.68075,8.11566666667,7.19166666668,8.86725
409.34,6.76025,26.9348333333,13.1056666667,14.4014166667,5.8575,6.5295,4.68258333333,8.1045,7.17908333332,8.86241666667
409.70,6.768,27.014,13.1180833334,14.4054166666,5.85341666666,6.51308333333,4.67333333333,8.11391666667,7.19408333334,8.87025
410.06,6.74175,27.0835833333,13.12375,14.4006666667,5.82366666667,6.50541666667,4.64058333333,8.08675,7.15066666666,8.86425
410.42,6.76208333333,27.1143333333,13.1500833334,14.4448333333,5.83108333333,6.55033333333,4.65341666667,8.11166666667,7.18600000001,8.87733333333
410.77,6.79708333333,27.1821666667,13.2034166667,14.49175,5.84575,6.58158333333,4.68225,8.15341666667,7.21025,8.87141666667
411.13,6.81875,27.2286666667,13.2175,14.5438333333,5.88575,6.62508333333,4.73283333333,8.19508333333,7.29491666667,8.9005
411.49,6.86516666667,27.2911666667,13.26075,14.61125,5.95941666667,6.6765,4.77708333333,8.25575,7.37958333334,8.9475
411.85,6.897,27.3185,13.2825833333,14.636,5.977,6.72808333333,4.8125,8.32033333333,7.41650000001,8.97308333333
412.21,6.95508333334,27.4180833333,13.3445833333,14.7339166667,6.0155,6.77633333333,4.87883333333,8.38766666666,7.43924999999,9.04675
412.57,6.9885,27.4651666666,13.3838333333,14.7478333334,6.01683333333,6.84158333333,4.89775,8.42458333333,7.48500000001,9.10025
412.92,7.00358333333,27.48125,13.41375,14.8079166666,6.03975,6.867,4.92775,8.45358333333,7.52241666667,9.14008333333
413.28,7.05566666667,27.5635,13.4231666666,14.8745833333,6.08341666667,6.89333333333,4.94583333333,8.49966666667,7.57849999999,9.17833333333
413.64,7.05166666667,27.6625,13.43,14.8703333334,6.04941666667,6.85883333333,4.91608333333,8.47366666667,7.54225,9.19
414.00,7.02258333333,27.64825,13.4289166667,14.8841666666,6.03383333333,6.83808333333,4.86391666667,8.44141666667,7.52425,9.20175
414.36,7.00883333333,27.6870833333,13.46475,14.8913333333,6.011,6.81683333334,4.81616666666,8.42191666667,7.47266666667,9.21208333333
414.72,6.9745,27.7566666667,13.4880833333,14.89625,5.95875,6.80541666667,4.78925,8.38583333333,7.40333333334,9.21766666667
415.07,6.975,27.837,13.5145,14.9258333333,5.96683333333,6.79725,4.805,8.3885,7.39266666666,9.23641666667
415.43,6.94891666667,27.8515,13.5184166667,14.9368333334,5.96216666667,6.76725,4.77858333333,8.38191666667,7.40416666667,9.22691666667
415.79,6.91308333333,27.8411666667,13.52875,14.9503333333,5.92541666666,6.7375,4.75466666666,8.36941666667,7.39741666666,9.19975
416.15,6.91033333334,27.8575,13.5255,14.94825,5.88975,6.7155,4.74383333333,8.33775,7.37875,9.16516666666
416.51,6.87933333333,27.82275,13.53425,14.9456666667,5.8655,6.70966666667,4.72116666667,8.31325,7.34308333334,9.14591666667
416.86,6.9015,27.8106666667,13.5909166666,15.0110833333,5.91858333333,6.74608333333,4.77091666667,8.37433333334,7.41299999999,9.17883333333
417.22,6.90375,27.8186666667,13.6176666667,15.038,5.90908333333,6.74783333334,4.78583333333,8.39633333333,7.42541666666,9.19516666666
417.58,6.87508333333,27.7740833333,13.5894166667,15.0183333334,5.89025,6.70466666667,4.74641666666,8.369,7.41016666667,9.15225
417.94,6.86841666667,27.7308333333,13.5863333333,14.9975833334,5.8915,6.67383333333,4.72566666667,8.3555,7.42208333334,9.13516666667
418.29,6.84416666667,27.7235833333,13.57825,14.9998333334,5.86058333333,6.66841666667,4.6815,8.34166666667,7.3955,9.128
418.65,6.85241666667,27.744,13.602,14.99925,5.86966666667,6.67808333333,4.692,8.36025,7.39899999999,9.13533333333
419.01,6.85125,27.7564166667,13.5924166667,14.9983333333,5.87033333333,6.651,4.67258333333,8.34575,7.38575,9.137
419.37,6.86516666666,27.76925,13.6100833333,15.01375,5.89783333333,6.68058333333,4.68233333333,8.36741666667,7.39133333334,9.17608333333
419.73,6.873,27.8025833333,13.6370833333,15.0258333334,5.90691666667,6.68383333333,4.70258333334,8.37741666667,7.40483333333,9.20558333333
420.08,6.88933333333,27.8111666666,13.6330833333,15.0446666667,5.89966666667,6.66766666666,4.69108333333,8.35625,7.39966666668,9.21616666667
420.44,6.88866666667,27.8341666667,13.6370833333,15.0485833333,5.9,6.66741666667,4.68566666666,8.34075,7.39266666666,9.23258333334
420.80,6.88475,27.8350833333,13.6380833333,15.0615833333,5.90133333333,6.67233333333,4.69883333333,8.342,7.40891666668,9.24458333333
421.16,6.89333333333,27.83675,13.62375,15.067,5.89308333333,6.66075,4.694,8.33716666667,7.41308333333,9.25566666667
421.51,6.91358333333,27.8436666667,13.655,15.0954166666,5.90933333333,6.65108333333,4.70225,8.351,7.43208333333,9.2635
421.87,6.93725,27.8691666667,13.6821666667,15.1344166667,5.91941666667,6.65516666667,4.712,8.35491666666,7.46466666667,9.2885
