wavelength,Back_TiaOlif,Belly_TiaOlif,Breast_TiaOlif,Crissum_TiaOlif,Crown_TiaOlif,DorTail_TiaOlif,Patch10_TiaOlif,Rump_TiaOlif,Throat_TiaOlif,WingTip_TiaOlif
193.61,44.80775,28.654,12.5000833333,7.56408333334,33.20525,22.69225,4.295,12.0513333333,23.4615833333,41.346
193.99,48.0245,33.4566666667,13.9506666667,11.9754166667,33.7655,26.97525,9.93816666668,15.926,28.2714166667,44.8148333333
194.37,48.7180833333,37.5873333334,18.8811666667,18.5315833333,35.7225833333,31.6434166667,15.5593333333,20.8624166667,32.0511666666,47.494
194.75,47.54275,40.7050833334,20.0855,22.9165,37.3931666667,35.4166666667,21.3673333334,25.748,36.05775,49.4658333333
195.13,51.3158333333,48.05075,32.1150833334,30.9940833333,42.6901666667,42.93375,32.1638333333,35.8185833333,45.9551666667,56.0916666667
195.51,53.03025,49.0194166667,38.28,33.6899166667,43.7611666666,45.722,37.2549166667,41.3991666667,48.9749166667,56.1495833333
195.89,53.3796666667,50.6944166667,40.5555833334,35.1388333333,44.8610833333,48.2408333333,39.2129166667,45.50925,48.79625,57.2686666667
196.27,57.3964166667,51.5779166667,42.4063333333,35.5523333333,43.6390833333,49.1124166666,41.81475,46.2523333333,50.4438333333,60.8481666667
196.65,58.0934166667,51.6786666667,41.4866666667,33.8729166666,41.1270833334,46.9425,41.0071666667,46.8824166667,50.1799166667,62.5898333333
197.03,56.2964166667,48.7655,42.3458333333,33.5185833333,39.8148333334,47.4075,35.1234166667,45.49375,49.62975,57.3455833333
197.40,56.75175,51.7639166667,48.1751666667,36.55725,41.3623333334,48.4790833333,38.13875,48.7835,56.1435,58.8808333333
197.78,56.175,47.6618333333,45.4435,32.7936666667,38.729,45.5035833334,37.47,48.8009166667,52.5778333333,56.8944166666
198.16,55.0244166667,44.5465833333,45.46575,28.98275,36.6421666667,41.299,35.2940833333,47.8554166667,48.652,53.6764999999
198.54,56.4305,42.1916666667,42.0603333334,26.1155833333,32.677,39.6980833333,30.9710833333,46.8505,46.8503333334,49.8686666667
198.92,58.7055,44.4196666667,41.8899166667,25.59525,32.8868333333,42.1875,30.58025,47.396,48.5118333333,52.4554166666
199.30,54.4038333333,41.3279166666,39.6341666667,24.1191666666,30.8264166667,40.0405833333,28.6585,42.6829166667,47.5610833333,49.2546666667
199.68,53.2738333333,46.2796666667,41.6666666667,23.95825,32.51475,39.7320833333,31.1011666667,44.3453333333,49.4049166667,48.9584166667
200.06,49.5098333333,49.26475,43.6275833333,28.1863333333,36.8260833333,41.4828333334,35.0490833333,45.3433333333,50.9190833334,48.8356666667
200.44,48.4,50.2,47.0,26.5333333333,36.3333333333,39.8666666667,37.2,48.0666666667,51.8,51.1333333333
200.82,44.3305833333,47.5409166667,40.91525,23.634,35.041,36.4754166667,32.0355,43.71575,45.765,49.2486666667
201.19,45.1613333333,49.5294166667,43.3468333333,27.2178333333,36.2231666667,36.4248333333,32.1908333333,43.2795833333,47.0429166667,49.12625
201.57,52.3598333333,55.30975,52.3599166667,33.9970833333,41.1504166667,42.3304166667,36.7256666666,47.3451666667,53.6873333333,58.1858333333
201.95,47.4701666667,53.4969166667,50.29775,31.1755,41.89,35.8630833333,34.8958333333,46.4285833333,48.4375,57.5891666667
202.33,54.00325,58.6601666666,57.2713333334,32.8430833333,49.6731666667,37.17325,38.5620833334,51.062,54.6568333334,67.6469999999
202.71,55.74725,64.7509166666,57.6629166667,33.1418333333,48.56325,38.6014166667,38.1225,50.9578333333,54.0229166667,74.7126666666
203.09,50.19175,55.8429166667,50.8620833333,30.3640833333,42.91175,33.0458333333,27.2989166667,43.8696666667,43.6781666667,68.9654166667
203.47,50.5785833334,46.2963333333,44.3286666667,20.9490833333,41.43525,25.0001666666,19.32875,42.5926666667,33.7963333333,72.5694166668
203.85,57.0706666667,53.4090833333,45.2019166667,26.5151666667,48.4848333334,27.7779166667,24.6214166667,43.1818333333,34.5958333333,82.9545833334
204.22,58.4559166667,50.0,45.5884166667,21.446,42.2795,29.16675,21.6910833333,39.3383333334,29.9019166667,76.7155833333
204.60,57.5118333333,47.88725,48.8263333333,14.7888333333,39.7886666667,28.6383333334,20.3051666666,34.9764166667,31.5726666667,71.59625
204.98,49.8875833333,42.5675,41.3288333333,14.7521666667,33.2205833333,23.1981666667,17.9053333333,32.32,28.7161666667,65.4279166666
205.36,44.9530833333,34.0375,37.6760833333,13.7324166667,24.06125,21.71375,10.4461666667,28.0515833333,28.6384166667,65.4929166668
205.74,34.29475,22.4359166667,26.8163333333,11.00425,14.1025,14.63675,3.95308333332,22.2221666667,19.9786666667,49.25225
206.12,28.05575,17.963,29.5371666667,8.42574999999,14.4444166667,9.16666666667,2.96299999999,23.7036666667,17.7775833333,40.6480833334
206.50,28.0159166667,17.85725,30.3175833334,9.44441666668,16.1905,12.9364166667,10.1586666667,29.127,21.5079166667,37.857
206.87,32.5686666667,26.9113333333,36.6208333333,18.6543333333,19.4189166666,21.7125833333,15.51975,31.8805833333,29.2814166667,40.5199166667
207.25,26.2876666667,20.6819166667,31.2120833333,13.5606666667,13.2575833333,18.4848333333,9.09075,26.4395,24.3180833333,31.8183333333
207.63,21.26175,15.5763333333,29.9845833333,12.539,12.1495833334,13.9406666667,7.63233333334,26.0124166667,22.1183333333,30.8410833333
208.01,16.6665833333,12.46175,23.624,10.6269166667,6.65141666666,10.3975,7.95108333334,24.3119166667,17.43125,28.1344166667
208.39,21.7836666667,14.108,28.7281666667,8.40641666666,7.96791666668,13.5234166667,12.1344166667,26.2426666667,20.39475,27.3390833333
208.77,30.42,24.8645,35.09475,15.98925,17.2085833333,20.2574166667,20.7993333333,32.9268333333,28.5906666667,34.3495
209.14,33.5333333333,26.5333333334,36.5333333333,18.0,19.6666666667,22.7333333333,22.9333333333,34.1333333333,29.6666666667,38.3333333333
209.52,36.0091666667,24.0826666667,35.5504166667,17.2783333333,19.1895833333,24.2354166667,21.8654166667,33.0275,29.35775,40.90225
209.90,39.5835,29.8363333334,34.8959166667,21.8005,21.2055,25.8928333333,21.4285833333,33.70525,33.5565833333,38.5416666667
210.28,32.16525,23.0528333333,26.1681666666,12.7726666667,12.8506666667,13.5514166667,12.9283333333,27.02475,25.46725,29.3614166667
210.66,28.1745,23.545,25.0000833333,12.5660833333,12.6983333333,12.56625,14.0873333333,23.2143333333,22.8175,30.1588333333
211.03,30.7124166667,24.1936666667,25.94075,13.5080833333,14.1129166667,16.66675,17.0026666667,24.4625,24.93275,31.5188333333
211.41,29.12775,20.5606666666,23.6760833333,7.16499999999,10.8255,14.1744166667,12.6946666667,21.3395833333,21.2618333333,28.3488333333
211.79,12.1296666667,7.5,1.85199999999,-8.05558333333,-6.29633333334,1.66675000001,-5.37041666668,2.22225000001,3.79616666668,12.8704166667
212.17,3.78791666667,-2.81391666668,-9.30733333335,-19.6969166667,-14.7186666667,-5.19475000001,-13.4198333333,-9.41558333332,-4.32908333332,0.324749999992
212.55,-1.59816666664,-4.452,-7.99091666668,-21.6894166667,-17.4656666667,-10.3881666667,-16.3243333333,-10.04575,-5.02283333333,-8.10491666667
212.92,5.81400000001,2.81000000001,-0.968916666683,-14.2441666667,-9.59291666668,-7.65516666668,-4.74824999999,-3.19758333333,3.68216666667,-0.29075
213.30,0.225333333325,-5.74325,-0.901,-22.6350833333,-15.20275,-21.0585833334,-9.57200000001,-9.57216666668,-4.39191666666,0.788333333342
213.68,-6.27841666667,-11.52975,-4.45208333334,-25.3423333333,-18.0364166667,-23.1735,-11.8721666667,-11.64375,-5.5935833333,-3.76708333333
214.06,-8.33325000002,-21.2120833333,-11.36375,-40.4544166667,-32.8786666667,-37.4240833333,-22.2726666667,-14.0909166667,-15.9091666667,-21.6665833333
214.44,-25.7094166667,-37.5884166667,-24.6453333333,-65.7800833334,-61.52475,-64.8934999999,-48.2271666666,-38.47525,-37.9433333333,-49.6453333333
214.81,-19.4940833333,-26.0416666666,-20.238,-46.7261666667,-43.3035833333,-57.5893333334,-42.1131666667,-29.01775,-28.1249166667,-36.9048333333
215.19,-7.83583333333,-14.1790833333,-6.84075000001,-31.84075,-24.8755833334,-42.7861666667,-30.9700833333,-14.0546666667,-11.0696666667,-17.4129166667
215.57,-21.5173333333,-27.8606666667,-19.5275,-44.6515833333,-41.6665,-53.7313333333,-48.2586666667,-28.9800833333,-25.8706666667,-34.07975
215.95,-11.9185833333,-12.5969166667,-10.85275,-31.2985833333,-29.748,-35.6589166667,-35.0774166667,-21.4145833333,-18.3139166667,-22.0929166667
216.32,-11.9186666666,-11.1434166666,-10.7556666667,-28.1975833333,-32.7518333333,-33.7208333333,-40.9884166666,-19.6704166667,-17.2480833333,-24.32175
216.70,-18.2171666667,-15.2131666667,-18.1200833333,-31.7828333333,-38.2750833333,-30.2325,-46.5116666667,-19.9611666667,-16.3759166667,-30.4264166667
217.08,-17.1749166667,-13.6179166667,-15.3455833334,-32.52025,-42.2764166667,-28.9636666666,-47.1544166667,-18.6991666666,-20.122,-29.16675
217.46,-5.36383333333,-3.73558333334,-3.63974999998,-17.3371666667,-25.3830833333,-14.1760833333,-31.3218333333,-4.88516666667,-6.41766666665,-12.548
217.83,-1.38866666667,-0.495916666683,-2.48024999999,-16.2698333333,-25.7935,-9.82149999999,-28.1744166666,2.38091666666,-9.42458333333,-8.13508333334
