wavelength,Back_TanCucf,Belly_TanCucf,Breast_TanCucf,Crissum_TanCucf,Crown_TanCucf,DorTail_TanCucf,Patch10_TanCucf,Patch11_TanCucf,Rump_TanCucf,Throat_TanCucf,WingTip_TanCucf
518.99,25.6619333333,35.5626666667,35.049,18.5988,6.5436,9.01793333333,19.111,9.51976666667,23.9486666667,26.4162,8.4444
519.33,25.7582666667,35.5976666667,35.0805333333,18.642,6.5488,9.04316666667,19.1663333334,9.5435,24.02452,26.4308666667,8.4407
519.68,25.8227333333,35.6021333333,35.1007333334,18.6594666667,6.5502,9.03803333333,19.2112,9.5404,24.08124,26.4419333333,8.4318
520.02,25.9295333333,35.6840666667,35.1732666667,18.7299333334,6.56753333333,9.06303333333,19.2916666667,9.56553333333,24.1896133333,26.4812666667,8.4428
520.37,26.0174,35.7246666667,35.2035333333,18.7779333333,6.5816,9.0724,19.3430666667,9.5766,24.26444,26.516,8.43693333333
520.72,26.11,35.7543333333,35.2196666667,18.8094666667,6.56146666667,9.05616666667,19.3758,9.56413333333,24.32508,26.5398666667,8.4335
521.06,26.2386666667,35.8164,35.2582666667,18.8906666667,6.612,9.10783333333,19.4661333333,9.6091,24.4328266667,26.5748666666,8.47333333333
521.41,26.3433333333,35.8678,35.3013333333,18.9606666667,6.63373333333,9.12926666667,19.5420666667,9.65276666667,24.5180133333,26.6093333333,8.49803333333
521.75,26.4288666667,35.8716666667,35.3242666666,19.0001333333,6.65833333333,9.15413333334,19.5893333333,9.67686666667,24.60232,26.6192,8.51056666667
522.10,26.488,35.8777333333,35.2923333333,19.0287333333,6.64193333333,9.13130000001,19.6322666667,9.6572,24.6488933333,26.6018,8.50503333333
522.45,26.5806666667,35.9151333333,35.3152,19.0555333333,6.63813333333,9.13960000001,19.6882666667,9.6771,24.7309466667,26.6146,8.51386666667
522.79,26.6922666667,35.9410666667,35.3357333333,19.0902666667,6.63393333333,9.14939999999,19.7395333333,9.67,24.8048133333,26.6018666667,8.5101
523.14,26.8206,35.9818,35.3768,19.1522666667,6.657,9.19973333333,19.8216,9.7036,24.90928,26.6197333333,8.5387
523.48,26.9504,36.0537333333,35.4342,19.2264666667,6.6724,9.23863333334,19.9120666667,9.73736666667,25.0252,26.6763333333,8.55016666667
523.83,27.0704666667,36.097,35.4815333333,19.269,6.68106666667,9.25726666667,19.9848666667,9.74086666667,25.1084533333,26.7194,8.55666666667
524.17,27.1769333334,36.1521333333,35.5289333333,19.3215333333,6.69293333334,9.29116666667,20.0753333333,9.75786666667,25.20428,26.752,8.5877
524.52,27.2826666667,36.1846666667,35.5593333333,19.3767333333,6.71566666667,9.32450000001,20.1448,9.77246666667,25.30628,26.7554,8.60123333333
524.87,27.3491333333,36.1773333333,35.5511333333,19.3785333333,6.6834,9.30099999999,20.1682,9.7543,25.3380266667,26.7421333333,8.57203333333
525.21,27.4473333334,36.19,35.5806,19.423,6.69006666667,9.31213333333,20.2360666667,9.75536666667,25.41728,26.7458666667,8.57316666667
525.56,27.5430666667,36.2268,35.5918,19.4685333333,6.6964,9.33173333333,20.3148,9.76533333333,25.4889733333,26.7472,8.5721
525.90,27.666,36.2586666667,35.6279333333,19.5144666667,6.71093333333,9.36416666667,20.3855333333,9.77276666667,25.5919866667,26.7792,8.56953333333
526.25,27.8004666667,36.3207333333,35.6954,19.5771333333,6.729,9.39336666665,20.4810666667,9.79116666667,25.69664,26.836,8.5737
526.59,27.9694,36.4388666667,35.802,19.6752,6.7612,9.43586666665,20.6055333333,9.82816666667,25.8425466667,26.9398,8.5996
526.94,28.0886666667,36.5041333333,35.8687333333,19.7292,6.7704,9.45276666667,20.6879333333,9.83763333333,25.9325466667,26.9818,8.61123333333
527.28,28.1906,36.5590666667,35.9172666667,19.7732666667,6.76613333333,9.45983333333,20.7624666667,9.84783333333,26.0098,27.0013333333,8.606
527.63,28.2736666667,36.5966,35.952,19.8186666667,6.7674,9.47856666666,20.8240666667,9.85933333333,26.0781866667,27.0138666667,8.6046
527.97,28.3371333333,36.6044,35.9628666667,19.847,6.75393333333,9.47383333333,20.8568666667,9.85556666667,26.1181866667,27.017,8.58893333333
528.32,28.3842666667,36.6029333333,35.9665333333,19.8672,6.7478,9.4849,20.8952666667,9.8574,26.14552,27.0139333333,8.5745
528.66,28.4520666667,36.637,35.9896666667,19.9089333333,6.76086666667,9.51480000001,20.9556666667,9.87653333333,26.2062933333,27.0369333333,8.5821
529.01,28.5235333333,36.651,35.9982666667,19.9319333333,6.75453333333,9.5183,20.9936,9.8813,26.25788,27.0515333333,8.5756
529.35,28.5824,36.6615333333,36.0028666667,19.9696666667,6.75813333333,9.53693333334,21.0344666667,9.89973333333,26.3012,27.0615333333,8.5842
529.70,28.6588,36.7064666667,36.0408,20.0153333333,6.76673333333,9.55853333333,21.1016,9.92666666667,26.3562533333,27.0874666667,8.59643333333
530.04,28.7192,36.7043333333,36.0304,20.0594666667,6.78266666666,9.58196666667,21.152,9.94326666667,26.39544,27.0912666667,8.6153
530.39,28.7644,36.6638,35.9946,20.0861333333,6.77873333333,9.59516666667,21.1910666667,9.95306666667,26.4200666667,27.0608666667,8.62073333333
530.73,28.7984666667,36.6180666667,35.9149333333,20.1142,6.78033333333,9.60190000001,21.2268666667,9.9512,26.4477466667,27.0153333333,8.60486666667
531.08,28.8741333333,36.5810666667,35.8705333333,20.1562,6.79226666667,9.62476666667,21.2676666667,9.95746666667,26.4905333333,27.0002666667,8.6172
531.42,28.9741333333,36.5881333333,35.8542,20.2060666667,6.8046,9.64336666665,21.3364,9.97003333333,26.5609066667,26.998,8.6222
531.77,29.1092,36.6351333333,35.8616666667,20.2924666667,6.8474,9.69476666667,21.4431333333,10.0137,26.6581466667,27.0218,8.64733333333
532.11,29.2650666667,36.7103333333,35.9058666667,20.3860666667,6.88866666667,9.73263333334,21.5574666667,10.0600333333,26.7769733333,27.0709333333,8.6837
532.46,29.3742666667,36.7366,35.9238666667,20.4496,6.91106666666,9.75323333334,21.6374,10.0786,26.8598133333,27.0864,8.69716666667
532.80,29.4688666667,36.7850666667,35.9268,20.5091333333,6.94466666667,9.80896666667,21.7264,10.1111666667,26.93104,27.104,8.7349
533.15,29.5692666667,36.8189333333,35.9503333333,20.5608,6.9594,9.83669999999,21.7954666667,10.1219333333,27.0098933333,27.1212,8.74246666667
533.49,29.6424666667,36.8072,35.9378666667,20.6036666667,6.9684,9.84826666665,21.8456,10.1341333333,27.0638133333,27.1021333333,8.74763333333
533.84,29.7166,36.8088,35.9213333333,20.6382,6.95733333333,9.86733333333,21.8977333333,10.1291,27.12088,27.075,8.73246666667
534.18,29.8030666667,36.843,35.932,20.6865333334,6.9676,9.89016666667,21.9632666667,10.1451666667,27.1917333333,27.0781333333,8.73663333333
534.52,29.9162,36.8982666667,35.9693333333,20.7456666667,6.97846666667,9.91256666667,22.0472666667,10.1737,27.2671866667,27.1138,8.7609
534.87,30.0014,36.9424,35.9664,20.7907333333,6.98906666666,9.93039999999,22.1246,10.1982,27.32756,27.1027333333,8.76043333333
535.21,30.0703333333,36.9380666666,35.9590666667,20.851,7.00173333334,9.956,22.2008666667,10.2176333333,27.37436,27.1092,8.7743
535.56,30.1377333333,36.9417333333,35.9388666667,20.8898,7.0174,9.98729999999,22.261,10.243,27.4344666667,27.1003333333,8.79993333333
535.90,30.1912666667,36.9159333333,35.8897333333,20.9204666667,7.02333333333,10.0201666667,22.3078,10.2518,27.47696,27.0674,8.8161
536.25,30.2605333333,36.9222666667,35.864,20.9695333333,7.02473333333,10.0436,22.3762,10.2544666667,27.5118266667,27.0504,8.82643333333
536.59,30.3372,36.9374666667,35.8696,21.0416,7.035,10.0677333333,22.4430666667,10.2714,27.5764666667,27.0543333333,8.83139999999
536.93,30.4108,36.9417333333,35.8574,21.0994666667,7.05706666667,10.0893666667,22.5208666666,10.2875333333,27.6256,27.0613333333,8.84296666667
537.28,30.488,36.9622,35.8250666667,21.1643333333,7.08566666667,10.1359666667,22.5976666667,10.3159,27.68764,27.0799333333,8.86486666667
537.62,30.5904666667,37.0157333333,35.8376,21.2333333333,7.1106,10.1724,22.6810666666,10.3510333333,27.76664,27.0968,8.88373333333
537.97,30.6509333333,36.9978666667,35.7702,21.2572666666,7.1092,10.1823,22.7268666667,10.3473,27.7851733333,27.0664666667,8.86186666667
538.31,30.738,36.9707333333,35.7328,21.3048666667,7.11113333333,10.2081,22.8022,10.3606,27.8532533333,27.049,8.86346666666
538.65,30.8293333333,36.9576666667,35.6952666667,21.3698,7.12793333333,10.2307333333,22.8864666666,10.3684333333,27.925,27.0491333333,8.88979999999
539.00,30.9176666667,36.9560666667,35.623,21.4008,7.12653333333,10.2181,22.952,10.3627333333,27.9932933333,27.03,8.88369999999
539.34,30.9886666667,36.9536,35.5904666667,21.4488,7.12113333333,10.2194333333,23.0412666666,10.3588666667,28.0539333333,27.0161333333,8.86496666666
539.69,31.0585333333,36.9549333333,35.5664666667,21.5110666667,7.1334,10.2310333334,23.1301333334,10.3625,28.0927333333,27.0055333333,8.85556666667
540.03,31.1467333333,36.965,35.5542,21.5763333333,7.14933333333,10.2450333333,23.203,10.3905,28.1753733333,27.0195333333,8.87096666667
540.37,31.2245333333,36.9723333333,35.531,21.6244,7.16973333333,10.2489333333,23.2757333333,10.4063666667,28.2207333333,27.0228666667,8.86903333334
540.72,31.281,36.9802666667,35.5181333333,21.6638666667,7.1692,10.2580666667,23.3442,10.4122333333,28.2812133333,27.0284666667,8.85990000001
541.06,31.3444666666,37.0086666667,35.5047333333,21.7083333334,7.17213333333,10.2667666667,23.4092666667,10.4173,28.32928,27.0368666667,8.85926666667
541.40,31.3867333333,36.9986,35.4718666667,21.7372,7.18646666667,10.268,23.4591333333,10.4354,28.355,27.0259333333,8.86276666667
541.75,31.4452,37.0243333333,35.4944,21.8007333333,7.21166666666,10.2889333333,23.5264,10.4613666667,28.4133066667,27.0448,8.89213333334
542.09,31.4908666667,37.0459333333,35.4836666667,21.8583333333,7.2388,10.3143333333,23.5760666667,10.4847666667,28.45704,27.0564,8.90266666666
542.43,31.5362666667,37.0453333333,35.4581333333,21.9065333334,7.25673333333,10.3436666667,23.6292666667,10.5042666667,28.49216,27.0428,8.90016666666
542.78,31.5849333333,37.0427333334,35.4468666667,21.9632666667,7.28646666666,10.3921666667,23.6811333333,10.5467666667,28.52656,27.0455333333,8.92263333333
543.12,31.639,37.0298666667,35.4134666667,22.0190666667,7.30226666667,10.4101333333,23.7348666667,10.5623666667,28.55016,27.0322666666,8.93263333333
543.46,31.6992,37.0386,35.3956666667,22.0817333333,7.32186666667,10.432,23.8037333333,10.5920666667,28.6014,27.0344666667,8.95313333333
543.81,31.7358666667,37.0199333333,35.3523333333,22.1172,7.33386666667,10.4499666667,23.8559333333,10.6025,28.6196266667,27.0084,8.95266666666
544.15,31.7383333333,36.964,35.2738666667,22.1338666667,7.31853333333,10.4644666667,23.8877333333,10.5963666667,28.6168266666,26.947,8.961
544.49,31.7782666667,36.9249333334,35.2008,22.1776666667,7.33526666667,10.4760666667,23.9254,10.6125333333,28.6208666667,26.9074666667,8.99326666667
544.84,31.8061333333,36.8666,35.1355333333,22.2137333333,7.35353333333,10.4951666667,23.9722,10.6302,28.6424933333,26.8669333333,9.00106666666
545.18,31.8527333333,36.8546,35.111,22.2715333333,7.36146666667,10.5017333333,24.0469333333,10.6444666667,28.67556,26.8638666667,9.01546666667
545.52,31.8754666667,36.8178666667,35.0258666667,22.3086666667,7.3666,10.5199,24.0946,10.6553333333,28.6890533333,26.8286,9.0143
545.87,31.933,36.8265333333,34.9972666667,22.3518666667,7.3864,10.5303333333,24.1666,10.6609,28.72348,26.8124,9.02116666666
546.21,31.9816,36.8414,34.9809333333,22.4127333333,7.41753333333,10.5668,24.2658666667,10.6908,28.7598,26.8378,9.06023333334
546.55,32.0092666667,36.7999333333,34.9127333333,22.4502,7.42606666667,10.5578333333,24.3296666667,10.6771333333,28.7666666667,26.8011333333,9.0524
546.90,32.0326,36.7976,34.8926666667,22.4787333333,7.44413333333,10.5679333333,24.3744,10.6928666667,28.7885866667,26.8044666667,9.05503333333
547.24,32.0596666667,36.7755333333,34.8376,22.5040666667,7.46213333333,10.5956333333,24.4274,10.7046666667,28.80368,26.8198666667,9.05556666667
547.58,32.1302666666,36.7962,34.8239333333,22.5728,7.50793333333,10.6528666667,24.5161333333,10.7525333333,28.85664,26.8498666667,9.09350000001
547.92,32.1900666667,36.8124,34.8082,22.6398666667,7.55166666667,10.673,24.5958,10.7982,28.8984,26.8730666667,9.09659999999
548.27,32.2535333333,36.8873333333,34.8324666667,22.7208666667,7.56893333333,10.7246666667,24.6940666667,10.8304,28.9597866667,26.8874666667,9.09293333333
548.61,32.3127333333,36.9016666667,34.8338666667,22.7906666667,7.58046666667,10.7263666667,24.7618666666,10.8369,28.9728933333,26.9020666667,9.10433333333
548.95,32.3296,36.8636666667,34.7416,22.8288,7.61033333333,10.7718333333,24.8072,10.8474333333,28.9832533333,26.8854,9.11329999999
549.29,32.3966,36.8878,34.7251333333,22.9037333333,7.61966666667,10.7913666667,24.9069333333,10.8713666667,29.0261733333,26.9115333333,9.11653333333
549.64,32.4452666667,36.8692666667,34.6427333333,22.9720666667,7.6256,10.8125333333,24.9955333334,10.8949,29.03412,26.9083333333,9.11763333333
549.98,32.4730666667,36.8372666667,34.5651333333,23.0051333333,7.6184,10.7964333333,25.0406,10.9019666667,29.03252,26.8706,9.09880000001
550.32,32.5130666667,36.8780666667,34.558,23.0599333333,7.62126666667,10.8220333334,25.1484666667,10.9335333333,29.0615733333,26.8828,9.10473333333
550.66,32.5651333333,36.9015333333,34.5259333333,23.1388666667,7.6716,10.8758,25.2536,10.9809666667,29.1039333333,26.8781333333,9.14353333333
551.01,32.5892666667,36.8888,34.4642,23.17,7.6974,10.8975666667,25.2943333333,11.0186,29.1383066667,26.8459333333,9.16769999999
551.35,32.5798,36.8768666666,34.3882666667,23.2285333333,7.7078,10.9018666667,25.3578666667,11.0268,29.12416,26.7999333333,9.17806666667
551.69,32.6242666667,36.8862666667,34.3529333334,23.3025333333,7.73193333333,10.9437666667,25.4508666667,11.0542666667,29.1722666667,26.8053333333,9.21436666666
552.03,32.6578666667,36.8488,34.2956,23.3470666667,7.7546,10.9453,25.5246666667,11.0787,29.1753066667,26.8009333333,9.24196666667
552.38,32.7093333333,36.8644666667,34.2808666667,23.4144,7.78926666667,10.9962666667,25.6312666667,11.1197,29.2333733333,26.8111333333,9.28473333334
552.72,32.7705333333,36.8824,34.2824666667,23.4760666667,7.81853333333,11.0269,25.7223333333,11.1575333333,29.2721733333,26.8065333333,9.31799999999
553.06,32.8076666667,36.8835333333,34.2545333333,23.5194666667,7.87333333333,11.0514,25.8048,11.169,29.29648,26.801,9.35973333333
553.40,32.8343333333,36.9023333333,34.2587333333,23.5794666667,7.903,11.0952,25.8714666667,11.2094666667,29.3195066667,26.8038,9.40816666666
553.74,32.8634,36.9037333333,34.2429333333,23.6556666667,7.92846666667,11.136,25.9303333333,11.2306,29.3636933334,26.7884,9.40559999999
554.09,32.9032666667,36.9077333333,34.2070666667,23.7192,7.95426666667,11.1777333333,25.9746666667,11.2406,29.3885733333,26.7842,9.43173333333
554.43,32.9122666667,36.8346666667,34.1198666667,23.7444,7.93873333333,11.1876333333,26.0003333334,11.2261,29.3683733333,26.7378,9.43603333333
554.77,32.9607333333,36.8614,34.0904666667,23.8296,7.94813333333,11.2009,26.1046,11.2382333333,29.36864,26.7277333333,9.45586666667
555.11,32.9942,36.8467333333,34.0594666667,23.8552666667,7.97473333333,11.2248666667,26.1636,11.2630666667,29.3858266667,26.7238,9.46183333333
555.45,33.0071333333,36.8368666667,34.0025333333,23.8968,7.9862,11.2253333333,26.2152666667,11.239,29.3912533333,26.7219333334,9.45569999999
555.80,32.9645333333,36.7732,33.8831333333,23.9140666667,7.983,11.2090333333,26.2404666667,11.2331666667,29.35712,26.6744666667,9.40786666667
556.14,32.8841333333,36.6946666667,33.7515333333,23.8996,7.9672,11.2023,26.2516666667,11.1929666667,29.2828,26.6130666667,9.37576666667
556.48,32.8684,36.6688666667,33.7134666667,23.9596,7.96993333333,11.2102333333,26.3012666667,11.1832333333,29.2689466667,26.6154666667,9.37976666667
556.82,32.8306666667,36.6330666667,33.6108666667,23.9658666667,7.95253333333,11.2161333333,26.3236666667,11.19,29.24052,26.5785333333,9.36853333333
557.16,32.8573333333,36.6352,33.5615333333,24.0208,7.9876,11.229,26.4016,11.2045666667,29.23988,26.5658666667,9.38153333333
557.50,32.8294666667,36.5998,33.4935333333,24.0326,8.02293333334,11.2329,26.4516666667,11.2223666667,29.2036533333,26.572,9.39646666667
557.85,32.8624666666,36.6487333333,33.4956,24.0884,8.07393333333,11.2622666667,26.5436666667,11.2957666667,29.2540133333,26.5982666667,9.44906666666
558.19,32.8867333333,36.6643333333,33.4810666667,24.1835333333,8.1328,11.2981666667,26.6293333333,11.3379666667,29.2965466667,26.6511333333,9.47716666667
558.53,32.8654,36.642,33.4174666667,24.2205333333,8.1452,11.2977,26.6674666667,11.3507333333,29.31188,26.6266,9.47383333334
558.87,32.7998,36.5536666667,33.3248,24.2441333333,8.1196,11.2592,26.6804666667,11.3070333333,29.25372,26.5842,9.45786666667
559.21,32.7576,36.4631333333,33.2293333333,24.225,8.08686666667,11.2279,26.6774666667,11.2838666667,29.1814933333,26.4883333333,9.42000000001
559.55,32.7574,36.4288,33.1866,24.2386,8.10193333334,11.2523666667,26.7276,11.2747333333,29.1869066667,26.4818666667,9.47253333333
559.89,32.8186,36.4827333333,33.1907333333,24.3215333333,8.12573333333,11.2643,26.8008,11.3139333333,29.2362266667,26.4812666667,9.48603333333
560.23,32.7755333333,36.4322,33.0985333333,24.3478,8.14846666667,11.2742,26.8393333333,11.3397,29.1831733333,26.4346,9.52246666667
560.58,32.7695333333,36.3946,33.0367333333,24.4094666667,8.16053333333,11.2885333333,26.8870666667,11.3377666667,29.1578266667,26.4191333333,9.52663333334
560.92,32.7020666667,36.3012666667,32.9512666667,24.4204,8.1672,11.3171,26.8934666667,11.3532666667,29.1396933333,26.3842666667,9.53226666667
561.26,32.6628666667,36.2628666666,32.8659333333,24.4440666667,8.13686666667,11.2886666667,26.9109333333,11.3124,29.11348,26.3285333333,9.51646666667
561.60,32.6232666667,36.1744,32.7643333333,24.4660666667,8.10866666667,11.2658333333,26.9250666667,11.2565666667,29.04552,26.2684666667,9.47950000001
561.94,32.5618666667,36.1190666667,32.6717333333,24.4631333334,8.0688,11.2213666667,26.9449333334,11.2517333333,28.9968133333,26.1862666667,9.4408
562.28,32.5212,36.0484,32.5996,24.4478666667,8.03873333333,11.1810666667,26.9454666667,11.2150666667,28.908,26.1370666667,9.40466666667
562.62,32.5376,36.0564666667,32.5749333333,24.4824,8.05113333333,11.1866,27.0152666667,11.2344,28.9257333333,26.1227333333,9.36903333334
562.96,32.5211333333,36.0662,32.5500666667,24.5561333333,8.10546666667,11.2417333333,27.1090666667,11.2862,28.9195333333,26.1415333333,9.43090000001
563.30,32.5011333333,36.0472,32.5154,24.5972,8.12746666667,11.2502666667,27.1500666667,11.3225333333,28.8824533334,26.1234,9.42743333333
563.64,32.4892666667,35.9956,32.4608666667,24.6455333333,8.18073333333,11.3099333333,27.2147333333,11.3966,28.8607866667,26.1269333333,9.4866
563.99,32.4994,36.0209333334,32.4374,24.6992666667,8.20106666667,11.3430333333,27.2802,11.4049,28.9030533333,26.1170666667,9.47623333333
564.33,32.4029333333,35.9236,32.3433333333,24.6619333333,8.19093333333,11.3211333333,27.2623333333,11.4008,28.8322,26.0322666667,9.4547
564.67,32.3719333333,35.8914666667,32.2921333333,24.6848666667,8.17486666666,11.3033,27.2784,11.3746,28.79284,26.0067333333,9.43963333333
565.01,32.3760666667,35.8913333333,32.2586,24.722,8.19693333333,11.3327333333,27.3388,11.4280333333,28.79068,26.0048,9.46890000001
565.35,32.3087333333,35.8374,32.1612,24.7201333333,8.17293333333,11.3121333334,27.3526,11.4101666667,28.7447866667,25.9398,9.43676666667
565.69,32.2962666667,35.8477333333,32.1230666667,24.7422666667,8.18773333333,11.3363,27.3913333333,11.4111,28.7292133333,25.9288,9.47133333333
566.03,32.2649333333,35.828,32.0708666666,24.7824666667,8.2036,11.3627333333,27.4392,11.4167666667,28.7067733333,25.9217333333,9.50116666667
566.37,32.2178,35.7971333333,31.9952,24.8039333333,8.19793333333,11.3634666667,27.4448666667,11.4,28.64596,25.8922,9.51936666668
566.71,32.2152666667,35.7828666667,31.9548,24.8352666667,8.20753333333,11.3624,27.4732,11.4022666667,28.6287066667,25.8812666667,9.50703333333
567.05,32.1237333333,35.7419333333,31.8430666667,24.8338666667,8.19726666667,11.3440666667,27.4474,11.3727333333,28.5545866667,25.8020666667,9.48926666667
567.39,32.1074666667,35.752,31.7944,24.8795333334,8.2266,11.3379666667,27.4792,11.3753333333,28.5486933333,25.7784,9.49336666666
567.73,32.0320666667,35.6851333333,31.6976666667,24.8635333333,8.21693333333,11.3202333333,27.4803333333,11.3659666667,28.45376,25.7508666667,9.4951
568.07,32.0618,35.7451333333,31.6936666667,24.9398,8.25446666667,11.3435666667,27.5446,11.3976333333,28.47136,25.8039333333,9.5324
568.41,32.0145333333,35.7462,31.6175333333,24.9728666667,8.2928,11.3465333333,27.5965333333,11.4173,28.4352666667,25.7919333333,9.54863333334
568.75,31.9784666667,35.7294,31.5739333333,25.0289333333,8.323,11.3605666667,27.6319333333,11.4300333333,28.4089333333,25.7718666667,9.59376666667
569.09,31.929,35.7293333333,31.5322,25.0694,8.39313333333,11.3956666667,27.6528666667,11.4736,28.3852666667,25.7719333333,9.65826666666
569.43,31.8629333333,35.6960666667,31.4474,25.0972,8.39186666667,11.3709,27.6446,11.4441,28.3215866667,25.746,9.62953333333
569.77,31.8254666667,35.6686666667,31.4052666667,25.1310666666,8.40106666667,11.3831,27.6693333333,11.46,28.2978666667,25.7066,9.62616666666
570.11,31.799,35.6720666667,31.3644666667,25.1625333333,8.43973333333,11.4128,27.7148,11.5005,28.29404,25.6977333333,9.65083333334
570.45,31.7422666667,35.6531333333,31.2919333333,25.1668,8.44993333333,11.4150333333,27.7362666667,11.5133333333,28.2755866667,25.6691333333,9.66616666667
570.79,31.7310666667,35.647,31.2602,25.2288,8.47246666667,11.4374333333,27.8018666667,11.5464,28.2804266667,25.6796666667,9.70433333333
571.13,31.6539333333,35.5900666667,31.1774,25.2361333333,8.43673333333,11.4058,27.7855333333,11.5055666667,28.2018133333,25.634,9.68246666668
571.47,31.598,35.5538666667,31.1016666667,25.262,8.45073333333,11.3954,27.7901333333,11.5170333333,28.1496933333,25.6048666667,9.6789
571.81,31.5353333333,35.5378,31.0606,25.3152,8.46826666667,11.4339333333,27.8286,11.5373,28.1257733333,25.5889333333,9.70126666667
572.15,31.4463333333,35.4543333333,30.9670666667,25.3028,8.4386,11.4220333333,27.8068666667,11.5205,28.0590666667,25.5297333333,9.69173333334
572.49,31.3488,35.3682666667,30.8744,25.2916666667,8.41573333333,11.4017,27.7887333333,11.4985666667,27.9621066667,25.476,9.67683333334
572.83,31.2784,35.3502666667,30.8082666667,25.3057333334,8.3824,11.3807333333,27.8014,11.4829,27.9046933333,25.4587333333,9.65893333333
573.17,31.2128666667,35.2825333333,30.7494,25.2840666667,8.36086666667,11.3639666667,27.8107333334,11.4768,27.8366133333,25.4069333333,9.6504
573.51,31.1146666667,35.2570666667,30.6741333333,25.295,8.3744,11.3401,27.8016,11.4607666667,27.7791066667,25.3931333333,9.66433333332
573.85,31.0634,35.2428666667,30.6392666667,25.3475333333,8.4066,11.3512666667,27.8386,11.4993333333,27.74832,25.4026666667,9.71196666668
574.19,30.9839333333,35.1962,30.6102666667,25.3896,8.4132,11.3407666667,27.8413333333,11.4899666667,27.67972,25.3716666667,9.71880000001
574.53,30.9554666667,35.2053333333,30.6078666667,25.4452666667,8.44566666667,11.3731666667,27.8972,11.5027,27.6702133333,25.3870666667,9.73043333334
574.87,30.8541333333,35.1502666667,30.5319333333,25.4258666667,8.4308,11.3447,27.8950666667,11.4758333333,27.6067066667,25.3524666667,9.70636666667
575.21,30.7956666667,35.1524666667,30.5101333333,25.4955333333,8.44746666667,11.3510333333,27.9230666667,11.4746,27.6067066667,25.3532,9.71126666666
575.55,30.7285333333,35.1038666666,30.4454666667,25.4968,8.42446666667,11.2946,27.934,11.4484,27.5479466667,25.3095333333,9.67736666667
575.89,30.6850666667,35.0909333333,30.4043333333,25.5276,8.4464,11.2725666667,27.9544666667,11.4362666667,27.5066,25.2598,9.6617
576.22,30.6398666667,35.1067333333,30.3629333333,25.5802666667,8.4846,11.2929666667,27.9744666667,11.4692333333,27.4852533334,25.2502666667,9.6639
576.56,30.6125333333,35.0656,30.3351333333,25.6216,8.5184,11.2979333333,28.0011333333,11.4818666667,27.4401066667,25.2285333333,9.68683333335
576.90,30.6022666667,35.1028666667,30.3292,25.7294666667,8.59773333333,11.3471,28.0616666667,11.5352333333,27.44268,25.254,9.73846666667
577.24,30.5493333334,35.0704,30.269,25.7553333333,8.6116,11.3597333333,28.0884,11.5387666667,27.3769866667,25.2403333334,9.73666666667
577.58,30.4338666666,34.9992666667,30.1638,25.7524,8.60033333333,11.3386,28.0403333333,11.5107333333,27.2923733333,25.1472666667,9.71176666665
577.92,30.3952666667,34.9898666667,30.1318,25.8118666667,8.64153333333,11.3591333333,28.0796666667,11.5468,27.2755466667,25.172,9.75269999999
578.26,30.2801333333,34.9270666667,30.024,25.7988,8.6472,11.3181666667,28.0233333333,11.5496,27.1864266667,25.1042666667,9.75736666666
578.60,30.2518,34.9250666667,29.9882666666,25.8446666667,8.7106,11.3558666667,28.0399333333,11.6072666667,27.1453466667,25.0965333333,9.81293333332
578.94,30.1776666667,34.8858666667,29.9267333333,25.8292,8.72933333333,11.3473,28.0091333333,11.6015666667,27.0831733333,25.0436666667,9.81293333333
579.28,30.1026,34.8294666667,29.8765333333,25.8658666667,8.77426666667,11.3714333333,27.9774666667,11.6155333333,27.0193066666,25.0216666667,9.84179999999
579.61,30.0216666667,34.8344,29.8542666667,25.9133333333,8.77146666667,11.3686333333,27.9720666667,11.6479333333,26.9637333333,25.0448666667,9.85713333333
579.95,29.9843333333,34.8398,29.8738666667,25.9627333333,8.81073333333,11.3730666667,28.013,11.6437333333,26.9592,25.0968,9.90220000001
580.29,29.8748,34.819,29.8238666666,26.0224,8.85026666667,11.3896,28.021,11.6696,26.9181866667,25.0961333333,9.91013333334
580.63,29.7938,34.7881333333,29.7643333333,26.0435333333,8.88313333333,11.3967666667,28.0294666667,11.7043666667,26.89968,25.0975333333,9.92353333333
580.97,29.7102666667,34.731,29.6876,26.0594,8.87526666667,11.3602666667,27.9876,11.7318666667,26.8785466667,25.0135333333,9.9025
581.31,29.6178,34.6766666667,29.6307333333,26.0497333333,8.86093333333,11.3021333333,27.9659333333,11.6690333333,26.8222666667,24.9903333333,9.87669999999
581.65,29.5338666667,34.6568666667,29.5414,26.0824,8.8726,11.3168666667,27.9477333333,11.6921666667,26.7739333333,24.9402666667,9.87823333332
581.98,29.4721333333,34.6380666667,29.4946,26.1096,8.86886666667,11.3084333333,27.9327333333,11.6866333333,26.6785333333,24.9563333333,9.87606666667
582.32,29.3807333333,34.6308666667,29.4675333333,26.1485333333,8.82653333333,11.2852,27.9437333333,11.6613666667,26.6096933333,24.9243333333,9.85446666667
582.66,29.3074666667,34.6116,29.4294,26.2044666667,8.84266666667,11.3044333333,27.9284666667,11.6862,26.5451733333,24.9368666667,9.88583333333
583.00,29.2385333333,34.569,29.3527333333,26.2120666667,8.8426,11.3059,27.9294666667,11.6660333333,26.47868,24.8994666667,9.88666666667
