wavelength,Back_IncOrtf,Belly_IncOrtf,Breast_IncOrtf,Crissum_IncOrtf,Crown_IncOrtf,DorTail_IncOrtf,Patch10_IncOrtf,Patch11_IncOrtf,Rump_IncOrtf,Throat_IncOrtf,WingTip_IncOrtf
596.16,11.6924444445,50.3852222222,26.7356666667,21.8121111111,10.9645555556,8.52411111111,4.95422222222,37.9324444444,12.1588888889,26.9238888889,14.5034444444
596.50,11.6948888889,50.3873333334,26.7415555556,21.8146666667,10.9761111111,8.52088888889,4.95155555555,37.9645555555,12.1437777778,26.9424444444,14.5138888889
596.83,11.7247777778,50.4054444444,26.8082222222,21.8454444445,11.0234444444,8.55388888889,4.97922222222,38.0153333333,12.1998888889,26.974,14.5565555555
597.17,11.744,50.4112222222,26.8134444444,21.8871111111,11.0283333333,8.545,4.97011111111,38.0293333333,12.2107777778,27.013,14.5685555556
597.51,11.7722222222,50.4285555555,26.8381111111,21.9238888889,11.0342222222,8.565,5.00255555555,38.0286666667,12.2536666666,27.0381111111,14.5824444444
597.84,11.798,50.4412222222,26.8771111111,21.9666666667,11.0463333333,8.593,5.01422222222,38.0305555556,12.278,27.0187777778,14.5843333333
598.18,11.8461111111,50.443,26.9212222222,22.027,11.0803333333,8.62933333333,5.03933333333,38.0724444444,12.308,27.0502222222,14.6335555556
598.52,11.8656666667,50.4063333333,26.9423333333,22.0485555556,11.1028888889,8.65966666667,5.05488888889,38.0456666667,12.3364444445,27.0547777778,14.635
598.85,11.9132222222,50.4102222222,26.9732222222,22.1072222222,11.1553333333,8.70966666667,5.09444444445,38.0186666667,12.3462222222,27.083,14.6693333333
599.19,11.9322222222,50.3883333333,27.0027777778,22.1641111111,11.1773333333,8.75411111111,5.16677777778,38.0366666666,12.363,27.0772222222,14.6975555555
599.53,11.9642222222,50.3816666667,27.0606666667,22.1964444444,11.2205555555,8.82455555556,5.22222222222,38.0548888889,12.4131111111,27.1673333333,14.7505555555
599.86,12.0565555556,50.4722222222,27.1376666666,22.3238888889,11.3136666666,8.93977777778,5.31644444445,38.1692222222,12.5286666667,27.2578888889,14.8492222222
600.20,12.0875555556,50.4332222222,27.151,22.3712222222,11.3357777778,8.98244444444,5.33055555556,38.1437777778,12.5657777778,27.2874444444,14.8613333333
600.53,12.1153333333,50.5168888889,27.1686666667,22.4474444445,11.3657777778,9.01555555556,5.33544444444,38.1786666667,12.5786666667,27.3152222222,14.908
600.87,12.0631111111,50.5374444444,27.1736666667,22.4083333333,11.3167777778,8.96844444445,5.28788888889,38.2163333333,12.5322222222,27.2898888889,14.8668888889
601.21,12.0106666667,50.4735555555,27.117,22.3445555556,11.2854444445,8.91822222222,5.22122222222,38.1624444444,12.4525555556,27.2134444444,14.8326666666
601.54,12.0201111111,50.5608888889,27.1194444445,22.3628888889,11.2862222222,8.92588888889,5.21155555556,38.2451111111,12.4482222222,27.2512222222,14.8816666666
601.88,12.0168888889,50.5854444445,27.1406666667,22.3868888889,11.3054444445,8.92477777778,5.22077777778,38.2517777778,12.4883333333,27.2393333333,14.8891111111
602.21,12.0344444444,50.6778888889,27.1633333333,22.4147777778,11.3157777778,8.92866666667,5.20788888889,38.2787777778,12.4854444444,27.2495555556,14.9253333333
602.55,12.0095555556,50.7072222222,27.1872222222,22.3896666666,11.2946666667,8.89577777778,5.15822222222,38.2896666667,12.4651111111,27.2328888889,14.9138888889
602.88,12.0757777778,50.776,27.2052222222,22.3957777778,11.3297777778,8.90755555556,5.15033333333,38.3192222222,12.5058888889,27.2643333333,14.9435555556
603.22,12.1278888889,50.8507777778,27.2461111111,22.4393333334,11.364,8.91633333333,5.16955555555,38.3928888889,12.5331111111,27.2916666667,14.9788888889
603.56,12.1262222222,50.8546666667,27.2464444445,22.4335555556,11.3696666667,8.90966666667,5.16522222222,38.3748888889,12.5322222222,27.308,14.9824444444
603.89,12.1161111111,50.8885555556,27.2588888889,22.4307777778,11.3665555556,8.90588888889,5.14166666667,38.3887777778,12.5402222222,27.3136666667,14.9977777778
604.23,12.1053333333,50.8405555556,27.2576666667,22.4245555555,11.3373333333,8.89677777778,5.135,38.3725555556,12.5425555556,27.2773333334,14.9635555556
604.56,12.154,50.8398888889,27.2916666667,22.4444444445,11.3575555555,8.91544444444,5.18177777778,38.373,12.5765555556,27.2982222222,15.0146666667
604.90,12.2025555556,50.8675555556,27.3477777778,22.4911111111,11.3931111111,8.96722222222,5.22466666667,38.4254444444,12.63,27.3565555555,15.0443333333
605.23,12.2293333333,50.8652222222,27.4136666667,22.5364444445,11.4223333333,8.99688888889,5.25844444444,38.4657777778,12.6761111111,27.4173333333,15.0737777778
605.57,12.2642222222,50.8474444445,27.4136666667,22.525,11.4384444445,9.03211111111,5.27288888889,38.4521111111,12.6678888889,27.4362222222,15.0922222222
605.90,12.2423333333,50.8217777778,27.4083333333,22.5037777778,11.418,8.99555555556,5.24211111111,38.4641111111,12.64,27.452,15.0574444445
606.24,12.2494444444,50.7882222222,27.3808888889,22.5097777778,11.4077777778,8.98644444444,5.24488888889,38.4243333333,12.6513333333,27.446,15.0804444445
606.58,12.1878888889,50.7401111111,27.3531111111,22.4746666667,11.3688888889,8.94611111111,5.19222222222,38.4021111111,12.6157777778,27.3983333333,15.0307777778
606.91,12.1898888889,50.7077777778,27.341,22.4771111111,11.3634444444,8.94333333333,5.19411111111,38.3726666667,12.6044444445,27.3694444444,15.0377777778
607.25,12.2436666667,50.7461111111,27.3991111111,22.5463333333,11.4022222222,8.97855555556,5.23933333333,38.4181111111,12.6454444444,27.4073333333,15.1075555555
607.58,12.2497777778,50.7231111111,27.3453333333,22.5472222222,11.3655555555,8.95822222222,5.25833333333,38.402,12.6388888889,27.3687777778,15.0998888889
607.92,12.2587777778,50.741,27.3131111111,22.5361111111,11.3654444444,8.93988888889,5.26955555556,38.3804444444,12.628,27.3713333334,15.1011111111
608.25,12.2466666667,50.7733333333,27.2763333333,22.5838888889,11.3865555556,8.97577777778,5.296,38.3892222222,12.6463333334,27.3922222222,15.0907777778
608.59,12.2397777778,50.7816666667,27.2701111111,22.5872222222,11.3688888889,8.96555555555,5.30355555555,38.3782222222,12.6501111111,27.3965555556,15.0853333333
608.92,12.2195555555,50.7462222222,27.2151111111,22.6013333333,11.3504444445,8.96644444444,5.32688888889,38.328,12.6232222222,27.376,15.0714444444
609.26,12.1725555556,50.7433333334,27.1791111111,22.5902222222,11.3095555556,8.90611111111,5.31077777778,38.3731111111,12.601,27.3458888889,15.0341111111
609.59,12.2164444445,50.7398888889,27.1857777778,22.6695555556,11.3634444444,8.94566666667,5.40577777778,38.3816666667,12.6415555555,27.3611111111,15.069
609.93,12.227,50.7965555556,27.2274444444,22.7171111111,11.4208888889,8.97888888889,5.47322222222,38.4907777778,12.6785555556,27.4223333333,15.1022222222
610.26,12.2063333333,50.7567777778,27.1805555555,22.7433333334,11.4181111111,8.97977777778,5.53822222222,38.4658888889,12.6895555555,27.4255555555,15.124
610.60,12.216,50.7275555555,27.1722222222,22.7706666666,11.4268888889,8.98011111111,5.58244444445,38.4736666667,12.7143333334,27.45,15.1276666667
610.93,12.1865555556,50.6792222222,27.1238888889,22.7412222222,11.4185555555,8.987,5.62222222222,38.4418888889,12.6934444444,27.4405555556,15.0783333333
611.27,12.2336666666,50.7204444444,27.1725555556,22.8186666667,11.5044444444,9.03566666667,5.71755555556,38.4942222222,12.7644444444,27.4805555556,15.1344444445
611.60,12.2466666667,50.7534444445,27.2003333333,22.8862222222,11.5642222222,9.08311111111,5.77755555556,38.5415555556,12.8211111111,27.5298888889,15.1914444444
611.93,12.2707777778,50.7684444444,27.2227777778,22.8798888889,11.5685555555,9.08877777777,5.79266666667,38.5423333333,12.8198888889,27.5202222222,15.2032222222
612.27,12.2763333333,50.7391111111,27.2068888889,22.8953333333,11.5724444444,9.09144444444,5.81966666667,38.5728888889,12.8096666667,27.529,15.2222222222
612.60,12.3142222222,50.7677777778,27.2234444445,22.9264444445,11.5977777778,9.09666666667,5.81477777778,38.5892222222,12.8221111111,27.5457777778,15.2242222222
612.94,12.3496666667,50.749,27.2305555556,22.9473333334,11.6458888889,9.14244444446,5.85966666667,38.5287777778,12.8506666667,27.5517777778,15.2487777778
613.27,12.3131111111,50.7178888889,27.2135555555,22.8888888889,11.6012222222,9.13166666667,5.81566666667,38.4888888889,12.8437777778,27.5278888889,15.2142222222
613.61,12.306,50.7093333333,27.1817777778,22.8701111111,11.5535555556,9.10822222222,5.74644444444,38.4395555556,12.8106666667,27.4938888889,15.1736666666
613.94,12.3751111111,50.7374444445,27.2584444445,22.9371111111,11.5775555556,9.15944444444,5.73922222222,38.4842222222,12.8365555556,27.5313333333,15.1945555556
614.28,12.3964444445,50.8214444445,27.3012222222,22.9734444444,11.6014444444,9.20133333333,5.75611111111,38.514,12.8721111111,27.5377777778,15.216
614.61,12.3765555555,50.8324444445,27.2956666667,22.9563333333,11.5805555556,9.18966666667,5.695,38.4588888889,12.8795555556,27.5017777778,15.2097777778
614.94,12.308,50.7658888889,27.2351111111,22.8632222222,11.4774444444,9.11788888889,5.58277777778,38.3785555556,12.8026666667,27.4593333333,15.1286666667
615.28,12.3053333333,50.7017777778,27.2276666667,22.8244444444,11.4476666667,9.10411111111,5.56,38.3492222222,12.7681111111,27.4018888889,15.0726666667
615.61,12.3281111111,50.7038888889,27.2593333333,22.8445555556,11.4758888889,9.10733333333,5.54855555555,38.3805555556,12.7804444445,27.431,15.0935555556
615.95,12.3055555556,50.7013333333,27.2374444444,22.8174444444,11.4611111111,9.06044444445,5.49722222222,38.331,12.7643333333,27.3383333333,15.049
616.28,12.2826666666,50.6307777778,27.2004444445,22.7331111111,11.431,9.02033333333,5.45477777778,38.2521111111,12.7125555555,27.2934444444,15.0154444444
616.61,12.3062222222,50.7035555556,27.2278888889,22.7892222222,11.4362222222,8.99922222222,5.432,38.3015555556,12.7407777778,27.3117777778,15.0662222222
616.95,12.3287777778,50.7371111111,27.2531111111,22.7948888889,11.4421111111,9.00911111111,5.40177777778,38.3635555556,12.757,27.3298888889,15.0976666667
617.28,12.3085555555,50.6636666667,27.2133333333,22.7484444445,11.4242222222,8.96311111111,5.377,38.3028888889,12.7285555556,27.2885555556,15.0362222222
617.62,12.2935555556,50.7046666667,27.2211111111,22.7122222222,11.4347777778,8.93155555556,5.36422222222,38.3158888889,12.7302222222,27.2928888889,15.0348888889
617.95,12.2611111111,50.6675555555,27.1818888889,22.7063333333,11.4194444445,8.91911111111,5.33155555556,38.2542222222,12.709,27.2642222222,14.9913333333
618.28,12.2436666667,50.741,27.1793333333,22.7532222222,11.3833333334,8.86711111111,5.26055555556,38.3511111111,12.6647777778,27.2826666667,14.9512222222
618.62,12.3156666667,50.8185555556,27.255,22.8137777778,11.4947777778,8.90611111111,5.29755555556,38.392,12.7047777778,27.3416666667,15.0071111111
618.95,12.3271111111,50.8567777778,27.2585555556,22.8438888889,11.4915555556,8.902,5.26755555556,38.3837777778,12.7271111111,27.3695555556,15.0407777778
619.28,12.3443333333,50.87,27.2708888889,22.8775555555,11.4971111111,8.89688888889,5.28711111111,38.3986666667,12.7486666666,27.3836666667,15.0384444444
619.62,12.3297777778,50.8363333333,27.2741111111,22.899,11.5072222222,8.907,5.27844444444,38.378,12.7585555556,27.4144444444,15.024
619.95,12.3198888889,50.9267777778,27.3595555556,22.9597777778,11.5395555555,8.90211111111,5.30522222222,38.4126666667,12.8205555555,27.4336666667,15.0482222222
620.28,12.3131111111,50.8864444444,27.3711111111,22.9412222222,11.5587777778,8.94133333333,5.31433333333,38.3958888889,12.8242222222,27.4706666667,15.0431111111
620.62,12.3428888889,50.9497777778,27.3693333333,23.0274444444,11.5965555556,8.95177777778,5.34866666667,38.4317777778,12.8673333333,27.4967777778,15.0691111111
620.95,12.3774444445,51.0202222222,27.4411111111,23.0906666666,11.6344444444,9.00377777778,5.38566666667,38.4742222222,12.9442222222,27.5535555556,15.1412222222
621.28,12.413,51.0388888889,27.5025555556,23.1395555556,11.6586666667,9.05966666667,5.41911111111,38.4776666666,12.9714444444,27.5968888889,15.1684444444
621.62,12.4488888889,51.0104444444,27.5223333333,23.1355555556,11.6827777778,9.07244444444,5.43033333333,38.5095555555,12.9565555556,27.6342222222,15.1995555556
621.95,12.4902222222,50.912,27.5147777778,23.1327777778,11.7432222222,9.10888888889,5.46222222222,38.4856666667,13.0207777778,27.6418888889,15.2366666666
622.28,12.4503333333,50.9392222222,27.5362222222,23.1713333333,11.7265555556,9.13211111111,5.46088888889,38.5547777778,13.0412222222,27.6666666667,15.214
622.62,12.4186666667,50.9791111111,27.5537777778,23.1623333333,11.702,9.148,5.43844444444,38.5991111111,13.0255555556,27.6936666667,15.1997777778
622.95,12.3548888889,50.9463333333,27.5351111111,23.1377777778,11.6973333333,9.14966666667,5.40377777778,38.544,13.0037777778,27.6691111111,15.1967777778
623.28,12.3955555556,51.0276666667,27.5612222222,23.1832222222,11.7168888889,9.183,5.404,38.6111111111,13.0524444445,27.734,15.2598888889
623.62,12.436,51.0438888889,27.5685555555,23.2083333333,11.7297777778,9.21933333333,5.389,38.676,13.0798888889,27.7664444445,15.2812222222
623.95,12.4706666667,51.0513333333,27.5988888889,23.283,11.6953333333,9.21222222223,5.37255555555,38.71,13.1047777778,27.7664444445,15.2808888889
624.28,12.4493333334,51.0385555556,27.6501111111,23.2763333333,11.6611111111,9.20377777778,5.32311111111,38.7055555556,13.0795555556,27.7757777778,15.2825555556
624.62,12.5018888889,51.0381111111,27.6913333333,23.3181111111,11.6937777778,9.23988888888,5.34911111111,38.7563333333,13.1057777778,27.799,15.3361111111
624.95,12.4916666667,51.0553333334,27.6495555556,23.3215555556,11.6792222222,9.21988888888,5.28377777778,38.7503333333,13.0995555555,27.7875555556,15.3386666667
625.28,12.4766666666,51.0828888889,27.6778888889,23.3453333333,11.6316666667,9.19455555555,5.21822222222,38.7744444444,13.1211111111,27.7794444445,15.3303333333
625.61,12.4361111111,51.095,27.6595555556,23.3581111111,11.5953333333,9.17744444446,5.18722222222,38.7571111111,13.0977777778,27.7375555555,15.3107777778
625.95,12.4434444444,51.0554444444,27.614,23.3181111111,11.5614444444,9.15222222223,5.14655555556,38.7128888889,13.0542222222,27.7085555556,15.3095555556
626.28,12.4987777778,51.0624444444,27.6041111111,23.3375555556,11.581,9.14788888888,5.16311111111,38.7156666667,13.056,27.6886666667,15.325
626.61,12.5204444444,51.1088888889,27.599,23.3933333334,11.5934444444,9.14422222223,5.15088888889,38.7633333333,13.0684444444,27.7041111111,15.3246666667
626.94,12.5676666667,51.114,27.6212222222,23.4152222222,11.6326666667,9.18866666668,5.17411111111,38.8123333333,13.1067777778,27.7204444444,15.3497777778
627.28,12.5743333333,51.0197777778,27.5537777778,23.4075555556,11.6185555556,9.18433333334,5.168,38.7527777778,13.074,27.7006666667,15.3675555556
627.61,12.6012222222,51.0045555555,27.5406666667,23.3844444444,11.6804444444,9.22144444444,5.19755555556,38.7352222222,13.0851111111,27.703,15.3705555555
627.94,12.6316666667,50.9944444444,27.5615555555,23.4116666667,11.7218888889,9.24444444443,5.239,38.744,13.1487777778,27.7044444444,15.3997777778
628.27,12.6693333333,51.0418888889,27.5677777778,23.4594444444,11.7664444444,9.28133333335,5.26344444445,38.7561111111,13.1973333334,27.7388888889,15.4386666667
628.61,12.6992222222,51.0871111111,27.6106666667,23.491,11.8091111111,9.327,5.32066666666,38.8281111111,13.2297777778,27.7595555555,15.4862222222
628.94,12.7424444444,51.1196666667,27.6406666667,23.5591111111,11.8876666667,9.39033333332,5.41455555556,38.8696666667,13.2805555556,27.7865555556,15.5453333333
629.27,12.7872222222,51.2112222222,27.7145555556,23.6488888889,11.9205555555,9.4358888889,5.47777777778,38.9404444444,13.3096666666,27.8543333333,15.6042222222
629.60,12.8363333333,51.2732222222,27.8,23.7308888889,11.9813333333,9.514,5.55922222222,39.0024444444,13.3526666667,27.8797777778,15.6645555555
629.94,12.7412222222,51.2233333333,27.7464444445,23.7052222222,11.9205555556,9.45122222222,5.49511111111,38.9627777778,13.2963333333,27.8586666667,15.5781111111
630.27,12.8057777778,51.211,27.7868888889,23.7072222222,11.9582222222,9.49944444444,5.53255555555,38.9756666667,13.3467777778,27.8941111111,15.6263333333
630.60,12.7617777778,51.2156666667,27.8208888889,23.7287777778,11.9711111111,9.47666666667,5.54988888889,38.9162222222,13.3106666667,27.8682222222,15.6026666667
630.93,12.788,51.3792222222,27.9114444444,23.8073333334,12.0108888889,9.51233333332,5.60488888889,39.0073333333,13.3857777778,27.9303333333,15.6211111111
631.26,12.8071111111,51.3948888889,27.9237777778,23.866,11.9868888889,9.50933333332,5.60422222222,38.9874444444,13.4244444445,27.9275555556,15.6444444444
631.60,12.8303333333,51.3575555555,27.9112222222,23.8744444444,11.9776666667,9.53022222223,5.60166666667,38.9876666667,13.4237777778,27.9108888889,15.656
631.93,12.7557777778,51.3076666667,27.8801111111,23.793,11.9057777778,9.46655555557,5.52844444445,38.9277777778,13.3737777778,27.8234444445,15.5666666667
632.26,12.6867777778,51.1463333333,27.8134444444,23.7466666666,11.7911111111,9.3598888889,5.45733333333,38.8194444444,13.3001111111,27.7233333333,15.4638888889
632.59,12.6775555556,51.122,27.7795555555,23.6982222222,11.7848888889,9.31233333333,5.39033333333,38.7623333333,13.2626666667,27.7123333333,15.4087777778
632.92,12.7107777778,51.0852222222,27.8008888889,23.6467777778,11.7736666666,9.29044444446,5.38166666666,38.7318888889,13.2761111111,27.7123333334,15.4201111111
633.26,12.6972222222,51.0753333333,27.7712222222,23.6233333333,11.7511111111,9.23822222221,5.31188888889,38.6812222222,13.2747777778,27.7276666667,15.4147777778
633.59,12.8172222222,51.1523333333,27.9146666667,23.7354444444,11.8732222222,9.35822222223,5.39566666666,38.8004444445,13.4032222222,27.8038888889,15.5848888889
633.92,12.806,51.1737777778,27.9438888889,23.7836666667,11.8595555556,9.343,5.38266666667,38.8122222222,13.3995555556,27.8407777778,15.61
634.25,12.8336666667,51.1582222222,27.8868888889,23.7873333333,11.8062222222,9.35299999999,5.36111111111,38.8023333333,13.4048888889,27.8525555556,15.6342222222
634.58,12.8247777778,51.148,27.9032222222,23.7567777778,11.7985555556,9.33122222221,5.33022222222,38.8175555556,13.3545555556,27.826,15.6454444444
634.91,12.7792222222,51.202,27.9253333333,23.7362222222,11.7747777778,9.29055555557,5.28688888889,38.8625555556,13.2964444444,27.86,15.6841111111
635.25,12.7472222222,51.2721111111,27.8883333334,23.7037777778,11.7796666666,9.23688888889,5.255,38.8428888889,13.2476666667,27.8197777778,15.6501111111
635.58,12.7431111111,51.2481111111,27.9046666667,23.7335555556,11.7947777778,9.29055555555,5.30366666667,38.8198888889,13.2552222222,27.8396666667,15.6804444444
635.91,12.8781111111,51.423,28.0185555555,23.8622222222,11.9478888889,9.43477777778,5.41166666667,38.9461111111,13.3867777778,27.9731111111,15.8425555555
636.24,12.8774444444,51.4991111111,28.0295555556,23.8901111111,11.9095555555,9.439,5.41555555556,39.0103333333,13.4112222222,27.9841111111,15.867
636.57,12.9166666667,51.5421111111,28.0556666667,23.9635555556,11.9956666667,9.5201111111,5.50055555556,39.0467777778,13.4814444444,27.9771111111,15.9264444444
636.90,12.943,51.6073333333,28.1076666667,24.0051111111,12.0033333333,9.57244444443,5.58344444444,39.0701111111,13.5054444445,27.9941111111,15.9612222222
637.23,12.9408888889,51.4774444445,28.0557777778,23.9677777778,12.0001111111,9.58966666666,5.59833333333,38.9421111111,13.4945555556,27.9485555555,15.9414444444
637.56,12.8623333333,51.4294444444,27.9937777778,23.9183333334,11.9302222222,9.56444444444,5.55533333333,38.8596666667,13.4473333333,27.8642222222,15.8603333333
637.90,12.8163333333,51.4341111111,28.0133333333,23.8926666667,11.9356666667,9.54955555554,5.54866666667,38.8698888889,13.4392222222,27.8474444444,15.8675555555
638.23,12.8355555555,51.4191111111,28.0344444445,23.9263333333,11.9624444444,9.60288888889,5.54244444444,38.8512222222,13.4715555556,27.9054444444,15.8806666667
638.56,12.8487777778,51.3246666667,28.001,23.9354444445,12.0026666667,9.66066666667,5.57266666667,38.7894444444,13.4774444445,27.8897777778,15.8262222222
638.89,12.8742222222,51.3584444444,28.0917777778,24.0232222222,11.9963333333,9.74077777778,5.60022222222,38.813,13.4908888889,27.9853333333,15.8842222222
639.22,12.9191111111,51.3896666667,28.0851111111,24.0876666667,12.012,9.69633333334,5.56577777778,38.8492222222,13.4487777778,27.9795555555,15.9012222222
639.55,12.8744444444,51.3245555555,28.0656666667,24.0593333333,12.0053333334,9.65344444444,5.55911111111,38.7603333334,13.4242222222,27.9613333333,15.869
639.88,12.9144444445,51.2918888889,28.0757777778,24.0781111111,12.0747777778,9.70533333333,5.58944444444,38.754,13.4236666667,27.9595555555,15.9072222222
640.21,12.8505555555,51.2412222222,27.9701111111,24.0185555555,11.9628888889,9.60255555556,5.46155555556,38.7206666667,13.3128888889,27.9184444444,15.7996666666
640.54,12.7808888889,51.1835555555,27.8741111111,23.9587777778,11.9008888889,9.49500000001,5.32922222222,38.698,13.236,27.8402222222,15.6937777778
640.87,12.7503333333,51.2427777778,27.8632222222,23.9875555556,11.8763333333,9.41677777777,5.30233333334,38.7368888889,13.1822222222,27.892,15.6602222222
641.20,12.8427777778,51.3645555556,27.8967777778,24.0684444444,11.9701111111,9.502,5.372,38.833,13.2487777778,27.9614444445,15.729
641.53,12.8546666667,51.4015555555,27.8674444444,24.0961111111,11.9817777778,9.4708888889,5.35511111111,38.8164444444,13.1974444444,28.0032222222,15.7016666667
641.87,12.8034444444,51.3431111111,27.785,24.0767777778,11.9641111111,9.43922222223,5.363,38.766,13.174,27.8942222222,15.6405555556
642.20,12.7853333333,51.3628888889,27.8108888889,24.0533333333,11.9552222222,9.42700000001,5.33822222222,38.7948888889,13.1893333333,27.857,15.6111111111
642.53,12.8843333333,51.4992222222,27.8396666667,24.126,12.0806666667,9.475,5.43011111111,38.9225555556,13.2735555556,27.9603333333,15.6657777778
642.86,12.9681111111,51.6313333333,27.949,24.2187777778,12.1578888889,9.57555555555,5.53177777778,39.0407777778,13.3917777778,28.072,15.7658888889
643.19,12.9187777778,51.6165555556,27.8928888889,24.164,12.0388888889,9.51455555554,5.40911111111,39.0006666667,13.3152222222,28.0042222222,15.6986666667
643.52,12.8831111111,51.6592222222,27.8745555556,24.1563333333,11.9577777778,9.45866666667,5.35933333334,38.9561111111,13.3075555555,27.995,15.6581111111
643.85,12.8976666667,51.768,27.9447777778,24.225,12.0113333333,9.52233333334,5.36544444444,39.0023333334,13.3685555556,28.0738888889,15.7353333333
644.18,12.988,51.7871111111,27.9904444444,24.3044444445,12.0881111111,9.63922222221,5.43955555555,39.0271111111,13.4415555556,28.1558888889,15.8476666667
644.51,12.9568888889,51.7618888889,27.9447777778,24.2628888889,12.0127777778,9.62611111111,5.35755555555,38.9914444444,13.4172222222,28.0443333334,15.779
644.84,12.8882222222,51.6608888889,27.9395555556,24.1867777778,11.9222222222,9.54388888889,5.26233333333,38.9146666667,13.3422222222,27.9642222222,15.7324444445
645.17,12.9242222222,51.6841111111,27.9747777778,24.2274444444,11.9473333333,9.60844444446,5.26111111111,38.9332222222,13.3988888889,27.9402222222,15.7612222222
645.50,12.9424444445,51.738,28.058,24.2707777778,11.9345555556,9.60155555557,5.26588888889,39.0092222222,13.4303333333,28.0192222222,15.8058888889
645.83,13.001,51.7547777778,28.0494444444,24.3234444444,11.9804444444,9.61766666666,5.31766666667,39.0083333334,13.466,28.0304444444,15.8476666667
646.16,12.9482222222,51.5965555555,28.0123333333,24.2748888889,11.9142222222,9.56311111111,5.28733333333,38.9001111111,13.4396666667,27.8956666667,15.8152222222
646.49,12.9074444444,51.5374444444,27.9396666667,24.2423333333,11.8451111111,9.5078888889,5.216,38.8205555556,13.4083333333,27.8461111111,15.7896666667
646.82,12.9854444444,51.5981111111,27.9735555556,24.3312222222,11.9644444444,9.60566666668,5.287,38.9113333333,13.4478888889,27.8513333333,15.8306666667
647.15,13.0255555556,51.6195555556,28.0161111111,24.3893333333,12.0312222222,9.65455555555,5.31277777778,38.9238888889,13.5118888889,27.8623333333,15.8483333333
647.48,13.091,51.6003333333,28.1004444444,24.4447777778,12.1123333334,9.69955555555,5.38144444444,38.9808888889,13.5434444444,27.8975555556,15.905
647.81,13.14,51.6143333334,28.1455555555,24.4844444445,12.1572222222,9.73944444445,5.44422222222,39.0314444445,13.59,27.9245555556,15.9292222222
648.14,13.2065555555,51.6915555556,28.2287777778,24.5566666667,12.293,9.82844444443,5.53644444444,39.1036666667,13.6767777778,28.008,16.0482222222
648.47,13.2563333333,51.6844444444,28.2366666667,24.6205555556,12.3795555555,9.88399999999,5.58566666666,39.1265555555,13.712,28.0102222222,16.0837777778
648.80,13.2755555556,51.7063333333,28.2833333333,24.6213333333,12.3893333333,9.87244444443,5.59433333333,39.1588888889,13.7413333333,28.0468888889,16.0874444445
649.13,13.3007777778,51.657,28.2213333333,24.6242222222,12.4171111111,9.86077777779,5.57222222222,39.1001111111,13.7223333333,28.0026666667,16.0904444444
649.46,13.2805555555,51.6721111111,28.2342222222,24.6644444445,12.4095555556,9.86033333335,5.55422222222,39.1605555556,13.7271111111,28.0185555556,16.1117777778
649.79,13.2507777778,51.6965555556,28.2096666667,24.6763333333,12.3595555555,9.83444444443,5.45177777778,39.1491111111,13.6327777778,27.9884444444,16.0297777778
650.11,13.2324444445,51.6821111111,28.1711111111,24.6006666667,12.3397777778,9.81777777777,5.41611111111,39.1212222222,13.5804444445,27.96,15.9458888889
650.44,13.1902222222,51.6828888889,28.1426666667,24.611,12.305,9.74111111112,5.38388888889,39.1176666666,13.561,28.0261111111,15.9455555556
650.77,13.241,51.7078888889,28.2272222222,24.6535555555,12.3395555555,9.80522222223,5.43988888889,39.2363333333,13.592,28.1236666667,16.0472222222
651.10,13.2704444445,51.6746666667,28.1988888889,24.6223333333,12.3831111111,9.8381111111,5.472,39.1894444444,13.613,28.1216666667,16.0377777778
651.43,13.2753333333,51.7054444444,28.2553333333,24.6432222222,12.4383333333,9.8448888889,5.457,39.2262222222,13.6627777778,28.1431111111,16.0776666666
651.76,13.3375555556,51.7824444444,28.313,24.7336666667,12.4852222222,9.92266666668,5.55588888889,39.2908888889,13.725,28.231,16.1348888889
652.09,13.3695555556,51.7962222222,28.3065555555,24.7591111111,12.5604444445,9.94366666667,5.58633333333,39.3344444445,13.7756666667,28.3401111111,16.1824444445
652.42,13.4145555556,51.8,28.3715555555,24.8343333333,12.5846666667,10.002,5.652,39.3783333333,13.7972222222,28.3722222222,16.2263333333
652.75,13.3782222222,51.821,28.401,24.8525555556,12.549,10.0243333334,5.62077777778,39.3992222222,13.8057777778,28.4018888889,16.2083333334
653.08,13.3851111111,51.8194444444,28.4336666667,24.8454444444,12.5287777778,10.0428888889,5.62044444444,39.3354444444,13.7931111111,28.4161111111,16.2491111111
653.41,13.358,51.7916666667,28.3832222222,24.7895555555,12.5186666667,10.0495555555,5.63855555556,39.2781111111,13.8461111111,28.4518888889,16.2712222222
653.74,13.3534444444,51.825,28.3911111111,24.8488888889,12.5003333333,10.0011111111,5.66444444444,39.2865555556,13.8645555556,28.4642222222,16.3117777778
654.06,13.4163333333,51.92,28.4598888889,24.8685555555,12.4954444445,10.094,5.70622222222,39.3221111111,13.921,28.4942222222,16.3457777778
654.39,13.3844444444,51.8356666667,28.3606666667,24.7972222222,12.4406666667,10.0258888889,5.65833333333,39.2036666666,13.802,28.3852222222,16.2883333333
654.72,13.3206666667,51.7625555556,28.3085555556,24.7223333333,12.2946666667,9.90100000001,5.566,39.1116666667,13.7095555556,28.2546666667,16.1934444444
655.05,13.3096666667,51.7571111111,28.3014444444,24.7385555556,12.2466666667,9.91866666669,5.56088888889,39.0931111111,13.6576666667,28.2595555556,16.1895555556
