wavelength,Back_RamDimf,Belly_RamDimf,Breast_RamDimf,Crissum_RamDimf,Crown_RamDimf,DorTail_RamDimf,Patch10_RamDimf,Rump_RamDimf,Throat_RamDimf,WingTip_RamDimf
251.29,6.43833333333,5.41758333333,4.30804166667,5.51708333333,5.08791666667,7.55858333333,6.82583333333,2.84769444444,7.16608333334,12.484375
251.66,5.83225,5.33095833333,3.91325,5.43341666667,4.91591666667,7.621875,6.60308333333,2.86391666667,6.61916666667,11.6645
252.04,4.81875,4.34908333333,2.9345,4.37666666667,4.12233333333,6.581625,5.01779166667,2.28772222222,5.807875,11.2289166667
252.41,3.56191666667,2.848,2.57991666667,3.4475,3.6415,5.936125,4.04116666667,1.76177777778,4.91979166666,10.5764166667
252.79,2.38766666667,0.99275,0.508291666668,1.56025,1.86766666667,4.12516666667,2.93154166667,0.0354999999985,3.646625,8.16775
253.16,1.98075,0.750166666667,0.24025,1.35958333334,1.4415,3.89133333333,3.02979166667,-0.328194444443,2.71333333333,7.424875
253.54,2.56216666667,2.10979166667,2.06854166666,2.82083333333,2.95008333333,4.942375,4.37220833333,0.760277777778,4.27229166667,8.004375
253.91,4.02783333333,2.98491666667,3.14758333333,3.87108333333,4.5465,6.54241666667,5.20970833333,2.14261111111,4.66704166667,8.21283333333
254.28,2.04433333333,1.048375,0.761875,2.34391666667,2.78666666666,5.15633333333,3.7825,0.342833333335,2.43491666666,5.956875
254.66,0.203833333332,-1.21679166667,-1.828625,0.190333333332,0.516583333334,3.119875,1.40679166667,-1.61330555556,1.27095833333,3.52770833333
255.03,0.446166666666,-1.44670833333,-2.17341666667,1.09375,1.06491666667,4.051625,0.805833333334,-0.988277777778,1.58329166667,3.49733333333
255.41,-0.714249999999,-3.058,-3.06545833333,-1.47325,-0.714166666665,2.507375,-1.30208333333,-2.75788888889,-0.557958333334,1.29466666666
255.78,-1.16883333333,-3.52904166667,-2.89158333333,-1.50275,-1.25983333333,1.40408333334,-0.751333333333,-3.13702777778,-0.531291666668,0.675666666667
