wavelength,Back_RamDimf,Belly_RamDimf,Breast_RamDimf,Crissum_RamDimf,Crown_RamDimf,DorTail_RamDimf,Patch10_RamDimf,Rump_RamDimf,Throat_RamDimf,WingTip_RamDimf
178.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178.78,42.3611666667,86.4582916667,69.0971666667,54.8611666666,52.0834166667,34.3750416666,52.083375,59.4907500001,65.9721666667,12.152875
179.16,-41.6666666668,54.1666666667,-55.8333333333,-51.6666666667,-118.333333333,-49.9999999999,-74.1666666667,-51.6666666667,-99.1666666667,-55.0
179.54,49.9999166667,101.38875,206.944291667,16.66675,30.5555,169.444541667,43.0554583335,32.407388889,1.38875,59.7223333335
179.93,51.51525,15.5304583333,65.909125,62.1211666667,68.18175,85.6060833335,71.969625,39.1415,52.2727916666,79.9243750001
180.31,-1941.66666667,808.333333333,-2237.5,-1716.66666667,-3850.0,-2891.66666667,-2137.5,-1933.33333333,-1700.0,-4062.5
180.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181.07,80.5555000001,-53.9683333333,115.476166667,74.2064166666,204.762,152.1825,93.6508333335,87.0369722223,77.1824999998,160.714083333
181.45,78.2258333333,-4.569875,93.5483749999,62.9034166665,142.473166667,130.241875,77.6881666666,75.4481111111,58.3332916667,138.440916666
181.83,75.8620833334,-15.6610833333,111.206833333,52.8736666668,141.666666667,146.408125,86.3507499999,56.5132777778,44.971125,137.930958333
182.21,186.458333333,-185.9375,241.145833334,69.7916666666,381.25,390.104166668,134.375,116.666666667,63.5416666668,407.8125
182.59,41.6666666666,867.708333333,-85.4166666665,218.75,-414.583333333,-296.875000001,110.416666667,174.305555556,208.333333333,-151.041666667
182.97,512.500000001,2293.75,145.833333333,541.666666666,-308.333333333,-208.333333335,454.166666668,809.722222223,818.750000001,562.500000001
183.35,108.928583333,342.5595,59.2260833332,122.023916666,-10.7140833334,8.6310416665,104.761958333,157.142944444,158.333416667,144.047583333
183.73,-116.666666667,1931.25,-141.666666666,341.666666667,-541.666666666,-537.5,164.583333332,311.11111111,433.333333333,502.083333332
184.11,43.4523333333,344.940416667,69.3450833333,113.095166667,22.6191666666,-2.6785416665,123.511833333,140.079416667,136.904791667,166.666708333
184.49,51.923,188.782,54.8075833333,80.4488333333,49.6795,24.6796666665,82.5322083334,95.5128888888,90.5448333333,119.711583333
184.87,60.81075,150.225125,60.4729583333,84.6846666667,57.8829166666,45.608125,71.6217083334,81.6067222222,79.1665416667,114.865
185.25,36.41025,86.410375,34.2307083333,54.1026666667,46.1538333333,38.589875,49.55125,50.7264722223,39.0385,75.7691666667
185.63,50.9493333333,86.7615833333,46.0970416667,58.3334166667,56.32925,51.21325,63.976875,63.5371944444,49.84175,84.546375
186.01,54.7763333333,84.5528333333,50.8130416667,59.756,61.99175,56.1483333334,69.4107083334,61.8901388889,57.6727916666,85.365875
186.39,61.68575,75.4310416667,48.0845,62.1646666666,67.3371666667,58.0939166667,70.7854583333,60.5364166666,59.6743333333,91.1397499999
186.77,49.3985833333,61.38325,41.8815,56.2715,62.3710833333,47.336625,59.1494166667,50.05725,51.8471666667,74.0550416666
187.15,47.247,59.114375,42.6339583333,60.6396666667,61.6071666667,46.9122916667,58.6681666667,44.2211666666,49.1815416667,70.3869166667
187.53,44.48925,56.317375,40.9612083334,59.27425,62.0295,45.5981666667,57.6276666667,43.5260555556,46.9758333334,71.2363749999
187.91,52.9535833333,57.3840833333,47.3365416667,59.0715833333,62.5000833334,51.9515,61.181625,49.5604722222,52.4787916667,69.5149583333
188.29,52.7943333333,55.813375,43.9122083333,57.1856666667,61.0778333333,53.2683333334,54.5159166667,44.9103055555,49.0269166667,66.6666666667
188.67,55.368,53.3742916667,44.631875,60.8384166667,61.6053333333,56.3650833334,58.3077083333,45.5862222222,49.897875,67.9447916667
189.05,52.6584166667,50.0000833333,41.8711666667,59.2024166667,63.2411666667,55.086875,61.0173333333,44.7341388889,50.3067916667,65.1583333334
189.43,57.9445,54.8887916667,48.111125,65.9444166666,68.5,61.1943333333,65.9166666667,47.2406944444,56.861125,65.8610833333
189.81,58.91725,55.8385416667,48.11575,67.3568333333,69.3735833333,62.8715833333,65.02125,45.0281944445,57.3512916666,64.4373333333
190.19,54.8056666667,50.6903333333,43.5838333333,64.0593333333,64.4170833334,58.0777083333,61.554125,41.6838055555,50.4599583334,60.6339166667
190.57,58.1808333333,57.444125,51.854625,69.91875,69.4105,65.3963333333,65.3202083333,48.2555,55.10675,65.8534583333
190.95,59.0774166666,56.7707083333,51.165875,70.0398333333,68.9485,64.707375,63.243875,49.0906111111,56.150875,64.8312083333
191.33,60.808,54.21725,51.8685833334,69.1918333333,68.8888333334,64.2677083333,64.267875,49.6463611111,53.8635833333,61.5655833333
191.71,66.8675833333,56.6765833333,59.1365416667,73.5441666667,74.4479166667,70.306125,68.875375,55.7061666667,58.76,64.081125
192.09,71.32675,58.306,63.294875,79.7148333334,80.0985833334,74.8082083333,74.9451666666,60.3070277778,63.6239583333,68.17425
192.47,68.415,54.07925,63.0535416667,77.7971666667,78.7296666666,74.009125,78.8172083334,59.9067222222,62.5582916667,65.8217916667
192.85,69.13575,57.6235,67.0062083334,78.4566666666,83.0245833333,76.7284583334,80.4629166666,64.4032777777,63.8581666667,69.2592083333
193.23,66.0618333333,53.4945833333,63.2729166666,73.992,80.6451666666,73.8912083333,73.0510416666,60.9766944444,57.8294583334,66.7675
193.61,65.5243333334,49.361375,58.9382083333,67.5403333333,79.5026666668,68.1115,70.8334166667,60.1926666667,54.502625,63.34
193.99,68.9395,50.49225,62.9165,73.9393333333,82.9544999999,70.4545416667,74.735,62.9040833334,54.6590416667,70.7953333334
194.37,75.1938333332,53.537,69.3314583333,83.1394999999,94.0891666666,78.63375,83.6726666667,66.6666666667,57.8488333333,79.6995416667
194.75,60.0528333333,29.232875,48.1482083333,76.7195833334,90.2115833332,60.5819583333,72.5529166666,48.4568611111,38.7567916667,65.6745
195.13,63.11475,34.8359583333,55.327875,89.6175000001,96.7214166667,67.9644583333,86.4754583334,48.3151388889,37.704875,72.7458749999
195.51,60.0000000001,31.25,49.8333333333,103.666666667,101.833333333,81.0,89.25,50.4999999999,45.4166666667,80.8333333332
195.89,40.2776666666,-3.24075,20.3703333333,101.851833333,91.8981666667,66.550875,74.42125,14.04325,6.82854166668,68.1713750001
196.27,23.7745,-22.0586666667,6.740375,89.9509166667,90.93125,56.1275833333,56.6175416665,-11.6830555556,-13.235125,64.4609166666
196.65,77.77775,-26.7360833333,39.757,154.514,161.11125,88.7151666666,114.409916667,8.3331666666,15.7985416667,104.513958333
197.03,78.5714166666,7.837375,55.0594583333,129.563416667,132.341416667,92.2620833334,103.869041667,32.3413055556,41.368875,101.190416667
197.40,100.833333333,24.7916666667,73.6458333333,152.5,155.0,113.4375,135.625,52.9861111112,55.1041666667,122.083333333
197.78,91.4930833332,28.732625,78.211875,148.784833333,137.847083333,113.54175,120.225666667,52.4303888888,64.0625416667,117.274416667
198.16,91.2281666666,29.16675,74.0497083333,135.380083333,131.432583333,107.0175,110.307,56.8225277778,63.377125,109.722291667
198.54,105.084916667,40.8895833333,89.6892499999,142.65525,148.870083333,118.502708333,129.590166667,68.9736944445,76.2004166667,124.788166667
198.92,103.787833333,40.8459583333,84.9747083333,130.176833333,138.257583333,122.222125,124.684333333,67.2559166668,76.3890833333,122.85375
199.30,119.391166667,30.04825,85.6569166667,138.94225,156.570666667,132.131541666,138.141041667,71.0470833333,89.0224166667,132.532041667
199.68,103.7735,13.0502916667,73.191875,125.943333333,154.55975,115.094375,137.893166667,64.8322222223,75.4715416667,112.500083333
200.06,97.2222499999,8.25629166668,77.2377083332,119.135833334,157.716,105.401083333,131.018375,66.6665555556,86.3425,106.481416667
200.44,123.98375,-0.304916666675,100.10175,149.593416667,207.52025,118.0895,168.495958333,76.5582500001,106.300791667,123.47575
200.82,76.5626666666,-17.100625,63.8889166667,112.673583333,159.722083333,82.9860833333,118.142166667,42.3031944443,69.705,89.062625
201.19,83.8095,-38.2144583333,63.0952083334,131.428583333,193.571333334,97.9764166667,138.571375,29.6032777777,67.6190416668,86.0715833333
201.57,62.8204999999,-16.6667083333,59.6954166667,107.85275,144.87175,79.4070416667,102.724458333,34.4017777777,56.4904166667,66.6665
201.95,56.3724166667,-37.581625,42.8103333333,89.7059166665,133.986916667,70.915,99.9182499999,22.8756111111,35.7025,52.0425
202.33,22.0833333332,-183.333333333,-7.70833333335,128.75,233.75,81.6666666666,150.625,-50.0,-22.7083333332,25.4166666667
202.71,13.2715833334,-122.685208333,-16.0495000001,100.308666667,164.197583333,76.0803749999,99.0739583335,-33.2303611111,-20.5246249999,8.79633333332
203.09,12.5001666665,-261.011833333,-67.5595416667,148.809416666,254.166666667,94.9403333332,133.333333333,-91.0714166668,-75.2975416665,-30.6547916667
203.47,-387.5,-2189.58333333,-906.25,612.5,1045.83333333,233.333333333,397.916666665,-1030.55555555,-1160.41666667,-581.25
203.85,80.6818333334,232.765166667,127.083458333,-8.71225000008,-19.3184166667,48.4849583334,35.2270416667,165.782638889,157.007708333,83.5227083333
204.22,52.2221666667,160.6945,113.611083333,-5.27774999992,-2.77783333333,29.9999999998,13.0555416667,128.055555555,116.249916667,68.7500416667
204.60,72.4139166667,196.264166667,152.442625,20.68975,41.9539166667,41.8102916667,29.3101250001,143.774027778,148.13225,92.8160416667
204.98,53.1864166668,160.416541667,132.598166666,28.6765000001,39.7058333333,29.2892499999,24.264875,117.483833333,129.166625,76.7159166667
205.36,63.5416666667,139.40975,124.218791667,48.95825,61.8055833333,51.9964583333,42.3612083334,104.455972222,114.670041667,75.1736666667
205.74,65.238,122.26175,113.154791667,61.7856666667,71.6666666667,61.7857083334,54.1072916667,99.5238055558,93.3334583334,75.2381666667
206.12,68.4738333333,107.178708333,100.903625,60.4418333333,69.4779166667,65.311375,59.2369166667,93.3398333334,80.873375,71.3353333333
206.50,76.01625,118.750125,105.487833333,71.9512499999,76.82925,75.4573333333,67.4796666666,101.964611111,83.9940000002,80.081375
206.87,72.6189166666,110.544166667,93.96275,71.4286666666,72.364,74.0221666667,65.7312083333,95.4650277777,81.7599999999,76.870625
207.25,75.3875833333,112.403125,92.2965,72.2867499999,65.5038333333,72.7229166667,59.6899583334,99.3863055556,79.5057916667,69.9129166667
207.63,81.25,121.145833333,99.84375,79.4791666668,65.5208333334,77.1354166667,60.8854166667,109.479166667,82.0312499998,77.8125
208.01,89.1790833334,136.194083333,109.328416667,94.0297500002,65.0498333334,82.276,70.8954166668,119.651666667,91.0449166666,82.2139166667
208.39,91.8583333333,125.910041667,104.597625,94.3485833333,71.3601666666,80.89075,82.136125,106.864666667,96.1684999999,82.4235416666
208.77,94.0196666668,126.862625,102.941083333,96.6666666667,71.1765833334,80.5885,87.2059583333,105.490111111,98.7255416668,83.7255416667
209.14,87.9926666667,118.503541667,94.3995833333,85.5734999998,69.0860833333,78.6738333333,85.0356249999,99.0741388889,93.1898749999,78.315375
209.52,83.0703333333,113.596291667,87.4562083333,81.8422500001,65.87725,80.0878333334,85.8333333334,95.409388889,86.4035416667,76.0966666666
209.90,84.827,113.050458333,87.2642083333,85.3773333333,67.6101666667,79.913625,84.6699166666,93.6581944444,91.7453333335,84.3555416667
210.28,85.7758333334,114.403916667,91.4870833333,88.5776666668,71.98275,81.7527916667,87.5719166667,94.8754166667,96.7671249998,84.5905416667
210.66,86.4173333333,114.468666667,89.3372083333,89.5012499999,76.7060833333,81.8242083333,88.9434999999,94.5756388889,96.8830833332,90.6822916666
211.03,98.5675833334,126.432208333,100.358,99.5441666666,93.4244166667,95.5401249999,99.674375,103.12475,108.691208333,102.604041666
211.41,100.32875,126.5625,101.672083333,97.8619166665,100.4385,98.1360416667,103.234791667,102.101611111,110.334458333,107.017458334
211.79,104.47425,130.956541667,105.872458333,104.306666667,104.026916667,100.084041667,107.298791667,104.679166667,115.911458333,112.807541667
212.17,100.474666667,125.817583333,101.898666667,100.369083333,103.481083333,96.8882499999,100.817416667,100.6505,113.791916667,107.700375
212.55,104.223583333,129.623416667,104.93725,101.655416667,108.276166667,101.712291667,100.913125,105.70775,117.465791667,110.844791667
212.92,109.395916667,129.250666667,111.017916666,103.6355,111.409416667,103.159875,105.984541667,109.377361111,119.574833333,112.723583334
213.30,113.851333333,134.684791667,117.877333333,109.234333333,117.060666667,106.644041667,110.979708333,114.99625,126.914333333,120.016875
213.68,121.654916667,142.194791667,123.122083334,114.436583333,120.657166667,112.441541667,114.612666667,120.852972222,133.127958334,125.146791666
214.06,119.1425,138.1945,124.245166667,113.647333333,123.55075,116.0325,117.240416667,123.9535,134.631666666,119.686041667
214.44,125.067666667,143.191041667,130.657083333,118.902416667,130.962083334,120.83325,122.39175,130.555611111,140.345666667,124.728916667
214.81,140.109083333,157.865916667,149.571625,132.0095,143.925166667,132.983041667,135.1245,145.301083334,156.503208333,130.0625
215.19,127.753083333,144.345208333,138.467166667,118.526666667,123.8095,117.59675,122.842333333,133.110055555,135.453833333,115.40175
215.57,137.411333333,153.90075,152.039083333,125.531833333,129.609916666,125.664833333,129.565583333,143.823944445,146.498208334,121.320916666
215.95,122.986,134.548541667,130.555708333,109.305583333,116.59725,118.437416667,112.187583333,128.564861111,128.749916666,104.270791667
216.32,124.999916667,139.548583333,131.388916666,111.180666667,113.749916666,116.0765,114.374833333,133.726861111,125.173666666,109.201375
216.70,141.037666667,159.630458333,149.488791667,127.3585,127.279916667,134.0015,130.306458333,155.293472222,141.037708333,124.4105
217.08,132.132916667,150.141041667,136.40525,121.469083333,116.525333334,128.743,119.491666667,146.986611111,133.050833333,116.136916667
217.46,124.558166667,137.058083333,126.199458333,116.224666667,110.606083334,122.601208333,110.069416667,139.667527778,126.104916667,106.912916667
217.83,123.501166666,132.583875,122.781833333,115.7075,109.2925,120.024083333,109.082666667,134.892,127.128416667,106.055333333
218.21,137.2,148.433333333,133.033333333,130.133333333,117.333333334,133.9,120.2,145.133333333,136.966666667,118.7
218.59,132.862916666,152.251458333,130.006708333,129.771583333,114.045583333,135.215,119.825458333,142.137111111,134.912583333,118.145083333
218.97,128.520083333,150.466958333,126.005791667,125.14375,113.5775,133.333541667,118.965416667,140.613083333,135.5245,120.438166666
219.34,149.566,172.439208333,150.086708333,149.826416667,138.80225,159.722,142.100833333,165.8275,167.795208333,141.926916667
219.72,153.426,179.490791667,152.037083333,154.907416666,140.925916667,170.879666666,144.213083334,168.580388889,173.287083333,146.89825
220.10,180.514666667,210.11025,177.021916667,183.946,157.965583334,195.220583333,181.066125,197.834944444,201.654458334,169.240375
220.47,234.629833333,277.870375,238.611083334,248.518416667,209.444583333,267.5925,241.574083333,256.049361111,275.092416667,228.333333334
220.85,164.201833334,186.737125,167.312208333,174.2955,150.000083333,186.38525,164.025833334,175.430388889,191.373208334,160.152791667
221.23,170.370416667,199.14025,179.365166667,182.9365,162.169166667,195.039416666,173.148041667,184.744166667,199.471208333,174.603291667
221.61,200.640916667,238.541583333,215.144208333,212.5,188.140916667,235.176375,212.179416667,211.912361111,222.1155,212.58025
221.98,238.75975,293.410666667,266.472875,263.566,230.620083333,287.8875,265.600958333,265.374472222,269.379666666,265.213166667
222.36,285.606,345.959375,322.853583333,291.1615,272.72725,336.237583333,316.1615,332.154694445,321.212083334,323.863833333
222.74,246.825416667,266.865041667,265.674708333,242.261916667,228.373083333,280.357291667,259.325416667,279.827972222,269.841375,269.246
223.11,238.0435,248.459958333,247.463791667,231.52175,206.52175,265.398583333,238.315333333,255.434916667,245.924083333,248.097958333
223.49,247.916666667,252.841,253.314375,248.484833333,211.363583334,287.5,254.82975,266.47725,254.072125,266.00375
223.87,290.509333333,289.583208333,306.481458333,300.926166667,251.157416667,320.948958334,314.004625,320.447472222,306.365833333,319.90725
224.24,330.0505,342.676708333,353.535333333,341.919166667,294.697,370.95975,355.050541667,372.811333333,353.282916667,373.232458333
224.62,263.368,261.632,274.826333333,263.368166667,245.833333333,290.104041667,276.996583333,289.178277778,277.777875,279.427208334
225.00,315.952416667,309.404875,338.6905,327.618916667,300.238083333,348.809625,359.762,351.190444445,337.142833333,350.000208333
225.38,373.055666667,363.611083333,395.694541667,386.388833333,360.833333333,415.277791667,422.083333333,413.796166667,405.27775,398.750083333
225.75,265.1515,257.1025,278.8825,285.984916667,263.825666667,291.003708333,301.609958333,291.540416667,305.302916666,280.965791667
226.13,235.204,221.343375,249.914958333,254.59175,233.163333333,256.802875,263.265291667,251.757583333,267.857166667,237.07475
226.51,173.8095,168.01925,187.7705,192.20775,173.593083334,180.032416667,187.824666667,178.318916667,195.616875,164.826791667
226.88,156.389,158.101833333,173.148125,176.481416667,162.407583333,163.379791667,167.129666667,160.246916666,183.10175,152.500083333
227.26,184.018333333,184.132375,208.390291667,212.32875,195.890333333,196.632291667,198.516083333,192.541833333,222.146083333,178.082166667
227.64,197.70525,205.616,227.959125,224.758583333,211.835583333,206.9445,207.487875,205.917916667,238.405875,182.789958333
228.01,211.567166666,213.557083333,240.795916667,236.069583333,217.537333333,221.019916667,212.56225,215.837388889,246.455083333,183.457791667
228.39,232.936416667,228.505333333,261.706458333,254.894083333,237.962916667,237.103125,228.637625,236.640222222,268.915375,198.611
228.76,214.713833333,213.80225,251.758083333,238.281583333,221.224166667,214.5185,208.20325,221.484583333,256.706,194.922083333
229.14,263.05025,268.868,299.606958334,283.805,268.5535,257.783,240.2515,266.61425,318.789333333,230.188625
229.52,337.083333333,334.895833333,387.291666667,356.458333333,333.125,324.270833333,308.333333334,334.305555556,394.583333333,293.4375
229.89,1278.70375,1312.03695833,1476.38904167,1308.33325,1187.03683333,1237.037125,1120.83333333,1228.08647222,1426.85183334,1049.537125
230.27,-2614.58333333,-2690.625,-2963.54166667,-2597.91666667,-2385.41666666,-2513.54166667,-2264.58333333,-2517.36111111,-2877.08333333,-2189.58333333
230.65,-378.333333333,-391.166666667,-414.333333334,-366.666666666,-342.0,-362.0,-339.333333333,-362.666666666,-417.0,-306.666666667
231.02,-182.986083333,-190.885458333,-197.135458333,-165.798583333,-157.465166667,-165.104083334,-163.454916667,-166.666583334,-185.330125,-136.284875
231.40,-247.857083333,-271.547625,-274.523875,-227.14275,-216.1905,-218.452375,-212.738458333,-236.031833334,-246.785708333,-190.595291667
231.78,-156.883916667,-180.7065,-177.717375,-142.753666667,-136.05075,-127.898583333,-132.337083333,-155.434861111,-152.626708333,-124.637666667
232.15,-172.420583333,-214.682708333,-206.150708334,-164.6825,-164.6825,-149.999958333,-153.273875,-179.695833333,-174.504,-156.150833333
232.53,-109.626333333,-150.574666667,-136.422458333,-108.189833333,-102.729833333,-96.9827083333,-100.502791667,-113.601527778,-120.114708333,-103.232625
232.90,-79.8888333334,-114.833416667,-96.611125,-80.6666666666,-70.8889166667,-70.7776666667,-74.8335416666,-82.7036944444,-84.2778333333,-67.8332083335
233.28,-70.3373333332,-105.456333333,-88.0950416667,-74.7024166666,-62.9959166666,-65.624875,-69.6427916666,-78.3397777778,-71.2797916667,-65.525875
233.66,-49.91325,-83.4201666667,-62.8907083333,-59.375,-48.09025,-47.17875,-55.1214166667,-58.3333333333,-51.8228333333,-48.828125
234.03,-45.4891666667,-74.4265416667,-61.429625,-56.11625,-51.9876666667,-43.616125,-51.98775,-57.3394166667,-51.299625,-47.018375
234.41,-53.4591666666,-89.583375,-74.4103333333,-67.0598333333,-68.0030833333,-52.7515416667,-62.4607083333,-68.6583333333,-61.3993333333,-56.8395416667
234.78,-48.6955833334,-81.377,-68.731875,-67.2464166667,-65.2173333333,-49.5289166667,-56.268125,-65.8214166666,-57.5000833333,-55.1811666667
235.16,-33.3984166667,-56.412625,-49.1537083334,-47.7866666667,-49.73975,-33.6263333333,-41.0809166666,-50.5208611111,-44.042875,-39.2905833333
235.54,-20.5415,-36.757,-30.8387916666,-31.79425,-33.49275,-21.76225,-28.184625,-31.971,-27.999,-22.08075
235.91,-17.7711666667,-30.2709583333,-24.8493333333,-28.41375,-29.769,-19.9800416667,-24.0964583334,-29.5682222222,-23.4690416667,-19.101375
236.29,-20.4195833333,-29.8565416667,-24.4480416666,-30.57375,-33.6093333333,-22.157875,-28.14575,-32.9654444444,-24.4207083333,-21.937125
236.66,-20.8333333333,-30.1282916667,-27.5640833333,-33.6539166666,-41.0896666667,-27.307625,-31.089875,-36.7521111111,-21.3782083333,-21.9871666667
237.04,-14.35175,-18.1711666667,-16.984875,-21.0649166667,-30.3820833333,-18.0845,-20.8912083333,-24.0740555556,-13.657375,-7.55199999999
237.41,1.10433333333,1.907625,-2.15866666667,-2.91158333335,-11.5964166667,-0.953875000018,-1.63162499999,-6.09097222222,3.33833333333,12.1235833333
237.79,-3.76858333334,-2.57429166667,-7.35133333333,-8.17400000001,-15.3396666667,-5.89166666666,-2.49454166667,-10.43875,-4.75041666667,9.47437499999
238.17,-1.91083333333,3.21120833333,-1.30049999999,-3.7155,-10.24425,-0.424833333318,1.30041666668,-4.91869444445,0.106166666675,15.6051666667
238.54,-1.87374999999,6.95266666667,1.84904166667,-2.16941666667,-5.37458333332,1.45475,5.32554166667,-1.36444444444,0.394333333342,18.6637083333
238.92,5.33508333333,13.2275416667,7.27516666666,6.17291666668,1.63141666667,6.10670833332,10.8464166667,6.02588888889,4.76212499999,23.479
239.29,2.81858333334,9.15033333333,4.79987500001,2.0015,0.857916666666,3.00254166668,11.1314583333,2.94119444444,4.94287500001,21.1600416667
239.67,1.87791666666,8.15733333333,3.61875000001,1.33033333333,-0.391250000001,3.99062499998,10.2894583333,0.821638888883,3.69704166668,19.209875
240.04,-3.80508333333,3.367625,-2.14962499999,-3.80499999999,-5.55549999999,-0.589833333342,4.261875,-3.72905555556,-3.00595833333,14.9353333333
240.42,2.86183333333,7.51966666667,4.91020833332,3.22666666667,2.91791666667,5.23295833334,10.7462916667,2.89936111111,4.30695833333,18.9675
240.79,1.48625,6.72508333333,4.41029166666,2.21733333333,3.07008333333,5.48254166666,10.0267916667,2.50983333333,1.90062500001,15.631125
241.17,3.85816666667,8.13475,5.05945833334,3.37291666667,4.34291666667,6.74612500001,10.9125416667,2.60872222222,3.72545833334,14.2968333333
241.54,1.13633333334,4.07191666667,2.29370833334,-0.189500000007,1.32583333334,3.87212500001,6.50241666667,-0.65936111111,1.12591666667,9.53275
241.92,1.89916666667,4.97070833333,2.441875,1.89924999999,1.39533333333,3.16866666667,6.22083333333,0.174361111111,2.25770833334,10.3198333333
242.29,1.40741666667,3.101875,1.13895833333,1.0925,0.851749999998,3.09275,5.305375,-0.975250000001,2.78704166667,9.194375
242.67,3.64583333333,3.81945833333,2.014,3.28125,2.36108333333,4.90454166666,6.15441666667,0.405138888889,5.24316666668,9.71354166667
243.05,3.27925,3.169375,2.299,3.17775000001,2.38341666667,5.1555,5.32445833333,0.811277777777,5.75541666667,9.58429166667
243.42,2.91583333333,2.7005,1.70629166667,3.41283333334,2.41866666667,5.08616666667,4.034125,0.524527777777,4.35724999999,8.16770833333
243.80,3.30083333333,2.27341666667,1.36729166667,4.14241666667,2.961,6.24587499999,3.63241666667,1.01408333333,4.28795833333,7.896375
244.17,4.13491666667,2.55870833333,1.52083333333,4.51533333333,3.37458333333,6.685625,3.21616666666,1.27277777778,4.30937499999,7.24816666667
244.55,3.50866666666,2.42845833333,0.487208333333,3.11891666666,1.73808333333,6.69270833334,1.827375,0.958472222222,3.14320833333,5.80716666667
244.92,4.84466666666,3.49633333333,2.05675,4.2655,1.95008333334,7.27454166667,3.29833333333,2.22419444445,4.12845833333,7.72391666667
245.30,3.80958333333,2.640125,1.50570833333,2.70308333333,0.966500000001,5.81229166667,1.764875,1.65261111111,3.48025000001,7.339
245.67,4.88575,3.94958333333,2.18866666667,3.62116666667,2.07091666667,6.44820833334,3.24920833333,2.73644444444,3.91237500001,8.99066666666
246.05,5.10941666667,3.51970833333,1.968875,2.93391666667,2.23116666667,7.42958333333,3.09566666667,2.32044444445,3.90995833333,8.58995833333
246.42,6.22775,4.87854166667,3.04475,3.81566666666,3.11383333333,8.03666666667,3.59333333333,3.00516666667,4.19141666667,9.30204166666
246.79,5.6505,5.12675,2.82970833333,3.39008333333,2.56341666667,7.81416666666,3.20658333333,2.48675,3.72104166667,9.160125
247.17,6.02841666667,5.72445833333,2.90020833333,3.9175,2.82833333333,7.9405,4.17504166666,2.50194444444,4.42420833333,9.392875
247.54,6.26425,5.53695833333,2.65133333333,3.76658333333,2.53816666667,7.89270833333,3.98904166667,2.29016666667,4.78516666667,10.0389583333
247.92,5.79983333334,5.31270833333,2.59595833334,3.07908333333,2.0035,6.88341666667,4.0225,1.79802777778,4.658,9.82233333333
248.29,6.79283333333,6.2405,3.29504166667,4.06525,3.1185,7.72475,5.970125,2.75275,6.08270833333,11.249
248.67,6.66358333333,6.07758333333,3.34308333333,4.55625,3.48775,7.96233333333,5.77691666667,2.99538888889,6.03308333334,11.8172083333
249.04,7.226,6.46025,3.63620833333,4.73166666666,4.42841666667,8.45458333334,6.04716666667,3.41997222222,7.23366666667,11.82875
249.42,7.14383333333,5.54329166667,2.83766666667,4.45408333333,3.95108333333,7.82641666666,5.68716666667,2.86813888889,6.64491666667,11.2907083333
249.79,6.0435,4.32845833333,2.383375,3.72841666667,3.04733333334,7.00529166667,4.44329166667,1.86133333333,6.09470833333,10.640125
250.17,6.62183333333,5.08954166667,3.14058333333,4.35483333333,3.79941666667,7.50904166667,5.09433333334,2.40147222222,6.76070833333,11.4157083333
250.54,6.19958333334,4.74345833333,3.31595833333,4.5175,3.86391666667,7.333875,5.38258333333,2.30997222222,6.06979166667,11.3560833333
250.92,6.49908333333,5.29558333333,3.93983333333,4.88166666667,4.17158333333,7.07104166667,6.28695833333,2.60344444444,6.47929166667,11.8393333333
