wavelength,Back_PooCinf,Belly_PooCinf,Breast_PooCinf,Crissum_PooCinf,Crown_PooCinf,DorTail_PooCinf,Patch10_PooCinf,Rump_PooCinf,Throat_PooCinf,WingTip_PooCinf
548.27,12.6670333333,49.244,49.3797,45.1824666667,7.9856,7.03066666667,39.77,16.4471111111,51.4261833333,7.53453333333
548.61,12.6839777778,49.3050333333,49.4516333333,45.2232,8.00519999999,7.0294,39.7929333333,16.4557111111,51.4789166667,7.5462
548.95,12.666,49.3372,49.4865666667,45.2606666667,8.00553333333,7.02846666667,39.82,16.4431111111,51.5354166667,7.522
549.29,12.6791333333,49.4116,49.5660666667,45.3346,7.99993333334,7.04033333333,39.8829333333,16.4656666667,51.6044916667,7.52973333333
549.64,12.6932666666,49.4147,49.5821666667,45.3544,8.00953333333,7.03500000001,39.8593333334,16.4664444444,51.6065833333,7.54606666667
549.98,12.7065444444,49.4618,49.6164666667,45.3874666667,8.01666666667,7.05133333333,39.8821333333,16.4755111111,51.6586,7.55546666667
550.32,12.6664888889,49.4233666667,49.5638666667,45.3454666667,7.99493333333,7.01666666667,39.8531333333,16.4456222222,51.5886,7.5272
550.66,12.6654222222,49.4548333333,49.6095,45.3992666666,7.97606666667,7.01299999999,39.8808,16.4441333333,51.6466416667,7.52153333333
551.01,12.7148222222,49.5594666667,49.7319333333,45.5436,8.02240000001,7.05993333334,39.9728666667,16.5147777778,51.7517083333,7.57946666667
551.35,12.7663666667,49.6317666667,49.803,45.5918666667,8.08139999999,7.11879999999,40.0282,16.5609111111,51.802475,7.62273333333
551.69,12.7779666667,49.6165,49.7998,45.6032,8.09826666667,7.12926666666,40.0231333333,16.5413333333,51.8043666667,7.62506666667
552.03,12.8167666667,49.7372333333,49.9018333333,45.6884666667,8.1166,7.17173333333,40.0902666667,16.5848222222,51.8888333333,7.6616
552.38,12.8062666667,49.763,49.9187666667,45.6881333333,8.13566666667,7.18533333333,40.139,16.5995555555,51.8925166667,7.6712
552.72,12.8409888889,49.8210666667,49.9871,45.7368,8.1586,7.1966,40.1958666667,16.6267333333,51.9324666666,7.71453333333
553.06,12.8423,49.7904333333,49.9405666667,45.7247333333,8.16239999999,7.19513333333,40.1570666667,16.6113777778,51.8883166667,7.717
553.40,12.8422111111,49.8541333333,49.9828333333,45.7489333333,8.1754,7.21466666667,40.1959333333,16.6152,51.9354333333,7.7376
553.74,12.8147333334,49.8759666667,50.0160333333,45.7667333333,8.14993333334,7.19013333333,40.1922666667,16.5993555555,51.9299083333,7.72633333333
554.09,12.8314888889,49.9587,50.1136666667,45.8364,8.15573333334,7.20593333334,40.2327333333,16.6160666667,52.0233916667,7.73673333333
554.43,12.8325888889,49.9580666667,50.1321666667,45.8369333333,8.16366666667,7.19700000001,40.2139333333,16.6068888889,52.0083416666,7.73933333333
554.77,12.8048,49.9760666667,50.1256333333,45.7926666667,8.13726666667,7.16233333333,40.1798666667,16.5661777778,51.9917833333,7.71166666667
555.11,12.7777222222,49.9963,50.1332,45.8266,8.10713333333,7.12380000001,40.1744,16.5369555556,52.0247583333,7.70066666667
555.45,12.7879555556,50.0467666667,50.1511333334,45.8508666667,8.12566666667,7.12939999999,40.184,16.5592444445,52.0313916667,7.72086666667
555.80,12.7353555556,49.9709,50.0990666667,45.7843333333,8.11493333333,7.10526666667,40.1086666666,16.5140222222,51.9400583333,7.7058
556.14,12.7628222222,50.0056,50.1265666667,45.8503333333,8.11720000001,7.11406666666,40.0958,16.52,51.9744833333,7.72773333333
556.48,12.7609111111,49.9788,50.0847,45.8164,8.11686666666,7.12153333333,40.0472666667,16.5043555556,51.942475,7.72933333333
556.82,12.7414,49.9997666667,50.0933666667,45.8218,8.11079999999,7.12393333333,40.0421333333,16.5047777778,51.966525,7.7286
557.16,12.7315,49.9763333333,50.1166,45.8384666667,8.11706666667,7.11619999999,40.0345333333,16.5136888889,51.9965416667,7.72293333333
557.50,12.7584555556,50.0063666667,50.1679333333,45.8879333333,8.16493333334,7.15693333333,40.0658666667,16.5276888889,52.0290833333,7.74026666667
557.85,12.8002,49.9999333333,50.1542333333,45.9044,8.20026666667,7.18633333333,40.0660666667,16.5659777778,52.0107833333,7.78573333333
558.19,12.8073333333,50.0719666667,50.1771,45.9348666667,8.2192,7.19820000001,40.0775333333,16.5557777778,52.04915,7.78726666667
558.53,12.8073555555,50.099,50.2062666667,45.9608,8.21606666667,7.21119999999,40.0925333333,16.5577111111,52.0948666667,7.7884
558.87,12.8408666667,50.1558666667,50.2766,46.0009333333,8.23686666666,7.24926666667,40.1285333333,16.5889777778,52.1096083333,7.80953333333
559.21,12.8638333333,50.1794,50.3409666667,46.0432,8.25520000001,7.28639999999,40.1596,16.6347111111,52.143725,7.8394
559.55,12.9302666667,50.2871,50.4375,46.1686666667,8.30013333333,7.34440000001,40.2536,16.6901777778,52.2545333334,7.88926666667
559.89,12.9443222222,50.3158333333,50.4708666667,46.1912666667,8.31740000001,7.3782,40.3022,16.7119333333,52.27555,7.90406666667
560.23,12.9482777778,50.3042,50.4704,46.2029333333,8.32713333332,7.39253333334,40.3205333333,16.7089555555,52.2720166667,7.91306666667
560.58,12.9834777778,50.3737666667,50.5645,46.2414,8.35660000001,7.41499999999,40.4046,16.7356666667,52.3290083333,7.9472
560.92,12.9651222222,50.4013666667,50.5693,46.2418666667,8.33620000001,7.40153333333,40.4092666667,16.7197333333,52.2940333333,7.94106666666
561.26,12.9595666667,50.4208,50.5484333333,46.2110666667,8.3162,7.38793333333,40.3948666667,16.7335555555,52.2926416667,7.95833333333
561.60,12.9062555556,50.3765666667,50.5019,46.1682,8.2748,7.36506666667,40.3537333333,16.6774,52.2686166667,7.9244
561.94,12.9250555556,50.4005,50.5213666667,46.2034,8.28800000001,7.39166666666,40.3961333333,16.7167777778,52.2811333333,7.94426666667
562.28,12.9179,50.3916333333,50.5207,46.2118,8.27673333334,7.39079999999,40.4038,16.7165777778,52.2987,7.94846666667
562.62,12.9220555555,50.4235,50.5642333333,46.2695333333,8.27940000001,7.39879999999,40.4372666667,16.7258,52.349625,7.95786666667
562.96,12.9052,50.4214333333,50.5419666667,46.2886666667,8.2562,7.36706666666,40.4356,16.6895333333,52.3331,7.94706666667
563.30,12.8913888889,50.4305333333,50.5625666667,46.3130666667,8.22933333334,7.34406666667,40.4528666667,16.6732888889,52.3301916667,7.92626666666
563.64,12.8893333333,50.4175333333,50.5576,46.2806666667,8.20566666667,7.30753333334,40.4278666666,16.6713555555,52.291875,7.90433333333
563.99,12.8876555555,50.4311666667,50.5664333333,46.2788,8.21259999999,7.30066666667,40.4262666667,16.6807333333,52.2489583333,7.90413333333
564.33,12.8606666667,50.3553,50.4777,46.238,8.19826666667,7.29113333333,40.3526666667,16.6707333333,52.1671583333,7.8882
564.67,12.8967555555,50.3694666667,50.4793666667,46.259,8.22660000001,7.33013333333,40.3548,16.6910444445,52.1616916667,7.92246666667
565.01,12.9037555556,50.3881333333,50.5085333333,46.2818666667,8.25206666666,7.348,40.3869333333,16.6828666667,52.164725,7.93693333333
565.35,12.9253222222,50.4067666667,50.5233333333,46.2892,8.24833333333,7.33893333333,40.3999333333,16.6692666667,52.139025,7.94913333334
565.69,12.9293,50.3997,50.5632333333,46.2916,8.24220000001,7.35173333334,40.4048,16.6590666667,52.1722583333,7.96106666666
566.03,12.9548666666,50.4479666667,50.6146,46.3486,8.2774,7.39299999999,40.4446666667,16.6928222222,52.1640916667,7.99726666667
566.37,12.9462111111,50.4087666667,50.5751333333,46.2984,8.27526666667,7.39106666666,40.4096,16.6695333333,52.1103166667,8.00766666667
566.71,12.9634777778,50.4808666667,50.6633333333,46.3399333333,8.29493333333,7.41139999999,40.4646,16.6961555556,52.1839833333,8.03066666667
567.05,12.9469555556,50.4067333333,50.6206666667,46.2687333334,8.2836,7.4046,40.4052,16.6807333333,52.1289166667,8.02933333333
567.39,12.9459666667,50.4577,50.6888666667,46.3367333333,8.28026666667,7.42226666667,40.4509333333,16.6878888889,52.1934833333,8.04400000001
567.73,12.9610333333,50.5234333333,50.7653,46.3989333333,8.27966666667,7.43926666667,40.5028666667,16.7032222222,52.2729583333,8.06800000001
568.07,12.9988666667,50.6167,50.8766,46.474,8.30946666667,7.47080000001,40.5672666667,16.73,52.369525,8.12573333333
568.41,12.9959,50.6250333333,50.919,46.4958,8.31506666666,7.46593333333,40.5946,16.7461111111,52.4084,8.13086666667
568.75,12.9864333334,50.6264333333,50.9326333333,46.5242666667,8.30353333332,7.45626666666,40.5838,16.7448222222,52.4210666667,8.11753333334
569.09,12.9789777778,50.6531333333,50.9857333333,46.5624,8.31146666667,7.45953333334,40.6101333333,16.7665111111,52.46625,8.12240000001
569.43,12.9585444444,50.6364,50.9370666667,46.5356,8.29300000001,7.42499999999,40.5884,16.7448222222,52.407,8.10206666667
569.77,12.9401333333,50.6371,50.9169,46.516,8.26759999999,7.3876,40.5764666667,16.7122888889,52.4025916666,8.08133333333
570.11,12.9573555556,50.6776666667,50.9481,46.5669333333,8.28393333334,7.40700000001,40.6212,16.7396888889,52.4375833333,8.09273333334
570.45,12.9571111111,50.6603,50.9045333333,46.5618666667,8.2806,7.43513333334,40.5959333333,16.7292444445,52.4034416667,8.10060000001
570.79,12.9559,50.6778666666,50.8963333333,46.5667333333,8.30626666666,7.44526666666,40.5940666667,16.7364222222,52.3782416667,8.13006666667
571.13,12.9287777778,50.6258,50.8306,46.5152,8.29526666667,7.42653333333,40.5405333333,16.6986444444,52.3471333333,8.09899999999
571.47,12.8849444445,50.6064333333,50.8077,46.496,8.25460000001,7.38606666666,40.5125333333,16.665,52.3237166667,8.05099999999
571.81,12.8561888889,50.5764666667,50.7593666667,46.4474,8.20673333333,7.35846666667,40.4885333333,16.6189555556,52.2732666667,8.015
572.15,12.8517777778,50.5755333333,50.7346666667,46.4255333333,8.20086666667,7.34553333333,40.4812666667,16.5971555556,52.2565833333,8.0086
572.49,12.8427222222,50.5904666667,50.7381,46.4267333333,8.18373333334,7.34173333333,40.4848666667,16.5858,52.2685416667,8.00233333333
