wavelength,Back_PooCinf,Belly_PooCinf,Breast_PooCinf,Crissum_PooCinf,Crown_PooCinf,DorTail_PooCinf,Patch10_PooCinf,Rump_PooCinf,Throat_PooCinf,WingTip_PooCinf
349.64,9.86224444444,22.1824333333,18.1321333333,21.7443333333,5.4052,5.97473333334,27.8047333333,13.2992,24.662425,5.7858
350.00,9.92171111112,22.3994,18.3438666667,21.9788666667,5.46426666667,6.0324,28.0088666667,13.3718444444,24.8704333333,5.832
350.37,9.89642222221,22.4567333333,18.3882666667,22.013,5.47113333333,6.0276,28.0515333333,13.3942,24.968175,5.77573333333
350.73,9.83972222221,22.4682,18.4095333333,22.0807333333,5.43453333333,5.99053333333,28.1084666666,13.3604888889,25.0722416667,5.66626666667
351.10,9.93414444443,22.5710666667,18.5616,22.1874666667,5.44573333334,6.0252,28.2034666667,13.4525111111,25.1568916667,5.70693333333
351.46,9.81917777778,22.6106666667,18.5770333333,22.1489333333,5.32826666667,5.9328,28.1864,13.3980666667,25.1745083333,5.59706666666
351.83,9.83453333333,22.6404,18.6074,22.1826,5.34173333333,5.95213333333,28.2566666667,13.3711333333,25.2265833333,5.5842
352.19,9.93520000002,22.8250333333,18.7539,22.2866666667,5.40073333334,6.0352,28.418,13.4920444445,25.3974083333,5.64226666667
352.55,9.99105555557,22.9535333333,18.8731333333,22.3444,5.48913333333,6.04853333333,28.4882666667,13.5395777778,25.4825833333,5.718
352.92,9.92780000001,22.9558,18.925,22.2824666667,5.471,5.94226666667,28.4609333333,13.5034888889,25.4957666667,5.64826666667
353.28,9.85097777778,22.9198666667,18.9186666667,22.2994666667,5.36980000001,5.88466666667,28.4334,13.4321111111,25.5386833333,5.56613333334
353.65,9.91544444443,23.0862333333,18.9975666667,22.3326,5.42126666667,5.9388,28.5296666667,13.4683333333,25.6184333333,5.5962
354.01,9.91971111111,23.1840333334,19.0524666667,22.3528666667,5.37033333333,5.8882,28.5274,13.4739777778,25.680975,5.55926666667
354.38,9.9816111111,23.2864,19.1817333333,22.4564666666,5.41873333333,5.93093333333,28.5482666667,13.4799555556,25.8105916667,5.62393333333
354.74,9.96365555555,23.3167,19.2447333333,22.4928666667,5.38713333334,5.92653333333,28.5359333333,13.4857555555,25.779225,5.588
355.11,9.91741111111,23.3664333333,19.3301,22.521,5.37500000001,5.8688,28.5486666667,13.4127333333,25.8968916667,5.52933333333
355.47,10.0603888889,23.5234,19.5120666667,22.6868666666,5.4612,5.9376,28.7046,13.4828444445,26.10975,5.60873333333
355.83,10.1598333333,23.7357333333,19.6868,22.8154,5.52853333333,6.01346666667,28.8497333333,13.5855333333,26.32265,5.7242
356.20,10.1441333333,23.8319333333,19.7424333333,22.8823333333,5.50166666666,6.0034,28.856,13.5540888889,26.3957333334,5.69053333333
356.56,10.1674444444,23.9784,19.8651,23.0717333333,5.49626666666,6.02453333333,28.9974,13.6065333333,26.5586666667,5.68093333333
356.93,10.1723777778,24.0392666667,19.8879,23.1492666667,5.45286666667,6.02213333333,28.9900666667,13.5970444445,26.640975,5.6758
357.29,10.2626,24.2472333333,20.0405333333,23.2940666667,5.53326666667,6.075,29.113,13.6878222222,26.8280666667,5.74953333333
357.66,10.2609444444,24.2770333333,20.0890333333,23.3517333333,5.52893333333,6.03953333333,29.1272,13.6675555555,26.9194083333,5.72793333333
358.02,10.3770111111,24.4175333333,20.252,23.5597333333,5.67606666667,6.13493333333,29.269,13.7885777778,27.116375,5.8642
358.38,10.4425444445,24.5578666667,20.3693666667,23.6647333333,5.75213333333,6.20153333333,29.3431333333,13.8360222222,27.2103333333,5.92933333333
358.75,10.5643333333,24.7621,20.5768,23.9044,5.89240000001,6.33326666667,29.5704,13.9637777778,27.486275,6.03733333333
359.11,10.6487555556,24.9748333333,20.7728,24.1170666667,5.98820000001,6.4696,29.7202,14.0828,27.670475,6.12733333333
359.48,10.6960888889,25.1611333333,20.9552333333,24.2543333333,6.04446666666,6.542,29.8862666667,14.1537333333,27.8280166667,6.17086666667
359.84,10.6750777778,25.1962,21.0177333333,24.3235333333,6.03773333333,6.4876,29.8716666667,14.1805555556,27.8933833333,6.1378
360.20,10.7041222222,25.3225333333,21.1324,24.4393333333,6.081,6.50286666667,29.9868,14.2378444445,28.0712583333,6.16106666667
360.57,10.7672333333,25.4173333333,21.2889,24.5212,6.14413333333,6.56273333333,30.042,14.3298,28.2090583333,6.24506666667
360.93,10.7665222222,25.4968666667,21.3210666667,24.5443333333,6.15853333334,6.5826,30.0756,14.3437111111,28.2929,6.23666666667
361.29,10.7077,25.4961,21.3193666667,24.5102666667,6.10119999999,6.529,30.0455333333,14.3024666667,28.299375,6.1866
361.66,10.7127777778,25.5928666667,21.4264,24.6325333333,6.10326666667,6.5528,30.1455333333,14.3141555555,28.4100166667,6.1812
362.02,10.6737888889,25.6453333333,21.4701333333,24.5996666667,6.04273333334,6.5284,30.1282,14.2936444445,28.4575166667,6.11613333333
362.39,10.6556222222,25.7460333333,21.5737333333,24.666,6.01746666667,6.51873333333,30.2026,14.3475777778,28.5781333333,6.105
362.75,10.6565888889,25.8652666667,21.6661333333,24.7065333333,6.00246666667,6.49333333333,30.1916,14.3539555556,28.6769583333,6.1154
363.11,10.6973444444,25.9370333333,21.7318,24.7560666667,6.03906666667,6.52553333333,30.2674666667,14.4042444444,28.7870666667,6.11773333333
363.48,10.6859888889,25.9902333333,21.7658333333,24.7808666667,6.04413333333,6.5142,30.2212,14.4265333333,28.8454,6.11893333333
363.84,10.7293888889,26.1580333333,21.8792,24.8958,6.09213333333,6.5622,30.3307333333,14.4784888889,28.9875666667,6.1478
364.20,10.7440333333,26.1978666667,21.9503333333,24.9511333333,6.08346666666,6.547,30.3382,14.4749555555,29.0586166667,6.1552
364.57,10.7438,26.2496,21.9630666666,24.9768,6.06633333334,6.51786666667,30.3455333333,14.4438888889,29.149525,6.1066
364.93,10.8048222222,26.3852,22.1509,25.0784666667,6.11753333333,6.5388,30.4272666667,14.5068444444,29.2797916667,6.166
365.29,10.8307444445,26.4819666667,22.2795,25.2028666667,6.15586666667,6.5322,30.5277333333,14.5226,29.3963333333,6.17313333333
365.66,10.8455888889,26.5464333333,22.3555333333,25.2499333333,6.15026666667,6.52773333333,30.5044666667,14.5332222222,29.4664,6.19313333333
366.02,10.8515777778,26.6351333333,22.4479333333,25.3242,6.1596,6.5386,30.5664666667,14.5378666667,29.5169916667,6.1898
366.38,10.9023111111,26.7001333333,22.527,25.3887333333,6.19213333334,6.5806,30.5875333333,14.5459777778,29.6342666667,6.1962
366.75,10.8895222222,26.7423333333,22.5834,25.4026,6.20653333334,6.5404,30.628,14.5118888889,29.662975,6.16766666667
367.11,10.8452444444,26.7765666667,22.6429,25.4408666667,6.15220000001,6.4828,30.5997333333,14.4630888889,29.7238,6.14226666667
367.47,10.8645888889,26.8427,22.7658333333,25.5116,6.15913333334,6.47973333333,30.6462,14.4754888889,29.8822083333,6.15373333333
367.84,10.8801666667,26.8930666667,22.8893666667,25.5296,6.14133333333,6.44746666667,30.6346,14.4520222222,29.9652916667,6.15293333333
368.20,10.8878222222,26.9836333333,22.9937666667,25.586,6.16166666667,6.45853333333,30.6608666667,14.4587555556,30.0355083333,6.13133333333
368.56,10.9005222222,27.1095,23.1258333333,25.6743333333,6.18173333333,6.4656,30.6876,14.4759555556,30.1321833333,6.14613333333
368.93,10.8820555556,27.2078,23.2151333333,25.7631333333,6.17473333333,6.44246666667,30.7134666667,14.4747333334,30.2465916667,6.09953333333
369.29,10.9044222222,27.3267,23.3381,25.8798666667,6.18113333333,6.4604,30.7012,14.4968444444,30.37955,6.082
369.65,10.9393444444,27.5064333333,23.4762,25.9864,6.248,6.4898,30.8196666667,14.5689333333,30.5479583333,6.10166666667
370.01,10.9393222222,27.5302,23.5325,26.0344,6.24113333333,6.4668,30.767,14.5398222222,30.6052,6.08153333333
370.38,10.8546666667,27.6119,23.5728,26.1048,6.20026666667,6.37846666667,30.7626666667,14.5313777778,30.644525,5.9988
370.74,10.9181,27.7122,23.6573,26.209,6.21746666667,6.41686666666,30.8136666667,14.5924666666,30.75025,6.02646666667
371.10,10.9868888889,27.8485,23.7764666667,26.3334666667,6.25306666667,6.4394,30.9172,14.6731555555,30.8590583333,6.05386666667
371.46,10.9663777778,27.8885,23.8119333333,26.3613333333,6.20419999999,6.379,30.9285333333,14.6376444444,30.8094666667,5.9968
371.83,10.9408444444,27.9701,23.8445666667,26.4469333333,6.18039999999,6.344,31.0126,14.6662888889,30.8857833333,5.965
372.19,10.9559555555,28.0491333333,23.9271666667,26.5332666667,6.18046666666,6.32833333333,31.0746,14.6953333333,30.9558333333,5.9578
372.55,10.8915444445,28.0107333333,23.9337333333,26.5352666667,6.11799999999,6.2576,31.0538666667,14.6370666667,30.9283333333,5.88506666667
372.92,10.9202666667,28.0902,24.0312666667,26.6364,6.1516,6.2608,31.1320666667,14.6847777778,31.026975,5.90486666666
373.28,10.9677222222,28.1769333334,24.0964333333,26.6677333333,6.18906666668,6.27606666667,31.2251333333,14.7242,31.0646083333,5.95486666667
373.64,10.9779555555,28.2173666667,24.1801333333,26.7337333333,6.18273333334,6.2636,31.2407333333,14.7333111111,31.141575,5.97373333333
374.00,10.9804666667,28.3289666667,24.2973,26.8346,6.1666,6.24053333333,31.3376,14.7461333334,31.2892,5.98826666667
374.37,11.0736666667,28.4444,24.4763666667,26.9122666667,6.18986666666,6.2724,31.4508,14.7600222222,31.4364416667,6.0204
374.73,11.1395111111,28.5904666667,24.6589666667,27.0743333333,6.24080000001,6.30426666667,31.5540666667,14.7965777778,31.6268083333,6.04826666667
375.09,11.1724888889,28.7551666667,24.843,27.211,6.33186666667,6.33046666667,31.6630666667,14.8386666667,31.8479916667,6.0694
375.45,11.2688222222,28.9806666667,25.0233666667,27.3903333333,6.44413333334,6.44886666667,31.8020666667,14.9773333333,32.0794666667,6.18353333334
375.81,11.3735333333,29.1456666667,25.2191,27.5948,6.52620000001,6.52846666667,31.9106,15.0265555556,32.3180333333,6.23746666667
376.18,11.4109666667,29.2243666667,25.335,27.6526,6.54893333334,6.52946666667,31.9478,15.0160666667,32.4760166667,6.22846666667
376.54,11.4646222222,29.3948333333,25.5014,27.8010666667,6.58026666667,6.5838,32.0504,15.0568222222,32.6718583334,6.26953333333
376.90,11.4876888889,29.4603,25.6003666667,27.8588666667,6.54893333333,6.5876,32.0548666667,15.0326222222,32.7587083333,6.27733333333
377.26,11.4806111111,29.5656333333,25.7446,27.9506,6.56146666667,6.6008,32.1224,15.0484888889,32.9152666667,6.27306666667
377.63,11.4289,29.6164,25.799,27.9686,6.52766666667,6.57206666667,32.1195333333,15.0199555556,32.9504166667,6.2172
377.99,11.4536222222,29.7245333333,25.9127666667,28.0548666667,6.57320000001,6.5936,32.1802666667,15.0671111111,33.0636583333,6.18866666667
378.35,11.4368555556,29.7928666667,25.9473333333,28.1361333333,6.58179999999,6.56033333333,32.1919333333,15.0435777778,33.167725,6.175
378.71,11.3847777778,29.8634,26.0043,28.1501333333,6.54640000001,6.53306666666,32.1906,15.0414444445,33.22675,6.15366666667
379.07,11.3645666667,29.8623333333,26.0249,28.1384666667,6.47719999999,6.47133333333,32.1278666667,14.9910666667,33.22815,6.1118
379.44,11.2864111111,29.8717333333,26.0444666667,28.1411333333,6.40233333333,6.3732,32.0872666667,14.9082888889,33.2505,6.02646666667
379.80,11.2578444444,29.8715666667,26.0794666667,28.1321333333,6.39293333333,6.35826666667,32.0611333333,14.8878444444,33.2504833333,6.01146666667
380.16,11.2753,30.0015333333,26.1861,28.2283333333,6.40246666666,6.34546666667,32.1193333333,14.9227333333,33.3272833333,6.0272
380.52,11.2288888889,29.9927666667,26.1954666667,28.1904,6.36473333334,6.2784,32.0588,14.9004444444,33.29955,5.9834
380.88,11.2391666667,30.0866666667,26.3431,28.2737333333,6.40026666666,6.2894,32.1269333333,14.9390666667,33.405425,5.98693333333
381.24,11.2165111111,30.1221,26.3930666667,28.3079333333,6.38366666667,6.25646666667,32.1284666667,14.9442666667,33.4789833333,5.97726666667
381.61,11.2816666667,30.2373333333,26.5486333333,28.4374666667,6.41333333333,6.26946666667,32.2117333333,15.0035777778,33.642775,6.0108
381.97,11.2520888889,30.2746,26.6038,28.4647333333,6.36833333333,6.21706666667,32.2114,14.9603555555,33.6738583333,5.97226666666
382.33,11.2005888889,30.3057,26.6422333333,28.4564,6.30859999999,6.15906666667,32.2086,14.9181111111,33.6916416667,5.9252
382.69,11.1923555555,30.3432666667,26.7154,28.5181333333,6.30506666666,6.1552,32.2280666666,14.9063555556,33.754325,5.92073333333
383.05,11.1659666667,30.4116666667,26.7587666667,28.5606666667,6.28619999999,6.144,32.2237333333,14.8984888889,33.805125,5.92686666667
383.41,11.1913333333,30.4778666667,26.9057333333,28.6421333333,6.29779999999,6.1506,32.2344666667,14.8960666667,33.9485166667,5.9314
383.77,11.1871777778,30.5794666667,27.0157,28.6944,6.31440000001,6.15326666667,32.3001333333,14.9081555555,34.0313833333,5.93586666667
384.14,11.2083,30.6707,27.1274,28.812,6.35546666667,6.2026,32.3556,14.9775555556,34.1678083334,5.96833333333
384.50,11.2588888889,30.8472666667,27.2546666667,28.9684,6.43453333334,6.24053333333,32.473,15.0195555555,34.3628666667,6.00146666667
384.86,11.2666111111,30.9407,27.3127,29.0301333333,6.44519999999,6.23473333333,32.4953333333,15.0319333333,34.4620166667,6.00313333333
385.22,11.2964666667,31.036,27.4191666667,29.1352,6.48106666666,6.26386666667,32.544,15.0619777778,34.5438,6.01506666667
385.58,11.3175666667,31.1406,27.5003666667,29.212,6.5084,6.26293333333,32.5704,15.0705333333,34.610025,6.02733333333
385.94,11.3729444445,31.2713,27.6600333333,29.3393333333,6.5618,6.3046,32.6656666667,15.1266666667,34.773425,6.11026666667
386.30,11.4516555556,31.405,27.8236,29.4979333333,6.65420000001,6.38433333333,32.7328,15.2055111111,34.90785,6.20346666667
386.66,11.4666777778,31.5075333333,27.9216,29.6022,6.67739999999,6.38913333333,32.7802,15.2399777778,35.025975,6.23386666667
387.03,11.4870333333,31.5588,28.0303333333,29.6923333333,6.70026666667,6.4098,32.8411333334,15.2752,35.12545,6.24586666667
387.39,11.4832666667,31.6176666667,28.0809333333,29.7548,6.70726666667,6.4242,32.8714,15.3147111111,35.1687583333,6.23193333333
387.75,11.5259777778,31.7347,28.2100666667,29.8603333333,6.70153333333,6.44153333333,32.9112666667,15.3652444444,35.3030333333,6.25113333333
388.11,11.4886,31.7801666667,28.2568333333,29.8452666667,6.67493333334,6.40093333333,32.8796,15.3062666667,35.3290916667,6.24373333333
388.47,11.5438888889,31.8583666667,28.4322333333,29.9482,6.70873333333,6.4502,32.9442,15.3656666666,35.4409583333,6.30026666667
388.83,11.561,31.9924,28.5503333333,30.0498666667,6.72526666667,6.46526666667,33.0165333333,15.3947555555,35.5593333333,6.28853333333
389.19,11.5822444444,32.0828333333,28.6769666667,30.1524,6.74199999999,6.47733333333,33.0452666666,15.4196666667,35.6709416667,6.30106666667
389.55,11.5900888889,32.1771333333,28.8005,30.2485333333,6.73726666667,6.49066666667,33.0963333333,15.4318888889,35.8182333334,6.29533333333
389.91,11.5540888889,32.2410666667,28.8627666667,30.3053333333,6.70653333333,6.46273333333,33.1336,15.4409555556,35.9121083333,6.25353333333
390.27,11.5395333333,32.318,28.9518,30.3519333333,6.6742,6.4336,33.1949333333,15.4458,36.013225,6.21166666667
390.63,11.5558444445,32.3684666667,29.0513333333,30.3859333333,6.69119999999,6.43993333333,33.2398,15.4594,36.1146333333,6.19693333333
391.00,11.5675444444,32.4827,29.1423,30.4540666667,6.67513333334,6.43086666667,33.2943333333,15.4743777778,36.206225,6.19106666667
391.36,11.5559777778,32.571,29.2737666667,30.5424666667,6.68586666667,6.411,33.3122666667,15.4568,36.3113083333,6.19893333333
391.72,11.5263111111,32.6246,29.3385333333,30.5756666667,6.66873333333,6.3664,33.3178666667,15.4280888889,36.348425,6.15226666667
392.08,11.5369888889,32.7247333333,29.4453333333,30.6801333333,6.66373333333,6.3684,33.3928,15.4500666667,36.4649083333,6.1414
392.44,11.4909111111,32.8001,29.4844666667,30.7066666667,6.60366666667,6.32746666667,33.3947333333,15.4271555556,36.5257833333,6.08186666667
392.80,11.5174333333,32.8877666667,29.5817666667,30.8016,6.62553333334,6.34393333333,33.4632666667,15.4662,36.624325,6.12733333333
393.16,11.5761888889,33.0046666667,29.6998,30.8812,6.65966666666,6.369,33.5263333333,15.5055111111,36.7259583333,6.16753333333
393.52,11.6319111111,33.0972333333,29.8038333333,30.9605333333,6.73566666666,6.428,33.5753333333,15.5767111111,36.8010083333,6.22806666667
393.88,11.6815666667,33.1902666667,29.9015666667,31.0360666667,6.79773333333,6.4814,33.5868,15.6178,36.8653416667,6.27706666667
394.24,11.6777333333,33.2796,30.0024333333,31.1126,6.79279999999,6.49433333333,33.603,15.6260666666,36.9407916667,6.27046666667
394.60,11.6703666667,33.3728,30.0688,31.1747333333,6.79240000001,6.48366666667,33.6089333333,15.6260222222,37.0029166667,6.25393333333
394.96,11.6884777778,33.4434333333,30.1731333333,31.2223333333,6.84459999999,6.49813333333,33.6221333333,15.6250222222,37.0755166666,6.27786666667
395.32,11.7232,33.5616333333,30.2641,31.2835333333,6.87293333334,6.51513333333,33.6931333333,15.6644888889,37.2007166667,6.2832
395.68,11.7492,33.6753666667,30.3708666667,31.3948,6.9028,6.54246666667,33.7898666667,15.7021111111,37.3288333333,6.31233333333
396.04,11.7777444444,33.7501,30.473,31.4494666667,6.92786666666,6.56373333333,33.823,15.7303111111,37.45805,6.34066666667
396.40,11.7964888889,33.8379666667,30.599,31.5406666667,6.96486666666,6.56666666667,33.9017333333,15.7615777778,37.59175,6.36933333333
396.76,11.8079444445,33.8663,30.6754333333,31.5822,6.95773333333,6.5774,33.8952666667,15.7328222222,37.6472583333,6.36786666667
397.12,11.8178111111,33.9857,30.7791666667,31.6668,6.97266666666,6.5968,33.9594666667,15.7535333334,37.77505,6.38053333333
397.48,11.7693777778,34.0289,30.8306666667,31.664,6.8998,6.54366666667,33.9388,15.6780222222,37.8456916667,6.32426666667
397.84,11.7679555555,34.0888,30.9277,31.7095333333,6.903,6.5168,33.9536666667,15.6684666667,37.9073583333,6.31673333333
398.20,11.8201777778,34.1779333333,31.0175,31.78,6.95280000001,6.5392,33.9705333333,15.7091111111,37.9975083333,6.3698
398.56,11.8479111111,34.2788,31.1330333333,31.8795333333,6.97086666666,6.55473333333,34.0445333333,15.7255555555,38.1015833333,6.40006666667
398.92,11.8793,34.4169666667,31.2722666667,31.9983333333,6.99440000001,6.564,34.1339333333,15.7768222222,38.2606833333,6.40046666667
399.28,11.9038333333,34.4826,31.3692333333,32.074,6.98926666667,6.5766,34.1916666667,15.7866444445,38.332375,6.42626666666
399.64,11.9087222222,34.5185333333,31.4549333333,32.0974666667,6.9834,6.56666666667,34.1592666667,15.7844,38.3870916667,6.42046666667
400.00,11.9637222222,34.6393333333,31.6060666667,32.2428666667,7.04126666666,6.621,34.2469333333,15.8451333333,38.4712833333,6.46913333334
400.36,11.9932222222,34.7405333333,31.7393,32.3312666667,7.09286666666,6.6532,34.2748666667,15.8682888889,38.5468916667,6.4876
400.72,11.9607222222,34.8095333333,31.8399,32.3886666667,7.08133333334,6.61913333333,34.3017333333,15.8634222222,38.6337583333,6.4496
401.08,11.9290555556,34.8189666667,31.9187,32.4325333333,7.04926666667,6.59013333333,34.2946,15.8389555555,38.6909166667,6.41666666666
401.44,11.999,34.9895,32.0782,32.5858666667,7.1244,6.64093333333,34.4206,15.9223333333,38.8316916667,6.4692
401.80,11.9922222222,35.031,32.1309,32.6218666667,7.09553333334,6.6282,34.431,15.8971777778,38.90145,6.43593333333
402.16,11.9684555556,35.0757333333,32.2577333333,32.6814666667,7.07593333333,6.59553333333,34.5103333333,15.89,38.988675,6.41313333333
402.52,11.9572555556,35.1417333333,32.3639333333,32.7448,7.06420000001,6.59146666667,34.5089333333,15.8804888889,39.0751583333,6.3966
402.88,11.9390444444,35.1876666667,32.4199,32.7996,7.02806666667,6.58853333333,34.5028666667,15.8641333333,39.1387583333,6.37826666667
403.24,11.9287,35.2648666667,32.5011666667,32.8484666667,7.0302,6.58493333333,34.5232666667,15.8728222222,39.2206666667,6.373
403.60,11.9454444445,35.3765333333,32.6334333333,32.9476,7.06920000001,6.62686666667,34.6172666667,15.9072888889,39.3532166667,6.40466666667
403.95,11.9291111111,35.431,32.7062666667,32.9938,7.03846666666,6.6012,34.6286,15.8881333333,39.4529916667,6.3722
404.31,11.8955222222,35.4677,32.7208666667,32.9913333333,6.98046666666,6.56413333333,34.6203333333,15.8542666667,39.4927083333,6.33566666667
404.67,11.8782333333,35.4791333333,32.7577,33.0015333333,6.9606,6.547,34.6114666667,15.8274444445,39.5189166667,6.3246
405.03,11.8947222222,35.5890666667,32.8541333333,33.0617333333,6.96993333333,6.53573333334,34.6572,15.8427555556,39.61395,6.3266
405.39,11.8395555556,35.5650333333,32.8837,33.0701333333,6.91553333334,6.476,34.6233333333,15.7925333333,39.642625,6.2762
405.75,11.8336444444,35.6423,32.9666,33.1511333333,6.92546666667,6.48846666666,34.6351333333,15.8134666667,39.7222583333,6.28233333333
406.11,11.8508,35.7020666666,33.0152,33.1910666667,6.93306666666,6.5058,34.6267333333,15.8214,39.7965833333,6.28993333333
406.47,11.8792444444,35.7818666667,33.107,33.2468666667,6.94733333334,6.5094,34.6606666667,15.8512222222,39.8728416667,6.30193333333
406.83,11.8583333333,35.8424,33.2046,33.2946,6.95313333333,6.47853333333,34.6809333333,15.8305777778,39.945825,6.2952
407.19,11.8756555556,35.8689666667,33.2639,33.3422666667,6.96513333333,6.47673333333,34.6572,15.8403555556,40.005625,6.2974
407.55,11.8775666667,35.8743666667,33.2875666667,33.3657333333,6.9446,6.437,34.6256666667,15.8028222222,40.065275,6.27466666667
407.90,11.8874,35.9156,33.3464,33.3878,6.96520000001,6.44313333333,34.6202,15.8138888889,40.1069416667,6.27893333333
408.26,11.9272111111,35.9979333333,33.4613333333,33.4750666667,7.00373333333,6.475,34.6532666667,15.8611333333,40.2155333333,6.31093333333
408.62,11.9632555555,36.1148333333,33.5738333333,33.5662,7.02813333333,6.49013333333,34.6808666667,15.8971777778,40.3211416667,6.3334
408.98,11.9335444445,36.1611,33.6292,33.6382666667,7.00513333333,6.4756,34.6936666667,15.8771111111,40.383575,6.30586666667
409.34,11.9235666667,36.2416666667,33.7260666667,33.6894666667,6.98686666666,6.44846666667,34.7137333333,15.8640222222,40.4820666666,6.29033333333
409.70,11.9441777778,36.3417333333,33.8311333333,33.7404666667,6.99406666667,6.4504,34.7762,15.8818888889,40.6103666666,6.31253333333
410.06,11.9539,36.4116333333,33.9327666667,33.8258,7.01933333334,6.4542,34.8166666667,15.8818,40.698075,6.3242
410.42,11.9098666667,36.4390666667,33.9845,33.8616,6.98600000001,6.418,34.8122666667,15.8537555556,40.7535833333,6.28206666667
410.77,11.9337111111,36.5102,34.0826,33.9506,6.99586666666,6.44286666667,34.8629333333,15.8869555556,40.849125,6.29613333333
411.13,11.9349111111,36.6061333334,34.2031333333,34.0316666667,6.99986666666,6.44353333333,34.933,15.8852,40.9437333333,6.29753333333
411.49,11.9404666667,36.7015333333,34.3102,34.1281333333,7.01299999999,6.45106666667,34.9690666667,15.9157777778,41.0322,6.29346666667
411.85,11.9566555556,36.7942666667,34.3968666667,34.2004666667,7.0264,6.4462,35.0028,15.9290888889,41.125375,6.3012
412.21,11.9625,36.8429666667,34.4755666667,34.2926666667,7.02973333333,6.44073333333,35.0316,15.9186888889,41.1813916667,6.30126666667
412.57,11.9760111111,36.9359666667,34.5785,34.3672666666,7.06353333334,6.46033333333,35.0853333333,15.9435333333,41.3048583333,6.3182
412.92,12.0088333333,37.0346666667,34.7054333333,34.445,7.09833333333,6.48,35.1114666667,15.9667333333,41.422925,6.34106666667
413.28,12.0388,37.1399,34.8068333333,34.5455333333,7.15146666667,6.5226,35.1662,16.0120888889,41.5101666667,6.38113333333
413.64,12.0871444444,37.2237666667,34.9352666666,34.6638,7.19833333334,6.5498,35.2320666667,16.0557111111,41.618275,6.40506666667
414.00,12.1006777778,37.2905,35.0236333333,34.7075333333,7.18059999999,6.54873333333,35.236,16.071,41.6733583333,6.39466666667
414.36,12.1320222222,37.3993,35.1308666667,34.8018,7.21053333333,6.57046666667,35.3064,16.1087111111,41.7785833333,6.42033333333
414.72,12.1312222222,37.4469666667,35.1567333333,34.7929333333,7.20453333333,6.56353333333,35.286,16.0953777778,41.7881416667,6.401
415.07,12.1391555555,37.5129666667,35.2023333333,34.832,7.20333333333,6.5458,35.3055333333,16.0906666667,41.8269833334,6.381
415.43,12.1230777778,37.5574333333,35.2813666667,34.8404,7.18586666666,6.5276,35.3348,16.0702,41.8756333333,6.36046666667
415.79,12.1076666667,37.6234333334,35.3581,34.8852666667,7.15566666667,6.51253333333,35.3736666667,16.0688888889,41.9121,6.3402
416.15,12.1182222222,37.6991666667,35.4338666666,34.9038,7.16733333333,6.53266666667,35.4116,16.0805111111,42.0115,6.34833333333
416.51,12.1406555555,37.7762333333,35.5277,34.9854666667,7.16933333333,6.54046666667,35.4570666667,16.0902222222,42.0889916667,6.36306666667
416.86,12.1413444444,37.7962,35.5620333333,35.0036666667,7.16753333334,6.54613333333,35.4803333333,16.0839777778,42.0967083333,6.3684
417.22,12.1311333333,37.7935333333,35.6012666667,34.9976666667,7.1392,6.53853333333,35.4664,16.0557111111,42.101275,6.3402
417.58,12.0859,37.8095333333,35.6394333333,35.0036666667,7.10360000001,6.50826666667,35.4542,16.0024222222,42.113575,6.3058
417.94,12.0651666667,37.8542,35.6883666667,35.0422,7.10873333333,6.4952,35.4836666667,15.9922444444,42.1713166667,6.30273333333
418.29,12.0573888889,37.8810333333,35.7303666667,35.0560666667,7.11566666667,6.4984,35.4781333333,15.9618222222,42.1931916667,6.30986666667
418.65,12.0706222222,37.9381666667,35.8244666667,35.1238,7.131,6.49586666667,35.5294666667,15.9734888889,42.276725,6.31986666667
419.01,12.0615666667,37.9569,35.8683,35.1554,7.13186666666,6.50513333334,35.5336666667,15.9647555556,42.3287166667,6.32813333333
419.37,12.0491111111,37.9935333333,35.9047,35.1904666667,7.12193333334,6.50006666666,35.5383333333,15.9517333333,42.3597666667,6.32433333333
419.73,12.0421777778,38.0350333333,35.9657666667,35.2322666667,7.13499999999,6.5036,35.5571333334,15.9428444444,42.406175,6.32293333333
420.08,12.0474666667,38.0861666667,36.0349666667,35.2802,7.13453333333,6.49293333333,35.5774666667,15.9418,42.441125,6.31813333333
420.44,12.0367555556,38.1178333333,36.0813333333,35.2935333333,7.13353333333,6.49186666667,35.5830666666,15.9446222222,42.4766666667,6.3104
420.80,12.0363777778,38.1761,36.1353,35.3238,7.13833333333,6.49346666667,35.5929333333,15.9510222222,42.5289583333,6.31226666667
421.16,12.0593555556,38.2617333333,36.2059666667,35.3913333333,7.16093333333,6.5008,35.6452666667,15.9812666667,42.6126333333,6.33253333333
421.51,12.0557666667,38.3063666667,36.2477333333,35.4176,7.16626666667,6.50346666667,35.6482666667,15.9857333333,42.661475,6.33153333333
421.87,12.0381111111,38.3526666667,36.3027333333,35.4416666666,7.14480000001,6.48533333333,35.6389333333,15.9563777778,42.7158083333,6.30833333333
422.23,12.0483555556,38.4059666667,36.3633666667,35.4921333333,7.14153333334,6.47173333333,35.6700666666,15.9672666667,42.7809833333,6.2968
422.58,12.0537888889,38.4702,36.4258333333,35.5531333333,7.14726666666,6.47926666667,35.6886666667,15.9764,42.8361833333,6.306
422.94,12.0636555556,38.5707333333,36.5272666667,35.6301333333,7.1548,6.4882,35.7292666667,15.9964222222,42.9163833333,6.31173333333
