wavelength,Back_PooCaem,Belly_PooCaem,Breast_PooCaem,Crissum_PooCaem,Crown_PooCaem,DorTail_PooCaem,Patch10_PooCaem,Patch11_PooCaem,Rump_PooCaem,Throat_PooCaem,WingTip_PooCaem
525.90,8.65316666667,40.3421666667,5.75266666667,11.1303333333,6.673,6.22333333333,21.1825,4.42616666667,7.95883333334,35.8815,7.12116666667
526.25,8.64242592593,40.446,5.76366666667,11.1656666667,6.66316666667,6.21366666667,21.1898333333,4.40666666667,7.9505,35.9276666666,7.11466666667
526.59,8.66164814815,40.5581666666,5.79316666666,11.2146666667,6.6695,6.22083333333,21.2286666666,4.40366666667,7.95716666666,36.0151666667,7.12883333333
526.94,8.67946296297,40.6596666666,5.83266666667,11.2708333333,6.67666666666,6.242,21.279,4.42933333334,7.97516666667,36.0906666667,7.14783333334
527.28,8.69394444445,40.7598333333,5.86116666666,11.3086666667,6.69016666667,6.2515,21.3106666667,4.44283333333,7.98916666666,36.1658333334,7.1775
527.63,8.7052962963,40.8313333334,5.8825,11.3505,6.68816666666,6.2515,21.3175,4.43766666667,7.99733333333,36.2211666666,7.18533333333
527.97,8.71611111111,40.8938333333,5.9155,11.3918333333,6.699,6.25033333333,21.3376666667,4.44616666667,8.00583333333,36.2728333333,7.19166666667
528.32,8.72177777779,40.9255,5.93333333333,11.4145,6.69766666667,6.247,21.3465,4.45583333333,8.01466666667,36.2963333333,7.194
528.66,8.74335185185,40.9638333334,5.946,11.4391666667,6.69933333333,6.25233333334,21.3611666666,4.4615,8.02283333334,36.3478333333,7.195
529.01,8.7435,40.9691666666,5.959,11.4656666667,6.70116666667,6.252,21.371,4.46833333333,8.0245,36.3503333334,7.20816666667
529.35,8.73994444445,40.9945,5.974,11.48,6.70216666667,6.24716666667,21.3703333333,4.45783333333,8.01366666666,36.3636666667,7.20216666667
529.70,8.73933333334,40.9921666666,5.97816666667,11.498,6.69983333333,6.24033333333,21.3751666666,4.44566666666,8.01116666666,36.3743333334,7.19416666667
530.04,8.75668518518,40.9676666667,6.00716666667,11.5258333334,6.71233333333,6.24866666667,21.3793333334,4.45533333334,8.02283333333,36.3691666667,7.201
530.39,8.75938888889,40.9171666667,6.02066666666,11.552,6.7095,6.24683333333,21.3561666667,4.45733333333,8.01616666667,36.3325,7.19816666667
530.73,8.75096296296,40.8758333334,6.04,11.5703333333,6.71366666667,6.23733333334,21.3318333333,4.44616666667,8.015,36.2963333334,7.19533333334
531.08,8.74492592594,40.8398333334,6.0605,11.6028333333,6.716,6.23666666667,21.3348333333,4.431,8.00883333333,36.2883333333,7.18683333334
531.42,8.7425925926,40.8106666667,6.0935,11.6406666667,6.738,6.23966666667,21.3711666667,4.43966666666,8.011,36.2725,7.19783333333
531.77,8.73661111111,40.7825,6.107,11.6585,6.7365,6.23616666666,21.3695,4.434,8.00066666667,36.2593333333,7.19316666667
532.11,8.73898148149,40.7686666666,6.13483333334,11.7081666667,6.7425,6.22216666667,21.3828333333,4.43316666667,8.00116666667,36.2653333333,7.20366666667
532.46,8.72318518519,40.7413333333,6.16983333333,11.7391666667,6.737,6.212,21.3875,4.42433333334,7.98516666667,36.2415,7.2
532.80,8.72122222222,40.7596666667,6.1875,11.7733333333,6.73933333334,6.20433333333,21.3998333333,4.42233333333,7.98566666667,36.2468333333,7.19966666666
533.15,8.72725925927,40.7501666667,6.20733333333,11.8118333334,6.745,6.20816666667,21.405,4.43166666666,7.991,36.2378333333,7.20583333334
533.49,8.7287962963,40.7703333333,6.23533333333,11.8383333333,6.74966666667,6.21466666667,21.424,4.44116666667,7.988,36.2375,7.22316666666
533.84,8.73262962963,40.7758333333,6.2645,11.8818333333,6.7575,6.21866666666,21.4373333334,4.45933333333,7.99466666666,36.2508333334,7.247
534.18,8.73716666667,40.8185,6.30133333334,11.9146666667,6.78516666667,6.23233333333,21.4776666667,4.47883333334,8.01383333334,36.2816666666,7.27483333333
534.52,8.73588888889,40.7986666666,6.3175,11.935,6.78466666667,6.23483333334,21.4691666667,4.47583333333,8.007,36.2666666666,7.28183333333
534.87,8.73396296297,40.7865,6.3445,11.9683333334,6.77233333334,6.24666666666,21.4703333333,4.47966666667,8.00866666667,36.2505,7.27716666666
535.21,8.72455555555,40.7663333333,6.35333333333,11.9776666667,6.75316666666,6.23983333333,21.4305,4.46916666667,8.00283333333,36.223,7.26133333333
535.56,8.71311111112,40.7633333333,6.365,12.0053333333,6.74833333334,6.252,21.4291666667,4.468,8.00416666667,36.2103333333,7.26566666667
535.90,8.70605555555,40.7383333333,6.3745,12.0168333334,6.747,6.26583333333,21.425,4.44883333333,7.98916666666,36.1703333333,7.2575
536.25,8.72224074073,40.7758333334,6.39583333333,12.0638333334,6.77383333334,6.27683333334,21.4616666667,4.46583333334,8.00466666666,36.1898333333,7.282
536.59,8.75042592593,40.7975,6.44933333333,12.1006666667,6.7885,6.3045,21.5008333334,4.4735,8.01516666667,36.2358333333,7.28283333334
536.93,8.76622222221,40.8343333334,6.485,12.1505,6.79866666667,6.31633333333,21.5303333334,4.473,8.02366666667,36.3063333333,7.30266666666
537.28,8.77535185185,40.8298333333,6.51016666667,12.1956666667,6.80416666667,6.32316666667,21.5468333333,4.47683333334,8.03,36.3403333333,7.30716666667
537.62,8.77764814815,40.8415,6.533,12.2126666667,6.80433333334,6.324,21.5513333334,4.46666666667,8.02933333333,36.3843333333,7.3
537.97,8.78037037037,40.8325,6.5705,12.2576666667,6.79633333334,6.3355,21.5505,4.45733333333,8.0225,36.3823333333,7.30016666667
538.31,8.78085185185,40.8541666667,6.61383333334,12.3025,6.8065,6.32466666666,21.5545,4.45883333333,8.0265,36.3995,7.29033333333
538.65,8.7885925926,40.8673333333,6.64366666667,12.339,6.82483333334,6.316,21.5525,4.465,8.03366666667,36.398,7.29433333334
539.00,8.80751851851,40.9043333333,6.7085,12.4021666667,6.841,6.33066666666,21.584,4.48083333334,8.0475,36.4218333334,7.313
539.34,8.82051851851,40.9063333333,6.76316666667,12.4733333334,6.85733333333,6.33766666667,21.5981666667,4.49916666667,8.05566666667,36.4363333333,7.33116666667
539.69,8.84518518518,41.0061666667,6.82466666667,12.5575,6.8945,6.38233333333,21.6526666666,4.53383333334,8.08466666667,36.5313333334,7.365
540.03,8.84398148149,41.0121666667,6.85866666667,12.6061666666,6.8895,6.38433333333,21.6601666666,4.52716666666,8.07633333334,36.5638333333,7.36
540.37,8.8442962963,41.0523333333,6.87816666667,12.6445,6.89616666666,6.38833333333,21.6608333333,4.52833333333,8.08083333334,36.5998333334,7.37166666666
540.72,8.85205555555,41.07,6.9065,12.6786666667,6.8985,6.39383333333,21.6801666667,4.53216666666,8.09216666666,36.6011666667,7.38216666667
541.06,8.84996296297,41.0806666667,6.93516666667,12.6986666667,6.9025,6.406,21.6831666666,4.52533333334,8.099,36.5948333333,7.38166666666
541.40,8.84483333333,41.114,6.94366666667,12.7273333333,6.9,6.40533333333,21.6925,4.51866666667,8.0965,36.5913333333,7.3875
541.75,8.83712962963,41.0986666667,6.95283333334,12.7435,6.88816666667,6.392,21.6885,4.518,8.08966666666,36.5836666667,7.37683333333
542.09,8.8602037037,41.1405,6.97666666667,12.7905,6.89933333333,6.41366666666,21.731,4.53683333333,8.09966666666,36.623,7.39816666667
542.43,8.8777962963,41.1676666666,7.00416666667,12.8388333333,6.91483333333,6.44233333333,21.7713333333,4.5445,8.1045,36.6618333334,7.41066666667
542.78,8.88998148149,41.1645,7.03233333333,12.889,6.93133333333,6.46966666667,21.7988333333,4.565,8.123,36.7071666667,7.43
543.12,8.8959074074,41.1685,7.04666666667,12.9136666667,6.92666666666,6.47583333334,21.8265,4.55733333334,8.12133333333,36.7343333333,7.42433333333
543.46,8.89307407406,41.1398333333,7.06833333333,12.9431666667,6.913,6.48766666667,21.8321666667,4.55566666667,8.12233333333,36.7361666667,7.42183333333
543.81,8.90666666667,41.1535,7.09883333333,12.9736666667,6.92166666667,6.49983333334,21.8576666666,4.55766666667,8.12883333334,36.7683333334,7.43266666666
544.15,8.91724074074,41.1761666667,7.1225,13.035,6.92033333333,6.5225,21.8965,4.56716666667,8.13816666667,36.7831666667,7.4485
544.49,8.90988888888,41.1428333333,7.13966666667,13.0621666667,6.91666666666,6.52116666666,21.901,4.56533333334,8.123,36.7833333334,7.45116666667
544.84,8.93325925927,41.1741666667,7.17616666666,13.1206666667,6.92516666666,6.52833333333,21.9243333333,4.57216666666,8.1155,36.8313333334,7.45733333333
545.18,8.94768518518,41.1523333333,7.21033333333,13.1688333333,6.93066666667,6.53583333333,21.9263333334,4.58216666666,8.11316666667,36.8315,7.4655
545.52,8.9754074074,41.2021666667,7.252,13.2343333333,6.9675,6.55683333333,21.9621666667,4.59233333334,8.13266666667,36.8948333334,7.48516666667
545.87,8.97648148148,41.1806666667,7.2775,13.2795,6.985,6.55433333334,21.9748333333,4.60233333333,8.14716666667,36.9011666666,7.4935
546.21,8.97935185185,41.1765,7.30266666667,13.3046666667,6.9935,6.531,21.9613333333,4.61366666666,8.14366666667,36.9113333334,7.4965
546.55,8.98498148148,41.2325,7.31433333333,13.3271666667,6.98633333333,6.523,21.9731666667,4.59733333334,8.1085,36.9125,7.473
546.90,8.99851851851,41.293,7.353,13.382,7.00283333333,6.52683333334,21.98,4.60916666666,8.12483333333,36.9471666667,7.489
547.24,8.98218518518,41.3061666667,7.3505,13.3793333333,6.98916666666,6.48783333333,21.9735,4.5835,8.0905,36.9558333334,7.46566666666
547.58,8.97935185185,41.321,7.377,13.4155,6.99816666666,6.4925,21.9853333333,4.5935,8.08483333334,36.9476666666,7.47116666666
547.92,8.94435185185,41.2598333333,7.382,13.3893333333,6.98383333333,6.45433333333,21.9433333333,4.5665,8.0575,36.9041666667,7.44
548.27,8.94594444445,41.3068333333,7.41333333334,13.4195,6.9945,6.46533333333,21.948,4.56116666667,8.06766666666,36.9348333333,7.42233333334
548.61,8.93262962964,41.2913333333,7.422,13.4353333333,6.98883333334,6.452,21.9645,4.5645,8.08466666667,36.9315,7.4285
548.95,8.94098148149,41.3155,7.484,13.4716666667,7.02016666667,6.48283333333,22.0191666667,4.58616666667,8.10516666666,36.969,7.44766666667
549.29,8.95674074074,41.3603333333,7.51983333333,13.517,7.0165,6.49966666667,22.058,4.60283333333,8.13016666667,37.037,7.44416666666
549.64,8.96727777779,41.4098333334,7.58916666667,13.5605,7.019,6.51083333334,22.1151666666,4.6015,8.13633333333,37.089,7.45733333333
549.98,8.99451851852,41.4796666667,7.658,13.6266666667,7.01866666667,6.5345,22.1825,4.61116666666,8.171,37.173,7.486
550.32,8.9827962963,41.5036666667,7.69616666666,13.6515,7.02666666667,6.51783333334,22.2021666667,4.60883333333,8.19816666666,37.1851666667,7.50066666667
550.66,8.98537037037,41.4995,7.73183333333,13.6645,7.027,6.51983333333,22.2006666667,4.60166666667,8.187,37.182,7.52166666667
551.01,9.02087037037,41.5663333334,7.81116666666,13.757,7.07116666667,6.53433333333,22.2341666666,4.623,8.23,37.1963333333,7.55816666667
551.35,9.04457407407,41.6206666667,7.8435,13.813,7.0745,6.533,22.231,4.64216666667,8.28566666666,37.2208333333,7.572
551.69,9.11507407406,41.6871666667,7.926,13.9048333333,7.12516666667,6.5875,22.281,4.69983333333,8.33833333334,37.2703333333,7.636
552.03,9.12624074073,41.722,7.95466666667,13.9655,7.13483333334,6.59666666666,22.3031666667,4.7365,8.36066666667,37.265,7.65816666667
552.38,9.12842592594,41.7766666667,8.0005,14.0398333333,7.132,6.61066666667,22.3166666667,4.7295,8.35333333333,37.279,7.66866666666
552.72,9.10933333333,41.8085,7.9815,14.0766666666,7.0965,6.586,22.3225,4.6945,8.331,37.3021666666,7.64133333333
553.06,9.08531481481,41.8255,7.999,14.111,7.099,6.5735,22.3136666667,4.67433333333,8.308,37.2725,7.63716666667
553.40,9.0902962963,41.8316666666,7.99266666667,14.135,7.08566666667,6.57733333333,22.3011666667,4.66416666667,8.309,37.2678333333,7.62166666666
553.74,9.06131481481,41.7671666666,7.9715,14.1403333333,7.06333333333,6.55633333334,22.2478333334,4.63533333333,8.2655,37.1988333333,7.59483333333
554.09,9.0507037037,41.732,7.97633333333,14.175,7.04416666667,6.549,22.232,4.62366666667,8.243,37.1908333333,7.59566666667
554.43,9.06205555555,41.7516666667,7.99916666666,14.2331666667,7.04433333334,6.56166666667,22.241,4.63183333333,8.25083333334,37.1908333333,7.60316666667
554.77,9.06848148148,41.7485,8.00366666666,14.2718333333,7.02533333334,6.553,22.2696666667,4.63483333334,8.24566666667,37.2065,7.60716666666
555.11,9.05516666667,41.7343333334,8.01933333334,14.2918333333,6.99083333333,6.53966666666,22.2918333333,4.61933333333,8.21483333333,37.2156666666,7.59816666667
555.45,9.03412962964,41.7381666667,8.009,14.305,6.97416666666,6.50333333334,22.2925,4.594,8.165,37.2336666666,7.56666666667
555.80,9.01611111112,41.7271666666,8.029,14.3011666667,6.9475,6.48116666667,22.2943333334,4.562,8.13583333334,37.223,7.54266666667
556.14,9.03548148149,41.7101666666,8.07016666667,14.3545,6.97733333334,6.48116666667,22.3178333334,4.59366666666,8.17216666667,37.2635,7.55016666667
556.48,9.1047037037,41.731,8.1695,14.4288333333,7.0455,6.53,22.3483333333,4.65,8.23233333333,37.2946666667,7.59533333333
556.82,9.1370925926,41.7356666667,8.22683333333,14.4613333333,7.05583333334,6.56916666666,22.4,4.674,8.26,37.3255,7.6365
557.16,9.10803703704,41.7505,8.26783333333,14.475,7.02516666667,6.54433333334,22.3868333333,4.65516666667,8.23083333333,37.3356666666,7.63266666667
557.50,9.1022962963,41.7935,8.3005,14.4856666666,7.02583333333,6.53433333334,22.4268333333,4.63333333333,8.23066666666,37.3933333334,7.624
557.85,9.15335185185,41.8506666666,8.361,14.5671666667,7.06166666666,6.5725,22.5078333333,4.65283333333,8.2725,37.4353333333,7.64633333333
558.19,9.13601851852,41.8826666666,8.41,14.5996666667,7.0655,6.53966666667,22.5248333333,4.64733333333,8.27266666667,37.495,7.62933333333
558.53,9.16846296297,41.9166666667,8.4795,14.6451666667,7.089,6.54366666667,22.518,4.65733333333,8.29733333334,37.532,7.638
558.87,9.19161111111,41.959,8.55383333331,14.7031666667,7.15283333333,6.56416666666,22.5445,4.68333333333,8.3055,37.5735,7.67116666667
559.21,9.1892037037,42.017,8.607,14.7683333333,7.15033333334,6.58583333333,22.5488333333,4.6885,8.34066666667,37.5965,7.681
559.55,9.20183333333,42.0163333334,8.65683333335,14.826,7.18766666667,6.6035,22.5505,4.71166666666,8.37466666667,37.6036666666,7.709
559.89,9.18066666667,42.0345,8.66433333333,14.8045,7.15016666667,6.6075,22.5321666666,4.67216666666,8.34316666667,37.5953333333,7.69916666666
560.23,9.16283333333,42.1073333333,8.68683333334,14.8586666667,7.12583333333,6.61083333334,22.5436666667,4.66216666666,8.33783333333,37.6168333334,7.7205
560.58,9.13083333333,42.0941666667,8.70233333331,14.8935,7.10533333334,6.59066666666,22.4863333334,4.63766666666,8.29233333333,37.5866666667,7.69266666666
560.92,9.1450925926,42.0915,8.72183333335,14.944,7.12566666666,6.60183333333,22.4876666667,4.646,8.3025,37.601,7.69533333334
561.26,9.16151851851,42.1535,8.76516666665,15.0448333333,7.11816666666,6.61916666667,22.5126666666,4.66616666667,8.31066666667,37.6245,7.73133333333
561.60,9.1457037037,42.1826666667,8.81133333333,15.0718333333,7.11333333333,6.61416666667,22.4746666667,4.69033333334,8.32166666666,37.6488333333,7.755
561.94,9.18337037037,42.1951666667,8.81783333332,15.1245,7.136,6.649,22.4951666667,4.70833333334,8.34183333333,37.6543333333,7.78583333334
562.28,9.16524074074,42.2213333333,8.86016666667,15.1678333333,7.14483333333,6.65633333333,22.5115,4.7075,8.346,37.6906666667,7.7855
562.62,9.12931481482,42.1831666666,8.86749999999,15.1695,7.1075,6.667,22.4876666667,4.66433333333,8.33016666667,37.6146666667,7.767
562.96,9.137,42.2166666666,8.91916666668,15.236,7.14533333333,6.68133333334,22.5195,4.67483333333,8.35483333333,37.6626666666,7.782
563.30,9.18027777779,42.295,8.99350000002,15.3356666667,7.18533333334,6.718,22.58,4.72316666667,8.371,37.7298333333,7.8335
563.64,9.20462962963,42.3331666667,9.04316666665,15.4163333333,7.207,6.70933333333,22.5966666667,4.73033333334,8.37183333334,37.7478333333,7.83266666667
563.99,9.1930925926,42.2546666667,9.06250000001,15.433,7.19166666667,6.67516666666,22.5671666666,4.7105,8.35,37.7138333333,7.81666666667
564.33,9.20888888888,42.2786666666,9.09216666668,15.4645,7.2115,6.65816666667,22.5635,4.723,8.38366666667,37.721,7.84766666666
564.67,9.22362962963,42.3153333333,9.16183333335,15.5166666666,7.22216666667,6.70083333333,22.6135,4.75083333334,8.39133333333,37.7553333333,7.86566666667
565.01,9.19751851852,42.2546666666,9.19299999999,15.5215,7.24316666667,6.743,22.5606666667,4.7605,8.39483333333,37.7098333334,7.869
565.35,9.2034074074,42.2353333333,9.20866666666,15.566,7.23883333333,6.75316666666,22.571,4.74266666667,8.369,37.695,7.86066666667
565.69,9.1762962963,42.178,9.22999999999,15.5761666667,7.22416666667,6.74883333333,22.551,4.73166666667,8.335,37.6331666667,7.82116666667
566.03,9.18561111112,42.1595,9.23133333333,15.6003333333,7.22433333334,6.76666666666,22.5413333333,4.74466666667,8.33083333334,37.5893333333,7.83216666666
566.37,9.18703703703,42.1781666667,9.25616666665,15.6366666667,7.21416666667,6.76116666666,22.5501666667,4.75633333334,8.32533333333,37.6161666667,7.83783333334
566.71,9.16868518518,42.0998333333,9.26733333333,15.635,7.16083333333,6.72666666667,22.5226666667,4.72983333333,8.28416666667,37.571,7.79866666666
567.05,9.15207407407,42.0771666667,9.26800000002,15.6431666667,7.13066666667,6.70316666667,22.4716666667,4.68566666666,8.27,37.5611666666,7.76233333334
567.39,9.16561111112,42.0918333333,9.31299999998,15.6678333333,7.13483333334,6.713,22.4625,4.69733333334,8.27266666667,37.5771666667,7.78983333333
567.73,9.14914814815,42.1663333333,9.33716666667,15.6866666667,7.12466666667,6.69916666667,22.5105,4.691,8.25566666667,37.6021666667,7.782
568.07,9.12744444445,42.1286666666,9.36966666668,15.7125,7.11316666667,6.6925,22.5291666666,4.68433333334,8.23683333333,37.607,7.748
568.41,9.11712962963,42.1333333333,9.37600000002,15.7416666667,7.10983333334,6.65116666667,22.511,4.664,8.23016666666,37.5975,7.74633333333
568.75,9.14692592593,42.179,9.46116666665,15.788,7.13083333333,6.6215,22.556,4.67966666666,8.27333333333,37.6061666666,7.74216666666
569.09,9.15887037037,42.1883333334,9.50766666666,15.8035,7.141,6.62133333333,22.5395,4.68333333333,8.29633333333,37.6186666667,7.76833333333
569.43,9.17074074073,42.2685,9.59966666668,15.8553333333,7.1555,6.63283333334,22.5658333333,4.7145,8.3355,37.7221666666,7.80966666667
569.77,9.19107407407,42.3105,9.65583333333,15.9081666667,7.16883333333,6.62816666667,22.5796666667,4.73633333333,8.34866666667,37.7758333333,7.81233333333
570.11,9.21568518519,42.3023333333,9.71366666667,15.9675,7.1875,6.65783333333,22.5425,4.7435,8.35583333333,37.7866666666,7.8275
570.45,9.23725925927,42.384,9.77633333332,16.0313333333,7.223,6.67566666667,22.5336666666,4.75166666667,8.38533333333,37.808,7.8645
570.79,9.25548148148,42.3918333334,9.8475,16.087,7.26366666667,6.71666666667,22.5776666667,4.79366666666,8.41083333333,37.7941666667,7.91016666667
571.13,9.24961111112,42.3443333334,9.88866666669,16.1293333334,7.29116666667,6.7495,22.5791666666,4.8255,8.442,37.7785,7.92566666667
571.47,9.23455555555,42.3355,9.91599999999,16.1616666666,7.30183333333,6.75966666667,22.5393333333,4.83016666666,8.44883333333,37.7705,7.92616666667
571.81,9.257,42.3953333333,9.97516666665,16.2288333333,7.297,6.77333333333,22.5648333333,4.83233333333,8.43983333333,37.8168333334,7.94666666667
572.15,9.27857407407,42.4008333334,10.0271666667,16.2638333333,7.30183333333,6.786,22.5673333333,4.855,8.46566666667,37.7921666667,7.95783333334
572.49,9.28575925926,42.3966666667,10.0386666667,16.2908333333,7.27616666667,6.796,22.5646666666,4.85483333333,8.45183333333,37.832,7.98633333333
572.83,9.28514814815,42.4103333334,10.0713333333,16.3565,7.28883333334,6.80383333333,22.5915,4.879,8.4735,37.8603333333,8.005
573.17,9.26564814815,42.383,10.0546666667,16.3843333333,7.25766666667,6.77133333333,22.5675,4.83066666667,8.43516666667,37.7876666666,7.989
573.51,9.22675925927,42.3805,10.0691666667,16.4115,7.23316666666,6.7605,22.5506666667,4.79633333333,8.40683333334,37.76,7.9875
573.85,9.20416666666,42.41,10.0896666667,16.4476666667,7.2175,6.7395,22.5646666667,4.7985,8.412,37.7866666667,7.9645
574.19,9.2124074074,42.4341666667,10.1201666667,16.4906666667,7.24366666666,6.77833333334,22.6176666667,4.82216666667,8.41933333333,37.8563333334,7.99483333333
574.53,9.20707407406,42.469,10.1228333333,16.5215,7.22016666666,6.787,22.6381666667,4.81033333334,8.38433333333,37.8891666666,7.9845
574.87,9.19712962964,42.5211666667,10.1376666667,16.562,7.18316666667,6.75316666667,22.651,4.80816666667,8.36583333333,37.9145,7.97966666667
575.21,9.23048148149,42.5031666667,10.2023333333,16.619,7.20083333333,6.7765,22.671,4.836,8.3905,37.9413333334,8.007
575.55,9.19398148149,42.4961666666,10.2028333333,16.616,7.19616666667,6.766,22.6633333333,4.82133333333,8.36833333333,37.908,7.997
575.89,9.175,42.5305,10.2278333334,16.6556666667,7.19966666666,6.7995,22.6586666666,4.79866666666,8.3675,37.9838333333,8.00383333333
576.22,9.1735925926,42.5565,10.2621666667,16.6958333333,7.2035,6.815,22.6695,4.80633333334,8.35016666667,37.974,7.988
576.56,9.16948148149,42.6228333334,10.3028333333,16.7518333333,7.1965,6.82483333334,22.6891666667,4.81,8.33283333333,38.0331666667,7.973
576.90,9.21838888888,42.6895,10.403,16.8293333333,7.24016666666,6.866,22.7511666667,4.85866666667,8.37666666667,38.1056666667,8.00216666667
577.24,9.23938888888,42.7043333334,10.4608333333,16.8793333333,7.26466666667,6.9065,22.8101666667,4.8785,8.393,38.1666666667,8.02566666667
577.58,9.28935185185,42.7535,10.513,16.9388333333,7.291,6.91716666667,22.8583333334,4.91266666667,8.418,38.2233333333,8.068
577.92,9.3027037037,42.7345,10.5508333333,16.9738333334,7.28383333334,6.89,22.8706666667,4.925,8.4255,38.2045,8.03983333333
578.26,9.26101851851,42.7255,10.5881666667,16.973,7.27883333334,6.84766666667,22.8561666666,4.8935,8.43133333333,38.2076666667,8.012
578.60,9.27424074073,42.7323333333,10.6223333333,17.0188333333,7.29566666666,6.88233333333,22.8696666667,4.87383333333,8.4315,38.2228333333,7.99116666667
578.94,9.27718518519,42.7495,10.6456666667,17.0543333333,7.26233333333,6.88866666667,22.8896666667,4.86083333333,8.42516666666,38.2423333334,7.96
579.28,9.3347037037,42.7435,10.6781666667,17.1143333334,7.27366666667,6.91466666667,22.9201666667,4.88366666667,8.47966666667,38.2508333333,7.99216666666
579.61,9.36975925927,42.7938333333,10.7306666667,17.1815,7.30283333334,6.90383333334,22.985,4.90983333333,8.48783333333,38.283,8.00933333333
579.95,9.38116666667,42.8656666667,10.801,17.2876666667,7.3495,6.91833333334,23.0483333334,4.92366666667,8.54783333333,38.3785,8.04633333333
580.29,9.39612962963,42.8526666667,10.8328333333,17.3005,7.363,6.916,23.1023333333,4.913,8.55683333333,38.3568333333,8.03216666667
580.63,9.42783333333,42.9096666666,10.8883333333,17.4075,7.39766666666,6.96633333334,23.1771666667,4.96,8.60383333334,38.4521666667,8.0705
580.97,9.41983333333,42.8798333333,10.9273333333,17.4038333333,7.38133333333,6.93333333333,23.1503333333,4.93583333334,8.60183333333,38.4526666667,8.04783333333
581.31,9.42727777779,42.867,10.9685,17.443,7.387,6.96416666667,23.1761666667,4.925,8.5965,38.4465,8.05116666667
581.65,9.3939074074,42.872,10.9848333334,17.4613333333,7.35533333334,6.95766666667,23.1688333334,4.8985,8.58133333333,38.4213333334,8.056
581.98,9.44151851852,42.8908333334,11.0505,17.5175,7.367,6.9655,23.1968333333,4.92666666666,8.61133333334,38.4596666667,8.09766666667
582.32,9.4429074074,42.9178333334,11.105,17.564,7.39433333333,6.955,23.2168333334,4.92466666667,8.61383333333,38.4706666667,8.12633333334
582.66,9.47616666667,42.986,11.139,17.6138333333,7.4445,6.97983333333,23.2381666667,4.95766666667,8.614,38.5436666666,8.18783333333
583.00,9.46905555555,43.0435,11.191,17.6878333333,7.462,6.98766666666,23.264,4.9705,8.59433333333,38.5965,8.166
583.34,9.46444444445,43.017,11.2428333333,17.7413333333,7.43,6.99566666667,23.254,4.96516666667,8.57166666667,38.5826666667,8.17
583.68,9.43098148148,42.9545,11.2191666667,17.7206666667,7.38733333334,6.9485,23.1946666667,4.92383333333,8.49483333334,38.518,8.13816666667
584.01,9.41096296296,42.9708333333,11.2671666667,17.777,7.381,6.931,23.1778333334,4.92783333333,8.4855,38.5275,8.15666666667
584.35,9.31312962964,42.8815,11.201,17.7118333334,7.28516666666,6.86483333333,23.0815,4.84466666667,8.4065,38.427,8.069
584.69,9.34837037037,42.9126666667,11.212,17.8033333333,7.30166666666,6.89583333334,23.1165,4.8715,8.417,38.4378333333,8.1025
585.03,9.25881481482,42.8645,11.1941666667,17.8181666667,7.2665,6.84816666667,23.0655,4.85716666667,8.36433333333,38.4141666666,8.07516666667
585.37,9.27464814815,42.8711666667,11.2443333333,17.8818333333,7.303,6.85866666667,23.1145,4.87166666666,8.36583333333,38.4573333334,8.10916666667
585.70,9.2835925926,42.8948333333,11.2716666667,17.9463333333,7.30183333333,6.88133333334,23.1065,4.88683333333,8.35433333333,38.5038333334,8.12083333333
586.04,9.31614814815,42.9668333333,11.2988333334,17.9763333333,7.28233333333,6.89033333333,23.1273333334,4.8885,8.32883333333,38.5713333333,8.14316666666
586.38,9.26907407407,42.9498333333,11.3451666667,18.0178333333,7.27016666667,6.8565,23.1438333334,4.8585,8.3085,38.5343333333,8.11366666667
586.72,9.33568518518,43.0266666667,11.4553333333,18.088,7.33,6.929,23.1935,4.918,8.3945,38.5935,8.17816666666
587.06,9.29327777778,42.9813333334,11.4555,18.05,7.302,6.8705,23.1448333334,4.90566666666,8.38333333333,38.5723333334,8.13933333333
587.39,9.31187037037,42.9578333334,11.4996666667,18.1078333334,7.32083333333,6.90033333334,23.1518333333,4.924,8.4035,38.577,8.14916666666
587.73,9.29772222222,42.9015,11.5328333334,18.1161666667,7.32033333333,6.93466666667,23.0691666666,4.92533333333,8.40633333334,38.5548333333,8.16883333333
588.07,9.33635185185,42.8711666666,11.6255,18.1443333333,7.38483333333,6.96633333333,23.082,4.97833333333,8.4325,38.5266666667,8.24733333333
588.41,9.3412962963,42.8908333334,11.7176666667,18.1943333333,7.41366666667,6.98083333334,23.1271666666,5.00666666666,8.44533333334,38.536,8.26416666666
588.74,9.4255925926,42.9965,11.8321666667,18.2763333333,7.48816666667,7.02933333333,23.2085,5.03116666667,8.51433333333,38.5581666667,8.31283333333
589.08,9.4219074074,43.0406666667,11.8366666667,18.3106666667,7.46483333334,7.03333333333,23.1985,4.996,8.5105,38.571,8.3055
589.42,9.39618518518,43.0208333333,11.8418333333,18.3193333333,7.44716666667,7.00433333333,23.1856666667,4.96516666666,8.4895,38.5508333333,8.259
589.76,9.33612962963,42.9333333333,11.8663333333,18.3268333334,7.43433333334,6.96483333333,23.1373333333,4.95083333333,8.46716666666,38.4721666666,8.2125
590.09,9.35737037037,42.911,11.9016666667,18.369,7.45166666667,7.01316666666,23.1246666667,4.96416666667,8.516,38.4666666667,8.2165
590.43,9.29792592593,42.7958333334,11.8596666667,18.347,7.40033333334,6.9485,23.0706666666,4.9145,8.4385,38.3715,8.177
