wavelength,Back_DacAlbf,Belly_DacAlbf,Breast_DacAlbf,Crissum_DacAlbf,Crown_DacAlbf,DorTail_DacAlbf,Patch10_DacAlbf,Rump_DacAlbf,Throat_DacAlbf,WingTip_DacAlbf
560.23,13.8918888889,52.3922222222,35.103,36.7636666666,13.5130555556,7.63372222222,11.2928888889,16.9093333334,31.1858888889,8.83788888888
560.58,13.891,52.4701111111,35.1186666667,36.8108888889,13.5145555556,7.63949999999,11.2581111111,16.942,31.1981111111,8.84488888888
560.92,13.8584444445,52.4801111111,35.0943333333,36.7548888889,13.4734444444,7.62205555556,11.2535555555,16.9297777778,31.1598888889,8.82777777778
561.26,13.8304444444,52.4018888889,35.0526666667,36.7153333334,13.4097222222,7.58911111112,11.2033333333,16.8774444445,31.1087777778,8.82744444445
561.60,13.7615555556,52.4231111111,35.0517777778,36.6987777778,13.3233333333,7.51683333332,11.1285555556,16.8234444445,31.0677777778,8.75400000001
561.94,13.7468888889,52.5135555556,35.0312222222,36.7097777778,13.2775,7.48305555557,11.0988888889,16.8146666667,31.0498888889,8.73411111111
562.28,13.685,52.476,34.9732222222,36.6401111111,13.2282777778,7.43155555557,11.0195555556,16.7797777778,30.9436666667,8.69411111111
562.62,13.6678888889,52.4422222222,34.9277777778,36.5726666667,13.1855555556,7.43805555556,10.9984444444,16.7844444445,30.8852222222,8.66144444445
562.96,13.6174444445,52.4582222222,34.8384444444,36.5498888889,13.1117777778,7.37116666667,10.9084444444,16.719,30.8335555556,8.58644444443
563.30,13.6111111111,52.5062222222,34.8147777778,36.589,13.085,7.36677777777,10.8768888889,16.73,30.8117777778,8.6128888889
563.64,13.6896666667,52.5633333333,34.901,36.6557777778,13.1058333333,7.4128888889,10.8664444444,16.7595555556,30.842,8.65944444445
563.99,13.7415555555,52.6521111111,34.9833333333,36.7345555555,13.1545555556,7.45288888888,10.8927777778,16.8442222222,30.9295555556,8.72122222222
564.33,13.7714444444,52.6505555555,34.981,36.7533333333,13.1791111111,7.48383333334,10.9251111111,16.8642222222,30.9354444445,8.74055555554
564.67,13.8038888889,52.676,34.9733333334,36.7653333333,13.1481111111,7.4761111111,10.9282222222,16.8744444444,30.9268888889,8.75944444445
565.01,13.8864444444,52.7623333333,35.0348888889,36.8225555555,13.2551111111,7.55933333333,11.0224444444,16.9837777778,31.031,8.85866666667
565.35,13.9136666667,52.819,35.0722222222,36.8698888889,13.2835,7.60022222223,11.0358888889,17.0188888889,31.0238888889,8.85355555555
565.69,13.9197777778,52.8286666666,35.1185555555,36.9163333333,13.3096666667,7.63016666666,11.0412222222,17.04,31.0493333334,8.86388888889
566.03,13.9982222222,52.9113333333,35.185,37.0121111111,13.3496111111,7.69272222223,11.0934444444,17.1194444444,31.1565555556,8.92
566.37,14.0396666667,53.0407777778,35.2467777778,37.1371111111,13.3796111111,7.71144444446,11.0981111111,17.1516666667,31.2236666667,8.96044444444
566.71,14.0785555555,53.0706666667,35.3375555556,37.255,13.4201666667,7.75572222223,11.1651111111,17.2166666667,31.2537777778,9.049
567.05,14.1037777778,53.0226666667,35.3408888889,37.2126666667,13.4335,7.76194444444,11.2123333333,17.2274444445,31.2544444444,9.06277777779
567.39,14.0767777778,52.9853333333,35.2833333333,37.1817777778,13.3947222222,7.71800000001,11.1764444444,17.1814444444,31.2103333333,9.04277777778
567.73,14.0442222222,52.9613333333,35.2985555556,37.2063333333,13.3683333333,7.70822222223,11.1724444445,17.1688888889,31.1908888889,9.02122222222
568.07,14.0467777778,52.9772222222,35.315,37.1967777778,13.3222222222,7.71644444446,11.1417777778,17.1841111111,31.2148888889,9.02744444443
568.41,14.0344444444,52.9554444445,35.3285555556,37.249,13.34,7.74755555554,11.1232222222,17.2135555556,31.2348888889,9.01855555555
568.75,14.0247777778,53.017,35.351,37.2971111111,13.2985555556,7.75155555557,11.126,17.1964444444,31.2347777778,8.98777777778
569.09,14.0232222222,52.896,35.2711111111,37.2291111111,13.2591666667,7.73705555554,11.1004444445,17.1985555556,31.2076666667,9.01977777778
569.43,14.0332222222,52.9206666667,35.2996666667,37.2174444444,13.2562222222,7.726,11.0944444444,17.2082222222,31.2186666667,9.03111111112
569.77,13.9812222222,52.8971111111,35.2615555555,37.1656666667,13.1983888889,7.71027777779,11.032,17.1552222222,31.1645555556,8.98600000001
570.11,14.0104444444,52.9826666667,35.3425555555,37.2307777778,13.2103333333,7.77405555557,11.0651111111,17.2205555556,31.214,9.0211111111
570.45,14.0191111111,52.9953333333,35.3688888889,37.2082222222,13.1884444445,7.76211111111,11.0427777778,17.2232222222,31.2227777778,9.00033333333
570.79,14.0295555555,53.0306666667,35.3844444445,37.2602222222,13.1702222222,7.77466666666,11.0508888889,17.2665555556,31.2628888889,8.9968888889
571.13,14.0336666667,53.0336666667,35.4121111111,37.2808888889,13.1651111111,7.80427777779,11.0692222222,17.2987777778,31.2607777778,9.02299999999
571.47,14.052,52.9983333333,35.3931111111,37.2771111111,13.1691111111,7.83800000001,11.071,17.32,31.2428888889,9.05366666667
571.81,14.0461111111,52.942,35.3677777778,37.2997777778,13.1543888889,7.82883333333,11.0672222222,17.3022222222,31.2084444444,9.04233333334
572.15,14.0255555556,52.9615555556,35.3525555555,37.2994444444,13.1215555555,7.81138888888,11.0494444445,17.2862222222,31.1945555556,9.06111111111
572.49,13.973,52.9053333333,35.3031111111,37.2634444444,13.0451666667,7.73733333332,10.9703333333,17.2817777778,31.1441111111,9.00788888889
572.83,13.9462222222,52.9297777778,35.3244444445,37.3142222222,13.056,7.7321111111,10.974,17.2627777778,31.149,9.00933333333
573.17,13.989,52.9161111111,35.2967777778,37.3597777778,13.0465,7.77311111111,10.9836666666,17.3112222222,31.1325555556,9.02988888889
573.51,14.0444444444,52.9992222222,35.3646666667,37.4952222222,13.0786111111,7.81133333334,11.041,17.3997777778,31.1773333333,9.10022222221
573.85,14.0157777778,52.8736666667,35.2688888889,37.4464444444,13.0432777778,7.77105555554,11.0077777778,17.3723333333,31.1044444444,9.08644444446
574.19,14.0112222222,52.9174444444,35.2428888889,37.4582222222,13.0222222222,7.78477777779,11.0296666667,17.399,31.0866666667,9.10966666668
574.53,13.9555555555,52.9157777778,35.1873333333,37.4688888889,12.9897777778,7.77400000001,10.9723333333,17.3881111111,31.0452222222,9.08766666666
574.87,13.9295555556,52.9448888889,35.1706666667,37.4936666667,12.9695555556,7.76122222221,10.9636666667,17.3916666667,31.0167777778,9.05344444446
575.21,13.8691111111,52.9348888889,35.1128888889,37.4485555555,12.8703888889,7.65844444446,10.8911111111,17.317,30.9506666667,8.97544444446
575.55,13.8648888889,52.9982222222,35.1354444444,37.4678888889,12.8517777778,7.61711111111,10.8702222222,17.3116666667,30.9517777778,8.96055555554
575.89,13.8781111111,53.0087777778,35.1623333333,37.4922222222,12.8675,7.65288888888,10.9043333333,17.3362222222,30.9698888889,8.95222222221
576.22,13.9076666666,52.9948888889,35.1691111111,37.5214444444,12.9016111111,7.70027777779,10.9412222222,17.3207777778,30.9632222222,9.01811111111
576.56,13.8847777778,52.9268888889,35.1308888889,37.4701111111,12.8534444445,7.69127777777,10.9127777778,17.3292222222,30.9216666667,8.97511111111
576.90,13.8672222222,52.9406666667,35.1707777778,37.4838888889,12.8525,7.7018888889,10.9291111111,17.3363333333,30.9434444445,9.00666666665
577.24,13.7971111111,52.8602222222,35.1263333333,37.4165555556,12.8129444445,7.69511111112,10.9188888889,17.289,30.9031111111,8.94566666666
577.58,13.8211111111,52.8467777778,35.1561111111,37.4412222222,12.8232777778,7.74038888889,11.0002222222,17.3272222222,30.9143333333,8.96466666668
577.92,13.8587777778,52.8417777778,35.202,37.5137777778,12.8654444445,7.80338888889,11.0253333333,17.3466666667,30.9426666667,8.97244444446
578.26,13.9548888889,52.8972222222,35.3674444444,37.6033333333,12.9513333333,7.90750000001,11.1628888889,17.4268888889,31.0152222222,9.10244444443
578.60,13.9943333334,52.862,35.374,37.5881111111,12.9909444444,7.97122222221,11.2197777778,17.4981111111,31.0345555556,9.157
578.94,14.0653333334,52.8606666667,35.407,37.6672222222,13.0815555556,8.10061111112,11.3484444445,17.6192222222,31.0822222222,9.25333333334
579.28,14.1167777778,52.8273333333,35.4206666667,37.7278888889,13.1185555555,8.20300000001,11.458,17.7112222222,31.0917777778,9.34677777778
579.61,14.1585555555,52.8627777778,35.4605555555,37.7563333334,13.119,8.24355555554,11.5205555556,17.7478888889,31.0786666666,9.37977777778
579.95,14.1447777778,52.9596666667,35.4806666667,37.8294444444,13.1195,8.22749999999,11.5397777778,17.805,31.1058888889,9.35322222221
580.29,14.1786666667,53.043,35.505,37.8652222222,13.1166111111,8.23472222222,11.5724444445,17.807,31.1611111111,9.36933333333
580.63,14.1123333333,53.0073333333,35.4543333333,37.8925555556,13.0421666666,8.18105555557,11.5412222222,17.7578888889,31.105,9.30922222223
580.97,14.073,52.9075555556,35.3137777778,37.8101111111,12.9622777778,8.10838888888,11.4844444444,17.6987777778,30.9782222222,9.27366666667
581.31,13.9931111111,53.0052222222,35.3251111111,37.8371111111,12.8896111111,8.03727777778,11.4108888889,17.6334444444,30.92,9.18911111112
581.65,13.885,52.8627777778,35.1757777778,37.7033333333,12.7734444444,7.93955555556,11.3407777778,17.5813333333,30.8322222222,9.16622222222
581.98,13.7895555556,52.7453333333,34.9888888889,37.6382222222,12.6842222222,7.85955555554,11.2405555556,17.4938888889,30.7238888889,9.08911111112
582.32,13.7664444445,52.7946666667,35.0128888889,37.7305555555,12.6397222222,7.84344444444,11.2245555556,17.4664444444,30.7466666667,9.06677777778
582.66,13.7973333333,52.8791111111,35.0703333333,37.75,12.6741666667,7.91333333333,11.2523333333,17.4714444444,30.775,9.13433333334
583.00,13.8128888889,52.9168888889,35.0318888889,37.7643333333,12.6972777778,7.92922222223,11.2666666666,17.4723333334,30.7871111111,9.14488888889
583.34,13.798,52.8352222222,34.967,37.773,12.6831111111,7.87872222221,11.2347777778,17.4727777778,30.7734444444,9.16544444445
583.68,13.7256666667,52.6531111111,34.8288888889,37.633,12.6030555556,7.85249999999,11.1846666667,17.3675555556,30.6641111111,9.13277777779
584.01,13.7158888889,52.555,34.7905555556,37.6207777778,12.5983888889,7.8745,11.2188888889,17.3943333333,30.5691111111,9.13833333332
584.35,13.7706666667,52.4977777778,34.7171111111,37.5475555556,12.6362777778,7.93116666667,11.2534444445,17.4047777778,30.5872222222,9.19833333333
584.69,13.813,52.5306666667,34.7881111111,37.6147777778,12.7092777778,8.01200000001,11.3407777778,17.474,30.658,9.30000000001
585.03,13.841,52.4603333333,34.7757777778,37.6121111111,12.7225,8.02594444444,11.3834444445,17.5104444444,30.6658888889,9.37711111111
585.37,13.8842222222,52.453,34.8088888889,37.6633333333,12.7815,8.09388888889,11.4254444445,17.5242222222,30.6857777778,9.40177777777
585.70,13.922,52.5547777778,34.8935555555,37.6765555556,12.8014444444,8.12627777777,11.4764444444,17.5661111111,30.7614444444,9.4108888889
586.04,13.956,52.5752222222,34.9598888889,37.7218888889,12.8325,8.16044444446,11.5576666667,17.6001111111,30.8217777778,9.46122222223
586.38,13.9193333333,52.4506666666,34.9174444444,37.6941111111,12.7920555556,8.13022222221,11.5293333334,17.6175555556,30.7513333333,9.41088888889
586.72,13.9318888889,52.3936666667,34.9708888889,37.6832222222,12.8225555556,8.17550000001,11.5564444444,17.6583333333,30.776,9.41977777777
587.06,13.8407777778,52.373,34.9154444444,37.6306666667,12.7322222222,8.16333333332,11.4745555555,17.6002222222,30.7231111111,9.37655555556
587.39,13.9213333333,52.4972222222,35.029,37.7627777778,12.7754444445,8.27488888888,11.5441111111,17.663,30.8173333333,9.43644444443
587.73,13.9325555556,52.6391111111,35.0555555556,37.8453333333,12.7764444444,8.31222222221,11.5547777778,17.6732222222,30.8556666667,9.46088888889
588.07,13.8913333333,52.703,35.1626666667,37.8953333333,12.7367777778,8.30083333334,11.5178888889,17.6943333333,30.8482222222,9.41777777779
588.41,13.9361111111,52.7821111111,35.201,37.9473333333,12.6981666667,8.29305555554,11.4983333334,17.7228888889,30.8934444445,9.411
588.74,13.9534444444,52.7302222222,35.2056666667,37.9572222222,12.7449444444,8.38816666668,11.5222222222,17.7553333334,30.9181111111,9.45288888888
589.08,13.9504444445,52.779,35.2902222222,37.9935555555,12.74,8.40194444444,11.5362222222,17.7514444444,30.9443333333,9.46444444446
589.42,13.9463333333,52.7553333333,35.2553333333,38.0265555556,12.7086111111,8.40866666667,11.5097777778,17.7156666667,30.9523333333,9.47744444443
589.76,13.9313333333,52.6868888889,35.2143333333,37.9966666667,12.7106666667,8.44116666668,11.4342222222,17.7227777778,30.8562222222,9.50277777779
590.09,14.0144444445,52.687,35.234,38.0654444445,12.7364444444,8.48016666666,11.4846666667,17.782,30.9338888889,9.59577777778
590.43,13.9177777778,52.7077777778,35.2062222222,38.0248888889,12.6437222222,8.44611111112,11.4211111111,17.7061111111,30.871,9.58533333333
590.77,13.9741111111,52.6783333333,35.2235555555,38.0685555556,12.6487222222,8.5151111111,11.4804444444,17.7453333333,30.9008888889,9.63322222223
591.11,13.9015555556,52.5862222222,35.1732222222,38.0692222222,12.5923888889,8.41427777777,11.4301111111,17.7322222222,30.8438888889,9.58622222221
591.44,13.8921111111,52.5568888889,35.2502222222,38.0707777778,12.5798333333,8.38105555557,11.4058888889,17.7533333333,30.8573333333,9.64288888888
591.78,13.8998888889,52.5165555555,35.1968888889,38.0648888889,12.5868333334,8.41794444444,11.4281111111,17.7638888889,30.8137777778,9.68333333334
592.12,13.909,52.527,35.2164444444,38.0717777778,12.6067777778,8.43488888888,11.4051111111,17.7698888889,30.7803333333,9.69133333333
592.46,13.891,52.5457777778,35.2126666667,38.0655555556,12.5563888889,8.36816666666,11.3727777778,17.7427777778,30.7475555556,9.65022222221
592.79,13.9072222222,52.5854444445,35.1348888889,38.0954444444,12.5461666667,8.33416666668,11.3431111111,17.7527777778,30.732,9.65077777779
593.13,13.8703333333,52.5466666667,35.0942222222,38.0747777778,12.5327777778,8.27822222222,11.3166666667,17.7622222222,30.643,9.61311111112
593.47,13.8576666666,52.5715555555,35.0172222222,38.0464444445,12.4856111111,8.23533333334,11.308,17.73,30.6687777778,9.5411111111
593.80,13.7493333333,52.647,34.9653333333,38.0304444445,12.4221111111,8.1606111111,11.1914444444,17.638,30.6406666666,9.42088888888
594.14,13.7498888889,52.5905555556,34.937,38.0562222222,12.4016111111,8.15055555554,11.1548888889,17.6346666667,30.6443333333,9.40766666667
594.48,13.7488888889,52.6687777778,34.9764444445,38.1127777778,12.4305,8.12755555554,11.1392222222,17.6475555556,30.6756666666,9.39377777779
594.81,13.8024444444,52.7245555555,35.0217777778,38.115,12.4707222222,8.20799999999,11.1467777778,17.679,30.6893333333,9.47266666667
595.15,13.8388888889,52.806,35.0092222222,38.1966666667,12.512,8.3078888889,11.1753333333,17.6846666667,30.7567777778,9.48211111111
595.49,13.8428888889,52.9413333334,35.0758888889,38.2806666667,12.4730555556,8.28755555557,11.1296666667,17.6814444444,30.8264444445,9.475
595.82,13.798,52.8897777778,34.994,38.2581111111,12.4433888889,8.29377777779,11.1011111111,17.62,30.798,9.44588888889
596.16,13.8134444445,52.9511111111,34.9935555555,38.2338888889,12.4423333333,8.34722222222,11.0988888889,17.6341111111,30.8145555556,9.46277777778
596.50,13.8223333333,52.8634444444,34.9771111111,38.1967777778,12.4553888889,8.36861111111,11.1047777778,17.6354444444,30.8266666667,9.48588888889
596.83,13.82,52.8714444444,35.0124444444,38.2303333333,12.4483888889,8.39049999999,11.111,17.6301111111,30.8678888889,9.50144444444
597.17,13.8205555556,52.8287777778,35.0311111111,38.222,12.4623333333,8.42022222222,11.1514444444,17.6428888889,30.8483333333,9.55022222222
597.51,13.841,52.8257777778,35.0368888889,38.2337777778,12.494,8.47094444446,11.2314444444,17.6932222222,30.8371111111,9.60122222221
597.84,13.8883333333,52.8705555556,35.0551111111,38.2666666667,12.5308888889,8.50572222221,11.2812222222,17.7273333333,30.8701111111,9.64499999999
598.18,13.9174444444,52.8532222222,35.0463333333,38.2391111111,12.5636666667,8.57405555556,11.3363333334,17.7424444444,30.899,9.68788888889
598.52,13.9176666666,52.866,35.0524444444,38.2757777778,12.5715555556,8.5698888889,11.3693333333,17.761,30.9272222222,9.70422222221
598.85,13.8354444445,52.7663333333,34.9387777778,38.1997777778,12.4796111111,8.4895,11.3218888889,17.7312222222,30.78,9.64822222221
599.19,13.8446666667,52.7221111111,34.873,38.1622222222,12.5106666666,8.49688888888,11.369,17.7303333333,30.7562222222,9.63499999999
599.53,13.8371111111,52.726,34.905,38.1971111111,12.5169444444,8.53777777779,11.444,17.7661111111,30.79,9.698
599.86,13.7866666667,52.659,34.861,38.2104444444,12.4657222222,8.50683333334,11.4327777778,17.7613333333,30.7926666667,9.72177777778
600.20,13.7327777778,52.7293333334,34.8963333334,38.246,12.3878888889,8.49500000001,11.3987777778,17.7365555556,30.7721111111,9.66655555557
600.53,13.7171111111,52.7206666667,34.869,38.2315555556,12.3686666667,8.53227777777,11.4048888889,17.7534444444,30.7293333333,9.67633333334
600.87,13.6401111111,52.6836666667,34.8164444445,38.2286666667,12.2996111111,8.50633333332,11.3244444445,17.7266666667,30.6903333333,9.61822222222
601.21,13.6346666667,52.6804444444,34.8557777778,38.2432222222,12.2122222222,8.46077777778,11.2613333333,17.647,30.6753333333,9.59355555557
601.54,13.6206666667,52.7334444444,34.9026666667,38.2918888889,12.2097222222,8.48311111111,11.2852222222,17.6574444445,30.6747777778,9.61488888889
601.88,13.6127777778,52.7756666667,34.8958888889,38.3428888889,12.1516666666,8.412,11.1913333333,17.6126666667,30.6474444445,9.57844444443
602.21,13.5526666667,52.7658888889,34.8536666667,38.2448888889,12.0582222222,8.36233333333,11.1163333333,17.5423333334,30.6183333333,9.53100000001
602.55,13.5614444444,52.7742222222,34.9264444444,38.2595555556,12.0355555556,8.36616666668,11.0494444444,17.5186666667,30.6796666667,9.55766666668
602.88,13.5292222222,52.7564444444,34.9137777778,38.2617777778,11.9930555556,8.37811111112,10.9976666667,17.5035555556,30.643,9.57411111112
603.22,13.4868888889,52.7164444444,34.8876666666,38.1736666667,11.9153333333,8.30916666666,10.9202222222,17.4707777778,30.5657777778,9.51433333332
603.56,13.531,52.7956666667,34.9784444445,38.2858888889,11.9651111111,8.34827777778,10.9493333333,17.4952222222,30.5826666667,9.51922222222
603.89,13.5664444445,52.775,34.968,38.2954444444,12.0056111111,8.38688888888,10.9855555556,17.5283333333,30.5952222222,9.53377777778
604.23,13.5768888889,52.7694444445,34.9433333333,38.2296666667,11.9996666667,8.38166666667,10.9674444445,17.4955555556,30.6005555556,9.54311111111
604.56,13.5506666667,52.7135555556,34.875,38.2025555555,11.9549444444,8.32916666666,10.9094444444,17.4147777778,30.5401111111,9.51244444444
604.90,13.5282222222,52.7432222222,34.8746666667,38.2238888889,11.9960555556,8.38788888889,10.9341111111,17.4514444444,30.5742222222,9.54266666666
605.23,13.4684444444,52.5974444444,34.7364444444,38.1237777778,11.9377222222,8.35944444443,10.8728888889,17.3778888889,30.5163333333,9.51033333334
605.57,13.4277777778,52.5384444444,34.7032222222,38.0688888889,11.9451111111,8.40455555554,10.9322222222,17.3663333334,30.5057777778,9.53722222223
605.90,13.4461111111,52.5007777778,34.6662222222,38.1376666667,11.9993888889,8.49283333332,11.0012222222,17.4214444444,30.4968888889,9.58088888888
606.24,13.4705555556,52.4934444445,34.6927777778,38.1711111111,12.0463888889,8.54938888888,11.1217777778,17.4581111111,30.5074444444,9.60722222222
606.58,13.4831111111,52.4544444445,34.6905555556,38.1708888889,12.0757777778,8.56333333332,11.1837777778,17.471,30.5173333333,9.63733333333
606.91,13.5091111111,52.463,34.7045555555,38.2222222222,12.1081666667,8.60744444446,11.2222222222,17.4966666667,30.5478888889,9.66977777779
607.25,13.4708888889,52.4063333334,34.591,38.1126666667,12.0732222222,8.57755555557,11.1964444444,17.4331111111,30.5134444445,9.64088888888
607.58,13.4841111111,52.4391111111,34.5915555556,38.1272222222,12.0638333333,8.61911111112,11.2583333333,17.4627777778,30.5315555555,9.73344444443
607.92,13.521,52.4072222222,34.6094444444,38.1411111111,12.1170555556,8.66844444446,11.3644444444,17.5144444444,30.5422222222,9.82222222221
608.25,13.5391111111,52.4748888889,34.6748888889,38.1574444444,12.1515555556,8.75066666666,11.5065555555,17.5637777778,30.6217777778,9.88977777778
608.59,13.518,52.3803333333,34.5538888889,38.091,12.1041111111,8.70138888888,11.5544444445,17.5101111111,30.5327777778,9.87288888888
608.92,13.5232222222,52.4112222222,34.5856666667,38.0938888889,12.0815,8.72872222222,11.6543333333,17.5254444444,30.5217777778,9.87944444443
609.26,13.543,52.425,34.6104444444,38.1248888889,12.1305555556,8.74911111112,11.7757777778,17.6187777778,30.4985555556,9.90399999999
609.59,13.5191111111,52.4058888889,34.5971111111,38.0617777778,12.0656111111,8.70588888888,11.8457777778,17.5835555556,30.4914444444,9.86844444446
609.93,13.5092222222,52.3984444444,34.5598888889,38.0546666667,12.0644444445,8.70883333332,11.9213333333,17.5734444445,30.492,9.89444444443
610.26,13.4782222222,52.3227777778,34.479,37.978,12.0052222222,8.69527777779,11.9613333333,17.5534444444,30.4164444445,9.87166666666
610.60,13.4218888889,52.3031111111,34.4278888889,37.9647777778,11.9942777778,8.67511111111,12.0394444445,17.5231111111,30.395,9.85111111111
610.93,13.3926666667,52.2014444444,34.3944444444,37.9521111111,11.9723888889,8.65900000001,12.1325555556,17.5182222222,30.361,9.87777777777
611.27,13.3094444444,52.0985555556,34.3036666667,37.8305555556,11.9095,8.59,12.1242222222,17.4302222222,30.2033333333,9.81155555555
611.60,13.2293333333,52.0662222222,34.241,37.8393333333,11.8247222222,8.53983333333,12.1074444444,17.3632222222,30.1448888889,9.71666666668
611.93,13.209,52.0067777778,34.1603333333,37.7822222222,11.7798888889,8.50572222222,12.0882222222,17.3483333333,30.0662222222,9.72544444444
612.27,13.1493333333,52.0052222222,34.1895555556,37.7698888889,11.7347222222,8.47566666668,12.0524444444,17.3156666667,30.0545555556,9.72422222222
612.60,13.1567777778,52.0154444445,34.1901111111,37.7881111111,11.7643333333,8.44977777777,12.0148888889,17.3074444445,30.054,9.73033333333
612.94,13.0604444444,51.8811111111,34.0497777778,37.6808888889,11.6153888889,8.37672222223,11.8788888889,17.1425555555,29.9786666667,9.62822222223
613.27,13.0433333334,51.9193333334,34.059,37.7214444444,11.5975,8.38433333332,11.8094444444,17.1215555556,29.9386666667,9.65411111112
613.61,12.9857777778,51.8326666667,33.9681111111,37.6656666667,11.5318888889,8.33044444444,11.699,17.0576666667,29.8675555556,9.60277777779
613.94,12.9111111111,51.8886666667,33.971,37.7078888889,11.5003888889,8.31916666667,11.6811111111,16.9908888889,29.911,9.54833333334
614.28,12.923,51.8764444444,33.9086666667,37.7327777778,11.4983888889,8.33244444446,11.6096666667,16.9426666667,29.9174444444,9.62677777777
614.61,12.9481111111,52.0527777778,34.0,37.8455555556,11.5426666667,8.38505555556,11.5608888889,16.9804444445,30.0265555555,9.64055555557
614.94,12.991,52.1716666667,34.0361111111,37.9834444445,11.5869444445,8.44466666666,11.5658888889,16.9981111111,30.1586666666,9.69166666667
615.28,12.9847777778,52.1946666667,34.0011111111,38.0172222222,11.5657222222,8.44183333332,11.5271111111,16.9802222222,30.1412222222,9.69133333333
615.61,13.0065555556,52.3012222222,34.0822222222,38.0671111111,11.5533888889,8.44472222222,11.5111111111,16.972,30.1828888889,9.68111111111
615.95,13.0261111111,52.3092222222,34.0916666667,38.0676666667,11.5581111111,8.49033333333,11.4903333333,16.993,30.1827777778,9.70355555555
616.28,13.0078888889,52.3508888889,34.1095555555,38.0922222222,11.5704444444,8.52433333334,11.5241111111,17.0192222222,30.2103333333,9.73511111111
616.61,13.1312222222,52.4366666667,34.322,38.2226666667,11.7106666667,8.63911111111,11.6342222222,17.1051111111,30.2952222222,9.86533333332
616.95,13.1535555555,52.4277777778,34.313,38.1787777778,11.7558888889,8.7238888889,11.6403333333,17.1217777778,30.3465555556,9.94188888889
617.28,13.1942222222,52.4741111111,34.3704444445,38.2085555556,11.8051111111,8.82594444446,11.7415555556,17.1884444444,30.3911111111,10.0105555555
617.62,13.3122222222,52.586,34.4928888889,38.3118888889,11.919,8.90927777778,11.8158888889,17.2794444444,30.4745555555,10.1182222222
617.95,13.3765555556,52.6347777778,34.5774444445,38.4114444444,11.9348888889,8.99155555554,11.8615555555,17.3418888889,30.5096666667,10.1587777778
618.28,13.3222222222,52.4643333333,34.4372222222,38.3072222222,11.8376111111,8.92444444443,11.8422222222,17.2383333333,30.3936666667,10.1496666667
618.62,13.2848888889,52.3924444444,34.3896666667,38.2218888889,11.7557777778,8.86977777778,11.7956666666,17.2063333333,30.3277777778,10.1166666667
618.95,13.3247777778,52.439,34.4548888889,38.2708888889,11.7858333333,8.92155555556,11.8123333333,17.2627777778,30.3788888889,10.1881111111
619.28,13.2986666667,52.4838888889,34.503,38.332,11.8404444444,8.95227777779,11.836,17.2716666667,30.4541111111,10.2288888889
619.62,13.2872222222,52.4375555556,34.4924444445,38.2936666667,11.8401666667,8.9318888889,11.8705555556,17.2771111111,30.457,10.2275555555
619.95,13.3277777778,52.4175555556,34.5056666667,38.3242222222,11.8713888889,8.95555555554,11.8834444444,17.267,30.4581111111,10.2575555555
620.28,13.2966666667,52.5005555555,34.4381111111,38.3176666667,11.8041666667,8.88366666666,11.8024444444,17.2675555556,30.4406666667,10.2432222222
620.62,13.2885555556,52.4825555555,34.4507777778,38.3901111111,11.8118333333,8.84611111112,11.7943333333,17.2535555556,30.4223333333,10.2352222222
620.95,13.2938888889,52.4772222222,34.4234444444,38.3728888889,11.8237222222,8.86355555554,11.7464444444,17.2197777778,30.4174444445,10.2737777778
621.28,13.2724444444,52.3888888889,34.2854444444,38.3058888889,11.8043333333,8.88233333333,11.7087777778,17.1763333333,30.3716666667,10.3081111111
621.62,13.2236666667,52.3298888889,34.2903333334,38.2207777778,11.8513888889,8.89372222221,11.7234444445,17.1586666667,30.3511111111,10.2862222222
621.95,13.2477777778,52.3647777778,34.383,38.2404444444,11.913,8.96344444443,11.7845555555,17.2192222222,30.3511111111,10.3106666667
622.28,13.2261111111,52.382,34.441,38.2851111111,11.9794444444,9.04738888888,11.8321111111,17.2408888889,30.4115555556,10.3461111111
622.62,13.1821111111,52.3345555556,34.407,38.2248888889,11.9608333333,9.01188888888,11.8321111111,17.2046666667,30.4017777778,10.292
622.95,13.1558888889,52.1971111111,34.3176666667,38.2165555556,11.9340555556,9.03816666667,11.8355555556,17.2035555556,30.3245555556,10.2768888889
623.28,13.1744444444,52.2496666667,34.3611111111,38.2573333333,11.9283888889,9.068,11.8122222222,17.1546666667,30.3874444444,10.2965555556
623.62,13.1346666667,52.2585555556,34.3526666667,38.1904444444,11.8786111111,9.07422222223,11.7294444444,17.1265555556,30.3557777778,10.2244444444
623.95,13.16,52.2701111111,34.3695555555,38.2596666667,11.9025555556,9.13161111112,11.7865555556,17.1471111111,30.4391111111,10.249
624.28,13.0477777778,52.0838888889,34.2413333333,38.1571111111,11.8027777778,9.05644444444,11.6858888889,17.0595555556,30.2775555555,10.1222222222
624.62,13.0268888889,52.1014444445,34.2862222222,38.1673333333,11.7713333333,9.01449999999,11.6333333333,17.035,30.2592222222,10.0886666667
624.95,12.987,52.0091111111,34.2682222222,38.1637777778,11.7034444445,8.958,11.5447777778,16.9948888889,30.2093333333,9.99577777778
625.28,13.0212222222,52.0698888889,34.2901111111,38.1588888889,11.6674444444,8.94922222223,11.5081111111,17.0072222222,30.2277777778,9.98111111111
625.61,13.0298888889,52.2307777778,34.2868888889,38.2441111111,11.6381111111,8.94644444446,11.4644444444,17.0094444444,30.3126666667,9.97777777779
