wavelength,Back_ThrBonm,Belly_ThrBonm,Breast_ThrBonm,Crissum_ThrBonm,Crown_ThrBonm,DorTail_ThrBonm,Patch10_ThrBonm,Patch11_ThrBonm,Rump_ThrBonm,Throat_ThrBonm,WingTip_ThrBonm
304.84,6.03313333333,9.60053333333,6.28473333333,9.9271,19.6931333333,8.1458,9.70193333332,13.3444666667,8.3554,18.2317,7.85506666667
305.21,5.831,9.32626666666,6.07726666667,9.82483333332,19.5568,7.819,9.54346666667,13.2401333333,8.10726666667,18.1527,7.62211111111
305.58,5.4474,8.9848,5.70606666667,9.44386666666,19.1932,7.39326666667,9.1118,13.0816,7.6362,17.8914,7.16852222222
305.95,5.21513333333,8.82739999999,5.62406666667,9.20749999999,19.0686666667,7.20006666667,8.9252,12.9777333333,7.37813333333,17.7914,6.93414444444
306.32,5.49613333333,9.03020000001,5.93313333333,9.50956666667,19.4982,7.46713333332,9.20860000001,13.3267333333,7.7302,18.155,7.27507777778
306.69,5.64346666667,9.07293333333,5.91153333333,9.64026666666,19.7721333333,7.44633333334,9.37440000001,13.4428,7.7278,18.2641,7.28968888889
307.06,5.30586666667,8.8364,5.61166666667,9.58216666668,19.7784,7.08993333333,8.98486666667,13.1317333333,7.44913333333,18.1251,6.8525
307.43,5.61873333333,9.13553333334,5.931,9.99446666665,20.1702666667,7.34786666667,9.26866666667,13.366,7.72326666667,18.4446666667,7.0618
307.80,5.57466666666,9.19406666666,5.7796,10.0496666667,20.2697333333,7.27313333333,9.20686666667,13.2729333333,7.5752,18.5854,6.93182222222
308.17,5.39213333333,9.09999999999,5.5482,9.92716666667,20.3440666667,7.0592,9.07033333334,13.1538,7.36513333333,18.5207333333,6.75564444444
308.54,5.66933333333,9.4358,5.80006666667,10.2167666667,20.8910666667,7.23479999999,9.4258,13.4621333333,7.68246666667,18.9117,7.03262222222
308.90,5.69266666667,9.51693333333,5.85513333333,10.3631,21.0768,7.31793333333,9.51113333333,13.5768,7.59106666667,18.9835666667,6.99201111111
309.27,5.80466666667,9.73026666667,5.80666666667,10.4615333333,21.288,7.31926666667,9.51719999999,13.7056,7.59773333333,19.2504333333,6.95618888889
309.64,6.05173333333,9.96053333335,5.9744,10.8652,21.6624666667,7.58553333334,9.87213333333,14.0256,7.77866666667,19.5857,7.2212
310.01,6.0654,9.94526666667,5.78246666667,11.0058333333,21.8791333333,7.51673333333,9.93993333335,14.0312666667,7.73513333333,19.7173,7.08545555555
310.38,6.01866666667,10.0217333333,5.63026666667,10.9528333333,21.9458666667,7.42793333333,9.90853333332,13.9936666667,7.57953333334,19.6358666667,6.96805555555
310.75,5.8174,10.0154,5.58586666667,10.9212333333,21.9112666667,7.33419999999,9.84733333333,13.8926,7.4146,19.5848666667,6.77594444445
311.12,6.11366666667,10.3727333333,5.753,11.1433333333,22.1848,7.62973333333,10.2381333333,14.2828,7.67226666667,19.8698666667,7.06338888889
311.49,6.18533333333,10.4704,5.70213333333,11.2577,22.2951333334,7.69220000001,10.2958666667,14.3538,7.7684,19.9254,7.08646666667
311.85,6.1876,10.4451333333,5.67266666667,11.3137,22.4721333333,7.72213333333,10.2865333333,14.4893333333,7.69653333333,20.0461,7.077
312.22,6.42113333333,10.7000666667,5.8868,11.5905333333,22.8405333333,8.06526666667,10.5290666667,14.6749333333,7.91826666667,20.3622333333,7.23263333333
312.59,6.1,10.5137333333,5.5244,11.3481666667,22.7364666667,7.78433333333,10.2223333333,14.511,7.62733333333,20.2824333333,6.88977777778
312.96,6.1928,10.6253333333,5.53126666667,11.4638666667,23.0,7.83060000001,10.2233333333,14.6395333333,7.68293333333,20.4918333333,6.90186666666
313.33,6.42966666667,10.8277333333,5.6804,11.6413,23.2754666667,8.03346666667,10.4896,14.8234,7.93426666667,20.7100333333,7.13826666667
313.70,6.3324,10.8178666667,5.55546666667,11.4763,23.1994666667,7.86939999999,10.2822,14.6083333333,7.80673333333,20.5832666667,6.80956666667
314.07,6.65886666667,11.1753333333,6.00566666667,11.8275333333,23.6104666667,8.2336,10.66,14.9606666667,8.09373333333,20.8982333333,7.18145555555
314.43,6.88326666667,11.4218,6.3784,12.1431333333,23.9026666667,8.49666666667,10.913,15.3204666667,8.4392,21.2101333333,7.2926
314.80,7.38246666667,11.9056666667,6.8158,12.6639666667,24.3697333333,8.94533333333,11.3490666667,15.8681333334,8.91913333333,21.6495333333,7.73168888889
315.17,7.33853333333,11.8521333333,6.96373333333,12.6962333333,24.3598,8.84253333333,11.2455333333,15.9188,8.89166666667,21.7230666667,7.6883
315.54,7.1962,11.8879333333,6.88473333333,12.5691,24.4008,8.66246666667,11.1318,15.9002666667,8.7558,21.7778333333,7.57837777778
315.91,7.01426666666,11.9510666667,6.86053333333,12.5706333333,24.4732,8.57133333333,11.2242,15.9922666666,8.83059999999,21.8067666667,7.50732222222
316.28,6.49353333333,11.5892,6.43786666667,12.1674,24.1637333333,8.0454,10.7706666667,15.7100666667,8.44920000001,21.4738666667,7.04002222222
316.64,6.91113333333,11.9106666667,6.77726666667,12.5560333333,24.3465333333,8.3742,11.1918666667,16.0532,8.84839999999,21.6374333333,7.35161111111
317.01,6.75026666667,11.7963333333,6.66453333333,12.4845333333,24.3451333333,8.29366666667,11.1082666667,16.0621333333,8.82099999999,21.7126333333,7.16983333333
317.38,6.5846,11.7982,6.5782,12.4785333333,24.3942666667,8.2622,11.0111333333,16.1988,8.69766666667,21.6029333333,7.01055555555
317.75,6.79733333333,12.1078666667,6.88726666667,12.8224,24.6828666667,8.62033333335,11.3646666667,16.5273333333,9.02739999999,21.9687666667,7.45921111112
318.12,6.82833333333,12.3442666667,6.96626666666,12.9745,24.8372666667,8.68346666666,11.3639333333,16.6816666667,9.15746666666,22.0751666667,7.48968888889
318.49,6.77846666667,12.357,6.80213333333,12.9678,24.7268,8.557,11.2924,16.5397333333,8.95066666667,21.9667,7.44744444445
318.85,6.2982,12.1026666667,6.49973333333,12.7062333333,24.3398666667,8.14419999999,10.8504666667,16.1261333334,8.48873333334,21.6997333333,7.10493333333
319.22,6.1012,12.0494666667,6.33686666667,12.7535666667,24.3126666667,7.97693333334,10.8525333333,15.9426666667,8.36113333334,21.6388333333,6.84354444445
319.59,5.85213333333,11.9293333333,6.1414,12.6778,24.1126666667,7.76606666666,10.7351333333,15.7527333333,8.1942,21.6302,6.56291111111
319.96,5.86793333333,12.0277333333,6.15786666667,12.6695333333,24.1354666667,7.79740000001,10.7291333333,15.6522666667,8.324,21.7235666667,6.44131111111
320.32,6.27606666666,12.5058,6.54533333333,13.1953,24.4753333333,8.04139999999,11.0778666667,16.0080666667,8.68579999999,22.1384333333,6.81338888889
320.69,6.13886666667,12.3841333333,6.43153333333,13.2079333333,24.5398,7.90633333333,10.8560666667,15.9414,8.47206666667,22.0913666667,6.71841111111
321.06,6.32686666667,12.7772666667,6.69966666667,13.4736,24.6982,8.01513333334,11.1486,16.0124,8.70133333333,22.3093,7.0393
321.43,6.17173333333,12.7171333333,6.56726666667,13.5134666667,24.6079333333,7.8374,10.9542666667,15.7408,8.60606666667,22.3592666666,6.88935555555
321.80,6.1472,12.8227333333,6.4546,13.6472666667,24.7502,7.61493333333,11.0078,15.8222666667,8.65826666666,22.5033666667,6.75731111111
322.16,5.85993333333,12.6384666667,6.213,13.5483333333,24.5161333333,7.36146666667,10.8254,15.7074666667,8.44246666667,22.4093,6.54163333333
322.53,5.52273333333,12.4324666667,5.8668,13.4132333333,24.5212,7.18393333333,10.4800666667,15.4964,8.15906666667,22.4184333333,6.15434444445
322.90,5.70233333333,12.5924,5.9172,13.6662333333,24.7186,7.33673333333,10.7859333334,15.7516666667,8.3076,22.6096333333,6.29114444445
323.27,5.65426666667,12.5593333333,5.72733333333,13.6251333333,24.6857333333,7.28993333333,10.6893333333,15.7179333333,8.32746666667,22.5279333333,6.2825
323.63,5.89866666667,12.8790666667,5.97,13.979,25.0658,7.6138,10.9746666667,16.0485333333,8.61793333333,22.6561666667,6.57545555555
324.00,5.9756,12.8704666667,6.043,14.1992333333,25.2547333333,7.59986666667,10.986,16.0699333333,8.52746666667,22.678,6.7619
324.37,5.97986666667,12.8964666667,6.13373333333,14.2886,25.293,7.71333333333,11.0630666667,16.0634666667,8.55219999999,22.6617,6.83445555556
324.74,5.6708,12.8166666667,5.90286666667,14.2366666666,25.2051333333,7.50973333334,10.9683333333,15.9642,8.36586666667,22.6092,6.50572222222
325.10,5.42593333333,12.6864666667,5.70726666667,14.1650666667,25.0325333333,7.30080000001,10.7325333333,15.8092666667,8.28233333333,22.2911333333,6.1869
325.47,5.71966666667,12.9506,5.90833333334,14.4644,25.4106,7.4286,11.0906666667,16.0629333333,8.57153333333,22.5166333333,6.43214444445
325.84,5.9648,13.0923333333,6.0582,14.7590666667,25.6483333333,7.65346666667,11.277,16.3533333333,8.76340000001,22.657,6.69037777778
326.21,5.8198,12.8623333333,5.7522,14.5273,25.4891333333,7.35580000001,11.0216,16.1194,8.4346,22.5506333333,6.42487777778
326.57,5.99026666667,13.0631333333,5.9088,14.6877,25.4704666667,7.46699999999,11.2584,16.2461333333,8.6464,22.573,6.62032222222
326.94,5.92313333333,12.9742,5.7978,14.5698666667,25.4216666667,7.35260000001,11.1755333333,16.1025333333,8.59586666667,22.5549,6.54751111111
327.31,5.96673333333,13.1130666667,5.8464,14.7153333333,25.4635333333,7.37326666666,11.2472666667,16.221,8.5172,22.5799666667,6.6238
327.67,5.8184,12.9763333333,5.67913333333,14.6278333333,25.2253333333,7.12913333333,11.0148,15.9969333333,8.32573333333,22.4307333333,6.40691111111
328.04,6.0646,13.3537333333,5.86506666667,14.9160333333,25.3755333333,7.38806666667,11.2715333333,16.2172666667,8.60766666667,22.7321666666,6.57622222222
328.41,6.0734,13.4578,5.76746666667,14.9581,25.4594666667,7.37906666666,11.3377333333,16.3891333333,8.63126666666,22.8629333333,6.48247777778
328.78,6.2106,13.5978,5.8574,14.9961,25.5076666667,7.42186666666,11.3494666667,16.3751333333,8.67320000001,22.9131,6.51942222222
329.14,6.51866666667,13.7778,6.0814,15.3883666667,25.8521333334,7.65233333334,11.6811333333,16.6676666667,8.8532,23.3254,6.81017777778
329.51,6.48313333333,13.8520666667,6.07133333333,15.5275666667,25.8448666667,7.71300000001,11.6612,16.7629333333,8.82346666666,23.392,6.80333333333
329.88,6.02473333333,13.6516,5.719,15.1893333333,25.4958666667,7.38966666667,11.2958,16.3582,8.53886666666,23.1688,6.34006666667
330.24,6.2906,14.0765333333,6.08446666667,15.6621666667,25.8620666667,7.70633333334,11.7041333333,16.6639333333,8.96480000001,23.4237666667,6.64862222222
330.61,6.3406,14.2518666667,6.203,15.8016666667,26.1122666667,7.76253333333,11.7536,16.7464,9.00720000001,23.6214666667,6.66451111111
330.98,6.45146666667,14.5116,6.2546,16.1028,26.4679333333,7.93160000001,11.857,17.0036666667,9.17499999999,23.7272666667,6.77331111111
331.34,6.2808,14.3457333333,6.13366666667,16.0240666667,26.3578,7.76699999999,11.7484,16.8085333333,9.09179999999,23.5989666667,6.59937777778
331.71,6.57306666666,14.6478666667,6.5058,16.4124,26.7002666667,8.12973333333,12.1246666667,17.1992,9.45653333332,23.9270666667,6.96418888889
332.08,6.40186666667,14.5094666667,6.2886,16.2815666667,26.6998,7.92473333333,12.049,17.1091333333,9.31699999999,23.7063666667,6.7315
332.44,6.50593333333,14.6328666667,6.43073333333,16.4699333333,26.8186,8.01066666667,12.1365333333,17.1360666667,9.39206666668,23.5966333333,6.81138888889
332.81,6.64153333333,14.8846666667,6.55393333333,16.6811,27.0284666667,8.14906666666,12.3926666667,17.2977333333,9.6128,23.7674666667,7.04581111112
333.18,6.65013333333,15.0203333333,6.55893333333,16.6990666667,27.0943333333,8.21773333333,12.3822,17.4049333333,9.57006666666,23.7600666667,7.1
333.54,6.4692,14.9224666667,6.4448,16.6161666667,27.0436666667,8.06499999999,12.2694,17.236,9.46966666667,23.6883,6.92957777778
333.91,6.8036,15.2459333334,6.702,16.9742333333,27.4411333333,8.36193333334,12.6024666667,17.5206666667,9.6854,23.8518333333,7.22028888889
334.28,6.65386666667,15.1010666667,6.4318,16.8436333333,27.3680666667,8.21073333333,12.4970666667,17.3561333333,9.51506666667,23.7085666667,7.06977777778
334.64,6.43693333333,14.8959333333,6.11126666667,16.7341666667,27.2127333333,7.9064,12.3356666667,17.1347333333,9.36673333333,23.5158333333,6.91641111112
335.01,6.49253333333,15.0290666667,6.2796,16.8367333333,27.2775333333,7.95066666666,12.4552,17.2053333333,9.50333333332,23.7677,7.0077
335.38,6.76326666667,15.3619333333,6.57,17.2128333334,27.5983333333,8.16220000001,12.7541333333,17.5270666667,9.78019999998,24.0104333333,7.27401111111
335.74,6.64553333333,15.2909333333,6.3908,17.1068333333,27.5150666667,8.0016,12.6530666667,17.4090666667,9.60146666665,23.9046333333,7.16421111111
336.11,6.8188,15.4739333333,6.59213333333,17.3200333333,27.6406666667,8.15406666666,12.7381333333,17.5445333333,9.74399999999,24.0553333333,7.34395555555
336.47,6.54553333333,15.2337333333,6.24406666667,17.0687,27.3789333333,7.83559999999,12.4658666667,17.3559333334,9.55440000001,23.9045333333,7.03077777778
336.84,6.46346666667,15.1326666667,6.05646666667,17.0946666667,27.3872666667,7.68940000001,12.3196,17.3328,9.40459999999,23.8459666667,6.83781111111
337.21,6.32786666667,15.042,5.88833333333,16.9696,27.1734666667,7.53259999999,12.1884,17.1216666667,9.31726666667,23.8533333333,6.69297777778
337.57,6.48533333333,15.2016,5.95166666667,17.0633333333,27.2672666667,7.63853333334,12.3135333333,17.2556666667,9.41980000001,23.9745333333,6.8004
337.94,6.4984,15.2448666667,6.0452,17.1528333333,27.2909333333,7.63466666666,12.3251333333,17.3433333333,9.4528,24.0489666667,6.76734444445
338.31,6.64806666667,15.4332666667,6.31693333333,17.3662333333,27.4980666667,7.75746666667,12.4544666667,17.4987333333,9.61786666667,24.2405,6.90032222222
338.67,6.73366666667,15.5612666667,6.44006666667,17.4448666667,27.5048,7.94533333334,12.5763333333,17.6864666667,9.75273333334,24.4410666667,7.01346666667
339.04,6.59726666667,15.3662666667,6.25873333333,17.3437666667,27.3749333333,7.84246666667,12.4692666667,17.552,9.59059999999,24.2344,6.86698888889
339.40,6.58786666667,15.3894,6.2626,17.3932666667,27.4538666667,7.91026666666,12.4688,17.5214666667,9.65226666667,24.4001333333,6.87481111111
339.77,6.57273333333,15.4044666667,6.27686666666,17.4527333333,27.4127333333,7.9232,12.4076666667,17.5318666666,9.61293333333,24.4249333333,6.82492222222
340.14,6.51593333333,15.3664,6.2014,17.4785,27.4016,7.89933333333,12.4111333333,17.5294666667,9.50319999999,24.4895333333,6.76155555555
340.50,6.85666666667,15.7058,6.5378,17.8730333333,27.7884,8.27233333333,12.7551333333,17.8425333333,9.77819999999,24.7967666667,7.08561111111
340.87,6.78446666667,15.6395333333,6.6296,17.8478666667,27.6929333333,8.29599999999,12.7728,17.7568666667,9.7966,24.7442,7.06247777778
341.23,6.6352,15.5024666667,6.5112,17.9087,27.7607333333,8.13186666666,12.714,17.6686666667,9.64740000001,24.5591,6.9518
341.60,6.64226666667,15.6067333333,6.63693333333,18.0695666667,27.7758,8.20420000001,12.8131333333,17.7007333333,9.67046666667,24.4888666667,6.95981111111
341.96,6.48933333333,15.4853333333,6.48,18.0186666667,27.6,8.01333333334,12.7306666667,17.4946666667,9.51333333333,24.3486666667,6.90088888889
342.33,6.54586666667,15.5944,6.54586666667,18.1735333333,27.6592666667,8.16339999999,12.8501333333,17.6114666667,9.61060000001,24.4744666667,7.03921111111
342.70,6.5708,15.7672666667,6.57706666667,18.302,27.9205333333,8.16313333333,12.8976666667,17.6696,9.63886666668,24.5834333333,7.06748888889
343.06,6.56206666667,15.81,6.557,18.2558666667,27.9572,8.11000000001,12.8185333333,17.5934666667,9.62993333334,24.4926666667,7.01057777778
343.43,6.41613333333,15.686,6.32193333333,18.0923666667,27.8134,7.9432,12.6096666666,17.5290666667,9.38699999999,24.4021333333,6.79327777778
343.79,6.4954,15.8798666666,6.41593333333,18.2557,28.0989333333,8.02546666667,12.8009333333,17.6060666667,9.59413333333,24.6028,6.91796666667
344.16,6.52553333333,16.004,6.47753333333,18.3898666667,28.2056666666,7.99586666666,12.8448666667,17.6939333333,9.68339999999,24.6638333333,7.0297
344.52,6.43813333333,16.0224,6.43806666666,18.4056333333,28.2360666667,7.92126666667,12.7742,17.6489333333,9.57226666667,24.6729666667,6.98715555555
344.89,6.63193333333,16.2988,6.57413333333,18.7070333333,28.5552,8.08513333333,12.9979333333,17.8351333333,9.73186666667,24.9109,7.26491111111
345.25,6.77246666667,16.4235333334,6.719,18.8197666667,28.6135333333,8.26413333333,13.1157333333,17.9450666666,9.88053333334,25.0091666667,7.34986666667
345.62,6.66906666667,16.3449333333,6.54113333333,18.6913666667,28.6061333334,8.15600000001,13.0335333333,17.8828666667,9.81826666667,25.0216666667,7.25894444445
345.99,6.8376,16.5094666667,6.63593333333,18.7247333333,28.7648666667,8.25586666667,13.205,17.9664666667,10.0123333333,25.1606333333,7.40353333333
346.35,6.73633333333,16.3519333333,6.4116,18.5656666667,28.6449333333,8.07553333333,13.0322,17.8695333333,9.81633333333,25.0002333333,7.23122222222
346.72,6.8044,16.3168666667,6.48406666667,18.6062,28.5164666667,8.10526666667,13.02,17.8154,9.7678,24.9080333333,7.24107777778
347.08,6.8276,16.3086666667,6.45606666667,18.7278333333,28.5496,8.12239999999,13.0233333333,17.8850666667,9.73206666667,24.9766,7.30318888888
347.45,7.0552,16.5665333333,6.6974,19.0065333333,28.8206,8.29459999999,13.2563333333,18.0475333333,9.98520000001,25.1009333333,7.52867777779
347.81,7.09486666667,16.5078666667,6.6584,19.0086,28.7256,8.24973333333,13.1633333333,18.0920666667,9.88400000001,25.0977333333,7.45642222222
348.18,7.0442,16.4296666667,6.63573333333,18.9054,28.6056,8.25646666666,13.0543333333,18.054,9.88546666667,25.0458333333,7.38931111111
348.54,6.949,16.3588,6.52206666667,18.8354666667,28.4783333333,8.13553333333,12.9808666667,17.9639333333,9.81780000001,25.0322333333,7.36106666667
348.91,6.9094,16.3634,6.5234,18.7959666667,28.4069333333,8.12253333334,12.9353333333,18.0063333333,9.82946666667,25.0936,7.33595555555
349.27,6.83266666667,16.3826,6.48993333333,18.7419666667,28.4284666667,8.00646666667,12.8864,17.9974666667,9.79313333334,25.1253333333,7.31767777779
349.64,6.85046666667,16.372,6.5584,18.7859333333,28.3946666667,7.95506666667,12.8618666667,18.0022,9.742,25.1026,7.34846666666
350.00,6.5948,16.2468,6.42246666667,18.7344666667,28.3002,7.7992,12.6775333333,17.9418,9.52113333333,25.0932333333,7.1322
350.37,6.697,16.4592666667,6.61393333333,18.9005333333,28.3726666667,7.92053333333,12.8437333333,18.0566666667,9.67693333334,25.2095666667,7.27521111111
350.73,6.58286666667,16.4496666667,6.527,18.8911666667,28.4012,7.78766666666,12.8548666667,18.0596,9.64673333333,25.2102666667,7.18975555555
351.10,6.66673333333,16.6274,6.67713333333,18.9779333333,28.424,7.8356,13.0304,18.1582,9.78033333333,25.3289,7.26717777778
351.46,6.60453333333,16.589,6.64606666667,18.9668,28.4527333333,7.819,13.0768666667,18.1770666667,9.72686666667,25.3972,7.30871111112
351.83,6.52173333333,16.5748666667,6.605,18.9168,28.451,7.78933333333,13.1336666667,18.1038,9.74386666666,25.3951333333,7.31894444445
352.19,6.517,16.5708666667,6.55786666667,18.9952333333,28.5627333334,7.76886666666,13.1711333333,18.0813333333,9.68646666667,25.438,7.29994444444
352.55,6.62846666667,16.5331333334,6.6902,19.096,28.6476,7.87433333333,13.2728,18.2088,9.77553333331,25.4983666667,7.36686666666
352.92,6.51873333333,16.3817333333,6.58753333333,18.9976666667,28.5620666667,7.7752,13.1976666667,18.1314,9.67513333333,25.3277666667,7.21637777777
353.28,6.7478,16.6182666667,6.81613333333,19.2969333334,28.851,8.00699999999,13.4914666667,18.3772,9.88686666666,25.5686333333,7.36751111111
353.65,6.81593333333,16.7023333333,6.83546666667,19.3986666667,28.9672666667,8.0774,13.6353333333,18.4464666667,9.96639999999,25.6810666667,7.42548888889
354.01,7.06966666667,16.8616666667,6.94773333333,19.5749,29.0571333333,8.28286666666,13.7682,18.5758,10.1113333333,25.7190666667,7.59684444444
354.38,7.03486666667,16.835,6.83546666667,19.5263666667,29.0595333333,8.18986666666,13.7069333333,18.5638666667,10.0372666667,25.7455,7.47484444445
354.74,7.1006,16.8665333333,6.82846666667,19.6016333333,29.1671333333,8.24986666667,13.7724,18.6096666667,10.0918666666,25.9235666667,7.53138888888
355.11,7.0978,16.7924,6.75753333333,19.6183666667,29.22,8.2438,13.7230666667,18.6107333333,10.0712,25.9315666667,7.46512222221
355.47,7.24886666667,16.9641333333,6.86393333333,19.7465333333,29.3650666667,8.40899999999,13.8514,18.742,10.1702,26.0135666667,7.5993
355.83,7.29413333334,17.0389333333,6.9028,19.9627333333,29.5231333333,8.46086666667,13.9152,18.8419333333,10.1842666667,26.1230333333,7.63662222223
356.20,7.23926666667,17.0402,6.86133333333,19.9653,29.4564,8.43566666667,13.9685333334,18.7998666667,10.1486666667,26.1041,7.59105555556
356.56,7.2582,17.1716,6.86426666667,20.0471666667,29.5839333333,8.47773333333,14.1035333333,18.859,10.1550666667,26.1762333333,7.65825555555
356.93,7.26486666667,17.1250666667,6.78206666666,20.0477,29.6082,8.43453333334,14.0828666667,18.784,10.0576666667,26.2276,7.62993333333
357.29,7.1226,16.9018,6.60586666667,19.8249,29.3644666667,8.2608,13.8654666667,18.6006,9.8466,26.0566666667,7.51693333334
357.66,7.14373333334,16.8605333333,6.64046666667,19.8780333333,29.3909333333,8.318,13.8808,18.6342,9.86813333333,26.1039666667,7.542
358.02,7.11413333333,16.7941333333,6.64173333333,19.8850666667,29.5107333333,8.28879999999,13.8681333333,18.6712,9.84406666667,26.1781333333,7.51349999999
358.38,7.0516,16.6644666667,6.5658,19.7991333333,29.5092666667,8.25253333333,13.7684,18.5862666667,9.7286,26.054,7.45641111112
358.75,7.0198,16.6098666667,6.559,19.8158,29.4334,8.27680000001,13.7225333333,18.6049333333,9.67106666667,25.9661,7.40145555555
359.11,6.90533333333,16.5609333333,6.48873333333,19.8102666666,29.3798666667,8.19626666667,13.7102,18.5186,9.52486666667,25.9723333333,7.35648888889
359.48,6.77866666667,16.4446666667,6.36706666667,19.7848,29.3272,8.04619999999,13.6353333333,18.4657333333,9.4118,25.9627333333,7.16071111111
359.84,6.7878,16.3520666667,6.3254,19.6899,29.2348,8.04239999999,13.5799333333,18.4464666667,9.32879999999,25.8695,7.13302222222
360.20,6.8926,16.4360666667,6.43213333333,19.7561666667,29.4083333333,8.1066,13.6727333333,18.599,9.37493333333,26.0216333333,7.22404444445
360.57,6.93053333333,16.4239333333,6.45933333333,19.7991,29.4384,8.16866666667,13.6364666667,18.6466666667,9.39826666667,26.0740333333,7.23841111111
360.93,7.07046666667,16.5410666667,6.596,19.9613,29.569,8.29000000001,13.7783333333,18.8372,9.5034,26.2289666667,7.38547777779
361.29,7.1978,16.6480666667,6.6882,20.0926,29.7185333333,8.41660000001,13.9005333333,18.9526,9.60853333334,26.3615,7.49944444445
361.66,7.17726666667,16.606,6.63486666667,20.0569,29.7215333333,8.37993333333,13.8715333333,18.9696,9.58126666667,26.3255666667,7.47505555555
362.02,7.1634,16.6138666667,6.61473333333,20.0551666667,29.6880666667,8.41226666667,13.9107333333,18.9651333333,9.55186666667,26.3139333333,7.48549999999
362.39,7.2456,16.7427333333,6.70646666667,20.1921666667,29.8136666667,8.52160000001,14.0569333333,19.0998666667,9.68573333333,26.4787333333,7.61742222222
362.75,7.35006666667,16.8019333333,6.79766666667,20.2721,29.8646,8.59,14.1540666667,19.1492666667,9.78866666667,26.5281333333,7.70578888888
363.11,7.49926666667,16.9189333333,6.938,20.3840333334,30.0652,8.74053333333,14.3116666667,19.3286,9.96759999999,26.6341,7.82053333333
363.48,7.4768,16.8589333333,6.91293333333,20.3195333333,30.0278,8.75719999999,14.2714666667,19.2803333333,9.94226666667,26.5985333333,7.81726666667
363.84,7.44986666667,16.9065333333,6.97473333333,20.3492333333,30.1327333333,8.75646666667,14.3101333333,19.3459333333,9.9768,26.6823,7.84033333334
364.20,7.42733333333,16.7864,6.9256,20.3351333333,30.0764,8.7286,14.2864,19.3035333333,9.94573333332,26.6131666667,7.80747777778
364.57,7.4884,16.846,6.9644,20.3756,30.1522666667,8.75446666665,14.3693333333,19.3437333333,9.97933333333,26.6739333333,7.84698888889
364.93,7.41326666667,16.741,6.909,20.2833,30.0826666667,8.66859999999,14.3100666666,19.2862,9.944,26.5687333333,7.772
365.29,7.33033333333,16.6489333333,6.8166,20.2402666667,30.0981333333,8.59479999999,14.2604,19.2452666667,9.88493333333,26.5574666667,7.67958888889
365.66,7.31586666667,16.6654666667,6.82586666667,20.2619333333,30.1152666667,8.59493333334,14.2512,19.2148666667,9.81080000001,26.5668333333,7.69799999999
366.02,7.29486666667,16.553,6.81653333333,20.1844,30.0089333333,8.53660000001,14.1828666667,19.1489333333,9.76733333333,26.4506333333,7.69422222221
366.38,7.32553333334,16.4713333333,6.85613333334,20.2038333333,30.0082666666,8.54213333333,14.2578,19.1532666667,9.78899999999,26.4479333333,7.71927777777
366.75,7.36426666667,16.4842666667,6.8468,20.2107666667,30.1457333333,8.59326666666,14.3161333333,19.2276666667,9.76933333334,26.5430666667,7.82226666666
367.11,7.275,16.2612,6.66886666667,20.0238333333,29.9057333333,8.48726666667,14.131,19.0818,9.53359999999,26.3166666667,7.70701111112
367.47,7.3508,16.2640666667,6.7082,20.0411,29.9676666667,8.52806666667,14.2045333333,19.1336,9.53319999999,26.3366333333,7.77553333333
367.84,7.27313333333,16.0958666667,6.54426666667,19.9038666667,29.8584,8.39353333333,14.1038,18.9846666667,9.41339999999,26.1836666667,7.68105555556
368.20,7.30026666667,16.1302666667,6.58813333333,19.9342333333,29.9186666667,8.43726666666,14.1215333333,19.0358,9.43213333334,26.2230333333,7.76935555555
368.56,7.12793333333,15.8659333333,6.4058,19.7457666667,29.7376,8.25406666667,13.9416,18.8072,9.21339999999,26.0164,7.60642222222
368.93,7.1074,15.8190666667,6.40586666667,19.6980666667,29.7650666667,8.26186666667,13.9358,18.7700666667,9.13753333335,26.0022333333,7.59091111112
369.29,7.08486666667,15.7752,6.36813333333,19.6697333333,29.7071333333,8.25026666666,13.9264666667,18.7962666667,9.06633333332,25.9317333333,7.57921111111
369.65,7.10753333334,15.6907333333,6.31453333334,19.6536,29.7188,8.2434,13.9019333333,18.8222,9.03179999999,25.9617666667,7.5373
370.01,7.176,15.696,6.3478,19.6866,29.8162,8.30486666667,13.9292,18.8910666667,9.05233333333,26.0884333333,7.57026666667
370.38,7.12766666667,15.6625333333,6.2786,19.6265,29.8071333333,8.28079999999,13.8442,18.8362,8.95453333332,26.1098,7.50603333333
370.74,7.17086666667,15.6012,6.3234,19.6705333333,29.8270666667,8.32226666667,13.8198666667,18.863,8.95506666668,26.1755666667,7.525
371.10,7.2624,15.7193333334,6.4686,19.7924666667,30.0068,8.39040000001,13.9404666667,19.0036,9.08900000001,26.3941,7.62125555555
371.46,7.26886666667,15.6444666667,6.45753333333,19.768,29.9782666667,8.37573333333,13.9453333333,19.0192666667,9.07773333333,26.3926333333,7.64354444445
371.83,7.47953333333,15.7874666667,6.6622,19.9753333333,30.2141333333,8.63246666667,14.1737333333,19.2504666667,9.27606666667,26.6691666667,7.83987777777
372.19,7.43953333333,15.6506666667,6.51826666667,19.8389,30.1236,8.55706666667,14.1151333333,19.1722,9.16440000001,26.6229,7.74286666667
372.55,7.466,15.6374666667,6.48826666667,19.8184,30.1173333334,8.5844,14.1518666667,19.2628,9.19580000001,26.6983333333,7.75932222221
