wavelength,Back_ConFerf,Belly_ConFerf,Breast_ConFerf,Crissum_ConFerf,Crown_ConFerf,DorTail_ConFerf,Patch10_ConFerf,Rump_ConFerf,Throat_ConFerf,WingTip_ConFerf
220.10,69.0849666667,144.4118,112.352933333,145.686333333,81.2744666667,199.019533333,86.5686666667,169.901933333,145.3922,145.7844
220.47,56.790211111,133.703733333,97.7777333333,131.111133333,66.3888000001,182.129666667,72.9629333332,151.6666,124.9072,127.037
220.85,42.5369999999,134.333333333,89.2222666667,123.666666667,51.3332666667,187.111133334,61.5554666666,151.555533333,122.777933333,125.555533333
221.23,24.6127444444,102.7272,62.8283333334,92.5251333334,27.5758666667,151.818066667,40.9090666667,119.798,94.6464666667,100.606
221.61,8.62072222216,97.1263999999,57.0116000001,87.3562666667,15.1723333334,164.9426,33.7931333333,112.184,88.2758666667,92.9885333334
221.98,12.8340888888,87.2464666667,53.3333333335,83.6714666667,14.8792666667,140.772866667,32.3672,98.5507999999,85.0241333332,87.5361333332
222.36,-8.62623333334,89.8181999999,44.3636666667,86.6666666668,-4.84853333333,151.2728,26.0605999999,103.2728,84.3636666667,84.3635333335
222.74,-9.46204444438,71.5624000001,36.7708666667,72.3957333334,-6.14600000001,126.354,17.9165333334,91.9790000001,71.3542,73.4373999999
223.11,-6.94459999994,62.2806,32.807,62.8946666665,-1.75446666665,106.929866667,21.1401999999,77.4561333333,61.6665999999,64.9122666666
223.49,-7.70833333328,56.4166666667,32.8333333334,58.5000000001,-0.500000000054,100.5,18.5833333334,69.2500000001,58.75,57.3333333333
223.87,-9.6666666666,51.0,32.3333333334,55.8333333333,-8.8333333334,91.5833333333,9.16666666662,58.6666666667,56.4166666667,45.7500000001
224.24,-8.03703333332,42.2961999999,27.4814666667,46.8147333333,-11.9999999999,82.1481333335,6.00006666674,45.9999999999,50.3703333333,38.1482
224.62,2.98354444446,46.2346666666,31.5431333332,47.9012,-0.55559999994,78.8887999999,14.8148,47.4692,54.0740666668,43.3949333335
225.00,5.1737777778,42.3438,29.5834666667,44.8957333333,0.468599999994,68.8019999999,14.4792,43.0728,47.1873999999,39.9479333333
225.38,2.20465555554,38.5417333333,27.6039999999,43.2292000001,-1.97946666668,64.3748666667,11.5105333333,40.9373333333,44.8957333333,39.6874666667
225.75,13.1063111111,47.9812000001,35.6807333333,50.9859333333,11.0798666667,66.8074666666,21.2676,51.033,52.5353333333,49.1080666667
226.13,14.7655666667,53.8539333333,41.6146,56.2500000001,14.4269333333,75.2603333334,26.6665333333,59.2184666667,58.2810666665,56.8228000001
226.51,21.7178222222,54.2790000001,44.1136000001,57.0684666665,18.3924666667,75.7446666667,28.7469333333,60.1892666667,58.2979999999,58.8652
226.88,20.8211444445,48.5714,39.5444666667,50.5589999999,15.1552666667,66.4182,25.0103333333,52.4638666667,51.2629333333,51.0558666667
227.26,17.0210555556,41.5496,35.8919333333,42.5585999999,12.7566,58.4864,21.7298,47.9639333333,45.9458666667,46.955
227.64,15.5342333333,37.6076,30.0158666667,39.2983333333,10.4306,52.7271333333,19.4258666667,44.8484,40.7974666666,43.7321333333
228.01,13.8795111111,33.5278,25.3332666667,34.1666,10.4999333333,47.139,17.4999333333,40.6111333333,34.5833333333,41.0276
228.39,13.1617888889,31.8382666667,23.3089333333,31.6176666667,11.4950666667,44.7549333333,16.9608,38.8724,31.7892666667,37.7207333333
228.76,11.3279444444,27.9012,21.4366,27.7441333333,9.69693333334,41.1223333333,15.4208666667,35.5107333333,29.0683333333,34.1639333333
229.14,14.1224444444,28.1317333333,23.3120666667,29.0446,11.9320666667,42.2717333333,16.5180666667,36.2206666666,30.8491333333,35.9024
229.52,15.0843777778,28.8252,23.2664,28.8252,13.257,42.6934,16.8863333333,35.2626666667,30.6208,34.594
229.89,12.3023555555,24.7275333333,21.0895333333,25.1708666667,10.2307333333,39.2612666667,13.832,31.4312,27.7194,31.505
230.27,11.6985333333,22.6910666667,20.6944666667,22.5868,9.4098,36.7535333333,12.1876,28.8714666667,26.2674,29.1667333333
230.65,9.93527777779,21.8274666667,19.1032666667,20.5922,8.02020000001,35.2792666667,10.9646,26.9205333333,25.4484,27.8678666667
231.02,10.2292333333,22.1622,19.1482,20.8190666667,8.94360000001,35.8722,11.6133333333,27.0271333333,25.5364666667,28.6488
231.40,10.6611111111,22.4666666667,18.8833333333,20.0166666667,8.56666666667,36.75,11.2,25.75,26.3,27.7
231.78,12.2333,23.6272,20.487,19.6977333333,9.55493333333,37.8505333333,12.393,26.5490666667,27.4055333334,28.3628666667
232.15,14.1846888889,25.4718,22.4068666667,21.6104,9.83546666667,40.5193333333,14.7705333333,28.052,29.5238,30.8224666667
232.53,15.0871,26.0901333333,23.4054,22.5586,10.4143333333,42.5404,15.9280666667,29.1351333333,31.5856,33.4594666667
232.90,15.8947666667,27.5256666667,24.4818,23.492,11.2417333333,45.7702,16.8814666667,29.9720666667,32.605,35.649
233.28,13.6570222222,26.3306666667,22.2221333333,21.9793333333,9.95319999999,45.9383333333,16.5453333333,28.1793333333,30.9244666667,34.3231333333
233.66,12.5595111111,26.0714666667,22.0238,21.8055333333,8.96826666667,46.6666,17.0436666667,28.1151333334,31.0716,34.5833333333
234.03,12.7974,26.6078666667,21.843,22.5098,9.82353333333,47.5293333333,18.3333333333,27.6666666667,30.549,34.9216666667
234.41,11.5380888889,26.2366,20.2542,22.0332,9.26700000001,48.0546666667,17.9080666667,27.0380666666,29.2864666667,34.4282666667
234.78,14.9484888889,27.9436666667,23.2676,24.7324,12.8264666667,49.0328666667,20.9577333333,28.8826,31.0798,36.4696666667
235.16,13.4071444444,26.9558,23.3333333333,23.9305333333,11.368,48.8054,20.5586666667,28.4586666667,30.4816666667,35.1059333333
235.54,16.2036666667,29.3334,25.7962,27.1853333333,14.463,49.5555333334,23.3148,31.1666666667,32.3518666667,38.3704
235.91,14.6736111111,27.8367333333,25.3296,27.1681333333,13.9833333333,48.7278666667,22.5440666667,28.9694,30.752,37.79
236.29,14.5471777778,26.7754666667,25.4166666667,27.1738666667,14.3839333333,47.4094666666,21.7210666667,28.3152,30.5435333333,36.6123333333
236.66,12.6190222222,25.3438666667,24.6736666667,25.8025333333,12.1516666667,44.8148,20.1939333333,26.7194666667,28.4302666667,34.1268666667
237.04,10.4983333333,22.7319333333,22.5602,23.9346,9.43293333333,40.4296666667,17.7148666667,24.5017333333,25.7387333333,30.8075333333
237.41,11.0913777778,22.9368,23.5106,23.865,10.3121333333,39.5104,18.1941333333,25.1138,26.4136,31.2574666667
237.79,10.7568111111,21.4493333333,23.0434666667,22.2060666667,9.48466666667,37.0048666667,17.2302666667,23.3816666667,25.7166,30.2577333333
238.17,12.8577444444,22.6239333333,24.5004,23.0816,11.2432,36.9030666667,18.9168,25.4004,27.5818666667,30.9688
238.54,14.3696444444,22.9332,24.5895333333,23.6492666667,12.5334,35.7474,19.3263333333,25.5158,27.593,30.8772
238.92,15.2045555556,23.0877333333,23.8501333333,23.2686666667,12.6873333333,35.1032666667,19.3797333333,25.5298666667,27.8164666667,30.9042666667
239.29,14.3795666667,21.1212666667,21.1699333333,21.3406,11.1030666667,32.6386,17.8185333333,23.4856666667,25.7648,29.287
239.67,10.9182333333,16.8402666667,17.1181333333,17.2916666667,7.63879999999,28.7846666667,14.4906666667,19.5369333333,20.9604666667,25.4631333333
240.04,10.0799555556,14.9294666667,15.5556666667,15.3364,6.92740000001,26.5934666667,13.3124,18.3099333333,19.1340666667,23.3804
240.42,8.34808888889,12.981,13.3984,13.0274,5.95260000001,23.9497333333,11.3956,16.0221333333,16.5229333333,21.2889333333
240.79,7.53031111111,11.4008,11.3586666667,11.1898666667,5.25733333334,21.8143333333,9.76359999999,14.0,14.346,19.7046
241.17,8.34449999999,11.4456,11.2958666667,10.8988666667,5.97006666666,21.3258666667,10.0449333333,13.9550666667,14.0599333333,19.9176666667
241.54,7.71919999999,10.2771333333,10.3110666667,9.6348,5.00340000001,19.2291333333,9.05346666667,12.4002666667,12.4138,18.6205333333
241.92,7.15183333334,9.32713333332,9.10173333333,8.71366666667,4.44446666666,17.9780666667,8.12520000001,11.4868666667,10.8481333333,17.2267333333
242.29,5.75129999999,7.88240000001,7.30113333333,7.26580000001,3.14246666667,16.0352666667,6.44926666666,9.87946666667,8.95159999999,15.7298
242.67,4.21656666667,6.2792,5.6922,5.61833333335,1.58973333333,14.1310666667,5.02560000001,8.20506666665,7.17946666666,14.0683333333
243.05,2.38482222223,4.27240000001,3.98286666667,3.5574,0.0737333333334,12.1304,2.8936,6.45680000001,5.10646666666,12.2552666667
243.42,3.29263333334,5.36673333334,5.13893333332,4.43340000001,1.39993333333,13.0666666667,3.67219999999,7.1502,5.94446666667,13.2500666667
243.80,4.09661111111,6.22946666666,6.1202,5.27333333335,2.31146666667,13.8526,4.29513333333,7.76493333334,6.96180000001,13.9616666667
244.17,4.2921,6.51339999999,6.31100000001,5.51726666667,2.33166666667,14.2198666667,4.36779999999,7.64653333333,7.08820000001,14.0941333333
244.55,5.25235555556,7.20646666667,6.97426666667,6.23479999999,2.9906,15.1254,5.30633333333,8.36713333335,7.77859999999,14.6558
244.92,5.59212222223,7.23366666667,7.02419999999,6.07906666667,3.22353333333,14.7177333333,5.53766666666,8.38833333332,7.86719999999,14.5186
245.30,5.3233888889,6.83313333335,6.61906666666,5.8868,3.13853333334,14.018,5.45893333333,7.83173333332,7.55120000001,14.1036
245.67,5.40314444445,6.77573333335,6.37919999999,5.90420000001,3.35073333334,13.7035333333,5.46413333333,7.769,7.43793333332,13.7297333333
246.05,5.98248888889,7.09693333334,6.53633333333,6.22453333334,3.7814,13.7122666667,5.79819999999,8.06006666666,7.69693333333,14.0873333333
246.42,6.75892222223,7.40700000001,7.14113333333,6.6882,4.363,13.9588,6.29286666667,8.39526666666,8.11146666667,14.4222
246.79,7.48493333333,7.94626666668,7.75073333333,7.3032,5.05553333333,14.4704666667,6.91866666667,9.18946666667,8.60266666666,15.1202666667
247.17,8.04944444444,8.34246666665,8.1894,7.93213333333,5.62193333334,14.6721333333,7.66846666668,9.69066666667,8.99833333333,15.5484666667
247.54,7.44683333333,7.54193333333,7.483,7.13653333333,4.89273333333,13.7415333333,7.13060000001,9.06313333333,8.40240000001,14.7987333333
247.92,7.52391111111,7.5552,7.36686666667,7.12679999999,4.9322,13.5647333333,7.14679999999,9.11273333333,8.327,14.6707333333
248.29,7.28326666667,7.2716,7.112,6.846,4.6928,13.0088,6.8544,8.9628,8.092,14.4004
248.67,7.01587777777,7.11553333333,6.90226666667,6.73406666667,4.3714,12.6992666667,6.66946666666,8.86086666667,7.72726666667,14.2088
249.04,7.62208888888,7.78453333333,7.5396,7.554,4.88613333333,13.4543333333,7.4992,9.63993333333,8.37793333333,14.8256666667
249.42,7.88327777778,8.03846666667,7.91013333332,8.02319999999,5.03826666667,13.9261333333,7.71153333333,10.2444666667,8.74726666667,15.1115333333
249.79,7.91383333333,8.16726666665,8.23346666667,8.23339999999,4.80253333333,14.3446666667,7.82019999999,10.5602666667,8.93073333334,15.3463333333
250.17,8.20498888888,8.68986666667,9.05439999999,8.87933333333,5.20106666667,15.0455333333,8.35020000001,11.1956666667,9.52999999999,15.9642
250.54,8.05766666667,8.94566666667,9.40986666667,9.30153333333,5.18873333333,15.5309333333,8.80633333333,11.5766666667,10.0136,16.2738
250.92,8.27083333333,9.08126666668,9.91606666667,9.75646666668,5.26706666667,16.0548,9.11386666666,11.639,10.5668,16.4969333333
251.29,8.30084444445,9.04753333334,10.1299333333,9.97826666667,5.05633333333,16.7012,8.987,11.5239333333,10.8311333333,16.6276666667
251.66,9.06983333333,9.64706666667,10.8936,10.9562666667,5.53186666667,17.7524,9.47726666667,12.0731333333,11.3985333333,17.3815333333
252.04,9.53880000001,10.1450666667,11.558,11.3634,5.88313333333,18.4918666667,10.0361333333,12.7221333333,11.8794,18.1521333333
252.41,10.2686444444,10.905,12.2207333334,11.9714,6.37579999999,19.3121333333,10.6786,13.4302,12.7931333333,19.0352666667
252.79,11.1738,11.7148,13.1546,12.7169333333,7.36293333334,20.1787333333,11.4560666667,13.9590666667,13.9449333333,19.8964666667
253.16,10.6009666667,11.1270666667,12.5692,11.8958666667,6.59020000001,19.4366666667,10.6734,13.0181333333,13.1519333333,19.3934666667
253.54,10.1974444445,10.8532,12.2744666667,11.2400666667,6.1252,19.0330666667,10.5100666667,12.4632,12.6082,18.8349333334
253.91,10.5104444444,11.0208,12.4408,11.5138,6.57306666666,19.2406,10.8727333333,12.8353333333,12.9437333333,19.1174
254.28,10.6698777778,11.0806666667,12.5437333333,11.6830666667,6.92466666666,19.4634666667,11.0605333333,12.8474666667,13.5864,19.2558666667
254.66,10.5041,10.5476666667,11.8978,11.0526666667,6.21466666667,19.1335333333,10.4412,12.4455333333,13.1898666666,19.0218
255.03,10.5130888889,10.6868666667,11.6682,10.7316,6.16213333333,19.2374,10.5748666667,12.5482666667,13.2773333333,18.9738666667
