wavelength,Back_LanLeum,Belly_LanLeum,Breast_LanLeum,Crissum_LanLeum,Crown_LanLeum,DorTail_LanLeum,Patch10_LanLeum,Rump_LanLeum,Throat_LanLeum,WingTip_LanLeum
587.06,22.6796666667,42.8148090909,36.3015333333,7.07176666667,12.3008428571,9.15228518519,50.0047333333,3.85066666667,36.5357666667,7.89746666667
587.39,22.6438666667,42.7515181818,36.2954,7.0126,12.2227571429,9.09923333333,49.8875333333,3.79266666667,36.5347,7.8322
587.73,22.6242666667,42.7085939394,36.2624,6.99293333333,12.1853380952,9.04158518519,49.8569333333,3.75873333333,36.4792,7.7617
588.07,22.6112333333,42.6935636363,36.3332,6.95813333333,12.1577142857,9.03735555555,49.8984666667,3.7438,36.4981333333,7.7142
588.41,22.6765666667,42.7436333333,36.3643333333,6.95256666667,12.1680190476,9.05834444444,49.9168,3.75253333333,36.5779333333,7.69576666667
588.74,22.7716,42.8379363636,36.4644,7.0296,12.2237952381,9.14864074074,49.9862,3.81813333333,36.6840666667,7.75466666666
589.08,22.7857333333,42.8161242424,36.4699333333,7.0258,12.2411476191,9.16404814815,49.954,3.82506666667,36.6895333333,7.77806666667
589.42,22.8642333333,42.9229515151,36.5457333333,7.1078,12.3084952381,9.23908518519,50.0327333333,3.8942,36.8190333333,7.9023
589.76,22.8348666667,42.9485575758,36.5520666667,7.07703333333,12.2683523809,9.20891481481,50.0137333333,3.8402,36.8612666667,7.847
590.09,22.9938,43.109469697,36.7158,7.19386666667,12.4004142857,9.35657777778,50.1312666667,3.92706666666,37.0416666667,7.9885
590.43,23.0401,43.1791818182,36.8341333333,7.22660000001,12.4696523809,9.43579259259,50.1999333333,3.9936,37.103,8.0251
590.77,23.0066666667,43.1383454545,36.8033333333,7.19196666667,12.4541380952,9.41123703703,50.1337333333,3.97393333333,37.1113333333,7.99813333333
591.11,23.1111666667,43.2299242424,36.9042666666,7.26620000001,12.5410190476,9.48806296296,50.2319333333,4.06026666666,37.2175,8.088
591.44,23.2314,43.318769697,37.0322666667,7.34093333334,12.6154952381,9.60701481482,50.3136,4.1258,37.3528333333,8.18783333333
591.78,23.2387666667,43.2675484848,36.9536666667,7.31333333334,12.5675809524,9.57075555556,50.237,4.11346666667,37.2809333333,8.17316666667
592.12,23.3101666667,43.3182242424,37.0269333333,7.38320000001,12.6105047619,9.63994814815,50.2358666667,4.16613333333,37.2799666667,8.23476666666
592.46,23.3461666666,43.3442272727,37.0960666667,7.39549999999,12.6254619048,9.65461481481,50.2729333333,4.18586666667,37.2994333333,8.2655
592.79,23.299,43.3298484848,37.1177333333,7.3745,12.570652381,9.61235555555,50.244,4.1386,37.2608,8.2304
593.13,23.3326666667,43.3692333333,37.1695333334,7.34353333334,12.5561714286,9.59625185185,50.2647333333,4.10113333333,37.2601,8.17933333333
593.47,23.3108666667,43.2995878788,37.1396,7.32309999999,12.5446666667,9.55734814814,50.2244,4.08246666667,37.1737666667,8.17283333333
593.80,23.3034666667,43.2897424242,37.1282,7.29330000001,12.5057714286,9.52309259259,50.2132,4.05853333333,37.1426666667,8.13073333333
594.14,23.2583,43.2245212121,37.0538666667,7.1965,12.4216714286,9.39913333334,50.1400666667,3.93553333333,37.0711333333,8.0717
594.48,23.3083333333,43.2287727273,37.1314666667,7.22610000001,12.4028,9.41422962963,50.1832,3.91506666667,37.0785333333,8.0897
594.81,23.3217333333,43.2972666667,37.1770666667,7.22603333333,12.3833904762,9.44766666667,50.2274666667,3.91246666667,37.0504,8.09503333333
595.15,23.2747666666,43.1858787879,37.097,7.11116666667,12.2911904762,9.33177777778,50.0939333333,3.83966666667,36.9095333333,8.01933333333
595.49,23.3027,43.233,37.1702666667,7.1559,12.3176285714,9.33028518518,50.1499333333,3.8606,36.9764666667,8.02536666667
595.82,23.3174666667,43.2738878788,37.2190666667,7.12176666667,12.3136047619,9.28592222221,50.2107333333,3.84466666667,36.9975333333,8.01503333333
596.16,23.2965,43.2513757576,37.215,7.0843,12.291052381,9.25281481482,50.1729333333,3.8168,36.9584333333,7.99156666667
596.50,23.3499333333,43.2908636364,37.2588666667,7.13503333333,12.3571523809,9.30782222221,50.2069333334,3.86926666667,36.9898,8.0256
596.83,23.3435333333,43.2338848485,37.2674,7.14056666667,12.3645714286,9.31854444444,50.1328,3.9012,36.9460333333,8.03413333333
597.17,23.4176666667,43.2306848485,37.3132,7.18536666667,12.4016380952,9.38034444445,50.1112666667,3.9582,36.9724,8.08243333333
597.51,23.4075666667,43.1767727273,37.2728,7.14686666667,12.3843333333,9.33845925926,50.0492666666,3.9518,36.9335333333,8.05453333333
597.84,23.4404,43.171330303,37.2988,7.19323333333,12.4258952381,9.37882592592,50.0289333333,4.0152,36.9544,8.10403333333
598.18,23.4968666667,43.2289363636,37.3468,7.214,12.4667571429,9.39004814815,50.0639333333,4.05473333333,36.9846666667,8.12993333333
598.52,23.5788666667,43.2189030303,37.4042,7.25693333333,12.5377285714,9.41897037037,50.069,4.1094,37.0302,8.17756666667
598.85,23.5594,43.2320151515,37.4155333333,7.30540000001,12.5613857143,9.46312592593,50.0580666667,4.1432,37.0942333333,8.2041
599.19,23.6239333333,43.2880545455,37.5294666667,7.31433333333,12.5965571429,9.5226925926,50.1216,4.1408,37.1693666667,8.25186666667
599.53,23.6767333333,43.2830848485,37.5657333333,7.40853333333,12.6384333333,9.58771481481,50.1052666667,4.2052,37.1919666667,8.31433333333
599.86,23.7791333333,43.3521606061,37.6872,7.49103333334,12.7177619048,9.67561481481,50.1658666667,4.2582,37.3098,8.38726666667
600.20,23.7844333333,43.270669697,37.6542666667,7.40526666667,12.6138190476,9.60861481481,50.0332666667,4.18546666667,37.2555,8.32166666667
600.53,23.8644666667,43.339439394,37.6996,7.42606666667,12.6063571429,9.6028962963,50.0952,4.1622,37.3182666667,8.32833333333
600.87,23.9099333333,43.4361363636,37.8349333333,7.44106666667,12.6226285714,9.62621481481,50.1893333333,4.1486,37.4167666667,8.35186666667
601.21,23.9483666667,43.5068545455,37.9236666667,7.47936666666,12.6279428572,9.64680370371,50.2560666666,4.12386666667,37.4633666667,8.38533333333
601.54,23.9839333333,43.5186121212,37.9236666667,7.449,12.5870619048,9.65329259259,50.2298,4.10893333333,37.4505,8.38163333334
601.88,23.9444,43.5079393939,37.9136,7.41503333333,12.5433714286,9.67165185186,50.1877333333,4.0718,37.4544333333,8.35516666667
602.21,23.8768666667,43.4759181818,37.8999333334,7.38413333333,12.4660761905,9.63532592592,50.1074,4.01053333333,37.3817666667,8.31416666667
602.55,23.9866666666,43.6017848485,38.0483333333,7.45396666667,12.5333619047,9.68158148147,50.2148,4.07726666667,37.4523666667,8.34186666667
602.88,24.0265333333,43.607569697,38.0418666667,7.49236666667,12.5732285714,9.73919629629,50.1962666666,4.12946666667,37.4294,8.40033333333
603.22,24.0145666667,43.570160606,38.0434,7.48046666666,12.5411952381,9.72340370371,50.1508666667,4.10726666667,37.4286333333,8.3817
603.56,23.9471,43.4755575758,37.9635333333,7.38949999999,12.4418904762,9.65654814815,50.0497333333,4.04093333333,37.2989666667,8.3076
603.89,23.9624333333,43.522430303,38.0304,7.37946666666,12.4528095238,9.64361481482,50.1018,4.02466666667,37.3108666667,8.30736666667
604.23,23.9248,43.4964848485,38.0382666667,7.31776666667,12.4321047619,9.59841111112,50.0862,3.99166666667,37.3121333333,8.27643333333
604.56,23.9345333333,43.5069454545,37.9881333333,7.30446666667,12.4139380953,9.59209629629,50.0520666667,4.0078,37.2839333333,8.28876666667
604.90,23.9373,43.5015757576,37.9974666667,7.29303333333,12.4170619048,9.56472592592,50.0548,3.99166666667,37.2840666667,8.25386666666
605.23,23.9683666667,43.5878939394,38.1132666667,7.29719999999,12.4243904762,9.5582925926,50.1456666667,3.9574,37.3644666667,8.2397
605.57,24.0392666667,43.6253515152,38.1906666667,7.32596666667,12.4715,9.5787,50.2032,3.99093333333,37.4064333333,8.2578
605.90,24.1416333333,43.7293181818,38.3267333333,7.33843333333,12.5368809524,9.60782222223,50.3454666667,4.0016,37.5316333333,8.2674
606.24,24.1196666667,43.6922333333,38.2984,7.26780000001,12.474447619,9.56614444445,50.2936666666,3.9304,37.5058333333,8.25516666667
606.58,24.1537666666,43.7211151515,38.3492666667,7.26220000001,12.4561333333,9.55742592592,50.332,3.9344,37.5388666667,8.2577
606.91,24.1444666667,43.6684090909,38.3332,7.19786666667,12.4185285714,9.50984814814,50.2761333334,3.87486666667,37.4896,8.2031
607.25,24.2411,43.7726939394,38.3875333333,7.26490000001,12.5176380952,9.5567,50.3535333333,3.9324,37.5746333333,8.26446666667
607.58,24.2721333333,43.7890939394,38.3924,7.29576666666,12.5356238095,9.59236296297,50.3945333333,3.94893333333,37.6042,8.2492
607.92,24.2974333333,43.7760606061,38.3888666667,7.34426666667,12.5477619048,9.65301481482,50.3747333333,3.9776,37.571,8.2959
608.25,24.3044666667,43.7155151515,38.4318666667,7.3226,12.5255095238,9.62706296297,50.3512666667,3.9386,37.5465666667,8.267
608.59,24.2807,43.6214060606,38.3686,7.28743333333,12.4698,9.60820740741,50.2091333333,3.92226666667,37.4542666667,8.296
608.92,24.2685666667,43.5206545454,38.2754666667,7.2559,12.455052381,9.58636666667,50.0680666667,3.96026666667,37.3584,8.3341
609.26,24.2280666667,43.4250727273,38.1357333333,7.2319,12.4259285714,9.57510740741,49.9388666667,3.961,37.2704333333,8.359
609.59,24.1801666667,43.2372727273,37.9888666667,7.20440000001,12.3835190476,9.53655555556,49.7601333333,3.97313333333,37.1334,8.3797
609.93,24.2657333333,43.2643393939,38.0612666667,7.32116666667,12.4892809524,9.61620740741,49.806,4.06666666667,37.1716333333,8.49133333333
610.26,24.2169333333,43.1805090909,37.9719333333,7.27443333334,12.4552619048,9.58298888888,49.6650666667,4.05686666667,37.1158,8.49413333333
610.60,24.2593666667,43.1902060606,37.976,7.29966666667,12.4894476191,9.61557407407,49.6688666667,4.1094,37.1082,8.56933333333
610.93,24.2754333333,43.1421272727,37.992,7.33870000001,12.4846857143,9.61867037037,49.6060666666,4.15566666667,37.0816333333,8.6248
611.27,24.3373666667,43.1128515152,37.9999333334,7.40836666667,12.5556666667,9.68798518519,49.5336,4.26153333333,37.0557333333,8.75606666667
611.60,24.3681,43.112839394,38.0202666667,7.4341,12.5787476191,9.70560370371,49.5258,4.26826666667,37.0783666667,8.786
611.93,24.4456,43.1676666667,38.0775333333,7.54816666667,12.6863952381,9.79764074074,49.5572,4.3804,37.1251,8.92476666666
612.27,24.6059,43.3269545455,38.2374,7.68770000001,12.8458952381,9.9482925926,49.6992,4.5382,37.2900666667,9.0727
612.60,24.6868333333,43.3784575758,38.3318666667,7.76346666666,12.9169238095,10.0337444445,49.7597333333,4.56026666667,37.3455333333,9.1257
612.94,24.7729666667,43.4739060606,38.4704,7.85190000001,12.9647904762,10.0644888889,49.8374,4.62186666667,37.4339333333,9.16236666667
613.27,24.8248333333,43.6273242425,38.5687333333,7.91776666667,12.9812904762,10.0911592593,49.9004,4.61693333333,37.5363333333,9.15716666667
613.61,24.7302333333,43.5501666667,38.5302666667,7.78609999999,12.8588333333,9.96950370371,49.8366,4.4756,37.4566333333,9.0045
613.94,24.7412666667,43.5442272727,38.5536,7.76303333333,12.8422857143,9.91186666666,49.8558666666,4.42126666667,37.4103666667,8.9176
614.28,24.7803,43.6494242424,38.6522,7.7687,12.8816285714,9.92408518518,49.9136666667,4.41526666667,37.4548666667,8.92226666667
614.61,24.8044,43.6830787879,38.6826666667,7.76156666666,12.8830333333,9.93609259259,49.9058666666,4.3988,37.4935333333,8.9129
614.94,24.7915333334,43.7590121212,38.7361333333,7.6849,12.8139238095,9.83728518519,49.9676666667,4.28226666667,37.5412666667,8.79806666667
615.28,24.7952666667,43.7468242424,38.7446666667,7.63883333333,12.7504714286,9.76029999999,49.9607333333,4.2364,37.4965333333,8.76193333333
615.61,24.7669333333,43.7833272727,38.7671333333,7.55806666667,12.6609142857,9.63476296295,50.0252666667,4.1166,37.5095333333,8.6146
615.95,24.6860333333,43.7343969697,38.7168666667,7.47856666667,12.5589333333,9.52650740741,49.9610666667,4.03206666667,37.4522666667,8.51316666667
616.28,24.7356333333,43.7614878788,38.8045333333,7.54430000001,12.5696380952,9.57327407408,49.9888,4.10213333333,37.4598,8.52013333333
616.61,24.8182,43.8312545454,38.8893333333,7.56606666667,12.6087,9.6324074074,50.0514666667,4.1254,37.4888333333,8.55876666667
616.95,24.9186333333,43.9672666667,39.0543333333,7.60460000001,12.6779809524,9.70156296296,50.1743333334,4.1906,37.6293,8.65683333333
617.28,25.0541,44.1003090909,39.1454,7.67546666667,12.7499666667,9.78585555555,50.2098,4.30206666667,37.7051333333,8.762
617.62,25.1890666667,44.3028606061,39.3523333333,7.80386666666,12.8357761905,9.91088518518,50.3382666667,4.37846666667,37.8675333333,8.84786666667
617.95,25.2043,44.2341878788,39.3694,7.82876666667,12.8124761905,9.94520000001,50.2873333333,4.41393333333,37.8907333333,8.84626666667
618.28,25.2000666667,44.2569757576,39.3692,7.82806666666,12.7932238095,9.93075555555,50.2854,4.38,37.8597666667,8.80973333333
618.62,25.2675333333,44.2559454546,39.4231333333,7.93963333333,12.8827904762,10.0665148148,50.2638,4.49593333333,37.9086666667,8.9249
618.95,25.3677666667,44.3632696969,39.5068,8.05473333333,13.0237428571,10.2065925926,50.2992,4.66853333333,38.0049333333,9.0335
619.28,25.3573666667,44.3609606061,39.4882,8.03713333333,13.0194238095,10.2522962963,50.2117333333,4.7108,37.9978,9.03643333333
619.62,25.4130333333,44.3768878788,39.5497333333,8.05553333333,13.0531666667,10.2706666667,50.2393333333,4.73853333333,38.0280666667,9.07063333333
619.95,25.4181666666,44.4219424242,39.5606666667,8.00199999999,12.9973523809,10.2053148148,50.2793333334,4.68866666667,38.0753,8.98786666667
620.28,25.3854333333,44.3919363636,39.5952666667,7.9913,12.9556809524,10.1881333333,50.2473333333,4.64406666666,38.1170333333,8.9885
620.62,25.4040333333,44.4124363636,39.597,7.98006666667,12.9797,10.2044259259,50.2386666667,4.63406666667,38.0657666667,8.99673333333
620.95,25.4390666667,44.4525636364,39.6568666666,8.03543333334,13.0105333333,10.2358703704,50.3051333333,4.62706666667,38.1920666667,8.9914
621.28,25.41,44.3922969697,39.5986666667,8.03130000001,12.9931428572,10.1687740741,50.2374666667,4.60746666667,38.1854666667,9.0243
621.62,25.3963666667,44.4463424242,39.6119333333,7.97876666666,12.944247619,10.1167407407,50.3198666667,4.5192,38.2185,8.9996
621.95,25.4442333333,44.5230030303,39.6891333333,7.94639999999,12.9328904762,10.0874592593,50.381,4.4836,38.3025666667,9.02383333333
622.28,25.4436,44.5691818182,39.7877333333,7.86186666666,12.8559809524,9.98297407408,50.4565333334,4.38546666667,38.4022666667,8.95893333333
622.62,25.3906666667,44.5100575757,39.7440666667,7.81036666666,12.7639285714,9.89167777779,50.3867333333,4.26753333333,38.3514,8.8829
622.95,25.4358,44.4997181818,39.8277333333,7.81139999999,12.7397571428,9.89550740741,50.434,4.2578,38.3530333333,8.91133333333
623.28,25.4867666667,44.5539636364,39.8725333333,7.81079999999,12.7318714286,9.91223333334,50.4687333333,4.2496,38.3705333333,8.90416666667
623.62,25.4555333333,44.5548333333,39.9259333333,7.72730000001,12.6962047619,9.88362592593,50.471,4.1768,38.4036,8.9156
623.95,25.5213666667,44.614960606,39.9595333333,7.73436666667,12.7089666667,9.89134814815,50.4943333333,4.17533333333,38.4120666667,8.89686666667
624.28,25.4417,44.5216424243,39.9425333333,7.66580000001,12.5962428571,9.75865185185,50.4233333333,4.09693333333,38.3103333333,8.75983333333
624.62,25.4729666667,44.5044666667,39.9367333333,7.65080000001,12.5968666667,9.75817407407,50.3847333333,4.0876,38.2323333333,8.8004
624.95,25.4319,44.4294575758,39.9422666667,7.56926666667,12.5403238095,9.73216666667,50.3382666667,4.0448,38.1340333333,8.72303333333
625.28,25.5729,44.5792454546,40.0996,7.71226666666,12.6810238095,9.85309999999,50.4677333333,4.1916,38.2533333333,8.8081
625.61,25.5404666667,44.5524363636,40.1398,7.71666666667,12.6875666667,9.86142962963,50.4841333333,4.23366666667,38.2474666667,8.7769
625.95,25.5100333333,44.5127151515,40.0519333333,7.67483333333,12.6641761905,9.84920740741,50.4466666667,4.21806666667,38.1787,8.75823333333
626.28,25.4907333333,44.5268939394,40.0628,7.5914,12.5958285714,9.81495555555,50.4909333333,4.1146,38.1984,8.68393333333
626.61,25.5444666667,44.5705060606,40.0663333333,7.63853333333,12.6781142857,9.90322962962,50.4889333333,4.16946666667,38.2236666667,8.73996666666
626.94,25.6286333333,44.6926333333,40.2214666667,7.66303333333,12.7302238095,9.99385925926,50.6476666667,4.1918,38.3519,8.77513333333
627.28,25.7279333333,44.743239394,40.2652,7.79596666667,12.8458571428,10.1022481481,50.6824666667,4.34566666667,38.3849333333,8.88466666667
627.61,25.7425666667,44.7899272727,40.331,7.80470000001,12.8767142857,10.129462963,50.7395333333,4.386,38.3897,8.90523333333
627.94,25.8294666667,44.8475242424,40.3738666667,7.84633333333,12.9344714286,10.1896666667,50.7768666667,4.45113333333,38.4633666667,9.00946666667
628.27,25.8394666667,44.8737393939,40.4166,7.79486666666,12.9008380952,10.1749074074,50.7987333333,4.4292,38.4508333333,8.9817
628.61,25.8940666667,44.9274515152,40.469,7.8391,12.9532857143,10.2074777778,50.8328,4.48326666667,38.5296666667,9.0248
628.94,25.9029333333,44.9274242424,40.5290666666,7.76309999999,12.9021666667,10.1799407407,50.8242,4.4328,38.5262333333,9.00483333333
629.27,25.9132333333,44.875469697,40.4912666667,7.71036666666,12.8624857143,10.1786333333,50.7530666667,4.41066666667,38.5265666667,8.98476666667
629.60,26.0469666667,45.0044939394,40.6410666667,7.79876666667,12.9525047619,10.3014592593,50.8102,4.50813333333,38.5994,9.08553333333
629.94,26.0875666667,45.0158757576,40.7004666666,7.84896666666,12.9887857143,10.3329518519,50.7794666667,4.58486666667,38.5187666667,9.1577
630.27,26.1347,45.0838181818,40.7246,7.87646666666,12.9711714286,10.2773555555,50.8418666667,4.5804,38.6126666667,9.1562
630.60,26.1611,45.0698606061,40.7101333333,7.96069999999,13.0312666667,10.2982814815,50.7714,4.62213333333,38.6113666667,9.2604
630.93,26.133,45.0805424242,40.7462666667,7.85773333334,12.9486428571,10.1742037037,50.8004,4.48453333333,38.6094,9.17006666667
631.26,26.1314,45.0014939394,40.6682666667,7.78476666667,12.8838809524,10.1155962963,50.7075333333,4.4282,38.5726666667,9.15173333333
631.60,26.1274,45.0524454545,40.7168666667,7.74846666667,12.8480095238,10.1153777778,50.7924666667,4.37453333333,38.6362,9.05256666667
631.93,26.1333333333,45.0007151515,40.7857333333,7.83573333333,12.8961809524,10.1833592593,50.8007333333,4.44593333333,38.7246,9.0978
632.26,26.1837666667,45.0254454545,40.8688,7.82073333333,12.9200952381,10.1818740741,50.9054666667,4.43033333333,38.7670666667,9.1075
632.59,26.1898666667,44.9934242424,40.7798,7.87693333333,12.9176761905,10.1880074074,50.8383333333,4.45046666667,38.76,9.123
632.92,26.1873,44.9171727273,40.7953333333,7.93950000001,12.9179,10.1649037037,50.7738,4.45346666667,38.6922,9.16696666667
633.26,26.1841,44.8650121212,40.746,7.98363333333,12.9479476191,10.1578925926,50.7416,4.48326666667,38.6537,9.17993333333
633.59,26.2383,44.9681181818,40.8224666667,8.04150000001,13.0281761905,10.2079222222,50.8851333333,4.5484,38.7726,9.23763333333
633.92,26.2075,44.8775666667,40.845,8.05956666666,13.047647619,10.2494592593,50.819,4.5778,38.7009333333,9.25623333333
634.25,26.1085,44.7593,40.7628,7.9268,12.8610714286,10.1206185185,50.6766666667,4.4356,38.5539333333,9.07593333333
634.58,26.1237333333,44.7754090909,40.7884,7.97989999999,12.8746142857,10.184762963,50.6292,4.48366666667,38.5411333333,9.1137
634.91,26.1125,44.761830303,40.8106,8.00693333333,12.8568714286,10.155162963,50.6009333334,4.47433333333,38.5252666667,9.0931
635.25,26.1079333333,44.7313090909,40.8031333334,8.06783333334,12.9092,10.2003851852,50.5253333333,4.50893333333,38.5034,9.14646666667
635.58,26.0247666667,44.7017515151,40.6222,7.96556666667,12.8086380952,10.0456740741,50.4669333333,4.415,38.4084333333,9.0518
635.91,26.1007,44.8628848485,40.7260666667,8.05579999999,12.8230047619,10.0749407407,50.5593333333,4.44293333333,38.5318666667,9.1135
636.24,26.1126333333,44.9271818182,40.8034,8.00733333334,12.8166428571,10.0162925926,50.6032,4.42573333333,38.5299666667,9.08716666667
636.57,26.2181,45.1045636364,40.9107333333,7.97670000001,12.8488428571,10.0618296296,50.7782666666,4.4328,38.6014666667,9.05456666666
636.90,26.2074333333,45.1298090909,40.9504666667,8.00250000001,12.8254952381,10.0994074074,50.7978,4.4596,38.6293333333,9.04983333333
637.23,26.3669666667,45.2253757576,41.1358666667,8.03883333333,12.881,10.1535259259,50.8610666667,4.46726666667,38.7897333333,9.09463333333
637.56,26.3216,45.2238,41.0877333333,7.9459,12.8038857143,10.0634740741,50.8475333333,4.35693333333,38.7696666667,9.00553333333
637.90,26.3825333333,45.2442363636,41.138,7.96016666667,12.8503857143,10.086962963,50.8697333333,4.42226666667,38.8067,9.0309
638.23,26.2703333333,45.0440666667,40.9590666667,7.78916666666,12.6980047619,9.89644444444,50.7627333334,4.24613333333,38.6789333333,8.86533333333
638.56,26.3434333333,45.1397181818,41.0622666667,7.8448,12.7525047619,9.97000370371,50.8856,4.2632,38.8374666667,8.9288
638.89,26.4738666667,45.1745515152,41.1494,7.94033333333,12.8025142857,10.0700222222,50.9696666667,4.37113333333,38.8954333333,9.0575
639.22,26.6094333333,45.2232787879,41.3456,8.02856666667,12.8867571429,10.2238814815,51.0133333333,4.4122,38.9473666667,9.13296666667
639.55,26.5545,45.0449757576,41.1762666667,7.94919999999,12.8654809524,10.2385222222,50.8402666667,4.3916,38.7862333333,9.05496666667
639.88,26.5885333333,45.1390212121,41.2661333333,7.94239999999,12.8867238095,10.3207,50.9412,4.37113333333,38.8960333333,9.09256666667
640.21,26.5780333333,45.0919878788,41.2809333333,8.047,12.939847619,10.3951555556,50.8643333334,4.42706666667,38.9930666667,9.1927
640.54,26.5746666667,45.1213242424,41.3685333333,7.95253333334,12.8842571429,10.2860222222,50.8662666667,4.29086666667,39.0153666667,9.1006
640.87,26.4221333333,44.9515060606,41.2288666667,7.83536666667,12.7695333333,10.1516851852,50.7736,4.15933333333,38.8698333333,8.96036666667
641.20,26.6114666667,45.0862030303,41.4114666667,7.9423,12.8948095238,10.3004185185,50.9008,4.26673333333,39.0035333333,9.10556666666
641.53,26.5953666667,45.0872151515,41.4007333333,8.04233333333,12.9656190476,10.4271296296,50.9223333333,4.35246666667,39.0188666667,9.21383333333
641.87,26.8210666666,45.3077545455,41.5742666667,8.35810000001,13.2072619047,10.7646407407,51.0910666667,4.652,39.2788333333,9.46686666666
642.20,26.8322333333,45.2965272727,41.6108,8.37380000001,13.1908190476,10.7571777778,51.025,4.67093333333,39.2155333333,9.45013333332
642.53,26.7120333333,45.2206212121,41.5515333333,8.21213333333,13.037852381,10.6061666667,50.9117333333,4.51413333333,39.0882666667,9.34589999999
642.86,26.8214,45.4047787879,41.6611333333,8.2737,13.1339523809,10.6504740741,51.0902,4.59593333333,39.1773333333,9.46333333334
643.19,26.8170333333,45.4450393939,41.7392666667,8.3332,13.1447142857,10.7196037037,51.0963333333,4.619,39.1708666667,9.53166666668
643.52,26.8654666667,45.3936030303,41.7300666667,8.4394,13.1948857143,10.7322555556,51.1208,4.71113333333,39.1254666667,9.58243333334
643.85,26.8892333333,45.4279666667,41.713,8.43369999999,13.1758333333,10.7078222222,51.1736,4.68653333333,39.0632333333,9.54890000001
644.18,27.0238,45.4804060606,41.8078,8.45260000001,13.1917238095,10.692962963,51.2914,4.72286666667,39.1329333333,9.64499999999
644.51,27.0676,45.5442424242,41.8674666667,8.52366666666,13.2529142857,10.8001222222,51.3035333333,4.836,39.1761333333,9.6832
644.84,27.0761666667,45.5385393939,41.8926,8.5909,13.2399666667,10.8054592593,51.2559333333,4.87966666667,39.1996,9.68203333335
645.17,27.1939,45.6724818182,42.0482,8.63863333333,13.3111523809,10.8093518519,51.3953333333,4.9118,39.3743666667,9.69970000001
645.50,27.1557,45.659369697,42.0415333333,8.55456666667,13.2658142857,10.6866740741,51.3586666667,4.86826666667,39.2497666667,9.65893333333
645.83,27.2790666667,45.8259,42.2026666667,8.6526,13.4058714286,10.8183703704,51.5406,5.02073333333,39.3933,9.82326666666
646.16,27.2778333333,45.7950151515,42.1352,8.6454,13.4350095238,10.7757148148,51.4911333333,5.01333333333,39.4360333333,9.74969999999
646.49,27.1955,45.7134090909,42.1176666667,8.67416666667,13.4599,10.8100148148,51.3818666667,5.0822,39.4191,9.68993333333
646.82,27.1858666667,45.6401848485,42.129,8.60123333333,13.3931761905,10.6915370371,51.3863333333,5.00106666667,39.4728,9.58843333334
647.15,27.2888666667,45.7634666667,42.3722666667,8.60246666667,13.4406571428,10.7805148148,51.5096666667,5.0142,39.6395333333,9.64093333333
647.48,27.2818,45.8061515152,42.456,8.5096,13.380952381,10.6808777778,51.5966,4.9292,39.6739666667,9.56613333334
647.81,27.2901666667,45.8861242424,42.4794666667,8.62450000001,13.5018333333,10.8505925926,51.6338,5.04333333333,39.7419333333,9.6476
648.14,27.4192666667,45.9391242424,42.5992,8.74143333334,13.5825190476,10.9513185185,51.6305333333,5.12633333333,39.8261666667,9.78159999999
648.47,27.4907666667,46.0747333333,42.7004,8.75596666667,13.6251238095,10.9972666667,51.804,5.16813333333,39.9609666667,9.82913333333
648.80,27.4104666667,46.0193242424,42.5916666667,8.65110000001,13.5339428571,10.901962963,51.6820666667,5.06733333333,39.8548666667,9.72993333333
649.13,27.4362,46.0276545454,42.6660666667,8.63946666666,13.5405666667,10.9020703704,51.7018666667,5.03126666667,39.928,9.76250000001
649.46,27.3791666667,45.9654030303,42.5782666667,8.54996666667,13.4863952381,10.8311259259,51.6865333333,4.93493333333,39.8883666667,9.67473333333
649.79,27.5301333333,46.0325272727,42.707,8.75530000001,13.6330428571,11.0267777778,51.7551333333,5.09826666667,39.9469333333,9.84103333334
650.11,27.4589,45.9298818182,42.5628666667,8.64799999999,13.4531666667,10.9372592593,51.6464666667,4.96526666667,39.8576,9.76056666667
650.44,27.4542666667,46.0010848485,42.5701333333,8.66743333334,13.4507714286,10.9587518519,51.6261333333,4.94506666667,39.7808333333,9.78769999999
650.77,27.2513,45.6772969697,42.2357333334,8.59663333334,13.3147857143,10.7580555555,51.2954,4.8358,39.4494333333,9.69753333334
651.10,27.2858666667,45.724030303,42.2497333333,8.62156666666,13.3581857143,10.8357814815,51.2875333333,4.8532,39.4340333333,9.76160000002
651.43,27.2322666667,45.6214939394,42.1152666667,8.573,13.2983380953,10.7966481481,51.1608666667,4.8032,39.2663,9.75129999999
651.76,27.1822666667,45.5812515151,42.0288666667,8.54806666667,13.2469428571,10.7236851852,51.1955333333,4.74586666667,39.3058666667,9.72600000001
652.09,27.1263,45.4709484849,41.9773333333,8.454,13.1521904762,10.5983333333,51.0914,4.6278,39.1336666667,9.62219999999
652.42,27.1124,45.4126909091,42.0288,8.43526666667,13.1355761905,10.5780555555,51.1028,4.5914,39.1195666667,9.61196666667
652.75,27.1004,45.4059151515,42.0078,8.4149,13.1231857143,10.5839444444,51.051,4.52846666667,39.0760666667,9.56823333334
653.08,27.0985,45.4251393939,42.0250666667,8.36016666666,13.0896952381,10.5606740741,51.0198,4.49513333333,39.0935666667,9.52613333333
653.41,27.1623,45.5551363636,42.1074,8.33946666666,13.1101095238,10.5337185185,51.1144666667,4.51713333333,39.1546,9.54113333333
