wavelength,Back_SerAlbm,Belly_SerAlbm,Breast_SerAlbm,Crissum_SerAlbm,Crown_SerAlbm,DorTail_SerAlbm,Patch10_SerAlbm,Rump_SerAlbm,Throat_SerAlbm,WingTip_SerAlbm
559.21,3.19093333333,3.23926666667,3.59393333333,4.44,67.3215333334,7.26993333333,6.37446666667,3.23891111111,6.7938,7.1979
559.55,3.1924,3.2296,3.59473333333,4.44953333334,67.3688,7.2976,6.38573333333,3.2484,6.84153333333,7.21413333333
559.89,3.14666666667,3.1858,3.56826666667,4.42253333333,67.4447666667,7.26146666667,6.34426666667,3.21586666667,6.82186666667,7.16713333333
560.23,3.12366666667,3.16433333333,3.5506,4.41826666667,67.4423333333,7.23906666667,6.31326666667,3.19326666667,6.82793333333,7.14656666667
560.58,3.10746666667,3.1448,3.52853333333,4.38573333333,67.4154,7.20213333333,6.2936,3.15695555555,6.8292,7.1143
560.92,3.19373333333,3.20986666667,3.59506666667,4.446,67.4179666667,7.26253333334,6.3694,3.20573333333,6.92486666667,7.1819
561.26,3.2442,3.2572,3.65226666667,4.48253333333,67.4409333333,7.28946666667,6.40046666667,3.25377777778,6.99913333333,7.24593333333
561.60,3.16206666667,3.16133333333,3.57466666667,4.4064,67.3485,7.1938,6.30706666667,3.17237777778,6.9444,7.16673333333
561.94,3.0832,3.0928,3.50533333333,4.33113333333,67.3452,7.1314,6.22213333333,3.0892,6.91506666667,7.09773333333
562.28,3.0136,3.00486666667,3.41853333333,4.2564,67.3645333333,7.0896,6.14433333333,3.01095555555,6.87053333333,7.03343333333
562.62,3.0016,2.9996,3.39333333333,4.25026666667,67.4309666667,7.0652,6.1348,3.01484444444,6.91066666667,7.03953333333
562.96,3.0582,3.06113333333,3.44086666667,4.30293333333,67.4647666667,7.11773333333,6.18286666667,3.07846666667,6.99786666667,7.07953333333
563.30,3.0356,3.0646,3.42406666667,4.2876,67.4416666667,7.0832,6.14686666667,3.076,7.01973333333,7.0705
563.64,3.08606666667,3.09493333333,3.44926666667,4.31913333333,67.3119,7.1142,6.17026666667,3.1046,7.087,7.1071
563.99,3.06973333333,3.08673333333,3.43753333333,4.28593333333,67.2749666667,7.10393333333,6.15926666667,3.09535555556,7.11393333333,7.10333333333
564.33,3.05646666667,3.0606,3.42686666667,4.2758,67.2314,7.088,6.13313333333,3.07086666667,7.13906666667,7.0975
564.67,3.0246,3.037,3.408,4.26093333333,67.2210333333,7.07113333333,6.11046666667,3.05495555556,7.158,7.0719
565.01,3.03726666667,3.0344,3.40153333333,4.2798,67.1604,7.06713333333,6.14426666667,3.06153333333,7.1934,7.07673333333
565.35,3.0554,3.06453333333,3.41873333334,4.29326666667,67.1632666667,7.07833333333,6.16613333334,3.07531111111,7.22426666667,7.0701
565.69,3.0582,3.08053333333,3.43266666667,4.31653333333,67.1531333333,7.07373333333,6.18693333333,3.09171111111,7.26293333333,7.08743333333
566.03,3.096,3.13153333333,3.476,4.35066666667,67.1295333333,7.099,6.2396,3.13848888889,7.3422,7.13603333333
566.37,3.089,3.12913333333,3.46426666667,4.33193333333,66.9997666667,7.07353333333,6.21,3.11993333333,7.3398,7.09296666667
566.71,3.0698,3.1134,3.43693333333,4.3368,66.9737333333,7.04286666667,6.18366666667,3.09733333333,7.3544,7.08856666667
567.05,3.08166666667,3.10933333333,3.44366666667,4.3308,66.9955,7.0464,6.19913333333,3.09093333333,7.40013333334,7.1014
567.39,3.0712,3.10346666667,3.44986666667,4.3158,67.0426333333,7.03193333333,6.183,3.09173333333,7.4472,7.0962
567.73,3.11833333333,3.14113333333,3.49793333333,4.3706,67.0616666667,7.0726,6.22973333333,3.13731111111,7.54073333333,7.11796666667
568.07,3.15586666667,3.19026666666,3.53813333333,4.40546666667,67.1228,7.09766666667,6.26486666667,3.1826,7.62593333333,7.14913333333
568.41,3.14926666667,3.1738,3.51926666667,4.38046666667,67.0874666667,7.0846,6.23506666667,3.17508888889,7.64686666667,7.12363333334
568.75,3.13686666667,3.16813333333,3.50913333333,4.3506,67.0827,7.0794,6.19686666667,3.151,7.698,7.11006666667
569.09,3.15926666667,3.20066666667,3.54273333334,4.3912,67.1381,7.11846666667,6.2162,3.18242222222,7.8086,7.1697
569.43,3.1798,3.21413333333,3.55126666667,4.40326666667,67.1021666667,7.14286666667,6.2178,3.20226666667,7.8712,7.19866666667
569.77,3.1654,3.2124,3.55253333333,4.4072,67.0671666667,7.12806666667,6.19933333333,3.19235555556,7.92873333333,7.17853333333
570.11,3.2,3.238,3.5968,4.4416,67.1615333333,7.179,6.23733333333,3.21848888889,8.03786666667,7.2328
570.45,3.19406666667,3.23446666667,3.60786666667,4.42193333334,67.1422,7.18126666667,6.2378,3.21873333333,8.0844,7.21486666666
570.79,3.2092,3.25473333333,3.63913333333,4.4412,67.2063333333,7.205,6.2542,3.24935555556,8.16693333333,7.2291
571.13,3.2362,3.29453333333,3.6706,4.47486666667,67.1911666667,7.22693333333,6.28406666667,3.26788888889,8.24766666667,7.24743333333
571.47,3.2344,3.30053333333,3.67593333333,4.4806,67.0660666667,7.22426666667,6.26266666667,3.26433333333,8.3048,7.25346666667
571.81,3.2312,3.292,3.66653333333,4.47213333333,67.0075,7.20686666667,6.25266666667,3.25182222222,8.3608,7.24636666667
572.15,3.2346,3.31113333333,3.69186666667,4.49353333333,67.0428333333,7.21846666667,6.27346666666,3.26142222222,8.4574,7.27966666667
572.49,3.2416,3.31266666667,3.69986666667,4.51726666667,67.0684666667,7.23106666667,6.26973333333,3.27864444444,8.52999999999,7.28416666667
572.83,3.26913333333,3.32326666667,3.71373333333,4.52526666667,67.1173666667,7.2216,6.26833333333,3.28404444445,8.60686666667,7.2886
573.17,3.27513333333,3.32193333334,3.72413333333,4.52953333333,67.0575666667,7.2038,6.27553333333,3.28126666667,8.68726666667,7.27456666667
573.51,3.28613333333,3.31173333333,3.71646666667,4.5288,67.0802666667,7.19273333333,6.27006666667,3.28553333333,8.75973333334,7.27206666667
573.85,3.28246666667,3.31046666666,3.7084,4.53126666667,66.9993,7.1772,6.27046666667,3.28517777778,8.83686666666,7.26696666667
574.19,3.2962,3.3292,3.7226,4.54766666667,67.0739333333,7.1896,6.28,3.29426666667,8.95086666667,7.305
574.53,3.261,3.29413333333,3.697,4.52346666667,67.0220333333,7.1578,6.24773333333,3.25986666667,8.9842,7.2753
574.87,3.2094,3.24353333333,3.642,4.48586666667,66.9899666667,7.11253333333,6.18346666667,3.22115555555,9.02166666667,7.22883333333
575.21,3.19386666667,3.21533333333,3.6188,4.45953333333,67.1632333333,7.0948,6.17753333333,3.20268888889,9.08553333334,7.22083333333
575.55,3.17513333334,3.1896,3.59833333333,4.44253333333,67.227,7.09326666667,6.15093333333,3.18846666667,9.15546666667,7.1926
575.89,3.17273333333,3.174,3.57333333333,4.41393333333,67.2275666667,7.06833333333,6.11166666667,3.17933333333,9.22033333333,7.16296666667
576.22,3.18526666667,3.19326666667,3.5976,4.41406666666,67.2860666667,7.07406666667,6.12853333333,3.19788888889,9.31553333333,7.17556666667
576.56,3.1826,3.19573333333,3.59026666667,4.4222,67.2406666667,7.08106666667,6.1252,3.20264444444,9.40246666666,7.1579
576.90,3.19693333333,3.2082,3.59713333333,4.43353333333,67.3680333333,7.09906666667,6.1188,3.21017777778,9.50680000001,7.1691
577.24,3.20106666667,3.228,3.6184,4.4542,67.4667666667,7.1122,6.1272,3.218,9.62746666667,7.18503333333
577.58,3.20406666667,3.221,3.63713333333,4.449,67.5597333333,7.1192,6.11,3.22811111111,9.73733333333,7.19916666667
577.92,3.20553333333,3.20353333333,3.63193333334,4.43766666667,67.5455333333,7.11526666666,6.08486666667,3.21773333333,9.83640000001,7.17153333333
578.26,3.2282,3.22273333333,3.61573333333,4.45473333333,67.6136333333,7.11633333333,6.08393333333,3.22675555555,9.99246666667,7.1701
578.60,3.26033333333,3.25513333333,3.63993333333,4.48006666667,67.7257,7.15586666667,6.12073333333,3.24962222222,10.1414,7.19026666667
578.94,3.28053333333,3.28526666667,3.6656,4.50353333333,67.6313,7.179,6.11053333333,3.27148888889,10.2859333333,7.20193333333
579.28,3.30666666667,3.32046666667,3.70193333333,4.52513333333,67.5975333333,7.18993333333,6.13366666667,3.29555555556,10.4366,7.23813333333
579.61,3.31033333333,3.32533333333,3.71186666667,4.5386,67.6463,7.18553333333,6.1384,3.29226666666,10.5626666667,7.25683333333
579.95,3.25366666666,3.2872,3.66206666667,4.48933333333,67.6158,7.1294,6.0784,3.22637777778,10.6791333333,7.20303333334
580.29,3.21413333333,3.2428,3.61026666667,4.4206,67.6027,7.09006666667,6.03286666667,3.18253333333,10.7835333334,7.1968
580.63,3.22193333333,3.24313333333,3.59933333333,4.4086,67.6031333333,7.1154,6.01893333334,3.18104444444,10.9464666667,7.2107
580.97,3.23566666667,3.2626,3.60766666667,4.41306666667,67.5752,7.13626666667,6.01753333333,3.20195555556,11.1131333333,7.20553333333
581.31,3.25493333333,3.28993333333,3.61393333334,4.43546666667,67.6128666667,7.14433333333,6.0372,3.21497777778,11.2627333333,7.20276666667
581.65,3.20306666666,3.26,3.60193333333,4.39926666667,67.5086,7.10533333333,6.0114,3.18851111111,11.3744666667,7.16893333333
581.98,3.21333333333,3.2542,3.63466666667,4.3804,67.4515333333,7.1094,6.00273333333,3.18964444444,11.5178666667,7.17333333333
582.32,3.24393333333,3.26086666667,3.6458,4.39053333333,67.4650333334,7.10466666667,6.0104,3.20373333333,11.6930666667,7.20133333333
582.66,3.22413333333,3.22513333333,3.60786666667,4.36606666667,67.6174,7.07913333334,6.0028,3.18068888889,11.8461333333,7.18213333333
583.00,3.17253333333,3.1706,3.54653333334,4.31466666667,67.6396333333,7.03226666666,5.946,3.13788888889,11.9564666667,7.14476666667
583.34,3.17313333333,3.16306666667,3.5482,4.31193333333,67.6742,7.029,5.9512,3.16117777778,12.1270666667,7.1413
583.68,3.237,3.19573333333,3.56546666667,4.36193333333,67.7661666667,7.06933333333,5.97626666667,3.19837777778,12.3121333333,7.1835
584.01,3.27213333333,3.2334,3.63253333333,4.42526666667,67.8067,7.12493333333,6.02153333333,3.23855555556,12.5470666667,7.20843333333
584.35,3.2358,3.20493333333,3.6128,4.40486666667,67.8097333333,7.1006,5.9932,3.21868888889,12.6781333333,7.16946666667
584.69,3.21153333333,3.15213333333,3.58413333333,4.35553333333,67.8184333333,7.07673333333,5.95786666667,3.18275555555,12.789,7.13616666666
585.03,3.1888,3.1042,3.52406666666,4.30626666667,67.7561,7.0408,5.9072,3.157,12.9162,7.087
585.37,3.2548,3.14453333333,3.54686666667,4.37113333333,67.8220666667,7.09013333333,5.935,3.21144444445,13.121,7.1266
585.70,3.25206666666,3.15066666667,3.54666666667,4.40973333333,67.8536333334,7.09753333333,5.93593333334,3.22164444444,13.2908666667,7.1432
586.04,3.21833333334,3.13093333333,3.5378,4.38613333333,67.7747666667,7.0912,5.8806,3.20453333333,13.4462,7.13983333333
586.38,3.19066666667,3.09786666667,3.517,4.36106666667,67.6983666666,7.0626,5.85626666667,3.18811111111,13.6006666667,7.12443333333
586.72,3.28493333333,3.1708,3.60346666667,4.45273333333,67.7860666667,7.17,5.9538,3.278,13.9203333333,7.2376
587.06,3.3064,3.1808,3.613,4.46933333333,67.7089,7.16046666667,5.92973333333,3.27348888889,14.0627333333,7.24426666667
587.39,3.30753333333,3.18073333333,3.63033333333,4.45713333333,67.6724,7.16953333333,5.9492,3.30382222222,14.2582,7.2533
587.73,3.25453333333,3.12626666667,3.58213333333,4.39426666667,67.6225,7.0996,5.90246666667,3.24717777778,14.3633333333,7.21503333333
588.07,3.20913333333,3.08693333333,3.55966666667,4.36826666667,67.6772333333,7.0426,5.87853333333,3.22862222222,14.5468666667,7.2
588.41,3.20326666667,3.0776,3.54313333334,4.35366666667,67.6262,7.04046666667,5.86993333333,3.21197777778,14.748,7.19196666667
588.74,3.1936,3.08646666667,3.54473333333,4.3784,67.6194333333,7.0606,5.87926666667,3.20471111111,14.9685333333,7.21676666667
589.08,3.21986666667,3.11193333333,3.57413333333,4.38813333333,67.6467333333,7.06853333333,5.90693333333,3.23293333333,15.1909333333,7.256
589.42,3.29613333333,3.1814,3.63026666667,4.4468,67.6885,7.11813333333,5.9518,3.29,15.4429333333,7.31516666667
589.76,3.35393333333,3.24026666667,3.68366666667,4.50853333333,67.7262333333,7.172,6.0228,3.33817777778,15.6843333333,7.34806666667
590.09,3.37213333333,3.27826666667,3.7252,4.54053333333,67.7709333333,7.17173333333,6.0196,3.3452,15.8943333333,7.37363333333
590.43,3.34193333333,3.26366666667,3.69766666667,4.5088,67.7470666667,7.10606666667,5.95766666667,3.3174,15.9862666667,7.3195
590.77,3.34406666667,3.28513333333,3.71513333333,4.53106666667,67.7891,7.13406666667,5.99046666667,3.33526666667,16.2331333333,7.34703333333
591.11,3.26326666666,3.21826666667,3.6526,4.46533333333,67.8033333333,7.06913333333,5.90833333333,3.23962222222,16.361,7.28583333333
591.44,3.272,3.25653333333,3.66326666667,4.48593333333,67.8321,7.10033333333,5.92486666667,3.26946666667,16.5978,7.31126666667
591.78,3.31853333333,3.31606666667,3.7002,4.54326666667,67.8035,7.16906666667,5.96186666667,3.30126666667,16.8458666667,7.3534
592.12,3.33826666667,3.33886666667,3.73646666667,4.58686666666,67.8229,7.18226666667,5.98306666667,3.32642222222,17.0666,7.377
592.46,3.32846666667,3.33113333333,3.7542,4.5766,67.7998333333,7.15506666667,5.9702,3.3082,17.2688,7.3548
592.79,3.29373333333,3.303,3.71766666667,4.54846666667,67.8854666667,7.12133333333,5.93646666667,3.25531111111,17.4998,7.3206
593.13,3.2012,3.23006666667,3.6534,4.48786666667,67.8231666666,7.064,5.88286666667,3.1982,17.6446666667,7.2449
593.47,3.15206666667,3.18926666666,3.6158,4.44773333333,67.9271666666,7.01586666667,5.84126666667,3.15184444444,17.8659333333,7.2311
593.80,3.13606666667,3.15693333333,3.5728,4.41713333333,67.9446333333,7.01146666667,5.8426,3.12035555556,18.0955333333,7.192
594.14,3.12306666667,3.1306,3.56293333333,4.41526666667,67.9415,7.03193333333,5.8414,3.10486666667,18.361,7.1814
594.48,3.10573333333,3.11093333333,3.53633333333,4.3872,67.9412,7.02486666667,5.8442,3.08635555556,18.6044,7.14283333333
594.81,3.20173333333,3.19386666667,3.60773333333,4.459,67.7316,7.0854,5.92246666667,3.17715555555,18.863,7.2111
595.15,3.25306666667,3.22053333333,3.62546666667,4.4824,67.7291333333,7.10593333333,5.941,3.21773333333,19.1075333334,7.22026666667
595.49,3.27446666666,3.24766666667,3.63946666667,4.4768,67.7152,7.0896,5.96633333333,3.23655555555,19.3298,7.23
595.82,3.29133333333,3.27153333333,3.6476,4.49306666667,67.7163,7.09566666667,5.9722,3.25742222222,19.5392,7.25186666667
596.16,3.28693333333,3.2492,3.62106666667,4.47066666667,67.7269666667,7.08313333334,5.96893333333,3.2484,19.7118,7.24086666667
596.50,3.28266666667,3.25553333333,3.62006666667,4.46346666667,67.7264,7.0788,5.97353333333,3.25051111111,19.8528,7.23173333333
596.83,3.29313333333,3.2706,3.6254,4.45006666667,67.7224333333,7.0898,5.9824,3.26164444444,20.0219333333,7.25806666667
597.17,3.25233333333,3.22826666666,3.58126666667,4.39166666667,67.6497666667,7.0554,5.9628,3.24917777778,20.1286666667,7.20166666667
597.51,3.28073333333,3.25706666667,3.60186666667,4.40726666667,67.6455,7.0802,5.97613333333,3.29104444444,20.2928666666,7.244
597.84,3.30633333333,3.28666666667,3.61506666667,4.41953333333,67.6196333333,7.078,5.98193333334,3.30793333333,20.4447333333,7.25183333333
598.18,3.336,3.29713333333,3.62613333334,4.43593333333,67.5614666667,7.09706666667,5.97406666666,3.31948888889,20.6048,7.27516666667
598.52,3.335,3.29506666667,3.6424,4.45373333333,67.7923,7.10266666667,5.9758,3.30764444444,20.8276,7.27593333333
598.85,3.3356,3.29906666666,3.6612,4.46473333333,67.7629,7.0972,5.99313333333,3.31055555556,21.0114,7.27986666667
599.19,3.33973333333,3.3004,3.67366666667,4.4722,67.8082666667,7.1138,6.00113333333,3.30604444445,21.2182,7.27966666667
599.53,3.3096,3.28753333333,3.6362,4.42233333334,67.7792333333,7.077,5.9756,3.26262222222,21.3990666667,7.24343333333
599.86,3.32766666667,3.3438,3.68726666667,4.44726666667,67.8763666667,7.1006,5.9962,3.30028888889,21.6870666667,7.28206666667
600.20,3.37226666667,3.37513333333,3.72993333333,4.47993333333,67.84,7.13726666667,6.01006666667,3.35213333333,21.9533333333,7.33116666666
600.53,3.39686666667,3.3784,3.734,4.48906666667,67.8045,7.1438,6.00073333333,3.36411111111,22.2518,7.3394
600.87,3.42546666667,3.4164,3.7618,4.5258,67.7968,7.1596,6.01193333334,3.37871111111,22.5410666667,7.37393333333
601.21,3.46506666667,3.45106666667,3.78886666667,4.5596,67.8095333333,7.1702,6.03673333333,3.40222222222,22.8098,7.38706666667
601.54,3.45173333333,3.42746666667,3.77393333333,4.5316,67.8341333333,7.15873333333,6.05653333333,3.38195555555,23.1106,7.38396666667
601.88,3.37606666667,3.3852,3.73966666667,4.4818,67.8953,7.10633333333,6.01593333333,3.34906666667,23.3456666667,7.34923333333
602.21,3.31273333333,3.32653333333,3.67553333333,4.41706666667,67.7782666667,7.05293333333,5.95733333333,3.30244444444,23.5468,7.31053333333
602.55,3.2846,3.28886666667,3.64626666667,4.38133333334,67.8959,7.0226,5.91793333333,3.25768888889,23.8010666667,7.30436666667
602.88,3.22793333334,3.24046666667,3.60973333333,4.35046666666,67.8546333333,6.974,5.86786666667,3.21511111111,23.9517333333,7.2641
603.22,3.22246666667,3.23173333333,3.60333333333,4.35493333333,67.9209666667,6.991,5.87733333333,3.23568888889,24.1898,7.28183333333
603.56,3.2168,3.216,3.59153333333,4.35706666667,67.8798,6.9864,5.8644,3.23224444444,24.3330666667,7.27436666667
603.89,3.15246666667,3.16986666667,3.55373333333,4.3108,67.7852,6.94606666667,5.819,3.18906666667,24.4305333334,7.2098
604.23,3.1228,3.14346666667,3.52753333334,4.28413333334,67.7959,6.91493333333,5.78553333333,3.14248888889,24.5454,7.17106666667
604.56,3.1264,3.1388,3.52653333333,4.27793333333,67.8470666666,6.91873333333,5.77406666667,3.12626666667,24.6764,7.1754
604.90,3.06493333333,3.07853333333,3.47406666666,4.2194,67.7759666667,6.87073333333,5.7216,3.08057777778,24.77,7.13403333333
605.23,3.05166666666,3.06886666667,3.468,4.2028,67.7374666666,6.86333333333,5.69413333333,3.09022222222,24.8553333333,7.1159
605.57,3.09126666667,3.0958,3.49026666667,4.22606666667,67.8104,6.89586666667,5.72233333333,3.1192,25.0574666667,7.145
605.90,3.08986666667,3.09373333333,3.48106666667,4.21753333333,67.7951,6.87106666667,5.71966666667,3.12362222222,25.1729333333,7.1205
606.24,3.04846666667,3.0676,3.45353333333,4.19413333333,67.6191333333,6.8338,5.67926666667,3.09635555556,25.2692666667,7.07623333333
606.58,3.0846,3.08926666667,3.4686,4.19666666667,67.5665,6.84253333333,5.67886666667,3.10886666667,25.4822,7.09526666667
606.91,3.11466666667,3.12593333333,3.5188,4.23326666667,67.6413666666,6.87246666667,5.7112,3.12215555556,25.7263333333,7.12393333333
607.25,3.14286666667,3.16006666667,3.5522,4.26373333333,67.6599,6.88946666667,5.7534,3.1426,26.0034,7.14333333333
607.58,3.18246666667,3.1826,3.5732,4.3002,67.6906666667,6.92413333333,5.79373333333,3.1712,26.2984,7.19426666667
607.92,3.17633333333,3.1738,3.56173333333,4.29246666667,67.6331,6.91673333333,5.80586666667,3.17246666667,26.4906,7.19236666667
608.25,3.2226,3.2022,3.6126,4.3412,67.603,6.97246666667,5.841,3.2228,26.7322,7.22956666667
608.59,3.24746666667,3.23306666667,3.64546666667,4.3624,67.6359666667,6.99066666667,5.85053333333,3.23342222222,26.9502,7.2524
608.92,3.22413333333,3.2158,3.61773333333,4.3514,67.6591333333,6.9718,5.82326666667,3.19428888889,27.1336666667,7.2312
609.26,3.23906666667,3.22466666667,3.6292,4.36646666667,67.5595,6.9762,5.8166,3.1816,27.2591333333,7.22553333334
609.59,3.23186666667,3.2148,3.63153333333,4.36406666667,67.4743,6.98826666666,5.8064,3.17993333333,27.3966666667,7.23483333333
609.93,3.3074,3.27173333333,3.68146666667,4.4296,67.5319333333,7.06513333333,5.87346666667,3.24975555556,27.5820666667,7.30056666667
610.26,3.3078,3.26426666667,3.6874,4.4296,67.5688,7.06966666667,5.8654,3.27006666667,27.7276,7.29453333333
610.60,3.336,3.27033333333,3.71953333333,4.4518,67.5031333333,7.06986666667,5.86073333333,3.28704444444,27.816,7.2877
610.93,3.35506666667,3.28,3.7288,4.45993333333,67.4578,7.09213333333,5.83753333333,3.30726666667,27.9053333333,7.2919
611.27,3.43186666667,3.3642,3.80006666667,4.51986666667,67.5377666666,7.13753333333,5.87086666667,3.35464444444,28.069,7.3368
611.60,3.48853333333,3.42086666667,3.84486666667,4.56006666667,67.5197666667,7.16766666666,5.8814,3.40044444444,28.1992,7.3694
611.93,3.49533333333,3.425,3.81973333333,4.54886666667,67.4747,7.1304,5.85906666667,3.39035555556,28.2979333333,7.35436666667
612.27,3.47866666667,3.41926666667,3.8152,4.53993333333,67.4923666667,7.14386666667,5.84666666667,3.3772,28.4612,7.3467
612.60,3.52526666666,3.4448,3.87513333333,4.57013333333,67.5631,7.18266666667,5.87513333333,3.39775555555,28.6798,7.3926
612.94,3.466,3.365,3.81453333333,4.5014,67.6726666666,7.097,5.79906666667,3.33373333333,28.8242,7.32573333333
613.27,3.55426666667,3.45506666667,3.9078,4.5886,67.7542,7.1776,5.86466666667,3.40591111111,29.0846666667,7.40856666667
613.61,3.54346666667,3.43793333333,3.91193333333,4.58206666667,67.8253666667,7.16106666667,5.8432,3.39551111111,29.2911333333,7.40143333333
613.94,3.59146666667,3.47913333333,3.95366666667,4.63753333333,67.9477666667,7.19613333333,5.8896,3.42355555556,29.5304,7.48643333333
614.28,3.57993333333,3.46353333333,3.927,4.62793333333,67.9009333334,7.21253333333,5.85806666667,3.40944444445,29.7245333333,7.51693333333
614.61,3.5584,3.4356,3.88913333333,4.5978,68.016,7.1974,5.85653333333,3.38446666667,29.9201333333,7.54006666667
614.94,3.46606666667,3.3362,3.79146666667,4.51326666667,68.0304666667,7.1014,5.7866,3.32046666667,30.0240666667,7.45816666667
615.28,3.46346666667,3.33213333333,3.81873333333,4.53106666667,68.2029,7.12806666667,5.8104,3.33068888889,30.2981333333,7.4811
615.61,3.44946666666,3.35166666667,3.8504,4.55266666667,68.3079333333,7.1412,5.8366,3.3386,30.5260666667,7.50356666666
615.95,3.48326666667,3.38406666667,3.87346666667,4.5854,68.2459666667,7.15313333333,5.8738,3.3716,30.6882,7.52586666667
616.28,3.50793333333,3.4324,3.87686666667,4.62273333333,68.2445,7.16326666667,5.90906666667,3.41735555555,30.8234,7.52036666666
616.61,3.55826666667,3.53013333334,3.94666666667,4.6844,68.1504666667,7.2318,5.9832,3.4856,30.9987333333,7.60440000001
616.95,3.50493333333,3.4838,3.8652,4.62853333333,68.2695666667,7.18993333333,5.94653333333,3.4272,31.1734,7.55370000001
617.28,3.47613333334,3.48093333333,3.83966666667,4.6108,68.3019666667,7.175,5.92033333333,3.3998,31.3063333333,7.52496666667
617.62,3.46613333333,3.44506666667,3.81013333333,4.6026,68.1669333333,7.16766666667,5.9014,3.38393333333,31.3705333333,7.47643333334
617.95,3.37273333333,3.344,3.70126666667,4.4974,68.0491333333,7.03066666667,5.8164,3.30457777778,31.3692666667,7.34226666666
618.28,3.35506666667,3.317,3.687,4.47533333334,67.8957333333,6.9948,5.78886666667,3.29395555556,31.4638,7.27916666667
618.62,3.378,3.32866666667,3.69226666667,4.5052,67.9336333333,7.03173333333,5.80966666667,3.29297777778,31.6718666666,7.30293333333
618.95,3.34053333334,3.30673333333,3.64866666667,4.48086666667,67.8400666667,7.00093333333,5.78906666667,3.25455555556,31.779,7.2708
619.28,3.259,3.25713333333,3.57413333333,4.41653333333,67.8261333333,6.9506,5.72673333333,3.20451111111,31.8803333333,7.21836666667
619.62,3.25973333333,3.2728,3.56626666667,4.43826666667,67.8896333333,6.96013333333,5.72906666667,3.20613333333,32.0322,7.2233
619.95,3.16786666667,3.19653333333,3.48146666667,4.34693333333,67.8222333333,6.88806666667,5.63566666667,3.11988888889,32.1272666667,7.1507
620.28,3.10806666667,3.11213333333,3.4072,4.2746,67.8756,6.84373333333,5.56093333333,3.07677777778,32.2523333333,7.0795
620.62,3.04346666667,3.06546666667,3.34846666667,4.214,67.8345333333,6.77886666667,5.48773333334,2.99571111111,32.3012666667,7.008
620.95,3.06833333333,3.10873333334,3.39386666667,4.23933333333,67.7682,6.78593333333,5.52,3.02444444444,32.4216,7.05383333333
621.28,3.00653333333,3.08866666667,3.34886666667,4.17893333333,67.9365,6.74193333333,5.473,2.99,32.5988666667,7.00926666667
621.62,3.06946666667,3.16126666667,3.42473333333,4.23826666667,68.1236666667,6.81666666667,5.54786666667,3.04131111111,32.855,7.07696666667
621.95,3.10393333333,3.2012,3.45553333333,4.2816,68.2149,6.85233333333,5.5754,3.04957777778,33.042,7.14323333333
622.28,3.1252,3.20946666667,3.49113333333,4.30406666667,68.1859333333,6.87593333333,5.56753333333,3.06093333333,33.1315333333,7.1752
622.62,3.19446666667,3.24913333333,3.54933333333,4.36,68.1558333333,6.92986666667,5.60113333333,3.10504444444,33.2594,7.25183333333
622.95,3.2404,3.2364,3.5698,4.39086666666,68.1013666667,6.931,5.6092,3.10793333333,33.3586,7.2428
623.28,3.2522,3.22253333333,3.5848,4.39686666667,68.0911666667,6.90706666667,5.5846,3.11953333333,33.4714666667,7.2363
623.62,3.31013333333,3.2712,3.65986666667,4.46813333333,68.1712666667,6.969,5.65593333333,3.20222222222,33.6803333333,7.30563333333
623.95,3.40006666667,3.35046666666,3.7682,4.56293333333,68.0768666667,7.051,5.73566666667,3.28891111111,33.8512666667,7.38543333333
624.28,3.53186666667,3.46753333333,3.9172,4.6906,68.1673666667,7.16553333333,5.86673333333,3.43204444445,34.1034,7.54103333333
624.62,3.4402,3.35813333334,3.81253333333,4.60173333333,68.1185,7.09413333333,5.76206666667,3.34515555555,34.1908666667,7.4493
624.95,3.448,3.34273333333,3.8298,4.60766666667,67.9272,7.09393333333,5.78166666667,3.34035555556,34.2349333333,7.47689999999
625.28,3.418,3.3138,3.8008,4.59406666667,67.8759333333,7.08146666667,5.75593333333,3.32022222222,34.3332666667,7.47960000001
625.61,3.4328,3.33693333333,3.80553333334,4.5992,67.9395333333,7.1148,5.80026666667,3.35097777778,34.4714,7.50726666667
625.95,3.40193333333,3.3206,3.78586666667,4.56406666667,67.9168,7.10646666667,5.82173333333,3.34286666667,34.5943333333,7.48433333333
626.28,3.34226666667,3.27893333333,3.74773333333,4.53346666667,68.0273666667,7.0762,5.808,3.32182222222,34.6946666667,7.44866666666
626.61,3.3346,3.284,3.75446666667,4.5314,67.9747,7.08446666667,5.80273333333,3.32082222222,34.7927333333,7.47536666666
626.94,3.34533333333,3.29786666667,3.76213333333,4.54386666667,67.9724333333,7.11953333333,5.82906666667,3.33433333333,34.8880666667,7.50929999999
627.28,3.33613333333,3.30106666667,3.7622,4.55593333333,67.8827666667,7.104,5.8212,3.31997777778,34.9309333333,7.52346666666
627.61,3.34013333333,3.31906666667,3.74793333333,4.5476,67.8904666667,7.081,5.82086666667,3.30397777778,34.9818666667,7.52206666667
627.94,3.27866666667,3.25506666667,3.68626666667,4.4972,67.8025,7.0376,5.7768,3.247,35.0202666667,7.4504
628.27,3.35066666667,3.29933333334,3.75353333333,4.5426,67.9437333333,7.089,5.85766666667,3.29855555555,35.1601333333,7.53830000001
