wavelength,Back_PooTorf,Belly_PooTorf,Breast_PooTorf,Crissum_PooTorf,Crown_PooTorf,DorTail_PooTorf,Patch10_PooTorf,Patch11_PooTorf,Patch12_PooTorf,Patch13_PooTorf,Rump_PooTorf,Throat_PooTorf,WingTip_PooTorf
337.94,6.41611111111,14.7956666667,4.95444444444,5.97544999999,6.05737777777,5.80122222222,12.6937777778,14.1553333333,12.104,16.8542777778,9.61922222223,16.6352222222,6.60022222222
338.31,6.26488888889,14.873,4.80555555556,5.8739388889,6.02466666667,5.67977777778,12.7072222222,14.2142222222,12.056,16.9276111111,9.63677777779,16.5804444444,6.49811111111
338.67,6.35088888889,14.8713333333,4.90388888889,6.08922777777,6.20399999999,5.86866666667,12.8511111111,14.4192222222,12.1161111111,16.9926111111,9.71733333332,16.697,6.66911111111
339.04,6.18,14.8996666667,4.68922222222,5.97106666666,6.11817777778,5.698,12.7331111111,14.385,11.9435555555,16.8808333333,9.60022222222,16.7082222222,6.62388888889
339.40,6.032,14.716,4.62877777778,5.93457777778,6.05246666666,5.48388888889,12.6555555556,14.3914444445,11.8633333333,16.8429444444,9.50388888889,16.6881111111,6.49244444445
339.77,6.07177777778,14.861,4.63388888889,6.00818333332,6.15288888889,5.61344444445,12.8741111111,14.6167777778,12.0555555556,17.1642777778,9.73633333332,16.8807777778,6.67622222222
340.14,6.18855555556,15.1803333333,4.75488888889,6.16582777779,6.35435555554,5.74055555556,13.0906666667,14.9024444445,12.2696666667,17.4724444444,9.98999999999,17.2398888889,6.92177777778
340.50,6.28566666667,15.0473333333,4.73866666667,6.23296666666,6.35766666666,5.76355555556,13.1238888889,14.998,12.3242222222,17.6457222222,10.0614444444,17.2313333334,6.95666666667
340.87,6.36144444444,15.0546666667,4.74722222222,6.28494444445,6.45568888889,5.81677777778,13.1208888889,15.1085555555,12.4273333333,17.5689444444,10.0388888889,17.1331111111,6.97933333333
341.23,6.37855555556,14.989,4.77122222222,6.29819444446,6.45702222223,5.74922222222,13.2437777778,15.1562222222,12.5974444444,17.5611111111,10.0097777778,17.3176666667,7.07788888889
341.60,6.54788888889,15.1906666667,5.00855555556,6.50777777779,6.70075555555,6.02355555556,13.4501111111,15.3632222222,12.8804444445,17.7525,10.1631111111,17.604,7.321
341.96,6.76411111111,15.3446666667,5.17177777778,6.71246666666,6.81753333333,6.18511111111,13.684,15.5007777778,13.0176666667,17.7653333333,10.2346666667,17.802,7.423
342.33,6.83744444444,15.2643333333,5.26422222222,6.69595555555,6.7626,6.23577777778,13.8114444444,15.4196666666,13.0546666666,17.7011111111,10.269,17.8052222222,7.45522222222
342.70,6.83866666667,15.254,5.30755555556,6.63045555554,6.78277777777,6.13566666666,13.8934444444,15.4675555556,13.2018888889,17.7848888889,10.3398888889,17.7268888889,7.41411111111
343.06,6.98133333333,15.3993333333,5.569,6.84416111111,7.00497777778,6.30644444444,14.1637777778,15.7214444444,13.4575555555,18.0322222222,10.5234444444,17.8981111111,7.72988888889
343.43,7.14822222222,15.5463333333,5.63022222222,6.94637222221,7.05633333332,6.43877777778,14.325,15.7726666667,13.5383333333,18.1112777778,10.6826666667,18.0067777778,7.82477777778
343.79,7.05611111111,15.4773333333,5.51777777778,6.88165555555,6.92446666668,6.39711111111,14.289,15.687,13.4356666667,18.0051111111,10.4932222222,18.0202222222,7.65222222222
344.16,6.89444444444,15.33,5.37233333333,6.75338333333,6.76673333332,6.29744444444,14.245,15.394,13.3536666666,17.7878333333,10.3115555555,17.8731111111,7.41677777778
344.52,6.75033333333,15.3176666667,5.16722222222,6.55250555556,6.58077777778,6.11277777778,14.1674444444,15.2272222222,13.1668888889,17.6798333333,10.1168888889,17.7495555555,7.14288888889
344.89,6.77377777778,15.5573333333,5.23188888889,6.62742222221,6.5954,6.14322222222,14.386,15.2954444444,13.1477777778,17.8778888889,10.1996666667,17.95,7.20966666667
345.25,6.794,15.6813333333,5.27888888889,6.67895555555,6.62940000001,6.20522222222,14.4501111111,15.277,13.1153333333,18.0313333333,10.365,17.9027777778,7.17533333334
345.62,6.76,15.7313333333,5.22333333333,6.69732222222,6.57444444446,6.11611111111,14.4786666667,15.1987777778,13.0717777778,17.9841666667,10.3191111111,17.8546666667,7.011
345.99,6.64611111111,15.8463333333,5.12833333333,6.57562222221,6.55806666668,6.05211111111,14.5376666667,15.1867777778,13.1451111111,17.9908333333,10.3,17.8473333333,6.982
346.35,6.63322222222,16.0273333333,5.08633333333,6.61028888888,6.59811111112,6.09844444445,14.6754444444,15.3166666667,13.2271111111,18.1682222222,10.3121111111,17.9163333333,7.09177777778
346.72,6.741,16.3126666667,5.16866666667,6.69846666666,6.67324444444,6.271,14.894,15.3785555556,13.2867777778,18.3157222222,10.3884444444,18.1763333333,7.18644444445
347.08,6.74088888889,16.5523333333,5.12133333333,6.67429444446,6.62944444443,6.20244444445,15.017,15.275,13.2838888889,18.4038888889,10.4674444444,18.1904444444,7.01944444444
347.45,6.71366666667,16.747,5.17355555556,6.67062777778,6.67362222222,6.22433333333,15.1017777778,15.2833333333,13.3531111111,18.4204444444,10.4463333333,18.1674444444,7.04388888889
347.81,6.91311111111,17.1386666667,5.44188888889,6.85267222221,6.9642,6.255,15.361,15.3982222222,13.6934444444,18.7018333333,10.7036666667,18.3591111111,7.25844444444
348.18,6.91755555555,17.22,5.43555555556,6.89650555555,6.94033333333,6.17733333333,15.4705555555,15.5514444445,13.7147777778,18.8361666667,10.7897777778,18.4347777778,7.297
348.54,6.98966666667,17.2043333333,5.6,7.01859444445,6.98235555557,6.18411111111,15.5078888889,15.6611111111,13.8242222222,18.9416666667,10.8645555555,18.5317777778,7.44522222222
348.91,6.74077777778,16.951,5.403,6.7063,6.69422222223,5.82988888889,15.2052222222,15.4092222222,13.6198888889,18.6259444444,10.635,18.3962222222,7.18811111111
349.27,6.848,17.0726666667,5.56988888889,6.72192222223,6.76442222223,5.95344444444,15.3023333333,15.475,13.7494444444,18.7673888889,10.6434444445,18.511,7.32388888889
349.64,6.75677777778,17.1413333333,5.51588888889,6.60366111111,6.67448888889,5.85666666667,15.3468888889,15.4284444445,13.7036666667,18.7997222222,10.6597777778,18.5151111111,7.30588888889
350.00,6.79966666667,17.1383333333,5.54655555556,6.67409444445,6.67148888889,5.91955555556,15.3152222222,15.4608888889,13.709,18.9065,10.6486666666,18.5454444444,7.30055555556
350.37,6.81922222222,17.0933333333,5.50411111111,6.63178333332,6.63404444444,5.80266666667,15.173,15.4172222222,13.7553333333,18.7066111111,10.5261111111,18.5514444444,7.12566666667
350.73,6.82988888889,17.069,5.49744444444,6.67943333333,6.665,5.82188888889,15.2581111111,15.5362222222,13.8458888889,18.7395,10.625,18.6432222222,7.126
351.10,6.94166666667,16.9993333333,5.57522222222,6.7772888889,6.76619999999,5.94577777778,15.3855555556,15.6846666667,14.0176666667,18.7901111111,10.6617777778,18.809,7.30777777778
351.46,6.80466666667,16.9123333333,5.38288888889,6.73332222222,6.62637777778,5.77544444445,15.378,15.7428888889,13.9622222222,18.7871111111,10.6044444444,18.8051111111,7.134
351.83,6.86688888889,16.8596666667,5.31366666667,6.83421111112,6.6468,5.85422222222,15.5113333333,15.8958888889,13.9173333333,18.7993888889,10.6681111111,18.8795555556,7.14588888889
352.19,7.23466666667,17.1,5.63655555555,7.18425000001,7.03431111111,6.234,15.911,16.2425555556,14.1974444444,19.1023888889,10.9531111111,19.1648888889,7.44466666667
352.55,7.47044444445,17.569,5.81244444444,7.45010000001,7.36582222222,6.55555555556,16.3237777778,16.5033333333,14.4252222222,19.2497777778,11.1932222222,19.5117777778,7.65011111111
352.92,7.50511111111,17.7403333333,5.78033333333,7.57135555557,7.41433333332,6.635,16.5562222222,16.6816666667,14.559,19.3681111111,11.2347777778,19.5622222222,7.665
353.28,7.472,17.8063333333,5.73744444444,7.59185555557,7.36442222221,6.58022222222,16.5808888889,16.7863333333,14.5823333334,19.2281666667,11.2148888889,19.7091111111,7.71533333333
353.65,7.557,17.902,5.78811111111,7.69592777778,7.44788888888,6.60811111111,16.675,16.9907777778,14.6653333333,19.3421666667,11.2623333333,19.8576666667,7.77333333334
354.01,7.51788888889,18.127,5.84433333333,7.72349444443,7.4776,6.58477777778,16.8942222222,17.1332222222,14.7894444445,19.4063888889,11.3775555556,19.9803333333,7.81411111111
354.38,7.59044444444,18.428,6.02955555555,7.96423888888,7.71851111111,6.68233333333,17.2008888889,17.3631111111,14.8835555556,19.7488888889,11.6397777778,20.2003333333,8.02622222222
354.74,7.49133333333,18.6436666667,5.93633333333,7.93704444446,7.70637777779,6.58088888889,17.1461111111,17.3648888889,14.8513333333,19.6680555556,11.4808888889,20.1556666667,7.92744444444
355.11,7.61233333333,18.843,6.08433333333,8.09417777777,7.81540000001,6.62877777778,17.343,17.5326666667,14.9664444445,19.7623333333,11.6293333333,20.2111111111,7.946
355.47,7.799,19.0683333333,6.27711111111,8.29535555556,7.96782222222,6.80955555555,17.5427777778,17.6234444444,15.1171111111,19.8085555556,11.7568888889,20.3703333333,8.14622222222
355.83,7.75811111111,19.184,6.297,8.25405555556,7.9577111111,6.78511111111,17.5311111111,17.6133333333,15.0918888889,19.7586666667,11.6648888889,20.3874444444,8.10333333333
356.20,7.62455555556,19.2423333333,6.20433333333,8.10448888888,7.86119999999,6.66477777778,17.4443333333,17.4854444444,15.0545555555,19.5949444444,11.5515555556,20.2446666667,7.97933333333
356.56,7.52211111111,19.1733333333,6.08777777778,7.98054444443,7.73408888888,6.52577777778,17.4421111111,17.4325555555,15.0215555556,19.7226666667,11.5882222222,20.2022222222,7.88722222222
356.93,7.60377777778,19.1006666667,6.15411111111,7.98337222223,7.80473333332,6.58422222222,17.4891111111,17.4796666667,15.0662222222,19.7873888889,11.5907777778,20.2295555556,7.95622222222
357.29,7.52,19.128,6.00433333333,7.95935555554,7.78786666666,6.45133333333,17.5718888889,17.4873333333,14.9863333334,19.8092777778,11.5457777778,20.1245555555,7.74888888889
357.66,7.59222222222,19.2363333333,6.06,8.09232222221,7.89942222222,6.59911111111,17.738,17.6083333333,15.0608888889,19.9345,11.6594444444,20.2233333333,7.81466666667
358.02,7.73533333333,19.356,6.15388888889,8.22027222221,7.95499999999,6.74688888889,17.8382222222,17.6725555555,15.1088888889,20.0378333333,11.7497777778,20.288,7.913
358.38,7.74055555556,19.3036666667,6.05633333333,8.14694444444,7.83677777779,6.69577777778,17.7963333333,17.6553333333,15.022,19.9601111111,11.6335555556,20.2568888889,7.78711111111
358.75,7.75566666667,19.2756666667,6.047,8.15958333333,7.78117777777,6.66077777778,17.8025555555,17.5585555556,15.0227777778,19.9946666667,11.682,20.2384444444,7.77622222222
359.11,7.71744444444,19.3546666667,5.95122222222,8.1348388889,7.78664444443,6.66644444444,17.8121111111,17.5582222222,15.0181111111,20.0003888889,11.6847777778,20.3248888889,7.76622222222
359.48,7.67233333334,19.4263333333,5.927,8.14390555554,7.8812,6.61333333333,17.9424444444,17.6525555555,15.1504444445,20.1982222222,11.7398888889,20.4121111111,7.71455555556
359.84,7.69533333333,19.481,5.95044444444,8.18145555554,7.89900000001,6.625,18.0372222222,17.7156666667,15.2605555556,20.3362777778,11.8186666667,20.5648888889,7.79655555556
360.20,7.722,19.5283333333,5.98833333333,8.2549888889,7.93695555555,6.72211111111,18.1312222222,17.7988888889,15.2993333333,20.5103333333,11.9275555555,20.7531111111,7.85377777778
360.57,7.72244444444,19.6236666667,6.03711111111,8.34275555555,8.01102222221,6.77088888889,18.1075555556,17.8214444444,15.3933333333,20.5290555556,11.8538888889,20.818,7.90422222222
360.93,7.73322222222,19.8803333333,6.06433333333,8.47780555556,8.08522222221,6.79088888889,18.2688888889,17.9157777778,15.5272222222,20.6538888889,11.9753333333,20.9981111111,7.99833333333
361.29,7.78466666667,19.9213333333,6.11411111111,8.57281666667,8.09835555554,6.82911111111,18.3545555555,18.0116666667,15.6383333334,20.8216666667,12.0653333333,21.1632222222,8.12144444444
361.66,7.71877777778,19.906,6.02444444444,8.50125555557,8.03699999999,6.72744444444,18.3464444444,18.0052222222,15.6596666667,20.8461111111,12.0256666667,21.1278888889,8.09033333333
362.02,7.73311111111,19.9446666667,6.07411111111,8.55554444446,8.12460000001,6.75244444444,18.4473333333,18.1261111111,15.7897777778,20.9565,12.0798888889,21.226,8.18733333333
362.39,7.60388888889,20.023,6.02522222222,8.50444444444,8.08426666665,6.67066666667,18.457,18.0732222222,15.8166666667,20.9173888889,12.0681111111,21.24,8.14955555556
362.75,7.64411111111,20.1673333333,6.09488888889,8.57194444443,8.20395555557,6.71777777778,18.6336666667,18.2432222222,15.9214444444,21.1099444444,12.1456666667,21.4222222222,8.17266666666
363.11,7.65888888889,20.252,6.17111111111,8.63051666667,8.25028888889,6.771,18.8058888889,18.3755555555,16.038,21.3902222222,12.2676666667,21.6007777778,8.22888888889
363.48,7.62533333333,20.2733333333,6.20666666667,8.63127222222,8.2232888889,6.76011111111,18.7986666667,18.3676666666,15.9766666667,21.4077222222,12.3077777778,21.5876666666,8.25555555556
363.84,7.61722222222,20.3593333333,6.275,8.62446666668,8.19631111112,6.73466666667,18.8987777778,18.4143333333,16.0224444444,21.5323888889,12.376,21.5282222222,8.22033333333
364.20,7.57833333333,20.4093333333,6.28044444444,8.58372222223,8.21144444446,6.62855555555,18.9255555556,18.4644444445,16.0194444444,21.5442777778,12.3547777778,21.5085555556,8.16488888889
364.57,7.57244444444,20.4496666667,6.24655555555,8.50162777778,8.1871111111,6.57922222222,19.1008888889,18.5604444444,16.0998888889,21.6255,12.4113333333,21.5932222222,8.09877777778
364.93,7.52711111111,20.3053333333,6.23888888889,8.44030000001,8.17497777779,6.533,19.0951111111,18.5535555555,16.1057777778,21.5795,12.3605555555,21.5623333333,7.99033333333
365.29,7.54522222222,20.3943333333,6.262,8.43973888889,8.19773333333,6.54377777778,19.1385555555,18.5114444444,16.1725555556,21.5988333333,12.3536666667,21.5817777778,7.95922222222
365.66,7.59211111111,20.561,6.34511111111,8.5199611111,8.2539111111,6.59733333333,19.346,18.5331111111,16.2661111111,21.6094444444,12.4178888889,21.6962222222,8.00744444444
366.02,7.59966666667,20.6093333333,6.304,8.44728888888,8.20453333332,6.52355555555,19.3338888889,18.4936666667,16.2457777778,21.4029444444,12.3441111111,21.6856666666,7.91655555556
366.38,7.82388888889,20.7816666667,6.50766666667,8.57091666668,8.37735555557,6.68277777778,19.5416666667,18.7173333333,16.4682222222,21.5632777778,12.5248888889,21.8307777778,8.09922222222
366.75,7.82122222222,20.8043333333,6.54622222222,8.5693388889,8.37380000001,6.724,19.5906666667,18.7281111111,16.5142222222,21.5745555556,12.5851111111,21.851,8.17111111111
367.11,7.696,20.739,6.38833333333,8.41662222221,8.23282222221,6.54755555556,19.4284444444,18.5797777778,16.3988888889,21.3153888889,12.3802222222,21.6465555555,8.01066666667
367.47,7.732,20.802,6.32533333333,8.38326111112,8.21408888888,6.52911111111,19.4075555556,18.4942222222,16.4373333333,21.3469444444,12.3192222222,21.6737777778,7.96644444444
367.84,7.62288888889,20.7996666667,6.25288888889,8.32357222223,8.18197777779,6.43044444444,19.4347777778,18.4188888889,16.398,21.0984444444,12.1876666667,21.6874444444,7.85877777778
368.20,7.48977777778,20.77,6.131,8.30762777778,8.09573333333,6.31766666667,19.4256666667,18.3698888889,16.3888888889,20.9883888889,12.0724444444,21.6813333334,7.78322222222
368.56,7.48311111111,20.6373333333,6.06288888889,8.34464999999,8.0355111111,6.31166666667,19.3724444444,18.3321111111,16.2984444444,20.8352222222,12.0422222222,21.5914444444,7.75855555556
368.93,7.56511111111,20.8113333333,6.05255555556,8.34842222223,8.06322222222,6.32944444444,19.4864444444,18.4086666667,16.3344444444,20.8523333333,12.1021111111,21.6617777778,7.85811111111
369.29,7.53522222222,20.8543333333,6.02488888889,8.28058333334,8.08182222222,6.29122222222,19.5378888889,18.4713333333,16.2927777778,20.7556666667,12.1022222222,21.6426666667,7.847
369.65,7.47422222222,20.8266666667,5.93977777778,8.22656111111,8.04717777777,6.17644444444,19.4381111111,18.4972222222,16.205,20.7532777778,12.0265555556,21.5805555556,7.69611111111
370.01,7.36255555556,20.772,5.82811111111,8.1518,8.00393333333,6.10033333333,19.5001111111,18.4295555556,16.1566666667,20.9191666667,12.0096666667,21.6048888889,7.61577777778
370.38,7.30455555556,20.831,5.75433333333,8.14742222223,7.97019999999,6.06233333333,19.5651111111,18.4116666667,16.1268888889,20.9886111111,11.9605555555,21.6844444445,7.56077777778
370.74,7.29444444444,20.85,5.77422222222,8.16661666666,7.93753333332,6.00333333333,19.6546666667,18.4225555555,16.1363333333,20.9357777778,11.9057777778,21.7482222222,7.56677777778
371.10,7.27455555555,20.8836666667,5.83588888889,8.1940388889,7.98304444444,5.972,19.6844444444,18.4747777778,16.1404444444,20.9733333333,11.9424444444,21.8674444444,7.53355555556
371.46,7.20555555556,20.938,5.85188888889,8.21296111111,7.95246666668,5.93544444444,19.8222222222,18.5517777778,16.1401111111,20.9455555556,11.9697777778,21.9292222222,7.53588888889
371.83,7.32722222222,21.1313333333,5.89288888889,8.33278333333,8.03533333335,6.05511111111,19.9473333334,18.671,16.2412222222,21.1735555556,12.147,22.0778888889,7.68755555556
372.19,7.39811111111,21.3066666667,5.97666666667,8.37387222222,8.05957777778,6.105,20.073,18.7198888889,16.3396666667,21.3575,12.2237777778,22.1523333333,7.71566666667
372.55,7.43733333333,21.519,6.08066666667,8.45213888889,8.13295555555,6.05411111111,20.1874444444,18.8547777778,16.4414444445,21.5246111111,12.2853333334,22.2755555556,7.77033333333
372.92,7.513,21.706,6.187,8.56825555556,8.21002222223,6.11011111111,20.3283333333,18.9435555555,16.5185555555,21.7393333333,12.3803333333,22.4632222222,7.82355555556
373.28,7.47288888889,21.723,6.20177777778,8.64624444443,8.27251111111,6.14755555556,20.3962222222,19.038,16.5903333333,21.8723333333,12.4111111111,22.5666666667,7.80722222222
373.64,7.56677777778,21.8133333333,6.33233333333,8.76031666668,8.36084444445,6.248,20.5437777778,19.0402222222,16.6962222222,22.0347777778,12.4952222222,22.7367777778,7.91788888889
374.00,7.55466666667,21.9803333333,6.31422222222,8.74060000001,8.3404,6.19788888889,20.5405555556,19.077,16.6322222222,22.0404444444,12.4571111111,22.7396666667,7.86433333333
374.37,7.58277777778,22.0076666667,6.33366666666,8.77442222221,8.42233333334,6.245,20.6388888889,19.1265555556,16.6643333333,22.1138888889,12.5013333333,22.8305555555,7.91077777778
374.73,7.58877777778,22.0023333333,6.214,8.71623333334,8.4602888889,6.20522222222,20.5926666667,19.1213333333,16.6327777778,22.1394444444,12.4957777778,22.8082222222,7.83088888889
375.09,7.65044444445,22.143,6.227,8.80293333333,8.49786666668,6.20744444444,20.7633333333,19.2007777778,16.7123333333,22.1088333333,12.5016666667,22.8308888889,7.90311111111
375.45,7.73266666667,22.2093333333,6.216,8.8111,8.56968888889,6.19944444444,20.8075555555,19.2994444445,16.7997777778,22.1426666667,12.5245555555,22.9404444444,7.92211111111
375.81,7.69477777778,22.0863333333,6.16044444445,8.78534444444,8.57444444446,6.12077777778,20.817,19.2811111111,16.7984444445,22.1415,12.4356666667,22.9286666667,7.83166666667
376.18,7.82988888889,22.1856666667,6.21388888889,8.90288333334,8.7044888889,6.23344444444,21.0111111111,19.4112222222,16.8854444445,22.1797222222,12.5481111111,23.0572222222,7.89411111111
376.54,7.84588888889,22.3106666667,6.20488888889,8.87996111111,8.70420000001,6.26433333333,21.0844444444,19.4478888889,16.9083333333,22.2042777778,12.595,23.1164444444,7.89311111111
376.90,7.87011111111,22.3586666667,6.21411111111,8.91189444443,8.7182,6.25811111111,21.1742222222,19.5248888889,16.949,22.2506111111,12.6333333333,23.1124444444,7.88644444444
377.26,7.96977777778,22.535,6.25211111111,8.99148888889,8.7376,6.28888888889,21.321,19.5988888889,17.0224444444,22.3166666667,12.68,23.2167777778,7.96977777778
377.63,7.90988888889,22.6363333333,6.20922222222,8.98725555554,8.73242222222,6.25855555555,21.3836666667,19.6076666667,17.0973333333,22.2935,12.677,23.209,7.95933333333
377.99,7.97233333333,22.6353333333,6.28111111111,9.11577777779,8.83675555554,6.32133333333,21.5015555556,19.7128888889,17.2784444444,22.4012777778,12.8447777778,23.3127777778,8.01255555556
378.35,7.95577777778,22.6673333333,6.24466666667,9.12165555557,8.78704444446,6.28233333333,21.5147777778,19.7134444445,17.2256666667,22.3376111111,12.7886666667,23.2772222222,7.93544444444
378.71,7.95533333333,22.7783333333,6.24188888889,9.16329444443,8.76648888889,6.30022222222,21.6357777778,19.8204444445,17.2906666667,22.4103888889,12.812,23.3431111111,7.93544444444
379.07,7.95633333333,22.7723333333,6.17688888889,9.12409444443,8.72542222221,6.32744444444,21.6844444444,19.795,17.3036666667,22.4710555556,12.8284444444,23.3413333334,7.89611111111
379.44,8.05088888889,22.9306666667,6.26988888889,9.21966111112,8.8106888889,6.42533333334,21.902,19.9441111111,17.4421111111,22.6282222222,12.9583333333,23.4177777778,7.95855555555
379.80,8.11288888889,23.0913333333,6.315,9.30781111111,8.8495111111,6.49711111111,22.0368888889,20.0867777778,17.5004444445,22.7218888889,13.0383333333,23.506,7.97744444445
380.16,8.02522222222,23.178,6.24822222222,9.24741666668,8.76302222223,6.39233333333,22.043,20.0703333333,17.461,22.6587777778,12.9368888889,23.4586666666,7.91044444444
380.52,7.98988888889,23.1106666667,6.21644444444,9.23982777779,8.72482222221,6.35611111111,22.1083333333,20.0534444444,17.4276666667,22.6722222222,12.8784444444,23.487,7.89888888889
380.88,7.933,23.1413333333,6.14677777778,9.17808333333,8.69284444444,6.30144444444,22.1141111111,19.9755555556,17.4186666667,22.6054444444,12.775,23.4811111111,7.80866666667
381.24,7.81911111111,23.073,6.04988888889,9.08047777779,8.63411111112,6.209,22.0438888889,19.9027777778,17.3486666667,22.5455555556,12.712,23.41,7.66433333333
381.61,7.80966666667,23.0956666667,5.98533333333,9.03616111111,8.59055555556,6.16744444444,22.1021111111,19.9947777778,17.3467777778,22.5736666667,12.7184444444,23.4256666667,7.63955555555
381.97,7.80988888889,23.185,5.969,9.05883888889,8.60482222223,6.12611111111,22.194,20.0227777778,17.3228888889,22.5931666667,12.6761111111,23.4922222222,7.62244444444
382.33,7.75244444445,23.2336666667,5.94877777778,9.01564444444,8.54711111112,6.04877777778,22.2074444444,19.9541111111,17.3341111111,22.566,12.6532222222,23.4502222222,7.57522222222
382.69,7.69366666667,23.3013333333,5.93566666667,9.01261666666,8.52193333332,5.99922222222,22.2945555556,19.9904444444,17.3322222222,22.6368333333,12.6365555555,23.4871111111,7.52555555556
383.05,7.72666666667,23.4023333333,6.00844444444,9.11289444444,8.60626666665,6.042,22.4137777778,20.0882222222,17.3997777778,22.7541666667,12.6783333333,23.6516666667,7.57833333333
383.41,7.631,23.319,5.94777777778,9.0708611111,8.55446666667,5.98277777778,22.352,20.0472222222,17.3515555556,22.6580555556,12.5897777778,23.6563333333,7.49444444444
383.77,7.54722222222,23.304,5.91844444444,9.02307222222,8.52713333332,5.89411111111,22.396,20.0501111111,17.3295555556,22.5847777778,12.5286666666,23.6232222222,7.46422222222
384.14,7.54544444445,23.3513333333,5.93033333333,9.02222222223,8.56426666668,5.85977777778,22.5167777778,20.1152222222,17.3942222222,22.7482777778,12.5916666666,23.7,7.47655555556
384.50,7.57766666667,23.5486666667,5.98266666667,9.08568333334,8.62806666667,5.91555555556,22.6301111111,20.172,17.4908888889,22.7375,12.6561111111,23.7808888889,7.49777777778
384.86,7.622,23.5523333333,6.04277777778,9.17108333332,8.63937777779,5.98311111111,22.7143333333,20.2254444445,17.547,22.7802777778,12.7392222222,23.8274444444,7.55888888889
385.22,7.65177777778,23.6823333333,6.12944444445,9.22600555556,8.6784888889,6.02511111111,22.841,20.2648888889,17.6316666667,22.8573333333,12.783,23.895,7.62522222222
385.58,7.59188888889,23.6943333333,6.08155555556,9.17481666666,8.62257777778,5.95655555556,22.821,20.2795555556,17.5715555556,22.8212777778,12.7094444444,23.9301111111,7.55644444444
385.94,7.58988888889,23.743,6.01311111111,9.13655555554,8.57011111111,5.94311111111,22.8827777778,20.303,17.5814444444,22.7932222222,12.6617777778,23.8662222222,7.56233333333
386.30,7.693,23.8103333333,6.10333333333,9.26200555554,8.68635555557,6.04811111111,23.0756666667,20.4583333333,17.7322222222,22.961,12.799,24.0651111111,7.69055555555
386.66,7.89922222222,24.0276666667,6.33988888889,9.44979444444,8.91044444443,6.28111111111,23.2955555555,20.5841111111,17.9463333334,23.0565,12.9964444444,24.2347777778,7.93533333333
387.03,7.93011111111,24.2033333333,6.42522222222,9.51883888888,8.98424444443,6.35266666667,23.4001111111,20.6754444444,18.0085555556,23.1132777778,13.0656666667,24.3067777778,8.01122222222
387.39,8.06266666667,24.462,6.59022222222,9.66742222223,9.11433333333,6.48,23.5874444444,20.7888888889,18.1543333333,23.3144444444,13.1797777778,24.4733333333,8.15377777778
387.75,8.19433333333,24.7596666667,6.67355555556,9.78519999999,9.21535555557,6.61333333333,23.7281111111,20.9297777778,18.2848888889,23.4235555556,13.3071111111,24.6901111111,8.24255555555
388.11,8.20566666667,24.772,6.69066666667,9.83218333334,9.22215555554,6.64511111111,23.74,20.9064444444,18.3083333333,23.3592777778,13.308,24.7277777778,8.268
388.47,8.21255555555,24.778,6.69633333333,9.85841666668,9.28857777778,6.65055555556,23.8228888889,20.9774444444,18.3532222222,23.4888333333,13.323,24.7957777778,8.27544444444
388.83,8.17366666667,24.9226666667,6.673,9.85288333332,9.32448888889,6.64766666666,23.9043333333,21.0682222222,18.3617777778,23.5326111111,13.3285555556,24.8861111111,8.25211111111
389.19,8.29655555556,25.0503333333,6.75488888889,9.97373888889,9.44831111111,6.73877777778,24.073,21.2135555556,18.5042222222,23.6987222222,13.4676666667,24.9922222222,8.32722222222
389.55,8.40322222222,25.1926666667,6.85922222222,10.0994666667,9.56635555557,6.84733333333,24.2651111111,21.2225555555,18.6402222222,23.8135,13.5901111111,25.0802222222,8.44477777778
389.91,8.42177777778,25.3406666667,6.93577777778,10.1621555556,9.61255555555,6.90122222222,24.3812222222,21.3201111111,18.7588888889,23.896,13.6705555556,25.2352222222,8.47611111111
390.27,8.327,25.3773333333,6.833,10.0764611111,9.53444444443,6.79333333333,24.3845555555,21.3016666667,18.7136666667,23.8452777778,13.5927777778,25.1497777778,8.40777777778
390.63,8.19522222222,25.3576666667,6.67755555556,9.9852388889,9.39653333333,6.62611111111,24.3393333333,21.2727777778,18.6488888889,23.8108888889,13.4891111111,25.1258888889,8.27055555556
391.00,8.23311111111,25.3943333333,6.65044444445,9.98261111111,9.38531111112,6.61177777778,24.4151111111,21.3468888889,18.6611111111,23.8684444444,13.5334444444,25.12,8.22255555555
391.36,8.19688888889,25.3986666667,6.55811111111,9.92662777778,9.33933333332,6.57955555556,24.409,21.3496666667,18.619,23.8610555556,13.5171111111,25.0854444444,8.16111111111
391.72,8.04422222222,25.3083333333,6.42633333333,9.80535555554,9.21573333333,6.42133333333,24.3336666666,21.1953333333,18.5142222222,23.8708888889,13.4275555556,24.9547777778,8.01411111111
392.08,8.05166666667,25.421,6.46144444445,9.82764999999,9.24757777779,6.45988888889,24.4523333333,21.226,18.5774444445,23.9693333333,13.4674444445,25.0011111111,8.01444444445
392.44,8.03177777778,25.4376666667,6.44744444444,9.83361666667,9.22771111112,6.45655555555,24.4933333333,21.2364444445,18.5793333333,23.9637222222,13.4723333334,24.976,7.98088888889
392.80,7.97788888889,25.4066666667,6.40111111111,9.80293333332,9.18222222221,6.38277777778,24.533,21.1997777778,18.5687777778,23.9349444444,13.4323333333,24.9424444445,7.93611111111
393.16,7.88811111111,25.363,6.32077777778,9.75730555554,9.12531111112,6.29622222222,24.5687777778,21.1798888889,18.5277777778,23.9683888889,13.3902222222,24.9576666667,7.86077777778
