wavelength,Back_DigHumf,Belly_DigHumf,Breast_DigHumf,Crissum_DigHumf,Crown_DigHumf,DorTail_DigHumf,Rump_DigHumf,Throat_DigHumf,WingTip_DigHumf
540.72,6.6235,6.967,5.8345,7.91153333334,5.33453333333,6.94646666667,8.37233333332,6.01983333333,8.0284
541.06,6.64696666667,6.98306666667,5.84833333334,7.92300000001,5.34926666667,6.96556666667,8.38300000001,6.029,8.05386666667
541.40,6.64256666667,6.978,5.84258333333,7.91713333333,5.34733333333,6.9639,8.36746666667,6.01533333333,8.05766666667
541.75,6.63033333333,6.96646666667,5.846,7.89846666667,5.33753333333,6.9543,8.35553333333,5.99866666667,8.04653333333
542.09,6.61943333333,6.96693333333,5.85241666667,7.88653333334,5.33653333333,6.942,8.35653333333,6.00433333333,8.04693333333
542.43,6.60816666667,6.98433333333,5.85341666667,7.89193333334,5.34286666667,6.94523333333,8.36773333335,6.0077,8.0424
542.78,6.62523333333,7.00106666666,5.86366666666,7.89606666667,5.35013333333,6.95223333334,8.38006666667,6.01106666667,8.0456
543.12,6.64486666667,7.0206,5.88,7.91506666666,5.37546666667,6.95733333333,8.40699999999,6.03596666667,8.06406666667
543.46,6.65836666667,7.03686666667,5.89966666667,7.93593333333,5.39773333333,6.96223333333,8.41926666667,6.04793333333,8.0812
543.81,6.65776666667,7.04373333333,5.90475,7.93993333333,5.3974,6.9483,8.42740000001,6.04706666667,8.0876
544.15,6.6971,7.08913333333,5.93525,7.96586666666,5.44093333333,6.97563333333,8.44746666667,6.0785,8.121
544.49,6.7078,7.11546666667,5.93975,7.9804,5.45133333333,6.9804,8.45893333333,6.0823,8.14166666667
544.84,6.7177,7.1226,5.96158333333,7.99873333333,5.4678,6.99466666667,8.47253333334,6.1117,8.1504
545.18,6.75236666667,7.15826666667,5.99033333333,8.03459999999,5.49373333333,7.01116666667,8.51040000001,6.1507,8.18573333333
545.52,6.75063333333,7.17193333333,5.9885,8.05359999999,5.4904,7.0124,8.5272,6.16886666667,8.19346666667
545.87,6.74323333333,7.17446666667,5.98308333333,8.05506666667,5.47986666667,7.00346666667,8.52373333333,6.15246666667,8.18313333333
546.21,6.75003333333,7.1734,5.98983333333,8.05619999999,5.476,6.9981,8.52073333332,6.1496,8.1846
546.55,6.7292,7.1646,5.97625,8.05759999999,5.4672,6.99353333333,8.52819999999,6.15146666667,8.18293333333
546.90,6.7152,7.1676,5.96933333333,8.05873333333,5.44833333333,6.9888,8.52766666667,6.1488,8.18233333333
547.24,6.7001,7.15913333333,5.95225,8.04633333334,5.42346666667,6.9657,8.52533333334,6.13163333333,8.1578
547.58,6.70006666667,7.1602,5.98058333333,8.0654,5.42886666667,6.96403333333,8.54213333334,6.1274,8.17746666667
547.92,6.68713333334,7.154,5.98316666667,8.06760000001,5.40646666667,6.94233333333,8.54606666666,6.10046666667,8.16766666667
548.27,6.70066666667,7.16233333333,6.01258333333,8.08626666667,5.43,6.94696666667,8.55633333333,6.11486666667,8.16853333333
548.61,6.67633333333,7.18146666667,6.00625,8.07880000001,5.41613333333,6.9173,8.56653333334,6.08523333333,8.16133333333
548.95,6.68636666667,7.22373333334,6.03616666667,8.10426666667,5.45713333333,6.93546666667,8.59273333332,6.12466666667,8.1738
549.29,6.74053333333,7.28166666667,6.08425,8.15440000001,5.51173333333,6.99016666667,8.63953333333,6.1702,8.25486666667
549.64,6.77043333333,7.31533333333,6.10175,8.18693333333,5.54326666667,7.0309,8.65973333335,6.20883333333,8.29646666667
549.98,6.76773333333,7.3422,6.13733333334,8.21433333333,5.55426666667,7.04593333333,8.68226666668,6.2058,8.33206666667
550.32,6.82636666667,7.4108,6.19808333333,8.27986666665,5.6162,7.095,8.74713333333,6.26923333333,8.40426666667
550.66,6.88206666667,7.45166666667,6.25016666666,8.33406666667,5.66326666667,7.1324,8.80220000001,6.3011,8.44573333333
551.01,6.9506,7.52273333333,6.29641666667,8.39180000001,5.71226666667,7.18443333333,8.86066666665,6.38103333333,8.52193333333
551.35,7.01336666667,7.561,6.33866666667,8.44126666667,5.7526,7.24553333333,8.90026666667,6.45133333333,8.56406666667
551.69,7.0733,7.628,6.3785,8.50680000001,5.8022,7.30036666667,8.939,6.5233,8.6418
552.03,7.11503333333,7.66233333333,6.37716666666,8.49933333333,5.80366666667,7.3151,8.95833333334,6.5737,8.6632
552.38,7.1741,7.71,6.42175,8.54546666665,5.84486666667,7.35916666667,8.99573333333,6.63233333333,8.70553333333
552.72,7.19403333333,7.73493333333,6.4525,8.55633333333,5.85486666667,7.38556666667,9.01460000001,6.63363333333,8.7412
553.06,7.2203,7.75846666667,6.48016666667,8.57326666667,5.881,7.39283333333,9.02753333333,6.6522,8.75626666667
553.40,7.2651,7.80366666667,6.53508333333,8.6128,5.91106666667,7.42566666666,9.07033333333,6.6932,8.80686666667
553.74,7.34346666667,7.8666,6.54525,8.68020000001,5.96433333333,7.48886666667,9.09026666667,6.7632,8.856
554.09,7.339,7.84813333333,6.4995,8.66300000001,5.9364,7.46376666667,9.03439999999,6.71483333333,8.83206666667
554.43,7.32986666666,7.82413333333,6.47316666667,8.6478,5.91653333333,7.45356666667,9.00146666666,6.70906666667,8.81726666667
554.77,7.29703333333,7.8128,6.46583333333,8.61886666667,5.87333333333,7.43876666667,8.97513333333,6.6661,8.7914
555.11,7.2565,7.8042,6.41741666667,8.58606666667,5.8472,7.39016666667,8.942,6.6406,8.7598
555.45,7.2254,7.7946,6.40783333333,8.536,5.82526666667,7.3904,8.93526666666,6.60986666667,8.72246666667
555.80,7.22646666666,7.8158,6.43525,8.58093333333,5.8436,7.404,8.93493333333,6.59216666667,8.75513333333
556.14,7.2129,7.79653333333,6.425,8.55846666667,5.83666666667,7.41836666667,8.92713333333,6.57243333333,8.7308
556.48,7.1572,7.73193333334,6.38041666666,8.53033333335,5.77853333333,7.3592,8.86633333333,6.52503333333,8.65433333333
556.82,7.19313333333,7.78926666667,6.41216666666,8.55486666666,5.7904,7.39833333333,8.90173333333,6.5596,8.66506666667
557.16,7.14096666667,7.7124,6.34533333333,8.5062,5.73126666667,7.33056666667,8.84073333333,6.49266666667,8.5798
557.50,7.07953333333,7.65113333333,6.30041666667,8.41813333333,5.66293333334,7.25103333333,8.80066666666,6.4226,8.50046666667
557.85,7.0947,7.68233333333,6.35516666667,8.42286666667,5.6704,7.25553333333,8.83753333333,6.4588,8.50713333333
558.19,7.13213333333,7.7464,6.4175,8.46133333333,5.72006666666,7.28543333333,8.88146666668,6.5297,8.5486
558.53,7.1551,7.76413333333,6.45483333333,8.49680000001,5.76646666667,7.2991,8.90066666665,6.5748,8.57686666667
558.87,7.23503333333,7.83173333333,6.55683333333,8.56913333333,5.84273333333,7.38143333333,8.9872,6.63563333333,8.66706666667
559.21,7.23343333333,7.828,6.58075,8.59760000001,5.85066666666,7.38203333333,8.98473333335,6.6546,8.70166666667
559.55,7.30976666667,7.8878,6.66508333333,8.65846666667,5.89866666667,7.43923333333,9.05979999999,6.74513333333,8.77106666667
559.89,7.38323333333,7.98346666667,6.739,8.75739999999,5.97593333333,7.49913333333,9.13526666668,6.82803333333,8.87553333333
560.23,7.45376666667,8.0746,6.77158333333,8.82699999999,6.00433333333,7.57433333333,9.19613333334,6.91033333333,8.95326666667
560.58,7.41913333333,8.01826666667,6.74166666667,8.79466666665,5.98126666667,7.54883333333,9.156,6.8924,8.9376
560.92,7.46783333333,8.09633333333,6.80741666667,8.84106666665,6.0448,7.5938,9.23186666668,6.9273,9.0034
561.26,7.5304,8.17046666667,6.88675,8.92473333332,6.12446666667,7.66993333333,9.28893333333,7.01373333333,9.09066666666
561.60,7.54413333333,8.16433333333,6.8765,8.93066666665,6.14106666667,7.7024,9.3096,7.0438,9.14133333333
561.94,7.5718,8.19153333333,6.877,8.94486666667,6.1692,7.74396666667,9.34646666667,7.06126666667,9.18393333333
562.28,7.57483333333,8.19346666667,6.858,8.95079999999,6.16746666666,7.7728,9.33573333333,7.0634,9.20466666666
562.62,7.53906666667,8.1492,6.78041666667,8.917,6.10533333333,7.73333333333,9.27566666668,7.00643333333,9.1392
562.96,7.5744,8.15053333333,6.76083333333,8.94713333332,6.1216,7.7472,9.28006666667,7.03083333333,9.15166666667
563.30,7.49363333333,8.07246666667,6.68775,8.87286666667,6.05493333334,7.72446666667,9.21733333333,6.95423333333,9.07113333333
563.64,7.46886666667,8.02693333333,6.64891666667,8.83279999999,6.01366666667,7.6978,9.16660000001,6.9319,9.02933333333
563.99,7.4256,7.9794,6.598,8.77693333333,5.98466666667,7.6532,9.1208,6.8839,9.0018
564.33,7.40193333333,7.95793333333,6.55408333333,8.76973333333,5.95026666667,7.60663333333,9.09306666667,6.86013333333,8.9656
564.67,7.3363,7.87513333333,6.46266666667,8.7182,5.89533333333,7.5512,9.00486666667,6.81936666667,8.90473333333
565.01,7.33923333333,7.88486666667,6.44275,8.71693333333,5.87473333333,7.54393333333,9.00260000001,6.82236666667,8.90813333333
565.35,7.32316666667,7.8728,6.4275,8.72446666667,5.88133333333,7.53873333333,8.98806666665,6.81816666667,8.90033333333
565.69,7.28393333333,7.80546666667,6.38033333333,8.67586666665,5.8244,7.48303333333,8.9278,6.75396666667,8.83393333333
566.03,7.2468,7.77086666667,6.342,8.63573333334,5.7802,7.43786666667,8.89506666667,6.7224,8.77306666667
566.37,7.19206666667,7.7238,6.3285,8.59993333333,5.7464,7.40786666667,8.85966666666,6.7115,8.7256
566.71,7.12943333333,7.65953333333,6.27441666667,8.53859999999,5.67613333333,7.34453333333,8.8004,6.6311,8.65113333333
567.05,7.0918,7.63413333333,6.22541666667,8.50493333333,5.6678,7.28113333333,8.75219999999,6.60243333333,8.6334
567.39,7.08716666667,7.62426666667,6.2065,8.50766666668,5.66306666667,7.2726,8.75586666666,6.6093,8.6052
567.73,7.08593333333,7.621,6.23508333333,8.54219999999,5.684,7.2758,8.77233333334,6.63296666667,8.60293333333
568.07,7.0834,7.61466666667,6.23191666667,8.53266666667,5.68333333333,7.3093,8.78979999999,6.6405,8.62306666667
568.41,7.0914,7.63133333333,6.27366666667,8.53706666665,5.68373333333,7.3225,8.81446666667,6.66153333333,8.6466
568.75,7.03833333333,7.57066666667,6.26333333333,8.48213333333,5.6594,7.29283333333,8.77553333333,6.6044,8.60753333333
569.09,7.05213333333,7.574,6.278,8.48233333333,5.6636,7.2874,8.76859999999,6.5947,8.58506666667
569.43,7.0689,7.57433333333,6.28866666667,8.50433333332,5.6916,7.3247,8.78493333333,6.60933333333,8.60873333333
569.77,7.06483333333,7.57473333333,6.30116666666,8.51859999999,5.70893333333,7.32703333333,8.783,6.62956666667,8.63326666667
570.11,7.078,7.60366666667,6.32216666666,8.53773333333,5.73146666667,7.33776666667,8.79333333333,6.6172,8.65753333333
570.45,7.10673333333,7.6458,6.35016666667,8.55993333333,5.76733333333,7.3963,8.82793333333,6.6796,8.68633333333
570.79,7.1216,7.65673333333,6.39966666667,8.59333333333,5.77406666667,7.45193333333,8.86813333334,6.72086666667,8.7176
571.13,7.06846666667,7.60133333333,6.38283333334,8.56439999999,5.7502,7.41766666667,8.83033333332,6.69103333333,8.70693333333
571.47,7.0483,7.5708,6.36183333333,8.52160000001,5.73333333334,7.42256666667,8.80460000001,6.6726,8.69606666667
571.81,7.03386666667,7.5612,6.36166666667,8.52080000001,5.74273333333,7.40303333333,8.78193333333,6.66903333333,8.68253333334
572.15,7.05056666667,7.56573333333,6.37975,8.54733333334,5.77673333333,7.43466666667,8.79886666667,6.69763333333,8.69553333333
572.49,7.0239,7.508,6.3265,8.54153333332,5.7326,7.4107,8.7674,6.68106666667,8.6524
572.83,6.98983333333,7.48293333333,6.28958333333,8.52293333333,5.70293333334,7.38566666667,8.76086666667,6.68433333333,8.632
573.17,6.9534,7.4544,6.2885,8.50759999999,5.66446666667,7.36293333333,8.72646666667,6.6715,8.61533333333
573.51,6.99043333333,7.45706666667,6.30416666667,8.52540000001,5.67866666666,7.39373333333,8.75379999999,6.6831,8.61226666667
573.85,7.0019,7.43273333333,6.29083333333,8.50933333335,5.68773333333,7.39546666667,8.7606,6.69073333333,8.6068
