wavelength,Back_DigHumf,Belly_DigHumf,Breast_DigHumf,Crissum_DigHumf,Crown_DigHumf,DorTail_DigHumf,Rump_DigHumf,Throat_DigHumf,WingTip_DigHumf
203.09,-589.333333334,-690.666666667,-841.666666667,-372.000000001,-952.000000001,-460.0,-1016.0,-966.0,-276.0
203.47,-96.3158333333,-136.491333333,-163.157916667,-37.1928666667,-209.1228,-88.0702666667,-220.701666667,-198.947333333,-23.8596666666
203.85,-79.8551333334,-115.652066667,-132.24625,-21.4493333335,-182.028933333,-78.1159000002,-176.811533333,-164.202833333,-17.1013333334
204.22,-120.588166667,-152.941266666,-156.372333333,-28.6274666667,-255.686266667,-114.117566667,-260.784333333,-233.1372,-58.8235333334
204.60,-13.1482333333,-22.9629333333,-10.4165833333,49.0741333334,-55.5555333333,2.12953333339,-72.2222000001,-59.0740666667,27.4074666666
204.98,-20.7291666666,-29.7916666668,-8.85416666668,62.0833333334,-54.7916666667,-0.20833333348,-97.2916666667,-82.6041666667,16.25
205.36,-8.66666666667,-23.4666666666,11.3333333335,103.733333334,-55.4666666668,11.4666666666,-126.666666667,-88.9333333333,21.3333333334
205.74,-5.83333333346,-32.4999999999,34.375,182.5,-52.9166666666,8.3333333334,-170.0,-137.708333333,25.8333333334
206.12,32.2666666666,12.2666666666,63.6666666668,151.2,-0.26666666654,31.3333333334,-66.1333333335,-50.5333333333,38.1333333334
206.50,43.7142333333,19.4285999999,60.0,122.666666667,13.1428,37.9047333334,-34.8571333332,-11.3333666668,39.9999333333
206.87,160.416666667,78.7499999999,169.270833333,315.0,58.3333333334,129.791666667,-36.2499999999,43.1249999998,96.2500000002
207.25,205.625,117.916666667,198.4375,363.333333333,88.75,163.125,-3.33333333334,112.083333333,105.0
