wavelength,Back_IriPorf,Belly_IriPorf,Breast_IriPorf,Crissum_IriPorf,Crown_IriPorf,DorTail_IriPorf,Patch10_IriPorf,Patch11_IriPorf,Rump_IriPorf,Throat_IriPorf,WingTip_IriPorf
197.03,8.4112222222,10.3842222222,1.86922222223,29.9675490196,39.0446666667,5.1921111111,64.5897777778,38.3177777778,-1.34988888887,0.727000000023,-2.23266666667
197.40,17.5111111111,11.9111111111,16.4444444444,33.3960784314,40.0888888889,13.9555555556,63.2,38.5777777778,8.8,7.9111111111,10.6666666667
197.78,0.311444444447,-12.7724444444,1.03855555557,14.0309542484,26.272,-0.10377777779,53.3747777778,28.0372222222,-7.78822222222,-13.1877777778,-6.69783333332
198.16,-6.576,-21.542,-2.26766666668,3.5280130719,21.2016666667,-7.1431111111,53.288,17.4604444445,-18.254,-25.0566666666,-12.9252222222
198.54,6.40633333333,-7.90788888889,12.0121111111,14.5616797385,32.933,4.905,55.4553333334,22.0222222222,-1.40155555558,-11.2112222222,2.05222222221
198.92,11.4226666667,-3.53066666666,16.9262222222,18.0928888889,37.2792222222,9.86511111111,56.0747777778,25.8566666667,11.6301111111,-8.72266666664,13.9146666667
199.30,-2.36111111111,-20.4166666667,3.05555555557,8.48039215688,30.6944444445,-7.22222222223,53.6111111111,15.9722222222,0.694444444433,-30.8333333333,1.94444444444
199.68,-9.91455555556,-40.171,-5.983,2.14166666667,31.1111111111,-18.4615555556,46.6667777778,12.1367777778,-0.170888888867,-49.9144444445,-9.3161111111
200.06,-10.6347777778,-39.5238888889,-11.746,1.31655555557,22.222,-15.3967777778,38.2537777778,0.317444444433,-4.28577777778,-49.6826666665,-8.25405555554
200.44,-16.3933333333,-57.0127777779,-16.2112222222,-7.6395359477,15.1183333334,-25.1368888889,26.0474444444,-7.65044444443,-4.00733333333,-62.6594444443,-9.2895
200.82,-16.7957777778,-89.6641111113,-20.9303333334,-6.84001960783,21.1885555554,-29.7156666667,34.8836666667,5.9431111111,8.2687777778,-78.553,-14.0825
201.19,-35.0876666667,-124.853777778,-44.152,-28.2422026144,-14.9122222223,-69.0057777778,3.2163333333,-12.5731111111,-7.89477777777,-112.572888889,-34.7953888889
201.57,-156.944444444,-382.638888889,-187.5,-145.465686275,-136.111111111,-264.583333333,-66.6666666667,-89.5833333336,-106.944444444,-347.916666667,-157.291666667
201.95,-6.76333333333,-160.869555556,-35.7487777777,-7.2463333332,-11.1112222224,-99.517,43.4783333334,12.5604444444,28.5023333333,-154.106222222,-34.5410555557
202.33,-9.17866666667,-172.463777778,-10.6281111113,8.2977843136,-24.1545555554,-100.483111111,37.681111111,16.9082222222,30.4346666667,-154.106222222,-25.8453888889
202.71,-402.222222222,-1264.44444445,-519.999999999,-365.490196078,-488.888888889,-922.222222222,-224.444444445,-237.777777778,-242.222222222,-1111.11111111,-441.111111111
203.09,346.464555556,793.939222222,446.464555556,370.350496732,410.101111111,613.131333333,274.747444444,309.090777778,329.292888889,711.110999999,428.787944444
203.47,-99.3464444446,-419.608,-172.548888889,-141.983777778,-173.856333333,-274.509666667,-76.4705555553,-78.4313333336,-111.764666666,-357.516333333,-135.293944444
203.85,-3.80955555557,-159.365111111,-38.0953333333,-38.02048366,-49.5236666665,-92.0633333333,5.07944444443,-4.76211111109,-19.0476666667,-138.412666667,-22.8570555556
204.22,-42.7351111111,-247.863111111,-78.205,-91.6542222221,-113.247888889,-172.649444444,-28.6323333333,-31.6240000001,-60.6837777777,-216.666666667,-75.8547222223
204.60,-90.4039999999,-316.666666667,-122.222444445,-140.790222222,-187.878777778,-255.050666667,-72.7274444443,-74.2426666666,-108.585777778,-280.808,-133.838222222
204.98,-92.4731111111,-244.444333333,-107.168444444,-122.875627451,-167.742,-215.412111111,-75.2687777777,-102.867333333,-112.903333333,-226.164777778,-115.233111111
205.36,-70.5706666666,-189.789666667,-102.102,-104.20420915,-135.435555556,-165.765888889,-59.4595555556,-90.9909999999,-98.1982222222,-181.681666667,-98.9489444443
205.74,-34.2401111111,-124.943333333,-64.1724444443,-61.4513464051,-89.1155555557,-101.133777778,-29.4785555556,-48.9795555556,-50.1133333333,-117.460333333,-58.6168333332
206.12,-42.1146666667,-115.053777778,-62.7240000001,-60.6472483661,-87.6345555554,-89.4265555556,-39.9642222222,-52.8674444444,-56.6308888889,-104.659444445,-53.2258888889
206.50,-28.8012222222,-88.1578888888,-51.4618888888,-46.8094313726,-74.7073333332,-69.7367777778,-31.2865555555,-42.2515555556,-42.9824444444,-78.3626666666,-37.3537222222
206.87,-27.9364444445,-100.952333333,-51.9047777779,-50.9616078431,-85.8729999999,-69.9998888888,-37.1428888889,-46.1905555556,-42.6984444444,-81.4285555554,-42.9366111111
207.25,-11.111,-75.2136666667,-30.7691111111,-30.9955947713,-63.1054444445,-47.4358888889,-21.2252222222,-30.6267777778,-21.6523333333,-57.9771111111,-19.5869444444
207.63,-32.2578888889,-121.326222222,-53.5842222222,-57.6638954248,-100.179333333,-84.7671111111,-48.0286666667,-68.1002222222,-42.6524444444,-96.2365555555,-48.5663888889
208.01,-80.4444444444,-186.222222222,-93.7777777779,-100.196078431,-167.111111111,-135.333333333,-99.5555555554,-117.555555555,-78.222222222,-144.0,-85.2222222222
208.39,-80.4988888889,-198.866333333,-95.464888889,-100.586986928,-176.643888889,-133.786777778,-104.535222222,-116.780111111,-78.2311111111,-147.392222222,-79.1382777778
208.77,-56.2961111111,-163.518555556,-67.0371111112,-80.9367189542,-139.629555556,-102.222222222,-82.2222222222,-85.7407777778,-60.7407777777,-118.703777778,-57.8704444445
209.14,-44.6327777778,-161.770222222,-48.7758888889,-77.6447973855,-128.436888889,-86.4406666667,-75.3297777778,-71.7515555556,-49.5291111112,-114.877666667,-47.081
209.52,-47.8928888889,-179.501777778,-51.340888889,-81.2712026144,-137.547888889,-95.7854444444,-79.8848888888,-72.6054444444,-53.2568888889,-123.180111111,-53.5440555556
209.90,-83.209888889,-254.567888889,-80.0000000001,-129.208542484,-199.259444445,-146.913444444,-130.123333334,-120.246888889,-85.9258888888,-180.493888889,-89.2591666667
210.28,-183.333444444,-485.470111111,-159.829,-256.083496732,-379.059777778,-304.701,-257.265,-250.427222222,-179.487333333,-356.837666667,-178.205111111
210.66,-630.555555556,-1629.16666667,-540.277777778,-921.241830064,-1236.11111111,-1025.0,-937.500000001,-838.888888889,-598.61111111,-1265.27777778,-621.527777778
211.03,-409.401666667,-988.888777779,-325.640888889,-604.122843137,-753.846222222,-657.26488889,-590.598111111,-544.444444444,-391.452777778,-821.367555555,-379.059777778
211.41,-594.444444444,-1332.22222222,-436.666666667,-824.967320261,-1064.44444444,-862.222222223,-830.000000001,-744.444444444,-557.777777778,-1105.55555556,-551.111111111
211.79,-499.145444444,-1031.624,-390.598444444,-682.302529412,-861.538555557,-679.487000001,-729.059777778,-576.923,-494.871777778,-870.085444444,-468.375888889
212.17,-2088.88888889,-4470.37033333,-1811.11111111,-2942.26580392,-3877.77777778,-3118.51855556,-3196.29633333,-2688.88911111,-2248.14822222,-3744.44444444,-1990.74072222
212.55,6000.0,12566.6666667,5000.0,8606.53594771,11566.6666667,8966.66666668,9355.55555556,7588.88888889,6522.22222223,10733.3333333,5750.0
212.92,-3177.77777778,-6094.44444445,-2744.44444444,-4097.38562091,-5627.77777778,-4561.11111111,-4633.33333333,-3644.44444445,-3200.0,-5494.44444444,-2913.88888889
213.30,-2151.85188889,-3859.25922222,-2081.48144444,-2736.60130065,-3918.51844444,-3177.77777778,-3133.33322222,-2303.70377778,-2199.99988889,-3614.81477778,-1864.81477778
213.68,879.365111112,1539.68277778,869.841444446,1145.47150327,1630.15877778,1358.73022222,1325.39677778,946.031777778,901.587222223,1568.25411111,727.777777778
214.06,430.158777778,726.190555556,443.650888889,546.778457516,806.349222222,676.190444445,676.984333333,441.269777778,441.269888889,782.539777777,351.190611111
214.44,4700.0,8588.88888888,4844.44444445,6463.39869281,9955.55555556,7611.11111112,8355.55555556,4388.88888889,4788.88888889,9022.22222223,3983.33333333
214.81,1755.55544444,2933.33344444,1729.62955555,2213.72557516,3462.96277778,2555.55544444,2914.81477778,1648.14822222,1848.14822222,2925.926,1531.48144445
215.19,-1294.44444444,-2108.33333333,-1400.0,-1575.32679739,-2577.77777778,-1744.44444444,-2152.77777778,-1191.66666667,-1400.0,-1972.22222222,-1026.38888889
215.57,-1063.88888889,-1933.33333333,-1280.55555556,-1304.41176471,-2325.0,-1627.77777778,-1897.22222222,-986.11111111,-1261.11111111,-1752.77777778,-775.0
215.95,-1844.44444444,-3738.88888889,-2066.66666667,-2212.74509804,-4433.33333333,-2950.0,-3216.66666667,-1972.22222222,-2000.0,-3033.33333333,-1261.11111111
216.32,-862.222222223,-1553.33333333,-871.111111111,-946.013071893,-1757.77777778,-1171.11111111,-1364.44444444,-835.555555557,-851.111111113,-1271.11111111,-568.888888889
216.70,-369.230777778,-614.53,-316.239555555,-355.907529412,-659.829,-449.572777778,-533.333222222,-372.649666667,-311.111111111,-517.094,-211.965722222
217.08,-480.0,-838.888888889,-365.555555555,-490.392156863,-897.777777778,-548.888888889,-715.555555555,-536.666666667,-397.777777778,-648.88888889,-270.0
217.46,1018.51855556,1661.11122222,703.703777778,946.078352941,1607.40744444,994.444333334,1368.51844444,1077.77777778,794.444444443,1162.963,656.4815
217.83,454.901888889,690.196111111,310.457555556,432.795098039,671.241777778,420.914888889,579.084888889,474.509888889,369.281,479.738555555,313.725388889
218.21,404.761777778,620.634888889,286.243444445,387.114921569,569.841111111,366.137666667,504.232888889,426.455111111,330.687666667,431.746,282.275277778
218.59,357.201666667,535.802444444,280.247,337.618026144,482.716,339.506,430.452777778,378.600888889,290.535,383.539,255.761222222
218.97,428.787777778,629.293111111,347.979888889,404.783189542,576.767555556,416.161444444,494.444444445,446.464666667,343.434333333,472.727222222,307.323222222
219.34,294.444555556,427.450777778,210.130555555,258.612013072,382.353,281.045666667,324.509777778,300.653666667,217.320222222,328.104555555,217.483777778
219.72,304.012333333,422.222444444,202.160444444,261.819143791,377.469222222,275.926,323.765444444,300.617333333,214.506111111,323.148111111,222.222388889
220.10,357.407555556,488.148,256.666666666,306.797594771,444.814666667,312.592555556,387.777777778,332.222333333,261.851777778,376.666666667,253.148055555
220.47,624.603222222,899.206222222,415.872888889,517.647,801.587222222,548.412666667,706.349333333,566.666555556,439.682555556,674.603222222,412.698388889
220.85,266.666777778,419.259333333,202.222333333,238.84524183,368.518444444,240.740666667,329.999888889,254.814888889,191.851888889,297.407333333,191.111222222
221.23,278.205222222,432.906,202.136555556,232.729980392,370.940222222,247.863222222,346.153666667,250.854555556,191.025555556,288.461666667,182.051166667
221.61,287.134444445,498.830444445,198.830555556,272.136267974,426.315666667,269.005888889,389.473555556,263.157888889,190.058444444,343.274777778,150.292555555
221.98,983.333333332,1936.11111111,619.444444446,900.816993463,1511.11111111,913.888888888,1508.33333333,875.000000001,500.0,1225.0,502.777777778
222.36,-380.555555556,-822.222222222,-186.111111111,-343.300653595,-644.444444444,-388.888888889,-652.777777778,-354.166666667,-170.833333334,-454.166666666,-196.527777778
222.74,1107.40722222,2114.81488889,633.333333332,896.078581698,1803.70366667,1044.44433333,1840.74066667,992.592555554,670.370333333,1166.66655556,759.259277779
223.11,-977.777666668,-2077.77766667,-448.148222221,-791.721019608,-1703.70377778,-881.481444443,-1870.37033333,-959.259222222,-588.888888887,-955.555444443,-670.370166667
223.49,-234.444444444,-552.222222222,-141.111111111,-246.993464052,-492.222222222,-244.444444444,-536.666666666,-275.555555555,-172.222222222,-242.222222222,-231.111111111
223.87,-133.333333333,-339.682555556,-82.5396666667,-162.604856209,-311.111111111,-141.27,-353.174666667,-183.333444444,-64.2856666667,-148.412666667,-145.634777778
224.24,-39.2856666667,-124.603,5.55555555557,-60.0605163399,-124.603222222,-38.4921111111,-157.936333333,-57.5394444447,3.57133333333,-60.7142222221,-52.9763888888
224.62,-42.4242222221,-103.030333333,-5.05066666667,-71.7567189542,-127.609555556,-39.0572222222,-133.333222222,-46.1279999999,2.69366666657,-73.7374444443,-68.6869444444
225.00,-43.3603333333,-70.4606666667,2.168,-69.9029215686,-98.374,-31.1652222222,-104.607,-40.3793333335,-1.89711111113,-62.3305555556,-55.5554444445
225.38,-63.1578888888,-85.9648888889,-17.2514444445,-104.145320262,-133.625666666,-52.0468888889,-120.468,-71.929888889,-18.4211111111,-100.877222222,-81.5791111112
225.75,-66.4351111111,-76.6203333333,-37.7316666667,-97.5625947712,-121.296222222,-56.9444444444,-109.027777778,-84.9535555557,-29.1666666667,-95.6017777778,-85.4166666666
226.13,-75.6500000001,-86.0522222221,-55.5555555556,-104.978509804,-144.208,-61.702,-118.439666667,-97.8723333335,-38.0615555556,-103.073444444,-89.7165000001
226.51,-107.323222222,-116.161444444,-85.8585555556,-130.540633987,-179.293,-79.5453333332,-149.242555556,-128.282888889,-63.3838888889,-135.353444444,-115.782722222
226.88,-44.038,-57.5882222222,-30.4877777778,-60.4415424837,-78.1842222223,-24.5256666667,-67.8861111111,-58.5364444446,-15.5824444444,-62.3306666667,-45.7995
227.26,-24.4646666667,-38.5318888889,-13.6595555556,-36.1216470588,-52.4974444445,-10.7033333333,-40.8766666667,-32.6197777778,-0.815555555567,-39.5515555555,-26.5037777778
227.64,-12.2053333333,-24.4106666667,-0.168444444433,-21.3258562091,-34.3435555555,5.30300000001,-25.7576666667,-15.8248888889,7.82833333334,-22.3906666667,-10.522
228.01,-10.0528888889,-23.9607777778,-0.604555555547,-19.1855555556,-31.2925555556,6.04688888889,-23.2046666667,-13.832,4.15722222222,-22.3733333333,-8.69233333333
228.39,-16.8694444444,-36.9828888889,-9.40788888888,-26.7018888889,-38.8482222222,-2.02744444444,-28.4671111111,-24.3308888889,-5.92055555557,-29.3593333333,-15.369
228.76,-25.0002222222,-46.6328888889,-16.4983333333,-33.1204052288,-46.8854444444,-4.46133333336,-34.5958888889,-35.8585555556,-13.0471111111,-33.8385555555,-22.7695555555
229.14,-26.379,-49.3203333333,-19.1045555555,-31.391372549,-50.4395555556,-8.5531111111,-36.1312222222,-34.8521111111,-17.586,-34.2125555556,-26.3786666667
229.52,-18.1208888889,-42.6547777778,-12.528,-22.6696797386,-39.8955555556,-1.3421111111,-28.9335555556,-23.9374444444,-9.69444444447,-24.8323333333,-17.0768888889
229.89,-12.4223333333,-38.3712222222,-5.72811111113,-15.0531437909,-33.5404444444,2.48444444444,-25.8798888889,-16.5628888889,-4.34788888887,-16.011,-12.4913888889
230.27,-6.15188888888,-30.3202222222,3.20155555557,-8.5816732026,-22.85,10.1696666667,-16.1331111111,-8.22333333333,2.7622222222,-9.29077777778,-5.96372222222
230.65,-1.01577777778,-24.8253333333,9.26977777779,-5.14280392157,-18.0952222222,13.6507777778,-10.1586666667,-3.04766666668,7.55577777777,-5.6508888889,-1.01583333333
231.02,6.18688888888,-15.1516666667,15.6566666667,0.53843137255,-14.899,16.9192222222,-4.48255555555,2.967,12.8155555555,-0.126444444443,2.33605555554
231.40,3.70366666666,-19.2873333334,14.7448888889,-2.17859477124,-17.8895555555,14.5354444444,-9.22422222221,-2.86511111112,11.4605555556,-1.81699999998,-1.01333333332
231.78,-8.62466666667,-32.0124444444,4.4288888889,-13.5149934641,-28.8267777778,0.466333333356,-21.9891111111,-13.8305555556,3.3411111111,-13.8305555556,-11.8492777778
232.15,-3.44311111111,-25.3521111111,11.8936666667,-3.9307385621,-23.083,4.85133333333,-19.0141111111,-5.63377777777,9.07666666668,-6.33788888889,-5.00761111111
232.53,-5.29444444443,-22.2966666667,12.4532222222,-2.03529411766,-19.5377777778,5.96577777777,-16.9276666667,-5.14533333333,11.2602222222,-4.62333333333,-3.05722222223
232.90,-0.404,-16.7002222222,12.5924444444,3.09375163398,-10.0337777778,7.87866666665,-10.6396666667,-0.00011111111,13.67,0.0674444444333,2.79466666667
233.28,-4.56355555556,-18.2537777778,8.86244444447,-0.08945098041,-12.3677777778,4.62955555556,-13.8226666667,-3.10833333333,9.72199999999,-4.96022222222,-2.01705555556
233.66,-10.5722222222,-22.4917777778,2.55877777777,-4.65423529413,-17.2391111111,-0.808,-19.6634444444,-9.09066666666,2.7611111111,-9.36033333335,-10.2021111111
234.03,-14.6341111111,-23.6451111111,-2.10022222221,-8.48094117643,-20.1897777778,-2.7778888889,-17.5474444445,-11.3821111111,-1.08400000002,-11.7208888889,-11.2465555556
234.41,-24.7756666667,-30.4346666667,-14.6998888889,-16.9610130719,-29.1925555555,-14.9066666667,-24.9826666667,-20.3588888889,-10.3521111111,-20.2208888889,-21.1869444444
234.78,-18.799,-22.6426666667,-11.2912222222,-10.8178431373,-21.7418888889,-8.88877777779,-16.6966666667,-13.8738888889,-5.40544444443,-11.1712222222,-14.6246666667
235.16,-33.2047777778,-34.939,-22.736,-21.3420915033,-32.4342222222,-20.0386666666,-26.2042222222,-25.0482222222,-16.763,-21.2587777778,-20.7130555556
235.54,-35.348,-32.2953333333,-24.6032222222,-20.0890261438,-31.8071111111,-19.8413333333,-24.7863333333,-21.6725555556,-19.0474444444,-22.0391111111,-22.3748333333
235.91,-19.8717777778,-17.0405555555,-12.9806666667,-9.9420392157,-18.6432222222,-7.63899999999,-12.3397777778,-11.6988888889,-7.63899999999,-10.8974444444,-9.42844444444
236.29,-16.5932222222,-12.6285555555,-10.9153333333,-8.63773856211,-14.929,-5.13966666667,-6.5591111111,-10.279,-5.82477777778,-6.11844444445,-6.95066666667
236.66,-9.85166666664,-5.48811111111,-6.07288888889,-2.73611764706,-10.3913333333,-0.539777777777,-2.42899999999,-3.32877777779,0.49488888889,-0.269777777767,-1.34955555556
237.04,-4.59033333333,-0.858111111109,0.514777777779,0.951483660143,-5.92011111111,3.68944444443,0.85811111111,1.41566666667,3.17433333332,4.46188888888,2.18805555556
237.41,-0.767666666667,0.121111111112,2.99,3.3798627451,-2.58577777778,6.42411111112,5.45455555555,4.08088888889,7.07066666665,7.95966666664,6.12116666667
237.79,2.03444444444,1.917,6.025,4.32434640523,-0.0784444444433,9.23322222224,7.35522222222,5.94666666667,10.4851111111,10.4852222222,8.90066666667
238.17,5.36888888889,4.13877777778,10.3655555556,6.43062091504,3.132,11.6331111111,9.28411111111,7.45722222222,13.2364444444,11.5958888889,12.1176111111
238.54,10.5104444444,8.80877777777,15.649,11.0443594771,8.54188888889,16.1827777778,13.914,11.3114444444,15.8157777778,15.5157777778,17.3339444444
238.92,9.50600000001,7.36544444444,14.9827777778,9.1316993464,8.46722222222,14.479,12.4961111111,8.8448888889,13.3458888889,12.8735555555,15.5334444444
239.29,12.2307777778,10.7951111111,17.0543333333,10.6195947712,11.9723333333,16.796,13.9534444445,10.7092222222,14.7286666667,14.2981111111,16.6236111111
239.67,11.7375555556,9.58622222221,16.7754444445,8.51107189542,11.901,16.2037777778,13.2898888889,9.28644444443,14.624,12.2821111111,17.5108888889
240.04,10.6141111111,8.25255555555,15.9335555556,8.90467320262,10.4151111111,15.0633333333,12.6772222222,8.65011111111,12.8262222222,11.7325555556,16.7785555555
240.42,9.40344444443,6.785,13.6612222222,7.26980392158,9.58577777778,14.1165555556,10.6556666667,7.28611111111,11.4981111111,10.1093333333,15.0387222222
240.79,7.72888888889,4.55122222222,11.3981111111,5.2228496732,8.56933333333,12.6486666667,9.81955555557,5.41211111111,9.14299999999,8.44611111111,12.8228888889
241.17,4.13844444444,2.07855555555,7.12399999999,2.48989542484,5.32877777778,10.1095555556,7.10511111111,2.56977777778,6.51922222223,4.7621111111,10.7143888889
