wavelength,Back_IriPorf,Belly_IriPorf,Breast_IriPorf,Crissum_IriPorf,Crown_IriPorf,DorTail_IriPorf,Patch10_IriPorf,Patch11_IriPorf,Rump_IriPorf,Throat_IriPorf,WingTip_IriPorf
334.28,8.84255555556,6.835,7.51066666667,3.45852941176,9.34588888889,7.28466666667,8.18877777778,6.095,8.29366666667,9.11722222221,8.47405555554
334.64,8.85777777778,6.62355555556,7.53255555555,3.47018954248,9.271,7.26855555555,8.14844444444,6.10077777778,8.383,9.11366666667,8.35383333333
335.01,8.82655555555,6.56533333333,7.46622222222,3.4455751634,9.15455555556,7.15366666667,8.13311111111,5.97966666667,8.28811111111,8.98677777779,8.32350000001
335.38,8.56288888889,6.27033333333,7.20388888889,3.15797385621,8.89666666666,6.92488888889,7.78811111111,5.73533333333,7.98388888889,8.71144444444,7.98911111111
335.74,8.50377777778,6.15755555556,7.17311111111,3.12615686275,8.88111111111,6.85266666667,7.72355555556,5.721,7.88622222222,8.55555555555,7.95316666666
336.11,8.35255555556,5.93277777778,7.10022222222,3.0141503268,8.817,6.73588888889,7.69044444445,5.67111111111,7.89855555556,8.51155555556,7.96383333334
336.47,8.109,5.60633333333,6.97555555556,2.90711764706,8.68722222222,6.54188888889,7.43944444445,5.47422222222,7.69055555555,8.34988888889,7.75522222223
336.84,8.15566666667,5.53422222222,7.002,2.92190849673,8.64566666667,6.52711111111,7.42177777778,5.43366666667,7.781,8.35155555555,7.68961111111
337.21,8.30288888889,5.64644444444,7.06655555556,3.02496732026,8.91466666667,6.584,7.56388888889,5.63377777778,7.90988888889,8.49944444445,7.8228888889
337.57,8.37444444445,5.69688888889,7.16855555556,3.2265620915,9.21866666667,6.73555555556,7.87977777778,5.879,7.99311111111,8.67477777778,7.99566666666
337.94,8.22022222222,5.70355555555,7.09033333333,3.20718954248,9.22555555556,6.71111111111,7.87522222222,5.92855555555,7.86311111111,8.64577777778,7.73488888888
338.31,7.94655555555,5.54822222222,6.77922222222,2.92658823529,9.03488888889,6.51866666667,7.659,5.81833333333,7.63188888889,8.41811111111,7.58755555555
338.67,8.22477777778,5.97277777778,7.06355555556,3.25077777778,9.32744444444,6.82411111111,7.98566666666,6.01911111111,7.88566666667,8.77144444445,7.93822222221
339.04,8.04844444445,5.94755555556,6.98455555555,3.18050326797,9.31933333334,6.83855555556,7.84166666667,6.08388888889,7.88055555556,8.75933333335,7.89761111111
339.40,8.38977777777,6.35255555556,7.41211111111,3.62509803922,9.70711111111,7.14244444445,8.34633333333,6.49488888889,8.21888888889,9.19422222222,8.26833333333
339.77,8.2638888889,6.31877777778,7.25411111111,3.38522222222,9.56077777778,6.84744444445,8.16111111111,6.33088888889,8.06533333333,9.14199999999,8.11916666667
340.14,8.22655555557,6.27911111111,7.25411111111,3.27755555556,9.491,6.75588888889,8.051,6.17688888889,7.94666666667,9.15888888889,8.04405555557
340.50,8.25022222223,6.34944444444,7.17066666667,3.28979738562,9.44788888889,6.77044444445,8.121,6.17766666667,8.008,9.19133333332,8.19405555554
340.87,8.33622222221,6.56933333333,7.28388888889,3.4185751634,9.56544444444,6.92077777778,8.27577777778,6.21077777778,8.08711111111,9.28133333332,8.3585
341.23,8.24877777778,6.38044444445,7.14677777778,3.36917647059,9.35555555555,6.82677777778,8.12211111111,5.99844444445,7.98644444444,9.11388888888,8.1661111111
341.60,8.39999999999,6.49988888889,7.11366666667,3.47481699346,9.33322222222,6.84866666667,8.06944444444,5.90655555555,8.14211111111,9.05022222223,8.15794444446
341.96,8.62155555554,6.67966666666,7.292,3.67346405229,9.39033333333,7.03266666667,8.19466666667,6.05855555556,8.39577777778,9.25855555556,8.26288888889
342.33,8.66066666667,6.58466666667,7.30322222222,3.61164052287,9.28644444444,6.98133333333,8.09,5.895,8.40066666667,9.20955555557,8.09983333333
342.70,8.4818888889,6.42811111111,7.14944444445,3.50570588235,9.13333333333,6.78655555555,7.89933333333,5.78077777778,8.15788888889,9.00977777778,7.90255555556
343.06,8.62233333333,6.48466666667,7.22211111111,3.56828104575,9.20188888889,6.73466666667,7.97466666667,5.78111111111,8.18222222222,8.99877777778,7.87311111112
343.43,8.5081111111,6.39588888889,7.07411111111,3.39066666667,9.083,6.69077777778,7.78366666667,5.63966666667,8.04488888889,8.84088888889,7.82483333332
343.79,8.59911111112,6.51344444444,7.21977777778,3.51856862745,9.21222222222,6.96422222222,7.92411111111,5.76755555555,8.167,8.96688888889,7.93122222222
344.16,8.62166666667,6.51322222222,7.23733333333,3.51303267974,9.20822222222,7.05011111111,7.96355555555,5.76644444445,8.198,8.93677777778,7.85749999999
344.52,8.441,6.39066666667,7.13955555556,3.42905228758,9.08888888889,6.92488888889,7.929,5.70622222222,8.06444444444,8.80555555556,7.70433333334
344.89,8.15555555556,6.18511111111,6.86244444444,3.22534640523,8.833,6.64533333333,7.72311111111,5.59755555556,7.86788888889,8.59166666666,7.42338888889
345.25,8.13611111111,6.255,6.91866666666,3.1811372549,8.85155555556,6.60377777778,7.74544444445,5.63711111111,7.84511111111,8.60822222222,7.4575
345.62,7.86277777778,6.10911111111,6.84277777778,3.02805882353,8.79111111111,6.51088888889,7.70566666667,5.53077777778,7.67388888889,8.60411111111,7.33866666667
345.99,7.88911111111,6.18088888889,6.933,3.04132026144,8.85488888889,6.60055555556,7.68333333333,5.61666666667,7.71077777778,8.65077777778,7.58216666666
346.35,7.96655555555,6.42955555556,7.08744444444,3.30156862745,9.047,6.74766666667,7.83611111111,5.93955555556,7.88766666667,8.887,7.8476111111
346.72,7.826,6.358,6.92355555556,3.08488888889,8.94288888889,6.65355555556,7.695,5.83622222222,7.711,8.72877777778,7.72805555557
347.08,7.77177777778,6.35466666667,6.90588888889,3.08802614379,8.93377777778,6.68322222222,7.57066666667,5.77333333333,7.59633333333,8.75077777778,7.75449999999
347.45,7.83055555556,6.46544444445,7.00044444444,3.23431372549,9.03766666667,6.73488888889,7.63077777778,5.90866666667,7.68888888889,8.87011111111,7.86438888889
347.81,7.86355555556,6.57088888889,7.03322222222,3.25440522876,9.04011111111,6.72122222222,7.69955555556,5.91888888889,7.71366666667,8.89788888889,7.87366666667
348.18,8.033,6.83488888889,7.207,3.41903921569,9.223,6.909,7.865,6.18288888889,7.857,9.127,8.11283333333
348.54,8.44388888889,7.23288888889,7.56455555556,3.79249019608,9.56455555556,7.191,8.06011111111,6.48955555556,8.216,9.53866666667,8.42383333332
348.91,8.5471111111,7.38611111111,7.63955555555,3.82752941177,9.67244444445,7.29655555556,8.09244444444,6.52833333333,8.34377777778,9.66466666668,8.50838888889
349.27,8.76955555557,7.721,7.78688888889,4.04701307189,9.87744444445,7.69533333333,8.30811111111,6.79188888889,8.61444444444,9.95522222221,8.69277777779
349.64,8.72066666666,7.79844444444,7.68588888889,3.93729411765,9.70822222223,7.652,8.21011111111,6.82877777778,8.53666666667,9.85644444443,8.59600000001
350.00,8.50744444444,7.70055555556,7.56044444444,3.75809803922,9.58077777778,7.49111111111,8.098,6.70811111111,8.34722222222,9.72733333333,8.43305555557
350.37,8.39877777778,7.74,7.53188888889,3.66632026144,9.54266666666,7.49455555556,8.07233333333,6.61011111111,8.28088888889,9.69211111111,8.36116666666
350.73,8.45422222222,7.80144444444,7.69055555556,3.75183660131,9.61122222223,7.53855555556,8.17744444444,6.74577777778,8.45422222222,9.80022222221,8.42466666668
351.10,8.46277777778,7.84111111111,7.82944444445,3.8021503268,9.64455555556,7.51022222222,8.29333333333,6.80777777778,8.52233333333,9.91022222223,8.53394444446
351.46,8.29644444444,7.74422222222,7.68866666667,3.61783660131,9.45633333333,7.38377777778,8.13555555556,6.62066666667,8.38255555556,9.82833333336,8.39044444443
351.83,8.31711111111,7.68222222222,7.67666666667,3.67596078431,9.38444444446,7.449,8.11611111111,6.66633333333,8.40433333333,9.88466666668,8.36094444444
352.19,8.38155555556,7.69811111111,7.77488888889,3.84098039216,9.41500000001,7.52611111111,8.22044444444,6.706,8.53311111111,9.96155555556,8.41516666666
352.55,8.23366666667,7.59077777778,7.68944444444,3.72522875817,9.33688888888,7.49177777778,8.20366666667,6.57311111111,8.47222222222,9.825,8.32600000001
352.92,8.24477777778,7.56266666667,7.696,3.67360130719,9.33233333333,7.47955555556,8.22833333333,6.54566666667,8.36144444444,9.78344444443,8.30505555557
353.28,8.27255555556,7.65688888889,7.87077777778,3.76579084968,9.42344444443,7.48177777778,8.35666666667,6.65988888889,8.426,9.77933333333,8.37299999999
353.65,8.51177777778,7.79944444444,8.15277777778,3.99341830065,9.7258888889,7.66777777778,8.54444444445,6.84711111111,8.69588888889,10.0485555556,8.5795
354.01,8.59444444445,7.81366666666,8.18744444444,4.12174509804,9.79355555554,7.70211111111,8.58044444444,6.81633333333,8.77877777778,10.1228888889,8.53711111111
354.38,8.74611111111,7.83066666667,8.24277777778,4.25510457516,9.87955555555,7.74688888889,8.68844444445,6.83,8.88222222222,10.222,8.56783333333
354.74,8.85944444444,7.88722222222,8.24077777778,4.3364248366,10.0616666667,7.85277777778,8.76155555555,6.87366666667,8.96922222222,10.3607777778,8.56222222221
355.11,8.79188888889,7.76822222222,8.07,4.24196078432,10.0335555556,7.85633333333,8.67955555556,6.77722222222,8.97111111111,10.2062222222,8.3301111111
355.47,8.875,7.84055555556,8.16655555556,4.27496078431,10.1262222222,7.92333333334,8.774,6.80777777778,9.01255555555,10.1807777778,8.34705555557
355.83,8.92555555556,7.95288888889,8.20788888889,4.3342875817,10.2862222222,7.961,8.83955555555,6.87955555556,9.00666666667,10.2537777778,8.41083333333
356.20,8.69622222222,7.88322222222,8.08466666667,4.13769934641,10.2038888889,7.757,8.70266666667,6.81322222222,8.83033333333,10.0874444444,8.28177777778
356.56,8.77588888889,7.93844444445,8.144,4.08432679739,10.2533333333,7.75177777778,8.70377777778,6.91288888889,8.79011111111,10.1715555556,8.33283333333
356.93,8.65933333333,7.81911111111,8.06911111111,4.04669281046,10.1956666667,7.66522222222,8.58066666667,6.85933333333,8.78266666667,10.1016666666,8.22938888888
357.29,8.45077777778,7.61755555556,7.83822222222,3.89411764706,10.0561111111,7.49755555555,8.37944444444,6.698,8.62266666667,10.0364444444,8.08605555557
357.66,8.31255555556,7.50266666667,7.78977777778,3.82291503268,9.9958888889,7.41855555555,8.28422222222,6.54677777778,8.48388888889,9.96899999999,8.15266666666
358.02,8.10222222222,7.30877777778,7.61644444445,3.59777777778,9.81533333333,7.26577777778,8.12322222222,6.36966666667,8.34444444445,9.81088888888,8.03916666667
358.38,7.96466666667,7.28766666667,7.60577777778,3.49281045752,9.75155555554,7.21155555556,8.04077777778,6.43522222222,8.29266666667,9.76777777778,8.0216111111
358.75,7.92733333334,7.34911111111,7.60633333333,3.47535947712,9.66244444446,7.15911111111,8.05366666667,6.37922222222,8.25377777778,9.70422222223,8.02572222223
359.11,8.00311111111,7.47977777778,7.64011111111,3.52433333333,9.71544444443,7.20522222222,8.20144444445,6.55377777778,8.25622222222,9.79677777777,8.13455555556
359.48,7.93833333334,7.45033333333,7.56044444444,3.49060784314,9.69444444444,7.159,8.24188888889,6.59722222222,8.22277777778,9.79600000001,8.09483333333
359.84,7.93433333333,7.42833333334,7.64144444445,3.51239869281,9.71166666667,7.09666666667,8.25766666667,6.58677777778,8.34433333333,9.80100000001,8.17144444444
360.20,8.168,7.58533333333,7.84122222222,3.7135751634,9.90322222222,7.28411111111,8.49511111111,6.74544444444,8.55544444444,10.0154444444,8.31272222222
360.57,8.23177777778,7.657,7.98755555556,3.8441633987,9.915,7.44055555556,8.61411111111,6.80044444445,8.67711111111,10.116,8.40966666666
360.93,8.35633333333,7.75466666667,8.06577777778,3.9441372549,9.98988888888,7.50711111111,8.72888888889,6.892,8.68955555555,10.2056666667,8.53705555554
361.29,8.34644444444,7.68422222222,8.12088888889,3.8862745098,9.94600000001,7.42733333333,8.72455555556,6.80577777778,8.62011111111,10.1345555555,8.48138888889
361.66,8.48133333333,7.78522222222,8.15266666667,3.92839869281,9.99655555557,7.48355555556,8.85377777778,6.94055555556,8.67477777778,10.1968888889,8.46961111111
362.02,8.66777777779,7.98722222222,8.342,4.13144444445,10.2315555556,7.62533333333,9.09611111111,7.16233333334,8.82488888889,10.3104444445,8.67311111112
362.39,8.71166666667,8.01955555555,8.34355555556,4.11926143791,10.2378888889,7.65266666667,9.14777777778,7.128,8.83722222222,10.322,8.65700000001
362.75,8.6601111111,7.97655555556,8.312,4.07964705882,10.2106666667,7.64333333334,9.11577777778,7.14422222222,8.80411111111,10.2878888889,8.67266666667
363.11,8.66533333333,8.02777777778,8.39811111111,4.09675163399,10.2178888889,7.67044444444,9.14088888889,7.11733333333,8.86666666667,10.3313333333,8.75605555557
363.48,8.77488888888,8.08488888889,8.48,4.15779084967,10.3043333333,7.76211111111,9.17344444445,7.17055555556,8.97577777778,10.4071111111,8.78944444443
363.84,8.76722222221,8.13322222222,8.53433333333,4.11425490196,10.3587777778,7.81088888889,9.20311111111,7.22711111111,8.94755555556,10.4293333333,8.75733333334
364.20,8.66388888889,8.12388888889,8.47022222222,4.03620915033,10.2964444444,7.72533333333,9.08822222222,7.17044444445,8.869,10.3465555556,8.65594444446
364.57,8.67011111111,8.10622222222,8.37266666667,4.01693464052,10.3438888889,7.71933333333,9.073,7.12088888889,8.84377777778,10.2556666667,8.60677777777
364.93,8.70933333333,8.17144444445,8.40066666667,4.02173202614,10.4028888889,7.79722222222,9.14677777778,7.17211111111,8.89733333333,10.2984444444,8.56516666668
365.29,8.72655555555,8.22977777778,8.36277777778,4.07922875817,10.4751111111,7.90288888889,9.18533333333,7.22733333333,8.95022222222,10.29,8.64244444444
365.66,8.44633333334,8.00944444444,8.18077777778,3.83218300654,10.237,7.67422222222,8.97633333333,6.96011111111,8.721,10.0256666667,8.36322222222
366.02,8.43655555556,7.92533333333,8.146,3.73784313726,10.1693333333,7.65555555555,8.91888888889,6.92922222222,8.67255555555,10.0073333333,8.21066666666
366.38,8.364,7.85111111111,8.10766666667,3.69430718954,10.0937777778,7.55677777778,8.86822222222,6.88988888889,8.605,9.91022222224,8.0861111111
366.75,8.42444444444,7.95055555555,8.19522222222,3.74971895425,10.2067777778,7.584,8.96744444445,6.90888888889,8.72533333334,10.004,8.09916666668
367.11,8.34677777778,7.85911111111,8.10233333333,3.62172549019,10.1173333333,7.51344444444,8.87122222222,6.81944444444,8.63733333333,9.84244444444,7.9841111111
367.47,8.13944444444,7.80711111111,8.03644444444,3.50916339869,10.0057777778,7.40766666667,8.76722222222,6.682,8.48633333333,9.72344444443,7.89872222221
367.84,8.03455555556,7.70666666667,7.97644444444,3.48762745098,9.8751111111,7.36166666667,8.72988888889,6.60277777778,8.41266666667,9.6291111111,7.81577777778
368.20,7.84077777778,7.44344444444,7.73211111111,3.27873856209,9.75977777779,7.19088888889,8.55277777778,6.422,8.182,9.42622222221,7.65194444444
368.56,7.64255555555,7.41044444444,7.64388888889,3.16500653595,9.64733333332,7.03788888889,8.45655555556,6.395,8.06022222222,9.34788888889,7.54511111111
368.93,7.59977777778,7.42366666667,7.64244444444,3.15261437908,9.63644444446,7.03422222222,8.48244444444,6.39166666667,8.045,9.29977777778,7.59522222221
369.29,7.57911111111,7.42888888889,7.61322222222,3.06166666667,9.59677777778,6.92577777778,8.44166666667,6.39244444445,7.99388888889,9.27800000001,7.48294444446
369.65,7.71955555556,7.59766666667,7.726,3.20268627451,9.761,7.07244444444,8.54844444444,6.54088888889,8.08644444444,9.401,7.6993888889
370.01,7.681,7.66933333333,7.69655555556,3.18422875817,9.74388888888,7.01733333333,8.53788888889,6.49277777778,8.03277777778,9.37655555556,7.74961111112
370.38,7.67177777778,7.63066666667,7.68088888889,3.1401372549,9.756,6.98666666667,8.49733333333,6.48388888889,7.96122222222,9.33811111112,7.83583333334
370.74,7.66366666667,7.56055555555,7.65111111111,3.07769281046,9.70566666668,6.96466666666,8.43644444444,6.50777777778,7.86222222222,9.2791111111,7.81472222222
371.10,7.71922222222,7.63477777778,7.80511111111,3.18629411765,9.83133333333,6.99566666667,8.47211111111,6.602,7.91222222222,9.38622222221,7.88005555557
371.46,7.66988888889,7.55733333333,7.71477777778,3.1163006536,9.76155555557,6.89266666667,8.36833333333,6.58044444444,7.85211111111,9.30911111112,7.82850000001
371.83,7.74655555556,7.65966666666,7.667,3.09937254902,9.82355555554,6.83577777778,8.38088888889,6.61511111111,7.83833333333,9.30566666665,7.82016666668
372.19,7.91911111111,7.85122222222,7.81777777778,3.21591503268,9.9078888889,6.92611111111,8.55288888889,6.70977777778,8.01555555556,9.45466666665,7.88777777778
372.55,7.93155555555,7.754,7.75888888889,3.17462745098,9.85688888888,6.83622222222,8.54822222222,6.62677777778,7.96977777778,9.40422222222,7.78661111111
372.92,8.01533333333,7.82477777778,7.87755555555,3.27121568628,9.99800000001,6.87155555556,8.60688888889,6.75477777778,8.08788888889,9.528,7.83272222222
373.28,8.07377777778,7.81788888889,7.94344444444,3.29441830065,10.0345555556,6.87044444444,8.59155555556,6.71177777778,8.11311111111,9.53399999999,7.8608888889
373.64,8.17533333333,7.97122222222,8.02555555556,3.41484313725,10.1546666667,6.93477777778,8.69666666667,6.84644444445,8.28355555555,9.65677777779,7.91822222222
374.00,8.05522222222,7.87733333333,7.89188888889,3.30430718954,10.0633333333,6.82477777778,8.58511111111,6.74111111111,8.21466666667,9.515,7.74533333333
374.37,7.95711111111,7.769,7.76644444444,3.19196078432,10.0337777778,6.74411111111,8.51277777778,6.63433333333,8.10355555555,9.38999999999,7.63461111111
374.73,7.828,7.64644444445,7.655,3.07058169935,9.95355555557,6.63877777778,8.45577777778,6.51166666667,8.01788888889,9.27611111112,7.51111111111
375.09,7.72377777778,7.59022222222,7.55688888889,2.97983006536,9.89788888889,6.58666666667,8.42811111111,6.49011111111,8.00388888889,9.17311111111,7.409
375.45,7.87355555556,7.67777777778,7.71755555555,3.11883660131,9.9798888889,6.69066666667,8.59322222222,6.66388888889,8.15955555556,9.21788888888,7.51144444445
375.81,7.74144444444,7.55033333333,7.65144444444,3.04513071895,9.91844444444,6.60955555555,8.51177777778,6.58788888889,8.114,9.07077777778,7.45005555556
376.18,7.67811111111,7.52411111111,7.61177777778,3.03433986928,9.88900000001,6.56533333334,8.44777777778,6.56866666667,8.05522222222,8.98455555557,7.48083333333
376.54,7.71066666666,7.569,7.64255555555,3.0765620915,9.9781111111,6.59411111111,8.46477777778,6.61711111111,8.09544444444,8.99866666667,7.55155555556
376.90,7.61855555556,7.52322222222,7.546,2.97926143791,9.86166666668,6.52133333333,8.39588888889,6.55911111111,7.98611111111,8.87466666667,7.45866666667
377.26,7.62988888889,7.55388888889,7.54644444444,3.03081699346,9.91199999999,6.55355555555,8.49477777778,6.64944444445,7.98111111111,8.843,7.46222222222
377.63,7.45966666667,7.33711111111,7.434,2.87225490196,9.78899999999,6.40144444444,8.357,6.48466666667,7.80355555556,8.59966666667,7.336
377.99,7.50266666667,7.31022222222,7.47533333333,2.8788627451,9.81099999999,6.43755555556,8.34766666667,6.51611111111,7.79533333333,8.57377777778,7.38166666667
378.35,7.63288888889,7.503,7.64944444445,3.01637254902,9.92133333332,6.53844444445,8.46766666666,6.68477777778,7.98477777778,8.66688888888,7.47972222222
378.71,7.70655555556,7.66622222222,7.75577777778,3.11608496732,10.0237777778,6.60866666667,8.528,6.80755555555,8.079,8.69155555554,7.56011111111
379.07,7.72622222222,7.67466666667,7.71911111111,3.12281045752,10.0386666667,6.59411111111,8.54388888889,6.79255555555,8.03233333333,8.66511111112,7.55722222222
379.44,7.65122222222,7.58477777778,7.66977777778,3.05187581699,10.0087777778,6.53422222222,8.43644444444,6.69688888889,7.92022222222,8.55033333334,7.46027777778
379.80,7.67122222222,7.60588888889,7.63133333333,3.0187254902,9.96622222222,6.56,8.40011111111,6.68522222222,7.87911111111,8.50011111111,7.41838888889
380.16,7.75022222222,7.71466666667,7.70333333333,3.08,10.0286666667,6.66388888889,8.47611111111,6.78166666667,7.964,8.46588888889,7.48777777778
380.52,7.72266666667,7.74188888889,7.69633333333,3.02005228758,10.0102222222,6.64855555556,8.41622222222,6.79088888889,7.91088888889,8.34633333333,7.44455555555
380.88,7.77977777778,7.75433333334,7.77166666667,3.07375163399,10.0912222222,6.67388888889,8.45155555556,6.80333333334,7.93755555556,8.28155555556,7.53361111111
381.24,7.713,7.74811111111,7.75322222222,3.04146405229,10.0577777778,6.62988888889,8.35288888889,6.77488888889,7.91922222222,8.24977777778,7.49777777778
381.61,7.85922222222,7.91055555556,7.90366666667,3.16845751634,10.1636666667,6.77566666666,8.46811111111,6.90122222222,8.056,8.35077777778,7.55472222222
381.97,7.96433333333,8.06888888889,8.02588888889,3.32403267974,10.304,6.85655555556,8.593,6.97077777778,8.17311111111,8.44466666667,7.64822222222
382.33,7.92711111111,8.01644444444,8.00677777778,3.33395424837,10.3193333333,6.86966666667,8.55477777778,6.93588888889,8.12788888889,8.36766666667,7.61872222222
382.69,7.94466666667,8.044,8.03166666667,3.33726143791,10.3548888889,6.88088888889,8.57177777778,6.90833333333,8.142,8.36111111111,7.59816666667
383.05,8.00877777778,8.12155555556,8.09288888889,3.40311111111,10.3975555556,6.91644444444,8.59455555556,6.97244444445,8.21222222222,8.35022222222,7.63477777778
383.41,8.04555555555,8.24533333333,8.09333333333,3.46862091503,10.5141111111,6.91855555556,8.629,7.00244444444,8.27366666667,8.39433333333,7.66383333333
383.77,8.086,8.293,8.14766666667,3.5326993464,10.5933333333,6.91366666667,8.71366666667,7.049,8.345,8.40866666667,7.717
384.14,8.04044444444,8.21477777778,8.11188888889,3.45763398693,10.5427777778,6.82366666667,8.71533333333,6.99522222222,8.26944444445,8.34522222222,7.65488888889
384.50,7.96122222222,8.16,8.04433333333,3.44230065359,10.46,6.75088888889,8.65466666667,6.91266666667,8.22988888889,8.28433333333,7.605
384.86,7.81288888889,8.043,7.86844444444,3.2967124183,10.3363333333,6.59866666667,8.51744444444,6.80855555555,8.12611111111,8.10444444445,7.43127777778
385.22,7.83255555556,8.10733333333,7.90111111111,3.32695424836,10.3843333333,6.605,8.56877777778,6.83222222222,8.17922222222,8.07477777778,7.4495
385.58,7.79322222222,8.12822222222,7.91166666667,3.34818300654,10.3944444444,6.57722222222,8.55211111111,6.83377777778,8.18933333333,8.04122222222,7.45444444445
385.94,7.72966666666,8.10777777778,7.88777777778,3.30810457516,10.373,6.53277777778,8.52144444444,6.84544444444,8.15988888889,8.01277777778,7.42905555556
386.30,7.71577777778,8.05333333333,7.815,3.2432875817,10.3272222222,6.44155555555,8.45344444444,6.78588888889,8.11911111111,7.91744444444,7.39277777778
386.66,7.685,8.01644444444,7.786,3.22639215686,10.2932222222,6.40077777778,8.43644444444,6.81822222222,8.07188888889,7.84488888889,7.38983333333
387.03,7.59733333333,7.95466666667,7.73133333334,3.15775163399,10.2672222222,6.34366666667,8.38533333334,6.74722222222,8.02055555556,7.80988888889,7.31377777778
387.39,7.60366666667,7.98233333333,7.72444444445,3.15397385621,10.258,6.34033333333,8.42444444445,6.75111111111,8.049,7.75555555556,7.32733333333
387.75,7.63388888889,8.01655555555,7.75177777778,3.18120261438,10.296,6.34866666667,8.39188888889,6.74833333333,8.10088888889,7.75644444444,7.32488888889
388.11,7.61633333333,7.99166666666,7.73333333333,3.18421568627,10.3285555555,6.37044444444,8.33122222222,6.73911111111,8.10788888889,7.72622222222,7.26227777778
388.47,7.73155555556,8.10977777778,7.874,3.22403921569,10.4568888889,6.43611111111,8.419,6.83722222222,8.15877777778,7.75344444444,7.34377777778
388.83,7.769,8.20488888889,7.97822222222,3.27532679738,10.5471111111,6.50566666667,8.45322222222,6.84466666667,8.20966666667,7.81733333334,7.43383333333
389.19,7.69511111111,8.13566666667,7.88033333333,3.17437908497,10.4987777778,6.42777777778,8.36988888889,6.761,8.13955555556,7.68377777778,7.38394444445
389.55,7.632,8.06333333333,7.74244444444,3.05936601307,10.4464444444,6.33633333333,8.26888888889,6.69633333333,8.01988888889,7.57744444445,7.28661111111
389.91,7.58677777778,8.03177777778,7.70222222222,2.98407843137,10.4311111111,6.29555555556,8.206,6.64466666667,7.97811111111,7.46366666667,7.26983333333
390.27,7.55388888889,8.06577777778,7.71433333333,2.99113071895,10.4527777778,6.29566666667,8.24544444444,6.644,7.97488888889,7.46977777778,7.2665
390.63,7.49622222222,8.03855555555,7.65433333333,2.96277777778,10.4362222222,6.25944444444,8.18688888889,6.58455555556,7.92477777778,7.43255555556,7.22477777778
391.00,7.46922222222,8.02266666667,7.64633333333,2.93188888889,10.433,6.21844444444,8.12488888889,6.60955555556,7.87744444444,7.36888888889,7.22211111111
391.36,7.425,7.98622222222,7.64488888889,2.87494771242,10.4,6.19244444444,8.10422222222,6.59966666667,7.81533333333,7.33022222222,7.22644444445
391.72,7.38666666667,8.00244444444,7.632,2.86193464052,10.4074444444,6.20611111111,8.10055555556,6.60055555556,7.73377777778,7.28588888889,7.21905555556
392.08,7.33955555555,7.99411111111,7.61633333333,2.83707189542,10.4146666667,6.14733333333,8.07511111111,6.59244444445,7.70222222222,7.234,7.207
392.44,7.31144444445,7.97922222222,7.59288888889,2.81643137255,10.405,6.14233333333,8.04111111111,6.55555555555,7.72,7.19011111111,7.14494444445
392.80,7.40466666667,8.10222222222,7.68288888889,2.89105882353,10.5032222222,6.20377777778,8.14022222222,6.64444444444,7.80588888889,7.27177777778,7.21211111111
393.16,7.50055555555,8.24833333333,7.78711111111,3.02130718954,10.6136666667,6.33222222222,8.25122222222,6.74055555555,7.90188888889,7.36477777778,7.33544444444
393.52,7.52466666667,8.32366666667,7.84866666667,3.09956862745,10.6802222222,6.39188888889,8.32733333334,6.83433333333,7.98055555556,7.408,7.37666666667
393.88,7.54433333334,8.36666666667,7.86033333333,3.12122222222,10.7027777778,6.40311111111,8.34088888889,6.88288888889,7.98833333333,7.43444444445,7.36361111111
394.24,7.566,8.43111111111,7.86333333333,3.12940522876,10.7504444444,6.44277777778,8.32422222222,6.90744444444,8.01788888889,7.45211111111,7.34172222222
394.60,7.66444444444,8.54644444444,7.96911111111,3.24792810457,10.871,6.52977777778,8.40411111111,6.981,8.13455555556,7.51033333333,7.447
394.96,7.717,8.62633333333,8.00655555556,3.33280392157,10.9126666667,6.59822222222,8.47822222222,6.98966666667,8.19988888889,7.52055555556,7.53088888889
395.32,7.74633333333,8.73544444443,8.08822222222,3.40802614379,10.9925555556,6.65188888889,8.51688888889,7.02088888889,8.27977777778,7.53122222222,7.54811111111
395.68,7.67711111111,8.71055555554,8.07444444445,3.34524183007,10.9952222222,6.61366666667,8.46655555556,6.98366666667,8.26633333333,7.43955555555,7.51483333333
396.04,7.74233333333,8.79577777778,8.13377777778,3.41247712418,11.0773333333,6.69477777778,8.49266666667,7.02266666667,8.31822222222,7.47522222222,7.59544444444
396.40,7.709,8.7608888889,8.09033333333,3.42337254902,11.0958888889,6.66633333333,8.49466666667,7.03188888889,8.30288888889,7.43055555555,7.63633333333
396.76,7.57533333333,8.64144444445,7.97,3.33205882353,11.0008888889,6.55933333334,8.36133333333,6.92922222222,8.16555555556,7.25255555556,7.51172222222
397.12,7.47566666667,8.53833333333,7.90688888889,3.23117647059,10.9231111111,6.44755555555,8.27622222222,6.83822222222,8.07644444444,7.13055555556,7.40333333333
397.48,7.42155555556,8.46744444444,7.85366666667,3.13637908497,10.8734444444,6.35411111111,8.17944444445,6.74766666667,8.00366666667,6.97488888889,7.36866666667
397.84,7.40988888889,8.46411111111,7.83955555556,3.14403267974,10.8863333333,6.35055555556,8.193,6.72811111111,8.01077777778,6.89266666667,7.33305555555
398.20,7.36922222222,8.45444444445,7.86555555555,3.11703921569,10.8744444444,6.32822222222,8.19744444445,6.72744444444,7.96,6.80866666667,7.34844444444
