wavelength,Back_ChlNitm,Belly_ChlNitm,Breast_ChlNitm,Crissum_ChlNitm,Crown_ChlNitm,DorTail_ChlNitm,Patch10_ChlNitm,Patch11_ChlNitm,Patch12_ChlNitm,Patch13_ChlNitm,Patch14_ChlNitm,Rump_ChlNitm,Throat_ChlNitm,WingTip_ChlNitm
571.13,54.5257777778,3.56977777778,7.00277777778,10.5173333334,40.7941111111,5.94522592592,5.04105555556,7.07133333333,2.83755555556,10.095,8.92055555555,13.6905555555,29.9734444444,7.88255555556
571.47,54.402,3.59833333333,7.01955555555,10.4634444445,40.7697777778,5.96337777778,5.05955555556,7.05361111111,2.856,10.1472222222,8.91444444445,13.6306666667,30.0285555556,7.93288888889
571.81,54.1942222222,3.59966666667,7.00611111111,10.3895555556,40.6932222222,5.97962592593,5.03511111111,7.02377777778,2.87588888889,10.1836666667,8.88133333333,13.5445555556,30.0597777778,7.93822222222
572.15,54.0665555556,3.60977777778,6.99266666666,10.313,40.6644444445,5.98643703704,5.02444444444,7.00811111111,2.86855555555,10.2031111111,8.85811111111,13.4647777778,30.1051111111,7.93833333333
572.49,53.9477777778,3.65877777778,7.00322222222,10.3021111111,40.625,6.01357407408,5.04466666667,6.99861111111,2.91533333333,10.2528888889,8.84722222222,13.3982222222,30.1224444444,7.99711111111
572.83,53.7304444445,3.66733333333,6.95266666667,10.2143333333,40.5547777778,5.97403703704,5.00194444444,6.93433333333,2.90811111111,10.2651111111,8.79933333333,13.2975555556,30.1542222222,7.99388888889
573.17,53.4614444444,3.70044444444,6.93566666667,10.1482222222,40.4402222222,5.98928148148,5.00927777778,6.89494444445,2.92622222222,10.2761111111,8.78811111111,13.2013333333,30.1576666667,7.99677777778
573.51,53.397,3.69633333333,6.93077777778,10.0793333333,40.4406666667,5.99311111111,4.991,6.83316666667,2.93866666666,10.3072222222,8.71788888889,13.1446666667,30.2338888889,8.02088888889
573.85,53.2495555556,3.68022222222,6.89677777778,10.0031111111,40.3655555556,5.99308148148,4.96238888889,6.77505555556,2.91933333333,10.3081111111,8.68533333333,13.0571111111,30.2752222222,8.024
574.19,53.1191111111,3.67988888889,6.883,9.94266666667,40.3306666667,5.99314074074,4.93,6.73338888889,2.914,10.3474444444,8.65888888889,12.9826666667,30.3518888889,8.01111111111
574.53,52.9047777778,3.663,6.82766666667,9.84633333333,40.2607777778,5.95778148148,4.87411111111,6.652,2.89877777778,10.335,8.57611111111,12.8685555555,30.3475555556,7.982
574.87,52.693,3.611,6.75122222222,9.73700000001,40.1294444444,5.90592962963,4.8035,6.54977777778,2.85188888889,10.2887777778,8.48266666667,12.746,30.3213333333,7.91755555556
575.21,52.4995555556,3.59922222222,6.701,9.65666666666,40.0452222222,5.90407037037,4.78044444445,6.46577777778,2.82811111111,10.2962222222,8.41844444444,12.663,30.3625555555,7.89544444445
575.55,52.4398888889,3.665,6.74788888889,9.65855555556,40.0976666667,5.93664444444,4.80777777778,6.48022222222,2.89266666667,10.3608888889,8.45977777778,12.6565555556,30.4687777778,7.95533333334
575.89,52.335,3.68077777778,6.75944444444,9.63388888889,40.0806666667,5.94788518519,4.79427777778,6.42811111111,2.92811111111,10.4045555555,8.42544444444,12.6135555556,30.5446666667,7.98277777778
576.22,52.1837777778,3.68133333333,6.71755555556,9.55955555557,40.019,5.94338148148,4.751,6.3795,2.91233333333,10.42,8.40544444444,12.5572222222,30.5961111111,7.993
576.56,52.0614444445,3.702,6.75155555555,9.5441111111,39.963,5.97227037037,4.77716666667,6.357,2.969,10.457,8.39911111111,12.4926666667,30.612,8.01244444444
576.90,52.0496666667,3.70088888889,6.74422222222,9.49755555555,39.9731111111,5.97781481481,4.75683333333,6.30233333333,2.97522222222,10.4772222222,8.37266666667,12.45,30.7037777778,8.03377777778
577.24,51.8725555555,3.69777777778,6.67711111111,9.43766666666,39.8944444445,5.96981851852,4.70377777778,6.26688888889,2.93133333333,10.4627777778,8.348,12.3566666667,30.7058888889,8.01822222222
577.58,51.7155555556,3.68322222222,6.65122222222,9.39044444443,39.865,5.95082592592,4.65572222222,6.20011111111,2.92622222222,10.4521111111,8.29155555555,12.2713333334,30.7401111111,8.01688888889
577.92,51.6262222222,3.68511111111,6.61355555555,9.34777777779,39.8685555556,5.92242962963,4.613,6.13394444445,2.94188888889,10.461,8.24377777778,12.1977777778,30.7653333333,8.03977777778
578.26,51.5051111111,3.68111111111,6.61511111111,9.32233333333,39.8218888889,5.90705555556,4.60883333333,6.1035,2.95655555556,10.5056666667,8.25644444444,12.1393333333,30.8341111111,8.04966666667
578.60,51.3866666667,3.68477777778,6.62355555556,9.269,39.8043333333,5.89840740741,4.58955555556,6.07144444445,2.97966666667,10.5341111111,8.24644444445,12.0634444445,30.8978888889,8.063
578.94,51.2875555555,3.71411111111,6.65344444444,9.23388888888,39.7783333333,5.91900740741,4.59833333333,6.06927777778,3.06144444445,10.5866666667,8.25733333333,12.0362222222,30.952,8.11833333333
579.28,51.1475555555,3.68422222222,6.6,9.15233333333,39.7146666667,5.89916296297,4.59211111111,5.97861111111,3.06488888889,10.6071111111,8.19533333333,11.9572222222,30.952,8.09944444444
579.61,50.9901111111,3.63088888889,6.52911111111,9.062,39.63,5.82624444444,4.54027777778,5.87127777778,3.03844444445,10.5904444445,8.10722222222,11.827,30.9527777778,8.06944444445
579.95,50.728,3.63022222222,6.52055555556,9.00944444444,39.5043333333,5.79418518518,4.52333333333,5.78483333333,3.05444444444,10.5756666667,8.00955555556,11.7057777778,30.907,8.04
580.29,50.5812222222,3.63655555555,6.50933333333,8.95333333333,39.4878888889,5.79374074074,4.53344444444,5.7475,3.04966666667,10.6038888889,7.98311111111,11.6447777778,30.9697777778,8.05488888889
580.63,50.4323333333,3.66933333333,6.539,8.93588888888,39.4216666667,5.79637407407,4.56877777778,5.73411111111,3.099,10.6852222222,7.96955555555,11.6005555556,30.9811111111,8.07544444444
580.97,50.2686666667,3.68366666667,6.55477777778,8.93088888889,39.3201111111,5.78667037037,4.59833333333,5.70627777778,3.13811111111,10.7405555555,7.95466666667,11.5655555556,31.0576666667,8.08977777778
581.31,50.1996666667,3.73844444444,6.57888888889,8.91544444444,39.2842222222,5.83635185185,4.63938888889,5.70227777778,3.198,10.8293333333,7.972,11.5876666666,31.1444444444,8.13588888889
581.65,49.97,3.73488888889,6.55722222222,8.81422222221,39.1403333333,5.85135185185,4.63311111111,5.63872222222,3.18788888889,10.8227777778,7.94422222222,11.5208888889,31.1025555556,8.116
581.98,49.8212222222,3.79066666666,6.57088888889,8.79577777779,39.0688888889,5.89485925926,4.65377777778,5.63872222222,3.26211111111,10.8617777778,7.93,11.5065555555,31.0561111111,8.14311111111
582.32,49.6634444445,3.79688888889,6.55344444444,8.72966666667,38.9961111111,5.9048,4.64333333333,5.60338888889,3.26311111111,10.897,7.88722222222,11.4836666667,31.1162222222,8.11566666667
582.66,49.5698888889,3.814,6.56288888889,8.70833333333,38.9827777778,5.90430740741,4.62644444444,5.59811111111,3.26577777778,10.9441111111,7.84811111111,11.4337777778,31.1563333333,8.10311111111
583.00,49.4538888889,3.82133333333,6.56888888889,8.65600000001,38.8833333333,5.9137962963,4.59927777778,5.54988888889,3.26355555556,10.9506666667,7.80866666667,11.36,31.1908888889,8.10444444445
583.34,49.2943333333,3.89611111111,6.61555555556,8.6768888889,38.8583333333,5.99881851852,4.66666666667,5.5925,3.31077777778,11.0504444444,7.89777777778,11.4135555556,31.2334444444,8.18033333333
583.68,49.2112222222,3.87211111111,6.59311111111,8.58766666665,38.8198888889,6.00991481482,4.66883333333,5.569,3.31322222222,11.0807777778,7.92944444444,11.3677777778,31.3257777778,8.16922222222
584.01,49.0924444444,3.84766666667,6.52,8.53222222222,38.7242222222,5.99164814815,4.60988888889,5.51088888889,3.29644444444,11.0753333334,7.89655555555,11.3188888889,31.3182222222,8.15422222222
584.35,48.9887777778,3.85611111111,6.52033333333,8.48433333333,38.719,6.01423703704,4.60233333333,5.49333333333,3.32977777778,11.075,7.92155555556,11.3105555555,31.3766666667,8.20844444445
584.69,48.9241111111,3.82533333333,6.49033333333,8.38822222222,38.7231111111,5.99292962963,4.56466666667,5.41972222222,3.32266666667,11.0675555556,7.87988888889,11.2214444444,31.409,8.19111111111
585.03,48.6994444444,3.776,6.39533333334,8.282,38.584,5.93431111111,4.50338888889,5.29994444444,3.27711111111,11.0137777778,7.76844444444,11.0922222222,31.3505555556,8.14133333333
585.37,48.5538888889,3.72955555556,6.37177777778,8.21833333333,38.5273333333,5.90805185185,4.43244444445,5.22527777778,3.26155555556,11.0315555555,7.70077777778,11.0308888889,31.4426666667,8.13133333333
585.70,48.428,3.69788888889,6.37944444444,8.15544444445,38.4924444444,5.90302962963,4.41244444444,5.16388888889,3.241,11.0155555556,7.68133333333,10.9994444445,31.5451111111,8.14788888889
586.04,48.3855555556,3.73722222222,6.36466666667,8.20577777778,38.5,5.94711481481,4.46722222222,5.17188888889,3.28055555555,11.0932222222,7.71955555555,11.0097777778,31.5975555555,8.24622222222
586.38,48.2316666667,3.69266666667,6.30411111111,8.15766666667,38.43,5.91924444444,4.43611111111,5.05677777778,3.27877777778,11.068,7.68422222222,10.9237777778,31.6071111111,8.257
586.72,48.0845555556,3.70633333333,6.28611111111,8.18422222222,38.4175555556,5.94120370371,4.46588888889,5.09411111111,3.30766666667,11.1417777778,7.69511111111,10.9257777778,31.6333333333,8.30155555556
587.06,48.0093333333,3.72322222222,6.30377777778,8.14366666667,38.3507777778,5.94879259259,4.45016666667,5.09233333333,3.33166666667,11.1361111111,7.65411111111,10.8904444444,31.6578888889,8.31133333333
587.39,47.9547777778,3.75877777778,6.31255555556,8.13744444444,38.3324444445,5.98024444444,4.48083333333,5.06322222222,3.36033333333,11.1728888889,7.63033333333,10.8807777778,31.7022222222,8.34655555556
587.73,47.8442222222,3.77644444444,6.33488888889,8.11266666667,38.2551111111,5.9942962963,4.47416666667,5.04394444444,3.37266666667,11.2211111111,7.59266666667,10.838,31.7408888889,8.35166666667
588.07,47.7033333333,3.81033333333,6.34855555556,8.11222222222,38.1983333333,6.02268888889,4.48066666667,5.044,3.38677777778,11.2594444445,7.57022222222,10.783,31.7733333333,8.362
588.41,47.5721111111,3.754,6.33433333333,8.06455555555,38.1183333333,6.02765555556,4.45544444444,5.00466666667,3.34844444445,11.2376666667,7.52566666666,10.7353333334,31.8195555556,8.35722222222
588.74,47.5026666667,3.77844444445,6.39311111111,8.07755555556,38.0806666667,6.05281851852,4.50233333333,5.03205555556,3.38022222222,11.3063333333,7.57522222222,10.7165555555,31.8663333333,8.38833333333
589.08,47.4748888889,3.777,6.40288888889,8.06833333333,38.0412222222,6.07189259259,4.54633333333,5.02338888889,3.39155555556,11.3225555556,7.60411111111,10.6927777778,31.8671111111,8.41222222222
589.42,47.3787777778,3.79388888889,6.35055555556,8.04111111111,37.9417777778,6.06366296296,4.53088888889,5.00177777778,3.36288888889,11.3655555555,7.58155555556,10.6187777778,31.9011111111,8.40544444445
589.76,47.2652222222,3.77022222222,6.33944444445,7.98844444444,37.8323333333,6.04613703704,4.50877777778,4.9725,3.356,11.3444444444,7.53688888889,10.5485555556,31.8598888889,8.4
590.09,47.1672222222,3.76477777778,6.31677777778,7.90977777778,37.7461111111,6.0429037037,4.48577777778,4.97022222222,3.31533333333,11.3558888889,7.49722222222,10.505,31.8646666667,8.39333333333
590.43,46.9758888889,3.73944444445,6.268,7.808,37.584,6.00887407407,4.43894444444,4.84327777778,3.25755555555,11.3063333334,7.42266666667,10.4105555555,31.8557777778,8.33877777778
590.77,46.7976666667,3.70622222222,6.19011111111,7.72288888889,37.4607777778,5.98277407407,4.43788888889,4.75472222222,3.20666666667,11.2923333334,7.36766666666,10.3188888889,31.816,8.32033333334
591.11,46.7032222222,3.70755555556,6.20133333333,7.69355555555,37.3832222222,5.98722222222,4.44561111111,4.76377777778,3.215,11.3158888889,7.36888888889,10.2832222222,31.8315555556,8.32733333333
591.44,46.5935555556,3.74733333333,6.23644444444,7.68766666666,37.3587777778,6.03335925926,4.47872222222,4.76294444444,3.26855555556,11.379,7.39955555555,10.2863333333,31.8968888889,8.385
591.78,46.4548888889,3.69188888889,6.189,7.62133333333,37.2326666667,6.04552962963,4.45461111111,4.70433333333,3.24577777778,11.3747777778,7.36355555556,10.241,31.9253333333,8.35722222222
592.12,46.3288888889,3.75622222222,6.17011111111,7.61677777778,37.1756666667,6.05171111111,4.46072222222,4.70677777778,3.28911111111,11.4318888889,7.37777777778,10.2258888889,31.9065555555,8.38544444445
592.46,46.245,3.78422222222,6.175,7.60466666667,37.2008888889,6.12448518518,4.45027777778,4.73422222222,3.31566666667,11.5027777778,7.38333333333,10.2472222222,32.0231111111,8.46355555556
592.79,46.1364444444,3.83011111111,6.18822222222,7.61088888889,37.1472222222,6.15115185185,4.51005555556,4.75894444445,3.31244444444,11.5488888889,7.37933333333,10.2377777778,32.1211111111,8.495
593.13,45.9925555556,3.74833333333,6.10177777778,7.521,37.0006666667,6.07699259259,4.43594444444,4.66,3.24177777778,11.4957777778,7.28988888889,10.1271111111,32.065,8.43644444444
593.47,45.8542222222,3.76333333333,6.10133333333,7.45011111111,36.9511111111,6.09156296296,4.40733333333,4.613,3.24166666667,11.5173333333,7.26444444445,10.0625555556,32.1704444444,8.43333333333
593.80,45.6966666667,3.73811111111,6.06388888889,7.43955555556,36.8372222222,6.09562962963,4.39722222222,4.57083333333,3.22988888889,11.5094444444,7.27288888889,10.0,32.1981111111,8.41166666667
594.14,45.549,3.70122222222,6.03588888889,7.39222222222,36.7273333333,6.07721851852,4.36122222222,4.53844444444,3.19633333333,11.4737777778,7.24222222222,9.91722222221,32.1413333333,8.40933333333
594.48,45.3987777778,3.66755555556,6.00755555556,7.35266666667,36.626,6.07055555556,4.31455555556,4.49972222222,3.20711111111,11.464,7.20422222222,9.86222222223,32.1746666667,8.39711111111
594.81,45.2795555556,3.67055555556,5.98633333333,7.35688888889,36.5864444444,6.11617037037,4.30094444444,4.49705555556,3.23677777778,11.4868888889,7.18822222222,9.8411111111,32.2247777778,8.41744444444
595.15,45.0505555556,3.53677777778,5.82333333333,7.19288888889,36.3751111111,5.99057407407,4.19277777778,4.35366666667,3.082,11.3511111111,7.05355555556,9.66277777778,32.1336666667,8.29722222222
595.49,44.8931111111,3.50922222222,5.76144444444,7.14733333333,36.2564444444,5.9370962963,4.16716666667,4.30755555556,3.04344444445,11.3587777778,7.00366666667,9.57855555557,32.0721111111,8.28766666667
595.82,44.9085555556,3.48755555556,5.76122222222,7.11277777778,36.2392222222,5.94975555556,4.15433333333,4.28188888889,3.02366666667,11.3948888889,6.97733333333,9.546,32.1582222222,8.31333333333
596.16,44.8333333333,3.414,5.67477777778,7.02911111111,36.0806666667,5.8975962963,4.09161111111,4.21405555555,2.959,11.3148888889,6.87733333333,9.42700000001,32.1134444444,8.23011111111
596.50,44.7542222222,3.39333333334,5.631,7.01133333334,36.0327777778,5.87413333333,4.0245,4.183,2.94722222222,11.3114444445,6.84033333333,9.33911111111,32.0735555556,8.207
596.83,44.6666666667,3.38877777778,5.64788888889,6.96844444444,35.995,5.88901481482,4.03711111111,4.17188888889,2.97188888889,11.2943333333,6.834,9.29277777777,32.0921111111,8.21177777778
597.17,44.6596666667,3.351,5.65277777778,6.94066666667,35.9898888889,5.88592592592,4.02216666667,4.14183333333,2.949,11.3142222222,6.81433333333,9.26355555557,32.1182222222,8.19022222222
597.51,44.6232222222,3.36966666667,5.69611111111,6.94366666667,35.9667777778,5.8957,4.04338888889,4.14044444444,2.98033333333,11.3321111111,6.80722222222,9.23944444445,32.1062222222,8.22022222222
597.84,44.7297777778,3.45911111111,5.76766666667,7.01666666667,36.0677777778,5.97514444445,4.12577777778,4.21911111111,3.07622222222,11.4468888889,6.86955555556,9.30644444443,32.2987777778,8.29522222222
598.18,44.7303333333,3.48211111111,5.80833333333,7.03222222222,36.0675555556,6.03364444444,4.158,4.26122222222,3.10966666667,11.503,6.90477777778,9.28744444445,32.3748888889,8.31266666667
598.52,44.651,3.46744444445,5.81733333333,6.99322222222,36.0016666667,5.99074814815,4.14111111111,4.22288888889,3.06344444444,11.4981111111,6.87766666667,9.23444444444,32.3778888889,8.31322222222
598.85,44.6367777778,3.47255555556,5.86577777778,6.97666666667,36.0013333333,6.00698888889,4.14155555555,4.23494444445,3.08255555556,11.5433333333,6.85866666667,9.21722222222,32.4114444445,8.32911111111
599.19,44.6357777778,3.43233333333,5.82022222222,6.895,35.9884444444,5.94438518519,4.07688888889,4.17605555555,3.03322222222,11.4906666667,6.783,9.12977777778,32.4471111111,8.27277777778
599.53,44.5163333333,3.43377777778,5.83444444445,6.86888888889,35.9113333333,5.93848888889,4.12666666667,4.19433333333,3.03155555556,11.4835555556,6.78888888889,9.07288888888,32.4172222222,8.28277777778
599.86,44.3323333333,3.39022222222,5.81144444445,6.79,35.8215555556,5.84602962963,4.08338888889,4.128,2.96922222222,11.4625555556,6.73544444445,8.97244444446,32.3998888889,8.25088888889
600.20,44.2124444445,3.28088888889,5.71288888889,6.62444444445,35.6581111111,5.74710740741,3.99383333333,4.00961111111,2.84622222222,11.3577777778,6.62377777778,8.85866666666,32.3512222222,8.17866666667
600.53,44.0043333333,3.21688888889,5.623,6.51955555555,35.4995555555,5.67583333333,3.92361111111,3.95655555556,2.76066666667,11.3301111111,6.51744444444,8.78500000001,32.3011111111,8.10088888889
600.87,43.8231111111,3.13366666667,5.48077777778,6.41033333333,35.2952222222,5.59757037037,3.83688888889,3.86461111111,2.66766666667,11.2217777778,6.43777777778,8.64722222223,32.204,8.03977777778
601.21,43.7318888889,3.09,5.38888888889,6.33388888889,35.1815555556,5.56114814815,3.77144444445,3.787,2.637,11.1998888889,6.37055555556,8.54855555554,32.2497777778,8.01044444444
601.54,43.5253333333,3.01733333333,5.30533333333,6.21044444444,34.992,5.50361851852,3.68322222222,3.69583333333,2.55166666667,11.1444444444,6.30222222222,8.43444444446,32.1678888889,7.94044444444
601.88,43.4427777778,2.94955555556,5.20311111111,6.12211111111,34.8685555556,5.42011481482,3.59616666667,3.60261111111,2.45811111111,11.0981111111,6.20222222222,8.34833333333,32.1323333334,7.88933333333
602.21,43.3415555556,2.93777777778,5.162,6.06211111111,34.7737777778,5.3980962963,3.5875,3.5725,2.41666666667,11.1077777778,6.16555555556,8.30588888888,32.1283333333,7.87
602.55,43.3173333333,2.94411111111,5.14133333333,6.06922222222,34.673,5.42433333333,3.59433333333,3.56705555556,2.43377777778,11.1232222222,6.18455555556,8.28522222223,32.2018888889,7.899
602.88,43.1995555556,2.91488888889,5.133,6.03844444444,34.5327777778,5.43382962963,3.594,3.57311111111,2.42455555555,11.1326666666,6.18922222222,8.27955555555,32.1704444444,7.92977777778
603.22,43.108,2.91577777778,5.09211111111,6.01533333333,34.4298888889,5.4136962963,3.56144444444,3.52022222222,2.40433333333,11.133,6.14044444445,8.23233333334,32.1753333333,7.87955555555
603.56,43.119,2.97766666667,5.14344444444,6.06077777778,34.4152222222,5.50345185185,3.61016666667,3.56866666667,2.47355555556,11.2026666666,6.20311111111,8.29144444446,32.2606666667,7.92666666667
603.89,43.0906666667,3.05333333333,5.21944444444,6.10822222222,34.4178888889,5.60885925926,3.68816666667,3.62527777778,2.58022222222,11.2887777778,6.25177777778,8.31266666668,32.3375555556,7.99477777778
604.23,43.178,3.13877777778,5.30044444444,6.20233333333,34.4773333333,5.71895185185,3.77272222222,3.69733333333,2.67077777778,11.3995555555,6.35444444444,8.37611111111,32.4505555555,8.10677777778
604.56,43.1965555555,3.19066666667,5.36922222222,6.22822222222,34.501,5.76412962963,3.81683333333,3.73038888889,2.70911111111,11.4828888889,6.36266666667,8.39866666668,32.5317777778,8.14211111111
604.90,43.1387777778,3.18533333333,5.36533333333,6.18988888889,34.4598888889,5.74059259259,3.81255555556,3.75655555556,2.67133333333,11.5138888889,6.36133333333,8.39766666668,32.5105555555,8.14655555555
605.23,43.0502222222,3.07855555555,5.27033333334,6.08122222222,34.353,5.64856666667,3.71061111111,3.63905555555,2.589,11.4348888889,6.26577777778,8.28366666666,32.4598888889,8.05411111111
605.57,42.9755555556,3.09588888889,5.29655555555,6.08,34.3392222222,5.65296666667,3.71566666667,3.637,2.57222222222,11.445,6.27866666667,8.27544444444,32.4418888889,8.06677777778
605.90,42.9427777778,3.09211111111,5.30033333333,6.06811111111,34.2694444445,5.68511851852,3.68483333333,3.63427777778,2.57133333333,11.4514444444,6.28622222222,8.24477777779,32.4153333333,8.07377777778
606.24,42.884,3.10266666667,5.33088888889,6.08833333333,34.306,5.70122222222,3.71155555556,3.67938888889,2.56277777778,11.4777777778,6.29788888889,8.25522222221,32.4258888889,8.11077777778
606.58,42.816,3.13855555556,5.36111111111,6.11066666667,34.2778888889,5.74468148148,3.73572222222,3.70333333333,2.573,11.5173333333,6.29911111111,8.24599999999,32.4642222222,8.12166666666
606.91,42.7643333333,3.13944444444,5.37877777778,6.12488888889,34.2494444444,5.78238888889,3.743,3.70444444444,2.58911111111,11.5464444444,6.32844444444,8.23322222223,32.4847777778,8.16722222222
607.25,42.5728888889,3.08622222222,5.30077777778,6.02488888889,34.1113333333,5.70572592592,3.68983333333,3.6335,2.54377777778,11.5056666667,6.25244444445,8.12911111112,32.3874444445,8.11944444444
607.58,42.532,3.08411111111,5.27522222222,6.00622222222,34.0625555556,5.67430740741,3.64916666667,3.62122222222,2.50855555556,11.5085555555,6.25944444444,8.14044444443,32.3918888889,8.132
607.92,42.361,2.97066666667,5.17933333333,5.90755555556,33.9144444444,5.5692,3.55055555556,3.481,2.39655555556,11.4497777778,6.15911111111,8.03477777779,32.2921111111,8.06133333333
608.25,42.257,2.96244444444,5.16011111111,5.91677777778,33.8316666667,5.56703333333,3.56344444445,3.48572222222,2.40177777778,11.4246666666,6.16866666667,8.022,32.2622222222,8.07111111111
608.59,42.1823333334,2.97588888889,5.20522222222,5.93477777778,33.792,5.61666296296,3.60977777778,3.47194444445,2.43811111111,11.4642222222,6.16211111111,8.02777777777,32.2938888889,8.09744444444
608.92,42.1553333333,3.05277777778,5.28044444444,6.00455555556,33.804,5.68883703704,3.73583333333,3.58266666667,2.51588888889,11.5596666667,6.22422222222,8.08433333333,32.381,8.20266666667
609.26,42.0674444444,3.03577777778,5.25877777778,5.97766666667,33.7196666667,5.66421481481,3.732,3.55,2.53633333333,11.5445555556,6.17877777778,8.01599999999,32.4191111111,8.17322222222
609.59,42.0241111111,3.04755555556,5.24222222222,5.99477777778,33.7365555556,5.67017407408,3.76455555556,3.55333333333,2.57188888889,11.5792222222,6.15866666667,7.99055555556,32.462,8.18111111111
609.93,41.9965555556,3.09766666667,5.24811111111,6.009,33.737,5.68904814815,3.80938888889,3.56933333333,2.64166666667,11.6491111111,6.18722222222,8.01011111111,32.4721111111,8.20344444445
610.26,41.9391111111,3.11022222222,5.28033333333,5.98788888889,33.7544444444,5.6874037037,3.81605555555,3.5515,2.68844444444,11.6834444444,6.182,7.96511111111,32.4855555555,8.20088888889
610.60,41.894,3.116,5.29322222222,5.97966666667,33.7506666666,5.69631851852,3.817,3.564,2.70722222222,11.6963333333,6.17133333333,7.96622222221,32.4767777778,8.22411111111
610.93,41.9314444445,3.12844444445,5.27988888889,5.98655555555,33.7788888889,5.69788518519,3.82683333333,3.53322222222,2.71244444444,11.6762222222,6.17988888889,7.94533333335,32.5344444444,8.212
611.27,41.7868888889,3.063,5.21433333334,5.92744444444,33.6831111111,5.62887407408,3.789,3.4465,2.657,11.6536666667,6.09111111111,7.82144444445,32.4411111111,8.12111111111
611.60,41.7428888889,3.08933333333,5.20033333333,5.90177777778,33.6634444444,5.60484444444,3.796,3.46888888889,2.66388888889,11.6326666667,6.04377777778,7.78322222221,32.4471111111,8.09433333333
611.93,41.6297777778,3.04966666667,5.137,5.84422222222,33.5691111111,5.55128888889,3.72888888889,3.441,2.62155555556,11.6127777778,5.98344444445,7.71644444445,32.4211111111,8.04766666667
612.27,41.5398888889,2.95933333333,5.04922222222,5.75233333333,33.5078888889,5.44955925926,3.62022222222,3.36472222222,2.53066666667,11.5366666667,5.91477777778,7.61355555557,32.3733333334,7.97655555556
612.60,41.5604444445,2.97577777778,5.084,5.78377777778,33.5721111111,5.47628148148,3.593,3.34416666667,2.52011111111,11.5886666667,5.94122222222,7.64455555557,32.4118888889,7.97633333333
612.94,41.5855555555,2.95877777778,5.04666666667,5.76222222222,33.529,5.43928888889,3.56233333333,3.32122222222,2.504,11.5803333333,5.93633333333,7.62355555556,32.4074444445,7.96833333334
613.27,41.4936666667,2.906,5.03277777778,5.72122222222,33.4524444445,5.36170740741,3.48577777778,3.28377777778,2.43311111111,11.5268888889,5.90166666667,7.57755555555,32.4037777778,7.91466666667
613.61,41.3857777778,2.82033333333,4.96255555556,5.63533333333,33.2841111111,5.29392222222,3.31138888889,3.13544444444,2.32611111111,11.4411111111,5.78677777778,7.44566666666,32.3226666667,7.84488888889
613.94,41.4226666667,2.81622222222,4.90677777778,5.65477777778,33.246,5.27912962963,3.26138888889,3.07033333333,2.256,11.4403333334,5.77855555556,7.4431111111,32.3521111111,7.836
614.28,41.3238888889,2.78033333334,4.80766666667,5.56555555555,33.1495555556,5.19778518519,3.156,2.97411111111,2.144,11.411,5.66855555556,7.352,32.3538888889,7.735
614.61,41.1966666667,2.72822222222,4.75833333333,5.55033333334,33.0877777778,5.17043333333,3.07866666667,2.9385,2.07855555556,11.436,5.61944444444,7.29633333333,32.2347777778,7.70111111111
614.94,41.1526666667,2.77333333334,4.786,5.60266666667,33.0697777778,5.20798518519,3.08694444444,3.00338888889,2.13255555556,11.4598888889,5.62977777778,7.32622222222,32.2596666667,7.74077777778
615.28,41.1422222222,2.877,4.89488888889,5.67111111111,33.0788888889,5.35391851852,3.15155555556,3.10505555556,2.23455555556,11.5321111111,5.74544444445,7.386,32.3467777778,7.83122222222
615.61,41.0676666667,2.94355555556,4.92288888889,5.69288888889,33.1164444445,5.4236,3.203,3.13972222222,2.26555555556,11.5996666667,5.79877777778,7.40144444444,32.3011111111,7.90922222222
615.95,41.0133333333,3.02522222222,4.92011111111,5.73777777778,33.0516666666,5.484,3.22472222222,3.18138888889,2.28655555556,11.638,5.83477777778,7.41388888889,32.3213333333,7.94588888889
616.28,40.8912222222,3.03166666667,4.86177777778,5.68755555556,32.95,5.43821111111,3.18105555556,3.17183333333,2.27911111111,11.5743333333,5.78455555556,7.358,32.3203333333,7.92633333333
616.61,40.8206666667,3.078,4.90933333333,5.73488888889,32.9706666667,5.52953333333,3.23394444445,3.22722222222,2.30855555556,11.6622222222,5.82522222222,7.45088888889,32.2961111111,8.01022222222
616.95,40.7996666667,3.12655555556,4.90411111111,5.73566666667,32.9641111111,5.59651481481,3.29516666667,3.24794444444,2.34555555556,11.7313333334,5.86144444444,7.48644444444,32.3514444444,8.02933333333
617.28,40.7865555555,3.17377777778,4.90455555556,5.75422222222,32.9631111111,5.64116666667,3.38727777778,3.26866666667,2.36944444444,11.7504444444,5.91355555556,7.52677777778,32.3757777778,8.03011111111
617.62,40.6882222222,3.22066666667,4.91766666667,5.75077777778,32.9033333333,5.66191851852,3.40805555555,3.33388888889,2.43955555556,11.758,5.93511111111,7.54588888889,32.3657777778,8.05666666667
617.95,40.5618888889,3.25911111111,4.94888888889,5.71233333333,32.8072222222,5.69914444445,3.43605555555,3.37377777778,2.48844444444,11.7536666667,5.96166666667,7.57355555556,32.3171111111,8.06511111111
618.28,40.5988888889,3.38311111111,5.10133333334,5.79155555556,32.8702222222,5.81482592593,3.56994444444,3.507,2.57855555556,11.8617777778,6.05233333333,7.694,32.4452222222,8.18755555555
