wavelength,Back_PieCinf,Belly_PieCinf,Breast_PieCinf,Crissum_PieCinf,Crown_PieCinf,DorTail_PieCinf,Patch10_PieCinf,Rump_PieCinf,Throat_PieCinf,WingTip_PieCinf
558.87,16.5166666667,45.7532,32.07,48.7272,16.7875333333,12.3312,10.9654,18.3285333333,45.9721333333,13.3002
559.21,16.4778666667,45.7328666666,32.0769333333,48.7349333333,16.758,12.2914,10.9372666667,18.2946666667,45.9755333333,13.2792
559.55,16.5012666667,45.7560666667,32.1036,48.7883333333,16.7712666667,12.3238666667,10.9584666667,18.3125333333,45.9915333333,13.3102
559.89,16.5051333333,45.7891333333,32.1181333334,48.7835333333,16.7870666667,12.3343333333,10.9591333333,18.3166666667,46.0107333333,13.3272666667
560.23,16.4878666667,45.7485333333,32.0888,48.7450666667,16.7601333333,12.3116666666,10.9366666667,18.3035333333,45.9462,13.3060666667
560.58,16.4880666667,45.7858,32.0961333333,48.7557333333,16.75,12.3126666667,10.9353333333,18.3036666667,45.9522666666,13.319
560.92,16.5132666667,45.8372666666,32.1151333333,48.7761333333,16.7800666667,12.3381333333,10.9555333333,18.3274,45.9882666667,13.3548666667
561.26,16.5121333333,45.8363333333,32.1203333333,48.7639333333,16.7906666667,12.3525333333,10.9594,18.3302,45.9992666667,13.3660666667
561.60,16.5233333333,45.8405333333,32.1454666667,48.7878666667,16.7833333333,12.3562666667,10.951,18.3233333333,46.0134,13.3673333333
561.94,16.5312666667,45.8457333333,32.147,48.8065333333,16.7813333333,12.3656,10.9508,18.3418666667,46.0085333333,13.3848
562.28,16.5286,45.8674,32.1997333333,48.8716666667,16.7967333333,12.3826666667,10.9559333333,18.3635333333,46.0444666667,13.3968
562.62,16.5343333334,45.8804666667,32.2156,48.8802666667,16.7965333333,12.3804,10.9663333333,18.3771333333,46.0568666667,13.4266
562.96,16.5694,45.922,32.2231333333,48.8976,16.8358,12.4203333333,11.0006,18.4256666667,46.0605333333,13.4624
563.30,16.5895333333,45.9172,32.2556666667,48.9058,16.873,12.4442666667,11.0176666667,18.4526666667,46.0688,13.4764666667
563.64,16.635,45.961,32.3058666667,48.9694666667,16.9047333333,12.4756,11.0420666667,18.4625333333,46.1177333333,13.4932
563.99,16.6368,46.0092,32.3432666667,49.0274666667,16.9318,12.4978,11.0487333333,18.4838,46.1582666667,13.5129333333
564.33,16.6295333333,45.9444,32.3329333334,48.9851333333,16.8960666667,12.4842666667,11.025,18.4681333334,46.0875333333,13.4989333333
564.67,16.6396666667,45.9226,32.3373333333,48.994,16.8900666667,12.4973333333,11.0264666667,18.4722,46.0912666667,13.496
565.01,16.6423333333,45.9008666667,32.3173333333,49.0212,16.8953333333,12.4944666667,11.0215333333,18.4623333333,46.0716666667,13.4842
565.35,16.6127333333,45.9410666667,32.3139333333,49.0607333333,16.8868,12.4711333333,11.0069333333,18.464,46.0894,13.4714
565.69,16.6345333333,45.9738,32.3426666666,49.0874666667,16.9017333333,12.4759333333,11.0264,18.4802666667,46.1057333333,13.4722
566.03,16.6635333333,45.9918,32.3430666667,49.1057333333,16.9188,12.489,11.0228,18.4858,46.0938,13.4769333333
566.37,16.6544,45.9338,32.2980666667,49.0555333333,16.9041333333,12.4769333333,11.0155333333,18.4585333334,46.0496,13.4651333333
566.71,16.6844666667,45.962,32.3304666667,49.1084666666,16.9232666667,12.4998666667,11.0458666667,18.4765333333,46.1080666667,13.4866
567.05,16.7079333333,45.9937333333,32.3435333333,49.1332666667,16.9443333333,12.52,11.0814,18.5006,46.1324,13.5167333333
567.39,16.7056,45.9837333334,32.3284666667,49.1196666667,16.9410666667,12.5158666667,11.0880666667,18.506,46.0923333333,13.5355333333
567.73,16.7431333333,46.0165333333,32.3486666667,49.1514,16.9676666667,12.5359333333,11.123,18.5491333333,46.1178666667,13.5714
568.07,16.7521333333,46.0362666667,32.3491333333,49.1565333333,16.9870666666,12.546,11.1334,18.5598666667,46.1504,13.5714666667
568.41,16.7413333333,46.0469333333,32.3420666667,49.1656,16.9838666667,12.5316666667,11.1106,18.5413333333,46.1452,13.5816
568.75,16.724,46.0388666667,32.3366666667,49.1396666667,16.9633333333,12.5059333333,11.0863333333,18.5154666667,46.1246666667,13.5572666666
569.09,16.7598666667,46.0462,32.3514,49.13,16.9811333333,12.5304666667,11.0971333333,18.53,46.1075333333,13.5812666667
569.43,16.774,46.0672,32.3642,49.1402,17.0025333333,12.547,11.1066666667,18.5328666667,46.1083333333,13.6009333333
569.77,16.7718666667,46.0699333333,32.3794,49.1316,16.9994666667,12.5636,11.1138,18.5592666667,46.1180666667,13.6278
570.11,16.8008,46.1337333333,32.4282666667,49.1802666667,17.0171333334,12.5935333333,11.12,18.5804,46.1446666667,13.6396666667
570.45,16.7938,46.1216,32.4212,49.1522,16.9904,12.5761333333,11.0936666667,18.5715333333,46.1007333333,13.6386
570.79,16.7677333333,46.1008,32.3854,49.1101333333,16.9522,12.5614666667,11.0545333333,18.5454666667,46.052,13.6262
571.13,16.7428,46.0784666667,32.3451333333,49.0929333333,16.9223333333,12.5339333333,11.0129333333,18.5204,46.0298,13.5785333333
571.47,16.7095333333,46.0081333333,32.3176,49.0268,16.8996,12.5156666667,10.9842,18.4731333333,45.9769333333,13.5552
571.81,16.7164,46.0461333333,32.3186666667,49.0454666666,16.9101333333,12.5373333333,10.9938666667,18.4884666667,45.9974666667,13.5738666667
572.15,16.7244666667,46.0318,32.3070666667,49.0236,16.9248666667,12.5444,11.0230666667,18.513,45.9786,13.5888666667
572.49,16.7513333333,46.0648,32.3466666667,49.0574,16.9504,12.5866666667,11.0409333333,18.5532,46.0213333333,13.6186666667
572.83,16.7382,46.0172,32.3114,49.0174,16.9287333333,12.5763333333,11.0358666667,18.5290666667,45.9782666667,13.6034666667
573.17,16.7282666667,46.0031333333,32.3154,49.0171333333,16.9256,12.5877333333,11.034,18.536,45.9848666667,13.5992666667
573.51,16.7250666666,45.9969333333,32.295,49.0315333333,16.9155333333,12.5647333333,11.0144,18.5145333333,45.9746666667,13.5716
573.85,16.7144666667,46.0202666667,32.3105333333,49.0392,16.9286666667,12.5605333333,11.0346666667,18.5114,46.0052666667,13.5938
574.19,16.7130666667,46.0179333333,32.2960666667,49.0561333333,16.9441333333,12.532,11.0205333333,18.4953333333,46.0328666667,13.5734666667
574.53,16.7188666667,46.0523333333,32.3248666666,49.1076,16.9652666667,12.5348666667,11.0259333333,18.496,46.078,13.5640666667
574.87,16.7296666667,46.0515333333,32.3515333333,49.0988666667,16.9798666667,12.5387333333,11.0425333333,18.5084,46.0997333333,13.5899333334
575.21,16.7471333333,46.1194666667,32.3755333333,49.175,16.9966666667,12.5406666667,11.0546,18.5340666667,46.1500666667,13.6107333334
575.55,16.7533333333,46.141,32.4132,49.2211333333,17.0119333333,12.5494,11.0714,18.5359333333,46.184,13.6357333333
575.89,16.7626,46.1623333334,32.4224666666,49.2526666667,17.0113333333,12.533,11.0626666667,18.5304666666,46.1962666666,13.6172666667
576.22,16.7710666667,46.2132,32.4118666667,49.277,17.0153333333,12.5018666667,11.0664,18.5268666667,46.2159333333,13.6207333333
576.56,16.7734666667,46.218,32.4286666667,49.3088666667,17.0295333333,12.4896666667,11.0673333333,18.5345333333,46.2466666667,13.6182
576.90,16.7796666666,46.2027333333,32.4314,49.3008666667,17.0336,12.4870666667,11.0924,18.5447333333,46.2336,13.6466
577.24,16.7836666666,46.2116,32.4499333333,49.3083333333,17.0395333333,12.4982,11.1145333333,18.5392,46.2462,13.6566
577.58,16.8068,46.2341333333,32.4648666666,49.3611333333,17.0554666667,12.502,11.1278666667,18.5712,46.2662666667,13.6575333333
577.92,16.8352,46.3225333333,32.5298,49.4395333333,17.0866,12.567,11.1814,18.6208666667,46.3157333333,13.7059333333
578.26,16.8358,46.3052666667,32.5232,49.4216666667,17.0867333333,12.5735333333,11.2152666667,18.6487333333,46.3051333333,13.7280666667
578.60,16.8496,46.3282,32.5196666667,49.4681333333,17.1074666667,12.5879333333,11.2477333333,18.6704,46.3278,13.7444
578.94,16.8739333333,46.353,32.5425333333,49.5218666667,17.1014666667,12.6085333333,11.2730666667,18.6786666666,46.3704666667,13.7594
579.28,16.8788666667,46.3285333333,32.5214,49.4895333333,17.1030666667,12.5889333333,11.2802,18.6778,46.3443333333,13.7458
579.61,16.8718666666,46.3404,32.5580666667,49.5170666667,17.1113333333,12.6192,11.286,18.6906666666,46.3750666667,13.7641333333
579.95,16.8650666667,46.2654666667,32.5502,49.4852,17.1036666667,12.6512,11.3106,18.6986,46.3205333333,13.7858
580.29,16.888,46.3245333333,32.5876,49.5078,17.1218,12.6964,11.3589333333,18.7414666667,46.3742666667,13.8262666667
580.63,16.9121333333,46.412,32.6212,49.5814666667,17.1632,12.7146,11.3838,18.7530666667,46.4264666667,13.8191333333
580.97,16.8968,46.4103333333,32.6386,49.5917333333,17.1579333333,12.7104666667,11.3760666667,18.7386,46.4123333333,13.8104666667
581.31,16.8582666667,46.3043333333,32.5742666667,49.5146666667,17.1228666667,12.6918,11.3429333333,18.7118666667,46.3284,13.7897333333
581.65,16.8561333333,46.2544,32.5377333333,49.4982,17.1129333333,12.6836,11.3421333333,18.7243333333,46.3006,13.7978666667
581.98,16.8743333333,46.2790666667,32.537,49.5034666667,17.1391333333,12.691,11.3482666667,18.7374,46.3292666667,13.8170666667
582.32,16.9006666667,46.298,32.5655333333,49.5195333333,17.1572,12.7260666667,11.3829333333,18.7631333333,46.3428,13.8358
582.66,16.9305333333,46.3084,32.5944666667,49.5166,17.1843333333,12.7561333333,11.4217333333,18.7901333333,46.3706,13.849
583.00,16.9220666667,46.2865333333,32.5988,49.5122666667,17.1834,12.7808666667,11.4398666667,18.7928666667,46.3416,13.8560666667
583.34,16.9387333333,46.2774666667,32.5802,49.5186666667,17.1716,12.7711333333,11.4568,18.7965333333,46.3564666667,13.8479333333
583.68,16.9900666667,46.3438,32.6139333333,49.5516666667,17.2092,12.7861333333,11.4797333333,18.8270666666,46.431,13.8674
584.01,17.0026666667,46.3847333333,32.6199333333,49.6012,17.2202666667,12.7968,11.4797333333,18.8206,46.4517333333,13.8760666667
584.35,16.9906666666,46.3318,32.5943333333,49.5419333333,17.2102666667,12.7864666666,11.4858,18.8345333333,46.447,13.9034
584.69,17.0398666667,46.3892,32.6344,49.5993333333,17.2712666667,12.8400666667,11.5528,18.8965333333,46.5309333333,13.9656666667
585.03,17.0726,46.4789333333,32.6748666667,49.6744666667,17.3213333333,12.8870666667,11.6167333333,18.9288666667,46.6316666667,13.9997333333
585.37,17.058,46.4677333333,32.6735333333,49.64,17.3162666667,12.8716666667,11.6115333333,18.8911333333,46.5994,13.9728666667
585.70,17.0698666666,46.488,32.7033333333,49.6904666667,17.3147333333,12.876,11.6132666667,18.8862666667,46.6064666667,13.955
586.04,17.078,46.5351333333,32.7446666667,49.7292,17.3296,12.8810666666,11.6108666667,18.8992666667,46.663,13.9809333333
586.38,17.0838,46.534,32.7137333333,49.7356666667,17.3312,12.8829333333,11.5974666667,18.9043333333,46.6446,14.0119333333
586.72,17.1553333333,46.6636666667,32.793,49.8704,17.4240666667,12.9378,11.6376,18.9744666667,46.765,14.0666666667
587.06,17.1501333333,46.7135333333,32.7953333333,49.8898,17.4120666667,12.9311333333,11.6187333333,18.9556,46.7815333333,14.0617333333
587.39,17.1165333333,46.7594,32.8145333333,49.9186666667,17.3920666667,12.9224,11.6060666667,18.9612,46.8008,14.0546666667
587.73,17.1169333333,46.7531333333,32.7960666667,49.9141333333,17.395,12.9138,11.5686,18.952,46.7774666667,14.0426666667
588.07,17.1388,46.8018,32.8236666667,49.9822,17.4046,12.9425333333,11.5642666667,18.9645333333,46.8256666667,14.0603333333
588.41,17.1757333333,46.8796,32.8391333333,50.047,17.4296,12.9493333333,11.5659333333,19.0,46.8748,14.0749333333
588.74,17.1602,46.8557333334,32.8314666667,50.0336,17.3964,12.9140666667,11.4941333333,18.9515333333,46.8122,14.0727333333
589.08,17.1795333333,46.9032,32.869,50.0876666667,17.3984666667,12.9189333333,11.4852,18.9742666667,46.8698,14.1014
589.42,17.1999333333,46.9307333333,32.8991333333,50.1174,17.4200666667,12.9319333333,11.4871333333,19.0059333333,46.8924666667,14.1228666667
589.76,17.1578,46.8532666667,32.8508,50.0371333333,17.3903333333,12.9134,11.4414666667,18.9834666667,46.7924666667,14.1039333333
590.09,17.2200666667,46.9350666667,32.9283333333,50.0941333333,17.4707333333,12.9920666667,11.507,19.0581333334,46.854,14.1716
590.43,17.1482666667,46.8102,32.8360666667,49.9828666666,17.3542666667,12.908,11.4263333333,18.9737333333,46.7516666667,14.0950666667
590.77,17.1643333333,46.8406666666,32.876,50.0019333333,17.3994,12.9214,11.4562,19.0088,46.7697333333,14.1206
591.11,17.1701333333,46.8108666667,32.8419333333,49.9975333333,17.4006666667,12.9075333333,11.4438666667,18.9938666667,46.7213333333,14.1084666667
591.44,17.2116,46.8174666667,32.8948666667,50.0172666667,17.4443333333,12.9522,11.4997333333,19.0338,46.7444,14.1498666667
591.78,17.234,46.8177333333,32.9126,50.0448,17.4660666667,12.9666,11.4894666667,19.0444,46.7412,14.174
592.12,17.2158,46.7472,32.8868666667,49.9819333333,17.4394,12.9725333333,11.4848,19.0231333333,46.6932,14.1823333333
592.46,17.2682,46.8453333334,32.9313333333,50.0368666667,17.4748,13.0195333333,11.524,19.0901333333,46.7898666667,14.2064
592.79,17.2798666667,46.8246666667,32.9089333333,50.0066666667,17.5108,13.0514,11.5492666667,19.1082,46.7622,14.2239333333
593.13,17.2932,46.8405333333,32.9063333333,49.9999333333,17.5136666667,13.0707333333,11.5724,19.1263333333,46.7500666666,14.2622666667
593.47,17.3703333333,46.9126666667,32.9568,50.0841333333,17.5462666667,13.1051333333,11.613,19.1433333333,46.7980666667,14.3006666667
593.80,17.3357333333,46.9410666667,32.9320666667,50.0850666667,17.5044666667,13.0412666667,11.5504,19.0940666667,46.823,14.261
594.14,17.3562666667,47.0198,32.9618,50.1129333333,17.5432,13.0646666667,11.5538666667,19.1302666667,46.8206666667,14.2766666667
594.48,17.3628,46.9563333333,32.9317333333,50.0752,17.5347333333,13.0688666667,11.5461333333,19.1264666667,46.7680666667,14.2998666667
594.81,17.4077333333,46.9732666667,32.9656,50.081,17.5708666667,13.1212,11.5617333333,19.1561333333,46.7888,14.3445333333
595.15,17.3510666667,46.9428666667,32.9132666667,50.0322666667,17.5048,13.0720666667,11.4918666667,19.1224666666,46.722,14.3155333333
595.49,17.3458666667,46.9704,32.9208666667,49.9982,17.5045333333,13.0686666667,11.4882666667,19.1312666667,46.7054666667,14.3150666667
595.82,17.3554,46.9869333333,32.9409333333,50.0071333333,17.5088666667,13.0565333333,11.4839333333,19.1486666667,46.6953333333,14.2959333333
596.16,17.3766666667,46.9714,32.9545333333,49.9953333333,17.5184666667,13.0609333333,11.5134,19.1630666667,46.6374666667,14.3174666667
596.50,17.4105333333,47.0163333333,33.0100666667,50.0581333333,17.5358,13.0904666667,11.5372666667,19.2032,46.6711333333,14.3509333333
596.83,17.3706,46.9929333333,32.9790666667,50.0434,17.5021333333,13.0538,11.4854,19.1552,46.6564,14.3138666667
597.17,17.3071333333,46.9573333333,32.9463333333,49.9929333333,17.4672666667,13.0298666667,11.4489333333,19.1480666667,46.6167333333,14.2658666667
597.51,17.3021333333,46.929,32.9447333333,49.9767333333,17.473,13.0282,11.4655333333,19.1452666667,46.5778,14.2608666667
597.84,17.3230666667,46.9278666666,32.9793333333,50.0194,17.4902666667,13.0552,11.4866666667,19.1498666667,46.6302666667,14.3025333333
598.18,17.347,46.9736,33.0217333334,50.0746666666,17.5053333333,13.0765333334,11.5116,19.167,46.6925333334,14.3173333333
598.52,17.3124666667,46.9724,33.0218666667,50.1094,17.4763333333,13.0582666667,11.5052666667,19.1592666667,46.6963333333,14.3028666667
598.85,17.3648666666,47.0382666667,33.0935333333,50.2005333333,17.5246666667,13.1069333334,11.5724,19.1985333333,46.7982,14.3593333334
599.19,17.3646,46.9966,33.0761333333,50.2076,17.5007333333,13.1034,11.5768666667,19.1706666667,46.7676,14.3424666667
599.53,17.3412666667,46.9853333333,33.0520666667,50.2184,17.4922666667,13.0821333334,11.5602666667,19.1334666667,46.7851333333,14.333
599.86,17.3248,46.9777333333,33.0549333333,50.2208,17.4968,13.0825333333,11.5396666667,19.1173333333,46.8035333333,14.306
600.20,17.3219333334,46.9828666667,33.0512,50.2006666667,17.4784666667,13.0584666667,11.5198666667,19.0834666666,46.7978,14.3024
600.53,17.3713333333,46.9969333333,33.0985333333,50.2409333333,17.5238666667,13.0879333333,11.5492666667,19.1266,46.8326,14.3412
600.87,17.4766,47.112,33.1868,50.3573333334,17.6260666667,13.1746666667,11.6508,19.2146,46.9767333333,14.4476
601.21,17.5106666667,47.1122,33.2056666667,50.4046,17.6540666666,13.2189333333,11.6390666667,19.2564,46.9743333333,14.4408666667
601.54,17.5450666667,47.1734666667,33.2185333333,50.4246,17.6790666667,13.2503333333,11.671,19.3068,46.9968,14.4764
601.88,17.566,47.2233333333,33.2448666667,50.4599333333,17.7169333333,13.2814666667,11.6516,19.3398,46.9734666667,14.5114666667
602.21,17.6286666667,47.2821333333,33.2706,50.4474,17.7554666667,13.3046666667,11.6682,19.3728666667,46.9926,14.5413333333
602.55,17.6418666667,47.3015333333,33.2444666667,50.4275333333,17.7573333333,13.2896666666,11.6578666667,19.3753333333,46.9315333333,14.5474666667
602.88,17.6747333333,47.3985333333,33.2851333333,50.5052,17.7961333333,13.3226666667,11.6855333333,19.4416666667,47.0338666667,14.5981333334
603.22,17.7314666667,47.5132666667,33.3684666667,50.5804,17.8615333333,13.3785333333,11.7127333333,19.5222,47.1014666667,14.6706
603.56,17.7347333333,47.5078,33.3632,50.5769333333,17.8667333333,13.3792,11.7068,19.533,47.0846,14.7142
603.89,17.7301333333,47.4888,33.3546,50.5613333333,17.8719333333,13.3910666667,11.7126666667,19.5317333333,47.0736666667,14.7126
604.23,17.7458666667,47.5246,33.3532,50.5442,17.8641333334,13.4124666666,11.7396666667,19.5491333333,47.0873333334,14.725
604.56,17.7259333334,47.4952666667,33.3218666667,50.5250666667,17.8286666667,13.3794,11.7091333333,19.5254666667,47.0352,14.7076
604.90,17.7162666667,47.5028666667,33.3309333333,50.496,17.8150666667,13.3702,11.7039333333,19.5315333333,47.0426666667,14.7186
605.23,17.7154,47.535,33.3452,50.5344666667,17.822,13.3689333333,11.7056,19.5479333334,47.0728,14.7261333333
605.57,17.7185333333,47.5184,33.343,50.4878666667,17.8257333334,13.3597333333,11.7439333333,19.5653333333,47.0687333333,14.7264
605.90,17.7374,47.5264,33.3951333333,50.5460666667,17.8656666667,13.4015333333,11.7835333333,19.6076,47.1241333333,14.7546
606.24,17.7564666667,47.5721333333,33.4536666667,50.6027333333,17.9146,13.4350666667,11.8045333333,19.6588666667,47.2136,14.7704
606.58,17.7265333333,47.5551333333,33.4392,50.5948666667,17.9054,13.4097333333,11.7890666667,19.6208666667,47.1624666666,14.7298
606.91,17.7359333333,47.5142666667,33.4355333333,50.6192666667,17.9097333333,13.4158,11.7852666667,19.5942,47.1438666667,14.7232
607.25,17.7208666667,47.4948666667,33.423,50.6213333333,17.9106666667,13.4019333333,11.784,19.5824666667,47.1629333333,14.6955333333
607.58,17.7424666667,47.5436,33.4352666666,50.6465333333,17.9452,13.4344,11.8203333333,19.6437333333,47.1780666667,14.727
607.92,17.7373333333,47.4958666667,33.4145333333,50.6192,17.9335333333,13.4455333334,11.8079333333,19.6286,47.1299333333,14.7276666667
608.25,17.7321333333,47.494,33.4105333333,50.6151333333,17.9521333333,13.4598666667,11.8354666667,19.6078,47.1298,14.7313333333
608.59,17.7462,47.5190666667,33.4123333333,50.6298,17.9666666667,13.4716,11.8966,19.6123333333,47.1482,14.7678666667
608.92,17.7388,47.4163333333,33.3502666667,50.5515333333,17.9469333333,13.4567333333,11.9318666667,19.5798,47.1011333333,14.7487333333
609.26,17.7331333333,47.4150666667,33.3331333333,50.5683333333,17.9223333333,13.4686666666,11.9627333333,19.5672,47.127,14.7554
609.59,17.7021333333,47.3928,33.2858,50.5129333333,17.882,13.4444666667,11.984,19.5408666667,47.0911333334,14.7542
609.93,17.7204,47.3890666667,33.2896666667,50.5240666667,17.8884,13.4843333333,12.0525333333,19.5568666667,47.1200666667,14.7834666667
610.26,17.7378666666,47.3583333333,33.2782666667,50.4756,17.9056,13.5138666667,12.1235333333,19.5656,47.1293333333,14.8421333333
610.60,17.7098,47.3056666667,33.2259333333,50.3819333333,17.8729333333,13.5124666667,12.1862666667,19.5684666667,47.0938,14.8429333333
610.93,17.7705333333,47.4074666667,33.3010666667,50.4923333333,17.905,13.5769333333,12.2786,19.6264,47.2186,14.9028
611.27,17.7562666667,47.3722,33.2911333333,50.4600666667,17.8776666667,13.5572,12.309,19.5818666666,47.2364666667,14.9034666666
611.60,17.7412,47.3929333333,33.2899333333,50.5074,17.9083333333,13.5512666667,12.3627333333,19.5956,47.2827333333,14.9148
611.93,17.7182666667,47.3372666667,33.2403333333,50.459,17.8700666667,13.528,12.3445333333,19.5705333333,47.2578,14.9016
612.27,17.6831333333,47.2442,33.1875333333,50.38,17.8326666667,13.4956,12.3208,19.5296,47.1510666667,14.8684
612.60,17.7164,47.3221333333,33.2675333334,50.4497333333,17.8855333333,13.5558,12.3361333333,19.5727333333,47.1974666667,14.9134666667
612.94,17.7154,47.3354666667,33.2865333333,50.4765333333,17.9090666667,13.5710666667,12.3358,19.5834666667,47.2134666667,14.9400666667
613.27,17.7758666667,47.3705333333,33.3426,50.5336666667,17.978,13.6330666667,12.3968666667,19.6277333333,47.2645333333,15.0007333333
613.61,17.7257333333,47.3268,33.2727333333,50.4696,17.8800666667,13.5532,12.3102,19.5264666667,47.1578,14.9425333333
613.94,17.7514,47.3885333333,33.3462666667,50.5987333333,17.892,13.5604,12.276,19.5614666667,47.2366,14.9344
614.28,17.7802,47.4438666667,33.3738,50.6497333333,17.9196666667,13.5888666667,12.2817333333,19.5874,47.2635333333,14.9692
614.61,17.7712,47.4121333333,33.3083333334,50.5771333333,17.918,13.5824666667,12.2584,19.579,47.1761333333,14.9470666667
614.94,17.7317333333,47.3486,33.2676,50.5724666667,17.8735333333,13.5567333333,12.1866,19.5332666667,47.1045333333,14.9061333333
615.28,17.7925333334,47.4196666667,33.3458666667,50.6608,17.9186,13.5867333333,12.1957333333,19.5670666667,47.1814666667,14.9695333333
615.61,17.8419333333,47.4693333334,33.4268666667,50.7014,17.9678666667,13.6454,12.2438666667,19.6233333333,47.2272,15.0442
615.95,17.8932666667,47.6169333333,33.5343333333,50.8667333333,18.0387333333,13.7109333333,12.2709333333,19.7102,47.3774,15.0805333333
616.28,17.8730666667,47.6858666667,33.5657333333,50.9424,18.0086666667,13.6701333333,12.2364666667,19.6837333333,47.4141333333,15.0659333333
616.61,17.8938,47.7040666667,33.5587333333,50.9346,18.0298,13.6715333333,12.2182666667,19.6914,47.3934666667,15.0348666667
616.95,17.852,47.6834,33.5101333333,50.9039333333,17.9678666667,13.5983333333,12.1384,19.6370666667,47.3362666667,14.9784
617.28,17.8664,47.7286,33.5543333333,50.9611333333,18.0303333333,13.6170666667,12.1768,19.6875333333,47.3994666667,15.0173333333
617.62,17.848,47.7330666667,33.512,50.882,18.0242,13.6237333333,12.1744666667,19.6654,47.3625333333,15.0145333333
617.95,17.8756666667,47.7908666667,33.5456,50.9426,18.0376,13.6224,12.1578666667,19.6838666667,47.4205333333,15.0041333333
618.28,17.8387333333,47.7523333333,33.5444,50.9138,18.0024,13.5723333333,12.1034,19.6429333333,47.3842,14.9687333333
618.62,17.8694,47.825,33.6016666667,50.9792666667,18.0210666667,13.6108,12.1292,19.6692,47.4294666667,15.0108666667
618.95,17.8276666667,47.7988666667,33.5694666667,50.9304,17.9630666667,13.5767333333,12.0868,19.6284666667,47.3629333333,14.9646666667
619.28,17.8408666667,47.8467333333,33.5844666667,50.9797333333,17.9924666667,13.6058666667,12.0851333333,19.6738666667,47.3792666667,14.9718
619.62,17.8712,47.8366666667,33.5893333333,50.9689333333,18.0025333333,13.6248666667,12.112,19.6628666666,47.3946666667,15.0108
619.95,17.8847333333,47.7852666667,33.5535333333,50.9084,17.9948666666,13.6458666667,12.1230666667,19.6694,47.3574,14.9942666667
620.28,17.8699333333,47.7357333333,33.5625333333,50.9216,17.9844,13.6407333333,12.0927333333,19.6698,47.3587333333,15.0015333333
620.62,17.8611333333,47.7588,33.5811333333,50.9454,17.9886666667,13.6776666667,12.1112666667,19.6741333333,47.3500666667,15.0128
620.95,17.8555333333,47.7359333333,33.5616,50.9354666667,17.9774,13.6770666667,12.0913333333,19.6850666667,47.3131333333,15.0031333333
621.28,17.8926666667,47.7380666667,33.575,50.9666,17.9844666666,13.6861333333,12.0968,19.7146,47.2830666667,15.0008666667
621.62,17.8393333333,47.6954,33.5621333333,50.9188666667,17.9561333333,13.6694666667,12.0776666667,19.705,47.2076666667,14.9911333333
621.95,17.8807333333,47.7471333333,33.6130666667,50.9776,17.9936,13.7214666667,12.1428,19.7696666667,47.2886,15.0507333333
622.28,17.9089333333,47.7938,33.6195333333,51.0202666667,18.0257333333,13.7146666666,12.1353333333,19.8136666667,47.3248666667,15.0342666667
622.62,17.9603333333,47.8382666667,33.6376666667,51.0493333333,18.0698,13.7546,12.1593333333,19.8482666667,47.3534,15.0524666667
622.95,17.9325333333,47.8289333333,33.6445333333,51.0605333333,18.0409333333,13.6954666667,12.1268666667,19.8092666666,47.3745333333,15.0094666667
623.28,17.9335333333,47.8582,33.6496,51.077,18.0430666667,13.6952666667,12.1431333333,19.8194666667,47.3838666667,15.0024666667
623.62,17.983,47.9212666667,33.7002,51.1295333333,18.0980666667,13.7364,12.1989333333,19.8755333333,47.3917333333,15.0424666666
623.95,18.0356666667,47.9640666667,33.7228,51.1470666667,18.1314,13.7614,12.2369333333,19.9090666666,47.3912666667,15.0938666667
624.28,18.0127333333,47.9107333333,33.6554,51.0928,18.1295333333,13.7243333333,12.1732,19.9035333333,47.3356,15.0708
624.62,17.9972,47.9025333333,33.6977333333,51.1101333333,18.1232666667,13.7104666667,12.1514666667,19.9076666667,47.3376,15.0834
624.95,17.9509333333,47.8460666667,33.6575333334,51.0262666666,18.0803333333,13.684,12.1184666667,19.8709333333,47.2928,15.0764666667
625.28,17.9371333333,47.7586,33.6006666667,50.9608,18.0456666667,13.6479333333,12.0653333333,19.8018,47.2330666667,15.0576666667
625.61,17.8986666667,47.7144666667,33.5622,50.8999333333,18.0016666667,13.6138666667,12.0122,19.7449333333,47.1213333334,15.0076666667
625.95,17.9118666667,47.6970666667,33.5668,50.8505333333,18.0288666667,13.6597333333,12.0470666667,19.7462,47.0869333333,15.0387333333
626.28,17.8444666667,47.6111333333,33.5254666667,50.8142666667,17.9786,13.6159333333,12.0116,19.7195333333,47.0298666667,15.0293333333
626.61,17.8924666667,47.6621333333,33.5366666667,50.8288,17.9866666666,13.6611333333,12.0295333333,19.7539333333,47.0351333333,15.0682
626.94,17.909,47.651,33.5148666667,50.823,17.9892,13.6553333333,12.0192,19.754,47.0224,15.0846666667
627.28,17.8717333333,47.6016,33.4649333333,50.7760666667,17.9758666667,13.6209333333,11.991,19.7316666667,47.0054666667,15.0976666667
627.61,17.8590666667,47.6164666667,33.4758666667,50.7547333333,17.9675333334,13.6135333333,11.9792666667,19.7284666667,47.0056666667,15.0888666667
627.94,17.9154666667,47.7106666667,33.5784,50.8720666667,18.0313333333,13.6998,12.0612,19.7855333333,47.1078,15.1540666667
628.27,17.9513333334,47.7296,33.5750666667,50.8522,18.0500666667,13.7634666667,12.0943333333,19.8089333333,47.1109333333,15.1778666667
