wavelength,Back_NepOnef,Belly_NepOnef,Breast_NepOnef,Crissum_NepOnef,Crown_NepOnef,DorTail_NepOnef,Rump_NepOnef,Throat_NepOnef,WingTip_NepOnef
341.96,4.8276,8.0514,6.9668,5.12306666667,4.46733333333,6.0399372549,4.91133333333,7.02686666667,7.1228
342.33,4.74953333333,7.94906666667,6.86806666667,5.03333333333,4.34573333333,5.93762352941,4.808,6.94513333333,6.9822
342.70,4.6852,7.89106666667,6.79806666667,4.96733333333,4.24533333333,5.82276078431,4.747,6.89526666667,6.94226666666
343.06,4.69353333333,7.88433333333,6.76293333333,4.984,4.21153333333,5.8032745098,4.74573333333,6.905,6.90506666667
343.43,4.73333333333,7.95806666667,6.78393333333,5.0238,4.23693333333,5.81011372549,4.8008,7.02186666667,6.90286666667
343.79,4.7156,8.01353333333,6.76906666667,5.02166666667,4.23893333333,5.8546627451,4.84053333333,7.06026666667,6.8932
344.16,4.84206666667,8.1588,6.88106666667,5.17466666667,4.35893333333,5.99371764706,5.00673333333,7.25926666667,7.01906666667
344.52,4.7234,8.06533333333,6.7356,5.1166,4.25566666667,5.85815294118,4.9532,7.1694,6.9568
344.89,4.6116,7.95786666667,6.63706666667,5.042,4.12366666667,5.70422745098,4.87486666667,7.0626,6.7798
345.25,4.3858,7.76833333333,6.4236,4.84193333333,3.91586666667,5.44346666667,4.66573333333,6.85133333333,6.5228
345.62,4.29953333333,7.7698,6.3922,4.79086666667,3.8842,5.3279372549,4.616,6.81513333333,6.4626
345.99,4.27726666667,7.80673333333,6.40613333333,4.8176,3.876,5.30329411765,4.6306,6.804,6.45406666667
346.35,4.36513333333,7.92766666667,6.49593333333,4.90393333333,3.92733333333,5.41849803922,4.7042,6.8904,6.56373333333
346.72,4.382,7.91786666666,6.51913333333,4.91653333333,3.9494,5.47835294118,4.70186666667,6.8638,6.56306666667
347.08,4.37613333333,7.94406666667,6.515,4.911,3.9604,5.46323529412,4.69366666667,6.89586666667,6.5742
347.45,4.18446666667,7.7458,6.32446666667,4.70526666667,3.74926666667,5.27665490196,4.46386666667,6.7126,6.37906666667
347.81,4.14453333333,7.73393333333,6.32046666667,4.65593333333,3.72173333333,5.26348627451,4.43593333333,6.75346666667,6.35406666667
348.18,4.1458,7.7482,6.35466666667,4.652,3.71466666667,5.25634901961,4.40473333333,6.80153333333,6.33926666667
348.54,4.20586666667,7.91893333333,6.51693333333,4.7216,3.82746666667,5.32168235294,4.4472,6.96566666667,6.4218
348.91,4.32006666667,8.11173333333,6.6886,4.85873333333,4.0004,5.4706627451,4.55526666667,7.13846666667,6.58633333333
349.27,4.43246666667,8.22426666667,6.774,4.95853333333,4.09946666667,5.54282352941,4.61233333333,7.2082,6.69353333333
349.64,4.3708,8.14166666667,6.68253333333,4.90853333334,4.0034,5.47617647059,4.5234,7.13953333333,6.5908
350.00,4.29913333333,8.0488,6.6214,4.83593333333,3.9102,5.41763137255,4.4426,7.0496,6.50873333333
350.37,4.43833333333,8.16553333333,6.804,4.98126666667,4.05453333333,5.56065490196,4.60666666667,7.1888,6.60993333333
350.73,4.47426666667,8.26773333333,6.85393333333,5.06073333333,4.09153333333,5.57890980392,4.66406666667,7.27206666667,6.62773333333
351.10,4.47426666667,8.24206666667,6.85866666667,5.04673333333,4.06786666667,5.56819607843,4.67026666667,7.29526666667,6.58833333333
351.46,4.561,8.368,6.97953333333,5.14733333333,4.16393333333,5.61615294118,4.7586,7.3684,6.72386666667
351.83,4.56606666667,8.39653333333,7.018,5.19893333333,4.1588,5.58940784314,4.735,7.33433333333,6.72506666667
352.19,4.43913333333,8.2798,6.93006666667,5.06106666667,4.03693333333,5.43527843137,4.63933333333,7.18846666667,6.63433333333
352.55,4.3662,8.1712,6.82913333333,5.01326666667,3.99706666667,5.39705098039,4.5864,7.1152,6.5946
352.92,4.28366666667,8.03406666667,6.72373333333,4.87613333333,3.90186666667,5.32100784314,4.5078,7.07713333333,6.5034
353.28,4.2448,7.99546666667,6.75046666667,4.93466666667,3.8994,5.36788235294,4.5674,7.12933333333,6.53833333333
353.65,4.22173333333,7.94813333333,6.773,4.89986666667,3.8576,5.36047843137,4.5182,7.206,6.54713333333
354.01,4.30373333333,8.0544,6.87386666667,4.99253333333,3.96693333333,5.45135686275,4.6276,7.34933333333,6.6574
354.38,4.1842,7.94853333333,6.72293333333,4.85906666666,3.83873333333,5.30909411765,4.4868,7.26053333333,6.56993333333
354.74,4.20853333334,7.92933333333,6.68373333333,4.80546666667,3.80726666667,5.29384313725,4.4634,7.28,6.5684
355.11,4.3024,8.01786666667,6.74113333333,4.89386666667,3.853,5.36919607843,4.51426666667,7.28126666667,6.64126666667
355.47,4.31773333333,8.02546666667,6.77626666667,4.9046,3.8522,5.40895294118,4.56306666667,7.34213333333,6.66466666667
355.83,4.39826666667,8.08353333333,6.78593333333,4.9594,3.9008,5.45988235294,4.6406,7.4682,6.72206666667
356.20,4.47866666667,8.19,6.8702,5.08926666666,4.01466666667,5.58169803922,4.72026666667,7.61726666667,6.79146666667
356.56,4.5378,8.22433333333,6.90833333333,5.0822,4.00393333333,5.61094117647,4.72633333333,7.659,6.801
356.93,4.57413333333,8.2604,6.91713333333,5.11433333333,4.00246666667,5.59232941176,4.7242,7.64806666667,6.78006666667
357.29,4.58306666667,8.29106666667,6.91966666667,5.03846666666,3.99546666667,5.58907058824,4.67706666667,7.64493333333,6.7522
357.66,4.62426666667,8.3584,6.9446,5.07333333334,4.0556,5.62657647059,4.72066666667,7.65453333333,6.7586
358.02,4.54046666667,8.28533333333,6.86266666667,4.98666666667,3.95153333333,5.5269254902,4.638,7.59693333333,6.64646666667
358.38,4.5646,8.32093333333,6.89313333334,5.00866666667,3.97273333333,5.54045882353,4.64886666667,7.6522,6.65966666667
358.75,4.46333333333,8.24846666667,6.86013333333,4.9734,3.91393333333,5.48615294118,4.57606666667,7.61593333333,6.59066666667
359.11,4.34646666667,8.1948,6.81873333333,4.8766,3.84173333333,5.39199607843,4.4762,7.58973333333,6.5032
359.48,4.42333333333,8.27266666666,6.904,4.9686,3.92073333333,5.46676078431,4.53993333333,7.6688,6.53486666667
359.84,4.4254,8.2398,6.9438,4.97906666667,3.92253333333,5.48431372549,4.50453333333,7.65786666667,6.504
360.20,4.42913333333,8.20846666667,6.93326666667,4.96093333333,3.86913333333,5.44960392157,4.4778,7.6256,6.46626666667
360.57,4.44046666667,8.23233333333,6.98013333334,4.9782,3.87593333334,5.44609411765,4.47546666667,7.64213333333,6.46413333333
360.93,4.48413333333,8.32946666667,7.08973333333,5.03853333334,3.96513333333,5.52297647059,4.55726666667,7.74733333333,6.55633333333
361.29,4.4546,8.31953333333,7.09713333333,5.05173333333,3.9632,5.49432156863,4.56566666667,7.7538,6.5212
361.66,4.48506666667,8.378,7.1686,5.08833333333,3.9948,5.502,4.6116,7.80506666667,6.56586666667
362.02,4.59366666667,8.49786666667,7.27846666667,5.14753333333,4.12106666667,5.60043921569,4.68393333333,7.885,6.65526666666
362.39,4.5804,8.499,7.28333333333,5.1366,4.13053333333,5.59977647059,4.6706,7.86146666667,6.6276
362.75,4.66293333333,8.59026666667,7.3746,5.18973333334,4.21466666666,5.66991764706,4.74593333333,7.96046666667,6.70226666667
363.11,4.67486666667,8.62773333333,7.39673333333,5.17533333333,4.233,5.68534901961,4.7788,7.97106666667,6.711
363.48,4.7182,8.6626,7.42833333334,5.20386666667,4.2632,5.71863921569,4.82446666667,7.98606666667,6.75886666667
363.84,4.7064,8.68793333333,7.4304,5.19993333333,4.26973333333,5.69178039216,4.84573333333,7.9756,6.74713333333
364.20,4.73326666667,8.77406666667,7.48333333333,5.214,4.3466,5.75194509804,4.90933333333,8.0494,6.79426666666
364.57,4.743,8.80186666667,7.51153333334,5.25553333333,4.36773333333,5.79596862745,4.95253333333,8.09093333333,6.83986666667
364.93,4.72433333333,8.7886,7.46973333333,5.24986666667,4.32986666667,5.76403921569,4.92293333333,8.05193333333,6.80246666667
365.29,4.8668,8.9118,7.57846666667,5.3266,4.40566666667,5.87996078431,5.04646666667,8.1342,6.89526666667
365.66,4.97766666667,9.01846666667,7.653,5.44426666667,4.5034,5.99847843137,5.16433333333,8.2426,6.9654
366.02,4.9138,8.95513333333,7.6122,5.41886666667,4.41606666667,5.95584313725,5.12613333333,8.20733333333,6.91546666667
366.38,4.93206666667,8.97293333333,7.64306666667,5.446,4.44166666667,5.97334509804,5.18746666667,8.27526666667,6.97466666667
366.75,4.88,8.973,7.5978,5.41553333333,4.41806666667,5.92319607843,5.1584,8.22286666667,6.93833333333
367.11,4.9686,9.009,7.66493333333,5.52806666667,4.4972,5.99018431373,5.22886666667,8.3252,6.98273333333
367.47,4.96206666667,9.02813333333,7.64506666667,5.52453333333,4.48906666666,5.97952941177,5.204,8.3824,6.97993333333
367.84,4.9468,9.05586666667,7.64746666667,5.4962,4.4846,5.9945882353,5.20493333333,8.41706666667,6.97133333333
368.20,4.88533333333,9.00126666666,7.61986666667,5.4258,4.41793333333,5.90852941177,5.1498,8.37826666667,6.93413333333
368.56,4.97093333333,9.06506666666,7.6522,5.44066666667,4.4918,5.93370980392,5.21253333333,8.44293333333,6.9604
368.93,4.98046666667,9.09100000001,7.71013333333,5.44313333333,4.52513333333,5.94890980392,5.23933333333,8.51406666667,6.95333333333
369.29,4.91593333333,9.02993333333,7.67286666667,5.3904,4.50186666667,5.88570980392,5.18766666667,8.5052,6.9096
369.65,4.806,8.90113333333,7.54426666667,5.23566666666,4.39,5.76459215686,5.04553333333,8.39666666667,6.8196
370.01,4.75613333334,8.8332,7.47533333333,5.17793333333,4.33453333333,5.69399215686,4.9852,8.34086666667,6.75293333333
370.38,4.72246666667,8.84193333333,7.44746666667,5.14693333333,4.28466666667,5.66641176471,4.9364,8.32746666667,6.706
370.74,4.78846666667,8.87166666667,7.5418,5.2174,4.3204,5.70575686275,5.0084,8.41026666667,6.74813333333
371.10,4.71946666667,8.81573333333,7.4942,5.17766666667,4.23793333333,5.64354901961,4.96846666667,8.40086666667,6.7098
371.46,4.69306666667,8.7864,7.4994,5.14933333333,4.26126666667,5.62080784314,4.97226666667,8.37566666667,6.66506666667
371.83,4.67106666667,8.76966666667,7.48666666667,5.14833333333,4.24313333333,5.58489411765,4.95226666667,8.3716,6.638
372.19,4.70766666667,8.8196,7.5124,5.2132,4.26126666667,5.64963529412,4.98046666667,8.4144,6.6532
372.55,4.62433333333,8.77266666667,7.50786666666,5.18673333333,4.1832,5.60424313725,4.92653333333,8.40486666667,6.6056
372.92,4.672,8.79406666667,7.51346666667,5.22206666667,4.20273333333,5.60278431373,4.95113333333,8.41326666667,6.6386
373.28,4.68453333333,8.82706666667,7.51286666667,5.263,4.1918,5.59412156863,4.96433333333,8.44153333333,6.62393333333
373.64,4.69813333333,8.83686666667,7.5548,5.2926,4.19566666667,5.58783529412,4.9694,8.46673333333,6.6324
374.00,4.74293333333,8.9038,7.6322,5.366,4.25513333333,5.61216470588,4.99553333333,8.5658,6.69013333333
374.37,4.73926666667,8.89293333333,7.65153333333,5.3826,4.27273333333,5.58704313725,4.97933333333,8.54806666667,6.66773333333
374.73,4.7524,8.9206,7.65153333333,5.42086666667,4.3082,5.61663529412,4.9914,8.59613333333,6.6824
375.09,4.76,8.98786666667,7.66593333333,5.4216,4.3516,5.61878431373,4.99153333333,8.60933333333,6.70386666667
375.45,4.73693333333,9.00453333334,7.66373333333,5.43806666667,4.30886666667,5.59712156863,4.9614,8.63346666667,6.686
375.81,4.80666666666,9.06526666666,7.75,5.50373333333,4.38053333333,5.66381960784,5.04186666667,8.7098,6.76053333333
376.18,4.7372,9.01139999999,7.70433333333,5.43493333333,4.34253333333,5.58297254902,4.96806666667,8.67486666667,6.72
376.54,4.67626666666,8.97586666667,7.61813333333,5.3918,4.31173333333,5.52980784314,4.88813333333,8.6314,6.64806666667
376.90,4.58986666667,8.9264,7.56393333333,5.3264,4.2094,5.49917647059,4.8112,8.60513333333,6.60033333333
377.26,4.5712,8.92306666666,7.55793333333,5.26173333333,4.1816,5.48081960784,4.7576,8.61653333333,6.59333333333
377.63,4.50453333333,8.8796,7.50713333333,5.19893333333,4.1304,5.44443921569,4.70426666667,8.5726,6.51973333333
377.99,4.4654,8.85673333333,7.44473333333,5.1548,4.0982,5.41931372549,4.687,8.52486666667,6.47713333333
378.35,4.40513333333,8.83946666667,7.41086666667,5.09906666667,4.04053333333,5.36421568628,4.65313333333,8.4914,6.42713333333
378.71,4.3238,8.75166666667,7.3322,4.98106666667,3.92946666667,5.27784313726,4.54693333333,8.39553333333,6.329
379.07,4.33806666666,8.76593333333,7.37246666666,4.96726666667,3.93326666667,5.31940392157,4.5566,8.4206,6.32066666667
379.44,4.31486666667,8.73673333333,7.34646666667,4.92026666667,3.9124,5.28356862745,4.52933333333,8.40246666667,6.3068
379.80,4.2642,8.70173333333,7.30433333333,4.87446666667,3.8642,5.23982352941,4.4658,8.3874,6.25386666667
380.16,4.30986666667,8.70973333333,7.32986666667,4.91373333333,3.87133333333,5.25501176471,4.49746666667,8.42406666667,6.2486
380.52,4.40186666667,8.80226666666,7.44813333333,5.00973333333,3.96473333333,5.35659215686,4.61066666667,8.51586666667,6.35913333333
380.88,4.45506666667,8.8402,7.51293333333,5.05446666667,4.01506666667,5.38137254902,4.6726,8.59346666667,6.41506666667
381.24,4.4496,8.83173333333,7.51906666667,5.1084,4.01506666667,5.38267058823,4.69186666667,8.5752,6.42366666667
381.61,4.52513333333,8.9236,7.60506666667,5.17833333333,4.0856,5.44118431373,4.7692,8.65106666667,6.515
381.97,4.53306666667,8.9222,7.64806666667,5.16133333333,4.0734,5.43965882353,4.78413333333,8.6974,6.519
382.33,4.6042,8.9706,7.68613333333,5.20726666667,4.1288,5.49495294118,4.81853333333,8.7548,6.55673333334
382.69,4.64606666667,9.03440000001,7.75526666667,5.24513333333,4.18626666667,5.54625490196,4.86866666667,8.82106666667,6.59446666667
383.05,4.66466666667,9.04393333334,7.76486666667,5.28626666667,4.20846666667,5.54009803921,4.8664,8.85766666667,6.6156
383.41,4.66886666667,9.05833333332,7.79133333333,5.29506666667,4.22246666667,5.5635372549,4.8688,8.86426666667,6.6158
383.77,4.6688,9.07466666667,7.77766666667,5.28393333333,4.20693333333,5.54432156863,4.86426666667,8.84906666667,6.6104
384.14,4.68293333333,9.09526666667,7.79893333334,5.28973333333,4.2358,5.54375294118,4.8756,8.86593333333,6.62353333333
384.50,4.611,9.04653333333,7.7404,5.22326666667,4.14906666667,5.45420784314,4.7934,8.79313333333,6.53806666667
384.86,4.6056,9.05673333334,7.7346,5.22386666667,4.1472,5.4509254902,4.7798,8.76306666667,6.50226666667
385.22,4.6284,9.09633333333,7.78753333333,5.2382,4.1942,5.47440784314,4.79873333333,8.83693333333,6.5264
385.58,4.61746666667,9.05166666667,7.76706666667,5.21886666667,4.17173333333,5.45767843137,4.76993333333,8.8562,6.48786666667
385.94,4.64073333333,9.09433333333,7.78926666667,5.26746666667,4.20453333333,5.48267843137,4.78353333333,8.88053333333,6.52193333333
386.30,4.6846,9.13473333334,7.85353333334,5.3318,4.2542,5.53143921569,4.824,8.95506666667,6.5846
386.66,4.67406666667,9.14913333333,7.84206666667,5.34073333333,4.25606666667,5.52741176471,4.81806666667,8.974,6.58833333333
387.03,4.66726666667,9.13246666667,7.84033333333,5.33333333333,4.236,5.51193333333,4.81026666667,8.9822,6.56753333333
387.39,4.68086666667,9.17860000001,7.85013333333,5.34733333333,4.23266666667,5.51436078431,4.83606666667,9.01186666667,6.57793333334
387.75,4.69266666667,9.186,7.84686666667,5.344,4.23326666667,5.50484705882,4.82513333333,9.04273333333,6.58726666667
388.11,4.65693333333,9.15786666667,7.8128,5.3284,4.19073333333,5.4936627451,4.79353333333,9.05646666667,6.55746666667
388.47,4.68186666667,9.18273333333,7.84126666667,5.3488,4.22193333333,5.50875686274,4.82646666667,9.10473333333,6.5644
388.83,4.62253333333,9.1414,7.79766666667,5.28106666667,4.16973333333,5.47026666667,4.76413333333,9.0864,6.50653333333
389.19,4.587,9.11666666666,7.75093333333,5.2412,4.1308,5.44141176471,4.7298,9.05913333333,6.46626666667
389.55,4.58846666667,9.15986666667,7.76006666667,5.2628,4.12613333333,5.43398823529,4.7568,9.0652,6.47866666667
389.91,4.58406666667,9.177,7.7836,5.26326666667,4.1272,5.4402117647,4.76893333333,9.09293333333,6.45926666667
390.27,4.48893333333,9.07526666667,7.6838,5.15146666667,4.0192,5.33707843137,4.68266666667,8.99953333333,6.36553333333
390.63,4.48733333333,9.0728,7.6932,5.12466666667,4.01213333334,5.32594117647,4.66433333333,9.0112,6.36246666667
391.00,4.46533333333,9.05886666668,7.69106666667,5.09206666667,3.987,5.30656862745,4.64953333333,8.9836,6.36253333333
391.36,4.46693333334,9.07846666667,7.7036,5.09133333333,3.99333333333,5.31859607843,4.6564,9.02126666667,6.36533333333
391.72,4.46933333333,9.09706666667,7.75573333333,5.11146666667,4.00593333333,5.34039607843,4.69366666667,9.06086666667,6.3668
392.08,4.4854,9.14866666666,7.784,5.1342,4.03466666667,5.35725882353,4.7284,9.0698,6.41193333333
392.44,4.47786666667,9.15366666667,7.79813333333,5.1262,4.026,5.36601960784,4.73313333333,9.11553333333,6.43373333333
392.80,4.5506,9.22253333333,7.856,5.1996,4.08773333333,5.43008627451,4.80966666667,9.20926666667,6.53133333333
393.16,4.56933333333,9.26106666667,7.8944,5.23013333333,4.1016,5.44402745098,4.83433333333,9.23686666667,6.55373333333
393.52,4.57186666667,9.25793333333,7.91153333333,5.2338,4.11793333333,5.4370627451,4.83726666667,9.26493333333,6.54826666667
393.88,4.55013333333,9.22406666667,7.8744,5.20146666667,4.0792,5.40885098039,4.80373333333,9.2356,6.54686666667
394.24,4.5582,9.26293333334,7.8886,5.218,4.0906,5.43524705882,4.82566666666,9.28213333333,6.5532
394.60,4.56546666667,9.25539999999,7.89333333333,5.25293333333,4.09386666667,5.43627058824,4.84533333333,9.28853333333,6.5506
394.96,4.57246666667,9.29566666667,7.88266666667,5.2552,4.1014,5.44020784314,4.85726666667,9.32106666667,6.54933333333
395.32,4.51573333333,9.22366666666,7.84633333333,5.21373333333,4.0558,5.37769803921,4.7928,9.28653333334,6.49706666667
395.68,4.57433333333,9.27813333333,7.8826,5.27286666666,4.10593333333,5.41220784314,4.822,9.33086666667,6.539
396.04,4.61666666667,9.31373333334,7.9212,5.30093333333,4.1418,5.4428745098,4.84993333333,9.38953333334,6.56693333333
396.40,4.56353333333,9.26933333333,7.8498,5.2514,4.103,5.39320392157,4.80253333333,9.33646666667,6.51146666667
396.76,4.49006666667,9.21006666666,7.81893333333,5.21066666667,4.05913333333,5.32129803922,4.74353333333,9.25846666667,6.42886666667
397.12,4.51673333333,9.22233333333,7.83126666667,5.2398,4.0748,5.34950588235,4.76333333333,9.2952,6.44973333333
397.48,4.46313333333,9.21299999999,7.799,5.20473333333,4.01586666667,5.32576470588,4.712,9.2752,6.4194
397.84,4.48726666667,9.24633333333,7.83493333333,5.22673333333,4.05253333333,5.3468,4.73806666667,9.32826666667,6.42893333333
398.20,4.54673333333,9.29399999999,7.90813333333,5.3034,4.11613333333,5.37897647059,4.79246666667,9.38253333333,6.4906
398.56,4.5434,9.33966666666,7.93166666667,5.31686666667,4.12773333333,5.38718039216,4.79,9.40473333333,6.50266666667
398.92,4.56313333333,9.35406666667,7.96326666667,5.34706666667,4.15133333333,5.40948235294,4.82886666667,9.43300000001,6.53053333333
399.28,4.62566666667,9.41766666666,8.00366666667,5.3866,4.19893333333,5.45530588235,4.8954,9.47593333334,6.571
399.64,4.56293333333,9.36393333333,7.95486666667,5.3382,4.15406666667,5.41387843137,4.846,9.44546666666,6.53526666667
400.00,4.538,9.34053333333,7.93693333333,5.3294,4.12433333333,5.38648235294,4.8216,9.43566666667,6.49006666667
400.36,4.62186666667,9.42173333333,8.02013333333,5.40913333333,4.18686666667,5.43925490196,4.8748,9.51666666667,6.5356
400.72,4.69506666667,9.47286666667,8.0486,5.4496,4.2326,5.48734117647,4.9106,9.60926666666,6.5856
401.08,4.68133333333,9.48013333333,8.05153333333,5.44506666667,4.2276,5.47720392157,4.90213333333,9.61593333333,6.5824
401.44,4.7048,9.51433333334,8.09013333333,5.45426666667,4.25946666667,5.51122745098,4.93266666667,9.67373333334,6.61273333333
401.80,4.6764,9.51146666667,8.0662,5.44446666667,4.2294,5.49212156863,4.90973333333,9.66066666666,6.5804
402.16,4.6468,9.50086666667,8.0504,5.40473333333,4.20493333333,5.47505882353,4.8808,9.66593333333,6.54546666667
402.52,4.62546666667,9.48173333333,8.0516,5.3754,4.19166666667,5.46984705882,4.88293333333,9.66613333333,6.54386666667
402.88,4.62453333333,9.48066666666,8.0542,5.37066666667,4.19333333333,5.48074117647,4.87846666666,9.68239999999,6.53233333333
403.24,4.63313333333,9.48866666667,8.08033333333,5.37286666667,4.20146666667,5.49720392157,4.88066666667,9.70706666667,6.54686666667
403.60,4.6502,9.49506666667,8.11833333333,5.368,4.2108,5.51841568628,4.89633333333,9.72626666667,6.5512
403.95,4.69713333333,9.55553333334,8.16973333333,5.4024,4.24773333333,5.57616078432,4.9412,9.76873333333,6.59566666667
404.31,4.70373333333,9.55653333333,8.17113333333,5.4192,4.2722,5.59589411765,4.96653333333,9.76580000001,6.62486666667
404.67,4.67766666667,9.57466666665,8.1806,5.41926666667,4.27186666667,5.6026627451,4.9798,9.76400000001,6.61586666667
405.03,4.67366666666,9.58213333333,8.18166666667,5.40653333333,4.27026666667,5.57658823529,4.97473333333,9.75366666666,6.6046
405.39,4.69713333333,9.58293333334,8.19326666667,5.42226666666,4.27846666667,5.58041176471,4.98773333333,9.74779999999,6.61186666667
405.75,4.7628,9.63193333333,8.26973333334,5.47426666667,4.33753333333,5.63677254902,5.0426,9.81053333333,6.66873333333
406.11,4.7876,9.65206666667,8.30733333333,5.49726666667,4.3598,5.66594901961,5.07713333333,9.83406666667,6.69586666667
406.47,4.85226666667,9.69459999999,8.3382,5.55806666667,4.38546666667,5.70478039216,5.1158,9.91306666667,6.7276
406.83,4.84353333333,9.70166666667,8.3468,5.5468,4.3772,5.69419607843,5.09333333334,9.91726666667,6.70986666667
407.19,4.84986666667,9.72893333333,8.37286666666,5.5872,4.39146666667,5.70185098039,5.1032,9.94866666666,6.7308
407.55,4.83353333333,9.71746666667,8.34173333333,5.5856,4.36473333333,5.66695686275,5.08573333333,9.94366666666,6.72306666667
407.90,4.789,9.69186666668,8.32213333333,5.55986666667,4.34073333333,5.61777254902,5.05673333333,9.951,6.703
408.26,4.79086666667,9.69506666667,8.3322,5.5452,4.33273333333,5.59739607843,5.04333333333,9.97253333333,6.683
408.62,4.78886666667,9.67560000001,8.33806666667,5.521,4.322,5.56839607843,5.031,9.96773333333,6.679
408.98,4.79433333333,9.6812,8.37333333333,5.52973333333,4.3386,5.58427843137,5.0556,10.0273333333,6.69266666667
409.34,4.7826,9.69480000001,8.36646666667,5.5322,4.35046666667,5.57472941176,5.04586666667,10.0611333333,6.68533333333
409.70,4.73273333333,9.68453333334,8.33733333333,5.49546666667,4.31513333333,5.51196862745,5.01326666667,10.0725333333,6.64213333333
410.06,4.71313333334,9.69626666667,8.31086666667,5.48586666667,4.314,5.48699215686,4.98986666667,10.0985333333,6.6322
410.42,4.68733333333,9.70326666666,8.31393333333,5.46646666667,4.31293333333,5.46664705882,4.97493333333,10.0863333333,6.62146666667
410.77,4.699,9.73806666667,8.33933333333,5.487,4.34133333333,5.48356470588,5.01066666667,10.1235333333,6.658
411.13,4.70833333333,9.745,8.33986666667,5.4722,4.3434,5.47165490196,5.0086,10.1406,6.64886666667
411.49,4.721,9.79479999999,8.37013333333,5.48293333333,4.36806666667,5.50345490196,5.0268,10.1779333333,6.65793333333
411.85,4.74593333333,9.82466666667,8.39786666667,5.5072,4.3992,5.53734509804,5.04766666667,10.1995333333,6.6778
412.21,4.7584,9.86493333333,8.4502,5.53366666667,4.42106666667,5.5519254902,5.07973333333,10.2707333333,6.70166666667
412.57,4.77393333333,9.9148,8.48773333333,5.5798,4.44173333333,5.58196470588,5.08973333333,10.3139333333,6.724
412.92,4.80913333333,9.95306666665,8.51646666667,5.61513333333,4.4512,5.60422745098,5.10333333333,10.3459333333,6.74486666667
413.28,4.8196,9.97553333335,8.55766666667,5.63533333333,4.4538,5.621,5.12513333333,10.3554,6.76106666667
413.64,4.83033333333,9.99326666666,8.586,5.66046666667,4.47226666667,5.65230196078,5.14433333333,10.3688666667,6.78006666667
414.00,4.8642,10.0312666667,8.655,5.7076,4.495,5.68996470588,5.19666666667,10.4060666667,6.8
414.36,4.85393333333,10.0176666667,8.6544,5.70806666667,4.48666666667,5.67994117647,5.20733333333,10.4136,6.78686666667
414.72,4.87986666667,10.0428,8.71033333333,5.74826666667,4.49646666667,5.68590980392,5.22693333333,10.4531333333,6.81326666667
415.07,4.8548,10.0218666667,8.69553333333,5.72853333333,4.46566666667,5.67223529412,5.20573333333,10.4404,6.79586666667
415.43,4.8512,10.0064,8.69433333333,5.72346666667,4.44193333333,5.65410196079,5.20146666667,10.4404666667,6.78093333333
415.79,4.82026666667,9.98133333335,8.68233333333,5.6866,4.39253333333,5.61318823529,5.17726666667,10.4222,6.74566666667
416.15,4.80146666667,9.94946666666,8.65266666667,5.66233333333,4.35813333333,5.59313333334,5.15053333333,10.3769333333,6.73526666667
416.51,4.76913333333,9.92120000001,8.6166,5.61146666667,4.32286666667,5.54880784314,5.11913333333,10.3411333333,6.69493333333
416.86,4.71953333333,9.89300000001,8.58573333333,5.5732,4.30346666667,5.52036078431,5.08593333333,10.2986666667,6.65066666667
417.22,4.7272,9.89960000001,8.5916,5.584,4.31753333333,5.52439215686,5.09933333333,10.329,6.65713333333
417.58,4.73653333333,9.89413333333,8.6062,5.5842,4.321,5.52985098039,5.11633333333,10.3340666667,6.67093333333
417.94,4.71926666667,9.88899999999,8.5956,5.563,4.30446666667,5.51296470588,5.08473333333,10.3173333333,6.67
418.29,4.72533333333,9.89886666667,8.61053333333,5.57866666667,4.32013333333,5.53274901961,5.08433333333,10.3245333333,6.6922
418.65,4.69773333333,9.87360000001,8.57486666667,5.5634,4.312,5.50859607843,5.05326666667,10.3004,6.66973333333
419.01,4.68113333333,9.86739999999,8.57586666667,5.55846666667,4.3034,5.50901568627,5.04526666667,10.291,6.65306666667
419.37,4.676,9.86666666666,8.57906666667,5.55073333333,4.30953333333,5.50818823529,5.0424,10.2938,6.65713333333
419.73,4.6954,9.88640000001,8.5998,5.5648,4.32826666667,5.53009803922,5.05673333333,10.3037333333,6.67426666667
420.08,4.68026666666,9.88653333332,8.59406666667,5.5668,4.32533333333,5.52361568628,5.0546,10.3038666667,6.66606666667
420.44,4.68926666667,9.89600000001,8.60146666667,5.57866666666,4.33306666667,5.53419215686,5.06573333333,10.3310666667,6.67806666667
420.80,4.69993333333,9.89373333333,8.60806666667,5.58813333333,4.34206666667,5.53830196078,5.07393333333,10.3495333333,6.6896
421.16,4.69853333333,9.88506666667,8.6082,5.58853333333,4.3398,5.53367843137,5.0592,10.3415333333,6.69186666667
421.51,4.68613333333,9.8802,8.589,5.5806,4.33526666667,5.51203921569,5.0354,10.3342666667,6.68346666667
421.87,4.68366666667,9.87373333334,8.588,5.571,4.33473333333,5.49249019608,5.03393333333,10.3313333333,6.6748
422.23,4.6784,9.87233333333,8.59006666667,5.56833333333,4.32746666667,5.48271764706,5.02793333333,10.3404666667,6.6658
422.58,4.68433333333,9.8612,8.59846666667,5.56713333333,4.32206666667,5.47945098039,5.02966666667,10.3493333333,6.66146666667
422.94,4.6904,9.86306666667,8.6088,5.58273333333,4.3316,5.47530588235,5.03906666667,10.3514,6.67506666667
