wavelength,Back_TanArgf,Belly_TanArgf,Breast_TanArgf,Crissum_TanArgf,Crown_TanArgf,DorTail_TanArgf,Patch10_TanArgf,Patch11_TanArgf,Rump_TanArgf,Throat_TanArgf,WingTip_TanArgf
185.63,15.2048333333,9.0643333333,32.1638333333,-14.62,5.2631666667,15.4439469697,50.0,65.7893333331,84.2105,14.9123333333,1.7543333333
186.01,10.9523333333,-2.8573333333,46.6666666665,-28.5715,-2.381,12.1644545455,67.143,93.8091666669,122.381,6.6668333333,-26.1905
186.39,0.926,-2.778,36.5741666667,-40.7406666667,-6.0185,-2.8408939394,50.4628333333,74.5371666665,113.889,-2.7776666667,-34.7221666666
186.77,27.2356666666,22.7643333334,57.317,-8.5365,19.9186666667,19.9558333334,76.8293333334,76.8291666666,126.016333334,26.423,-12.6015
187.15,22.093,10.0773333333,49.9996666667,-15.8915,6.97683333335,11.9624166667,56.9766666665,57.3643333332,112.403,12.403,-27.5195
187.53,23.2323333333,9.59616666665,35.8586666665,-28.7878333333,-9.59616666665,-6.4280151515,50.0000000002,51.0101666665,130.808,12.6261666667,-59.5958333333
187.91,58.3331666667,55.5556666666,73.1481666669,8.79633333335,18.9815,14.4993636364,75.4631666665,83.3331666669,150.0,44.9073333333,-20.8331666667
188.29,73.9316666667,65.3846666665,97.4358333335,28.205,40.5981666667,37.5486212121,92.3076666666,94.4446666668,143.589666667,70.9401666667,5.5555
188.67,65.942,63.7681666667,84.7825,32.6086666666,32.971,34.9639545455,80.7973333333,80.4348333335,125.0,68.1158333333,5.07266666667
189.05,66.402,63.2273333335,73.8096666665,39.6826666667,34.9208333333,42.7727954545,65.6085,66.402,101.587166667,75.9258333333,18.783
189.43,55.4761666667,58.3333333335,68.8096666667,35.7143333333,24.7618333333,42.4460227272,61.6666666667,49.0476666667,85.4761666667,70.7143333333,21.9048333333
189.81,48.2458333333,50.2194999998,65.3508333333,30.9211666667,19.9565,38.8953636363,59.8685,44.5175,74.5611666667,69.5176666667,21.0525
190.19,43.1035,48.8508333333,53.4485,24.9041666666,17.6245,34.2650227273,50.9578333333,40.6128333333,68.3908333333,68.0078333333,20.3068333333
190.57,39.6078333333,44.1175,52.745,26.2743333333,15.2941666667,35.82,51.3723333333,38.2353333333,67.0586666667,75.4903333333,16.4705
190.95,31.169,34.1993333333,51.9481666667,20.7795,2.8138333333,28.0302348485,46.7533333333,33.9826666667,61.0386666667,72.5108333333,3.2465
191.33,35.7145,43.8491666666,56.3493333333,26.9841666666,7.73833333335,31.8543333333,59.9206666667,37.103,60.3175,74.6031666666,11.5078333333
191.71,26.7068333334,37.1485,52.2086666667,17.0683333333,-1.40566666665,24.2605378788,61.8473333334,29.1165,50.6023333334,65.6625,4.4175
192.09,7.57566666665,20.3461666666,41.5583333333,1.73166666665,-23.3768333333,11.7768030303,53.4633333334,7.3593333333,39.8268333334,53.0303333334,-18.6148333333
192.47,-5.5555,11.8686666666,33.3335,-15.1515,-50.2525,-1.6299772727,49.495,-8.83833333335,38.1315,48.2321666667,-39.394
192.85,-27.7778333334,-10.4166666667,30.5553333333,-48.264,-87.5001666665,-21.0700909091,46.8749999998,-29.5136666666,35.764,43.0555,-76.0418333333
193.23,-54.2635000002,-30.6201666665,17.4416666667,-74.4186666669,-118.992166667,-44.3446666666,44.5736666669,-48.0621666667,22.8681666666,27.1318333333,-106.589166667
193.61,-102.777833333,-77.7776666666,-3.88883333335,-127.222333333,-186.111166667,-96.2625606059,27.2223333334,-73.3331666665,14.4441666667,23.8888333334,-173.333333333
193.99,-76.3888333332,-50.4628333335,-1.389,-100.0,-160.648166667,-71.4644166666,9.25916666665,-52.7778333334,21.2963333333,16.6668333333,-127.314833333
194.37,-75.4630000002,-49.0741666668,9.722,-89.8148333333,-149.074,-65.0041742424,11.5741666667,-57.8705,17.1296666666,16.6666666667,-119.444333333
194.75,-22.963,-7.03733333335,25.185,-50.7406666667,-97.7776666668,-25.8585984849,33.7036666666,-19.6296666667,31.1113333333,27.4073333333,-72.963
195.13,-8.9743333333,8.01266666665,25.641,-33.0128333334,-76.282,-8.42061363635,39.423,-8.65416666667,37.8206666667,32.6923333333,-53.8461666667
195.51,-0.3333333333,4.3333333333,30.6666666666,-31.0,-70.6666666667,-9.6818181818,32.3333333333,-3.99999999999,42.3333333333,38.0,-59.3333333333
195.89,28.788,23.106,55.303,-8.712,-62.4998333333,5.75082575755,47.3484999998,18.1818333333,72.7273333334,67.8031666667,-35.9848333333
196.27,37.5001666667,12.4998333335,62.5,-11.5743333333,-84.2595,4.2928181818,48.6109999999,23.6113333334,75.0001666667,81.0186666667,-37.9628333333
196.65,50.5051666666,36.868666667,77.2728333334,8.081,-67.6768333334,23.4618787879,68.182,40.4041666666,87.3734999998,106.0605,-17.1715
197.03,67.2043333334,54.8388333331,96.2365,33.871,-54.8386666666,39.4184166665,95.1613333335,47.3118333334,96.7741666667,139.247333334,-1.0753333333
197.40,102.6315,103.508833333,145.614,55.2631666669,-85.9648333334,45.7336212121,142.9825,42.1051666667,140.350833333,208.771833333,-3.50866666665
197.78,90.8601666667,106.989333333,118.817333334,73.1181666665,-18.2795,63.1720833331,130.107666667,58.0646666667,116.666666666,156.989333334,29.0323333333
198.16,72.5,78.3333333335,92.9166666665,67.9166666665,-11.25,51.8371212121,106.25,44.1666666667,90.8333333335,125.833333333,16.25
