wavelength,Back_TanArgf,Belly_TanArgf,Breast_TanArgf,Crissum_TanArgf,Crown_TanArgf,DorTail_TanArgf,Patch10_TanArgf,Patch11_TanArgf,Rump_TanArgf,Throat_TanArgf,WingTip_TanArgf
358.38,5.3035,19.9776666666,7.051,18.5176666667,3.40666666667,5.86892424243,4.9465,11.4408333333,8.33933333333,7.91833333334,4.43
358.75,5.26583333333,20.015,7.082,18.5316666667,3.36,5.87702272728,4.95266666667,11.5513333333,8.31466666667,7.94483333333,4.41683333334
359.11,5.24066666666,20.0676666666,6.996,18.499,3.29083333334,5.81097727273,4.91533333333,11.555,8.29283333334,7.96716666667,4.28116666666
359.48,5.19666666667,20.1515,7.0075,18.483,3.2335,5.76453030303,4.86066666667,11.5135,8.27983333333,7.961,4.21683333333
359.84,5.44416666667,20.2363333333,7.13333333334,18.6471666667,3.38383333333,5.86799242424,5.01083333333,11.645,8.42,8.0775,4.3145
360.20,5.562,20.4173333334,7.19966666667,18.7161666667,3.50033333333,5.90015151515,4.99383333334,11.7295,8.51716666667,8.192,4.35083333334
360.57,5.57916666666,20.4361666666,7.18416666667,18.6733333334,3.54116666667,5.84416666667,4.99566666667,11.6693333334,8.48133333333,8.20433333334,4.3655
360.93,5.57083333333,20.573,7.2185,18.7645,3.56633333333,5.8606969697,5.04116666667,11.6898333333,8.565,8.29616666667,4.40183333333
361.29,5.5655,20.6815,7.25,18.8911666667,3.5565,5.89357575758,5.02433333333,11.6803333333,8.63383333333,8.35716666666,4.47983333333
361.66,5.632,20.7165,7.26783333333,18.9148333333,3.61266666667,5.92493181818,5.02266666666,11.6765,8.67616666667,8.37883333333,4.52733333334
362.02,5.7305,20.8056666667,7.35766666667,18.909,3.65883333334,6.03843939394,5.06566666667,11.7616666667,8.74516666667,8.46583333334,4.61766666667
362.39,5.78916666667,20.9228333333,7.43783333333,19.0288333334,3.715,6.09434090909,5.16516666667,11.7643333333,8.78616666667,8.56016666668,4.7275
362.75,5.81083333333,21.0085,7.4595,19.0873333333,3.75133333334,6.15782575757,5.2235,11.7741666667,8.8075,8.68050000001,4.72216666667
363.11,5.8475,21.0818333333,7.47583333334,19.1053333333,3.76733333334,6.18599242424,5.25716666667,11.8033333334,8.8365,8.74566666669,4.75016666666
363.48,5.77083333334,21.0353333333,7.4045,19.0468333334,3.73216666666,6.10858333333,5.16516666666,11.7556666667,8.75033333333,8.74366666668,4.6585
363.84,5.64966666667,21.052,7.37333333333,19.0483333334,3.66516666666,6.12118181819,5.11883333334,11.7421666667,8.687,8.81383333331,4.57016666667
364.20,5.65166666666,21.0595,7.50533333334,19.169,3.68383333333,6.2420530303,5.23416666667,11.8328333333,8.74733333333,8.98383333333,4.646
364.57,5.67666666667,21.0441666666,7.54116666666,19.2155,3.74266666667,6.31887121212,5.20483333333,11.934,8.75533333334,9.12216666667,4.63583333333
364.93,5.59916666666,21.0063333333,7.52366666667,19.156,3.65066666666,6.26028787879,5.153,11.9426666667,8.6365,9.095,4.53266666667
365.29,5.544,20.9486666666,7.55366666667,19.0595,3.6685,6.19878030303,5.11016666667,12.0168333333,8.58166666667,9.17266666665,4.46683333333
365.66,5.577,21.0818333334,7.6135,19.1526666666,3.73233333334,6.22649242424,5.22783333333,12.0901666667,8.66166666667,9.3375,4.47316666666
366.02,5.5475,21.132,7.62266666667,19.2831666667,3.7955,6.17787121212,5.30333333333,12.1321666667,8.69233333333,9.41866666667,4.48683333334
366.38,5.5125,21.1811666667,7.659,19.274,3.81083333333,6.20550757576,5.33533333333,12.1983333333,8.71016666666,9.53433333332,4.46666666667
366.75,5.45366666667,21.2388333333,7.615,19.2518333333,3.7905,6.07128030303,5.24516666666,12.1015,8.64233333333,9.55016666666,4.40116666667
367.11,5.33616666667,21.1366666667,7.6605,19.1863333333,3.75783333334,5.97775757575,5.1535,11.9908333333,8.55533333333,9.54450000001,4.316
367.47,5.32883333333,21.1165,7.66666666666,19.1818333333,3.746,5.93806060606,5.134,11.9668333333,8.52266666667,9.55166666666,4.307
367.84,5.3225,21.212,7.75183333334,19.2465,3.74583333333,5.93190909091,5.131,11.9693333334,8.56716666666,9.61883333334,4.37516666667
368.20,5.2595,21.3138333334,7.71633333334,19.2531666667,3.69983333333,5.83545454546,4.99466666667,11.9366666666,8.51083333333,9.59516666666,4.34816666666
368.56,5.08016666666,21.3258333334,7.65733333333,19.2038333333,3.54233333333,5.67812121212,4.95933333333,11.8141666667,8.4525,9.52799999998,4.27233333333
368.93,5.0605,21.4056666667,7.66016666666,19.261,3.59866666666,5.67012878787,4.972,11.812,8.51666666667,9.56466666666,4.34133333334
369.29,5.11266666666,21.4551666667,7.66616666667,19.3373333333,3.61066666667,5.70087121212,5.008,11.8583333333,8.5575,9.60016666667,4.35083333334
369.65,5.20166666666,21.577,7.76233333334,19.4186666666,3.66466666667,5.77373484849,5.08183333333,11.9945,8.61616666667,9.68416666668,4.43233333333
370.01,5.16866666667,21.5973333333,7.738,19.3035,3.5465,5.72502272727,5.00183333334,11.8993333334,8.53233333333,9.66766666669,4.29466666666
370.38,5.143,21.4978333334,7.62133333333,19.2241666666,3.4335,5.61696212121,4.8665,11.7615,8.42133333333,9.54783333333,4.18966666667
370.74,5.2155,21.4278333333,7.65616666667,19.2431666667,3.46766666667,5.71186363636,4.93,11.8583333334,8.49166666667,9.63550000001,4.24066666666
371.10,5.27166666667,21.5441666667,7.642,19.3465,3.46266666667,5.74275757576,4.93666666667,11.941,8.55433333333,9.70866666665,4.2125
371.46,5.35516666667,21.6371666666,7.73233333334,19.4506666667,3.47266666667,5.80126515152,4.9995,11.983,8.64233333333,9.86883333334,4.254
371.83,5.4645,21.6731666667,7.7825,19.5451666667,3.52733333333,5.84575757576,5.06466666667,12.029,8.688,9.98766666665,4.248
372.19,5.44516666667,21.571,7.71433333334,19.5291666667,3.446,5.78437121212,5.02983333334,11.9403333334,8.6335,9.98666666665,4.08866666666
372.55,5.52066666667,21.5781666667,7.73233333333,19.5911666667,3.47783333333,5.85071969697,5.04,11.9821666667,8.66,10.1256666667,4.08016666667
372.92,5.50216666666,21.5046666666,7.666,19.503,3.41083333333,5.78458333334,4.96333333334,11.9043333333,8.57316666666,10.1158333334,3.921
373.28,5.49933333333,21.5413333333,7.6345,19.5291666666,3.33533333333,5.75683333333,4.954,11.8595,8.5715,10.1563333334,3.835
373.64,5.47183333333,21.4733333333,7.61016666667,19.5495,3.25916666667,5.73608333333,4.92666666667,11.8178333333,8.56866666667,10.1941666667,3.8125
374.00,5.48283333333,21.4848333334,7.6485,19.5996666667,3.30366666666,5.78961363636,4.947,11.867,8.59683333334,10.2991666666,3.87466666667
374.37,5.545,21.5823333334,7.75766666667,19.6535,3.3975,5.88543181818,5.04116666667,12.0093333333,8.6805,10.5211666667,3.968
374.73,5.49533333333,21.7171666667,7.80133333334,19.7098333333,3.38333333333,5.84854545455,4.99383333334,11.9898333333,8.681,10.567,3.96966666667
375.09,5.44683333333,21.7611666667,7.77466666666,19.7071666667,3.409,5.82709848485,4.9685,11.9635,8.61016666667,10.635,3.98233333334
375.45,5.45733333334,21.9253333334,7.82933333334,19.7968333334,3.44466666667,5.89012121212,5.00733333333,12.0513333333,8.5905,10.7676666667,4.02516666667
375.81,5.43116666666,22.0018333333,7.854,19.7558333333,3.42566666667,5.83602272727,4.9685,12.074,8.53166666667,10.8656666667,4.03183333333
376.18,5.341,22.0246666667,7.8515,19.7371666666,3.378,5.76126515151,4.93283333333,12.0331666667,8.51583333333,10.9378333333,4.04833333333
376.54,5.357,22.0676666667,7.942,19.8113333333,3.415,5.77868181818,4.97983333333,12.0868333334,8.512,11.018,4.081
376.90,5.44866666667,22.1841666667,8.069,19.9021666667,3.536,5.88259090909,5.09933333334,12.2275,8.559,11.2298333333,4.1825
377.26,5.31516666667,22.113,8.03983333334,19.8,3.50116666667,5.79824242424,5.0695,12.1516666666,8.50333333333,11.2718333333,4.15883333334
377.63,5.22216666667,22.0926666667,7.9395,19.7116666667,3.42633333333,5.68573484848,4.969,12.035,8.36633333333,11.2756666667,4.03583333333
377.99,5.2435,22.217,7.9985,19.8363333333,3.475,5.66703787879,4.98283333333,12.0681666667,8.4135,11.4145,4.03383333334
378.35,5.16416666667,22.1431666667,7.92583333334,19.8138333334,3.42416666667,5.55071969697,4.933,11.9665,8.34266666667,11.3843333333,3.89933333333
378.71,5.1825,22.1321666667,7.956,19.8621666666,3.4205,5.57871212121,4.94483333333,12.0038333333,8.29733333333,11.456,3.86766666667
