wavelength,Back_ComLorf,Belly_ComLorf,Breast_ComLorf,Crissum_ComLorf,Crown_ComLorf,DorTail_ComLorf,Rump_ComLorf,Throat_ComLorf,WingTip_ComLorf
341.23,7.09758333333,5.40341666667,4.58591666667,5.36808333333,4.94475,6.45058333333,6.54733333333,5.28741666667,6.08558333333
341.60,6.92916666667,5.43420833333,4.53666666666,5.44933333333,4.86266666667,6.46233333333,6.53416666667,5.28766666667,6.0105
341.96,6.813,5.4185,4.524125,5.22516666667,4.749,6.30133333334,6.489,5.29808333334,5.92816666667
342.33,6.64475,5.35529166666,4.44554166667,5.058,4.64691666667,6.19275,6.37858333333,5.20075,5.76229166667
342.70,6.34041666667,5.13716666667,4.1725,4.66483333333,4.257,5.871,6.20191666667,4.92466666667,5.53816666667
343.06,6.09325,4.88770833333,3.81233333334,4.41025,4.018,5.59475,6.0495,4.63383333333,5.52845833333
343.43,5.92108333333,4.82075,3.64104166667,4.14591666667,3.85925,5.46366666667,5.906,4.39708333333,5.294
343.79,5.99641666667,4.89154166667,3.64620833333,4.27425,3.89166666667,5.63225,5.94875,4.47116666667,5.29820833334
344.16,5.68141666667,4.52679166666,3.42620833333,3.93033333333,3.58941666667,5.40233333333,5.71791666667,4.12383333333,5.068625
344.52,5.7695,4.62579166667,3.477,3.92716666666,3.49866666666,5.41516666667,5.79491666667,4.18933333334,5.18466666667
344.89,5.67933333334,4.57320833333,3.43916666667,3.84933333334,3.39125,5.34041666667,5.71191666667,4.10008333333,5.151875
345.25,5.50675,4.31491666667,3.30379166667,3.711,3.23933333333,5.19941666667,5.57625,4.01483333333,5.13779166666
345.62,5.48941666667,4.21445833333,3.324,3.66366666667,3.30183333333,5.20016666667,5.601,4.015,5.21175
345.99,5.33516666667,3.99429166667,3.23995833333,3.59783333334,3.28483333333,5.09608333333,5.59541666666,3.82633333333,5.10491666667
346.35,5.30366666667,3.903125,3.22466666667,3.4655,3.27725,4.99091666667,5.53925,3.79066666667,5.06095833333
346.72,5.51525,4.12,3.438,3.75008333334,3.48633333333,5.10733333334,5.68391666666,3.90475,5.209875
347.08,5.49541666667,4.18075,3.517,3.70725,3.47358333333,5.15016666667,5.61566666667,3.94625,5.236625
347.45,5.53433333333,4.238125,3.59058333334,3.76575,3.59408333333,5.21958333333,5.62966666667,4.05166666666,5.417
347.81,5.49341666667,4.08779166667,3.50329166667,3.52283333333,3.53516666666,5.15291666667,5.58041666667,3.93975,5.29208333333
348.18,5.68525,4.181,3.59183333333,3.74808333333,3.66991666667,5.303,5.73683333333,4.08391666666,5.33779166667
348.54,5.54183333333,4.00891666667,3.478125,3.627,3.68208333333,5.17316666667,5.59708333333,3.95816666667,5.25954166667
348.91,5.29908333333,3.7405,3.24729166667,3.36658333333,3.4925,4.92425,5.34366666667,3.711,5.018625
349.27,5.29508333333,3.72579166667,3.10970833333,3.27716666666,3.40975,4.96425,5.25291666667,3.61708333334,4.88016666666
349.64,5.40283333333,3.809875,3.12866666667,3.30216666667,3.48725,5.11733333333,5.28466666667,3.70041666667,4.96133333333
350.00,5.49775,3.932375,3.17058333333,3.422,3.54633333333,5.26683333333,5.28791666667,3.77033333333,5.10041666667
350.37,5.38733333333,3.79658333334,3.02733333333,3.39166666666,3.38283333333,5.22083333334,5.16391666667,3.63266666667,4.95729166667
350.73,5.27775,3.74129166667,2.97304166666,3.26583333333,3.41225,5.24858333333,5.1485,3.57408333333,4.89079166666
351.10,5.35566666666,3.77020833333,2.982875,3.312,3.48566666667,5.28225,5.22941666667,3.65283333333,4.83075
351.46,5.41858333333,3.82825,3.02641666667,3.4375,3.561,5.30016666666,5.27991666667,3.64733333333,4.861
351.83,5.49266666667,3.98691666667,3.17166666667,3.60358333333,3.70775,5.34333333333,5.38341666667,3.63883333334,5.007125
352.19,5.27325,3.8455,3.01104166667,3.348,3.57258333333,5.14,5.12358333333,3.45933333333,4.87220833333
352.55,5.32641666666,3.93404166667,3.12195833333,3.44083333334,3.579,5.18,5.149,3.49166666667,4.860375
352.92,5.47575,4.11545833333,3.235875,3.59958333333,3.68083333333,5.33741666667,5.32283333333,3.62066666667,5.00479166667
353.28,5.461,4.206,3.36333333333,3.73191666667,3.75133333333,5.32058333333,5.4205,3.6595,5.105125
353.65,5.55508333333,4.29475,3.48758333333,3.917,3.8375,5.31983333333,5.52483333333,3.73408333333,5.01908333333
354.01,5.30091666666,4.02929166667,3.18308333333,3.65141666667,3.5665,4.98366666667,5.30116666666,3.41391666667,4.72283333334
354.38,5.46183333333,4.11954166667,3.26041666667,3.75925,3.719,5.06358333333,5.394,3.53058333333,4.90775
354.74,5.56933333333,4.12945833333,3.35545833333,3.81983333334,3.71833333333,5.11325,5.38283333333,3.62916666667,4.944375
355.11,5.68741666667,4.26920833333,3.461,4.0295,3.85358333333,5.243,5.432,3.74883333333,5.07270833334
355.47,5.73683333333,4.30620833334,3.55770833333,4.10516666667,3.89833333334,5.28983333333,5.52133333333,3.81591666667,5.06766666666
355.83,5.75883333333,4.33270833333,3.59,4.23933333333,3.89208333333,5.31683333334,5.57108333333,3.889,5.01041666667
356.20,5.83816666667,4.37529166667,3.6685,4.34208333333,3.96225,5.40041666667,5.70291666667,3.94833333333,5.139875
356.56,5.77916666667,4.371,3.64795833333,4.348,3.96625,5.47891666667,5.70583333333,3.94066666666,5.14304166667
356.93,5.86691666667,4.40933333333,3.81241666667,4.4355,4.08066666667,5.56658333334,5.79066666667,4.00333333333,5.2225
357.29,6.15183333333,4.635625,4.06866666666,4.66658333333,4.37966666666,5.87308333333,6.04408333333,4.24308333333,5.45120833333
357.66,6.03383333334,4.46770833333,3.89095833333,4.49916666667,4.23891666667,5.75016666667,5.88683333333,4.12825,5.48545833333
358.02,6.21058333334,4.585875,4.117625,4.66033333333,4.41083333333,5.94466666667,6.05,4.35566666667,5.58645833333
358.38,6.22016666667,4.65033333333,4.19583333333,4.7235,4.48083333334,5.97716666667,6.116,4.3955,5.58708333333
358.75,6.07525,4.57633333333,3.97620833333,4.57108333333,4.387,5.84983333333,6.05266666667,4.2305,5.44170833333
359.11,6.034,4.54029166667,3.919125,4.47091666667,4.34558333333,5.77841666667,6.07441666666,4.16725,5.31583333334
359.48,6.0015,4.54016666667,3.83766666667,4.37466666667,4.2585,5.75333333334,6.00508333333,4.11091666667,5.26304166666
359.84,5.97208333334,4.48141666667,3.79533333333,4.27875,4.20533333333,5.68366666667,5.91833333334,4.0475,5.23625
360.20,5.9455,4.43675,3.781,4.24916666667,4.15025,5.67166666667,5.90341666666,4.00233333333,5.137875
360.57,5.988,4.38375,3.753375,4.18425,4.129,5.60025,5.90408333334,4.00183333333,5.07083333333
360.93,5.97566666667,4.35754166666,3.700875,4.14633333333,4.09875,5.62316666666,5.90133333333,4.01041666667,5.05820833333
361.29,5.82766666667,4.16604166667,3.56416666666,3.95025,3.93333333333,5.45941666667,5.73433333333,3.87558333333,4.88504166667
361.66,5.94841666667,4.314125,3.7085,4.05883333334,4.04016666667,5.57533333333,5.87233333333,3.95916666667,4.85354166667
362.02,6.00975,4.41566666667,3.73566666666,4.16725,4.10125,5.66733333333,5.93966666666,4.01375,4.877125
362.39,6.0145,4.45079166667,3.782875,4.17633333334,4.10983333333,5.75058333333,5.98333333333,4.005,4.90833333333
362.75,6.1435,4.51775,3.90079166667,4.30125,4.22183333333,5.83016666667,6.05108333333,4.1015,5.01229166666
363.11,6.058,4.42995833333,3.82079166667,4.23083333333,4.14808333333,5.76191666667,5.96633333334,3.99516666667,4.95695833333
363.48,5.9105,4.30679166667,3.738125,4.10533333333,4.06375,5.67608333333,5.84033333333,3.87233333333,4.83320833333
363.84,5.79016666666,4.26495833333,3.66891666667,4.02216666667,4.01575,5.66616666667,5.78708333333,3.7885,4.796
364.20,5.80991666667,4.315625,3.70920833333,4.04316666666,4.03883333333,5.66275,5.79316666666,3.80533333333,4.8525
364.57,5.80883333333,4.377125,3.75608333333,4.06616666667,4.063,5.70908333333,5.78741666666,3.8155,4.94608333333
364.93,5.71991666667,4.37333333333,3.728125,4.02783333333,4.01358333334,5.64058333333,5.72958333334,3.77491666667,4.862875
365.29,5.80325,4.46691666667,3.75079166667,4.14575,4.01091666667,5.6775,5.78116666667,3.85408333333,4.83479166667
365.66,5.66941666667,4.330375,3.638875,4.01841666667,3.88816666667,5.55008333333,5.68141666667,3.76025,4.75470833333
366.02,5.63683333333,4.22541666667,3.55595833333,3.87775,3.78041666667,5.45891666667,5.60208333333,3.64875,4.76470833333
366.38,5.531,4.10670833333,3.455125,3.79641666667,3.67641666667,5.26891666667,5.49391666667,3.54541666667,4.58354166667
366.75,5.426,4.01616666667,3.38825,3.69408333333,3.5805,5.17308333334,5.39566666666,3.45466666667,4.46029166667
367.11,5.43183333333,3.95491666666,3.38483333333,3.6615,3.55191666666,5.16766666666,5.32108333334,3.47525,4.46883333333
367.47,5.605,4.02325,3.47108333333,3.83383333333,3.68466666667,5.25791666667,5.43425,3.56366666667,4.62041666667
367.84,5.67458333333,3.95541666667,3.42916666667,3.85083333333,3.60083333334,5.23816666667,5.37791666667,3.594,4.491625
368.20,5.78658333333,4.066125,3.430125,3.97008333333,3.67641666667,5.336,5.45891666666,3.64558333333,4.54616666667
368.56,5.91883333333,4.13691666667,3.52054166666,4.10716666667,3.76941666667,5.437,5.59716666667,3.80233333334,4.631875
368.93,5.96575,4.15345833334,3.50816666667,4.12733333333,3.82125,5.47391666667,5.55933333334,3.78466666666,4.61125
369.29,5.88833333333,4.20833333333,3.55741666667,4.121,3.89733333334,5.51225,5.55966666667,3.772,4.698625
369.65,5.92166666667,4.23,3.60658333333,4.16716666667,3.95025,5.57725,5.51308333333,3.77991666667,4.75483333333
370.01,5.83083333333,4.19820833333,3.60654166667,4.18183333333,3.9645,5.54716666667,5.404,3.78858333334,4.68520833333
370.38,6.08183333333,4.37666666667,3.73625,4.34233333334,4.10633333333,5.81366666667,5.52441666667,4.02208333333,4.88954166667
370.74,6.09658333333,4.423125,3.74454166667,4.39908333333,4.1075,5.94616666667,5.51866666667,4.05816666667,5.013125
371.10,6.34916666666,4.76095833333,4.00445833333,4.68916666667,4.34958333333,6.20308333333,5.80491666667,4.31241666667,5.26391666667
371.46,6.38025,4.875,4.10916666667,4.73333333333,4.3865,6.24766666666,5.88808333333,4.44016666667,5.33804166667
371.83,6.57375,5.17516666666,4.39683333333,4.92091666667,4.72666666667,6.467,6.18375,4.68058333333,5.63979166667
372.19,6.45941666667,5.05008333333,4.349375,4.75716666667,4.63625,6.34366666667,6.0475,4.6765,5.53616666667
372.55,6.31616666666,4.90404166666,4.15883333333,4.63075,4.47483333333,6.19125,5.86391666667,4.422,5.32404166667
372.92,6.2745,4.87645833334,4.12016666666,4.64708333333,4.42883333334,6.18475,5.92016666667,4.4265,5.32470833333
373.28,6.24583333333,4.756875,4.00108333333,4.54216666667,4.2985,6.115,5.82708333333,4.31225,5.24675
373.64,6.271,4.80029166667,4.02766666667,4.565,4.2935,6.1285,5.91758333334,4.32808333333,5.28745833333
374.00,6.32891666667,4.80395833334,4.05675,4.521,4.30483333333,6.165,5.9745,4.34025,5.31329166667
374.37,6.19533333333,4.69241666667,3.98716666666,4.39041666667,4.21241666667,6.02341666666,5.90908333333,4.20316666667,5.20379166667
374.73,6.21341666667,4.69404166667,3.99383333333,4.38558333334,4.22133333334,5.90775,5.94191666667,4.23166666667,5.06583333333
375.09,5.98841666666,4.41875,3.76033333333,4.14175,3.97266666667,5.67575,5.75316666667,3.98175,4.81341666666
375.45,5.85733333333,4.25895833333,3.57266666667,3.97325,3.82166666667,5.53341666667,5.57658333333,3.77158333334,4.65
375.81,5.55458333333,3.90120833334,3.18341666666,3.70733333333,3.44991666667,5.223,5.20925,3.39633333333,4.298875
376.18,5.59516666667,3.91870833333,3.21283333333,3.73458333334,3.50108333333,5.33933333334,5.24791666667,3.37666666666,4.31129166666
376.54,5.6295,4.01004166667,3.331125,3.7605,3.56633333333,5.41525,5.33116666667,3.49816666666,4.37520833333
376.90,5.663,4.02720833334,3.392875,3.73916666667,3.58258333334,5.45283333333,5.32841666667,3.49183333333,4.38979166667
377.26,5.75825,4.097375,3.45941666667,3.81708333333,3.68125,5.53216666667,5.40725,3.57883333333,4.423875
377.63,5.76508333334,4.095,3.42433333334,3.77308333333,3.67,5.51233333334,5.32533333333,3.53091666667,4.4505
377.99,5.85125,4.24570833333,3.528625,3.89625,3.7955,5.592,5.42158333333,3.62658333333,4.538375
378.35,5.89191666666,4.2935,3.53454166667,3.89891666666,3.81925,5.59391666666,5.45208333334,3.66308333333,4.579
378.71,5.85808333333,4.192125,3.413375,3.79116666667,3.71633333333,5.523,5.34791666667,3.56325,4.53991666667
379.07,5.91033333333,4.27375,3.452,3.85575,3.80933333334,5.598,5.40433333333,3.65416666667,4.64279166667
379.44,6.00908333333,4.3535,3.53179166667,3.9375,3.87925,5.66833333333,5.49666666666,3.75883333333,4.732375
379.80,6.10191666666,4.46020833333,3.62058333333,4.01,3.9735,5.72666666667,5.57083333333,3.87741666667,4.85466666667
380.16,6.17491666667,4.55983333333,3.70858333333,4.15708333333,4.05016666667,5.77516666667,5.65608333334,4.0025,4.964875
380.52,6.04633333333,4.38225,3.54416666667,4.01458333333,3.93816666666,5.62991666667,5.52225,3.8895,4.85725
380.88,6.09833333333,4.39775,3.57183333333,4.03908333334,3.9995,5.6595,5.49575,3.96408333334,4.92725
381.24,5.98675,4.276875,3.48691666667,3.93108333333,3.93216666667,5.51491666667,5.37658333333,3.87375,4.84820833334
381.61,5.982,4.28075,3.48320833333,3.956,3.97425,5.48883333333,5.40308333333,3.92425,4.80379166667
381.97,5.801,4.15045833333,3.3305,3.8135,3.82783333333,5.35825,5.32133333333,3.80866666667,4.68633333333
382.33,5.77383333334,4.14020833333,3.35804166667,3.82708333333,3.83925,5.38908333333,5.26366666667,3.80325,4.71379166667
382.69,5.65108333334,4.07270833333,3.34370833333,3.79316666667,3.80316666667,5.33,5.20141666666,3.73791666666,4.68929166667
383.05,5.61825,4.01491666667,3.35,3.763,3.75175,5.277,5.11991666667,3.69408333333,4.63695833333
383.41,5.60225,4.00070833333,3.36454166667,3.7365,3.75683333333,5.3215,5.1505,3.69308333334,4.652
383.77,5.62441666667,4.03916666667,3.4225,3.70858333333,3.77133333333,5.35025,5.19233333333,3.72075,4.66925
384.14,5.55825,3.98425,3.33583333333,3.60908333333,3.69283333333,5.27391666667,5.09825,3.63583333333,4.5935
384.50,5.65041666667,4.08216666667,3.41354166667,3.69641666667,3.78275,5.335,5.15316666666,3.69108333333,4.67083333333
384.86,5.52491666666,3.98575,3.312875,3.58416666666,3.64016666667,5.21166666666,5.08383333333,3.545,4.51541666666
385.22,5.44791666667,3.950375,3.2535,3.51266666667,3.55333333333,5.16558333333,5.06658333333,3.49591666667,4.44825
385.58,5.46166666666,4.00916666667,3.334,3.56175,3.59108333333,5.23125,5.12558333333,3.56666666667,4.55495833333
385.94,5.56158333333,4.07670833333,3.39191666666,3.60358333333,3.64725,5.298,5.17616666666,3.627,4.635625
386.30,5.43325,3.9675,3.23766666667,3.515,3.529,5.17908333333,5.10575,3.51058333333,4.50466666666
386.66,5.48616666667,4.05258333333,3.26491666667,3.58383333333,3.61733333333,5.27025,5.20358333334,3.58875,4.55229166667
387.03,5.47725,4.05075,3.238125,3.586,3.58516666667,5.24958333333,5.22458333333,3.58991666667,4.54583333333
387.39,5.39966666667,4.00320833334,3.187625,3.55258333333,3.51591666667,5.14566666666,5.14908333333,3.56033333333,4.44758333333
387.75,5.35791666667,3.98525,3.183625,3.61283333333,3.51758333333,5.13691666667,5.16733333333,3.56316666667,4.41795833334
388.11,5.35866666667,3.95895833334,3.183875,3.56316666667,3.491,5.13241666667,5.184,3.53083333333,4.430125
388.47,5.32366666666,3.89720833333,3.156375,3.49175,3.44091666667,5.10966666667,5.15083333334,3.47458333333,4.36691666667
388.83,5.3265,3.90808333333,3.14183333333,3.48908333333,3.40966666667,5.06966666667,5.13066666667,3.461,4.372
389.19,5.42925,4.007,3.216625,3.61108333333,3.50616666667,5.15066666667,5.22258333333,3.53533333333,4.47829166667
389.55,5.40383333333,3.93408333333,3.14466666667,3.55841666667,3.43591666667,5.09808333333,5.18308333333,3.43333333333,4.35304166666
389.91,5.49441666666,4.02508333333,3.26920833333,3.6935,3.56075,5.21733333333,5.26716666667,3.52716666666,4.433125
390.27,5.744,4.24820833333,3.52883333333,3.92141666667,3.77866666667,5.43116666667,5.46666666666,3.73333333333,4.63158333333
390.63,5.85375,4.36108333334,3.64595833333,4.00716666667,3.86925,5.48316666667,5.56825,3.80016666667,4.74633333333
391.00,5.89841666667,4.397625,3.68579166667,4.03,3.9455,5.54258333334,5.60316666667,3.81425,4.78233333333
391.36,6.028,4.50341666667,3.769875,4.12341666667,4.06533333333,5.65433333333,5.70291666666,3.88016666666,4.88829166667
391.72,6.16766666667,4.59304166667,3.856875,4.20841666667,4.181,5.76983333333,5.78908333333,3.97566666667,5.02583333334
392.08,6.17483333333,4.62391666667,3.86654166667,4.24541666667,4.20566666667,5.7465,5.80541666667,4.02341666666,5.03825
392.44,6.1925,4.66670833333,3.92795833333,4.299,4.28075,5.77283333333,5.8515,4.09475,5.106625
392.80,6.244,4.70279166667,3.99345833333,4.3765,4.39575,5.85883333334,5.923,4.16533333333,5.20829166667
393.16,6.27125,4.71820833334,4.03704166666,4.38341666667,4.41408333334,5.88708333333,5.94591666667,4.19525,5.236375
393.52,6.2845,4.77279166667,4.05741666667,4.42791666667,4.46008333333,5.91908333333,5.97266666667,4.22316666667,5.286375
393.88,6.23183333334,4.68004166666,3.97833333333,4.37483333334,4.3775,5.8215,5.89458333333,4.13666666667,5.21591666667
394.24,6.15516666667,4.60383333334,3.89683333334,4.31066666666,4.33558333334,5.74858333333,5.84166666667,4.063,5.17429166666
394.60,6.12516666666,4.52754166666,3.86741666667,4.2705,4.28991666667,5.74,5.77633333333,4.00766666667,5.15116666667
394.96,6.06175,4.462,3.82041666667,4.211,4.23466666667,5.69025,5.73683333333,3.94658333333,5.11216666667
395.32,5.97841666667,4.384125,3.74970833333,4.137,4.16433333333,5.62766666667,5.66108333334,3.88675,5.01095833333
395.68,5.8935,4.325625,3.66125,4.03233333333,4.0635,5.50283333333,5.58616666667,3.78316666667,4.90433333333
396.04,5.90541666666,4.34591666667,3.67545833333,4.05116666666,4.07166666667,5.51425,5.591,3.74425,4.89970833333
396.40,5.93458333333,4.40158333334,3.65470833333,4.06766666667,4.03616666667,5.54775,5.57933333333,3.71108333333,4.91541666667
396.76,5.91025,4.37983333333,3.61070833333,4.03691666667,3.99158333333,5.50033333333,5.55166666667,3.7045,4.89979166667
397.12,5.94108333333,4.424,3.62816666667,4.08841666667,4.04841666667,5.554,5.56275,3.72216666667,4.95558333333
397.48,5.96008333333,4.42354166667,3.66216666667,4.09583333333,4.05375,5.60225,5.59033333333,3.76975,4.96666666667
397.84,5.92766666666,4.40979166666,3.63745833333,4.05158333333,4.01583333333,5.60158333333,5.59058333334,3.7415,4.94775
398.20,5.88091666667,4.384625,3.59291666666,4.01458333333,3.94308333333,5.5845,5.55725,3.714,4.911375
398.56,5.84133333333,4.38183333333,3.55220833333,4.01858333334,3.88458333333,5.53608333333,5.55391666666,3.74716666667,4.86979166667
398.92,5.86533333333,4.446,3.57358333333,4.06191666667,3.93716666667,5.54333333333,5.58125,3.81366666667,4.90941666666
399.28,5.91,4.50425,3.62975,4.13775,3.99108333333,5.59291666667,5.63841666667,3.87808333333,5.00495833333
399.64,5.97325,4.53329166666,3.71825,4.23025,4.06233333334,5.70108333333,5.73166666667,3.96825,5.09929166667
400.00,6.0045,4.56720833333,3.73641666667,4.286,4.11083333334,5.75683333333,5.76883333333,4.02091666667,5.12791666666
400.36,6.02208333333,4.58520833333,3.76779166667,4.33691666667,4.1395,5.77925,5.80716666667,4.07075,5.16754166667
400.72,6.02366666667,4.57770833333,3.7955,4.39466666666,4.13966666667,5.81608333333,5.8185,4.06558333333,5.1645
401.08,5.96725,4.50666666666,3.75108333333,4.34308333333,4.072,5.75316666667,5.77975,4.02141666667,5.08829166667
401.44,5.87941666666,4.45008333333,3.69704166667,4.27316666667,3.998,5.6245,5.67383333333,3.93425,5.0125
401.80,5.8705,4.457875,3.728625,4.2935,4.03375,5.64591666667,5.66483333334,3.95575,5.00225
402.16,5.90358333333,4.46075,3.730875,4.27516666667,4.07791666667,5.61575,5.67508333333,3.976,5.03591666667
402.52,5.97716666667,4.51733333333,3.79170833333,4.3285,4.16858333333,5.69725,5.71933333333,4.00725,5.08316666667
402.88,6.00458333333,4.56320833333,3.83025,4.38033333333,4.17716666667,5.75266666667,5.74225,4.01408333333,5.08766666667
403.24,5.98625,4.565875,3.80558333333,4.369,4.15108333334,5.7565,5.73141666667,3.97258333333,5.08166666666
403.60,5.971,4.553625,3.76329166667,4.30891666667,4.11808333333,5.72658333333,5.66041666667,3.921,5.02829166667
403.95,5.92016666667,4.51116666666,3.726375,4.2765,4.07008333333,5.64166666667,5.60666666667,3.88841666667,4.96941666667
404.31,5.82725,4.41720833333,3.63608333333,4.18758333333,3.98008333333,5.53758333333,5.53108333333,3.80108333333,4.872625
404.67,5.87716666666,4.433625,3.659375,4.20391666667,4.00108333333,5.54416666667,5.55616666667,3.83216666667,4.87479166667
405.03,5.895,4.47045833333,3.69666666667,4.24516666667,4.01958333333,5.56733333333,5.57208333333,3.87258333333,4.895375
405.39,5.93433333334,4.4835,3.695,4.27341666667,4.04208333333,5.60933333333,5.60083333333,3.8885,4.92175
405.75,5.90316666666,4.440875,3.62795833333,4.2515,3.97133333333,5.54741666667,5.55916666667,3.86375,4.911875
406.11,5.87316666667,4.43175,3.612375,4.246,3.93066666667,5.53591666666,5.51816666667,3.85958333334,4.88379166667
406.47,5.80641666667,4.39341666666,3.5595,4.18825,3.85541666667,5.48775,5.47891666667,3.82433333333,4.84470833333
406.83,5.78125,4.34670833333,3.52695833333,4.16708333333,3.80391666666,5.44175,5.44216666667,3.81133333333,4.82579166667
407.19,5.78283333333,4.325,3.52929166667,4.13858333333,3.798,5.42316666667,5.425,3.82525,4.78516666667
407.55,5.73333333334,4.28858333333,3.50283333333,4.12616666667,3.75666666667,5.36875,5.40183333333,3.81558333333,4.76479166667
407.90,5.71083333333,4.25279166666,3.47175,4.096,3.73066666666,5.40466666667,5.372,3.7855,4.75483333333
408.26,5.75158333334,4.29479166666,3.51704166667,4.1345,3.76341666667,5.483,5.39,3.84016666667,4.789625
408.62,5.73941666667,4.32604166667,3.50858333333,4.09858333333,3.7615,5.50116666667,5.38108333333,3.83766666667,4.78720833333
408.98,5.762,4.36670833333,3.52658333333,4.06766666666,3.79675,5.50391666667,5.40525,3.84016666667,4.80854166666
409.34,5.74175,4.33075,3.51854166667,4.04841666667,3.773,5.49741666667,5.38416666667,3.81525,4.81841666667
409.70,5.76158333333,4.366,3.56325,4.06375,3.83266666667,5.53175,5.41133333333,3.84391666667,4.83995833333
410.06,5.78058333333,4.36954166667,3.579,4.05016666667,3.85866666667,5.55341666667,5.43216666667,3.84816666667,4.85241666667
410.42,5.82941666666,4.39658333333,3.614625,4.11116666667,3.90325,5.57983333333,5.449,3.901,4.87920833333
410.77,5.85041666667,4.41783333333,3.65070833333,4.11183333333,3.94533333333,5.62,5.47491666667,3.926,4.893875
411.13,5.79933333333,4.40695833333,3.62045833334,4.10133333333,3.90266666666,5.57466666667,5.4305,3.87958333333,4.88841666667
411.49,5.91025,4.51345833334,3.73408333334,4.24841666667,4.02783333333,5.69883333333,5.5405,3.97475,5.000625
411.85,5.905,4.48483333333,3.74745833333,4.24025,4.02666666667,5.66766666667,5.53825,3.96366666667,5.00470833334
412.21,5.87466666667,4.443875,3.67804166667,4.19425,3.98375,5.57916666667,5.49983333334,3.90583333333,4.962375
412.57,5.83241666666,4.43725,3.666,4.19733333333,3.96825,5.54083333333,5.47791666667,3.87,4.934625
412.92,5.80366666667,4.38775,3.62204166667,4.21641666667,3.935,5.52608333334,5.45158333333,3.85416666667,4.912125
413.28,5.76808333333,4.40304166667,3.57166666667,4.18391666666,3.9215,5.49533333333,5.408,3.8305,4.86425
413.64,5.762,4.42270833334,3.56754166666,4.1835,3.90266666667,5.48925,5.39425,3.784,4.83583333333
414.00,5.73466666667,4.43245833333,3.558125,4.21308333333,3.87091666667,5.47616666666,5.37058333333,3.77983333333,4.81625
414.36,5.64691666666,4.375625,3.50083333333,4.13058333333,3.80883333333,5.41708333334,5.294,3.66458333333,4.757
414.72,5.584,4.312875,3.44545833333,4.08616666667,3.74616666667,5.35733333333,5.23775,3.58766666667,4.68254166667
415.07,5.58408333333,4.27370833333,3.44408333334,4.08466666667,3.74575,5.35808333333,5.24591666666,3.57975,4.665125
415.43,5.494,4.192625,3.36058333333,3.96741666667,3.64783333333,5.25975,5.16258333334,3.48216666667,4.583625
415.79,5.51991666666,4.22433333333,3.38529166667,3.99166666667,3.66583333333,5.28833333333,5.17116666667,3.53183333333,4.60533333333
416.15,5.52683333334,4.25229166667,3.45183333333,4.01516666667,3.68825,5.33933333333,5.20658333334,3.56033333334,4.63420833333
416.51,5.55283333334,4.24641666667,3.476875,4.01316666667,3.69733333333,5.35391666667,5.22783333333,3.60025,4.67358333333
416.86,5.53216666667,4.23020833333,3.46554166667,3.95666666666,3.65208333333,5.33708333333,5.1985,3.55758333334,4.650375
417.22,5.55875,4.21141666667,3.50225,3.97783333333,3.66883333333,5.33616666667,5.22325,3.56891666667,4.665625
417.58,5.54591666666,4.1655,3.48475,3.96258333333,3.65325,5.32308333334,5.22108333333,3.57233333333,4.66541666667
417.94,5.50158333333,4.12291666667,3.45433333333,3.92441666666,3.64058333333,5.30075,5.21758333333,3.53316666667,4.62504166667
418.29,5.52358333333,4.13970833333,3.45845833333,3.93533333334,3.651,5.30941666667,5.24808333333,3.55891666667,4.624625
418.65,5.539,4.15929166667,3.46208333333,3.94183333333,3.65116666667,5.30475,5.25316666667,3.57066666666,4.65616666667
419.01,5.51766666666,4.13695833333,3.43891666667,3.91241666667,3.63308333333,5.288,5.23908333333,3.55966666667,4.64604166666
419.37,5.51816666666,4.13425,3.43041666666,3.90533333333,3.63641666667,5.3105,5.23866666667,3.57075,4.64445833333
419.73,5.53075,4.157375,3.45058333333,3.93058333333,3.65008333333,5.33083333333,5.27266666667,3.562,4.671875
420.08,5.50941666667,4.14216666667,3.43454166667,3.92125,3.641,5.31541666667,5.24741666666,3.54683333333,4.64541666667
420.44,5.53575,4.17408333334,3.45054166666,3.963,3.666,5.35633333333,5.2765,3.56266666667,4.66591666666
420.80,5.56416666666,4.202125,3.48791666667,3.99525,3.70308333333,5.37433333333,5.30875,3.5965,4.698625
421.16,5.57425,4.21745833334,3.48804166667,4.00441666667,3.70283333333,5.39225,5.325,3.60583333334,4.70558333333
421.51,5.617,4.2505,3.51575,4.03316666667,3.72241666667,5.41733333333,5.35716666666,3.63858333334,4.74708333333
421.87,5.64491666667,4.27241666667,3.53725,4.04708333333,3.73275,5.43225,5.36425,3.66016666666,4.777375
422.23,5.64975,4.26925,3.54675,4.0495,3.73291666667,5.44083333334,5.35608333334,3.6705,4.7855
422.58,5.65041666667,4.27233333333,3.54175,4.06366666667,3.72933333333,5.44591666667,5.34025,3.669,4.78675
422.94,5.68633333333,4.31975,3.58970833333,4.1085,3.759,5.49591666667,5.37191666667,3.71375,4.82041666667
423.30,5.67641666667,4.30679166667,3.58395833333,4.10666666667,3.74941666666,5.47558333333,5.35491666667,3.694,4.81729166667
423.66,5.65591666667,4.29025,3.56025,4.08008333333,3.72533333334,5.46116666667,5.32491666667,3.677,4.79079166667
424.01,5.71416666667,4.32675,3.59983333333,4.119,3.76158333333,5.50166666666,5.3765,3.71625,4.846625
