wavelength,Back_TanLabm,Belly_TanLabm,Breast_TanLabm,Crissum_TanLabm,Crown_TanLabm,DorTail_TanLabm,Patch10_TanLabm,Rump_TanLabm,Throat_TanLabm,WingTip_TanLabm
578.94,59.5909333333,34.6899666667,49.5286666667,25.1600666667,12.7910666667,11.8658666667,90.9081333334,77.1454,39.3806,12.5399333333
579.28,59.1257333333,34.6421,49.0781333333,25.1652666667,12.7166,11.8615333333,90.3601333334,76.7058666666,39.1086,12.4968
579.61,58.904,34.6892,48.7961333333,25.2467333333,12.7153333333,11.8612,90.0118666667,76.3401333333,38.964,12.5212666667
579.95,58.531,34.6302,48.4606666667,25.2595333333,12.669,11.8671333333,89.5336,75.9021333333,38.7126666666,12.5251333333
580.29,58.1732666667,34.5980333333,48.1199333333,25.2654,12.6178666667,11.8478,89.0920000001,75.4718666667,38.4898666667,12.5141666667
580.63,57.7611333333,34.5198666667,47.7697333334,25.268,12.5804,11.8203333333,88.6163333334,74.951,38.2115333333,12.4806333333
580.97,57.4291333333,34.5030333333,47.4733333333,25.3217333334,12.6131333333,11.8749333333,88.1644666666,74.5265333333,38.0181333333,12.5599
581.31,57.0866,34.5709,47.1426,25.4291333333,12.6998,11.9696666667,87.6377333334,74.1004,37.912,12.6636666667
581.65,56.7290666667,34.5388666667,46.8218666666,25.4260666667,12.6487333333,11.9519333333,87.255,73.7131333334,37.6586,12.636
581.98,56.5402666666,34.5827333333,46.5963333333,25.469,12.6091333333,11.9856666667,87.1236666666,73.5330666667,37.5561333333,12.6652333333
582.32,56.2519333333,34.5821,46.3715333333,25.5287333333,12.6693333333,12.0262,86.8226666667,73.1418666666,37.4184,12.7062666667
582.66,55.9649333333,34.558,46.1116666667,25.5895333333,12.6822,12.0597333333,86.4541333334,72.8003333333,37.248,12.7483333333
583.00,55.7364666667,34.5620666667,45.8940666667,25.6243333334,12.6312666667,12.0356,86.2047333334,72.4802666667,37.1232,12.7430666667
583.34,55.4274666667,34.527,45.5934,25.6659333333,12.6426,12.0931333333,85.8091999999,72.1098,36.9584,12.8064666667
583.68,55.1087333333,34.5060333333,45.2441333333,25.6746666667,12.623,12.0749333333,85.3118000001,71.6569333333,36.7802666667,12.8121
584.01,54.8264666667,34.4553333333,44.9717333333,25.6760666667,12.5338,12.003,84.9905333333,71.3806,36.5388,12.7664333333
584.35,54.6385333333,34.5412666667,44.7802666667,25.7923333333,12.5714,12.0671333333,84.7542000001,71.176,36.4984666667,12.8503666667
584.69,54.2552666667,34.4157333333,44.4312,25.8146666667,12.522,12.0674666667,84.2098666667,70.6913333333,36.2948,12.7951666667
585.03,53.9423333333,34.3641,44.1373333333,25.8294666667,12.4810666667,12.0629333333,83.7848,70.2928666666,36.0620666667,12.7875666667
585.37,53.6358666667,34.3286,43.8798666667,25.9116666667,12.5096,12.1077333333,83.2917333333,69.8808,35.8854,12.8296333333
585.70,53.2924666667,34.2368,43.5820666667,25.9739333333,12.5012,12.1028,82.8466000001,69.4604666667,35.689,12.8273
586.04,53.0663333333,34.2279,43.3434666667,26.0086666667,12.4516,12.0989333333,82.5154,69.1992666667,35.5300666667,12.8392333333
586.38,52.6876666667,34.1971666667,43.0426,25.9998,12.3866666667,12.0451333333,82.0112000001,68.7876,35.3166,12.8150333333
586.72,52.4464,34.2576333333,42.8361333333,26.1112,12.4649333333,12.1349333333,81.7280000001,68.481,35.1704666667,12.9288666667
587.06,52.0524,34.1438333333,42.5401333333,26.0574666667,12.3902,12.11,81.3018666666,68.111,34.9144,12.8635
587.39,51.6886666667,34.1059,42.3122,26.0678666667,12.3432,12.0824,80.9225333333,67.7667333333,34.7152,12.8528
587.73,51.4148,34.1595,42.105,26.145,12.3856666667,12.1694,80.5642,67.4411333333,34.6247333333,12.9140666667
588.07,51.0839333333,34.0633666667,41.8796,26.0970666667,12.3090666667,12.1424666667,80.2313333334,67.0939333333,34.3756,12.8626
588.41,50.9400666667,34.1692333333,41.737,26.1713333333,12.3170666667,12.2033333333,80.0674666667,66.9618,34.2983333334,12.9284
588.74,50.6452,34.1360666667,41.5186,26.1599333333,12.2478666667,12.1902,79.7961333333,66.6852,34.1156,12.8911
589.08,50.4428,34.2229,41.3314,26.2204,12.244,12.2095333333,79.5566666666,66.4311333333,34.0352666667,12.9366666667
589.42,50.1724,34.2341666667,41.0710666667,26.2186,12.1879333333,12.195,79.1866666667,66.1416666667,33.8529333333,12.9395666667
589.76,49.8558666667,34.2034333333,40.8577333334,26.2693333333,12.2217333333,12.2547333333,78.7660666667,65.8240666667,33.7514666667,12.9917
590.09,49.6475333333,34.188,40.6678,26.2644,12.2058,12.2652666667,78.5552666666,65.5477333333,33.6249333333,13.0218
590.43,49.1864,33.9902666667,40.2572666667,26.1192,12.0752,12.1523333333,77.9006666667,65.0163333333,33.3698666666,12.903
590.77,49.0798666667,34.0985333333,40.1214666667,26.2768666667,12.0952666667,12.1828666666,77.7007333334,64.8194666667,33.3504666667,12.9760333333
591.11,48.96,34.1403666667,39.9417333333,26.4124666667,12.1204666667,12.2330666667,77.4593333334,64.6071333333,33.2720666667,13.0316333333
591.44,48.6382666667,34.0639333333,39.6600666667,26.4133333333,12.0706,12.1728,77.0319333333,64.2054666667,33.0966,13.0167
591.78,48.2348666667,33.9719,39.2417333333,26.3586,11.9718666667,12.1047333333,76.4646666667,63.69,32.8544666667,12.935
592.12,47.8267333333,33.8844333333,38.9468666667,26.3113333333,11.9066666667,12.0022666666,76.0030666666,63.2322,32.6404,12.8642
592.46,47.4448666667,33.7624,38.6284,26.2786,11.8136666667,11.932,75.5056666667,62.7552666667,32.4263333333,12.8208666667
592.79,47.1024666667,33.6567,38.3548666667,26.2073333333,11.7150666667,11.8831333333,75.0524666667,62.3209333333,32.2248,12.7856
593.13,46.7868,33.6389333333,38.1373333333,26.2645333333,11.7506666667,11.9669333333,74.5358,61.8406666667,32.0998666667,12.8394666667
593.47,46.4208,33.5852,37.8204,26.2361333333,11.6942666667,11.9694,74.0414666667,61.3406,31.8554666667,12.8506
593.80,46.091,33.5540666667,37.5361333333,26.2853333333,11.6510666667,11.9626666667,73.5484,60.9335333333,31.7086666667,12.8565333333
594.14,45.9320666667,33.6206,37.4463333333,26.4302666667,11.6946666667,12.057,73.329,60.6838666667,31.6773333334,12.9045666667
594.48,45.6974,33.6269,37.2696,26.4512,11.6855333333,12.0584666667,73.0928666667,60.4417333333,31.5422666667,12.926
594.81,45.3620666667,33.5053333333,36.9836666667,26.3830666667,11.5884,12.0515333333,72.7363333333,60.0776,31.3523333333,12.8686666667
595.15,45.0622,33.4956666667,36.7749333333,26.3944666667,11.6090666667,12.1008,72.3126,59.6802,31.2073333333,12.9025666667
595.49,44.9622666667,33.5618333333,36.7342,26.5602666667,11.6799333333,12.2125333333,72.1781333333,59.5103333333,31.2295333333,12.9982333333
595.82,44.8458,33.6365333333,36.6153333333,26.6432666667,11.7224666667,12.3006,71.9543333333,59.2809333333,31.1978666667,13.0792666667
596.16,44.7499333333,33.7272333333,36.5368666667,26.7006,11.7808666667,12.3687333334,71.7874,59.0940666667,31.1659333334,13.1783333333
596.50,44.5774,33.6877333333,36.393,26.75,11.7744,12.3868666667,71.5463333333,58.8880666667,31.0784,13.1886333333
596.83,44.4035333333,33.6584666667,36.2213333333,26.7464,11.7124666667,12.3324,71.3656,58.6936,30.9561333333,13.1355333333
597.17,44.2426,33.6047666667,36.0804666667,26.7786,11.6654,12.31,71.1356666667,58.4424,30.8806666667,13.0917666667
597.51,44.1398666667,33.6293,36.009,26.8534,11.7171333333,12.3712666667,70.9200666667,58.2729333333,30.8682,13.1481666667
597.84,44.0197333333,33.6525,35.9088666667,26.9208666667,11.7404,12.3922,70.7388666667,58.1394666667,30.7738,13.1967
598.18,43.789,33.6043666667,35.7148,26.9282,11.6806,12.3803333333,70.3859333333,57.7767333333,30.6459333333,13.1491333333
598.52,43.6616,33.6823,35.6401333333,27.0336666667,11.6974,12.4193333334,70.1943333333,57.5745333333,30.6144,13.2064666667
598.85,43.5169333333,33.638,35.5141333333,27.0706,11.6794,12.4168,69.9381333333,57.3356666667,30.5738666667,13.2195666667
599.19,43.2216,33.5937333333,35.2878666667,27.0556666667,11.6620666667,12.4272666667,69.4611333333,56.9602666667,30.4120666667,13.2409666667
599.53,42.8518666667,33.4525333333,34.9590666667,27.0068,11.5557333333,12.3765333333,68.939,56.5061333333,30.1746,13.1548333333
599.86,42.504,33.2758333333,34.6708666667,26.9624666667,11.4497333333,12.3229333333,68.4204,56.0582,29.981,13.0427
600.20,42.2283333333,33.2163666667,34.4364,26.9859333333,11.4148,12.3358666667,68.0305333333,55.6658666667,29.8156666667,13.0341666667
600.53,41.9838,33.2236666667,34.3062,27.0388,11.4268,12.3985333333,67.6437333334,55.3326,29.7339333333,13.0907333333
600.87,41.8290666667,33.3320666667,34.1983333333,27.1562,11.5058666667,12.4842666667,67.3252666667,55.0585333333,29.6892,13.1958
601.21,41.4582666667,33.1723666667,33.8970666667,27.0459333333,11.3754,12.4242,66.8797333333,54.5691333333,29.4099333333,13.0723
601.54,41.1548,33.0977,33.6350666667,27.0019333333,11.3012666667,12.4061333333,66.3968666667,54.0822666667,29.2355333333,13.0383333333
601.88,40.9166666667,33.0480666667,33.4377333333,26.977,11.2935333333,12.4403333333,65.9163333333,53.6638666667,29.1222666667,13.0959333333
602.21,40.5800666667,32.9621666667,33.2162,26.8974666667,11.2840666667,12.4186666667,65.3795333333,53.1954,28.9452666667,13.0866
602.55,40.3626,32.9779333333,33.0276,26.9442,11.213,12.4068,65.1108,52.9212666667,28.8002666667,13.0892666667
602.88,40.2094666667,33.0075666667,32.8842,26.9633333333,11.1766666667,12.3925333333,64.8593333333,52.6465333333,28.7216666667,13.0768666667
603.22,40.1252,33.0266333333,32.8479333334,27.0329333334,11.2209333333,12.4392666667,64.6837333333,52.4909333333,28.6965333333,13.1251333333
603.56,40.052,33.1543666667,32.8108,27.1380666667,11.2997333333,12.5202,64.5934,52.3630666667,28.7334666666,13.1971333333
603.89,39.8723333333,33.1898333333,32.6796666667,27.1672666667,11.2868,12.5059333333,64.3250666667,52.1052666667,28.6543333333,13.2114
604.23,39.6872666667,33.1313333333,32.4962666667,27.1328666667,11.2319333333,12.4589333333,64.0322,51.8192666667,28.5448666667,13.1677
604.56,39.4390666667,33.0389333333,32.3006666667,27.0582,11.158,12.4193333333,63.6996,51.5264666667,28.3936,13.1303666667
604.90,39.2882,33.0493,32.1874666667,27.125,11.1657333333,12.4298,63.4472666667,51.2784666667,28.3269333333,13.1634666667
605.23,39.1559333333,33.0740666667,32.112,27.1805333333,11.1886,12.4594666667,63.2363333333,51.1172666666,28.3304666667,13.2086
605.57,39.0014666667,33.0807,31.9998666667,27.2267333333,11.2036,12.4794,63.0498,50.9483333333,28.2762,13.2017666667
605.90,38.8774666667,33.1237666667,31.9154666667,27.3114666667,11.2266666667,12.5080666667,62.8834,50.7920666667,28.2440666667,13.2391666667
606.24,38.6986,33.1481,31.8079333334,27.3218666667,11.2695333333,12.5510666666,62.498,50.5028666667,28.1545333333,13.2735333333
606.58,38.4528666667,33.0565333333,31.5968666666,27.3266,11.1946,12.4791333333,62.1505333333,50.1966666667,27.9896666667,13.2133
606.91,38.231,33.0221666667,31.4364,27.3553333333,11.1369333333,12.4242666667,61.8862,49.8905333333,27.8665333333,13.2136666667
607.25,37.9337333333,32.9048666667,31.1574,27.3376666667,10.9876666667,12.3364,61.4386,49.4968666667,27.6360666667,13.1592
607.58,37.7155333333,32.8736666667,31.0179333333,27.3508666667,10.9902,12.3647333333,61.0758666667,49.1680666667,27.5686,13.1538
607.92,37.5463333333,32.9029,30.8775333333,27.4445333333,10.9584666667,12.37,60.8293333333,48.8832666667,27.4974,13.1787666667
608.25,37.4654666667,32.9555666667,30.7861333333,27.5784,10.9652666667,12.4004666667,60.6704,48.69,27.4520666667,13.2249666667
608.59,37.2788666667,32.9178666667,30.626,27.5705333333,10.9079333333,12.3830666667,60.3649333333,48.4204666667,27.3714,13.2172333333
608.92,37.0386666667,32.7953333333,30.3642666667,27.5079333333,10.8682666667,12.3371333333,59.8854666667,47.9408666667,27.1883333333,13.1294666667
609.26,36.8052666667,32.6545333333,30.1354666667,27.4844,10.7939333333,12.284,59.4382666667,47.5732666667,27.0242,13.1091666667
609.59,36.6804,32.535,29.9228,27.4685333333,10.7348,12.2577333333,59.1329333333,47.2846,26.9127333333,13.0768666667
609.93,36.4884666667,32.4047666667,29.7149333333,27.4394666667,10.6608666667,12.2243333333,58.9106666667,47.0073333333,26.8406666667,13.0199333333
610.26,36.2771333333,32.2456333333,29.5401333333,27.4067333333,10.628,12.2172666667,58.555,46.6736666667,26.7058,13.0178666667
610.60,36.1288666667,32.2051333333,29.3982666667,27.4253333333,10.6239333333,12.2517333333,58.2231333334,46.3682666667,26.6163333333,13.0561
610.93,36.0308666667,32.1627666667,29.2786666667,27.4416666667,10.7047333333,12.2936666667,57.9885333333,46.101,26.5834666667,13.0975333333
611.27,35.9343333333,32.1050666667,29.1514666667,27.4746666667,10.6888666667,12.2664666667,57.8174666667,45.9195333334,26.4790666667,13.1199666667
611.60,35.7609333333,32.0170333333,29.0306,27.4575333333,10.7579333333,12.3306,57.4558,45.6514666667,26.4037333333,13.1902
611.93,35.5660666667,31.9063333333,28.8664,27.4296666667,10.7524,12.3524,57.071,45.3402,26.2808,13.1695
612.27,35.4586,31.8807,28.8006,27.4861333333,10.8005333333,12.4178666667,56.8238666666,45.0828,26.2162666667,13.2176666667
612.60,35.4167333333,31.967,28.8262666667,27.6520666667,10.8092666667,12.5271333333,56.7684666666,45.0996,26.2505333333,13.4052
612.94,35.3426666667,32.0902333333,28.8688666667,27.7534666667,10.8485333333,12.5824,56.7755333333,45.0387333334,26.2334666667,13.4409
613.27,35.1110666667,32.1085666667,28.7880666667,27.7802666667,10.8405333333,12.6176,56.5026666667,44.789,26.1118666667,13.4173
613.61,35.0792666666,32.2199666667,28.7779333333,27.8609333333,10.8766,12.6718666667,56.3566666667,44.6517333333,26.0551333333,13.4482333333
613.94,35.075,32.4388333333,28.8095333333,28.0092,10.9374666667,12.7565333333,56.3419333333,44.6766666667,26.1025333333,13.5145
614.28,34.9634,32.5087333333,28.7433333333,28.07,10.9665333333,12.8228666667,56.1425333333,44.5442666667,26.0583333333,13.5215
614.61,34.7914,32.5184333333,28.6943333333,28.1418,10.968,12.8490666667,55.8521333333,44.4194,25.9892,13.5717333333
614.94,34.6357333333,32.523,28.6276,28.2334,10.9761333333,12.9340666667,55.6124,44.2662,25.932,13.6106666667
615.28,34.5812666667,32.6084,28.6015333333,28.3701333333,11.0106,12.973,55.5384666667,44.1918666667,25.9354,13.6250333333
615.61,34.3515333333,32.6025,28.4530666667,28.3367333333,10.9012,12.8655333333,55.3380666667,43.9583333333,25.8506,13.5986666667
615.95,34.1944666667,32.6811666667,28.3214,28.4040666667,10.8962666667,12.8426666667,55.1345333333,43.8393333333,25.7920666667,13.6174
616.28,33.9406666667,32.6505333333,28.1740666667,28.3476666667,10.8534666667,12.7534666667,54.8978,43.5947333333,25.6423333333,13.5396666667
616.61,33.7617333333,32.6029333333,27.9951333333,28.2648,10.777,12.6884,54.5973333333,43.3204,25.5096,13.4763333333
616.95,33.7582666667,32.7135666667,28.0125333333,28.3488666667,10.8108666667,12.7702,54.5188666667,43.257,25.5459333333,13.6113
617.28,33.5883333333,32.6779666667,27.9006666667,28.3607333333,10.8088,12.7625333333,54.2394666667,43.0579333333,25.4944666666,13.6533333333
617.62,33.5036666667,32.6747333333,27.8848,28.414,10.8484666667,12.8697333333,54.033,42.8672,25.4845333333,13.7587666667
617.95,33.4178666667,32.7463666667,27.8224,28.527,10.9121333333,12.9199333333,53.9253333333,42.7362,25.456,13.8561
618.28,33.3035333333,32.7733,27.7646,28.5748,10.8691333333,12.9294666667,53.8106,42.5509333333,25.4815333333,13.8945666667
618.62,33.1265333333,32.7649666667,27.6803333333,28.5465333333,10.8761333333,12.9097333333,53.5552666667,42.2877333333,25.414,13.9092333333
618.95,33.0418,32.7206,27.5992,28.5710666667,10.7994,12.8970666667,53.358,42.0934,25.3026,13.8879666667
619.28,33.0256,32.7806333333,27.5605333333,28.6548,10.9028,13.011,53.2132,41.9893333333,25.3144,13.9714333333
619.62,32.8745333333,32.724,27.4872,28.6074666667,10.8642666667,12.9888666667,53.0111333333,41.8139333333,25.2164666667,13.9724333333
619.95,32.8074666667,32.6912,27.3742666667,28.5976,10.8210666667,13.0098,52.8293333334,41.6536,25.1572666667,13.9378
620.28,32.7235333333,32.6963,27.3354666667,28.6915333333,10.8152666667,13.0593333333,52.6388,41.5159333333,25.1454666667,13.9831
620.62,32.5925333333,32.669,27.2368666666,28.6667333333,10.8454666667,13.0588666667,52.3988,41.2716666667,25.0716666667,13.9389
620.95,32.4994,32.6798666667,27.1804,28.7520666667,10.8475333333,13.127,52.2962,41.1386666667,25.0504,13.9845
621.28,32.3085333333,32.6050666667,26.9625333333,28.6880666667,10.7988,13.0414,52.0289333333,40.8511333334,24.9195333333,13.9155666667
621.62,32.0518,32.4062333333,26.726,28.5306,10.6584666667,12.8994666667,51.6407333333,40.5466,24.7910666667,13.7962666667
621.95,31.8962,32.3555666667,26.5979333333,28.5300666667,10.6034,12.8784666667,51.4098,40.3934666667,24.6358,13.752
622.28,31.9337333333,32.4431,26.5675333333,28.6657333333,10.6291333333,12.9400666667,51.3053333333,40.3407333333,24.6729333333,13.8112666667
622.62,31.7701333333,32.4377333333,26.4971333333,28.7125333333,10.6365333333,12.9430666667,51.1480666667,40.1872,24.6514,13.8457666667
622.95,31.6100666667,32.3637333333,26.3830666667,28.6676666667,10.5622,12.8652,50.943,40.0138,24.5187333333,13.7517333333
623.28,31.5131333333,32.4307333333,26.3190666667,28.7126666667,10.556,12.8817333333,50.7857333333,39.8658666667,24.4903333333,13.7713666667
623.62,31.3558,32.4213333333,26.2748,28.7817333334,10.5276,12.8594,50.6435333333,39.6992,24.4014666667,13.7646333333
623.95,31.235,32.4031,26.1593333333,28.8143333333,10.57,12.9369333333,50.3902666667,39.4984,24.3503333333,13.8314
624.28,30.9832,32.3016,26.0253333333,28.8526666667,10.4952666667,12.8586666667,50.0779333333,39.2785333333,24.1891333333,13.7784666667
624.62,30.8360666667,32.2761333333,25.9492,28.8780666667,10.5060666667,12.8535333334,49.8236666667,39.062,24.0993333333,13.7862
624.95,30.8061333333,32.3406333333,25.9677333333,29.0037333333,10.556,12.9039333333,49.7552666667,39.0106666667,24.1507333334,13.8724666667
625.28,30.7504,32.3860333333,25.9290666667,29.0868666667,10.5110666667,12.9206,49.6411333333,38.8995333333,24.1102,13.9018
625.61,30.715,32.4433,25.9645333333,29.207,10.6162666667,13.0204666667,49.5447333333,38.7807333333,24.0954666667,13.9738333333
625.95,30.4245333333,32.3180666667,25.8510666667,29.1138,10.5396,12.9403333333,49.2833333333,38.5312,23.9199333333,13.888
626.28,30.2761333334,32.2706666667,25.7095333333,29.0626666667,10.4935333333,12.92,49.0970666667,38.3708666667,23.8195333333,13.8365666667
626.61,30.2113333333,32.3104333333,25.7036,29.1226666667,10.4882,12.9256666667,48.9888666667,38.2604,23.7890666667,13.8645
626.94,30.1117333333,32.2274333333,25.6320666667,29.1532,10.506,12.9128666667,48.8429333333,38.0840666667,23.6995333333,13.8303333333
627.28,30.0464666667,32.2205666667,25.5369333334,29.1891333333,10.5388666667,12.9118666667,48.6696666667,37.9415333333,23.6812,13.8533
627.61,29.941,32.2104666667,25.4888,29.2200666667,10.5153333333,12.8499333333,48.5325333333,37.7987333333,23.6096,13.8186333333
627.94,29.9054,32.2477666667,25.413,29.2798,10.5598,12.8818,48.4510666667,37.7280666667,23.6612,13.8804666667
628.27,29.7906,32.2262666667,25.3270666667,29.2615333334,10.5095333333,12.8528,48.3404666667,37.5827333334,23.5929333333,13.8589
628.61,29.655,32.1802333333,25.2339333333,29.2159333333,10.4718,12.8066666667,48.1561333333,37.4085333333,23.4698666667,13.7887333333
628.94,29.5860666666,32.2655666667,25.2570666667,29.3036,10.555,12.9014,48.1644666667,37.3748,23.5233333333,13.8446
629.27,29.554,32.3058666667,25.2257333334,29.3273333333,10.6038666667,12.9386,48.0444666667,37.2910666666,23.5124,13.9127333333
629.60,29.5502666667,32.3617666667,25.1231333333,29.364,10.5916,12.9342,47.9784,37.1634,23.4918666666,13.9101333333
629.94,29.4299333333,32.3574333333,25.0595333333,29.3282,10.6346666667,12.9598,47.7576666667,36.9843333333,23.4376666667,13.9457333333
630.27,29.3518666667,32.3556,25.0105333333,29.4318,10.6954,13.0241333333,47.6796666667,36.9134,23.4904666667,14.0268666667
630.60,29.2932666667,32.3337666667,24.98,29.4895333333,10.691,13.0542,47.6170666667,36.8350666667,23.4802666667,14.0605
630.93,29.1890666667,32.3301,24.923,29.5162,10.7124,13.1125333333,47.4487333333,36.6764666667,23.4344,14.1029333333
631.26,29.0538,32.3577,24.8782666667,29.5657333333,10.7242,13.1768666667,47.3264666667,36.5639333333,23.3831333333,14.1373333333
631.60,28.9294666667,32.3142666667,24.8019333333,29.538,10.6157333333,13.1273333333,47.1629333333,36.3753333334,23.2559333333,14.0794666667
631.93,29.0047333333,32.4488666667,24.8257333333,29.7524666667,10.7244,13.2512666667,47.089,36.3869333333,23.3361333333,14.1912
632.26,28.9063333333,32.4567333333,24.7734666667,29.8906666667,10.7512,13.3402,46.9292666667,36.2654666667,23.3322666667,14.2673
632.59,28.771,32.3841,24.6491333333,29.8496666667,10.6889333333,13.2694,46.6538,36.0489333333,23.1986666667,14.2142666667
632.92,28.5402666667,32.2466333333,24.4568,29.7713333333,10.5281333333,13.1408666667,46.3774666667,35.8142666667,23.0816666667,14.0770333333
633.26,28.4430666667,32.2193333333,24.4475333333,29.8032666667,10.5480666667,13.2006666667,46.1824,35.6752666667,23.1084,14.1475333333
633.59,28.2809333333,32.1498666667,24.2930666667,29.8159333333,10.4192,13.094,46.0134666667,35.4772666667,22.9878,14.0709333333
633.92,28.1788,32.1802333333,24.2037333333,29.8505333333,10.3936666667,13.1048,45.8396666667,35.2833333333,22.9457333333,14.0824666667
634.25,28.0555333333,32.1868333333,24.1391333333,29.9194666667,10.3679333333,13.1164666667,45.6684666667,35.1473333333,22.9422666667,14.0844
634.58,27.9091333333,32.1061,23.9919333333,29.8705333334,10.2766,13.0019333333,45.4823333333,35.0121333333,22.821,14.0399
634.91,27.9877333333,32.1825333333,24.0348,30.0427333333,10.3454,13.0518,45.5596,35.0829333333,22.9591333333,14.1342333333
635.25,27.8910666667,32.2481333333,23.9879333333,30.1138666667,10.3476666667,13.0988,45.4414,34.9606666667,22.9381333333,14.2011666667
635.58,27.7430666667,32.1775333333,23.9319333333,30.0700666667,10.3648666667,13.0907333333,45.3030666667,34.7958666667,22.8729333333,14.1953
635.91,27.6059333333,32.1906,23.8584,30.0392666667,10.3377333333,13.0059333333,45.1708,34.6416,22.8011333333,14.1717
636.24,27.515,32.1931,23.8254666667,30.1399333333,10.3325333333,13.0018,45.1122666667,34.5232,22.7642666667,14.1807666667
636.57,27.5514666667,32.4078,23.8917333333,30.3264666667,10.4540666667,13.1612,45.1454666667,34.5142,22.8598,14.3561333333
636.90,27.3792666667,32.3392666667,23.707,30.3062,10.3098666667,13.0304666667,44.9742,34.398,22.6806,14.2449
637.23,27.5122666667,32.5317666667,23.8974666667,30.5798666667,10.4969333333,13.2444,45.0333333333,34.4585333333,22.8498666667,14.4540666667
637.56,27.3700666667,32.3608,23.7936,30.5205333333,10.3915333333,13.1439333333,44.7913333333,34.3050666667,22.6498666667,14.3641
637.90,27.2752,32.3499333333,23.6956666667,30.4986,10.3491333333,13.0730666667,44.6124666667,34.1844,22.5544666667,14.3535333333
638.23,27.2331333333,32.4112333333,23.7419333333,30.554,10.3142666667,13.0912,44.5719333333,34.0296666667,22.5744,14.3455
638.56,27.0214,32.3153,23.5622666667,30.4564666667,10.2226666667,13.0064,44.2956666667,33.7454,22.3535333333,14.2381
638.89,27.0158666667,32.3518666667,23.5833333333,30.579,10.2969333333,13.0190666667,44.3826666667,33.7673333333,22.3711333333,14.2699666667
639.22,26.7896,32.2375333333,23.4309333333,30.5068,10.0968,12.8353333333,44.1534666667,33.5735333334,22.1949333333,14.1712666667
639.55,26.6258666667,32.1456333333,23.3158666667,30.4608,9.97753333333,12.7718666667,44.0403333333,33.4356666667,22.0907333333,14.0743333333
639.88,26.4932,32.0506666667,23.1822,30.3677333333,9.88673333333,12.6872,43.8292,33.2996666667,21.9865333333,13.9403333333
640.21,26.2060666667,31.8179666667,22.9634,30.1528666667,9.68793333333,12.4537333333,43.4810666667,33.0275333333,21.6962666667,13.6672
640.54,26.2366666667,31.9007666667,23.0354666667,30.2739333333,9.83953333334,12.5998666667,43.5056666667,32.9695333334,21.7661333333,13.7727
640.87,26.086,31.8515666667,22.9448666667,30.2036666667,9.78433333334,12.565,43.3841333333,32.8869333333,21.6998666667,13.7088333333
641.20,26.0554,31.9939,22.9482666667,30.2736,9.87919999999,12.6350666667,43.398,32.8873333333,21.7382,13.7017333333
641.53,26.0280666667,32.0786333333,22.9586,30.3543333333,9.90226666667,12.7106,43.3447333333,32.7862,21.7488666667,13.7284
641.87,25.8124666667,31.9717333333,22.7926,30.3339333333,9.9066,12.6471333333,43.0796,32.665,21.5806,13.6778666667
642.20,25.7158666667,31.8489666667,22.7237333333,30.2788666667,9.83726666667,12.5979333333,42.9236666666,32.5067333333,21.5529333333,13.6293
642.53,25.6446,31.7928,22.6894,30.3482666667,9.8468,12.6341333333,42.7612,32.3804,21.508,13.6900333333
642.86,25.5804666667,31.8224333333,22.6945333333,30.4419333333,9.92793333333,12.7538,42.6508666667,32.2398,21.5454666667,13.7425
643.19,25.6338666667,31.8909666667,22.7335333333,30.5210666667,9.98626666667,12.8214,42.5172666667,32.1914,21.5814,13.8726
643.52,25.5865333333,31.9208666667,22.6684,30.6308666667,9.96219999999,12.8250666667,42.4438,32.1225333333,21.5533333333,13.9636
643.85,25.576,31.9233666667,22.6306666667,30.7565333333,9.95539999999,12.8524666667,42.4031333334,31.9873333333,21.5240666667,14.0017333333
644.18,25.4314666667,31.8004,22.4658,30.6868,9.84800000001,12.7464,42.1105333333,31.8246666667,21.3626666667,13.9566666667
644.51,25.1108,31.5545,22.205,30.5436,9.63099999999,12.4255333333,41.8138,31.5156666667,21.0739333333,13.6728666667
644.84,25.0686,31.5483333333,22.1916666667,30.6699333333,9.57173333333,12.4551333333,41.7328666667,31.4448666667,21.1102666667,13.7526333333
645.17,24.943,31.4580666667,22.1390666667,30.6434666667,9.66900000001,12.5139333334,41.6422666667,31.3374666667,21.0334,13.7605666667
645.50,25.0014666667,31.6007666667,22.2363333334,30.8002666667,9.75199999999,12.6565333333,41.7137333333,31.3096,21.1513333333,13.8439
645.83,24.8736666667,31.6388333333,22.105,30.8322666667,9.67660000001,12.5963333334,41.5716666667,31.2096666667,21.0224666667,13.8412
646.16,24.7002,31.574,21.9381333333,30.6643333333,9.54213333333,12.4432,41.2921333333,30.9948,20.926,13.6493333333
646.49,24.6041333333,31.5185333333,21.7926666667,30.6113333333,9.4836,12.3637333333,41.1434,30.8780666667,20.8221333333,13.6011
646.82,24.4448,31.4820333333,21.6217333333,30.5874666667,9.38720000001,12.3258666667,41.0084,30.7604666666,20.6838,13.4688333333
647.15,24.4188,31.5360333333,21.7385333333,30.6222,9.484,12.3992666667,40.8758666667,30.6681333333,20.7320666667,13.5166666667
647.48,24.4329333333,31.6462666667,21.8148666667,30.7706,9.61446666666,12.5172,40.8368666667,30.7097333333,20.9240666667,13.6912333333
647.81,24.4341333333,31.7801666667,21.9083333333,30.9062666667,9.58513333334,12.5460666667,40.888,30.6620666667,21.0430666667,13.7237
