wavelength,Back_DacCayf,Belly_DacCayf,Breast_DacCayf,Crissum_DacCayf,Crown_DacCayf,DorTail_DacCayf,Rump_DacCayf,Throat_DacCayf,WingTip_DacCayf
364.57,13.9798666667,39.9444,33.5184,29.7854,18.6592666667,8.58986666666,28.8694,21.4586666667,6.7426
364.93,13.9512666666,39.9639333333,33.58,29.7705333333,18.7348666667,8.5872,28.8287333333,21.489,6.7432
365.29,13.7934,39.712,33.4396,29.6399333334,18.6565333334,8.44153333333,28.6152,21.4024666667,6.60913333333
365.66,13.8505333333,39.6265333333,33.4544666667,29.6910666667,18.8243333333,8.59353333334,28.6012,21.5167333333,6.8104
366.02,13.8284,39.5633333333,33.394,29.6884,18.9379333333,8.59373333334,28.5255333333,21.5630666667,6.8288
366.38,13.7,39.3137333334,33.2000666667,29.5355333333,18.8734,8.50379999999,28.3443333333,21.4379333333,6.73133333333
366.75,13.6380666667,39.1317333333,33.1217333333,29.4533333333,18.8697333333,8.49473333334,28.216,21.4584,6.7384
367.11,13.6042,38.919,33.0148,29.362,18.9038,8.45393333334,28.0416666667,21.4847333333,6.73973333333
367.47,13.6664666667,38.9246666667,32.9849333333,29.4183333333,19.0324,8.47073333334,27.9835333333,21.6376,6.76853333334
367.84,13.5857333334,38.659,32.7952666667,29.2303333333,19.0250666667,8.43066666666,27.8098666667,21.5918,6.70373333333
368.20,13.4795333333,38.4444,32.5937333333,29.043,18.9707333333,8.35280000001,27.5499333333,21.5718666667,6.63413333333
368.56,13.5001333333,38.1982666667,32.4625333333,28.9419333333,19.0211333333,8.39726666666,27.277,21.5497333333,6.6282
368.93,13.5009333333,38.0002666667,32.335,28.875,19.0766666667,8.40246666667,27.1006,21.6098666667,6.6218
369.29,13.5928666667,37.9633333333,32.3816666667,28.9119333333,19.2416,8.46926666666,27.0310666667,21.7763333333,6.716
369.65,13.6133333333,37.8727333333,32.3600666667,28.9293333333,19.3162,8.4348,26.9013333333,21.8919333333,6.65813333333
370.01,13.6699333333,37.6970666666,32.2858,28.8673333333,19.3427333333,8.48760000001,26.7048,21.987,6.70653333333
370.38,13.6947333333,37.6145333333,32.2447333333,28.8788,19.4796666667,8.538,26.5707333333,22.1375333333,6.7404
370.74,13.6948,37.4020666667,32.1396666667,28.7162666667,19.4637333333,8.50866666667,26.3121333333,22.1319333333,6.70053333333
371.10,13.6886666667,37.1854666667,32.0388666667,28.6002666667,19.5036666667,8.57186666666,26.1396666667,22.1784,6.7166
371.46,13.6896,36.8879333333,31.9252666667,28.5013333334,19.5320666667,8.63653333333,25.9489333334,22.1924,6.82626666667
371.83,13.575,36.6688666667,31.817,28.3726,19.5276,8.59853333333,25.7080666667,22.1796666667,6.74533333333
372.19,13.5208,36.3581333333,31.7039333333,28.2566666667,19.5981333333,8.61393333333,25.5150666667,22.1895333333,6.75166666667
372.55,13.4874,36.1667333333,31.6503333333,28.2154666667,19.6503333333,8.6548,25.3703333333,22.2802666667,6.85633333333
372.92,13.3958,35.8689333333,31.4602,28.0969333333,19.6406666667,8.66060000001,25.1135333333,22.2991333333,6.8652
373.28,13.2418666667,35.5103333334,31.1701333333,27.8368,19.5799333333,8.61506666667,24.7508666667,22.2350666667,6.79273333333
373.64,13.1758,35.1096,30.9175333333,27.6104666667,19.5628666667,8.6266,24.4198666667,22.2135333333,6.78873333333
374.00,13.0702666667,34.7873333333,30.7374666667,27.4652666667,19.5596,8.61159999999,24.1443333333,22.2188,6.7604
374.37,12.9642,34.3882,30.4519333333,27.2236,19.522,8.58266666667,23.8304666666,22.1710666667,6.73046666667
374.73,12.8931333333,34.1042,30.2296,27.1196,19.5840666666,8.60213333333,23.603,22.2247333333,6.7518
375.09,12.8145333333,33.8364,30.0534,26.9522,19.5830666667,8.56879999999,23.3206666667,22.2082666667,6.7382
375.45,12.5589333333,33.4594666667,29.6832,26.6425333333,19.4470666667,8.42413333333,22.8902,22.1009333333,6.54113333333
375.81,12.444,33.2432,29.4339333333,26.5202666667,19.4094,8.33026666667,22.5958,22.1069333333,6.47686666667
376.18,12.3571333333,33.0789333333,29.2248666667,26.4236,19.3910666667,8.30333333333,22.4018,22.1780666667,6.45766666666
376.54,12.215,32.8452666666,28.9821333333,26.2156,19.3452,8.21066666666,22.133,22.1356666667,6.3338
376.90,12.1864666667,32.6388,28.8835333333,26.0768666667,19.3515333333,8.2072,21.9606666667,22.1277333333,6.30473333333
377.26,12.2077333334,32.4874666667,28.8253333333,26.0314666667,19.3802666667,8.27066666667,21.8802666667,22.2115333333,6.3462
377.63,12.185,32.3902666667,28.7316,25.9586,19.4418666667,8.30893333333,21.7864666667,22.2696,6.40273333333
377.99,12.2375333333,32.3146666667,28.7282666667,25.9678666667,19.5662,8.40413333333,21.7424666667,22.3726,6.50886666667
378.35,12.2563333333,32.1384666667,28.639,25.9214666667,19.5872,8.48960000001,21.5656666667,22.4478,6.61233333333
378.71,12.1924,31.9552666667,28.5155333333,25.8405333333,19.5936,8.481,21.4080666667,22.4785333333,6.58573333333
379.07,12.1622666667,31.7570666667,28.3663333333,25.7945333333,19.6051333334,8.49419999999,21.2254666667,22.5316,6.63726666667
379.44,12.2918,31.6784666667,28.4052,25.8184666667,19.7130666667,8.64133333333,21.2478666667,22.6692666667,6.79966666666
379.80,12.3462666667,31.4704,28.3560666667,25.75,19.743,8.7174,21.1517333334,22.7078666667,6.898
380.16,12.4138666667,31.3064666667,28.2798,25.6951333333,19.7910666666,8.7788,21.0376666667,22.7562,6.99006666667
380.52,12.4177333333,31.1519333333,28.1834666667,25.6664666667,19.8006666667,8.84266666667,20.909,22.8344666667,7.03486666667
380.88,12.4624666667,31.0653333333,28.1122666667,25.6467333333,19.8249333333,8.91133333334,20.7913333334,22.9594666666,7.0908
381.24,12.3350666667,30.7831333333,27.8590666667,25.4899333333,19.7408,8.8512,20.5615333333,22.8494666667,7.034
381.61,12.3387333333,30.6273333333,27.7630666667,25.4416666667,19.7485333333,8.8464,20.4527333333,22.8878666667,7.03006666667
381.97,12.323,30.4177333333,27.5716666667,25.3178666667,19.6946,8.84739999999,20.2776,22.8992666667,7.02853333333
382.33,12.3056,30.3226666667,27.5114666667,25.2777333333,19.7178666667,8.83666666667,20.2003333333,22.9456,6.99193333333
382.69,12.2976,30.1430666667,27.4134,25.1724666667,19.6667333333,8.85699999999,20.058,22.9087333333,6.98933333334
383.05,12.2262666667,29.9926,27.2835333333,25.0678,19.6522,8.81240000001,19.9366,22.9018,6.9014
383.41,12.0794,29.7338666667,27.101,24.8834666667,19.548,8.7438,19.7288666667,22.8264,6.8064
383.77,12.0009333333,29.5242,26.9122,24.7372666667,19.4907333333,8.71746666667,19.5383333333,22.7975333333,6.78773333333
384.14,11.8522,29.2988,26.7562,24.5976666667,19.4018,8.64133333334,19.3181333333,22.7265333333,6.7146
384.50,11.8056,29.0421333333,26.5602666667,24.4443333334,19.3017333334,8.62806666667,19.1444666667,22.6895333333,6.71826666667
384.86,11.6878666667,28.7678,26.3504,24.2872,19.2184,8.59239999999,18.9736,22.6554,6.68126666667
385.22,11.7438,28.6735333333,26.3131333333,24.2275333333,19.2532666667,8.6504,18.9148,22.7308666667,6.74306666667
385.58,11.6783333333,28.4375333333,26.1266,24.1101333333,19.1822,8.64899999999,18.6622,22.6901333333,6.74233333333
385.94,11.5503333333,28.1461333333,25.8818666666,23.9006666666,19.07,8.57080000001,18.4114,22.6064,6.66513333333
386.30,11.4556666667,27.7849333333,25.6358,23.6870666667,18.9766,8.52846666667,18.1890666666,22.5614,6.6492
386.66,11.4112,27.5278,25.3671333333,23.5088666667,18.9236666667,8.53966666666,17.991,22.5460666667,6.69406666667
387.03,11.3789333333,27.246,25.1486666667,23.3507333333,18.8351333333,8.57506666666,17.7652666666,22.5174666667,6.73466666667
387.39,11.3816,27.0270666667,24.9464666667,23.248,18.8427333333,8.58326666666,17.5953333333,22.5305333333,6.7834
387.75,11.36,26.8282666667,24.8045333333,23.1955333333,18.863,8.60186666666,17.4683333333,22.6063333333,6.8116
388.11,11.3176666667,26.5241333333,24.5608666667,23.0353333333,18.8182666667,8.60946666667,17.2283333333,22.5738,6.80286666667
388.47,11.2686,26.2862666667,24.3549333333,22.8782666667,18.809,8.61526666667,17.0222666667,22.5634666667,6.81666666667
388.83,11.2608666667,25.9952666667,24.1759333333,22.687,18.8323333333,8.62446666667,16.7985333333,22.5386666667,6.86533333333
389.19,11.1520666667,25.6342666667,23.9034,22.5084,18.7465333333,8.60546666667,16.489,22.5088666667,6.8534
389.55,11.0228666667,25.2164,23.5839333333,22.2025333334,18.6261333333,8.56219999999,16.2368,22.4326,6.79566666667
389.91,10.9674666667,24.9074,23.3812,22.0765333333,18.632,8.59246666668,16.0464666666,22.4418666667,6.8424
390.27,10.8499333333,24.5756,23.1036,21.8572666667,18.5556666666,8.56046666666,15.7538666667,22.3815333333,6.80746666667
390.63,10.7452666667,24.2864666667,22.896,21.7072666667,18.5268,8.55339999999,15.4915333333,22.3975333333,6.78306666667
391.00,10.6549333333,23.9632,22.6688,21.5198,18.5358666667,8.52166666667,15.2531333333,22.3879333333,6.78273333333
391.36,10.6135333333,23.6655333333,22.4579333333,21.3548,18.5199333333,8.54766666667,15.0223333333,22.4145333334,6.80613333334
391.72,10.5296,23.3356666667,22.1688,21.1101333333,18.4566,8.57366666667,14.7834,22.3817333333,6.81206666667
392.08,10.4994,23.0562,21.9345333333,20.8938666667,18.4382,8.57839999999,14.5981333333,22.399,6.83126666666
392.44,10.4734,22.7568666667,21.7280666667,20.7430666667,18.4437333333,8.62926666667,14.427,22.4252666667,6.8752
392.80,10.3904666667,22.4518,21.4652,20.5752,18.3940666667,8.63373333334,14.2271333333,22.4212666667,6.89886666667
393.16,10.3156,22.1520666667,21.2282,20.3448,18.374,8.62833333333,14.0326,22.4089333333,6.93826666667
393.52,10.2566666667,21.8910666666,21.0183333333,20.1531333333,18.3406666667,8.6198,13.8208,22.4086666667,6.9604
393.88,10.1652,21.5928,20.7800666667,19.9160666666,18.2474,8.5716,13.5726,22.3735333333,6.9192
394.24,10.1318,21.3512666667,20.6004,19.7351333333,18.2273333333,8.59693333334,13.4170666667,22.3857333333,6.9488
394.60,10.1142666667,21.0997333333,20.456,19.5694666667,18.2242666667,8.60973333333,13.2769333333,22.3736,6.97826666667
394.96,10.0159333333,20.7758666667,20.1939333333,19.321,18.1084,8.58959999999,13.0782666667,22.3178,6.93546666667
395.32,9.88353333334,20.4817333333,19.9320666667,19.0843333334,18.0192,8.54173333333,12.8681333333,22.2602,6.86386666667
395.68,9.80446666667,20.2126666667,19.7248666667,18.8854666667,17.9116666667,8.50833333333,12.6523333334,22.1944666667,6.8258
396.04,9.71513333334,19.9326666667,19.498,18.6950666667,17.8102,8.49646666667,12.4784666667,22.1497333333,6.82553333334
396.40,9.66420000001,19.7021333333,19.3359333333,18.5203333333,17.7436,8.49513333333,12.3249333333,22.1118666667,6.8546
396.76,9.65759999999,19.5829333333,19.2256,18.4214,17.7641333333,8.59466666667,12.2304666667,22.1376666666,6.92426666667
397.12,9.65293333333,19.4176,19.103,18.3248,17.7526,8.65673333333,12.1555333334,22.1588666667,6.94306666667
397.48,9.53366666667,19.142,18.8912,18.1784666667,17.6835333333,8.62673333334,11.9950666666,22.0856666667,6.89213333333
397.84,9.50593333334,18.9948,18.7518,18.0853333333,17.7190666667,8.68333333333,11.9254,22.0988,6.93446666667
398.20,9.4622,18.8278666667,18.621,18.0282,17.7017333333,8.69339999999,11.8275333333,22.0891333333,6.95793333333
398.56,9.46033333333,18.6843333333,18.4789333334,17.9377333333,17.6858666667,8.72093333333,11.772,22.0972,7.01393333333
398.92,9.45293333333,18.5980666667,18.3876666667,17.9008,17.6721333333,8.74226666667,11.7127333333,22.1036666667,7.05886666667
399.28,9.43540000001,18.4906,18.2516,17.8492666667,17.6272666667,8.77299999999,11.6517333333,22.0713333333,7.1038
399.64,9.4278,18.3616666667,18.1516,17.7743333333,17.628,8.78453333334,11.6176666667,22.0490666667,7.139
400.00,9.38986666667,18.273,18.0834,17.7431333333,17.6057333333,8.80026666666,11.5872666667,22.0354,7.1552
400.36,9.32160000001,18.1350666667,17.9160666667,17.6379333333,17.549,8.73733333334,11.4959333333,21.9894,7.09553333333
400.72,9.26526666667,17.9500666667,17.7321333333,17.5233333333,17.4460666667,8.65826666666,11.3872666667,21.9254666667,7.0338
401.08,9.20013333333,17.7933333333,17.5954666667,17.4300666667,17.3634666667,8.57313333334,11.2684666667,21.8646,6.995
401.44,9.23393333334,17.7691333333,17.5728,17.4358,17.3506,8.5996,11.251,21.8918666667,7.0484
401.80,9.24686666667,17.6874,17.4778,17.3590666667,17.2413333333,8.58646666667,11.2077333333,21.8467333333,7.074
402.16,9.28359999999,17.6564,17.4208666667,17.3096666667,17.2087333333,8.60939999999,11.2028,21.8796,7.11973333333
402.52,9.16493333333,17.4941333333,17.2696,17.1655333333,17.0214666667,8.50273333333,11.056,21.8020666667,7.01853333333
402.88,9.10933333334,17.4512,17.2133333333,17.0927333333,16.9400666667,8.47933333334,10.9973333333,21.7833333333,6.9896
403.24,9.03633333334,17.3288,17.1218666667,16.9848666667,16.8331333333,8.40626666667,10.8939333333,21.7286,6.94426666667
403.60,8.95400000001,17.2122,17.0378,16.8958,16.7074666666,8.35206666667,10.7944666667,21.6782,6.90586666667
403.95,8.98386666667,17.2156666667,17.0233333333,16.9267333333,16.7348,8.40973333333,10.8064,21.7280666667,6.94426666667
404.31,8.94606666667,17.1358,16.9588,16.8700666667,16.638,8.41046666666,10.7614666667,21.7102666667,6.9438
404.67,8.89806666666,17.0288,16.9047333333,16.8064,16.5560666667,8.38499999999,10.7106,21.6802,6.929
405.03,8.8476,16.9584,16.8307333333,16.7356666667,16.4413333333,8.37660000001,10.6595333333,21.6398,6.87826666667
405.39,8.85026666667,16.8994666667,16.7566666667,16.6893333333,16.3786,8.37646666666,10.6318,21.6192666667,6.867
405.75,8.81573333334,16.8142,16.7112666667,16.6232666667,16.3306666667,8.3644,10.5945333333,21.6102666667,6.84006666667
406.11,8.72900000001,16.6864,16.6178,16.5382,16.2203333333,8.31439999999,10.4872666667,21.5346666667,6.7844
406.47,8.73266666667,16.6788666667,16.58,16.5334666667,16.2373333333,8.34013333333,10.4817333333,21.5282,6.797
406.83,8.65113333334,16.4985333333,16.4182666667,16.3965333333,16.1226666666,8.262,10.3748666667,21.4187333333,6.74153333333
407.19,8.66173333334,16.4581333333,16.4032,16.3858,16.1021333333,8.28173333334,10.3971333333,21.3978666667,6.76373333333
407.55,8.69666666667,16.4598666667,16.3895333333,16.4046,16.1265333333,8.33413333334,10.4310666667,21.4498,6.81366666667
407.90,8.64586666667,16.3432,16.3119333334,16.2909333333,16.0244666667,8.28553333333,10.3428666667,21.3629333333,6.79766666667
408.26,8.60313333333,16.2625333333,16.2309333333,16.2482666667,15.9833333333,8.25833333333,10.2732,21.3145333333,6.75846666667
408.62,8.5392,16.1896,16.1231333333,16.1632,15.8875333334,8.23093333333,10.213,21.2339333333,6.7196
408.98,8.5284,16.128,16.0742,16.1273333333,15.8913333333,8.25286666667,10.188,21.2103333333,6.76986666667
409.34,8.46219999999,16.0350666667,15.9938666667,16.0412,15.8488666667,8.22806666667,10.1344666667,21.1920666667,6.77793333334
409.70,8.45906666667,15.9926666667,15.9472666667,16.0647333333,15.8534,8.26246666666,10.1102,21.2020666667,6.80813333333
410.06,8.45533333334,15.9405333333,15.88,16.0129333333,15.8356666667,8.27800000001,10.1096666667,21.1975333333,6.8148
410.42,8.42053333333,15.8274666667,15.7689333333,15.916,15.7591333333,8.26646666667,10.0533333333,21.1454666667,6.8076
410.77,8.43586666667,15.7676,15.7072,15.8900666667,15.7589333333,8.3064,10.0307333333,21.1696666667,6.84573333333
411.13,8.43926666667,15.6952666667,15.6293333333,15.8274,15.7389333334,8.333,9.96546666667,21.1919333333,6.88113333333
411.49,8.45066666666,15.6184,15.5354666667,15.7456666667,15.7253333333,8.3448,9.93546666666,21.1749333333,6.8952
411.85,8.41086666667,15.4750666666,15.3948666667,15.6635333333,15.6752666667,8.30106666667,9.85993333333,21.1558,6.88406666667
412.21,8.41119999999,15.3822666667,15.3250666667,15.5799333333,15.6832,8.33626666666,9.82339999999,21.1648666667,6.919
412.57,8.40446666667,15.3046,15.2394666667,15.5296666667,15.7083333333,8.35840000001,9.81613333335,21.2165333333,6.96353333333
412.92,8.36046666667,15.1739333333,15.112,15.4265333333,15.6692666667,8.31753333333,9.72546666666,21.2006,6.93973333334
413.28,8.36053333334,15.0487333333,14.9896666667,15.3311333333,15.6393333333,8.3292,9.66300000001,21.1644666667,6.96453333333
413.64,8.28906666667,14.8675333333,14.8064,15.1758666667,15.5523333333,8.27693333333,9.55773333335,21.0983333333,6.9454
414.00,8.23873333333,14.7344666666,14.6757333333,15.0631333333,15.5138666667,8.2646,9.4634,21.0564,6.9652
414.36,8.1768,14.5705333333,14.5596666667,14.9500666667,15.4883333333,8.25613333333,9.37053333333,21.0237333333,6.98993333333
414.72,8.13146666667,14.4484,14.4686666667,14.8510666667,15.4669333333,8.26306666667,9.3078,21.0085333333,7.01773333333
415.07,8.0646,14.2886666667,14.3520666667,14.7246666667,15.4326,8.23506666667,9.24400000001,20.9660666667,6.98233333333
415.43,7.95493333333,14.0762666667,14.1652666667,14.5694,15.3291333333,8.16793333333,9.08713333334,20.8659333333,6.93826666667
415.79,7.90413333333,13.9489333333,14.0264666667,14.4206,15.2972666667,8.17813333333,9.00153333334,20.8114666667,6.91706666667
416.15,7.8524,13.8265333333,13.8778666667,14.3097333334,15.2449333333,8.1396,8.92286666666,20.7586666667,6.92213333333
416.51,7.82686666667,13.705,13.7709333333,14.1858666667,15.1928,8.13533333333,8.84366666667,20.6932,6.91873333333
416.86,7.85106666667,13.6413333333,13.6962,14.1170666667,15.1903333333,8.1794,8.84179999999,20.7025333333,6.9726
417.22,7.7592,13.5038,13.5488,13.9932666667,15.1089333333,8.12993333333,8.74646666667,20.6356666667,6.93066666667
417.58,7.663,13.3650666667,13.4054666667,13.858,15.0332666667,8.0728,8.65513333333,20.5618666667,6.8904
417.94,7.59153333334,13.2266666667,13.2633333333,13.7448666667,14.9703333333,8.0254,8.5796,20.4948,6.8476
418.29,7.53826666666,13.1125333333,13.1319333333,13.6442666667,14.9052666667,7.99266666666,8.51326666667,20.4406666667,6.80613333333
418.65,7.51626666667,13.0217333333,13.0288666667,13.5571333333,14.848,7.9692,8.47173333333,20.3698666667,6.80166666667
419.01,7.47406666666,12.9237333333,12.8946666667,13.4628,14.7867333333,7.9384,8.4138,20.3025333333,6.79226666667
419.37,7.45786666667,12.8620666667,12.8521333333,13.4156,14.7778666667,7.94893333333,8.4048,20.2956666667,6.8024
419.73,7.42233333333,12.788,12.7781333333,13.3606666667,14.7212666667,7.92593333333,8.36666666666,20.2406666667,6.8076
420.08,7.37386666667,12.6949333333,12.6923333333,13.2839333333,14.6584,7.89906666667,8.30846666667,20.1821333333,6.79153333333
420.44,7.33133333333,12.6158,12.6086666667,13.2276,14.6187333333,7.88093333333,8.26473333333,20.1349333333,6.783
420.80,7.27893333333,12.5344,12.5165333334,13.1570666667,14.576,7.85173333333,8.20766666667,20.0772,6.76133333333
421.16,7.29093333333,12.5014666666,12.4838,13.1432666667,14.5844,7.87853333333,8.22386666667,20.0670666667,6.7906
421.51,7.29933333333,12.4677333333,12.4457333333,13.1118,14.5672,7.8938,8.219,20.0370666666,6.80926666667
421.87,7.29113333333,12.4242,12.401,13.0700666667,14.5454,7.89466666667,8.19273333333,20.0077333333,6.81213333333
422.23,7.2892,12.3931333333,12.3800666667,13.0471333333,14.5387333333,7.89653333333,8.17726666667,20.0045333333,6.8292
422.58,7.28813333333,12.3798666667,12.3628,13.0390666667,14.5396666666,7.90886666667,8.18673333333,20.0202666667,6.84753333333
422.94,7.27726666667,12.3614666667,12.3428666666,13.0278666667,14.5263333333,7.91633333333,8.1828,20.0106,6.8542
423.30,7.27406666667,12.3456,12.3001333333,12.995,14.4946666667,7.91193333333,8.17046666667,19.97,6.8552
423.66,7.27146666667,12.3198666667,12.2700666667,12.9687333333,14.4866666667,7.90413333333,8.15146666667,19.9684666667,6.84706666667
424.01,7.2808,12.3142666667,12.2606666667,12.9678,14.4781333333,7.90993333333,8.1714,19.9797333333,6.85293333333
424.37,7.28493333333,12.3073333333,12.2528,12.9629333333,14.4592666667,7.90753333333,8.1676,19.9732,6.85286666667
424.73,7.29446666667,12.2989333333,12.2458666667,12.9641333333,14.4343333333,7.9084,8.1714,19.9591333333,6.85673333333
425.08,7.28146666667,12.2759333333,12.2139333333,12.9460666667,14.3962,7.88473333333,8.14893333333,19.9390666667,6.83533333333
425.44,7.26306666667,12.2648,12.2149333333,12.9402,14.3782,7.8682,8.13453333333,19.9362666667,6.81046666667
425.80,7.25693333333,12.2591333333,12.1952,12.9294666667,14.3379333333,7.854,8.13773333333,19.922,6.79753333333
426.16,7.25466666667,12.2781333333,12.1898,12.9337333333,14.3107333333,7.8516,8.1566,19.905,6.79206666667
426.51,7.25346666666,12.275,12.1764666667,12.926,14.2927333333,7.84393333333,8.14866666667,19.8962666667,6.78153333333
426.87,7.2656,12.2778,12.2095333333,12.9402,14.286,7.8498,8.154,19.9011333333,6.78973333333
427.23,7.2564,12.3042,12.2334,12.9723333333,14.2966,7.8622,8.16873333333,19.9338,6.80393333333
427.58,7.2516,12.3251333333,12.2642666667,13.0004,14.2732666667,7.8694,8.19273333333,19.9361333333,6.80853333333
427.94,7.2748,12.3593333333,12.3161333333,13.0392666667,14.286,7.89026666667,8.21793333333,19.9608,6.8352
428.30,7.28773333333,12.3792666667,12.3512666667,13.0668,14.292,7.90253333333,8.25046666667,19.9646,6.84586666667
428.65,7.2868,12.4303333333,12.4155333333,13.1078666667,14.3045333334,7.91966666667,8.29766666667,19.9847333333,6.86153333333
429.01,7.28746666667,12.4762,12.4817333333,13.1182,14.3065333333,7.93973333333,8.31646666667,19.9999333333,6.87606666667
429.37,7.31526666667,12.5304,12.5126,13.1645333333,14.3044,7.97673333333,8.3446,20.0302666667,6.92153333333
429.72,7.36473333333,12.6053333333,12.6002666666,13.2398,14.3572,8.0236,8.40886666666,20.0776,6.9896
430.08,7.39926666667,12.6637333333,12.6606,13.3058,14.3968,8.04646666667,8.45460000001,20.1168,7.01086666667
430.44,7.40433333333,12.6933333333,12.7102,13.3429333333,14.3734,8.04506666667,8.4648,20.0957333333,6.99193333333
430.79,7.42326666667,12.7603333333,12.7296,13.3780666667,14.3707333333,8.05513333333,8.49306666667,20.1020666667,7.00886666666
431.15,7.42793333333,12.7792,12.7613333333,13.4035333333,14.3516666667,8.03693333333,8.49326666667,20.0808,6.99486666667
431.50,7.459,12.8360666667,12.8075333333,13.4382666667,14.3574,8.06393333333,8.53619999999,20.0928666667,7.01213333333
431.86,7.4372,12.8402,12.8050666667,13.4402,14.3129333333,8.0386,8.51866666667,20.0378666667,6.98213333334
432.22,7.45333333333,12.8766,12.8434,13.4772,14.2994666667,8.0432,8.52426666667,20.051,6.9832
432.57,7.4724,12.9067333333,12.8596,13.5055333333,14.2906,8.05346666667,8.52973333333,20.0618666667,6.98893333333
432.93,7.4528,12.9094,12.8482,13.5092666667,14.2614,8.026,8.5148,20.043,6.9716
433.29,7.4752,12.9507333333,12.8748,13.5340666667,14.2778,8.02933333333,8.53666666667,20.0416666667,6.97586666667
433.64,7.47053333334,12.9632,12.8895333333,13.5522666667,14.2628666667,8.03093333333,8.52593333333,20.0368,6.95426666667
434.00,7.46413333333,12.9585333333,12.8911333333,13.5357333333,14.2296,8.02553333333,8.51453333333,20.0156,6.95986666667
434.35,7.46446666667,12.9686,12.8852666667,13.5443333333,14.2298666667,8.02053333333,8.51626666667,20.0260666667,6.96213333333
434.71,7.45493333333,12.9466,12.8796,13.5391333333,14.2078,8.00346666667,8.50113333333,20.0116,6.9358
435.07,7.44646666667,12.947,12.8597333333,13.5152,14.1846666667,7.9918,8.47693333333,19.995,6.91126666667
435.42,7.4344,12.9354,12.8374666667,13.5113333333,14.1727333333,7.97713333333,8.46273333333,19.9894666667,6.90406666666
435.78,7.47033333333,12.9652,12.8661333333,13.5360666667,14.2147333333,8.00846666667,8.4954,20.0529333333,6.93626666667
436.13,7.44893333333,12.9328,12.8146666667,13.5234,14.2101333333,7.99073333333,8.47406666667,20.0279333333,6.92486666667
436.49,7.4314,12.8892666666,12.7776,13.4841333334,14.2112,7.9668,8.45013333333,20.0214,6.90906666667
436.84,7.4828,12.9161333333,12.8185333333,13.5209333333,14.2598,8.023,8.4872,20.0758666667,6.95233333333
437.20,7.4648,12.8734,12.7993333333,13.4918,14.2633333333,8.0176,8.47986666667,20.0732,6.94626666667
437.56,7.4642,12.8380666667,12.777,13.466,14.2858666667,8.0244,8.477,20.0757333333,6.9608
437.91,7.4682,12.8069333333,12.7599333333,13.4626,14.3017333333,8.02886666667,8.46626666667,20.0850666667,6.96546666667
438.27,7.47826666666,12.7813333333,12.7514,13.4445333333,14.3340666667,8.06513333333,8.46826666667,20.0898666667,6.99493333333
438.62,7.44233333333,12.7078,12.6725333333,13.381,14.2904,8.03946666667,8.407,20.057,6.98766666667
438.98,7.42846666667,12.6515333333,12.6264666667,13.351,14.3013333333,8.05133333333,8.4084,20.0662666667,7.0228
439.33,7.41333333333,12.5946666667,12.5719333333,13.2963333333,14.2955333333,8.04993333333,8.3848,20.0426666667,7.01353333333
439.69,7.36473333333,12.507,12.4817333333,13.2129333333,14.258,8.02793333334,8.3296,19.9700666667,6.98673333333
440.04,7.33706666667,12.4428,12.4324666667,13.1476666667,14.2551333333,8.0176,8.3042,19.9606,6.9826
440.40,7.31273333333,12.3898666667,12.3761333333,13.0968,14.2477333333,8.00906666667,8.26393333333,19.9322,6.98206666667
440.75,7.2536,12.2838666667,12.2470666667,13.0085333333,14.2029333333,7.96346666667,8.20086666667,19.8649333333,6.95586666667
441.11,7.23073333333,12.2034666667,12.1677333333,12.9458666667,14.1882,7.96286666667,8.16686666667,19.8362,6.96013333333
441.47,7.221,12.1572666667,12.1092666666,12.8984,14.1868,7.96566666667,8.1474,19.8084666667,6.98366666667
441.82,7.2054,12.1014,12.0519333333,12.8496666667,14.2069333333,7.96946666667,8.1272,19.7864666667,6.9982
442.18,7.15133333333,12.0065333333,11.9371333333,12.7593333333,14.1724,7.93473333333,8.07686666667,19.7372666667,6.9746
442.53,7.1442,11.9574,11.8916666667,12.7010666667,14.215,7.9358,8.07453333333,19.7407333333,6.98346666667
442.89,7.12353333333,11.8856,11.8198666667,12.6324,14.216,7.91126666667,8.039,19.7239333333,6.96293333333
443.24,7.07706666667,11.8009333333,11.7284,12.5512,14.211,7.873,7.98773333333,19.6900666667,6.9558
443.60,7.0566,11.7450666667,11.657,12.4995333333,14.2291333333,7.85673333333,7.96053333333,19.6839333333,6.96006666667
443.95,7.05966666667,11.7021333333,11.5952666667,12.4402666667,14.2277333333,7.85553333333,7.9502,19.6660666667,6.97533333333
444.31,7.02526666667,11.6160666667,11.5085333333,12.3695333333,14.2192,7.8274,7.92206666667,19.6446,6.96026666667
444.66,7.0104,11.5663333333,11.4776666666,12.3234666667,14.2352666667,7.8236,7.89873333334,19.6370666667,6.94906666667
445.02,6.9882,11.5278666667,11.4356666667,12.2737333333,14.2488666667,7.80426666667,7.87273333333,19.6277333333,6.93833333333
445.37,6.95413333333,11.4699333333,11.3694,12.2279333333,14.2400666667,7.7788,7.83766666667,19.6134666667,6.91793333333
445.72,6.92886666667,11.4281333333,11.3203333333,12.1772666667,14.2288,7.76126666667,7.81913333333,19.6074,6.9022
446.08,6.93933333333,11.425,11.3057333333,12.1689333333,14.2496666667,7.76413333333,7.822,19.6267333333,6.92406666667
