wavelength,Back_DacFlam,Belly_DacFlam,Breast_DacFlam,Crissum_DacFlam,Crown_DacFlam,DorTail_DacFlam,Patch10_DacFlam,Rump_DacFlam,Throat_DacFlam,WingTip_DacFlam
339.40,7.48366666667,19.709,18.0908666667,22.9088666667,13.8472666667,9.10966666667,37.555,26.3374,6.15473333333,8.44333333333
339.77,7.4562,19.5636,18.1019333333,22.8464,13.7162,9.06673333333,37.3658666667,26.3174666667,6.06773333333,8.34459999999
340.14,7.30913333333,19.5625333334,18.2993333333,22.7648,13.5738666667,9.00973333333,37.4224,26.2567333333,6.0302,8.3712
340.50,7.17186666667,19.4459333333,17.9422666667,22.6059333333,13.3430666667,8.72046666667,37.3528666667,26.1105333333,5.80313333333,8.10000000001
340.87,6.8732,19.2654666667,17.7284666667,22.5287333333,13.1657333333,8.45879999999,37.2355333333,26.0178666667,5.54053333333,7.75953333333
341.23,6.34993333333,18.7945333333,17.309,21.9569333333,12.6919333333,7.89540000001,36.7547333333,25.5424,4.85846666667,7.1728
341.60,6.25453333333,18.6911333333,17.1627333334,21.8776,12.7056,7.80379999999,36.6247333333,25.5140666667,4.73786666667,7.1266
341.96,5.91266666667,18.4902,16.8952,21.7347333333,12.481,7.4432,36.4228666667,25.3740666667,4.49926666667,6.62326666667
342.33,6.15206666666,18.6226,17.0618666667,22.1050666667,12.7556666667,7.70346666667,36.501,25.5318,4.68,6.8036
342.70,6.5344,18.785,17.3419333333,22.3700666667,12.9638666667,8.0208,36.5742666667,25.7613333333,4.92293333333,6.99253333333
343.06,6.37566666667,18.5077333333,17.1467333333,22.2358666667,12.73,7.89633333333,36.3606,25.5878,4.79453333334,6.90793333333
343.43,6.393,18.5524666667,17.0176666667,22.2402666667,12.7585333333,7.85473333334,36.2998666667,25.7138,4.78013333333,6.88446666667
343.79,6.48926666667,18.6932666667,17.2071333333,22.3706,12.8506,7.89066666667,36.5573333333,25.8114666667,4.74093333333,6.90986666667
344.16,6.33373333333,18.6207333333,17.0242666667,22.2893333333,12.7904,7.61933333333,36.3672,25.7328,4.62133333333,6.6974
344.52,6.0802,18.5642666666,16.9811333333,22.2136666667,12.6231333333,7.52606666667,36.2538666667,25.5970666667,4.46813333333,6.46333333333
344.89,6.21673333333,18.6398,17.1838,22.3376,12.7053333333,7.66406666667,36.2587333334,25.6927333333,4.50386666667,6.56766666667
345.25,6.4872,18.9874666667,17.4546,22.7064,13.0424,8.05160000001,36.424,25.9436,4.81453333333,6.85613333333
345.62,6.47493333333,18.9784666667,17.4230666667,22.7605333333,13.0472,7.94273333333,36.3353333333,25.7856,4.8302,6.77733333333
345.99,6.578,19.1216,17.5944,22.8455333333,13.2151333333,8.02620000001,36.2806,25.7766666667,4.98353333333,6.93106666667
346.35,6.55006666667,19.2242,17.5744,22.8321333333,13.1562666667,8.03593333333,36.2508666667,25.7384666667,4.94786666667,6.88313333333
346.72,6.4978,19.0686,17.5094666667,22.6528666667,12.9872666667,7.8702,36.1517333333,25.5418666667,4.7746,6.83713333333
347.08,6.4584,19.1057333333,17.5633333333,22.6530666667,12.9482,7.7592,36.2906666667,25.5641333333,4.63493333333,6.57073333333
347.45,6.34346666667,19.1388,17.6712,22.817,13.0368666667,7.71113333334,36.4051333333,25.6921333333,4.5576,6.56
347.81,5.9376,18.7808666666,17.2612666667,22.5260666667,12.6874666667,7.40413333333,35.8378,25.2664666667,4.2932,6.19993333333
348.18,6.08473333333,18.8577333333,17.3854666667,22.7522,12.7647333333,7.52046666667,35.9794666667,25.4297333333,4.38046666667,6.23386666667
348.54,6.22206666667,18.8728,17.531,22.9300666667,12.9532666667,7.55413333334,36.042,25.4637333333,4.53813333333,6.2636
348.91,5.9638,18.7242,17.3069333333,22.8149333333,12.7192666667,7.29386666666,35.9194,25.2263333333,4.41146666667,6.051
349.27,5.78873333333,18.4569333333,17.1614666667,22.7324,12.462,6.97953333333,35.8002,25.05,4.23913333334,5.8838
349.64,5.76186666667,18.4544666667,17.349,22.8042666667,12.4024,7.0644,35.9403333333,25.1569333333,4.25526666667,5.87906666667
350.00,5.78066666667,18.5394666667,17.4116666667,22.9437333333,12.3142,7.11313333333,36.1034666667,25.2207333333,4.22086666667,5.88433333333
350.37,5.77373333333,18.4446,17.5596666667,23.0399333333,12.4614,7.10986666667,36.2377333333,25.2998666667,4.299,5.9494
350.73,5.874,18.8111333333,17.7649333333,23.4206666667,12.8007333333,7.22186666666,36.5007333333,25.6318,4.54226666667,6.036
351.10,6.1344,19.1106,17.9640666667,23.6373333333,13.1454,7.51633333333,36.5253333333,25.7885333333,4.91513333334,6.34906666667
351.46,6.10413333333,19.0076,17.9511333333,23.6208,13.0772,7.43553333333,36.4792,25.6932,4.8742,6.215
351.83,6.1324,19.1116,18.1034,23.6968,13.2059333333,7.41386666666,36.7349333334,25.7734666667,4.9548,6.2302
352.19,5.95306666667,18.9818666667,17.9761333333,23.6232,13.081,7.2418,36.5706,25.5916,4.7752,6.13773333333
352.55,6.14166666667,19.1913333333,18.1261333333,23.8598,13.2635333333,7.44806666667,36.6606666667,25.7047333333,4.97653333333,6.44966666667
352.92,6.5232,19.5908,18.5107333333,24.2304,13.7621333333,7.78266666667,37.0139333333,26.0886666666,5.382,6.8354
353.28,6.61953333333,19.7530666667,18.6637333333,24.3748,13.9124666667,7.85733333334,37.2038666667,26.2048666667,5.50233333333,6.90773333334
353.65,6.73273333333,19.7889333333,18.6057333333,24.4166666667,14.0569333333,7.93453333333,37.1197333333,26.1556,5.5798,6.93233333333
354.01,6.87213333333,19.8212666667,18.6453333333,24.4904,14.2688,7.94406666667,37.1596666667,26.1616,5.77493333333,7.05206666667
354.38,6.85766666667,19.9708,18.6364,24.5058,14.2095333333,7.89179999999,37.3006,26.1738,5.81266666667,6.9932
354.74,6.58973333333,19.7108,18.4542,24.3237333334,13.9359333334,7.79906666667,37.0584666667,25.9194,5.69926666667,6.8652
355.11,6.60193333333,19.7120666667,18.5294666667,24.5039333333,13.9122,7.85053333334,37.1278666667,25.9955333334,5.6664,6.9138
355.47,6.76486666667,19.9354,18.5739333333,24.6644666667,14.0721333333,8.00493333332,37.2694,26.1499333333,5.8722,7.111
355.83,6.81953333333,20.0542666667,18.5883333333,24.783,14.1441333333,8.06806666666,37.3472666666,26.2412,5.99506666667,7.18933333333
356.20,6.92253333333,20.294,18.6382666667,24.9342,14.2650666667,8.28166666667,37.5422,26.4442,6.18973333333,7.33513333333
356.56,6.84833333333,20.245,18.5767333333,24.8784666667,14.2001333333,8.2004,37.5158666667,26.5151333334,6.08473333333,7.25466666667
356.93,6.65586666667,19.9964666667,18.3232666667,24.6261333333,13.9594666667,8.10026666666,37.2856,26.2659333333,5.93086666667,7.0782
357.29,6.62086666667,19.9659333333,18.2515333334,24.669,13.9564,8.18213333333,37.1475333333,26.2481333333,5.9214,7.06533333333
357.66,6.4556,19.9859333333,18.1779333333,24.6336,13.8427333333,8.07833333334,37.2256,26.2481333333,5.818,6.95113333333
358.02,6.506,20.0399333333,18.2902,24.7198666667,13.9681333333,8.25546666667,37.2884666667,26.3166666667,5.976,7.01653333333
358.38,6.56113333333,20.0077333333,18.1240666667,24.6962,13.9898,8.3016,37.1598,26.1779333333,6.01693333333,7.09233333333
358.75,6.522,19.9868666667,18.1025333334,24.6094,13.9868666667,8.2108,37.3087333333,26.1328,5.89246666667,6.982
359.11,6.50186666667,19.945,18.0334,24.4909333333,13.9823333333,8.14806666667,37.3288,26.0992,5.8942,6.99426666667
359.48,6.2914,19.7272666667,17.8775333333,24.2817333333,13.809,7.91246666667,37.1946,25.8096,5.67826666667,6.78553333333
359.84,6.3412,19.6636,17.8370666667,24.2669333333,13.7714,7.88786666666,37.2200666667,25.7300666667,5.63253333333,6.81093333334
360.20,6.2268,19.5514666667,17.7484,24.1216,13.7121333333,7.74693333333,37.1408666667,25.5263333333,5.58726666667,6.70933333334
360.57,6.16013333333,19.5502666666,17.6692,24.1297333333,13.6838,7.68513333333,37.1788,25.4184666667,5.50646666667,6.65526666667
360.93,6.20386666667,19.5114666667,17.6592666667,24.1338,13.7063333333,7.67973333333,37.2022666667,25.4479333333,5.471,6.63713333333
361.29,6.25646666667,19.4802666667,17.6140666667,24.1269333333,13.6991333333,7.65093333333,37.2041333333,25.3746,5.5186,6.65586666667
361.66,6.2178,19.3610666667,17.5256666667,24.0368,13.6848666666,7.6054,37.0946,25.2701333333,5.4898,6.65413333333
362.02,6.02966666667,19.1949333333,17.3004666667,23.8586666667,13.4696,7.3382,36.9926666666,25.0692666666,5.27106666667,6.51626666667
362.39,5.99186666667,19.1224666667,17.3143333334,23.8013333333,13.4579333333,7.28886666667,37.0075333333,25.0468666667,5.19993333333,6.4782
362.75,6.08326666667,19.1772,17.3252666667,23.9225333333,13.5648666667,7.38453333333,36.9245333333,25.0794666667,5.37613333333,6.62933333333
363.11,5.83313333333,18.9522666667,17.0856666667,23.7036,13.3686,7.18233333333,36.6842666667,24.8018,5.159,6.38573333333
363.48,5.80946666667,18.881,17.0807333333,23.6214666666,13.3178,7.2404,36.5901333333,24.7396,5.19213333333,6.37033333333
363.84,5.65173333333,18.7683333333,16.9487333333,23.5264666667,13.2166666667,7.13533333333,36.4745333333,24.6387333334,5.086,6.29166666666
364.20,5.787,18.8077333333,17.0118666667,23.6134666667,13.3266666666,7.2354,36.62,24.7295333333,5.16846666667,6.35386666667
364.57,5.7648,18.7116,16.9288,23.4596666667,13.2616,7.22786666667,36.5200666667,24.5964666667,5.15873333333,6.2658
364.93,5.59713333333,18.5826,16.7737333333,23.3090666667,13.1334666667,7.055,36.4318666667,24.3169333333,4.98086666667,6.086
365.29,5.6346,18.6644666667,16.8524666667,23.2846666667,13.2194,7.18353333333,36.5955333333,24.3808,5.05746666667,6.21873333333
365.66,5.93246666667,18.8766,17.0542,23.526,13.4757333333,7.4798,36.8357333334,24.5839333333,5.28013333333,6.4784
366.02,5.98686666667,18.9321333333,17.0830666667,23.6033333333,13.6054,7.70533333333,36.8431333333,24.6283333333,5.4046,6.573
366.38,5.91266666667,18.9502666667,17.0524,23.5918,13.5810666667,7.73993333333,36.8322,24.5397333333,5.4016,6.5228
366.75,5.91033333333,18.8995333333,16.8904666667,23.4448666667,13.4334666667,7.63633333333,36.7961333333,24.393,5.2722,6.47393333333
367.11,6.00986666667,18.9919333333,16.9246666667,23.5834,13.5650666667,7.8216,36.8831333333,24.3822666667,5.39806666667,6.58486666667
367.47,6.3726,19.2154666667,17.1028666667,23.9412,13.9126,8.0856,37.1738666667,24.5836,5.7194,6.94393333333
367.84,6.48093333333,19.2202,17.0994,23.9312,14.0112,8.156,37.2002666667,24.6309333333,5.8136,6.973
368.20,6.30926666667,18.9951333333,16.891,23.7612666667,13.8284,8.0484,36.905,24.3559333333,5.67573333333,6.87446666667
368.56,6.42706666667,19.0653333333,16.9888,23.9284,13.9823333333,8.16886666667,37.1008,24.4674,5.8832,7.1044
368.93,6.60233333333,19.2645333333,17.1455333333,24.1724666667,14.2044,8.42273333333,37.3125333333,24.6473333333,6.174,7.40906666667
369.29,6.71693333333,19.3708666667,17.1428,24.2701333333,14.3330666667,8.49406666667,37.4477333333,24.6602,6.22033333333,7.51553333333
369.65,6.6984,19.3835333333,17.0536666667,24.2058666667,14.3498,8.48306666667,37.4421333333,24.5722666666,6.22913333333,7.59646666667
370.01,6.67133333333,19.2576666667,16.8713333333,24.0199333333,14.2397333333,8.3774,37.3703333333,24.3844,6.11886666667,7.46613333333
370.38,6.70533333333,19.1936,16.8188666667,23.9902666667,14.2673333334,8.34553333333,37.4401333333,24.3268,6.12593333333,7.53553333333
370.74,6.8306,19.1650666667,16.8716,24.0428,14.4678666667,8.49026666667,37.6027333333,24.3574666666,6.2724,7.66066666667
371.10,6.888,19.1422666667,16.8292666667,23.9994666667,14.512,8.46313333333,37.7765333333,24.4088,6.38653333333,7.76266666667
371.46,6.79206666667,18.9934666667,16.6578,23.7752666667,14.3462,8.41886666667,37.6653333333,24.2212666667,6.2906,7.66586666667
371.83,6.84233333333,18.9688666667,16.5956666667,23.7600666667,14.3936666667,8.4386,37.6826666667,24.0620666667,6.31173333333,7.7782
372.19,6.94953333333,19.0555333333,16.6398,23.8109333333,14.5010666667,8.4786,37.8714666667,24.0581333333,6.4012,7.93573333333
372.55,6.86113333333,18.9827333333,16.4862,23.6329333333,14.4152,8.42406666667,37.7344666667,23.8347333333,6.2822,7.85773333333
372.92,6.8452,18.788,16.3049333333,23.4322,14.3206666667,8.3328,37.6828666667,23.6552666667,6.23233333333,7.76993333333
373.28,6.85733333333,18.6154,16.2128,23.2896,14.2663333333,8.32866666667,37.6399333333,23.4936,6.28733333333,7.7514
373.64,6.6046,18.2840666667,15.9132,23.0339333333,14.0162,8.09893333333,37.4886,23.1456,6.0108,7.49266666666
374.00,6.56546666667,18.2384666667,15.8265333333,22.9562666667,14.0148666667,8.0932,37.5810666667,23.0762666667,5.9968,7.53166666667
374.37,6.5512,18.1328,15.6820666667,22.8690666667,13.9115333333,8.0356,37.6060666667,22.9757333333,5.9756,7.5256
374.73,6.43313333333,18.0195333333,15.5308666667,22.6934,13.7750666667,7.97626666666,37.5612,22.7511333333,5.8828,7.432
375.09,6.45093333333,17.8332,15.3686,22.469,13.6636,7.98313333333,37.4542666667,22.5442,5.81726666667,7.36453333333
375.45,6.43026666667,17.8189333333,15.2754666667,22.4468,13.7288,7.97673333333,37.5682666667,22.4847333333,5.84966666667,7.3608
375.81,6.51333333333,17.8372,15.286,22.4159333333,13.7068666666,8.086,37.6723333333,22.3772,5.91326666666,7.388
376.18,6.63833333333,17.8285333333,15.2508,22.3544666666,13.7483333333,8.15113333333,37.7224666666,22.3308,5.98706666667,7.43453333333
376.54,6.55346666667,17.608,14.9904666667,22.1907333333,13.5977333333,8.0164,37.6294,22.1006666667,5.84653333333,7.31653333333
376.90,6.53206666667,17.5861333333,14.8582,22.0922,13.5543333333,7.91766666667,37.6317333333,21.9544,5.77366666667,7.27246666667
377.26,6.4726,17.4658666667,14.7111333333,21.9602,13.4932666667,7.8286,37.6576666667,21.7965333333,5.69353333333,7.23673333333
377.63,6.5678,17.4744,14.6406666667,21.9175333334,13.5272666667,7.81326666667,37.7432,21.7738666667,5.77506666667,7.27166666667
377.99,6.69726666666,17.4023333333,14.6054,21.8778666667,13.5334,7.85846666667,37.7225333333,21.6686,5.83846666666,7.3254
378.35,6.72186666667,17.3424666667,14.5398,21.8094,13.5965333333,7.92466666667,37.7314666667,21.5484666667,5.93506666667,7.3844
378.71,6.64786666666,17.2056666667,14.3674,21.6298666667,13.4946,7.80706666667,37.6477333334,21.3580666667,5.863,7.28653333333
379.07,6.6756,17.1650666667,14.3364,21.6066666667,13.4910666667,7.80933333333,37.5923333333,21.2252666667,5.9108,7.33113333333
379.44,6.6674,17.0306,14.1817333333,21.448,13.3662,7.70393333333,37.4912666667,21.0576,5.834,7.3052
379.80,6.65546666667,16.891,14.0293333333,21.3054,13.3094,7.66666666667,37.4086,20.9305333333,5.77793333333,7.282
380.16,6.67033333333,16.7977333333,13.9819333333,21.3223333333,13.3221333333,7.72173333333,37.4745333333,20.8852666667,5.83726666667,7.30986666667
380.52,6.68806666667,16.6418666667,13.9559333333,21.1982,13.2526666667,7.71006666667,37.4811333334,20.7342666666,5.86,7.28566666667
380.88,6.6842,16.5092666667,13.9034666667,21.1278,13.2270666667,7.7644,37.4248666667,20.6519333333,5.9378,7.29966666667
381.24,6.54433333333,16.2436,13.6944,20.8892666667,13.0272666667,7.5986,37.2546666667,20.3856,5.77093333334,7.04726666666
381.61,6.46173333333,15.9992,13.5648,20.6954,12.877,7.52226666667,37.0643333333,20.1274666667,5.70926666667,6.93293333333
381.97,6.49593333333,15.9458,13.5390666667,20.6640666667,12.8666666667,7.52953333333,37.1205333333,20.0688,5.763,7.013
382.33,6.48226666667,15.8076666667,13.4327333333,20.5418,12.7748666667,7.47826666667,37.0383333333,19.8669333333,5.6832,6.88406666667
382.69,6.40646666667,15.6838666667,13.3034,20.4508666667,12.6828666667,7.4316,37.0337333333,19.7406,5.61566666667,6.83146666667
383.05,6.3132,15.5292,13.1892666667,20.3326,12.6178666667,7.31953333333,37.1182666667,19.5848666667,5.47406666667,6.7064
383.41,6.34273333333,15.4404666667,13.1796666667,20.2312666667,12.6476,7.3444,37.1620666667,19.4772,5.5206,6.7164
383.77,6.27293333333,15.362,13.1505333334,20.1724,12.6171333333,7.29566666667,37.261,19.3874,5.53893333333,6.66466666667
384.14,6.07566666667,15.1203333333,12.8886666667,19.853,12.3987333333,7.07786666667,37.0752666667,19.0621333333,5.32086666667,6.42686666667
384.50,6.19546666667,15.1930666667,12.9346,19.8717333333,12.5282,7.16633333333,37.1863333333,19.1020666667,5.42646666667,6.56626666667
384.86,6.12713333334,15.0522666667,12.7906666667,19.7266666667,12.4331333333,7.07286666667,37.0826666667,18.9142,5.30026666667,6.50846666667
385.22,6.26953333333,15.1318,12.8706666666,19.8087333333,12.5506666667,7.204,37.1814,18.9082666667,5.45233333333,6.67526666667
385.58,6.2538,15.1048666667,12.8379333333,19.7790666667,12.5088,7.21046666667,37.2582,18.8719333334,5.4572,6.69853333333
385.94,6.05366666667,14.8927333334,12.6424666667,19.6026666667,12.2762,7.03886666667,37.0932,18.5781333333,5.25026666667,6.48606666667
386.30,5.99946666666,14.8114666666,12.5567333333,19.4924666667,12.2216,7.00293333334,37.0686,18.4542,5.21086666667,6.4786
386.66,6.17273333333,14.862,12.6408,19.5712666667,12.3515333333,7.13033333333,37.173,18.4803333333,5.299,6.6178
387.03,6.1634,14.7638666667,12.5571333333,19.447,12.2632,7.09853333333,37.112,18.3171333333,5.26426666667,6.5726
387.39,6.13753333333,14.6885333333,12.4773333333,19.3634666667,12.1671333333,7.06806666667,37.0826666667,18.2065333333,5.2202,6.5462
387.75,6.08426666667,14.5746,12.349,19.2461333333,12.0717333333,6.98533333333,37.0146,18.0368666667,5.147,6.45833333333
388.11,6.1126,14.5631333333,12.3779333334,19.2412,12.0794,7.03966666667,37.1101333333,17.9929333333,5.21966666667,6.52566666667
388.47,5.92806666667,14.3223333333,12.1936,19.0384,11.8713333333,6.90066666667,36.9540666667,17.7133333333,5.05913333333,6.35986666667
388.83,5.97686666667,14.2602,12.2048666666,18.9586666667,11.8393333333,6.8928,37.0036,17.5784,5.1122,6.32786666667
389.19,5.84586666667,14.0713333333,12.0391333333,18.7781333334,11.668,6.78786666667,36.8929333333,17.3944,4.97946666667,6.2348
389.55,5.8158,13.9552,11.9292,18.6565333333,11.6158,6.72726666667,36.9374,17.2048666667,4.91966666667,6.15946666667
389.91,5.902,13.8828666667,11.8949333333,18.5638666667,11.6436,6.7482,36.9882,17.1564666667,4.99013333333,6.16346666667
390.27,5.7766,13.6568666667,11.7244,18.3635333333,11.4656,6.63313333333,36.9046666667,16.967,4.86766666667,6.00913333333
390.63,5.60813333333,13.3908666667,11.4968,18.0837333333,11.2358666667,6.4634,36.7233333333,16.6918666667,4.76006666667,5.81746666667
391.00,5.63993333333,13.3444,11.4666666667,18.024,11.1947333333,6.49826666667,36.7031333333,16.6338666667,4.82733333333,5.87773333333
391.36,5.50506666667,13.0962666667,11.2644,17.8521333333,11.0605333333,6.3792,36.6155333333,16.3737333333,4.71206666667,5.75353333333
391.72,5.48073333333,12.9530666667,11.172,17.7089333333,10.983,6.3378,36.5811333333,16.2516,4.67553333333,5.73446666667
392.08,5.49753333333,12.8327333333,11.1074,17.6186666667,10.9003333333,6.33433333333,36.5214,16.1147333334,4.65686666667,5.703
392.44,5.57293333333,12.8011333333,11.0458,17.5597333334,10.9250666667,6.36433333333,36.5914,16.0682666667,4.72533333333,5.7398
392.80,5.49586666667,12.6532,10.9061333333,17.4252666667,10.8270666667,6.31873333333,36.6643333333,15.9248,4.61773333333,5.6866
393.16,5.46833333333,12.5162,10.7843333333,17.2806666667,10.7331333333,6.29273333333,36.6416666667,15.7562666667,4.61613333333,5.6148
393.52,5.5586,12.5356666667,10.8118666667,17.2676,10.7867333333,6.42966666667,36.6781333333,15.7193333333,4.752,5.72433333333
393.88,5.54493333333,12.4364666667,10.7049333333,17.1556666666,10.7256,6.4256,36.6739333333,15.5572,4.717,5.732
394.24,5.57193333333,12.3407333333,10.6210666667,17.0658,10.7056666667,6.38693333333,36.6466,15.4044,4.69833333333,5.72673333333
394.60,5.55173333333,12.2158666667,10.5678,16.9953333334,10.658,6.3866,36.6851333333,15.2476,4.69806666666,5.73646666667
394.96,5.56746666667,12.1461333333,10.4976,16.9238666666,10.6664,6.38953333333,36.7868666667,15.138,4.71406666667,5.75073333333
395.32,5.61013333333,12.1008,10.4524666667,16.8529333333,10.6697333333,6.4458,36.7766666667,15.0758666667,4.74186666667,5.7722
395.68,5.68113333333,12.0270666667,10.3935333333,16.8014,10.6713333333,6.55826666667,36.8014666667,14.9684,4.83366666667,5.82166666666
396.04,5.70633333333,11.9490666667,10.2824,16.6991333333,10.6776,6.58166666667,36.8317333333,14.8776,4.89713333333,5.86486666667
396.40,5.57906666667,11.7122666667,10.1130666667,16.4804,10.5194,6.5142,36.7568,14.6028666667,4.78806666666,5.72073333333
396.76,5.621,11.6032666667,9.98106666666,16.351,10.4833333333,6.552,36.7044666667,14.4958666667,4.87613333333,5.72626666667
397.12,5.65766666667,11.5164666667,9.92220000001,16.2467333333,10.5117333333,6.574,36.7198,14.3992666667,4.91133333333,5.78606666667
397.48,5.50733333333,11.2471333333,9.67940000001,15.9991333333,10.3202,6.4016,36.6266,14.1382,4.75046666667,5.65013333333
397.84,5.381,11.0532666666,9.51420000001,15.8222666667,10.1779333333,6.33086666667,36.5843333333,13.9478,4.69293333333,5.56186666667
398.20,5.4672,11.0263333333,9.50699999999,15.7574666667,10.2090666667,6.4446,36.7120666667,13.9157333333,4.8252,5.6936
398.56,5.5682,11.0302,9.499,15.6664666666,10.2626666667,6.5084,36.7280666667,13.8895333333,4.91033333333,5.79286666667
398.92,5.41553333333,10.8027333333,9.29479999999,15.4196,10.0912666667,6.42113333333,36.5664666667,13.6453333333,4.79833333333,5.6664
399.28,5.35346666667,10.6386666667,9.17853333332,15.2435333333,9.97419999999,6.3122,36.5501333333,13.4514666667,4.76373333333,5.6094
399.64,5.20513333333,10.4382,9.03333333333,15.0356666667,9.85913333333,6.15673333333,36.4922,13.2606,4.6576,5.50506666667
400.00,5.07753333333,10.2072,8.85373333334,14.8072666667,9.70366666666,6.04526666667,36.3850666667,13.0063333334,4.54073333333,5.40346666667
400.36,5.14966666667,10.1972666667,8.84566666667,14.7734,9.69000000001,6.09513333333,36.4674666667,12.9998,4.59713333333,5.51166666667
400.72,5.0474,10.0534,8.72873333334,14.6292,9.59746666667,6.0288,36.4302666667,12.8372,4.5098,5.47233333333
401.08,5.0126,9.9538,8.62966666666,14.5164,9.51673333333,5.97833333333,36.4166666667,12.719,4.45786666667,5.4458
401.44,5.02793333333,9.87619999999,8.5686,14.4351333333,9.491,6.00013333333,36.4207333333,12.6658,4.47426666667,5.44266666667
401.80,5.1536,9.93219999999,8.60599999999,14.4717333333,9.63486666667,6.16553333333,36.5498666667,12.7286,4.62546666667,5.5762
402.16,5.15053333333,9.87726666667,8.54326666667,14.4211333334,9.62866666667,6.19686666667,36.5824,12.6653333333,4.64173333334,5.57633333333
402.52,5.1572,9.816,8.47026666667,14.4030666667,9.59346666667,6.22373333333,36.6171333333,12.6164666666,4.66866666667,5.55126666667
402.88,5.29326666667,9.87486666667,8.53006666667,14.4842666667,9.68686666667,6.36326666667,36.7819333333,12.6640666667,4.79193333333,5.68506666667
403.24,5.4332,9.99846666667,8.60846666667,14.5802,9.81546666667,6.55253333333,36.9814666667,12.7586,4.9078,5.83353333334
403.60,5.5366,10.0433333333,8.62440000001,14.6082666667,9.87306666667,6.66533333333,37.0448,12.7802,4.97846666667,5.935
403.95,5.54206666667,10.07,8.62213333334,14.6016,9.87739999999,6.70306666667,37.1048,12.7685333333,4.98,5.9444
404.31,5.569,10.0578,8.602,14.5714666667,9.93866666667,6.72,37.1545333333,12.7483333333,5.03546666667,5.97933333333
404.67,5.64193333333,10.0712666667,8.63913333333,14.5908,9.9998,6.78986666667,37.1965333333,12.7377333334,5.1164,6.0562
405.03,5.67466666667,10.0841333333,8.63933333332,14.5853333333,10.0218666667,6.81806666667,37.2835333333,12.7382666667,5.19173333333,6.0748
405.39,5.77226666667,10.1708666667,8.70740000001,14.6489333333,10.1293333333,6.95646666667,37.3508,12.8068666667,5.32793333333,6.1694
405.75,5.73026666667,10.1254,8.65133333334,14.5612666667,10.0789333333,6.895,37.3558666667,12.7255333333,5.27866666667,6.131
406.11,5.76253333333,10.1493333333,8.65933333334,14.5543333333,10.0963333333,6.90886666667,37.3506666667,12.7303333333,5.31866666667,6.14846666667
406.47,5.7388,10.0801333333,8.60793333334,14.4812666667,10.0499333333,6.88633333333,37.324,12.6690666667,5.29013333333,6.13586666667
406.83,5.7502,10.0620666667,8.57846666667,14.4229333333,10.0576,6.88873333333,37.3150666667,12.6523333333,5.2996,6.13833333333
407.19,5.69933333333,9.96226666667,8.50606666667,14.3198,9.98580000001,6.84746666667,37.2575333333,12.5861333333,5.28266666667,6.085
407.55,5.6968,9.9092,8.46680000001,14.2734666667,9.95806666667,6.83586666667,37.3002666667,12.5447333333,5.29866666667,6.08746666667
407.90,5.69366666667,9.83766666667,8.42286666666,14.2412,9.95646666666,6.83606666666,37.3303333333,12.5150666667,5.30733333333,6.11333333334
408.26,5.66913333333,9.77953333333,8.37079999999,14.2070666667,9.91739999999,6.84026666666,37.2842,12.4863333333,5.28746666667,6.10966666667
408.62,5.6886,9.79006666667,8.37419999999,14.208,9.94186666666,6.8798,37.3014666667,12.5042,5.3264,6.14073333333
408.98,5.65826666666,9.72999999999,8.31466666667,14.1614666667,9.8946,6.89533333333,37.261,12.4538,5.28633333333,6.13733333333
409.34,5.6532,9.69966666667,8.29693333333,14.117,9.87186666666,6.87093333333,37.3155333333,12.4013333333,5.26166666667,6.14386666667
409.70,5.71786666667,9.70586666665,8.34700000001,14.1184,9.89006666667,6.92213333333,37.3451333333,12.4310666667,5.31153333333,6.20246666667
410.06,5.69173333333,9.62459999999,8.31526666667,14.0422666667,9.84919999999,6.91086666667,37.3902666667,12.3723333333,5.26893333334,6.1824
410.42,5.71986666666,9.63973333334,8.31873333334,14.0302,9.90833333334,6.9512,37.4522,12.3808,5.30806666667,6.20666666667
410.77,5.673,9.57879999999,8.23133333334,13.9812666667,9.85293333334,6.89313333333,37.44,12.3318,5.24626666667,6.15346666667
411.13,5.6814,9.57946666667,8.21946666667,13.9514666667,9.85486666666,6.87866666667,37.435,12.2905333333,5.2432,6.1758
411.49,5.69,9.59293333333,8.2094,13.9426666667,9.85973333333,6.8932,37.459,12.2869333333,5.2502,6.1822
411.85,5.79333333333,9.6532,8.25953333334,13.9859333333,9.94279999999,6.973,37.5303333333,12.3432666667,5.34353333333,6.24846666667
412.21,5.9022,9.74793333333,8.33246666667,14.0668666667,10.0134,7.0746,37.6542666667,12.3837333333,5.44766666667,6.34073333333
412.57,5.84913333333,9.66846666665,8.22373333334,13.9735333333,9.92120000001,6.99453333334,37.6664,12.2952,5.3674,6.26813333333
412.92,5.93186666667,9.70806666667,8.2814,14.0048666667,10.0108,7.08946666667,37.7572,12.3495333333,5.47953333333,6.35813333334
413.28,5.90413333333,9.60259999999,8.20060000001,13.9071333333,9.94313333333,7.03693333333,37.7359333333,12.2531333333,5.43006666667,6.3284
413.64,5.882,9.5412,8.13566666667,13.8494666667,9.91540000001,7.04153333333,37.7441333333,12.1846,5.42613333333,6.32746666667
414.00,5.95253333333,9.54386666667,8.10553333333,13.8614,9.93953333333,7.07766666667,37.7612666666,12.1767333333,5.47346666667,6.3716
