wavelength,Back_SpoCaef,Belly_SpoCaef,Breast_SpoCaef,Crissum_SpoCaef,Crown_SpoCaef,DorTail_SpoCaef,Rump_SpoCaef,Throat_SpoCaef,WingTip_SpoCaef
363.48,7.0916,30.2227333333,10.2838,26.8361333333,7.1286,6.9764,7.32253333333,24.3243333333,8.72993333333
363.84,7.0888,30.2507333333,10.2680666667,26.8430666667,7.0974,6.95273333334,7.30173333333,24.3668,8.64806666667
364.20,7.13366666667,30.3705333333,10.3473333333,26.9692,7.16213333333,7.01846666667,7.36446666667,24.4131666667,8.72673333333
364.57,7.08493333333,30.3788,10.3108666667,26.9522666667,7.15346666667,6.97986666667,7.39413333333,24.3863666666,8.68933333333
364.93,7.04166666667,30.4465333333,10.2948,26.9857333333,7.11786666667,6.9166,7.38666666667,24.4061666667,8.66700000001
365.29,6.97453333333,30.5141333333,10.2494,27.0139333333,7.0504,6.83146666667,7.3216,24.4064333333,8.62240000001
365.66,6.85386666667,30.5638666667,10.1728,27.063,6.95206666667,6.69466666667,7.21546666667,24.3667333333,8.52966666667
366.02,6.9514,30.6617333333,10.2666666667,27.0967333333,7.05586666667,6.7558,7.32173333334,24.4101666667,8.59133333334
366.38,7.0812,30.8338666667,10.4307333334,27.2374,7.18726666667,6.8894,7.5126,24.5183333333,8.69339999999
366.75,7.1096,30.8224666667,10.4792,27.282,7.23886666667,6.91373333333,7.50873333333,24.5408666667,8.66633333333
367.11,6.9894,30.8279333333,10.4191333333,27.2461333333,7.15733333333,6.80973333333,7.4032,24.4783,8.54733333333
367.47,6.92686666667,30.8602666666,10.385,27.2582,7.1188,6.80446666667,7.3736,24.4397,8.52713333333
367.84,6.857,30.9185333333,10.3530666667,27.3086,7.0746,6.76573333333,7.34826666667,24.4332333333,8.51746666667
368.20,6.87993333333,30.9948,10.3729333333,27.335,7.08626666667,6.78833333333,7.3446,24.5492,8.52619999999
368.56,6.87086666667,31.1320666667,10.4027333333,27.4193333333,7.09326666667,6.80506666667,7.35773333333,24.6175666667,8.5104
368.93,6.90406666667,31.182,10.4314,27.5439333333,7.11126666667,6.82393333333,7.35506666667,24.6173333333,8.4874
369.29,7.06813333333,31.2878,10.5826666667,27.687,7.28626666667,7.0124,7.51686666667,24.8028,8.60486666667
369.65,7.22153333333,31.3634,10.7170666667,27.6911333333,7.43533333333,7.1294,7.6402,24.8997,8.66679999999
370.01,7.19406666667,31.4758666667,10.7122666667,27.7717333333,7.399,7.08833333334,7.57633333333,24.9083,8.62666666667
370.38,7.06293333333,31.4231333333,10.6320666667,27.6905333333,7.2404,6.90066666667,7.3536,24.8618666667,8.44586666667
370.74,6.9952,31.4774666667,10.5743333333,27.7452666667,7.12586666666,6.79526666667,7.27633333333,24.8182333333,8.3802
371.10,7.2114,31.6709333333,10.7547333333,27.974,7.28993333333,6.9702,7.45533333333,25.0699666667,8.52253333333
371.46,7.2352,31.7122,10.8114,27.9944666667,7.2858,6.98073333333,7.47973333333,25.1171666667,8.51873333333
371.83,7.344,31.8458666667,10.9176,28.1012666667,7.39306666666,7.05046666667,7.54846666667,25.2142666667,8.57206666667
372.19,7.349,31.9311333333,10.9433333333,28.1753333333,7.43,7.03126666667,7.57246666667,25.2292666667,8.581
372.55,7.42906666667,31.9844,11.0274,28.2338,7.44706666667,7.05813333334,7.60626666666,25.2735666667,8.65186666667
372.92,7.3886,32.0234666667,11.0349333333,28.256,7.40773333333,7.02093333333,7.60053333333,25.2715,8.63846666667
373.28,7.26173333333,31.9991333333,10.9301333333,28.1922,7.27013333334,6.8496,7.44913333333,25.1719,8.48746666667
373.64,7.27013333333,32.1073333333,10.9364666667,28.3884666667,7.25226666667,6.8336,7.48953333333,25.2789333333,8.5448
374.00,7.28053333333,32.1336,10.9535333333,28.4617333333,7.26086666667,6.85506666667,7.55186666667,25.3666333333,8.56826666667
374.37,7.30573333333,32.2387333333,11.0014666667,28.5821333333,7.34366666667,6.91,7.63713333333,25.4522,8.61066666667
374.73,7.24666666667,32.2461333333,10.9752666667,28.5251333333,7.3264,6.873,7.64293333333,25.4944333333,8.55826666667
375.09,7.1368,32.2484,10.8838666667,28.5003333333,7.2252,6.76926666667,7.57473333333,25.3965,8.47126666667
375.45,7.20753333333,32.4072666667,10.9746666667,28.6572,7.30033333333,6.81246666667,7.66013333333,25.5197333333,8.5594
375.81,7.1328,32.4135333333,10.954,28.6453333333,7.2322,6.74693333333,7.6496,25.4992666667,8.52386666667
376.18,7.11246666667,32.4954666667,10.9576666667,28.7197333333,7.2288,6.74433333333,7.612,25.5488666667,8.485
376.54,7.04393333333,32.5564666667,10.9056666667,28.7844666667,7.21433333333,6.67873333333,7.5576,25.5666333333,8.4148
376.90,6.99673333333,32.5302,10.8485333333,28.7623333333,7.19486666667,6.61653333333,7.51433333333,25.5463333333,8.3676
377.26,7.04406666667,32.6373333333,10.9356666667,28.8828,7.28766666667,6.6844,7.60306666667,25.6332666667,8.4478
377.63,7.01926666667,32.7333333333,10.9885333333,28.8778666667,7.29566666667,6.67926666667,7.61046666667,25.6657333333,8.41653333333
377.99,6.9876,32.8546,11.0122,28.9274,7.25533333333,6.63633333333,7.54406666667,25.7057666667,8.3748
378.35,6.937,32.8920666667,10.9989333333,28.9869333333,7.22233333333,6.57933333333,7.5384,25.6743333333,8.3562
378.71,6.95766666667,32.9588,11.0368666667,29.0552666667,7.23306666667,6.56853333333,7.50686666667,25.6721666667,8.3462
379.07,6.91953333333,33.0069333333,11.043,29.0518666667,7.23526666667,6.56753333333,7.50713333333,25.6526,8.33093333333
379.44,6.81873333333,32.9875333333,10.9642,28.9863333333,7.1416,6.47346666667,7.42846666667,25.5971,8.2114
379.80,6.85513333334,33.0855333333,11.0179333333,29.1004,7.19913333333,6.49506666667,7.45353333333,25.6732666667,8.22166666667
380.16,6.7734,33.0674666667,10.9617333333,29.0302666667,7.10893333334,6.40986666667,7.38326666667,25.6430666667,8.15333333333
380.52,6.85046666667,33.1707333333,11.0744666667,29.0844666667,7.17533333333,6.50186666667,7.44526666667,25.7257333333,8.1964
380.88,6.98866666667,33.4082666667,11.2543333333,29.2754666667,7.27866666667,6.62926666667,7.5492,25.9126333333,8.29546666667
381.24,6.9952,33.4662,11.2499333334,29.3161333333,7.27866666667,6.63693333333,7.5516,25.9551,8.29353333333
381.61,7.03673333333,33.5038666667,11.2642,29.4557333333,7.29573333333,6.6702,7.5608,25.9943666667,8.3222
381.97,7.0582,33.5104666667,11.2692666667,29.4908,7.30753333333,6.67586666667,7.59173333333,26.0042333333,8.3176
382.33,7.16666666667,33.6075333333,11.3446,29.5843333333,7.37,6.7538,7.63013333334,26.1475,8.3702
382.69,7.18573333333,33.7164666667,11.3676666667,29.6792666667,7.38066666667,6.7864,7.65693333333,26.2023333333,8.39686666666
383.05,7.21706666667,33.8211333334,11.3994666667,29.7777333333,7.35446666667,6.72106666667,7.60686666667,26.2295666667,8.37753333333
383.41,7.28286666667,33.9324666667,11.4855333333,29.9120666667,7.41486666667,6.76726666667,7.64826666666,26.3327333333,8.4198
383.77,7.17166666667,33.8685333333,11.3916,29.844,7.31733333333,6.67,7.5476,26.2348666667,8.31206666667
384.14,7.20933333333,33.9996666667,11.4454,30.0156666667,7.38466666667,6.751,7.6288,26.3185333333,8.34966666667
384.50,7.16006666667,34.0517333333,11.3914666666,30.1169333333,7.35566666666,6.72066666667,7.63406666667,26.3488,8.3182
384.86,7.08406666667,34.0432666667,11.3037333334,30.1150666667,7.31226666667,6.65886666667,7.588,26.3379666667,8.25286666667
385.22,7.02286666667,34.0576666667,11.2744,30.1160666667,7.2308,6.59946666667,7.51833333333,26.3222666667,8.18726666667
385.58,6.99886666667,34.1193333333,11.2413333333,30.1189333333,7.2072,6.5704,7.49113333334,26.3160333333,8.1334
385.94,6.9802,34.1870666667,11.2267333334,30.1334666667,7.22313333333,6.55246666667,7.4696,26.3034,8.14413333333
386.30,6.9244,34.1916,11.1763333333,30.1136666667,7.19126666667,6.51486666667,7.40726666666,26.2535333333,8.08993333333
386.66,6.93386666667,34.2577333334,11.2001333333,30.1562666667,7.20666666667,6.504,7.4234,26.3023666667,8.08786666667
387.03,6.91933333333,34.3066666667,11.2133333334,30.2194666666,7.22906666667,6.53686666667,7.44986666667,26.387,8.10946666667
387.39,6.88693333333,34.296,11.2138666667,30.1855333333,7.22153333333,6.54053333333,7.46773333333,26.3810666667,8.09946666667
387.75,7.0298,34.4520666667,11.3677333333,30.3336,7.3676,6.6774,7.59066666667,26.5310666667,8.2204
388.11,7.09973333333,34.507,11.4446,30.3248666667,7.40266666667,6.6924,7.63006666667,26.5687,8.282
388.47,7.14613333333,34.5567333333,11.5053333333,30.3561333333,7.4402,6.7084,7.6542,26.5720333333,8.3144
388.83,7.16033333333,34.6125333333,11.5431333334,30.4112,7.45346666667,6.71533333333,7.66453333333,26.5777666667,8.31406666667
389.19,7.2462,34.7375333333,11.6587333333,30.5250666667,7.55713333333,6.80213333334,7.75226666667,26.6559666667,8.3912
389.55,7.2542,34.7960666667,11.7313333333,30.5842,7.57326666667,6.8148,7.76193333333,26.6919666667,8.42553333333
389.91,7.28126666667,34.8320666667,11.7903333333,30.6394666667,7.57653333333,6.84786666667,7.77686666667,26.7708333333,8.42986666667
390.27,7.29046666667,34.8764,11.8183333333,30.6482,7.56853333333,6.84793333333,7.80186666667,26.7584666667,8.423
390.63,7.2852,34.9566666667,11.8346666667,30.733,7.5778,6.85933333333,7.80053333333,26.8001666667,8.42
391.00,7.32266666667,35.0144666667,11.8968666667,30.8016666667,7.61826666667,6.90306666667,7.83373333333,26.8617666667,8.4422
391.36,7.3524,35.0795333333,11.8936666667,30.8809333333,7.64606666667,6.91033333333,7.83173333333,26.8565333333,8.47326666666
391.72,7.3692,35.1485333333,11.9092,30.9280666667,7.60433333333,6.8984,7.83526666667,26.8822666667,8.49426666667
392.08,7.37413333333,35.1641333333,11.9320666667,30.9914,7.5994,6.90473333333,7.856,26.8586333333,8.5004
392.44,7.39366666667,35.2014666667,11.9526666667,31.0331333334,7.6104,6.8974,7.86593333333,26.9126,8.52546666667
392.80,7.408,35.2405333333,11.9794,31.0491333334,7.62533333333,6.92013333333,7.86346666667,26.9431,8.5274
393.16,7.3832,35.2635333333,11.9571333333,31.0652,7.60093333333,6.89926666666,7.8406,26.9354333333,8.494
393.52,7.441,35.3157333333,12.0136,31.1298666666,7.64833333333,6.9344,7.89793333333,26.9997333333,8.52493333333
393.88,7.41033333333,35.3353333333,11.9992666667,31.1661333333,7.6268,6.91566666667,7.88533333333,26.9877,8.51113333333
394.24,7.3832,35.3264666667,12.0165333333,31.228,7.61053333333,6.89626666667,7.8518,26.996,8.5124
394.60,7.41253333333,35.3378666667,12.0491333333,31.2482,7.6372,6.90766666667,7.86953333333,27.0263333333,8.54226666667
394.96,7.38833333333,35.2896,12.0074666667,31.2226666667,7.58786666667,6.8574,7.82666666667,26.9684,8.5128
395.32,7.40773333333,35.2744666667,12.0386,31.2397333333,7.60046666667,6.8668,7.83093333333,27.0004,8.5076
395.68,7.30673333333,35.2141333334,11.9479333333,31.2005333333,7.5344,6.78453333333,7.75713333333,26.9383,8.4022
396.04,7.34646666667,35.3074666667,11.988,31.2735333334,7.58366666667,6.81993333333,7.77033333333,26.9999,8.41606666667
396.40,7.30286666667,35.2904666667,11.9725333333,31.2219333333,7.55466666667,6.79573333333,7.71266666667,26.9651,8.3606
396.76,7.27533333333,35.3085333333,11.9774666667,31.2448666667,7.51453333333,6.758,7.67713333333,26.9675,8.35126666667
397.12,7.2648,35.3170666667,11.9809333333,31.2858666667,7.51293333333,6.74373333333,7.65973333333,26.9915333333,8.33633333333
397.48,7.2252,35.3168666667,11.9174,31.2700666667,7.47066666667,6.69526666667,7.58693333333,26.9459666667,8.2904
397.84,7.2574,35.3336,11.9608,31.2972666667,7.51293333333,6.7118,7.62506666666,26.9557,8.30133333333
398.20,7.2786,35.3584,11.9708,31.2764666667,7.5062,6.71833333333,7.65613333333,26.9538,8.3134
398.56,7.26406666667,35.3341333333,11.9342,31.2644666667,7.4868,6.6862,7.63413333333,26.9178333333,8.25366666667
398.92,7.30013333333,35.4125333333,11.9831333334,31.328,7.52446666667,6.7318,7.68333333333,26.9548333333,8.2712
399.28,7.32006666667,35.613,12.0633333333,31.4545333333,7.5522,6.75653333333,7.72133333333,27.0534666667,8.30786666667
399.64,7.37806666667,35.6940666667,12.15,31.5295333333,7.6338,6.85,7.76266666667,27.1001333333,8.36666666667
400.00,7.3604,35.6875333333,12.1359333333,31.5379333333,7.61166666667,6.83733333333,7.73193333333,27.128,8.3606
400.36,7.44166666667,35.7599333333,12.2178666667,31.618,7.69633333334,6.91793333333,7.8026,27.1763,8.43046666667
400.72,7.48973333333,35.8585333333,12.2858,31.6983333333,7.76046666667,6.96186666667,7.87526666667,27.2260333333,8.48773333333
401.08,7.50113333333,35.908,12.3316666667,31.7231333333,7.76493333333,6.96433333333,7.8904,27.2143,8.509
401.44,7.42406666666,35.8123333333,12.2953333334,31.6348666667,7.7106,6.896,7.84046666667,27.1103,8.46686666667
401.80,7.43726666667,35.8817333333,12.312,31.6868666667,7.69993333333,6.9126,7.84686666667,27.1703666667,8.4892
402.16,7.48033333333,36.0215333333,12.3764,31.8507333333,7.7378,6.936,7.8966,27.2917333333,8.5094
402.52,7.50893333333,36.0935333333,12.4486666667,31.8907333333,7.77973333334,6.96693333333,7.94973333333,27.3262,8.58726666667
402.88,7.53826666667,36.1732,12.4989333334,31.9237333334,7.83093333333,7.02146666667,7.97566666666,27.3771,8.6362
403.24,7.52726666667,36.1340666667,12.4790666667,31.9278,7.802,6.99613333333,7.95753333333,27.3569,8.61166666666
403.60,7.54833333333,36.1338,12.5066,31.9298,7.8292,7.0176,7.9946,27.3798,8.64699999999
403.95,7.5316,36.1458666667,12.5275333333,31.9269333333,7.80793333333,6.97986666667,8.00006666667,27.3952333333,8.60093333333
404.31,7.475,36.1717333333,12.5056666667,31.9604,7.74266666667,6.93846666667,7.98,27.3784333333,8.55433333333
404.67,7.50233333333,36.178,12.5287333333,32.0034666667,7.74786666667,6.95353333333,7.98813333333,27.4123666667,8.55286666667
405.03,7.51686666667,36.228,12.5432,32.059,7.75186666667,6.95173333333,8.0028,27.4585666667,8.56006666666
405.39,7.60326666667,36.3974,12.6345333333,32.2117333333,7.83066666667,7.02686666667,8.08206666667,27.6025333333,8.60273333334
405.75,7.6382,36.4229333333,12.6706,32.2638,7.86653333333,7.03986666667,8.10866666666,27.6284,8.60493333333
406.11,7.641,36.4564,12.6711333333,32.2582666667,7.8956,7.05893333333,8.1088,27.6331,8.61340000001
406.47,7.68053333333,36.5230666667,12.7350666667,32.3492,7.91946666667,7.10813333333,8.15153333333,27.6896333333,8.63339999999
406.83,7.67513333333,36.5120666667,12.7335333333,32.3889333333,7.89553333333,7.0592,8.12193333334,27.6616,8.6
407.19,7.72153333333,36.5882,12.7957333333,32.4615333333,7.965,7.1198,8.16533333333,27.7092333333,8.63426666667
407.55,7.75286666667,36.6693333333,12.8378,32.5426666667,7.96373333333,7.1084,8.16566666667,27.7508,8.63446666667
407.90,7.79353333333,36.7754666667,12.8739333334,32.6631333333,8.01466666667,7.17453333333,8.21253333333,27.8001,8.70013333333
408.26,7.90733333333,36.8886666667,13.0102666667,32.7698,8.12846666667,7.26146666667,8.3076,27.9378,8.79746666666
408.62,7.90073333333,36.9034666667,13.0009333333,32.762,8.1202,7.2888,8.3332,27.9289666667,8.80433333334
408.98,7.9302,36.9306666667,13.0318666666,32.7982,8.16646666667,7.31833333333,8.37533333333,27.9667333333,8.81700000001
409.34,7.88333333333,36.9305333333,13.0294,32.8254666667,8.1294,7.29166666667,8.34026666667,27.9703,8.79133333334
409.70,7.85913333334,37.0226,13.0472666667,32.89,8.11266666667,7.2918,8.32993333333,27.9978666667,8.79566666668
410.06,7.8888,37.0800666667,13.0948666667,32.9564,8.147,7.32453333333,8.36646666667,28.0255,8.81973333334
410.42,7.86726666667,37.0789333333,13.073,32.958,8.12533333333,7.2986,8.336,28.0367,8.80173333333
410.77,7.82886666667,37.0896,13.0608,32.9576,8.11353333333,7.2882,8.3316,28.0665333333,8.77926666667
411.13,7.74766666667,37.0524666667,12.9928666667,32.8864666667,8.01793333333,7.214,8.26933333333,27.9856666667,8.71246666667
411.49,7.7392,37.1044666667,13.0038,32.9381333333,8.01746666667,7.2058,8.27386666667,28.0037333333,8.71900000001
411.85,7.736,37.0885333333,13.0176666667,32.9198,7.99046666667,7.1792,8.23526666667,27.9746666667,8.69079999999
412.21,7.71146666667,37.0697333333,12.9724,32.9266666667,7.93893333333,7.16413333333,8.22053333333,27.9235666667,8.66033333333
412.57,7.74813333334,37.1675333333,13.0494,33.0324666667,7.98126666667,7.18593333333,8.2468,27.9900333333,8.69633333333
412.92,7.74893333333,37.1921333334,13.0632,33.0493333333,7.97133333333,7.21666666667,8.2416,27.9626,8.70399999999
413.28,7.78313333333,37.2336666667,13.1046666667,33.1034,8.00466666667,7.24893333333,8.2858,27.9843,8.73213333333
413.64,7.80406666667,37.2594666666,13.1301333333,33.1269333333,8.0276,7.25786666667,8.30133333333,28.0065,8.74453333333
414.00,7.75146666667,37.2264666667,13.1331333333,33.0825333333,7.99273333333,7.204,8.25026666667,27.9722666667,8.70680000001
414.36,7.7206,37.2350666667,13.1361333333,33.0834,7.9758,7.17986666667,8.23866666667,27.9360666667,8.67946666667
414.72,7.7418,37.2412666667,13.1576,33.0994,7.96886666667,7.19173333333,8.25313333333,27.9303333333,8.70506666666
415.07,7.8238,37.2663333333,13.2548666667,33.1708666667,8.055,7.28713333333,8.32286666667,28.0057666667,8.77806666665
415.43,7.86086666666,37.2775333333,13.3068666667,33.2022,8.0882,7.32266666667,8.34926666667,28.0266,8.79913333333
415.79,7.8572,37.2511333333,13.3052666667,33.2182666667,8.08906666667,7.31433333333,8.36033333333,28.0082333333,8.78953333333
416.15,7.808,37.2098,13.2602666667,33.1611333333,8.03153333333,7.24506666667,8.26733333333,27.9486,8.7248
416.51,7.7736,37.1788666667,13.229,33.1244666667,7.98313333333,7.20193333333,8.23006666667,27.8957666667,8.67813333333
416.86,7.777,37.1832,13.2550666667,33.1208,7.97306666667,7.17153333333,8.24146666667,27.8980666667,8.67946666667
417.22,7.7848,37.1766666667,13.2518666667,33.1143333333,7.95606666667,7.17246666666,8.23986666667,27.8966,8.68920000001
417.58,7.78746666667,37.1485333333,13.2716666667,33.0879333333,7.966,7.18773333333,8.24253333333,27.8780333333,8.69253333334
417.94,7.8476,37.1634666667,13.2934,33.1270666667,8.0002,7.23693333333,8.28306666667,27.8956,8.75459999999
418.29,7.9082,37.1878,13.3539333333,33.1559333333,8.04873333333,7.2982,8.32786666667,27.9121333333,8.82119999999
418.65,7.88606666667,37.1518666667,13.3544666667,33.1214666667,8.03633333333,7.2896,8.3276,27.8763333333,8.81206666667
419.01,7.86553333333,37.1386,13.3443333333,33.1146666667,8.00286666667,7.2704,8.317,27.8486333333,8.80933333333
419.37,7.84986666667,37.1015333333,13.3354666667,33.102,7.98393333333,7.26626666667,8.31533333334,27.8327,8.80846666667
419.73,7.8592,37.1260666667,13.3527333333,33.1026666667,7.99326666667,7.27773333333,8.3188,27.8447333334,8.82520000001
420.08,7.8824,37.1322666667,13.3879333333,33.1230666667,8.01893333333,7.32226666666,8.36,27.8706,8.86026666667
420.44,7.897,37.0923333333,13.4047333333,33.1047333333,8.041,7.34373333333,8.36866666667,27.8434,8.87959999999
420.80,7.90893333333,37.0774,13.4087333333,33.1101333333,8.0464,7.3738,8.37686666667,27.8457666667,8.89626666667
421.16,7.93106666667,37.0500666667,13.4336666667,33.1036,8.06766666667,7.4048,8.40406666667,27.8286333333,8.92673333334
421.51,7.95773333333,37.0276666667,13.4423333334,33.0988,8.0766,7.4226,8.4262,27.8187333333,8.95633333335
421.87,7.96486666667,37.0014666667,13.4604666667,33.0996666667,8.06266666667,7.43286666667,8.4306,27.8026,8.96359999999
422.23,7.93766666667,36.9715333333,13.4296666667,33.1007333333,8.025,7.41593333334,8.4132,27.7865,8.93060000001
422.58,7.97406666666,37.0016666667,13.4631333334,33.1515333333,8.059,7.45653333333,8.43633333333,27.8123333333,8.97240000001
422.94,8.00113333333,37.0148,13.4923333333,33.1816666667,8.087,7.4758,8.45606666667,27.8301,8.99560000001
423.30,8.01493333333,37.0218,13.4952,33.1768,8.09553333333,7.488,8.46513333333,27.8014333333,9.00593333334
423.66,8.0248,37.0313333333,13.5223333333,33.2131333333,8.10586666667,7.5124,8.48513333333,27.8089,9.03513333334
424.01,8.0298,37.0446666667,13.5323333333,33.2366,8.11126666667,7.51466666667,8.49253333333,27.8087333333,9.04953333333
424.37,8.02246666667,37.0422,13.528,33.2516666667,8.09166666667,7.50866666667,8.48726666667,27.8081333333,9.04126666665
424.73,8.0062,37.0392,13.5260666667,33.2452,8.08426666667,7.49153333333,8.47366666667,27.7872666667,9.03833333334
425.08,7.99093333333,37.0352,13.5222,33.233,8.066,7.4702,8.451,27.7681,9.02426666665
425.44,7.9576,37.0524666667,13.5244,33.2602,8.0412,7.449,8.4222,27.7554,8.99353333333
425.80,7.9268,37.0418,13.5129333333,33.243,8.03326666667,7.43366666667,8.40586666667,27.7334,8.96386666667
426.16,7.93313333333,37.0554666667,13.5462666667,33.2428,8.05533333333,7.43506666667,8.40586666667,27.7385,8.98106666667
426.51,7.9242,37.0633333333,13.5534666667,33.2616666667,8.0392,7.40813333333,8.39433333333,27.7552,8.94860000001
426.87,7.8984,37.0528,13.5392666667,33.2711333333,8.02766666667,7.3876,8.36853333333,27.7371,8.92139999999
427.23,7.88953333333,37.0449333333,13.5449333333,33.2926666667,8.0084,7.3676,8.35746666667,27.7583,8.90186666667
427.58,7.8902,37.0258,13.5283333333,33.2715333333,7.99466666667,7.3524,8.34806666667,27.7407,8.87753333333
427.94,7.89206666667,37.0108666667,13.5352666667,33.2818666667,7.98913333333,7.3308,8.33993333333,27.7369,8.86846666667
428.30,7.9324,37.0943333333,13.5985333333,33.3684666667,8.03753333334,7.36786666667,8.39026666667,27.8259,8.91453333335
428.65,7.9552,37.1154,13.6224666667,33.4207333333,8.0434,7.37266666667,8.40453333333,27.8462666667,8.91133333333
429.01,7.97446666667,37.2042,13.6676,33.5044,8.06826666667,7.38626666667,8.42506666667,27.9137666667,8.92433333333
429.37,8.00486666667,37.2316666667,13.6998666667,33.5434,8.0824,7.39693333333,8.4536,27.9550333333,8.95193333332
429.72,7.9994,37.29,13.7296666667,33.6048,8.07953333333,7.38006666667,8.4558,27.9886333333,8.95680000001
430.08,8.03173333334,37.3755333333,13.7661333334,33.6832,8.1092,7.39753333333,8.49273333333,28.0330666666,8.975
430.44,8.05013333334,37.4454,13.8220666667,33.7389333333,8.13513333333,7.44186666667,8.53213333333,28.0625666667,9.03420000001
430.79,8.0746,37.4986666667,13.8554,33.7697333333,8.14493333333,7.45306666667,8.5652,28.0893666667,9.06133333333
431.15,8.09613333333,37.5708666667,13.895,33.8099333333,8.1708,7.47633333333,8.5932,28.1281,9.08506666667
431.50,8.10673333333,37.6530666667,13.9308,33.872,8.1904,7.49426666667,8.61646666667,28.1649666667,9.09366666668
431.86,8.14353333333,37.7764,13.9933333333,33.9806666667,8.23426666667,7.5346,8.65513333333,28.2539,9.12680000001
432.22,8.14113333333,37.8054666667,13.9973333333,34.0032,8.21693333333,7.51473333333,8.64366666666,28.2546333333,9.10733333333
432.57,8.1766,37.8990666667,14.07,34.0751333333,8.2576,7.5644,8.6704,28.3179333333,9.14373333332
432.93,8.18286666667,37.9094666667,14.0757333333,34.0899333333,8.25766666667,7.5718,8.67393333333,28.3204333333,9.14873333333
433.29,8.18686666667,37.9573333333,14.0886,34.1330666666,8.26786666667,7.5696,8.68006666667,28.3293,9.148
433.64,8.23013333333,38.0256666667,14.1174,34.207,8.2978,7.59693333333,8.70926666667,28.3662666667,9.16173333332
434.00,8.22433333333,38.0594666667,14.1174666667,34.2357333333,8.28386666667,7.59026666667,8.6918,28.3880666667,9.14853333333
434.35,8.24746666667,38.1196,14.1295333333,34.277,8.2912,7.5902,8.69813333333,28.4227666667,9.14099999999
434.71,8.25546666667,38.1718666667,14.1532666667,34.3380666667,8.30013333333,7.5982,8.70086666667,28.4566666667,9.13826666667
435.07,8.22586666667,38.2385333333,14.1471333333,34.4091333333,8.28453333334,7.58133333333,8.67393333333,28.465,9.10726666667
435.42,8.2366,38.2873333333,14.1869333333,34.4626666667,8.29553333333,7.5786,8.6758,28.5164333333,9.12333333333
435.78,8.25606666667,38.341,14.223,34.5146,8.32126666667,7.5974,8.70033333333,28.5155,9.13873333333
436.13,8.26553333333,38.4218666667,14.2602666666,34.5778666667,8.3566,7.6096,8.71686666667,28.5622666667,9.16106666665
436.49,8.25113333333,38.4154,14.2482666667,34.6035333333,8.3452,7.59433333333,8.71513333333,28.5846666667,9.14140000001
436.84,8.2782,38.4816,14.2968666667,34.7032666667,8.37846666667,7.61893333333,8.75426666667,28.6268666667,9.15460000001
437.20,8.31173333333,38.5652666667,14.3452,34.7819333333,8.40486666667,7.647,8.79253333333,28.6844,9.17673333332
437.56,8.31306666667,38.6186666667,14.3906666667,34.8334666667,8.41966666667,7.6652,8.82566666667,28.7271333333,9.19800000002
437.91,8.3442,38.6784,14.431,34.9290666667,8.4356,7.69166666667,8.86206666667,28.7594333334,9.22593333333
438.27,8.37346666667,38.7208,14.4726,35.0054666666,8.45926666667,7.7294,8.888,28.7951333333,9.24853333333
438.62,8.38513333333,38.7607333333,14.5018666667,35.0374666666,8.469,7.73853333333,8.9098,28.8220333333,9.25606666669
438.98,8.40713333334,38.7907333333,14.5456,35.0871333333,8.49126666667,7.74846666667,8.93666666666,28.8694333333,9.28613333333
439.33,8.4282,38.8066,14.5796,35.1244666667,8.50646666667,7.75866666667,8.96053333334,28.8659,9.29853333334
439.69,8.4082,38.8057333333,14.5821333334,35.1316666667,8.47906666667,7.7426,8.9452,28.8621,9.28506666667
440.04,8.41126666666,38.7985333333,14.5878666667,35.1316666667,8.4724,7.74513333333,8.9496,28.8293,9.28800000001
440.40,8.4182,38.827,14.6059333333,35.1610666667,8.4792,7.7452,8.96520000001,28.8225666667,9.2942
440.75,8.4234,38.8584,14.6186,35.1660666667,8.4828,7.75193333333,8.96880000001,28.8280666666,9.32119999999
441.11,8.414,38.8242666667,14.6096,35.1499333333,8.47946666667,7.73853333334,8.95280000001,28.7958666667,9.3098
441.47,8.4254,38.8130666666,14.6174666667,35.1568666667,8.48606666667,7.73986666667,8.94093333333,28.8115,9.31620000001
441.82,8.4208,38.7712,14.6240666667,35.1067333333,8.4834,7.72886666667,8.9356,28.7811,9.30786666668
442.18,8.41553333333,38.7497333333,14.6267333333,35.0815333333,8.47913333333,7.71106666667,8.94033333334,28.7532333334,9.30086666666
442.53,8.4396,38.7434,14.6474666667,35.0739333333,8.49586666667,7.7344,8.955,28.7317,9.32613333332
442.89,8.4428,38.6865333333,14.6409333333,35.0082,8.48386666667,7.7324,8.94993333333,28.6713,9.32506666667
443.24,8.41773333333,38.6650666667,14.6144,34.9873333333,8.46053333333,7.73166666667,8.9364,28.6632333333,9.31926666667
443.60,8.3968,38.6317333333,14.5968666667,34.9795333333,8.44606666667,7.71973333333,8.922,28.6631666667,9.30166666668
443.95,8.42413333333,38.6221333333,14.6116,34.9948666667,8.44466666667,7.73626666667,8.93273333333,28.6813,9.3166
444.31,8.41486666667,38.5937333333,14.6056,34.9738666667,8.42553333333,7.7302,8.92106666667,28.6397,9.31439999999
444.66,8.419,38.5474,14.6271333333,34.9634,8.4198,7.74266666667,8.92786666667,28.6214666667,9.3126
445.02,8.441,38.5448666667,14.6486,34.9816666667,8.422,7.76286666667,8.94786666667,28.6255666667,9.33806666667
