wavelength,Back_SpoCaef,Belly_SpoCaef,Breast_SpoCaef,Crissum_SpoCaef,Crown_SpoCaef,DorTail_SpoCaef,Rump_SpoCaef,Throat_SpoCaef,WingTip_SpoCaef
222.36,-63.3332666667,-25.0724666666,-59.9999333333,-58.8406000001,-78.8404666666,-80.8696666668,-64.2029333333,-80.4347666666,-90.8696
222.74,-72.2449333333,-28.4355999999,-67.6190666667,-70.2041333333,-91.8366666665,-91.9728666665,-75.1020666666,-82.2449,-92.3809333333
223.11,-85.6,-35.3333333333,-77.0666666667,-82.5333333333,-102.133333333,-108.266666667,-83.9999999999,-89.4000000001,-102.4
223.49,-92.8890666667,-41.0370666667,-92.4444666667,-91.2592666667,-104.296333333,-127.407533333,-93.7777333331,-94.3704,-117.925933333
223.87,-59.1954000001,-19.4254,-65.5172666667,-63.7930666666,-72.1838000001,-93.7930666667,-67.9310666667,-54.8275666667,-85.5172
224.24,-51.9998,-19.3845333333,-61.8462,-63.7947333334,-64.3076666667,-85.1280666668,-62.8717333333,-43.3846333333,-83.4871333333
224.62,-53.4234000001,-23.1532666667,-59.0089333333,-63.8739333334,-61.2614000001,-81.4415333333,-62.0720000001,-42.5223666667,-78.6486000001
225.00,-51.9830666667,-24.9788,-57.2151333333,-59.3248666667,-54.9366000001,-82.7848000001,-62.7848666666,-38.7341333333,-69.7046666667
225.38,-54.321,-30.8641333334,-66.9136666667,-63.2921999999,-59.0123333333,-89.7941333333,-73.4157999999,-48.2305666667,-77.4485333335
225.75,-65.9258666667,-37.1296666667,-80.463,-72.4075333334,-66.4814666666,-103.055466667,-86.6666000001,-59.1203333333,-85.1851999999
226.13,-75.2942,-43.4314666667,-87.0588666667,-83.5294666666,-69.6078666667,-112.058866667,-94.9999333335,-63.8236666666,-97.3531333334
226.51,-73.5353333334,-49.4950666667,-89.0909333333,-84.4444000001,-65.5555333333,-113.333333333,-90.7070666667,-60.5051333333,-94.9496000001
226.88,-53.25,-34.6666666667,-64.9166666666,-62.1666666667,-41.6666666667,-84.3333333333,-61.2500000001,-42.0833333333,-71.5
227.26,-43.8406,-30.2898,-57.1015333334,-52.0289333333,-34.9276,-71.4492666667,-52.1014,-33.8406333333,-59.5653333333
227.64,-38.644,-26.6664666667,-48.8136,-43.7854,-31.2428666667,-57.2316666667,-44.1242,-31.1301666667,-49.2090666667
228.01,-36.4706,-26.1275333333,-43.9705333333,-37.1078666667,-29.9019333333,-48.3333333333,-38.7744666667,-32.2305666667,-41.1764
228.39,-29.1612666667,-19.6558,-33.4194,-25.2904,-23.9570666667,-35.398,-28.2150666667,-25.3118333333,-29.2472666667
228.76,-24.1025333333,-13.8461333333,-27.4555333333,-19.6054666667,-19.1716,-26.7454666667,-20.7100666667,-21.4597,-22.6430666667
229.14,-15.3534666667,-4.07399999999,-18.7878666667,-12.963,-13.0976,-14.9496666667,-10.5724,-14.4781,-14.4108
229.52,-6.04173333331,3.98806666667,-8.06553333331,-3.60126666667,-3.8392,-4.13693333333,-1.0118,-2.33630000001,-4.2262
229.89,-6.21653333333,2.92539999999,-8.86066666667,-5.85079999999,-4.6132,-5.06326666666,-1.54726666667,-2.89726666667,-6.8074
230.27,-1.14133333333,6.87426666667,-7.05573333332,-2.30873333333,-2.77566666667,-2.38659999999,0.752266666672,-0.609533333346,-3.99486666667
230.65,-0.0494666666646,7.92586666666,-4.98766666667,-0.913666666666,-1.60499999999,-0.617266666666,0.469133333325,-0.296433333332,-2.39506666667
231.02,-0.801999999999,6.61653333333,-6.89220000001,-1.15280000001,-3.90979999999,-1.2782,-1.75440000001,-1.8295,-3.58393333335
231.40,-4.41746666667,3.22500000001,-10.8401333333,-4.30893333334,-7.56093333334,-4.76960000001,-4.87820000001,-6.40929999999,-7.83186666668
231.78,-7.74839999999,0.994066666666,-14.4736,-8.15793333333,-10.9357333333,-8.15800000002,-7.60233333335,-10.1461,-10.0294666667
232.15,-17.4092666667,-5.87213333332,-26.1485333333,-19.1364666667,-20.5873333333,-16.7184666667,-17.6859333333,-20.0517333333,-20.3108666667
232.53,-25.3256,-11.5708,-35.9003333333,-28.889,-29.8467333333,-27.1264666667,-26.0152666667,-28.2184333333,-27.3946666667
232.90,-31.4570666667,-17.4451333333,-43.5929333334,-33.7326,-35.3692,-34.1317333333,-33.1336,-35.2494666667,-33.2936
233.28,-44.8198666667,-31.9368666667,-59.5044666667,-46.2612666666,-47.6126,-46.4414666667,-46.6666666667,-45.6530666667,-46.4866
233.66,-57.6056,-43.1924,-74.1783333333,-58.4506666667,-59.6243333333,-58.2628666667,-57.6056666667,-60.9624,-59.014
234.03,-54.0090666667,-39.9099333333,-69.82,-52.4324666667,-55.1351333333,-53.2884,-54.7298,-56.7567333333,-55.4504666667
234.41,-52.8236666667,-38.3864666667,-62.8449333333,-48.7048666667,-50.9129333333,-47.4733333333,-49.1294,-54.3737,-50.5309333333
234.78,-58.8235333333,-43.1807333333,-68.7580666667,-52.8975333333,-55.512,-51.1547333333,-53.0284,-62.1568666667,-56.9499333333
235.16,-48.4746,-35.5556,-55.5933333333,-43.0884666667,-42.9002666667,-43.0508666667,-42.1469333333,-50.4142333333,-45.4990666667
235.54,-33.3332666667,-21.4883333334,-38.4185333333,-29.0542666667,-28.6822,-28.7131333333,-28.5891333333,-33.0542333333,-29.6744666667
235.91,-22.3748,-12.5035333333,-27.8111333333,-19.113,-19.4278,-18.3118,-18.4549333333,-22.1745333333,-20.1719333333
236.29,-11.3066666667,-4.20033333332,-16.6544666667,-9.40179999999,-9.23086666665,-9.62139999999,-8.54706666667,-11.2455,-10.3786
236.66,-8.79526666668,-2.19873333333,-14.6900666666,-5.54386666666,-5.35673333334,-6.85386666667,-6.54959999999,-8.11706666667,-8.6082
237.04,-12.4074,-6.43526666668,-19.0046666667,-9.53693333334,-10.1156666667,-11.713,-10.2084666667,-10.3240333333,-12.3841333333
237.41,-10.143,-4.62040000001,-17.6458,-8.1848,-8.53686666665,-10.9131333333,-9.43886666666,-9.75789999999,-10.8691333333
237.79,-8.52580000001,-3.88893333333,-14.5940666667,-5.8974,-6.73080000001,-9.48719999998,-8.3548,-7.7777,-9.16646666669
238.17,-8.43766666667,-5.02106666666,-15.146,-6.39626666667,-7.39606666668,-9.06266666668,-7.50026666667,-8.3022,-8.41680000001
238.54,-9.78846666666,-5.65960000001,-16.4552,-7.77446666665,-8.25780000001,-10.0906,-9.28500000001,-8.72093333333,-9.12393333333
238.92,-8.36486666667,-3.86626666667,-12.7731333333,-6.61239999999,-6.75693333333,-8.07580000001,-8.59973333333,-5.87166666666,-6.6666
