wavelength,Back_PipMelm,Belly_PipMelm,Breast_PipMelm,Crissum_PipMelm,Crown_PipMelm,DorTail_PipMelm,Patch10_PipMelm,Patch11_PipMelm,Rump_PipMelm,Throat_PipMelm,WingTip_PipMelm
188.67,2036.66666667,-193.333333333,-350.000000002,523.333333333,-946.666666667,600.000000001,-296.666666667,609.999999999,-656.666666668,336.666666667,1726.66666667
189.05,404.889,67.1110666666,62.2221333333,127.999933333,-34.2221999999,182.666666667,71.1111333333,172.0,-17.7776666667,147.111066666,300.888933333
189.43,252.380933333,21.9046000001,6.98413333346,75.8728666667,-56.1905333331,118.095266667,32.3809999999,91.7460666666,-35.5554666666,77.4603333334,174.920666667
189.81,323.508733333,57.8946666668,28.7719333333,127.7194,-22.8071333332,157.543866667,48.0700000001,155.4384,-20.0000666667,112.2806,232.982466667
190.19,538.333333334,6.66666666668,-64.1666666667,125.833333333,-180.0,171.666666667,-20.0000000001,187.5,-148.333333333,91.6666666667,413.333333333
190.57,363.636466667,39.3938666667,-9.69693333334,107.272733333,-118.787933333,140.606066667,21.8181333334,144.848533333,-71.5150666667,104.242466667,283.030333333
190.95,-3200.0,-6.6666666672,540.0,-313.333333332,1380.0,-706.666666667,786.666666666,-726.666666666,1086.66666667,-486.666666667,-2493.33333333
191.33,-474.999999999,310.0,380.0,126.666666666,495.0,-29.9999999999,415.0,41.6666666667,541.666666667,165.0,-323.333333334
191.71,250.370266667,-94.8146666665,-88.8888666665,46.6665333334,-171.111066667,114.814733333,-106.666666667,43.7036666667,-111.111066667,-22.2221333333,220.740666667
192.09,115.5556,23.2322666667,19.3939333333,53.1312666667,10.5050666667,64.2423999999,8.28286666666,59.7979999999,22.6262,29.0910666667,86.0607333332
192.47,78.6458666665,39.6873333333,35.3123333333,52.9166000001,34.3749333333,58.75,31.8748666667,51.8750666667,46.8750666667,36.3541333333,72.0832000001
192.85,96.1905333333,58.8094666667,43.2143333333,56.1904666667,45.2381333333,69.7620000001,39.7619333333,59.4048,59.2858000001,39.881,85.5952666667
193.23,110.9804,82.745,66.0130000001,91.5032666668,67.0587333333,94.5097333335,53.987,83.9215333334,91.8954666665,61.5685999999,107.712466667
193.61,128.2352,104.5752,93.9868666667,110.980466667,106.666666667,109.019466666,66.0130666667,103.0066,107.843,75.0326000001,124.313666667
193.99,122.312866667,103.4014,90.8844,107.482933333,103.673333333,115.9184,60.9523333334,93.7414666667,111.8368,74.0136666667,116.598666667
194.37,116.0,107.111,94.7777333335,110.777866667,102.444333333,112.888866667,67.2222666667,91.9998666666,112.6668,78.5556,115.888866667
194.75,121.0526,112.3684,102.631666667,116.4912,109.210533333,114.561466667,82.2806666667,95.7894666667,115.0,83.2457333333,116.4912
195.13,151.000066667,136.333266667,133.555666667,147.0,134.7778,138.0,106.888866667,114.111133333,138.6668,104.444333333,137.222133333
195.51,139.2794,132.7026,127.2072,136.306333333,124.4144,126.2162,104.774866667,109.909933333,133.873866667,103.963866667,125.945933333
195.89,123.796266667,127.036866667,118.796266667,122.5,118.5184,111.018466667,90.4629333334,90.1852,120.0,91.7591999999,108.148
196.27,135.4166,146.145933333,127.5,133.75,122.083466667,118.541666667,99.4792000002,93.1251999999,129.062666667,99.0625999999,119.062533333
196.65,176.543266667,189.6296,162.839533333,172.715866667,156.5432,154.320933333,126.543266667,125.0616,164.0742,129.259133333,157.407466667
197.03,188.062,215.348733333,180.620266667,196.434066667,178.759733333,164.961333334,137.0542,135.658866667,188.217066667,135.968933333,168.992266666
197.40,135.652133333,174.202866667,132.463866667,137.246266667,132.173866667,121.594266667,97.6811333334,88.4058666668,138.550866667,83.3333333334,125.7972
197.78,143.9394,183.181733333,132.878733333,141.515133333,137.878733333,128.030266667,108.333466667,95.9089999999,152.878866667,100.757466667,139.999866667
