wavelength,Back_PipMelm,Belly_PipMelm,Breast_PipMelm,Crissum_PipMelm,Crown_PipMelm,DorTail_PipMelm,Patch10_PipMelm,Patch11_PipMelm,Rump_PipMelm,Throat_PipMelm,WingTip_PipMelm
300.04,14.9652,8.4008,7.0794,8.60573333334,44.1322,12.3313333333,56.5442,8.08753333333,48.4690666667,8.40086666665,11.7418
300.41,15.1244666667,8.40993333334,7.07226666667,8.71326666666,44.6232,12.1487333333,56.8487333333,8.28866666666,48.6398,8.52486666665,11.7274
300.78,15.7205333333,8.91573333334,7.5374,9.13093333333,45.0698666666,12.8193333333,57.0185333333,8.71959999999,48.8642,9.18873333333,11.9550666667
301.15,15.8089333333,8.98633333334,7.67386666667,9.04160000001,45.4094,12.8328666667,57.3196666667,8.55106666668,48.8856,9.33080000001,11.9753333333
301.52,16.0778,9.2018,7.77233333333,9.01853333333,46.0058,12.8558666667,57.6382,8.56066666667,49.1037333333,9.4112,12.159
301.89,16.3094,9.52806666666,8.0924,9.38373333334,46.4799333333,13.1234666667,57.8662666667,8.93153333333,49.2725333333,9.46900000001,12.599
302.26,16.4184666667,9.60573333334,8.08106666667,9.52153333333,46.6892666667,13.1646,57.8264666667,9.02519999999,49.2912,9.79073333332,12.5612666667
302.63,16.6747333333,9.8116,8.3694,9.57986666667,47.0916,13.1402,58.2069333333,9.4866,49.5380666667,10.3266666667,12.6315333333
303.00,16.6187333333,9.65546666667,8.07333333333,9.44493333333,46.9761333333,13.0462,57.9330666667,9.51513333334,49.362,10.3221333333,12.5328
303.37,16.0676,8.65080000001,7.144,8.47199999999,47.2739333333,12.3072,58.2886666667,8.79373333334,49.5827333333,9.68346666667,11.6902666667
303.74,16.0854,8.90399999999,7.26253333333,8.45400000001,47.324,12.2131333333,58.6076666667,8.74860000001,49.6650666667,9.68453333333,11.7372
304.10,15.8666,8.63406666667,7.0438,8.26666666667,47.4895333333,11.9024,58.618,8.25046666667,49.561,9.16426666668,11.5577333333
304.47,15.7759333333,8.58826666667,6.83273333333,8.142,47.4809333333,11.9686,58.5996666667,8.11919999999,49.614,8.91380000001,11.4346
304.84,15.5436666667,8.45726666666,6.74866666667,8.02100000001,47.7356666666,11.7626,58.5012666667,7.88666666665,49.6245333333,8.70306666667,11.5394666667
305.21,15.7276,8.37673333333,6.9132,8.04799999999,48.3012,11.7644666667,58.8522666667,8.27806666666,49.7484,8.8438,11.5934666667
305.58,15.6696,8.24613333334,6.82466666667,7.80513333333,48.2758,11.619,58.9172666666,8.21973333334,49.7729333333,8.63446666667,11.3096
305.95,15.9999333333,8.70106666668,7.06626666667,8.03913333334,48.5338666667,11.9737333333,59.1972666667,8.60286666667,50.3358666667,8.98286666667,11.3808666667
306.32,15.8312666667,8.47266666667,6.71946666667,7.51699999999,48.6868,11.8009333333,59.5617333333,8.32106666667,50.6146,8.57806666667,10.9177333333
306.69,15.7468666667,8.2834,6.54213333333,7.35199999999,48.7128666667,11.7266666667,59.3802,7.89620000001,50.6279333333,8.28993333333,10.8278666667
307.06,15.2375333333,7.8292,6.14733333333,6.91819999999,48.9238,11.4128,59.6341333334,7.41800000001,50.6548666667,7.61046666667,10.4948
307.43,15.602,8.46453333333,6.78753333333,7.3986,49.1455333333,11.9078666667,59.7326666667,7.71986666666,50.8894,7.95866666667,11.0039333333
307.80,15.1336,7.9856,6.4198,7.01993333334,49.3170666667,11.4579333333,59.7813333333,7.23859999999,50.6985333333,7.40426666667,10.4674
308.17,15.7822666667,8.57313333333,7.12233333333,7.72773333333,49.6044,12.0202666667,59.964,7.86273333333,50.9502,8.0784,11.0374
308.54,15.7858,8.25566666666,7.10873333333,7.68226666667,50.1288,11.9608666667,60.3162,7.52706666667,51.4017333333,7.98653333333,10.84
308.90,15.7788,8.19053333333,6.83346666667,7.75506666667,50.3759333333,11.9451333333,60.851,7.41306666667,51.7218666667,7.97853333333,10.5372666667
309.27,15.6278,8.00046666667,6.6228,7.54499999999,50.4488,11.9006666667,60.8645333333,6.93013333333,51.9501333333,7.7564,10.3308
309.64,15.4395333333,7.85633333333,6.3986,7.39279999999,50.8762,11.7658,61.2272666667,6.6666,52.3444,7.48666666667,10.0214
310.01,15.5384,7.7896,6.3648,7.36333333334,51.1439333333,11.7134,61.3469333333,6.70806666666,52.4987333333,7.449,10.0544666667
310.38,15.5936666667,7.66193333333,6.14486666667,7.28526666666,51.3784,11.5591333333,61.3134666667,6.598,52.4118,7.42266666667,10.0114666667
310.75,15.4666,7.56326666667,5.83546666667,7.08473333334,51.6056,11.3186666667,61.2341333333,6.45513333333,52.4795333333,7.2586,9.87766666666
311.12,15.6890666667,7.75006666667,5.9132,7.12013333333,52.2095333334,11.3604666666,61.6856,6.5962,52.9906666667,7.43253333333,9.88660000001
311.49,16.0592,8.12046666667,6.216,7.5928,52.1957333333,11.653,61.3118666667,7.18200000001,52.7809333333,7.86666666667,10.2216
311.85,16.5042666667,8.307,6.3216,7.87699999999,52.6081333333,11.7679333334,61.5153333333,7.55946666668,52.9257333333,8.12466666666,10.4600666667
312.22,16.3575333333,8.10473333333,5.99493333333,7.61666666666,52.8684,11.6321333333,61.7624666667,7.32819999999,53.2134,7.84926666668,10.1634
312.59,16.5918666667,8.51766666667,6.17686666667,7.81393333333,52.9879333333,11.7684,61.7092666667,7.73653333333,53.0909333333,8.13353333333,10.4588666667
312.96,16.7872,8.7142,6.4336,7.89833333333,53.5347333333,11.7388,61.9678666667,7.91946666666,53.5424666667,8.2824,10.5151333333
313.33,16.9186,8.71546666667,6.296,7.86813333333,54.0416666667,11.865,62.2558666666,8.0996,53.9354,8.40486666666,10.4780666667
313.70,17.3774666667,9.17053333333,6.78813333333,8.53840000001,54.2359333333,12.3671333333,62.1725333333,8.7784,53.8854,9.00486666667,11.0946
314.07,17.6129333333,9.50293333333,6.998,8.84866666667,54.4706,12.5720666667,62.0584666667,8.92726666666,53.777,9.27273333334,11.3058
314.43,17.0726666667,9.15866666667,6.56513333333,8.43926666666,54.6039333333,12.1873333333,62.109,8.31146666667,53.9367333333,8.82793333333,10.9109333333
314.80,17.4746,9.42459999999,7.02,8.80053333333,54.8550666667,12.5092,62.3547333333,8.6534,54.0778666667,9.2568,11.0906
315.17,17.264,9.26633333335,6.99873333333,8.7358,54.362,12.3789333333,61.8377333333,8.34146666667,53.6060666667,9.1478,11.0034
315.54,17.1211333333,9.09880000002,6.7488,8.20493333334,54.9415333333,12.3819333333,62.5930666667,8.05306666666,54.2697333334,8.88593333333,10.7007333333
315.91,17.2544666667,9.34533333333,6.9522,8.35553333333,54.8337333333,12.6924666667,62.0562666667,8.16699999999,54.0926666667,9.15413333333,10.8337333333
316.28,17.1974666666,9.51766666666,6.98513333333,8.3924,54.7104666667,12.7115333333,61.735,8.16800000001,53.6730666667,9.1296,10.91
316.64,17.0149333333,9.41873333331,6.94833333333,8.33786666667,54.4535333333,12.637,61.0172666667,8.06233333333,53.294,9.06453333334,10.66
317.01,16.6832666667,9.03746666667,6.46046666667,7.99453333333,54.0518,12.3298,60.4516666667,7.72466666667,52.7572666667,8.70386666666,10.4016666667
317.38,17.2117333333,9.88866666667,7.22373333334,8.72926666667,54.3359333333,12.7640666667,60.6896,8.29873333333,52.8816,9.09346666667,11.0328
317.75,17.2292666667,9.54979999998,6.92813333333,8.40620000001,54.4981333333,12.4208666667,60.5322,7.86506666667,52.877,8.69519999999,10.6174666667
318.12,17.197,9.51286666667,6.7962,8.30406666666,54.7672,12.3897333333,60.8110666667,7.72439999999,53.2468666667,8.54146666667,10.4872666666
318.49,18.4067333333,10.4556666667,7.94513333333,9.4158,55.5443333333,13.3914666667,61.3394666667,8.74013333333,53.8135333333,9.57186666667,11.4403333333
318.85,18.6594,10.7650666666,8.22733333333,9.82446666667,55.8437333334,13.8494,61.3621333333,8.89593333334,53.8678,9.79086666667,11.837
319.22,18.3576,10.1635333333,7.65766666667,9.33133333334,56.1538666667,13.3301333333,61.5115333333,8.26853333334,53.8662666667,9.20033333334,11.189
319.59,17.9324666667,9.74753333334,7.1498,9.07613333334,55.7397333333,12.7562,61.0007333333,7.67686666667,53.3740666666,8.71213333334,10.6228
319.96,17.237,9.0536,6.51706666667,8.33333333333,55.6948,11.9725333333,60.8635333333,6.6094,52.9858666667,7.96679999999,9.82166666667
320.32,17.2278666667,8.88246666667,6.35146666667,8.33573333333,56.0282666667,11.9826,60.9904666667,6.50906666667,53.4586666667,8.07200000001,9.72813333334
320.69,17.0562,8.47453333333,5.89746666667,7.92920000001,56.3420666667,11.7104666667,61.2626,6.00446666667,53.4275333333,7.53,9.39953333333
321.06,17.3764,8.77513333334,6.13546666667,8.18600000001,56.6038666667,11.8881333333,61.2812,6.10973333333,53.3204666667,7.66459999999,9.63139999999
321.43,17.0322,8.1762,5.5528,7.82186666666,56.0906,11.4791333333,60.4978,5.64206666667,52.8578,7.19013333333,8.94206666665
321.80,17.2142,8.70886666667,5.87593333333,8.33893333334,56.3419333333,11.9028666667,60.7091333333,5.9796,53.2361333333,7.72086666667,9.34599999999
322.16,16.7192,8.15606666667,5.276,7.74280000001,55.9142,11.3536666667,60.0030666667,5.43006666667,52.4791333333,7.22793333333,8.68040000001
322.53,15.8802666667,7.58046666667,4.61133333333,7.04913333333,55.1000666667,10.4948666667,59.2714,4.57506666667,51.5271333333,6.49053333334,7.89920000001
322.90,16.0444,7.5844,4.57033333333,6.96973333333,55.6484666667,10.3403333333,59.7271333333,4.56746666667,52.0288666667,6.42073333333,7.65933333333
323.27,16.3658,7.8906,4.6722,7.17840000001,55.6447333333,10.6265333333,59.6482,4.7594,52.1964666666,6.64046666667,7.86453333334
323.63,16.9557333333,8.57699999999,5.5132,8.13026666666,56.0005333333,11.3559333333,59.8882666667,5.58313333333,52.3195333333,7.47660000001,8.72506666667
324.00,17.5063333333,8.923,6.0198,8.67780000001,56.0210666667,12.0043333333,60.1025333333,6.33786666666,52.8211333333,7.94180000001,9.31653333333
324.37,17.2752666667,8.60633333333,5.76633333333,8.34713333333,55.8302,11.6478,59.8692,5.9888,52.3204,7.40746666667,8.91513333333
324.74,17.199,8.3828,5.6534,8.29553333333,55.9138666667,11.4607333333,60.2052666667,5.7638,52.3406666667,7.29006666667,8.68293333333
325.10,16.9363333333,8.034,5.4848,8.22726666667,55.8098,11.4238,60.1304666667,5.6128,52.1892666667,7.25879999999,8.61106666666
325.47,16.9616,8.15253333333,5.75826666667,8.26846666667,56.1175333333,11.4797333333,60.3801333333,5.53613333333,52.2745333333,7.48360000001,8.87826666667
325.84,16.6532,7.5646,5.39433333333,7.80680000001,56.0587333333,10.9309333333,60.3424,4.97126666667,51.8924,6.97259999999,8.41346666667
326.21,16.9972666667,7.73693333333,5.7052,8.41753333333,56.3578666667,11.1297333333,60.6516,5.09993333333,52.1612666667,7.34486666666,8.66686666666
326.57,17.1877333333,7.6436,5.71886666667,8.51893333333,56.8444,11.3046,61.0058666667,5.2184,52.4990666667,7.24713333333,8.77039999999
326.94,16.9266,7.56186666667,5.53793333333,8.47173333333,56.4451333333,11.0758666667,60.609,4.93866666667,51.9686666667,7.1744,8.65453333334
327.31,16.9690666667,7.787,5.70286666667,8.77493333333,56.7040666667,11.1504666667,60.8166666667,5.2138,52.0298666667,7.36299999999,8.82306666665
327.67,16.6460666667,7.2414,5.23826666667,8.31086666667,56.4471333333,10.5785333333,60.3904666667,4.65613333333,51.6042,6.87033333333,8.31080000001
328.04,15.7777333333,6.58266666667,4.35806666667,7.59013333333,56.2642,9.79006666669,60.1677333333,3.68893333334,51.0741333333,6.1012,7.3654
328.41,15.728,6.4808,4.395,7.50760000001,56.5134666667,9.58586666667,60.3438666667,3.4312,51.1597333333,6.0818,7.26146666667
328.78,16.0627333333,6.92026666667,4.84866666667,8.04259999999,56.462,9.94099999999,60.1532666667,3.89706666666,51.2618,6.53353333333,7.79406666666
329.14,15.7497333333,6.77146666667,4.53653333333,7.58873333333,56.3527333333,9.52513333332,60.0256,3.51466666667,50.968,6.0664,7.267
329.51,15.4709333334,6.38913333333,4.17726666667,7.37833333333,56.0076,9.2126,59.738,3.2652,50.4610666667,5.73673333333,6.7796
329.88,15.1937333333,6.29706666667,4.0258,7.17573333333,55.7932666667,8.8474,59.4962666667,3.06466666667,50.1422,5.4316,6.68733333333
330.24,14.7500666667,5.8534,3.62346666667,6.52673333333,55.3328,8.39426666667,58.9588666667,2.6496,49.7332666667,4.8692,6.2394
330.61,14.6357333333,5.9358,3.5308,6.50506666666,54.9410666667,8.22806666667,58.564,2.50246666667,49.3564666667,4.99473333333,6.1154
330.98,15.0178,5.90446666667,3.68386666667,6.61833333333,54.9821333333,8.47046666667,58.6128666667,2.80993333333,49.4029333334,4.9796,6.4252
331.34,15.2069333333,5.9536,3.9876,6.82193333333,54.8918666667,8.5578,58.4014,2.8818,49.3058666667,5.2408,6.4616
331.71,15.3318,6.0874,4.0566,6.94260000001,55.1678,8.67766666667,58.6627333333,2.93813333333,49.5226666667,5.36666666667,6.54246666666
332.08,15.6892666667,6.16433333333,4.31066666667,7.13186666667,55.4776666667,8.73699999999,58.8331333333,3.0478,49.9680666667,5.49486666667,6.7824
332.44,15.4368666666,6.0058,4.12493333333,6.99353333334,55.1125333333,8.60573333333,58.5111333333,3.00646666667,49.8740666667,5.52166666667,6.66906666666
332.81,14.8548,5.42853333333,3.55186666667,6.36426666667,54.8884,8.00573333333,58.188,2.2248,49.58,4.98213333333,6.03313333333
333.18,14.9728666667,5.34133333333,3.5884,6.43753333333,54.9492,7.8714,58.2210666667,2.18053333333,49.7755333333,5.03186666667,6.08553333333
333.54,14.8789333333,5.33366666667,3.42806666667,6.17566666667,55.0521333333,7.81253333333,58.2298666667,1.99933333333,49.8117333333,5.01113333333,5.9252
333.91,15.0973333333,5.42953333334,3.52073333333,6.28260000001,55.0282666667,7.99126666667,58.2247333333,2.16386666667,49.808,5.23626666667,5.9928
334.28,15.0933333333,5.5068,3.60173333333,6.32,55.1002,8.03486666667,58.4052,2.26306666667,49.8924,5.50686666667,6.0936
334.64,15.1404,5.5822,3.77506666667,6.42800000001,55.1606666667,8.1906,58.3512666667,2.472,50.0668666667,5.676,6.28726666667
335.01,14.6144,5.29486666666,3.36993333333,6.014,55.2803333333,7.57913333333,58.3528666667,1.96253333333,50.1186666666,5.3504,5.8076
335.38,14.3298,4.8456,2.94306666667,5.69880000001,55.2271333333,7.3764,58.4082,1.7834,49.9404666667,5.0396,5.55553333334
335.74,14.0513333333,4.5254,2.7324,5.32906666667,55.2030666667,7.02353333333,58.4806666667,1.50413333333,49.7472,4.64806666667,5.25
336.11,14.1889333333,4.6824,2.93893333333,5.58966666667,55.0252666667,7.2408,58.2758,1.70913333333,49.4075333333,4.92746666667,5.3918
336.47,14.0902,4.5028,2.67553333333,5.31286666667,54.9599333333,7.0184,58.2176666666,1.57973333333,49.0696,4.64566666667,5.09953333333
336.84,14.624,4.91906666667,3.15453333333,5.73573333334,55.5718,7.4072,58.7179333333,2.14946666667,49.4085333333,5.1432,5.44366666667
337.21,14.8623333333,5.2576,3.39006666667,6.09873333334,55.9452666667,7.81286666667,59.039,2.46486666667,49.6068666667,5.46573333333,5.7098
337.57,15.3738666667,5.74153333333,3.8784,6.65420000001,56.5058666666,8.1348,59.3420666667,2.96993333333,49.9707333333,5.9252,6.24486666667
337.94,15.6560666667,5.8092,4.0024,6.87273333333,56.7030666667,8.37766666667,59.4817333333,3.1262,50.1342666667,6.21706666667,6.34806666667
338.31,15.9066666667,5.9886,4.1596,7.08346666667,56.9311333333,8.59506666668,59.5666666667,3.212,50.1836,6.2126,6.49253333333
338.67,15.5651333333,5.44586666667,3.7122,6.63753333333,56.6096666667,8.012,59.3064666667,2.74466666667,49.808,5.8154,6.0334
339.04,15.2512666667,5.03973333333,3.26833333333,6.19806666667,56.1660666667,7.73813333334,58.8995333334,2.39493333333,49.3466,5.4836,5.61366666667
339.40,15.4922666667,5.40893333333,3.52293333333,6.30773333333,56.0306,7.91633333333,58.7501333333,2.57706666667,49.374,5.76753333333,5.79
339.77,15.3434,5.202,3.16366666667,6.08693333334,55.6666666667,7.62226666666,58.2768666667,2.299,49.0726,5.60413333333,5.5252
340.14,15.7264666667,5.59686666667,3.3772,6.35926666666,55.9302666666,7.80246666667,58.4591333333,2.7366,49.2076,5.89426666667,5.96993333333
340.50,15.9176666667,5.73626666666,3.69993333333,6.71013333334,55.8584666667,7.99513333333,58.4624666667,2.91146666666,49.239,6.29019999999,6.25873333334
340.87,15.5977333333,5.55586666667,3.3246,6.46193333334,55.1728666667,7.68,57.9578,2.6328,48.9369333333,5.96320000001,5.97486666667
341.23,15.5844666667,5.39546666667,3.206,6.18253333334,54.892,7.473,57.7700666667,2.52326666666,48.6612666667,5.98180000001,5.843
341.60,15.2794,4.9714,2.786,5.86493333334,54.5330666667,7.11633333333,57.61,2.1814,48.4520666667,5.6506,5.5168
341.96,15.1515333333,5.02033333333,2.5922,5.72646666667,54.3246666667,6.96693333333,57.485,2.1014,48.3470666667,5.56406666667,5.45266666666
342.33,15.061,4.82693333333,2.39386666667,5.46499999999,54.2978666667,6.74686666667,57.4569333333,2.0338,48.3085333333,5.5806,5.2934
342.70,15.1832,5.08013333333,2.49246666667,5.61666666667,54.2736666667,6.94966666667,57.4727333334,2.2386,48.1858666667,5.74273333334,5.4706
343.06,15.6051333334,5.56033333333,2.98666666667,6.13766666667,54.5022,7.42613333333,57.6907333333,2.75413333333,48.3057333333,6.28773333333,5.95353333333
343.43,15.6101333333,5.46926666667,2.9254,6.10413333334,54.3795333333,7.31,57.3751333333,2.6934,48.0309333333,6.28686666668,5.98806666667
343.79,15.7630666667,5.6428,3.11106666667,6.32593333333,54.3588,7.45353333333,57.4560666667,2.96593333333,48.0536666667,6.58886666667,6.17373333333
344.16,15.5156666667,5.3994,2.9572,6.05266666666,54.1269333333,7.24633333333,57.2722,2.80986666667,47.9631333333,6.47506666666,5.95346666667
344.52,15.6969333333,5.5786,2.99373333333,6.175,54.2035333333,7.29006666667,57.2883333333,2.9194,47.9743333333,6.54339999999,6.01106666667
344.89,15.87,5.7164,3.02273333333,6.25933333334,54.2752666667,7.48993333333,57.2295333333,3.0862,47.9642,6.71013333333,6.18906666667
345.25,15.956,5.83873333333,3.12686666667,6.41713333333,54.3678666667,7.58213333333,57.2186,3.25566666667,48.088,6.85679999999,6.2832
345.62,16.2039333333,6.12053333333,3.37586666667,6.72546666667,54.2783333333,7.90253333334,57.1654,3.5736,48.1738,7.14573333334,6.53906666667
345.99,15.8521333333,5.76853333333,3.14526666667,6.39006666667,53.8995333333,7.58273333333,56.7015333333,3.28546666667,47.6738666667,6.8474,6.23873333333
346.35,15.8034666667,5.7584,3.1906,6.48400000001,53.8242,7.54053333333,56.6268666667,3.3064,47.5568666667,6.76440000001,6.3048
346.72,16.1576,6.02833333333,3.412,6.84206666666,53.9180666667,7.80840000001,56.5392,3.62966666667,47.5939333333,6.96873333333,6.50266666667
347.08,16.1410666667,5.93493333333,3.34226666667,6.87853333333,53.8482666667,7.67866666667,56.4622,3.52633333333,47.5384,7.01706666667,6.37
347.45,16.0148666667,5.8678,3.14886666667,6.72406666667,53.8761333333,7.48500000001,56.5987333333,3.33246666667,47.6014666667,6.91106666666,6.16133333333
347.81,15.9142,5.73346666667,3.0442,6.64686666667,53.8606,7.38940000001,56.4317333333,3.2232,47.5700666667,6.7586,6.10493333333
348.18,15.889,5.66113333333,2.9314,6.66986666668,53.7106666667,7.39013333334,56.2829333333,3.1332,47.4065333333,6.66513333334,5.95953333333
348.54,15.9326666667,5.63213333333,2.80453333333,6.59599999999,53.7784,7.35786666666,56.2758666666,3.1362,47.5106666667,6.71273333333,5.9244
348.91,15.9977333334,5.5658,2.89006666667,6.57493333334,53.7928666667,7.25706666667,56.2904,3.1926,47.3078666667,6.81866666667,5.8718
349.27,15.8720666667,5.3134,2.70153333333,6.38166666666,53.4864666667,7.0118,56.0707333333,2.9442,46.9874666667,6.56400000001,5.73373333333
349.64,15.6969333333,4.96906666667,2.3652,6.06226666667,53.3673333333,6.65533333333,55.9325333333,2.69166666667,46.8453333333,6.34819999999,5.5068
350.00,16.1202666667,5.39386666667,2.65346666667,6.47366666667,53.6053333333,7.02553333333,56.1316666667,3.08953333333,47.1123333333,6.87419999999,5.83946666667
350.37,16.1352666667,5.46753333333,2.6892,6.43793333333,53.3969333333,7.024,55.9288666667,3.16433333333,46.943,6.87480000001,5.82633333333
350.73,16.2205333333,5.45053333333,2.6708,6.33173333333,53.2907333333,7.05053333333,56.0024666667,3.16513333333,46.9162666667,7.02833333333,5.8454
351.10,16.0994666667,5.3242,2.5046,6.07919999999,53.0090666667,6.83586666667,55.6894,2.97453333333,46.6885333333,6.73406666667,5.71266666667
351.46,16.1901333333,5.41213333333,2.60486666667,6.15620000001,52.8182,6.891,55.4061333334,3.15073333333,46.4733333333,6.84139999999,5.7632
351.83,16.6659333333,5.94593333333,3.08633333333,6.53353333333,53.0671333333,7.34906666667,55.5994,3.67073333333,46.6512,7.34766666667,6.12506666667
352.19,16.6895333333,5.86293333333,2.89893333333,6.29146666668,52.9262,7.0982,55.4998,3.4716,46.4493333333,7.28806666667,5.945
352.55,16.6920666667,5.7538,2.8994,6.30486666667,52.7448666667,6.96406666667,55.4038666667,3.36633333333,46.2703333333,7.26280000001,5.9578
352.92,16.9174666667,5.979,3.0692,6.5684,52.9017333333,7.19213333333,55.6567333333,3.54686666667,46.5357333333,7.39906666667,6.17853333333
353.28,17.2479333333,6.38586666667,3.4218,6.9796,53.0072,7.509,55.7359333333,3.94966666667,46.6697333333,7.75466666667,6.38586666666
353.65,17.2278666667,6.4304,3.4796,6.975,52.8419333333,7.47206666667,55.6416666667,3.89746666667,46.3958666667,7.65646666667,6.3036
354.01,17.2197333333,6.44066666667,3.52386666667,6.89413333334,52.8243333333,7.33606666667,55.5963333333,3.93033333333,46.3994,7.56213333334,6.29
354.38,17.3154,6.47833333333,3.4366,6.8732,52.8030666667,7.29726666667,55.5894666667,3.93046666667,46.4226,7.66840000001,6.2982
354.74,17.2965333333,6.59266666667,3.65233333333,7.03233333333,52.9402666667,7.3584,55.708,4.06866666667,46.4353333333,7.68846666667,6.40226666667
355.11,17.7434,7.04386666667,4.10933333333,7.5214,53.304,7.8398,56.0417333334,4.60273333333,46.7776,8.13800000001,6.82466666667
355.47,17.7286,7.08773333334,4.18853333333,7.61473333333,53.0626666667,7.93273333333,55.9501333333,4.66453333333,46.6952666666,8.08286666666,6.8432
355.83,17.7376666667,7.04646666667,4.146,7.66680000001,52.9382,7.88019999999,55.8386,4.5476,46.6410666666,8.06840000001,6.8814
356.20,17.9862,7.32326666667,4.47713333333,7.95853333334,53.1965333333,8.18966666667,56.0325333333,4.8524,46.8324666667,8.3114,7.14753333333
356.56,18.048,7.45366666667,4.52686666667,7.96513333333,53.2766,8.36046666666,56.0292666667,4.95666666667,46.8125333333,8.33340000001,7.1758
356.93,17.8398,7.2946,4.35453333333,7.7766,53.0298,8.10439999999,55.6805333333,4.74806666667,46.482,8.19659999999,6.96793333333
357.29,17.8162666667,7.28566666667,4.25393333333,7.77773333333,52.9476666667,8.11786666666,55.4896666667,4.7378,46.3554,8.18493333333,6.99586666667
357.66,18.0172666667,7.47926666667,4.44873333333,7.90153333333,53.0476,8.31313333333,55.5464,4.9662,46.4127333333,8.33893333333,7.20766666667
358.02,18.2884,7.7394,4.69613333333,8.20666666667,53.1654,8.56353333333,55.6135333333,5.16,46.4284,8.53233333333,7.42166666667
358.38,18.3656666667,7.78806666667,4.84053333334,8.33813333333,53.2272,8.68933333333,55.5819333333,5.19966666667,46.3945333333,8.5618,7.42446666667
358.75,18.5098666667,7.88326666667,4.88206666667,8.39726666666,53.2351333333,8.72713333334,55.5482666667,5.16993333333,46.466,8.65759999999,7.42873333333
359.11,18.4582666667,7.7964,4.74073333333,8.26873333334,53.173,8.66579999999,55.4692666667,5.08073333333,46.3676,8.58733333333,7.33366666667
359.48,18.5290666667,7.78353333333,4.7102,8.24899999999,53.4352,8.6242,55.6386,4.99293333333,46.4282,8.58306666667,7.2834
359.84,18.4641333333,7.71726666666,4.6342,8.13913333333,53.3557333333,8.527,55.6053333333,4.91066666667,46.3042666667,8.46866666666,7.19206666667
360.20,18.3518666667,7.69533333334,4.57093333333,8.16186666666,53.1625333333,8.49433333333,55.4142666667,4.8984,46.0650666667,8.44493333334,7.176
360.57,18.3277333333,7.67713333333,4.5614,8.19513333333,53.0589333333,8.45406666667,55.3044,4.90926666667,45.9884666667,8.39213333333,7.18726666667
360.93,18.4871333333,7.7846,4.7428,8.35246666667,53.1896666667,8.64253333333,55.4216666667,5.05646666667,46.0816,8.55386666666,7.36693333333
361.29,18.4665333333,7.70666666667,4.7074,8.26813333334,53.1698,8.584,55.4283333333,4.937,46.0419333333,8.42606666667,7.25586666667
361.66,18.3813333333,7.71486666667,4.68226666667,8.21473333333,53.1708,8.49746666666,55.4048666667,4.80826666667,46.0226666667,8.41113333334,7.14353333333
362.02,18.1198,7.38326666667,4.36293333333,7.9882,52.9764666667,8.31693333333,55.2327333333,4.53726666667,45.8078,8.17446666667,6.89933333333
362.39,18.1351333333,7.4354,4.36313333334,8.05580000001,52.9767333333,8.30966666667,55.2228666667,4.5114,45.8097333333,8.196,6.91146666667
362.75,18.1523333333,7.48973333333,4.36513333333,8.08046666667,52.997,8.36293333333,55.1582666667,4.552,45.7397333333,8.2446,7.00673333333
363.11,18.2542666667,7.56713333333,4.47973333333,8.15473333333,52.8602,8.38026666667,55.0479333333,4.57986666667,45.5912,8.32813333334,7.07746666667
363.48,18.3524666667,7.7668,4.69613333333,8.35393333333,52.7879333333,8.55046666667,54.9022666667,4.7986,45.5036666667,8.51333333334,7.2372
363.84,18.364,7.74033333333,4.76186666667,8.37740000001,52.671,8.62093333333,54.7632,4.84686666667,45.3916,8.58813333333,7.18713333333
364.20,18.4804,7.73193333333,4.8094,8.42353333333,52.7243333333,8.58393333333,54.7657333333,4.81786666667,45.4506,8.61026666666,7.19406666667
364.57,18.7258666667,7.96086666667,5.06773333333,8.56253333333,52.9144666667,8.77213333333,54.9178666667,4.98993333333,45.5473333333,8.86906666667,7.30946666667
364.93,18.6932,7.97433333333,4.9932,8.53320000001,52.8248666667,8.76986666667,54.8418,4.9612,45.4899333333,8.81753333334,7.2604
365.29,18.6026,7.85533333333,4.88213333333,8.37979999999,52.7688666667,8.6178,54.6993333333,4.88213333333,45.3790666667,8.76766666667,7.12226666667
365.66,18.6542,7.83353333333,4.88933333333,8.43213333333,52.6492,8.6504,54.567,4.89033333333,45.3455333333,8.78586666667,7.1502
366.02,18.9311333333,8.07626666667,5.16626666667,8.60760000001,52.8286,8.75,54.6738,5.07826666667,45.4803333333,8.97720000001,7.3244
366.38,18.955,7.9936,5.13393333333,8.49513333333,52.7692,8.72873333333,54.6326,5.06646666667,45.3356666667,8.96506666667,7.26773333333
366.75,18.8973333333,7.86453333333,5.10993333333,8.3882,52.6874666667,8.60826666667,54.596,4.998,45.2919333333,8.8112,7.07946666667
367.11,18.7046,7.67513333333,4.95166666667,8.28713333333,52.5828666667,8.50086666667,54.4552,4.85853333333,45.1475333333,8.6906,6.93066666667
367.47,18.6068,7.49,4.71693333333,8.08193333334,52.5462,8.27806666667,54.3951333333,4.6816,45.1190666666,8.51533333333,6.74453333333
367.84,18.7954666667,7.70006666667,4.86853333333,8.26419999999,52.7092666667,8.4394,54.4818666667,4.80266666667,45.2536,8.59740000001,6.9058
368.20,18.9521333333,7.9066,5.10833333333,8.42893333333,52.8210666667,8.63333333333,54.5187333333,4.96886666667,45.2680666667,8.74633333334,7.0044
